stat, rank, value, (percentage) 
minecraft.used.mossy_cobblestone_wall: #7, 8(1%)
minecraft.crafted.light_gray_terracotta: #7, 24(1%)
minecraft.picked_up.light_blue_carpet: #7, 10(1%)
minecraft.used.green_wool: #7, 12(1%)
minecraft.picked_up.dark_prismarine_slab: #7, 42(1%)
minecraft.dropped.orange_shulker_box: #7, 1(1%)
minecraft.crafted.wheat: #7, 180(1%)
minecraft.mined.bell: #7, 2(1%)
minecraft.crafted.iron_pickaxe: #8, 26(4%)
minecraft.dropped.blue_ice: #7, 3(1%)
minecraft.crafted.magenta_stained_glass: #7, 80(1%)
minecraft.crafted.oak_slab: #8, 1206(4%)
minecraft.picked_up.bubble_coral_block: #7, 30(1%)
minecraft.dropped.cooked_cod: #7, 112(1%)
minecraft.picked_up.music_disc_mall: #7, 1(1%)
minecraft.picked_up.horn_coral_block: #7, 27(1%)
minecraft.mined.red_nether_bricks: #7, 8(1%)
minecraft.crafted.jungle_trapdoor: #7, 30(1%)
minecraft.picked_up.mossy_cobblestone_slab: #7, 1(1%)
minecraft.used.dark_prismarine_stairs: #7, 41(1%)
minecraft.dropped.potion: #8, 38(5%)
minecraft.used.jungle_trapdoor: #7, 29(1%)
minecraft.mined.brain_coral_block: #7, 22(0%)
minecraft.used.turtle_egg: #7, 3(1%)
minecraft.crafted.dark_prismarine_stairs: #7, 24(1%)
minecraft.dropped.end_stone: #8, 46(7%)
minecraft.used.bell: #7, 1(1%)
minecraft.picked_up.fire_coral: #7, 2(0%)
minecraft.picked_up.tipped_arrow: #7, 2(0%)
minecraft.dropped.smooth_quartz: #7, 1(0%)
minecraft.mined.tube_coral: #7, 2(0%)
minecraft.picked_up.magenta_stained_glass_pane: #7, 1(0%)
minecraft.mined.cobblestone: #8, 4221(4%)
minecraft.used.green_stained_glass_pane: #7, 4(0%)
minecraft.dropped.nether_brick_stairs: #7, 1(0%)
minecraft.mined.horn_coral_wall_fan: #7, 5(0%)
minecraft.used.diorite_wall: #7, 3(0%)
minecraft.picked_up.tube_coral_fan: #7, 6(0%)
minecraft.used.mossy_cobblestone_slab: #7, 1(0%)
minecraft.mined.fire_coral_wall_fan: #7, 4(0%)
minecraft.picked_up.horn_coral_fan: #7, 4(0%)
minecraft.picked_up.pink_stained_glass: #7, 6(0%)
minecraft.crafted.jungle_door: #7, 3(0%)
minecraft.picked_up.brain_coral_fan: #7, 3(0%)
minecraft.picked_up.dried_kelp: #7, 937(0%)
minecraft.picked_up.lime_glazed_terracotta: #7, 2(0%)
minecraft.used.spruce_slab: #8, 2563(4%)
minecraft.used.red_sand: #7, 1(0%)
minecraft.crafted.writable_book: #8, 35(5%)
minecraft.used.bone_block: #8, 1021(4%)
minecraft.used.firework_rocket: #8, 574(4%)
minecraft.mined.iron_bars: #8, 417(4%)
minecraft.crafted.light_gray_carpet: #8, 801(5%)
minecraft.mined.player_wall_head: #8, 71(4%)
minecraft.picked_up.obsidian: #8, 1370(4%)
minecraft.used.dark_oak_fence: #8, 604(4%)
minecraft.picked_up.trident: #8, 36(4%)
minecraft.picked_up.paper: #8, 1350(4%)
minecraft.used.stone_stairs: #8, 230(5%)
minecraft.used.polished_andesite: #8, 3327(4%)
minecraft.crafted.glass_pane: #8, 640(4%)
minecraft.crafted.barrel: #8, 152(4%)
minecraft.used.grass_block: #8, 10660(3%)
minecraft.crafted.wooden_axe: #8, 2(6%)
minecraft.crafted.iron_sword: #8, 13(3%)
minecraft.picked_up.oak_trapdoor: #8, 136(4%)
minecraft.picked_up.chainmail_boots: #8, 6(4%)
minecraft.picked_up.splash_potion: #8, 16(5%)
minecraft.used.oak_slab: #8, 787(3%)
minecraft.mined.ladder: #8, 165(4%)
minecraft.used.mossy_cobblestone: #8, 151(5%)
minecraft.used.splash_potion: #8, 19(5%)
minecraft.killed.sheep: #8, 65(3%)
minecraft.crafted.dark_oak_fence: #8, 552(4%)
minecraft.mined.gold_ore: #8, 861(3%)
minecraft.crafted.white_stained_glass_pane: #8, 1304(4%)
minecraft.mined.vine: #8, 681(3%)
minecraft.mined.composter: #8, 18(4%)
minecraft.dropped.firework_rocket: #8, 813(3%)
minecraft.crafted.orange_dye: #8, 396(4%)
minecraft.picked_up.lapis_block: #8, 96(4%)
minecraft.mined.fern: #8, 89(3%)
minecraft.dropped.dandelion: #8, 112(3%)
minecraft.picked_up.composter: #8, 21(4%)
minecraft.dropped.leather_boots: #8, 15(3%)
minecraft.dropped.oak_log: #8, 129(3%)
minecraft.killed.wandering_trader: #8, 5(5%)
minecraft.used.light_blue_wool: #8, 161(4%)
minecraft.killed.pig: #8, 19(3%)
minecraft.mined.black_stained_glass: #8, 170(3%)
minecraft.used.chiseled_quartz_block: #8, 123(3%)
minecraft.dropped.tripwire_hook: #8, 18(4%)
minecraft.picked_up.spruce_log: #8, 4777(2%)
minecraft.crafted.jungle_slab: #8, 262(3%)
minecraft.killed.trader_llama: #8, 8(4%)
minecraft.used.stone_axe: #8, 253(2%)
minecraft.used.composter: #8, 28(3%)
minecraft.mined.carrots: #8, 750(2%)
minecraft.mined.acacia_leaves: #8, 582(2%)
minecraft.picked_up.yellow_dye: #8, 82(4%)
minecraft.picked_up.mutton: #8, 104(2%)
minecraft.dropped.lava_bucket: #8, 2(4%)
minecraft.picked_up.chiseled_stone_bricks: #8, 59(3%)
minecraft.custom.fill_cauldron: #8, 9(3%)
minecraft.broken.shears: #8, 26(2%)
minecraft.picked_up.seagrass: #8, 147(3%)
minecraft.crafted.black_concrete_powder: #8, 3744(3%)
minecraft.picked_up.birch_leaves: #8, 433(2%)
minecraft.picked_up.purple_stained_glass_pane: #8, 19(4%)
minecraft.used.horn_coral_block: #8, 43(3%)
minecraft.crafted.smooth_quartz: #8, 137(3%)
minecraft.used.dark_oak_log: #8, 1000(2%)
minecraft.picked_up.purple_banner: #8, 3(4%)
minecraft.used.stone_slab: #8, 754(2%)
minecraft.picked_up.dark_oak_door: #8, 7(3%)
minecraft.used.blue_concrete_powder: #8, 258(3%)
minecraft.crafted.chiseled_sandstone: #8, 24(3%)
minecraft.mined.sea_pickle: #8, 53(2%)
minecraft.mined.dark_oak_log: #8, 1987(1%)
minecraft.picked_up.andesite_wall: #8, 12(3%)
minecraft.mined.pink_stained_glass_pane: #8, 2(3%)
minecraft.mined.grindstone: #8, 12(3%)
minecraft.custom.bell_ring: #8, 38(2%)
minecraft.killed.snow_golem: #8, 4(3%)
minecraft.used.horn_coral: #8, 8(3%)
minecraft.mined.magenta_stained_glass: #8, 14(2%)
minecraft.picked_up.cyan_wool: #8, 168(2%)
minecraft.crafted.orange_carpet: #8, 27(3%)
minecraft.used.bubble_coral_block: #8, 33(2%)
minecraft.picked_up.grindstone: #8, 13(2%)
minecraft.dropped.oak_fence_gate: #8, 2(3%)
minecraft.mined.dragon_head: #8, 1(3%)
minecraft.used.red_carpet: #8, 250(2%)
minecraft.used.orange_carpet: #8, 20(2%)
minecraft.mined.black_banner: #8, 1(2%)
minecraft.mined.red_stained_glass_pane: #8, 27(2%)
minecraft.crafted.dark_oak_planks: #9, 10000(5%)
minecraft.dropped.red_wool: #8, 10(2%)
minecraft.crafted.smooth_quartz_slab: #8, 212(2%)
minecraft.mined.bamboo: #8, 78(1%)
minecraft.crafted.composter: #8, 18(1%)
minecraft.mined.jungle_sapling: #8, 5(2%)
minecraft.crafted.smooth_quartz_stairs: #8, 64(2%)
minecraft.picked_up.map: #8, 11(2%)
minecraft.mined.nether_brick_stairs: #8, 37(2%)
minecraft.crafted.ladder: #9, 729(6%)
minecraft.used.green_carpet: #8, 48(1%)
minecraft.crafted.end_rod: #8, 256(1%)
minecraft.picked_up.birch_stairs: #8, 86(1%)
minecraft.dropped.stripped_acacia_log: #8, 1(2%)
minecraft.mined.yellow_terracotta: #8, 287(1%)
minecraft.crafted.blue_stained_glass_pane: #8, 80(1%)
minecraft.mined.green_stained_glass_pane: #8, 4(2%)
minecraft.crafted.blue_wool: #8, 65(2%)
minecraft.used.purpur_pillar: #8, 19(2%)
minecraft.picked_up.dark_oak_sapling: #8, 127(1%)
minecraft.dropped.glowstone_dust: #8, 9(1%)
minecraft.crafted.smoker: #8, 10(1%)
minecraft.crafted.orange_terracotta: #8, 96(2%)
minecraft.dropped.cracked_stone_bricks: #8, 18(1%)
minecraft.picked_up.quartz_stairs: #9, 630(5%)
minecraft.picked_up.fermented_spider_eye: #8, 1(2%)
minecraft.crafted.white_terracotta: #8, 68(1%)
minecraft.used.blue_stained_glass_pane: #8, 50(1%)
minecraft.picked_up.magenta_stained_glass: #8, 13(1%)
minecraft.mined.dark_prismarine_slab: #8, 46(1%)
minecraft.mined.purple_carpet: #8, 4(1%)
minecraft.picked_up.pink_dye: #8, 5(1%)
minecraft.picked_up.podzol: #8, 86(1%)
minecraft.dropped.jungle_leaves: #8, 11(1%)
minecraft.mined.shulker_box: #9, 1737(5%)
minecraft.used.dead_tube_coral_block: #8, 4(1%)
minecraft.crafted.iron_chestplate: #9, 13(4%)
minecraft.picked_up.leather_chestplate: #9, 16(4%)
minecraft.crafted.dark_prismarine_slab: #8, 132(1%)
minecraft.picked_up.birch_button: #8, 43(1%)
minecraft.dropped.light_blue_wool: #8, 1(1%)
minecraft.dropped.chorus_fruit: #8, 9(1%)
minecraft.picked_up.red_nether_bricks: #8, 8(1%)
minecraft.dropped.acacia_trapdoor: #8, 1(1%)
minecraft.picked_up.cobblestone_wall: #9, 250(4%)
minecraft.used.shulker_box: #9, 1707(4%)
minecraft.picked_up.jungle_wood: #8, 1(1%)
minecraft.crafted.acacia_stairs: #8, 8(0%)
minecraft.mined.horn_coral_block: #8, 18(0%)
minecraft.dropped.peony: #8, 2(0%)
minecraft.picked_up.purple_dye: #8, 1(0%)
minecraft.dropped.cooked_salmon: #8, 2(0%)
minecraft.picked_up.gray_terracotta: #8, 17(0%)
minecraft.picked_up.dead_fire_coral_fan: #8, 2(0%)
minecraft.mined.fire_coral: #8, 2(0%)
minecraft.mined.brain_coral_fan: #8, 2(0%)
minecraft.picked_up.bubble_coral: #8, 1(0%)
minecraft.crafted.light_blue_terracotta: #8, 56(0%)
minecraft.used.ladder: #9, 731(5%)
minecraft.mined.bubble_coral: #8, 1(0%)
minecraft.used.magenta_terracotta: #8, 5(0%)
minecraft.picked_up.dark_oak_planks: #9, 668(4%)
minecraft.dropped.brown_concrete_powder: #8, 1(0%)
minecraft.mined.bubble_coral_wall_fan: #8, 2(0%)
minecraft.dropped.sea_pickle: #8, 3(0%)
minecraft.killed.witch: #8, 19(0%)
minecraft.dropped.purple_stained_glass: #8, 2(0%)
minecraft.picked_up.brown_stained_glass: #8, 2(0%)
minecraft.used.jungle_door: #8, 1(0%)
minecraft.used.brown_stained_glass: #8, 1(0%)
minecraft.used.oak_fence: #9, 429(4%)
minecraft.used.spruce_planks: #9, 2085(3%)
minecraft.crafted.oak_door: #9, 27(5%)
minecraft.picked_up.writable_book: #9, 24(4%)
minecraft.used.dark_oak_planks: #9, 942(4%)
minecraft.used.light_gray_carpet: #9, 797(4%)
minecraft.crafted.light_blue_stained_glass: #9, 2112(5%)
minecraft.used.shears: #9, 8282(3%)
minecraft.picked_up.cobblestone_slab: #9, 429(4%)
minecraft.used.written_book: #9, 1288(3%)
minecraft.used.damaged_anvil: #9, 9(4%)
minecraft.mined.kelp_plant: #9, 1142(3%)
minecraft.crafted.glass_bottle: #9, 183(3%)
minecraft.crafted.lantern: #9, 343(4%)
minecraft.used.jungle_log: #9, 268(3%)
minecraft.used.glass_bottle: #9, 174(3%)
minecraft.crafted.dark_oak_sign: #9, 18(4%)
minecraft.used.bone_meal: #9, 3112(2%)
minecraft.used.white_stained_glass_pane: #9, 977(3%)
minecraft.mined.campfire: #9, 27(4%)
minecraft.used.black_concrete: #9, 3005(3%)
minecraft.used.stripped_spruce_log: #9, 27(3%)
minecraft.picked_up.tnt: #9, 154(3%)
minecraft.picked_up.porkchop: #9, 43(2%)
minecraft.picked_up.clay_ball: #9, 1543(2%)
minecraft.mined.dark_oak_wall_sign: #9, 5(4%)
minecraft.crafted.iron_trapdoor: #9, 429(2%)
minecraft.picked_up.cooked_chicken: #9, 288(2%)
minecraft.used.oak_leaves: #9, 1618(2%)
minecraft.mined.oak_fence_gate: #9, 19(2%)
minecraft.picked_up.mossy_stone_bricks: #9, 44(2%)
minecraft.mined.brown_carpet: #9, 26(3%)
minecraft.dropped.sandstone_slab: #9, 46(3%)
minecraft.used.iron_trapdoor: #9, 427(2%)
minecraft.crafted.dark_oak_door: #9, 12(3%)
minecraft.picked_up.cyan_banner: #9, 3(4%)
minecraft.picked_up.dark_oak_log: #9, 2446(2%)
minecraft.mined.stripped_spruce_log: #9, 53(2%)
minecraft.used.wooden_axe: #9, 28(3%)
minecraft.used.black_concrete_powder: #9, 2629(2%)
minecraft.broken.stone_hoe: #9, 1(4%)
minecraft.picked_up.blue_concrete: #9, 186(2%)
minecraft.picked_up.oak_fence_gate: #9, 20(2%)
minecraft.custom.sneak_time: #11, 3613993(4%)
minecraft.used.brown_carpet: #9, 119(2%)
minecraft.mined.black_wall_banner: #9, 4(4%)
minecraft.picked_up.black_banner: #9, 5(3%)
minecraft.used.pink_concrete: #9, 23(3%)
minecraft.crafted.golden_chestplate: #9, 2(3%)
minecraft.picked_up.blue_carpet: #9, 23(2%)
minecraft.picked_up.phantom_membrane: #9, 66(1%)
minecraft.crafted.mossy_stone_bricks: #9, 178(2%)
minecraft.mined.blue_concrete: #9, 178(2%)
minecraft.crafted.brown_carpet: #9, 102(2%)
minecraft.dropped.stripped_oak_log: #9, 3(2%)
minecraft.used.oak_pressure_plate: #9, 7(2%)
minecraft.crafted.pink_concrete_powder: #9, 56(2%)
minecraft.picked_up.white_carpet: #10, 268(5%)
minecraft.picked_up.sea_pickle: #9, 165(1%)
minecraft.used.blue_concrete: #9, 120(1%)
minecraft.used.wet_sponge: #9, 3(2%)
minecraft.crafted.dispenser: #9, 57(1%)
minecraft.used.bamboo: #9, 133(1%)
minecraft.mined.dark_oak_button: #9, 2(2%)
minecraft.used.purple_banner: #9, 2(2%)
minecraft.crafted.polished_andesite_slab: #9, 160(2%)
minecraft.mined.polished_andesite_slab: #9, 35(2%)
minecraft.used.brain_coral_block: #9, 32(1%)
minecraft.used.cod_bucket: #9, 4(1%)
minecraft.picked_up.bricks: #9, 70(1%)
minecraft.used.hay_block: #9, 22(1%)
minecraft.used.smooth_quartz_slab: #9, 174(1%)
minecraft.picked_up.dead_tube_coral_block: #9, 12(1%)
minecraft.dropped.birch_sapling: #9, 11(1%)
minecraft.mined.smooth_quartz_slab: #9, 39(1%)
minecraft.used.chorus_fruit: #9, 3(1%)
minecraft.used.smooth_quartz_stairs: #9, 58(1%)
minecraft.mined.jungle_trapdoor: #9, 13(1%)
minecraft.mined.black_wool: #9, 16(1%)
minecraft.picked_up.sugar: #9, 26(1%)
minecraft.dropped.cornflower: #9, 5(1%)
minecraft.mined.smooth_quartz_stairs: #9, 18(1%)
minecraft.mined.jungle_fence: #9, 4(1%)
minecraft.crafted.tnt: #9, 227(1%)
minecraft.picked_up.smooth_quartz_slab: #9, 42(1%)
minecraft.picked_up.smooth_quartz_stairs: #9, 18(1%)
minecraft.used.birch_stairs: #9, 90(1%)
minecraft.used.cornflower: #9, 2(1%)
minecraft.dropped.rose_bush: #9, 4(1%)
minecraft.crafted.purple_concrete_powder: #9, 72(1%)
minecraft.picked_up.fern: #9, 35(1%)
minecraft.dropped.podzol: #9, 4(1%)
minecraft.used.dark_oak_button: #9, 5(1%)
minecraft.killed.iron_golem: #9, 1(1%)
minecraft.picked_up.green_stained_glass_pane: #9, 4(1%)
minecraft.used.sweet_berries: #9, 36(0%)
minecraft.picked_up.green_dye: #9, 376(0%)
minecraft.dropped.red_concrete: #9, 3(1%)
minecraft.picked_up.green_wool: #9, 32(0%)
minecraft.used.red_mushroom: #9, 3(1%)
minecraft.used.blue_carpet: #9, 109(0%)
minecraft.crafted.brown_wool: #9, 4(1%)
minecraft.dropped.dark_oak_sapling: #9, 1(0%)
minecraft.used.smooth_quartz: #9, 45(0%)
minecraft.crafted.lime_banner: #9, 1(1%)
minecraft.dropped.azure_bluet: #9, 8(0%)
minecraft.dropped.quartz: #9, 15(0%)
minecraft.used.dead_fire_coral_fan: #9, 1(0%)
minecraft.crafted.bowl: #9, 4(0%)
minecraft.picked_up.fire_coral_fan: #9, 13(0%)
minecraft.dropped.piston: #9, 2(0%)
minecraft.crafted.pink_stained_glass: #9, 16(0%)
minecraft.crafted.grindstone: #9, 3(0%)
minecraft.crafted.green_terracotta: #9, 104(0%)
minecraft.used.jungle_wood: #9, 3(0%)
minecraft.crafted.jungle_wood: #9, 3(0%)
minecraft.dropped.light_gray_terracotta: #9, 7(0%)
minecraft.mined.gray_terracotta: #9, 9(0%)
minecraft.picked_up.acacia_slab: #9, 1(0%)
minecraft.mined.prismarine_brick_stairs: #9, 1(0%)
minecraft.used.red_nether_bricks: #9, 8(0%)
minecraft.used.dark_prismarine_slab: #9, 26(0%)
minecraft.mined.tube_coral_wall_fan: #9, 2(0%)
minecraft.picked_up.tube_coral_block: #9, 3(0%)
minecraft.used.acacia_stairs: #9, 1(0%)
minecraft.picked_up.bubble_coral_fan: #9, 2(0%)
minecraft.mined.brain_coral_wall_fan: #9, 1(0%)
minecraft.dropped.clay_ball: #9, 4(0%)
minecraft.used.bucket: #10, 2904(4%)
minecraft.crafted.spruce_slab: #10, 2390(4%)
minecraft.used.cobblestone: #10, 10158(3%)
minecraft.dropped.golden_carrot: #10, 216(4%)
minecraft.used.stone_hoe: #10, 228(4%)
minecraft.crafted.baked_potato: #10, 510(4%)
minecraft.picked_up.damaged_anvil: #10, 11(4%)
minecraft.picked_up.egg: #10, 552(3%)
minecraft.mined.damaged_anvil: #10, 10(4%)
minecraft.crafted.sandstone: #10, 753(4%)
minecraft.picked_up.spruce_sapling: #10, 590(3%)
minecraft.picked_up.lantern: #10, 127(4%)
minecraft.used.enchanting_table: #10, 4(4%)
minecraft.picked_up.quartz: #10, 10709(3%)
minecraft.picked_up.shield: #10, 11(3%)
minecraft.custom.interact_with_brewingstand: #10, 250(3%)
minecraft.mined.dark_oak_planks: #10, 264(3%)
minecraft.mined.birch_leaves: #10, 587(2%)
minecraft.mined.mossy_stone_bricks: #10, 39(3%)
minecraft.picked_up.lily_pad: #10, 50(3%)
minecraft.crafted.pink_dye: #10, 224(3%)
minecraft.used.totem_of_undying: #10, 5(3%)
minecraft.crafted.item_frame: #10, 181(2%)
minecraft.picked_up.cocoa_beans: #10, 1028(2%)
minecraft.mined.dark_oak_stairs: #10, 128(2%)
minecraft.picked_up.red_wool: #10, 183(3%)
minecraft.mined.spruce_log: #10, 3655(2%)
minecraft.used.snowball: #10, 70(2%)
minecraft.dropped.sugar_cane: #10, 344(2%)
minecraft.dropped.spruce_slab: #10, 46(2%)
minecraft.used.dandelion: #10, 5(3%)
minecraft.mined.gold_block: #10, 242(2%)
minecraft.used.gold_block: #10, 424(2%)
minecraft.picked_up.stripped_spruce_log: #10, 53(2%)
minecraft.crafted.red_stained_glass_pane: #10, 192(3%)
minecraft.killed_by.enderman: #10, 1(3%)
minecraft.used.dark_oak_slab: #10, 718(2%)
minecraft.used.mossy_stone_bricks: #10, 102(2%)
minecraft.picked_up.gold_block: #10, 250(2%)
minecraft.dropped.white_bed: #10, 2(3%)
minecraft.mined.black_concrete: #10, 1985(2%)
minecraft.crafted.purple_dye: #10, 174(2%)
minecraft.used.glass_pane: #10, 188(1%)
minecraft.mined.scaffolding: #10, 644(2%)
minecraft.mined.light_gray_carpet: #10, 41(2%)
minecraft.used.cocoa_beans: #10, 317(2%)
minecraft.mined.red_tulip: #10, 17(2%)
minecraft.used.pink_concrete_powder: #10, 56(2%)
minecraft.mined.spruce_leaves: #10, 1336(1%)
minecraft.used.lime_banner: #10, 3(3%)
minecraft.killed_by.phantom: #10, 2(2%)
minecraft.picked_up.brown_carpet: #10, 32(2%)
minecraft.used.sea_pickle: #10, 185(2%)
minecraft.custom.interact_with_smoker: #10, 7(1%)
minecraft.used.black_banner: #10, 6(2%)
minecraft.used.grindstone: #10, 14(1%)
minecraft.used.nether_brick_stairs: #10, 93(2%)
minecraft.crafted.green_stained_glass: #10, 128(2%)
minecraft.dropped.oak_pressure_plate: #10, 2(1%)
minecraft.used.cyan_stained_glass_pane: #10, 35(2%)
minecraft.crafted.light_blue_concrete_powder: #10, 216(1%)
minecraft.picked_up.nether_brick_stairs: #10, 35(1%)
minecraft.mined.brown_concrete: #10, 63(2%)
minecraft.broken.stone_shovel: #10, 2(1%)
minecraft.used.blue_wool: #10, 89(1%)
minecraft.picked_up.cornflower: #10, 51(1%)
minecraft.mined.light_blue_concrete: #10, 168(1%)
minecraft.crafted.jukebox: #10, 1(2%)
minecraft.picked_up.polished_andesite_slab: #10, 51(2%)
minecraft.picked_up.brown_concrete: #10, 62(1%)
minecraft.picked_up.light_gray_carpet: #10, 67(1%)
minecraft.mined.orange_terracotta: #10, 772(1%)
minecraft.picked_up.orange_terracotta: #10, 772(1%)
minecraft.picked_up.light_blue_concrete: #10, 167(1%)
minecraft.mined.purple_stained_glass_pane: #10, 3(1%)
minecraft.crafted.light_gray_stained_glass_pane: #10, 192(1%)
minecraft.crafted.oak_pressure_plate: #10, 5(1%)
minecraft.crafted.birch_trapdoor: #10, 22(1%)
minecraft.mined.dark_oak_fence_gate: #10, 4(1%)
minecraft.used.spruce_leaves: #10, 336(1%)
minecraft.mined.orange_carpet: #10, 2(1%)
minecraft.picked_up.brick_stairs: #10, 12(1%)
minecraft.used.azure_bluet: #10, 4(1%)
minecraft.mined.blue_carpet: #10, 8(1%)
minecraft.picked_up.yellow_stained_glass_pane: #10, 4(1%)
minecraft.mined.yellow_stained_glass_pane: #10, 4(1%)
minecraft.mined.lily_pad: #10, 7(1%)
minecraft.used.cyan_banner: #10, 1(1%)
minecraft.used.polished_andesite_slab: #10, 81(1%)
minecraft.picked_up.light_blue_wool: #10, 40(1%)
minecraft.mined.lily_of_the_valley: #10, 1(1%)
minecraft.used.purple_concrete_powder: #10, 62(1%)
minecraft.picked_up.pink_stained_glass_pane: #10, 1(1%)
minecraft.picked_up.orange_wool: #10, 40(1%)
minecraft.picked_up.orange_carpet: #10, 2(1%)
minecraft.used.green_concrete: #10, 51(0%)
minecraft.mined.acacia_trapdoor: #10, 6(0%)
minecraft.used.bricks: #10, 126(0%)
minecraft.crafted.hay_block: #10, 27(0%)
minecraft.picked_up.acacia_leaves: #10, 79(1%)
minecraft.picked_up.lily_of_the_valley: #10, 1(1%)
minecraft.mined.smooth_quartz: #10, 17(0%)
minecraft.crafted.blue_carpet: #10, 108(0%)
minecraft.dropped.dark_oak_leaves: #10, 3(0%)
minecraft.picked_up.green_terracotta: #10, 37(0%)
minecraft.picked_up.jungle_trapdoor: #10, 6(0%)
minecraft.mined.green_terracotta: #10, 32(0%)
minecraft.used.brick_stairs: #10, 17(0%)
minecraft.picked_up.orange_stained_glass_pane: #10, 4(0%)
minecraft.dropped.wooden_shovel: #10, 2(0%)
minecraft.crafted.nether_bricks: #10, 148(0%)
minecraft.crafted.magma_cream: #10, 1(0%)
minecraft.dropped.dispenser: #10, 1(0%)
minecraft.dropped.lily_pad: #10, 1(0%)
minecraft.crafted.brick_stairs: #10, 8(0%)
minecraft.dropped.light_gray_wool: #10, 2(0%)
minecraft.mined.acacia_slab: #10, 1(0%)
minecraft.picked_up.black_stained_glass_pane: #10, 3(0%)
minecraft.mined.black_stained_glass_pane: #10, 3(0%)
minecraft.used.fern: #10, 4(0%)
minecraft.used.dark_oak_sapling: #10, 13(0%)
minecraft.mined.spruce_planks: #11, 1076(4%)
minecraft.picked_up.prismarine_brick_stairs: #10, 1(0%)
minecraft.crafted.lime_wool: #10, 1(0%)
minecraft.mined.tube_coral_block: #10, 4(0%)
minecraft.picked_up.brain_coral_block: #10, 1(0%)
minecraft.used.light_blue_glazed_terracotta: #10, 1(0%)
minecraft.used.water_bucket: #11, 2523(4%)
minecraft.mined.wall_torch: #11, 708(4%)
minecraft.crafted.white_bed: #11, 16(4%)
minecraft.picked_up.spruce_sign: #11, 33(4%)
minecraft.mined.oak_leaves: #11, 4431(2%)
minecraft.picked_up.magma_cream: #11, 35(4%)
minecraft.used.blue_shulker_box: #11, 108(4%)
minecraft.mined.blue_shulker_box: #11, 102(4%)
minecraft.picked_up.kelp: #11, 11652(3%)
minecraft.picked_up.blue_shulker_box: #11, 102(4%)
minecraft.used.cooked_chicken: #11, 285(2%)
minecraft.dropped.dark_oak_log: #11, 119(3%)
minecraft.used.white_bed: #11, 66(2%)
minecraft.mined.stone_brick_stairs: #11, 441(2%)
minecraft.dropped.flint: #11, 228(2%)
minecraft.used.iron_bars: #11, 728(2%)
minecraft.picked_up.white_bed: #11, 58(2%)
minecraft.picked_up.charcoal: #11, 12(3%)
minecraft.mined.oak_trapdoor: #11, 62(2%)
minecraft.picked_up.dark_oak_stairs: #11, 144(2%)
minecraft.used.lapis_ore: #11, 78(2%)
minecraft.picked_up.red_carpet: #11, 79(2%)
minecraft.mined.loom: #11, 3(2%)
minecraft.killed.drowned: #11, 279(2%)
minecraft.used.oak_fence_gate: #11, 28(2%)
minecraft.picked_up.scaffolding: #11, 2006(2%)
minecraft.used.flower_pot: #11, 38(2%)
minecraft.picked_up.stripped_dark_oak_log: #11, 114(2%)
minecraft.used.dark_oak_door: #11, 11(2%)
minecraft.used.scaffolding: #11, 1803(2%)
minecraft.dropped.spruce_log: #11, 109(2%)
minecraft.crafted.red_concrete_powder: #11, 384(2%)
minecraft.dropped.redstone_torch: #11, 24(2%)
minecraft.crafted.bow: #11, 85(1%)
minecraft.used.tripwire_hook: #11, 34(1%)
minecraft.used.birch_pressure_plate: #11, 7(2%)
minecraft.dropped.birch_trapdoor: #11, 2(2%)
minecraft.used.carrot: #11, 838(1%)
minecraft.used.spruce_sapling: #11, 159(1%)
minecraft.mined.cornflower: #11, 14(2%)
minecraft.used.red_concrete_powder: #11, 286(1%)
minecraft.used.light_blue_concrete_powder: #11, 223(2%)
minecraft.mined.birch_log: #11, 503(1%)
minecraft.picked_up.rabbit_hide: #11, 2(1%)
minecraft.killed.rabbit: #11, 2(2%)
minecraft.used.orange_tulip: #11, 3(1%)
minecraft.broken.fishing_rod: #11, 1(1%)
minecraft.crafted.nether_brick_stairs: #11, 80(1%)
minecraft.crafted.birch_pressure_plate: #11, 5(1%)
minecraft.mined.allium: #11, 10(1%)
minecraft.used.tube_coral: #11, 3(1%)
minecraft.dropped.cocoa_beans: #11, 6(1%)
minecraft.used.black_stained_glass: #11, 216(1%)
minecraft.dropped.white_terracotta: #11, 25(1%)
minecraft.picked_up.purple_bed: #11, 3(1%)
minecraft.custom.minecart_one_cm: #11, 1475132(0%)
minecraft.mined.chiseled_stone_bricks: #11, 11(1%)
minecraft.used.rotten_flesh: #11, 3(1%)
minecraft.used.orange_stained_glass: #11, 18(1%)
minecraft.crafted.purple_shulker_box: #11, 1(1%)
minecraft.used.tube_coral_block: #11, 19(1%)
minecraft.mined.orange_stained_glass_pane: #11, 4(1%)
minecraft.crafted.black_banner: #11, 3(1%)
minecraft.mined.green_carpet: #11, 2(1%)
minecraft.custom.interact_with_stonecutter: #11, 6(0%)
minecraft.used.chiseled_stone_bricks: #11, 31(0%)
minecraft.mined.nether_wart: #11, 71(0%)
minecraft.crafted.dark_oak_button: #11, 5(0%)
minecraft.dropped.coal_block: #11, 4(1%)
minecraft.used.white_tulip: #11, 1(1%)
minecraft.dropped.poppy: #11, 194(0%)
minecraft.crafted.glistering_melon_slice: #11, 2(0%)
minecraft.crafted.written_book: #11, 1(0%)
minecraft.mined.purple_bed: #11, 1(0%)
