stat, rank, value, (percentage) 
minecraft.used.oak_wood: #14, 7(0%)
minecraft.picked_up.stone_brick_wall: #14, 2(0%)
minecraft.dropped.repeater: #14, 1(0%)
minecraft.crafted.cooked_cod: #14, 7(0%)
minecraft.crafted.gray_stained_glass: #14, 64(0%)
minecraft.crafted.spruce_wood: #14, 6(0%)
minecraft.picked_up.sugar: #14, 2(0%)
minecraft.mined.brown_terracotta: #14, 21(0%)
minecraft.used.spruce_wood: #14, 4(0%)
minecraft.mined.blue_stained_glass: #14, 1(0%)
minecraft.used.yellow_stained_glass_pane: #14, 1(0%)
minecraft.dropped.bamboo: #14, 7(0%)
minecraft.used.birch_leaves: #14, 2(0%)
minecraft.dropped.quartz_block: #14, 1(0%)
minecraft.picked_up.wheat_seeds: #15, 4263(2%)
minecraft.custom.climb_one_cm: #15, 1532674(2%)
minecraft.picked_up.dirt: #15, 21755(2%)
minecraft.picked_up.minecart: #15, 122(2%)
minecraft.picked_up.golden_boots: #15, 9(2%)
minecraft.used.wheat_seeds: #15, 1555(2%)
minecraft.used.chest: #15, 698(2%)
minecraft.picked_up.player_head: #15, 299(2%)
minecraft.crafted.birch_planks: #15, 2848(2%)
minecraft.mined.lapis_ore: #15, 331(2%)
minecraft.crafted.oak_slab: #15, 528(2%)
minecraft.picked_up.redstone_torch: #15, 206(2%)
minecraft.used.stripped_oak_log: #15, 44(2%)
minecraft.picked_up.water_bucket: #15, 15(2%)
minecraft.dropped.granite: #15, 1179(2%)
minecraft.picked_up.leather: #15, 427(1%)
minecraft.crafted.redstone: #15, 3582(2%)
minecraft.picked_up.armor_stand: #15, 24(2%)
minecraft.crafted.diamond: #15, 873(2%)
minecraft.crafted.iron_shovel: #15, 7(1%)
minecraft.picked_up.oak_slab: #15, 134(1%)
minecraft.mined.netherrack: #15, 17752(1%)
minecraft.dropped.chest: #15, 21(1%)
minecraft.custom.fly_one_cm: #16, 67314731(2%)
minecraft.custom.deaths: #15, 29(1%)
minecraft.crafted.lapis_lazuli: #15, 541(1%)
minecraft.used.repeater: #15, 277(1%)
minecraft.picked_up.beef: #15, 339(1%)
minecraft.picked_up.magma_cream: #15, 13(1%)
minecraft.dropped.leather_leggings: #15, 4(1%)
minecraft.picked_up.hopper: #15, 152(1%)
minecraft.picked_up.dark_oak_stairs: #15, 81(1%)
minecraft.dropped.elytra: #15, 2(1%)
minecraft.dropped.rotten_flesh: #15, 401(1%)
minecraft.picked_up.string: #15, 371(1%)
minecraft.used.barrel: #15, 35(1%)
minecraft.picked_up.glass: #15, 2063(1%)
minecraft.picked_up.gunpowder: #15, 196(1%)
minecraft.picked_up.red_carpet: #15, 36(1%)
minecraft.picked_up.bucket: #15, 10(1%)
minecraft.crafted.red_shulker_box: #15, 3(1%)
minecraft.dropped.leather_chestplate: #15, 2(1%)
minecraft.used.milk_bucket: #15, 3(1%)
minecraft.dropped.shears: #15, 3(1%)
minecraft.dropped.birch_planks: #15, 14(1%)
minecraft.mined.coal_block: #15, 18(1%)
minecraft.mined.fern: #15, 19(1%)
minecraft.picked_up.oak_door: #15, 7(1%)
minecraft.killed_by.phantom: #15, 1(1%)
minecraft.crafted.stone_pressure_plate: #15, 31(1%)
minecraft.dropped.furnace: #15, 4(1%)
minecraft.dropped.ender_chest: #15, 1(1%)
minecraft.picked_up.milk_bucket: #15, 1(1%)
minecraft.picked_up.red_tulip: #15, 10(1%)
minecraft.picked_up.birch_log: #15, 305(0%)
minecraft.crafted.leather_boots: #15, 5(1%)
minecraft.crafted.redstone_lamp: #15, 27(1%)
minecraft.picked_up.oak_trapdoor: #15, 17(0%)
minecraft.mined.polished_andesite: #15, 120(0%)
minecraft.crafted.painting: #15, 13(0%)
minecraft.mined.sandstone: #15, 829(0%)
minecraft.picked_up.sandstone: #15, 833(0%)
minecraft.picked_up.polished_andesite: #15, 114(0%)
minecraft.mined.red_concrete: #15, 98(0%)
minecraft.mined.red_tulip: #15, 4(0%)
minecraft.used.yellow_stained_glass: #15, 22(0%)
minecraft.picked_up.tnt: #15, 18(0%)
minecraft.crafted.sugar: #15, 23(0%)
minecraft.used.iron_hoe: #15, 35(0%)
minecraft.dropped.stone_brick_slab: #15, 12(0%)
minecraft.dropped.glass_bottle: #15, 6(0%)
minecraft.mined.jungle_fence: #15, 2(0%)
minecraft.dropped.lapis_lazuli: #15, 10(0%)
minecraft.crafted.sandstone_slab: #15, 444(0%)
minecraft.used.tnt: #15, 22(0%)
minecraft.used.red_carpet: #15, 36(0%)
minecraft.dropped.sand: #15, 384(0%)
minecraft.used.slime_block: #15, 26(0%)
minecraft.mined.light_gray_concrete_powder: #15, 8(0%)
minecraft.crafted.brick: #15, 67(0%)
minecraft.mined.yellow_terracotta: #15, 41(0%)
minecraft.dropped.cobblestone_slab: #15, 4(0%)
minecraft.picked_up.bowl: #15, 1(0%)
minecraft.dropped.red_wool: #15, 1(0%)
minecraft.dropped.slime_block: #15, 3(0%)
minecraft.mined.spruce_wood: #15, 2(0%)
minecraft.picked_up.nether_wart: #15, 90(0%)
minecraft.crafted.mossy_stone_bricks: #15, 13(0%)
minecraft.dropped.jungle_planks: #15, 2(0%)
minecraft.dropped.smooth_stone_slab: #15, 8(0%)
minecraft.picked_up.spruce_wood: #15, 2(0%)
minecraft.picked_up.cornflower: #15, 4(0%)
minecraft.crafted.blue_stained_glass: #15, 16(0%)
minecraft.dropped.spruce_stairs: #15, 2(0%)
minecraft.dropped.cookie: #15, 2(0%)
minecraft.dropped.polished_andesite: #15, 1(0%)
minecraft.dropped.cactus: #15, 11(0%)
minecraft.used.gold_ore: #15, 1(0%)
minecraft.used.blue_stained_glass: #15, 5(0%)
minecraft.crafted.tnt: #15, 7(0%)
minecraft.custom.sneak_time: #16, 1257507(2%)
minecraft.picked_up.golden_chestplate: #16, 10(3%)
minecraft.picked_up.leather_chestplate: #16, 8(2%)
minecraft.crafted.oak_boat: #16, 10(2%)
minecraft.crafted.spruce_stairs: #16, 528(2%)
minecraft.crafted.lapis_block: #16, 207(2%)
minecraft.killed.creeper: #16, 122(2%)
minecraft.crafted.cobblestone_wall: #16, 306(2%)
minecraft.mined.redstone_wire: #16, 265(2%)
minecraft.mined.obsidian: #16, 392(1%)
minecraft.custom.inspect_hopper: #16, 607(1%)
minecraft.crafted.bucket: #16, 38(1%)
minecraft.used.redstone: #16, 807(1%)
minecraft.picked_up.obsidian: #16, 419(1%)
minecraft.mined.loom: #16, 2(1%)
minecraft.mined.potatoes: #16, 221(1%)
minecraft.picked_up.tripwire_hook: #16, 20(1%)
minecraft.picked_up.diamond_axe: #16, 12(1%)
minecraft.picked_up.phantom_membrane: #16, 51(1%)
minecraft.used.loom: #16, 3(1%)
minecraft.picked_up.lever: #16, 55(1%)
minecraft.picked_up.diamond_shovel: #16, 12(1%)
minecraft.mined.repeater: #16, 57(1%)
minecraft.dropped.arrow: #16, 253(1%)
minecraft.picked_up.stone_pickaxe: #16, 1(1%)
minecraft.picked_up.writable_book: #16, 5(1%)
minecraft.dropped.bone: #16, 156(1%)
minecraft.used.lantern: #16, 79(1%)
minecraft.picked_up.piston: #16, 51(1%)
minecraft.picked_up.spruce_log: #16, 1400(1%)
minecraft.picked_up.gold_ingot: #16, 91(1%)
minecraft.mined.spruce_log: #16, 1217(1%)
minecraft.mined.glowstone: #16, 160(1%)
minecraft.dropped.diamond_leggings: #16, 1(1%)
minecraft.dropped.stone_sword: #16, 10(1%)
minecraft.picked_up.potato: #16, 735(1%)
minecraft.dropped.rail: #16, 29(1%)
minecraft.crafted.lantern: #16, 73(1%)
minecraft.mined.comparator: #16, 14(1%)
minecraft.crafted.diamond_block: #16, 59(1%)
minecraft.mined.stone_pressure_plate: #16, 12(1%)
minecraft.used.potato: #16, 196(1%)
minecraft.mined.quartz_stairs: #16, 53(1%)
minecraft.dropped.iron_chestplate: #16, 1(1%)
minecraft.dropped.chainmail_leggings: #16, 1(1%)
minecraft.picked_up.name_tag: #16, 5(1%)
minecraft.crafted.barrel: #16, 21(1%)
minecraft.dropped.grass: #16, 1(1%)
minecraft.picked_up.repeater: #16, 61(1%)
minecraft.mined.detector_rail: #16, 2(1%)
minecraft.picked_up.nether_star: #16, 3(1%)
minecraft.mined.dead_bush: #16, 7(0%)
minecraft.crafted.iron_nugget: #16, 540(1%)
minecraft.crafted.tripwire_hook: #16, 22(1%)
minecraft.mined.oak_trapdoor: #16, 14(0%)
minecraft.picked_up.quartz_stairs: #16, 54(0%)
minecraft.picked_up.wither_skeleton_skull: #16, 3(1%)
minecraft.mined.white_banner: #16, 1(1%)
minecraft.crafted.dropper: #16, 36(0%)
minecraft.picked_up.iron_axe: #16, 2(0%)
minecraft.killed.endermite: #16, 1(0%)
minecraft.used.quartz_stairs: #16, 89(0%)
minecraft.dropped.acacia_planks: #16, 2(0%)
minecraft.mined.light_gray_carpet: #16, 8(0%)
minecraft.crafted.white_carpet: #16, 48(0%)
minecraft.picked_up.polished_granite: #16, 18(0%)
minecraft.crafted.iron_block: #16, 276(0%)
minecraft.picked_up.slime_block: #16, 23(0%)
minecraft.used.tropical_fish_bucket: #16, 1(0%)
minecraft.mined.scaffolding: #16, 64(0%)
minecraft.dropped.beetroot_seeds: #16, 1(0%)
minecraft.used.diamond_block: #16, 7(0%)
minecraft.used.crossbow: #16, 4(0%)
minecraft.custom.damage_blocked_by_shield: #16, 180(0%)
minecraft.picked_up.golden_sword: #16, 1(0%)
minecraft.picked_up.dark_oak_leaves: #16, 12(0%)
minecraft.used.end_stone: #16, 12(0%)
minecraft.mined.stripped_birch_log: #16, 8(0%)
minecraft.mined.cornflower: #16, 1(0%)
minecraft.dropped.gold_nugget: #16, 11(0%)
minecraft.crafted.oak_wood: #16, 6(0%)
minecraft.picked_up.jungle_planks: #16, 2(0%)
minecraft.dropped.stone_pressure_plate: #16, 1(0%)
minecraft.used.stripped_birch_log: #16, 4(0%)
minecraft.killed.cave_spider: #16, 6(0%)
minecraft.mined.chorus_plant: #16, 1(0%)
minecraft.used.green_carpet: #16, 1(0%)
minecraft.killed.zombie_pigman: #16, 2(0%)
minecraft.picked_up.light_blue_wool: #16, 1(0%)
minecraft.used.smooth_quartz: #16, 1(0%)
minecraft.picked_up.iron_chestplate: #17, 5(2%)
minecraft.picked_up.iron_ore: #17, 2298(2%)
minecraft.picked_up.oak_planks: #17, 427(2%)
minecraft.mined.lever: #17, 38(2%)
minecraft.killed.zombie: #17, 253(1%)
minecraft.picked_up.redstone: #17, 6876(1%)
minecraft.used.wooden_pickaxe: #17, 16(2%)
minecraft.mined.gold_ore: #17, 389(1%)
minecraft.killed.magma_cube: #17, 45(2%)
minecraft.dropped.golden_chestplate: #17, 4(1%)
minecraft.dropped.cobblestone: #17, 4357(1%)
minecraft.picked_up.oak_sign: #17, 104(1%)
minecraft.picked_up.soul_sand: #17, 484(1%)
minecraft.picked_up.loom: #17, 2(1%)
minecraft.picked_up.diamond_sword: #17, 12(1%)
minecraft.picked_up.baked_potato: #17, 83(1%)
minecraft.mined.oak_sign: #17, 8(1%)
minecraft.dropped.trident: #17, 2(1%)
minecraft.killed.zombie_villager: #17, 3(1%)
minecraft.mined.sticky_piston: #17, 50(1%)
minecraft.used.lever: #17, 54(1%)
minecraft.mined.farmland: #17, 38(1%)
minecraft.used.netherrack: #17, 1157(1%)
minecraft.used.dark_oak_trapdoor: #17, 73(1%)
minecraft.used.oak_leaves: #17, 562(1%)
minecraft.picked_up.sticky_piston: #17, 49(1%)
minecraft.crafted.bow: #17, 44(1%)
minecraft.dropped.iron_leggings: #17, 1(1%)
minecraft.crafted.quartz_slab: #17, 360(1%)
minecraft.dropped.iron_boots: #17, 1(1%)
minecraft.picked_up.poisonous_potato: #17, 6(1%)
minecraft.crafted.paper: #17, 3186(0%)
minecraft.mined.player_head: #17, 11(0%)
minecraft.crafted.dark_oak_trapdoor: #17, 40(0%)
minecraft.mined.vine: #17, 88(0%)
minecraft.mined.nether_quartz_ore: #17, 1037(0%)
minecraft.used.ender_pearl: #17, 54(0%)
minecraft.picked_up.spider_eye: #17, 48(0%)
minecraft.mined.smooth_stone_slab: #17, 204(0%)
minecraft.dropped.oak_log: #17, 16(0%)
minecraft.picked_up.vine: #17, 74(0%)
minecraft.picked_up.stone_pressure_plate: #17, 11(0%)
minecraft.crafted.quartz_stairs: #17, 80(0%)
minecraft.used.oak_door: #17, 3(0%)
minecraft.picked_up.light_gray_wool: #17, 27(0%)
minecraft.picked_up.cactus: #17, 157(0%)
minecraft.picked_up.comparator: #17, 16(0%)
minecraft.crafted.quartz_block: #17, 298(0%)
minecraft.mined.jungle_log: #17, 156(0%)
minecraft.mined.red_wool: #17, 7(0%)
minecraft.mined.carrots: #17, 83(0%)
minecraft.mined.redstone_lamp: #17, 4(0%)
minecraft.mined.diamond_block: #17, 7(0%)
minecraft.mined.cauldron: #17, 1(0%)
minecraft.picked_up.cauldron: #17, 1(0%)
minecraft.picked_up.bamboo: #17, 133(0%)
minecraft.crafted.wooden_shovel: #17, 1(0%)
minecraft.picked_up.redstone_lamp: #17, 4(0%)
minecraft.dropped.potato: #17, 22(0%)
minecraft.picked_up.acacia_planks: #17, 2(0%)
minecraft.used.hay_block: #17, 3(0%)
minecraft.used.string: #17, 13(0%)
minecraft.crafted.light_gray_carpet: #17, 12(0%)
minecraft.picked_up.stripped_birch_log: #17, 6(0%)
minecraft.mined.black_wool: #17, 1(0%)
minecraft.dropped.ender_pearl: #17, 9(0%)
minecraft.crafted.hay_block: #17, 3(0%)
minecraft.picked_up.chorus_fruit: #17, 7(0%)
minecraft.crafted.scaffolding: #17, 12(0%)
minecraft.mined.end_stone: #17, 4(0%)
minecraft.picked_up.end_stone: #17, 4(0%)
minecraft.mined.grass: #18, 1476(2%)
minecraft.custom.crouch_one_cm: #18, 3533391(1%)
minecraft.mined.coal_ore: #18, 4486(2%)
minecraft.picked_up.golden_leggings: #18, 8(2%)
minecraft.mined.iron_ore: #18, 2151(2%)
minecraft.picked_up.golden_helmet: #18, 6(2%)
minecraft.killed_by.creeper: #18, 2(2%)
minecraft.mined.poppy: #18, 80(1%)
minecraft.mined.dandelion: #18, 47(1%)
minecraft.mined.chest: #18, 243(1%)
minecraft.dropped.written_book: #18, 16(1%)
minecraft.mined.oak_wall_sign: #18, 41(1%)
minecraft.picked_up.oak_sapling: #18, 338(1%)
minecraft.mined.soul_sand: #18, 432(1%)
minecraft.broken.stone_pickaxe: #18, 1(1%)
minecraft.killed.squid: #18, 35(1%)
minecraft.used.stone_pickaxe: #18, 153(1%)
minecraft.custom.damage_absorbed: #18, 67(1%)
minecraft.crafted.coal_block: #18, 238(1%)
minecraft.picked_up.diamond_boots: #18, 8(1%)
minecraft.used.quartz_block: #18, 128(1%)
minecraft.mined.grass_path: #18, 64(1%)
minecraft.crafted.item_frame: #18, 55(1%)
minecraft.picked_up.dandelion: #18, 77(1%)
minecraft.used.baked_potato: #18, 103(1%)
minecraft.picked_up.glowstone: #18, 114(1%)
minecraft.crafted.baked_potato: #18, 79(1%)
minecraft.used.sand: #18, 1647(0%)
minecraft.dropped.iron_ingot: #18, 75(0%)
minecraft.custom.trigger_trapped_chest: #18, 14(0%)
minecraft.mined.brown_mushroom: #18, 7(0%)
minecraft.picked_up.bone_meal: #18, 119(0%)
minecraft.mined.smooth_stone: #18, 50(0%)
minecraft.picked_up.lava_bucket: #18, 1(0%)
minecraft.mined.glass_pane: #18, 10(0%)
minecraft.picked_up.smooth_stone_slab: #18, 242(0%)
minecraft.used.bread: #18, 6(0%)
minecraft.picked_up.quartz: #18, 1137(0%)
minecraft.picked_up.detector_rail: #18, 2(0%)
minecraft.used.carrot: #18, 201(0%)
minecraft.crafted.smooth_stone_slab: #18, 942(0%)
minecraft.picked_up.flint_and_steel: #18, 1(0%)
minecraft.mined.birch_leaves: #18, 56(0%)
minecraft.used.detector_rail: #18, 2(0%)
minecraft.dropped.redstone: #18, 22(0%)
minecraft.used.smooth_stone_slab: #18, 527(0%)
minecraft.picked_up.ghast_tear: #18, 2(0%)
minecraft.used.coal_block: #18, 17(0%)
minecraft.used.soul_sand: #18, 34(0%)
minecraft.picked_up.light_gray_carpet: #18, 11(0%)
minecraft.picked_up.glass_bottle: #18, 4(0%)
minecraft.dropped.redstone_ore: #18, 2(0%)
minecraft.custom.interact_with_stonecutter: #18, 1(0%)
minecraft.used.red_wool: #18, 3(0%)
minecraft.used.trident: #18, 16(0%)
minecraft.picked_up.lily_pad: #18, 1(0%)
minecraft.picked_up.iron_ingot: #18, 289(0%)
minecraft.crafted.slime_block: #18, 7(0%)
minecraft.picked_up.yellow_stained_glass: #18, 1(0%)
minecraft.picked_up.brown_wool: #18, 1(0%)
minecraft.mined.light_gray_terracotta: #18, 15(0%)
minecraft.picked_up.oak_fence: #19, 87(1%)
minecraft.picked_up.coal: #19, 4572(1%)
minecraft.picked_up.bow: #19, 56(1%)
minecraft.picked_up.arrow: #19, 681(1%)
minecraft.picked_up.white_wool: #19, 151(1%)
minecraft.picked_up.chest: #19, 234(1%)
minecraft.picked_up.oak_boat: #19, 27(1%)
minecraft.picked_up.written_book: #19, 18(1%)
minecraft.picked_up.bone: #19, 635(1%)
minecraft.used.item_frame: #19, 92(1%)
minecraft.picked_up.stick: #19, 312(1%)
minecraft.dropped.diamond_helmet: #19, 1(1%)
minecraft.used.potion: #19, 9(1%)
minecraft.used.diorite: #19, 126(1%)
minecraft.picked_up.cooked_chicken: #19, 73(1%)
minecraft.killed.skeleton: #19, 437(0%)
minecraft.used.stone_sword: #19, 12(1%)
minecraft.crafted.flint_and_steel: #19, 2(0%)
minecraft.crafted.oak_door: #19, 3(1%)
minecraft.picked_up.diamond_leggings: #19, 4(0%)
minecraft.picked_up.oak_pressure_plate: #19, 2(0%)
minecraft.used.andesite: #19, 178(0%)
minecraft.picked_up.oxeye_daisy: #19, 23(0%)
minecraft.crafted.lever: #19, 18(0%)
minecraft.killed.ghast: #19, 8(0%)
minecraft.used.lava_bucket: #19, 8(0%)
minecraft.mined.tripwire_hook: #19, 1(0%)
minecraft.picked_up.jungle_log: #19, 149(0%)
minecraft.picked_up.poppy: #19, 100(0%)
minecraft.used.cactus: #19, 5(0%)
minecraft.crafted.loom: #19, 1(0%)
minecraft.custom.eat_cake_slice: #19, 3(0%)
minecraft.used.light_gray_carpet: #19, 17(0%)
minecraft.used.redstone_lamp: #19, 4(0%)
minecraft.mined.yellow_stained_glass: #19, 1(0%)
minecraft.crafted.birch_trapdoor: #19, 2(0%)
minecraft.picked_up.emerald: #19, 32(0%)
minecraft.picked_up.spruce_leaves: #19, 44(0%)
minecraft.crafted.compass: #19, 1(0%)
minecraft.mined.sandstone_stairs: #19, 1(0%)
minecraft.picked_up.black_wool: #19, 2(0%)
minecraft.picked_up.sandstone_stairs: #19, 1(0%)
minecraft.picked_up.nether_bricks: #19, 6(0%)
minecraft.picked_up.birch_leaves: #19, 2(0%)
minecraft.mined.nether_bricks: #19, 3(0%)
minecraft.picked_up.light_gray_terracotta: #19, 8(0%)
minecraft.mined.white_terracotta: #19, 5(0%)
minecraft.picked_up.lapis_lazuli: #20, 2359(2%)
minecraft.picked_up.cobblestone: #20, 22911(1%)
minecraft.mined.furnace: #20, 48(1%)
minecraft.picked_up.furnace: #20, 40(1%)
minecraft.picked_up.leather_boots: #20, 5(1%)
minecraft.picked_up.leather_leggings: #20, 4(1%)
minecraft.mined.oak_log: #20, 984(1%)
minecraft.used.oak_boat: #20, 21(1%)
minecraft.killed.spider: #20, 31(1%)
minecraft.picked_up.apple: #20, 46(1%)
minecraft.used.water_bucket: #20, 456(1%)
minecraft.picked_up.firework_rocket: #20, 495(0%)
minecraft.picked_up.elytra: #20, 6(0%)
minecraft.crafted.oak_fence: #20, 45(0%)
minecraft.used.cooked_beef: #20, 68(0%)
minecraft.used.shears: #20, 756(0%)
minecraft.picked_up.jungle_boat: #20, 1(0%)
minecraft.mined.bone_block: #20, 16(0%)
minecraft.picked_up.diamond_block: #20, 12(0%)
minecraft.picked_up.bone_block: #20, 36(0%)
minecraft.picked_up.ender_pearl: #20, 55(0%)
minecraft.picked_up.oak_leaves: #20, 173(0%)
minecraft.picked_up.scaffolding: #20, 165(0%)
minecraft.picked_up.kelp: #20, 475(0%)
minecraft.crafted.polished_andesite: #20, 104(0%)
minecraft.picked_up.azure_bluet: #20, 8(0%)
minecraft.mined.dark_oak_leaves: #20, 17(0%)
minecraft.crafted.cooked_beef: #20, 13(0%)
minecraft.picked_up.red_wool: #20, 8(0%)
minecraft.used.scaffolding: #20, 73(0%)
minecraft.used.smooth_stone: #20, 26(0%)
minecraft.killed.phantom: #20, 2(0%)
minecraft.used.snowball: #20, 1(0%)
minecraft.picked_up.blaze_rod: #20, 3(0%)
minecraft.used.birch_trapdoor: #20, 1(0%)
minecraft.used.spruce_leaves: #20, 2(0%)
minecraft.picked_up.white_terracotta: #20, 1(0%)
minecraft.custom.interact_with_furnace: #21, 1204(2%)
minecraft.crafted.diamond_pickaxe: #21, 5(1%)
minecraft.picked_up.oak_log: #21, 1014(1%)
minecraft.used.bucket: #21, 489(1%)
minecraft.picked_up.chainmail_leggings: #21, 1(1%)
minecraft.crafted.shears: #21, 11(0%)
minecraft.used.oak_fence: #21, 29(0%)
minecraft.mined.azure_bluet: #21, 4(0%)
minecraft.used.stone_axe: #21, 18(0%)
minecraft.mined.sugar_cane: #21, 105(0%)
minecraft.used.spruce_sapling: #21, 18(0%)
minecraft.crafted.smooth_stone: #21, 60(0%)
minecraft.mined.kelp_plant: #21, 35(0%)
minecraft.mined.white_wool: #21, 1(0%)
minecraft.crafted.lime_dye: #21, 2(0%)
minecraft.killed.enderman: #21, 1(0%)
minecraft.picked_up.leather_helmet: #22, 3(1%)
minecraft.used.iron_sword: #22, 159(1%)
minecraft.mined.oak_leaves: #22, 782(0%)
minecraft.mined.oak_sapling: #22, 4(0%)
minecraft.used.jungle_boat: #22, 1(0%)
minecraft.crafted.stone_sword: #22, 1(0%)
minecraft.picked_up.spruce_sapling: #22, 43(0%)
minecraft.mined.spruce_leaves: #22, 179(0%)
minecraft.picked_up.sugar_cane: #22, 246(0%)
minecraft.picked_up.shears: #22, 1(0%)
minecraft.mined.seagrass: #22, 9(0%)
minecraft.picked_up.filled_map: #22, 1(0%)
minecraft.used.white_wool: #22, 1(0%)
minecraft.used.bone_block: #22, 1(0%)
minecraft.mined.oxeye_daisy: #23, 2(0%)
minecraft.picked_up.birch_sapling: #23, 14(0%)
minecraft.crafted.jungle_planks: #23, 36(0%)
minecraft.custom.minecart_one_cm: #23, 38952(0%)
minecraft.crafted.air: #23, 0(0%)
minecraft.dropped.coal: #24, 3(0%)
minecraft.custom.time_since_rest: #45, 7652(0%)
