stat, rank, value, (percentage) 
minecraft.crafted.slime_block: #5, 1424(6%)
minecraft.mined.cracked_stone_bricks: #5, 148(6%)
minecraft.mined.brown_glazed_terracotta: #4, 5(6%)
minecraft.picked_up.barrel: #5, 109(6%)
minecraft.dropped.light_blue_carpet: #4, 3(4%)
minecraft.used.smooth_sandstone_stairs: #4, 164(3%)
minecraft.used.iron_ore: #4, 46(1%)
minecraft.used.bamboo: #5, 735(7%)
minecraft.crafted.red_stained_glass_pane: #5, 576(8%)
minecraft.picked_up.brain_coral: #4, 10(2%)
minecraft.picked_up.polished_granite_slab: #4, 11(4%)
minecraft.dropped.iron_sword: #5, 11(7%)
minecraft.used.lime_terracotta: #4, 2239(1%)
minecraft.picked_up.smooth_sandstone_stairs: #4, 14(3%)
minecraft.mined.bubble_coral_wall_fan: #4, 48(2%)
minecraft.used.blue_orchid: #4, 2(3%)
minecraft.mined.fire_coral: #4, 15(2%)
minecraft.used.lily_of_the_valley: #4, 1(4%)
minecraft.dropped.sea_pickle: #4, 67(2%)
minecraft.crafted.dark_oak_slab: #5, 2268(5%)
minecraft.mined.fire_coral_wall_fan: #4, 55(2%)
minecraft.picked_up.chiseled_sandstone: #5, 15(9%)
minecraft.mined.light_blue_wall_banner: #4, 2(3%)
minecraft.mined.stone_bricks: #6, 13219(9%)
minecraft.crafted.red_terracotta: #5, 1600(10%)
minecraft.picked_up.stone_stairs: #5, 123(7%)
minecraft.dropped.acacia_fence: #4, 1(4%)
minecraft.dropped.purple_shulker_box: #4, 1(4%)
minecraft.mined.purple_stained_glass: #5, 43(8%)
minecraft.mined.brain_coral_wall_fan: #4, 39(2%)
minecraft.mined.white_banner: #5, 13(7%)
minecraft.picked_up.milk_bucket: #5, 10(7%)
minecraft.used.stripped_dark_oak_wood: #4, 15(3%)
minecraft.mined.horn_coral_wall_fan: #4, 39(2%)
minecraft.used.quartz_pillar: #5, 1067(6%)
minecraft.mined.gold_block: #5, 640(6%)
minecraft.picked_up.stripped_dark_oak_wood: #4, 15(3%)
minecraft.picked_up.black_glazed_terracotta: #4, 59(2%)
minecraft.picked_up.brain_coral_fan: #4, 44(2%)
minecraft.dropped.light_gray_carpet: #4, 34(1%)
minecraft.mined.stripped_dark_oak_wood: #4, 14(2%)
minecraft.picked_up.nether_brick: #4, 691(2%)
minecraft.used.blast_furnace: #5, 40(7%)
minecraft.mined.brain_coral: #4, 10(1%)
minecraft.picked_up.mossy_stone_brick_slab: #4, 3(2%)
minecraft.used.written_book: #5, 1859(4%)
minecraft.used.jungle_planks: #5, 264(8%)
minecraft.picked_up.horn_coral: #4, 7(2%)
minecraft.used.brown_mushroom: #5, 84(9%)
minecraft.mined.bubble_coral_fan: #4, 10(2%)
minecraft.crafted.spruce_fence: #5, 1044(6%)
minecraft.used.melon_slice: #4, 5(2%)
minecraft.mined.bubble_coral: #4, 7(1%)
minecraft.picked_up.mushroom_stem: #5, 723(11%)
minecraft.used.mushroom_stem: #5, 403(10%)
minecraft.mined.white_tulip: #5, 54(7%)
minecraft.picked_up.birch_sapling: #5, 751(5%)
minecraft.picked_up.lime_shulker_box: #5, 208(6%)
minecraft.used.mossy_stone_bricks: #5, 283(6%)
minecraft.mined.horn_coral: #4, 7(1%)
minecraft.picked_up.polished_granite_stairs: #4, 12(2%)
minecraft.mined.orange_concrete: #5, 741(7%)
minecraft.used.magenta_bed: #4, 1(2%)
minecraft.used.stone_pressure_plate: #5, 204(6%)
minecraft.mined.polished_granite_stairs: #4, 12(2%)
minecraft.used.diamond_pickaxe: #6, 864437(7%)
minecraft.mined.lime_shulker_box: #5, 199(6%)
minecraft.crafted.sandstone_wall: #4, 36(1%)
minecraft.picked_up.prismarine_brick_stairs: #5, 73(11%)
minecraft.mined.snow: #6, 18896(9%)
minecraft.used.polished_granite_stairs: #4, 42(1%)
minecraft.picked_up.lime_glazed_terracotta: #4, 17(1%)
minecraft.used.brown_stained_glass: #4, 25(1%)
minecraft.dropped.gold_block: #5, 86(8%)
minecraft.used.stripped_jungle_wood: #4, 1(2%)
minecraft.used.magenta_wool: #5, 29(9%)
minecraft.dropped.acacia_stairs: #4, 3(1%)
minecraft.crafted.magenta_banner: #4, 1(1%)
minecraft.used.stripped_acacia_log: #4, 9(0%)
minecraft.picked_up.gray_glazed_terracotta: #4, 10(1%)
minecraft.used.brown_banner: #4, 1(1%)
minecraft.used.oxeye_daisy: #5, 14(8%)
minecraft.dropped.dark_oak_stairs: #5, 75(9%)
minecraft.dropped.chest: #5, 71(5%)
minecraft.custom.interact_with_cartography_table: #5, 6(8%)
minecraft.picked_up.spruce_fence: #6, 815(9%)
minecraft.custom.inspect_dispenser: #6, 1706(8%)
minecraft.mined.cobweb: #5, 630(5%)
minecraft.crafted.brown_banner: #4, 1(0%)
minecraft.picked_up.flint: #6, 1994(8%)
minecraft.mined.spruce_button: #5, 16(6%)
minecraft.dropped.dark_oak_log: #5, 202(6%)
minecraft.crafted.redstone_torch: #5, 3469(5%)
minecraft.crafted.spectral_arrow: #4, 8(0%)
minecraft.dropped.light_blue_terracotta: #4, 6(0%)
minecraft.mined.stripped_acacia_wood: #4, 1(0%)
minecraft.used.stripped_acacia_wood: #4, 1(0%)
minecraft.crafted.air: #4, 0(0%)
minecraft.dropped.birch_slab: #5, 54(10%)
minecraft.crafted.golden_apple: #5, 70(8%)
minecraft.mined.kelp_plant: #6, 3100(8%)
minecraft.picked_up.purpur_slab: #5, 49(7%)
minecraft.picked_up.chiseled_stone_bricks: #5, 118(6%)
minecraft.picked_up.stone_bricks: #6, 12295(8%)
minecraft.dropped.yellow_dye: #5, 60(12%)
minecraft.dropped.sandstone_slab: #5, 97(7%)
minecraft.picked_up.orange_tulip: #5, 94(5%)
minecraft.mined.dandelion: #6, 289(7%)
minecraft.used.acacia_slab: #5, 125(9%)
minecraft.used.dark_oak_sapling: #5, 737(6%)
minecraft.dropped.brick: #5, 84(9%)
minecraft.mined.purpur_slab: #5, 47(6%)
minecraft.used.sticky_piston: #6, 1122(8%)
minecraft.crafted.iron_leggings: #6, 24(7%)
minecraft.picked_up.glass_pane: #5, 190(4%)
minecraft.picked_up.sand: #6, 125618(7%)
minecraft.dropped.red_dye: #5, 49(7%)
minecraft.dropped.light_gray_concrete: #5, 73(6%)
minecraft.crafted.light_blue_carpet: #5, 99(9%)
minecraft.mined.light_gray_concrete: #6, 4352(9%)
minecraft.dropped.iron_bars: #5, 260(6%)
minecraft.picked_up.red_stained_glass: #5, 294(6%)
minecraft.mined.jungle_leaves: #6, 2070(8%)
minecraft.dropped.iron_door: #5, 10(6%)
minecraft.mined.purpur_pillar: #5, 175(6%)
minecraft.dropped.spruce_sapling: #5, 77(5%)
minecraft.picked_up.gray_bed: #5, 34(8%)
minecraft.used.light_blue_carpet: #5, 94(7%)
minecraft.used.grindstone: #5, 47(5%)
minecraft.mined.oak_fence_gate: #5, 32(4%)
minecraft.picked_up.light_gray_carpet: #5, 316(4%)
minecraft.dropped.rabbit_hide: #5, 4(10%)
minecraft.picked_up.poppy: #5, 1658(3%)
minecraft.picked_up.pink_stained_glass_pane: #5, 9(8%)
minecraft.mined.smooth_quartz_slab: #5, 192(6%)
minecraft.picked_up.birch_stairs: #5, 302(4%)
minecraft.picked_up.spruce_fence_gate: #5, 58(5%)
minecraft.crafted.enchanting_table: #5, 2(4%)
minecraft.used.lime_concrete: #5, 545(5%)
minecraft.mined.kelp: #6, 1197(7%)
minecraft.broken.fishing_rod: #5, 4(5%)
minecraft.dropped.magma_cream: #5, 5(8%)
minecraft.picked_up.music_disc_cat: #5, 7(6%)
minecraft.crafted.slime_ball: #5, 999(4%)
minecraft.used.gray_stained_glass_pane: #5, 864(6%)
minecraft.picked_up.black_terracotta: #5, 234(5%)
minecraft.mined.redstone_block: #6, 425(8%)
minecraft.mined.blue_concrete: #5, 409(4%)
minecraft.dropped.stick: #6, 1629(7%)
minecraft.used.polished_andesite_slab: #5, 534(5%)
minecraft.used.blue_concrete: #5, 341(4%)
minecraft.used.smooth_quartz: #5, 561(4%)
minecraft.killed_by.vindicator: #5, 2(6%)
minecraft.dropped.stripped_birch_log: #5, 12(6%)
minecraft.picked_up.tripwire_hook: #6, 137(7%)
minecraft.mined.sand: #6, 102506(6%)
minecraft.killed_by.creeper: #6, 9(7%)
minecraft.mined.diorite: #6, 19867(7%)
minecraft.picked_up.wither_skeleton_skull: #5, 20(4%)
minecraft.dropped.light_blue_concrete: #5, 56(8%)
minecraft.crafted.light_blue_shulker_box: #5, 17(4%)
minecraft.used.snow_block: #6, 1821(9%)
minecraft.mined.granite: #6, 17538(6%)
minecraft.crafted.polished_andesite_slab: #5, 522(6%)
minecraft.picked_up.wheat: #6, 5159(7%)
minecraft.picked_up.smooth_stone_slab: #6, 5063(8%)
minecraft.killed.enderman: #5, 852(3%)
minecraft.mined.green_terracotta: #5, 342(3%)
minecraft.crafted.mossy_stone_bricks: #5, 364(4%)
minecraft.mined.lime_terracotta: #5, 363(3%)
minecraft.crafted.smooth_quartz_slab: #5, 482(5%)
minecraft.killed.zombie_villager: #6, 24(7%)
minecraft.mined.green_stained_glass_pane: #5, 12(6%)
minecraft.picked_up.pink_tulip: #6, 96(9%)
minecraft.crafted.dark_oak_planks: #6, 12404(6%)
minecraft.crafted.lantern: #6, 781(9%)
minecraft.mined.bell: #5, 11(8%)
minecraft.dropped.dark_oak_slab: #5, 60(4%)
minecraft.picked_up.cyan_stained_glass_pane: #5, 28(5%)
minecraft.used.wet_sponge: #5, 7(5%)
minecraft.mined.wither_skeleton_wall_skull: #5, 2(9%)
minecraft.mined.carved_pumpkin: #5, 273(3%)
minecraft.picked_up.smooth_quartz_slab: #5, 203(4%)
minecraft.crafted.golden_leggings: #5, 3(4%)
minecraft.broken.flint_and_steel: #5, 2(7%)
minecraft.picked_up.smithing_table: #5, 16(6%)
minecraft.picked_up.jungle_leaves: #6, 1509(8%)
minecraft.dropped.bamboo: #5, 768(3%)
minecraft.used.note_block: #6, 226(7%)
minecraft.dropped.diamond_helmet: #6, 9(8%)
minecraft.crafted.orange_stained_glass: #5, 272(4%)
minecraft.dropped.diamond_boots: #6, 9(7%)
minecraft.used.redstone_block: #6, 991(7%)
minecraft.dropped.iron_hoe: #5, 1(5%)
minecraft.picked_up.sugar_cane: #6, 12126(6%)
minecraft.used.brain_coral_block: #5, 77(3%)
minecraft.crafted.sticky_piston: #6, 601(6%)
minecraft.crafted.acacia_sign: #5, 3(7%)
minecraft.crafted.detector_rail: #6, 84(8%)
minecraft.used.stone: #6, 48238(5%)
minecraft.picked_up.dragon_egg: #5, 1(5%)
minecraft.picked_up.diamond_helmet: #6, 54(6%)
minecraft.mined.coal_block: #6, 165(6%)
minecraft.picked_up.oak_pressure_plate: #6, 31(7%)
minecraft.mined.light_gray_banner: #5, 3(6%)
minecraft.used.jungle_wood: #5, 55(4%)
minecraft.dropped.nether_wart: #5, 67(3%)
minecraft.picked_up.stone: #6, 143890(5%)
minecraft.used.shears: #6, 14249(6%)
minecraft.dropped.white_tulip: #5, 9(3%)
minecraft.picked_up.diamond_boots: #6, 61(5%)
minecraft.crafted.birch_planks: #7, 13772(8%)
minecraft.dropped.jungle_stairs: #5, 4(5%)
minecraft.crafted.cyan_stained_glass: #5, 1813(3%)
minecraft.picked_up.mossy_cobblestone_stairs: #5, 7(5%)
minecraft.crafted.orange_bed: #5, 2(4%)
minecraft.dropped.chiseled_sandstone: #5, 1(6%)
minecraft.picked_up.orange_terracotta: #6, 6401(6%)
minecraft.dropped.lilac: #5, 13(3%)
minecraft.mined.gray_banner: #5, 2(6%)
minecraft.mined.orange_terracotta: #6, 6326(6%)
minecraft.used.stone_button: #5, 864(1%)
minecraft.dropped.cobblestone_wall: #6, 104(7%)
minecraft.mined.white_carpet: #6, 149(6%)
minecraft.picked_up.elytra: #6, 80(5%)
minecraft.picked_up.cobblestone_slab: #6, 721(6%)
minecraft.dropped.cracked_stone_bricks: #5, 40(3%)
minecraft.mined.dark_oak_button: #5, 3(3%)
minecraft.picked_up.dead_fire_coral_block: #5, 43(3%)
minecraft.mined.smooth_quartz: #5, 88(2%)
minecraft.killed.vex: #5, 12(3%)
minecraft.used.stone_sword: #6, 130(6%)
minecraft.picked_up.orange_stained_glass_pane: #5, 25(3%)
minecraft.used.orange_concrete: #6, 665(8%)
minecraft.mined.tripwire: #6, 163(6%)
minecraft.dropped.wooden_sword: #5, 6(4%)
minecraft.mined.light_weighted_pressure_plate: #5, 2(6%)
minecraft.mined.dragon_head: #5, 1(3%)
minecraft.picked_up.birch_wood: #5, 18(4%)
minecraft.crafted.pumpkin_seeds: #5, 116(2%)
minecraft.crafted.snow_block: #6, 1969(7%)
minecraft.picked_up.tipped_arrow: #5, 16(3%)
minecraft.picked_up.mossy_stone_brick_stairs: #5, 11(5%)
minecraft.used.iron_trapdoor: #6, 1213(6%)
minecraft.dropped.dandelion: #6, 198(6%)
minecraft.mined.mossy_stone_brick_stairs: #5, 11(5%)
minecraft.mined.green_glazed_terracotta: #5, 6(4%)
minecraft.used.brewing_stand: #6, 33(6%)
minecraft.mined.end_stone_bricks: #6, 446(6%)
minecraft.crafted.note_block: #6, 153(6%)
minecraft.used.spruce_slab: #6, 3093(5%)
minecraft.dropped.green_carpet: #5, 2(3%)
minecraft.picked_up.bubble_coral_fan: #5, 54(2%)
minecraft.killed_by.ender_dragon: #5, 1(3%)
minecraft.custom.aviate_one_cm: #7, 655070402(8%)
minecraft.dropped.brown_wool: #5, 4(2%)
minecraft.used.mossy_stone_brick_wall: #5, 11(4%)
minecraft.dropped.acacia_button: #5, 1(4%)
minecraft.dropped.brown_carpet: #5, 4(2%)
minecraft.picked_up.shield: #6, 22(6%)
minecraft.picked_up.powered_rail: #6, 1183(6%)
minecraft.crafted.black_shulker_box: #6, 12(8%)
minecraft.mined.stripped_acacia_log: #5, 37(1%)
minecraft.used.stripped_oak_log: #6, 134(6%)
minecraft.picked_up.fire_coral_fan: #5, 60(2%)
minecraft.picked_up.stripped_acacia_log: #5, 38(1%)
minecraft.crafted.spruce_slab: #6, 2902(5%)
minecraft.picked_up.tube_coral_fan: #5, 56(2%)
minecraft.mined.cactus: #6, 154(6%)
minecraft.picked_up.iron_door: #6, 46(6%)
minecraft.dropped.yellow_concrete_powder: #5, 2(3%)
minecraft.mined.polished_diorite_slab: #5, 7(2%)
minecraft.dropped.orange_carpet: #5, 1(2%)
minecraft.picked_up.music_disc_mall: #5, 2(2%)
minecraft.picked_up.horn_coral_fan: #5, 43(2%)
minecraft.dropped.chicken: #6, 88(6%)
minecraft.picked_up.end_stone_bricks: #6, 438(6%)
minecraft.picked_up.polished_diorite_slab: #5, 9(2%)
minecraft.dropped.cyan_concrete: #5, 2(2%)
minecraft.picked_up.bubble_coral: #5, 6(1%)
minecraft.mined.mossy_stone_brick_slab: #5, 3(2%)
minecraft.picked_up.music_disc_stal: #5, 2(2%)
minecraft.dropped.wheat_seeds: #7, 4947(8%)
minecraft.used.dark_oak_wood: #5, 67(1%)
minecraft.crafted.light_gray_banner: #5, 2(2%)
minecraft.crafted.green_concrete_powder: #6, 2200(6%)
minecraft.used.music_disc_far: #5, 1(2%)
minecraft.mined.brain_coral_fan: #5, 7(1%)
minecraft.used.white_concrete_powder: #6, 20114(5%)
minecraft.mined.spruce_sapling: #6, 51(5%)
minecraft.used.purpur_block: #6, 136(8%)
minecraft.dropped.map: #5, 2(1%)
minecraft.picked_up.music_disc_far: #5, 2(1%)
minecraft.mined.brown_mushroom: #6, 78(5%)
minecraft.mined.tube_coral: #5, 5(1%)
minecraft.crafted.lime_terracotta: #5, 1080(1%)
minecraft.dropped.ender_chest: #6, 8(7%)
minecraft.picked_up.chorus_fruit: #6, 1197(6%)
minecraft.used.lime_shulker_box: #6, 201(6%)
minecraft.killed_by.player: #6, 4(6%)
minecraft.crafted.brown_stained_glass: #5, 48(1%)
minecraft.used.music_disc_ward: #5, 1(1%)
minecraft.mined.tnt: #6, 91(5%)
minecraft.mined.horn_coral_fan: #5, 5(1%)
minecraft.picked_up.spruce_button: #6, 28(5%)
minecraft.crafted.green_bed: #5, 1(1%)
minecraft.dropped.gray_carpet: #6, 74(8%)
minecraft.dropped.emerald_block: #5, 2(1%)
minecraft.dropped.black_terracotta: #5, 9(0%)
minecraft.used.stripped_spruce_wood: #5, 1(1%)
minecraft.mined.nether_brick_fence: #6, 59(7%)
minecraft.picked_up.music_disc_ward: #5, 1(1%)
minecraft.dropped.leather: #6, 135(6%)
minecraft.picked_up.stone_brick_wall: #6, 128(7%)
minecraft.used.red_sand: #5, 10(0%)
minecraft.picked_up.experience_bottle: #5, 2(0%)
minecraft.crafted.polished_diorite_slab: #5, 6(0%)
minecraft.picked_up.brown_glazed_terracotta: #5, 5(0%)
minecraft.mined.brown_stained_glass: #5, 1(0%)
minecraft.used.light_blue_glazed_terracotta: #5, 7(0%)
minecraft.picked_up.cooked_salmon: #6, 82(6%)
minecraft.dropped.blue_terracotta: #5, 1(0%)
minecraft.picked_up.stripped_acacia_wood: #5, 1(0%)
minecraft.picked_up.cyan_carpet: #6, 24(6%)
minecraft.crafted.white_banner: #6, 61(5%)
minecraft.mined.lime_stained_glass_pane: #6, 40(6%)
minecraft.dropped.spruce_button: #6, 14(7%)
minecraft.used.iron_door: #6, 59(5%)
minecraft.picked_up.purple_stained_glass_pane: #6, 38(7%)
minecraft.picked_up.nether_bricks: #6, 1374(5%)
minecraft.picked_up.beef: #6, 1053(4%)
minecraft.mined.gold_ore: #6, 1007(4%)
minecraft.mined.oak_sapling: #6, 39(3%)
minecraft.used.bread: #6, 79(4%)
minecraft.dropped.terracotta: #6, 208(6%)
minecraft.dropped.spruce_boat: #6, 10(5%)
minecraft.picked_up.gold_ore: #6, 984(3%)
minecraft.mined.dark_oak_wall_sign: #6, 8(6%)
minecraft.custom.interact_with_brewingstand: #6, 363(4%)
minecraft.crafted.spruce_boat: #6, 14(4%)
minecraft.mined.stone_brick_wall: #6, 81(6%)
minecraft.picked_up.smooth_sandstone: #6, 1883(5%)
minecraft.used.jungle_sapling: #6, 197(5%)
minecraft.used.birch_sapling: #6, 467(4%)
minecraft.dropped.diamond_chestplate: #6, 3(6%)
minecraft.mined.stone: #7, 340533(6%)
minecraft.mined.dragon_wall_head: #6, 9(7%)
minecraft.used.dandelion: #6, 9(5%)
minecraft.used.brown_wool: #6, 95(6%)
minecraft.crafted.chiseled_sandstone: #6, 49(7%)
minecraft.crafted.white_shulker_box: #6, 20(4%)
minecraft.crafted.stone: #6, 5432(3%)
minecraft.used.bubble_coral_block: #6, 82(6%)
minecraft.mined.light_gray_concrete_powder: #6, 195(4%)
minecraft.mined.gray_bed: #6, 25(6%)
minecraft.picked_up.light_blue_dye: #6, 61(6%)
minecraft.dropped.cod: #6, 2945(4%)
minecraft.picked_up.light_gray_dye: #6, 94(4%)
minecraft.killed.elder_guardian: #6, 4(8%)
minecraft.used.gray_bed: #6, 33(6%)
minecraft.used.redstone: #7, 4759(7%)
minecraft.picked_up.wooden_hoe: #6, 2(9%)
minecraft.used.oak_slab: #7, 1642(7%)
minecraft.used.spruce_leaves: #6, 1769(3%)
minecraft.crafted.rail: #7, 3368(8%)
minecraft.picked_up.pumpkin_seeds: #6, 1130(3%)
minecraft.crafted.gray_stained_glass: #6, 3104(4%)
minecraft.mined.jungle_sapling: #6, 14(5%)
minecraft.picked_up.wooden_pickaxe: #6, 2(4%)
minecraft.dropped.oak_boat: #6, 10(3%)
minecraft.dropped.quartz_slab: #6, 52(5%)
minecraft.picked_up.blue_ice: #6, 604(4%)
minecraft.dropped.red_mushroom: #6, 18(3%)
minecraft.mined.stripped_spruce_log: #6, 79(3%)
minecraft.picked_up.stripped_spruce_log: #6, 79(3%)
minecraft.crafted.blue_concrete_powder: #6, 440(4%)
minecraft.used.purple_banner: #6, 6(6%)
minecraft.mined.packed_ice: #6, 7896(3%)
minecraft.used.blue_concrete_powder: #6, 383(4%)
minecraft.picked_up.red_mushroom_block: #6, 958(6%)
minecraft.mined.blue_ice: #6, 605(4%)
minecraft.picked_up.smooth_sandstone_slab: #6, 29(4%)
minecraft.crafted.leather_chestplate: #6, 38(4%)
minecraft.used.pumpkin: #6, 400(3%)
minecraft.crafted.dark_oak_stairs: #7, 1824(7%)
minecraft.picked_up.packed_ice: #6, 7919(3%)
minecraft.dropped.observer: #6, 13(5%)
minecraft.mined.yellow_stained_glass: #6, 42(3%)
minecraft.crafted.light_gray_wool: #6, 344(4%)
minecraft.used.birch_wood: #6, 96(6%)
minecraft.picked_up.orange_stained_glass: #6, 94(5%)
minecraft.mined.smooth_sandstone_slab: #6, 25(4%)
minecraft.picked_up.note_block: #7, 106(8%)
minecraft.dropped.stripped_dark_oak_log: #6, 9(4%)
minecraft.crafted.comparator: #6, 219(2%)
minecraft.dropped.jungle_slab: #6, 6(6%)
minecraft.mined.orange_stained_glass_pane: #6, 23(5%)
minecraft.picked_up.glass: #6, 5301(2%)
minecraft.dropped.stripped_jungle_log: #6, 1(8%)
minecraft.dropped.wooden_pickaxe: #6, 2(4%)
minecraft.picked_up.sea_pickle: #6, 346(3%)
minecraft.picked_up.bell: #6, 13(7%)
minecraft.crafted.cyan_banner: #6, 5(6%)
minecraft.picked_up.leather_chestplate: #7, 22(6%)
minecraft.mined.dark_oak_leaves: #7, 1016(7%)
minecraft.picked_up.leather_leggings: #7, 27(6%)
minecraft.dropped.diamond_pickaxe: #7, 29(7%)
minecraft.mined.infested_stone_bricks: #6, 3(5%)
minecraft.crafted.iron_trapdoor: #7, 1169(7%)
minecraft.used.magenta_concrete_powder: #6, 196(4%)
minecraft.crafted.oak_trapdoor: #7, 614(6%)
minecraft.dropped.black_carpet: #6, 13(4%)
minecraft.picked_up.lantern: #7, 266(8%)
minecraft.crafted.anvil: #7, 70(6%)
minecraft.mined.dark_oak_sapling: #6, 19(4%)
minecraft.picked_up.carved_pumpkin: #6, 274(3%)
minecraft.used.bell: #6, 11(6%)
minecraft.used.smooth_sandstone_slab: #6, 181(3%)
minecraft.mined.dark_oak_trapdoor: #7, 143(7%)
minecraft.picked_up.diorite: #7, 16433(6%)
minecraft.picked_up.red_glazed_terracotta: #6, 124(4%)
minecraft.mined.blue_orchid: #6, 42(4%)
minecraft.mined.andesite_stairs: #6, 5(4%)
minecraft.dropped.magenta_shulker_box: #6, 1(6%)
minecraft.picked_up.end_rod: #7, 934(6%)
minecraft.picked_up.wooden_axe: #6, 1(7%)
minecraft.mined.purple_wall_banner: #6, 1(7%)
minecraft.used.light_blue_concrete: #6, 263(2%)
minecraft.mined.mossy_cobblestone_stairs: #6, 6(5%)
minecraft.picked_up.granite: #7, 14726(5%)
minecraft.dropped.milk_bucket: #6, 1(4%)
minecraft.picked_up.light_weighted_pressure_plate: #6, 4(5%)
minecraft.crafted.orange_stained_glass_pane: #6, 144(3%)
minecraft.used.writable_book: #7, 199(5%)
minecraft.mined.brown_wool: #6, 19(3%)
minecraft.mined.light_blue_concrete: #6, 319(2%)
minecraft.crafted.green_stained_glass: #6, 192(3%)
minecraft.crafted.magenta_concrete_powder: #6, 256(3%)
minecraft.dropped.birch_door: #6, 1(5%)
minecraft.crafted.light_blue_bed: #6, 2(3%)
minecraft.used.dead_horn_coral_block: #6, 11(5%)
minecraft.used.fire_coral: #6, 8(3%)
minecraft.crafted.oak_slab: #7, 1464(5%)
minecraft.mined.dark_oak_slab: #7, 574(6%)
minecraft.picked_up.bowl: #6, 12(2%)
minecraft.used.peony: #6, 17(2%)
minecraft.picked_up.map: #6, 15(3%)
minecraft.dropped.prismarine: #6, 61(3%)
minecraft.dropped.andesite_slab: #6, 7(3%)
minecraft.dropped.oak_fence_gate: #6, 2(3%)
minecraft.picked_up.brick: #6, 392(2%)
minecraft.used.light_weighted_pressure_plate: #6, 4(3%)
minecraft.picked_up.diamond_pickaxe: #7, 128(5%)
minecraft.used.music_disc_mellohi: #6, 1(5%)
minecraft.crafted.polished_andesite_stairs: #6, 144(3%)
minecraft.mined.purple_carpet: #6, 9(3%)
minecraft.crafted.yellow_bed: #6, 2(2%)
minecraft.crafted.coal: #7, 4662(5%)
minecraft.dropped.dark_oak_door: #6, 2(4%)
minecraft.picked_up.music_disc_chirp: #6, 3(3%)
minecraft.crafted.dark_oak_pressure_plate: #6, 7(2%)
minecraft.mined.green_stained_glass: #6, 12(2%)
minecraft.used.glass: #7, 5900(5%)
minecraft.dropped.ice: #6, 124(2%)
minecraft.dropped.mossy_stone_bricks: #6, 5(2%)
minecraft.mined.gray_glazed_terracotta: #6, 2(4%)
minecraft.used.purple_concrete: #6, 145(2%)
minecraft.crafted.iron_nugget: #7, 5987(6%)
minecraft.used.bubble_coral_fan: #6, 16(2%)
minecraft.crafted.jungle_wood: #6, 36(3%)
minecraft.mined.smooth_quartz_stairs: #6, 30(2%)
minecraft.dropped.chorus_fruit: #6, 35(2%)
minecraft.crafted.prismarine_stairs: #6, 40(3%)
minecraft.dropped.yellow_wool: #6, 11(2%)
minecraft.picked_up.dark_oak_slab: #7, 724(6%)
minecraft.crafted.light_gray_bed: #6, 1(3%)
minecraft.used.orange_bed: #6, 2(2%)
minecraft.crafted.smooth_sandstone_slab: #6, 156(3%)
minecraft.mined.spruce_wall_sign: #7, 16(6%)
minecraft.crafted.purple_wool: #6, 12(2%)
minecraft.picked_up.cyan_concrete_powder: #6, 18(2%)
minecraft.picked_up.golden_horse_armor: #6, 1(3%)
minecraft.used.music_disc_blocks: #6, 1(3%)
minecraft.dropped.gravel: #7, 1424(5%)
minecraft.picked_up.smooth_quartz_stairs: #6, 32(2%)
minecraft.dropped.yellow_shulker_box: #6, 3(2%)
minecraft.used.rotten_flesh: #6, 5(1%)
minecraft.used.brown_mushroom_block: #6, 98(1%)
minecraft.used.coal_block: #7, 537(6%)
minecraft.dropped.cooked_salmon: #6, 9(2%)
minecraft.used.light_gray_concrete_powder: #7, 5582(6%)
minecraft.used.oak_wood: #6, 58(1%)
minecraft.dropped.heavy_weighted_pressure_plate: #6, 3(2%)
minecraft.crafted.orange_banner: #6, 1(2%)
minecraft.dropped.poppy: #6, 458(1%)
minecraft.dropped.green_concrete_powder: #6, 16(1%)
minecraft.picked_up.music_disc_blocks: #6, 2(2%)
minecraft.dropped.sponge: #6, 7(2%)
minecraft.picked_up.music_disc_mellohi: #6, 2(2%)
minecraft.crafted.dark_oak_wood: #6, 66(1%)
minecraft.dropped.redstone: #7, 509(5%)
minecraft.dropped.nether_brick_fence: #6, 4(2%)
minecraft.mined.stripped_spruce_wood: #6, 5(1%)
minecraft.used.redstone_lamp: #7, 302(6%)
minecraft.dropped.diamond_shovel: #7, 10(6%)
minecraft.dropped.jungle_sapling: #6, 1(1%)
minecraft.crafted.gray_bed: #6, 2(1%)
minecraft.dropped.nautilus_shell: #6, 2(1%)
minecraft.picked_up.wooden_sword: #6, 3(1%)
minecraft.picked_up.golden_carrot: #7, 1422(5%)
minecraft.mined.fern: #7, 136(5%)
minecraft.dropped.white_shulker_box: #6, 1(1%)
minecraft.killed.iron_golem: #6, 1(1%)
minecraft.dropped.andesite_wall: #6, 1(1%)
minecraft.crafted.minecart: #7, 152(5%)
minecraft.used.magenta_banner: #6, 1(1%)
minecraft.used.stripped_oak_wood: #6, 3(1%)
minecraft.dropped.orange_dye: #6, 1(1%)
minecraft.dropped.jungle_fence: #6, 1(1%)
minecraft.picked_up.spruce_stairs: #7, 550(4%)
minecraft.mined.fire_coral_fan: #6, 5(1%)
minecraft.picked_up.suspicious_stew: #6, 2(1%)
minecraft.mined.prismarine_stairs: #6, 2(1%)
minecraft.dropped.rotten_flesh: #7, 2073(4%)
minecraft.crafted.fishing_rod: #7, 13(5%)
minecraft.used.orange_concrete_powder: #7, 495(6%)
