stat, rank, value, (percentage) 
minecraft.used.nether_bricks: #12, 99(0%)
minecraft.mined.chorus_plant: #12, 8(0%)
minecraft.dropped.pufferfish: #12, 6(0%)
minecraft.picked_up.chorus_fruit: #12, 61(0%)
minecraft.killed.enderman: #12, 76(0%)
minecraft.picked_up.clay: #12, 21(0%)
minecraft.custom.interact_with_crafting_table: #13, 2888(3%)
minecraft.crafted.yellow_stained_glass: #12, 32(0%)
minecraft.used.yellow_wool: #12, 31(0%)
minecraft.used.cooked_cod: #12, 51(0%)
minecraft.used.lime_stained_glass: #12, 39(0%)
minecraft.picked_up.blue_terracotta: #12, 6(0%)
minecraft.mined.nether_wart: #12, 34(0%)
minecraft.dropped.item_frame: #12, 2(0%)
minecraft.used.chiseled_sandstone: #12, 1(0%)
minecraft.mined.cyan_bed: #12, 1(0%)
minecraft.picked_up.yellow_dye: #12, 4(0%)
minecraft.picked_up.cyan_bed: #12, 1(0%)
minecraft.dropped.bamboo: #12, 34(0%)
minecraft.mined.jungle_slab: #12, 2(0%)
minecraft.used.purpur_pillar: #12, 2(0%)
minecraft.crafted.dried_kelp_block: #12, 483(0%)
minecraft.picked_up.lime_terracotta: #12, 13(0%)
minecraft.mined.lime_terracotta: #12, 10(0%)
minecraft.picked_up.jungle_stairs: #12, 1(0%)
minecraft.mined.black_stained_glass_pane: #12, 2(0%)
minecraft.used.purple_carpet: #12, 1(0%)
minecraft.crafted.brown_dye: #12, 1(0%)
minecraft.killed.evoker: #12, 1(0%)
minecraft.custom.open_shulker_box: #13, 19516(3%)
minecraft.mined.quartz_stairs: #13, 258(3%)
minecraft.killed.magma_cube: #13, 85(3%)
minecraft.mined.lever: #13, 57(3%)
minecraft.mined.redstone_torch: #13, 60(3%)
minecraft.picked_up.trident: #13, 21(2%)
minecraft.picked_up.tripwire_hook: #13, 44(2%)
minecraft.mined.oak_log: #13, 2345(2%)
minecraft.used.quartz_stairs: #13, 622(2%)
minecraft.used.oak_log: #13, 599(2%)
minecraft.picked_up.redstone: #13, 8709(2%)
minecraft.used.iron_bars: #13, 595(2%)
minecraft.dropped.golden_chestplate: #13, 6(2%)
minecraft.crafted.spruce_trapdoor: #13, 468(2%)
minecraft.dropped.rail: #13, 87(2%)
minecraft.picked_up.beef: #13, 508(2%)
minecraft.dropped.bucket: #13, 11(2%)
minecraft.used.cobblestone_stairs: #13, 231(2%)
minecraft.picked_up.end_rod: #13, 256(2%)
minecraft.dropped.spruce_planks: #13, 92(2%)
minecraft.used.obsidian: #13, 355(2%)
minecraft.mined.vine: #13, 338(2%)
minecraft.picked_up.dark_oak_fence: #13, 97(2%)
minecraft.used.spruce_sign: #13, 33(2%)
minecraft.used.stone_brick_slab: #13, 1440(2%)
minecraft.mined.potatoes: #13, 313(1%)
minecraft.dropped.wheat_seeds: #13, 805(1%)
minecraft.picked_up.purpur_slab: #13, 17(2%)
minecraft.picked_up.tnt: #13, 94(2%)
minecraft.picked_up.grass: #13, 44(2%)
minecraft.crafted.quartz_slab: #13, 810(2%)
minecraft.mined.chipped_anvil: #13, 7(2%)
minecraft.killed.cod: #13, 21(2%)
minecraft.picked_up.bookshelf: #13, 22(1%)
minecraft.crafted.dark_oak_fence: #13, 198(1%)
minecraft.mined.cocoa: #13, 77(1%)
minecraft.mined.comparator: #13, 27(1%)
minecraft.picked_up.ender_pearl: #13, 351(1%)
minecraft.picked_up.iron_axe: #13, 6(1%)
minecraft.dropped.dark_oak_log: #13, 50(1%)
minecraft.picked_up.potato: #13, 1195(1%)
minecraft.dropped.name_tag: #13, 3(1%)
minecraft.used.cooked_beef: #13, 207(1%)
minecraft.mined.purpur_slab: #13, 12(2%)
minecraft.picked_up.cactus: #13, 512(1%)
minecraft.dropped.chicken: #13, 18(1%)
minecraft.picked_up.black_wool: #13, 63(1%)
minecraft.picked_up.feather: #13, 116(1%)
minecraft.used.spruce_sapling: #13, 124(1%)
minecraft.crafted.gray_dye: #13, 402(1%)
minecraft.picked_up.cocoa_beans: #13, 377(1%)
minecraft.crafted.quartz_pillar: #13, 178(1%)
minecraft.mined.snow: #13, 1652(1%)
minecraft.used.bread: #13, 16(1%)
minecraft.mined.end_stone_bricks: #13, 66(1%)
minecraft.picked_up.shulker_shell: #13, 184(1%)
minecraft.dropped.lapis_lazuli: #13, 29(1%)
minecraft.picked_up.red_tulip: #13, 14(1%)
minecraft.used.birch_log: #13, 124(1%)
minecraft.crafted.white_shulker_box: #13, 4(1%)
minecraft.killed.shulker: #13, 63(1%)
minecraft.dropped.dark_oak_planks: #13, 21(1%)
minecraft.used.dark_oak_log: #13, 336(1%)
minecraft.mined.sandstone_stairs: #13, 18(1%)
minecraft.crafted.bread: #13, 47(1%)
minecraft.used.snow: #13, 543(1%)
minecraft.used.light_gray_concrete: #13, 310(1%)
minecraft.picked_up.fishing_rod: #13, 2(1%)
minecraft.used.snow_block: #13, 146(1%)
minecraft.mined.jungle_log: #13, 330(1%)
minecraft.used.green_concrete_powder: #13, 250(1%)
minecraft.crafted.coarse_dirt: #13, 320(1%)
minecraft.crafted.green_concrete_powder: #13, 248(1%)
minecraft.picked_up.gray_concrete: #13, 545(1%)
minecraft.crafted.birch_sign: #13, 15(1%)
minecraft.mined.white_concrete_powder: #13, 41(1%)
minecraft.picked_up.spruce_leaves: #13, 468(1%)
minecraft.picked_up.lapis_block: #13, 15(1%)
minecraft.picked_up.red_terracotta: #13, 580(1%)
minecraft.used.yellow_concrete: #13, 92(1%)
minecraft.dropped.spruce_sapling: #13, 10(1%)
minecraft.crafted.spruce_button: #13, 8(1%)
minecraft.crafted.gray_carpet: #13, 117(1%)
minecraft.crafted.brown_shulker_box: #13, 1(1%)
minecraft.picked_up.red_bed: #13, 3(1%)
minecraft.custom.play_noteblock: #13, 21(0%)
minecraft.crafted.polished_andesite: #13, 344(0%)
minecraft.broken.stone_shovel: #13, 1(1%)
minecraft.used.gray_carpet: #13, 107(0%)
minecraft.mined.orange_concrete: #13, 50(0%)
minecraft.picked_up.light_gray_terracotta: #13, 503(0%)
minecraft.used.stone_button: #13, 179(0%)
minecraft.mined.light_gray_stained_glass_pane: #13, 12(1%)
minecraft.mined.melon: #13, 8(0%)
minecraft.used.light_gray_stained_glass: #13, 129(0%)
minecraft.used.orange_tulip: #13, 1(0%)
minecraft.used.acacia_boat: #13, 1(0%)
minecraft.dropped.spruce_stairs: #13, 10(0%)
minecraft.crafted.orange_shulker_box: #13, 1(0%)
minecraft.crafted.light_blue_stained_glass_pane: #13, 16(0%)
minecraft.used.sandstone: #13, 134(0%)
minecraft.used.orange_concrete: #13, 24(0%)
minecraft.used.blue_wool: #13, 22(0%)
minecraft.crafted.smooth_quartz: #13, 12(0%)
minecraft.dropped.ender_pearl: #13, 42(0%)
minecraft.dropped.glass_pane: #13, 1(0%)
minecraft.mined.red_terracotta: #13, 174(0%)
minecraft.dropped.coarse_dirt: #13, 4(0%)
minecraft.dropped.black_concrete: #13, 5(0%)
minecraft.picked_up.white_dye: #13, 15(0%)
minecraft.crafted.green_wool: #13, 2(0%)
minecraft.dropped.poppy: #13, 89(0%)
minecraft.picked_up.acacia_sapling: #13, 17(0%)
minecraft.mined.brown_concrete_powder: #13, 1(0%)
minecraft.mined.gray_stained_glass: #13, 4(0%)
minecraft.used.cooked_salmon: #13, 5(0%)
minecraft.dropped.cyan_terracotta: #13, 11(0%)
minecraft.picked_up.green_concrete_powder: #13, 4(0%)
minecraft.mined.light_blue_concrete_powder: #13, 1(0%)
minecraft.crafted.light_gray_wool: #13, 9(0%)
minecraft.picked_up.podzol: #13, 10(0%)
minecraft.crafted.gray_stained_glass: #13, 64(0%)
minecraft.mined.jungle_stairs: #13, 1(0%)
minecraft.crafted.grindstone: #13, 1(0%)
minecraft.dropped.emerald: #13, 4(0%)
minecraft.mined.blue_terracotta: #13, 1(0%)
minecraft.picked_up.pink_wool: #13, 2(0%)
minecraft.used.light_blue_terracotta: #13, 2(0%)
minecraft.crafted.bucket: #14, 70(2%)
minecraft.mined.grass_block: #14, 13437(2%)
minecraft.crafted.iron_axe: #14, 6(2%)
minecraft.picked_up.wheat: #14, 1674(2%)
minecraft.crafted.quartz_stairs: #14, 488(2%)
minecraft.used.diamond_shovel: #14, 96577(2%)
minecraft.used.spruce_trapdoor: #14, 553(2%)
minecraft.mined.obsidian: #14, 580(2%)
minecraft.crafted.stone_brick_slab: #14, 1852(2%)
minecraft.picked_up.netherrack: #14, 14911(2%)
minecraft.used.stone: #14, 13560(2%)
minecraft.crafted.stone_pickaxe: #14, 5(2%)
minecraft.custom.damage_absorbed: #14, 130(2%)
minecraft.mined.anvil: #14, 15(2%)
minecraft.dropped.golden_boots: #14, 5(2%)
minecraft.used.oak_planks: #14, 354(1%)
minecraft.picked_up.quartz: #14, 5897(1%)
minecraft.dropped.oak_sapling: #14, 56(1%)
minecraft.picked_up.flint_and_steel: #14, 5(2%)
minecraft.crafted.quartz_block: #14, 1196(1%)
minecraft.used.birch_planks: #14, 127(1%)
minecraft.used.birch_door: #14, 3(2%)
minecraft.custom.player_kills: #14, 1(2%)
minecraft.picked_up.dandelion: #14, 122(1%)
minecraft.crafted.armor_stand: #14, 39(1%)
minecraft.used.jungle_boat: #14, 3(1%)
minecraft.picked_up.cooked_beef: #14, 188(1%)
minecraft.picked_up.sandstone: #14, 2277(1%)
minecraft.used.white_wool: #14, 71(1%)
minecraft.mined.sandstone: #14, 2197(1%)
minecraft.used.lapis_ore: #14, 41(1%)
minecraft.crafted.stone_axe: #14, 2(1%)
minecraft.mined.kelp_plant: #14, 324(1%)
minecraft.used.netherrack: #14, 1253(1%)
minecraft.crafted.gold_ingot: #14, 1509(1%)
minecraft.mined.white_stained_glass_pane: #14, 57(1%)
minecraft.mined.detector_rail: #14, 3(1%)
minecraft.mined.yellow_concrete: #14, 169(1%)
minecraft.used.white_shulker_box: #14, 77(1%)
minecraft.mined.spruce_leaves: #14, 723(1%)
minecraft.mined.white_shulker_box: #14, 74(1%)
minecraft.picked_up.white_shulker_box: #14, 74(1%)
minecraft.used.potato: #14, 243(1%)
minecraft.crafted.fishing_rod: #14, 2(1%)
minecraft.dropped.diamond_leggings: #14, 1(1%)
minecraft.crafted.rail: #14, 304(1%)
minecraft.dropped.iron_helmet: #14, 2(1%)
minecraft.crafted.white_stained_glass_pane: #14, 240(1%)
minecraft.picked_up.dark_oak_log: #14, 751(1%)
minecraft.picked_up.jungle_log: #14, 318(0%)
minecraft.used.spruce_pressure_plate: #14, 3(1%)
minecraft.picked_up.cauldron: #14, 4(1%)
minecraft.mined.polished_andesite: #14, 133(0%)
minecraft.dropped.dandelion: #14, 18(1%)
minecraft.crafted.black_dye: #14, 161(1%)
minecraft.mined.gray_concrete: #14, 453(0%)
minecraft.used.chiseled_quartz_block: #14, 19(1%)
minecraft.mined.spruce_pressure_plate: #14, 1(1%)
minecraft.dropped.poisonous_potato: #14, 2(0%)
minecraft.picked_up.polished_granite: #14, 35(0%)
minecraft.used.packed_ice: #14, 391(0%)
minecraft.crafted.flower_pot: #14, 18(0%)
minecraft.dropped.armor_stand: #14, 1(0%)
minecraft.dropped.egg: #14, 32(0%)
minecraft.used.oak_pressure_plate: #14, 2(0%)
minecraft.crafted.chiseled_quartz_block: #14, 13(0%)
minecraft.picked_up.acacia_log: #14, 229(0%)
minecraft.dropped.stone_slab: #14, 10(0%)
minecraft.dropped.glass_bottle: #14, 7(0%)
minecraft.mined.cauldron: #14, 2(0%)
minecraft.crafted.purple_dye: #14, 32(0%)
minecraft.crafted.dispenser: #14, 16(0%)
minecraft.used.gray_concrete: #14, 285(0%)
minecraft.dropped.feather: #14, 31(0%)
minecraft.mined.acacia_log: #14, 184(0%)
minecraft.picked_up.yellow_carpet: #14, 5(0%)
minecraft.crafted.yellow_concrete_powder: #14, 88(0%)
minecraft.crafted.cooked_salmon: #14, 10(0%)
minecraft.used.stripped_dark_oak_log: #14, 9(0%)
minecraft.mined.chiseled_stone_bricks: #14, 4(0%)
minecraft.mined.light_gray_terracotta: #14, 292(0%)
minecraft.picked_up.activator_rail: #14, 1(0%)
minecraft.dropped.glowstone_dust: #14, 2(0%)
minecraft.crafted.end_rod: #14, 40(0%)
minecraft.dropped.fishing_rod: #14, 1(0%)
minecraft.dropped.gold_nugget: #14, 19(0%)
minecraft.mined.grindstone: #14, 1(0%)
minecraft.used.acacia_log: #14, 60(0%)
minecraft.used.activator_rail: #14, 1(0%)
minecraft.mined.purple_stained_glass: #14, 1(0%)
minecraft.mined.light_blue_terracotta: #14, 4(0%)
minecraft.mined.polished_diorite: #14, 7(0%)
minecraft.picked_up.grindstone: #14, 1(0%)
minecraft.picked_up.light_blue_terracotta: #14, 4(0%)
minecraft.picked_up.jungle_slab: #14, 2(0%)
minecraft.used.cookie: #14, 1(0%)
minecraft.crafted.daylight_detector: #14, 1(0%)
minecraft.used.blue_concrete_powder: #14, 8(0%)
minecraft.used.beetroot_seeds: #14, 1(0%)
minecraft.crafted.blue_concrete_powder: #14, 8(0%)
minecraft.mined.light_gray_wool: #14, 1(0%)
minecraft.mined.gray_concrete_powder: #14, 3(0%)
minecraft.dropped.white_stained_glass: #14, 1(0%)
minecraft.mined.blue_ice: #14, 5(0%)
minecraft.dropped.bone_block: #14, 1(0%)
minecraft.picked_up.magenta_wool: #14, 1(0%)
minecraft.used.gray_stained_glass: #14, 4(0%)
minecraft.used.iron_axe: #15, 977(3%)
minecraft.mined.dirt: #15, 17497(2%)
minecraft.broken.iron_axe: #15, 2(2%)
minecraft.mined.poppy: #15, 108(2%)
minecraft.killed.chicken: #15, 57(2%)
minecraft.used.spruce_slab: #15, 1040(2%)
minecraft.picked_up.bone_block: #15, 318(2%)
minecraft.picked_up.iron_pickaxe: #15, 4(2%)
minecraft.crafted.dark_oak_planks: #15, 2756(1%)
minecraft.crafted.redstone_block: #15, 670(1%)
minecraft.crafted.glass: #15, 1898(1%)
minecraft.picked_up.painting: #15, 47(2%)
minecraft.mined.redstone_block: #15, 79(1%)
minecraft.killed.cow: #15, 120(1%)
minecraft.used.birch_boat: #15, 25(1%)
minecraft.picked_up.detector_rail: #15, 9(2%)
minecraft.picked_up.birch_boat: #15, 24(1%)
minecraft.dropped.leather_helmet: #15, 3(1%)
minecraft.mined.dark_oak_fence: #15, 54(1%)
minecraft.picked_up.coal_block: #15, 52(1%)
minecraft.custom.inspect_dispenser: #15, 182(1%)
minecraft.picked_up.powered_rail: #15, 197(1%)
minecraft.crafted.oak_stairs: #15, 88(1%)
minecraft.picked_up.clock: #15, 1(1%)
minecraft.broken.diamond_pickaxe: #15, 1(1%)
minecraft.crafted.redstone_torch: #15, 641(1%)
minecraft.picked_up.end_stone_bricks: #15, 71(1%)
minecraft.picked_up.red_wool: #15, 66(1%)
minecraft.mined.powered_rail: #15, 85(1%)
minecraft.used.end_stone_bricks: #15, 48(1%)
minecraft.picked_up.blaze_rod: #15, 63(1%)
minecraft.mined.dark_oak_leaves: #15, 89(1%)
minecraft.picked_up.grass_block: #15, 2782(0%)
minecraft.used.dark_oak_boat: #15, 7(1%)
minecraft.dropped.grass: #15, 1(1%)
minecraft.picked_up.spruce_button: #15, 3(1%)
minecraft.crafted.tripwire_hook: #15, 22(1%)
minecraft.used.red_bed: #15, 3(0%)
minecraft.used.campfire: #15, 6(0%)
minecraft.mined.scaffolding: #15, 129(0%)
minecraft.used.cracked_stone_bricks: #15, 38(0%)
minecraft.used.sandstone_stairs: #15, 31(0%)
minecraft.crafted.sandstone_stairs: #15, 40(0%)
minecraft.picked_up.terracotta: #15, 647(0%)
minecraft.used.red_wool: #15, 14(0%)
minecraft.picked_up.packed_ice: #15, 803(0%)
minecraft.used.yellow_concrete_powder: #15, 88(0%)
minecraft.used.nether_quartz_ore: #15, 112(0%)
minecraft.picked_up.spruce_pressure_plate: #15, 1(0%)
minecraft.used.bone_block: #15, 42(0%)
minecraft.used.cut_sandstone: #15, 20(0%)
minecraft.dropped.leather: #15, 5(0%)
minecraft.picked_up.blue_concrete: #15, 17(0%)
minecraft.picked_up.chiseled_stone_bricks: #15, 4(0%)
minecraft.picked_up.beetroot: #15, 3(0%)
minecraft.used.gray_concrete_powder: #15, 203(0%)
minecraft.dropped.sea_lantern: #15, 38(0%)
minecraft.crafted.bone_block: #15, 120(0%)
minecraft.mined.bamboo: #15, 8(0%)
minecraft.mined.packed_ice: #15, 333(0%)
minecraft.mined.lime_stained_glass_pane: #15, 1(0%)
minecraft.picked_up.iron_trapdoor: #15, 10(0%)
minecraft.used.hay_block: #15, 3(0%)
minecraft.dropped.polished_granite: #15, 1(0%)
minecraft.picked_up.blue_ice: #15, 15(0%)
minecraft.mined.blue_concrete: #15, 9(0%)
minecraft.used.blue_concrete: #15, 7(0%)
minecraft.crafted.yellow_carpet: #15, 3(0%)
minecraft.used.polished_diorite: #15, 8(0%)
minecraft.crafted.slime_ball: #15, 9(0%)
minecraft.used.pink_shulker_box: #15, 1(0%)
minecraft.used.light_gray_wool: #15, 4(0%)
minecraft.picked_up.purple_wool: #15, 1(0%)
minecraft.used.dark_prismarine: #15, 3(0%)
minecraft.used.birch_leaves: #15, 1(0%)
minecraft.dropped.snow: #15, 1(0%)
minecraft.crafted.cracked_stone_bricks: #15, 1(0%)
minecraft.custom.sleep_in_bed: #16, 712(2%)
minecraft.picked_up.redstone_block: #16, 323(2%)
minecraft.used.spruce_boat: #16, 31(2%)
minecraft.crafted.coal_block: #16, 472(2%)
minecraft.crafted.spruce_slab: #16, 870(1%)
minecraft.picked_up.spruce_boat: #16, 23(1%)
minecraft.picked_up.iron_shovel: #16, 5(1%)
minecraft.broken.iron_shovel: #16, 2(2%)
minecraft.custom.pot_flower: #16, 20(2%)
minecraft.picked_up.oak_leaves: #16, 1261(1%)
minecraft.mined.oak_stairs: #16, 45(1%)
minecraft.picked_up.baked_potato: #16, 92(1%)
minecraft.used.flower_pot: #16, 22(1%)
minecraft.used.stone_axe: #16, 106(1%)
minecraft.used.oak_leaves: #16, 601(1%)
minecraft.mined.azure_bluet: #16, 13(1%)
minecraft.used.golden_apple: #16, 2(1%)
minecraft.used.redstone_block: #16, 107(1%)
minecraft.crafted.flint_and_steel: #16, 3(1%)
minecraft.crafted.repeater: #16, 118(1%)
minecraft.picked_up.jungle_boat: #16, 2(1%)
minecraft.picked_up.birch_trapdoor: #16, 7(1%)
minecraft.used.powered_rail: #16, 238(1%)
minecraft.mined.rail: #16, 227(1%)
minecraft.dropped.birch_log: #16, 19(1%)
minecraft.mined.bone_block: #16, 33(1%)
minecraft.used.tripwire_hook: #16, 14(1%)
minecraft.picked_up.sandstone_slab: #16, 64(1%)
minecraft.crafted.dark_oak_sign: #16, 3(1%)
minecraft.crafted.powered_rail: #16, 132(1%)
minecraft.used.cauldron: #16, 5(0%)
minecraft.mined.jungle_leaves: #16, 95(0%)
minecraft.used.stripped_spruce_log: #16, 4(0%)
minecraft.used.snowball: #16, 12(0%)
minecraft.used.green_shulker_box: #16, 11(0%)
minecraft.mined.sugar_cane: #16, 269(0%)
minecraft.mined.beetroots: #16, 6(0%)
minecraft.mined.birch_trapdoor: #16, 3(0%)
minecraft.crafted.stone: #16, 519(0%)
minecraft.dropped.red_mushroom: #16, 2(0%)
minecraft.dropped.golden_helmet: #16, 1(0%)
minecraft.picked_up.beetroot_seeds: #16, 12(0%)
minecraft.used.polished_andesite: #16, 197(0%)
minecraft.mined.terracotta: #16, 583(0%)
minecraft.used.coarse_dirt: #16, 131(0%)
minecraft.used.scaffolding: #16, 238(0%)
minecraft.picked_up.green_shulker_box: #16, 6(0%)
minecraft.dropped.grass_block: #16, 75(0%)
minecraft.dropped.minecart: #16, 1(0%)
minecraft.mined.green_shulker_box: #16, 5(0%)
minecraft.picked_up.bamboo: #16, 156(0%)
minecraft.crafted.gray_concrete_powder: #16, 200(0%)
minecraft.mined.yellow_carpet: #16, 1(0%)
minecraft.crafted.note_block: #16, 3(0%)
minecraft.used.grindstone: #16, 1(0%)
minecraft.used.ice: #16, 36(0%)
minecraft.dropped.cooked_chicken: #16, 2(0%)
minecraft.picked_up.brown_concrete_powder: #16, 2(0%)
minecraft.picked_up.snow: #16, 34(0%)
minecraft.used.chiseled_stone_bricks: #16, 3(0%)
minecraft.mined.polished_granite: #16, 2(0%)
minecraft.crafted.cut_sandstone: #16, 4(0%)
minecraft.used.black_stained_glass_pane: #16, 2(0%)
minecraft.mined.orange_terracotta: #16, 15(0%)
minecraft.picked_up.orange_terracotta: #16, 15(0%)
minecraft.used.orange_terracotta: #16, 3(0%)
minecraft.dropped.pumpkin: #16, 1(0%)
minecraft.mined.ice: #16, 32(0%)
minecraft.mined.green_terracotta: #16, 1(0%)
minecraft.picked_up.green_terracotta: #16, 1(0%)
minecraft.used.iron_shovel: #17, 816(2%)
minecraft.mined.dandelion: #17, 59(1%)
minecraft.crafted.lapis_block: #17, 194(2%)
minecraft.picked_up.rail: #17, 756(1%)
minecraft.crafted.bone_meal: #17, 10658(1%)
minecraft.mined.oak_slab: #17, 65(1%)
minecraft.picked_up.leather: #17, 240(1%)
minecraft.dropped.oak_sign: #17, 14(1%)
minecraft.picked_up.iron_block: #17, 420(1%)
minecraft.mined.oxeye_daisy: #17, 9(1%)
minecraft.picked_up.iron_door: #17, 7(1%)
minecraft.mined.iron_block: #17, 287(1%)
minecraft.custom.interact_with_loom: #17, 5(1%)
minecraft.crafted.spruce_pressure_plate: #17, 3(1%)
minecraft.dropped.spruce_trapdoor: #17, 4(1%)
minecraft.used.iron_block: #17, 335(0%)
minecraft.used.rail: #17, 346(0%)
minecraft.used.dark_oak_fence: #17, 55(0%)
minecraft.picked_up.azure_bluet: #17, 25(0%)
minecraft.picked_up.stripped_spruce_log: #17, 9(0%)
minecraft.crafted.lime_dye: #17, 84(0%)
minecraft.dropped.slime_ball: #17, 28(0%)
minecraft.custom.damage_resisted: #17, 1165(0%)
minecraft.picked_up.shield: #17, 1(0%)
minecraft.crafted.yellow_dye: #17, 57(0%)
minecraft.crafted.loom: #17, 1(0%)
minecraft.crafted.leather_leggings: #17, 2(0%)
minecraft.dropped.acacia_planks: #17, 1(0%)
minecraft.picked_up.dark_oak_sapling: #17, 16(0%)
minecraft.used.note_block: #17, 3(0%)
minecraft.dropped.birch_sapling: #17, 1(0%)
minecraft.dropped.redstone_block: #17, 1(0%)
minecraft.picked_up.snow_block: #17, 5(0%)
minecraft.used.yellow_carpet: #17, 2(0%)
minecraft.crafted.iron_trapdoor: #17, 7(0%)
minecraft.used.purple_shulker_box: #17, 1(0%)
minecraft.picked_up.purple_shulker_box: #17, 1(0%)
minecraft.crafted.polished_granite: #17, 8(0%)
minecraft.used.sandstone_slab: #17, 19(0%)
minecraft.used.orange_shulker_box: #17, 1(0%)
minecraft.used.bamboo: #17, 1(0%)
minecraft.picked_up.gray_concrete_powder: #17, 3(0%)
minecraft.used.polished_granite: #17, 1(0%)
minecraft.custom.fish_caught: #17, 3(0%)
minecraft.custom.fly_one_cm: #18, 45147368(2%)
minecraft.used.painting: #18, 31(1%)
minecraft.dropped.diamond_boots: #18, 1(1%)
minecraft.mined.loom: #18, 1(1%)
minecraft.used.iron_door: #18, 8(1%)
minecraft.dropped.trident: #18, 1(1%)
minecraft.picked_up.dark_oak_boat: #18, 5(0%)
minecraft.used.grass_block: #18, 1015(0%)
minecraft.used.egg: #18, 83(0%)
minecraft.dropped.birch_planks: #18, 6(0%)
minecraft.mined.dead_bush: #18, 4(0%)
minecraft.crafted.cauldron: #18, 4(0%)
minecraft.picked_up.scaffolding: #18, 232(0%)
minecraft.used.cactus: #18, 6(0%)
minecraft.picked_up.lilac: #18, 3(0%)
minecraft.dropped.oak_leaves: #18, 6(0%)
minecraft.mined.orange_tulip: #18, 1(0%)
minecraft.mined.acacia_leaves: #18, 16(0%)
minecraft.mined.birch_slab: #18, 3(0%)
minecraft.picked_up.stone_slab: #18, 6(0%)
minecraft.dropped.cobblestone_wall: #18, 1(0%)
minecraft.picked_up.ice: #18, 65(0%)
minecraft.picked_up.birch_slab: #18, 3(0%)
minecraft.crafted.lantern: #18, 5(0%)
minecraft.used.brown_shulker_box: #18, 1(0%)
minecraft.picked_up.lapis_lazuli: #19, 2379(2%)
minecraft.crafted.iron_shovel: #19, 5(1%)
minecraft.custom.interact_with_lectern: #19, 30(1%)
minecraft.mined.oak_leaves: #19, 1254(1%)
minecraft.mined.oak_sapling: #19, 6(1%)
minecraft.used.shears: #19, 1339(1%)
minecraft.used.oak_slab: #19, 116(0%)
minecraft.mined.end_rod: #19, 43(0%)
minecraft.dropped.wheat: #19, 8(0%)
minecraft.crafted.iron_door: #19, 3(0%)
minecraft.mined.birch_wall_sign: #19, 1(0%)
minecraft.crafted.shield: #19, 2(0%)
minecraft.mined.stripped_spruce_log: #19, 7(0%)
minecraft.used.white_stained_glass_pane: #19, 83(0%)
minecraft.custom.open_barrel: #19, 84(0%)
minecraft.mined.cactus: #19, 5(0%)
minecraft.used.rose_bush: #19, 2(0%)
minecraft.used.dark_oak_sign: #19, 1(0%)
minecraft.killed.blaze: #19, 31(0%)
minecraft.mined.sandstone_slab: #19, 11(0%)
minecraft.mined.red_wool: #19, 2(0%)
minecraft.used.gray_shulker_box: #19, 3(0%)
minecraft.mined.lantern: #19, 1(0%)
minecraft.picked_up.slime_block: #19, 7(0%)
minecraft.crafted.iron_nugget: #19, 47(0%)
minecraft.mined.gray_shulker_box: #19, 2(0%)
minecraft.picked_up.gray_shulker_box: #19, 2(0%)
minecraft.mined.iron_trapdoor: #19, 3(0%)
minecraft.used.terracotta: #19, 3(0%)
minecraft.picked_up.lantern: #19, 1(0%)
minecraft.mined.stone_slab: #19, 1(0%)
minecraft.used.stone_slab: #19, 1(0%)
minecraft.used.fishing_rod: #19, 6(0%)
minecraft.crafted.oak_slab: #20, 186(1%)
minecraft.used.oak_sapling: #20, 125(0%)
minecraft.used.loom: #20, 1(0%)
minecraft.picked_up.jungle_sapling: #20, 9(0%)
minecraft.used.birch_sign: #20, 4(0%)
minecraft.picked_up.birch_sapling: #20, 22(0%)
minecraft.picked_up.dark_oak_stairs: #20, 9(0%)
minecraft.crafted.dark_oak_stairs: #20, 24(0%)
minecraft.mined.tripwire: #20, 2(0%)
minecraft.mined.slime_block: #20, 5(0%)
minecraft.crafted.stone_slab: #20, 12(0%)
minecraft.used.lantern: #20, 3(0%)
minecraft.used.magenta_shulker_box: #20, 1(0%)
minecraft.used.dark_oak_stairs: #20, 6(0%)
minecraft.crafted.barrel: #20, 1(0%)
minecraft.used.slime_block: #20, 4(0%)
minecraft.picked_up.birch_leaves: #20, 1(0%)
minecraft.used.birch_slab: #20, 2(0%)
minecraft.crafted.slime_block: #20, 1(0%)
minecraft.picked_up.birch_sign: #21, 2(0%)
minecraft.mined.dark_oak_stairs: #21, 6(0%)
minecraft.used.barrel: #21, 1(0%)
minecraft.used.iron_trapdoor: #21, 3(0%)
minecraft.used.string: #21, 2(0%)
minecraft.picked_up.birch_log: #22, 111(0%)
minecraft.mined.birch_leaves: #22, 28(0%)
minecraft.used.oak_stairs: #22, 7(0%)
minecraft.used.flint_and_steel: #22, 4(0%)
minecraft.used.end_rod: #22, 14(0%)
minecraft.mined.dark_oak_log: #22, 71(0%)
minecraft.used.baked_potato: #22, 9(0%)
minecraft.crafted.smooth_stone: #22, 8(0%)
minecraft.custom.tune_noteblock: #22, 4(0%)
minecraft.mined.birch_log: #23, 98(0%)
minecraft.custom.time_since_rest: #31, 35624(0%)
minecraft.custom.time_since_death: #47, 49281(0%)
