stat, rank, value, (percentage) 
minecraft.picked_up.quartz: #17, 1216(0%)
minecraft.mined.stone_pressure_plate: #17, 6(0%)
minecraft.used.smooth_stone: #17, 171(0%)
minecraft.crafted.blaze_powder: #17, 26(0%)
minecraft.picked_up.polished_andesite: #17, 87(0%)
minecraft.crafted.emerald: #17, 838(0%)
minecraft.used.white_concrete: #17, 1032(0%)
minecraft.mined.white_concrete: #17, 1019(0%)
minecraft.used.stripped_spruce_log: #17, 3(0%)
minecraft.dropped.player_head: #17, 6(0%)
minecraft.picked_up.mutton: #17, 13(0%)
minecraft.crafted.comparator: #17, 26(0%)
minecraft.mined.composter: #17, 1(0%)
minecraft.dropped.stone_bricks: #17, 45(0%)
minecraft.picked_up.prismarine_shard: #17, 596(0%)
minecraft.picked_up.glass: #17, 408(0%)
minecraft.used.composter: #17, 2(0%)
minecraft.picked_up.composter: #17, 1(0%)
minecraft.used.light_gray_carpet: #17, 31(0%)
minecraft.mined.polished_andesite: #17, 39(0%)
minecraft.picked_up.red_bed: #17, 1(0%)
minecraft.mined.jungle_fence: #17, 1(0%)
minecraft.mined.mossy_stone_bricks: #17, 2(0%)
minecraft.mined.snow: #17, 265(0%)
minecraft.picked_up.jungle_fence: #17, 1(0%)
minecraft.picked_up.prismarine_crystals: #17, 134(0%)
minecraft.picked_up.gold_block: #17, 17(0%)
minecraft.crafted.magenta_dye: #17, 9(0%)
minecraft.crafted.sandstone_slab: #17, 180(0%)
minecraft.used.light_gray_concrete: #17, 39(0%)
minecraft.crafted.quartz_pillar: #17, 16(0%)
minecraft.killed.phantom: #17, 4(0%)
minecraft.mined.light_gray_concrete_powder: #17, 4(0%)
minecraft.used.black_carpet: #17, 5(0%)
minecraft.dropped.chicken: #17, 1(0%)
minecraft.dropped.soul_sand: #17, 2(0%)
minecraft.dropped.gold_nugget: #17, 8(0%)
minecraft.picked_up.dark_oak_leaves: #17, 6(0%)
minecraft.crafted.cooked_porkchop: #17, 2(0%)
minecraft.dropped.sandstone: #17, 6(0%)
minecraft.crafted.gray_carpet: #17, 6(0%)
minecraft.mined.snow_block: #17, 2(0%)
minecraft.dropped.stone_button: #17, 1(0%)
minecraft.used.blue_wool: #17, 1(0%)
minecraft.picked_up.blue_concrete: #17, 1(0%)
minecraft.used.blue_concrete: #17, 1(0%)
minecraft.mined.blue_concrete: #17, 1(0%)
minecraft.picked_up.prismarine: #17, 1(0%)
minecraft.mined.prismarine: #17, 1(0%)
minecraft.custom.sneak_time: #18, 976930(1%)
minecraft.mined.cobblestone: #18, 1920(2%)
minecraft.killed.zombie: #18, 215(1%)
minecraft.killed.creeper: #18, 107(1%)
minecraft.mined.crafting_table: #18, 86(1%)
minecraft.custom.drop: #18, 1524(1%)
minecraft.picked_up.spruce_planks: #18, 289(1%)
minecraft.dropped.dirt: #18, 888(1%)
minecraft.mined.gravel: #18, 5404(1%)
minecraft.crafted.oak_slab: #18, 204(1%)
minecraft.used.glass: #18, 799(1%)
minecraft.custom.talked_to_villager: #18, 368(1%)
minecraft.dropped.diorite: #18, 541(1%)
minecraft.picked_up.beacon: #18, 5(1%)
minecraft.used.spruce_stairs: #18, 143(1%)
minecraft.picked_up.gunpowder: #18, 149(1%)
minecraft.crafted.jungle_planks: #18, 512(1%)
minecraft.dropped.golden_boots: #18, 2(1%)
minecraft.picked_up.gravel: #18, 4232(1%)
minecraft.crafted.oak_fence: #18, 66(1%)
minecraft.mined.quartz_block: #18, 36(0%)
minecraft.picked_up.chicken: #18, 23(0%)
minecraft.killed.pig: #18, 3(0%)
minecraft.dropped.bone: #18, 88(0%)
minecraft.dropped.stone: #18, 1876(0%)
minecraft.crafted.lever: #18, 21(0%)
minecraft.crafted.tripwire_hook: #18, 18(0%)
minecraft.used.spruce_planks: #18, 177(0%)
minecraft.crafted.quartz_stairs: #18, 72(0%)
minecraft.mined.oak_button: #18, 1(0%)
minecraft.mined.nether_quartz_ore: #18, 750(0%)
minecraft.picked_up.stripped_spruce_log: #18, 9(0%)
minecraft.crafted.hopper: #18, 70(0%)
minecraft.picked_up.white_banner: #18, 7(0%)
minecraft.used.quartz_stairs: #18, 74(0%)
minecraft.used.ender_chest: #18, 40(0%)
minecraft.dropped.potion: #18, 2(0%)
minecraft.used.cauldron: #18, 3(0%)
minecraft.picked_up.shield: #18, 1(0%)
minecraft.custom.fill_cauldron: #18, 1(0%)
minecraft.used.hopper: #18, 67(0%)
minecraft.picked_up.name_tag: #18, 2(0%)
minecraft.dropped.rotten_flesh: #18, 98(0%)
minecraft.dropped.string: #18, 21(0%)
minecraft.mined.ender_chest: #18, 30(0%)
minecraft.picked_up.ender_chest: #18, 29(0%)
minecraft.picked_up.grass_block: #18, 989(0%)
minecraft.used.polished_andesite: #18, 163(0%)
minecraft.crafted.polished_andesite: #18, 160(0%)
minecraft.picked_up.tropical_fish: #18, 1(0%)
minecraft.used.dark_oak_fence: #18, 26(0%)
minecraft.picked_up.quartz_block: #18, 36(0%)
minecraft.picked_up.nether_star: #18, 1(0%)
minecraft.crafted.loom: #18, 1(0%)
minecraft.dropped.red_mushroom: #18, 1(0%)
minecraft.dropped.egg: #18, 12(0%)
minecraft.crafted.blue_dye: #18, 30(0%)
minecraft.picked_up.blaze_rod: #18, 11(0%)
minecraft.mined.dark_oak_slab: #18, 10(0%)
minecraft.used.quartz_pillar: #18, 21(0%)
minecraft.crafted.flower_pot: #18, 5(0%)
minecraft.mined.quartz_slab: #18, 15(0%)
minecraft.picked_up.mossy_stone_bricks: #18, 2(0%)
minecraft.used.gold_block: #18, 20(0%)
minecraft.mined.coarse_dirt: #18, 16(0%)
minecraft.picked_up.dark_oak_slab: #18, 11(0%)
minecraft.picked_up.birch_leaves: #18, 17(0%)
minecraft.picked_up.coarse_dirt: #18, 16(0%)
minecraft.dropped.brown_mushroom: #18, 1(0%)
minecraft.picked_up.white_stained_glass_pane: #18, 7(0%)
minecraft.used.string: #18, 9(0%)
minecraft.mined.cyan_terracotta: #18, 26(0%)
minecraft.picked_up.stone_stairs: #18, 1(0%)
minecraft.crafted.iron_trapdoor: #18, 6(0%)
minecraft.dropped.sugar_cane: #18, 5(0%)
minecraft.dropped.stone_brick_slab: #18, 1(0%)
minecraft.picked_up.light_gray_concrete: #18, 4(0%)
minecraft.mined.light_gray_concrete: #18, 4(0%)
minecraft.mined.packed_ice: #18, 9(0%)
minecraft.killed.wither_skeleton: #18, 1(0%)
minecraft.custom.crouch_one_cm: #19, 3217161(1%)
minecraft.picked_up.crafting_table: #19, 87(1%)
minecraft.used.cobblestone: #19, 3120(1%)
minecraft.crafted.spruce_planks: #19, 4330(1%)
minecraft.crafted.iron_ingot: #19, 3348(1%)
minecraft.mined.chest: #19, 171(1%)
minecraft.killed.spider: #19, 34(1%)
minecraft.picked_up.shulker_box: #19, 357(1%)
minecraft.mined.shulker_box: #19, 336(1%)
minecraft.used.shulker_box: #19, 339(1%)
minecraft.custom.swim_one_cm: #19, 1796954(1%)
minecraft.crafted.iron_helmet: #19, 3(1%)
minecraft.dropped.andesite: #19, 390(1%)
minecraft.picked_up.oak_stairs: #19, 37(1%)
minecraft.killed.chicken: #19, 19(1%)
minecraft.picked_up.rotten_flesh: #19, 415(0%)
minecraft.used.quartz_block: #19, 94(1%)
minecraft.dropped.gravel: #19, 136(0%)
minecraft.crafted.stone_brick_stairs: #19, 296(0%)
minecraft.custom.inspect_dropper: #19, 82(0%)
minecraft.dropped.trident: #19, 1(1%)
minecraft.dropped.oak_sign: #19, 7(0%)
minecraft.picked_up.string: #19, 173(0%)
minecraft.crafted.item_frame: #19, 31(0%)
minecraft.used.stone_brick_stairs: #19, 247(0%)
minecraft.picked_up.diamond_ore: #19, 40(0%)
minecraft.picked_up.stone_brick_stairs: #19, 85(0%)
minecraft.picked_up.porkchop: #19, 6(0%)
minecraft.picked_up.diamond_block: #19, 19(0%)
minecraft.used.tripwire_hook: #19, 8(0%)
minecraft.picked_up.jungle_boat: #19, 1(0%)
minecraft.mined.oak_trapdoor: #19, 9(0%)
minecraft.crafted.enchanted_book: #19, 12(0%)
minecraft.picked_up.stone_sword: #19, 3(0%)
minecraft.mined.glowstone: #19, 55(0%)
minecraft.mined.smooth_stone: #19, 33(0%)
minecraft.killed.sheep: #19, 4(0%)
minecraft.picked_up.feather: #19, 23(0%)
minecraft.mined.glass: #19, 49(0%)
minecraft.crafted.quartz_block: #19, 171(0%)
minecraft.mined.smooth_stone_slab: #19, 85(0%)
minecraft.picked_up.smooth_stone_slab: #19, 115(0%)
minecraft.used.grass_block: #19, 434(0%)
minecraft.picked_up.phantom_membrane: #19, 7(0%)
minecraft.crafted.light_gray_dye: #19, 51(0%)
minecraft.dropped.rail: #19, 6(0%)
minecraft.picked_up.stone_brick_slab: #19, 42(0%)
minecraft.picked_up.hopper: #19, 16(0%)
minecraft.mined.stone_brick_slab: #19, 38(0%)
minecraft.dropped.lever: #19, 1(0%)
minecraft.used.quartz_slab: #19, 43(0%)
minecraft.mined.light_gray_carpet: #19, 2(0%)
minecraft.picked_up.quartz_slab: #19, 15(0%)
minecraft.crafted.quartz_slab: #19, 36(0%)
minecraft.mined.slime_block: #19, 7(0%)
minecraft.crafted.sticky_piston: #19, 6(0%)
minecraft.used.iron_trapdoor: #19, 9(0%)
minecraft.picked_up.cyan_terracotta: #19, 32(0%)
minecraft.picked_up.cookie: #19, 1(0%)
minecraft.picked_up.iron_ingot: #19, 224(0%)
minecraft.crafted.light_gray_concrete_powder: #19, 16(0%)
minecraft.dropped.glass: #19, 1(0%)
minecraft.used.light_gray_concrete_powder: #19, 6(0%)
minecraft.killed.witch: #19, 2(0%)
minecraft.used.packed_ice: #19, 2(0%)
minecraft.custom.fish_caught: #19, 1(0%)
minecraft.broken.iron_pickaxe: #20, 4(1%)
minecraft.picked_up.written_book: #20, 16(1%)
minecraft.crafted.spruce_stairs: #20, 176(1%)
minecraft.mined.lever: #20, 14(1%)
minecraft.dropped.granite: #20, 454(1%)
minecraft.used.item_frame: #20, 57(1%)
minecraft.used.lever: #20, 31(0%)
minecraft.mined.farmland: #20, 21(0%)
minecraft.picked_up.lever: #20, 21(0%)
minecraft.crafted.diamond: #20, 207(0%)
minecraft.mined.white_carpet: #20, 9(0%)
minecraft.used.oak_fence_gate: #20, 5(0%)
minecraft.picked_up.glass_pane: #20, 14(0%)
minecraft.picked_up.item_frame: #20, 17(0%)
minecraft.used.cooked_porkchop: #20, 2(0%)
minecraft.picked_up.oak_trapdoor: #20, 9(0%)
minecraft.picked_up.cod: #20, 183(0%)
minecraft.dropped.bucket: #20, 1(0%)
minecraft.custom.traded_with_villager: #20, 375(0%)
minecraft.picked_up.spider_eye: #20, 16(0%)
minecraft.mined.quartz_stairs: #20, 13(0%)
minecraft.dropped.wheat: #20, 3(0%)
minecraft.mined.hopper: #20, 12(0%)
minecraft.used.white_carpet: #20, 13(0%)
minecraft.picked_up.slime_block: #20, 7(0%)
minecraft.dropped.gunpowder: #20, 4(0%)
minecraft.mined.iron_trapdoor: #20, 3(0%)
minecraft.crafted.cyan_dye: #20, 16(0%)
minecraft.crafted.gold_block: #20, 8(0%)
minecraft.dropped.iron_ingot: #20, 6(0%)
minecraft.dropped.spider_eye: #20, 2(0%)
minecraft.picked_up.iron_trapdoor: #20, 3(0%)
minecraft.used.white_wool: #20, 1(0%)
minecraft.used.observer: #20, 3(0%)
minecraft.picked_up.light_gray_concrete_powder: #20, 4(0%)
minecraft.picked_up.blue_wool: #20, 3(0%)
minecraft.dropped.potato: #20, 2(0%)
minecraft.dropped.grass_block: #20, 1(0%)
minecraft.used.fishing_rod: #20, 5(0%)
minecraft.picked_up.packed_ice: #20, 4(0%)
minecraft.picked_up.oak_slab: #21, 68(1%)
minecraft.used.water_bucket: #21, 409(1%)
minecraft.picked_up.beef: #21, 130(0%)
minecraft.killed.cow: #21, 39(0%)
minecraft.used.bow: #21, 268(0%)
minecraft.picked_up.spruce_stairs: #21, 41(0%)
minecraft.picked_up.lead: #21, 8(0%)
minecraft.mined.stone_brick_stairs: #21, 41(0%)
minecraft.used.oak_log: #21, 66(0%)
minecraft.picked_up.white_carpet: #21, 9(0%)
minecraft.picked_up.pufferfish: #21, 4(0%)
minecraft.used.oak_trapdoor: #21, 17(0%)
minecraft.mined.spruce_planks: #21, 38(0%)
minecraft.picked_up.oak_leaves: #21, 171(0%)
minecraft.used.oak_stairs: #21, 11(0%)
minecraft.used.glass_pane: #21, 14(0%)
minecraft.picked_up.quartz_stairs: #21, 14(0%)
minecraft.picked_up.smooth_stone: #21, 34(0%)
minecraft.crafted.iron_block: #21, 122(0%)
minecraft.mined.tripwire: #21, 2(0%)
minecraft.crafted.diamond_block: #21, 5(0%)
minecraft.used.sticky_piston: #21, 7(0%)
minecraft.mined.sticky_piston: #21, 3(0%)
minecraft.dropped.cooked_beef: #21, 1(0%)
minecraft.picked_up.sticky_piston: #21, 3(0%)
minecraft.crafted.stone_slab: #21, 12(0%)
minecraft.mined.observer: #21, 3(0%)
minecraft.picked_up.dark_oak_trapdoor: #21, 1(0%)
minecraft.picked_up.observer: #21, 3(0%)
minecraft.picked_up.jungle_sapling: #21, 1(0%)
minecraft.crafted.dark_oak_trapdoor: #21, 2(0%)
minecraft.used.diamond_block: #21, 1(0%)
minecraft.crafted.piston: #21, 2(0%)
minecraft.dropped.sand: #21, 15(0%)
minecraft.crafted.iron_sword: #22, 2(0%)
minecraft.picked_up.leather: #22, 111(0%)
minecraft.mined.spruce_stairs: #22, 27(0%)
minecraft.picked_up.saddle: #22, 1(0%)
minecraft.dropped.written_book: #22, 2(0%)
minecraft.mined.oak_stairs: #22, 5(0%)
minecraft.mined.oak_slab: #22, 6(0%)
minecraft.mined.stripped_oak_log: #22, 3(0%)
minecraft.picked_up.stripped_oak_log: #22, 3(0%)
minecraft.mined.dark_oak_trapdoor: #22, 1(0%)
minecraft.used.dark_oak_trapdoor: #22, 3(0%)
minecraft.crafted.white_carpet: #22, 3(0%)
minecraft.used.piston: #22, 1(0%)
minecraft.crafted.oak_stairs: #23, 8(0%)
minecraft.used.sea_lantern: #23, 33(0%)
minecraft.dropped.coal: #23, 4(0%)
minecraft.picked_up.sea_lantern: #23, 8(0%)
minecraft.mined.sea_lantern: #23, 2(0%)
minecraft.dropped.diamond_sword: #24, 1(0%)
minecraft.used.oak_slab: #24, 2(0%)
minecraft.mined.oak_sapling: #25, 2(0%)
minecraft.used.oak_sapling: #27, 33(0%)
minecraft.custom.fly_one_cm: #28, 21602210(1%)
minecraft.custom.time_since_rest: #39, 12816(0%)
minecraft.custom.time_since_death: #46, 54585(0%)
