stat, rank, value, (percentage) 
minecraft.crafted.purple_stained_glass: #7, 88(1%)
minecraft.crafted.oak_sign: #8, 525(4%)
minecraft.dropped.dark_prismarine: #7, 5(1%)
minecraft.used.oak_boat: #8, 111(4%)
minecraft.dropped.sea_lantern: #7, 140(1%)
minecraft.picked_up.blue_orchid: #7, 40(1%)
minecraft.used.podzol: #7, 46(1%)
minecraft.picked_up.iron_ore: #8, 5435(4%)
minecraft.used.blue_orchid: #7, 1(1%)
minecraft.picked_up.lime_dye: #7, 29(1%)
minecraft.mined.orange_bed: #7, 1(1%)
minecraft.dropped.gravel: #8, 1310(5%)
minecraft.picked_up.dark_oak_stairs: #8, 355(5%)
minecraft.crafted.blue_terracotta: #7, 104(1%)
minecraft.killed.enderman: #7, 118(0%)
minecraft.mined.smooth_quartz: #7, 23(1%)
minecraft.crafted.cooked_mutton: #7, 12(0%)
minecraft.mined.stripped_acacia_log: #7, 16(1%)
minecraft.picked_up.anvil: #8, 53(5%)
minecraft.picked_up.sandstone_stairs: #8, 160(5%)
minecraft.picked_up.orange_glazed_terracotta: #7, 19(1%)
minecraft.picked_up.stripped_acacia_log: #7, 16(1%)
minecraft.dropped.yellow_carpet: #7, 4(1%)
minecraft.used.black_terracotta: #7, 87(1%)
minecraft.dropped.green_concrete_powder: #7, 8(1%)
minecraft.dropped.flint: #8, 430(4%)
minecraft.crafted.anvil: #8, 51(4%)
minecraft.crafted.black_bed: #7, 1(0%)
minecraft.picked_up.magma_block: #8, 1139(4%)
minecraft.crafted.diamond_pickaxe: #8, 24(4%)
minecraft.mined.dead_brain_coral_block: #7, 2(0%)
minecraft.used.smooth_sandstone_stairs: #7, 14(0%)
minecraft.mined.bubble_coral_wall_fan: #7, 4(0%)
minecraft.used.magenta_carpet: #7, 2(0%)
minecraft.picked_up.nether_brick: #7, 64(0%)
minecraft.dropped.gray_stained_glass: #7, 1(0%)
minecraft.picked_up.stripped_acacia_wood: #7, 1(0%)
minecraft.mined.stripped_acacia_wood: #7, 1(0%)
minecraft.mined.magma_block: #8, 1093(4%)
minecraft.used.stone_pressure_plate: #8, 183(5%)
minecraft.crafted.diamond: #8, 2376(4%)
minecraft.mined.oak_stairs: #8, 169(4%)
minecraft.used.spruce_boat: #8, 64(4%)
minecraft.used.string: #8, 591(4%)
minecraft.used.lapis_ore: #8, 162(4%)
minecraft.picked_up.enchanted_book: #8, 41(4%)
minecraft.picked_up.oak_leaves: #8, 4183(3%)
minecraft.picked_up.bone_block: #8, 665(4%)
minecraft.crafted.red_dye: #8, 1672(4%)
minecraft.dropped.cobblestone_stairs: #8, 82(5%)
minecraft.used.sandstone: #8, 2328(4%)
minecraft.mined.enchanting_table: #8, 4(5%)
minecraft.picked_up.enchanting_table: #8, 4(5%)
minecraft.used.oak_door: #8, 30(4%)
minecraft.mined.brewing_stand: #8, 18(4%)
minecraft.crafted.spruce_pressure_plate: #8, 20(4%)
minecraft.picked_up.baked_potato: #8, 322(3%)
minecraft.used.spruce_door: #8, 52(4%)
minecraft.used.beacon: #8, 32(4%)
minecraft.picked_up.green_concrete_powder: #8, 200(5%)
minecraft.used.magenta_shulker_box: #8, 114(4%)
minecraft.used.stone_pickaxe: #8, 539(3%)
minecraft.picked_up.redstone_lamp: #8, 118(4%)
minecraft.used.white_terracotta: #8, 329(4%)
minecraft.picked_up.gray_carpet: #8, 354(4%)
minecraft.mined.magenta_shulker_box: #8, 114(4%)
minecraft.crafted.enchanting_table: #8, 2(4%)
minecraft.used.dark_oak_leaves: #8, 185(4%)
minecraft.picked_up.shulker_shell: #8, 744(5%)
minecraft.picked_up.magenta_shulker_box: #8, 113(4%)
minecraft.mined.yellow_concrete: #8, 660(4%)
minecraft.crafted.birch_sign: #8, 84(4%)
minecraft.crafted.leather_boots: #8, 31(4%)
minecraft.picked_up.light_gray_concrete_powder: #8, 922(3%)
minecraft.picked_up.cocoa_beans: #8, 1262(3%)
minecraft.crafted.acacia_planks: #8, 2080(3%)
minecraft.crafted.spruce_door: #8, 42(3%)
minecraft.used.cocoa_beans: #8, 622(3%)
minecraft.used.light_gray_stained_glass_pane: #8, 640(4%)
minecraft.used.gray_carpet: #8, 825(3%)
minecraft.dropped.oak_boat: #8, 10(3%)
minecraft.broken.stone_pickaxe: #8, 3(3%)
minecraft.mined.black_shulker_box: #8, 121(4%)
minecraft.picked_up.black_shulker_box: #8, 122(4%)
minecraft.mined.red_mushroom: #8, 30(4%)
minecraft.used.black_shulker_box: #8, 121(4%)
minecraft.dropped.stone_slab: #8, 87(4%)
minecraft.dropped.acacia_planks: #8, 18(4%)
minecraft.picked_up.cobweb: #8, 346(3%)
minecraft.picked_up.birch_sign: #8, 29(3%)
minecraft.picked_up.poisonous_potato: #8, 32(3%)
minecraft.used.green_concrete_powder: #8, 1168(4%)
minecraft.crafted.birch_fence: #8, 75(3%)
minecraft.picked_up.shears: #8, 21(3%)
minecraft.picked_up.jungle_leaves: #8, 605(3%)
minecraft.crafted.green_concrete_powder: #8, 1176(3%)
minecraft.picked_up.brown_shulker_box: #8, 181(3%)
minecraft.picked_up.cut_sandstone: #8, 95(3%)
minecraft.used.brown_shulker_box: #8, 180(3%)
minecraft.dropped.spruce_door: #8, 5(4%)
minecraft.mined.brown_shulker_box: #8, 180(3%)
minecraft.picked_up.end_stone: #8, 750(3%)
minecraft.picked_up.poppy: #8, 1214(2%)
minecraft.used.polished_diorite: #8, 570(3%)
minecraft.crafted.light_gray_shulker_box: #8, 8(3%)
minecraft.dropped.stripped_dark_oak_log: #8, 9(4%)
minecraft.used.yellow_concrete: #8, 435(3%)
minecraft.crafted.light_blue_stained_glass_pane: #8, 160(3%)
minecraft.used.gray_concrete_powder: #8, 3307(3%)
minecraft.mined.black_wall_banner: #8, 6(6%)
minecraft.dropped.wooden_pickaxe: #8, 2(4%)
minecraft.dropped.grass_block: #8, 859(2%)
minecraft.picked_up.light_blue_dye: #8, 40(4%)
minecraft.dropped.iron_ore: #8, 400(2%)
minecraft.picked_up.black_wool: #8, 133(2%)
minecraft.mined.glass_pane: #8, 58(2%)
minecraft.crafted.yellow_concrete_powder: #8, 712(3%)
minecraft.dropped.iron_hoe: #8, 1(5%)
minecraft.crafted.leather_helmet: #8, 5(3%)
minecraft.custom.damage_blocked_by_shield: #8, 2965(2%)
minecraft.crafted.acacia_boat: #8, 3(4%)
minecraft.dropped.spruce_sapling: #8, 40(3%)
minecraft.picked_up.sea_pickle: #8, 304(3%)
minecraft.mined.light_blue_terracotta: #8, 69(3%)
minecraft.picked_up.orange_stained_glass: #8, 72(3%)
minecraft.used.yellow_concrete_powder: #8, 635(3%)
minecraft.picked_up.blue_concrete: #8, 197(2%)
minecraft.dropped.armor_stand: #8, 5(2%)
minecraft.crafted.pink_bed: #8, 2(4%)
minecraft.dropped.gold_nugget: #8, 238(2%)
minecraft.mined.carved_pumpkin: #8, 195(2%)
minecraft.dropped.milk_bucket: #8, 1(4%)
minecraft.picked_up.yellow_terracotta: #8, 586(2%)
minecraft.dropped.poisonous_potato: #8, 8(2%)
minecraft.crafted.orange_shulker_box: #8, 6(2%)
minecraft.mined.blue_concrete: #8, 196(2%)
minecraft.used.grindstone: #8, 18(2%)
minecraft.used.orange_stained_glass: #8, 52(2%)
minecraft.used.chorus_fruit: #8, 6(2%)
minecraft.picked_up.gray_stained_glass: #8, 118(2%)
minecraft.used.anvil: #9, 89(5%)
minecraft.custom.minecart_one_cm: #8, 3469127(1%)
minecraft.dropped.dark_oak_fence: #8, 11(2%)
minecraft.mined.jungle_leaves: #8, 306(1%)
minecraft.picked_up.conduit: #8, 2(2%)
minecraft.picked_up.blast_furnace: #8, 8(2%)
minecraft.dropped.quartz_pillar: #8, 9(2%)
minecraft.picked_up.gunpowder: #9, 1230(5%)
minecraft.dropped.stripped_birch_log: #8, 4(2%)
minecraft.mined.blue_orchid: #8, 20(2%)
minecraft.dropped.light_gray_shulker_box: #8, 1(2%)
minecraft.crafted.cyan_banner: #8, 2(2%)
minecraft.mined.quartz_stairs: #9, 500(6%)
minecraft.crafted.jack_o_lantern: #8, 80(1%)
minecraft.dropped.lime_wool: #8, 9(2%)
minecraft.mined.blue_bed: #8, 5(2%)
minecraft.killed_by.ravager: #8, 4(2%)
minecraft.used.bubble_coral_fan: #8, 12(1%)
minecraft.picked_up.andesite_stairs: #8, 4(2%)
minecraft.mined.andesite_slab: #8, 12(2%)
minecraft.dropped.ender_pearl: #8, 180(1%)
minecraft.crafted.black_terracotta: #8, 256(1%)
minecraft.used.fire_coral_block: #8, 40(1%)
minecraft.picked_up.andesite_slab: #8, 9(1%)
minecraft.used.iron_ore: #8, 24(1%)
minecraft.picked_up.orange_bed: #8, 1(1%)
minecraft.mined.gray_bed: #8, 4(1%)
minecraft.crafted.yellow_stained_glass_pane: #8, 32(1%)
minecraft.dropped.dirt: #9, 4995(4%)
minecraft.mined.acacia_trapdoor: #8, 10(1%)
minecraft.mined.birch_fence: #8, 7(1%)
minecraft.picked_up.mycelium: #8, 235(1%)
minecraft.mined.pink_bed: #8, 2(1%)
minecraft.mined.dried_kelp_block: #8, 8(1%)
minecraft.dropped.nautilus_shell: #8, 2(1%)
minecraft.crafted.cyan_bed: #8, 1(1%)
minecraft.used.green_wool: #8, 11(1%)
minecraft.picked_up.gray_bed: #8, 4(1%)
minecraft.used.andesite_slab: #8, 75(1%)
minecraft.picked_up.pink_wool: #8, 48(1%)
minecraft.used.oak_wood: #8, 37(1%)
minecraft.used.dead_fire_coral_fan: #8, 2(1%)
minecraft.picked_up.tube_coral: #8, 4(1%)
minecraft.crafted.dark_prismarine: #8, 180(1%)
minecraft.crafted.blue_bed: #8, 1(1%)
minecraft.mined.dark_prismarine_stairs: #8, 13(1%)
minecraft.crafted.lime_wool: #8, 6(1%)
minecraft.crafted.andesite_stairs: #8, 8(1%)
minecraft.picked_up.smooth_quartz: #8, 122(1%)
minecraft.picked_up.green_dye: #8, 414(1%)
minecraft.dropped.light_blue_concrete: #8, 7(1%)
minecraft.picked_up.fire_coral_fan: #8, 26(1%)
minecraft.used.yellow_stained_glass_pane: #8, 15(1%)
minecraft.dropped.cyan_concrete: #8, 1(1%)
minecraft.dropped.red_carpet: #8, 2(1%)
minecraft.picked_up.dark_prismarine_stairs: #8, 13(1%)
minecraft.mined.acacia_sapling: #8, 3(1%)
minecraft.used.cyan_stained_glass: #8, 212(0%)
minecraft.mined.green_concrete_powder: #8, 8(0%)
minecraft.picked_up.magenta_carpet: #8, 2(0%)
minecraft.dropped.cyan_wool: #8, 2(0%)
minecraft.picked_up.gold_nugget: #8, 527(0%)
minecraft.dropped.nether_brick_stairs: #8, 1(0%)
minecraft.mined.tube_coral_wall_fan: #8, 4(0%)
minecraft.dropped.spectral_arrow: #8, 1(0%)
minecraft.used.red_nether_bricks: #8, 12(0%)
minecraft.picked_up.dead_brain_coral_block: #8, 2(0%)
minecraft.mined.horn_coral_wall_fan: #8, 4(0%)
minecraft.picked_up.dead_tube_coral_fan: #8, 1(0%)
minecraft.picked_up.blue_concrete_powder: #8, 7(0%)
minecraft.dropped.chiseled_stone_bricks: #8, 2(0%)
minecraft.dropped.dried_kelp_block: #8, 1(0%)
minecraft.used.stripped_acacia_log: #8, 2(0%)
minecraft.picked_up.oak_stairs: #9, 239(5%)
minecraft.mined.iron_ore: #9, 4657(4%)
minecraft.used.minecart: #9, 171(5%)
minecraft.used.cobblestone: #9, 10823(3%)
minecraft.mined.dark_oak_leaves: #9, 645(4%)
minecraft.crafted.white_stained_glass: #9, 6776(5%)
minecraft.used.baked_potato: #9, 696(4%)
minecraft.dropped.dark_oak_planks: #9, 121(5%)
minecraft.used.bow: #9, 2304(3%)
minecraft.used.birch_sign: #9, 81(4%)
minecraft.picked_up.egg: #9, 579(3%)
minecraft.broken.diamond_pickaxe: #9, 4(4%)
minecraft.dropped.diorite: #9, 2625(3%)
minecraft.picked_up.oak_trapdoor: #9, 122(3%)
minecraft.crafted.spruce_fence: #9, 705(4%)
minecraft.picked_up.birch_trapdoor: #9, 42(4%)
minecraft.dropped.stone: #9, 14651(3%)
minecraft.picked_up.brewing_stand: #9, 18(4%)
minecraft.crafted.spruce_trapdoor: #9, 758(3%)
minecraft.mined.brown_mushroom: #9, 52(4%)
minecraft.mined.redstone_lamp: #9, 62(4%)
minecraft.mined.dark_oak_planks: #9, 314(3%)
minecraft.used.spruce_log: #9, 1081(3%)
minecraft.mined.tripwire: #9, 85(3%)
minecraft.used.oak_sapling: #9, 608(2%)
minecraft.used.brewing_stand: #9, 18(3%)
minecraft.dropped.dark_oak_boat: #9, 3(5%)
minecraft.picked_up.white_stained_glass_pane: #9, 297(3%)
minecraft.used.white_wool: #9, 200(3%)
minecraft.crafted.fishing_rod: #9, 8(3%)
minecraft.picked_up.yellow_concrete: #9, 621(4%)
minecraft.used.glowstone: #9, 370(3%)
minecraft.used.stone_stairs: #9, 155(4%)
minecraft.crafted.diamond_hoe: #9, 3(5%)
minecraft.picked_up.lead: #9, 60(3%)
minecraft.picked_up.white_concrete: #9, 7293(2%)
minecraft.crafted.lead: #9, 16(3%)
minecraft.crafted.blue_shulker_box: #9, 3(3%)
minecraft.mined.stone_brick_wall: #9, 53(4%)
minecraft.dropped.diamond_chestplate: #9, 2(4%)
minecraft.dropped.spruce_boat: #9, 6(3%)
minecraft.used.red_wool: #9, 126(3%)
minecraft.mined.cauldron: #9, 15(3%)
minecraft.mined.cut_sandstone: #9, 80(3%)
minecraft.used.activator_rail: #9, 18(3%)
minecraft.used.purple_stained_glass: #9, 118(3%)
minecraft.used.golden_apple: #9, 6(3%)
minecraft.picked_up.gray_shulker_box: #9, 98(2%)
minecraft.crafted.gray_concrete_powder: #9, 2936(2%)
minecraft.picked_up.cauldron: #9, 16(3%)
minecraft.dropped.oak_slab: #9, 36(3%)
minecraft.crafted.black_dye: #9, 648(2%)
minecraft.mined.gray_shulker_box: #9, 93(2%)
minecraft.used.gray_shulker_box: #9, 99(2%)
minecraft.picked_up.gray_concrete: #9, 1959(2%)
minecraft.crafted.gray_carpet: #9, 480(2%)
minecraft.mined.white_concrete_powder: #9, 140(2%)
minecraft.picked_up.iron_nugget: #9, 59(2%)
minecraft.mined.stripped_dark_oak_log: #9, 114(2%)
minecraft.dropped.oak_door: #9, 3(3%)
minecraft.crafted.sugar: #9, 137(2%)
minecraft.picked_up.light_blue_terracotta: #9, 68(2%)
minecraft.mined.gray_concrete: #9, 1796(2%)
minecraft.picked_up.jungle_planks: #9, 46(2%)
minecraft.used.gray_concrete: #9, 1624(2%)
minecraft.used.tube_coral_fan: #9, 20(2%)
minecraft.crafted.observer: #9, 283(2%)
minecraft.picked_up.carved_pumpkin: #9, 209(2%)
minecraft.used.tube_coral_block: #9, 66(2%)
minecraft.used.cod: #9, 14(2%)
minecraft.used.light_blue_stained_glass: #9, 764(2%)
minecraft.picked_up.dark_oak_leaves: #9, 167(2%)
minecraft.mined.cyan_carpet: #9, 6(2%)
minecraft.crafted.stone_stairs: #9, 176(2%)
minecraft.picked_up.gray_stained_glass_pane: #9, 58(2%)
minecraft.mined.spruce_pressure_plate: #9, 3(2%)
minecraft.dropped.cyan_terracotta: #9, 142(2%)
minecraft.crafted.brick: #9, 589(1%)
minecraft.picked_up.black_terracotta: #9, 86(2%)
minecraft.used.conduit: #9, 2(2%)
minecraft.picked_up.chorus_fruit: #9, 269(1%)
minecraft.crafted.red_banner: #9, 25(2%)
minecraft.dropped.carved_pumpkin: #9, 3(2%)
minecraft.dropped.red_dye: #9, 12(2%)
minecraft.crafted.iron_ingot: #10, 18032(5%)
minecraft.picked_up.slime_block: #9, 126(1%)
minecraft.picked_up.cyan_stained_glass_pane: #9, 11(2%)
minecraft.crafted.comparator: #9, 88(1%)
minecraft.mined.gray_stained_glass: #9, 37(1%)
minecraft.used.purpur_slab: #9, 6(2%)
minecraft.used.fire_coral_fan: #9, 14(2%)
minecraft.crafted.blue_wool: #9, 64(2%)
minecraft.crafted.heavy_weighted_pressure_plate: #9, 7(1%)
minecraft.used.purple_stained_glass_pane: #9, 26(1%)
minecraft.used.orange_stained_glass_pane: #9, 54(1%)
minecraft.used.blue_bed: #9, 5(1%)
minecraft.picked_up.nether_wart: #9, 731(1%)
minecraft.mined.bamboo: #9, 53(1%)
minecraft.mined.light_blue_stained_glass: #9, 132(1%)
minecraft.crafted.purple_stained_glass_pane: #9, 32(1%)
minecraft.crafted.slime_ball: #9, 234(1%)
minecraft.picked_up.crossbow: #9, 8(1%)
minecraft.crafted.scaffolding: #9, 300(1%)
minecraft.picked_up.purple_stained_glass: #9, 73(1%)
minecraft.mined.light_blue_concrete_powder: #9, 10(1%)
minecraft.used.green_concrete: #9, 106(1%)
minecraft.used.dark_oak_pressure_plate: #9, 4(1%)
minecraft.used.pink_bed: #9, 3(2%)
minecraft.picked_up.gray_concrete_powder: #9, 382(1%)
minecraft.picked_up.cyan_dye: #9, 20(1%)
minecraft.used.rail: #10, 4167(5%)
minecraft.used.bubble_coral: #9, 2(1%)
minecraft.picked_up.light_gray_glazed_terracotta: #9, 38(1%)
minecraft.dropped.poppy: #9, 408(1%)
minecraft.crafted.orange_stained_glass_pane: #9, 48(1%)
minecraft.mined.chorus_plant: #9, 15(1%)
minecraft.picked_up.jukebox: #9, 2(1%)
minecraft.dropped.light_blue_stained_glass: #9, 4(1%)
minecraft.dropped.black_wool: #9, 3(1%)
minecraft.picked_up.emerald_ore: #9, 3(1%)
minecraft.dropped.yellow_wool: #9, 5(1%)
minecraft.crafted.cyan_stained_glass: #9, 492(1%)
minecraft.dropped.red_terracotta: #9, 23(1%)
minecraft.used.peony: #9, 5(1%)
minecraft.picked_up.acacia_sapling: #9, 63(0%)
minecraft.crafted.smooth_quartz_stairs: #9, 24(1%)
minecraft.crafted.torch: #10, 9668(4%)
minecraft.crafted.nether_bricks: #9, 256(1%)
minecraft.picked_up.cyan_stained_glass: #9, 62(0%)
minecraft.picked_up.blue_wool: #9, 78(0%)
minecraft.mined.jukebox: #9, 1(1%)
minecraft.dropped.gray_wool: #9, 2(0%)
minecraft.used.pink_stained_glass_pane: #9, 3(0%)
minecraft.dropped.stone_stairs: #9, 3(0%)
minecraft.picked_up.fire_coral_block: #9, 26(0%)
minecraft.crafted.trapped_chest: #9, 1(1%)
minecraft.picked_up.stripped_jungle_log: #9, 8(0%)
minecraft.picked_up.brain_coral: #9, 2(0%)
minecraft.crafted.popped_chorus_fruit: #9, 14(0%)
minecraft.crafted.birch_wood: #9, 9(0%)
minecraft.mined.stripped_jungle_log: #9, 7(0%)
minecraft.dropped.light_gray_stained_glass_pane: #9, 8(0%)
minecraft.used.stripped_jungle_log: #9, 4(0%)
minecraft.mined.stripped_birch_wood: #9, 2(0%)
minecraft.picked_up.stripped_birch_wood: #9, 2(0%)
minecraft.dropped.birch_slab: #9, 2(0%)
minecraft.mined.acacia_fence: #9, 4(0%)
minecraft.used.birch_wood: #9, 6(0%)
minecraft.dropped.birch_stairs: #9, 1(0%)
minecraft.crafted.light_blue_carpet: #9, 3(0%)
minecraft.dropped.gray_concrete: #9, 3(0%)
minecraft.dropped.acacia_leaves: #9, 1(0%)
minecraft.picked_up.bubble_coral: #9, 1(0%)
minecraft.used.birch_button: #9, 12(0%)
minecraft.mined.brown_wool: #9, 1(0%)
minecraft.used.brown_wool: #9, 2(0%)
minecraft.mined.mycelium: #9, 38(0%)
minecraft.mined.bubble_coral: #9, 1(0%)
minecraft.used.dark_prismarine_stairs: #9, 9(0%)
minecraft.mined.tube_coral: #9, 1(0%)
minecraft.used.magenta_stained_glass: #9, 4(0%)
minecraft.used.green_stained_glass: #9, 4(0%)
minecraft.picked_up.light_blue_carpet: #9, 1(0%)
minecraft.mined.red_nether_bricks: #9, 1(0%)
minecraft.dropped.sea_pickle: #9, 3(0%)
minecraft.dropped.black_terracotta: #9, 1(0%)
minecraft.picked_up.brain_coral_fan: #9, 1(0%)
minecraft.used.pumpkin_pie: #9, 1(0%)
minecraft.custom.walk_on_water_one_cm: #11, 7747119(4%)
minecraft.crafted.iron_pickaxe: #10, 23(4%)
minecraft.mined.cobblestone: #10, 3953(4%)
minecraft.picked_up.dark_oak_planks: #10, 619(4%)
minecraft.mined.quartz_block: #10, 294(4%)
minecraft.used.iron_pickaxe: #10, 3548(4%)
minecraft.killed.creeper: #10, 277(3%)
minecraft.picked_up.golden_helmet: #10, 13(4%)
minecraft.dropped.wheat_seeds: #10, 1953(3%)
minecraft.crafted.spruce_planks: #10, 13876(3%)
minecraft.broken.iron_pickaxe: #10, 12(4%)
minecraft.custom.interact_with_beacon: #10, 53(4%)
minecraft.picked_up.leather_boots: #10, 19(4%)
minecraft.picked_up.spruce_sign: #10, 34(4%)
minecraft.dropped.torch: #10, 403(3%)
minecraft.crafted.paper: #10, 21694(3%)
minecraft.picked_up.grass: #10, 98(4%)
minecraft.dropped.golden_chestplate: #10, 10(4%)
minecraft.mined.lever: #10, 70(3%)
minecraft.crafted.coal_block: #10, 890(3%)
minecraft.used.grass_block: #10, 8532(3%)
minecraft.crafted.iron_axe: #10, 8(3%)
minecraft.mined.shulker_box: #10, 1063(3%)
minecraft.custom.damage_resisted: #10, 13858(3%)
minecraft.crafted.diamond_block: #10, 271(3%)
minecraft.dropped.scaffolding: #10, 122(4%)
minecraft.custom.inspect_dispenser: #10, 533(3%)
minecraft.dropped.diamond_leggings: #10, 4(4%)
minecraft.picked_up.trident: #10, 24(3%)
minecraft.picked_up.detector_rail: #10, 19(3%)
minecraft.picked_up.gold_ore: #10, 693(2%)
minecraft.mined.potatoes: #10, 531(2%)
minecraft.dropped.rail: #10, 117(3%)
minecraft.picked_up.rail: #10, 1580(3%)
minecraft.used.ender_chest: #10, 391(3%)
minecraft.picked_up.saddle: #10, 8(3%)
minecraft.mined.snow_block: #10, 308(3%)
minecraft.dropped.oak_sapling: #10, 102(2%)
minecraft.crafted.white_dye: #10, 1855(2%)
minecraft.mined.white_concrete: #10, 8327(2%)
minecraft.custom.player_kills: #10, 2(3%)
minecraft.picked_up.iron_hoe: #10, 1(4%)
minecraft.mined.diamond_ore: #10, 510(2%)
minecraft.picked_up.pumpkin_seeds: #10, 744(2%)
minecraft.picked_up.potion: #10, 46(2%)
minecraft.used.white_concrete: #10, 6939(2%)
minecraft.used.flint_and_steel: #10, 101(2%)
minecraft.mined.end_stone_bricks: #10, 157(2%)
minecraft.dropped.chicken: #10, 31(2%)
minecraft.picked_up.sponge: #10, 41(3%)
minecraft.picked_up.stripped_dark_oak_log: #10, 120(2%)
minecraft.mined.yellow_carpet: #10, 13(2%)
minecraft.used.yellow_carpet: #10, 85(2%)
minecraft.mined.white_wool: #10, 44(2%)
minecraft.used.jungle_planks: #10, 84(3%)
minecraft.mined.dragon_wall_head: #10, 4(3%)
minecraft.used.grass: #10, 40(3%)
minecraft.crafted.shulker_box: #10, 102(2%)
minecraft.dropped.furnace: #10, 9(2%)
minecraft.crafted.stone_shovel: #10, 7(1%)
minecraft.used.pumpkin: #10, 214(2%)
minecraft.crafted.black_shulker_box: #10, 3(2%)
minecraft.crafted.golden_apple: #10, 21(2%)
minecraft.crafted.blaze_powder: #10, 116(1%)
minecraft.mined.diamond_block: #10, 48(1%)
minecraft.dropped.cake: #10, 2(2%)
minecraft.picked_up.wither_skeleton_skull: #10, 9(2%)
minecraft.mined.jungle_planks: #10, 21(2%)
minecraft.dropped.apple: #10, 22(2%)
minecraft.used.yellow_bed: #10, 11(2%)
minecraft.crafted.pink_shulker_box: #10, 2(2%)
minecraft.dropped.kelp: #10, 1068(1%)
minecraft.picked_up.grindstone: #10, 11(2%)
minecraft.dropped.brown_mushroom: #10, 15(1%)
minecraft.mined.grindstone: #10, 8(2%)
minecraft.crafted.brewing_stand: #10, 7(1%)
minecraft.crafted.yellow_carpet: #10, 78(2%)
minecraft.used.bubble_coral_block: #10, 24(2%)
minecraft.used.birch_sapling: #10, 123(1%)
minecraft.picked_up.cooked_mutton: #10, 24(1%)
minecraft.picked_up.light_gray_stained_glass: #10, 94(1%)
minecraft.crafted.wooden_pickaxe: #10, 2(1%)
minecraft.used.bamboo: #10, 121(1%)
minecraft.dropped.light_blue_shulker_box: #10, 1(2%)
minecraft.mined.slime_block: #10, 91(1%)
minecraft.crafted.light_blue_bed: #10, 1(2%)
minecraft.mined.lime_wool: #10, 7(1%)
minecraft.crafted.spruce_button: #10, 12(1%)
minecraft.mined.magenta_stained_glass: #10, 7(1%)
minecraft.dropped.spruce_pressure_plate: #10, 1(2%)
minecraft.killed.vex: #10, 6(1%)
minecraft.used.oak_pressure_plate: #10, 4(1%)
minecraft.used.lime_stained_glass_pane: #10, 50(1%)
minecraft.dropped.terracotta: #10, 32(1%)
minecraft.used.black_wool: #10, 79(1%)
minecraft.mined.red_wall_banner: #10, 3(1%)
minecraft.dropped.porkchop: #10, 3(1%)
minecraft.dropped.pufferfish: #10, 12(1%)
minecraft.used.andesite_wall: #10, 30(1%)
minecraft.crafted.andesite_wall: #10, 36(1%)
minecraft.mined.light_gray_stained_glass: #10, 35(1%)
minecraft.mined.nether_wart: #10, 98(1%)
minecraft.mined.black_terracotta: #10, 27(1%)
minecraft.dropped.mossy_cobblestone: #10, 4(1%)
minecraft.dropped.coarse_dirt: #10, 11(1%)
minecraft.crafted.lime_stained_glass: #10, 128(1%)
minecraft.dropped.fishing_rod: #10, 3(1%)
minecraft.crafted.dried_kelp_block: #10, 2216(0%)
minecraft.dropped.dark_oak_trapdoor: #10, 2(1%)
minecraft.crafted.firework_star: #10, 94(1%)
minecraft.used.lectern: #10, 25(0%)
minecraft.dropped.dark_oak_slab: #10, 9(1%)
minecraft.crafted.light_blue_shulker_box: #10, 2(0%)
minecraft.dropped.red_concrete: #10, 3(1%)
minecraft.crafted.cooked_porkchop: #10, 16(0%)
minecraft.picked_up.magenta_stained_glass: #10, 6(0%)
minecraft.used.nether_wart: #10, 200(0%)
minecraft.used.andesite_stairs: #10, 4(1%)
minecraft.mined.blue_terracotta: #10, 7(0%)
minecraft.dropped.red_stained_glass: #10, 2(1%)
minecraft.used.acacia_sapling: #10, 29(0%)
minecraft.picked_up.quartz_stairs: #11, 571(5%)
minecraft.picked_up.acacia_fence: #10, 4(0%)
minecraft.used.smooth_quartz_stairs: #10, 14(0%)
minecraft.dropped.light_gray_carpet: #10, 7(0%)
minecraft.used.black_bed: #10, 1(0%)
minecraft.crafted.birch_button: #10, 14(0%)
minecraft.dropped.podzol: #10, 1(0%)
minecraft.picked_up.fire_coral: #10, 1(0%)
minecraft.dropped.nether_wart: #10, 3(0%)
minecraft.dropped.cooked_salmon: #10, 1(0%)
minecraft.mined.light_blue_glazed_terracotta: #10, 3(0%)
minecraft.used.nether_brick_fence: #10, 1(0%)
minecraft.used.glass: #11, 4748(4%)
minecraft.dropped.light_gray_stained_glass: #10, 1(0%)
minecraft.dropped.cyan_stained_glass: #10, 1(0%)
minecraft.picked_up.iron_sword: #11, 10(4%)
minecraft.used.light_blue_carpet: #10, 1(0%)
minecraft.picked_up.bubble_coral_fan: #10, 2(0%)
minecraft.mined.brain_coral_block: #10, 3(0%)
minecraft.custom.interact_with_furnace: #11, 2985(4%)
minecraft.crafted.melon_seeds: #10, 1(0%)
minecraft.picked_up.iron_pickaxe: #11, 10(4%)
minecraft.picked_up.leather_leggings: #11, 18(4%)
minecraft.picked_up.wheat: #11, 2911(4%)
minecraft.picked_up.firework_rocket: #11, 3842(4%)
minecraft.crafted.oak_boat: #11, 17(4%)
minecraft.crafted.powered_rail: #11, 1164(4%)
minecraft.mined.piston_head: #11, 12(5%)
minecraft.broken.iron_shovel: #11, 5(4%)
minecraft.custom.walk_under_water_one_cm: #12, 18187062(4%)
minecraft.picked_up.coal: #11, 11587(3%)
