stat, rank, value, (percentage) 
minecraft.used.spruce_sign: #8, 90(5%)
minecraft.picked_up.powered_rail: #8, 981(5%)
minecraft.dropped.coal: #8, 411(4%)
minecraft.mined.barrel: #8, 59(5%)
minecraft.picked_up.furnace: #8, 173(4%)
minecraft.crafted.white_stained_glass: #8, 6952(5%)
minecraft.used.diamond_axe: #8, 38060(3%)
minecraft.picked_up.damaged_anvil: #8, 13(5%)
minecraft.crafted.ender_chest: #8, 21(5%)
minecraft.custom.damage_absorbed: #8, 308(5%)
minecraft.dropped.leather_helmet: #8, 10(4%)
minecraft.broken.iron_pickaxe: #8, 13(4%)
minecraft.used.shears: #8, 9127(4%)
minecraft.crafted.note_block: #8, 111(4%)
minecraft.used.cobblestone_slab: #8, 1317(4%)
minecraft.picked_up.barrel: #8, 77(4%)
minecraft.used.light_gray_carpet: #8, 809(4%)
minecraft.used.enchanting_table: #8, 5(4%)
minecraft.picked_up.yellow_concrete: #8, 826(5%)
minecraft.dropped.cobblestone_wall: #8, 65(5%)
minecraft.mined.observer: #8, 336(4%)
minecraft.crafted.cobblestone_wall: #8, 684(3%)
minecraft.picked_up.dark_oak_boat: #8, 42(3%)
minecraft.picked_up.hopper: #8, 475(4%)
minecraft.mined.white_stained_glass: #8, 796(4%)
minecraft.used.wooden_hoe: #8, 56(6%)
minecraft.mined.furnace: #8, 139(3%)
minecraft.mined.dispenser: #8, 67(4%)
minecraft.crafted.spruce_boat: #8, 13(4%)
minecraft.dropped.leather_chestplate: #8, 9(4%)
minecraft.used.cyan_concrete_powder: #8, 256(5%)
minecraft.picked_up.gold_ore: #8, 867(3%)
minecraft.used.loom: #8, 10(4%)
minecraft.used.dark_oak_boat: #8, 41(3%)
minecraft.mined.potatoes: #8, 647(3%)
minecraft.dropped.white_carpet: #8, 26(4%)
minecraft.crafted.lime_stained_glass_pane: #8, 320(5%)
minecraft.used.orange_concrete: #8, 369(5%)
minecraft.mined.hopper: #8, 364(3%)
minecraft.picked_up.tropical_fish: #8, 17(3%)
minecraft.crafted.red_concrete_powder: #8, 864(4%)
minecraft.used.emerald_block: #8, 152(4%)
minecraft.picked_up.sandstone_slab: #8, 385(3%)
minecraft.killed.shulker: #8, 285(5%)
minecraft.picked_up.red_mushroom: #8, 97(3%)
minecraft.picked_up.chainmail_helmet: #8, 4(4%)
minecraft.picked_up.birch_pressure_plate: #8, 8(4%)
minecraft.dropped.dark_oak_boat: #8, 3(5%)
minecraft.used.red_concrete_powder: #8, 739(4%)
minecraft.mined.dark_oak_wall_sign: #8, 6(4%)
minecraft.mined.cyan_wool: #8, 22(5%)
minecraft.crafted.stone_axe: #8, 6(3%)
minecraft.picked_up.stone_button: #8, 249(3%)
minecraft.picked_up.lapis_ore: #8, 199(3%)
minecraft.used.cactus: #8, 80(3%)
minecraft.mined.spruce_leaves: #8, 2498(2%)
minecraft.mined.oak_button: #8, 8(3%)
minecraft.picked_up.red_concrete_powder: #8, 168(4%)
minecraft.dropped.snow_block: #8, 69(4%)
minecraft.crafted.smooth_stone: #8, 1161(3%)
minecraft.mined.oak_fence_gate: #8, 22(3%)
minecraft.crafted.cyan_carpet: #8, 33(4%)
minecraft.mined.diamond_ore: #8, 577(2%)
minecraft.picked_up.spruce_leaves: #8, 2085(2%)
minecraft.crafted.blue_concrete_powder: #8, 369(3%)
minecraft.used.lime_stained_glass_pane: #8, 172(3%)
minecraft.dropped.redstone_torch: #8, 39(3%)
minecraft.mined.yellow_wool: #8, 50(3%)
minecraft.used.birch_pressure_plate: #8, 12(3%)
minecraft.used.pink_concrete_powder: #8, 78(3%)
minecraft.mined.brown_carpet: #8, 26(3%)
minecraft.used.orange_terracotta: #8, 455(2%)
minecraft.mined.lime_stained_glass_pane: #8, 18(3%)
minecraft.picked_up.ice: #8, 2181(2%)
minecraft.picked_up.cooked_salmon: #8, 34(3%)
minecraft.crafted.birch_planks: #9, 8102(5%)
minecraft.mined.white_tulip: #8, 19(2%)
minecraft.used.polished_andesite_stairs: #8, 147(3%)
minecraft.mined.blue_wool: #8, 40(2%)
minecraft.mined.lime_carpet: #8, 13(3%)
minecraft.dropped.green_dye: #8, 1016(2%)
minecraft.mined.light_blue_wool: #8, 29(3%)
minecraft.used.pumpkin: #8, 237(2%)
minecraft.picked_up.smooth_stone: #8, 519(2%)
minecraft.picked_up.jungle_log: #8, 852(1%)
minecraft.used.andesite_stairs: #8, 21(3%)
minecraft.dropped.apple: #8, 26(2%)
minecraft.picked_up.lime_carpet: #8, 21(2%)
minecraft.picked_up.light_blue_stained_glass_pane: #8, 17(2%)
minecraft.dropped.oak_stairs: #8, 8(3%)
minecraft.used.salmon: #8, 3(3%)
minecraft.picked_up.leather_leggings: #9, 24(5%)
minecraft.mined.jungle_log: #8, 759(1%)
minecraft.used.smooth_quartz_slab: #8, 333(2%)
minecraft.picked_up.red_bed: #8, 9(2%)
minecraft.crafted.spruce_fence_gate: #8, 98(2%)
minecraft.used.spruce_leaves: #8, 709(1%)
minecraft.used.red_bed: #8, 10(1%)
minecraft.crafted.oak_boat: #9, 24(5%)
minecraft.picked_up.green_carpet: #8, 10(2%)
minecraft.crafted.emerald_block: #8, 386(1%)
minecraft.used.conduit: #8, 2(2%)
minecraft.dropped.splash_potion: #8, 2(2%)
minecraft.picked_up.polished_andesite_slab: #8, 70(2%)
minecraft.used.oak_log: #9, 1583(5%)
minecraft.dropped.stone_axe: #8, 2(2%)
minecraft.mined.polished_andesite_slab: #8, 44(2%)
minecraft.used.cooked_salmon: #8, 52(2%)
minecraft.used.dark_oak_fence_gate: #8, 29(1%)
minecraft.mined.heavy_weighted_pressure_plate: #8, 3(2%)
minecraft.picked_up.spruce_fence: #9, 492(6%)
minecraft.used.lime_concrete: #8, 169(2%)
minecraft.used.nether_brick_fence: #8, 18(2%)
minecraft.crafted.dark_oak_pressure_plate: #8, 6(2%)
minecraft.mined.gray_stained_glass: #8, 39(1%)
minecraft.used.black_wool: #8, 127(1%)
minecraft.used.brown_mushroom: #8, 16(2%)
minecraft.used.orange_bed: #8, 2(2%)
minecraft.picked_up.feather: #9, 663(5%)
minecraft.dropped.glowstone: #8, 24(1%)
minecraft.used.dark_prismarine: #8, 243(1%)
minecraft.picked_up.birch_fence: #8, 12(1%)
minecraft.picked_up.blue_bed: #8, 5(2%)
minecraft.used.spruce_stairs: #9, 1124(5%)
minecraft.killed.wither_skeleton: #8, 300(1%)
minecraft.picked_up.dried_kelp_block: #8, 600(1%)
minecraft.crafted.orange_bed: #8, 1(2%)
minecraft.mined.red_stained_glass: #8, 35(1%)
minecraft.used.blue_bed: #8, 5(1%)
minecraft.used.barrel: #9, 207(5%)
minecraft.used.smooth_sandstone_slab: #8, 67(1%)
minecraft.crafted.yellow_shulker_box: #8, 8(1%)
minecraft.used.suspicious_stew: #8, 1(2%)
minecraft.used.pink_carpet: #8, 12(1%)
minecraft.crafted.andesite_wall: #8, 48(1%)
minecraft.dropped.golden_sword: #8, 7(1%)
minecraft.picked_up.light_blue_banner: #8, 2(1%)
minecraft.used.andesite_wall: #8, 39(1%)
minecraft.picked_up.iron_bars: #9, 733(5%)
minecraft.dropped.smooth_sandstone: #8, 31(1%)
minecraft.mined.blue_terracotta: #8, 15(1%)
minecraft.dropped.poppy: #8, 447(1%)
minecraft.picked_up.lily_of_the_valley: #8, 2(1%)
minecraft.mined.dark_oak_trapdoor: #9, 112(5%)
minecraft.used.blue_terracotta: #8, 68(1%)
minecraft.mined.green_terracotta: #8, 70(1%)
minecraft.picked_up.green_stained_glass_pane: #8, 6(1%)
minecraft.used.brick_stairs: #8, 42(1%)
minecraft.crafted.birch_button: #8, 68(1%)
minecraft.mined.cake: #8, 2(1%)
minecraft.picked_up.green_terracotta: #8, 74(1%)
minecraft.used.birch_fence_gate: #8, 8(1%)
minecraft.dropped.birch_slab: #8, 6(1%)
minecraft.used.brown_terracotta: #8, 137(1%)
minecraft.used.pink_tulip: #8, 1(1%)
minecraft.dropped.flower_pot: #8, 2(1%)
minecraft.mined.lily_of_the_valley: #8, 1(1%)
minecraft.killed.iron_golem: #8, 1(1%)
minecraft.crafted.smooth_sandstone_slab: #8, 66(1%)
minecraft.picked_up.lectern: #8, 29(1%)
minecraft.crafted.andesite_slab: #8, 84(1%)
minecraft.mined.lectern: #8, 27(0%)
minecraft.used.purple_wool: #8, 23(1%)
minecraft.picked_up.cake: #8, 1(1%)
minecraft.dropped.prismarine: #8, 16(1%)
minecraft.picked_up.golden_leggings: #9, 17(5%)
minecraft.mined.light_gray_bed: #8, 1(1%)
minecraft.dropped.cooked_cod: #8, 106(1%)
minecraft.dropped.sweet_berries: #8, 48(1%)
minecraft.dropped.lime_carpet: #8, 1(1%)
minecraft.picked_up.sunflower: #8, 43(0%)
minecraft.mined.red_glazed_terracotta: #8, 3(1%)
minecraft.used.black_terracotta: #8, 80(0%)
minecraft.dropped.iron_axe: #8, 4(0%)
minecraft.mined.light_blue_carpet: #8, 2(1%)
minecraft.dropped.gray_wool: #8, 2(0%)
minecraft.dropped.barrel: #8, 1(1%)
minecraft.dropped.yellow_carpet: #8, 3(1%)
minecraft.used.black_bed: #8, 2(1%)
minecraft.dropped.red_tulip: #8, 2(0%)
minecraft.mined.purple_terracotta: #8, 4(0%)
minecraft.crafted.dark_prismarine_stairs: #8, 20(0%)
minecraft.used.dark_prismarine_stairs: #8, 21(0%)
minecraft.crafted.sea_lantern: #8, 230(0%)
minecraft.crafted.baked_potato: #9, 656(5%)
minecraft.dropped.birch_stairs: #8, 1(0%)
minecraft.crafted.lime_terracotta: #8, 440(0%)
minecraft.picked_up.purple_terracotta: #8, 3(0%)
minecraft.picked_up.red_mushroom_block: #8, 46(0%)
minecraft.picked_up.stripped_oak_wood: #8, 2(0%)
minecraft.mined.stripped_oak_wood: #8, 2(0%)
minecraft.used.mycelium: #8, 13(0%)
minecraft.used.melon: #8, 6(0%)
minecraft.mined.brown_wool: #8, 1(0%)
minecraft.used.carrot_on_a_stick: #8, 9(0%)
minecraft.used.acacia_stairs: #8, 2(0%)
minecraft.dropped.black_terracotta: #8, 4(0%)
minecraft.picked_up.red_sand: #8, 72(0%)
minecraft.dropped.magenta_stained_glass: #8, 1(0%)
minecraft.dropped.lime_terracotta: #8, 2(0%)
minecraft.custom.inspect_dropper: #9, 749(4%)
minecraft.picked_up.nether_brick: #8, 33(0%)
minecraft.used.sandstone_wall: #8, 2(0%)
minecraft.used.iron_block: #9, 2931(4%)
minecraft.used.oak_boat: #9, 98(4%)
minecraft.crafted.oak_slab: #9, 1068(4%)
minecraft.picked_up.magma_block: #9, 1045(4%)
minecraft.dropped.gravel: #9, 1117(4%)
minecraft.used.furnace: #9, 299(4%)
minecraft.picked_up.observer: #9, 434(4%)
minecraft.picked_up.sticky_piston: #9, 267(4%)
minecraft.picked_up.leather_boots: #9, 20(4%)
minecraft.crafted.piston: #9, 700(4%)
minecraft.picked_up.black_concrete: #9, 2918(4%)
minecraft.custom.interact_with_beacon: #9, 55(4%)
minecraft.used.andesite: #9, 1728(3%)
minecraft.dropped.cobblestone: #9, 12604(3%)
minecraft.dropped.leather_leggings: #9, 12(4%)
minecraft.used.lime_concrete_powder: #9, 453(5%)
minecraft.crafted.iron_bars: #9, 1120(3%)
minecraft.mined.lever: #9, 75(4%)
minecraft.crafted.stone_slab: #9, 1146(3%)
minecraft.mined.beacon: #9, 22(4%)
minecraft.picked_up.dark_prismarine: #9, 269(5%)
minecraft.mined.grass_path: #9, 283(3%)
minecraft.picked_up.nautilus_shell: #9, 30(4%)
minecraft.picked_up.enchanted_book: #9, 35(3%)
minecraft.mined.damaged_anvil: #9, 10(4%)
minecraft.picked_up.apple: #9, 185(3%)
minecraft.picked_up.stripped_oak_log: #9, 153(3%)
minecraft.dropped.bone: #9, 625(3%)
minecraft.mined.beetroots: #9, 57(4%)
minecraft.mined.dark_prismarine: #9, 223(4%)
minecraft.used.beacon: #9, 29(4%)
minecraft.crafted.minecart: #9, 97(3%)
minecraft.mined.stone_slab: #9, 229(4%)
minecraft.dropped.scaffolding: #9, 130(4%)
minecraft.used.magenta_shulker_box: #9, 103(3%)
minecraft.picked_up.detector_rail: #9, 21(4%)
minecraft.dropped.iron_sword: #9, 6(4%)
minecraft.picked_up.shulker_shell: #9, 686(4%)
minecraft.dropped.oak_sapling: #9, 120(3%)
minecraft.used.nether_quartz_ore: #9, 1482(3%)
minecraft.crafted.lime_concrete_powder: #9, 448(4%)
minecraft.picked_up.salmon: #9, 208(3%)
minecraft.picked_up.redstone: #9, 12381(3%)
minecraft.dropped.lead: #9, 8(4%)
minecraft.picked_up.magenta_shulker_box: #9, 104(3%)
minecraft.used.gray_carpet: #9, 800(3%)
minecraft.crafted.stone_pickaxe: #9, 8(3%)
minecraft.dropped.rail: #9, 121(3%)
minecraft.dropped.minecart: #9, 15(3%)
minecraft.used.vine: #9, 88(3%)
minecraft.picked_up.prismarine_crystals: #9, 3042(3%)
minecraft.mined.rail: #9, 1104(3%)
minecraft.picked_up.purpur_slab: #9, 30(4%)
minecraft.mined.magenta_shulker_box: #9, 94(3%)
minecraft.killed.guardian: #9, 6338(3%)
minecraft.dropped.lapis_lazuli: #9, 102(3%)
minecraft.used.red_concrete: #9, 563(3%)
minecraft.picked_up.birch_log: #9, 1567(2%)
minecraft.crafted.wooden_hoe: #9, 2(4%)
minecraft.custom.interact_with_loom: #9, 16(3%)
minecraft.used.snowball: #9, 80(3%)
minecraft.dropped.cobblestone_slab: #9, 83(3%)
minecraft.custom.trigger_trapped_chest: #9, 75(2%)
minecraft.dropped.oak_trapdoor: #9, 12(3%)
minecraft.mined.chiseled_sandstone: #9, 6(4%)
minecraft.picked_up.diamond_ore: #9, 224(2%)
minecraft.dropped.netherrack: #9, 7024(2%)
minecraft.used.tripwire_hook: #9, 57(2%)
minecraft.picked_up.nether_quartz_ore: #9, 1500(3%)
minecraft.picked_up.prismarine_shard: #9, 7352(2%)
minecraft.picked_up.green_shulker_box: #9, 65(3%)
minecraft.mined.smooth_sandstone: #9, 321(3%)
minecraft.dropped.purpur_block: #9, 48(4%)
minecraft.used.green_shulker_box: #9, 62(3%)
minecraft.picked_up.spider_eye: #9, 227(2%)
minecraft.picked_up.acacia_boat: #9, 7(3%)
minecraft.crafted.sponge: #9, 312(3%)
minecraft.mined.green_shulker_box: #9, 58(2%)
minecraft.dropped.brown_mushroom: #9, 26(2%)
minecraft.crafted.birch_door: #9, 6(3%)
minecraft.picked_up.iron_axe: #9, 10(2%)
minecraft.mined.orange_tulip: #9, 21(2%)
minecraft.crafted.smooth_quartz: #9, 128(3%)
minecraft.picked_up.stripped_birch_log: #9, 173(2%)
minecraft.crafted.yellow_carpet: #9, 133(3%)
minecraft.picked_up.glass: #9, 4150(2%)
minecraft.used.oak_button: #9, 21(2%)
minecraft.used.jungle_sapling: #9, 90(2%)
minecraft.dropped.chainmail_leggings: #9, 3(2%)
minecraft.crafted.gray_stained_glass: #9, 1712(2%)
minecraft.used.diamond_ore: #9, 155(2%)
minecraft.mined.white_banner: #9, 4(2%)
minecraft.picked_up.iron_trapdoor: #9, 154(2%)
minecraft.dropped.mutton: #9, 12(3%)
minecraft.picked_up.dark_oak_door: #9, 6(2%)
minecraft.dropped.cooked_chicken: #9, 65(2%)
minecraft.dropped.leather: #9, 46(2%)
minecraft.dropped.glass_bottle: #9, 35(2%)
minecraft.dropped.jungle_boat: #9, 1(4%)
minecraft.mined.dark_oak_log: #9, 1791(1%)
minecraft.mined.smooth_stone: #9, 204(2%)
minecraft.used.chest_minecart: #9, 4(2%)
minecraft.used.stripped_birch_log: #9, 111(2%)
minecraft.picked_up.birch_leaves: #9, 291(2%)
minecraft.dropped.black_carpet: #9, 9(3%)
minecraft.used.chiseled_quartz_block: #9, 64(2%)
minecraft.mined.packed_ice: #9, 3970(1%)
minecraft.dropped.cake: #9, 2(2%)
minecraft.picked_up.blue_ice: #9, 264(2%)
minecraft.mined.jungle_leaves: #9, 305(1%)
minecraft.used.stone_shovel: #9, 328(1%)
minecraft.used.lime_wool: #9, 39(2%)
minecraft.crafted.pink_shulker_box: #9, 2(2%)
minecraft.picked_up.spruce_pressure_plate: #9, 6(2%)
minecraft.picked_up.jungle_leaves: #9, 254(1%)
minecraft.custom.interact_with_blast_furnace: #9, 8(2%)
minecraft.picked_up.heavy_weighted_pressure_plate: #9, 5(2%)
minecraft.picked_up.birch_fence_gate: #9, 6(2%)
minecraft.crafted.iron_block: #9, 1668(1%)
minecraft.crafted.dark_oak_boat: #9, 3(1%)
minecraft.mined.red_bed: #9, 8(1%)
minecraft.mined.spruce_sapling: #9, 10(1%)
minecraft.dropped.feather: #9, 108(1%)
minecraft.killed.vex: #9, 8(2%)
minecraft.broken.stone_shovel: #9, 2(1%)
minecraft.crafted.dried_kelp_block: #9, 4733(1%)
minecraft.used.orange_carpet: #9, 13(1%)
minecraft.crafted.birch_fence_gate: #9, 10(1%)
minecraft.used.seagrass: #9, 21(2%)
minecraft.mined.blue_ice: #9, 173(1%)
minecraft.crafted.birch_pressure_plate: #9, 5(1%)
minecraft.mined.nether_brick_stairs: #9, 26(1%)
minecraft.dropped.spruce_pressure_plate: #9, 1(2%)
minecraft.picked_up.lime_stained_glass: #9, 33(1%)
minecraft.dropped.glowstone_dust: #9, 8(1%)
minecraft.picked_up.brick_stairs: #9, 14(1%)
minecraft.used.ice: #9, 394(1%)
minecraft.dropped.glass_pane: #9, 4(1%)
minecraft.crafted.brick_stairs: #9, 48(1%)
minecraft.mined.conduit: #9, 1(1%)
minecraft.mined.black_terracotta: #9, 35(1%)
minecraft.used.light_gray_bed: #9, 2(1%)
minecraft.picked_up.blue_terracotta: #9, 21(1%)
minecraft.mined.ice: #9, 1808(1%)
minecraft.mined.orange_carpet: #9, 2(1%)
minecraft.picked_up.dark_oak_sapling: #9, 89(1%)
minecraft.dropped.stripped_dark_oak_log: #9, 2(1%)
minecraft.used.lectern: #9, 35(1%)
minecraft.mined.oak_fence: #10, 248(5%)
minecraft.crafted.end_crystal: #9, 1(1%)
minecraft.crafted.white_terracotta: #9, 48(1%)
minecraft.dropped.acacia_sapling: #9, 5(1%)
minecraft.mined.purple_carpet: #9, 3(1%)
minecraft.killed.blaze: #9, 128(0%)
minecraft.dropped.fishing_rod: #9, 3(1%)
minecraft.picked_up.mossy_cobblestone_wall: #9, 1(1%)
minecraft.dropped.bowl: #9, 2(1%)
minecraft.picked_up.dark_prismarine_slab: #9, 34(1%)
minecraft.picked_up.light_gray_bed: #9, 1(1%)
minecraft.picked_up.gray_bed: #9, 3(1%)
minecraft.crafted.black_stained_glass_pane: #9, 32(0%)
minecraft.used.gray_stained_glass: #9, 221(0%)
minecraft.used.dead_tube_coral_block: #9, 3(1%)
minecraft.picked_up.crafting_table: #10, 335(4%)
minecraft.used.purple_carpet: #9, 9(0%)
minecraft.picked_up.pink_concrete: #9, 7(0%)
minecraft.picked_up.iron_ingot: #9, 2279(0%)
minecraft.crafted.gray_bed: #9, 1(1%)
minecraft.crafted.blue_terracotta: #9, 56(0%)
minecraft.dropped.light_gray_carpet: #9, 8(0%)
minecraft.mined.dark_prismarine_stairs: #9, 5(0%)
minecraft.crafted.dark_prismarine: #9, 64(0%)
minecraft.mined.gray_bed: #9, 1(0%)
minecraft.picked_up.black_bed: #9, 1(0%)
minecraft.used.lapis_block: #9, 5(0%)
minecraft.used.dark_oak_sapling: #9, 20(0%)
minecraft.crafted.lever: #10, 231(4%)
minecraft.picked_up.dark_prismarine_stairs: #9, 5(0%)
minecraft.mined.acacia_slab: #9, 1(0%)
minecraft.crafted.rail: #10, 2048(5%)
minecraft.dropped.cyan_wool: #9, 1(0%)
minecraft.picked_up.mushroom_stem: #9, 8(0%)
minecraft.mined.birch_button: #9, 7(0%)
minecraft.picked_up.red_glazed_terracotta: #9, 3(0%)
minecraft.picked_up.iron_sword: #10, 10(4%)
minecraft.custom.tune_noteblock: #9, 1919(0%)
minecraft.picked_up.brown_mushroom_block: #9, 1(0%)
minecraft.used.lever: #10, 286(4%)
minecraft.mined.crafting_table: #10, 290(4%)
minecraft.used.stone_sword: #10, 95(4%)
minecraft.picked_up.oak_boat: #10, 97(3%)
minecraft.picked_up.redstone_torch: #10, 431(4%)
minecraft.crafted.furnace: #10, 280(3%)
minecraft.mined.dead_bush: #10, 52(4%)
minecraft.mined.powered_rail: #10, 395(4%)
minecraft.picked_up.soul_sand: #10, 1508(4%)
minecraft.picked_up.oak_stairs: #10, 196(4%)
minecraft.picked_up.oak_slab: #10, 342(3%)
minecraft.dropped.golden_helmet: #10, 12(5%)
minecraft.killed.slime: #10, 564(4%)
minecraft.mined.iron_block: #10, 1260(3%)
minecraft.picked_up.armor_stand: #10, 49(3%)
minecraft.crafted.lapis_lazuli: #10, 1325(3%)
minecraft.picked_up.netherrack: #10, 23961(3%)
minecraft.crafted.ender_eye: #10, 23(3%)
minecraft.broken.iron_sword: #10, 1(5%)
minecraft.mined.netherrack: #10, 38811(3%)
minecraft.used.stripped_oak_log: #10, 75(3%)
minecraft.picked_up.slime_ball: #10, 1421(3%)
minecraft.used.cooked_beef: #10, 558(3%)
minecraft.picked_up.ink_sac: #10, 479(3%)
minecraft.mined.tripwire_hook: #10, 9(3%)
minecraft.used.string: #10, 376(3%)
minecraft.custom.interact_with_lectern: #10, 72(3%)
minecraft.used.mossy_cobblestone: #10, 106(3%)
minecraft.picked_up.red_concrete: #10, 588(3%)
minecraft.used.sandstone_stairs: #10, 264(3%)
minecraft.picked_up.stone_slab: #10, 237(3%)
minecraft.used.cyan_wool: #10, 53(4%)
minecraft.dropped.oak_fence: #10, 27(2%)
minecraft.killed.skeleton: #10, 1758(2%)
minecraft.crafted.dark_oak_fence: #10, 333(2%)
minecraft.mined.campfire: #10, 20(3%)
minecraft.crafted.jungle_boat: #10, 2(3%)
minecraft.mined.purpur_slab: #10, 22(3%)
minecraft.mined.red_concrete: #10, 484(2%)
minecraft.used.sandstone: #10, 1104(2%)
minecraft.crafted.sandstone_stairs: #10, 248(2%)
minecraft.mined.dark_oak_leaves: #10, 255(2%)
minecraft.dropped.spider_eye: #10, 92(2%)
minecraft.mined.purpur_pillar: #10, 74(3%)
minecraft.used.acacia_boat: #10, 6(2%)
minecraft.used.red_stained_glass_pane: #10, 136(2%)
minecraft.picked_up.green_concrete_powder: #10, 91(2%)
minecraft.picked_up.iron_nugget: #10, 50(2%)
minecraft.crafted.chest_minecart: #10, 4(2%)
minecraft.picked_up.wooden_pickaxe: #10, 1(2%)
minecraft.picked_up.jungle_planks: #10, 42(2%)
minecraft.picked_up.glass_pane: #10, 68(1%)
minecraft.picked_up.white_banner: #10, 33(1%)
minecraft.picked_up.smooth_sandstone: #10, 675(2%)
minecraft.used.spruce_sapling: #10, 180(1%)
minecraft.picked_up.packed_ice: #10, 4190(1%)
minecraft.picked_up.dark_oak_leaves: #10, 150(2%)
minecraft.picked_up.polished_diorite: #10, 102(2%)
minecraft.mined.pink_tulip: #10, 8(2%)
minecraft.mined.chiseled_quartz_block: #10, 18(2%)
minecraft.dropped.birch_trapdoor: #10, 2(2%)
minecraft.mined.purpur_stairs: #10, 21(2%)
minecraft.crafted.jungle_slab: #10, 126(2%)
minecraft.used.sunflower: #10, 2(2%)
minecraft.used.cut_sandstone: #10, 135(1%)
minecraft.picked_up.glowstone_dust: #10, 297(1%)
minecraft.used.iron_trapdoor: #10, 239(1%)
minecraft.picked_up.purpur_stairs: #10, 16(2%)
minecraft.picked_up.chiseled_sandstone: #10, 3(2%)
minecraft.crafted.red_stained_glass: #10, 416(1%)
minecraft.mined.gray_carpet: #10, 36(1%)
minecraft.picked_up.nether_star: #10, 6(1%)
minecraft.picked_up.glass_bottle: #10, 37(1%)
minecraft.dropped.nether_bricks: #10, 19(2%)
minecraft.dropped.carrot: #10, 1070(1%)
minecraft.custom.bell_ring: #10, 23(1%)
minecraft.mined.orange_stained_glass: #10, 8(2%)
minecraft.used.smooth_sandstone: #10, 784(1%)
minecraft.mined.pink_stained_glass_pane: #10, 1(2%)
minecraft.dropped.sand: #10, 1706(1%)
minecraft.mined.orange_stained_glass_pane: #10, 8(2%)
minecraft.used.chest: #11, 1621(4%)
minecraft.picked_up.jungle_slab: #10, 20(1%)
minecraft.custom.interact_with_cartography_table: #10, 1(1%)
minecraft.crafted.nether_brick_stairs: #10, 80(1%)
minecraft.dropped.anvil: #10, 1(2%)
minecraft.dropped.prismarine_crystals: #10, 259(1%)
minecraft.dropped.stone_brick_stairs: #10, 39(1%)
minecraft.dropped.spruce_fence: #10, 11(1%)
minecraft.picked_up.yellow_terracotta: #10, 248(1%)
minecraft.picked_up.dark_oak_fence_gate: #10, 7(1%)
minecraft.crafted.sandstone_slab: #10, 1549(1%)
minecraft.used.orange_shulker_box: #10, 54(1%)
minecraft.picked_up.orange_shulker_box: #10, 54(1%)
minecraft.dropped.magma_block: #10, 15(1%)
minecraft.used.wet_sponge: #10, 2(1%)
minecraft.dropped.white_terracotta: #10, 30(1%)
minecraft.used.stone_brick_wall: #10, 68(1%)
minecraft.dropped.salmon: #10, 24(1%)
minecraft.used.end_crystal: #10, 1(1%)
minecraft.mined.orange_shulker_box: #10, 48(1%)
minecraft.custom.minecart_one_cm: #10, 1502263(1%)
minecraft.custom.interact_with_stonecutter: #10, 9(1%)
minecraft.mined.mossy_cobblestone_wall: #10, 1(1%)
minecraft.mined.yellow_terracotta: #10, 163(1%)
minecraft.crafted.purple_shulker_box: #10, 1(1%)
minecraft.crafted.gray_wool: #10, 10(1%)
minecraft.mined.birch_fence: #10, 6(1%)
minecraft.used.green_carpet: #10, 21(1%)
minecraft.dropped.dark_oak_button: #10, 1(1%)
minecraft.used.gray_bed: #10, 4(1%)
minecraft.used.yellow_wool: #10, 60(1%)
minecraft.picked_up.sugar: #10, 14(1%)
minecraft.dropped.packed_ice: #10, 76(0%)
minecraft.mined.birch_fence_gate: #10, 2(1%)
minecraft.picked_up.purple_wool: #10, 25(0%)
minecraft.picked_up.red_stained_glass: #10, 20(0%)
minecraft.dropped.polished_andesite: #10, 8(0%)
minecraft.mined.brick_stairs: #10, 5(0%)
minecraft.dropped.sugar: #10, 6(0%)
minecraft.picked_up.brick: #10, 64(0%)
minecraft.mined.prismarine_bricks: #10, 86(0%)
minecraft.dropped.quartz: #10, 14(0%)
minecraft.mined.red_mushroom_block: #10, 61(0%)
minecraft.dropped.black_wool: #10, 1(0%)
minecraft.used.quartz_stairs: #11, 1273(5%)
minecraft.crafted.packed_ice: #10, 37(0%)
minecraft.crafted.pink_carpet: #10, 3(0%)
minecraft.crafted.acacia_trapdoor: #10, 10(0%)
minecraft.used.light_blue_terracotta: #10, 18(0%)
minecraft.mined.magenta_concrete: #10, 5(0%)
minecraft.used.mossy_cobblestone_wall: #10, 1(0%)
minecraft.crafted.clay: #10, 2(0%)
minecraft.crafted.nether_brick: #10, 33(0%)
minecraft.used.purpur_stairs: #10, 1(0%)
minecraft.used.stripped_jungle_log: #10, 1(0%)
minecraft.used.red_mushroom_block: #10, 3(0%)
minecraft.picked_up.mycelium: #10, 15(0%)
minecraft.dropped.white_banner: #10, 1(0%)
minecraft.crafted.blue_ice: #10, 4(0%)
minecraft.crafted.dark_prismarine_slab: #10, 6(0%)
minecraft.used.dark_prismarine_slab: #10, 6(0%)
minecraft.custom.raid_trigger: #10, 1(0%)
minecraft.mined.red_sand: #10, 3(0%)
minecraft.crafted.air: #10, 0(0%)
minecraft.mined.spruce_stairs: #11, 321(4%)
minecraft.crafted.iron_chestplate: #11, 11(3%)
minecraft.mined.spruce_slab: #11, 608(3%)
minecraft.crafted.quartz_stairs: #11, 800(4%)
minecraft.used.iron_pickaxe: #11, 3399(3%)
