stat, rank, value, (percentage) 
minecraft.dropped.emerald_block: #2, 65(22%)
minecraft.used.blue_shulker_box: #3, 304(11%)
minecraft.used.end_crystal: #3, 16(16%)
minecraft.picked_up.music_disc_cat: #2, 11(10%)
minecraft.crafted.light_blue_stained_glass_pane: #3, 656(14%)
minecraft.crafted.polished_granite_stairs: #2, 400(16%)
minecraft.mined.blue_shulker_box: #3, 299(10%)
minecraft.mined.brewing_stand: #3, 47(11%)
minecraft.mined.end_stone_brick_wall: #2, 48(36%)
minecraft.used.flower_pot: #3, 204(10%)
minecraft.crafted.campfire: #3, 221(12%)
minecraft.picked_up.brown_shulker_box: #3, 637(12%)
minecraft.used.brown_shulker_box: #3, 636(12%)
minecraft.dropped.acacia_fence: #2, 6(21%)
minecraft.picked_up.red_concrete: #3, 2211(11%)
minecraft.dropped.acacia_pressure_plate: #2, 4(27%)
minecraft.crafted.knowledge_book: #2, 2(13%)
minecraft.picked_up.blue_shulker_box: #3, 300(10%)
minecraft.used.blue_concrete: #3, 1078(12%)
minecraft.mined.melon: #2, 132(6%)
minecraft.used.light_blue_stained_glass_pane: #3, 514(15%)
minecraft.picked_up.end_stone_brick_wall: #2, 47(35%)
minecraft.mined.pink_concrete: #3, 250(16%)
minecraft.crafted.yellow_glazed_terracotta: #2, 64(13%)
minecraft.dropped.iron_door: #3, 24(15%)
minecraft.mined.light_weighted_pressure_plate: #2, 7(21%)
minecraft.used.wither_skeleton_skull: #3, 167(13%)
minecraft.picked_up.red_sandstone_stairs: #2, 12(34%)
minecraft.picked_up.end_stone_brick_stairs: #2, 68(34%)
minecraft.mined.acacia_sapling: #3, 97(20%)
minecraft.mined.light_gray_wall_banner: #2, 12(26%)
minecraft.picked_up.dragon_head: #3, 28(13%)
minecraft.picked_up.firework_rocket: #3, 8585(8%)
minecraft.used.pufferfish: #2, 1(50%)
minecraft.dropped.music_disc_13: #2, 1(50%)
minecraft.dropped.dragon_egg: #2, 1(50%)
minecraft.crafted.mojang_banner_pattern: #2, 1(50%)
minecraft.dropped.blue_bed: #2, 1(50%)
minecraft.used.enchanted_golden_apple: #2, 1(50%)
minecraft.dropped.rabbit_foot: #2, 1(50%)
minecraft.used.large_fern: #2, 1(50%)
minecraft.dropped.polished_diorite_slab: #2, 2(50%)
minecraft.broken.diamond_axe: #2, 1(25%)
minecraft.mined.skeleton_skull: #2, 1(50%)
minecraft.crafted.skull_banner_pattern: #2, 1(33%)
minecraft.dropped.daylight_detector: #2, 1(33%)
minecraft.dropped.brewing_stand: #2, 1(33%)
minecraft.picked_up.smooth_quartz: #2, 1512(6%)
minecraft.used.dark_prismarine_stairs: #2, 600(11%)
minecraft.mined.smooth_red_sandstone_stairs: #2, 49(33%)
minecraft.crafted.purple_stained_glass: #3, 1488(18%)
minecraft.picked_up.dead_brain_coral_block: #3, 231(17%)
minecraft.mined.cyan_bed: #3, 79(16%)
minecraft.picked_up.smooth_red_sandstone_stairs: #2, 47(32%)
minecraft.mined.jack_o_lantern: #3, 65(13%)
minecraft.picked_up.cyan_bed: #3, 80(16%)
minecraft.mined.barrel: #3, 120(9%)
minecraft.dropped.spruce_log: #3, 656(9%)
minecraft.picked_up.repeater: #3, 987(9%)
minecraft.crafted.blue_dye: #4, 3686(14%)
minecraft.crafted.pink_stained_glass_pane: #2, 128(16%)
minecraft.crafted.jungle_pressure_plate: #2, 18(12%)
minecraft.mined.turtle_egg: #2, 113(16%)
minecraft.mined.blue_bed: #3, 53(16%)
minecraft.crafted.lime_carpet: #3, 423(14%)
minecraft.dropped.acacia_planks: #3, 56(11%)
minecraft.crafted.acacia_fence_gate: #2, 51(12%)
minecraft.picked_up.conduit: #3, 15(16%)
minecraft.dropped.dead_fire_coral_block: #2, 10(30%)
minecraft.crafted.gray_dye: #4, 5681(13%)
minecraft.crafted.smooth_red_sandstone_stairs: #2, 672(45%)
minecraft.dropped.birch_button: #3, 55(19%)
minecraft.used.magenta_shulker_box: #3, 288(10%)
minecraft.used.golden_sword: #2, 3(30%)
minecraft.dropped.brain_coral_fan: #2, 6(30%)
minecraft.dropped.iron_sword: #3, 17(11%)
minecraft.dropped.lectern: #2, 2(22%)
minecraft.used.smooth_red_sandstone_stairs: #2, 711(44%)
minecraft.crafted.red_dye: #3, 3717(9%)
minecraft.dropped.potion: #3, 67(9%)
minecraft.crafted.cooked_chicken: #3, 844(12%)
minecraft.crafted.mossy_stone_brick_stairs: #2, 192(22%)
minecraft.picked_up.wheat_seeds: #4, 16383(10%)
minecraft.crafted.terracotta: #2, 144(14%)
minecraft.picked_up.prismarine_bricks: #4, 6350(17%)
minecraft.crafted.birch_wood: #3, 381(21%)
minecraft.picked_up.enchanting_table: #3, 9(12%)
minecraft.dropped.heavy_weighted_pressure_plate: #2, 18(12%)
minecraft.mined.conduit: #3, 14(17%)
minecraft.picked_up.book: #3, 979(8%)
minecraft.mined.magenta_shulker_box: #3, 288(10%)
minecraft.picked_up.music_disc_mall: #2, 11(12%)
minecraft.picked_up.mushroom_stem: #3, 1189(18%)
minecraft.picked_up.green_wool: #2, 396(6%)
minecraft.picked_up.magenta_shulker_box: #3, 291(9%)
minecraft.mined.polished_granite_slab: #2, 31(16%)
minecraft.picked_up.black_banner: #3, 27(14%)
minecraft.picked_up.polished_andesite_slab: #3, 515(16%)
minecraft.dropped.red_dye: #3, 99(14%)
minecraft.crafted.acacia_pressure_plate: #2, 8(20%)
minecraft.crafted.purple_stained_glass_pane: #3, 336(15%)
minecraft.crafted.polished_andesite_slab: #3, 1502(16%)
minecraft.used.brain_coral_block: #3, 306(13%)
minecraft.used.mossy_stone_brick_stairs: #2, 178(15%)
minecraft.dropped.carrot: #3, 8792(9%)
minecraft.mined.end_stone_brick_stairs: #2, 44(25%)
minecraft.mined.jungle_sign: #2, 1(25%)
minecraft.used.dead_brain_coral: #2, 6(38%)
minecraft.dropped.cookie: #3, 396(12%)
minecraft.picked_up.andesite_stairs: #3, 40(17%)
minecraft.used.stone_brick_wall: #3, 840(12%)
minecraft.crafted.nether_brick_wall: #2, 114(15%)
minecraft.mined.nether_brick_slab: #3, 363(11%)
minecraft.dropped.fire_coral_fan: #2, 8(24%)
minecraft.used.rose_bush: #4, 156(13%)
minecraft.used.carved_pumpkin: #3, 86(11%)
minecraft.picked_up.light_gray_wool: #4, 970(13%)
minecraft.crafted.acacia_slab: #3, 336(16%)
minecraft.crafted.magenta_banner: #2, 17(18%)
minecraft.dropped.polished_diorite: #3, 144(12%)
minecraft.crafted.red_sandstone_stairs: #2, 48(18%)
minecraft.killed.shulker: #3, 709(12%)
minecraft.crafted.light_gray_shulker_box: #3, 25(11%)
minecraft.mined.jungle_stairs: #4, 203(19%)
minecraft.dropped.kelp: #3, 7050(7%)
minecraft.mined.dragon_wall_head: #3, 19(15%)
minecraft.dropped.brain_coral_block: #2, 64(23%)
minecraft.dropped.light_gray_wool: #2, 66(6%)
minecraft.used.activator_rail: #3, 61(11%)
minecraft.used.prismarine_bricks: #3, 3347(10%)
minecraft.mined.magenta_concrete_powder: #2, 26(14%)
minecraft.used.spruce_sapling: #4, 1599(12%)
minecraft.mined.pink_wall_banner: #2, 1(33%)
minecraft.crafted.globe_banner_pattern: #2, 2(22%)
minecraft.picked_up.light_blue_dye: #3, 140(13%)
minecraft.broken.golden_sword: #2, 1(33%)
minecraft.used.skeleton_skull: #2, 1(33%)
minecraft.crafted.dark_prismarine_stairs: #2, 372(8%)
minecraft.mined.mycelium: #3, 3904(12%)
minecraft.picked_up.polished_granite_slab: #2, 32(11%)
minecraft.dropped.cracked_stone_bricks: #2, 81(5%)
minecraft.picked_up.cauldron: #3, 57(10%)
minecraft.picked_up.wooden_pickaxe: #3, 5(10%)
minecraft.used.dead_horn_coral: #2, 6(32%)
minecraft.used.light_blue_terracotta: #3, 1768(10%)
minecraft.mined.lime_banner: #3, 6(23%)
minecraft.dropped.diamond_chestplate: #3, 6(12%)
minecraft.picked_up.magenta_terracotta: #3, 213(20%)
minecraft.picked_up.jack_o_lantern: #3, 88(10%)
minecraft.mined.jungle_planks: #3, 122(10%)
minecraft.used.jungle_planks: #3, 378(11%)
minecraft.mined.yellow_banner: #3, 12(13%)
minecraft.picked_up.pink_banner: #2, 5(20%)
minecraft.dropped.red_nether_bricks: #2, 4(20%)
minecraft.picked_up.brown_mushroom_block: #3, 3861(18%)
minecraft.crafted.brown_dye: #3, 687(12%)
minecraft.dropped.white_carpet: #3, 57(9%)
minecraft.dropped.spruce_boat: #3, 18(9%)
minecraft.dropped.stone_sword: #3, 102(8%)
minecraft.used.nether_brick_wall: #2, 88(12%)
minecraft.mined.magenta_terracotta: #3, 219(22%)
minecraft.mined.end_stone_bricks: #4, 944(14%)
minecraft.mined.jungle_wall_sign: #3, 11(26%)
minecraft.picked_up.glass_pane: #3, 333(7%)
minecraft.used.end_stone_brick_stairs: #2, 59(14%)
minecraft.picked_up.lime_banner: #3, 10(16%)
minecraft.used.magenta_wool: #3, 43(13%)
minecraft.crafted.wooden_pickaxe: #3, 15(6%)
minecraft.mined.red_nether_brick_wall: #2, 7(18%)
minecraft.picked_up.jungle_stairs: #4, 200(18%)
minecraft.mined.potatoes: #3, 1362(6%)
minecraft.picked_up.cyan_carpet: #3, 37(10%)
minecraft.crafted.cyan_terracotta: #4, 25698(15%)
minecraft.dropped.white_shulker_box: #3, 17(17%)
minecraft.picked_up.red_nether_brick_wall: #2, 6(17%)
minecraft.picked_up.magenta_concrete: #3, 446(13%)
minecraft.dropped.bookshelf: #2, 23(7%)
minecraft.crafted.red_nether_brick_wall: #2, 54(25%)
minecraft.killed.polar_bear: #2, 1(12%)
minecraft.mined.light_gray_carpet: #4, 299(12%)
minecraft.picked_up.iron_axe: #3, 35(7%)
minecraft.crafted.end_stone_brick_stairs: #2, 48(16%)
minecraft.dropped.stripped_oak_wood: #2, 4(12%)
minecraft.picked_up.stone_button: #3, 588(7%)
minecraft.dropped.horn_coral_fan: #2, 7(24%)
minecraft.picked_up.potion: #4, 261(11%)
minecraft.picked_up.pink_concrete: #4, 315(18%)
minecraft.dropped.smooth_quartz: #3, 47(21%)
minecraft.crafted.pink_stained_glass: #3, 664(15%)
minecraft.used.red_sand: #3, 907(16%)
minecraft.used.light_blue_concrete_powder: #3, 1310(9%)
minecraft.used.nether_quartz_ore: #4, 5523(11%)
minecraft.used.orange_banner: #3, 15(18%)
minecraft.used.gray_bed: #3, 68(13%)
minecraft.dropped.cooked_salmon: #3, 85(14%)
minecraft.picked_up.red_wool: #3, 518(7%)
minecraft.used.firework_rocket: #4, 1441(9%)
minecraft.mined.dead_bubble_coral_wall_fan: #2, 4(14%)
minecraft.crafted.magenta_dye: #4, 1156(12%)
minecraft.used.repeater: #4, 2273(11%)
minecraft.picked_up.end_stone_bricks: #4, 927(13%)
minecraft.dropped.oak_door: #3, 11(11%)
minecraft.picked_up.glistering_melon_slice: #2, 3(20%)
minecraft.picked_up.end_crystal: #2, 1(20%)
minecraft.used.gray_glazed_terracotta: #3, 16(20%)
minecraft.crafted.prismarine_bricks: #3, 4331(17%)
minecraft.mined.green_stained_glass: #3, 65(12%)
minecraft.mined.purple_stained_glass: #3, 51(10%)
minecraft.mined.gray_wool: #3, 32(9%)
minecraft.picked_up.light_gray_banner: #3, 19(17%)
minecraft.mined.torch: #4, 4439(9%)
minecraft.used.furnace: #4, 780(9%)
minecraft.picked_up.suspicious_stew: #2, 14(5%)
minecraft.crafted.chainmail_chestplate: #2, 3(9%)
minecraft.mined.gray_banner: #3, 8(23%)
minecraft.picked_up.red_tulip: #4, 204(11%)
minecraft.used.red_nether_brick_wall: #2, 38(18%)
minecraft.used.dropper: #4, 826(11%)
minecraft.crafted.lever: #4, 529(10%)
minecraft.used.lime_banner: #3, 13(11%)
minecraft.picked_up.fern: #3, 520(10%)
minecraft.crafted.birch_sign: #4, 291(13%)
minecraft.picked_up.iron_shovel: #4, 34(10%)
minecraft.used.brown_mushroom: #3, 100(11%)
minecraft.dropped.smooth_quartz_stairs: #2, 4(6%)
minecraft.crafted.rabbit_stew: #2, 36(11%)
minecraft.picked_up.smooth_quartz_stairs: #3, 226(12%)
minecraft.dropped.iron_bars: #3, 397(9%)
minecraft.picked_up.red_dye: #3, 233(8%)
minecraft.crafted.red_carpet: #3, 1182(8%)
minecraft.mined.red_bed: #3, 48(9%)
minecraft.dropped.blue_carpet: #2, 10(5%)
minecraft.used.granite_wall: #2, 58(15%)
minecraft.dropped.birch_stairs: #3, 43(14%)
minecraft.used.smooth_red_sandstone: #2, 162(14%)
minecraft.mined.potted_spruce_sapling: #3, 3(21%)
minecraft.crafted.light_blue_concrete_powder: #3, 1344(8%)
minecraft.picked_up.jungle_wood: #3, 25(16%)
minecraft.mined.dark_oak_sapling: #3, 54(13%)
minecraft.mined.prismarine_brick_slab: #3, 228(11%)
minecraft.picked_up.salmon: #4, 728(10%)
minecraft.mined.red_mushroom_block: #4, 3740(16%)
minecraft.picked_up.melon_seeds: #3, 68(10%)
minecraft.mined.brown_mushroom_block: #4, 4574(16%)
minecraft.mined.magenta_concrete: #3, 381(10%)
minecraft.dropped.stone_brick_wall: #3, 93(18%)
minecraft.picked_up.rabbit_stew: #2, 26(12%)
minecraft.dropped.leather_chestplate: #4, 26(12%)
minecraft.used.green_carpet: #3, 271(7%)
minecraft.mined.blue_concrete: #4, 1362(13%)
minecraft.dropped.suspicious_stew: #3, 13(25%)
minecraft.used.trident: #4, 3095(10%)
minecraft.mined.prismarine_wall: #2, 4(7%)
minecraft.crafted.chainmail_boots: #3, 19(24%)
minecraft.mined.iron_ore: #4, 10517(9%)
minecraft.mined.mushroom_stem: #4, 1239(17%)
minecraft.picked_up.blue_carpet: #3, 90(7%)
minecraft.picked_up.prismarine_wall: #2, 4(7%)
minecraft.dropped.brick: #3, 109(12%)
minecraft.picked_up.iron_ore: #4, 10778(9%)
minecraft.crafted.green_carpet: #3, 327(9%)
minecraft.mined.purple_wall_banner: #3, 3(20%)
minecraft.mined.gray_carpet: #4, 339(12%)
minecraft.used.comparator: #4, 789(10%)
minecraft.picked_up.stone: #4, 227739(8%)
minecraft.crafted.pink_carpet: #3, 117(11%)
minecraft.picked_up.totem_of_undying: #3, 32(6%)
minecraft.picked_up.orange_banner: #3, 11(17%)
minecraft.dropped.spruce_fence: #3, 81(7%)
minecraft.picked_up.peony: #4, 286(13%)
minecraft.picked_up.diorite_wall: #3, 37(15%)
minecraft.mined.blue_stained_glass_pane: #3, 38(11%)
minecraft.picked_up.flower_pot: #3, 67(6%)
minecraft.picked_up.painting: #4, 308(10%)
minecraft.dropped.magenta_wool: #2, 3(5%)
minecraft.used.stone_brick_slab: #4, 8676(9%)
minecraft.dropped.nether_wart: #3, 197(9%)
minecraft.used.hopper: #4, 2866(9%)
minecraft.mined.smooth_red_sandstone: #2, 13(7%)
minecraft.mined.snow: #4, 19496(10%)
minecraft.crafted.turtle_helmet: #3, 22(28%)
minecraft.dropped.mossy_stone_brick_wall: #2, 1(6%)
minecraft.crafted.fletching_table: #2, 8(3%)
minecraft.crafted.chainmail_helmet: #3, 8(16%)
minecraft.killed.tropical_fish: #3, 6(14%)
minecraft.picked_up.blue_bed: #3, 29(9%)
minecraft.picked_up.powered_rail: #4, 2107(11%)
minecraft.mined.green_stained_glass_pane: #3, 23(12%)
minecraft.crafted.stone_pickaxe: #4, 27(9%)
minecraft.crafted.cyan_stained_glass_pane: #4, 400(16%)
minecraft.dropped.cyan_concrete_powder: #2, 14(3%)
minecraft.picked_up.stone_hoe: #3, 4(7%)
minecraft.picked_up.pink_tulip: #4, 127(12%)
minecraft.crafted.diamond_leggings: #4, 11(9%)
minecraft.crafted.jungle_sign: #3, 66(27%)
minecraft.crafted.cyan_carpet: #4, 129(14%)
minecraft.crafted.jungle_door: #2, 18(1%)
minecraft.crafted.minecart: #4, 289(10%)
minecraft.crafted.mossy_cobblestone_stairs: #3, 64(15%)
minecraft.used.cooked_salmon: #4, 469(16%)
minecraft.dropped.nether_wart_block: #2, 2(2%)
minecraft.mined.magenta_stained_glass: #4, 93(15%)
minecraft.picked_up.purple_carpet: #3, 39(9%)
minecraft.picked_up.wheat: #4, 6543(9%)
minecraft.dropped.oak_wood: #3, 9(17%)
minecraft.mined.light_gray_wool: #3, 114(6%)
minecraft.used.dark_prismarine: #3, 1287(7%)
minecraft.used.golden_axe: #2, 1(2%)
minecraft.mined.furnace: #4, 357(8%)
minecraft.picked_up.potato: #4, 9778(8%)
minecraft.crafted.smooth_red_sandstone: #2, 10(1%)
minecraft.used.orange_stained_glass_pane: #3, 316(7%)
minecraft.dropped.diamond_axe: #4, 16(10%)
minecraft.mined.attached_melon_stem: #2, 9(1%)
minecraft.mined.purple_carpet: #3, 33(9%)
minecraft.dropped.diamond_shovel: #4, 18(10%)
minecraft.dropped.dark_prismarine_stairs: #2, 2(1%)
minecraft.dropped.carrot_on_a_stick: #3, 2(14%)
minecraft.dropped.birch_door: #3, 3(14%)
minecraft.dropped.music_disc_cat: #3, 1(20%)
minecraft.broken.diamond_boots: #3, 1(20%)
minecraft.broken.leather_leggings: #3, 1(25%)
minecraft.broken.diamond_sword: #3, 1(33%)
minecraft.broken.leather_helmet: #3, 1(33%)
minecraft.picked_up.torch: #4, 12510(7%)
minecraft.dropped.spruce_planks: #4, 476(9%)
minecraft.crafted.hopper: #4, 2041(9%)
minecraft.crafted.dark_oak_wood: #4, 1057(14%)
minecraft.picked_up.light_blue_concrete: #3, 1004(6%)
minecraft.killed.bat: #4, 82(9%)
minecraft.picked_up.magenta_stained_glass: #3, 91(6%)
minecraft.used.blue_stained_glass_pane: #3, 347(8%)
minecraft.picked_up.chainmail_chestplate: #4, 11(12%)
minecraft.picked_up.dark_oak_fence: #4, 520(9%)
minecraft.mined.orange_banner: #3, 9(16%)
minecraft.picked_up.golden_leggings: #4, 31(9%)
minecraft.mined.brown_shulker_box: #4, 632(12%)
minecraft.crafted.oak_wood: #3, 354(6%)
minecraft.dropped.rabbit_hide: #3, 5(12%)
minecraft.mined.cyan_carpet: #3, 19(8%)
minecraft.used.music_disc_blocks: #3, 5(14%)
minecraft.used.purpur_stairs: #3, 85(8%)
minecraft.crafted.light_gray_glazed_terracotta: #3, 200(23%)
minecraft.mined.nether_brick_fence: #4, 111(13%)
minecraft.dropped.spruce_slab: #4, 200(9%)
minecraft.mined.cyan_terracotta: #4, 4738(9%)
minecraft.picked_up.dark_oak_leaves: #4, 983(11%)
minecraft.used.lime_concrete_powder: #4, 1091(11%)
minecraft.dropped.blue_stained_glass: #3, 65(15%)
minecraft.picked_up.dark_prismarine: #4, 667(11%)
minecraft.dropped.leather_helmet: #4, 21(9%)
minecraft.used.light_blue_concrete: #3, 601(5%)
minecraft.crafted.oak_boat: #4, 36(8%)
minecraft.dropped.slime_block: #3, 109(6%)
minecraft.dropped.oak_leaves: #4, 514(10%)
minecraft.crafted.oak_button: #4, 119(9%)
minecraft.used.kelp: #4, 2672(8%)
minecraft.used.mossy_stone_bricks: #4, 490(10%)
minecraft.used.spruce_fence: #4, 1627(9%)
minecraft.picked_up.blue_dye: #3, 67(10%)
minecraft.picked_up.cooked_salmon: #4, 153(12%)
minecraft.picked_up.emerald: #3, 2265(4%)
minecraft.crafted.smooth_quartz_slab: #3, 714(8%)
minecraft.used.smooth_quartz_slab: #3, 977(7%)
minecraft.mined.packed_ice: #4, 25131(9%)
minecraft.mined.dark_prismarine_slab: #3, 285(9%)
minecraft.picked_up.dark_prismarine_slab: #3, 354(9%)
minecraft.picked_up.white_wool: #4, 945(7%)
minecraft.dropped.prismarine_crystals: #4, 2867(10%)
minecraft.crafted.magenta_concrete_powder: #3, 640(7%)
minecraft.mined.cauldron: #4, 54(11%)
minecraft.crafted.item_frame: #4, 611(8%)
minecraft.picked_up.coal_ore: #4, 4911(8%)
minecraft.picked_up.orange_tulip: #4, 182(10%)
minecraft.crafted.dark_oak_door: #4, 51(11%)
minecraft.picked_up.porkchop: #4, 142(7%)
minecraft.used.powered_rail: #4, 3513(9%)
minecraft.picked_up.iron_sword: #4, 18(8%)
minecraft.picked_up.blue_orchid: #3, 284(6%)
minecraft.used.dark_oak_wood: #4, 1058(14%)
minecraft.dropped.heart_of_the_sea: #3, 1(20%)
minecraft.used.music_disc_11: #3, 2(13%)
minecraft.used.nether_brick_fence: #4, 145(16%)
minecraft.used.red_mushroom: #4, 82(16%)
minecraft.crafted.pink_banner: #3, 5(15%)
minecraft.picked_up.packed_ice: #4, 24667(8%)
minecraft.picked_up.ghast_tear: #4, 92(10%)
minecraft.dropped.dead_horn_coral_block: #3, 2(25%)
minecraft.used.spruce_trapdoor: #4, 1951(7%)
minecraft.dropped.chainmail_chestplate: #4, 9(16%)
minecraft.used.snow_block: #4, 1953(10%)
minecraft.used.red_sandstone_slab: #3, 1099(18%)
minecraft.picked_up.crossbow: #4, 89(9%)
minecraft.dropped.stone_stairs: #3, 43(6%)
minecraft.used.stone: #4, 58129(7%)
minecraft.mined.mossy_stone_brick_wall: #3, 9(18%)
minecraft.dropped.composter: #3, 2(12%)
minecraft.killed.magma_cube: #4, 238(9%)
minecraft.mined.orange_stained_glass_pane: #3, 32(6%)
minecraft.dropped.acacia_sapling: #4, 91(12%)
minecraft.used.spruce_wood: #3, 296(4%)
minecraft.picked_up.stone_pickaxe: #4, 9(11%)
minecraft.used.lime_stained_glass_pane: #4, 575(11%)
minecraft.killed.enderman: #4, 2379(8%)
minecraft.crafted.emerald_block: #3, 1072(4%)
minecraft.dropped.cobblestone_wall: #4, 131(9%)
minecraft.mined.lime_wall_banner: #3, 3(14%)
minecraft.crafted.black_shulker_box: #4, 17(12%)
minecraft.used.magenta_carpet: #3, 74(7%)
minecraft.picked_up.green_carpet: #4, 64(11%)
minecraft.picked_up.red_concrete_powder: #4, 491(10%)
minecraft.used.red_sandstone_stairs: #3, 29(16%)
minecraft.picked_up.polished_granite_stairs: #3, 95(13%)
minecraft.used.baked_potato: #4, 1248(7%)
minecraft.picked_up.mossy_stone_brick_wall: #3, 9(16%)
minecraft.mined.dropper: #4, 232(9%)
minecraft.killed.llama: #3, 2(12%)
minecraft.crafted.magenta_carpet: #3, 99(10%)
minecraft.dropped.bucket: #4, 44(8%)
minecraft.crafted.diamond_helmet: #4, 10(7%)
minecraft.mined.purple_concrete_powder: #3, 7(9%)
minecraft.crafted.diorite_wall: #3, 30(10%)
minecraft.used.melon_seeds: #3, 119(5%)
minecraft.used.red_concrete: #4, 1581(8%)
minecraft.used.snow: #4, 6052(9%)
minecraft.used.jungle_fence_gate: #3, 24(12%)
minecraft.crafted.stone_axe: #4, 15(7%)
minecraft.mined.oak_trapdoor: #4, 218(7%)
minecraft.mined.brown_concrete_powder: #4, 66(11%)
minecraft.picked_up.red_bed: #4, 50(8%)
minecraft.picked_up.white_banner: #4, 167(7%)
minecraft.picked_up.redstone_block: #4, 1002(7%)
minecraft.crafted.lime_concrete_powder: #4, 1096(9%)
minecraft.picked_up.red_sandstone_slab: #3, 215(12%)
minecraft.dropped.wheat_seeds: #5, 6030(10%)
minecraft.used.polished_granite_stairs: #3, 383(10%)
minecraft.dropped.golden_chestplate: #4, 21(8%)
minecraft.mined.potted_oak_sapling: #3, 1(14%)
minecraft.dropped.tripwire_hook: #4, 48(10%)
minecraft.crafted.sandstone_slab: #4, 15751(9%)
minecraft.picked_up.cyan_wool: #3, 308(3%)
minecraft.used.white_carpet: #4, 1280(7%)
minecraft.used.stone_button: #3, 1422(2%)
minecraft.dropped.cyan_banner: #3, 1(11%)
minecraft.picked_up.pink_carpet: #3, 17(7%)
minecraft.mined.bamboo: #4, 479(9%)
minecraft.used.light_gray_concrete_powder: #4, 7576(8%)
minecraft.used.cyan_concrete_powder: #4, 513(10%)
minecraft.picked_up.blue_concrete_powder: #3, 281(7%)
minecraft.mined.nether_brick_wall: #3, 36(11%)
minecraft.mined.white_wall_banner: #4, 36(9%)
minecraft.mined.cornflower: #4, 81(10%)
minecraft.mined.light_gray_banner: #3, 4(8%)
minecraft.used.red_terracotta: #4, 2664(9%)
minecraft.dropped.iron_axe: #3, 37(3%)
minecraft.dropped.stripped_dark_oak_wood: #3, 4(17%)
minecraft.crafted.jungle_fence_gate: #3, 16(9%)
minecraft.dropped.green_concrete_powder: #4, 183(17%)
minecraft.picked_up.experience_bottle: #3, 65(10%)
minecraft.picked_up.pink_wool: #3, 264(4%)
minecraft.used.brown_wool: #4, 182(12%)
minecraft.picked_up.carrot: #5, 18106(11%)
minecraft.killed.stray: #3, 2(12%)
minecraft.crafted.orange_dye: #4, 794(7%)
minecraft.mined.birch_planks: #4, 251(7%)
minecraft.mined.red_sandstone_slab: #3, 149(12%)
minecraft.mined.cobblestone_slab: #4, 451(7%)
minecraft.dropped.glowstone_dust: #4, 82(10%)
minecraft.picked_up.jungle_trapdoor: #4, 159(11%)
minecraft.used.dead_bubble_coral_fan: #3, 12(12%)
minecraft.picked_up.magenta_bed: #3, 3(10%)
minecraft.used.red_bed: #4, 55(8%)
minecraft.picked_up.gray_carpet: #4, 720(8%)
minecraft.crafted.scaffolding: #4, 2854(9%)
minecraft.mined.glass_pane: #4, 186(6%)
minecraft.used.music_disc_wait: #3, 7(7%)
minecraft.picked_up.lead: #5, 253(11%)
minecraft.used.pink_stained_glass_pane: #3, 27(4%)
minecraft.mined.diorite_wall: #3, 7(7%)
minecraft.mined.tripwire: #4, 183(7%)
minecraft.picked_up.music_disc_11: #3, 4(6%)
minecraft.picked_up.shulker_shell: #4, 1497(10%)
minecraft.crafted.dark_oak_pressure_plate: #4, 39(11%)
minecraft.dropped.jungle_sign: #3, 7(11%)
minecraft.crafted.cyan_dye: #5, 4294(11%)
minecraft.mined.light_blue_stained_glass_pane: #4, 63(10%)
minecraft.mined.potted_allium: #3, 1(14%)
minecraft.crafted.smooth_sandstone: #4, 4980(10%)
minecraft.used.dark_prismarine_slab: #3, 920(4%)
minecraft.crafted.light_gray_concrete_powder: #4, 7040(7%)
minecraft.dropped.cut_sandstone: #4, 26(10%)
minecraft.used.birch_trapdoor: #4, 231(7%)
minecraft.used.coal_block: #4, 649(7%)
minecraft.crafted.leather_boots: #4, 65(8%)
minecraft.dropped.cyan_dye: #3, 40(7%)
minecraft.crafted.cartography_table: #3, 12(4%)
minecraft.picked_up.orange_stained_glass_pane: #3, 32(4%)
minecraft.dropped.brick_slab: #3, 6(5%)
minecraft.picked_up.poisonous_potato: #4, 73(6%)
minecraft.dropped.lime_wool: #4, 68(14%)
minecraft.dropped.iron_boots: #4, 10(8%)
minecraft.used.rotten_flesh: #4, 38(11%)
minecraft.dropped.sea_lantern: #3, 447(2%)
minecraft.crafted.dark_prismarine_slab: #3, 690(3%)
minecraft.crafted.red_glazed_terracotta: #3, 64(6%)
minecraft.mined.polished_granite_stairs: #3, 57(7%)
minecraft.picked_up.golden_sword: #4, 56(8%)
minecraft.used.spruce_leaves: #4, 3509(6%)
minecraft.crafted.purpur_stairs: #3, 48(6%)
minecraft.mined.mossy_stone_brick_stairs: #3, 16(7%)
minecraft.custom.deaths: #5, 229(8%)
minecraft.picked_up.dark_oak_wood: #4, 159(11%)
minecraft.picked_up.chainmail_boots: #5, 17(12%)
minecraft.used.magenta_concrete: #3, 84(3%)
minecraft.dropped.chiseled_stone_bricks: #3, 64(4%)
minecraft.used.blue_carpet: #3, 585(2%)
minecraft.mined.gray_concrete_powder: #4, 534(7%)
minecraft.mined.dark_oak_wood: #4, 128(11%)
minecraft.used.jungle_slab: #4, 575(9%)
minecraft.picked_up.mossy_stone_brick_stairs: #3, 14(6%)
minecraft.picked_up.barrel: #4, 116(6%)
minecraft.used.sunflower: #4, 10(12%)
minecraft.dropped.brown_wool: #3, 6(3%)
minecraft.picked_up.oak_trapdoor: #4, 211(6%)
