stat, rank, value, (percentage) 
minecraft.picked_up.magenta_shulker_box: #19, 2(0%)
minecraft.dropped.ink_sac: #19, 1(0%)
minecraft.picked_up.light_blue_shulker_box: #19, 5(0%)
minecraft.mined.light_blue_shulker_box: #19, 4(0%)
minecraft.used.mossy_stone_bricks: #19, 2(0%)
minecraft.picked_up.glowstone_dust: #19, 8(0%)
minecraft.mined.terracotta: #19, 52(0%)
minecraft.picked_up.terracotta: #19, 52(0%)
minecraft.used.spruce_fence_gate: #19, 1(0%)
minecraft.crafted.spruce_fence_gate: #19, 1(0%)
minecraft.crafted.sugar: #19, 1(0%)
minecraft.picked_up.gray_concrete: #19, 10(0%)
minecraft.dropped.cod: #19, 7(0%)
minecraft.crafted.gray_concrete_powder: #19, 8(0%)
minecraft.used.birch_stairs: #19, 1(0%)
minecraft.custom.tune_noteblock: #19, 31(0%)
minecraft.custom.interact_with_crafting_table: #20, 1269(1%)
minecraft.mined.iron_ore: #20, 1715(1%)
minecraft.mined.redstone_ore: #20, 1285(1%)
minecraft.crafted.stick: #20, 3368(1%)
minecraft.picked_up.oak_log: #20, 1249(1%)
minecraft.crafted.iron_chestplate: #20, 3(1%)
minecraft.picked_up.oak_sapling: #20, 314(1%)
minecraft.crafted.iron_leggings: #20, 3(1%)
minecraft.crafted.redstone_block: #20, 422(1%)
minecraft.picked_up.coal: #20, 3148(1%)
minecraft.used.chest: #20, 273(1%)
minecraft.mined.stone: #20, 35773(1%)
minecraft.dropped.cobblestone: #20, 2566(1%)
minecraft.picked_up.iron_leggings: #20, 2(1%)
minecraft.picked_up.spruce_planks: #20, 234(1%)
minecraft.used.diorite: #20, 114(1%)
minecraft.mined.loom: #20, 1(1%)
minecraft.picked_up.loom: #20, 1(1%)
minecraft.mined.end_rod: #20, 42(0%)
minecraft.custom.interact_with_beacon: #20, 6(0%)
minecraft.crafted.dark_oak_planks: #20, 688(0%)
minecraft.picked_up.end_rod: #20, 54(0%)
minecraft.mined.oak_slab: #20, 22(0%)
minecraft.mined.bookshelf: #20, 18(0%)
minecraft.used.iron_block: #20, 193(0%)
minecraft.mined.spruce_leaves: #20, 246(0%)
minecraft.used.kelp: #20, 71(0%)
minecraft.used.quartz_block: #20, 35(0%)
minecraft.mined.dark_oak_fence: #20, 10(0%)
minecraft.custom.open_barrel: #20, 73(0%)
minecraft.picked_up.iron_axe: #20, 1(0%)
minecraft.picked_up.spruce_button: #20, 1(0%)
minecraft.crafted.loom: #20, 1(0%)
minecraft.mined.spruce_trapdoor: #20, 11(0%)
minecraft.custom.pot_flower: #20, 2(0%)
minecraft.mined.mossy_stone_bricks: #20, 2(0%)
minecraft.mined.brown_mushroom: #20, 2(0%)
minecraft.used.beacon: #20, 1(0%)
minecraft.used.carrot: #20, 74(0%)
minecraft.used.light_gray_shulker_box: #20, 5(0%)
minecraft.picked_up.light_gray_shulker_box: #20, 5(0%)
minecraft.mined.spruce_sapling: #20, 1(0%)
minecraft.picked_up.mossy_stone_bricks: #20, 2(0%)
minecraft.picked_up.white_stained_glass: #20, 24(0%)
minecraft.mined.light_gray_shulker_box: #20, 4(0%)
minecraft.mined.coarse_dirt: #20, 12(0%)
minecraft.crafted.white_carpet: #20, 12(0%)
minecraft.picked_up.coarse_dirt: #20, 12(0%)
minecraft.used.barrel: #20, 2(0%)
minecraft.used.flower_pot: #20, 1(0%)
minecraft.crafted.compass: #20, 1(0%)
minecraft.mined.light_gray_carpet: #20, 1(0%)
minecraft.used.coarse_dirt: #20, 11(0%)
minecraft.used.white_stained_glass: #20, 23(0%)
minecraft.crafted.iron_nugget: #20, 18(0%)
minecraft.crafted.player_head: #20, 1(0%)
minecraft.mined.gray_concrete: #20, 9(0%)
minecraft.used.black_stained_glass: #20, 2(0%)
minecraft.picked_up.iron_ore: #21, 1755(1%)
minecraft.crafted.iron_axe: #21, 4(1%)
minecraft.picked_up.redstone: #21, 5327(1%)
minecraft.mined.coal_ore: #21, 2411(1%)
minecraft.crafted.oak_planks: #21, 2916(1%)
minecraft.used.bone_meal: #21, 998(1%)
minecraft.picked_up.diorite: #21, 2203(1%)
minecraft.mined.oak_log: #21, 828(1%)
minecraft.mined.diorite: #21, 2096(1%)
minecraft.picked_up.granite: #21, 1813(1%)
minecraft.mined.granite: #21, 1725(1%)
minecraft.crafted.crafting_table: #21, 17(1%)
minecraft.mined.oak_sapling: #21, 6(1%)
minecraft.used.oak_sapling: #21, 100(0%)
minecraft.picked_up.birch_planks: #21, 35(0%)
minecraft.used.loom: #21, 1(0%)
minecraft.used.oak_planks: #21, 69(0%)
minecraft.picked_up.fishing_rod: #21, 1(0%)
minecraft.picked_up.spruce_trapdoor: #21, 20(0%)
minecraft.picked_up.cobblestone_wall: #21, 12(0%)
minecraft.picked_up.flint: #21, 37(0%)
minecraft.picked_up.brown_mushroom: #21, 7(0%)
minecraft.mined.player_head: #21, 3(0%)
minecraft.mined.cracked_stone_bricks: #21, 3(0%)
minecraft.picked_up.spruce_sign: #21, 1(0%)
minecraft.picked_up.cod: #21, 96(0%)
minecraft.mined.quartz_stairs: #21, 8(0%)
minecraft.mined.barrel: #21, 1(0%)
minecraft.crafted.white_banner: #21, 1(0%)
minecraft.dropped.stone_sword: #21, 1(0%)
minecraft.picked_up.dark_oak_fence: #21, 4(0%)
minecraft.used.sea_lantern: #21, 43(0%)
minecraft.picked_up.light_gray_carpet: #21, 5(0%)
minecraft.picked_up.barrel: #21, 1(0%)
minecraft.used.bookshelf: #21, 4(0%)
minecraft.custom.damage_resisted: #21, 202(0%)
minecraft.crafted.bookshelf: #21, 4(0%)
minecraft.custom.interact_with_lectern: #21, 1(0%)
minecraft.mined.black_stained_glass: #21, 2(0%)
minecraft.picked_up.salmon: #21, 2(0%)
minecraft.mined.birch_planks: #21, 1(0%)
minecraft.crafted.barrel: #21, 1(0%)
minecraft.used.light_gray_carpet: #21, 5(0%)
minecraft.picked_up.black_stained_glass: #21, 2(0%)
minecraft.used.white_concrete: #21, 69(0%)
minecraft.picked_up.cracked_stone_bricks: #21, 3(0%)
minecraft.dropped.golden_carrot: #21, 1(0%)
minecraft.used.cracked_stone_bricks: #21, 2(0%)
minecraft.picked_up.light_gray_wool: #21, 1(0%)
minecraft.used.birch_planks: #21, 1(0%)
minecraft.used.gray_concrete: #21, 8(0%)
minecraft.picked_up.white_terracotta: #21, 1(0%)
minecraft.mined.white_terracotta: #21, 1(0%)
minecraft.crafted.stone_axe: #22, 1(0%)
minecraft.crafted.diamond: #22, 207(0%)
minecraft.picked_up.cobblestone: #22, 5603(0%)
minecraft.picked_up.trident: #22, 2(0%)
minecraft.dropped.coal: #22, 14(0%)
minecraft.used.item_frame: #22, 14(0%)
minecraft.used.oak_trapdoor: #22, 15(0%)
minecraft.crafted.item_frame: #22, 8(0%)
minecraft.picked_up.item_frame: #22, 7(0%)
minecraft.used.spruce_sapling: #22, 14(0%)
minecraft.used.oak_slab: #22, 19(0%)
minecraft.mined.kelp: #22, 13(0%)
minecraft.mined.carrots: #22, 26(0%)
minecraft.used.spruce_sign: #22, 1(0%)
minecraft.crafted.rail: #22, 16(0%)
minecraft.mined.cobblestone_stairs: #22, 1(0%)
minecraft.picked_up.white_concrete: #22, 61(0%)
minecraft.picked_up.cobblestone_stairs: #22, 1(0%)
minecraft.mined.spruce_fence: #22, 1(0%)
minecraft.picked_up.spruce_fence: #22, 1(0%)
minecraft.used.cobblestone_stairs: #22, 1(0%)
minecraft.mined.white_concrete: #22, 27(0%)
minecraft.crafted.white_concrete_powder: #22, 16(0%)
minecraft.used.white_concrete_powder: #22, 6(0%)
minecraft.mined.cobblestone: #23, 627(1%)
minecraft.picked_up.oak_slab: #23, 24(0%)
minecraft.crafted.oak_trapdoor: #23, 14(0%)
minecraft.mined.spruce_log: #23, 217(0%)
minecraft.used.player_head: #23, 8(0%)
minecraft.picked_up.spruce_sapling: #23, 21(0%)
minecraft.crafted.glass_pane: #23, 16(0%)
minecraft.picked_up.spruce_door: #23, 1(0%)
minecraft.mined.player_wall_head: #23, 1(0%)
minecraft.crafted.stone: #23, 92(0%)
minecraft.used.oak_log: #23, 12(0%)
minecraft.mined.stripped_oak_log: #23, 1(0%)
minecraft.picked_up.stripped_oak_log: #23, 1(0%)
minecraft.used.dark_oak_log: #23, 8(0%)
minecraft.used.spruce_planks: #23, 6(0%)
minecraft.used.white_carpet: #23, 1(0%)
minecraft.custom.play_one_minute: #24, 21564459(1%)
minecraft.custom.fly_one_cm: #24, 29246052(1%)
minecraft.used.cobblestone: #24, 1083(0%)
minecraft.crafted.spruce_planks: #24, 1008(0%)
minecraft.crafted.oak_slab: #24, 36(0%)
minecraft.picked_up.spruce_log: #24, 239(0%)
minecraft.picked_up.pufferfish: #24, 2(0%)
minecraft.picked_up.spruce_slab: #24, 9(0%)
minecraft.mined.spruce_slab: #24, 6(0%)
minecraft.crafted.cobblestone_wall: #24, 6(0%)
minecraft.used.spruce_log: #24, 11(0%)
minecraft.mined.cobblestone_wall: #24, 1(0%)
minecraft.picked_up.white_carpet: #24, 1(0%)
minecraft.used.spruce_slab: #25, 19(0%)
minecraft.crafted.spruce_slab: #26, 18(0%)
minecraft.crafted.air: #26, 0(0%)
minecraft.custom.time_since_rest: #44, 10156(0%)
minecraft.custom.time_since_death: #52, 10124(0%)
