stat, rank, value, (percentage) 
minecraft.picked_up.leather_chestplate: #17, 7(2%)
minecraft.crafted.diamond_helmet: #17, 2(1%)
minecraft.crafted.diamond_sword: #17, 2(1%)
minecraft.custom.damage_absorbed: #17, 80(1%)
minecraft.crafted.iron_boots: #17, 3(1%)
minecraft.used.stone_pickaxe: #17, 161(1%)
minecraft.mined.piston: #17, 33(1%)
minecraft.used.enchanting_table: #17, 1(1%)
minecraft.picked_up.brewing_stand: #17, 4(1%)
minecraft.used.piston: #17, 64(1%)
minecraft.crafted.bookshelf: #17, 58(1%)
minecraft.used.cooked_porkchop: #17, 4(1%)
minecraft.dropped.iron_sword: #17, 1(1%)
minecraft.crafted.stone_axe: #17, 1(0%)
minecraft.picked_up.bookshelf: #17, 8(1%)
minecraft.picked_up.diamond_chestplate: #17, 1(0%)
minecraft.mined.dead_bush: #17, 5(0%)
minecraft.mined.oak_button: #17, 1(0%)
minecraft.mined.birch_planks: #17, 11(0%)
minecraft.picked_up.yellow_wool: #17, 22(0%)
minecraft.picked_up.gray_wool: #17, 7(0%)
minecraft.picked_up.snowball: #17, 190(0%)
minecraft.killed.husk: #17, 2(0%)
minecraft.used.smoker: #17, 1(0%)
minecraft.picked_up.lime_wool: #17, 13(0%)
minecraft.picked_up.black_carpet: #17, 3(0%)
minecraft.picked_up.blue_wool: #17, 17(0%)
minecraft.used.lectern: #17, 3(0%)
minecraft.mined.black_concrete_powder: #17, 1(0%)
minecraft.picked_up.wet_sponge: #17, 2(0%)
minecraft.mined.white_terracotta: #17, 8(0%)
minecraft.mined.brown_terracotta: #17, 3(0%)
minecraft.picked_up.brown_terracotta: #17, 3(0%)
minecraft.mined.orange_terracotta: #17, 3(0%)
minecraft.picked_up.orange_terracotta: #17, 3(0%)
minecraft.crafted.iron_sword: #18, 4(1%)
minecraft.crafted.iron_shovel: #18, 5(1%)
minecraft.picked_up.iron_pickaxe: #18, 2(1%)
minecraft.used.end_rod: #18, 141(1%)
minecraft.picked_up.armor_stand: #18, 9(1%)
minecraft.killed.bat: #18, 3(0%)
minecraft.picked_up.phantom_membrane: #18, 15(0%)
minecraft.mined.sandstone_slab: #18, 11(0%)
minecraft.used.cobweb: #18, 9(0%)
minecraft.crafted.sugar: #18, 4(0%)
minecraft.picked_up.black_wool: #18, 3(0%)
minecraft.killed.cave_spider: #18, 3(0%)
minecraft.crafted.snow_block: #18, 5(0%)
minecraft.picked_up.light_gray_terracotta: #18, 10(0%)
minecraft.used.snow: #18, 4(0%)
minecraft.used.sandstone_slab: #18, 3(0%)
minecraft.mined.prismarine_bricks: #18, 1(0%)
minecraft.picked_up.black_concrete_powder: #18, 1(0%)
minecraft.picked_up.iron_sword: #19, 5(2%)
minecraft.used.iron_shovel: #19, 577(1%)
minecraft.broken.iron_axe: #19, 1(1%)
minecraft.picked_up.leather_boots: #19, 5(1%)
minecraft.broken.iron_shovel: #19, 1(1%)
minecraft.picked_up.saddle: #19, 2(1%)
minecraft.used.oak_fence_gate: #19, 9(1%)
minecraft.used.glass_bottle: #19, 13(0%)
minecraft.used.brewing_stand: #19, 1(0%)
minecraft.crafted.glass_bottle: #19, 6(0%)
minecraft.picked_up.blaze_rod: #19, 9(0%)
minecraft.crafted.piston: #19, 14(0%)
minecraft.picked_up.sandstone_slab: #19, 8(0%)
minecraft.mined.gray_carpet: #19, 1(0%)
minecraft.used.pumpkin: #19, 3(0%)
minecraft.used.sandstone_stairs: #19, 1(0%)
minecraft.mined.red_terracotta: #19, 1(0%)
minecraft.picked_up.red_terracotta: #19, 1(0%)
minecraft.crafted.iron_axe: #20, 4(1%)
minecraft.used.stone_axe: #20, 36(0%)
minecraft.custom.interact_with_brewingstand: #20, 24(0%)
minecraft.used.stone_shovel: #20, 19(0%)
minecraft.crafted.comparator: #20, 2(0%)
minecraft.mined.light_gray_concrete_powder: #20, 1(0%)
minecraft.used.gray_carpet: #20, 2(0%)
minecraft.used.iron_axe: #21, 456(2%)
minecraft.used.iron_sword: #21, 177(1%)
minecraft.picked_up.leather_helmet: #21, 3(1%)
minecraft.crafted.stone_shovel: #21, 1(0%)
minecraft.used.armor_stand: #21, 4(0%)
minecraft.crafted.armor_stand: #21, 3(0%)
minecraft.mined.terracotta: #22, 17(0%)
minecraft.picked_up.terracotta: #22, 17(0%)
minecraft.custom.time_since_death: #28, 863941(0%)
minecraft.custom.time_since_rest: #49, 2631(0%)
