stat, rank, value, (percentage) 
minecraft.picked_up.lime_stained_glass_pane: #11, 23(2%)
minecraft.dropped.oak_button: #11, 4(2%)
minecraft.mined.wet_sponge: #11, 230(2%)
minecraft.mined.scaffolding: #11, 513(1%)
minecraft.crafted.golden_boots: #11, 2(2%)
minecraft.picked_up.flower_pot: #11, 15(1%)
minecraft.mined.white_wall_banner: #11, 6(2%)
minecraft.mined.chiseled_sandstone: #11, 3(2%)
minecraft.picked_up.white_banner: #11, 23(1%)
minecraft.used.light_blue_stained_glass: #11, 474(1%)
minecraft.dropped.light_blue_shulker_box: #11, 1(2%)
minecraft.picked_up.light_blue_stained_glass: #11, 165(1%)
minecraft.crafted.jukebox: #11, 1(2%)
minecraft.crafted.birch_slab: #11, 378(1%)
minecraft.used.chiseled_quartz_block: #11, 35(1%)
minecraft.killed.ravager: #11, 1(1%)
minecraft.picked_up.chiseled_sandstone: #11, 2(1%)
minecraft.mined.yellow_banner: #11, 1(1%)
minecraft.mined.light_blue_stained_glass: #11, 102(1%)
minecraft.picked_up.nether_wart: #11, 544(1%)
minecraft.crafted.cooked_salmon: #11, 23(1%)
minecraft.picked_up.turtle_helmet: #11, 1(1%)
minecraft.mined.sponge: #11, 3(1%)
minecraft.mined.blue_carpet: #11, 7(1%)
minecraft.dropped.fishing_rod: #11, 3(1%)
minecraft.dropped.totem_of_undying: #11, 1(1%)
minecraft.mined.heavy_weighted_pressure_plate: #11, 1(1%)
minecraft.used.nether_bricks: #11, 101(0%)
minecraft.mined.blue_ice: #11, 65(0%)
minecraft.used.acacia_fence: #11, 8(0%)
minecraft.used.nether_wart: #11, 170(0%)
minecraft.picked_up.sugar: #11, 9(0%)
minecraft.used.black_banner: #11, 1(0%)
minecraft.dropped.red_carpet: #11, 1(0%)
minecraft.mined.mushroom_stem: #11, 16(0%)
minecraft.dropped.sticky_piston: #11, 1(0%)
minecraft.dropped.dried_kelp: #11, 3(0%)
minecraft.dropped.yellow_terracotta: #11, 2(0%)
minecraft.used.magenta_concrete_powder: #11, 2(0%)
minecraft.used.magenta_concrete: #11, 1(0%)
minecraft.dropped.jungle_log: #11, 1(0%)
minecraft.used.lever: #12, 210(3%)
minecraft.used.spruce_sign: #12, 66(3%)
minecraft.dropped.written_book: #12, 35(3%)
minecraft.crafted.stone_bricks: #12, 12744(3%)
minecraft.picked_up.bow: #12, 119(2%)
minecraft.dropped.diamond_leggings: #12, 4(4%)
minecraft.crafted.hopper_minecart: #12, 35(3%)
minecraft.used.hopper_minecart: #12, 33(3%)
minecraft.crafted.baked_potato: #12, 369(3%)
minecraft.used.redstone: #12, 1625(3%)
minecraft.mined.oak_wall_sign: #12, 75(2%)
minecraft.mined.vine: #12, 463(2%)
minecraft.picked_up.poisonous_potato: #12, 27(2%)
minecraft.used.birch_boat: #12, 43(2%)
minecraft.picked_up.iron_hoe: #12, 1(4%)
minecraft.crafted.charcoal: #12, 63(2%)
minecraft.mined.ladder: #12, 96(2%)
minecraft.used.baked_potato: #12, 354(2%)
minecraft.used.spruce_door: #12, 30(2%)
minecraft.crafted.glass: #12, 2523(2%)
minecraft.picked_up.painting: #12, 59(2%)
minecraft.used.dark_oak_leaves: #12, 98(2%)
minecraft.used.cauldron: #12, 21(2%)
minecraft.dropped.oak_boat: #12, 5(1%)
minecraft.killed.cod: #12, 22(2%)
minecraft.dropped.chicken: #12, 22(1%)
minecraft.mined.cauldron: #12, 8(2%)
minecraft.picked_up.purpur_block: #12, 115(2%)
minecraft.used.quartz_pillar: #12, 243(1%)
minecraft.crafted.birch_boat: #12, 3(2%)
minecraft.mined.end_stone_bricks: #12, 93(1%)
minecraft.mined.red_carpet: #12, 31(1%)
minecraft.dropped.lava_bucket: #12, 1(2%)
minecraft.crafted.sponge: #12, 167(1%)
minecraft.picked_up.jungle_planks: #12, 30(1%)
minecraft.picked_up.nether_star: #12, 6(1%)
minecraft.used.sponge: #12, 157(1%)
minecraft.mined.white_banner: #12, 2(1%)
minecraft.used.packed_ice: #12, 852(1%)
minecraft.used.emerald_block: #12, 35(1%)
minecraft.crafted.golden_chestplate: #12, 1(1%)
minecraft.mined.purpur_pillar: #12, 33(1%)
minecraft.used.gray_shulker_box: #12, 33(1%)
minecraft.picked_up.purpur_pillar: #12, 28(1%)
minecraft.mined.emerald_block: #12, 9(1%)
minecraft.mined.red_wall_banner: #12, 3(1%)
minecraft.used.pumpkin: #12, 82(1%)
minecraft.used.activator_rail: #12, 4(1%)
minecraft.picked_up.lime_wool: #12, 46(1%)
minecraft.used.jungle_planks: #12, 23(1%)
minecraft.used.brown_shulker_box: #12, 28(1%)
minecraft.picked_up.brown_shulker_box: #12, 27(0%)
minecraft.picked_up.jungle_fence: #12, 3(0%)
minecraft.mined.brown_shulker_box: #12, 26(0%)
minecraft.mined.slime_block: #12, 38(0%)
minecraft.crafted.bone_block: #12, 296(0%)
minecraft.dropped.nether_bricks: #12, 6(0%)
minecraft.used.fishing_rod: #12, 376(0%)
minecraft.mined.brown_mushroom_block: #12, 50(0%)
minecraft.dropped.saddle: #12, 1(0%)
minecraft.mined.prismarine_bricks: #12, 42(0%)
minecraft.crafted.red_banner: #12, 1(0%)
minecraft.used.jungle_stairs: #12, 2(0%)
minecraft.picked_up.purple_wool: #12, 3(0%)
minecraft.used.purple_wool: #12, 2(0%)
minecraft.used.blue_ice: #12, 7(0%)
minecraft.dropped.nether_wart: #12, 1(0%)
minecraft.picked_up.gold_nugget: #12, 83(0%)
minecraft.mined.magenta_concrete: #12, 1(0%)
minecraft.used.oak_boat: #13, 78(3%)
minecraft.broken.iron_sword: #13, 1(5%)
minecraft.mined.cobblestone: #13, 2838(3%)
minecraft.crafted.iron_helmet: #13, 9(2%)
minecraft.picked_up.oak_sign: #13, 218(2%)
minecraft.used.detector_rail: #13, 17(2%)
minecraft.picked_up.birch_boat: #13, 37(2%)
minecraft.picked_up.charcoal: #13, 10(2%)
minecraft.used.oak_sign: #13, 240(2%)
minecraft.used.kelp: #13, 529(2%)
minecraft.dropped.bow: #13, 63(2%)
minecraft.used.repeater: #13, 304(1%)
minecraft.dropped.iron_leggings: #13, 2(2%)
minecraft.mined.hopper: #13, 157(1%)
minecraft.dropped.baked_potato: #13, 41(2%)
minecraft.crafted.sticky_piston: #13, 120(1%)
minecraft.crafted.detector_rail: #13, 12(1%)
minecraft.picked_up.vine: #13, 174(1%)
minecraft.mined.red_tulip: #13, 8(1%)
minecraft.picked_up.blue_carpet: #13, 11(1%)
minecraft.crafted.activator_rail: #13, 6(1%)
minecraft.picked_up.activator_rail: #13, 3(1%)
minecraft.used.yellow_terracotta: #13, 43(1%)
minecraft.used.redstone_lamp: #13, 28(1%)
minecraft.picked_up.end_stone: #13, 124(0%)
minecraft.mined.end_stone: #13, 116(0%)
minecraft.mined.jack_o_lantern: #13, 3(1%)
minecraft.mined.gray_wool: #13, 2(1%)
minecraft.used.gray_wool: #13, 6(0%)
minecraft.picked_up.polished_diorite: #13, 29(0%)
minecraft.picked_up.blue_ice: #13, 69(0%)
minecraft.killed.wither_skeleton: #13, 115(0%)
minecraft.picked_up.slime_block: #13, 37(0%)
minecraft.dropped.sea_lantern: #13, 65(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #13, 1(0%)
minecraft.dropped.beef: #13, 28(0%)
minecraft.dropped.glowstone: #13, 5(0%)
minecraft.crafted.slime_ball: #13, 54(0%)
minecraft.mined.yellow_terracotta: #13, 54(0%)
minecraft.used.dark_oak_button: #13, 2(0%)
minecraft.crafted.emerald_block: #13, 48(0%)
minecraft.crafted.cracked_stone_bricks: #13, 38(0%)
minecraft.picked_up.pink_concrete: #13, 3(0%)
minecraft.used.pink_concrete: #13, 1(0%)
minecraft.picked_up.melon_slice: #13, 44(0%)
minecraft.dropped.acacia_log: #13, 1(0%)
minecraft.dropped.green_dye: #13, 23(0%)
minecraft.dropped.bamboo: #13, 13(0%)
minecraft.dropped.vine: #13, 1(0%)
minecraft.crafted.oak_sign: #14, 300(3%)
minecraft.crafted.iron_leggings: #14, 7(2%)
minecraft.used.totem_of_undying: #14, 4(3%)
minecraft.picked_up.ladder: #14, 207(2%)
minecraft.killed.skeleton: #14, 1288(1%)
minecraft.picked_up.stone_pressure_plate: #14, 46(2%)
minecraft.mined.stone_pressure_plate: #14, 31(2%)
minecraft.custom.inspect_hopper: #14, 721(1%)
minecraft.mined.piston: #14, 61(2%)
minecraft.picked_up.sticky_piston: #14, 99(1%)
minecraft.custom.inspect_dropper: #14, 237(1%)
minecraft.crafted.oak_door: #14, 9(2%)
minecraft.used.glowstone: #14, 176(1%)
minecraft.used.piston: #14, 122(1%)
minecraft.picked_up.magenta_shulker_box: #14, 38(1%)
minecraft.used.magenta_shulker_box: #14, 35(1%)
minecraft.picked_up.end_stone_bricks: #14, 87(1%)
minecraft.mined.magenta_shulker_box: #14, 34(1%)
minecraft.picked_up.totem_of_undying: #14, 5(1%)
minecraft.picked_up.sea_lantern: #14, 277(1%)
minecraft.picked_up.red_tulip: #14, 13(1%)
minecraft.crafted.painting: #14, 18(1%)
minecraft.crafted.green_dye: #14, 409(1%)
minecraft.picked_up.bamboo: #14, 560(1%)
minecraft.picked_up.gray_shulker_box: #14, 24(1%)
minecraft.mined.gray_shulker_box: #14, 22(1%)
minecraft.mined.dark_oak_wall_sign: #14, 1(1%)
minecraft.picked_up.clay_ball: #14, 231(0%)
minecraft.used.iron_hoe: #14, 44(0%)
minecraft.mined.packed_ice: #14, 1059(0%)
minecraft.picked_up.packed_ice: #14, 1095(0%)
minecraft.used.birch_slab: #14, 154(0%)
minecraft.crafted.brick: #14, 160(0%)
minecraft.picked_up.carved_pumpkin: #14, 32(0%)
minecraft.crafted.mossy_stone_bricks: #14, 25(0%)
minecraft.dropped.carrot: #14, 186(0%)
minecraft.dropped.beetroot_seeds: #14, 1(0%)
minecraft.mined.carved_pumpkin: #14, 14(0%)
minecraft.used.jungle_fence: #14, 3(0%)
minecraft.picked_up.blue_wool: #14, 26(0%)
minecraft.killed.enderman: #14, 23(0%)
minecraft.used.jack_o_lantern: #14, 6(0%)
minecraft.killed.zombie_pigman: #14, 9(0%)
minecraft.crafted.golden_carrot: #14, 21(0%)
minecraft.custom.tune_noteblock: #14, 532(0%)
minecraft.mined.mycelium: #14, 2(0%)
minecraft.mined.lever: #15, 48(2%)
minecraft.used.painting: #15, 65(2%)
minecraft.mined.obsidian: #15, 521(2%)
minecraft.crafted.spruce_boat: #15, 6(2%)
minecraft.crafted.hopper: #15, 315(1%)
minecraft.picked_up.dark_oak_sign: #15, 5(1%)
minecraft.mined.oak_button: #15, 3(1%)
minecraft.used.birch_planks: #15, 94(1%)
minecraft.used.oak_door: #15, 7(1%)
minecraft.crafted.magenta_shulker_box: #15, 1(1%)
minecraft.used.green_shulker_box: #15, 17(1%)
minecraft.mined.green_shulker_box: #15, 16(1%)
minecraft.picked_up.green_shulker_box: #15, 16(1%)
minecraft.used.oak_button: #15, 6(1%)
minecraft.crafted.beacon: #15, 2(1%)
minecraft.picked_up.cracked_stone_bricks: #15, 49(0%)
minecraft.mined.spruce_button: #15, 1(0%)
minecraft.picked_up.mossy_stone_bricks: #15, 6(0%)
minecraft.mined.mossy_stone_bricks: #15, 4(0%)
minecraft.crafted.wooden_sword: #15, 1(0%)
minecraft.mined.redstone_lamp: #15, 5(0%)
minecraft.mined.melon: #15, 6(0%)
minecraft.picked_up.redstone_lamp: #15, 6(0%)
minecraft.picked_up.yellow_terracotta: #15, 49(0%)
minecraft.picked_up.golden_sword: #15, 1(0%)
minecraft.dropped.golden_sword: #15, 1(0%)
minecraft.picked_up.oak_boat: #16, 65(2%)
minecraft.picked_up.stone_bricks: #16, 1574(1%)
minecraft.used.hopper: #16, 333(1%)
minecraft.mined.sticky_piston: #16, 54(1%)
minecraft.used.sticky_piston: #16, 109(1%)
minecraft.used.birch_sign: #16, 18(1%)
minecraft.mined.birch_wall_sign: #16, 3(1%)
minecraft.crafted.glass_pane: #16, 96(1%)
minecraft.used.splash_potion: #16, 3(1%)
minecraft.picked_up.oak_door: #16, 5(1%)
minecraft.mined.birch_pressure_plate: #16, 1(1%)
minecraft.picked_up.splash_potion: #16, 2(1%)
minecraft.killed.wither: #16, 1(0%)
minecraft.picked_up.jack_o_lantern: #16, 2(0%)
minecraft.used.pumpkin_seeds: #16, 8(0%)
minecraft.picked_up.chiseled_quartz_block: #16, 2(0%)
minecraft.used.mossy_stone_bricks: #16, 5(0%)
minecraft.used.peony: #16, 1(0%)
minecraft.mined.chiseled_quartz_block: #16, 1(0%)
minecraft.used.lime_wool: #16, 2(0%)
minecraft.used.polished_diorite: #16, 8(0%)
minecraft.used.blue_wool: #16, 2(0%)
minecraft.dropped.packed_ice: #16, 1(0%)
minecraft.used.stone_sword: #17, 33(2%)
minecraft.used.furnace: #17, 101(1%)
minecraft.mined.redstone_wall_torch: #17, 21(1%)
minecraft.used.stone_bricks: #17, 2664(1%)
minecraft.used.white_banner: #17, 11(1%)
minecraft.mined.cobweb: #17, 89(1%)
minecraft.mined.stone_bricks: #17, 699(0%)
minecraft.used.vine: #17, 15(1%)
minecraft.picked_up.birch_pressure_plate: #17, 1(0%)
minecraft.crafted.birch_sign: #17, 9(0%)
minecraft.used.cracked_stone_bricks: #17, 10(0%)
minecraft.used.spruce_button: #17, 1(0%)
minecraft.crafted.gold_nugget: #17, 117(0%)
minecraft.picked_up.blaze_powder: #17, 1(0%)
minecraft.crafted.polished_diorite: #17, 4(0%)
minecraft.picked_up.furnace: #18, 60(1%)
minecraft.crafted.iron_chestplate: #18, 4(1%)
minecraft.picked_up.oak_button: #18, 3(0%)
minecraft.mined.sea_lantern: #18, 34(0%)
minecraft.mined.glass: #18, 92(0%)
minecraft.used.end_stone_bricks: #18, 15(0%)
minecraft.mined.furnace: #19, 49(1%)
minecraft.used.sea_lantern: #19, 100(0%)
minecraft.used.glass: #20, 240(0%)
minecraft.crafted.white_banner: #20, 3(0%)
minecraft.crafted.stone_sword: #21, 1(0%)
minecraft.used.cooked_chicken: #21, 13(0%)
minecraft.used.sugar_cane: #21, 27(0%)
minecraft.crafted.air: #21, 0(0%)
minecraft.crafted.wooden_pickaxe: #22, 1(0%)
minecraft.used.glass_pane: #22, 11(0%)
minecraft.custom.aviate_one_cm: #26, -831702721(-10%)
minecraft.custom.time_since_death: #38, 340539(0%)
minecraft.custom.time_since_rest: #43, 10694(0%)
