stat, rank, value, (percentage) 
minecraft.mined.sweet_berry_bush: #13, 6(0%)
minecraft.dropped.bread: #13, 6(0%)
minecraft.used.spruce_fence_gate: #13, 9(0%)
minecraft.dropped.lilac: #13, 1(0%)
minecraft.crafted.spruce_fence_gate: #13, 9(0%)
minecraft.used.oak_wood: #13, 10(0%)
minecraft.mined.orange_stained_glass: #13, 1(0%)
minecraft.picked_up.blue_terracotta: #13, 4(0%)
minecraft.dropped.quartz_stairs: #13, 1(0%)
minecraft.dropped.red_terracotta: #13, 5(0%)
minecraft.picked_up.gray_stained_glass: #13, 6(0%)
minecraft.mined.nether_brick_slab: #13, 3(0%)
minecraft.crafted.green_stained_glass: #13, 8(0%)
minecraft.dropped.gray_carpet: #13, 1(0%)
minecraft.dropped.cooked_cod: #13, 16(0%)
minecraft.picked_up.lime_terracotta: #13, 7(0%)
minecraft.used.acacia_wood: #13, 4(0%)
minecraft.picked_up.gray_concrete_powder: #13, 23(0%)
minecraft.dropped.packed_ice: #13, 8(0%)
minecraft.crafted.acacia_wood: #13, 3(0%)
minecraft.used.purple_wool: #13, 2(0%)
minecraft.used.dark_oak_sapling: #13, 5(0%)
minecraft.picked_up.tube_coral_block: #13, 2(0%)
minecraft.picked_up.purple_wool: #13, 2(0%)
minecraft.dropped.white_banner: #13, 1(0%)
minecraft.dropped.quartz_block: #13, 6(0%)
minecraft.picked_up.green_wool: #13, 2(0%)
minecraft.picked_up.prismarine_brick_slab: #13, 1(0%)
minecraft.crafted.birch_button: #13, 2(0%)
minecraft.picked_up.brain_coral_block: #13, 1(0%)
minecraft.used.dried_kelp_block: #13, 2(0%)
minecraft.custom.tune_noteblock: #13, 592(0%)
minecraft.used.prismarine_brick_slab: #13, 1(0%)
minecraft.custom.fall_one_cm: #14, 5044382(2%)
minecraft.crafted.crafting_table: #14, 81(3%)
minecraft.picked_up.leather_leggings: #14, 13(3%)
minecraft.picked_up.leather_boots: #14, 15(3%)
minecraft.mined.dirt: #14, 20213(2%)
minecraft.picked_up.cobblestone_wall: #14, 142(2%)
minecraft.crafted.diamond_pickaxe: #14, 14(2%)
minecraft.mined.cobblestone_stairs: #14, 78(3%)
minecraft.dropped.diamond_pickaxe: #14, 9(2%)
minecraft.mined.redstone_ore: #14, 1973(2%)
minecraft.picked_up.iron_block: #14, 943(2%)
minecraft.used.potion: #14, 23(2%)
minecraft.used.quartz_block: #14, 291(2%)
minecraft.used.stripped_oak_log: #14, 46(2%)
minecraft.picked_up.spruce_planks: #14, 565(2%)
minecraft.crafted.spruce_fence: #14, 366(2%)
minecraft.dropped.oak_sign: #14, 27(2%)
minecraft.picked_up.writable_book: #14, 10(2%)
minecraft.dropped.oak_boat: #14, 5(1%)
minecraft.mined.black_shulker_box: #14, 59(2%)
minecraft.picked_up.black_shulker_box: #14, 59(2%)
minecraft.used.black_shulker_box: #14, 59(2%)
minecraft.crafted.lantern: #14, 146(2%)
minecraft.dropped.baked_potato: #14, 38(1%)
minecraft.used.andesite: #14, 561(1%)
minecraft.crafted.wooden_hoe: #14, 1(2%)
minecraft.dropped.diamond_chestplate: #14, 1(2%)
minecraft.mined.vine: #14, 231(1%)
minecraft.dropped.diamond_axe: #14, 2(1%)
minecraft.mined.player_head: #14, 25(1%)
minecraft.picked_up.bookshelf: #14, 19(1%)
minecraft.dropped.diamond: #14, 108(1%)
minecraft.crafted.dark_oak_trapdoor: #14, 94(1%)
minecraft.mined.dark_oak_trapdoor: #14, 23(1%)
minecraft.used.dark_oak_trapdoor: #14, 93(1%)
minecraft.dropped.redstone: #14, 100(1%)
minecraft.crafted.iron_nugget: #14, 1057(1%)
minecraft.mined.white_concrete: #14, 3512(1%)
minecraft.crafted.dark_oak_door: #14, 6(1%)
minecraft.mined.cobblestone_slab: #14, 64(1%)
minecraft.mined.barrel: #14, 12(1%)
minecraft.dropped.white_bed: #14, 1(1%)
minecraft.dropped.ladder: #14, 15(1%)
minecraft.used.bone_block: #14, 190(1%)
minecraft.mined.beetroots: #14, 14(1%)
minecraft.picked_up.beetroot_seeds: #14, 34(1%)
minecraft.used.cooked_porkchop: #14, 6(1%)
minecraft.used.stripped_spruce_log: #14, 8(1%)
minecraft.picked_up.nether_quartz_ore: #14, 499(1%)
minecraft.picked_up.beetroot: #14, 15(1%)
minecraft.picked_up.vine: #14, 124(1%)
minecraft.killed.trader_llama: #14, 2(1%)
minecraft.crafted.magenta_dye: #14, 64(1%)
minecraft.used.conduit: #14, 1(1%)
minecraft.dropped.spruce_sapling: #14, 10(1%)
minecraft.mined.purple_stained_glass_pane: #14, 2(1%)
minecraft.picked_up.birch_leaves: #14, 99(1%)
minecraft.custom.interact_with_blast_furnace: #14, 3(1%)
minecraft.mined.black_wool: #14, 10(1%)
minecraft.crafted.compass: #14, 10(0%)
minecraft.used.horn_coral_fan: #14, 4(0%)
minecraft.used.horn_coral_block: #14, 7(0%)
minecraft.dropped.tropical_fish: #14, 1(1%)
minecraft.used.stone_button: #14, 171(0%)
minecraft.dropped.tripwire_hook: #14, 2(0%)
minecraft.picked_up.lime_wool: #14, 30(0%)
minecraft.picked_up.peony: #14, 8(0%)
minecraft.picked_up.black_wool: #14, 17(0%)
minecraft.picked_up.blue_concrete: #14, 29(0%)
minecraft.used.cobweb: #14, 26(0%)
minecraft.mined.light_gray_concrete_powder: #14, 14(0%)
minecraft.used.tube_coral_block: #14, 8(0%)
minecraft.used.daylight_detector: #14, 2(0%)
minecraft.dropped.item_frame: #14, 2(0%)
minecraft.dropped.stone_button: #14, 9(0%)
minecraft.used.brain_coral_block: #14, 5(0%)
minecraft.dropped.polished_andesite: #14, 4(0%)
minecraft.dropped.pufferfish: #14, 3(0%)
minecraft.crafted.cracked_stone_bricks: #14, 37(0%)
minecraft.used.acacia_fence: #14, 3(0%)
minecraft.dropped.cyan_terracotta: #14, 11(0%)
minecraft.mined.stonecutter: #14, 1(0%)
minecraft.picked_up.stonecutter: #14, 1(0%)
minecraft.used.cooked_cod: #14, 21(0%)
minecraft.crafted.blast_furnace: #14, 1(0%)
minecraft.used.purple_stained_glass_pane: #14, 2(0%)
minecraft.dropped.pumpkin_seeds: #14, 15(0%)
minecraft.dropped.light_gray_concrete: #14, 1(0%)
minecraft.dropped.orange_terracotta: #14, 2(0%)
minecraft.used.light_gray_terracotta: #14, 3(0%)
minecraft.used.podzol: #14, 2(0%)
minecraft.used.yellow_wool: #14, 3(0%)
minecraft.used.polished_granite: #14, 4(0%)
minecraft.mined.brain_coral_block: #14, 1(0%)
minecraft.picked_up.iron_sword: #15, 8(4%)
minecraft.mined.cobblestone: #15, 2510(2%)
minecraft.custom.swim_one_cm: #15, 4603332(2%)
minecraft.picked_up.diamond: #15, 930(2%)
minecraft.picked_up.iron_leggings: #15, 6(2%)
minecraft.crafted.diamond_sword: #15, 3(2%)
minecraft.used.spruce_log: #15, 712(2%)
minecraft.used.diamond_shovel: #15, 72448(1%)
minecraft.mined.sand: #15, 23127(1%)
minecraft.picked_up.cobblestone_stairs: #15, 97(2%)
minecraft.picked_up.spruce_door: #15, 16(2%)
minecraft.picked_up.sand: #15, 23046(1%)
minecraft.used.cobblestone_stairs: #15, 206(2%)
minecraft.used.enchanting_table: #15, 2(2%)
minecraft.used.granite: #15, 158(1%)
minecraft.dropped.flint: #15, 115(1%)
minecraft.crafted.shears: #15, 36(1%)
minecraft.crafted.iron_door: #15, 12(1%)
minecraft.custom.open_barrel: #15, 400(1%)
minecraft.picked_up.quartz: #15, 4129(1%)
minecraft.mined.nether_quartz_ore: #15, 2383(1%)
minecraft.mined.end_rod: #15, 86(1%)
minecraft.used.white_concrete: #15, 3295(1%)
minecraft.mined.enchanting_table: #15, 1(1%)
minecraft.picked_up.enchanting_table: #15, 1(1%)
minecraft.mined.quartz_block: #15, 64(1%)
minecraft.used.lantern: #15, 84(1%)
minecraft.crafted.leather_helmet: #15, 2(1%)
minecraft.picked_up.stone_shovel: #15, 1(1%)
minecraft.mined.clay: #15, 170(1%)
minecraft.custom.fill_cauldron: #15, 3(1%)
minecraft.picked_up.dark_oak_trapdoor: #15, 23(1%)
minecraft.picked_up.stone_sword: #15, 8(1%)
minecraft.picked_up.lapis_ore: #15, 50(1%)
minecraft.picked_up.quartz_block: #15, 131(1%)
minecraft.killed.wandering_trader: #15, 1(1%)
minecraft.crafted.blue_dye: #15, 166(1%)
minecraft.mined.bone_block: #15, 34(1%)
minecraft.dropped.crafting_table: #15, 3(1%)
minecraft.picked_up.cactus: #15, 257(1%)
minecraft.picked_up.stripped_spruce_log: #15, 15(1%)
minecraft.dropped.cobblestone_wall: #15, 9(1%)
minecraft.crafted.white_concrete_powder: #15, 2256(1%)
minecraft.mined.dark_oak_wall_sign: #15, 1(1%)
minecraft.mined.diamond_block: #15, 17(1%)
minecraft.mined.dark_oak_log: #15, 543(0%)
minecraft.picked_up.orange_tulip: #15, 10(1%)
minecraft.used.dandelion: #15, 1(1%)
minecraft.used.diamond_block: #15, 19(0%)
minecraft.crafted.leather_chestplate: #15, 5(1%)
minecraft.used.tropical_fish_bucket: #15, 2(0%)
minecraft.dropped.cobblestone_stairs: #15, 7(0%)
minecraft.killed.husk: #15, 3(0%)
minecraft.used.sea_pickle: #15, 35(0%)
minecraft.mined.dark_oak_slab: #15, 23(0%)
minecraft.dropped.redstone_torch: #15, 4(0%)
minecraft.picked_up.sea_pickle: #15, 34(0%)
minecraft.dropped.chicken: #15, 3(0%)
minecraft.dropped.ink_sac: #15, 3(0%)
minecraft.used.cake: #15, 2(0%)
minecraft.used.red_terracotta: #15, 59(0%)
minecraft.mined.chorus_plant: #15, 4(0%)
minecraft.picked_up.oak_wood: #15, 2(0%)
minecraft.mined.sea_pickle: #15, 3(0%)
minecraft.mined.yellow_wool: #15, 2(0%)
minecraft.picked_up.stone_stairs: #15, 2(0%)
minecraft.dropped.glowstone_dust: #15, 1(0%)
minecraft.picked_up.red_terracotta: #15, 94(0%)
minecraft.dropped.cod: #15, 65(0%)
minecraft.picked_up.nether_brick_slab: #15, 4(0%)
minecraft.used.iron_ore: #15, 3(0%)
minecraft.picked_up.sweet_berries: #15, 25(0%)
minecraft.mined.polished_granite: #15, 4(0%)
minecraft.crafted.chiseled_quartz_block: #15, 2(0%)
minecraft.dropped.white_terracotta: #15, 2(0%)
minecraft.used.pink_wool: #15, 1(0%)
minecraft.mined.prismarine_bricks: #15, 16(0%)
minecraft.mined.black_terracotta: #15, 2(0%)
minecraft.picked_up.prismarine_bricks: #15, 13(0%)
minecraft.picked_up.black_terracotta: #15, 2(0%)
minecraft.mined.blue_stained_glass: #15, 1(0%)
minecraft.mined.red_terracotta: #15, 26(0%)
minecraft.mined.light_blue_glazed_terracotta: #15, 1(0%)
minecraft.picked_up.podzol: #15, 3(0%)
minecraft.picked_up.magenta_wool: #15, 1(0%)
minecraft.mined.coal_ore: #16, 5785(3%)
minecraft.picked_up.flint: #16, 462(2%)
minecraft.mined.lapis_ore: #16, 308(2%)
minecraft.used.gravel: #16, 721(1%)
minecraft.broken.shears: #16, 15(1%)
minecraft.used.firework_rocket: #16, 154(1%)
minecraft.dropped.gravel: #16, 297(1%)
minecraft.crafted.furnace: #16, 81(1%)
minecraft.picked_up.end_rod: #16, 147(1%)
minecraft.used.white_banner: #16, 13(1%)
minecraft.mined.cactus: #16, 27(1%)
minecraft.used.barrel: #16, 31(1%)
minecraft.crafted.birch_fence: #16, 21(1%)
minecraft.mined.kelp: #16, 114(1%)
minecraft.picked_up.lava_bucket: #16, 2(1%)
minecraft.picked_up.sea_lantern: #16, 244(1%)
minecraft.mined.birch_sign: #16, 2(1%)
minecraft.crafted.dark_oak_stairs: #16, 160(1%)
minecraft.picked_up.diamond_ore: #16, 60(1%)
minecraft.crafted.red_shulker_box: #16, 2(1%)
minecraft.used.dark_oak_fence: #16, 75(1%)
minecraft.picked_up.dark_oak_log: #16, 652(0%)
minecraft.used.white_concrete_powder: #16, 2015(0%)
minecraft.picked_up.snow_block: #16, 54(1%)
minecraft.broken.stone_shovel: #16, 1(1%)
minecraft.crafted.acacia_planks: #16, 288(0%)
minecraft.mined.spruce_sapling: #16, 4(0%)
minecraft.picked_up.prismarine_crystals: #16, 402(0%)
minecraft.used.cactus: #16, 9(0%)
minecraft.crafted.oak_pressure_plate: #16, 2(0%)
minecraft.used.acacia_boat: #16, 1(0%)
minecraft.picked_up.prismarine_shard: #16, 888(0%)
minecraft.mined.mossy_stone_bricks: #16, 4(0%)
minecraft.used.birch_fence: #16, 7(0%)
minecraft.picked_up.glass_bottle: #16, 9(0%)
minecraft.dropped.filled_map: #16, 1(0%)
minecraft.picked_up.dark_oak_slab: #16, 30(0%)
minecraft.picked_up.cracked_stone_bricks: #16, 34(0%)
minecraft.crafted.stone_button: #16, 120(0%)
minecraft.dropped.oak_trapdoor: #16, 1(0%)
minecraft.crafted.cake: #16, 3(0%)
minecraft.dropped.sea_lantern: #16, 37(0%)
minecraft.used.blast_furnace: #16, 1(0%)
minecraft.dropped.obsidian: #16, 2(0%)
minecraft.crafted.cooked_porkchop: #16, 4(0%)
minecraft.mined.stone_stairs: #16, 1(0%)
minecraft.used.beetroot_seeds: #16, 1(0%)
minecraft.crafted.sponge: #16, 7(0%)
minecraft.picked_up.wet_sponge: #16, 7(0%)
minecraft.mined.light_gray_wool: #16, 1(0%)
minecraft.used.sponge: #16, 7(0%)
minecraft.dropped.prismarine_crystals: #16, 12(0%)
minecraft.picked_up.brown_wool: #16, 3(0%)
minecraft.mined.wet_sponge: #16, 5(0%)
minecraft.used.orange_stained_glass: #16, 1(0%)
minecraft.dropped.spruce_stairs: #16, 1(0%)
minecraft.used.nether_brick_slab: #16, 2(0%)
minecraft.used.sweet_berries: #16, 1(0%)
minecraft.crafted.cyan_terracotta: #16, 16(0%)
minecraft.picked_up.coal: #17, 7857(2%)
minecraft.crafted.diamond_shovel: #17, 5(2%)
minecraft.mined.stripped_oak_log: #17, 55(1%)
minecraft.picked_up.stripped_oak_log: #17, 55(1%)
minecraft.used.spruce_door: #17, 17(1%)
minecraft.used.painting: #17, 34(1%)
minecraft.crafted.birch_door: #17, 3(1%)
minecraft.mined.gravel: #17, 5911(1%)
minecraft.picked_up.gravel: #17, 5020(1%)
minecraft.used.player_head: #17, 47(1%)
minecraft.picked_up.red_wool: #17, 55(1%)
minecraft.mined.spruce_log: #17, 1115(1%)
minecraft.used.sand: #17, 2073(1%)
minecraft.mined.azure_bluet: #17, 11(1%)
minecraft.crafted.cobblestone_stairs: #17, 160(1%)
minecraft.crafted.orange_dye: #17, 64(1%)
minecraft.crafted.barrel: #17, 19(1%)
minecraft.used.dark_oak_stairs: #17, 104(0%)
minecraft.used.dark_oak_sign: #17, 3(1%)
minecraft.dropped.oak_fence: #17, 5(0%)
minecraft.picked_up.lantern: #17, 16(0%)
minecraft.mined.seagrass: #17, 68(0%)
minecraft.crafted.bread: #17, 24(0%)
minecraft.crafted.gray_shulker_box: #17, 1(0%)
minecraft.dropped.shears: #17, 1(0%)
minecraft.custom.eat_cake_slice: #17, 5(0%)
minecraft.used.spruce_leaves: #17, 118(0%)
minecraft.picked_up.dark_oak_sign: #17, 1(0%)
minecraft.picked_up.spruce_pressure_plate: #17, 1(0%)
minecraft.dropped.chest: #17, 3(0%)
minecraft.mined.white_concrete_powder: #17, 15(0%)
minecraft.crafted.cyan_dye: #17, 64(0%)
minecraft.picked_up.mossy_stone_bricks: #17, 3(0%)
minecraft.picked_up.light_gray_concrete_powder: #17, 42(0%)
minecraft.used.sandstone: #17, 82(0%)
minecraft.mined.coarse_dirt: #17, 22(0%)
minecraft.picked_up.light_gray_concrete: #17, 47(0%)
minecraft.dropped.redstone_ore: #17, 3(0%)
minecraft.picked_up.coarse_dirt: #17, 19(0%)
minecraft.mined.light_gray_concrete: #17, 44(0%)
minecraft.picked_up.cooked_mutton: #17, 2(0%)
minecraft.crafted.map: #17, 2(0%)
minecraft.used.end_stone: #17, 9(0%)
minecraft.used.chiseled_quartz_block: #17, 2(0%)
minecraft.mined.dark_prismarine: #17, 3(0%)
minecraft.picked_up.dark_prismarine: #17, 3(0%)
minecraft.picked_up.jungle_leaves: #17, 7(0%)
minecraft.picked_up.cooked_cod: #17, 28(0%)
minecraft.dropped.stone_brick_stairs: #17, 1(0%)
minecraft.used.stone_stairs: #17, 1(0%)
minecraft.picked_up.light_gray_terracotta: #17, 26(0%)
minecraft.mined.light_gray_terracotta: #17, 22(0%)
minecraft.dropped.beef: #17, 1(0%)
minecraft.picked_up.light_blue_glazed_terracotta: #17, 1(0%)
minecraft.crafted.diamond_axe: #18, 3(2%)
minecraft.picked_up.iron_boots: #18, 4(1%)
minecraft.crafted.enchanting_table: #18, 1(2%)
minecraft.picked_up.stick: #18, 434(1%)
minecraft.picked_up.painting: #18, 30(1%)
minecraft.dropped.iron_pickaxe: #18, 1(1%)
minecraft.picked_up.coal_block: #18, 39(1%)
minecraft.mined.oxeye_daisy: #18, 8(1%)
minecraft.picked_up.spruce_log: #18, 1232(1%)
minecraft.crafted.spruce_door: #18, 9(1%)
minecraft.dropped.iron_chestplate: #18, 1(1%)
minecraft.picked_up.cobblestone_slab: #18, 68(1%)
minecraft.crafted.spruce_boat: #18, 2(1%)
minecraft.crafted.dark_oak_planks: #18, 904(0%)
minecraft.dropped.stick: #18, 108(0%)
minecraft.used.stone_shovel: #18, 131(1%)
minecraft.crafted.dark_oak_sign: #18, 3(1%)
minecraft.mined.lantern: #18, 7(0%)
minecraft.picked_up.redstone_ore: #18, 197(0%)
minecraft.used.cobblestone_slab: #18, 129(0%)
minecraft.picked_up.dark_oak_planks: #18, 55(0%)
minecraft.killed.salmon: #18, 2(0%)
minecraft.picked_up.feather: #18, 45(0%)
minecraft.used.diamond_ore: #18, 30(0%)
minecraft.killed.cod: #18, 5(0%)
minecraft.picked_up.cod: #18, 282(0%)
minecraft.picked_up.shears: #18, 2(0%)
minecraft.picked_up.yellow_wool: #18, 10(0%)
minecraft.crafted.light_gray_concrete_powder: #18, 104(0%)
minecraft.used.light_gray_concrete_powder: #18, 86(0%)
minecraft.used.mossy_stone_bricks: #18, 3(0%)
minecraft.used.light_gray_concrete: #18, 25(0%)
minecraft.mined.stripped_dark_oak_log: #18, 1(0%)
minecraft.mined.lime_terracotta: #18, 2(0%)
minecraft.picked_up.white_terracotta: #18, 8(0%)
minecraft.mined.green_terracotta: #18, 1(0%)
minecraft.picked_up.green_terracotta: #18, 1(0%)
minecraft.mined.white_terracotta: #18, 6(0%)
minecraft.custom.fly_one_cm: #19, 41384829(2%)
minecraft.crafted.diamond_helmet: #19, 2(1%)
minecraft.mined.gold_ore: #19, 311(1%)
minecraft.picked_up.gold_ore: #19, 279(1%)
minecraft.crafted.lapis_block: #19, 120(1%)
minecraft.mined.poppy: #19, 49(1%)
minecraft.broken.stone_pickaxe: #19, 1(1%)
minecraft.mined.diamond_ore: #19, 220(1%)
minecraft.used.coal_ore: #19, 193(1%)
minecraft.picked_up.pufferfish: #19, 14(1%)
minecraft.killed.pig: #19, 3(0%)
minecraft.mined.grass_path: #19, 36(0%)
minecraft.mined.glass_pane: #19, 9(0%)
minecraft.mined.dark_oak_fence: #19, 14(0%)
minecraft.mined.spruce_leaves: #19, 256(0%)
minecraft.used.dark_oak_log: #19, 133(0%)
minecraft.used.egg: #19, 63(0%)
minecraft.used.vine: #19, 7(0%)
minecraft.used.poppy: #19, 1(0%)
minecraft.used.cooked_chicken: #19, 21(0%)
minecraft.crafted.dark_oak_slab: #19, 64(0%)
minecraft.crafted.painting: #19, 4(0%)
minecraft.mined.dark_oak_leaves: #19, 18(0%)
minecraft.picked_up.grass: #19, 3(0%)
minecraft.used.dark_oak_slab: #19, 31(0%)
minecraft.used.coal_block: #19, 7(0%)
minecraft.dropped.lapis_lazuli: #19, 2(0%)
minecraft.used.coarse_dirt: #19, 23(0%)
minecraft.picked_up.filled_map: #19, 2(0%)
minecraft.used.hay_block: #19, 1(0%)
minecraft.used.white_terracotta: #19, 3(0%)
minecraft.picked_up.light_gray_wool: #19, 2(0%)
minecraft.mined.podzol: #19, 3(0%)
minecraft.used.jungle_leaves: #19, 2(0%)
minecraft.crafted.coarse_dirt: #19, 8(0%)
minecraft.crafted.hay_block: #19, 1(0%)
minecraft.used.stone_pickaxe: #20, 132(1%)
minecraft.crafted.coal_block: #20, 203(1%)
minecraft.picked_up.saddle: #20, 2(1%)
minecraft.mined.oak_sapling: #20, 6(1%)
minecraft.picked_up.lead: #20, 13(1%)
minecraft.picked_up.egg: #20, 73(0%)
minecraft.picked_up.diamond_chestplate: #20, 1(0%)
minecraft.picked_up.fishing_rod: #20, 1(0%)
minecraft.crafted.cobblestone_slab: #20, 96(0%)
minecraft.picked_up.chicken: #20, 9(0%)
minecraft.mined.cracked_stone_bricks: #20, 4(0%)
minecraft.dropped.oak_planks: #20, 7(0%)
minecraft.mined.red_tulip: #20, 1(0%)
minecraft.dropped.egg: #20, 8(0%)
minecraft.dropped.brown_mushroom: #20, 1(0%)
minecraft.picked_up.emerald_block: #20, 1(0%)
minecraft.picked_up.black_stained_glass: #20, 3(0%)
minecraft.mined.black_stained_glass: #20, 2(0%)
minecraft.picked_up.sandstone_stairs: #20, 1(0%)
minecraft.picked_up.spruce_leaves: #20, 17(0%)
minecraft.dropped.cactus: #20, 1(0%)
minecraft.dropped.diamond_sword: #21, 2(1%)
minecraft.picked_up.iron_chestplate: #21, 2(1%)
minecraft.picked_up.baked_potato: #21, 38(0%)
minecraft.picked_up.cooked_chicken: #21, 44(0%)
minecraft.picked_up.glass_pane: #21, 13(0%)
minecraft.crafted.glass_pane: #21, 32(0%)
minecraft.picked_up.bone_block: #21, 33(0%)
minecraft.custom.interact_with_smoker: #21, 1(0%)
minecraft.picked_up.red_mushroom: #21, 3(0%)
minecraft.dropped.spruce_planks: #21, 4(0%)
minecraft.picked_up.red_tulip: #21, 1(0%)
minecraft.used.bread: #21, 1(0%)
minecraft.crafted.pink_dye: #21, 2(0%)
minecraft.mined.terracotta: #21, 25(0%)
minecraft.picked_up.terracotta: #21, 24(0%)
minecraft.dropped.sandstone: #21, 1(0%)
minecraft.used.dark_oak_planks: #21, 1(0%)
minecraft.picked_up.porkchop: #22, 4(0%)
minecraft.crafted.stone_shovel: #22, 1(0%)
minecraft.picked_up.tropical_fish: #22, 1(0%)
minecraft.used.stone_sword: #22, 4(0%)
minecraft.mined.dark_oak_planks: #22, 1(0%)
minecraft.picked_up.iron_pickaxe: #23, 1(0%)
minecraft.mined.dead_bush: #23, 1(0%)
minecraft.killed_by.creeper: #24, 1(1%)
minecraft.crafted.wooden_pickaxe: #24, 1(0%)
minecraft.crafted.stone_pickaxe: #24, 1(0%)
minecraft.killed.sheep: #25, 1(0%)
minecraft.crafted.air: #25, 0(0%)
minecraft.custom.time_since_rest: #26, 83651(0%)
minecraft.custom.time_since_death: #30, 578467(0%)
