stat, rank, value, (percentage) 
minecraft.picked_up.deepslate_tile_wall: #10, 21(1%)
minecraft.picked_up.golden_carrot: #11, 2001(3%)
minecraft.mined.dark_oak_leaves: #10, 358(1%)
minecraft.dropped.cooked_mutton: #10, 9(2%)
minecraft.picked_up.brown_concrete_powder: #10, 60(2%)
minecraft.crafted.yellow_concrete_powder: #10, 328(1%)
minecraft.dropped.emerald_block: #10, 34(1%)
minecraft.picked_up.lime_dye: #10, 13(1%)
minecraft.dropped.cobbled_deepslate: #10, 1108(1%)
minecraft.used.calibrated_sculk_sensor: #10, 6(1%)
minecraft.crafted.green_concrete_powder: #10, 144(1%)
minecraft.used.cyan_concrete: #10, 35(1%)
minecraft.crafted.spruce_pressure_plate: #10, 4(1%)
minecraft.dropped.stone_stairs: #10, 4(1%)
minecraft.crafted.waxed_oxidized_cut_copper_slab: #10, 10(1%)
minecraft.crafted.brush: #10, 2(1%)
minecraft.mined.cobblestone_slab: #10, 28(1%)
minecraft.picked_up.carrot: #11, 3137(4%)
minecraft.mined.blackstone_slab: #10, 6(1%)
minecraft.picked_up.cyan_carpet: #10, 8(1%)
minecraft.used.orange_stained_glass: #10, 156(1%)
minecraft.mined.diamond_block: #10, 20(1%)
minecraft.mined.copper_door: #10, 1(1%)
minecraft.mined.blue_bed: #10, 6(1%)
minecraft.picked_up.armadillo_scute: #10, 50(0%)
minecraft.crafted.red_sandstone_slab: #10, 8(1%)
minecraft.mined.jungle_wall_sign: #10, 2(1%)
minecraft.mined.exposed_copper_trapdoor: #10, 10(1%)
minecraft.used.light_blue_bed: #10, 4(1%)
minecraft.picked_up.exposed_copper_trapdoor: #10, 10(1%)
minecraft.used.bubble_coral_fan: #10, 2(1%)
minecraft.crafted.crimson_hyphae: #10, 9(1%)
minecraft.picked_up.weathered_copper_grate: #10, 1(1%)
minecraft.mined.weathered_copper_grate: #10, 1(1%)
minecraft.crafted.bamboo_pressure_plate: #10, 1(1%)
minecraft.used.light_blue_banner: #10, 1(1%)
minecraft.used.gray_banner: #10, 2(1%)
minecraft.crafted.black_bed: #10, 1(1%)
minecraft.crafted.purple_wool: #10, 3(1%)
minecraft.used.bamboo_pressure_plate: #10, 1(1%)
minecraft.used.purple_dye: #10, 1(1%)
minecraft.dropped.iron_axe: #10, 4(0%)
minecraft.killed.trader_llama: #11, 18(5%)
minecraft.crafted.cyan_bed: #10, 1(1%)
minecraft.used.weathered_copper_trapdoor: #10, 4(1%)
minecraft.picked_up.warped_fence: #10, 4(1%)
minecraft.mined.polished_blackstone_brick_stairs: #10, 2(1%)
minecraft.dropped.coal: #10, 95(0%)
minecraft.picked_up.stone_shovel: #10, 1(0%)
minecraft.used.cyan_banner: #10, 1(1%)
minecraft.used.goat_horn: #10, 2(1%)
minecraft.dropped.andesite_slab: #10, 3(1%)
minecraft.dropped.beef: #10, 13(0%)
minecraft.used.pink_banner: #10, 1(0%)
minecraft.picked_up.blue_terracotta: #10, 14(0%)
minecraft.dropped.piston: #10, 6(0%)
minecraft.crafted.smooth_red_sandstone_slab: #10, 2(1%)
minecraft.picked_up.snow: #10, 206(0%)
minecraft.used.yellow_candle: #10, 2(0%)
minecraft.mined.pale_oak_fence: #10, 1(0%)
minecraft.dropped.jungle_fence: #10, 1(0%)
minecraft.crafted.pale_oak_button: #10, 5(0%)
minecraft.mined.purple_terracotta: #10, 3(0%)
minecraft.crafted.light_gray_banner: #10, 1(0%)
minecraft.dropped.torchflower_seeds: #10, 4(0%)
minecraft.dropped.fire_charge: #10, 4(0%)
minecraft.used.oxidized_chiseled_copper: #10, 4(0%)
minecraft.used.polished_blackstone_brick_stairs: #10, 2(0%)
minecraft.crafted.smooth_red_sandstone: #10, 8(0%)
minecraft.picked_up.purple_stained_glass_pane: #10, 1(0%)
minecraft.dropped.warped_stem: #10, 1(0%)
minecraft.used.pink_terracotta: #10, 10(0%)
minecraft.picked_up.white_candle: #10, 1(0%)
minecraft.used.smooth_red_sandstone_stairs: #10, 2(0%)
minecraft.crafted.smooth_sandstone_slab: #10, 2(0%)
minecraft.picked_up.yellow_concrete_powder: #10, 6(0%)
minecraft.used.purpur_stairs: #10, 1(0%)
minecraft.used.smooth_red_sandstone: #10, 1(0%)
minecraft.killed.vindicator: #10, 20(0%)
minecraft.crafted.iron_pickaxe: #11, 11(3%)
minecraft.dropped.string: #11, 500(3%)
minecraft.dropped.granite: #11, 603(3%)
minecraft.crafted.glass: #11, 5303(3%)
minecraft.picked_up.wheat: #11, 5599(3%)
minecraft.picked_up.redstone: #11, 8150(3%)
minecraft.mined.player_wall_head: #11, 20(3%)
minecraft.used.spruce_fence: #11, 594(3%)
minecraft.used.campfire: #11, 110(3%)
minecraft.picked_up.spider_eye: #11, 1531(3%)
minecraft.crafted.diamond_block: #11, 380(3%)
minecraft.crafted.stone_axe: #11, 4(3%)
minecraft.dropped.diamond: #11, 290(3%)
minecraft.crafted.iron_chestplate: #11, 4(3%)
minecraft.picked_up.ancient_debris: #11, 51(3%)
minecraft.crafted.campfire: #11, 111(3%)
minecraft.crafted.smoker: #11, 17(3%)
minecraft.used.tripwire_hook: #11, 18(3%)
minecraft.mined.spruce_fence_gate: #11, 30(3%)
minecraft.picked_up.gravel: #11, 12570(2%)
minecraft.mined.pumpkin_stem: #11, 14(3%)
minecraft.mined.gravel: #11, 12565(2%)
minecraft.mined.wheat: #11, 3900(2%)
minecraft.used.iron_shovel: #11, 1879(3%)
minecraft.picked_up.deepslate_lapis_ore: #11, 85(2%)
minecraft.picked_up.deepslate_gold_ore: #11, 235(2%)
minecraft.mined.deepslate: #11, 18050(2%)
minecraft.picked_up.shears: #11, 37(2%)
minecraft.crafted.iron_sword: #11, 7(2%)
minecraft.dropped.iron_shovel: #11, 5(2%)
minecraft.used.cartography_table: #11, 11(3%)
minecraft.used.enchanting_table: #11, 2(3%)
minecraft.picked_up.yellow_terracotta: #11, 364(2%)
minecraft.used.bookshelf: #11, 72(2%)
minecraft.crafted.bamboo_trapdoor: #11, 262(2%)
minecraft.dropped.waxed_cut_copper_slab: #11, 2(3%)
minecraft.picked_up.andesite_wall: #11, 27(2%)
minecraft.dropped.birch_sapling: #11, 15(2%)
minecraft.mined.deepslate_gold_ore: #11, 427(2%)
minecraft.picked_up.breeze_rod: #11, 308(2%)
minecraft.picked_up.chiseled_bookshelf: #11, 16(2%)
minecraft.custom.fall_one_cm: #12, 12967514(4%)
minecraft.picked_up.oak_fence_gate: #11, 8(2%)
minecraft.picked_up.orange_dye: #11, 14(1%)
minecraft.dropped.blue_dye: #11, 7(2%)
minecraft.dropped.cobblestone: #11, 3474(2%)
minecraft.picked_up.cobbled_deepslate: #11, 12286(2%)
minecraft.picked_up.cherry_sapling: #11, 165(2%)
minecraft.mined.sweet_berry_bush: #11, 22(2%)
minecraft.crafted.tnt: #11, 642(2%)
minecraft.mined.cherry_log: #11, 396(2%)
minecraft.used.yellow_dye: #11, 15(2%)
minecraft.crafted.bamboo_sign: #11, 96(2%)
minecraft.crafted.pink_dye: #11, 217(1%)
minecraft.dropped.raw_gold: #11, 11(3%)
minecraft.crafted.light_gray_dye: #11, 411(1%)
minecraft.mined.coarse_dirt: #11, 296(1%)
minecraft.used.gray_stained_glass: #11, 241(2%)
minecraft.crafted.deepslate_tile_stairs: #11, 10(2%)
minecraft.mined.dark_oak_sapling: #11, 7(2%)
minecraft.mined.soul_fire: #11, 26(1%)
minecraft.picked_up.cartography_table: #11, 6(2%)
minecraft.mined.white_concrete_powder: #11, 29(2%)
minecraft.dropped.soul_sand: #11, 67(1%)
minecraft.crafted.ender_eye: #11, 38(1%)
minecraft.mined.stripped_warped_stem: #11, 48(1%)
minecraft.picked_up.green_stained_glass_pane: #11, 15(2%)
minecraft.crafted.gold_block: #11, 90(1%)
minecraft.picked_up.pitcher_plant: #11, 23(1%)
minecraft.mined.gray_stained_glass_pane: #11, 4(2%)
minecraft.used.smooth_sandstone: #11, 272(1%)
minecraft.used.polished_deepslate_wall: #11, 108(1%)
minecraft.picked_up.chiseled_stone_bricks: #11, 37(1%)
minecraft.crafted.netherite_leggings: #11, 1(2%)
minecraft.picked_up.light_gray_dye: #11, 11(1%)
minecraft.picked_up.pale_oak_leaves: #11, 109(1%)
minecraft.mined.yellow_concrete_powder: #11, 6(2%)
minecraft.picked_up.raw_gold: #11, 409(1%)
minecraft.used.blue_shulker_box: #11, 78(1%)
minecraft.used.red_concrete_powder: #11, 200(1%)
minecraft.picked_up.blue_shulker_box: #11, 74(1%)
minecraft.picked_up.ghast_tear: #11, 18(1%)
minecraft.mined.spruce_hanging_sign: #11, 1(2%)
minecraft.picked_up.amethyst_cluster: #11, 55(1%)
minecraft.mined.blue_shulker_box: #11, 74(1%)
minecraft.mined.yellow_bed: #11, 11(1%)
minecraft.picked_up.cyan_dye: #11, 11(1%)
minecraft.picked_up.honey_bottle: #11, 17(1%)
minecraft.mined.light_blue_concrete: #11, 200(1%)
minecraft.used.stone_shovel: #11, 301(1%)
minecraft.used.redstone_ore: #11, 16(1%)
minecraft.used.smooth_basalt: #11, 188(1%)
minecraft.picked_up.yellow_bed: #11, 10(1%)
minecraft.picked_up.crimson_fungus: #11, 39(1%)
minecraft.crafted.acacia_fence_gate: #11, 10(1%)
minecraft.picked_up.chorus_fruit: #11, 199(1%)
minecraft.dropped.deepslate_tiles: #11, 12(1%)
minecraft.picked_up.jungle_sapling: #11, 87(1%)
minecraft.crafted.red_concrete_powder: #11, 208(1%)
minecraft.used.experience_bottle: #11, 127(1%)
minecraft.crafted.stone_pressure_plate: #11, 27(1%)
minecraft.mined.nether_wart_block: #11, 192(1%)
minecraft.killed.vex: #11, 3(1%)
minecraft.picked_up.yellow_dye: #11, 23(1%)
minecraft.picked_up.tall_dry_grass: #11, 8(1%)
minecraft.used.green_concrete: #11, 50(1%)
minecraft.crafted.dark_oak_door: #11, 3(1%)
minecraft.used.tuff_stairs: #11, 18(1%)
minecraft.crafted.dark_oak_pressure_plate: #11, 3(1%)
minecraft.picked_up.light_blue_dye: #11, 7(1%)
minecraft.picked_up.soul_torch: #11, 6(1%)
minecraft.used.cobblestone_slab: #11, 157(1%)
minecraft.picked_up.diorite_slab: #11, 8(1%)
minecraft.mined.tuff_stairs: #11, 2(1%)
minecraft.mined.emerald_ore: #11, 6(1%)
minecraft.dropped.soul_soil: #11, 7(1%)
minecraft.crafted.orange_stained_glass: #11, 184(1%)
minecraft.picked_up.tuff_wall: #11, 8(1%)
minecraft.dropped.chiseled_tuff: #11, 2(1%)
minecraft.used.string: #11, 133(0%)
minecraft.used.light_blue_concrete_powder: #11, 139(1%)
minecraft.used.bamboo_hanging_sign: #11, 1(1%)
minecraft.dropped.rooted_dirt: #11, 10(1%)
minecraft.used.red_tulip: #11, 1(1%)
minecraft.picked_up.golden_sword: #11, 8(0%)
minecraft.dropped.sea_pickle: #11, 10(1%)
minecraft.dropped.golden_sword: #11, 8(0%)
minecraft.picked_up.copper_door: #11, 1(1%)
minecraft.mined.exposed_cut_copper: #11, 1(1%)
minecraft.picked_up.exposed_cut_copper: #11, 1(1%)
minecraft.mined.red_carpet: #11, 21(0%)
minecraft.broken.stone_shovel: #11, 1(0%)
minecraft.dropped.dark_oak_leaves: #11, 3(0%)
minecraft.mined.yellow_wool: #11, 50(0%)
minecraft.crafted.andesite_stairs: #11, 4(0%)
minecraft.dropped.jungle_slab: #11, 2(0%)
minecraft.mined.black_concrete_powder: #11, 16(0%)
minecraft.picked_up.elytra: #12, 53(3%)
minecraft.used.weeping_vines: #11, 2(0%)
minecraft.used.tube_coral_block: #11, 4(0%)
minecraft.used.pink_concrete_powder: #11, 20(0%)
minecraft.dropped.green_wool: #11, 4(0%)
minecraft.picked_up.coal_block: #11, 7(0%)
minecraft.used.twisting_vines: #11, 2(0%)
minecraft.crafted.cut_copper_slab: #11, 2(0%)
minecraft.dropped.flowering_azalea_leaves: #11, 6(0%)
minecraft.mined.large_amethyst_bud: #11, 2(0%)
minecraft.crafted.polished_blackstone_slab: #11, 4(0%)
minecraft.picked_up.black_carpet: #11, 25(0%)
minecraft.mined.dead_brain_coral_block: #11, 1(0%)
minecraft.picked_up.lime_stained_glass_pane: #11, 1(0%)
minecraft.picked_up.pale_oak_fence: #11, 1(0%)
minecraft.mined.lapis_block: #11, 1(0%)
minecraft.used.wildflowers: #11, 1(0%)
minecraft.crafted.polished_blackstone_bricks: #11, 1(0%)
minecraft.killed.evoker: #11, 4(0%)
minecraft.custom.raid_trigger: #11, 1(0%)
minecraft.crafted.spruce_slab: #12, 2442(4%)
minecraft.picked_up.ladder: #12, 309(4%)
minecraft.used.chain: #12, 563(3%)
minecraft.crafted.stick: #12, 14526(3%)
minecraft.crafted.chain: #12, 636(3%)
minecraft.crafted.mangrove_door: #12, 6(4%)
minecraft.picked_up.leather_chestplate: #12, 16(2%)
minecraft.mined.spruce_planks: #12, 371(3%)
minecraft.dropped.diamond_leggings: #12, 4(3%)
minecraft.picked_up.diamond_leggings: #12, 20(2%)
minecraft.picked_up.diamond_axe: #12, 33(3%)
minecraft.picked_up.minecart: #12, 102(3%)
minecraft.crafted.cauldron: #12, 53(3%)
minecraft.custom.jump: #13, 433460(4%)
minecraft.dropped.spruce_slab: #12, 52(3%)
minecraft.mined.tripwire_hook: #12, 4(3%)
minecraft.custom.play_noteblock: #12, 118(2%)
minecraft.crafted.flower_pot: #12, 91(2%)
minecraft.mined.tall_seagrass: #12, 141(2%)
minecraft.mined.oak_sign: #12, 6(2%)
minecraft.crafted.wooden_pickaxe: #12, 1(2%)
minecraft.custom.target_hit: #12, 135(2%)
minecraft.crafted.netherite_upgrade_smithing_template: #12, 18(3%)
minecraft.used.orange_terracotta: #12, 469(2%)
minecraft.killed.glow_squid: #12, 14(2%)
minecraft.dropped.baked_potato: #12, 80(2%)
minecraft.crafted.pale_oak_trapdoor: #12, 94(2%)
minecraft.mined.oak_leaves: #12, 3863(2%)
minecraft.mined.stripped_spruce_log: #12, 376(2%)
minecraft.used.stone_axe: #12, 223(2%)
minecraft.picked_up.grass_block: #12, 23306(2%)
minecraft.mined.andesite_slab: #12, 21(2%)
minecraft.picked_up.kelp: #12, 1647(2%)
minecraft.crafted.stone_button: #12, 165(2%)
minecraft.picked_up.glass_pane: #12, 56(2%)
minecraft.dropped.brown_mushroom: #12, 15(2%)
minecraft.picked_up.sea_pickle: #12, 203(2%)
minecraft.picked_up.stripped_spruce_log: #12, 365(2%)
minecraft.picked_up.cherry_log: #12, 563(2%)
minecraft.crafted.tripwire_hook: #12, 46(2%)
minecraft.picked_up.porkchop: #12, 73(1%)
minecraft.crafted.gold_ingot: #12, 3161(2%)
minecraft.mined.fern: #12, 95(2%)
minecraft.dropped.saddle: #12, 2(2%)
minecraft.picked_up.mud: #12, 3015(2%)
minecraft.crafted.yellow_dye: #12, 537(2%)
minecraft.picked_up.mangrove_sign: #12, 7(2%)
minecraft.dropped.ladder: #12, 36(2%)
minecraft.dropped.ender_chest: #12, 12(2%)
minecraft.mined.hay_block: #12, 63(2%)
minecraft.custom.interact_with_loom: #12, 33(1%)
minecraft.dropped.crafting_table: #12, 6(2%)
minecraft.dropped.player_head: #12, 201(1%)
minecraft.used.jungle_sign: #12, 17(2%)
minecraft.picked_up.mangrove_roots: #12, 1184(1%)
minecraft.picked_up.spruce_fence_gate: #12, 31(1%)
minecraft.used.deepslate_gold_ore: #12, 96(2%)
minecraft.picked_up.iron_sword: #12, 8(1%)
minecraft.picked_up.cooked_salmon: #12, 26(1%)
minecraft.mined.stripped_dark_oak_log: #12, 130(1%)
minecraft.crafted.jungle_sign: #12, 15(2%)
minecraft.picked_up.hay_block: #12, 100(1%)
minecraft.picked_up.stripped_dark_oak_log: #12, 130(1%)
minecraft.mined.weeping_vines_plant: #12, 12(1%)
minecraft.picked_up.deepslate_iron_ore: #12, 83(1%)
minecraft.dropped.dandelion: #12, 48(1%)
minecraft.crafted.lime_dye: #12, 178(1%)
minecraft.mined.mangrove_door: #12, 1(2%)
minecraft.used.light_gray_terracotta: #12, 75(1%)
minecraft.picked_up.rabbit: #12, 4(1%)
minecraft.used.yellow_terracotta: #12, 89(1%)
minecraft.crafted.light_gray_terracotta: #12, 72(1%)
minecraft.used.cherry_sapling: #12, 21(1%)
minecraft.crafted.stone_shovel: #12, 4(1%)
minecraft.mined.chorus_plant: #12, 14(1%)
minecraft.mined.small_dripleaf: #12, 4(1%)
minecraft.picked_up.pink_wool: #12, 91(1%)
minecraft.mined.big_dripleaf: #12, 6(1%)
minecraft.used.mangrove_sign: #12, 11(1%)
minecraft.picked_up.gray_stained_glass: #12, 15(1%)
minecraft.dropped.calcite: #12, 15(1%)
minecraft.dropped.cocoa_beans: #12, 9(1%)
minecraft.used.deepslate_brick_slab: #12, 146(1%)
minecraft.picked_up.detector_rail: #12, 5(1%)
minecraft.used.orange_dye: #12, 3(1%)
minecraft.dropped.mutton: #12, 8(1%)
minecraft.mined.crimson_stem: #12, 74(1%)
minecraft.picked_up.light_blue_concrete: #12, 160(1%)
minecraft.dropped.iron_ingot: #12, 173(1%)
minecraft.mined.polished_blackstone_bricks: #12, 56(1%)
minecraft.crafted.black_terracotta: #12, 168(1%)
minecraft.killed.iron_golem: #12, 3(1%)
minecraft.picked_up.yellow_wool: #12, 174(1%)
minecraft.dropped.stripped_spruce_log: #12, 2(1%)
minecraft.mined.mangrove_wall_sign: #12, 1(1%)
minecraft.crafted.blackstone_stairs: #12, 2(1%)
minecraft.used.stripped_dark_oak_log: #12, 39(0%)
minecraft.dropped.anvil: #12, 1(1%)
minecraft.mined.acacia_wall_sign: #12, 1(1%)
minecraft.crafted.white_wool: #12, 132(1%)
minecraft.crafted.lime_stained_glass_pane: #12, 32(1%)
minecraft.used.pale_moss_block: #12, 90(1%)
minecraft.dropped.cobbled_deepslate_slab: #12, 7(1%)
minecraft.mined.blackstone_stairs: #12, 1(1%)
minecraft.picked_up.activator_rail: #12, 8(0%)
minecraft.crafted.tnt_minecart: #12, 2(0%)
minecraft.mined.infested_stone: #12, 5(0%)
minecraft.crafted.jungle_fence_gate: #12, 4(0%)
minecraft.used.lily_of_the_valley: #12, 1(0%)
minecraft.picked_up.cactus_flower: #12, 1(0%)
minecraft.crafted.bamboo_raft: #12, 1(0%)
minecraft.used.lime_concrete: #12, 15(0%)
minecraft.picked_up.black_banner: #12, 3(0%)
minecraft.picked_up.torchflower_seeds: #12, 5(0%)
minecraft.mined.snow: #12, 1277(0%)
minecraft.dropped.bamboo_block: #12, 64(0%)
minecraft.crafted.cyan_banner: #12, 1(0%)
minecraft.dropped.verdant_froglight: #12, 30(0%)
minecraft.picked_up.fire_coral: #12, 2(0%)
minecraft.mined.fire_coral: #12, 2(0%)
minecraft.crafted.wooden_sword: #12, 2(0%)
minecraft.mined.prismarine_bricks: #12, 36(0%)
minecraft.used.firefly_bush: #12, 3(0%)
minecraft.crafted.golden_apple: #12, 6(0%)
minecraft.picked_up.purple_terracotta: #12, 3(0%)
minecraft.crafted.light_blue_stained_glass: #12, 64(0%)
minecraft.crafted.chiseled_stone_bricks: #12, 16(0%)
minecraft.mined.lime_stained_glass_pane: #12, 1(0%)
minecraft.crafted.deepslate_tile_wall: #12, 1(0%)
minecraft.picked_up.fire_charge: #12, 3(0%)
minecraft.picked_up.prismarine_crystals: #12, 4(0%)
minecraft.dropped.cherry_log: #12, 1(0%)
minecraft.crafted.lime_wool: #12, 4(0%)
minecraft.dropped.black_wool: #12, 2(0%)
minecraft.dropped.dark_oak_slab: #12, 1(0%)
minecraft.crafted.blue_concrete_powder: #12, 8(0%)
minecraft.mined.stripped_birch_wood: #12, 3(0%)
minecraft.picked_up.stripped_birch_wood: #12, 3(0%)
minecraft.picked_up.smooth_red_sandstone: #12, 1(0%)
minecraft.used.magenta_stained_glass: #12, 1(0%)
minecraft.picked_up.orange_concrete_powder: #12, 3(0%)
minecraft.used.bone_meal: #13, 7686(3%)
minecraft.crafted.spruce_trapdoor: #13, 1830(4%)
minecraft.picked_up.spruce_sign: #13, 68(3%)
minecraft.dropped.diorite: #13, 633(3%)
minecraft.used.spruce_slab: #13, 1508(3%)
minecraft.picked_up.oak_sign: #13, 50(3%)
minecraft.picked_up.compass: #13, 48(3%)
minecraft.mined.stone_button: #13, 40(3%)
minecraft.used.wooden_pickaxe: #13, 15(3%)
minecraft.crafted.lantern: #13, 215(3%)
minecraft.mined.oxeye_daisy: #13, 38(3%)
minecraft.picked_up.stone_button: #13, 72(3%)
minecraft.picked_up.melon_slice: #13, 1400(2%)
minecraft.used.glass_pane: #13, 93(3%)
minecraft.picked_up.spruce_planks: #13, 454(2%)
minecraft.killed.ghast: #13, 26(2%)
minecraft.picked_up.raw_iron: #13, 1548(2%)
minecraft.used.leather_chestplate: #13, 4(2%)
minecraft.custom.traded_with_villager: #13, 10666(2%)
minecraft.custom.happy_ghast_one_cm: #13, 458566(2%)
minecraft.used.white_banner: #13, 25(2%)
minecraft.used.wheat_seeds: #13, 4524(2%)
minecraft.mined.cyan_terracotta: #13, 186(2%)
minecraft.picked_up.baked_potato: #13, 204(2%)
minecraft.dropped.cooked_beef: #13, 68(2%)
minecraft.dropped.stone: #13, 5110(2%)
minecraft.picked_up.chicken: #13, 169(2%)
minecraft.picked_up.music_disc_cat: #13, 7(2%)
minecraft.picked_up.string: #13, 1410(2%)
minecraft.dropped.dirt: #13, 2266(2%)
minecraft.mined.polished_deepslate: #13, 88(2%)
minecraft.crafted.glass_pane: #13, 256(2%)
minecraft.mined.deepslate_lapis_ore: #13, 147(2%)
minecraft.picked_up.deepslate_redstone_ore: #13, 384(2%)
minecraft.picked_up.beef: #13, 491(2%)
minecraft.killed.pufferfish: #13, 4(3%)
minecraft.crafted.enchanted_book: #13, 80(2%)
minecraft.mined.warped_fungus: #13, 21(2%)
minecraft.picked_up.dragon_head: #13, 6(2%)
minecraft.used.nether_quartz_ore: #13, 176(2%)
minecraft.used.dark_oak_trapdoor: #13, 168(1%)
minecraft.crafted.spruce_sign: #13, 99(1%)
minecraft.crafted.pale_oak_planks: #13, 620(1%)
minecraft.picked_up.oak_leaves: #13, 2128(1%)
minecraft.picked_up.cookie: #13, 58(1%)
minecraft.mined.orange_terracotta: #13, 554(1%)
minecraft.picked_up.orange_terracotta: #13, 605(1%)
minecraft.picked_up.pink_dye: #13, 8(1%)
minecraft.picked_up.white_wool: #13, 431(1%)
minecraft.used.dark_oak_sign: #13, 14(1%)
minecraft.dropped.oak_slab: #13, 12(1%)
minecraft.broken.iron_shovel: #13, 3(2%)
minecraft.crafted.firework_rocket: #13, 4611(1%)
minecraft.dropped.stone_slab: #13, 61(1%)
minecraft.broken.iron_pickaxe: #13, 2(1%)
minecraft.picked_up.cyan_concrete: #13, 40(1%)
minecraft.picked_up.iron_axe: #13, 5(1%)
minecraft.used.spruce_hanging_sign: #13, 6(1%)
minecraft.crafted.chiseled_tuff_bricks: #13, 9(1%)
minecraft.crafted.spruce_hanging_sign: #13, 6(1%)
minecraft.dropped.azure_bluet: #13, 13(1%)
minecraft.picked_up.emerald_ore: #13, 6(1%)
minecraft.mined.amethyst_cluster: #13, 92(1%)
minecraft.crafted.charcoal: #13, 121(1%)
minecraft.crafted.cherry_planks: #13, 300(1%)
minecraft.crafted.spyglass: #13, 1(1%)
minecraft.mined.muddy_mangrove_roots: #13, 113(1%)
minecraft.mined.cyan_concrete: #13, 41(1%)
minecraft.dropped.chain: #13, 13(1%)
minecraft.mined.black_stained_glass: #13, 47(1%)
minecraft.picked_up.oxeye_daisy: #13, 65(1%)
minecraft.used.mushroom_stem: #13, 72(1%)
minecraft.dropped.bowl: #13, 3(1%)
minecraft.crafted.red_bed: #13, 1(1%)
minecraft.used.rose_bush: #13, 9(1%)
minecraft.crafted.smooth_stone_slab: #13, 250(1%)
minecraft.used.cake: #13, 1(1%)
minecraft.mined.water_cauldron: #13, 1(1%)
minecraft.used.soul_soil: #13, 66(1%)
minecraft.broken.fishing_rod: #13, 1(1%)
minecraft.picked_up.mangrove_door: #13, 1(1%)
minecraft.used.gold_block: #13, 72(1%)
minecraft.mined.sea_pickle: #13, 18(1%)
minecraft.picked_up.polished_blackstone_bricks: #13, 55(1%)
minecraft.mined.brown_carpet: #13, 6(1%)
minecraft.used.salmon: #13, 1(1%)
minecraft.used.mossy_cobblestone_slab: #13, 11(1%)
minecraft.custom.tune_noteblock: #13, 1664(0%)
minecraft.picked_up.red_sand: #13, 929(1%)
minecraft.killed_by.guardian: #13, 1(1%)
minecraft.mined.deepslate_brick_slab: #13, 17(1%)
minecraft.mined.green_concrete_powder: #13, 4(1%)
minecraft.crafted.light_blue_concrete_powder: #13, 136(1%)
minecraft.dropped.sandstone: #13, 37(0%)
minecraft.used.yellow_concrete_powder: #13, 100(0%)
minecraft.picked_up.tuff_stairs: #13, 2(1%)
minecraft.dropped.jungle_leaves: #13, 4(1%)
minecraft.crafted.cobblestone_slab: #13, 54(0%)
minecraft.picked_up.music_disc_otherside: #13, 1(0%)
minecraft.used.stone_pressure_plate: #13, 11(0%)
minecraft.crafted.oxidized_cut_copper_slab: #13, 8(1%)
minecraft.picked_up.orange_carpet: #13, 4(0%)
minecraft.mined.daylight_detector: #13, 1(1%)
minecraft.picked_up.polished_blackstone_stairs: #13, 2(0%)
minecraft.used.warped_roots: #13, 4(0%)
minecraft.mined.light_blue_stained_glass: #13, 12(0%)
minecraft.used.blue_ice: #13, 15(0%)
minecraft.used.diamond_chestplate: #13, 2(0%)
minecraft.mined.gray_terracotta: #13, 6(0%)
minecraft.used.light_blue_concrete: #13, 69(0%)
minecraft.crafted.flint_and_steel: #13, 6(0%)
minecraft.dropped.black_concrete: #13, 2(0%)
minecraft.mined.firefly_bush: #13, 7(0%)
minecraft.used.totem_of_undying: #13, 1(0%)
minecraft.mined.weathered_copper_trapdoor: #13, 4(0%)
minecraft.picked_up.wooden_sword: #13, 1(0%)
minecraft.picked_up.black_concrete_powder: #13, 44(0%)
minecraft.picked_up.daylight_detector: #13, 1(0%)
minecraft.crafted.cherry_slab: #13, 6(0%)
minecraft.crafted.pink_concrete_powder: #13, 24(0%)
minecraft.used.gold_ore: #13, 2(0%)
minecraft.used.crimson_fungus: #13, 2(0%)
minecraft.crafted.pink_wool: #13, 3(0%)
minecraft.crafted.mangrove_fence_gate: #13, 1(0%)
minecraft.crafted.purple_stained_glass: #13, 48(0%)
minecraft.dropped.mangrove_planks: #13, 1(0%)
minecraft.used.lime_stained_glass_pane: #13, 6(0%)
minecraft.dropped.end_stone_bricks: #13, 1(0%)
minecraft.used.verdant_froglight: #13, 51(0%)
minecraft.dropped.totem_of_undying: #13, 1(0%)
minecraft.crafted.light_blue_wool: #13, 8(0%)
minecraft.picked_up.gray_bed: #13, 1(0%)
minecraft.crafted.cobbled_deepslate_wall: #13, 1(0%)
minecraft.mined.pink_concrete: #13, 5(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #13, 4(0%)
minecraft.dropped.melon: #13, 6(0%)
minecraft.used.yellow_concrete: #13, 11(0%)
minecraft.mined.black_terracotta: #13, 3(0%)
minecraft.dropped.warped_wart_block: #13, 1(0%)
minecraft.used.spruce_button: #13, 16(0%)
minecraft.used.pink_stained_glass: #13, 1(0%)
minecraft.picked_up.quartz: #14, 2328(3%)
minecraft.dropped.rotten_flesh: #14, 3047(2%)
minecraft.picked_up.iron_leggings: #14, 6(3%)
minecraft.custom.fill_cauldron: #14, 25(3%)
minecraft.picked_up.water_bucket: #14, 25(2%)
minecraft.used.wind_charge: #14, 209(3%)
minecraft.dropped.diamond_shovel: #14, 6(3%)
minecraft.used.elytra: #14, 42(2%)
minecraft.used.spruce_boat: #14, 13(2%)
minecraft.picked_up.diamond_shovel: #14, 22(2%)
