stat, rank, value, (percentage) 
minecraft.picked_up.cherry_trapdoor: #9, 15(2%)
minecraft.picked_up.pearlescent_froglight: #9, 478(2%)
minecraft.crafted.mangrove_hanging_sign: #9, 6(3%)
minecraft.picked_up.red_shulker_box: #10, 744(5%)
minecraft.picked_up.detector_rail: #9, 10(2%)
minecraft.dropped.pufferfish: #9, 8(2%)
minecraft.used.cherry_trapdoor: #9, 41(2%)
minecraft.crafted.jungle_button: #9, 13(2%)
minecraft.used.white_stained_glass: #9, 489(2%)
minecraft.mined.pale_oak_leaves: #9, 1041(1%)
minecraft.used.crimson_trapdoor: #9, 45(2%)
minecraft.mined.cobbled_deepslate_wall: #9, 9(2%)
minecraft.mined.red_sandstone: #9, 15(2%)
minecraft.mined.birch_door: #9, 1(3%)
minecraft.used.red_shulker_box: #10, 738(5%)
minecraft.used.mud_bricks: #9, 251(1%)
minecraft.crafted.furnace_minecart: #9, 1(3%)
minecraft.used.acacia_wood: #9, 187(2%)
minecraft.crafted.end_rod: #9, 156(2%)
minecraft.used.yellow_banner: #9, 4(2%)
minecraft.picked_up.crimson_trapdoor: #9, 10(2%)
minecraft.picked_up.chiseled_copper: #9, 6(2%)
minecraft.used.lime_stained_glass_pane: #9, 67(2%)
minecraft.crafted.crimson_trapdoor: #9, 30(2%)
minecraft.crafted.cracked_stone_bricks: #9, 96(2%)
minecraft.used.bell: #9, 4(2%)
minecraft.dropped.dark_oak_trapdoor: #9, 12(2%)
minecraft.crafted.gray_shulker_box: #9, 5(1%)
minecraft.mined.chorus_plant: #9, 17(1%)
minecraft.dropped.glowstone: #9, 64(2%)
minecraft.picked_up.weathered_copper_grate: #9, 2(2%)
minecraft.used.beehive: #9, 131(1%)
minecraft.picked_up.red_stained_glass_pane: #9, 7(2%)
minecraft.mined.weathered_copper_grate: #9, 2(2%)
minecraft.picked_up.verdant_froglight: #9, 512(1%)
minecraft.used.mangrove_hanging_sign: #9, 4(2%)
minecraft.crafted.jungle_door: #9, 3(2%)
minecraft.picked_up.cyan_candle: #9, 4(2%)
minecraft.mined.closed_eyeblossom: #9, 9(1%)
minecraft.picked_up.chorus_flower: #9, 36(1%)
minecraft.dropped.cobbled_deepslate: #9, 1145(1%)
minecraft.mined.spruce_wall_sign: #10, 26(4%)
minecraft.crafted.lever: #10, 346(5%)
minecraft.dropped.rooted_dirt: #9, 19(1%)
minecraft.dropped.spruce_leaves: #9, 64(1%)
minecraft.used.trident: #9, 214(1%)
minecraft.used.stripped_jungle_wood: #9, 25(2%)
minecraft.picked_up.red_sandstone: #9, 15(1%)
minecraft.crafted.red_stained_glass_pane: #9, 48(1%)
minecraft.picked_up.light_blue_dye: #9, 8(1%)
minecraft.dropped.green_dye: #9, 26(1%)
minecraft.picked_up.magenta_wool: #9, 42(1%)
minecraft.used.gray_banner: #9, 3(1%)
minecraft.killed_by.warden: #9, 1(1%)
minecraft.used.jungle_wood: #9, 73(1%)
minecraft.used.crafting_table: #10, 336(4%)
minecraft.used.lever: #10, 429(4%)
minecraft.crafted.birch_wood: #9, 36(1%)
minecraft.picked_up.weathered_cut_copper_slab: #9, 2(1%)
minecraft.crafted.chest_minecart: #9, 3(1%)
minecraft.crafted.birch_boat: #9, 1(1%)
minecraft.used.light_blue_terracotta: #9, 84(1%)
minecraft.picked_up.pale_oak_door: #9, 1(1%)
minecraft.picked_up.cut_copper_slab: #9, 7(1%)
minecraft.mined.stone_button: #10, 65(5%)
minecraft.used.waxed_exposed_copper: #9, 19(1%)
minecraft.killed.creaking: #9, 2(1%)
minecraft.crafted.brown_banner: #9, 5(1%)
minecraft.killed.wandering_trader: #10, 9(5%)
minecraft.picked_up.oxidized_cut_copper_slab: #9, 12(1%)
minecraft.picked_up.spruce_log: #10, 9727(4%)
minecraft.crafted.bamboo_mosaic_slab: #9, 6(1%)
minecraft.dropped.comparator: #9, 4(1%)
minecraft.used.stripped_oak_wood: #9, 14(1%)
minecraft.mined.brown_stained_glass_pane: #9, 1(1%)
minecraft.mined.black_glazed_terracotta: #9, 4(1%)
minecraft.mined.resin_clump: #9, 29(0%)
minecraft.used.cherry_fence: #9, 4(1%)
minecraft.used.sandstone_wall: #9, 13(0%)
minecraft.used.waxed_exposed_cut_copper_stairs: #9, 5(1%)
minecraft.picked_up.stripped_crimson_stem: #9, 6(0%)
minecraft.mined.mangrove_trapdoor: #10, 40(5%)
minecraft.mined.dark_oak_button: #9, 1(0%)
minecraft.crafted.magenta_stained_glass_pane: #9, 16(1%)
minecraft.dropped.leather_boots: #10, 21(4%)
minecraft.crafted.birch_planks: #10, 3788(4%)
minecraft.mined.pink_wool: #9, 3(0%)
minecraft.used.cherry_leaves: #9, 26(0%)
minecraft.dropped.stripped_dark_oak_log: #9, 1(0%)
minecraft.dropped.deepslate_tile_slab: #9, 2(0%)
minecraft.dropped.light_blue_terracotta: #9, 1(1%)
minecraft.crafted.yellow_stained_glass_pane: #9, 32(0%)
minecraft.dropped.sweet_berries: #9, 9(0%)
minecraft.dropped.crimson_fungus: #9, 1(0%)
minecraft.mined.pink_stained_glass: #9, 1(0%)
minecraft.crafted.smooth_basalt: #9, 25(0%)
minecraft.used.bamboo_button: #9, 13(0%)
minecraft.crafted.bamboo_button: #9, 12(0%)
minecraft.dropped.prismarine: #9, 1(0%)
minecraft.dropped.bamboo_button: #9, 2(0%)
minecraft.mined.mycelium: #9, 1(0%)
minecraft.picked_up.mangrove_trapdoor: #10, 51(4%)
minecraft.mined.diorite: #10, 9731(4%)
minecraft.mined.spruce_log: #10, 7479(4%)
minecraft.mined.dark_oak_trapdoor: #10, 82(4%)
minecraft.picked_up.golden_leggings: #10, 14(4%)
minecraft.crafted.leather_boots: #10, 56(4%)
minecraft.custom.play_noteblock: #10, 161(3%)
minecraft.custom.jump: #11, 483245(4%)
minecraft.mined.stripped_birch_log: #10, 236(4%)
minecraft.mined.shroomlight: #10, 92(3%)
minecraft.picked_up.warped_stem: #10, 668(3%)
minecraft.picked_up.stripped_birch_log: #10, 236(3%)
minecraft.crafted.jungle_fence: #10, 168(4%)
minecraft.picked_up.blast_furnace: #10, 20(4%)
minecraft.mined.oak_trapdoor: #10, 58(3%)
minecraft.crafted.flower_pot: #10, 116(3%)
minecraft.crafted.yellow_shulker_box: #10, 9(3%)
minecraft.picked_up.dark_oak_trapdoor: #10, 102(3%)
minecraft.used.diamond: #10, 46(3%)
minecraft.picked_up.chainmail_chestplate: #10, 4(3%)
minecraft.picked_up.glass_pane: #10, 88(3%)
minecraft.used.iron_trapdoor: #10, 276(3%)
minecraft.custom.open_barrel: #11, 11473(4%)
minecraft.picked_up.mace: #10, 8(3%)
minecraft.picked_up.podzol: #10, 464(3%)
minecraft.crafted.jungle_slab: #10, 264(3%)
minecraft.picked_up.sticky_piston: #10, 111(3%)
minecraft.used.mossy_stone_bricks: #10, 198(3%)
minecraft.mined.blast_furnace: #10, 14(3%)
minecraft.picked_up.mossy_cobblestone: #10, 250(3%)
minecraft.picked_up.white_wool: #10, 911(2%)
minecraft.used.sunflower: #10, 62(2%)
minecraft.picked_up.hay_block: #10, 200(3%)
minecraft.used.damaged_anvil: #10, 5(3%)
minecraft.used.orange_wool: #10, 104(3%)
minecraft.mined.flowering_azalea: #10, 40(2%)
minecraft.crafted.green_dye: #10, 304(2%)
minecraft.mined.acacia_fence: #10, 12(3%)
minecraft.crafted.note_block: #10, 131(2%)
minecraft.picked_up.nether_brick_fence: #10, 16(3%)
minecraft.mined.oxidized_copper_door: #10, 2(4%)
minecraft.used.target: #10, 82(3%)
minecraft.mined.white_wool: #10, 78(2%)
minecraft.used.dark_oak_stairs: #10, 159(2%)
minecraft.used.warped_nylium: #10, 92(2%)
minecraft.picked_up.black_stained_glass: #10, 139(2%)
minecraft.picked_up.blaze_rod: #10, 299(2%)
minecraft.crafted.birch_slab: #10, 270(2%)
minecraft.dropped.wooden_sword: #10, 3(2%)
minecraft.dropped.flint: #10, 164(2%)
minecraft.picked_up.warped_planks: #10, 48(2%)
minecraft.dropped.polished_andesite: #10, 29(3%)
minecraft.dropped.blue_dye: #10, 8(2%)
minecraft.used.cherry_sapling: #10, 45(2%)
minecraft.picked_up.wooden_pickaxe: #10, 1(3%)
minecraft.crafted.bamboo_sign: #10, 114(2%)
minecraft.crafted.pale_oak_stairs: #10, 44(3%)
minecraft.picked_up.dead_bush: #10, 121(2%)
minecraft.mined.light_gray_wool: #10, 32(2%)
minecraft.mined.pale_moss_block: #10, 236(2%)
minecraft.used.dragon_head: #10, 1(3%)
minecraft.picked_up.birch_door: #10, 2(3%)
minecraft.mined.jungle_planks: #10, 57(2%)
minecraft.picked_up.smooth_stone: #10, 899(1%)
minecraft.used.acacia_sign: #10, 15(2%)
minecraft.used.pink_tulip: #10, 5(2%)
minecraft.crafted.mossy_stone_bricks: #10, 400(2%)
minecraft.used.detector_rail: #10, 10(2%)
minecraft.used.oak_stairs: #10, 55(1%)
minecraft.crafted.oxidized_copper_trapdoor: #10, 22(2%)
minecraft.dropped.netherite_shovel: #10, 1(2%)
minecraft.mined.soul_fire: #10, 28(2%)
minecraft.used.blast_furnace: #10, 38(1%)
minecraft.used.loom: #10, 17(1%)
minecraft.used.spruce_hanging_sign: #10, 8(2%)
minecraft.mined.smooth_sandstone_slab: #10, 14(2%)
minecraft.picked_up.beetroot: #10, 357(1%)
minecraft.used.spruce_pressure_plate: #10, 6(2%)
minecraft.used.yellow_wool: #10, 341(2%)
minecraft.mined.lily_pad: #10, 43(1%)
minecraft.picked_up.poppy: #10, 543(1%)
minecraft.dropped.iron_ingot: #10, 317(1%)
minecraft.used.netherite_axe: #10, 7337(2%)
minecraft.dropped.shroomlight: #10, 3(3%)
minecraft.picked_up.bone_block: #10, 716(1%)
minecraft.crafted.acacia_wood: #10, 177(1%)
minecraft.mined.dark_oak_fence_gate: #10, 4(2%)
minecraft.crafted.brewing_stand: #10, 16(1%)
minecraft.mined.candle: #10, 2(2%)
minecraft.used.enchanted_book: #10, 25(1%)
minecraft.dropped.golden_apple: #10, 3(1%)
minecraft.dropped.deepslate_tiles: #10, 15(1%)
minecraft.used.flowering_azalea_leaves: #10, 130(1%)
minecraft.mined.stripped_mangrove_wood: #10, 11(1%)
minecraft.picked_up.jungle_button: #10, 5(2%)
minecraft.picked_up.stripped_mangrove_wood: #10, 11(1%)
minecraft.mined.red_mushroom_block: #10, 84(1%)
minecraft.used.cobblestone_wall: #10, 37(1%)
minecraft.dropped.dark_oak_log: #10, 36(1%)
minecraft.picked_up.tinted_glass: #10, 43(1%)
minecraft.mined.red_stained_glass_pane: #10, 4(2%)
minecraft.dropped.waxed_copper_bulb: #10, 1(2%)
minecraft.picked_up.cobbled_deepslate_wall: #10, 9(1%)
minecraft.used.chiseled_copper: #10, 10(2%)
minecraft.mined.soul_lantern: #10, 4(1%)
minecraft.picked_up.experience_bottle: #10, 46(1%)
minecraft.mined.spore_blossom: #10, 6(1%)
minecraft.used.jungle_pressure_plate: #10, 1(2%)
minecraft.mined.chiseled_deepslate: #10, 7(1%)
minecraft.mined.stripped_acacia_wood: #10, 7(1%)
minecraft.picked_up.stripped_acacia_wood: #10, 7(1%)
minecraft.used.light_gray_stained_glass: #10, 127(1%)
minecraft.picked_up.smooth_sandstone_slab: #10, 14(1%)
minecraft.picked_up.crimson_planks: #10, 11(1%)
minecraft.used.oak_sapling: #10, 244(1%)
minecraft.used.stripped_acacia_wood: #10, 7(1%)
minecraft.dropped.poppy: #10, 269(1%)
minecraft.used.tnt_minecart: #10, 4(1%)
minecraft.used.verdant_froglight: #10, 288(1%)
minecraft.crafted.tnt_minecart: #10, 4(1%)
minecraft.dropped.barrel: #10, 3(1%)
minecraft.crafted.jungle_wood: #10, 57(1%)
minecraft.mined.stripped_acacia_log: #10, 51(1%)
minecraft.used.stripped_mangrove_wood: #10, 9(1%)
minecraft.dropped.cherry_log: #10, 6(1%)
minecraft.used.bamboo_mosaic: #10, 14(1%)
minecraft.dropped.birch_trapdoor: #10, 1(1%)
minecraft.used.purple_terracotta: #10, 33(1%)
minecraft.mined.chiseled_stone_bricks: #10, 9(1%)
minecraft.picked_up.purple_terracotta: #10, 8(1%)
minecraft.used.pale_oak_door: #10, 1(1%)
minecraft.used.stripped_bamboo_block: #10, 6(1%)
minecraft.used.gold_ore: #10, 5(0%)
minecraft.crafted.cherry_fence: #10, 6(1%)
minecraft.crafted.gold_nugget: #10, 590(0%)
minecraft.mined.red_carpet: #10, 22(0%)
minecraft.used.acacia_button: #10, 2(0%)
minecraft.dropped.polished_tuff_wall: #10, 2(1%)
minecraft.picked_up.raw_gold_block: #10, 4(1%)
minecraft.picked_up.allium: #10, 22(0%)
minecraft.dropped.white_banner: #10, 16(0%)
minecraft.mined.yellow_wool: #10, 52(0%)
minecraft.picked_up.brown_stained_glass_pane: #10, 1(1%)
minecraft.mined.waxed_weathered_copper: #10, 4(1%)
minecraft.crafted.wooden_sword: #10, 3(0%)
minecraft.used.furnace_minecart: #10, 1(1%)
minecraft.used.purple_stained_glass: #10, 87(0%)
minecraft.mined.verdant_froglight: #10, 24(0%)
minecraft.used.pale_oak_wood: #10, 11(0%)
minecraft.mined.raw_iron_block: #10, 5(0%)
minecraft.used.cracked_polished_blackstone_bricks: #10, 2(0%)
minecraft.mined.oxidized_cut_copper_slab: #10, 5(0%)
minecraft.picked_up.raw_iron_block: #10, 5(0%)
minecraft.dropped.pink_tulip: #10, 1(0%)
minecraft.used.creaking_heart: #10, 3(0%)
minecraft.mined.large_amethyst_bud: #10, 3(0%)
minecraft.mined.light_blue_stained_glass_pane: #10, 1(0%)
minecraft.dropped.feather: #10, 16(0%)
minecraft.picked_up.waxed_weathered_copper: #10, 4(0%)
minecraft.dropped.candle: #10, 1(0%)
minecraft.picked_up.oxidized_cut_copper: #10, 5(0%)
minecraft.picked_up.dark_prismarine_slab: #10, 1(0%)
minecraft.picked_up.cherry_slab: #10, 1(0%)
minecraft.picked_up.pink_stained_glass: #10, 1(0%)
minecraft.dropped.glow_lichen: #10, 5(0%)
minecraft.dropped.gray_concrete: #10, 2(0%)
minecraft.used.exposed_copper: #10, 21(0%)
minecraft.used.flower_pot: #11, 104(4%)
minecraft.crafted.jungle_planks: #11, 3732(4%)
minecraft.mined.chest: #11, 656(4%)
minecraft.used.spruce_slab: #11, 1996(4%)
minecraft.picked_up.iron_bars: #11, 294(4%)
minecraft.picked_up.diamond_block: #11, 221(3%)
minecraft.used.oak_sign: #11, 90(3%)
minecraft.dropped.diamond_shovel: #11, 9(4%)
minecraft.mined.peony: #11, 24(4%)
minecraft.picked_up.dark_oak_log: #11, 3466(4%)
minecraft.crafted.furnace: #11, 258(4%)
minecraft.picked_up.string: #11, 2594(3%)
minecraft.mined.spruce_planks: #11, 419(3%)
minecraft.picked_up.golden_helmet: #11, 13(3%)
minecraft.crafted.oxidized_cut_copper: #11, 52(5%)
minecraft.dropped.diamond_axe: #11, 9(3%)
minecraft.picked_up.brick: #11, 694(3%)
minecraft.crafted.leather_leggings: #11, 56(4%)
minecraft.dropped.diamond_boots: #11, 6(3%)
minecraft.mined.ochre_froglight: #11, 107(3%)
minecraft.mined.redstone_wire: #11, 506(3%)
minecraft.picked_up.chain: #11, 179(3%)
minecraft.picked_up.redstone_block: #11, 362(3%)
minecraft.mined.deepslate_iron_ore: #11, 587(3%)
minecraft.picked_up.spruce_planks: #11, 558(3%)
minecraft.picked_up.golden_apple: #11, 26(3%)
minecraft.picked_up.redstone_lamp: #11, 46(3%)
minecraft.crafted.polished_tuff_slab: #11, 98(3%)
minecraft.mined.mossy_cobblestone: #11, 109(3%)
minecraft.custom.deaths: #11, 373(2%)
minecraft.mined.chain: #11, 109(3%)
minecraft.mined.iron_trapdoor: #11, 35(3%)
minecraft.mined.mangrove_leaves: #11, 4572(3%)
minecraft.picked_up.iron_ingot: #11, 2928(2%)
minecraft.used.smooth_quartz_stairs: #11, 164(3%)
minecraft.picked_up.iron_ore: #11, 450(2%)
minecraft.dropped.dirt: #11, 2957(2%)
minecraft.picked_up.diamond_hoe: #11, 5(3%)
minecraft.picked_up.beetroot_seeds: #11, 623(2%)
minecraft.used.deepslate: #11, 1831(2%)
minecraft.custom.climb_one_cm: #12, 3455173(4%)
minecraft.mined.cherry_leaves: #11, 903(2%)
minecraft.picked_up.coal_ore: #11, 1841(2%)
minecraft.crafted.pale_oak_planks: #11, 1052(2%)
minecraft.picked_up.white_banner: #11, 70(2%)
minecraft.used.grindstone: #11, 53(2%)
minecraft.picked_up.leaf_litter: #11, 115(3%)
minecraft.crafted.writable_book: #11, 29(2%)
minecraft.crafted.pale_oak_trapdoor: #11, 98(2%)
minecraft.picked_up.polished_deepslate_wall: #11, 36(2%)
minecraft.crafted.bamboo_planks: #11, 6274(2%)
minecraft.picked_up.cherry_planks: #11, 38(3%)
minecraft.used.clay: #11, 195(2%)
minecraft.picked_up.chainmail_boots: #11, 4(2%)
minecraft.mined.copper_trapdoor: #11, 36(2%)
minecraft.mined.crimson_fungus: #11, 21(2%)
minecraft.crafted.mud_bricks: #11, 600(2%)
minecraft.used.polished_deepslate_stairs: #11, 169(2%)
minecraft.used.gunpowder: #11, 11(2%)
minecraft.picked_up.cyan_wool: #11, 183(2%)
minecraft.mined.big_dripleaf_stem: #11, 5(3%)
minecraft.used.note_block: #11, 107(2%)
minecraft.mined.warped_nylium: #11, 134(2%)
minecraft.picked_up.bee_nest: #11, 14(2%)
minecraft.picked_up.sandstone: #11, 2750(2%)
minecraft.killed.pig: #11, 21(2%)
minecraft.picked_up.light_gray_concrete_powder: #11, 135(2%)
minecraft.picked_up.pink_wool: #11, 188(2%)
minecraft.mined.granite_stairs: #11, 3(3%)
minecraft.used.jungle_boat: #11, 5(2%)
minecraft.picked_up.cooked_cod: #11, 92(1%)
minecraft.picked_up.acacia_trapdoor: #11, 53(2%)
minecraft.picked_up.golden_horse_armor: #11, 2(3%)
minecraft.crafted.shears: #11, 209(2%)
minecraft.used.spruce_sapling: #11, 583(2%)
minecraft.crafted.spyglass: #11, 2(2%)
minecraft.picked_up.netherite_shovel: #11, 6(2%)
minecraft.picked_up.brown_dye: #11, 20(1%)
minecraft.mined.acacia_wood: #11, 16(2%)
minecraft.mined.sugar_cane: #11, 1654(1%)
minecraft.dropped.stone_button: #11, 16(2%)
minecraft.used.cobbled_deepslate_stairs: #11, 109(2%)
minecraft.picked_up.pink_dye: #11, 10(1%)
minecraft.picked_up.polished_blackstone: #11, 15(2%)
minecraft.picked_up.pale_moss_block: #11, 368(2%)
minecraft.mined.mangrove_roots: #11, 1029(1%)
minecraft.mined.white_stained_glass: #11, 57(2%)
minecraft.used.jungle_trapdoor: #11, 87(2%)
minecraft.picked_up.oxidized_copper_trapdoor: #11, 96(2%)
minecraft.used.bee_nest: #11, 10(2%)
minecraft.picked_up.granite_stairs: #11, 3(2%)
minecraft.used.cyan_terracotta: #11, 1079(1%)
minecraft.picked_up.peony: #11, 67(1%)
minecraft.picked_up.cocoa_beans: #11, 488(1%)
minecraft.mined.tuff_brick_wall: #11, 11(2%)
minecraft.used.stone_brick_slab: #11, 294(1%)
minecraft.picked_up.mangrove_propagule: #11, 230(1%)
minecraft.picked_up.sweet_berries: #11, 277(1%)
minecraft.used.mangrove_leaves: #11, 323(1%)
minecraft.crafted.jungle_trapdoor: #11, 76(1%)
minecraft.crafted.cherry_trapdoor: #11, 32(1%)
minecraft.used.rose_bush: #11, 14(1%)
minecraft.crafted.stone_shovel: #11, 5(1%)
minecraft.dropped.melon_slice: #11, 257(1%)
minecraft.killed.bee: #11, 4(2%)
minecraft.dropped.apple: #11, 18(1%)
minecraft.picked_up.spectral_arrow: #11, 191(1%)
minecraft.picked_up.acacia_wood: #11, 18(1%)
minecraft.mined.mangrove_wall_sign: #11, 2(2%)
minecraft.dropped.netherite_axe: #11, 1(2%)
minecraft.dropped.yellow_dye: #11, 8(1%)
minecraft.crafted.orange_wool: #11, 34(1%)
minecraft.mined.green_concrete_powder: #11, 10(2%)
minecraft.crafted.birch_door: #11, 3(2%)
minecraft.mined.stripped_bamboo_block: #11, 25(1%)
minecraft.picked_up.stripped_bamboo_block: #11, 25(1%)
minecraft.crafted.lime_stained_glass_pane: #11, 72(2%)
minecraft.picked_up.sunflower: #12, 790(4%)
minecraft.used.oak_wood: #11, 117(1%)
minecraft.picked_up.snowball: #11, 1157(1%)
minecraft.crafted.light_gray_carpet: #11, 132(1%)
minecraft.picked_up.glowstone_dust: #11, 132(1%)
minecraft.dropped.big_dripleaf: #11, 3(1%)
minecraft.mined.dark_oak_leaves: #11, 311(1%)
minecraft.picked_up.brown_banner: #11, 5(1%)
minecraft.picked_up.spruce_hanging_sign: #11, 3(1%)
minecraft.picked_up.quartz_pillar: #11, 5(1%)
minecraft.dropped.glistering_melon_slice: #11, 4(1%)
minecraft.mined.deepslate_brick_slab: #11, 29(1%)
minecraft.crafted.lime_terracotta: #11, 144(1%)
minecraft.crafted.polished_andesite_stairs: #11, 4(1%)
minecraft.crafted.brown_carpet: #11, 57(1%)
minecraft.mined.quartz_pillar: #11, 5(1%)
minecraft.dropped.observer: #11, 8(1%)
minecraft.used.granite_wall: #11, 15(1%)
minecraft.mined.allium: #11, 10(1%)
minecraft.used.mossy_stone_brick_stairs: #11, 8(1%)
minecraft.used.mangrove_roots: #11, 191(1%)
minecraft.picked_up.chiseled_deepslate: #11, 7(1%)
minecraft.mined.cyan_concrete_powder: #11, 2(1%)
minecraft.crafted.oxidized_chiseled_copper: #11, 4(1%)
minecraft.picked_up.light_blue_wool: #11, 50(1%)
minecraft.picked_up.lapis_block: #11, 24(1%)
minecraft.mined.stripped_oak_wood: #11, 15(1%)
minecraft.picked_up.mossy_stone_brick_stairs: #11, 2(1%)
minecraft.crafted.light_blue_terracotta: #11, 104(1%)
minecraft.crafted.raw_iron: #11, 72(1%)
minecraft.picked_up.brain_coral_block: #11, 26(1%)
minecraft.picked_up.purple_dye: #11, 9(0%)
minecraft.mined.spawner: #11, 1(1%)
minecraft.picked_up.stripped_acacia_log: #11, 42(0%)
minecraft.picked_up.gray_dye: #11, 8(0%)
minecraft.used.mangrove_fence: #11, 22(0%)
minecraft.used.gray_concrete: #11, 214(0%)
minecraft.picked_up.closed_eyeblossom: #11, 9(1%)
minecraft.crafted.popped_chorus_fruit: #11, 11(1%)
minecraft.picked_up.creaking_heart: #11, 4(1%)
minecraft.picked_up.small_dripleaf: #11, 2(1%)
minecraft.used.deepslate_copper_ore: #11, 12(0%)
minecraft.crafted.gray_banner: #11, 2(1%)
minecraft.crafted.black_banner: #11, 6(0%)
minecraft.dropped.verdant_froglight: #11, 43(0%)
minecraft.dropped.spectral_arrow: #11, 75(0%)
minecraft.used.cyan_stained_glass: #11, 24(0%)
minecraft.dropped.lava_bucket: #11, 1(0%)
minecraft.picked_up.red_stained_glass: #11, 8(0%)
minecraft.mined.black_wool: #11, 24(0%)
minecraft.mined.polished_blackstone_brick_stairs: #11, 1(0%)
minecraft.crafted.warped_fence: #11, 9(0%)
minecraft.crafted.pale_oak_wood: #11, 12(0%)
minecraft.used.tall_dry_grass: #11, 1(0%)
minecraft.dropped.mangrove_log: #11, 5(0%)
minecraft.mined.purple_terracotta: #11, 3(0%)
minecraft.dropped.smooth_quartz: #11, 2(0%)
minecraft.picked_up.yellow_stained_glass: #11, 3(0%)
minecraft.picked_up.polished_blackstone_brick_stairs: #11, 1(0%)
minecraft.dropped.yellow_terracotta: #11, 1(0%)
minecraft.dropped.crimson_roots: #11, 2(0%)
minecraft.used.oxidized_chiseled_copper: #11, 4(0%)
minecraft.crafted.resin_clump: #11, 36(0%)
minecraft.used.waxed_cut_copper_slab: #11, 1(0%)
minecraft.mined.short_dry_grass: #11, 2(0%)
minecraft.used.resin_clump: #11, 14(0%)
minecraft.picked_up.short_dry_grass: #11, 2(0%)
minecraft.crafted.pink_terracotta: #11, 16(0%)
minecraft.used.dark_oak_leaves: #11, 2(0%)
minecraft.used.polished_blackstone_brick_stairs: #11, 1(0%)
minecraft.mined.moss_carpet: #12, 341(4%)
minecraft.used.lime_carpet: #11, 1(0%)
minecraft.killed.pillager: #11, 98(0%)
minecraft.picked_up.mycelium: #11, 1(0%)
minecraft.picked_up.andesite: #12, 10177(4%)
minecraft.mined.spruce_fence: #12, 165(4%)
minecraft.used.bone_meal: #12, 7985(3%)
minecraft.custom.time_since_death: #12, 1917966(2%)
minecraft.mined.oak_log: #12, 3513(3%)
minecraft.mined.oak_planks: #12, 262(3%)
minecraft.picked_up.spruce_sign: #12, 69(3%)
minecraft.crafted.spruce_planks: #12, 21188(3%)
minecraft.crafted.iron_nugget: #12, 5538(3%)
minecraft.used.spruce_planks: #12, 1561(3%)
minecraft.crafted.book: #12, 265(3%)
minecraft.custom.pot_flower: #12, 58(3%)
minecraft.mined.grindstone: #12, 21(3%)
minecraft.picked_up.stone_button: #12, 87(3%)
minecraft.picked_up.smooth_basalt: #12, 340(3%)
minecraft.picked_up.lapis_ore: #12, 83(3%)
minecraft.mined.oak_wall_sign: #12, 13(3%)
minecraft.used.tuff_bricks: #12, 1686(3%)
minecraft.crafted.leather_chestplate: #12, 57(3%)
minecraft.used.honeycomb: #12, 517(3%)
minecraft.dropped.diamond: #12, 263(2%)
minecraft.picked_up.apple: #12, 136(2%)
minecraft.picked_up.raw_iron: #12, 1653(2%)
minecraft.dropped.coal_ore: #12, 91(3%)
minecraft.mined.comparator: #12, 60(2%)
minecraft.used.tuff_brick_slab: #12, 251(3%)
minecraft.custom.walk_one_cm: #13, 122516263(3%)
minecraft.picked_up.polished_andesite: #12, 152(2%)
minecraft.picked_up.terracotta: #12, 3989(2%)
minecraft.used.splash_potion: #12, 42(2%)
minecraft.picked_up.oak_trapdoor: #12, 59(2%)
minecraft.crafted.diamond_boots: #12, 4(2%)
minecraft.crafted.enchanting_table: #12, 1(3%)
minecraft.dropped.deepslate: #12, 742(2%)
minecraft.used.decorated_pot: #12, 83(2%)
minecraft.dropped.tuff: #12, 464(2%)
minecraft.picked_up.name_tag: #12, 21(2%)
minecraft.used.milk_bucket: #12, 4(3%)
minecraft.picked_up.brown_shulker_box: #12, 90(2%)
minecraft.used.polished_tuff_stairs: #12, 197(2%)
minecraft.crafted.dark_oak_stairs: #12, 148(2%)
minecraft.mined.polished_deepslate_stairs: #12, 36(2%)
minecraft.dropped.copper_ore: #12, 53(2%)
minecraft.picked_up.warped_nylium: #12, 155(2%)
minecraft.mined.brown_shulker_box: #12, 90(2%)
minecraft.crafted.bamboo_trapdoor: #12, 260(2%)
minecraft.picked_up.egg: #12, 384(1%)
minecraft.used.brewing_stand: #12, 19(2%)
minecraft.mined.redstone_lamp: #12, 15(2%)
minecraft.used.oak_slab: #12, 153(2%)
minecraft.used.brown_shulker_box: #12, 90(2%)
minecraft.used.mangrove_log: #12, 294(2%)
minecraft.crafted.spruce_hanging_sign: #12, 12(3%)
minecraft.used.oxidized_copper_grate: #12, 58(2%)
minecraft.used.nether_quartz_ore: #12, 214(2%)
minecraft.mined.cauldron: #12, 5(2%)
minecraft.mined.black_shulker_box: #12, 88(2%)
minecraft.picked_up.black_shulker_box: #12, 88(2%)
minecraft.used.black_shulker_box: #12, 88(2%)
minecraft.crafted.iron_trapdoor: #12, 172(2%)
minecraft.crafted.wheat: #12, 1746(2%)
minecraft.picked_up.copper_trapdoor: #12, 36(2%)
minecraft.used.peony: #12, 5(2%)
minecraft.mined.oak_pressure_plate: #12, 1(2%)
minecraft.dropped.snowball: #12, 65(1%)
minecraft.mined.bee_nest: #12, 10(2%)
minecraft.killed_by.creeper: #12, 2(2%)
minecraft.crafted.raw_copper_block: #12, 529(1%)
minecraft.crafted.oak_stairs: #12, 52(1%)
minecraft.used.copper_trapdoor: #12, 195(1%)
