stat, rank, value, (percentage) 
minecraft.picked_up.blue_wool: #12, 62(1%)
minecraft.mined.basalt: #12, 836(1%)
minecraft.picked_up.poisonous_potato: #12, 5(1%)
minecraft.dropped.note_block: #12, 3(1%)
minecraft.picked_up.oxeye_daisy: #12, 74(1%)
minecraft.crafted.oak_pressure_plate: #12, 2(1%)
minecraft.used.warped_planks: #12, 121(1%)
minecraft.mined.bamboo_slab: #12, 17(1%)
minecraft.dropped.lime_dye: #12, 3(1%)
minecraft.used.brown_wool: #12, 33(1%)
minecraft.mined.waxed_oxidized_cut_copper: #12, 37(1%)
minecraft.picked_up.waxed_oxidized_cut_copper: #12, 37(1%)
minecraft.dropped.kelp: #12, 126(1%)
minecraft.used.mossy_cobblestone_slab: #12, 13(1%)
minecraft.mined.gray_terracotta: #12, 15(1%)
minecraft.picked_up.amethyst_cluster: #12, 36(1%)
minecraft.crafted.golden_boots: #12, 1(1%)
minecraft.mined.mangrove_wood: #12, 4(1%)
minecraft.used.firework_rocket: #13, 19624(3%)
minecraft.mined.stripped_pale_oak_log: #12, 25(1%)
minecraft.picked_up.stripped_pale_oak_log: #12, 25(1%)
minecraft.used.yellow_wool: #12, 154(1%)
minecraft.mined.brown_wool: #12, 8(1%)
minecraft.dropped.purple_dye: #12, 3(1%)
minecraft.used.sandstone: #12, 122(1%)
minecraft.crafted.decorated_pot: #12, 59(1%)
minecraft.picked_up.mangrove_wood: #12, 5(1%)
minecraft.crafted.dark_oak_fence_gate: #12, 10(1%)
minecraft.picked_up.polished_tuff: #13, 566(4%)
minecraft.picked_up.light_blue_bed: #12, 3(1%)
minecraft.killed.wither_skeleton: #12, 128(1%)
minecraft.mined.pale_oak_sapling: #12, 2(1%)
minecraft.used.mossy_cobblestone_wall: #12, 6(1%)
minecraft.mined.stone_brick_slab: #12, 32(0%)
minecraft.dropped.wooden_shovel: #12, 1(1%)
minecraft.crafted.cobblestone_stairs: #12, 28(0%)
minecraft.crafted.green_wool: #12, 20(1%)
minecraft.dropped.pale_moss_carpet: #12, 6(1%)
minecraft.picked_up.chiseled_deepslate: #12, 5(1%)
minecraft.used.cherry_wood: #12, 5(1%)
minecraft.picked_up.wither_rose: #12, 34(0%)
minecraft.picked_up.purple_dye: #12, 8(0%)
minecraft.mined.crimson_trapdoor: #12, 2(1%)
minecraft.crafted.cherry_wood: #12, 6(1%)
minecraft.mined.pale_oak_leaves: #12, 267(0%)
minecraft.picked_up.stripped_mangrove_wood: #12, 4(1%)
minecraft.used.goat_horn: #12, 2(1%)
minecraft.picked_up.smooth_sandstone_slab: #12, 8(0%)
minecraft.used.crossbow: #12, 13(0%)
minecraft.picked_up.ice: #12, 601(0%)
minecraft.used.birch_slab: #12, 31(0%)
minecraft.used.waxed_copper_trapdoor: #12, 11(0%)
minecraft.used.sponge: #12, 48(0%)
minecraft.used.spruce_leaves: #12, 94(0%)
minecraft.picked_up.charcoal: #12, 23(0%)
minecraft.picked_up.verdant_froglight: #12, 157(0%)
minecraft.dropped.white_shulker_box: #12, 1(0%)
minecraft.crafted.waxed_copper_trapdoor: #12, 11(0%)
minecraft.picked_up.crimson_trapdoor: #12, 2(0%)
minecraft.killed.villager: #12, 1(0%)
minecraft.dropped.magma_cream: #12, 1(0%)
minecraft.used.verdant_froglight: #12, 104(0%)
minecraft.picked_up.wildflowers: #12, 12(0%)
minecraft.crafted.pale_oak_fence: #12, 9(0%)
minecraft.dropped.sugar: #12, 16(0%)
minecraft.picked_up.lime_carpet: #12, 2(0%)
minecraft.used.crying_obsidian: #12, 6(0%)
minecraft.used.waxed_chiseled_copper: #12, 1(0%)
minecraft.dropped.resin_clump: #12, 1(0%)
minecraft.custom.raid_trigger: #12, 1(0%)
minecraft.custom.damage_resisted: #13, 9184(2%)
minecraft.crafted.oak_sign: #13, 72(3%)
minecraft.used.powered_rail: #13, 776(3%)
minecraft.mined.glow_lichen: #13, 738(3%)
minecraft.used.jukebox: #13, 17(3%)
minecraft.picked_up.shroomlight: #13, 95(3%)
minecraft.picked_up.golden_helmet: #13, 11(3%)
minecraft.crafted.item_frame: #13, 302(3%)
minecraft.dropped.torch: #13, 236(3%)
minecraft.picked_up.emerald: #13, 1148(3%)
minecraft.picked_up.dark_oak_slab: #13, 120(2%)
minecraft.used.mossy_cobblestone: #13, 255(3%)
minecraft.dropped.obsidian: #13, 44(3%)
minecraft.picked_up.redstone_block: #13, 281(2%)
minecraft.mined.dark_oak_trapdoor: #13, 50(2%)
minecraft.used.white_bed: #13, 146(2%)
minecraft.killed.squid: #13, 146(2%)
minecraft.mined.mangrove_trapdoor: #13, 20(2%)
minecraft.picked_up.jukebox: #13, 13(2%)
minecraft.picked_up.mangrove_planks: #13, 101(2%)
minecraft.custom.sprint_one_cm: #14, 129393281(4%)
minecraft.picked_up.dispenser: #13, 83(2%)
minecraft.picked_up.warped_stem: #13, 398(2%)
minecraft.custom.walk_under_water_one_cm: #14, 8822822(3%)
minecraft.used.cobbled_deepslate: #13, 1801(2%)
minecraft.picked_up.coal_ore: #13, 1540(2%)
minecraft.dropped.golden_leggings: #13, 5(2%)
minecraft.crafted.birch_sign: #13, 27(2%)
minecraft.dropped.iron_chestplate: #13, 3(2%)
minecraft.custom.walk_one_cm: #14, 113053562(3%)
minecraft.mined.sticky_piston: #13, 53(2%)
minecraft.picked_up.iron_nugget: #13, 167(1%)
minecraft.crafted.spruce_boat: #13, 5(2%)
minecraft.dropped.chainmail_chestplate: #13, 2(2%)
minecraft.mined.ochre_froglight: #13, 59(2%)
minecraft.picked_up.chainmail_helmet: #13, 2(2%)
minecraft.used.redstone_lamp: #13, 41(2%)
minecraft.crafted.pale_oak_trapdoor: #13, 76(2%)
minecraft.picked_up.stripped_spruce_log: #13, 330(2%)
minecraft.crafted.soul_torch: #13, 128(3%)
minecraft.crafted.dark_oak_trapdoor: #13, 188(2%)
minecraft.mined.light_gray_concrete: #13, 182(2%)
minecraft.mined.warped_stem: #13, 274(2%)
minecraft.dropped.coal_ore: #13, 55(2%)
minecraft.crafted.bricks: #13, 436(1%)
minecraft.mined.blackstone: #13, 677(1%)
minecraft.picked_up.music_disc_13: #13, 6(2%)
minecraft.picked_up.potato: #13, 596(1%)
minecraft.dropped.phantom_membrane: #13, 4(2%)
minecraft.dropped.bundle: #13, 2(1%)
minecraft.used.potato: #13, 116(1%)
minecraft.crafted.pink_shulker_box: #13, 2(2%)
minecraft.picked_up.tropical_fish: #13, 15(1%)
minecraft.dropped.oak_boat: #13, 3(1%)
minecraft.used.light_gray_concrete: #13, 139(1%)
minecraft.picked_up.polished_blackstone: #13, 12(2%)
minecraft.picked_up.bamboo_trapdoor: #13, 35(1%)
minecraft.used.pitcher_plant: #13, 7(2%)
minecraft.used.birch_button: #13, 4(1%)
minecraft.custom.open_chest: #14, 28195(3%)
minecraft.picked_up.gray_carpet: #13, 62(1%)
minecraft.used.cornflower: #13, 2(1%)
minecraft.used.detector_rail: #13, 7(1%)
minecraft.used.dark_oak_stairs: #13, 74(1%)
minecraft.mined.detector_rail: #13, 3(1%)
minecraft.used.cyan_terracotta: #13, 841(1%)
minecraft.crafted.clock: #13, 2(1%)
minecraft.crafted.polished_tuff_wall: #13, 28(1%)
minecraft.picked_up.deepslate_iron_ore: #13, 76(1%)
minecraft.picked_up.waxed_oxidized_copper: #13, 163(1%)
minecraft.mined.tuff_brick_slab: #13, 18(1%)
minecraft.crafted.fishing_rod: #13, 4(1%)
minecraft.crafted.mossy_cobblestone_slab: #13, 12(1%)
minecraft.mined.bee_nest: #13, 6(1%)
minecraft.picked_up.light_gray_dye: #13, 9(1%)
minecraft.used.ominous_bottle: #13, 3(1%)
minecraft.crafted.purple_shulker_box: #13, 1(1%)
minecraft.dropped.waxed_copper_grate: #13, 4(1%)
minecraft.picked_up.nautilus_shell: #13, 6(1%)
minecraft.picked_up.copper_grate: #13, 8(1%)
minecraft.dropped.yellow_dye: #13, 6(1%)
minecraft.mined.waxed_copper_block: #13, 101(1%)
minecraft.picked_up.waxed_copper_block: #13, 97(1%)
minecraft.used.waxed_copper_bulb: #13, 22(1%)
minecraft.picked_up.red_tulip: #13, 60(1%)
minecraft.dropped.jungle_planks: #13, 5(1%)
minecraft.picked_up.gray_terracotta: #13, 15(1%)
minecraft.mined.waxed_oxidized_copper: #13, 100(1%)
minecraft.mined.polished_granite: #13, 12(1%)
minecraft.picked_up.lime_dye: #13, 9(1%)
minecraft.mined.smooth_sandstone_slab: #13, 6(1%)
minecraft.used.deepslate_tile_wall: #13, 31(1%)
minecraft.picked_up.pale_moss_carpet: #13, 63(1%)
minecraft.picked_up.flow_pottery_sherd: #13, 3(1%)
minecraft.dropped.cooked_salmon: #13, 5(1%)
minecraft.dropped.allium: #13, 2(1%)
minecraft.killed.vex: #13, 2(1%)
minecraft.picked_up.ochre_froglight: #13, 205(0%)
minecraft.picked_up.waxed_chiseled_copper: #13, 4(1%)
minecraft.used.cocoa_beans: #13, 111(0%)
minecraft.mined.jungle_sapling: #13, 1(1%)
minecraft.picked_up.oxidized_chiseled_copper: #13, 1(1%)
minecraft.picked_up.waxed_copper_grate: #13, 14(1%)
minecraft.used.mossy_cobblestone_stairs: #13, 3(1%)
minecraft.used.black_wool: #13, 147(0%)
minecraft.mined.blackstone_stairs: #13, 1(1%)
minecraft.picked_up.oak_wood: #13, 15(0%)
minecraft.crafted.stone_brick_wall: #13, 12(0%)
minecraft.used.cyan_banner: #13, 1(1%)
minecraft.picked_up.chiseled_polished_blackstone: #13, 1(1%)
minecraft.mined.orange_carpet: #13, 2(0%)
minecraft.mined.yellow_stained_glass_pane: #13, 3(1%)
minecraft.dropped.polished_deepslate: #13, 3(0%)
minecraft.crafted.cake: #13, 1(0%)
minecraft.mined.deepslate_brick_stairs: #13, 16(0%)
minecraft.used.bamboo_stairs: #13, 10(0%)
minecraft.picked_up.stone_brick_wall: #13, 4(0%)
minecraft.crafted.blackstone_stairs: #13, 1(0%)
minecraft.used.gray_banner: #13, 1(0%)
minecraft.used.lime_bed: #13, 3(0%)
minecraft.mined.red_carpet: #13, 14(0%)
minecraft.dropped.waxed_oxidized_copper: #13, 2(0%)
minecraft.dropped.light_gray_concrete_powder: #13, 6(0%)
minecraft.mined.red_glazed_terracotta: #13, 1(0%)
minecraft.picked_up.warped_fence: #13, 2(0%)
minecraft.used.dark_oak_fence_gate: #13, 3(0%)
minecraft.mined.soul_lantern: #13, 1(0%)
minecraft.mined.waxed_weathered_copper_bulb: #13, 1(0%)
minecraft.mined.stripped_mangrove_wood: #13, 2(0%)
minecraft.crafted.brown_shulker_box: #13, 1(0%)
minecraft.used.netherite_boots: #13, 1(0%)
minecraft.picked_up.activator_rail: #13, 5(0%)
minecraft.mined.activator_rail: #13, 2(0%)
minecraft.dropped.black_stained_glass: #13, 1(0%)
minecraft.mined.yellow_wool: #13, 24(0%)
minecraft.mined.black_concrete_powder: #13, 9(0%)
minecraft.mined.torchflower: #13, 2(0%)
minecraft.dropped.dark_oak_trapdoor: #13, 1(0%)
minecraft.used.light_blue_stained_glass_pane: #13, 4(0%)
minecraft.used.brush: #13, 2(0%)
minecraft.mined.lapis_block: #13, 1(0%)
minecraft.dropped.glowstone: #13, 2(0%)
minecraft.crafted.spruce_button: #13, 17(0%)
minecraft.used.polished_blackstone_slab: #13, 1(0%)
minecraft.custom.raid_win: #13, 1(0%)
minecraft.picked_up.lead: #14, 272(3%)
minecraft.picked_up.bow: #14, 164(3%)
minecraft.mined.chest: #14, 587(3%)
minecraft.dropped.carved_pumpkin: #14, 36(3%)
minecraft.custom.total_world_time: #15, 73081268(3%)
minecraft.custom.play_time: #15, 73081268(3%)
minecraft.picked_up.leather_boots: #14, 17(2%)
minecraft.picked_up.arrow: #14, 2950(3%)
minecraft.picked_up.player_head: #14, 926(2%)
minecraft.used.shears: #14, 6369(3%)
minecraft.picked_up.beacon: #14, 14(3%)
minecraft.custom.play_record: #14, 29(3%)
minecraft.mined.beacon: #14, 13(3%)
minecraft.used.beacon: #14, 19(3%)
minecraft.picked_up.chest: #14, 795(3%)
minecraft.picked_up.golden_leggings: #14, 10(3%)
minecraft.mined.flower_pot: #14, 8(3%)
minecraft.crafted.book: #14, 191(2%)
minecraft.used.piston: #14, 336(2%)
minecraft.mined.shroomlight: #14, 60(2%)
minecraft.custom.fly_one_cm: #15, 68583303(3%)
minecraft.crafted.diamond: #14, 1575(2%)
minecraft.mined.brown_mushroom: #14, 44(2%)
minecraft.used.stone_pickaxe: #14, 202(2%)
minecraft.dropped.white_bed: #14, 3(2%)
minecraft.dropped.netherite_pickaxe: #14, 3(2%)
minecraft.custom.horse_one_cm: #14, 13077677(2%)
minecraft.picked_up.deepslate_lapis_ore: #14, 64(2%)
minecraft.picked_up.chain: #14, 106(2%)
minecraft.picked_up.diamond: #14, 1378(1%)
minecraft.mined.cyan_terracotta: #14, 136(2%)
minecraft.crafted.oak_fence_gate: #14, 18(2%)
minecraft.mined.dropper: #14, 28(2%)
minecraft.picked_up.sunflower: #14, 240(1%)
minecraft.used.decorated_pot: #14, 57(1%)
minecraft.picked_up.trial_key: #14, 22(2%)
minecraft.crafted.acacia_planks: #14, 884(1%)
minecraft.used.splash_potion: #14, 26(1%)
minecraft.used.glow_lichen: #14, 489(1%)
minecraft.crafted.lectern: #14, 30(1%)
minecraft.dropped.redstone: #14, 249(1%)
minecraft.dropped.wheat: #14, 211(1%)
minecraft.crafted.pale_oak_planks: #14, 544(1%)
minecraft.crafted.mangrove_trapdoor: #14, 56(1%)
minecraft.picked_up.stone_sword: #14, 14(1%)
minecraft.crafted.polished_tuff_slab: #14, 40(1%)
minecraft.dropped.sunflower: #14, 23(1%)
minecraft.used.magma_block: #14, 278(1%)
minecraft.used.damaged_anvil: #14, 2(1%)
minecraft.picked_up.ominous_trial_key: #14, 13(1%)
minecraft.used.pale_oak_sapling: #14, 46(1%)
minecraft.crafted.gray_carpet: #14, 146(1%)
minecraft.used.jungle_log: #14, 119(1%)
minecraft.used.white_dye: #14, 12(1%)
minecraft.picked_up.tuff_brick_stairs: #14, 24(1%)
minecraft.mined.birch_trapdoor: #14, 5(1%)
minecraft.dropped.pink_dye: #14, 3(1%)
minecraft.mined.muddy_mangrove_roots: #14, 112(1%)
minecraft.crafted.dark_oak_door: #14, 3(1%)
minecraft.used.red_bed: #14, 4(1%)
minecraft.picked_up.ghast_tear: #14, 12(1%)
minecraft.mined.tnt: #14, 18(1%)
minecraft.picked_up.jungle_sapling: #14, 71(1%)
minecraft.picked_up.pale_oak_leaves: #14, 63(1%)
minecraft.mined.mud_bricks: #14, 24(1%)
minecraft.used.copper_grate: #14, 33(1%)
minecraft.picked_up.andesite_wall: #14, 8(1%)
minecraft.crafted.white_carpet: #14, 48(1%)
minecraft.used.light_gray_terracotta: #14, 39(1%)
minecraft.dropped.spruce_sapling: #14, 13(1%)
minecraft.picked_up.green_wool: #14, 132(0%)
minecraft.used.bamboo_hanging_sign: #14, 1(1%)
minecraft.dropped.chicken: #14, 15(0%)
minecraft.used.smooth_sandstone_slab: #14, 35(1%)
minecraft.mined.light_blue_bed: #14, 2(0%)
minecraft.mined.stone_brick_wall: #14, 4(0%)
minecraft.used.bread: #14, 38(0%)
minecraft.picked_up.birch_slab: #14, 6(0%)
minecraft.dropped.observer: #14, 4(0%)
minecraft.mined.fire_coral_fan: #14, 2(0%)
minecraft.used.sand: #14, 1090(0%)
minecraft.picked_up.warped_slab: #14, 5(0%)
minecraft.crafted.white_wool: #14, 88(0%)
minecraft.mined.dark_oak_fence_gate: #14, 1(0%)
minecraft.picked_up.wet_sponge: #14, 50(0%)
minecraft.picked_up.orange_carpet: #14, 3(0%)
minecraft.dropped.cobblestone_slab: #14, 5(0%)
minecraft.dropped.acacia_planks: #14, 2(0%)
minecraft.crafted.light_blue_shulker_box: #14, 1(0%)
minecraft.mined.oxidized_copper_bulb: #14, 1(0%)
minecraft.mined.chiseled_stone_bricks: #14, 4(0%)
minecraft.used.acacia_button: #14, 1(0%)
minecraft.picked_up.oxidized_copper_bulb: #14, 1(0%)
minecraft.dropped.soul_soil: #14, 2(0%)
minecraft.dropped.dark_oak_fence: #14, 1(0%)
minecraft.killed.happy_ghast: #14, 1(0%)
minecraft.used.pink_wool: #14, 3(0%)
minecraft.used.light_blue_stained_glass: #14, 37(0%)
minecraft.dropped.mangrove_planks: #14, 1(0%)
minecraft.mined.wildflowers: #14, 1(0%)
minecraft.mined.red_stained_glass: #14, 1(0%)
minecraft.crafted.quartz_pillar: #14, 2(0%)
minecraft.crafted.black_carpet: #14, 12(0%)
minecraft.crafted.purple_stained_glass: #14, 32(0%)
minecraft.crafted.activator_rail: #14, 6(0%)
minecraft.used.crimson_trapdoor: #14, 2(0%)
minecraft.used.black_carpet: #14, 20(0%)
minecraft.picked_up.sculk: #14, 73(0%)
minecraft.used.yellow_concrete: #14, 11(0%)
minecraft.mined.sculk: #14, 61(0%)
minecraft.picked_up.red_stained_glass: #14, 1(0%)
minecraft.killed.witch: #14, 5(0%)
minecraft.used.water_bucket: #15, 1951(3%)
minecraft.dropped.rotten_flesh: #15, 2895(2%)
minecraft.picked_up.salmon: #15, 199(2%)
minecraft.dropped.diorite: #15, 498(3%)
minecraft.used.netherrack: #15, 1627(2%)
minecraft.picked_up.powered_rail: #15, 298(2%)
minecraft.used.lantern: #15, 159(2%)
minecraft.picked_up.anvil: #15, 30(2%)
minecraft.picked_up.bamboo: #15, 8829(2%)
minecraft.crafted.diamond_shovel: #15, 5(2%)
minecraft.picked_up.chainmail_leggings: #15, 3(2%)
minecraft.used.dirt: #15, 17302(2%)
minecraft.custom.play_noteblock: #15, 97(2%)
minecraft.picked_up.lantern: #15, 87(2%)
minecraft.picked_up.minecart: #15, 69(2%)
minecraft.crafted.diamond_block: #15, 250(2%)
minecraft.mined.sunflower: #15, 98(2%)
minecraft.mined.chiseled_tuff_bricks: #15, 91(2%)
minecraft.mined.deepslate: #15, 13050(2%)
minecraft.crafted.diamond_boots: #15, 3(2%)
minecraft.used.andesite: #15, 1434(1%)
minecraft.used.tuff_bricks: #15, 930(1%)
minecraft.dropped.name_tag: #15, 5(2%)
minecraft.used.comparator: #15, 150(1%)
minecraft.mined.white_wool: #15, 49(1%)
minecraft.used.deepslate: #15, 1097(1%)
minecraft.picked_up.sticky_piston: #15, 59(1%)
minecraft.picked_up.redstone_torch: #15, 129(1%)
minecraft.crafted.name_tag: #15, 30(2%)
minecraft.killed.spider: #15, 84(1%)
minecraft.crafted.paper: #15, 2727(1%)
minecraft.mined.mangrove_stairs: #15, 12(2%)
minecraft.picked_up.bread: #15, 93(1%)
minecraft.crafted.minecart: #15, 50(1%)
minecraft.mined.torch: #15, 523(1%)
minecraft.picked_up.diamond_block: #15, 72(1%)
minecraft.mined.iron_trapdoor: #15, 17(1%)
minecraft.mined.acacia_trapdoor: #15, 29(1%)
minecraft.killed.magma_cube: #15, 78(1%)
minecraft.dropped.blue_dye: #15, 5(1%)
minecraft.picked_up.blackstone: #15, 644(1%)
minecraft.used.redstone_block: #15, 157(1%)
minecraft.mined.bamboo: #15, 509(1%)
minecraft.crafted.dark_oak_stairs: #15, 84(1%)
minecraft.used.bundle: #15, 12(1%)
minecraft.picked_up.acacia_trapdoor: #15, 34(1%)
minecraft.mined.pale_oak_log: #15, 449(1%)
minecraft.mined.damaged_anvil: #15, 2(1%)
minecraft.mined.soul_fire: #15, 18(1%)
minecraft.picked_up.dark_oak_sapling: #15, 242(1%)
minecraft.used.diamond_leggings: #15, 2(1%)
minecraft.crafted.cyan_terracotta: #15, 808(1%)
minecraft.picked_up.pale_oak_sapling: #15, 72(1%)
minecraft.crafted.black_shulker_box: #15, 1(1%)
minecraft.picked_up.warped_planks: #15, 19(1%)
minecraft.used.cobbled_deepslate_stairs: #15, 54(1%)
minecraft.used.target: #15, 26(1%)
minecraft.used.mangrove_trapdoor: #15, 38(1%)
minecraft.mined.water_cauldron: #15, 1(1%)
minecraft.crafted.light_blue_dye: #15, 186(1%)
minecraft.dropped.bone_meal: #15, 596(1%)
minecraft.used.spruce_hanging_sign: #15, 4(1%)
minecraft.used.book: #15, 17(1%)
minecraft.mined.budding_amethyst: #15, 3(1%)
minecraft.used.chiseled_tuff: #15, 57(1%)
minecraft.used.cartography_table: #15, 3(1%)
minecraft.picked_up.magenta_dye: #15, 6(1%)
minecraft.mined.tuff_brick_stairs: #15, 11(1%)
minecraft.dropped.ominous_trial_key: #15, 1(1%)
minecraft.dropped.stone_button: #15, 6(1%)
minecraft.crafted.ender_eye: #15, 18(1%)
minecraft.dropped.chainmail_boots: #15, 1(1%)
minecraft.dropped.shulker_box: #15, 13(0%)
minecraft.picked_up.blue_shulker_box: #15, 39(1%)
minecraft.crafted.gray_dye: #15, 180(1%)
minecraft.used.yellow_dye: #15, 5(1%)
minecraft.crafted.sugar: #15, 64(1%)
minecraft.mined.warped_fungus: #15, 7(1%)
minecraft.mined.cartography_table: #15, 2(1%)
minecraft.mined.blue_shulker_box: #15, 37(1%)
minecraft.used.blue_shulker_box: #15, 37(1%)
minecraft.used.ender_pearl: #15, 47(0%)
minecraft.picked_up.birch_trapdoor: #15, 3(1%)
minecraft.dropped.acacia_log: #15, 3(1%)
minecraft.picked_up.stripped_birch_log: #15, 31(0%)
minecraft.killed.bogged: #15, 20(1%)
minecraft.mined.stripped_birch_log: #15, 29(0%)
minecraft.mined.cobblestone_slab: #15, 17(0%)
minecraft.crafted.bamboo_stairs: #15, 16(1%)
minecraft.crafted.heavy_weighted_pressure_plate: #15, 2(0%)
minecraft.crafted.glass_bottle: #15, 114(0%)
minecraft.mined.pale_moss_block: #15, 50(0%)
minecraft.mined.white_concrete_powder: #15, 8(0%)
minecraft.used.light_gray_stained_glass_pane: #15, 28(0%)
minecraft.used.deepslate_lapis_ore: #15, 7(0%)
minecraft.used.sea_pickle: #15, 20(0%)
minecraft.dropped.hopper: #15, 3(0%)
minecraft.picked_up.cut_sandstone: #15, 8(0%)
minecraft.mined.waxed_copper_grate: #15, 9(0%)
minecraft.mined.cut_sandstone: #15, 8(0%)
minecraft.dropped.iron_boots: #15, 2(0%)
minecraft.picked_up.scrape_pottery_sherd: #15, 1(0%)
minecraft.used.azalea_leaves: #15, 168(0%)
minecraft.mined.wet_sponge: #15, 31(0%)
minecraft.picked_up.magenta_wool: #15, 9(0%)
minecraft.picked_up.stripped_jungle_log: #15, 8(0%)
minecraft.mined.stripped_jungle_log: #15, 7(0%)
minecraft.picked_up.dark_oak_fence_gate: #15, 1(0%)
minecraft.used.cut_sandstone: #15, 8(0%)
minecraft.used.acacia_fence_gate: #15, 1(0%)
minecraft.crafted.warped_slab: #15, 12(0%)
minecraft.mined.waxed_chiseled_copper: #15, 1(0%)
minecraft.crafted.acacia_button: #15, 1(0%)
minecraft.used.cyan_carpet: #15, 2(0%)
minecraft.mined.cracked_stone_bricks: #15, 4(0%)
minecraft.crafted.acacia_fence_gate: #15, 1(0%)
minecraft.dropped.pitcher_pod: #15, 2(0%)
minecraft.used.pale_oak_leaves: #15, 2(0%)
minecraft.crafted.cyan_carpet: #15, 3(0%)
minecraft.used.pale_moss_block: #15, 8(0%)
minecraft.crafted.resin_block: #15, 2(0%)
minecraft.picked_up.white_concrete_powder: #15, 20(0%)
minecraft.picked_up.fire_charge: #15, 1(0%)
minecraft.used.amethyst_block: #15, 2(0%)
minecraft.picked_up.magenta_concrete: #15, 1(0%)
minecraft.used.magenta_concrete: #15, 1(0%)
minecraft.mined.magenta_concrete: #15, 1(0%)
minecraft.killed.pillager: #15, 52(0%)
minecraft.killed.zombified_piglin: #15, 38(0%)
minecraft.used.spruce_log: #16, 1194(3%)
minecraft.custom.open_barrel: #16, 4591(2%)
minecraft.picked_up.obsidian: #16, 494(2%)
minecraft.picked_up.iron_boots: #16, 6(2%)
minecraft.crafted.ladder: #16, 255(2%)
minecraft.used.kelp: #16, 351(2%)
minecraft.picked_up.enchanted_book: #16, 28(2%)
minecraft.picked_up.flint: #16, 359(2%)
minecraft.dropped.bow: #16, 44(2%)
minecraft.used.written_book: #16, 84(2%)
minecraft.crafted.jungle_planks: #16, 1508(2%)
minecraft.dropped.diamond_hoe: #16, 1(2%)
minecraft.used.oak_button: #16, 12(2%)
minecraft.picked_up.chainmail_boots: #16, 3(2%)
minecraft.crafted.warped_planks: #16, 540(1%)
minecraft.used.stone_brick_stairs: #16, 159(1%)
minecraft.picked_up.pale_oak_log: #16, 672(2%)
minecraft.crafted.stone_axe: #16, 2(1%)
minecraft.used.diamond_shovel: #16, 54801(1%)
minecraft.mined.spruce_leaves: #16, 1031(1%)
minecraft.picked_up.netherite_pickaxe: #16, 8(1%)
minecraft.dropped.dirt: #16, 1572(1%)
minecraft.mined.peony: #16, 8(1%)
minecraft.used.observer: #16, 350(1%)
minecraft.mined.polished_deepslate: #16, 57(1%)
minecraft.mined.clay: #16, 507(1%)
minecraft.mined.stripped_spruce_log: #16, 204(1%)
minecraft.mined.copper_trapdoor: #16, 18(1%)
minecraft.used.trial_key: #16, 10(1%)
minecraft.mined.acacia_log: #16, 412(1%)
minecraft.used.iron_trapdoor: #16, 91(1%)
minecraft.used.white_wool: #16, 168(1%)
minecraft.picked_up.acacia_log: #16, 413(1%)
minecraft.crafted.polished_tuff_stairs: #16, 8(1%)
minecraft.crafted.mangrove_stairs: #16, 48(1%)
minecraft.dropped.iron_block: #16, 74(1%)
minecraft.crafted.note_block: #16, 48(1%)
minecraft.dropped.chainmail_leggings: #16, 1(1%)
minecraft.picked_up.damaged_anvil: #16, 2(1%)
minecraft.crafted.golden_helmet: #16, 1(1%)
minecraft.crafted.iron_trapdoor: #16, 85(1%)
minecraft.crafted.blue_shulker_box: #16, 1(1%)
minecraft.mined.dark_oak_planks: #16, 31(1%)
minecraft.crafted.netherite_upgrade_smithing_template: #16, 6(1%)
minecraft.used.gray_carpet: #16, 97(1%)
minecraft.picked_up.hopper_minecart: #16, 9(1%)
minecraft.killed_by.ravager: #16, 35(1%)
minecraft.used.cake: #16, 1(1%)
minecraft.dropped.gravel: #16, 345(1%)
minecraft.mined.bamboo_sign: #16, 2(1%)
minecraft.crafted.acacia_trapdoor: #16, 60(1%)
minecraft.mined.jungle_slab: #16, 8(1%)
minecraft.picked_up.black_shulker_box: #16, 31(1%)
minecraft.mined.red_bed: #16, 3(1%)
minecraft.used.black_shulker_box: #16, 30(1%)
minecraft.crafted.light_gray_dye: #16, 161(1%)
minecraft.mined.black_shulker_box: #16, 29(1%)
minecraft.picked_up.polished_granite: #16, 12(1%)
minecraft.dropped.trident: #16, 1(1%)
minecraft.picked_up.netherite_shovel: #16, 2(1%)
minecraft.crafted.light_gray_stained_glass_pane: #16, 64(1%)
minecraft.mined.light_blue_terracotta: #16, 13(1%)
minecraft.dropped.red_dye: #16, 5(1%)
minecraft.crafted.cyan_dye: #16, 116(0%)
minecraft.used.red_wool: #16, 29(0%)
minecraft.dropped.cornflower: #16, 5(0%)
minecraft.picked_up.cyan_wool: #16, 44(0%)
minecraft.mined.jungle_trapdoor: #16, 5(1%)
minecraft.mined.bamboo_block: #16, 13(0%)
minecraft.picked_up.cartography_table: #16, 2(1%)
minecraft.mined.light_gray_stained_glass: #16, 9(0%)
minecraft.picked_up.cyan_bed: #16, 5(0%)
minecraft.used.jungle_planks: #16, 71(0%)
minecraft.used.pale_oak_log: #16, 48(0%)
minecraft.used.string: #16, 100(0%)
minecraft.used.sunflower: #16, 9(0%)
minecraft.used.dark_oak_planks: #16, 83(0%)
minecraft.used.cyan_bed: #16, 5(0%)
minecraft.picked_up.candle: #16, 6(0%)
minecraft.mined.cyan_bed: #16, 4(0%)
minecraft.crafted.light_gray_concrete_powder: #16, 128(0%)
minecraft.dropped.crossbow: #16, 5(0%)
