stat, rank, value, (percentage) 
minecraft.mined.blackstone: #11, 1118(2%)
minecraft.picked_up.pale_oak_log: #11, 1150(3%)
minecraft.mined.brewing_stand: #11, 21(3%)
minecraft.used.polished_andesite_stairs: #11, 71(3%)
minecraft.picked_up.cherry_leaves: #11, 758(3%)
minecraft.used.oxidized_copper_door: #11, 3(4%)
minecraft.picked_up.nether_brick_fence: #11, 16(3%)
minecraft.mined.mangrove_log: #11, 741(2%)
minecraft.dropped.chiseled_tuff_bricks: #11, 20(3%)
minecraft.killed.enderman: #11, 20160(2%)
minecraft.picked_up.warped_nylium: #11, 171(2%)
minecraft.picked_up.stone_bricks: #11, 923(2%)
minecraft.mined.glass_pane: #11, 27(2%)
minecraft.broken.diamond_pickaxe: #11, 1(4%)
minecraft.picked_up.feather: #11, 275(2%)
minecraft.used.warped_nylium: #11, 89(2%)
minecraft.crafted.jungle_sign: #11, 24(3%)
minecraft.used.mossy_cobblestone_slab: #11, 40(3%)
minecraft.used.stone_bricks: #11, 2152(2%)
minecraft.used.spruce_fence_gate: #11, 113(2%)
minecraft.crafted.pumpkin_seeds: #11, 44(3%)
minecraft.dropped.melon_seeds: #11, 18(2%)
minecraft.crafted.bamboo_hanging_sign: #11, 6(3%)
minecraft.mined.bamboo_door: #11, 2(3%)
minecraft.mined.cherry_trapdoor: #11, 9(2%)
minecraft.crafted.golden_helmet: #11, 2(2%)
minecraft.picked_up.netherite_helmet: #11, 5(2%)
minecraft.dropped.netherite_helmet: #11, 1(3%)
minecraft.mined.acacia_sign: #11, 1(3%)
minecraft.used.chiseled_tuff: #11, 144(2%)
minecraft.picked_up.waxed_copper_grate: #11, 58(2%)
minecraft.used.acacia_leaves: #11, 39(2%)
minecraft.picked_up.heavy_weighted_pressure_plate: #11, 3(2%)
minecraft.mined.pale_moss_block: #11, 217(2%)
minecraft.dropped.stone_slab: #11, 83(2%)
minecraft.mined.waxed_copper_grate: #11, 57(2%)
minecraft.dropped.waxed_copper_block: #11, 13(2%)
minecraft.used.tinted_glass: #11, 191(2%)
minecraft.mined.chiseled_tuff: #11, 24(2%)
minecraft.mined.end_stone: #11, 213(1%)
minecraft.dropped.bamboo_planks: #11, 122(1%)
minecraft.picked_up.flowering_azalea_leaves: #11, 645(2%)
minecraft.used.mud_brick_slab: #11, 80(2%)
minecraft.used.cracked_stone_bricks: #11, 90(2%)
minecraft.mined.small_dripleaf: #11, 6(2%)
minecraft.mined.polished_blackstone_button: #11, 3(2%)
minecraft.picked_up.warped_planks: #11, 32(2%)
minecraft.picked_up.carrot_on_a_stick: #11, 1(3%)
minecraft.mined.mud_brick_slab: #11, 13(2%)
minecraft.crafted.acacia_slab: #11, 102(2%)
minecraft.picked_up.bamboo_fence: #11, 25(1%)
minecraft.used.book: #11, 29(1%)
minecraft.mined.diorite_slab: #11, 8(2%)
minecraft.mined.pale_hanging_moss: #11, 36(1%)
minecraft.picked_up.poisonous_potato: #11, 6(1%)
minecraft.picked_up.dark_oak_sign: #11, 8(1%)
minecraft.mined.copper_block: #11, 38(1%)
minecraft.dropped.oak_log: #11, 97(1%)
minecraft.used.warped_sign: #11, 13(1%)
minecraft.crafted.stone_sword: #11, 4(1%)
minecraft.killed.creeper: #11, 198(1%)
minecraft.used.acacia_log: #11, 176(1%)
minecraft.picked_up.music_disc_otherside: #11, 3(1%)
minecraft.dropped.tropical_fish: #11, 4(2%)
minecraft.crafted.blackstone_stairs: #11, 4(2%)
minecraft.dropped.polished_deepslate: #11, 10(1%)
minecraft.used.copper_door: #11, 4(1%)
minecraft.picked_up.orange_banner: #11, 2(1%)
minecraft.used.spore_blossom: #11, 4(1%)
minecraft.used.cooked_chicken: #11, 51(1%)
minecraft.mined.polished_granite: #11, 16(1%)
minecraft.mined.brown_wool: #11, 11(1%)
minecraft.picked_up.mud_bricks: #11, 56(1%)
minecraft.dropped.sculk_vein: #11, 4(1%)
minecraft.picked_up.orange_stained_glass_pane: #11, 9(1%)
minecraft.mined.slime_block: #11, 46(1%)
minecraft.mined.granite_slab: #11, 3(1%)
minecraft.mined.gray_terracotta: #11, 16(1%)
minecraft.used.stripped_warped_stem: #11, 23(1%)
minecraft.picked_up.chiseled_polished_blackstone: #11, 2(1%)
minecraft.mined.tall_dry_grass: #11, 7(1%)
minecraft.dropped.chicken: #11, 28(1%)
minecraft.mined.deepslate_tile_slab: #11, 27(1%)
minecraft.mined.copper_door: #11, 1(1%)
minecraft.used.end_stone_bricks: #11, 4(1%)
minecraft.crafted.birch_button: #11, 4(1%)
minecraft.used.spruce_leaves: #11, 194(1%)
minecraft.mined.daylight_detector: #11, 2(1%)
minecraft.dropped.acacia_sapling: #11, 6(1%)
minecraft.dropped.stone_stairs: #11, 3(1%)
minecraft.crafted.blue_ice: #11, 38(1%)
minecraft.crafted.cut_copper: #11, 8(1%)
minecraft.crafted.cooked_chicken: #11, 10(1%)
minecraft.dropped.cherry_leaves: #11, 10(1%)
minecraft.used.gravel: #11, 535(0%)
minecraft.dropped.acacia_planks: #11, 5(1%)
minecraft.mined.tube_coral_block: #11, 27(1%)
minecraft.mined.mangrove_fence: #11, 6(1%)
minecraft.used.fire_coral_block: #11, 9(1%)
minecraft.used.waxed_copper_grate: #11, 28(1%)
minecraft.crafted.wind_charge: #11, 484(1%)
minecraft.dropped.poppy: #11, 183(0%)
minecraft.dropped.nether_quartz_ore: #11, 2(1%)
minecraft.used.cobweb: #11, 22(0%)
minecraft.picked_up.purpur_pillar: #11, 18(0%)
minecraft.crafted.baked_potato: #11, 18(1%)
minecraft.crafted.granite_wall: #11, 6(1%)
minecraft.killed.snow_golem: #11, 1(1%)
minecraft.used.sculk_sensor: #11, 4(0%)
minecraft.dropped.white_banner: #11, 15(0%)
minecraft.picked_up.purple_stained_glass: #11, 10(1%)
minecraft.crafted.light_gray_bed: #11, 1(0%)
minecraft.dropped.end_rod: #11, 3(0%)
minecraft.used.mangrove_fence_gate: #11, 2(0%)
minecraft.mined.snow: #11, 1483(0%)
minecraft.mined.jack_o_lantern: #11, 1(0%)
minecraft.used.mossy_stone_brick_slab: #11, 4(0%)
minecraft.dropped.amethyst_block: #11, 2(0%)
minecraft.picked_up.pink_terracotta: #11, 6(0%)
minecraft.used.red_mushroom: #11, 1(0%)
minecraft.dropped.cobbled_deepslate_stairs: #11, 1(0%)
minecraft.picked_up.water_bucket: #12, 39(4%)
minecraft.picked_up.smooth_red_sandstone: #11, 5(0%)
minecraft.used.resin_block: #11, 10(0%)
minecraft.crafted.yellow_stained_glass_pane: #11, 16(0%)
minecraft.used.cracked_polished_blackstone_bricks: #11, 1(0%)
minecraft.dropped.clay_ball: #11, 6(0%)
minecraft.picked_up.bubble_coral_block: #11, 3(0%)
minecraft.dropped.warped_wart_block: #11, 3(0%)
minecraft.picked_up.pink_concrete_powder: #11, 3(0%)
minecraft.picked_up.purple_carpet: #11, 2(0%)
minecraft.used.yellow_stained_glass_pane: #11, 4(0%)
minecraft.used.pink_terracotta: #11, 4(0%)
minecraft.mined.smooth_red_sandstone: #11, 1(0%)
minecraft.used.smooth_red_sandstone: #11, 1(0%)
minecraft.custom.interact_with_stonecutter: #12, 429(4%)
minecraft.picked_up.glow_ink_sac: #12, 173(3%)
minecraft.used.oak_sign: #12, 88(3%)
minecraft.mined.short_grass: #12, 4134(3%)
minecraft.dropped.diamond_axe: #12, 9(3%)
minecraft.picked_up.emerald: #12, 1395(3%)
minecraft.picked_up.carrot: #12, 2120(3%)
minecraft.mined.glow_lichen: #12, 750(3%)
minecraft.picked_up.lantern: #12, 136(3%)
minecraft.picked_up.spruce_fence: #12, 190(3%)
minecraft.used.spruce_stairs: #12, 508(3%)
minecraft.mined.farmland: #12, 136(3%)
minecraft.picked_up.brewing_stand: #12, 29(3%)
minecraft.mined.cobblestone: #12, 1435(3%)
minecraft.picked_up.melon: #12, 978(3%)
minecraft.picked_up.golden_apple: #12, 25(3%)
minecraft.dropped.granite: #12, 522(3%)
minecraft.picked_up.birch_log: #12, 1523(3%)
minecraft.dropped.written_book: #12, 7(3%)
minecraft.mined.black_concrete: #12, 770(2%)
minecraft.picked_up.mangrove_leaves: #12, 2706(2%)
minecraft.killed.pufferfish: #12, 6(4%)
minecraft.crafted.armor_stand: #12, 200(2%)
minecraft.used.polished_andesite: #12, 467(2%)
minecraft.used.bamboo_sign: #12, 100(2%)
minecraft.picked_up.bamboo_sign: #12, 38(2%)
minecraft.mined.mangrove_leaves: #12, 3926(2%)
minecraft.dropped.golden_boots: #12, 11(2%)
minecraft.used.grindstone: #12, 53(2%)
minecraft.dropped.gravel: #12, 1062(2%)
minecraft.used.cake: #12, 3(3%)
minecraft.dropped.golden_helmet: #12, 5(2%)
minecraft.used.grass_block: #12, 9210(2%)
minecraft.picked_up.birch_trapdoor: #12, 13(3%)
minecraft.crafted.black_dye: #12, 1526(2%)
minecraft.picked_up.spruce_leaves: #12, 918(2%)
minecraft.dropped.oak_leaves: #12, 152(2%)
minecraft.mined.poppy: #12, 130(2%)
minecraft.dropped.golden_chestplate: #12, 7(2%)
minecraft.dropped.tuff_bricks: #12, 86(2%)
minecraft.picked_up.emerald_block: #12, 206(2%)
minecraft.picked_up.brown_carpet: #12, 39(2%)
minecraft.dropped.iron_helmet: #12, 3(2%)
minecraft.mined.orange_tulip: #12, 27(2%)
minecraft.mined.oak_button: #12, 4(2%)
minecraft.crafted.spruce_sign: #12, 102(1%)
minecraft.dropped.carrot: #12, 508(1%)
minecraft.dropped.quartz: #12, 56(2%)
minecraft.mined.water_cauldron: #12, 2(2%)
minecraft.dropped.stone_bricks: #12, 66(1%)
minecraft.mined.mangrove_roots: #12, 942(1%)
minecraft.mined.flowering_azalea_leaves: #12, 600(1%)
minecraft.dropped.polished_andesite: #12, 19(2%)
minecraft.picked_up.pufferfish: #12, 50(1%)
minecraft.used.loom: #12, 15(1%)
minecraft.picked_up.polished_deepslate_slab: #12, 53(1%)
minecraft.crafted.netherite_chestplate: #12, 1(2%)
minecraft.picked_up.tuff_brick_stairs: #12, 31(1%)
minecraft.crafted.polished_deepslate_slab: #12, 48(1%)
minecraft.picked_up.crimson_nylium: #12, 67(1%)
minecraft.custom.fish_caught: #12, 249(1%)
minecraft.picked_up.waxed_copper_block: #12, 156(1%)
minecraft.mined.acacia_slab: #12, 6(2%)
minecraft.killed_by.skeleton: #12, 3(1%)
minecraft.mined.spruce_hanging_sign: #12, 1(2%)
minecraft.picked_up.purpur_block: #12, 164(1%)
minecraft.dropped.golden_apple: #12, 3(1%)
minecraft.used.dripstone_block: #12, 142(1%)
minecraft.mined.smooth_quartz: #12, 105(1%)
minecraft.crafted.gray_shulker_box: #12, 4(1%)
minecraft.dropped.pumpkin_seeds: #12, 119(1%)
minecraft.picked_up.black_stained_glass: #12, 54(1%)
minecraft.dropped.light_blue_dye: #12, 3(1%)
minecraft.mined.waxed_copper_block: #12, 113(1%)
minecraft.used.slime_block: #12, 109(1%)
minecraft.mined.stripped_mangrove_log: #12, 94(1%)
minecraft.mined.red_sandstone: #12, 9(1%)
minecraft.dropped.nether_gold_ore: #12, 1(1%)
minecraft.used.oak_leaves: #12, 783(1%)
minecraft.mined.deepslate_tiles: #12, 83(1%)
minecraft.picked_up.deepslate_brick_wall: #12, 11(1%)
minecraft.crafted.warped_sign: #12, 9(1%)
minecraft.crafted.brown_carpet: #12, 54(1%)
minecraft.dropped.cyan_dye: #12, 3(1%)
minecraft.used.redstone_ore: #12, 11(1%)
minecraft.mined.crimson_roots: #12, 31(1%)
minecraft.used.acacia_wood: #12, 83(1%)
minecraft.dropped.cooked_porkchop: #12, 60(1%)
minecraft.crafted.granite_stairs: #12, 4(1%)
minecraft.used.acacia_sapling: #12, 128(1%)
minecraft.dropped.green_dye: #12, 20(1%)
minecraft.mined.blackstone_slab: #12, 5(1%)
minecraft.picked_up.light_gray_stained_glass_pane: #12, 8(1%)
minecraft.picked_up.snowball: #12, 718(0%)
minecraft.crafted.white_shulker_box: #12, 8(1%)
minecraft.dropped.mangrove_leaves: #12, 52(1%)
minecraft.picked_up.acacia_slab: #12, 8(1%)
minecraft.used.jungle_sapling: #12, 66(1%)
minecraft.used.acacia_stairs: #12, 17(1%)
minecraft.used.granite_wall: #12, 12(1%)
minecraft.used.crimson_nylium: #12, 18(1%)
minecraft.crafted.blackstone_slab: #12, 12(1%)
minecraft.crafted.acacia_stairs: #12, 16(1%)
minecraft.mined.deepslate_tile_wall: #12, 6(1%)
minecraft.used.gray_banner: #12, 2(1%)
minecraft.picked_up.deepslate_tile_slab: #12, 27(0%)
minecraft.crafted.acacia_wood: #12, 75(1%)
minecraft.mined.acacia_stairs: #12, 3(1%)
minecraft.dropped.magma_block: #12, 6(1%)
minecraft.mined.yellow_stained_glass_pane: #12, 4(1%)
minecraft.dropped.black_concrete: #12, 3(1%)
minecraft.picked_up.copper_door: #12, 1(1%)
minecraft.picked_up.granite_slab: #12, 3(1%)
minecraft.used.acacia_button: #12, 2(0%)
minecraft.dropped.waxed_oxidized_cut_copper_stairs: #12, 1(1%)
minecraft.used.blue_concrete_powder: #12, 21(0%)
minecraft.crafted.granite_slab: #12, 12(1%)
minecraft.killed.happy_ghast: #12, 2(0%)
minecraft.used.orange_stained_glass_pane: #12, 19(0%)
minecraft.crafted.mangrove_fence_gate: #12, 2(0%)
minecraft.used.waxed_exposed_chiseled_copper: #12, 4(0%)
minecraft.used.cut_sandstone: #12, 15(0%)
minecraft.picked_up.horn_coral: #12, 3(0%)
minecraft.crafted.acacia_button: #12, 2(0%)
minecraft.picked_up.mossy_stone_brick_slab: #12, 1(0%)
minecraft.dropped.ghast_tear: #12, 2(0%)
minecraft.picked_up.elytra: #13, 53(3%)
minecraft.dropped.snow_block: #12, 9(0%)
minecraft.mined.raw_iron_block: #12, 5(0%)
minecraft.dropped.end_stone_bricks: #12, 2(0%)
minecraft.used.chiseled_sandstone: #12, 1(0%)
minecraft.dropped.podzol: #12, 3(0%)
minecraft.picked_up.raw_iron_block: #12, 5(0%)
minecraft.dropped.purpur_pillar: #12, 2(0%)
minecraft.picked_up.dried_kelp_block: #12, 41(0%)
minecraft.mined.cracked_stone_bricks: #12, 6(0%)
minecraft.picked_up.bubble_coral_fan: #12, 6(0%)
minecraft.picked_up.resin_block: #12, 9(0%)
minecraft.used.yellow_stained_glass: #12, 33(0%)
minecraft.crafted.brick_wall: #12, 1(0%)
minecraft.crafted.quartz_slab: #12, 6(0%)
minecraft.picked_up.dead_brain_coral_block: #12, 2(0%)
minecraft.crafted.resin_clump: #12, 36(0%)
minecraft.dropped.acacia_leaves: #12, 2(0%)
minecraft.dropped.feather: #12, 14(0%)
minecraft.dropped.end_stone: #12, 2(0%)
minecraft.used.stripped_acacia_wood: #12, 1(0%)
minecraft.used.waxed_weathered_copper_bulb: #12, 1(0%)
minecraft.crafted.lime_bed: #12, 1(0%)
minecraft.used.amethyst_block: #12, 6(0%)
minecraft.dropped.nether_wart_block: #12, 1(0%)
minecraft.dropped.torchflower_seeds: #12, 2(0%)
minecraft.used.poppy: #12, 6(0%)
minecraft.crafted.dried_kelp: #12, 2(0%)
minecraft.used.pale_oak_fence: #12, 4(0%)
minecraft.used.netherite_sword: #12, 420(0%)
minecraft.picked_up.red_concrete_powder: #12, 3(0%)
minecraft.crafted.emerald: #13, 18521(3%)
minecraft.used.spruce_boat: #13, 20(4%)
minecraft.crafted.diamond_pickaxe: #13, 9(3%)
minecraft.used.hay_block: #13, 59(3%)
minecraft.picked_up.acacia_log: #13, 1115(2%)
minecraft.mined.oak_sign: #13, 6(2%)
minecraft.used.dark_oak_slab: #13, 449(2%)
minecraft.used.tuff_bricks: #13, 1429(2%)
minecraft.crafted.netherite_upgrade_smithing_template: #13, 18(3%)
minecraft.crafted.black_concrete_powder: #13, 1536(2%)
minecraft.picked_up.blast_furnace: #13, 13(2%)
minecraft.used.glow_berries: #13, 48(2%)
minecraft.picked_up.filled_map: #13, 345(2%)
minecraft.mined.lightning_rod: #13, 37(2%)
minecraft.mined.spruce_fence_gate: #13, 24(2%)
minecraft.mined.tall_seagrass: #13, 112(2%)
minecraft.used.oak_trapdoor: #13, 125(2%)
minecraft.used.polished_tuff_wall: #13, 245(2%)
minecraft.dropped.leather_boots: #13, 9(2%)
minecraft.killed.glow_squid: #13, 12(2%)
minecraft.used.deepslate: #13, 1456(2%)
minecraft.picked_up.birch_sapling: #13, 278(2%)
minecraft.dropped.white_dye: #13, 40(2%)
minecraft.used.green_terracotta: #13, 144(2%)
minecraft.picked_up.lightning_rod: #13, 41(2%)
minecraft.mined.warped_nylium: #13, 124(2%)
minecraft.picked_up.acacia_sign: #13, 6(2%)
minecraft.mined.oak_leaves: #13, 2927(1%)
minecraft.crafted.green_dye: #13, 193(1%)
minecraft.picked_up.chiseled_tuff: #13, 31(2%)
minecraft.mined.oak_stairs: #13, 37(2%)
minecraft.dropped.flint: #13, 124(1%)
minecraft.mined.crimson_fungus: #13, 15(2%)
minecraft.dropped.birch_sign: #13, 3(2%)
minecraft.used.peony: #13, 4(2%)
minecraft.dropped.oak_planks: #13, 35(1%)
minecraft.mined.azalea_leaves: #13, 1777(1%)
minecraft.custom.minecart_one_cm: #13, 1586085(1%)
minecraft.used.chiseled_tuff_bricks: #13, 209(1%)
minecraft.picked_up.cooked_porkchop: #13, 170(1%)
minecraft.dropped.armor_stand: #13, 5(1%)
minecraft.crafted.netherite_helmet: #13, 1(2%)
minecraft.picked_up.cooked_salmon: #13, 23(1%)
minecraft.picked_up.azalea_leaves: #13, 1677(1%)
minecraft.mined.acacia_wood: #13, 12(1%)
minecraft.used.spruce_wood: #13, 135(1%)
minecraft.crafted.tuff_slab: #13, 48(1%)
minecraft.picked_up.tuff_brick_slab: #13, 49(1%)
minecraft.mined.smooth_quartz_slab: #13, 31(1%)
minecraft.picked_up.black_dye: #13, 19(1%)
minecraft.killed.skeleton: #13, 652(1%)
minecraft.used.golden_carrot: #14, 2834(3%)
minecraft.crafted.mossy_cobblestone_wall: #13, 6(2%)
minecraft.used.azalea: #13, 41(1%)
minecraft.used.brown_carpet: #13, 44(1%)
minecraft.used.red_terracotta: #13, 243(1%)
minecraft.picked_up.light_gray_concrete_powder: #13, 76(1%)
minecraft.picked_up.cobbled_deepslate_stairs: #13, 22(1%)
minecraft.picked_up.rabbit: #13, 4(1%)
minecraft.used.birch_trapdoor: #13, 20(1%)
minecraft.mined.gold_block: #13, 68(1%)
minecraft.crafted.acacia_trapdoor: #13, 84(1%)
minecraft.picked_up.mud_brick_wall: #13, 16(1%)
minecraft.custom.aviate_one_cm: #14, 514652650(3%)
minecraft.picked_up.bamboo_planks: #13, 295(1%)
minecraft.picked_up.cherry_planks: #13, 16(1%)
minecraft.dropped.tipped_arrow: #13, 23(1%)
minecraft.used.spruce_pressure_plate: #13, 4(1%)
minecraft.crafted.oak_pressure_plate: #13, 2(1%)
minecraft.used.bamboo_door: #13, 5(1%)
minecraft.crafted.cookie: #13, 108(1%)
minecraft.picked_up.stripped_mangrove_log: #13, 93(1%)
minecraft.picked_up.blue_shulker_box: #13, 57(1%)
minecraft.used.blue_shulker_box: #13, 59(1%)
minecraft.used.light_gray_wool: #13, 84(1%)
minecraft.picked_up.rabbit_hide: #13, 3(1%)
minecraft.used.rooted_dirt: #13, 116(1%)
minecraft.crafted.quartz_block: #13, 660(1%)
minecraft.dropped.basalt: #13, 10(1%)
minecraft.dropped.smooth_basalt: #13, 5(1%)
minecraft.mined.stripped_bamboo_block: #13, 16(1%)
minecraft.picked_up.diorite_slab: #13, 8(1%)
minecraft.crafted.apple: #13, 64(1%)
minecraft.used.purpur_pillar: #13, 3(1%)
minecraft.picked_up.stripped_bamboo_block: #13, 15(1%)
minecraft.mined.emerald_ore: #13, 6(1%)
minecraft.dropped.spruce_sapling: #13, 14(1%)
minecraft.dropped.cobblestone_slab: #13, 11(1%)
minecraft.mined.quartz_block: #13, 49(0%)
minecraft.picked_up.granite_stairs: #13, 1(1%)
minecraft.dropped.waxed_oxidized_copper_grate: #13, 1(1%)
minecraft.dropped.red_terracotta: #13, 9(1%)
minecraft.mined.stone_brick_slab: #13, 29(0%)
minecraft.dropped.lily_pad: #13, 2(1%)
minecraft.dropped.purple_dye: #13, 2(1%)
minecraft.used.pufferfish_bucket: #13, 1(1%)
minecraft.used.mangrove_roots: #13, 123(0%)
minecraft.used.goat_horn: #13, 2(1%)
minecraft.used.jungle_fence_gate: #13, 4(0%)
minecraft.picked_up.stone_brick_slab: #13, 35(0%)
minecraft.crafted.deepslate_brick_stairs: #13, 20(0%)
minecraft.crafted.gray_banner: #13, 2(1%)
minecraft.mined.orange_stained_glass: #13, 6(1%)
minecraft.picked_up.brain_coral: #13, 3(0%)
minecraft.killed.silverfish: #13, 281(0%)
minecraft.picked_up.mangrove_fence: #13, 6(0%)
minecraft.dropped.sea_pickle: #13, 7(0%)
minecraft.mined.stripped_acacia_wood: #13, 3(0%)
minecraft.picked_up.stripped_acacia_wood: #13, 3(0%)
minecraft.mined.gray_concrete_powder: #13, 5(0%)
minecraft.dropped.honey_block: #13, 6(0%)
minecraft.dropped.spectral_arrow: #13, 65(0%)
minecraft.used.blackstone_slab: #13, 15(0%)
minecraft.mined.emerald_block: #13, 12(0%)
minecraft.dropped.white_concrete: #13, 4(0%)
minecraft.dropped.blaze_rod: #13, 6(0%)
minecraft.crafted.orange_stained_glass_pane: #13, 16(0%)
minecraft.used.allium: #13, 1(0%)
minecraft.mined.bubble_coral_fan: #13, 1(0%)
minecraft.dropped.yellow_wool: #13, 4(0%)
minecraft.dropped.pale_moss_block: #13, 1(0%)
minecraft.picked_up.horn_coral_block: #13, 3(0%)
minecraft.crafted.orange_carpet: #13, 6(0%)
minecraft.dropped.smooth_quartz: #13, 1(0%)
minecraft.mined.black_carpet: #13, 5(0%)
minecraft.crafted.resin_block: #13, 4(0%)
minecraft.used.horn_coral_block: #13, 1(0%)
minecraft.used.tube_coral_block: #13, 1(0%)
minecraft.used.brain_coral_block: #13, 1(0%)
minecraft.picked_up.brown_concrete_powder: #13, 3(0%)
minecraft.picked_up.orange_concrete_powder: #13, 3(0%)
minecraft.used.crying_obsidian: #13, 2(0%)
minecraft.crafted.spruce_slab: #14, 2080(3%)
minecraft.picked_up.item_frame: #14, 213(3%)
minecraft.mined.tall_grass: #14, 685(3%)
minecraft.used.stone: #14, 23179(3%)
minecraft.used.pumpkin_seeds: #14, 68(3%)
minecraft.used.glow_ink_sac: #14, 130(2%)
minecraft.mined.seagrass: #14, 211(3%)
minecraft.used.chiseled_bookshelf: #14, 66(3%)
minecraft.dropped.diamond_sword: #14, 6(2%)
minecraft.dropped.scaffolding: #14, 246(3%)
minecraft.crafted.oak_button: #14, 18(3%)
minecraft.crafted.scaffolding: #14, 1272(2%)
minecraft.used.granite: #14, 620(2%)
minecraft.picked_up.pink_petals: #14, 1032(2%)
minecraft.used.oak_button: #14, 16(2%)
minecraft.picked_up.mangrove_stairs: #14, 28(2%)
minecraft.picked_up.chicken: #14, 166(2%)
minecraft.used.bamboo: #14, 385(2%)
minecraft.dropped.lapis_ore: #14, 5(2%)
minecraft.used.iron_chestplate: #14, 1(3%)
minecraft.picked_up.bread: #14, 117(2%)
minecraft.crafted.white_concrete_powder: #14, 1920(2%)
minecraft.dropped.copper_ore: #14, 37(1%)
minecraft.crafted.spruce_wood: #14, 138(1%)
minecraft.picked_up.tropical_fish: #14, 15(1%)
minecraft.crafted.oak_trapdoor: #14, 68(1%)
minecraft.crafted.stone_brick_stairs: #14, 41(1%)
minecraft.mined.nether_brick_fence: #14, 6(1%)
minecraft.dropped.netherite_boots: #14, 1(2%)
minecraft.used.tuff_slab: #14, 71(1%)
minecraft.picked_up.sea_pickle: #14, 120(1%)
minecraft.picked_up.acacia_trapdoor: #14, 35(1%)
minecraft.crafted.netherite_boots: #14, 1(2%)
minecraft.picked_up.spruce_fence_gate: #14, 23(1%)
minecraft.mined.mud_brick_wall: #14, 12(1%)
minecraft.used.glass: #14, 1884(1%)
minecraft.used.pink_petals: #14, 151(1%)
minecraft.picked_up.acacia_sapling: #14, 199(1%)
minecraft.dropped.netherite_sword: #14, 1(1%)
minecraft.used.smooth_quartz_slab: #14, 106(1%)
minecraft.mined.green_wool: #14, 23(1%)
minecraft.picked_up.smooth_quartz: #14, 112(1%)
minecraft.used.mud_bricks: #14, 144(1%)
minecraft.dropped.pufferfish: #14, 4(1%)
minecraft.killed.zombie: #14, 914(1%)
minecraft.mined.waxed_oxidized_copper_grate: #14, 15(1%)
minecraft.picked_up.acacia_wood: #14, 12(1%)
minecraft.mined.light_gray_stained_glass_pane: #14, 3(1%)
minecraft.crafted.birch_trapdoor: #14, 12(1%)
minecraft.dropped.iron_bars: #14, 24(1%)
minecraft.mined.copper_bulb: #14, 3(1%)
minecraft.mined.blue_shulker_box: #14, 50(1%)
minecraft.used.blast_furnace: #14, 17(1%)
minecraft.custom.mob_kills: #14, 44562(0%)
minecraft.picked_up.copper_bulb: #14, 4(1%)
minecraft.used.gold_block: #14, 67(1%)
minecraft.used.yellow_dye: #14, 6(1%)
minecraft.mined.sandstone: #14, 825(1%)
minecraft.used.warped_planks: #14, 86(1%)
minecraft.dropped.chain: #14, 10(1%)
minecraft.mined.granite_stairs: #14, 1(1%)
minecraft.picked_up.waxed_cut_copper_slab: #14, 3(1%)
minecraft.picked_up.deepslate_tiles: #14, 83(1%)
minecraft.used.granite_stairs: #14, 5(1%)
minecraft.crafted.mud_brick_slab: #14, 24(1%)
minecraft.dropped.cooked_salmon: #14, 5(1%)
minecraft.mined.jungle_planks: #14, 18(1%)
minecraft.mined.birch_wall_sign: #14, 2(1%)
minecraft.crafted.cherry_trapdoor: #14, 14(1%)
minecraft.crafted.polished_deepslate_stairs: #14, 8(1%)
minecraft.mined.stripped_spruce_wood: #14, 17(1%)
minecraft.picked_up.stripped_spruce_wood: #14, 17(1%)
minecraft.dropped.blackstone: #14, 50(1%)
minecraft.picked_up.yellow_wool: #14, 140(0%)
minecraft.crafted.smooth_quartz_stairs: #14, 6(1%)
minecraft.picked_up.deepslate_brick_stairs: #14, 25(0%)
minecraft.used.cherry_trapdoor: #14, 11(0%)
minecraft.picked_up.crimson_planks: #14, 7(1%)
minecraft.used.azalea_leaves: #14, 325(0%)
minecraft.crafted.quartz_stairs: #14, 8(1%)
minecraft.mined.exposed_cut_copper: #14, 1(1%)
minecraft.picked_up.acacia_stairs: #14, 3(0%)
minecraft.mined.jungle_wall_sign: #14, 1(1%)
minecraft.crafted.bamboo_door: #14, 3(0%)
minecraft.picked_up.bamboo_door: #14, 2(0%)
minecraft.dropped.snow: #14, 10(0%)
minecraft.mined.stripped_acacia_log: #14, 27(0%)
minecraft.used.netherite_shovel: #14, 7773(0%)
minecraft.crafted.jungle_fence_gate: #14, 4(0%)
minecraft.picked_up.stripped_acacia_log: #14, 25(0%)
minecraft.used.waxed_copper_bulb: #14, 7(0%)
minecraft.picked_up.pumpkin_pie: #14, 2(0%)
minecraft.used.gray_wool: #14, 46(0%)
minecraft.picked_up.tube_coral_fan: #14, 3(0%)
minecraft.used.yellow_wool: #14, 26(0%)
minecraft.crafted.yellow_carpet: #14, 9(0%)
minecraft.crafted.red_carpet: #14, 12(0%)
minecraft.dropped.pale_moss_carpet: #14, 1(0%)
minecraft.crafted.pale_oak_fence: #14, 6(0%)
minecraft.picked_up.prismarine_crystals: #14, 3(0%)
minecraft.picked_up.fire_coral_block: #14, 3(0%)
minecraft.picked_up.cyan_concrete_powder: #14, 3(0%)
minecraft.mined.crimson_planks: #14, 1(0%)
minecraft.crafted.dark_oak_button: #14, 2(0%)
minecraft.picked_up.brain_coral_block: #14, 3(0%)
minecraft.used.dark_oak_button: #14, 2(0%)
