stat, rank, value, (percentage) 
minecraft.used.enchanted_book: #13, 14(1%)
minecraft.mined.jungle_fence_gate: #13, 1(1%)
minecraft.crafted.decorated_pot: #13, 58(1%)
minecraft.dropped.light_blue_dye: #13, 2(1%)
minecraft.crafted.mud_brick_slab: #13, 24(1%)
minecraft.used.lime_stained_glass: #13, 64(1%)
minecraft.mined.waxed_cut_copper_slab: #13, 3(1%)
minecraft.mined.crimson_stem: #13, 57(1%)
minecraft.picked_up.gunpowder: #13, 805(0%)
minecraft.used.polished_diorite: #13, 45(1%)
minecraft.picked_up.warped_slab: #13, 8(1%)
minecraft.picked_up.weeping_vines: #13, 27(0%)
minecraft.dropped.cyan_dye: #13, 2(1%)
minecraft.mined.honey_block: #13, 29(0%)
minecraft.used.quartz_slab: #13, 59(1%)
minecraft.picked_up.orange_stained_glass_pane: #13, 5(1%)
minecraft.mined.copper_grate: #13, 3(1%)
minecraft.mined.birch_fence: #13, 5(0%)
minecraft.used.smooth_sandstone_slab: #13, 38(1%)
minecraft.crafted.cobbled_deepslate_stairs: #13, 20(0%)
minecraft.used.dead_bush: #13, 6(0%)
minecraft.mined.light_blue_concrete: #13, 80(0%)
minecraft.picked_up.stone_shovel: #13, 1(0%)
minecraft.picked_up.red_sandstone: #13, 7(0%)
minecraft.dropped.sugar_cane: #13, 101(0%)
minecraft.used.cobblestone_slab: #13, 85(0%)
minecraft.picked_up.purple_dye: #13, 7(0%)
minecraft.picked_up.brick_slab: #13, 1(1%)
minecraft.crafted.light_blue_terracotta: #13, 64(0%)
minecraft.used.light_blue_stained_glass: #13, 102(0%)
minecraft.used.brain_coral_fan: #13, 2(0%)
minecraft.mined.bamboo_stairs: #13, 2(0%)
minecraft.used.pink_banner: #13, 1(0%)
minecraft.used.granite_wall: #13, 7(0%)
minecraft.mined.warped_slab: #13, 4(0%)
minecraft.crafted.polished_andesite_slab: #13, 6(0%)
minecraft.mined.stripped_cherry_log: #13, 8(0%)
minecraft.picked_up.orange_stained_glass: #13, 6(0%)
minecraft.picked_up.stripped_mangrove_wood: #13, 3(0%)
minecraft.mined.tuff_wall: #13, 1(0%)
minecraft.dropped.cut_sandstone: #13, 3(0%)
minecraft.used.pale_moss_block: #13, 52(0%)
minecraft.used.pink_carpet: #13, 4(0%)
minecraft.used.light_blue_concrete_powder: #13, 66(0%)
minecraft.dropped.pumpkin: #13, 83(0%)
minecraft.mined.closed_eyeblossom: #13, 2(0%)
minecraft.picked_up.deepslate_tile_stairs: #13, 6(0%)
minecraft.mined.oxidized_copper_bulb: #13, 1(0%)
minecraft.mined.magenta_terracotta: #13, 2(0%)
minecraft.picked_up.white_concrete_powder: #13, 108(0%)
minecraft.picked_up.oxidized_copper_bulb: #13, 1(0%)
minecraft.crafted.white_banner: #13, 17(0%)
minecraft.crafted.green_carpet: #13, 24(0%)
minecraft.used.pink_wool: #13, 4(0%)
minecraft.mined.warped_stairs: #13, 1(0%)
minecraft.crafted.wind_charge: #13, 156(0%)
minecraft.mined.turtle_egg: #13, 2(0%)
minecraft.crafted.orange_concrete_powder: #13, 40(0%)
minecraft.crafted.orange_stained_glass: #13, 40(0%)
minecraft.used.light_gray_bed: #13, 3(0%)
minecraft.crafted.candle: #13, 30(0%)
minecraft.picked_up.warped_stairs: #13, 1(0%)
minecraft.picked_up.closed_eyeblossom: #13, 2(0%)
minecraft.used.birch_fence_gate: #13, 1(0%)
minecraft.crafted.birch_fence_gate: #13, 1(0%)
minecraft.dropped.cyan_terracotta: #13, 1(0%)
minecraft.used.magenta_terracotta: #13, 2(0%)
minecraft.dropped.acacia_leaves: #13, 1(0%)
minecraft.crafted.pale_oak_wood: #13, 3(0%)
minecraft.used.slime_ball: #13, 4(0%)
minecraft.used.dark_prismarine: #13, 1(0%)
minecraft.picked_up.red_concrete_powder: #13, 1(0%)
minecraft.used.exposed_copper: #13, 2(0%)
minecraft.killed.vindicator: #13, 9(0%)
minecraft.picked_up.spruce_slab: #14, 502(3%)
minecraft.picked_up.dark_oak_log: #14, 3010(3%)
minecraft.picked_up.grindstone: #14, 28(3%)
minecraft.picked_up.golden_carrot: #14, 1224(2%)
minecraft.crafted.spruce_stairs: #14, 424(3%)
minecraft.dropped.diamond_leggings: #14, 4(3%)
minecraft.dropped.diamond_axe: #14, 8(3%)
minecraft.dropped.golden_carrot: #14, 297(2%)
minecraft.picked_up.oak_sign: #14, 42(2%)
minecraft.mined.grindstone: #14, 16(2%)
minecraft.used.diamond_pickaxe: #14, 111916(2%)
minecraft.picked_up.birch_sign: #14, 20(2%)
minecraft.used.tuff_brick_wall: #14, 54(2%)
minecraft.used.iron_hoe: #14, 146(2%)
minecraft.crafted.diamond_chestplate: #14, 2(2%)
minecraft.crafted.iron_pickaxe: #14, 7(2%)
minecraft.used.shield: #14, 111(2%)
minecraft.crafted.stone_pickaxe: #14, 3(2%)
minecraft.mined.note_block: #14, 36(2%)
minecraft.mined.spruce_fence_gate: #14, 22(2%)
minecraft.crafted.flower_pot: #14, 68(2%)
minecraft.picked_up.mace: #14, 5(2%)
minecraft.picked_up.black_concrete: #14, 348(2%)
minecraft.crafted.painting: #14, 45(2%)
minecraft.crafted.diamond_boots: #14, 3(2%)
minecraft.crafted.iron_boots: #14, 3(2%)
minecraft.mined.melon_stem: #14, 6(2%)
minecraft.picked_up.leaf_litter: #14, 83(2%)
minecraft.dropped.baked_potato: #14, 60(2%)
minecraft.dropped.golden_chestplate: #14, 6(2%)
minecraft.mined.mangrove_trapdoor: #14, 14(2%)
minecraft.mined.dark_oak_trapdoor: #14, 33(1%)
minecraft.mined.polished_deepslate: #14, 71(2%)
minecraft.used.warped_trapdoor: #14, 52(2%)
minecraft.picked_up.mossy_cobblestone: #14, 134(1%)
minecraft.dropped.snowball: #14, 58(1%)
minecraft.mined.bamboo_sapling: #14, 4(1%)
minecraft.dropped.chiseled_tuff_bricks: #14, 12(2%)
minecraft.picked_up.slime_ball: #14, 455(1%)
minecraft.mined.acacia_trapdoor: #14, 31(1%)
minecraft.used.note_block: #14, 75(1%)
minecraft.mined.stripped_spruce_log: #14, 233(1%)
minecraft.picked_up.smoker: #14, 2(2%)
minecraft.picked_up.golden_apple: #14, 11(1%)
minecraft.used.trial_key: #14, 12(1%)
minecraft.mined.polished_blackstone: #14, 8(1%)
minecraft.crafted.mangrove_stairs: #14, 56(1%)
minecraft.picked_up.pink_dye: #14, 7(1%)
minecraft.mined.mangrove_planks: #14, 30(1%)
minecraft.picked_up.gold_ingot: #14, 301(1%)
minecraft.crafted.composter: #14, 76(1%)
minecraft.picked_up.tipped_arrow: #14, 134(1%)
minecraft.crafted.bamboo_slab: #14, 690(1%)
minecraft.picked_up.orange_wool: #14, 75(1%)
minecraft.mined.mangrove_door: #14, 1(2%)
minecraft.dropped.birch_sign: #14, 2(1%)
minecraft.picked_up.smithing_table: #14, 5(1%)
minecraft.mined.bookshelf: #14, 36(1%)
minecraft.used.mangrove_stairs: #14, 44(1%)
minecraft.crafted.golden_helmet: #14, 1(1%)
minecraft.picked_up.bamboo_trapdoor: #14, 25(1%)
minecraft.picked_up.iron_axe: #14, 4(1%)
minecraft.picked_up.light_gray_concrete_powder: #14, 64(1%)
minecraft.used.iron_ore: #14, 87(1%)
minecraft.picked_up.brick: #14, 172(1%)
minecraft.picked_up.glow_item_frame: #14, 27(1%)
minecraft.killed.pufferfish: #14, 2(1%)
minecraft.crafted.golden_carrot: #14, 1233(1%)
minecraft.used.bamboo_raft: #14, 3(1%)
minecraft.used.cobblestone_wall: #14, 31(1%)
minecraft.crafted.shears: #14, 95(1%)
minecraft.crafted.oak_wood: #14, 84(1%)
minecraft.used.mangrove_log: #14, 113(1%)
minecraft.used.cake: #14, 1(1%)
minecraft.mined.polished_basalt: #14, 11(1%)
minecraft.picked_up.deepslate_copper_ore: #14, 26(1%)
minecraft.mined.lily_pad: #14, 23(1%)
minecraft.picked_up.seagrass: #14, 38(1%)
minecraft.picked_up.bone_block: #14, 416(1%)
minecraft.crafted.red_terracotta: #14, 88(1%)
minecraft.picked_up.slime_block: #14, 81(1%)
minecraft.dropped.waxed_copper_block: #14, 5(1%)
minecraft.used.oak_wood: #14, 73(1%)
minecraft.crafted.bamboo_fence: #14, 30(1%)
minecraft.picked_up.waxed_oxidized_copper_grate: #14, 12(1%)
minecraft.crafted.acacia_fence: #14, 27(1%)
minecraft.crafted.gray_terracotta: #14, 64(1%)
minecraft.mined.orange_tulip: #14, 9(1%)
minecraft.picked_up.netherite_sword: #14, 2(1%)
minecraft.used.mangrove_planks: #14, 88(1%)
minecraft.crafted.yellow_terracotta: #14, 92(1%)
minecraft.dropped.jungle_planks: #14, 4(1%)
minecraft.dropped.birch_planks: #14, 21(1%)
minecraft.mined.purpur_slab: #14, 4(1%)
minecraft.picked_up.polished_basalt: #14, 11(1%)
minecraft.crafted.smooth_stone_slab: #14, 160(0%)
minecraft.used.lime_terracotta: #14, 65(1%)
minecraft.used.brick_stairs: #14, 4(1%)
minecraft.dropped.azalea: #14, 35(0%)
minecraft.mined.brown_wool: #14, 6(1%)
minecraft.picked_up.amethyst_cluster: #14, 22(0%)
minecraft.used.tnt: #14, 60(0%)
minecraft.picked_up.quartz_block: #14, 55(0%)
minecraft.picked_up.bamboo_block: #14, 262(0%)
minecraft.used.deepslate_tiles: #14, 330(0%)
minecraft.crafted.oxidized_copper_trapdoor: #14, 6(1%)
minecraft.picked_up.white_stained_glass: #14, 21(0%)
minecraft.used.purpur_pillar: #14, 2(1%)
minecraft.picked_up.light_blue_dye: #14, 4(0%)
minecraft.dropped.crossbow: #14, 6(0%)
minecraft.mined.polished_deepslate_stairs: #14, 6(0%)
minecraft.picked_up.stone_brick_slab: #14, 33(0%)
minecraft.dropped.rabbit: #14, 1(0%)
minecraft.picked_up.copper_grate: #14, 3(0%)
minecraft.used.bee_nest: #14, 2(0%)
minecraft.used.warped_sign: #14, 3(0%)
minecraft.used.orange_dye: #14, 1(0%)
minecraft.used.stripped_warped_stem: #14, 7(0%)
minecraft.picked_up.packed_mud: #14, 114(0%)
minecraft.mined.packed_mud: #14, 91(0%)
minecraft.crafted.bamboo_raft: #14, 1(0%)
minecraft.used.daylight_detector: #14, 7(0%)
minecraft.mined.wet_sponge: #14, 35(0%)
minecraft.crafted.stone_brick_slab: #14, 36(0%)
minecraft.dropped.stone_stairs: #14, 1(0%)
minecraft.used.smithing_table: #14, 7(0%)
minecraft.picked_up.light_blue_stained_glass: #14, 14(0%)
minecraft.used.stripped_jungle_log: #14, 6(0%)
minecraft.crafted.pale_oak_sign: #14, 3(0%)
minecraft.used.deepslate_copper_ore: #14, 5(0%)
minecraft.used.black_banner: #14, 2(0%)
minecraft.picked_up.turtle_egg: #14, 2(0%)
minecraft.picked_up.magenta_terracotta: #14, 2(0%)
minecraft.dropped.coarse_dirt: #14, 4(0%)
minecraft.used.oxidized_copper_bulb: #14, 1(0%)
minecraft.used.tuff_wall: #14, 6(0%)
minecraft.dropped.totem_of_undying: #14, 1(0%)
minecraft.dropped.rooted_dirt: #14, 2(0%)
minecraft.picked_up.black_concrete_powder: #14, 19(0%)
minecraft.dropped.clay_ball: #14, 4(0%)
minecraft.crafted.pink_carpet: #14, 3(0%)
minecraft.used.cherry_leaves: #14, 6(0%)
minecraft.picked_up.stripped_crimson_stem: #14, 1(0%)
minecraft.dropped.copper_ingot: #14, 3(0%)
minecraft.dropped.crying_obsidian: #14, 1(0%)
minecraft.picked_up.dried_kelp_block: #14, 10(0%)
minecraft.dropped.bamboo_block: #14, 12(0%)
minecraft.crafted.clay: #14, 2(0%)
minecraft.used.fern: #14, 6(0%)
minecraft.killed.evoker: #14, 2(0%)
minecraft.killed_by.player: #15, 67(2%)
minecraft.picked_up.leather_helmet: #15, 9(3%)
minecraft.mined.dirt: #15, 33403(2%)
minecraft.crafted.wooden_pickaxe: #15, 1(2%)
minecraft.used.stonecutter: #15, 36(2%)
minecraft.used.cobblestone: #15, 2020(2%)
minecraft.picked_up.diamond_axe: #15, 24(2%)
minecraft.dropped.shield: #15, 4(2%)
minecraft.custom.play_record: #15, 23(2%)
minecraft.mined.iron_bars: #15, 87(2%)
minecraft.mined.player_wall_head: #15, 14(2%)
minecraft.custom.pot_flower: #15, 39(2%)
minecraft.picked_up.melon_slice: #15, 1168(2%)
minecraft.dropped.scaffolding: #15, 193(2%)
minecraft.mined.stonecutter: #15, 28(2%)
minecraft.custom.inspect_dispenser: #15, 481(2%)
minecraft.crafted.diamond_sword: #15, 3(2%)
minecraft.custom.time_since_death: #15, 927100(1%)
minecraft.mined.grass_block: #15, 27283(2%)
minecraft.mined.spruce_stairs: #15, 76(2%)
minecraft.used.birch_log: #15, 222(2%)
minecraft.picked_up.tripwire_hook: #15, 11(2%)
minecraft.used.stone_pickaxe: #15, 166(2%)
minecraft.picked_up.note_block: #15, 40(2%)
minecraft.picked_up.cyan_terracotta: #15, 172(2%)
minecraft.picked_up.rooted_dirt: #15, 312(2%)
minecraft.used.grass_block: #15, 6291(1%)
minecraft.picked_up.glow_berries: #15, 80(1%)
minecraft.crafted.dark_oak_trapdoor: #15, 166(1%)
minecraft.mined.moss_block: #15, 847(1%)
minecraft.mined.smoker: #15, 2(2%)
minecraft.picked_up.orange_dye: #15, 11(1%)
minecraft.crafted.mud_bricks: #15, 392(1%)
minecraft.crafted.birch_sign: #15, 18(1%)
minecraft.mined.mud: #15, 3081(1%)
minecraft.picked_up.cyan_shulker_box: #15, 48(1%)
minecraft.used.composter: #15, 91(1%)
minecraft.picked_up.acacia_planks: #15, 23(1%)
minecraft.dropped.netherite_leggings: #15, 1(2%)
minecraft.mined.jungle_leaves: #15, 425(1%)
minecraft.crafted.leather_leggings: #15, 21(1%)
minecraft.mined.cyan_shulker_box: #15, 47(1%)
minecraft.used.smoker: #15, 6(1%)
minecraft.crafted.spruce_sign: #15, 78(1%)
minecraft.used.melon_seeds: #15, 17(1%)
minecraft.picked_up.crossbow: #15, 14(1%)
minecraft.used.cyan_shulker_box: #15, 48(1%)
minecraft.mined.black_concrete: #15, 348(1%)
minecraft.crafted.stone_brick_stairs: #15, 36(1%)
minecraft.picked_up.music_disc_13: #15, 4(1%)
minecraft.picked_up.spruce_fence_gate: #15, 22(1%)
minecraft.picked_up.purple_shulker_box: #15, 32(1%)
minecraft.used.stone_axe: #15, 103(1%)
minecraft.picked_up.cooked_porkchop: #15, 132(1%)
minecraft.used.purple_shulker_box: #15, 33(1%)
minecraft.mined.blast_furnace: #15, 5(1%)
minecraft.mined.purple_shulker_box: #15, 31(1%)
minecraft.picked_up.hay_block: #15, 73(1%)
minecraft.dropped.filled_map: #15, 25(1%)
minecraft.mined.pink_shulker_box: #15, 29(1%)
minecraft.picked_up.oak_fence_gate: #15, 4(1%)
minecraft.picked_up.pink_shulker_box: #15, 29(1%)
minecraft.picked_up.coarse_dirt: #15, 204(1%)
minecraft.dropped.chainmail_leggings: #15, 1(1%)
minecraft.picked_up.bricks: #15, 54(1%)
minecraft.mined.cactus: #15, 19(1%)
minecraft.used.pink_shulker_box: #15, 29(1%)
minecraft.picked_up.blast_furnace: #15, 5(1%)
minecraft.mined.green_wool: #15, 22(1%)
minecraft.mined.nether_brick_fence: #15, 4(1%)
minecraft.crafted.polished_diorite: #15, 60(1%)
minecraft.mined.dark_oak_fence: #15, 24(1%)
minecraft.used.waxed_copper_block: #15, 25(1%)
minecraft.used.end_stone: #15, 52(1%)
minecraft.broken.fishing_rod: #15, 1(1%)
minecraft.picked_up.polished_diorite: #15, 10(1%)
minecraft.used.dripstone_block: #15, 104(1%)
minecraft.used.diamond_sword: #15, 5417(1%)
minecraft.mined.pale_moss_carpet: #15, 13(1%)
minecraft.mined.bee_nest: #15, 4(1%)
minecraft.mined.crimson_fungus: #15, 6(1%)
minecraft.crafted.pale_oak_trapdoor: #15, 26(1%)
minecraft.picked_up.cherry_leaves: #15, 180(1%)
minecraft.used.soul_soil: #15, 52(1%)
minecraft.mined.end_stone_bricks: #15, 11(1%)
minecraft.used.green_concrete_powder: #15, 68(1%)
minecraft.picked_up.lava_bucket: #15, 4(1%)
minecraft.mined.white_stained_glass: #15, 21(1%)
minecraft.dropped.lime_dye: #15, 2(1%)
minecraft.picked_up.red_concrete: #15, 64(1%)
minecraft.picked_up.bee_nest: #15, 4(1%)
minecraft.used.vine: #15, 6(1%)
minecraft.used.acacia_fence: #15, 25(1%)
minecraft.crafted.white_stained_glass: #15, 248(1%)
minecraft.dropped.red_dye: #15, 5(1%)
minecraft.picked_up.waxed_copper_block: #15, 64(1%)
minecraft.mined.weeping_vines_plant: #15, 5(1%)
minecraft.mined.crimson_roots: #15, 24(0%)
minecraft.mined.polished_granite: #15, 8(0%)
minecraft.crafted.tuff_brick_stairs: #15, 8(0%)
minecraft.crafted.melon_seeds: #15, 8(1%)
minecraft.used.smooth_sandstone: #15, 88(0%)
minecraft.used.rooted_dirt: #15, 61(0%)
minecraft.used.warped_planks: #15, 52(0%)
minecraft.mined.cherry_sapling: #15, 1(1%)
minecraft.mined.tuff_brick_wall: #15, 3(0%)
minecraft.used.cherry_trapdoor: #15, 10(0%)
minecraft.used.green_wool: #15, 42(0%)
minecraft.crafted.leather_helmet: #15, 1(0%)
minecraft.dropped.cocoa_beans: #15, 4(0%)
minecraft.dropped.white_dye: #15, 7(0%)
minecraft.dropped.brick: #15, 23(0%)
minecraft.picked_up.music_disc_otherside: #15, 1(0%)
minecraft.used.cyan_concrete_powder: #15, 30(0%)
minecraft.mined.pale_hanging_moss: #15, 10(0%)
minecraft.picked_up.light_blue_concrete: #15, 74(0%)
minecraft.killed.breeze: #15, 15(0%)
minecraft.mined.cobblestone_stairs: #15, 9(0%)
minecraft.crafted.cartography_table: #15, 1(0%)
minecraft.used.crimson_nylium: #15, 10(0%)
minecraft.mined.pale_oak_planks: #15, 3(0%)
minecraft.picked_up.dandelion: #15, 157(0%)
minecraft.crafted.red_banner: #15, 2(0%)
minecraft.dropped.deepslate_bricks: #15, 1(0%)
minecraft.picked_up.white_stained_glass_pane: #15, 5(0%)
minecraft.used.diamond_block: #15, 17(0%)
minecraft.picked_up.gray_dye: #15, 5(0%)
minecraft.mined.purpur_block: #15, 32(0%)
minecraft.crafted.acacia_stairs: #15, 8(0%)
minecraft.picked_up.sculk_sensor: #15, 12(0%)
minecraft.dropped.stone_pressure_plate: #15, 1(0%)
minecraft.used.redstone_ore: #15, 4(0%)
minecraft.used.granite_stairs: #15, 2(0%)
minecraft.mined.polished_blackstone_bricks: #15, 20(0%)
minecraft.used.red_concrete_powder: #15, 41(0%)
minecraft.dropped.iron_axe: #15, 2(0%)
minecraft.picked_up.wet_sponge: #15, 36(0%)
minecraft.dropped.sculk_vein: #15, 1(0%)
minecraft.crafted.light_blue_concrete_powder: #15, 64(0%)
minecraft.dropped.barrel: #15, 1(0%)
minecraft.picked_up.verdant_froglight: #15, 89(0%)
minecraft.used.cobblestone_stairs: #15, 17(0%)
minecraft.used.cobweb: #15, 9(0%)
minecraft.used.orange_concrete_powder: #15, 40(0%)
minecraft.crafted.red_concrete_powder: #15, 40(0%)
minecraft.mined.polished_andesite_slab: #15, 2(0%)
minecraft.crafted.cobblestone_stairs: #15, 8(0%)
minecraft.crafted.daylight_detector: #15, 5(0%)
minecraft.used.deepslate_tile_stairs: #15, 11(0%)
minecraft.dropped.polished_deepslate: #15, 1(0%)
minecraft.used.sponge: #15, 12(0%)
minecraft.mined.green_concrete: #15, 5(0%)
minecraft.dropped.white_banner: #15, 4(0%)
minecraft.picked_up.tuff_wall: #15, 1(0%)
minecraft.crafted.slime_block: #15, 4(0%)
minecraft.picked_up.light_gray_bed: #15, 1(0%)
minecraft.used.green_concrete: #15, 3(0%)
minecraft.dropped.birch_leaves: #15, 2(0%)
minecraft.used.orange_stained_glass: #15, 8(0%)
minecraft.picked_up.bamboo_button: #15, 1(0%)
minecraft.dropped.sugar: #15, 4(0%)
minecraft.picked_up.diamond_boots: #16, 23(2%)
minecraft.custom.interact_with_smithing_table: #16, 31(2%)
minecraft.dropped.diamond_helmet: #16, 2(2%)
minecraft.picked_up.water_bucket: #16, 19(2%)
minecraft.mined.polished_tuff_slab: #16, 56(2%)
minecraft.used.armor_stand: #16, 111(2%)
minecraft.crafted.birch_planks: #16, 1656(2%)
minecraft.picked_up.player_head: #16, 559(1%)
minecraft.picked_up.stonecutter: #16, 28(2%)
minecraft.picked_up.diamond_chestplate: #16, 6(2%)
minecraft.mined.calcite: #16, 529(2%)
minecraft.used.bookshelf: #16, 56(2%)
minecraft.used.tuff_bricks: #16, 926(1%)
minecraft.picked_up.chainmail_leggings: #16, 2(2%)
minecraft.crafted.spruce_boat: #16, 4(1%)
minecraft.custom.enchant_item: #16, 49(1%)
minecraft.picked_up.mangrove_planks: #16, 64(2%)
minecraft.picked_up.porkchop: #16, 55(1%)
minecraft.crafted.acacia_planks: #16, 784(1%)
minecraft.mined.mangrove_stairs: #16, 11(1%)
minecraft.dropped.netherite_pickaxe: #16, 2(1%)
minecraft.picked_up.polished_deepslate: #16, 73(1%)
minecraft.mined.flowering_azalea: #16, 20(1%)
minecraft.dropped.spruce_slab: #16, 23(1%)
minecraft.picked_up.stripped_spruce_log: #16, 229(1%)
minecraft.picked_up.cherry_sapling: #16, 120(1%)
minecraft.mined.azalea: #16, 28(1%)
minecraft.picked_up.sunflower: #16, 174(1%)
minecraft.used.diamond_boots: #16, 4(1%)
minecraft.picked_up.mangrove_trapdoor: #16, 13(1%)
minecraft.mined.stone_brick_stairs: #16, 30(1%)
minecraft.used.chiseled_tuff_bricks: #16, 167(1%)
minecraft.dropped.crafting_table: #16, 4(1%)
minecraft.crafted.leather_boots: #16, 14(1%)
minecraft.picked_up.acacia_trapdoor: #16, 29(1%)
minecraft.crafted.black_concrete_powder: #16, 608(1%)
minecraft.mined.bamboo_trapdoor: #16, 18(1%)
minecraft.picked_up.totem_of_undying: #16, 6(1%)
minecraft.killed.piglin: #16, 9(1%)
minecraft.picked_up.shears: #16, 12(1%)
minecraft.used.acacia_trapdoor: #16, 77(1%)
minecraft.picked_up.clock: #16, 1(1%)
minecraft.crafted.green_dye: #16, 92(1%)
minecraft.dropped.iron_pickaxe: #16, 1(1%)
minecraft.used.glow_item_frame: #16, 27(1%)
minecraft.dropped.wind_charge: #16, 45(1%)
minecraft.mined.sweet_berry_bush: #16, 9(1%)
minecraft.crafted.smoker: #16, 4(1%)
minecraft.mined.red_concrete: #16, 74(1%)
minecraft.used.pale_oak_trapdoor: #16, 25(1%)
minecraft.mined.cobbled_deepslate_slab: #16, 20(1%)
minecraft.picked_up.cobbled_deepslate_slab: #16, 40(1%)
minecraft.mined.end_stone: #16, 88(1%)
minecraft.dropped.bone_meal: #16, 477(1%)
minecraft.picked_up.cobbled_deepslate_stairs: #16, 12(1%)
minecraft.dropped.birch_log: #16, 14(1%)
minecraft.used.pumpkin: #16, 33(1%)
minecraft.crafted.lectern: #16, 12(1%)
minecraft.mined.dragon_wall_head: #16, 1(1%)
minecraft.crafted.dark_oak_sign: #16, 6(1%)
minecraft.dropped.dripstone_block: #16, 25(1%)
minecraft.crafted.coal_block: #16, 112(0%)
minecraft.picked_up.light_gray_dye: #16, 5(0%)
minecraft.picked_up.end_stone: #16, 86(0%)
minecraft.mined.dark_oak_leaves: #16, 181(0%)
minecraft.dropped.spruce_sapling: #16, 12(0%)
minecraft.picked_up.crimson_stem: #16, 57(0%)
minecraft.used.polished_deepslate_stairs: #16, 37(0%)
minecraft.dropped.cobbled_deepslate: #16, 559(0%)
minecraft.used.pale_oak_sapling: #16, 20(1%)
minecraft.mined.white_stained_glass_pane: #16, 5(0%)
minecraft.used.red_banner: #16, 2(0%)
minecraft.used.mud_brick_slab: #16, 25(0%)
minecraft.picked_up.bamboo_stairs: #16, 4(1%)
minecraft.mined.waxed_copper_block: #16, 55(0%)
minecraft.picked_up.yellow_dye: #16, 12(0%)
minecraft.mined.red_tulip: #16, 8(0%)
minecraft.killed_by.skeleton: #16, 1(0%)
minecraft.mined.deepslate_tiles: #16, 41(0%)
minecraft.used.magma_block: #16, 89(0%)
minecraft.dropped.note_block: #16, 1(0%)
minecraft.picked_up.waxed_exposed_copper_bulb: #16, 1(0%)
minecraft.mined.waxed_exposed_copper_bulb: #16, 1(0%)
minecraft.mined.waxed_oxidized_cut_copper: #16, 13(0%)
minecraft.used.yellow_terracotta: #16, 24(0%)
minecraft.mined.sculk_sensor: #16, 12(0%)
minecraft.killed.vex: #16, 1(0%)
minecraft.killed.husk: #16, 6(0%)
minecraft.mined.magenta_shulker_box: #16, 5(0%)
minecraft.picked_up.magenta_shulker_box: #16, 5(0%)
minecraft.picked_up.cobblestone_stairs: #16, 9(0%)
minecraft.crafted.light_gray_shulker_box: #16, 1(0%)
minecraft.picked_up.oxidized_copper_grate: #16, 5(0%)
minecraft.crafted.warped_sign: #16, 3(0%)
minecraft.used.emerald_block: #16, 19(0%)
minecraft.dropped.melon_seeds: #16, 2(0%)
minecraft.used.cocoa_beans: #16, 48(0%)
minecraft.picked_up.polished_blackstone_bricks: #16, 18(0%)
minecraft.picked_up.waxed_copper_grate: #16, 7(0%)
minecraft.mined.waxed_copper_grate: #16, 7(0%)
minecraft.used.magenta_shulker_box: #16, 4(0%)
minecraft.crafted.pumpkin_seeds: #16, 4(0%)
minecraft.picked_up.smooth_sandstone_slab: #16, 4(0%)
minecraft.mined.red_sand: #16, 283(0%)
minecraft.picked_up.red_sand: #16, 288(0%)
minecraft.dropped.emerald: #16, 66(0%)
minecraft.dropped.honey_block: #16, 4(0%)
minecraft.picked_up.crimson_fungus: #16, 6(0%)
minecraft.crafted.red_shulker_box: #16, 1(0%)
minecraft.mined.stone_pressure_plate: #16, 3(0%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #16, 2(0%)
minecraft.dropped.spruce_leaves: #16, 8(0%)
minecraft.mined.infested_stone: #16, 2(0%)
minecraft.dropped.acacia_sapling: #16, 1(0%)
minecraft.mined.mud_brick_slab: #16, 1(0%)
minecraft.used.brick_slab: #16, 4(0%)
minecraft.picked_up.gray_bed: #16, 1(0%)
minecraft.picked_up.polished_andesite_slab: #16, 2(0%)
minecraft.dropped.flint_and_steel: #16, 1(0%)
minecraft.dropped.chain: #16, 1(0%)
minecraft.used.polished_andesite_slab: #16, 5(0%)
minecraft.dropped.cobblestone_slab: #16, 1(0%)
minecraft.picked_up.green_concrete: #16, 3(0%)
minecraft.mined.chiseled_stone_bricks: #16, 1(0%)
minecraft.picked_up.prismarine_crystals: #16, 1(0%)
minecraft.used.stripped_acacia_log: #16, 1(0%)
minecraft.crafted.melon: #16, 3(0%)
minecraft.killed.pillager: #16, 45(0%)
minecraft.mined.tuff: #17, 7172(3%)
minecraft.picked_up.elytra: #17, 31(2%)
minecraft.picked_up.dirt: #17, 36709(2%)
minecraft.custom.fill_cauldron: #17, 17(2%)
minecraft.custom.interact_with_stonecutter: #17, 194(2%)
minecraft.used.kelp: #17, 306(2%)
minecraft.mined.carrots: #17, 180(2%)
minecraft.mined.redstone_wire: #17, 291(2%)
minecraft.picked_up.firework_rocket: #17, 1834(1%)
minecraft.used.bow: #17, 1376(2%)
minecraft.crafted.scaffolding: #17, 924(2%)
minecraft.dropped.leather_chestplate: #17, 6(1%)
minecraft.mined.oak_wall_sign: #17, 7(1%)
minecraft.mined.diorite: #17, 3640(1%)
minecraft.picked_up.lead: #17, 107(1%)
minecraft.mined.lantern: #17, 22(1%)
minecraft.picked_up.spruce_stairs: #17, 78(1%)
minecraft.dropped.carved_pumpkin: #17, 14(1%)
minecraft.dropped.water_bucket: #17, 6(1%)
minecraft.picked_up.iron_nugget: #17, 122(1%)
minecraft.crafted.mangrove_planks: #17, 764(1%)
