stat, rank, value, (percentage) 
minecraft.mined.dead_tube_coral_block: #7, 5(1%)
minecraft.dropped.cactus: #7, 85(0%)
minecraft.dropped.dark_oak_stairs: #7, 1(1%)
minecraft.crafted.paper: #8, 9033(4%)
minecraft.dropped.pale_oak_leaves: #7, 2(1%)
minecraft.used.gray_candle: #7, 1(1%)
minecraft.picked_up.observer: #8, 480(4%)
minecraft.mined.stripped_crimson_hyphae: #7, 4(1%)
minecraft.crafted.experience_bottle: #7, 102(0%)
minecraft.dropped.crimson_planks: #7, 1(1%)
minecraft.dropped.arrow: #8, 1554(4%)
minecraft.picked_up.dead_horn_coral_block: #7, 4(0%)
minecraft.used.red_sandstone_wall: #7, 38(0%)
minecraft.used.red_sandstone_stairs: #7, 4(0%)
minecraft.used.dead_tube_coral_block: #7, 3(0%)
minecraft.picked_up.lodestone: #7, 1(0%)
minecraft.picked_up.cherry_stairs: #7, 1(0%)
minecraft.picked_up.furnace: #8, 140(4%)
minecraft.used.birch_sign: #8, 56(4%)
minecraft.picked_up.chicken: #8, 348(4%)
minecraft.mined.tuff_bricks: #8, 1295(4%)
minecraft.picked_up.bamboo: #8, 16380(3%)
minecraft.dropped.bone_meal: #8, 3576(4%)
minecraft.crafted.green_dye: #8, 524(4%)
minecraft.picked_up.mangrove_leaves: #8, 4478(4%)
minecraft.mined.black_concrete: #8, 1256(4%)
minecraft.picked_up.diamond_boots: #8, 32(3%)
minecraft.used.mangrove_log: #8, 624(4%)
minecraft.crafted.bucket: #8, 265(4%)
minecraft.picked_up.leather: #8, 1345(4%)
minecraft.mined.infested_deepslate: #8, 11(6%)
minecraft.mined.rose_bush: #8, 51(4%)
minecraft.crafted.oxidized_copper_grate: #8, 44(5%)
minecraft.used.mossy_cobblestone_slab: #8, 72(5%)
minecraft.crafted.netherite_upgrade_smithing_template: #8, 28(4%)
minecraft.mined.kelp: #8, 156(3%)
minecraft.picked_up.coal: #8, 8946(3%)
minecraft.used.experience_bottle: #8, 609(4%)
minecraft.mined.pink_petals: #8, 265(4%)
minecraft.picked_up.gold_block: #8, 308(4%)
minecraft.picked_up.cyan_dye: #8, 43(3%)
minecraft.crafted.green_wool: #8, 170(6%)
minecraft.picked_up.tuff_brick_wall: #8, 63(4%)
minecraft.dropped.netherite_boots: #8, 3(5%)
minecraft.used.iron_shovel: #8, 2710(4%)
minecraft.mined.light_gray_concrete: #8, 405(4%)
minecraft.used.warped_planks: #8, 494(4%)
minecraft.picked_up.diamond_leggings: #8, 22(3%)
minecraft.dropped.bundle: #8, 5(3%)
minecraft.used.white_carpet: #8, 238(3%)
minecraft.picked_up.polished_blackstone_button: #8, 10(4%)
minecraft.picked_up.tipped_arrow: #8, 428(4%)
minecraft.crafted.stone_pickaxe: #8, 5(3%)
minecraft.used.tuff_brick_stairs: #8, 421(4%)
minecraft.picked_up.music_disc_creator: #8, 8(5%)
minecraft.mined.cactus: #8, 72(3%)
minecraft.dropped.tnt: #8, 110(4%)
minecraft.crafted.diamond_chestplate: #8, 3(3%)
minecraft.custom.fall_one_cm: #9, 15946005(4%)
minecraft.mined.raw_copper_block: #8, 8(4%)
minecraft.picked_up.experience_bottle: #8, 192(4%)
minecraft.picked_up.bee_nest: #8, 23(4%)
minecraft.mined.redstone_wall_torch: #8, 39(3%)
minecraft.crafted.name_tag: #8, 62(4%)
minecraft.crafted.mud_brick_wall: #8, 108(4%)
minecraft.picked_up.flow_armor_trim_smithing_template: #8, 9(4%)
minecraft.broken.iron_pickaxe: #8, 5(3%)
minecraft.mined.stripped_bamboo_block: #8, 75(4%)
minecraft.picked_up.stripped_bamboo_block: #8, 75(4%)
minecraft.used.red_banner: #8, 13(3%)
minecraft.crafted.mossy_cobblestone_slab: #8, 36(3%)
minecraft.killed.stray: #8, 111(3%)
minecraft.dropped.cyan_bed: #8, 1(5%)
minecraft.picked_up.orange_bed: #8, 7(3%)
minecraft.crafted.chiseled_tuff: #8, 19(3%)
minecraft.picked_up.warped_fence: #8, 27(4%)
minecraft.used.stone_bricks: #8, 2820(3%)
minecraft.used.deepslate_diamond_ore: #8, 521(2%)
minecraft.used.brain_coral_block: #8, 54(5%)
minecraft.picked_up.cobblestone_wall: #8, 34(3%)
minecraft.mined.acacia_sapling: #8, 24(4%)
minecraft.used.spruce_sapling: #8, 894(2%)
minecraft.picked_up.dark_oak_wood: #8, 16(3%)
minecraft.dropped.poisonous_potato: #8, 4(4%)
minecraft.custom.damage_absorbed: #8, 837(3%)
minecraft.mined.mangrove_roots: #8, 1679(2%)
minecraft.mined.enchanting_table: #8, 2(4%)
minecraft.crafted.light_gray_terracotta: #8, 184(3%)
minecraft.picked_up.cactus: #8, 986(2%)
minecraft.picked_up.cocoa_beans: #8, 837(2%)
minecraft.crafted.mace: #8, 1(4%)
minecraft.dropped.book: #8, 18(3%)
minecraft.dropped.chainmail_boots: #8, 4(3%)
minecraft.used.golden_apple: #8, 19(4%)
minecraft.used.firefly_bush: #8, 44(3%)
minecraft.dropped.trident: #8, 4(3%)
minecraft.used.gunpowder: #8, 12(2%)
minecraft.crafted.acacia_fence_gate: #8, 26(3%)
minecraft.mined.polished_blackstone: #8, 15(3%)
minecraft.used.tinted_glass: #8, 269(3%)
minecraft.crafted.netherite_leggings: #8, 2(3%)
minecraft.mined.orange_tulip: #8, 36(2%)
minecraft.picked_up.purpur_slab: #8, 22(2%)
minecraft.used.netherite_boots: #8, 12(4%)
minecraft.dropped.shears: #8, 37(2%)
minecraft.dropped.pink_dye: #8, 7(2%)
minecraft.mined.blackstone_slab: #8, 17(2%)
minecraft.mined.red_tulip: #8, 42(2%)
minecraft.dropped.cornflower: #8, 20(2%)
minecraft.crafted.cobblestone_wall: #8, 52(2%)
minecraft.mined.weathered_copper: #8, 86(2%)
minecraft.mined.polished_blackstone_button: #8, 4(3%)
minecraft.dropped.red_wool: #8, 7(3%)
minecraft.crafted.redstone_lamp: #8, 52(2%)
minecraft.killed.breeze: #8, 84(2%)
minecraft.mined.short_grass: #9, 6308(5%)
minecraft.picked_up.green_dye: #8, 143(1%)
minecraft.dropped.sand: #8, 889(2%)
minecraft.dropped.jungle_slab: #8, 15(3%)
minecraft.crafted.stripped_spruce_wood: #8, 30(3%)
minecraft.used.brown_carpet: #8, 68(2%)
minecraft.picked_up.elytra: #9, 69(4%)
minecraft.picked_up.tnt_minecart: #8, 5(4%)
minecraft.picked_up.poisonous_potato: #8, 8(2%)
minecraft.crafted.end_rod: #8, 192(2%)
minecraft.mined.mud_bricks: #8, 64(1%)
minecraft.used.crimson_sign: #8, 10(2%)
minecraft.used.birch_hanging_sign: #8, 3(3%)
minecraft.dropped.netherite_shovel: #8, 1(2%)
minecraft.mined.red_wall_banner: #8, 3(2%)
minecraft.picked_up.jungle_button: #8, 7(3%)
minecraft.picked_up.stripped_acacia_wood: #8, 15(2%)
minecraft.dropped.decorated_pot: #8, 8(2%)
minecraft.picked_up.tube_coral_block: #8, 82(2%)
minecraft.picked_up.dead_brain_coral_block: #8, 26(2%)
minecraft.picked_up.cobbled_deepslate_wall: #8, 14(2%)
minecraft.used.polished_blackstone_stairs: #8, 35(2%)
minecraft.used.mud_brick_stairs: #8, 28(2%)
minecraft.picked_up.purple_stained_glass: #8, 45(2%)
minecraft.killed.trader_llama: #9, 21(6%)
minecraft.dropped.white_concrete: #8, 31(2%)
minecraft.picked_up.red_banner: #8, 6(2%)
minecraft.crafted.red_wool: #8, 90(1%)
minecraft.mined.jungle_fence_gate: #8, 2(2%)
minecraft.picked_up.beehive: #8, 89(1%)
minecraft.picked_up.chorus_fruit: #8, 260(1%)
minecraft.picked_up.beetroot_soup: #8, 8(2%)
minecraft.picked_up.brush: #8, 1(3%)
minecraft.picked_up.acacia_stairs: #8, 10(2%)
minecraft.crafted.lime_stained_glass_pane: #8, 80(2%)
minecraft.picked_up.green_stained_glass: #8, 19(1%)
minecraft.picked_up.blackstone_slab: #8, 20(1%)
minecraft.picked_up.oxidized_copper: #8, 290(1%)
minecraft.picked_up.red_candle: #8, 12(2%)
minecraft.mined.oak_log: #9, 4865(5%)
minecraft.mined.yellow_concrete: #8, 297(1%)
minecraft.mined.oxidized_copper: #8, 257(1%)
minecraft.used.carrot: #9, 746(4%)
minecraft.picked_up.birch_boat: #8, 4(2%)
minecraft.picked_up.flint_and_steel: #8, 15(1%)
minecraft.picked_up.waxed_oxidized_copper_door: #8, 1(2%)
minecraft.picked_up.nether_sprouts: #8, 80(2%)
minecraft.dropped.bamboo_trapdoor: #8, 11(2%)
minecraft.picked_up.white_concrete_powder: #8, 571(1%)
minecraft.dropped.blaze_rod: #8, 35(1%)
minecraft.dropped.polished_basalt: #8, 4(2%)
minecraft.dropped.waxed_copper_bulb: #8, 1(2%)
minecraft.picked_up.magenta_concrete: #8, 57(1%)
minecraft.mined.wildflowers: #8, 8(1%)
minecraft.picked_up.andesite: #9, 12198(5%)
minecraft.crafted.candle: #8, 193(1%)
minecraft.picked_up.music_disc_pigstep: #8, 1(2%)
minecraft.picked_up.glow_ink_sac: #9, 215(4%)
minecraft.picked_up.fire_coral_block: #8, 35(1%)
minecraft.dropped.dragon_head: #8, 1(2%)
minecraft.mined.stone_slab: #9, 369(5%)
minecraft.picked_up.brick_wall: #8, 2(1%)
minecraft.mined.purple_terracotta: #8, 12(1%)
minecraft.used.bone_meal: #9, 9703(4%)
minecraft.mined.pink_terracotta: #8, 20(1%)
minecraft.picked_up.purple_terracotta: #8, 12(1%)
minecraft.dropped.oak_door: #8, 2(1%)
minecraft.used.purple_terracotta: #8, 44(1%)
minecraft.dropped.crimson_roots: #8, 9(1%)
minecraft.picked_up.wildflowers: #8, 50(1%)
minecraft.picked_up.pink_bed: #8, 3(1%)
minecraft.picked_up.jungle_fence_gate: #8, 2(1%)
minecraft.used.red_sandstone_slab: #8, 16(1%)
minecraft.used.copper_block: #8, 580(0%)
minecraft.used.waxed_cut_copper_slab: #8, 4(1%)
minecraft.mined.fire_coral_block: #8, 22(1%)
minecraft.used.oak_hanging_sign: #8, 4(1%)
minecraft.dropped.ancient_debris: #8, 1(1%)
minecraft.dropped.mangrove_sign: #8, 1(1%)
minecraft.dropped.comparator: #8, 4(1%)
minecraft.dropped.bookshelf: #8, 1(1%)
minecraft.picked_up.melon_slice: #9, 2499(4%)
minecraft.mined.acacia_fence: #9, 23(6%)
minecraft.mined.dead_fire_coral_block: #8, 5(1%)
minecraft.picked_up.bamboo_trapdoor: #9, 133(5%)
minecraft.killed.snow_golem: #8, 1(1%)
minecraft.dropped.firework_rocket: #9, 1250(3%)
minecraft.used.stripped_cherry_log: #8, 7(1%)
minecraft.dropped.dried_kelp: #8, 9(1%)
minecraft.dropped.flint_and_steel: #8, 4(0%)
minecraft.used.blue_stained_glass_pane: #8, 2(1%)
minecraft.picked_up.stripped_crimson_hyphae: #8, 4(1%)
minecraft.picked_up.andesite_wall: #9, 67(5%)
minecraft.picked_up.green_bed: #8, 2(0%)
minecraft.dropped.gray_wool: #8, 7(0%)
minecraft.dropped.oxidized_copper: #8, 2(1%)
minecraft.picked_up.chiseled_tuff_bricks: #9, 244(4%)
minecraft.used.stripped_crimson_hyphae: #8, 3(0%)
minecraft.picked_up.weathered_copper: #8, 85(0%)
minecraft.dropped.torchflower_seeds: #8, 5(0%)
minecraft.crafted.stone_slab: #9, 1404(4%)
minecraft.used.pink_terracotta: #8, 20(0%)
minecraft.dropped.diamond_shovel: #9, 10(4%)
minecraft.mined.dead_horn_coral_block: #8, 2(0%)
minecraft.used.campfire: #9, 162(4%)
minecraft.used.dirt: #9, 34453(4%)
minecraft.dropped.chiseled_tuff_bricks: #9, 38(5%)
minecraft.crafted.filled_map: #8, 76(0%)
minecraft.used.purpur_stairs: #8, 3(0%)
minecraft.used.dead_horn_coral_block: #8, 1(0%)
minecraft.used.cut_red_sandstone: #8, 9(0%)
minecraft.mined.purple_carpet: #8, 2(0%)
minecraft.crafted.copper_ingot: #9, 6198(4%)
minecraft.crafted.yellow_candle: #8, 1(0%)
minecraft.dropped.cyan_wool: #8, 2(0%)
minecraft.killed.drowned: #8, 211(0%)
minecraft.crafted.honeycomb_block: #8, 2(0%)
minecraft.crafted.air: #8, 0(0%)
minecraft.picked_up.bundle: #9, 16(3%)
minecraft.picked_up.shears: #9, 65(4%)
minecraft.picked_up.warped_wart_block: #9, 1153(4%)
minecraft.picked_up.diamond_chestplate: #9, 15(4%)
minecraft.used.rotten_flesh: #9, 82(4%)
minecraft.crafted.rail: #9, 1328(4%)
minecraft.crafted.oak_planks: #9, 12108(3%)
minecraft.used.observer: #9, 1122(4%)
minecraft.picked_up.raw_copper: #9, 20149(4%)
minecraft.killed.spider: #9, 243(4%)
minecraft.picked_up.lantern: #9, 162(4%)
minecraft.picked_up.iron_ingot: #9, 4193(4%)
minecraft.picked_up.chest: #9, 1076(3%)
minecraft.crafted.oxidized_cut_copper: #9, 56(5%)
minecraft.crafted.stone_brick_stairs: #9, 120(4%)
minecraft.mined.water_cauldron: #9, 5(5%)
minecraft.dropped.dark_oak_log: #9, 145(5%)
minecraft.used.glow_lichen: #9, 1193(3%)
minecraft.custom.enchant_item: #9, 119(3%)
minecraft.picked_up.diamond_axe: #9, 37(3%)
minecraft.picked_up.ancient_debris: #9, 65(4%)
minecraft.mined.glow_lichen: #9, 778(3%)
minecraft.used.stone_pickaxe: #9, 338(3%)
minecraft.picked_up.calcite: #9, 1238(3%)
minecraft.mined.potatoes: #9, 215(3%)
minecraft.mined.grass_block: #9, 50947(3%)
minecraft.killed.pufferfish: #9, 8(5%)
minecraft.mined.bricks: #9, 160(3%)
minecraft.mined.chiseled_tuff_bricks: #9, 155(3%)
minecraft.picked_up.golden_apple: #9, 28(3%)
minecraft.used.diamond_pickaxe: #9, 151180(2%)
minecraft.picked_up.sticky_piston: #9, 127(3%)
minecraft.dropped.lever: #9, 50(3%)
minecraft.crafted.pale_oak_planks: #9, 1408(3%)
minecraft.used.stone_brick_wall: #9, 137(3%)
minecraft.picked_up.gravel: #9, 14753(3%)
minecraft.used.chiseled_bookshelf: #9, 75(3%)
minecraft.used.potato: #9, 268(3%)
minecraft.mined.bamboo_trapdoor: #9, 65(3%)
minecraft.picked_up.polished_deepslate: #9, 178(3%)
minecraft.mined.blackstone: #9, 1314(3%)
minecraft.used.azalea_leaves: #9, 2643(3%)
minecraft.crafted.glass_pane: #9, 416(3%)
minecraft.mined.sweet_berry_bush: #9, 40(3%)
minecraft.mined.muddy_mangrove_roots: #9, 417(3%)
minecraft.picked_up.cyan_concrete: #9, 108(4%)
minecraft.picked_up.green_stained_glass_pane: #9, 36(5%)
minecraft.mined.brown_carpet: #9, 29(3%)
minecraft.crafted.cherry_planks: #9, 1070(3%)
minecraft.picked_up.trident: #9, 14(3%)
minecraft.mined.mud_brick_wall: #9, 33(4%)
minecraft.used.bricks: #9, 480(3%)
minecraft.used.pale_oak_stairs: #9, 43(4%)
minecraft.used.stone_axe: #9, 294(3%)
minecraft.mined.azalea_leaves: #9, 3724(3%)
minecraft.used.light_gray_concrete: #9, 293(3%)
minecraft.mined.piston: #9, 105(2%)
minecraft.killed.chicken: #9, 140(2%)
minecraft.used.mangrove_planks: #9, 427(3%)
minecraft.used.brown_dye: #9, 9(3%)
minecraft.dropped.potion: #9, 86(2%)
minecraft.picked_up.sea_lantern: #9, 46(3%)
minecraft.killed.hoglin: #9, 6(3%)
minecraft.mined.nether_brick_fence: #9, 12(3%)
minecraft.used.pink_petals: #9, 368(3%)
minecraft.mined.pale_oak_trapdoor: #9, 19(3%)
minecraft.crafted.oak_fence_gate: #9, 26(2%)
minecraft.picked_up.brown_dye: #9, 29(2%)
minecraft.mined.oak_button: #9, 6(3%)
minecraft.used.smooth_quartz_slab: #9, 271(2%)
minecraft.used.grass_block: #9, 9956(2%)
minecraft.used.green_concrete_powder: #9, 283(3%)
minecraft.crafted.stone_bricks: #9, 3084(2%)
minecraft.mined.weeping_vines: #9, 23(3%)
minecraft.mined.andesite_wall: #9, 21(3%)
minecraft.broken.shield: #9, 2(3%)
minecraft.mined.crimson_roots: #9, 110(2%)
minecraft.mined.purple_bed: #9, 10(3%)
minecraft.picked_up.dragon_head: #9, 8(2%)
minecraft.used.lime_dye: #9, 4(3%)
minecraft.mined.deepslate_diamond_ore: #9, 1125(2%)
minecraft.dropped.snow_block: #9, 86(3%)
minecraft.mined.deepslate_brick_wall: #9, 12(3%)
minecraft.used.emerald_block: #9, 173(2%)
minecraft.crafted.deepslate_bricks: #9, 712(2%)
minecraft.mined.jungle_sign: #9, 1(4%)
minecraft.dropped.white_terracotta: #9, 25(3%)
minecraft.picked_up.firework_rocket: #10, 6256(4%)
minecraft.picked_up.sunflower: #10, 921(5%)
minecraft.dropped.bamboo_planks: #9, 153(2%)
minecraft.used.podzol: #9, 113(2%)
minecraft.crafted.cyan_wool: #9, 53(2%)
minecraft.crafted.cartography_table: #9, 6(2%)
minecraft.used.brick_wall: #9, 20(3%)
minecraft.picked_up.jungle_trapdoor: #9, 23(2%)
minecraft.mined.acacia_sign: #9, 1(3%)
minecraft.dropped.redstone_block: #9, 66(2%)
minecraft.dropped.purpur_slab: #9, 2(3%)
minecraft.crafted.birch_hanging_sign: #9, 6(3%)
minecraft.mined.mud_brick_stairs: #9, 8(2%)
minecraft.dropped.netherite_upgrade_smithing_template: #9, 1(3%)
minecraft.crafted.yellow_terracotta: #9, 264(2%)
minecraft.crafted.warped_planks: #10, 2012(5%)
minecraft.picked_up.yellow_concrete: #9, 345(2%)
minecraft.picked_up.bone_block: #9, 963(1%)
minecraft.mined.waxed_weathered_copper_bulb: #9, 8(2%)
minecraft.used.rooted_dirt: #9, 243(2%)
minecraft.crafted.tuff_brick_wall: #9, 12(2%)
minecraft.mined.acacia_wall_sign: #9, 3(2%)
minecraft.picked_up.waxed_weathered_copper_bulb: #9, 9(3%)
minecraft.crafted.smooth_quartz_slab: #9, 52(2%)
minecraft.mined.stripped_mangrove_wood: #9, 15(2%)
minecraft.picked_up.tuff_wall: #9, 20(2%)
minecraft.killed_by.piglin: #9, 1(3%)
minecraft.mined.waxed_oxidized_copper_grate: #9, 27(2%)
minecraft.picked_up.flow_pottery_sherd: #9, 7(2%)
minecraft.mined.green_concrete: #9, 86(2%)
minecraft.crafted.netherite_chestplate: #9, 1(2%)
minecraft.mined.brown_bed: #9, 1(2%)
minecraft.picked_up.stripped_mangrove_wood: #9, 14(2%)
minecraft.picked_up.oak_log: #10, 6102(5%)
minecraft.used.acacia_planks: #9, 155(1%)
minecraft.picked_up.birch_leaves: #9, 1422(1%)
minecraft.dropped.jungle_leaves: #9, 13(2%)
minecraft.used.closed_eyeblossom: #9, 2(2%)
minecraft.dropped.big_dripleaf: #9, 4(2%)
minecraft.killed.armadillo: #9, 1(2%)
minecraft.picked_up.exposed_copper_grate: #9, 3(2%)
minecraft.crafted.bamboo_raft: #9, 5(2%)
minecraft.dropped.crossbow: #9, 17(1%)
minecraft.picked_up.brown_bed: #9, 1(2%)
minecraft.mined.bamboo_fence_gate: #9, 4(2%)
minecraft.mined.mangrove_fence: #9, 14(1%)
minecraft.crafted.birch_door: #9, 3(2%)
minecraft.picked_up.warped_sign: #9, 4(2%)
minecraft.crafted.beehive: #9, 105(1%)
minecraft.picked_up.crimson_fungus: #9, 43(1%)
minecraft.used.purple_bed: #9, 7(1%)
minecraft.mined.stripped_oak_wood: #9, 27(1%)
minecraft.mined.lily_of_the_valley: #9, 11(1%)
minecraft.dropped.spruce_boat: #9, 1(2%)
minecraft.crafted.red_sandstone_slab: #9, 12(2%)
minecraft.picked_up.netherite_upgrade_smithing_template: #9, 1(1%)
minecraft.crafted.green_concrete_powder: #9, 160(1%)
minecraft.dropped.lilac: #9, 7(2%)
minecraft.picked_up.diorite_slab: #9, 12(1%)
minecraft.picked_up.birch_stairs: #9, 9(1%)
minecraft.mined.tube_coral_block: #9, 54(1%)
minecraft.dropped.short_grass: #9, 32(1%)
minecraft.mined.brown_wool: #9, 12(1%)
minecraft.mined.birch_pressure_plate: #9, 1(2%)
minecraft.crafted.deepslate_brick_slab: #9, 66(1%)
minecraft.used.stripped_mangrove_wood: #9, 16(2%)
minecraft.dropped.stonecutter: #9, 1(2%)
minecraft.used.mangrove_fence: #9, 46(1%)
minecraft.dropped.chicken: #9, 31(1%)
minecraft.used.mangrove_roots: #9, 251(1%)
minecraft.picked_up.armadillo_scute: #9, 56(0%)
minecraft.crafted.andesite_stairs: #9, 11(1%)
minecraft.mined.player_head: #10, 140(4%)
minecraft.crafted.golden_chestplate: #9, 1(1%)
minecraft.used.weeping_vines: #9, 7(1%)
minecraft.picked_up.cut_copper: #9, 7(1%)
minecraft.used.jungle_fence_gate: #9, 8(1%)
minecraft.crafted.soul_campfire: #9, 18(2%)
minecraft.crafted.golden_leggings: #9, 1(1%)
minecraft.crafted.polished_tuff_slab: #10, 168(5%)
minecraft.mined.daylight_detector: #9, 2(1%)
minecraft.dropped.iron_axe: #9, 6(1%)
minecraft.used.birch_sapling: #9, 128(1%)
minecraft.crafted.wind_charge: #9, 696(1%)
minecraft.crafted.oak_hanging_sign: #9, 6(1%)
minecraft.picked_up.birch_pressure_plate: #9, 1(1%)
minecraft.picked_up.pink_terracotta: #9, 20(1%)
minecraft.picked_up.music_disc_13: #10, 19(5%)
minecraft.mined.fletching_table: #9, 1(1%)
minecraft.used.respawn_anchor: #9, 1(1%)
minecraft.used.light_blue_dye: #9, 1(1%)
minecraft.picked_up.brown_concrete: #9, 15(1%)
minecraft.dropped.cherry_sapling: #9, 5(1%)
minecraft.used.waxed_oxidized_copper_grate: #9, 17(1%)
minecraft.crafted.jungle_fence_gate: #9, 6(1%)
minecraft.mined.horn_coral_fan: #9, 3(1%)
minecraft.dropped.deepslate_brick_slab: #9, 2(1%)
minecraft.dropped.melon: #9, 43(0%)
minecraft.used.magenta_terracotta: #9, 12(1%)
minecraft.used.spruce_trapdoor: #10, 2506(4%)
minecraft.used.light_gray_bed: #9, 7(0%)
minecraft.picked_up.stick: #10, 5191(3%)
minecraft.mined.yellow_wool: #9, 53(0%)
minecraft.mined.green_bed: #9, 2(0%)
minecraft.dropped.quartz_block: #9, 64(1%)
minecraft.dropped.jungle_trapdoor: #9, 1(1%)
minecraft.used.crying_obsidian: #9, 45(0%)
minecraft.dropped.bone: #10, 755(4%)
minecraft.picked_up.waxed_oxidized_chiseled_copper: #9, 1(0%)
minecraft.used.waxed_weathered_chiseled_copper: #9, 4(0%)
minecraft.used.magenta_wool: #9, 3(0%)
minecraft.picked_up.red_concrete_powder: #9, 17(0%)
minecraft.dropped.blue_wool: #9, 1(0%)
minecraft.mined.light_blue_stained_glass_pane: #9, 1(0%)
minecraft.killed.player: #10, 89(3%)
minecraft.mined.waxed_weathered_cut_copper: #9, 1(0%)
minecraft.picked_up.waxed_weathered_cut_copper: #9, 1(0%)
minecraft.used.exposed_copper: #9, 21(0%)
minecraft.picked_up.moss_carpet: #10, 3134(4%)
minecraft.dropped.diamond_sword: #10, 10(4%)
minecraft.mined.tall_grass: #10, 920(4%)
minecraft.mined.azalea: #10, 100(4%)
minecraft.mined.lever: #10, 105(4%)
minecraft.picked_up.piston: #10, 276(4%)
minecraft.mined.dandelion: #10, 251(4%)
minecraft.mined.pointed_dripstone: #10, 236(3%)
minecraft.dropped.mace: #10, 6(4%)
minecraft.used.piston: #10, 511(3%)
minecraft.used.oak_log: #10, 631(3%)
minecraft.crafted.campfire: #10, 144(3%)
minecraft.crafted.mossy_cobblestone: #10, 610(4%)
minecraft.crafted.book: #10, 274(3%)
minecraft.mined.mangrove_log: #10, 1106(3%)
minecraft.used.bone_block: #10, 725(3%)
minecraft.mined.crafter: #10, 52(3%)
minecraft.used.diamond_shovel: #10, 129204(3%)
minecraft.dropped.baked_potato: #10, 120(3%)
minecraft.dropped.white_bed: #10, 5(3%)
minecraft.mined.cherry_leaves: #10, 1197(3%)
minecraft.crafted.spruce_sign: #10, 216(3%)
minecraft.mined.stone: #10, 190000(3%)
minecraft.used.warped_trapdoor: #10, 105(4%)
minecraft.crafted.spruce_boat: #10, 8(3%)
minecraft.picked_up.crimson_nylium: #10, 164(3%)
minecraft.mined.tripwire: #10, 47(3%)
minecraft.crafted.stone_stairs: #10, 100(3%)
minecraft.picked_up.repeater: #10, 254(3%)
minecraft.mined.mossy_cobblestone: #10, 109(3%)
minecraft.broken.fishing_rod: #10, 4(3%)
minecraft.mined.ancient_debris: #10, 45(3%)
minecraft.picked_up.orange_terracotta: #10, 1319(3%)
minecraft.dropped.red_dye: #10, 28(3%)
minecraft.picked_up.ominous_bottle: #10, 18(3%)
minecraft.crafted.bamboo_block: #10, 998(3%)
minecraft.dropped.leather_chestplate: #10, 9(2%)
minecraft.used.green_wool: #10, 310(3%)
minecraft.picked_up.diamond_hoe: #10, 5(3%)
minecraft.crafted.light_gray_dye: #10, 695(2%)
minecraft.crafted.iron_trapdoor: #10, 248(2%)
minecraft.mined.mossy_cobblestone_slab: #10, 6(4%)
minecraft.used.note_block: #10, 140(2%)
minecraft.crafted.jukebox: #10, 7(3%)
minecraft.dropped.iron_leggings: #10, 4(2%)
minecraft.crafted.packed_mud: #10, 2559(2%)
minecraft.mined.flowering_azalea_leaves: #10, 1125(3%)
minecraft.mined.sugar_cane: #10, 2564(2%)
minecraft.mined.azure_bluet: #10, 60(2%)
minecraft.mined.bee_nest: #10, 16(3%)
minecraft.used.jungle_fence: #10, 110(3%)
minecraft.crafted.enchanting_table: #10, 1(3%)
minecraft.mined.crimson_nylium: #10, 128(2%)
minecraft.dropped.smooth_basalt: #10, 19(3%)
minecraft.used.packed_mud: #10, 2777(2%)
minecraft.crafted.tuff_bricks: #10, 372(2%)
minecraft.mined.red_wool: #10, 51(2%)
minecraft.picked_up.birch_trapdoor: #10, 14(3%)
minecraft.used.mangrove_stairs: #10, 112(2%)
minecraft.picked_up.book: #10, 237(2%)
minecraft.picked_up.mangrove_sign: #10, 10(3%)
minecraft.used.pale_oak_sapling: #10, 101(3%)
minecraft.picked_up.enchanting_table: #10, 2(4%)
minecraft.picked_up.chainmail_boots: #10, 4(2%)
minecraft.used.light_gray_terracotta: #10, 156(2%)
minecraft.picked_up.emerald_block: #10, 233(2%)
minecraft.used.dark_oak_wood: #10, 270(2%)
minecraft.picked_up.diamond_ore: #10, 5(2%)
minecraft.used.iron_sword: #10, 422(2%)
minecraft.crafted.dark_oak_wood: #10, 279(2%)
minecraft.mined.twisting_vines: #10, 8(3%)
minecraft.mined.firefly_bush: #10, 55(3%)
minecraft.mined.big_dripleaf: #10, 13(2%)
minecraft.picked_up.smooth_stone_slab: #10, 264(2%)
minecraft.mined.green_terracotta: #10, 33(2%)
minecraft.mined.cherry_trapdoor: #10, 9(2%)
minecraft.used.netherite_shovel: #10, 53459(3%)
minecraft.used.mud_brick_slab: #10, 100(2%)
minecraft.killed_by.ravager: #10, 78(2%)
minecraft.used.polished_blackstone_wall: #10, 28(3%)
minecraft.picked_up.oak_hanging_sign: #10, 5(2%)
minecraft.mined.jungle_trapdoor: #10, 18(2%)
minecraft.used.gold_block: #10, 172(2%)
minecraft.mined.waxed_cut_copper_slab: #10, 9(2%)
minecraft.crafted.tuff_slab: #10, 64(2%)
minecraft.picked_up.clock: #10, 2(2%)
minecraft.mined.dark_oak_sapling: #10, 8(2%)
minecraft.broken.stone_axe: #10, 2(3%)
minecraft.dropped.music_disc_13: #10, 1(2%)
minecraft.dropped.apple: #10, 25(2%)
minecraft.picked_up.honeycomb: #10, 687(2%)
minecraft.dropped.bread: #10, 246(2%)
minecraft.mined.crimson_trapdoor: #10, 8(3%)
minecraft.used.bee_nest: #10, 10(2%)
minecraft.mined.stripped_warped_stem: #10, 54(2%)
minecraft.picked_up.magenta_dye: #10, 13(1%)
