stat, rank, value, (percentage) 
minecraft.crafted.oxidized_chiseled_copper: #7, 24(6%)
minecraft.mined.polished_tuff_stairs: #7, 68(4%)
minecraft.mined.waxed_oxidized_cut_copper_slab: #7, 24(6%)
minecraft.custom.bell_ring: #7, 31(3%)
minecraft.dropped.music_disc_13: #7, 2(5%)
minecraft.picked_up.wither_skeleton_skull: #7, 24(3%)
minecraft.picked_up.lilac: #7, 214(3%)
minecraft.picked_up.waxed_weathered_cut_copper_stairs: #7, 7(5%)
minecraft.picked_up.stripped_warped_stem: #7, 125(3%)
minecraft.killed.ravager: #7, 2(6%)
minecraft.used.light_gray_stained_glass_pane: #7, 243(4%)
minecraft.dropped.chainmail_boots: #7, 5(4%)
minecraft.picked_up.beef: #7, 791(3%)
minecraft.crafted.bamboo_fence: #7, 147(3%)
minecraft.used.chiseled_copper: #7, 34(5%)
minecraft.dropped.iron_helmet: #7, 5(3%)
minecraft.used.wheat: #7, 19(4%)
minecraft.used.andesite_stairs: #7, 67(3%)
minecraft.crafted.oak_sign: #8, 144(6%)
minecraft.crafted.oxidized_copper_door: #7, 3(7%)
minecraft.used.cobblestone_slab: #7, 661(3%)
minecraft.used.acacia_leaves: #7, 64(4%)
minecraft.dropped.oak_fence: #7, 13(3%)
minecraft.used.chiseled_sandstone: #7, 15(5%)
minecraft.mined.potted_bamboo: #7, 1(5%)
minecraft.used.book: #7, 61(3%)
minecraft.dropped.deepslate_brick_slab: #7, 14(6%)
minecraft.used.bamboo_fence_gate: #7, 44(4%)
minecraft.picked_up.water_bucket: #8, 59(6%)
minecraft.picked_up.red_stained_glass: #7, 87(4%)
minecraft.dropped.lilac: #7, 18(4%)
minecraft.picked_up.blackstone_stairs: #7, 8(4%)
minecraft.mined.slime_block: #7, 141(2%)
minecraft.used.cracked_stone_bricks: #7, 153(3%)
minecraft.mined.dragon_head: #7, 1(5%)
minecraft.picked_up.elytra: #8, 77(4%)
minecraft.mined.bamboo_stairs: #7, 15(3%)
minecraft.used.mud_brick_wall: #7, 289(3%)
minecraft.picked_up.lily_of_the_valley: #7, 33(3%)
minecraft.dropped.oak_stairs: #7, 19(5%)
minecraft.mined.mud_brick_stairs: #7, 11(3%)
minecraft.used.light_gray_carpet: #7, 263(2%)
minecraft.used.bee_nest: #7, 15(4%)
minecraft.crafted.smooth_red_sandstone_slab: #7, 18(5%)
minecraft.crafted.gray_stained_glass: #7, 592(3%)
minecraft.custom.sleep_in_bed: #8, 1890(4%)
minecraft.mined.spruce_hanging_sign: #7, 2(4%)
minecraft.dropped.birch_planks: #7, 84(2%)
minecraft.mined.chiseled_deepslate: #7, 20(3%)
minecraft.crafted.polished_blackstone_button: #7, 40(2%)
minecraft.used.music_disc_13: #7, 3(3%)
minecraft.used.deepslate_tile_wall: #7, 104(3%)
minecraft.mined.brown_wall_banner: #7, 7(4%)
minecraft.custom.interact_with_crafting_table: #8, 4326(5%)
minecraft.used.cut_sandstone: #7, 124(2%)
minecraft.dropped.cooked_salmon: #7, 18(2%)
minecraft.used.cocoa_beans: #7, 448(2%)
minecraft.mined.cyan_concrete_powder: #7, 7(3%)
minecraft.crafted.brewing_stand: #7, 27(2%)
minecraft.mined.polished_diorite_stairs: #7, 12(3%)
minecraft.mined.acacia_door: #7, 1(5%)
minecraft.used.exposed_copper_trapdoor: #7, 15(2%)
minecraft.mined.birch_pressure_plate: #7, 2(4%)
minecraft.picked_up.birch_pressure_plate: #7, 3(4%)
minecraft.used.cobweb: #7, 96(2%)
minecraft.used.fire_coral_block: #7, 34(3%)
minecraft.used.bucket: #8, 4189(5%)
minecraft.picked_up.cut_copper: #7, 16(3%)
minecraft.crafted.birch_planks: #8, 4860(5%)
minecraft.mined.powered_rail: #8, 382(5%)
minecraft.used.mud_brick_stairs: #7, 34(2%)
minecraft.used.brown_banner: #7, 11(2%)
minecraft.picked_up.spruce_log: #8, 11984(5%)
minecraft.used.acacia_sapling: #7, 324(2%)
minecraft.crafted.acacia_button: #7, 13(2%)
minecraft.picked_up.cobbled_deepslate_wall: #7, 15(2%)
minecraft.crafted.stone_brick_slab: #7, 258(2%)
minecraft.dropped.brown_shulker_box: #7, 1(3%)
minecraft.picked_up.sponge: #7, 211(2%)
minecraft.picked_up.oak_trapdoor: #8, 139(5%)
minecraft.used.daylight_detector: #7, 43(2%)
minecraft.crafted.purple_wool: #7, 9(2%)
minecraft.dropped.tropical_fish: #7, 5(2%)
minecraft.crafted.copper_door: #7, 6(2%)
minecraft.used.purple_dye: #7, 3(3%)
minecraft.picked_up.birch_boat: #7, 5(2%)
minecraft.picked_up.creaking_heart: #7, 14(2%)
minecraft.used.cookie: #7, 33(1%)
minecraft.mined.oxidized_copper_bulb: #7, 6(2%)
minecraft.picked_up.acacia_door: #7, 1(4%)
minecraft.picked_up.red_sandstone: #7, 21(1%)
minecraft.dropped.nether_brick: #7, 68(2%)
minecraft.picked_up.sandstone_wall: #7, 9(2%)
minecraft.picked_up.skeleton_skull: #7, 2(3%)
minecraft.dropped.waxed_chiseled_copper: #7, 2(2%)
minecraft.crafted.red_stained_glass_pane: #7, 64(2%)
minecraft.picked_up.melon: #8, 1759(5%)
minecraft.picked_up.oxidized_copper_bulb: #7, 6(1%)
minecraft.crafted.waxed_copper_grate: #7, 39(3%)
minecraft.mined.polished_tuff_slab: #8, 137(5%)
minecraft.used.crafting_table: #8, 351(4%)
minecraft.crafted.polished_blackstone_brick_slab: #7, 18(2%)
minecraft.dropped.vine: #7, 4(2%)
minecraft.used.light_gray_bed: #7, 21(1%)
minecraft.crafted.resin_clump: #7, 297(1%)
minecraft.crafted.gray_banner: #7, 5(1%)
minecraft.used.netherrack: #8, 3132(5%)
minecraft.picked_up.gray_bed: #7, 9(1%)
minecraft.dropped.stripped_mangrove_log: #7, 1(2%)
minecraft.mined.cyan_wool: #8, 129(6%)
minecraft.crafted.mossy_cobblestone: #8, 866(6%)
minecraft.used.enchanted_golden_apple: #7, 1(2%)
minecraft.mined.blackstone_wall: #7, 1(2%)
minecraft.dropped.mangrove_sign: #7, 2(2%)
minecraft.dropped.mangrove_button: #7, 1(2%)
minecraft.mined.gray_bed: #7, 8(1%)
minecraft.picked_up.torch: #8, 5390(4%)
minecraft.picked_up.tuff_bricks: #8, 1478(4%)
minecraft.crafted.chiseled_stone_bricks: #7, 79(1%)
minecraft.picked_up.light_blue_concrete_powder: #7, 10(1%)
minecraft.mined.deepslate_brick_stairs: #7, 35(1%)
minecraft.picked_up.wheat: #8, 8417(4%)
minecraft.picked_up.brown_shulker_box: #8, 203(5%)
minecraft.dropped.grindstone: #7, 1(1%)
minecraft.used.salmon_bucket: #7, 3(1%)
minecraft.dropped.name_tag: #8, 16(5%)
minecraft.mined.large_amethyst_bud: #7, 11(1%)
minecraft.mined.nether_gold_ore: #8, 200(5%)
minecraft.crafted.stripped_birch_wood: #7, 12(1%)
minecraft.used.oxidized_chiseled_copper: #7, 16(1%)
minecraft.used.polished_andesite: #8, 892(5%)
minecraft.mined.small_amethyst_bud: #7, 17(1%)
minecraft.mined.dark_oak_trapdoor: #8, 99(4%)
minecraft.mined.spruce_button: #7, 9(1%)
minecraft.mined.black_wall_banner: #7, 5(1%)
minecraft.used.tube_coral: #7, 1(1%)
minecraft.crafted.packed_ice: #7, 17(1%)
minecraft.crafted.diamond_pickaxe: #8, 12(4%)
minecraft.used.red_wool: #8, 289(5%)
minecraft.mined.oak_fence_gate: #8, 13(5%)
minecraft.custom.crouch_one_cm: #9, 27980726(5%)
minecraft.picked_up.honeycomb_block: #7, 25(1%)
minecraft.mined.sculk_vein: #7, 137(0%)
minecraft.crafted.oak_trapdoor: #8, 240(4%)
minecraft.used.resin_clump: #7, 39(0%)
minecraft.mined.birch_trapdoor: #8, 24(5%)
minecraft.used.green_wool: #8, 549(5%)
minecraft.picked_up.andesite_slab: #8, 96(5%)
minecraft.used.campfire: #8, 163(4%)
minecraft.dropped.charcoal: #7, 1(0%)
minecraft.dropped.magenta_wool: #7, 1(0%)
minecraft.mined.brown_shulker_box: #8, 200(5%)
minecraft.dropped.pumpkin_pie: #7, 1(0%)
minecraft.used.honeycomb_block: #7, 22(0%)
minecraft.picked_up.wheat_seeds: #8, 24234(3%)
minecraft.used.weathered_copper: #7, 38(0%)
minecraft.mined.furnace: #8, 120(4%)
minecraft.used.brown_shulker_box: #8, 205(5%)
minecraft.dropped.diamond_chestplate: #8, 4(5%)
minecraft.crafted.scaffolding: #8, 2142(4%)
minecraft.dropped.netherrack: #8, 4107(4%)
minecraft.picked_up.red_mushroom: #8, 70(4%)
minecraft.mined.warped_fungus: #8, 56(4%)
minecraft.picked_up.glass_bottle: #8, 1277(3%)
minecraft.mined.campfire: #8, 39(4%)
minecraft.mined.bone_block: #8, 262(4%)
minecraft.dropped.deepslate: #8, 1239(4%)
minecraft.picked_up.chainmail_chestplate: #8, 5(4%)
minecraft.dropped.iron_shovel: #8, 8(4%)
minecraft.mined.wall_torch: #8, 393(3%)
minecraft.mined.pink_tulip: #8, 44(5%)
minecraft.dropped.lapis_lazuli: #8, 175(4%)
minecraft.crafted.bread: #8, 1084(4%)
minecraft.used.acacia_sign: #8, 34(4%)
minecraft.picked_up.acacia_sign: #8, 13(4%)
minecraft.mined.big_dripleaf_stem: #8, 9(5%)
minecraft.dropped.crafting_table: #8, 14(4%)
minecraft.mined.oak_sign: #8, 8(3%)
minecraft.picked_up.smooth_sandstone: #8, 280(4%)
minecraft.used.crimson_nylium: #8, 122(5%)
minecraft.used.deepslate_redstone_ore: #8, 470(3%)
minecraft.crafted.firework_rocket: #8, 12978(4%)
minecraft.mined.calibrated_sculk_sensor: #8, 7(4%)
minecraft.mined.pale_oak_log: #8, 1525(4%)
minecraft.picked_up.pale_oak_log: #8, 1505(3%)
minecraft.crafted.soul_torch: #8, 256(5%)
minecraft.picked_up.copper_ingot: #8, 622(3%)
minecraft.picked_up.crimson_nylium: #8, 180(3%)
minecraft.dropped.gravel: #8, 1571(3%)
minecraft.dropped.pointed_dripstone: #8, 82(3%)
minecraft.used.stripped_oak_log: #8, 148(4%)
minecraft.picked_up.trial_key: #8, 46(4%)
minecraft.dropped.stone_pickaxe: #8, 3(3%)
minecraft.picked_up.cooked_cod: #8, 170(3%)
minecraft.picked_up.stripped_oak_log: #8, 241(3%)
minecraft.used.calcite: #8, 504(3%)
minecraft.mined.stripped_oak_log: #8, 241(3%)
minecraft.used.polished_tuff_stairs: #8, 282(3%)
minecraft.picked_up.acacia_planks: #8, 55(3%)
minecraft.mined.granite_stairs: #8, 5(5%)
minecraft.picked_up.oak_fence_gate: #8, 13(3%)
minecraft.picked_up.magma_cream: #8, 115(3%)
minecraft.used.tuff_stairs: #8, 73(5%)
minecraft.killed.blaze: #8, 319(3%)
minecraft.crafted.anvil: #8, 139(3%)
minecraft.picked_up.campfire: #8, 38(3%)
minecraft.mined.bell: #8, 7(4%)
minecraft.picked_up.golden_sword: #8, 52(3%)
minecraft.picked_up.waxed_oxidized_cut_copper_slab: #8, 23(5%)
minecraft.used.coal_ore: #8, 1282(2%)
minecraft.crafted.bamboo_pressure_plate: #8, 5(5%)
minecraft.crafted.lime_concrete_powder: #8, 576(3%)
minecraft.mined.pale_moss_block: #8, 350(3%)
minecraft.picked_up.bell: #8, 7(3%)
minecraft.mined.oak_leaves: #8, 4466(2%)
minecraft.mined.small_dripleaf: #8, 11(3%)
minecraft.dropped.purpur_slab: #8, 3(4%)
minecraft.used.heavy_weighted_pressure_plate: #8, 11(3%)
minecraft.used.lime_concrete_powder: #8, 384(3%)
minecraft.mined.gray_stained_glass_pane: #8, 8(5%)
minecraft.mined.yellow_terracotta: #8, 375(2%)
minecraft.picked_up.yellow_wool: #8, 703(2%)
minecraft.dropped.end_rod: #8, 30(5%)
minecraft.mined.basalt: #8, 1993(2%)
minecraft.killed_by.zombified_piglin: #8, 1(5%)
minecraft.used.bell: #8, 8(4%)
minecraft.used.warped_roots: #8, 30(3%)
minecraft.picked_up.red_concrete: #8, 266(2%)
minecraft.used.pink_wool: #8, 57(3%)
minecraft.used.mud_brick_slab: #8, 129(3%)
minecraft.mined.mud_brick_slab: #8, 23(3%)
minecraft.dropped.spruce_fence: #8, 23(3%)
minecraft.dropped.weeping_vines: #8, 4(4%)
minecraft.mined.granite_wall: #8, 5(4%)
minecraft.crafted.granite_wall: #8, 38(4%)
minecraft.picked_up.honey_block: #8, 469(2%)
minecraft.mined.hay_block: #8, 85(2%)
minecraft.used.polished_granite: #8, 200(2%)
minecraft.crafted.light_gray_stained_glass_pane: #8, 256(3%)
minecraft.crafted.cyan_bed: #8, 5(3%)
minecraft.mined.andesite_stairs: #8, 8(2%)
minecraft.dropped.azure_bluet: #8, 27(2%)
minecraft.crafted.nether_brick_fence: #8, 48(4%)
minecraft.picked_up.pink_wool: #8, 202(2%)
minecraft.used.waxed_oxidized_copper_trapdoor: #8, 36(4%)
minecraft.crafted.lime_dye: #8, 316(2%)
minecraft.mined.light_gray_stained_glass: #8, 39(2%)
minecraft.used.cyan_concrete_powder: #8, 166(2%)
minecraft.used.waxed_oxidized_cut_copper: #8, 156(2%)
minecraft.dropped.gunpowder: #8, 482(2%)
minecraft.picked_up.amethyst_cluster: #8, 95(2%)
minecraft.dropped.shulker_box: #8, 41(2%)
minecraft.crafted.waxed_oxidized_cut_copper: #8, 52(3%)
minecraft.picked_up.bone_block: #8, 1112(2%)
minecraft.picked_up.cut_sandstone: #8, 54(2%)
minecraft.used.rooted_dirt: #8, 283(2%)
minecraft.picked_up.birch_door: #8, 2(3%)
minecraft.used.orange_dye: #8, 7(2%)
minecraft.crafted.birch_button: #8, 10(2%)
minecraft.dropped.amethyst_cluster: #8, 2(4%)
minecraft.mined.mossy_cobblestone_stairs: #8, 4(3%)
minecraft.picked_up.cherry_sign: #8, 2(3%)
minecraft.crafted.cut_sandstone: #8, 96(3%)
minecraft.picked_up.packed_ice: #8, 2913(1%)
minecraft.used.bamboo_fence: #8, 89(2%)
minecraft.picked_up.chiseled_deepslate: #8, 20(2%)
minecraft.dropped.sugar_cane: #8, 442(2%)
minecraft.used.spruce_pressure_plate: #8, 7(2%)
minecraft.dropped.ender_eye: #8, 1(4%)
minecraft.mined.blackstone_stairs: #8, 4(2%)
minecraft.mined.purpur_block: #8, 191(1%)
minecraft.picked_up.brown_banner: #8, 9(3%)
minecraft.used.red_stained_glass: #8, 319(2%)
minecraft.mined.red_stained_glass_pane: #8, 7(3%)
minecraft.used.deepslate_tile_slab: #8, 635(1%)
minecraft.picked_up.composter: #9, 147(5%)
minecraft.mined.orange_stained_glass: #8, 28(2%)
minecraft.dropped.carrot_on_a_stick: #8, 1(3%)
minecraft.picked_up.mud_brick_stairs: #8, 10(2%)
minecraft.crafted.spruce_pressure_plate: #8, 7(2%)
minecraft.crafted.red_stained_glass: #8, 376(2%)
minecraft.crafted.white_shulker_box: #8, 19(1%)
minecraft.mined.diorite_slab: #8, 9(2%)
minecraft.mined.diorite_wall: #8, 8(2%)
minecraft.mined.granite_slab: #8, 5(2%)
minecraft.picked_up.carrot_on_a_stick: #8, 1(3%)
minecraft.picked_up.yellow_banner: #8, 2(2%)
minecraft.picked_up.nether_brick: #8, 68(2%)
minecraft.picked_up.crimson_trapdoor: #8, 10(2%)
minecraft.crafted.red_concrete_powder: #8, 312(1%)
minecraft.mined.packed_ice: #8, 2757(1%)
minecraft.mined.polished_blackstone_wall: #8, 4(3%)
minecraft.dropped.andesite_slab: #8, 10(2%)
minecraft.dropped.cyan_shulker_box: #8, 1(3%)
minecraft.crafted.cherry_boat: #8, 1(3%)
minecraft.picked_up.mossy_cobblestone_stairs: #8, 4(2%)
minecraft.crafted.black_banner: #8, 21(1%)
minecraft.picked_up.light_blue_stained_glass: #8, 86(1%)
minecraft.picked_up.red_stained_glass_pane: #8, 7(2%)
minecraft.used.nether_wart_block: #8, 60(2%)
minecraft.used.twisting_vines: #8, 17(2%)
minecraft.used.lime_bed: #8, 13(1%)
minecraft.mined.fletching_table: #8, 2(2%)
minecraft.custom.interact_with_stonecutter: #9, 531(5%)
minecraft.used.light_blue_dye: #8, 2(2%)
minecraft.crafted.magenta_concrete_powder: #8, 216(2%)
minecraft.picked_up.polished_diorite_stairs: #8, 8(2%)
minecraft.picked_up.fletching_table: #8, 2(2%)
minecraft.used.sculk_sensor: #8, 13(1%)
minecraft.picked_up.tuff_stairs: #8, 5(2%)
minecraft.dropped.black_concrete: #8, 7(1%)
minecraft.dropped.pale_moss_block: #8, 9(1%)
minecraft.crafted.blue_wool: #8, 11(1%)
minecraft.mined.light_gray_bed: #8, 20(1%)
minecraft.picked_up.jungle_pressure_plate: #8, 1(2%)
minecraft.killed.cave_spider: #8, 592(1%)
minecraft.mined.crimson_planks: #8, 13(1%)
minecraft.dropped.stone_sword: #8, 20(1%)
minecraft.picked_up.crimson_planks: #8, 13(1%)
minecraft.used.waxed_weathered_cut_copper_stairs: #8, 18(1%)
minecraft.dropped.dark_oak_sign: #8, 1(2%)
minecraft.used.waxed_weathered_copper_bulb: #8, 8(1%)
minecraft.dropped.bow: #9, 121(4%)
minecraft.used.sandstone_wall: #8, 25(1%)
minecraft.used.magenta_concrete_powder: #8, 88(1%)
minecraft.dropped.beef: #8, 21(1%)
minecraft.dropped.mace: #9, 8(5%)
minecraft.picked_up.mace: #9, 13(5%)
minecraft.picked_up.waxed_exposed_copper_trapdoor: #8, 4(1%)
minecraft.picked_up.compass: #9, 78(5%)
minecraft.mined.waxed_exposed_copper_trapdoor: #8, 4(1%)
minecraft.mined.crimson_slab: #8, 3(1%)
minecraft.dropped.dark_oak_button: #8, 1(1%)
minecraft.picked_up.shroomlight: #9, 149(5%)
minecraft.dropped.diamond_helmet: #9, 4(4%)
minecraft.used.smooth_red_sandstone_stairs: #8, 19(1%)
minecraft.custom.interact_with_anvil: #9, 518(4%)
minecraft.mined.chest: #9, 730(4%)
minecraft.mined.brown_stained_glass: #8, 4(1%)
minecraft.picked_up.bamboo_mosaic: #8, 5(1%)
minecraft.mined.crafting_table: #9, 277(4%)
minecraft.picked_up.crimson_slab: #8, 3(1%)
minecraft.used.soul_torch: #8, 2(1%)
minecraft.used.waxed_exposed_cut_copper_stairs: #8, 5(1%)
minecraft.used.magenta_dye: #8, 1(1%)
minecraft.mined.dark_oak_button: #8, 1(0%)
minecraft.picked_up.smooth_red_sandstone: #8, 10(0%)
minecraft.crafted.waxed_exposed_copper_grate: #8, 3(1%)
minecraft.crafted.yellow_stained_glass_pane: #8, 32(0%)
minecraft.used.wildflowers: #8, 4(0%)
minecraft.used.yellow_stained_glass_pane: #8, 25(0%)
minecraft.mined.polished_granite_slab: #8, 1(0%)
minecraft.picked_up.crafting_table: #9, 286(4%)
minecraft.dropped.polished_diorite: #8, 2(0%)
minecraft.crafted.leather_leggings: #9, 76(5%)
minecraft.mined.acacia_leaves: #9, 1331(4%)
minecraft.dropped.feather: #8, 22(0%)
minecraft.mined.pink_stained_glass: #8, 1(0%)
minecraft.picked_up.polished_granite_slab: #8, 1(0%)
minecraft.used.tuff_brick_wall: #9, 107(5%)
minecraft.picked_up.brown_stained_glass: #8, 4(0%)
minecraft.picked_up.paper: #9, 374(4%)
minecraft.crafted.waxed_exposed_cut_copper_stairs: #8, 1(0%)
minecraft.dropped.wither_rose: #8, 4(0%)
minecraft.custom.player_kills: #9, 42(3%)
minecraft.mined.red_sandstone_stairs: #8, 1(0%)
minecraft.used.polished_granite_slab: #8, 4(0%)
minecraft.picked_up.red_sandstone_stairs: #8, 1(0%)
minecraft.mined.light_gray_carpet: #9, 50(5%)
minecraft.dropped.prismarine: #8, 1(0%)
minecraft.custom.pig_one_cm: #8, 740329(0%)
minecraft.dropped.spruce_slab: #9, 79(5%)
minecraft.used.oxidized_copper_grate: #9, 129(5%)
minecraft.picked_up.oak_button: #9, 28(4%)
minecraft.used.jukebox: #9, 22(4%)
minecraft.picked_up.anvil: #9, 51(3%)
minecraft.used.wheat_seeds: #9, 8023(3%)
minecraft.used.oak_trapdoor: #9, 247(4%)
minecraft.crafted.campfire: #9, 156(4%)
minecraft.mined.purple_shulker_box: #9, 124(4%)
minecraft.picked_up.light_gray_carpet: #9, 57(4%)
minecraft.picked_up.purple_shulker_box: #9, 124(3%)
minecraft.used.purple_shulker_box: #9, 127(4%)
minecraft.used.oak_log: #9, 641(3%)
minecraft.crafted.warped_trapdoor: #9, 102(4%)
minecraft.mined.shroomlight: #9, 95(3%)
minecraft.used.deepslate_bricks: #9, 1426(4%)
minecraft.used.diamond_shovel: #9, 132790(3%)
minecraft.picked_up.iron_trapdoor: #9, 77(3%)
minecraft.crafted.pale_oak_trapdoor: #9, 148(4%)
minecraft.used.pale_oak_trapdoor: #9, 138(4%)
minecraft.crafted.blue_shulker_box: #9, 4(4%)
minecraft.mined.carved_pumpkin: #9, 196(3%)
minecraft.used.written_book: #9, 157(3%)
minecraft.used.mossy_stone_bricks: #9, 232(4%)
minecraft.crafted.polished_basalt: #9, 428(4%)
minecraft.crafted.smoker: #9, 20(3%)
minecraft.crafted.black_shulker_box: #9, 4(4%)
minecraft.mined.poppy: #9, 203(3%)
minecraft.mined.redstone_ore: #9, 87(3%)
minecraft.mined.green_wool: #9, 83(3%)
minecraft.mined.acacia_slab: #9, 16(4%)
minecraft.killed_by.guardian: #9, 6(5%)
minecraft.mined.sugar_cane: #9, 3099(3%)
minecraft.crafted.diamond_boots: #9, 5(3%)
minecraft.used.oxidized_copper: #9, 322(3%)
minecraft.crafted.light_blue_dye: #9, 710(3%)
minecraft.mined.kelp_plant: #9, 187(3%)
minecraft.mined.bee_nest: #9, 18(3%)
minecraft.crafted.painting: #9, 67(3%)
minecraft.picked_up.light_gray_stained_glass: #9, 53(3%)
minecraft.used.trial_key: #9, 26(3%)
minecraft.mined.gray_carpet: #9, 67(3%)
minecraft.used.glass_bottle: #9, 1193(2%)
minecraft.picked_up.chainmail_helmet: #9, 3(3%)
minecraft.crafted.iron_block: #9, 748(3%)
minecraft.used.egg: #9, 889(2%)
minecraft.killed.stray: #9, 107(3%)
minecraft.dropped.ladder: #9, 61(3%)
minecraft.dropped.iron_block: #9, 208(2%)
minecraft.picked_up.flow_armor_trim_smithing_template: #9, 8(4%)
minecraft.used.deepslate: #9, 1913(2%)
minecraft.used.andesite_slab: #9, 251(3%)
minecraft.picked_up.bee_nest: #9, 19(3%)
minecraft.dropped.netherite_leggings: #9, 2(3%)
minecraft.mined.budding_amethyst: #9, 11(3%)
minecraft.crafted.acacia_sign: #9, 24(3%)
minecraft.crafted.bamboo_fence_gate: #9, 57(4%)
minecraft.dropped.smooth_basalt: #9, 20(3%)
minecraft.crafted.stonecutter: #9, 26(2%)
minecraft.used.pale_oak_sapling: #9, 104(3%)
minecraft.crafted.mace: #9, 1(4%)
minecraft.crafted.glowstone: #9, 208(3%)
minecraft.picked_up.big_dripleaf: #9, 98(3%)
minecraft.mined.mangrove_wall_sign: #9, 4(3%)
minecraft.picked_up.bamboo_stairs: #9, 20(3%)
minecraft.mined.green_terracotta: #9, 37(3%)
minecraft.picked_up.gray_stained_glass: #9, 38(3%)
minecraft.picked_up.mossy_cobblestone_slab: #9, 16(3%)
minecraft.mined.acacia_sapling: #9, 18(3%)
minecraft.picked_up.black_wool: #9, 585(2%)
minecraft.crafted.tnt: #9, 754(2%)
minecraft.crafted.bamboo_hanging_sign: #9, 6(3%)
minecraft.picked_up.gray_stained_glass_pane: #9, 13(4%)
minecraft.dropped.campfire: #9, 3(4%)
minecraft.used.cobbled_deepslate_stairs: #9, 128(2%)
minecraft.used.yellow_terracotta: #9, 174(2%)
minecraft.used.air: #9, 826(2%)
minecraft.crafted.cyan_stained_glass: #9, 208(2%)
minecraft.mined.gray_stained_glass: #9, 28(3%)
minecraft.picked_up.deepslate_copper_ore: #9, 66(2%)
minecraft.dropped.stone_bricks: #9, 84(2%)
minecraft.used.firework_rocket: #10, 23859(3%)
minecraft.dropped.netherite_helmet: #9, 1(3%)
minecraft.used.dark_oak_door: #9, 5(3%)
minecraft.used.gray_stained_glass_pane: #9, 118(3%)
minecraft.crafted.cyan_concrete_powder: #9, 256(2%)
minecraft.dropped.nether_gold_ore: #9, 2(3%)
minecraft.mined.light_gray_terracotta: #9, 391(2%)
minecraft.picked_up.light_gray_terracotta: #9, 387(2%)
minecraft.mined.tuff_stairs: #9, 5(3%)
minecraft.used.birch_hanging_sign: #9, 3(3%)
minecraft.picked_up.mud_brick_slab: #9, 25(2%)
minecraft.used.loom: #9, 17(1%)
minecraft.picked_up.sugar_cane: #9, 6235(1%)
minecraft.used.spruce_hanging_sign: #9, 8(2%)
minecraft.dropped.blackstone: #9, 149(2%)
minecraft.used.barrel: #10, 535(5%)
minecraft.picked_up.orange_concrete: #9, 115(2%)
minecraft.picked_up.orange_stained_glass: #9, 29(2%)
minecraft.crafted.black_terracotta: #9, 384(2%)
minecraft.dropped.golden_apple: #9, 4(2%)
minecraft.picked_up.music_disc_otherside: #9, 4(2%)
minecraft.mined.copper_door: #9, 2(3%)
minecraft.dropped.allium: #9, 5(2%)
minecraft.picked_up.wooden_shovel: #9, 3(2%)
minecraft.used.polished_blackstone_bricks: #9, 94(2%)
minecraft.used.leaf_litter: #9, 176(1%)
minecraft.dropped.spore_blossom: #9, 1(3%)
minecraft.used.blue_ice: #9, 61(2%)
minecraft.used.granite_slab: #9, 80(2%)
minecraft.used.waxed_oxidized_copper_bulb: #9, 11(2%)
minecraft.dropped.coarse_dirt: #9, 38(2%)
minecraft.mined.waxed_copper_trapdoor: #9, 4(2%)
minecraft.dropped.spruce_button: #9, 7(2%)
minecraft.mined.deepslate_tile_wall: #9, 13(1%)
minecraft.picked_up.waxed_copper_trapdoor: #9, 4(2%)
minecraft.mined.candle: #9, 2(2%)
minecraft.picked_up.andesite_stairs: #9, 8(1%)
minecraft.crafted.diorite_slab: #9, 36(2%)
minecraft.dropped.jungle_stairs: #9, 2(2%)
minecraft.picked_up.light_gray_bed: #9, 20(1%)
minecraft.used.blackstone_stairs: #9, 19(1%)
minecraft.mined.stripped_acacia_wood: #9, 10(1%)
minecraft.crafted.moss_carpet: #9, 267(1%)
minecraft.picked_up.potion: #10, 197(4%)
minecraft.mined.exposed_copper_trapdoor: #9, 15(1%)
minecraft.picked_up.exposed_copper_trapdoor: #9, 15(1%)
minecraft.mined.barrel: #10, 185(5%)
minecraft.mined.gray_terracotta: #9, 19(1%)
minecraft.dropped.waxed_copper_bulb: #9, 1(2%)
minecraft.used.orange_stained_glass: #9, 198(1%)
minecraft.dropped.jungle_boat: #9, 1(2%)
minecraft.picked_up.stripped_acacia_wood: #9, 9(1%)
minecraft.dropped.purple_dye: #9, 4(1%)
minecraft.used.bamboo_stairs: #9, 28(1%)
minecraft.crafted.wooden_shovel: #9, 9(1%)
minecraft.used.crimson_fungus: #9, 11(1%)
minecraft.picked_up.mangrove_button: #9, 1(2%)
minecraft.used.cobblestone_stairs: #9, 78(1%)
minecraft.dropped.dragon_head: #9, 1(2%)
minecraft.dropped.white_tulip: #9, 5(1%)
minecraft.picked_up.granite_slab: #9, 6(1%)
minecraft.used.blue_banner: #9, 1(1%)
minecraft.mined.waxed_exposed_copper: #9, 7(1%)
minecraft.picked_up.polished_blackstone_wall: #9, 4(1%)
minecraft.mined.dark_oak_door: #9, 1(1%)
minecraft.used.open_eyeblossom: #9, 1(1%)
minecraft.used.pink_dye: #9, 2(1%)
minecraft.used.verdant_froglight: #9, 311(1%)
minecraft.picked_up.birch_hanging_sign: #9, 1(1%)
minecraft.picked_up.cooked_mutton: #9, 43(1%)
minecraft.dropped.blaze_powder: #9, 1(1%)
minecraft.picked_up.daylight_detector: #9, 3(1%)
minecraft.mined.blue_ice: #9, 46(1%)
