stat, rank, value, (percentage) 
minecraft.used.mangrove_slab: #13, 142(1%)
minecraft.mined.flowering_azalea_leaves: #13, 516(1%)
minecraft.mined.pale_moss_carpet: #13, 24(1%)
minecraft.picked_up.flowering_azalea_leaves: #13, 506(1%)
minecraft.picked_up.cobblestone_slab: #13, 68(1%)
minecraft.picked_up.pale_oak_sapling: #13, 93(1%)
minecraft.picked_up.oak_hanging_sign: #13, 3(1%)
minecraft.crafted.birch_door: #13, 3(2%)
minecraft.used.polished_deepslate_slab: #13, 175(1%)
minecraft.mined.jungle_trapdoor: #13, 10(1%)
minecraft.used.dripstone_block: #13, 140(1%)
minecraft.crafted.bamboo_trapdoor: #13, 118(1%)
minecraft.dropped.birch_sapling: #13, 7(1%)
minecraft.crafted.warped_slab: #13, 84(1%)
minecraft.used.blackstone: #13, 220(1%)
minecraft.picked_up.mossy_stone_bricks: #13, 57(1%)
minecraft.picked_up.jungle_sign: #13, 4(1%)
minecraft.picked_up.seagrass: #13, 45(1%)
minecraft.dropped.polished_andesite: #13, 11(1%)
minecraft.picked_up.jungle_trapdoor: #13, 10(1%)
minecraft.crafted.copper_grate: #13, 16(1%)
minecraft.picked_up.spectral_arrow: #13, 123(1%)
minecraft.used.exposed_copper_trapdoor: #13, 6(1%)
minecraft.used.quartz_stairs: #13, 55(1%)
minecraft.mined.purpur_slab: #13, 5(1%)
minecraft.mined.pearlescent_froglight: #13, 37(1%)
minecraft.picked_up.yellow_concrete: #13, 138(1%)
minecraft.killed.iron_golem: #13, 3(1%)
minecraft.used.brown_mushroom_block: #13, 62(1%)
minecraft.crafted.oxidized_copper_trapdoor: #13, 8(1%)
minecraft.dropped.stripped_spruce_log: #13, 2(1%)
minecraft.used.cyan_concrete_powder: #13, 48(1%)
minecraft.dropped.red_wool: #13, 2(1%)
minecraft.picked_up.lime_stained_glass: #13, 9(1%)
minecraft.dropped.azalea: #13, 38(0%)
minecraft.dropped.wooden_shovel: #13, 1(1%)
minecraft.mined.yellow_concrete: #13, 138(0%)
minecraft.crafted.oak_boat: #13, 8(0%)
minecraft.used.warped_slab: #13, 44(1%)
minecraft.picked_up.snowball: #13, 532(0%)
minecraft.picked_up.honey_block: #13, 81(0%)
minecraft.picked_up.pale_oak_slab: #13, 5(1%)
minecraft.used.daylight_detector: #13, 12(0%)
minecraft.used.pearlescent_froglight: #13, 99(0%)
minecraft.dropped.coarse_dirt: #13, 11(0%)
minecraft.dropped.white_wool: #13, 19(0%)
minecraft.crafted.red_wool: #13, 25(0%)
minecraft.used.warped_stairs: #13, 12(0%)
minecraft.crafted.cyan_concrete_powder: #13, 48(0%)
minecraft.picked_up.purpur_pillar: #13, 14(0%)
minecraft.used.pink_dye: #13, 1(1%)
minecraft.dropped.bricks: #13, 5(0%)
minecraft.mined.acacia_stairs: #13, 2(0%)
minecraft.picked_up.fire_coral_fan: #13, 8(0%)
minecraft.crafted.acacia_button: #13, 2(0%)
minecraft.mined.tube_coral: #13, 2(0%)
minecraft.picked_up.ice: #13, 343(0%)
minecraft.mined.ice: #13, 467(0%)
minecraft.mined.tube_coral_wall_fan: #13, 4(0%)
minecraft.crafted.beehive: #13, 17(0%)
minecraft.mined.cracked_stone_bricks: #13, 6(0%)
minecraft.crafted.red_stained_glass: #13, 24(0%)
minecraft.used.oxidized_chiseled_copper: #13, 2(0%)
minecraft.picked_up.stripped_birch_wood: #13, 3(0%)
minecraft.used.bamboo_button: #13, 4(0%)
minecraft.used.sculk: #13, 20(0%)
minecraft.used.light_blue_carpet: #13, 2(0%)
minecraft.used.waxed_weathered_copper_grate: #13, 1(0%)
minecraft.used.crafting_table: #14, 227(3%)
minecraft.crafted.diamond_shovel: #14, 7(3%)
minecraft.mined.vine: #14, 448(3%)
minecraft.picked_up.oak_button: #14, 21(3%)
minecraft.picked_up.oak_log: #14, 3285(3%)
minecraft.used.carrot: #14, 417(2%)
minecraft.crafted.birch_planks: #14, 2428(3%)
minecraft.killed.player: #14, 58(2%)
minecraft.custom.interact_with_grindstone: #14, 52(3%)
minecraft.picked_up.spruce_fence: #14, 162(3%)
minecraft.picked_up.salmon: #14, 200(2%)
minecraft.used.kelp: #14, 420(3%)
minecraft.picked_up.diamond_leggings: #14, 16(2%)
minecraft.mined.polished_tuff_slab: #14, 63(2%)
minecraft.picked_up.oak_slab: #14, 92(2%)
minecraft.picked_up.stone_slab: #14, 282(2%)
minecraft.dropped.stone_pickaxe: #14, 2(2%)
minecraft.mined.redstone_wall_torch: #14, 28(2%)
minecraft.mined.redstone_ore: #14, 59(2%)
minecraft.mined.smoker: #14, 3(3%)
minecraft.picked_up.paper: #14, 173(2%)
minecraft.picked_up.carrot: #14, 1270(2%)
minecraft.mined.observer: #14, 167(2%)
minecraft.mined.terracotta: #14, 3168(2%)
minecraft.custom.inspect_hopper: #14, 1366(2%)
minecraft.picked_up.acacia_log: #14, 785(2%)
minecraft.crafted.minecart: #14, 65(2%)
minecraft.crafted.coarse_dirt: #14, 1536(2%)
minecraft.crafted.chiseled_bookshelf: #14, 58(2%)
minecraft.used.glass_bottle: #14, 729(1%)
minecraft.mined.glass: #14, 327(1%)
minecraft.mined.iron_trapdoor: #14, 20(2%)
minecraft.used.polished_andesite: #14, 290(1%)
minecraft.used.diamond_shovel: #14, 58296(1%)
minecraft.used.oak_door: #14, 4(2%)
minecraft.picked_up.chiseled_bookshelf: #14, 12(2%)
minecraft.picked_up.blackstone: #14, 694(1%)
minecraft.mined.pale_oak_log: #14, 584(1%)
minecraft.dropped.oak_boat: #14, 3(1%)
minecraft.dropped.item_frame: #14, 7(2%)
minecraft.dropped.armor_stand: #14, 5(1%)
minecraft.used.packed_ice: #14, 527(1%)
minecraft.mined.deepslate_gold_ore: #14, 286(1%)
minecraft.mined.spruce_pressure_plate: #14, 2(2%)
minecraft.broken.iron_shovel: #14, 3(2%)
minecraft.picked_up.shulker_shell: #14, 203(1%)
minecraft.mined.red_wool: #14, 25(1%)
minecraft.crafted.sandstone: #14, 75(1%)
minecraft.dropped.iron_helmet: #14, 2(1%)
minecraft.used.cyan_terracotta: #14, 826(1%)
minecraft.crafted.tuff_slab: #14, 42(1%)
minecraft.dropped.player_head: #14, 142(1%)
minecraft.used.smooth_stone_slab: #14, 568(1%)
minecraft.mined.mud_brick_slab: #14, 10(1%)
minecraft.dropped.clay: #14, 12(1%)
minecraft.crafted.wheat: #14, 936(1%)
minecraft.used.orange_terracotta: #14, 183(1%)
minecraft.dropped.spruce_fence: #14, 9(1%)
minecraft.picked_up.acacia_fence: #14, 7(1%)
minecraft.picked_up.acacia_leaves: #14, 182(1%)
minecraft.used.coal_ore: #14, 365(1%)
minecraft.picked_up.detector_rail: #14, 5(1%)
minecraft.dropped.lever: #14, 11(1%)
minecraft.mined.white_stained_glass_pane: #14, 8(1%)
minecraft.dropped.bamboo_planks: #14, 61(1%)
minecraft.mined.jungle_slab: #14, 9(1%)
minecraft.picked_up.cherry_leaves: #14, 208(1%)
minecraft.crafted.brown_wool: #14, 24(1%)
minecraft.picked_up.birch_fence: #14, 11(1%)
minecraft.used.nether_bricks: #14, 23(1%)
minecraft.picked_up.waxed_copper_block: #14, 85(1%)
minecraft.dropped.acacia_log: #14, 4(1%)
minecraft.mined.waxed_copper_block: #14, 87(1%)
minecraft.used.oak_leaves: #14, 671(1%)
minecraft.picked_up.crimson_fungus: #14, 28(1%)
minecraft.mined.slime_block: #14, 38(1%)
minecraft.dropped.smooth_basalt: #14, 5(1%)
minecraft.used.black_stained_glass: #14, 280(1%)
minecraft.crafted.apple: #14, 64(1%)
minecraft.mined.snow_block: #14, 158(1%)
minecraft.used.dark_oak_planks: #14, 131(1%)
minecraft.picked_up.pitcher_plant: #14, 11(0%)
minecraft.picked_up.mud_brick_slab: #14, 10(1%)
minecraft.mined.light_blue_terracotta: #14, 15(1%)
minecraft.dropped.dark_oak_log: #14, 22(1%)
minecraft.used.ice: #14, 137(1%)
minecraft.dropped.shears: #14, 9(0%)
minecraft.mined.yellow_terracotta: #14, 77(0%)
minecraft.mined.quartz_block: #14, 45(0%)
minecraft.used.string: #14, 109(0%)
minecraft.used.cracked_stone_bricks: #14, 28(1%)
minecraft.used.enchanted_book: #14, 10(0%)
minecraft.used.gray_stained_glass: #14, 69(1%)
minecraft.used.pufferfish_bucket: #14, 1(1%)
minecraft.crafted.acacia_stairs: #14, 12(0%)
minecraft.mined.smooth_sandstone: #14, 14(0%)
minecraft.used.waxed_oxidized_cut_copper: #14, 31(0%)
minecraft.used.jungle_slab: #14, 27(0%)
minecraft.mined.quartz_stairs: #14, 9(0%)
minecraft.used.end_stone_bricks: #14, 2(0%)
minecraft.crafted.light_blue_terracotta: #14, 64(0%)
minecraft.mined.nether_wart_block: #14, 78(0%)
minecraft.mined.daylight_detector: #14, 1(1%)
minecraft.dropped.calcite: #14, 6(0%)
minecraft.crafted.cobblestone_slab: #14, 48(0%)
minecraft.crafted.jungle_boat: #14, 1(0%)
minecraft.mined.waxed_oxidized_copper: #14, 47(0%)
minecraft.dropped.polished_deepslate: #14, 3(0%)
minecraft.used.acacia_stairs: #14, 9(0%)
minecraft.picked_up.cobbled_deepslate_wall: #14, 3(0%)
minecraft.crafted.blue_terracotta: #14, 32(0%)
minecraft.used.firework_rocket: #15, 18261(3%)
minecraft.mined.gray_stained_glass: #14, 4(0%)
minecraft.used.birch_leaves: #14, 188(0%)
minecraft.crafted.daylight_detector: #14, 11(0%)
minecraft.mined.waxed_weathered_copper_trapdoor: #14, 1(0%)
minecraft.picked_up.gray_stained_glass: #14, 4(0%)
minecraft.dropped.honey_block: #14, 5(0%)
minecraft.used.weathered_copper_trapdoor: #14, 2(0%)
minecraft.picked_up.daylight_detector: #14, 1(0%)
minecraft.picked_up.fire_coral: #14, 2(0%)
minecraft.mined.cobbled_deepslate_wall: #14, 1(0%)
minecraft.mined.tube_coral_fan: #14, 1(0%)
minecraft.used.stripped_bamboo_block: #14, 2(0%)
minecraft.mined.bubble_coral: #14, 1(0%)
minecraft.dropped.dark_oak_trapdoor: #14, 1(0%)
minecraft.dropped.end_stone: #14, 2(0%)
minecraft.crafted.blue_stained_glass: #14, 8(0%)
minecraft.dropped.sea_pickle: #14, 2(0%)
minecraft.dropped.glass: #14, 23(0%)
minecraft.mined.cyan_stained_glass: #14, 1(0%)
minecraft.picked_up.cracked_stone_bricks: #14, 6(0%)
minecraft.custom.sleep_in_bed: #15, 1277(3%)
minecraft.crafted.diamond_axe: #15, 4(3%)
minecraft.mined.crafting_table: #15, 182(3%)
minecraft.custom.leave_game: #16, 1036(3%)
minecraft.dropped.diamond_sword: #15, 6(2%)
minecraft.used.polished_tuff_slab: #15, 409(2%)
minecraft.mined.granite: #15, 5095(2%)
minecraft.mined.lapis_ore: #15, 105(2%)
minecraft.picked_up.flint: #15, 383(2%)
minecraft.mined.redstone_wire: #15, 337(2%)
minecraft.mined.tripwire_hook: #15, 3(2%)
minecraft.used.written_book: #15, 95(2%)
minecraft.used.glass_pane: #15, 69(2%)
minecraft.mined.oak_trapdoor: #15, 33(2%)
minecraft.used.lightning_rod: #15, 131(2%)
minecraft.picked_up.terracotta: #15, 3140(2%)
minecraft.mined.repeater: #15, 88(2%)
minecraft.mined.chiseled_bookshelf: #15, 11(2%)
minecraft.picked_up.stone_axe: #15, 1(2%)
minecraft.dropped.spruce_log: #15, 82(2%)
minecraft.crafted.lightning_rod: #15, 120(2%)
minecraft.picked_up.coal: #15, 3821(1%)
minecraft.dropped.wheat_seeds: #15, 2478(1%)
minecraft.mined.coal_ore: #15, 2621(1%)
minecraft.mined.blackstone: #15, 636(1%)
minecraft.dropped.iron_shovel: #15, 3(1%)
minecraft.picked_up.sandstone: #15, 2063(1%)
minecraft.mined.birch_sign: #15, 2(1%)
minecraft.crafted.magenta_shulker_box: #15, 1(2%)
minecraft.mined.spruce_planks: #15, 148(1%)
minecraft.mined.dead_bush: #15, 74(1%)
minecraft.dropped.polished_tuff: #15, 14(1%)
minecraft.picked_up.armor_stand: #15, 52(1%)
minecraft.mined.polished_andesite: #15, 52(1%)
minecraft.used.white_concrete_powder: #15, 1020(1%)
minecraft.picked_up.jungle_leaves: #15, 210(1%)
minecraft.used.peony: #15, 3(1%)
minecraft.picked_up.polished_deepslate_slab: #15, 42(1%)
minecraft.mined.dark_oak_slab: #15, 28(1%)
minecraft.picked_up.dark_oak_planks: #15, 56(1%)
minecraft.mined.soul_soil: #15, 235(1%)
minecraft.used.azalea: #15, 35(1%)
minecraft.mined.bamboo_door: #15, 1(1%)
minecraft.picked_up.soul_soil: #15, 232(1%)
minecraft.mined.redstone_lamp: #15, 7(1%)
minecraft.dropped.bread: #15, 144(1%)
minecraft.used.brown_dye: #15, 3(1%)
minecraft.picked_up.iron_trapdoor: #15, 19(1%)
minecraft.picked_up.jungle_boat: #15, 3(1%)
minecraft.used.oxidized_copper_door: #15, 1(1%)
minecraft.used.red_terracotta: #15, 186(1%)
minecraft.crafted.black_stained_glass_pane: #15, 96(1%)
minecraft.picked_up.redstone_lamp: #15, 12(1%)
minecraft.mined.black_stained_glass: #15, 46(1%)
minecraft.crafted.red_bed: #15, 1(1%)
minecraft.mined.stripped_dark_oak_log: #15, 71(1%)
minecraft.picked_up.stripped_dark_oak_log: #15, 75(1%)
minecraft.picked_up.light_gray_concrete: #15, 78(1%)
minecraft.used.red_bed: #15, 4(1%)
minecraft.picked_up.mangrove_door: #15, 1(1%)
minecraft.picked_up.oxidized_copper_door: #15, 1(1%)
minecraft.picked_up.purpur_block: #15, 90(1%)
minecraft.crafted.raw_iron_block: #15, 33(1%)
minecraft.crafted.birch_slab: #15, 72(1%)
minecraft.crafted.stonecutter: #15, 6(1%)
minecraft.mined.potatoes: #15, 34(0%)
minecraft.dropped.stone_bricks: #15, 26(1%)
minecraft.used.polished_blackstone_button: #15, 8(1%)
minecraft.picked_up.light_blue_terracotta: #15, 14(1%)
minecraft.used.polished_tuff_stairs: #15, 45(1%)
minecraft.dropped.apple: #15, 8(1%)
minecraft.crafted.warped_sign: #15, 6(1%)
minecraft.mined.beetroots: #15, 17(0%)
minecraft.mined.waxed_oxidized_copper_grate: #15, 8(0%)
minecraft.crafted.bamboo_slab: #15, 252(0%)
minecraft.used.quartz_block: #15, 116(0%)
minecraft.picked_up.flow_pottery_sherd: #15, 2(0%)
minecraft.picked_up.nether_wart_block: #15, 89(0%)
minecraft.used.stripped_oak_log: #15, 16(0%)
minecraft.crafted.cyan_stained_glass: #15, 40(0%)
minecraft.picked_up.clay: #15, 93(0%)
minecraft.crafted.cherry_trapdoor: #15, 8(0%)
minecraft.used.beetroot_seeds: #15, 18(0%)
minecraft.used.cobblestone_slab: #15, 73(0%)
minecraft.picked_up.bamboo_door: #15, 2(0%)
minecraft.crafted.white_terracotta: #15, 24(0%)
minecraft.used.warped_sign: #15, 3(0%)
minecraft.picked_up.bamboo_block: #15, 159(0%)
minecraft.used.stripped_dark_oak_log: #15, 19(0%)
minecraft.mined.warped_slab: #15, 3(0%)
minecraft.crafted.nether_bricks: #15, 31(0%)
minecraft.used.mud_brick_wall: #15, 21(0%)
minecraft.picked_up.smooth_sandstone: #15, 12(0%)
minecraft.crafted.purple_terracotta: #15, 16(0%)
minecraft.mined.quartz_pillar: #15, 1(0%)
minecraft.used.cobbled_deepslate_wall: #15, 7(0%)
minecraft.mined.horn_coral_fan: #15, 1(0%)
minecraft.dropped.ghast_tear: #15, 1(0%)
minecraft.mined.oak_wood: #15, 3(0%)
minecraft.used.cherry_leaves: #15, 6(0%)
minecraft.picked_up.oak_wood: #15, 2(0%)
minecraft.used.waxed_chiseled_copper: #15, 1(0%)
minecraft.dropped.azalea_leaves: #15, 1(0%)
minecraft.picked_up.dried_kelp_block: #15, 3(0%)
minecraft.crafted.melon: #15, 7(0%)
minecraft.custom.interact_with_crafting_table: #16, 2785(3%)
minecraft.used.diamond_axe: #16, 29916(3%)
minecraft.dropped.diamond_leggings: #16, 4(3%)
minecraft.picked_up.arrow: #16, 2755(3%)
minecraft.picked_up.oak_planks: #16, 394(2%)
minecraft.used.jukebox: #16, 14(3%)
minecraft.picked_up.diamond_pickaxe: #16, 35(2%)
minecraft.used.bow: #16, 1897(2%)
minecraft.picked_up.rotten_flesh: #16, 3017(2%)
minecraft.mined.andesite: #16, 5792(2%)
minecraft.mined.powered_rail: #16, 151(2%)
minecraft.mined.oak_sign: #16, 5(2%)
minecraft.mined.comparator: #16, 51(2%)
minecraft.mined.player_head: #16, 58(2%)
minecraft.dropped.netherrack: #16, 2013(2%)
minecraft.custom.player_kills: #16, 19(2%)
minecraft.dropped.torch: #16, 154(2%)
minecraft.mined.spruce_door: #16, 3(2%)
minecraft.mined.oak_wall_sign: #16, 8(2%)
minecraft.mined.copper_ore: #16, 1982(2%)
minecraft.picked_up.birch_button: #16, 4(2%)
minecraft.mined.deepslate: #16, 12356(2%)
minecraft.picked_up.birch_planks: #16, 102(1%)
minecraft.custom.interact_with_beacon: #16, 21(1%)
minecraft.dropped.diorite: #16, 288(1%)
minecraft.used.minecart: #16, 46(2%)
minecraft.used.spruce_fence: #16, 290(1%)
minecraft.picked_up.iron_nugget: #16, 134(1%)
minecraft.picked_up.music_disc_cat: #16, 5(2%)
minecraft.picked_up.flower_pot: #16, 15(1%)
minecraft.picked_up.polished_tuff_slab: #16, 63(1%)
minecraft.dropped.granite: #16, 248(1%)
minecraft.crafted.paper: #16, 2646(1%)
minecraft.crafted.flower_pot: #16, 47(1%)
minecraft.crafted.shield: #16, 4(1%)
minecraft.used.stone_button: #16, 92(1%)
minecraft.crafted.cyan_shulker_box: #16, 2(1%)
minecraft.crafted.writable_book: #16, 15(1%)
minecraft.used.redstone_block: #16, 149(1%)
minecraft.used.oak_trapdoor: #16, 69(1%)
minecraft.dropped.copper_ore: #16, 29(1%)
minecraft.used.gunpowder: #16, 6(1%)
minecraft.used.orange_bed: #16, 3(1%)
minecraft.crafted.shulker_box: #16, 117(1%)
minecraft.mined.dripstone_block: #16, 449(1%)
minecraft.crafted.iron_shovel: #16, 5(1%)
minecraft.used.melon: #16, 9(1%)
minecraft.dropped.spyglass: #16, 1(1%)
minecraft.used.andesite_slab: #16, 87(1%)
minecraft.picked_up.stripped_warped_stem: #16, 38(1%)
minecraft.picked_up.polished_deepslate_wall: #16, 14(1%)
minecraft.picked_up.dripstone_block: #16, 336(1%)
minecraft.crafted.white_concrete_powder: #16, 1032(1%)
minecraft.picked_up.gold_ingot: #16, 233(1%)
minecraft.crafted.cyan_terracotta: #16, 744(1%)
minecraft.used.clay: #16, 75(1%)
minecraft.picked_up.coarse_dirt: #16, 186(1%)
minecraft.crafted.smooth_stone: #16, 244(1%)
minecraft.mined.light_gray_concrete: #16, 85(1%)
minecraft.dropped.egg: #16, 41(1%)
minecraft.picked_up.bell: #16, 2(1%)
minecraft.used.oxidized_copper_trapdoor: #16, 42(1%)
minecraft.crafted.gold_ingot: #16, 1235(1%)
minecraft.dropped.oak_sapling: #16, 31(1%)
minecraft.used.jungle_boat: #16, 2(1%)
minecraft.mined.warped_roots: #16, 51(1%)
minecraft.picked_up.black_stained_glass: #16, 42(1%)
minecraft.used.ochre_froglight: #16, 155(1%)
minecraft.used.black_stained_glass_pane: #16, 59(1%)
minecraft.used.bamboo_block: #16, 70(1%)
minecraft.picked_up.warped_wart_block: #16, 176(1%)
minecraft.picked_up.spruce_pressure_plate: #16, 2(1%)
minecraft.mined.mangrove_roots: #16, 445(1%)
minecraft.crafted.hay_block: #16, 137(1%)
minecraft.mined.bee_nest: #16, 4(1%)
minecraft.mined.polished_tuff_stairs: #16, 13(1%)
minecraft.picked_up.deepslate_diamond_ore: #16, 143(0%)
minecraft.mined.oxidized_copper_trapdoor: #16, 33(1%)
minecraft.picked_up.oxidized_copper_trapdoor: #16, 34(1%)
minecraft.dropped.stone_button: #16, 5(0%)
minecraft.crafted.spruce_fence_gate: #16, 30(0%)
minecraft.dropped.anvil: #16, 1(1%)
minecraft.used.moss_block: #16, 701(0%)
minecraft.used.potato: #16, 37(0%)
minecraft.picked_up.bee_nest: #16, 3(0%)
minecraft.picked_up.waxed_oxidized_copper_grate: #16, 8(0%)
minecraft.crafted.jungle_slab: #16, 33(0%)
minecraft.crafted.oxidized_copper_grate: #16, 4(0%)
minecraft.dropped.beetroot_seeds: #16, 73(0%)
minecraft.picked_up.white_stained_glass: #16, 16(0%)
minecraft.picked_up.quartz_block: #16, 40(0%)
minecraft.used.stripped_spruce_log: #16, 41(0%)
minecraft.picked_up.waxed_oxidized_copper: #16, 48(0%)
minecraft.used.deepslate_brick_stairs: #16, 41(0%)
minecraft.used.deepslate_brick_slab: #16, 55(0%)
minecraft.used.polished_deepslate_wall: #16, 27(0%)
minecraft.used.copper_grate: #16, 16(0%)
minecraft.used.cooked_chicken: #16, 16(0%)
minecraft.mined.waxed_copper_bulb: #16, 4(0%)
minecraft.picked_up.waxed_copper_bulb: #16, 4(0%)
minecraft.picked_up.quartz_stairs: #16, 8(0%)
minecraft.used.mangrove_roots: #16, 85(0%)
minecraft.mined.stripped_cherry_log: #16, 6(0%)
minecraft.picked_up.white_stained_glass_pane: #16, 4(0%)
minecraft.dropped.coal: #16, 45(0%)
minecraft.picked_up.stripped_cherry_log: #16, 5(0%)
minecraft.used.wither_skeleton_skull: #16, 3(0%)
minecraft.picked_up.guster_pottery_sherd: #16, 1(0%)
minecraft.picked_up.warped_roots: #16, 56(0%)
minecraft.used.smooth_sandstone: #16, 38(0%)
minecraft.picked_up.dark_oak_leaves: #16, 14(0%)
minecraft.mined.oxidized_copper: #16, 33(0%)
minecraft.dropped.beef: #16, 5(0%)
minecraft.used.black_wool: #16, 40(0%)
minecraft.picked_up.copper_block: #16, 92(0%)
minecraft.picked_up.cooked_mutton: #16, 6(0%)
minecraft.mined.large_fern: #16, 4(0%)
minecraft.picked_up.charcoal: #16, 4(0%)
minecraft.dropped.light_gray_wool: #16, 1(0%)
minecraft.used.orange_stained_glass: #16, 8(0%)
minecraft.picked_up.wildflowers: #16, 3(0%)
minecraft.crafted.orange_stained_glass: #16, 8(0%)
minecraft.picked_up.bamboo_button: #16, 1(0%)
minecraft.mined.stripped_birch_wood: #16, 1(0%)
minecraft.custom.interact_with_furnace: #17, 1799(3%)
minecraft.custom.swim_one_cm: #17, 3278188(2%)
minecraft.picked_up.crafting_table: #17, 177(2%)
minecraft.used.netherrack: #17, 1434(2%)
minecraft.picked_up.granite: #17, 4769(2%)
minecraft.crafted.diamond_hoe: #17, 2(2%)
minecraft.mined.soul_sand: #17, 423(2%)
minecraft.mined.lever: #17, 51(2%)
minecraft.dropped.diamond_axe: #17, 5(2%)
minecraft.dropped.written_book: #17, 5(2%)
minecraft.picked_up.iron_helmet: #17, 3(2%)
minecraft.used.oak_boat: #17, 21(2%)
minecraft.picked_up.powered_rail: #17, 201(2%)
minecraft.mined.redstone_torch: #17, 32(2%)
minecraft.dropped.shield: #17, 3(2%)
minecraft.mined.kelp_plant: #17, 110(1%)
minecraft.crafted.iron_door: #17, 6(2%)
minecraft.picked_up.soul_sand: #17, 410(1%)
minecraft.custom.pot_flower: #17, 27(1%)
minecraft.dropped.deepslate: #17, 482(1%)
minecraft.picked_up.kelp: #17, 1242(1%)
minecraft.mined.deepslate_redstone_ore: #17, 709(1%)
minecraft.used.flower_pot: #17, 33(1%)
minecraft.picked_up.pale_oak_log: #17, 584(1%)
minecraft.crafted.painting: #17, 32(1%)
minecraft.picked_up.comparator: #17, 54(1%)
minecraft.mined.piston: #17, 48(1%)
minecraft.dropped.dirt: #17, 1367(1%)
minecraft.custom.enchant_item: #17, 39(1%)
minecraft.mined.lightning_rod: #17, 19(1%)
minecraft.crafted.birch_sign: #17, 15(1%)
minecraft.used.birch_sign: #17, 14(1%)
minecraft.used.stone_stairs: #17, 78(1%)
minecraft.mined.black_stained_glass_pane: #17, 5(1%)
minecraft.mined.cherry_leaves: #17, 376(1%)
minecraft.mined.dark_oak_trapdoor: #17, 21(1%)
minecraft.dropped.stone_axe: #17, 1(1%)
minecraft.crafted.oak_slab: #17, 330(1%)
minecraft.dropped.rail: #17, 30(1%)
minecraft.picked_up.repeater: #17, 87(1%)
minecraft.picked_up.sunflower: #17, 146(1%)
minecraft.used.iron_trapdoor: #17, 88(1%)
minecraft.used.dark_oak_slab: #17, 153(1%)
minecraft.dropped.golden_chestplate: #17, 3(1%)
minecraft.dropped.grass_block: #17, 349(1%)
minecraft.killed.pig: #17, 9(1%)
minecraft.picked_up.black_concrete: #17, 140(1%)
minecraft.dropped.paper: #17, 28(1%)
minecraft.dropped.andesite: #17, 171(1%)
minecraft.crafted.iron_trapdoor: #17, 70(1%)
minecraft.picked_up.dark_oak_slab: #17, 31(1%)
minecraft.used.book: #17, 16(1%)
minecraft.killed_by.ravager: #17, 28(1%)
minecraft.picked_up.red_bed: #17, 3(1%)
minecraft.picked_up.short_grass: #17, 336(1%)
minecraft.dropped.birch_log: #17, 14(1%)
minecraft.used.iron_ore: #17, 52(0%)
minecraft.picked_up.mangrove_roots: #17, 407(0%)
minecraft.used.paper: #17, 3(1%)
minecraft.killed.bat: #17, 1(1%)
minecraft.crafted.coal_block: #17, 109(0%)
minecraft.picked_up.purpur_slab: #17, 5(0%)
minecraft.used.black_concrete: #17, 139(0%)
minecraft.used.dark_oak_stairs: #17, 33(0%)
minecraft.mined.black_concrete: #17, 140(0%)
minecraft.dropped.dripstone_block: #17, 22(0%)
minecraft.crafted.blaze_powder: #17, 74(0%)
minecraft.killed.hoglin: #17, 1(1%)
minecraft.mined.orange_bed: #17, 1(1%)
minecraft.used.smooth_quartz_slab: #17, 46(0%)
minecraft.used.blast_furnace: #17, 10(0%)
minecraft.picked_up.beetroot_seeds: #17, 94(0%)
minecraft.used.white_stained_glass: #17, 131(0%)
minecraft.mined.birch_leaves: #17, 360(0%)
minecraft.mined.warped_wart_block: #17, 82(0%)
minecraft.picked_up.gray_concrete: #17, 96(0%)
minecraft.dropped.gunpowder: #17, 86(0%)
minecraft.dropped.moss_carpet: #17, 65(0%)
minecraft.crafted.glass_bottle: #17, 84(0%)
minecraft.used.tuff_brick_stairs: #17, 35(0%)
minecraft.crafted.blast_furnace: #17, 7(0%)
minecraft.picked_up.yellow_bed: #17, 3(0%)
minecraft.mined.gray_concrete: #17, 100(0%)
minecraft.picked_up.dandelion: #17, 148(0%)
minecraft.picked_up.birch_leaves: #17, 305(0%)
minecraft.picked_up.wither_skeleton_skull: #17, 2(0%)
minecraft.used.cherry_trapdoor: #17, 7(0%)
minecraft.dropped.kelp: #17, 43(0%)
minecraft.crafted.magenta_dye: #17, 41(0%)
minecraft.used.acacia_fence: #17, 11(0%)
minecraft.picked_up.warped_slab: #17, 4(0%)
minecraft.dropped.green_dye: #17, 8(0%)
minecraft.mined.small_dripleaf: #17, 1(0%)
minecraft.crafted.cobblestone_wall: #17, 6(0%)
minecraft.mined.nether_sprouts: #17, 13(0%)
minecraft.picked_up.scrape_pottery_sherd: #17, 1(0%)
minecraft.crafted.light_blue_shulker_box: #17, 1(0%)
minecraft.crafted.brown_shulker_box: #17, 1(0%)
minecraft.used.pink_petals: #17, 25(0%)
minecraft.used.cooked_porkchop: #17, 27(0%)
minecraft.used.sand: #17, 607(0%)
minecraft.used.deepslate_tile_slab: #17, 70(0%)
minecraft.used.cobblestone_stairs: #17, 17(0%)
minecraft.used.gray_concrete: #17, 89(0%)
minecraft.picked_up.quartz_pillar: #17, 1(0%)
minecraft.mined.big_dripleaf: #17, 1(0%)
minecraft.picked_up.deepslate_tile_slab: #17, 8(0%)
minecraft.mined.diamond_block: #17, 4(0%)
minecraft.picked_up.chest_minecart: #17, 1(0%)
minecraft.picked_up.brown_shulker_box: #17, 5(0%)
