stat, rank, value, (percentage) 
minecraft.picked_up.pink_terracotta: #8, 42(2%)
minecraft.picked_up.oak_trapdoor: #9, 135(5%)
minecraft.mined.brown_wool: #8, 15(1%)
minecraft.picked_up.brown_concrete_powder: #8, 70(2%)
minecraft.picked_up.exposed_copper_bulb: #8, 1(2%)
minecraft.dropped.carved_pumpkin: #9, 54(4%)
minecraft.mined.cyan_candle: #8, 2(2%)
minecraft.used.diamond_block: #8, 68(1%)
minecraft.used.quartz_block: #8, 301(1%)
minecraft.picked_up.sea_pickle: #9, 553(5%)
minecraft.mined.crying_obsidian: #8, 14(1%)
minecraft.used.crafting_table: #9, 345(4%)
minecraft.crafted.resin_clump: #8, 273(1%)
minecraft.used.pink_carpet: #8, 13(1%)
minecraft.crafted.golden_chestplate: #8, 1(1%)
minecraft.used.pale_oak_wood: #8, 37(1%)
minecraft.used.open_eyeblossom: #8, 1(1%)
minecraft.crafted.oak_hanging_sign: #8, 6(1%)
minecraft.used.pink_dye: #8, 2(1%)
minecraft.mined.mossy_stone_brick_slab: #8, 1(1%)
minecraft.used.yellow_concrete: #8, 118(1%)
minecraft.crafted.ladder: #9, 558(4%)
minecraft.dropped.light_weighted_pressure_plate: #8, 1(1%)
minecraft.killed.creaking: #8, 2(1%)
minecraft.dropped.purple_wool: #8, 2(1%)
minecraft.custom.fill_cauldron: #9, 41(4%)
minecraft.crafted.pale_oak_button: #8, 11(1%)
minecraft.dropped.verdant_froglight: #8, 56(1%)
minecraft.mined.black_wall_banner: #8, 4(1%)
minecraft.crafted.polished_tuff_stairs: #9, 38(5%)
minecraft.used.armor_stand: #9, 245(4%)
minecraft.crafted.cooked_cod: #8, 26(0%)
minecraft.crafted.leather_chestplate: #9, 91(5%)
minecraft.custom.mob_kills: #9, 316710(3%)
minecraft.picked_up.waxed_oxidized_chiseled_copper: #8, 1(0%)
minecraft.crafted.end_stone_bricks: #8, 4(0%)
minecraft.picked_up.polished_basalt: #9, 103(5%)
minecraft.dropped.chorus_fruit: #8, 7(0%)
minecraft.picked_up.polished_blackstone_brick_slab: #8, 1(0%)
minecraft.used.bamboo_button: #8, 23(0%)
minecraft.used.honeycomb_block: #8, 18(0%)
minecraft.picked_up.blue_concrete_powder: #8, 1(0%)
minecraft.used.polished_blackstone_brick_slab: #8, 1(0%)
minecraft.mined.brown_mushroom: #9, 90(4%)
minecraft.picked_up.carved_pumpkin: #9, 301(3%)
minecraft.used.stone: #9, 31397(4%)
minecraft.used.writable_book: #9, 256(3%)
minecraft.killed_by.zombie: #9, 14(4%)
minecraft.crafted.diamond_axe: #9, 5(4%)
minecraft.picked_up.brewing_stand: #9, 37(4%)
minecraft.crafted.dark_oak_fence: #9, 279(4%)
minecraft.crafted.green_dye: #9, 457(3%)
minecraft.used.melon_slice: #9, 152(4%)
minecraft.crafted.black_dye: #9, 2635(3%)
minecraft.crafted.iron_helmet: #9, 5(3%)
minecraft.mined.white_banner: #9, 5(4%)
minecraft.picked_up.oak_stairs: #9, 116(4%)
minecraft.used.gold_block: #9, 356(3%)
minecraft.used.oak_fence_gate: #9, 32(3%)
minecraft.used.redstone_torch: #9, 429(3%)
minecraft.used.oak_button: #9, 23(3%)
minecraft.picked_up.ink_sac: #9, 809(3%)
minecraft.picked_up.cyan_terracotta: #9, 328(3%)
minecraft.mined.birch_planks: #9, 118(3%)
minecraft.mined.copper_grate: #9, 23(5%)
minecraft.mined.cyan_terracotta: #9, 257(3%)
minecraft.mined.rooted_dirt: #9, 565(3%)
minecraft.mined.soul_soil: #9, 775(3%)
minecraft.mined.bamboo: #9, 1287(3%)
minecraft.mined.polished_deepslate_stairs: #9, 53(3%)
minecraft.picked_up.brown_wool: #9, 157(3%)
minecraft.mined.oak_stairs: #9, 72(3%)
minecraft.used.dark_oak_fence: #9, 225(3%)
minecraft.picked_up.iron_pickaxe: #9, 7(3%)
minecraft.crafted.composter: #9, 199(3%)
minecraft.crafted.lime_terracotta: #9, 552(4%)
minecraft.mined.warped_trapdoor: #9, 20(3%)
minecraft.used.vine: #9, 30(3%)
minecraft.picked_up.red_dye: #9, 39(2%)
minecraft.mined.light_gray_wool: #9, 45(3%)
minecraft.crafted.enchanting_table: #9, 1(3%)
minecraft.killed_by.creeper: #9, 3(3%)
minecraft.mined.end_stone: #9, 324(2%)
minecraft.used.polished_deepslate_wall: #9, 202(2%)
minecraft.picked_up.red_bed: #9, 10(2%)
minecraft.picked_up.blaze_powder: #9, 9(2%)
minecraft.mined.potted_dead_bush: #9, 1(4%)
minecraft.dropped.raw_gold: #9, 14(3%)
minecraft.picked_up.lime_terracotta: #9, 74(3%)
minecraft.used.acacia_sign: #9, 17(2%)
minecraft.used.stone_brick_slab: #9, 400(2%)
minecraft.picked_up.yellow_wool: #9, 536(2%)
minecraft.picked_up.smooth_stone: #9, 971(2%)
minecraft.picked_up.polished_tuff_stairs: #9, 44(2%)
minecraft.picked_up.experience_bottle: #9, 104(2%)
minecraft.crafted.hay_block: #9, 358(2%)
minecraft.crafted.gray_stained_glass: #9, 456(2%)
minecraft.picked_up.waxed_copper_block: #9, 204(2%)
minecraft.mined.waxed_copper_block: #9, 207(2%)
minecraft.picked_up.rabbit: #9, 6(2%)
minecraft.custom.interact_with_lectern: #10, 517(3%)
minecraft.picked_up.sugar: #9, 123(2%)
minecraft.crafted.stone_sword: #9, 5(1%)
minecraft.used.end_rod: #9, 168(1%)
minecraft.used.polished_granite: #9, 128(1%)
minecraft.used.yellow_concrete_powder: #9, 327(1%)
minecraft.crafted.magenta_terracotta: #9, 72(2%)
minecraft.crafted.birch_button: #9, 7(1%)
minecraft.used.crimson_stem: #9, 38(1%)
minecraft.used.gray_terracotta: #9, 67(2%)
minecraft.mined.crimson_wall_sign: #9, 1(2%)
minecraft.picked_up.polished_andesite_slab: #9, 26(1%)
minecraft.crafted.yellow_concrete_powder: #9, 352(1%)
minecraft.used.brown_banner: #9, 7(2%)
minecraft.used.goat_horn: #9, 5(1%)
minecraft.used.purple_concrete_powder: #9, 81(1%)
minecraft.crafted.popped_chorus_fruit: #9, 27(1%)
minecraft.picked_up.dandelion: #9, 469(1%)
minecraft.used.gold_ingot: #9, 1(2%)
minecraft.used.stripped_dark_oak_wood: #9, 26(1%)
minecraft.crafted.magenta_concrete_powder: #9, 168(1%)
minecraft.dropped.nether_wart: #9, 6(1%)
minecraft.mined.soul_campfire: #9, 1(2%)
minecraft.dropped.spruce_door: #9, 1(2%)
minecraft.killed.tropical_fish: #9, 5(1%)
minecraft.crafted.birch_pressure_plate: #9, 1(2%)
minecraft.crafted.deepslate_tiles: #9, 52(1%)
minecraft.picked_up.yellow_stained_glass_pane: #9, 10(1%)
minecraft.used.birch_pressure_plate: #9, 1(1%)
minecraft.picked_up.magenta_terracotta: #9, 9(1%)
minecraft.used.wither_skeleton_skull: #9, 9(1%)
minecraft.picked_up.cake: #9, 1(1%)
minecraft.picked_up.furnace_minecart: #9, 2(1%)
minecraft.dropped.glow_item_frame: #9, 1(1%)
minecraft.killed.villager: #9, 2(1%)
minecraft.mined.chiseled_stone_bricks: #9, 9(1%)
minecraft.crafted.beacon: #9, 2(1%)
minecraft.used.orange_stained_glass_pane: #9, 26(1%)
minecraft.crafted.crimson_fence: #9, 3(1%)
minecraft.crafted.cherry_slab: #9, 12(0%)
minecraft.used.warped_button: #9, 1(0%)
minecraft.mined.light_blue_concrete_powder: #9, 2(0%)
minecraft.dropped.totem_of_undying: #9, 3(0%)
minecraft.used.pink_bed: #9, 2(1%)
minecraft.used.furnace_minecart: #9, 1(1%)
minecraft.picked_up.prismarine_crystals: #9, 11(0%)
minecraft.crafted.dark_prismarine: #9, 47(0%)
minecraft.mined.pink_concrete_powder: #9, 1(1%)
minecraft.crafted.raw_gold: #9, 27(0%)
minecraft.used.red_mushroom: #9, 1(0%)
minecraft.used.snowball: #10, 215(3%)
minecraft.mined.lapis_block: #9, 3(0%)
minecraft.used.polished_blackstone_slab: #9, 10(0%)
minecraft.used.yellow_stained_glass_pane: #9, 19(0%)
minecraft.used.cherry_slab: #9, 3(0%)
minecraft.crafted.snow: #9, 78(0%)
minecraft.used.crimson_fence: #9, 3(0%)
minecraft.dropped.hay_block: #9, 3(0%)
minecraft.picked_up.stripped_pale_oak_wood: #9, 1(0%)
minecraft.mined.stripped_pale_oak_wood: #9, 1(0%)
minecraft.used.iron_axe: #10, 1000(4%)
minecraft.used.magenta_stained_glass_pane: #9, 1(0%)
minecraft.custom.inspect_hopper: #10, 3058(4%)
minecraft.used.shears: #10, 8976(4%)
minecraft.crafted.leather_leggings: #10, 72(5%)
minecraft.crafted.crafting_table: #10, 197(3%)
minecraft.picked_up.melon_seeds: #10, 63(4%)
minecraft.crafted.rail: #10, 1296(4%)
minecraft.picked_up.oak_sign: #10, 63(3%)
minecraft.picked_up.bamboo: #10, 14818(3%)
minecraft.used.hay_block: #10, 76(4%)
minecraft.crafted.iron_axe: #10, 5(4%)
minecraft.crafted.minecart: #10, 125(3%)
minecraft.used.iron_bars: #10, 735(3%)
minecraft.picked_up.glowstone: #10, 283(4%)
minecraft.dropped.terracotta: #10, 64(3%)
minecraft.used.glowstone: #10, 250(3%)
minecraft.mined.gold_block: #10, 198(3%)
minecraft.crafted.gold_ingot: #10, 4945(3%)
minecraft.crafted.pumpkin_seeds: #10, 60(4%)
minecraft.used.birch_planks: #10, 349(2%)
minecraft.used.warped_planks: #10, 369(3%)
minecraft.picked_up.crossbow: #10, 31(2%)
minecraft.dropped.armor_stand: #10, 10(3%)
minecraft.crafted.oak_slab: #10, 790(2%)
minecraft.crafted.iron_boots: #10, 4(2%)
minecraft.dropped.snowball: #10, 92(2%)
minecraft.mined.nether_brick_fence: #10, 11(3%)
minecraft.crafted.glass_bottle: #10, 675(2%)
minecraft.picked_up.bookshelf: #10, 41(2%)
minecraft.dropped.melon_seeds: #10, 20(3%)
minecraft.killed.blaze: #10, 238(2%)
minecraft.mined.polished_basalt: #10, 33(3%)
minecraft.used.bundle: #10, 22(2%)
minecraft.picked_up.polished_deepslate_stairs: #10, 52(2%)
minecraft.custom.interact_with_cartography_table: #10, 13(3%)
minecraft.picked_up.honey_bottle: #10, 35(2%)
minecraft.picked_up.birch_slab: #10, 33(2%)
minecraft.crafted.raw_copper: #10, 4187(2%)
minecraft.picked_up.end_stone: #10, 335(2%)
minecraft.mined.lectern: #10, 109(2%)
minecraft.picked_up.lectern: #10, 109(2%)
minecraft.used.chiseled_tuff: #10, 156(2%)
minecraft.crafted.gray_terracotta: #10, 200(2%)
minecraft.crafted.blaze_powder: #10, 274(1%)
minecraft.picked_up.yellow_dye: #10, 44(1%)
minecraft.used.pink_wool: #10, 37(2%)
minecraft.used.orange_dye: #10, 6(2%)
minecraft.custom.bell_ring: #10, 14(1%)
minecraft.crafted.orange_stained_glass: #10, 456(2%)
minecraft.mined.birch_fence: #10, 17(2%)
minecraft.picked_up.raw_gold: #10, 526(1%)
minecraft.crafted.deepslate_tile_wall: #10, 13(2%)
minecraft.crafted.purple_terracotta: #10, 152(2%)
minecraft.crafted.red_dye: #10, 730(1%)
minecraft.mined.waxed_oxidized_copper: #10, 202(1%)
minecraft.mined.bamboo_stairs: #10, 8(2%)
minecraft.mined.yellow_bed: #10, 14(1%)
minecraft.used.rooted_dirt: #10, 197(2%)
minecraft.picked_up.chiseled_stone_bricks: #10, 40(1%)
minecraft.picked_up.gray_concrete: #10, 358(1%)
minecraft.crafted.slime_block: #10, 79(1%)
minecraft.mined.blackstone_stairs: #10, 3(2%)
minecraft.mined.copper_bulb: #10, 5(1%)
minecraft.mined.gray_concrete_powder: #10, 21(2%)
minecraft.picked_up.music_disc_creator_music_box: #10, 2(2%)
minecraft.dropped.lily_pad: #10, 5(2%)
minecraft.crafted.resin_block: #10, 65(2%)
minecraft.used.stone_shovel: #10, 351(1%)
minecraft.crafted.end_rod: #10, 132(2%)
minecraft.picked_up.brown_banner: #10, 6(2%)
minecraft.picked_up.yellow_bed: #10, 11(1%)
minecraft.crafted.tinted_glass: #10, 156(1%)
minecraft.picked_up.bolt_armor_trim_smithing_template: #10, 1(2%)
minecraft.picked_up.blackstone_stairs: #10, 3(1%)
minecraft.mined.yellow_concrete: #10, 261(1%)
minecraft.mined.smooth_stone: #10, 231(1%)
minecraft.mined.light_blue_terracotta: #10, 20(1%)
minecraft.picked_up.dark_oak_leaves: #10, 78(1%)
minecraft.picked_up.item_frame: #11, 333(4%)
minecraft.mined.creaking_heart: #10, 6(1%)
minecraft.picked_up.light_blue_banner: #10, 1(1%)
minecraft.crafted.purple_concrete_powder: #10, 88(1%)
minecraft.picked_up.cyan_banner: #10, 1(1%)
minecraft.mined.quartz_block: #10, 61(1%)
minecraft.killed_by.drowned: #10, 2(1%)
minecraft.dropped.rabbit_hide: #10, 1(1%)
minecraft.crafted.cut_copper: #10, 8(1%)
minecraft.crafted.oak_boat: #10, 9(0%)
minecraft.used.azure_bluet: #10, 6(1%)
minecraft.used.lime_wool: #10, 43(1%)
minecraft.mined.birch_fence_gate: #10, 2(1%)
minecraft.dropped.milk_bucket: #10, 1(1%)
minecraft.crafted.chiseled_copper: #10, 4(1%)
minecraft.dropped.glowstone: #10, 24(1%)
minecraft.crafted.white_banner: #10, 43(0%)
minecraft.picked_up.nether_star: #10, 2(1%)
minecraft.used.pink_concrete_powder: #10, 36(0%)
minecraft.mined.sculk: #10, 497(0%)
minecraft.mined.cut_copper: #10, 3(1%)
minecraft.picked_up.sculk: #10, 441(0%)
minecraft.picked_up.spruce_button: #10, 13(0%)
minecraft.crafted.orange_stained_glass_pane: #10, 32(0%)
minecraft.mined.brown_wall_banner: #10, 1(1%)
minecraft.dropped.white_shulker_box: #10, 1(0%)
minecraft.used.nether_wart_block: #10, 15(0%)
minecraft.crafted.brown_banner: #10, 3(0%)
minecraft.mined.dark_prismarine_slab: #10, 2(0%)
minecraft.picked_up.mossy_stone_brick_slab: #10, 1(0%)
minecraft.mined.waxed_oxidized_chiseled_copper: #10, 1(0%)
minecraft.picked_up.resin_clump: #10, 98(0%)
minecraft.picked_up.birch_fence_gate: #10, 2(0%)
minecraft.dropped.gray_wool: #10, 6(0%)
minecraft.used.black_terracotta: #10, 37(0%)
minecraft.mined.black_terracotta: #10, 9(0%)
minecraft.crafted.pink_carpet: #10, 6(0%)
minecraft.used.horn_coral_fan: #10, 1(0%)
minecraft.picked_up.black_terracotta: #10, 9(0%)
minecraft.crafted.quartz_bricks: #10, 1(0%)
minecraft.dropped.stone_brick_slab: #10, 2(0%)
minecraft.picked_up.pink_concrete_powder: #10, 4(0%)
minecraft.crafted.bamboo_button: #10, 8(0%)
minecraft.mined.small_amethyst_bud: #10, 1(0%)
minecraft.used.purple_concrete: #10, 1(0%)
minecraft.used.pumpkin_seeds: #11, 97(4%)
minecraft.used.spruce_log: #11, 1684(4%)
minecraft.picked_up.stick: #11, 4512(3%)
minecraft.crafted.leather_boots: #11, 55(4%)
minecraft.crafted.white_dye: #11, 3236(3%)
minecraft.used.hopper: #11, 1329(3%)
minecraft.picked_up.emerald: #11, 1415(3%)
minecraft.mined.soul_sand: #11, 745(3%)
minecraft.picked_up.mangrove_trapdoor: #11, 42(4%)
minecraft.crafted.birch_planks: #11, 2796(3%)
minecraft.mined.redstone_block: #11, 154(3%)
minecraft.picked_up.red_mushroom: #11, 57(3%)
minecraft.mined.crafter: #11, 49(3%)
minecraft.used.lectern: #11, 235(3%)
minecraft.used.flint_and_steel: #11, 220(3%)
minecraft.dropped.netherrack: #11, 3106(3%)
minecraft.used.pumpkin: #11, 179(3%)
minecraft.mined.tall_seagrass: #11, 163(3%)
minecraft.picked_up.apple: #11, 149(3%)
minecraft.picked_up.soul_soil: #11, 726(3%)
minecraft.picked_up.rooted_dirt: #11, 557(3%)
minecraft.mined.black_concrete: #11, 826(2%)
minecraft.used.warped_trapdoor: #11, 94(3%)
minecraft.mined.cave_vines_plant: #11, 10(3%)
minecraft.used.chiseled_tuff_bricks: #11, 426(2%)
minecraft.picked_up.piston: #11, 181(2%)
minecraft.killed.ghast: #11, 27(3%)
minecraft.used.diamond: #11, 37(3%)
minecraft.killed.pufferfish: #11, 6(4%)
minecraft.mined.polished_deepslate: #11, 112(2%)
minecraft.used.diamond_hoe: #11, 15109(2%)
minecraft.picked_up.crimson_nylium: #11, 129(2%)
minecraft.mined.melon_stem: #11, 8(3%)
minecraft.crafted.chiseled_tuff: #11, 16(3%)
minecraft.dropped.wind_charge: #11, 149(3%)
minecraft.picked_up.red_wool: #11, 142(2%)
minecraft.picked_up.iron_axe: #11, 10(2%)
minecraft.crafted.bone_meal: #11, 28281(2%)
minecraft.dropped.bundle: #11, 3(2%)
minecraft.picked_up.clay: #11, 563(2%)
minecraft.dropped.filled_map: #11, 53(2%)
minecraft.picked_up.acacia_sign: #11, 7(2%)
minecraft.picked_up.trial_key: #11, 27(2%)
minecraft.mined.dark_oak_planks: #11, 70(2%)
minecraft.mined.orange_tulip: #11, 31(2%)
minecraft.picked_up.oak_pressure_plate: #11, 2(2%)
minecraft.crafted.acacia_trapdoor: #11, 154(2%)
minecraft.crafted.polished_andesite: #11, 320(2%)
minecraft.picked_up.iron_door: #11, 12(2%)
minecraft.picked_up.lime_concrete: #11, 93(2%)
minecraft.mined.smooth_stone_slab: #11, 139(2%)
minecraft.used.yellow_bed: #11, 19(2%)
minecraft.crafted.oak_stairs: #11, 60(2%)
minecraft.dropped.cookie: #11, 78(2%)
minecraft.picked_up.spruce_fence_gate: #11, 33(2%)
minecraft.mined.oxidized_copper_trapdoor: #11, 95(2%)
minecraft.used.deepslate_gold_ore: #11, 100(2%)
minecraft.mined.crimson_nylium: #11, 79(1%)
minecraft.used.copper_bulb: #11, 16(2%)
minecraft.mined.red_tulip: #11, 31(2%)
minecraft.mined.sea_pickle: #11, 35(1%)
minecraft.picked_up.cobbled_deepslate_stairs: #11, 27(1%)
minecraft.mined.jungle_slab: #11, 16(1%)
minecraft.used.spruce_hanging_sign: #11, 7(1%)
minecraft.mined.light_gray_stained_glass: #11, 25(1%)
minecraft.mined.polished_tuff_stairs: #11, 26(1%)
minecraft.dropped.oak_fence: #11, 6(2%)
minecraft.picked_up.birch_fence: #11, 19(1%)
minecraft.used.paper: #11, 7(1%)
minecraft.used.cherry_sapling: #11, 26(1%)
minecraft.picked_up.milk_bucket: #11, 3(2%)
minecraft.crafted.netherite_scrap: #11, 12(2%)
minecraft.mined.pink_tulip: #11, 13(1%)
minecraft.dropped.spruce_fence: #11, 11(1%)
minecraft.used.brown_wool: #11, 41(1%)
minecraft.picked_up.yellow_concrete: #11, 228(1%)
minecraft.crafted.copper_bulb: #11, 16(1%)
minecraft.crafted.golden_carrot: #11, 1467(1%)
minecraft.used.cooked_cod: #11, 53(1%)
minecraft.used.tuff_brick_stairs: #11, 120(1%)
minecraft.used.bamboo_fence: #11, 52(1%)
minecraft.picked_up.oxeye_daisy: #11, 77(1%)
minecraft.dropped.raw_copper: #11, 121(1%)
minecraft.dropped.oak_trapdoor: #11, 3(1%)
minecraft.picked_up.cherry_sign: #11, 1(2%)
minecraft.used.purpur_pillar: #11, 4(1%)
minecraft.crafted.spruce_pressure_plate: #11, 4(1%)
minecraft.crafted.sugar: #11, 94(1%)
minecraft.mined.gray_concrete: #11, 289(1%)
minecraft.picked_up.netherite_hoe: #11, 2(1%)
minecraft.crafted.black_terracotta: #11, 200(1%)
minecraft.used.smooth_sandstone_slab: #11, 64(1%)
minecraft.crafted.light_gray_stained_glass: #11, 256(1%)
minecraft.used.cocoa_beans: #11, 145(1%)
minecraft.crafted.fermented_spider_eye: #11, 31(1%)
minecraft.mined.closed_eyeblossom: #11, 6(1%)
minecraft.mined.spruce_wall_hanging_sign: #11, 1(1%)
minecraft.picked_up.magenta_wool: #11, 31(1%)
minecraft.dropped.weeping_vines: #11, 1(1%)
minecraft.picked_up.weathered_copper_grate: #11, 1(1%)
minecraft.mined.weathered_copper_grate: #11, 1(1%)
minecraft.mined.bamboo_fence_gate: #11, 2(1%)
minecraft.mined.red_wall_banner: #11, 1(1%)
minecraft.picked_up.crimson_sign: #11, 1(1%)
minecraft.used.barrel: #12, 445(4%)
minecraft.crafted.nether_bricks: #11, 66(0%)
minecraft.crafted.flint_and_steel: #11, 9(0%)
minecraft.dropped.emerald_block: #11, 15(1%)
minecraft.mined.emerald_block: #11, 27(0%)
minecraft.picked_up.red_banner: #11, 2(1%)
minecraft.used.dark_prismarine: #11, 37(1%)
minecraft.used.powder_snow_bucket: #11, 14(0%)
minecraft.dropped.coal: #11, 83(0%)
minecraft.picked_up.gray_concrete_powder: #11, 77(0%)
minecraft.mined.blue_ice: #11, 27(0%)
minecraft.picked_up.magenta_concrete: #11, 21(0%)
minecraft.used.cut_copper: #11, 9(1%)
minecraft.picked_up.cut_copper: #11, 3(1%)
minecraft.dropped.black_stained_glass: #11, 2(0%)
minecraft.mined.magenta_concrete: #11, 21(0%)
minecraft.picked_up.raw_gold_block: #11, 3(0%)
minecraft.crafted.birch_stairs: #11, 8(0%)
minecraft.dropped.elytra: #12, 10(3%)
minecraft.used.bamboo_fence_gate: #11, 3(0%)
minecraft.picked_up.dried_kelp_block: #11, 41(0%)
minecraft.used.dark_prismarine_slab: #11, 6(0%)
minecraft.mined.resin_clump: #11, 13(0%)
minecraft.crafted.bamboo_fence_gate: #11, 3(0%)
minecraft.picked_up.light_blue_concrete_powder: #11, 2(0%)
minecraft.picked_up.bamboo_fence_gate: #11, 2(0%)
minecraft.used.lapis_block: #11, 6(0%)
minecraft.used.polished_tuff: #12, 1885(4%)
minecraft.used.creaking_heart: #11, 1(0%)
minecraft.picked_up.purple_concrete: #11, 3(0%)
minecraft.used.netherite_hoe: #11, 94(0%)
minecraft.picked_up.magenta_concrete_powder: #11, 1(0%)
minecraft.picked_up.player_head: #12, 1119(3%)
minecraft.picked_up.oak_planks: #12, 523(3%)
minecraft.custom.damage_dealt: #12, 1341166(2%)
minecraft.mined.crafting_table: #12, 205(3%)
minecraft.picked_up.crafting_table: #12, 218(3%)
minecraft.crafted.iron_pickaxe: #12, 11(3%)
minecraft.used.obsidian: #12, 538(3%)
minecraft.mined.seagrass: #12, 247(3%)
minecraft.used.wind_charge: #12, 239(3%)
minecraft.dropped.torch: #12, 256(3%)
minecraft.mined.ladder: #12, 67(3%)
minecraft.picked_up.bucket: #12, 94(2%)
minecraft.picked_up.redstone_block: #12, 308(2%)
minecraft.custom.horse_one_cm: #12, 18306717(2%)
minecraft.mined.note_block: #12, 46(2%)
minecraft.broken.iron_axe: #12, 2(3%)
minecraft.used.crafter: #12, 71(2%)
minecraft.mined.spruce_fence_gate: #12, 28(3%)
minecraft.used.composter: #12, 180(2%)
minecraft.custom.traded_with_villager: #12, 11260(2%)
minecraft.crafted.spruce_fence: #12, 471(2%)
minecraft.picked_up.gold_block: #12, 198(2%)
minecraft.picked_up.mangrove_planks: #12, 103(2%)
minecraft.mined.chiseled_tuff_bricks: #12, 109(2%)
minecraft.picked_up.diamond_block: #12, 123(2%)
minecraft.used.oak_trapdoor: #12, 132(2%)
minecraft.dropped.rail: #12, 64(2%)
minecraft.dropped.wooden_pickaxe: #12, 1(3%)
minecraft.picked_up.polished_deepslate_wall: #12, 34(2%)
minecraft.picked_up.acacia_planks: #12, 38(2%)
minecraft.mined.spruce_sign: #12, 3(2%)
minecraft.crafted.smooth_stone: #12, 656(2%)
minecraft.used.brown_dye: #12, 7(2%)
minecraft.picked_up.white_dye: #12, 70(2%)
minecraft.picked_up.note_block: #12, 46(2%)
minecraft.used.iron_door: #12, 16(2%)
minecraft.crafted.iron_block: #12, 532(2%)
minecraft.dropped.iron_leggings: #12, 3(2%)
minecraft.used.green_terracotta: #12, 144(2%)
minecraft.custom.open_barrel: #13, 9574(3%)
minecraft.used.end_stone: #12, 130(2%)
minecraft.mined.jungle_leaves: #12, 589(2%)
minecraft.dropped.diamond_hoe: #12, 1(2%)
minecraft.mined.deepslate_gold_ore: #12, 395(2%)
minecraft.picked_up.nether_brick_fence: #12, 11(2%)
minecraft.dropped.string: #12, 244(2%)
minecraft.picked_up.cobbled_deepslate: #12, 12214(2%)
minecraft.picked_up.glow_berries: #12, 87(2%)
minecraft.crafted.gray_dye: #12, 529(1%)
minecraft.picked_up.white_banner: #12, 47(1%)
minecraft.used.acacia_trapdoor: #12, 145(2%)
minecraft.picked_up.orange_wool: #12, 105(1%)
minecraft.crafted.glowstone: #12, 123(2%)
minecraft.picked_up.waxed_oxidized_copper: #12, 200(1%)
minecraft.mined.dark_oak_fence: #12, 36(1%)
minecraft.used.brown_concrete_powder: #12, 94(1%)
minecraft.dropped.writable_book: #12, 5(1%)
minecraft.used.white_dye: #12, 14(1%)
minecraft.picked_up.amethyst_shard: #12, 541(1%)
minecraft.picked_up.poppy: #12, 465(1%)
minecraft.picked_up.heavy_weighted_pressure_plate: #12, 2(2%)
minecraft.used.lead: #12, 1(1%)
minecraft.mined.oak_sapling: #12, 5(1%)
minecraft.picked_up.rabbit_hide: #12, 4(1%)
minecraft.picked_up.light_gray_stained_glass: #12, 19(1%)
minecraft.used.soul_soil: #12, 86(1%)
minecraft.used.green_concrete_powder: #12, 115(1%)
minecraft.mined.tuff_brick_stairs: #12, 16(1%)
minecraft.used.brown_terracotta: #12, 41(1%)
minecraft.dropped.pufferfish: #12, 5(1%)
minecraft.used.emerald_block: #12, 74(1%)
minecraft.picked_up.copper_bulb: #12, 5(1%)
minecraft.mined.green_terracotta: #12, 14(1%)
minecraft.used.cooked_porkchop: #12, 125(1%)
minecraft.crafted.green_concrete_powder: #12, 128(1%)
minecraft.mined.waxed_cut_copper_slab: #12, 4(1%)
minecraft.picked_up.pink_banner: #12, 1(1%)
minecraft.crafted.brown_concrete_powder: #12, 96(1%)
minecraft.mined.copper_block: #12, 24(1%)
minecraft.mined.exposed_copper: #12, 20(1%)
minecraft.used.red_banner: #12, 3(1%)
minecraft.used.birch_fence: #12, 21(1%)
minecraft.picked_up.green_terracotta: #12, 13(1%)
minecraft.picked_up.netherite_axe: #12, 2(1%)
minecraft.used.white_stained_glass_pane: #12, 105(1%)
minecraft.used.closed_eyeblossom: #12, 1(1%)
minecraft.picked_up.flow_pottery_sherd: #12, 3(1%)
minecraft.picked_up.bamboo_door: #12, 4(1%)
minecraft.used.light_blue_banner: #12, 1(1%)
minecraft.crafted.warped_fence_gate: #12, 4(1%)
minecraft.crafted.blue_wool: #12, 6(1%)
minecraft.dropped.stone_stairs: #12, 2(1%)
minecraft.used.bamboo_stairs: #12, 13(0%)
minecraft.used.cyan_banner: #12, 1(1%)
minecraft.picked_up.armadillo_scute: #12, 26(0%)
minecraft.used.pink_banner: #12, 1(0%)
minecraft.used.weathered_copper_trapdoor: #12, 3(0%)
minecraft.broken.stone_shovel: #12, 1(0%)
minecraft.used.birch_stairs: #12, 8(0%)
minecraft.used.cyan_candle: #12, 2(0%)
minecraft.dropped.glow_ink_sac: #12, 3(0%)
minecraft.dropped.light_gray_stained_glass: #12, 1(0%)
minecraft.crafted.pink_concrete_powder: #12, 32(0%)
minecraft.mined.open_eyeblossom: #12, 1(0%)
minecraft.crafted.written_book: #12, 1(0%)
minecraft.picked_up.open_eyeblossom: #12, 1(0%)
minecraft.used.red_sand: #12, 6(0%)
minecraft.picked_up.tall_dry_grass: #12, 1(0%)
minecraft.used.purpur_slab: #12, 1(0%)
minecraft.crafted.magenta_wool: #12, 1(0%)
minecraft.used.warped_fungus: #12, 4(0%)
minecraft.used.magenta_concrete: #12, 2(0%)
minecraft.picked_up.exposed_copper: #12, 19(0%)
minecraft.picked_up.golden_carrot: #13, 1387(2%)
minecraft.mined.polished_tuff: #13, 343(3%)
minecraft.picked_up.water_bucket: #13, 27(3%)
