stat, rank, value, (percentage) 
minecraft.picked_up.anvil: #14, 40(3%)
minecraft.picked_up.crafting_table: #14, 203(3%)
minecraft.killed.wandering_trader: #14, 6(3%)
minecraft.used.red_shulker_box: #14, 407(3%)
minecraft.mined.red_shulker_box: #14, 390(3%)
minecraft.picked_up.red_shulker_box: #14, 395(3%)
minecraft.custom.leave_game: #15, 1047(3%)
minecraft.custom.damage_resisted: #14, 7341(2%)
minecraft.mined.oak_planks: #14, 208(3%)
minecraft.crafted.torch: #14, 3414(3%)
minecraft.used.jukebox: #14, 15(3%)
minecraft.custom.interact_with_anvil: #14, 292(2%)
minecraft.crafted.copper_ingot: #14, 3660(2%)
minecraft.broken.shears: #14, 18(3%)
minecraft.used.soul_sand: #14, 268(2%)
minecraft.picked_up.cauldron: #14, 10(2%)
minecraft.mined.dandelion: #14, 159(2%)
minecraft.used.spruce_stairs: #14, 357(2%)
minecraft.picked_up.chainmail_boots: #14, 4(2%)
minecraft.crafted.piston: #14, 326(2%)
minecraft.mined.glowstone: #14, 108(2%)
minecraft.used.white_banner: #14, 22(2%)
minecraft.picked_up.wheat: #14, 3419(2%)
minecraft.dropped.iron_chestplate: #14, 3(2%)
minecraft.mined.carved_pumpkin: #14, 116(2%)
minecraft.picked_up.lapis_ore: #14, 53(2%)
minecraft.picked_up.bucket: #14, 62(2%)
minecraft.picked_up.tuff_bricks: #14, 518(2%)
minecraft.picked_up.redstone_torch: #14, 155(2%)
minecraft.picked_up.gold_block: #14, 141(2%)
minecraft.picked_up.leather: #14, 580(2%)
minecraft.dropped.gravel: #14, 795(2%)
minecraft.mined.gravel: #14, 7789(1%)
minecraft.used.sticky_piston: #14, 139(1%)
minecraft.picked_up.warped_stem: #14, 296(1%)
minecraft.crafted.leather_leggings: #14, 26(2%)
minecraft.picked_up.brown_mushroom: #14, 144(1%)
minecraft.dropped.music_disc_13: #14, 1(2%)
minecraft.custom.drop: #15, 10649(3%)
minecraft.mined.flowering_azalea: #14, 24(1%)
minecraft.used.birch_planks: #14, 185(1%)
minecraft.picked_up.cooked_cod: #14, 74(1%)
minecraft.crafted.observer: #14, 304(1%)
minecraft.picked_up.acacia_planks: #14, 25(1%)
minecraft.used.oxidized_copper_grate: #14, 42(1%)
minecraft.crafted.polished_diorite: #14, 94(1%)
minecraft.mined.cyan_bed: #14, 15(1%)
minecraft.picked_up.copper_trapdoor: #14, 27(1%)
minecraft.picked_up.trident: #14, 6(1%)
minecraft.used.nether_wart: #14, 151(1%)
minecraft.picked_up.cyan_bed: #14, 15(1%)
minecraft.mined.iron_door: #14, 9(1%)
minecraft.used.black_shulker_box: #14, 54(1%)
minecraft.picked_up.black_shulker_box: #14, 51(1%)
minecraft.picked_up.stripped_oak_log: #14, 77(1%)
minecraft.mined.black_shulker_box: #14, 50(1%)
minecraft.mined.dark_oak_sapling: #14, 5(1%)
minecraft.picked_up.spruce_pressure_plate: #14, 3(1%)
minecraft.picked_up.pale_oak_sign: #14, 3(1%)
minecraft.used.loom: #14, 11(1%)
minecraft.mined.nether_wart: #14, 94(1%)
minecraft.picked_up.netherite_upgrade_smithing_template: #14, 1(1%)
minecraft.dropped.egg: #14, 50(1%)
minecraft.mined.magenta_stained_glass: #14, 4(1%)
minecraft.used.acacia_sign: #14, 8(1%)
minecraft.used.polished_tuff_stairs: #14, 78(1%)
minecraft.used.green_banner: #14, 2(1%)
minecraft.mined.stripped_dark_oak_log: #14, 76(1%)
minecraft.dropped.waxed_copper_grate: #14, 4(1%)
minecraft.crafted.gold_ingot: #14, 1355(1%)
minecraft.custom.interact_with_smoker: #14, 18(1%)
minecraft.picked_up.rabbit: #14, 3(1%)
minecraft.picked_up.stripped_dark_oak_log: #14, 76(1%)
minecraft.picked_up.rabbit_hide: #14, 3(1%)
minecraft.used.warped_wart_block: #14, 20(1%)
minecraft.picked_up.polished_andesite_slab: #14, 18(1%)
minecraft.dropped.cobbled_deepslate: #14, 860(1%)
minecraft.picked_up.breeze_rod: #14, 113(1%)
minecraft.mined.polished_tuff_stairs: #14, 14(1%)
minecraft.used.red_banner: #14, 3(1%)
minecraft.crafted.ender_eye: #14, 19(1%)
minecraft.picked_up.wither_skeleton_skull: #14, 5(1%)
minecraft.killed.bogged: #14, 26(1%)
minecraft.used.mangrove_sign: #14, 8(1%)
minecraft.dropped.oak_log: #14, 52(1%)
minecraft.crafted.cyan_stained_glass: #14, 64(1%)
minecraft.picked_up.packed_ice: #14, 1026(1%)
minecraft.picked_up.spectral_arrow: #14, 98(1%)
minecraft.dropped.iron_ingot: #14, 144(1%)
minecraft.picked_up.lily_of_the_valley: #14, 8(1%)
minecraft.used.ender_pearl: #14, 51(0%)
minecraft.used.glowstone: #14, 42(1%)
minecraft.used.brown_terracotta: #14, 23(1%)
minecraft.picked_up.bowl: #14, 3(1%)
minecraft.dropped.raw_copper: #14, 67(1%)
minecraft.used.brown_mushroom_block: #14, 52(1%)
minecraft.picked_up.granite_stairs: #14, 1(1%)
minecraft.dropped.waxed_oxidized_copper_grate: #14, 1(1%)
minecraft.picked_up.crying_obsidian: #14, 22(0%)
minecraft.mined.magenta_shulker_box: #14, 9(1%)
minecraft.picked_up.music_disc_creator: #14, 1(1%)
minecraft.picked_up.magenta_shulker_box: #14, 9(1%)
minecraft.used.deepslate_tile_stairs: #14, 43(0%)
minecraft.crafted.red_banner: #14, 3(0%)
minecraft.used.magenta_shulker_box: #14, 8(0%)
minecraft.used.yellow_concrete_powder: #14, 94(0%)
minecraft.picked_up.orange_concrete: #14, 28(0%)
minecraft.picked_up.sculk_sensor: #14, 17(0%)
minecraft.killed.breeze: #14, 16(0%)
minecraft.crafted.deepslate_brick_slab: #14, 26(0%)
minecraft.dropped.stone_hoe: #14, 1(1%)
minecraft.crafted.deepslate_brick_stairs: #14, 20(0%)
minecraft.picked_up.dandelion: #14, 181(0%)
minecraft.killed.guardian: #14, 1(0%)
minecraft.crafted.yellow_concrete_powder: #14, 104(0%)
minecraft.used.cherry_log: #14, 21(0%)
minecraft.mined.waxed_copper_trapdoor: #14, 1(0%)
minecraft.dropped.beef: #14, 11(0%)
minecraft.picked_up.waxed_copper_trapdoor: #14, 1(0%)
minecraft.crafted.flint_and_steel: #14, 6(0%)
minecraft.dropped.stone_brick_stairs: #14, 2(0%)
minecraft.used.map: #14, 3(0%)
minecraft.mined.sculk_shrieker: #14, 2(0%)
minecraft.picked_up.pale_oak_slab: #14, 3(0%)
minecraft.picked_up.purpur_pillar: #14, 10(0%)
minecraft.used.stone_hoe: #14, 30(0%)
minecraft.picked_up.magenta_stained_glass: #14, 3(0%)
minecraft.used.waxed_oxidized_copper_grate: #14, 8(0%)
minecraft.mined.soul_lantern: #14, 1(0%)
minecraft.picked_up.deepslate_brick_wall: #14, 3(0%)
minecraft.mined.open_eyeblossom: #14, 1(0%)
minecraft.picked_up.lapis_block: #14, 8(0%)
minecraft.mined.verdant_froglight: #14, 18(0%)
minecraft.crafted.compass: #14, 79(0%)
minecraft.picked_up.open_eyeblossom: #14, 1(0%)
minecraft.dropped.black_stained_glass: #14, 1(0%)
minecraft.used.acacia_planks: #14, 19(0%)
minecraft.used.stripped_birch_log: #14, 7(0%)
minecraft.crafted.orange_stained_glass_pane: #14, 16(0%)
minecraft.used.pale_oak_leaves: #14, 4(0%)
minecraft.mined.lime_terracotta: #14, 4(0%)
minecraft.mined.blue_terracotta: #14, 6(0%)
minecraft.crafted.orange_concrete_powder: #14, 40(0%)
minecraft.mined.yellow_wool: #14, 23(0%)
minecraft.used.honey_bottle: #14, 8(0%)
minecraft.picked_up.bubble_coral_fan: #14, 5(0%)
minecraft.dropped.mossy_stone_bricks: #14, 3(0%)
minecraft.picked_up.blue_terracotta: #14, 5(0%)
minecraft.dropped.comparator: #14, 1(0%)
minecraft.crafted.map: #14, 37(0%)
minecraft.mined.resin_block: #14, 5(0%)
minecraft.used.light_blue_stained_glass_pane: #14, 3(0%)
minecraft.dropped.mangrove_leaves: #14, 6(0%)
minecraft.used.torchflower_seeds: #14, 1(0%)
minecraft.crafted.light_gray_wool: #14, 6(0%)
minecraft.used.light_blue_carpet: #14, 2(0%)
minecraft.custom.swim_one_cm: #15, 3856028(2%)
minecraft.used.bone_meal: #15, 6948(3%)
minecraft.custom.open_enderchest: #15, 2514(2%)
minecraft.picked_up.oak_planks: #15, 455(3%)
minecraft.picked_up.elytra: #15, 38(2%)
minecraft.picked_up.player_head: #15, 917(2%)
minecraft.dropped.diamond_axe: #15, 8(3%)
minecraft.picked_up.rail: #15, 1344(3%)
minecraft.picked_up.ender_pearl: #15, 6646(2%)
minecraft.mined.jukebox: #15, 12(3%)
minecraft.picked_up.cooked_beef: #15, 409(2%)
minecraft.used.spruce_slab: #15, 1306(3%)
minecraft.dropped.diamond_pickaxe: #15, 11(2%)
minecraft.picked_up.diamond_helmet: #15, 11(2%)
minecraft.picked_up.item_frame: #15, 163(2%)
minecraft.mined.wall_torch: #15, 247(2%)
minecraft.crafted.book: #15, 172(2%)
minecraft.picked_up.wheat_seeds: #15, 11711(2%)
minecraft.used.elytra: #15, 35(1%)
minecraft.picked_up.music_disc_cat: #15, 7(2%)
minecraft.used.redstone: #15, 1525(2%)
minecraft.dropped.granite: #15, 357(2%)
minecraft.picked_up.jukebox: #15, 11(2%)
minecraft.dropped.iron_leggings: #15, 3(2%)
minecraft.mined.azalea: #15, 44(2%)
minecraft.picked_up.stone_button: #15, 49(2%)
minecraft.custom.trigger_trapped_chest: #15, 19(2%)
minecraft.mined.wheat: #15, 2606(1%)
minecraft.dropped.andesite: #15, 397(2%)
minecraft.picked_up.kelp: #15, 1359(1%)
minecraft.custom.animals_bred: #15, 286(1%)
minecraft.picked_up.iron_nugget: #15, 142(1%)
minecraft.custom.happy_ghast_one_cm: #15, 313007(1%)
minecraft.used.decorated_pot: #15, 57(1%)
minecraft.used.flint_and_steel: #15, 107(1%)
minecraft.crafted.leather_chestplate: #15, 31(2%)
minecraft.killed_by.slime: #15, 6(1%)
minecraft.used.polished_tuff_wall: #15, 189(2%)
minecraft.mined.spruce_fence_gate: #15, 17(2%)
minecraft.used.yellow_shulker_box: #15, 75(1%)
minecraft.killed_by.zombie: #15, 5(1%)
minecraft.picked_up.yellow_shulker_box: #15, 71(1%)
minecraft.picked_up.oak_sapling: #15, 477(1%)
minecraft.mined.yellow_shulker_box: #15, 71(1%)
minecraft.picked_up.dropper: #15, 45(1%)
minecraft.custom.sprint_one_cm: #16, 111066155(3%)
minecraft.used.stone_button: #15, 96(1%)
minecraft.crafted.lapis_lazuli: #15, 252(1%)
minecraft.picked_up.white_dye: #15, 44(1%)
minecraft.dropped.crafting_table: #15, 5(1%)
minecraft.mined.spruce_pressure_plate: #15, 2(2%)
minecraft.picked_up.cherry_sapling: #15, 121(1%)
minecraft.picked_up.tropical_fish: #15, 13(1%)
minecraft.used.dark_oak_trapdoor: #15, 121(1%)
minecraft.mined.cocoa: #15, 22(1%)
minecraft.dropped.flint: #15, 85(1%)
minecraft.dropped.spruce_sign: #15, 6(1%)
minecraft.crafted.glow_item_frame: #15, 42(1%)
minecraft.used.lava_bucket: #15, 42(1%)
minecraft.mined.light_gray_concrete: #15, 103(1%)
minecraft.picked_up.acacia_sapling: #15, 180(1%)
minecraft.crafted.acacia_trapdoor: #15, 70(1%)
minecraft.dropped.wind_charge: #15, 52(1%)
minecraft.crafted.wheat: #15, 738(1%)
minecraft.crafted.lectern: #15, 16(1%)
minecraft.picked_up.ominous_trial_key: #15, 9(1%)
minecraft.picked_up.pink_banner: #15, 1(1%)
minecraft.mined.light_gray_carpet: #15, 8(1%)
minecraft.mined.red_concrete: #15, 84(1%)
minecraft.used.music_disc_13: #15, 1(1%)
minecraft.picked_up.brown_carpet: #15, 13(1%)
minecraft.picked_up.waxed_cut_copper_slab: #15, 3(1%)
minecraft.picked_up.cobblestone_slab: #15, 35(1%)
minecraft.used.gold_block: #15, 58(1%)
minecraft.mined.waxed_cut_copper_slab: #15, 3(1%)
minecraft.dropped.dark_oak_sapling: #15, 2(1%)
minecraft.dropped.bowl: #15, 2(1%)
minecraft.picked_up.orange_banner: #15, 1(1%)
minecraft.picked_up.mutton: #15, 63(0%)
minecraft.mined.copper_block: #15, 16(0%)
minecraft.custom.tune_noteblock: #15, 1361(0%)
minecraft.used.bamboo_hanging_sign: #15, 1(1%)
minecraft.picked_up.light_blue_shulker_box: #15, 23(0%)
minecraft.used.slime_block: #15, 54(0%)
minecraft.used.mangrove_leaves: #15, 105(0%)
minecraft.picked_up.amethyst_cluster: #15, 21(0%)
minecraft.dropped.smooth_stone_slab: #15, 18(0%)
minecraft.mined.light_blue_shulker_box: #15, 23(0%)
minecraft.used.light_blue_shulker_box: #15, 22(0%)
minecraft.mined.blackstone_stairs: #15, 1(1%)
minecraft.picked_up.white_tulip: #15, 21(0%)
minecraft.mined.jungle_fence: #15, 3(0%)
minecraft.used.honey_block: #15, 59(0%)
minecraft.crafted.light_gray_concrete_powder: #15, 136(0%)
minecraft.mined.warped_wart_block: #15, 88(0%)
minecraft.mined.brown_mushroom_block: #15, 225(0%)
minecraft.killed.wither_skeleton: #15, 83(0%)
minecraft.used.acacia_log: #15, 55(0%)
minecraft.custom.interact_with_cartography_table: #15, 2(0%)
minecraft.picked_up.diorite_slab: #15, 4(0%)
minecraft.crafted.jungle_boat: #15, 1(0%)
minecraft.mined.yellow_concrete: #15, 89(0%)
minecraft.picked_up.mossy_stone_brick_stairs: #15, 1(0%)
minecraft.picked_up.chest_minecart: #15, 2(0%)
minecraft.picked_up.armadillo_scute: #15, 19(0%)
minecraft.custom.damage_taken: #15, 409971(0%)
minecraft.picked_up.mossy_stone_brick_slab: #15, 1(0%)
minecraft.custom.fall_one_cm: #16, 9624065(3%)
minecraft.picked_up.cobbled_deepslate_wall: #15, 2(0%)
minecraft.used.warped_stairs: #15, 7(0%)
minecraft.picked_up.daylight_detector: #15, 1(0%)
minecraft.used.pearlescent_froglight: #15, 51(0%)
minecraft.crafted.stone_brick_slab: #15, 30(0%)
minecraft.picked_up.orange_stained_glass: #15, 3(0%)
minecraft.picked_up.jungle_fence: #15, 2(0%)
minecraft.crafted.mangrove_fence_gate: #15, 1(0%)
minecraft.used.blue_ice: #15, 6(0%)
minecraft.crafted.calibrated_sculk_sensor: #15, 1(0%)
minecraft.picked_up.sculk_catalyst: #15, 1(0%)
minecraft.mined.red_mushroom_block: #15, 7(0%)
minecraft.dropped.blaze_rod: #15, 3(0%)
minecraft.picked_up.light_blue_concrete_powder: #15, 1(0%)
minecraft.mined.sculk_catalyst: #15, 1(0%)
minecraft.dropped.glass: #15, 17(0%)
minecraft.used.orange_stained_glass_pane: #15, 4(0%)
minecraft.dropped.red_sand: #15, 3(0%)
minecraft.dropped.yellow_wool: #15, 2(0%)
minecraft.used.resin_block: #15, 4(0%)
minecraft.picked_up.soul_lantern: #15, 1(0%)
minecraft.mined.black_concrete_powder: #15, 3(0%)
minecraft.dropped.bamboo_block: #15, 10(0%)
minecraft.used.dark_prismarine: #15, 1(0%)
minecraft.crafted.chiseled_stone_bricks: #15, 1(0%)
minecraft.used.rail: #16, 1970(3%)
minecraft.picked_up.golden_carrot: #16, 1138(2%)
minecraft.used.wooden_pickaxe: #16, 14(3%)
minecraft.used.netherrack: #16, 1624(2%)
minecraft.used.shears: #16, 5263(2%)
minecraft.used.torch: #16, 4082(2%)
minecraft.picked_up.dark_oak_log: #16, 2068(2%)
minecraft.picked_up.iron_block: #16, 1277(2%)
minecraft.used.polished_tuff_slab: #16, 386(2%)
minecraft.picked_up.spruce_sign: #16, 44(2%)
minecraft.picked_up.diamond_leggings: #16, 14(2%)
minecraft.mined.lapis_ore: #16, 102(2%)
minecraft.picked_up.dirt: #16, 38714(2%)
minecraft.mined.redstone_wire: #16, 327(2%)
minecraft.used.piston: #16, 288(2%)
minecraft.used.cauldron: #16, 20(2%)
minecraft.picked_up.minecart: #16, 69(2%)
minecraft.used.stonecutter: #16, 29(2%)
minecraft.picked_up.firework_rocket: #16, 1916(1%)
minecraft.mined.note_block: #16, 33(2%)
minecraft.picked_up.beacon: #16, 9(2%)
minecraft.picked_up.spruce_planks: #16, 329(1%)
minecraft.dropped.diamond: #16, 178(2%)
minecraft.used.tuff_brick_wall: #16, 42(2%)
minecraft.picked_up.redstone: #16, 4436(2%)
minecraft.picked_up.stone_axe: #16, 1(2%)
minecraft.picked_up.white_concrete: #16, 784(1%)
minecraft.mined.kelp: #16, 66(1%)
minecraft.crafted.bucket: #16, 100(1%)
minecraft.dropped.stone: #16, 3550(1%)
minecraft.picked_up.glow_berries: #16, 79(1%)
minecraft.dropped.bundle: #16, 2(1%)
minecraft.picked_up.note_block: #16, 32(1%)
minecraft.picked_up.iron_door: #16, 10(1%)
minecraft.mined.amethyst_block: #16, 186(1%)
minecraft.picked_up.oak_button: #16, 9(1%)
minecraft.crafted.pink_shulker_box: #16, 2(2%)
minecraft.killed.phantom: #16, 16(1%)
minecraft.picked_up.name_tag: #16, 12(1%)
minecraft.custom.interact_with_brewingstand: #16, 172(1%)
minecraft.picked_up.basalt: #16, 348(1%)
minecraft.used.potion: #16, 441(1%)
minecraft.used.cobbled_deepslate: #16, 1051(1%)
minecraft.picked_up.blaze_rod: #16, 156(1%)
minecraft.used.warped_trapdoor: #16, 40(1%)
minecraft.picked_up.dispenser: #16, 42(1%)
minecraft.picked_up.netherite_helmet: #16, 3(1%)
minecraft.used.lime_dye: #16, 2(1%)
minecraft.crafted.stone_brick_stairs: #16, 32(1%)
minecraft.picked_up.cooked_porkchop: #16, 132(1%)
minecraft.mined.blackstone: #16, 421(1%)
minecraft.dropped.netherite_sword: #16, 1(1%)
minecraft.crafted.mossy_cobblestone: #16, 163(1%)
minecraft.picked_up.golden_apple: #16, 8(1%)
minecraft.picked_up.oak_door: #16, 3(1%)
minecraft.mined.stripped_oak_log: #16, 68(1%)
minecraft.picked_up.tnt: #16, 99(1%)
minecraft.dropped.tuff_bricks: #16, 38(1%)
minecraft.used.oak_planks: #16, 107(1%)
minecraft.custom.walk_one_cm: #17, 92563449(3%)
minecraft.mined.green_wool: #16, 21(1%)
minecraft.used.packed_ice: #16, 318(1%)
minecraft.mined.mangrove_log: #16, 229(1%)
minecraft.used.brewing_stand: #16, 7(1%)
minecraft.custom.fly_one_cm: #17, 52828042(2%)
minecraft.picked_up.pale_oak_sapling: #16, 62(1%)
minecraft.picked_up.glass_pane: #16, 20(1%)
minecraft.picked_up.glow_lichen: #16, 338(1%)
minecraft.used.cartography_table: #16, 3(1%)
minecraft.picked_up.slime_block: #16, 78(1%)
minecraft.crafted.green_terracotta: #16, 108(1%)
minecraft.dropped.oak_trapdoor: #16, 2(1%)
minecraft.dropped.pink_dye: #16, 2(1%)
minecraft.mined.sea_pickle: #16, 14(1%)
minecraft.picked_up.polished_tuff_stairs: #16, 13(1%)
minecraft.used.ominous_trial_key: #16, 5(1%)
minecraft.mined.waxed_oxidized_copper_bulb: #16, 1(1%)
minecraft.mined.yellow_terracotta: #16, 73(0%)
minecraft.crafted.acacia_fence: #16, 21(0%)
minecraft.mined.acacia_fence: #16, 2(1%)
minecraft.picked_up.cherry_trapdoor: #16, 4(0%)
minecraft.used.dark_oak_sapling: #16, 102(0%)
minecraft.picked_up.waxed_oxidized_copper_bulb: #16, 1(1%)
minecraft.picked_up.yellow_terracotta: #16, 65(0%)
minecraft.picked_up.polished_deepslate_stairs: #16, 10(0%)
minecraft.picked_up.brown_mushroom_block: #16, 201(0%)
minecraft.used.quartz_stairs: #16, 32(0%)
minecraft.picked_up.flow_pottery_sherd: #16, 2(0%)
minecraft.crafted.stone_hoe: #16, 1(0%)
minecraft.used.quartz_block: #16, 112(0%)
minecraft.dropped.golden_apple: #16, 1(0%)
minecraft.mined.mushroom_stem: #16, 36(0%)
minecraft.dropped.chicken: #16, 13(0%)
minecraft.used.blue_shulker_box: #16, 23(0%)
minecraft.picked_up.blue_shulker_box: #16, 22(0%)
minecraft.dropped.brick: #16, 20(0%)
minecraft.mined.blue_shulker_box: #16, 22(0%)
minecraft.crafted.cooked_salmon: #16, 17(0%)
minecraft.used.warped_stem: #16, 20(0%)
minecraft.dropped.white_shulker_box: #16, 1(0%)
minecraft.dropped.deepslate_diamond_ore: #16, 2(0%)
minecraft.picked_up.flint_and_steel: #16, 4(0%)
minecraft.dropped.deepslate_bricks: #16, 1(0%)
minecraft.used.yellow_bed: #16, 3(0%)
minecraft.mined.pearlescent_froglight: #16, 15(0%)
minecraft.picked_up.mushroom_stem: #16, 34(0%)
minecraft.picked_up.chiseled_stone_bricks: #16, 7(0%)
minecraft.dropped.soul_sand: #16, 10(0%)
minecraft.used.deepslate_tile_slab: #16, 78(0%)
minecraft.dropped.stone_sword: #16, 5(0%)
minecraft.mined.orange_carpet: #16, 1(0%)
minecraft.crafted.wooden_sword: #16, 2(0%)
minecraft.used.sea_pickle: #16, 11(0%)
minecraft.picked_up.weeping_vines: #16, 9(0%)
minecraft.mined.deepslate_tile_stairs: #16, 4(0%)
minecraft.dropped.glass_pane: #16, 2(0%)
minecraft.used.deepslate_brick_wall: #16, 3(0%)
minecraft.mined.stripped_mangrove_wood: #16, 1(0%)
minecraft.picked_up.stripped_mangrove_wood: #16, 1(0%)
minecraft.used.verdant_froglight: #16, 46(0%)
minecraft.used.azure_bluet: #16, 1(0%)
minecraft.crafted.blue_ice: #16, 5(0%)
minecraft.crafted.slime_block: #16, 4(0%)
minecraft.picked_up.resin_block: #16, 4(0%)
minecraft.used.red_sand: #16, 2(0%)
minecraft.dropped.green_wool: #16, 1(0%)
minecraft.used.waxed_copper_bulb: #16, 1(0%)
minecraft.picked_up.brown_concrete: #16, 1(0%)
minecraft.dropped.warped_roots: #16, 1(0%)
minecraft.mined.black_carpet: #16, 2(0%)
minecraft.dropped.copper_ingot: #16, 2(0%)
minecraft.mined.prismarine_bricks: #16, 4(0%)
minecraft.used.purpur_block: #16, 2(0%)
minecraft.used.resin_clump: #16, 2(0%)
minecraft.custom.crouch_one_cm: #17, 11324465(2%)
minecraft.dropped.elytra: #17, 8(3%)
minecraft.mined.chest: #17, 419(2%)
minecraft.used.powered_rail: #17, 562(2%)
minecraft.custom.interact_with_lectern: #17, 205(1%)
minecraft.dropped.wooden_pickaxe: #17, 1(3%)
minecraft.mined.cobblestone: #17, 960(2%)
minecraft.picked_up.salmon: #17, 142(2%)
minecraft.dropped.netherrack: #17, 1916(2%)
minecraft.picked_up.calcite: #17, 619(2%)
minecraft.crafted.mangrove_door: #17, 3(2%)
minecraft.used.iron_axe: #17, 380(2%)
minecraft.mined.comparator: #17, 37(1%)
minecraft.dropped.spruce_log: #17, 75(2%)
minecraft.used.polished_tuff: #17, 657(1%)
minecraft.used.oak_button: #17, 10(1%)
minecraft.mined.loom: #17, 3(2%)
minecraft.used.ender_chest: #17, 211(1%)
minecraft.mined.peony: #17, 8(1%)
minecraft.killed.ghast: #17, 14(1%)
minecraft.killed.salmon: #17, 36(1%)
minecraft.crafted.dark_oak_slab: #17, 300(1%)
minecraft.dropped.baked_potato: #17, 46(1%)
minecraft.mined.ender_chest: #17, 197(1%)
minecraft.mined.sticky_piston: #17, 35(1%)
minecraft.used.iron_block: #17, 845(1%)
minecraft.used.milk_bucket: #17, 2(1%)
minecraft.used.glass_bottle: #17, 494(1%)
minecraft.used.diamond_boots: #17, 4(1%)
minecraft.mined.white_wall_banner: #17, 4(1%)
minecraft.picked_up.sticky_piston: #17, 42(1%)
minecraft.dropped.birch_sign: #17, 2(1%)
minecraft.dropped.chiseled_tuff_bricks: #17, 8(1%)
minecraft.used.oak_log: #17, 161(1%)
minecraft.picked_up.loom: #17, 3(1%)
minecraft.picked_up.blackstone: #17, 413(1%)
minecraft.dropped.lapis_ore: #17, 2(1%)
minecraft.picked_up.spruce_fence_gate: #17, 16(1%)
minecraft.mined.soul_fire: #17, 14(1%)
minecraft.picked_up.chicken: #17, 53(1%)
minecraft.picked_up.tipped_arrow: #17, 83(1%)
minecraft.crafted.mangrove_trapdoor: #17, 30(1%)
minecraft.crafted.lapis_block: #17, 69(1%)
minecraft.mined.cherry_trapdoor: #17, 3(1%)
minecraft.dropped.cobblestone: #17, 1116(0%)
minecraft.used.light_gray_concrete_powder: #17, 131(1%)
minecraft.used.cornflower: #17, 1(1%)
minecraft.mined.mangrove_roots: #17, 376(1%)
minecraft.used.glow_item_frame: #17, 20(1%)
minecraft.used.orange_shulker_box: #17, 24(0%)
minecraft.picked_up.emerald_ore: #17, 3(1%)
minecraft.used.cobblestone_wall: #17, 18(0%)
minecraft.mined.deepslate_bricks: #17, 34(0%)
minecraft.picked_up.compass: #17, 6(0%)
minecraft.used.dandelion: #17, 3(0%)
minecraft.mined.detector_rail: #17, 1(0%)
minecraft.used.light_gray_concrete: #17, 36(0%)
minecraft.mined.chiseled_deepslate: #17, 3(0%)
minecraft.dropped.oak_button: #17, 1(0%)
minecraft.used.orange_terracotta: #17, 58(0%)
minecraft.crafted.light_blue_stained_glass_pane: #17, 16(0%)
minecraft.used.stone_brick_wall: #17, 12(0%)
minecraft.used.birch_trapdoor: #17, 5(0%)
minecraft.picked_up.cyan_concrete: #17, 9(0%)
minecraft.mined.stripped_birch_log: #17, 16(0%)
minecraft.picked_up.acacia_fence: #17, 2(0%)
minecraft.mined.waxed_oxidized_copper_grate: #17, 5(0%)
minecraft.picked_up.stripped_birch_log: #17, 16(0%)
minecraft.crafted.detector_rail: #17, 6(0%)
minecraft.mined.polished_deepslate_stairs: #17, 4(0%)
minecraft.used.birch_fence: #17, 7(0%)
minecraft.picked_up.light_gray_concrete_powder: #17, 15(0%)
minecraft.mined.lily_pad: #17, 7(0%)
minecraft.used.sandstone: #17, 41(0%)
minecraft.mined.white_stained_glass: #17, 7(0%)
minecraft.mined.cyan_concrete: #17, 9(0%)
minecraft.picked_up.waxed_copper_grate: #17, 6(0%)
minecraft.mined.purpur_block: #17, 19(0%)
minecraft.mined.waxed_copper_grate: #17, 5(0%)
minecraft.picked_up.turtle_egg: #17, 2(0%)
minecraft.picked_up.white_terracotta: #17, 31(0%)
minecraft.picked_up.deepslate_tile_stairs: #17, 4(0%)
minecraft.dropped.ghast_tear: #17, 1(0%)
minecraft.mined.infested_stone: #17, 2(0%)
minecraft.crafted.nether_bricks: #17, 16(0%)
minecraft.picked_up.lime_concrete: #17, 5(0%)
minecraft.mined.purpur_stairs: #17, 2(0%)
minecraft.dropped.jungle_log: #17, 2(0%)
minecraft.picked_up.orange_carpet: #17, 1(0%)
minecraft.crafted.tuff_bricks: #17, 13(0%)
minecraft.picked_up.chiseled_deepslate: #17, 1(0%)
minecraft.used.yellow_wool: #17, 17(0%)
minecraft.picked_up.brown_terracotta: #17, 17(0%)
minecraft.picked_up.magenta_wool: #17, 3(0%)
minecraft.picked_up.blackstone_slab: #17, 1(0%)
minecraft.crafted.cyan_concrete_powder: #17, 8(0%)
minecraft.mined.brown_terracotta: #17, 15(0%)
minecraft.picked_up.twisting_vines: #17, 2(0%)
minecraft.used.pale_moss_carpet: #17, 5(0%)
minecraft.used.cherry_leaves: #17, 3(0%)
minecraft.crafted.orange_stained_glass: #17, 8(0%)
minecraft.mined.resin_clump: #17, 2(0%)
minecraft.used.warped_slab: #17, 2(0%)
minecraft.used.deepslate_tile_wall: #17, 1(0%)
minecraft.mined.prismarine: #17, 2(0%)
minecraft.used.spruce_button: #17, 4(0%)
minecraft.killed.drowned: #17, 34(0%)
minecraft.custom.interact_with_furnace: #18, 1788(3%)
minecraft.picked_up.leather_helmet: #18, 7(2%)
minecraft.picked_up.stick: #18, 3027(2%)
minecraft.killed_by.player: #18, 41(1%)
minecraft.picked_up.diamond_boots: #18, 19(2%)
