stat, rank, value, (percentage) 
minecraft.dropped.ender_chest: #10, 19(2%)
minecraft.broken.iron_shovel: #10, 6(3%)
minecraft.picked_up.cherry_planks: #10, 42(3%)
minecraft.mined.dark_oak_planks: #10, 90(2%)
minecraft.picked_up.brown_mushroom: #10, 226(2%)
minecraft.killed_by.zombified_piglin: #10, 1(5%)
minecraft.picked_up.short_grass: #10, 1335(2%)
minecraft.crafted.green_banner: #10, 10(3%)
minecraft.used.birch_trapdoor: #10, 46(2%)
minecraft.picked_up.cooked_porkchop: #10, 306(2%)
minecraft.picked_up.light_blue_terracotta: #10, 63(3%)
minecraft.broken.diamond_pickaxe: #10, 1(4%)
minecraft.mined.jungle_stairs: #10, 19(2%)
minecraft.dropped.iron_nugget: #10, 345(2%)
minecraft.crafted.acacia_hanging_sign: #10, 6(4%)
minecraft.crafted.crafter: #10, 58(2%)
minecraft.mined.white_stained_glass: #10, 80(2%)
minecraft.crafted.pink_shulker_box: #10, 3(2%)
minecraft.used.jungle_planks: #10, 351(2%)
minecraft.dropped.tnt: #10, 64(2%)
minecraft.mined.mud_brick_slab: #10, 20(2%)
minecraft.mined.jungle_sign: #10, 1(4%)
minecraft.used.oxeye_daisy: #10, 5(2%)
minecraft.dropped.waxed_oxidized_copper_grate: #10, 4(3%)
minecraft.dropped.lead: #10, 16(2%)
minecraft.dropped.cobblestone: #10, 3597(2%)
minecraft.used.packed_ice: #10, 767(2%)
minecraft.mined.polished_tuff_stairs: #10, 38(2%)
minecraft.used.stripped_jungle_log: #10, 62(2%)
minecraft.crafted.gray_carpet: #10, 254(2%)
minecraft.crafted.birch_trapdoor: #10, 30(2%)
minecraft.crafted.andesite_slab: #10, 110(2%)
minecraft.used.cornflower: #10, 3(2%)
minecraft.picked_up.brick_stairs: #10, 10(2%)
minecraft.picked_up.wither_rose: #10, 142(2%)
minecraft.crafted.warped_sign: #10, 21(2%)
minecraft.crafted.mud_brick_wall: #10, 57(2%)
minecraft.crafted.acacia_fence: #10, 75(2%)
minecraft.mined.cobblestone_stairs: #10, 45(2%)
minecraft.used.cobbled_deepslate_wall: #10, 87(2%)
minecraft.dropped.dripstone_block: #10, 74(2%)
minecraft.crafted.light_gray_shulker_box: #10, 6(2%)
minecraft.crafted.cherry_trapdoor: #10, 36(2%)
minecraft.mined.polished_blackstone_bricks: #10, 123(2%)
minecraft.mined.birch_door: #10, 1(3%)
minecraft.picked_up.copper_ingot: #10, 252(1%)
minecraft.picked_up.cactus: #10, 561(1%)
minecraft.used.mangrove_leaves: #10, 346(2%)
minecraft.dropped.shulker_box: #10, 29(1%)
minecraft.used.white_stained_glass_pane: #10, 217(1%)
minecraft.dropped.spore_blossom: #10, 1(3%)
minecraft.dropped.spider_eye: #10, 1058(1%)
minecraft.used.oxidized_cut_copper_stairs: #10, 62(1%)
minecraft.mined.spruce_wall_hanging_sign: #10, 2(2%)
minecraft.picked_up.acacia_wood: #10, 19(1%)
minecraft.used.polished_granite: #10, 105(1%)
minecraft.used.cooked_porkchop: #10, 169(1%)
minecraft.dropped.cherry_planks: #10, 5(2%)
minecraft.dropped.acacia_sapling: #10, 10(1%)
minecraft.picked_up.scaffolding: #11, 9204(5%)
minecraft.used.cherry_wood: #10, 12(2%)
minecraft.crafted.moss_carpet: #10, 267(1%)
minecraft.dropped.tuff_slab: #10, 6(2%)
minecraft.crafted.light_blue_stained_glass_pane: #10, 48(1%)
minecraft.mined.emerald_ore: #10, 9(1%)
minecraft.dropped.salmon: #10, 11(1%)
minecraft.dropped.jungle_boat: #10, 1(2%)
minecraft.used.blackstone_stairs: #10, 17(1%)
minecraft.mined.brown_wool: #10, 11(1%)
minecraft.dropped.iron_trapdoor: #10, 3(2%)
minecraft.dropped.mossy_cobblestone: #10, 25(1%)
minecraft.picked_up.mossy_stone_brick_stairs: #10, 3(1%)
minecraft.picked_up.charcoal: #10, 60(1%)
minecraft.picked_up.music_disc_blocks: #10, 1(2%)
minecraft.mined.light_blue_bed: #10, 4(1%)
minecraft.mined.pink_concrete: #10, 67(1%)
minecraft.used.light_gray_stained_glass_pane: #10, 60(1%)
minecraft.picked_up.light_blue_bed: #10, 4(1%)
minecraft.mined.exposed_copper_grate: #10, 2(1%)
minecraft.mined.green_stained_glass: #10, 9(1%)
minecraft.used.chiseled_sandstone: #10, 4(1%)
minecraft.picked_up.bamboo_door: #10, 5(1%)
minecraft.picked_up.pumpkin_pie: #10, 7(1%)
minecraft.mined.dark_oak_pressure_plate: #10, 1(2%)
minecraft.used.bamboo_fence_gate: #10, 11(1%)
minecraft.used.mangrove_roots: #10, 206(1%)
minecraft.picked_up.pink_concrete: #10, 70(1%)
minecraft.used.warped_hyphae: #10, 25(1%)
minecraft.mined.tube_coral_block: #10, 31(1%)
minecraft.used.chest_minecart: #10, 3(1%)
minecraft.used.quartz_slab: #10, 70(1%)
minecraft.picked_up.tube_coral_block: #10, 30(1%)
minecraft.crafted.candle: #10, 121(1%)
minecraft.picked_up.cyan_candle: #10, 2(1%)
minecraft.used.pink_carpet: #10, 8(1%)
minecraft.used.lily_of_the_valley: #10, 2(1%)
minecraft.mined.exposed_cut_copper_slab: #10, 1(1%)
minecraft.mined.polished_diorite_slab: #10, 1(1%)
minecraft.picked_up.exposed_cut_copper_slab: #10, 1(1%)
minecraft.dropped.sticky_piston: #10, 7(1%)
minecraft.mined.pale_oak_leaves: #10, 305(0%)
minecraft.picked_up.brown_concrete: #10, 13(1%)
minecraft.crafted.chiseled_stone_bricks: #10, 47(1%)
minecraft.crafted.bamboo_fence_gate: #10, 9(1%)
minecraft.mined.purple_wool: #10, 3(1%)
minecraft.mined.blue_ice: #10, 32(0%)
minecraft.mined.horn_coral_fan: #10, 3(1%)
minecraft.mined.brain_coral_block: #10, 26(1%)
minecraft.crafted.compass: #10, 173(0%)
minecraft.crafted.brown_shulker_box: #10, 2(0%)
minecraft.used.orange_stained_glass_pane: #10, 25(1%)
minecraft.used.orange_tulip: #10, 1(1%)
minecraft.dropped.birch_leaves: #10, 17(0%)
minecraft.crafted.deepslate_brick_wall: #10, 2(1%)
minecraft.dropped.verdant_froglight: #10, 47(0%)
minecraft.used.magenta_stained_glass: #10, 18(0%)
minecraft.picked_up.dark_oak_pressure_plate: #10, 1(1%)
minecraft.dropped.quartz_block: #10, 63(1%)
minecraft.picked_up.waxed_exposed_copper_trapdoor: #10, 2(0%)
minecraft.picked_up.polished_blackstone_brick_stairs: #10, 2(0%)
minecraft.mined.waxed_exposed_copper_trapdoor: #10, 2(0%)
minecraft.picked_up.brown_candle: #10, 2(0%)
minecraft.dropped.acacia_leaves: #10, 5(0%)
minecraft.used.brown_concrete: #10, 5(0%)
minecraft.dropped.melon: #10, 27(0%)
minecraft.crafted.blue_stained_glass: #10, 16(0%)
minecraft.dropped.warped_fungus: #10, 1(0%)
minecraft.used.salmon_bucket: #10, 1(0%)
minecraft.dropped.mossy_stone_bricks: #10, 4(0%)
minecraft.dropped.cod: #10, 50(0%)
minecraft.mined.stripped_birch_wood: #10, 7(0%)
minecraft.dropped.cracked_stone_bricks: #10, 8(0%)
minecraft.picked_up.stripped_pale_oak_wood: #10, 1(0%)
minecraft.mined.stripped_pale_oak_wood: #10, 1(0%)
minecraft.dropped.gold_block: #10, 1(0%)
minecraft.mined.vine: #11, 628(4%)
minecraft.crafted.dried_kelp_block: #10, 2(0%)
minecraft.crafted.magenta_stained_glass: #10, 16(0%)
minecraft.used.spruce_button: #10, 24(0%)
minecraft.picked_up.lime_concrete_powder: #10, 2(0%)
minecraft.dropped.diamond_pickaxe: #11, 17(4%)
minecraft.used.spruce_boat: #11, 23(4%)
minecraft.crafted.rail: #11, 1296(4%)
minecraft.picked_up.flint: #11, 699(4%)
minecraft.crafted.dark_oak_slab: #11, 924(4%)
minecraft.picked_up.melon: #11, 1272(4%)
minecraft.dropped.stone: #11, 9218(3%)
minecraft.picked_up.jungle_log: #11, 1754(3%)
minecraft.crafted.chest: #11, 2416(3%)
minecraft.picked_up.blackstone: #11, 1907(3%)
minecraft.mined.farmland: #11, 150(3%)
minecraft.picked_up.spruce_boat: #11, 22(4%)
minecraft.crafted.cauldron: #11, 64(3%)
minecraft.picked_up.bread: #11, 232(3%)
minecraft.mined.pumpkin: #11, 1317(3%)
minecraft.picked_up.diamond_axe: #11, 36(3%)
minecraft.dropped.spruce_slab: #11, 64(4%)
minecraft.used.birch_log: #11, 415(3%)
minecraft.picked_up.cookie: #11, 147(4%)
minecraft.mined.diamond_ore: #11, 9(4%)
minecraft.picked_up.melon_seeds: #11, 49(3%)
minecraft.picked_up.black_stained_glass_pane: #11, 27(3%)
minecraft.picked_up.clay_ball: #11, 2188(3%)
minecraft.used.oak_door: #11, 8(3%)
minecraft.picked_up.melon_slice: #11, 1566(2%)
minecraft.crafted.yellow_dye: #11, 948(3%)
minecraft.used.white_bed: #11, 176(3%)
minecraft.used.jungle_log: #11, 348(3%)
minecraft.dropped.item_frame: #11, 15(4%)
minecraft.crafted.acacia_planks: #11, 1552(2%)
minecraft.picked_up.polished_diorite: #11, 38(3%)
minecraft.picked_up.warped_wart_block: #11, 710(3%)
minecraft.crafted.wheat: #11, 2637(3%)
minecraft.used.cobbled_deepslate_slab: #11, 516(3%)
minecraft.mined.soul_soil: #11, 645(2%)
minecraft.picked_up.campfire: #11, 35(2%)
minecraft.mined.bamboo_sapling: #11, 7(3%)
minecraft.used.cyan_wool: #11, 165(3%)
minecraft.crafted.oak_door: #11, 9(3%)
minecraft.used.peony: #11, 7(3%)
minecraft.mined.piston: #11, 94(2%)
minecraft.dropped.iron_bars: #11, 83(3%)
minecraft.dropped.wheat_seeds: #11, 3775(2%)
minecraft.used.muddy_mangrove_roots: #11, 241(3%)
minecraft.used.polished_tuff_stairs: #11, 203(2%)
minecraft.mined.andesite_slab: #11, 22(2%)
minecraft.used.jungle_slab: #11, 160(2%)
minecraft.dropped.bucket: #11, 40(2%)
minecraft.used.azalea: #11, 78(2%)
minecraft.picked_up.kelp: #11, 1668(2%)
minecraft.used.oxidized_copper: #11, 223(2%)
minecraft.picked_up.tnt: #11, 231(2%)
minecraft.picked_up.deepslate_bricks: #11, 202(2%)
minecraft.picked_up.coarse_dirt: #11, 433(2%)
minecraft.picked_up.tuff_slab: #11, 32(2%)
minecraft.crafted.cyan_dye: #11, 442(2%)
minecraft.dropped.crafting_table: #11, 7(2%)
minecraft.picked_up.polished_andesite_stairs: #11, 15(2%)
minecraft.dropped.iron_ore: #11, 39(2%)
minecraft.used.acacia_trapdoor: #11, 162(2%)
minecraft.picked_up.iron_sword: #11, 9(2%)
minecraft.mined.stripped_jungle_log: #11, 73(2%)
minecraft.used.air: #11, 686(1%)
minecraft.picked_up.rabbit_foot: #11, 1(3%)
minecraft.mined.jungle_trapdoor: #11, 15(2%)
minecraft.crafted.cherry_sign: #11, 3(2%)
minecraft.picked_up.polished_tuff_stairs: #11, 35(1%)
minecraft.mined.orange_wool: #11, 34(2%)
minecraft.picked_up.black_stained_glass: #11, 82(1%)
minecraft.picked_up.lime_stained_glass: #11, 24(2%)
minecraft.mined.brown_mushroom_block: #11, 859(1%)
minecraft.crafted.red_terracotta: #11, 176(2%)
minecraft.dropped.deepslate_bricks: #11, 5(2%)
minecraft.used.yellow_terracotta: #11, 119(1%)
minecraft.crafted.cyan_stained_glass: #11, 144(2%)
minecraft.mined.brown_bed: #11, 1(2%)
minecraft.crafted.gray_terracotta: #11, 144(2%)
minecraft.mined.andesite_stairs: #11, 5(1%)
minecraft.killed.endermite: #11, 3(1%)
minecraft.mined.jungle_fence: #11, 10(2%)
minecraft.mined.white_tulip: #11, 20(1%)
minecraft.mined.purpur_block: #11, 155(1%)
minecraft.crafted.blast_furnace: #11, 31(1%)
minecraft.picked_up.mud_brick_slab: #11, 20(2%)
minecraft.used.warped_fence_gate: #11, 9(2%)
minecraft.picked_up.jungle_trapdoor: #11, 15(1%)
minecraft.mined.nether_bricks: #11, 71(1%)
minecraft.used.mangrove_wood: #11, 83(1%)
minecraft.used.smooth_stone: #11, 1334(1%)
minecraft.dropped.jungle_planks: #11, 8(1%)
minecraft.picked_up.brown_bed: #11, 1(2%)
minecraft.crafted.white_stained_glass_pane: #11, 208(1%)
minecraft.picked_up.birch_leaves: #11, 1201(1%)
minecraft.used.copper_grate: #11, 60(1%)
minecraft.picked_up.smooth_sandstone_stairs: #11, 12(2%)
minecraft.dropped.mangrove_slab: #11, 6(1%)
minecraft.picked_up.purpur_stairs: #11, 22(1%)
minecraft.dropped.jungle_log: #11, 21(1%)
minecraft.crafted.polished_granite: #11, 124(1%)
minecraft.dropped.azalea: #11, 66(1%)
minecraft.dropped.light_blue_dye: #11, 3(1%)
minecraft.dropped.blackstone: #11, 88(1%)
minecraft.crafted.warped_fence_gate: #11, 7(1%)
minecraft.dropped.stonecutter: #11, 1(2%)
minecraft.dropped.stripped_spruce_log: #11, 3(1%)
minecraft.used.map: #11, 10(1%)
minecraft.used.black_wool: #11, 280(1%)
minecraft.picked_up.exposed_copper_grate: #11, 2(1%)
minecraft.picked_up.mud_brick_stairs: #11, 5(1%)
minecraft.mined.stripped_pale_oak_log: #11, 28(1%)
minecraft.used.mud_brick_stairs: #11, 15(1%)
minecraft.picked_up.jungle_fence: #11, 10(1%)
minecraft.used.birch_slab: #11, 64(1%)
minecraft.dropped.lilac: #11, 5(1%)
minecraft.mined.stripped_acacia_wood: #11, 7(1%)
minecraft.crafted.warped_hyphae: #11, 24(1%)
minecraft.used.sandstone: #11, 126(1%)
minecraft.used.dark_oak_pressure_plate: #11, 2(1%)
minecraft.picked_up.snow_block: #11, 660(1%)
minecraft.picked_up.stripped_acacia_wood: #11, 6(1%)
minecraft.used.purple_wool: #11, 12(1%)
minecraft.picked_up.tuff_stairs: #11, 3(1%)
minecraft.used.oak_sapling: #11, 221(0%)
minecraft.used.acacia_hanging_sign: #11, 1(1%)
minecraft.dropped.cut_sandstone: #11, 6(1%)
minecraft.picked_up.green_stained_glass: #11, 9(1%)
minecraft.used.lilac: #11, 5(1%)
minecraft.picked_up.red_mushroom_block: #11, 37(1%)
minecraft.killed.creaking: #11, 2(1%)
minecraft.dropped.vine: #11, 2(1%)
minecraft.mined.brown_concrete: #11, 12(1%)
minecraft.crafted.white_banner: #11, 42(0%)
minecraft.crafted.glistering_melon_slice: #11, 8(1%)
minecraft.mined.chiseled_stone_bricks: #11, 9(1%)
minecraft.dropped.white_concrete: #11, 9(0%)
minecraft.crafted.tuff_stairs: #11, 4(1%)
minecraft.crafted.cherry_fence: #11, 6(1%)
minecraft.mined.diorite_wall: #11, 2(1%)
minecraft.dropped.stone_hoe: #11, 1(1%)
minecraft.dropped.waxed_oxidized_cut_copper_stairs: #11, 1(1%)
minecraft.crafted.black_carpet: #11, 49(0%)
minecraft.crafted.red_nether_bricks: #11, 17(0%)
minecraft.used.stripped_pale_oak_log: #11, 10(0%)
minecraft.picked_up.sandstone_wall: #11, 2(0%)
minecraft.dropped.crying_obsidian: #11, 6(0%)
minecraft.used.gray_bed: #11, 4(0%)
minecraft.used.cauldron: #12, 45(4%)
minecraft.mined.sponge: #11, 34(0%)
minecraft.dropped.honeycomb: #11, 31(0%)
minecraft.crafted.chest_minecart: #11, 1(0%)
minecraft.used.wet_sponge: #11, 42(0%)
minecraft.picked_up.cyan_concrete_powder: #11, 8(0%)
minecraft.crafted.light_blue_stained_glass: #11, 72(0%)
minecraft.used.cherry_fence: #11, 2(0%)
minecraft.crafted.activator_rail: #11, 12(0%)
minecraft.dropped.dropper: #11, 1(0%)
minecraft.picked_up.stripped_birch_wood: #11, 6(0%)
minecraft.crafted.melon: #11, 57(0%)
minecraft.dropped.white_concrete_powder: #11, 1(0%)
minecraft.crafted.brown_stained_glass: #11, 8(0%)
minecraft.used.pale_oak_button: #11, 1(0%)
minecraft.dropped.glow_lichen: #11, 2(0%)
minecraft.dropped.pink_wool: #11, 1(0%)
minecraft.used.prismarine: #11, 3(0%)
minecraft.picked_up.netherrack: #12, 11704(4%)
minecraft.mined.chest: #12, 651(4%)
minecraft.picked_up.oak_sign: #12, 58(3%)
minecraft.used.furnace: #12, 156(3%)
minecraft.picked_up.salmon: #12, 230(3%)
minecraft.used.hay_block: #12, 64(3%)
minecraft.custom.enchant_item: #12, 104(3%)
minecraft.custom.interact_with_beacon: #12, 40(3%)
minecraft.mined.polished_tuff_slab: #12, 79(3%)
minecraft.used.armor_stand: #12, 159(3%)
minecraft.picked_up.wheat_seeds: #12, 16018(2%)
minecraft.used.cyan_shulker_box: #12, 120(2%)
minecraft.broken.shears: #12, 19(3%)
minecraft.picked_up.bone_meal: #12, 3168(2%)
minecraft.crafted.iron_bars: #12, 848(3%)
minecraft.picked_up.cyan_shulker_box: #12, 102(2%)
minecraft.mined.mangrove_stairs: #12, 23(3%)
minecraft.picked_up.loom: #12, 9(3%)
minecraft.used.lectern: #12, 190(3%)
minecraft.mined.cyan_shulker_box: #12, 101(2%)
minecraft.picked_up.polished_tuff_slab: #12, 117(2%)
minecraft.used.deepslate_redstone_ore: #12, 358(2%)
minecraft.picked_up.dark_oak_planks: #12, 152(2%)
minecraft.picked_up.soul_soil: #12, 632(2%)
minecraft.mined.gold_ore: #12, 88(2%)
minecraft.used.iron_shovel: #12, 1779(2%)
minecraft.picked_up.glass: #12, 1464(2%)
minecraft.picked_up.armor_stand: #12, 107(2%)
minecraft.mined.dripstone_block: #12, 964(2%)
minecraft.dropped.spruce_sign: #12, 13(2%)
minecraft.dropped.iron_pickaxe: #12, 3(3%)
minecraft.picked_up.deepslate_lapis_ore: #12, 74(2%)
minecraft.mined.stone_slab: #12, 158(2%)
minecraft.broken.fishing_rod: #12, 3(2%)
minecraft.mined.nether_brick_fence: #12, 10(2%)
minecraft.dropped.stick: #12, 1404(2%)
minecraft.used.melon: #12, 19(2%)
minecraft.picked_up.glowstone: #12, 162(2%)
minecraft.picked_up.deepslate_redstone_ore: #12, 407(2%)
minecraft.dropped.wheat: #12, 307(2%)
minecraft.dropped.oxeye_daisy: #12, 16(2%)
minecraft.dropped.gold_nugget: #12, 236(2%)
minecraft.picked_up.cobblestone: #12, 33597(1%)
minecraft.crafted.mangrove_trapdoor: #12, 74(2%)
minecraft.dropped.stone_button: #12, 16(2%)
minecraft.picked_up.diamond_ore: #12, 4(2%)
minecraft.picked_up.mossy_stone_bricks: #12, 109(2%)
minecraft.crafted.acacia_trapdoor: #12, 134(2%)
minecraft.used.azalea_leaves: #12, 1332(2%)
minecraft.crafted.yellow_shulker_box: #12, 4(1%)
minecraft.picked_up.lectern: #12, 83(1%)
minecraft.mined.lectern: #12, 82(1%)
minecraft.picked_up.smooth_stone: #12, 759(1%)
minecraft.mined.sweet_berry_bush: #12, 18(1%)
minecraft.crafted.black_stained_glass_pane: #12, 160(1%)
minecraft.picked_up.white_stained_glass: #12, 68(1%)
minecraft.mined.red_tulip: #12, 28(1%)
minecraft.used.mud_brick_slab: #12, 73(1%)
minecraft.picked_up.cherry_leaves: #12, 376(1%)
minecraft.killed.sheep: #12, 46(1%)
minecraft.mined.light_gray_stained_glass_pane: #12, 5(2%)
minecraft.dropped.bone_meal: #12, 911(1%)
minecraft.crafted.yellow_terracotta: #12, 184(1%)
minecraft.dropped.compass: #12, 2(2%)
minecraft.crafted.cooked_salmon: #12, 58(1%)
minecraft.mined.mud_brick_stairs: #12, 5(2%)
minecraft.crafted.birch_door: #12, 3(2%)
minecraft.crafted.polished_basalt: #12, 128(1%)
minecraft.picked_up.lava_bucket: #12, 7(1%)
minecraft.used.dark_oak_planks: #12, 215(1%)
minecraft.mined.polished_andesite_slab: #12, 13(1%)
minecraft.used.raw_copper_block: #12, 4(1%)
minecraft.picked_up.netherite_upgrade_smithing_template: #12, 1(1%)
minecraft.crafted.cookie: #12, 108(1%)
minecraft.mined.red_sand: #12, 1297(1%)
minecraft.broken.stone_axe: #12, 1(1%)
minecraft.mined.yellow_terracotta: #12, 121(1%)
minecraft.mined.acacia_sapling: #12, 7(1%)
minecraft.mined.cobbled_deepslate_wall: #12, 5(1%)
minecraft.picked_up.red_sand: #12, 1246(1%)
minecraft.crafted.stone_hoe: #12, 2(1%)
minecraft.crafted.dark_oak_wood: #12, 102(1%)
minecraft.used.exposed_copper_trapdoor: #12, 6(1%)
minecraft.used.cherry_trapdoor: #12, 19(1%)
minecraft.crafted.dark_oak_pressure_plate: #12, 3(1%)
minecraft.picked_up.light_blue_dye: #12, 7(1%)
minecraft.picked_up.andesite_stairs: #12, 5(1%)
minecraft.used.waxed_oxidized_copper_bulb: #12, 6(1%)
minecraft.mined.packed_mud: #12, 272(1%)
minecraft.mined.mud_bricks: #12, 27(1%)
minecraft.crafted.apple: #12, 64(1%)
minecraft.picked_up.magenta_wool: #12, 31(1%)
minecraft.dropped.glass: #12, 161(1%)
minecraft.mined.red_mushroom_block: #12, 47(1%)
minecraft.mined.brown_terracotta: #12, 158(1%)
minecraft.picked_up.packed_mud: #12, 272(0%)
minecraft.crafted.end_rod: #12, 64(1%)
minecraft.used.gray_stained_glass: #12, 85(1%)
minecraft.crafted.light_blue_wool: #12, 42(1%)
minecraft.mined.cut_sandstone: #12, 15(0%)
minecraft.picked_up.brown_terracotta: #12, 140(1%)
minecraft.picked_up.cut_sandstone: #12, 14(0%)
minecraft.picked_up.fern: #12, 82(1%)
minecraft.picked_up.brain_coral_block: #12, 26(1%)
minecraft.crafted.jungle_button: #12, 4(1%)
minecraft.used.light_blue_bed: #12, 3(1%)
minecraft.used.trident: #12, 115(0%)
minecraft.used.cookie: #12, 12(1%)
minecraft.used.totem_of_undying: #12, 2(1%)
minecraft.picked_up.waxed_weathered_cut_copper_stairs: #12, 1(1%)
minecraft.used.cobblestone_stairs: #12, 44(0%)
minecraft.dropped.composter: #12, 1(1%)
minecraft.picked_up.mossy_cobblestone_slab: #12, 3(1%)
minecraft.used.light_blue_terracotta: #12, 57(0%)
minecraft.dropped.jungle_sapling: #12, 1(1%)
minecraft.used.gold_ore: #12, 5(0%)
minecraft.picked_up.cyan_carpet: #12, 4(0%)
minecraft.crafted.cooked_mutton: #12, 12(0%)
minecraft.used.deepslate_copper_ore: #12, 9(0%)
minecraft.dropped.nether_wart: #12, 2(0%)
minecraft.mined.fire_coral_block: #12, 14(0%)
minecraft.picked_up.diorite_wall: #12, 2(0%)
minecraft.dropped.purple_wool: #12, 1(0%)
minecraft.mined.weathered_cut_copper: #12, 1(0%)
minecraft.dropped.blaze_rod: #12, 8(0%)
minecraft.picked_up.white_concrete_powder: #12, 114(0%)
minecraft.mined.blue_terracotta: #12, 8(0%)
minecraft.crafted.gray_wool: #12, 12(0%)
minecraft.picked_up.blue_terracotta: #12, 8(0%)
minecraft.picked_up.polished_diorite_slab: #12, 1(0%)
minecraft.used.cherry_leaves: #12, 15(0%)
minecraft.dropped.light_gray_terracotta: #12, 1(0%)
minecraft.used.tuff_stairs: #12, 3(0%)
minecraft.used.green_bed: #12, 1(0%)
minecraft.dropped.piston: #12, 2(0%)
minecraft.used.waxed_weathered_cut_copper_stairs: #12, 1(0%)
minecraft.crafted.spruce_button: #12, 21(0%)
minecraft.crafted.pale_oak_button: #12, 1(0%)
minecraft.used.bamboo_button: #12, 4(0%)
minecraft.crafted.pumpkin_pie: #12, 1(0%)
minecraft.used.weathered_copper: #12, 4(0%)
minecraft.used.exposed_copper: #12, 3(0%)
minecraft.picked_up.carved_pumpkin: #13, 270(2%)
minecraft.mined.scaffolding: #13, 2596(3%)
minecraft.picked_up.spruce_stairs: #13, 196(3%)
minecraft.crafted.lever: #13, 229(3%)
minecraft.dropped.shield: #13, 6(4%)
minecraft.picked_up.cooked_beef: #13, 484(2%)
minecraft.crafted.crafting_table: #13, 154(3%)
minecraft.picked_up.composter: #13, 80(3%)
minecraft.mined.spruce_fence: #13, 126(3%)
minecraft.used.beacon: #13, 21(3%)
minecraft.mined.diorite: #13, 7229(3%)
minecraft.mined.granite: #13, 6968(3%)
minecraft.picked_up.ender_pearl: #13, 6761(2%)
minecraft.mined.andesite: #13, 7010(2%)
minecraft.crafted.bow: #13, 57(3%)
minecraft.used.granite: #13, 679(2%)
minecraft.crafted.dark_oak_planks: #13, 3924(2%)
minecraft.mined.mossy_cobblestone: #13, 99(2%)
minecraft.picked_up.white_bed: #13, 143(2%)
minecraft.dropped.ender_pearl: #13, 6159(2%)
minecraft.crafted.enchanting_table: #13, 1(3%)
minecraft.mined.white_bed: #13, 128(2%)
minecraft.crafted.shulker_box: #13, 240(2%)
minecraft.mined.redstone_ore: #13, 61(2%)
minecraft.mined.smoker: #13, 3(3%)
minecraft.mined.stone: #13, 129126(2%)
minecraft.dropped.deepslate: #13, 642(2%)
minecraft.picked_up.piston: #13, 136(2%)
minecraft.custom.horse_one_cm: #13, 13487454(2%)
minecraft.dropped.waxed_cut_copper_slab: #13, 2(3%)
minecraft.crafted.smooth_stone: #13, 615(2%)
minecraft.crafted.jungle_slab: #13, 174(2%)
minecraft.crafted.white_concrete_powder: #13, 2112(2%)
minecraft.picked_up.mossy_cobblestone: #13, 163(2%)
minecraft.dropped.blue_dye: #13, 7(2%)
minecraft.dropped.tuff_bricks: #13, 78(2%)
minecraft.picked_up.light_gray_wool: #13, 101(2%)
minecraft.picked_up.cooked_cod: #13, 84(1%)
minecraft.picked_up.nether_brick_fence: #13, 10(2%)
minecraft.mined.flowering_azalea: #13, 24(1%)
minecraft.mined.lilac: #13, 14(2%)
minecraft.used.mangrove_stairs: #13, 70(2%)
minecraft.used.smoker: #13, 7(2%)
minecraft.used.jungle_boat: #13, 4(2%)
minecraft.picked_up.jungle_boat: #13, 5(2%)
minecraft.crafted.gray_stained_glass_pane: #13, 128(2%)
minecraft.dropped.ominous_trial_key: #13, 2(2%)
minecraft.used.sweet_berries: #13, 191(1%)
minecraft.mined.spruce_pressure_plate: #13, 2(2%)
minecraft.crafted.jungle_fence: #13, 60(1%)
minecraft.mined.light_gray_shulker_box: #13, 51(1%)
minecraft.picked_up.light_gray_shulker_box: #13, 51(1%)
minecraft.mined.mushroom_stem: #13, 123(1%)
minecraft.crafted.sandstone: #13, 75(1%)
minecraft.mined.coarse_dirt: #13, 218(1%)
minecraft.used.jungle_fence: #13, 50(1%)
minecraft.used.smooth_stone_slab: #13, 597(1%)
minecraft.mined.cyan_wool: #13, 27(1%)
minecraft.used.light_gray_shulker_box: #13, 55(1%)
minecraft.mined.mangrove_roots: #13, 724(1%)
minecraft.crafted.leather_helmet: #13, 3(1%)
minecraft.mined.birch_sapling: #13, 3(1%)
minecraft.used.white_stained_glass: #13, 337(1%)
minecraft.dropped.spruce_fence: #13, 10(1%)
minecraft.used.loom: #13, 11(1%)
minecraft.mined.light_gray_stained_glass: #13, 19(1%)
minecraft.picked_up.moss_block: #13, 3021(1%)
minecraft.picked_up.purpur_block: #13, 143(1%)
minecraft.crafted.red_sandstone: #13, 338(1%)
minecraft.picked_up.mushroom_stem: #13, 118(1%)
minecraft.crafted.lime_dye: #13, 134(1%)
minecraft.dropped.red_shulker_box: #13, 1(1%)
minecraft.mined.white_terracotta: #13, 178(1%)
minecraft.used.brown_mushroom: #13, 19(1%)
minecraft.picked_up.bone_block: #13, 499(1%)
minecraft.picked_up.polished_andesite_slab: #13, 18(1%)
minecraft.crafted.green_stained_glass_pane: #13, 32(1%)
minecraft.picked_up.green_stained_glass_pane: #13, 8(1%)
minecraft.used.music_disc_13: #13, 1(1%)
minecraft.used.nether_bricks: #13, 23(1%)
minecraft.picked_up.packed_ice: #13, 1041(1%)
minecraft.used.stripped_birch_log: #13, 27(1%)
minecraft.picked_up.lily_of_the_valley: #13, 8(1%)
minecraft.used.dark_oak_wood: #13, 73(1%)
minecraft.picked_up.weathered_copper_grate: #13, 1(1%)
