stat, rank, value, (percentage) 
minecraft.used.packed_mud: #12, 1887(1%)
minecraft.picked_up.clock: #12, 2(2%)
minecraft.picked_up.coarse_dirt: #12, 359(1%)
minecraft.picked_up.stripped_oak_log: #12, 119(1%)
minecraft.mined.sugar_cane: #12, 1538(1%)
minecraft.used.green_shulker_box: #12, 57(1%)
minecraft.mined.green_shulker_box: #12, 55(1%)
minecraft.picked_up.green_shulker_box: #12, 55(1%)
minecraft.picked_up.bookshelf: #12, 26(2%)
minecraft.used.spruce_sapling: #12, 473(1%)
minecraft.crafted.cherry_sign: #12, 3(2%)
minecraft.mined.mud_brick_wall: #12, 15(2%)
minecraft.used.brown_mushroom_block: #12, 135(2%)
minecraft.mined.brown_bed: #12, 1(2%)
minecraft.mined.cobbled_deepslate_slab: #12, 41(1%)
minecraft.picked_up.short_grass: #12, 726(1%)
minecraft.crafted.melon_seeds: #12, 26(2%)
minecraft.used.gold_block: #12, 130(1%)
minecraft.used.wooden_sword: #12, 31(1%)
minecraft.picked_up.black_wool: #12, 356(1%)
minecraft.picked_up.calibrated_sculk_sensor: #12, 4(1%)
minecraft.dropped.peony: #12, 5(1%)
minecraft.picked_up.dark_oak_sapling: #12, 303(1%)
minecraft.crafted.crafter: #12, 30(1%)
minecraft.picked_up.polished_tuff_stairs: #12, 27(1%)
minecraft.picked_up.emerald_ore: #12, 7(1%)
minecraft.picked_up.brown_bed: #12, 1(2%)
minecraft.dropped.spruce_fence: #12, 11(1%)
minecraft.used.book: #12, 25(1%)
minecraft.crafted.warped_slab: #12, 96(1%)
minecraft.used.mangrove_planks: #12, 157(1%)
minecraft.picked_up.acacia_wood: #12, 16(1%)
minecraft.picked_up.orange_banner: #12, 2(1%)
minecraft.crafted.light_blue_dye: #12, 236(1%)
minecraft.used.deepslate_tile_wall: #12, 49(1%)
minecraft.picked_up.raw_gold: #12, 346(1%)
minecraft.picked_up.blue_shulker_box: #12, 62(1%)
minecraft.used.mangrove_button: #12, 2(1%)
minecraft.mined.blue_shulker_box: #12, 62(1%)
minecraft.picked_up.birch_leaves: #12, 993(1%)
minecraft.picked_up.glistering_melon_slice: #12, 9(1%)
minecraft.picked_up.purple_wool: #12, 76(1%)
minecraft.dropped.purpur_slab: #12, 1(1%)
minecraft.used.short_grass: #12, 275(1%)
minecraft.used.blue_shulker_box: #12, 60(1%)
minecraft.picked_up.cherry_sign: #12, 1(2%)
minecraft.picked_up.quartz_block: #12, 102(1%)
minecraft.dropped.glistering_melon_slice: #12, 4(1%)
minecraft.dropped.tropical_fish: #12, 3(1%)
minecraft.used.oxeye_daisy: #12, 2(1%)
minecraft.picked_up.birch_fence: #12, 12(1%)
minecraft.crafted.mossy_stone_bricks: #12, 185(1%)
minecraft.dropped.hopper: #12, 8(1%)
minecraft.used.diamond_block: #12, 47(1%)
minecraft.picked_up.lily_of_the_valley: #12, 10(1%)
minecraft.used.beetroot: #12, 3(1%)
minecraft.picked_up.cornflower: #12, 96(1%)
minecraft.crafted.deepslate_tile_slab: #12, 22(1%)
minecraft.picked_up.candle: #12, 11(1%)
minecraft.picked_up.yellow_dye: #12, 19(0%)
minecraft.picked_up.quartz_pillar: #12, 4(1%)
minecraft.crafted.cooked_porkchop: #12, 14(1%)
minecraft.dropped.spruce_sapling: #12, 15(1%)
minecraft.crafted.light_blue_stained_glass_pane: #12, 32(1%)
minecraft.picked_up.warped_fungus: #12, 62(1%)
minecraft.dropped.big_dripleaf: #12, 2(1%)
minecraft.picked_up.gunpowder: #12, 842(0%)
minecraft.mined.quartz_pillar: #12, 4(1%)
minecraft.dropped.acacia_sapling: #12, 5(1%)
minecraft.mined.sculk_shrieker: #12, 4(1%)
minecraft.picked_up.firework_rocket: #13, 4822(3%)
minecraft.used.chiseled_copper: #12, 5(1%)
minecraft.mined.oxidized_copper: #12, 101(0%)
minecraft.mined.soul_lantern: #12, 2(1%)
minecraft.mined.mangrove_fence: #12, 5(0%)
minecraft.picked_up.oxidized_copper: #12, 104(0%)
minecraft.used.mud_brick_wall: #12, 46(0%)
minecraft.crafted.mud_brick_stairs: #12, 4(1%)
minecraft.crafted.daylight_detector: #12, 16(0%)
minecraft.dropped.barrel: #12, 2(0%)
minecraft.mined.blue_bed: #12, 3(1%)
minecraft.picked_up.chorus_flower: #12, 13(0%)
minecraft.dropped.stone_hoe: #12, 1(1%)
minecraft.picked_up.light_gray_bed: #12, 6(0%)
minecraft.dropped.bricks: #12, 5(0%)
minecraft.dropped.honey_block: #12, 7(0%)
minecraft.mined.cherry_planks: #12, 3(0%)
minecraft.used.birch_boat: #12, 1(0%)
minecraft.mined.ice: #12, 635(0%)
minecraft.used.pale_oak_planks: #12, 18(0%)
minecraft.crafted.light_blue_banner: #12, 1(0%)
minecraft.killed.creaking: #12, 1(0%)
minecraft.mined.jack_o_lantern: #12, 1(0%)
minecraft.used.green_carpet: #12, 23(0%)
minecraft.dropped.amethyst_block: #12, 2(0%)
minecraft.dropped.elytra: #13, 10(3%)
minecraft.dropped.bamboo_sign: #12, 3(0%)
minecraft.picked_up.red_candle: #12, 2(0%)
minecraft.used.mossy_stone_brick_slab: #12, 3(0%)
minecraft.picked_up.red_stained_glass_pane: #12, 1(0%)
minecraft.mined.purple_terracotta: #12, 3(0%)
minecraft.used.copper_block: #12, 173(0%)
minecraft.used.light_blue_stained_glass_pane: #12, 6(0%)
minecraft.dropped.gray_carpet: #12, 1(0%)
minecraft.mined.sculk_catalyst: #12, 2(0%)
minecraft.picked_up.copper_block: #12, 123(0%)
minecraft.picked_up.dark_oak_button: #12, 1(0%)
minecraft.crafted.dark_oak_button: #12, 4(0%)
minecraft.used.blue_concrete: #12, 6(0%)
minecraft.dropped.clay_ball: #12, 6(0%)
minecraft.used.dark_oak_button: #12, 3(0%)
minecraft.dropped.mangrove_log: #12, 2(0%)
minecraft.dropped.bone_block: #12, 34(0%)
minecraft.picked_up.dead_tube_coral_block: #12, 1(0%)
minecraft.mined.small_amethyst_bud: #12, 1(0%)
minecraft.used.waxed_weathered_copper_grate: #12, 1(0%)
minecraft.dropped.quartz_block: #12, 1(0%)
minecraft.dropped.carved_pumpkin: #13, 42(3%)
minecraft.dropped.diamond_axe: #13, 9(3%)
minecraft.picked_up.oak_button: #13, 23(4%)
minecraft.picked_up.leather_chestplate: #13, 16(2%)
minecraft.used.shears: #13, 6949(3%)
minecraft.picked_up.barrel: #13, 168(3%)
minecraft.crafted.diamond_shovel: #13, 7(3%)
minecraft.used.carrot: #13, 433(3%)
minecraft.mined.dirt_path: #13, 612(3%)
minecraft.picked_up.pink_petals: #13, 1269(3%)
minecraft.dropped.enchanted_book: #13, 21(3%)
minecraft.picked_up.written_book: #13, 15(3%)
minecraft.used.dirt: #13, 21612(2%)
minecraft.picked_up.golden_chestplate: #13, 12(3%)
minecraft.mined.lapis_ore: #13, 124(2%)
minecraft.dropped.goat_horn: #13, 4(3%)
minecraft.custom.animals_bred: #13, 446(2%)
minecraft.picked_up.redstone_lamp: #13, 38(3%)
minecraft.used.snowball: #13, 115(2%)
minecraft.used.crafter: #13, 67(2%)
minecraft.dropped.bow: #13, 56(2%)
minecraft.picked_up.spruce_sapling: #13, 801(2%)
minecraft.used.stone_pickaxe: #13, 211(2%)
minecraft.picked_up.deepslate_gold_ore: #13, 200(2%)
minecraft.custom.deaths: #13, 281(1%)
minecraft.picked_up.campfire: #13, 29(2%)
minecraft.mined.attached_melon_stem: #13, 4(2%)
minecraft.crafted.jungle_planks: #13, 1788(2%)
minecraft.mined.terracotta: #13, 3212(2%)
minecraft.picked_up.deepslate_lapis_ore: #13, 67(2%)
minecraft.picked_up.white_dye: #13, 69(2%)
minecraft.mined.deepslate_redstone_ore: #13, 918(2%)
minecraft.mined.dropper: #13, 32(2%)
minecraft.crafted.polished_tuff: #13, 716(2%)
minecraft.mined.fern: #13, 95(2%)
minecraft.picked_up.oak_pressure_plate: #13, 2(2%)
minecraft.picked_up.brown_wool: #13, 91(2%)
minecraft.picked_up.glowstone: #13, 146(2%)
minecraft.picked_up.name_tag: #13, 16(2%)
minecraft.mined.cyan_bed: #13, 20(2%)
minecraft.used.stone_button: #13, 125(2%)
minecraft.mined.soul_soil: #13, 424(2%)
minecraft.picked_up.gold_ore: #13, 31(2%)
minecraft.used.glow_lichen: #13, 557(2%)
minecraft.picked_up.spyglass: #13, 3(1%)
minecraft.dropped.iron_block: #13, 132(2%)
minecraft.mined.cherry_trapdoor: #13, 8(2%)
minecraft.dropped.fishing_rod: #13, 7(2%)
minecraft.custom.open_barrel: #14, 9202(3%)
minecraft.mined.oak_button: #13, 4(2%)
minecraft.used.lime_dye: #13, 3(2%)
minecraft.picked_up.jungle_stairs: #13, 18(2%)
minecraft.picked_up.soul_soil: #13, 377(1%)
minecraft.crafted.lectern: #13, 32(2%)
minecraft.used.deepslate_gold_ore: #13, 94(2%)
minecraft.crafted.oxidized_copper_grate: #13, 16(2%)
minecraft.used.jungle_log: #13, 159(1%)
minecraft.crafted.black_stained_glass_pane: #13, 160(1%)
minecraft.mined.stone_bricks: #13, 491(1%)
minecraft.picked_up.polished_andesite_stairs: #13, 11(1%)
minecraft.mined.deepslate_gold_ore: #13, 291(1%)
minecraft.mined.light_gray_wool: #13, 23(2%)
minecraft.crafted.stone_bricks: #13, 1692(1%)
minecraft.picked_up.brown_dye: #13, 15(1%)
minecraft.used.clay: #13, 109(1%)
minecraft.mined.enchanting_table: #13, 1(2%)
minecraft.mined.polished_deepslate_wall: #13, 12(1%)
minecraft.mined.weeping_vines_plant: #13, 12(1%)
minecraft.mined.light_gray_stained_glass_pane: #13, 5(2%)
minecraft.picked_up.acacia_sapling: #13, 227(1%)
minecraft.picked_up.bell: #13, 3(1%)
minecraft.crafted.gray_carpet: #13, 153(1%)
minecraft.mined.warped_planks: #13, 17(1%)
minecraft.mined.spruce_hanging_sign: #13, 1(2%)
minecraft.used.bamboo_raft: #13, 4(1%)
minecraft.used.pale_oak_trapdoor: #13, 42(1%)
minecraft.mined.dark_oak_sapling: #13, 5(1%)
minecraft.picked_up.spruce_pressure_plate: #13, 3(1%)
minecraft.picked_up.pale_oak_sign: #13, 3(1%)
minecraft.used.stone_brick_slab: #13, 216(1%)
minecraft.picked_up.white_stained_glass_pane: #13, 19(1%)
minecraft.crafted.bread: #13, 272(1%)
minecraft.picked_up.cherry_trapdoor: #13, 9(1%)
minecraft.used.iron_ore: #13, 92(1%)
minecraft.mined.pale_oak_trapdoor: #13, 7(1%)
minecraft.mined.light_gray_carpet: #13, 10(1%)
minecraft.dropped.oak_trapdoor: #13, 3(1%)
minecraft.dropped.chainmail_helmet: #13, 1(1%)
minecraft.crafted.raw_iron_block: #13, 48(1%)
minecraft.crafted.mangrove_button: #13, 2(1%)
minecraft.dropped.salmon: #13, 10(1%)
minecraft.mined.white_concrete_powder: #13, 17(1%)
minecraft.used.oak_wood: #13, 94(1%)
minecraft.crafted.brush: #13, 2(1%)
minecraft.crafted.tnt: #13, 294(1%)
minecraft.picked_up.jungle_sapling: #13, 79(1%)
minecraft.crafted.stone_hoe: #13, 2(1%)
minecraft.picked_up.warped_roots: #13, 224(1%)
minecraft.used.shroomlight: #13, 21(1%)
minecraft.picked_up.magenta_shulker_box: #13, 13(1%)
minecraft.used.birch_leaves: #13, 456(1%)
minecraft.dropped.light_gray_dye: #13, 2(1%)
minecraft.mined.weeping_vines: #13, 6(1%)
minecraft.mined.magenta_shulker_box: #13, 12(1%)
minecraft.picked_up.deepslate_tile_wall: #13, 12(1%)
minecraft.used.yellow_wool: #13, 138(1%)
minecraft.crafted.light_gray_carpet: #13, 78(1%)
minecraft.dropped.cocoa_beans: #13, 6(1%)
minecraft.picked_up.azure_bluet: #13, 77(0%)
minecraft.used.mossy_cobblestone_wall: #13, 6(1%)
minecraft.used.firework_rocket: #14, 19171(3%)
minecraft.dropped.melon_slice: #13, 112(0%)
minecraft.used.magenta_shulker_box: #13, 10(1%)
minecraft.used.gray_concrete_powder: #13, 343(0%)
minecraft.picked_up.deepslate_tile_slab: #13, 26(0%)
minecraft.dropped.composter: #13, 1(1%)
minecraft.used.azure_bluet: #13, 5(1%)
minecraft.used.gold_nugget: #13, 7(1%)
minecraft.crafted.blue_wool: #13, 5(1%)
minecraft.picked_up.magenta_wool: #13, 21(0%)
minecraft.used.acacia_log: #13, 61(0%)
minecraft.mined.smooth_stone: #13, 94(0%)
minecraft.used.end_stone_bricks: #13, 2(0%)
minecraft.used.red_concrete: #13, 41(0%)
minecraft.dropped.repeater: #13, 5(0%)
minecraft.picked_up.mossy_stone_brick_slab: #13, 1(0%)
minecraft.used.oxidized_cut_copper_stairs: #13, 11(0%)
minecraft.custom.sleep_in_bed: #14, 1337(3%)
minecraft.crafted.purple_stained_glass_pane: #13, 16(0%)
minecraft.dropped.spruce_stairs: #13, 2(0%)
minecraft.crafted.quartz_pillar: #13, 4(0%)
minecraft.dropped.white_terracotta: #13, 2(0%)
minecraft.picked_up.soul_lantern: #13, 3(0%)
minecraft.picked_up.prismarine_bricks: #13, 40(0%)
minecraft.dropped.light_gray_terracotta: #13, 1(0%)
minecraft.picked_up.cracked_stone_bricks: #13, 12(0%)
minecraft.picked_up.bubble_coral_fan: #13, 5(0%)
minecraft.dropped.crying_obsidian: #13, 3(0%)
minecraft.picked_up.dead_brain_coral_block: #13, 2(0%)
minecraft.crafted.pale_oak_fence: #13, 9(0%)
minecraft.dropped.sweet_berries: #13, 4(0%)
minecraft.dropped.shulker_shell: #13, 5(0%)
minecraft.dropped.end_stone: #13, 2(0%)
minecraft.crafted.blue_stained_glass: #13, 8(0%)
minecraft.used.snow_block: #13, 191(0%)
minecraft.dropped.green_wool: #13, 2(0%)
minecraft.dropped.feather: #13, 11(0%)
minecraft.used.lapis_block: #13, 5(0%)
minecraft.crafted.golden_apple: #13, 3(0%)
minecraft.used.diorite_wall: #13, 12(0%)
minecraft.used.chorus_flower: #13, 1(0%)
minecraft.used.purple_terracotta: #13, 4(0%)
minecraft.mined.medium_amethyst_bud: #13, 1(0%)
minecraft.mined.magenta_concrete: #13, 2(0%)
minecraft.dropped.glow_lichen: #13, 1(0%)
minecraft.picked_up.elytra: #14, 50(3%)
minecraft.used.diamond_axe: #14, 36282(3%)
minecraft.custom.boat_one_cm: #14, 3767571(4%)
minecraft.picked_up.cooked_beef: #14, 452(2%)
minecraft.picked_up.shroomlight: #14, 90(3%)
minecraft.mined.dark_oak_log: #14, 2162(3%)
minecraft.mined.crafter: #14, 41(3%)
minecraft.dropped.diamond_pickaxe: #14, 11(2%)
minecraft.picked_up.powered_rail: #14, 306(2%)
minecraft.picked_up.polished_tuff_slab: #14, 105(2%)
minecraft.dropped.leather_chestplate: #14, 8(2%)
minecraft.mined.dispenser: #14, 36(2%)
minecraft.mined.chiseled_bookshelf: #14, 13(2%)
minecraft.picked_up.nether_quartz_ore: #14, 283(2%)
minecraft.crafted.dark_oak_slab: #14, 474(2%)
minecraft.used.spruce_door: #14, 9(2%)
minecraft.picked_up.baked_potato: #14, 184(2%)
minecraft.used.polished_tuff: #14, 855(2%)
minecraft.mined.oak_trapdoor: #14, 34(2%)
minecraft.mined.peony: #14, 12(2%)
minecraft.picked_up.bamboo_sign: #14, 32(2%)
minecraft.picked_up.terracotta: #14, 3176(2%)
minecraft.mined.carrots: #14, 184(2%)
minecraft.dropped.iron_leggings: #14, 3(2%)
minecraft.used.orange_bed: #14, 5(2%)
minecraft.dropped.name_tag: #14, 6(2%)
minecraft.picked_up.dark_oak_slab: #14, 81(2%)
minecraft.used.flint_and_steel: #14, 122(2%)
minecraft.picked_up.egg: #14, 344(1%)
minecraft.mined.gold_ore: #14, 63(2%)
minecraft.picked_up.iron_nugget: #14, 157(1%)
minecraft.crafted.stone_button: #14, 144(2%)
minecraft.dropped.potion: #14, 57(2%)
minecraft.picked_up.repeater: #14, 147(2%)
minecraft.picked_up.kelp: #14, 1364(1%)
minecraft.mined.azure_bluet: #14, 41(2%)
minecraft.picked_up.iron_pickaxe: #14, 4(2%)
minecraft.mined.campfire: #14, 16(2%)
minecraft.used.melon_seeds: #14, 24(2%)
minecraft.mined.oak_pressure_plate: #14, 1(2%)
minecraft.crafted.jungle_slab: #14, 144(2%)
minecraft.picked_up.warped_nylium: #14, 118(2%)
minecraft.mined.oak_slab: #14, 30(1%)
minecraft.mined.acacia_log: #14, 576(1%)
minecraft.used.diamond_hoe: #14, 9106(1%)
minecraft.dropped.wooden_sword: #14, 2(2%)
minecraft.custom.walk_one_cm: #15, 102635215(3%)
minecraft.custom.interact_with_loom: #14, 29(1%)
minecraft.mined.warped_stem: #14, 227(1%)
minecraft.used.coarse_dirt: #14, 982(1%)
minecraft.crafted.magenta_shulker_box: #14, 1(2%)
minecraft.dropped.ender_chest: #14, 10(1%)
minecraft.used.white_concrete_powder: #14, 1199(1%)
minecraft.used.gray_carpet: #14, 149(1%)
minecraft.crafted.spruce_sign: #14, 81(1%)
minecraft.used.chiseled_tuff_bricks: #14, 196(1%)
minecraft.picked_up.red_dye: #14, 18(1%)
minecraft.used.baked_potato: #14, 78(1%)
minecraft.dropped.writable_book: #14, 5(1%)
minecraft.crafted.iron_block: #14, 300(1%)
minecraft.crafted.pale_oak_trapdoor: #14, 46(1%)
minecraft.picked_up.cobbled_deepslate_slab: #14, 70(1%)
minecraft.used.dropper: #14, 72(1%)
minecraft.dropped.oak_fence: #14, 5(1%)
minecraft.picked_up.totem_of_undying: #14, 7(1%)
minecraft.picked_up.black_stained_glass_pane: #14, 8(1%)
minecraft.used.spruce_hanging_sign: #14, 5(1%)
minecraft.picked_up.tuff_brick_wall: #14, 15(1%)
minecraft.picked_up.pale_oak_trapdoor: #14, 7(1%)
minecraft.mined.oxidized_copper_trapdoor: #14, 52(1%)
minecraft.used.lapis_ore: #14, 11(1%)
minecraft.picked_up.tuff_brick_slab: #14, 33(1%)
minecraft.mined.birch_leaves: #14, 848(1%)
minecraft.mined.oak_sapling: #14, 4(1%)
minecraft.picked_up.red_concrete: #14, 89(1%)
minecraft.mined.red_concrete: #14, 89(1%)
minecraft.killed_by.skeleton: #14, 2(1%)
minecraft.picked_up.pink_banner: #14, 1(1%)
minecraft.used.jungle_stairs: #14, 25(1%)
minecraft.crafted.raw_copper_block: #14, 262(1%)
minecraft.used.cod: #14, 2(1%)
minecraft.mined.warped_trapdoor: #14, 5(1%)
minecraft.picked_up.bee_nest: #14, 5(1%)
minecraft.picked_up.oak_hanging_sign: #14, 2(1%)
minecraft.crafted.golden_boots: #14, 1(1%)
minecraft.mined.red_sandstone: #14, 7(1%)
minecraft.dropped.shulker_box: #14, 14(1%)
minecraft.crafted.jungle_stairs: #14, 20(1%)
minecraft.used.red_wool: #14, 34(1%)
minecraft.mined.mossy_stone_bricks: #14, 29(1%)
minecraft.mined.emerald_ore: #14, 5(1%)
minecraft.dropped.rose_bush: #14, 5(1%)
minecraft.used.jungle_sapling: #14, 51(1%)
minecraft.picked_up.stripped_mangrove_log: #14, 48(0%)
minecraft.used.red_concrete_powder: #14, 80(0%)
minecraft.used.birch_fence: #14, 13(0%)
minecraft.picked_up.warped_trapdoor: #14, 5(0%)
minecraft.used.black_wool: #14, 146(0%)
minecraft.picked_up.clay: #14, 100(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #14, 5(0%)
minecraft.crafted.red_sandstone: #14, 128(0%)
minecraft.dropped.stone_sword: #14, 9(0%)
minecraft.picked_up.lime_concrete: #14, 18(0%)
minecraft.used.pink_tulip: #14, 1(0%)
minecraft.picked_up.smooth_sandstone_slab: #14, 7(0%)
minecraft.crafted.red_concrete_powder: #14, 80(0%)
minecraft.crafted.cake: #14, 1(0%)
minecraft.picked_up.cut_sandstone: #14, 9(0%)
minecraft.mined.cut_sandstone: #14, 9(0%)
minecraft.crafted.cyan_stained_glass_pane: #14, 16(0%)
minecraft.picked_up.red_sandstone: #14, 5(0%)
minecraft.mined.pale_oak_leaves: #14, 194(0%)
minecraft.mined.pale_oak_sapling: #14, 1(0%)
minecraft.picked_up.birch_boat: #14, 1(0%)
minecraft.dropped.sandstone: #14, 24(0%)
minecraft.picked_up.mangrove_fence: #14, 5(0%)
minecraft.used.cobweb: #14, 13(0%)
minecraft.picked_up.stripped_dark_oak_wood: #14, 6(0%)
minecraft.mined.acacia_sapling: #14, 2(0%)
minecraft.killed.wither: #14, 1(0%)
minecraft.mined.stripped_dark_oak_wood: #14, 6(0%)
minecraft.mined.light_blue_wool: #14, 3(0%)
minecraft.mined.lime_concrete: #14, 18(0%)
minecraft.picked_up.spruce_button: #14, 8(0%)
minecraft.picked_up.waxed_weathered_copper_grate: #14, 1(0%)
minecraft.mined.waxed_weathered_copper_grate: #14, 1(0%)
minecraft.crafted.black_banner: #14, 3(0%)
minecraft.mined.warped_stairs: #14, 1(0%)
minecraft.mined.creaking_heart: #14, 1(0%)
minecraft.mined.horn_coral_fan: #14, 1(0%)
minecraft.used.quartz_pillar: #14, 4(0%)
minecraft.crafted.bundle: #14, 1(0%)
minecraft.picked_up.white_concrete_powder: #14, 70(0%)
minecraft.picked_up.warped_stairs: #14, 1(0%)
minecraft.picked_up.chiseled_sandstone: #14, 1(0%)
minecraft.crafted.end_rod: #14, 12(0%)
minecraft.mined.stripped_acacia_wood: #14, 1(0%)
minecraft.picked_up.stripped_acacia_wood: #14, 1(0%)
minecraft.picked_up.creaking_heart: #14, 1(0%)
minecraft.crafted.brown_banner: #14, 1(0%)
minecraft.used.cyan_stained_glass_pane: #14, 4(0%)
minecraft.dropped.yellow_wool: #14, 3(0%)
minecraft.used.seagrass: #14, 1(0%)
minecraft.crafted.birch_wood: #14, 3(0%)
minecraft.dropped.red_sand: #14, 3(0%)
minecraft.used.fire_coral_block: #14, 1(0%)
minecraft.mined.stripped_birch_wood: #14, 2(0%)
minecraft.used.amethyst_block: #14, 3(0%)
minecraft.picked_up.stripped_birch_wood: #14, 2(0%)
minecraft.picked_up.magenta_concrete: #14, 2(0%)
minecraft.used.golden_carrot: #15, 2050(2%)
minecraft.crafted.stick: #15, 12109(3%)
minecraft.mined.obsidian: #15, 424(2%)
minecraft.picked_up.golden_leggings: #15, 9(2%)
minecraft.picked_up.crafter: #15, 41(2%)
minecraft.crafted.oak_fence: #15, 114(2%)
minecraft.picked_up.chiseled_tuff_bricks: #15, 130(2%)
minecraft.picked_up.diamond_leggings: #15, 15(2%)
minecraft.crafted.birch_planks: #15, 1812(2%)
minecraft.mined.calcite: #15, 662(2%)
minecraft.picked_up.observer: #15, 212(2%)
minecraft.picked_up.mangrove_planks: #15, 87(2%)
minecraft.used.tripwire_hook: #15, 13(2%)
minecraft.picked_up.apple: #15, 101(2%)
minecraft.picked_up.mace: #15, 5(2%)
minecraft.picked_up.chain: #15, 106(2%)
minecraft.mined.spruce_door: #15, 3(2%)
minecraft.picked_up.redstone: #15, 4594(2%)
minecraft.used.writable_book: #15, 107(1%)
minecraft.used.hopper: #15, 655(2%)
minecraft.used.white_shulker_box: #15, 123(1%)
minecraft.picked_up.gravel: #15, 7578(1%)
minecraft.picked_up.leather: #15, 547(1%)
minecraft.used.grindstone: #15, 36(1%)
minecraft.mined.gravel: #15, 7449(1%)
minecraft.picked_up.basalt: #15, 417(1%)
minecraft.mined.stone_button: #15, 19(1%)
minecraft.mined.deepslate_lapis_ore: #15, 112(1%)
minecraft.picked_up.acacia_log: #15, 585(1%)
minecraft.used.dark_oak_slab: #15, 240(1%)
minecraft.crafted.spruce_door: #15, 9(1%)
minecraft.crafted.shield: #15, 4(1%)
minecraft.used.cobbled_deepslate: #15, 1162(1%)
minecraft.mined.bone_block: #15, 84(1%)
minecraft.picked_up.vine: #15, 80(1%)
minecraft.crafted.coarse_dirt: #15, 1084(1%)
minecraft.used.oak_log: #15, 214(1%)
minecraft.picked_up.warped_stem: #15, 228(1%)
minecraft.crafted.polished_tuff_slab: #15, 40(1%)
minecraft.mined.tuff_slab: #15, 9(1%)
minecraft.crafted.white_bed: #15, 7(1%)
minecraft.picked_up.stone_bricks: #15, 476(1%)
minecraft.crafted.netherite_boots: #15, 1(2%)
minecraft.crafted.netherite_leggings: #15, 1(2%)
minecraft.used.melon: #15, 10(1%)
minecraft.picked_up.iron_horse_armor: #15, 1(2%)
minecraft.killed.cod: #15, 3(1%)
minecraft.dropped.snowball: #15, 39(1%)
minecraft.crafted.tuff_slab: #15, 36(1%)
minecraft.mined.mangrove_planks: #15, 22(1%)
minecraft.picked_up.flowering_azalea: #15, 104(1%)
minecraft.picked_up.bamboo_raft: #15, 3(1%)
minecraft.mined.sweet_berry_bush: #15, 10(1%)
minecraft.crafted.cherry_planks: #15, 264(1%)
minecraft.crafted.coal: #15, 468(1%)
minecraft.picked_up.deepslate_diamond_ore: #15, 187(1%)
minecraft.picked_up.blaze_powder: #15, 3(1%)
minecraft.picked_up.sugar_cane: #15, 2831(1%)
minecraft.used.egg: #15, 204(0%)
minecraft.mined.polished_tuff_stairs: #15, 13(1%)
minecraft.crafted.red_dye: #15, 342(1%)
minecraft.crafted.green_shulker_box: #15, 2(1%)
minecraft.picked_up.cactus: #15, 233(0%)
minecraft.used.light_gray_carpet: #15, 59(0%)
minecraft.crafted.gray_shulker_box: #15, 2(0%)
minecraft.mined.smooth_quartz: #15, 49(0%)
minecraft.mined.jungle_sapling: #15, 1(1%)
minecraft.crafted.birch_fence: #15, 12(0%)
minecraft.picked_up.waxed_oxidized_copper: #15, 63(0%)
minecraft.mined.deepslate_tile_slab: #15, 15(0%)
minecraft.mined.pearlescent_froglight: #15, 21(0%)
minecraft.custom.use_cauldron: #15, 26(0%)
minecraft.dropped.green_dye: #15, 12(0%)
minecraft.dropped.golden_apple: #15, 1(0%)
minecraft.dropped.cooked_cod: #15, 9(0%)
minecraft.used.jungle_slab: #15, 24(0%)
minecraft.picked_up.crying_obsidian: #15, 16(0%)
minecraft.used.acacia_sapling: #15, 69(0%)
minecraft.crafted.orange_dye: #15, 68(0%)
minecraft.picked_up.dark_oak_sign: #15, 2(0%)
minecraft.dropped.polished_andesite: #15, 4(0%)
minecraft.used.cherry_log: #15, 20(0%)
minecraft.used.gravel: #15, 300(0%)
minecraft.custom.damage_absorbed: #15, 80(0%)
minecraft.picked_up.acacia_stairs: #15, 2(0%)
minecraft.used.oak_sapling: #15, 88(0%)
minecraft.used.acacia_stairs: #15, 6(0%)
minecraft.used.stripped_dark_oak_wood: #15, 6(0%)
minecraft.crafted.light_gray_stained_glass: #15, 72(0%)
minecraft.dropped.beef: #15, 7(0%)
minecraft.used.goat_horn: #15, 1(0%)
minecraft.used.pink_carpet: #15, 3(0%)
minecraft.crafted.bamboo_trapdoor: #15, 22(0%)
minecraft.crafted.wooden_sword: #15, 2(0%)
minecraft.used.brain_coral_fan: #15, 1(0%)
minecraft.picked_up.polished_blackstone_stairs: #15, 1(0%)
minecraft.crafted.soul_lantern: #15, 7(0%)
minecraft.used.diorite_slab: #15, 13(0%)
minecraft.mined.chiseled_sandstone: #15, 1(0%)
minecraft.picked_up.black_banner: #15, 2(0%)
minecraft.mined.bubble_coral_wall_fan: #15, 4(0%)
minecraft.used.beehive: #15, 14(0%)
minecraft.dropped.jungle_slab: #15, 1(0%)
minecraft.used.mud_brick_stairs: #15, 2(0%)
minecraft.dropped.packed_ice: #15, 3(0%)
minecraft.mined.large_amethyst_bud: #15, 1(0%)
minecraft.used.smooth_sandstone_slab: #15, 4(0%)
minecraft.dropped.light_gray_wool: #15, 1(0%)
minecraft.mined.tube_coral_block: #15, 2(0%)
minecraft.dropped.black_wool: #15, 1(0%)
minecraft.crafted.map: #15, 15(0%)
minecraft.picked_up.tube_coral_block: #15, 1(0%)
minecraft.crafted.deepslate_tiles: #15, 1(0%)
minecraft.used.resin_clump: #15, 2(0%)
