stat, rank, value, (percentage) 
minecraft.custom.walk_under_water_one_cm: #8, 14958915(5%)
minecraft.picked_up.stripped_birch_wood: #6, 134(3%)
minecraft.crafted.white_dye: #7, 5613(6%)
minecraft.picked_up.prismarine: #6, 375(3%)
minecraft.picked_up.tube_coral_block: #6, 129(3%)
minecraft.picked_up.fire_charge: #6, 70(3%)
minecraft.used.oak_boat: #7, 77(6%)
minecraft.crafted.recovery_compass: #6, 1(7%)
minecraft.used.smooth_basalt: #6, 430(2%)
minecraft.picked_up.oak_slab: #7, 252(6%)
minecraft.crafted.light_blue_terracotta: #6, 392(2%)
minecraft.used.light_blue_dye: #6, 4(4%)
minecraft.mined.smooth_sandstone_stairs: #6, 20(4%)
minecraft.picked_up.white_terracotta: #7, 1520(6%)
minecraft.picked_up.flower_pot: #7, 65(6%)
minecraft.used.sponge: #6, 293(2%)
minecraft.dropped.glistering_melon_slice: #6, 10(3%)
minecraft.dropped.ice: #6, 45(3%)
minecraft.mined.dead_brain_coral_block: #6, 28(3%)
minecraft.used.dried_kelp_block: #6, 10(4%)
minecraft.mined.hanging_roots: #6, 43(3%)
minecraft.crafted.golden_helmet: #7, 7(7%)
minecraft.used.flower_pot: #7, 149(6%)
minecraft.mined.oak_slab: #7, 126(6%)
minecraft.crafted.quartz_pillar: #6, 44(3%)
minecraft.mined.mossy_stone_brick_wall: #6, 1(6%)
minecraft.picked_up.piglin_banner_pattern: #6, 1(6%)
minecraft.crafted.jungle_slab: #7, 564(6%)
minecraft.used.spruce_fence: #7, 1120(6%)
minecraft.picked_up.torchflower_seeds: #6, 42(2%)
minecraft.mined.mud_bricks: #7, 260(6%)
minecraft.mined.wet_sponge: #6, 288(2%)
minecraft.used.acacia_button: #6, 10(2%)
minecraft.picked_up.cyan_shulker_box: #7, 227(4%)
minecraft.picked_up.bundle: #7, 22(4%)
minecraft.used.waxed_weathered_copper_trapdoor: #6, 38(3%)
minecraft.used.jungle_door: #6, 4(4%)
minecraft.used.nether_wart_block: #6, 95(3%)
minecraft.mined.orange_concrete: #6, 357(2%)
minecraft.crafted.granite_slab: #6, 66(3%)
minecraft.crafted.acacia_button: #6, 14(2%)
minecraft.picked_up.cake: #6, 3(4%)
minecraft.used.pale_hanging_moss: #6, 49(3%)
minecraft.crafted.jungle_pressure_plate: #6, 2(4%)
minecraft.picked_up.echo_shard: #6, 8(3%)
minecraft.picked_up.redstone_ore: #6, 36(2%)
minecraft.mined.fletching_table: #6, 3(4%)
minecraft.mined.trapped_chest: #6, 1(6%)
minecraft.picked_up.birch_boat: #6, 6(2%)
minecraft.mined.cyan_shulker_box: #7, 224(4%)
minecraft.mined.polished_basalt: #7, 92(7%)
minecraft.picked_up.heavy_weighted_pressure_plate: #7, 11(8%)
minecraft.mined.light_blue_wall_banner: #6, 1(5%)
minecraft.picked_up.trapped_chest: #6, 1(5%)
minecraft.picked_up.fletching_table: #6, 3(3%)
minecraft.picked_up.spruce_trapdoor: #7, 853(5%)
minecraft.used.soul_sand: #7, 590(5%)
minecraft.picked_up.dandelion: #6, 757(1%)
minecraft.crafted.pink_stained_glass_pane: #6, 80(3%)
minecraft.mined.chiseled_stone_bricks: #6, 30(2%)
minecraft.crafted.cyan_carpet: #6, 72(2%)
minecraft.picked_up.waxed_exposed_cut_copper_stairs: #6, 7(3%)
minecraft.mined.waxed_exposed_cut_copper_stairs: #6, 7(3%)
minecraft.crafted.mangrove_fence_gate: #6, 10(2%)
minecraft.dropped.cut_sandstone: #6, 14(2%)
minecraft.picked_up.white_concrete: #7, 2711(5%)
minecraft.dropped.crimson_stem: #6, 7(4%)
minecraft.mined.bamboo_mosaic: #6, 7(2%)
minecraft.picked_up.stone_stairs: #7, 130(5%)
minecraft.used.light_gray_bed: #6, 28(2%)
minecraft.used.magenta_bed: #6, 3(4%)
minecraft.picked_up.pale_oak_door: #6, 2(3%)
minecraft.crafted.waxed_weathered_copper_grate: #6, 11(3%)
minecraft.dropped.crafting_table: #7, 22(6%)
minecraft.dropped.stone: #7, 13047(5%)
minecraft.used.mangrove_fence_gate: #6, 9(2%)
minecraft.mined.blue_carpet: #6, 10(3%)
minecraft.dropped.black_shulker_box: #6, 1(3%)
minecraft.picked_up.mossy_stone_brick_wall: #6, 1(3%)
minecraft.used.cyan_shulker_box: #7, 224(4%)
minecraft.picked_up.spruce_planks: #7, 969(4%)
minecraft.used.fletching_table: #6, 3(3%)
minecraft.crafted.oak_boat: #6, 17(1%)
minecraft.mined.light_blue_banner: #6, 1(3%)
minecraft.mined.light_gray_bed: #6, 21(1%)
minecraft.mined.brewing_stand: #7, 43(5%)
minecraft.picked_up.pink_stained_glass: #6, 12(2%)
minecraft.mined.red_nether_brick_wall: #6, 2(2%)
minecraft.mined.medium_amethyst_bud: #6, 24(1%)
minecraft.used.dark_oak_button: #6, 32(1%)
minecraft.crafted.smooth_basalt: #6, 246(2%)
minecraft.used.dried_kelp: #6, 3(2%)
minecraft.used.dead_brain_coral_fan: #6, 1(3%)
minecraft.used.pale_oak_door: #6, 2(2%)
minecraft.mined.pale_moss_carpet: #7, 108(5%)
minecraft.crafted.warped_trapdoor: #7, 140(6%)
minecraft.picked_up.tuff_slab: #7, 90(6%)
minecraft.picked_up.prismarine_slab: #6, 11(2%)
minecraft.mined.sandstone_wall: #6, 3(1%)
minecraft.picked_up.sandstone_stairs: #6, 13(2%)
minecraft.picked_up.lapis_ore: #7, 139(5%)
minecraft.used.brewing_stand: #7, 48(5%)
minecraft.picked_up.oak_boat: #7, 78(5%)
minecraft.mined.white_terracotta: #7, 1130(5%)
minecraft.dropped.stripped_oak_log: #6, 2(1%)
minecraft.crafted.pale_moss_carpet: #6, 111(1%)
minecraft.crafted.loom: #7, 100(5%)
minecraft.picked_up.soul_soil: #7, 1258(5%)
minecraft.mined.azalea: #7, 118(5%)
minecraft.dropped.oak_leaves: #7, 374(5%)
minecraft.picked_up.smooth_basalt: #7, 549(5%)
minecraft.used.mace: #7, 785(4%)
minecraft.dropped.smooth_stone: #6, 154(1%)
minecraft.crafted.pink_stained_glass: #6, 56(1%)
minecraft.used.crying_obsidian: #6, 108(1%)
minecraft.used.magenta_wool: #6, 10(1%)
minecraft.picked_up.lingering_potion: #6, 1(2%)
minecraft.picked_up.medium_amethyst_bud: #6, 21(1%)
minecraft.crafted.pale_oak_button: #6, 15(1%)
minecraft.picked_up.polished_andesite: #7, 299(5%)
minecraft.mined.resin_bricks: #6, 1(1%)
minecraft.mined.pink_stained_glass: #6, 3(1%)
minecraft.crafted.pink_carpet: #6, 21(1%)
minecraft.picked_up.spruce_boat: #7, 29(5%)
minecraft.picked_up.light_blue_glazed_terracotta: #6, 1(1%)
minecraft.mined.pale_oak_button: #6, 1(1%)
minecraft.used.resin_block: #6, 28(0%)
minecraft.used.light_gray_candle: #6, 2(1%)
minecraft.used.mangrove_slab: #7, 576(5%)
minecraft.dropped.smooth_quartz_stairs: #6, 1(1%)
minecraft.picked_up.quartz_bricks: #6, 4(1%)
minecraft.dropped.item_frame: #7, 26(6%)
minecraft.mined.smooth_basalt: #7, 452(4%)
minecraft.mined.mud: #7, 10764(4%)
minecraft.mined.red_mushroom: #7, 34(6%)
minecraft.dropped.green_concrete: #6, 1(1%)
minecraft.mined.black_terracotta: #6, 19(0%)
minecraft.picked_up.lime_banner: #6, 1(1%)
minecraft.dropped.ochre_froglight: #6, 54(0%)
minecraft.used.dried_ghast: #6, 5(1%)
minecraft.dropped.tuff_brick_stairs: #6, 4(1%)
minecraft.crafted.magenta_stained_glass: #6, 80(0%)
minecraft.used.polished_blackstone_slab: #6, 13(0%)
minecraft.crafted.filled_map: #6, 118(0%)
minecraft.picked_up.charcoal: #7, 347(6%)
minecraft.picked_up.stone_bricks: #7, 1872(4%)
minecraft.crafted.resin_brick: #6, 1(0%)
minecraft.crafted.iron_nugget: #7, 6949(4%)
minecraft.used.resin_bricks: #6, 1(0%)
minecraft.mined.dead_bubble_coral_block: #6, 1(0%)
minecraft.used.waxed_cut_copper: #6, 6(0%)
minecraft.picked_up.dead_bubble_coral_block: #6, 1(0%)
minecraft.crafted.light_blue_candle: #6, 1(0%)
minecraft.crafted.flower_banner_pattern: #7, 1(11%)
minecraft.crafted.green_dye: #7, 539(4%)
minecraft.picked_up.glow_item_frame: #7, 135(4%)
minecraft.used.firework_rocket: #8, 33629(5%)
minecraft.mined.mangrove_wall_sign: #7, 8(6%)
minecraft.mined.smooth_sandstone: #7, 158(5%)
minecraft.crafted.warped_sign: #7, 54(5%)
minecraft.picked_up.apple: #7, 211(4%)
minecraft.mined.tall_dry_grass: #7, 40(6%)
minecraft.used.birch_button: #7, 13(5%)
minecraft.crafted.spruce_fence: #7, 732(4%)
minecraft.mined.warped_trapdoor: #7, 28(5%)
minecraft.crafted.brick_slab: #7, 30(6%)
minecraft.dropped.chainmail_chestplate: #7, 4(5%)
minecraft.dropped.dark_oak_sapling: #7, 14(5%)
minecraft.picked_up.stone_brick_wall: #7, 54(5%)
minecraft.killed.squid: #7, 225(3%)
minecraft.used.stone_button: #7, 266(3%)
minecraft.mined.diorite_slab: #7, 24(5%)
minecraft.picked_up.spruce_sapling: #7, 1248(3%)
minecraft.crafted.firework_rocket: #7, 13476(4%)
minecraft.picked_up.mossy_cobblestone_slab: #7, 28(5%)
minecraft.mined.gravel: #7, 16860(3%)
minecraft.picked_up.gray_concrete: #7, 1046(3%)
minecraft.picked_up.glow_berries: #7, 189(3%)
minecraft.crafted.warped_slab: #7, 342(4%)
minecraft.picked_up.sea_lantern: #7, 63(4%)
minecraft.dropped.wooden_sword: #7, 5(4%)
minecraft.used.polished_blackstone: #7, 216(4%)
minecraft.picked_up.green_stained_glass_pane: #7, 41(6%)
minecraft.used.stripped_jungle_log: #7, 119(4%)
minecraft.used.dark_oak_pressure_plate: #7, 12(7%)
minecraft.picked_up.honey_block: #7, 740(3%)
minecraft.used.bamboo_planks: #7, 446(3%)
minecraft.dropped.black_stained_glass: #7, 21(5%)
minecraft.dropped.azalea: #7, 238(3%)
minecraft.picked_up.brown_mushroom: #7, 287(3%)
minecraft.dropped.ladder: #7, 69(4%)
minecraft.used.tuff_stairs: #7, 75(5%)
minecraft.crafted.cyan_wool: #7, 89(4%)
minecraft.picked_up.white_concrete_powder: #7, 1890(3%)
minecraft.picked_up.black_concrete_powder: #7, 627(3%)
minecraft.mined.acacia_wood: #7, 27(3%)
minecraft.mined.mangrove_propagule: #7, 62(3%)
minecraft.picked_up.mangrove_trapdoor: #8, 84(7%)
minecraft.picked_up.cyan_wool: #7, 252(3%)
minecraft.mined.stripped_spruce_wood: #7, 89(3%)
minecraft.used.soul_lantern: #7, 71(4%)
minecraft.used.spruce_stairs: #8, 1057(6%)
minecraft.picked_up.magenta_dye: #7, 24(2%)
minecraft.mined.emerald_block: #7, 175(3%)
minecraft.used.polished_blackstone_button: #7, 38(3%)
minecraft.used.bamboo_door: #7, 15(4%)
minecraft.used.iron_boots: #7, 1(6%)
minecraft.used.acacia_slab: #7, 163(3%)
minecraft.crafted.soul_lantern: #7, 120(3%)
minecraft.picked_up.deepslate_copper_ore: #7, 90(3%)
minecraft.used.green_concrete: #7, 162(3%)
minecraft.used.birch_pressure_plate: #7, 4(5%)
minecraft.custom.interact_with_lectern: #8, 598(4%)
minecraft.mined.jungle_hanging_sign: #7, 1(8%)
minecraft.picked_up.jungle_button: #7, 12(5%)
minecraft.dropped.blackstone: #7, 248(3%)
minecraft.used.tinted_glass: #7, 280(3%)
minecraft.dropped.shroomlight: #7, 6(5%)
minecraft.mined.warped_slab: #7, 31(3%)
minecraft.crafted.mossy_stone_bricks: #7, 573(3%)
minecraft.crafted.warped_fence: #7, 105(4%)
minecraft.mined.oak_log: #8, 5896(6%)
minecraft.dropped.flowering_azalea: #7, 113(2%)
minecraft.crafted.cake: #7, 7(3%)
minecraft.mined.brown_wool: #7, 27(2%)
minecraft.crafted.birch_door: #7, 6(3%)
minecraft.mined.cracked_stone_bricks: #7, 82(2%)
minecraft.mined.stripped_mangrove_log: #7, 226(2%)
minecraft.used.cyan_glazed_terracotta: #7, 9(5%)
minecraft.used.waxed_copper_block: #7, 65(2%)
minecraft.mined.red_shulker_box: #8, 778(5%)
minecraft.mined.flower_pot: #8, 19(7%)
minecraft.picked_up.short_dry_grass: #7, 53(4%)
minecraft.used.elytra: #8, 104(4%)
minecraft.used.warped_fence_gate: #7, 15(3%)
minecraft.picked_up.bubble_coral_block: #7, 69(3%)
minecraft.mined.gray_terracotta: #7, 41(3%)
minecraft.mined.potted_azalea_bush: #7, 1(5%)
minecraft.used.pink_banner: #7, 6(3%)
minecraft.picked_up.red_shulker_box: #8, 781(5%)
minecraft.crafted.black_banner: #7, 35(2%)
minecraft.mined.waxed_cut_copper_stairs: #7, 7(4%)
minecraft.picked_up.bamboo_door: #7, 13(3%)
minecraft.picked_up.nether_sprouts: #7, 156(4%)
minecraft.picked_up.hanging_roots: #7, 44(3%)
minecraft.mined.soul_lantern: #7, 9(3%)
minecraft.picked_up.soul_lantern: #7, 41(3%)
minecraft.mined.mangrove_button: #7, 1(5%)
minecraft.crafted.cooked_mutton: #7, 65(2%)
minecraft.dropped.potato: #7, 331(1%)
minecraft.dropped.smooth_quartz_slab: #7, 10(4%)
minecraft.picked_up.glow_ink_sac: #8, 255(5%)
minecraft.picked_up.pale_oak_slab: #7, 22(3%)
minecraft.picked_up.wet_sponge: #7, 288(2%)
minecraft.used.waxed_exposed_cut_copper_slab: #7, 20(3%)
minecraft.crafted.birch_stairs: #7, 60(2%)
minecraft.crafted.shield: #8, 18(6%)
minecraft.used.light_blue_banner: #7, 3(2%)
minecraft.picked_up.amethyst_block: #8, 916(6%)
minecraft.crafted.quartz_stairs: #7, 36(2%)
minecraft.used.yellow_banner: #7, 5(2%)
minecraft.used.leaf_litter: #7, 206(2%)
minecraft.crafted.white_shulker_box: #7, 21(1%)
minecraft.picked_up.lead: #8, 402(4%)
minecraft.picked_up.waxed_cut_copper_stairs: #7, 6(4%)
minecraft.picked_up.dead_brain_coral_block: #7, 28(2%)
minecraft.used.diamond_ore: #7, 2(4%)
minecraft.mined.bubble_coral_block: #7, 63(3%)
minecraft.mined.lime_wool: #7, 33(2%)
minecraft.mined.brick_wall: #7, 4(3%)
minecraft.used.pale_moss_carpet: #7, 206(1%)
minecraft.broken.golden_helmet: #7, 1(4%)
minecraft.used.polished_blackstone_stairs: #7, 36(2%)
minecraft.mined.stone_button: #8, 76(6%)
minecraft.used.red_nether_brick_wall: #7, 24(3%)
minecraft.crafted.smooth_sandstone_stairs: #7, 20(3%)
minecraft.mined.scaffolding: #8, 3981(5%)
minecraft.used.cracked_polished_blackstone_bricks: #7, 14(3%)
minecraft.mined.andesite: #8, 13926(5%)
minecraft.picked_up.pink_terracotta: #7, 46(2%)
minecraft.crafted.pink_banner: #7, 9(2%)
minecraft.used.light_gray_dye: #7, 2(3%)
minecraft.mined.crying_obsidian: #7, 19(1%)
minecraft.mined.diorite: #8, 12762(5%)
minecraft.picked_up.sea_pickle: #8, 580(5%)
minecraft.picked_up.tuff_stairs: #7, 6(2%)
minecraft.used.birch_stairs: #7, 33(2%)
minecraft.mined.exposed_copper_bulb: #7, 1(3%)
minecraft.crafted.waxed_weathered_cut_copper_stairs: #7, 10(3%)
minecraft.crafted.blue_wool: #7, 13(2%)
minecraft.dropped.polished_diorite: #7, 12(2%)
minecraft.mined.light_blue_concrete_powder: #7, 7(2%)
minecraft.picked_up.oak_chest_boat: #7, 1(3%)
minecraft.used.tube_coral_block: #7, 19(2%)
minecraft.mined.mangrove_log: #8, 1658(5%)
minecraft.picked_up.mangrove_boat: #7, 1(3%)
minecraft.picked_up.magenta_stained_glass_pane: #7, 3(2%)
minecraft.used.waxed_weathered_copper_grate: #7, 74(2%)
minecraft.used.oxidized_cut_copper: #7, 86(1%)
minecraft.used.spruce_boat: #8, 29(5%)
minecraft.picked_up.dead_brain_coral_fan: #7, 1(2%)
minecraft.used.diorite_slab: #7, 75(1%)
minecraft.picked_up.dead_tube_coral_block: #7, 19(1%)
minecraft.crafted.light_blue_stained_glass: #7, 344(1%)
minecraft.used.stripped_birch_wood: #7, 53(1%)
minecraft.picked_up.purple_dye: #7, 14(1%)
minecraft.crafted.mangrove_planks: #8, 2804(5%)
minecraft.crafted.baked_potato: #7, 31(1%)
minecraft.picked_up.waxed_cut_copper: #7, 16(1%)
minecraft.crafted.bone_meal: #8, 65990(5%)
minecraft.dropped.light_blue_shulker_box: #7, 1(2%)
minecraft.mined.birch_log: #8, 2245(5%)
minecraft.picked_up.blue_carpet: #7, 10(1%)
minecraft.dropped.mangrove_fence: #7, 3(1%)
minecraft.picked_up.brewing_stand: #8, 45(5%)
minecraft.mined.birch_sapling: #8, 15(7%)
minecraft.used.light_blue_glazed_terracotta: #7, 3(1%)
minecraft.crafted.green_stained_glass: #7, 88(1%)
minecraft.used.oak_hanging_sign: #7, 5(1%)
minecraft.picked_up.dried_kelp_block: #7, 115(1%)
minecraft.picked_up.moss_carpet: #8, 3445(4%)
minecraft.picked_up.spruce_sign: #8, 91(4%)
minecraft.picked_up.blue_stained_glass_pane: #7, 1(1%)
minecraft.used.prismarine_slab: #7, 10(1%)
minecraft.mined.blue_terracotta: #7, 18(1%)
minecraft.dropped.granite: #8, 848(4%)
minecraft.dropped.quartz_block: #7, 85(1%)
minecraft.mined.sandstone_slab: #7, 5(1%)
minecraft.picked_up.resin_bricks: #7, 1(1%)
minecraft.picked_up.blue_terracotta: #7, 18(1%)
minecraft.picked_up.sandstone_slab: #7, 5(1%)
minecraft.dropped.mossy_cobblestone_slab: #7, 1(1%)
minecraft.used.magenta_stained_glass_pane: #7, 13(1%)
minecraft.used.purpur_stairs: #7, 9(1%)
minecraft.picked_up.large_amethyst_bud: #7, 9(1%)
minecraft.dropped.black_banner: #7, 1(1%)
minecraft.crafted.purple_bed: #7, 1(1%)
minecraft.crafted.brown_candle: #7, 6(1%)
minecraft.crafted.bell: #7, 1(1%)
minecraft.used.pale_oak_button: #7, 7(0%)
minecraft.picked_up.mangrove_log: #8, 1749(4%)
minecraft.dropped.spruce_trapdoor: #8, 123(5%)
minecraft.picked_up.chainmail_leggings: #8, 6(5%)
minecraft.dropped.pitcher_pod: #7, 5(0%)
minecraft.used.cherry_sapling: #8, 103(5%)
minecraft.mined.prismarine_slab: #7, 1(0%)
minecraft.crafted.spruce_button: #7, 81(0%)
minecraft.used.short_dry_grass: #7, 2(0%)
minecraft.used.blue_egg: #7, 1(0%)
minecraft.mined.pink_shulker_box: #8, 144(5%)
minecraft.crafted.blue_carpet: #7, 12(0%)
minecraft.dropped.cyan_concrete: #7, 1(0%)
minecraft.picked_up.red_carpet: #7, 26(0%)
minecraft.dropped.quartz_slab: #7, 1(0%)
minecraft.picked_up.pink_shulker_box: #8, 145(5%)
minecraft.picked_up.birch_log: #8, 2329(4%)
minecraft.crafted.creaking_heart: #7, 1(0%)
minecraft.mined.cobblestone: #8, 2074(4%)
minecraft.picked_up.brown_wool: #8, 225(5%)
minecraft.picked_up.oak_door: #8, 14(4%)
minecraft.crafted.diamond: #8, 3141(4%)
minecraft.used.pink_shulker_box: #8, 145(5%)
minecraft.crafted.campfire: #8, 167(4%)
minecraft.dropped.moss_carpet: #8, 946(4%)
minecraft.crafted.birch_trapdoor: #8, 72(4%)
minecraft.crafted.black_shulker_box: #8, 5(5%)
minecraft.crafted.bookshelf: #8, 221(4%)
minecraft.mined.nether_brick_fence: #8, 19(5%)
minecraft.dropped.waxed_cut_copper_slab: #8, 4(6%)
minecraft.picked_up.baked_potato: #8, 350(3%)
minecraft.used.cooked_salmon: #8, 158(4%)
minecraft.used.birch_log: #8, 469(4%)
minecraft.picked_up.red_terracotta: #8, 1442(4%)
minecraft.mined.red_terracotta: #8, 1420(4%)
minecraft.mined.jungle_stairs: #8, 32(4%)
minecraft.used.warped_trapdoor: #8, 127(5%)
minecraft.dropped.filled_map: #8, 98(3%)
minecraft.custom.target_hit: #8, 197(3%)
minecraft.crafted.brown_terracotta: #8, 200(5%)
minecraft.picked_up.light_gray_concrete: #8, 379(4%)
minecraft.used.bamboo_trapdoor: #8, 484(4%)
minecraft.dropped.compass: #8, 7(6%)
minecraft.dropped.stone_button: #8, 35(3%)
minecraft.mined.potatoes: #8, 217(3%)
minecraft.picked_up.iron_ore: #8, 587(3%)
minecraft.picked_up.ink_sac: #8, 856(3%)
minecraft.crafted.leather_helmet: #8, 10(5%)
minecraft.picked_up.grass_block: #8, 38197(3%)
minecraft.dropped.brown_mushroom: #8, 26(4%)
minecraft.picked_up.leaf_litter: #8, 169(4%)
minecraft.dropped.chainmail_helmet: #8, 4(5%)
minecraft.mined.weeping_vines_plant: #8, 33(4%)
minecraft.used.birch_trapdoor: #8, 64(3%)
minecraft.dropped.beetroot_seeds: #8, 684(3%)
minecraft.mined.muddy_mangrove_roots: #8, 431(3%)
minecraft.dropped.rail: #8, 91(3%)
minecraft.used.sea_pickle: #8, 200(3%)
minecraft.picked_up.birch_sapling: #8, 427(3%)
minecraft.dropped.sunflower: #8, 63(3%)
minecraft.mined.waxed_oxidized_cut_copper_slab: #8, 23(5%)
minecraft.picked_up.iron_horse_armor: #8, 3(5%)
minecraft.picked_up.coal_ore: #8, 2271(3%)
minecraft.picked_up.oak_sapling: #8, 948(3%)
minecraft.picked_up.spore_blossom: #8, 35(4%)
minecraft.used.polished_blackstone_wall: #8, 48(5%)
minecraft.picked_up.mangrove_slab: #8, 96(3%)
minecraft.picked_up.white_stained_glass: #8, 149(3%)
minecraft.killed.ravager: #8, 2(6%)
minecraft.used.cartography_table: #8, 13(4%)
minecraft.crafted.cobblestone_slab: #8, 416(3%)
minecraft.killed.bogged: #8, 118(4%)
minecraft.picked_up.weathered_copper_trapdoor: #8, 48(3%)
minecraft.crafted.cooked_salmon: #8, 154(3%)
minecraft.crafted.warped_stairs: #8, 88(4%)
minecraft.mined.heavy_weighted_pressure_plate: #8, 3(5%)
minecraft.used.emerald_block: #8, 230(3%)
minecraft.custom.minecart_one_cm: #8, 3155673(2%)
minecraft.mined.weathered_copper_trapdoor: #8, 48(3%)
minecraft.used.oak_wood: #8, 316(3%)
minecraft.picked_up.golden_horse_armor: #8, 3(4%)
minecraft.crafted.golden_carrot: #8, 3675(2%)
minecraft.mined.pitcher_plant: #8, 5(3%)
minecraft.used.brown_terracotta: #8, 110(3%)
minecraft.killed.phantom: #8, 30(3%)
minecraft.dropped.note_block: #8, 8(3%)
minecraft.used.warped_slab: #8, 251(3%)
minecraft.custom.open_enderchest: #9, 4876(4%)
minecraft.picked_up.chiseled_stone_bricks: #8, 80(3%)
minecraft.mined.gray_stained_glass: #8, 37(4%)
minecraft.crafted.glass_bottle: #8, 705(2%)
minecraft.picked_up.black_wool: #8, 721(2%)
minecraft.mined.cartography_table: #8, 9(3%)
minecraft.crafted.tripwire_hook: #8, 56(2%)
minecraft.crafted.charcoal: #8, 303(2%)
minecraft.mined.birch_button: #8, 2(5%)
minecraft.mined.deepslate_bricks: #8, 184(2%)
minecraft.mined.light_gray_stained_glass_pane: #8, 9(3%)
minecraft.crafted.cyan_dye: #8, 496(2%)
minecraft.picked_up.oak_hanging_sign: #8, 6(3%)
minecraft.dropped.mangrove_slab: #8, 13(3%)
minecraft.crafted.blackstone_stairs: #8, 8(3%)
minecraft.used.deepslate_brick_stairs: #8, 275(2%)
minecraft.dropped.leather: #8, 133(2%)
minecraft.used.stone_brick_slab: #8, 419(2%)
minecraft.mined.white_shulker_box: #9, 376(5%)
minecraft.custom.aviate_one_cm: #9, 600599080(4%)
minecraft.used.warped_stairs: #8, 70(3%)
minecraft.picked_up.gray_terracotta: #8, 43(2%)
minecraft.dropped.waxed_oxidized_cut_copper: #8, 6(3%)
minecraft.crafted.tuff_brick_stairs: #8, 36(2%)
minecraft.picked_up.lily_of_the_valley: #8, 26(2%)
minecraft.mined.tuff_stairs: #8, 6(3%)
minecraft.dropped.brewing_stand: #8, 1(4%)
minecraft.picked_up.cooked_chicken: #8, 160(1%)
minecraft.mined.waxed_exposed_copper: #8, 19(3%)
minecraft.picked_up.birch_hanging_sign: #8, 3(4%)
minecraft.picked_up.quartz_block: #8, 231(2%)
minecraft.picked_up.smooth_sandstone_stairs: #8, 21(3%)
minecraft.used.red_shulker_box: #9, 782(5%)
minecraft.crafted.gray_stained_glass: #8, 464(2%)
minecraft.picked_up.diorite_slab: #8, 22(2%)
minecraft.dropped.sponge: #8, 20(5%)
minecraft.dropped.minecart: #8, 13(2%)
minecraft.picked_up.oak_log: #9, 6496(5%)
minecraft.dropped.orange_tulip: #8, 15(2%)
minecraft.mined.birch_fence_gate: #8, 7(3%)
minecraft.mined.brown_concrete_powder: #8, 20(3%)
minecraft.used.jungle_pressure_plate: #8, 2(3%)
minecraft.used.light_gray_stained_glass: #8, 291(2%)
minecraft.mined.yellow_concrete_powder: #8, 8(2%)
minecraft.picked_up.smooth_sandstone_slab: #8, 32(2%)
minecraft.picked_up.mangrove_propagule: #8, 260(1%)
minecraft.picked_up.warped_slab: #8, 24(2%)
minecraft.picked_up.light_blue_banner: #8, 2(3%)
minecraft.mined.birch_stairs: #8, 10(2%)
minecraft.used.deepslate_tile_wall: #8, 70(2%)
minecraft.dropped.glowstone: #8, 76(2%)
minecraft.used.red_tulip: #8, 3(2%)
minecraft.picked_up.soul_campfire: #8, 2(3%)
minecraft.crafted.tuff_wall: #8, 30(2%)
minecraft.used.purple_dye: #8, 3(3%)
minecraft.dropped.acacia_sign: #8, 1(3%)
minecraft.mined.acacia_fence_gate: #8, 2(2%)
minecraft.mined.polished_blackstone_stairs: #8, 5(2%)
minecraft.dropped.iron_horse_armor: #8, 1(3%)
minecraft.dropped.torch: #9, 447(5%)
minecraft.picked_up.cyan_candle: #8, 5(2%)
minecraft.used.gold_ore: #8, 17(2%)
minecraft.mined.jungle_door: #8, 1(3%)
minecraft.crafted.brush: #8, 3(2%)
minecraft.used.azure_bluet: #8, 14(2%)
minecraft.used.bamboo_mosaic: #8, 35(2%)
minecraft.dropped.poppy: #8, 497(1%)
minecraft.used.mossy_stone_brick_stairs: #8, 14(2%)
minecraft.picked_up.light_gray_bed: #8, 21(1%)
minecraft.used.warped_hyphae: #8, 46(2%)
minecraft.crafted.moss_carpet: #8, 291(1%)
minecraft.used.black_wool: #8, 369(1%)
minecraft.mined.cyan_stained_glass: #8, 13(1%)
minecraft.picked_up.vine: #9, 332(5%)
minecraft.used.warped_button: #8, 3(1%)
minecraft.mined.player_head: #9, 144(5%)
minecraft.used.tropical_fish_bucket: #8, 9(2%)
minecraft.crafted.red_nether_bricks: #8, 48(1%)
minecraft.crafted.orange_bed: #8, 1(2%)
minecraft.dropped.warped_trapdoor: #8, 4(2%)
minecraft.used.allium: #8, 6(1%)
minecraft.crafted.mangrove_door: #9, 9(7%)
minecraft.crafted.orange_banner: #8, 8(2%)
minecraft.used.white_shulker_box: #9, 382(4%)
minecraft.picked_up.stripped_warped_hyphae: #8, 7(2%)
minecraft.used.blue_dye: #8, 1(2%)
minecraft.dropped.honeycomb: #8, 114(1%)
minecraft.mined.stripped_warped_hyphae: #8, 7(1%)
minecraft.mined.magenta_concrete: #8, 54(1%)
minecraft.crafted.soul_campfire: #8, 19(2%)
minecraft.used.spruce_trapdoor: #9, 2703(5%)
minecraft.used.tall_dry_grass: #8, 4(1%)
minecraft.used.birch_sapling: #8, 139(1%)
minecraft.used.dark_prismarine_slab: #8, 26(1%)
minecraft.mined.waxed_cut_copper: #8, 16(1%)
minecraft.mined.spruce_planks: #9, 572(4%)
minecraft.used.shield: #9, 266(5%)
minecraft.dropped.pink_tulip: #8, 4(1%)
minecraft.picked_up.diorite: #9, 11872(4%)
