stat, rank, value, (percentage) 
minecraft.used.smooth_red_sandstone: #7, 84(2%)
minecraft.mined.tall_grass: #8, 1122(5%)
minecraft.picked_up.smoker: #8, 8(6%)
minecraft.mined.gray_wall_banner: #7, 1(3%)
minecraft.picked_up.jukebox: #8, 29(5%)
minecraft.mined.anvil: #8, 44(5%)
minecraft.dropped.coal_ore: #8, 181(5%)
minecraft.used.mangrove_boat: #7, 1(3%)
minecraft.used.item_frame: #8, 428(4%)
minecraft.mined.polished_blackstone_brick_stairs: #7, 4(1%)
minecraft.mined.lapis_ore: #8, 243(5%)
minecraft.used.green_carpet: #7, 90(1%)
minecraft.used.smooth_quartz_stairs: #8, 315(5%)
minecraft.picked_up.cracked_deepslate_tiles: #7, 12(2%)
minecraft.picked_up.magenta_stained_glass: #7, 11(1%)
minecraft.dropped.loom: #7, 1(2%)
minecraft.mined.oxidized_cut_copper: #7, 35(1%)
minecraft.crafted.yellow_glazed_terracotta: #7, 14(2%)
minecraft.mined.shroomlight: #8, 130(5%)
minecraft.used.milk_bucket: #8, 9(6%)
minecraft.mined.nether_brick_stairs: #7, 1(2%)
minecraft.crafted.suspicious_stew: #7, 2(2%)
minecraft.crafted.oxidized_copper_bulb: #7, 12(1%)
minecraft.picked_up.smooth_quartz_slab: #8, 155(5%)
minecraft.picked_up.stripped_birch_wood: #7, 35(1%)
minecraft.picked_up.polished_diorite_slab: #7, 4(1%)
minecraft.dropped.ghast_tear: #7, 5(1%)
minecraft.crafted.compass: #7, 258(1%)
minecraft.picked_up.nether_brick_stairs: #7, 1(2%)
minecraft.mined.prismarine: #7, 75(1%)
minecraft.picked_up.acacia_log: #8, 2084(4%)
minecraft.used.cracked_deepslate_bricks: #7, 12(1%)
minecraft.mined.stonecutter: #8, 68(4%)
minecraft.custom.clean_shulker_box: #7, 1(2%)
minecraft.crafted.waxed_weathered_copper: #7, 15(1%)
minecraft.mined.waxed_oxidized_chiseled_copper: #7, 2(1%)
minecraft.used.prismarine_bricks: #7, 275(1%)
minecraft.dropped.yellow_carpet: #7, 1(1%)
minecraft.crafted.crafting_table: #8, 226(4%)
minecraft.crafted.white_bed: #8, 29(5%)
minecraft.picked_up.glass_pane: #8, 136(5%)
minecraft.dropped.flint_and_steel: #7, 6(0%)
minecraft.mined.acacia_log: #8, 1906(4%)
minecraft.mined.crimson_fence: #7, 2(1%)
minecraft.picked_up.yellow_candle: #7, 2(1%)
minecraft.used.prismarine: #7, 109(1%)
minecraft.crafted.crimson_fence_gate: #7, 1(1%)
minecraft.mined.repeater: #8, 221(4%)
minecraft.mined.pale_oak_button: #7, 1(1%)
minecraft.used.crimson_fence_gate: #7, 1(1%)
minecraft.picked_up.blackstone: #8, 2432(4%)
minecraft.mined.dandelion: #8, 304(4%)
minecraft.mined.player_wall_head: #8, 29(5%)
minecraft.picked_up.stone_stairs: #8, 110(4%)
minecraft.dropped.red_sand: #7, 15(0%)
minecraft.mined.pink_stained_glass_pane: #7, 1(1%)
minecraft.used.chest: #8, 1583(4%)
minecraft.used.chiseled_quartz_block: #7, 20(1%)
minecraft.mined.lightning_rod: #8, 78(5%)
minecraft.used.oak_fence: #8, 296(5%)
minecraft.picked_up.light_gray_concrete_powder: #8, 331(4%)
minecraft.mined.soul_fire: #8, 87(5%)
minecraft.dropped.prismarine_crystals: #7, 7(0%)
minecraft.used.waxed_cut_copper_stairs: #7, 2(0%)
minecraft.crafted.arrow: #7, 8(0%)
minecraft.picked_up.pink_stained_glass_pane: #7, 1(0%)
minecraft.used.cracked_deepslate_tiles: #7, 6(0%)
minecraft.mined.waxed_exposed_copper_grate: #7, 1(0%)
minecraft.picked_up.shears: #8, 67(4%)
minecraft.picked_up.polished_diorite: #8, 64(5%)
minecraft.dropped.light_blue_stained_glass: #7, 4(0%)
minecraft.mined.cut_red_sandstone: #7, 3(0%)
minecraft.custom.pig_one_cm: #7, 1224194(0%)
minecraft.crafted.deepslate_tile_stairs: #8, 32(5%)
minecraft.picked_up.music_disc_cat: #8, 15(5%)
minecraft.killed.drowned: #7, 247(0%)
minecraft.mined.tall_seagrass: #8, 235(4%)
minecraft.picked_up.diamond_axe: #8, 44(4%)
minecraft.picked_up.white_concrete: #8, 2069(4%)
minecraft.used.glow_item_frame: #8, 161(4%)
minecraft.picked_up.lapis_ore: #8, 114(4%)
minecraft.crafted.netherite_ingot: #8, 16(5%)
minecraft.used.mangrove_slab: #8, 507(4%)
minecraft.dropped.string: #8, 599(4%)
minecraft.used.tripwire_hook: #8, 27(4%)
minecraft.broken.shears: #8, 28(4%)
minecraft.killed_by.guardian: #8, 8(7%)
minecraft.custom.traded_with_villager: #8, 18274(4%)
minecraft.crafted.minecart: #8, 142(4%)
minecraft.used.flint_and_steel: #8, 268(3%)
minecraft.picked_up.warped_trapdoor: #8, 50(5%)
minecraft.used.repeater: #8, 754(4%)
minecraft.picked_up.tripwire_hook: #8, 24(4%)
minecraft.crafted.yellow_dye: #8, 1218(3%)
minecraft.crafted.polished_tuff: #8, 1447(4%)
minecraft.used.honeycomb: #8, 676(4%)
minecraft.crafted.smooth_quartz_stairs: #8, 50(6%)
minecraft.mined.bamboo_door: #8, 4(6%)
minecraft.used.yellow_dye: #8, 35(4%)
minecraft.picked_up.chainmail_helmet: #8, 4(4%)
minecraft.picked_up.waxed_oxidized_copper: #8, 585(4%)
minecraft.mined.waxed_oxidized_copper: #8, 554(4%)
minecraft.picked_up.dried_kelp: #8, 380(5%)
minecraft.mined.waxed_oxidized_copper_bulb: #8, 7(5%)
minecraft.picked_up.pale_oak_stairs: #8, 19(6%)
minecraft.crafted.sticky_piston: #8, 247(3%)
minecraft.mined.red_wool: #8, 73(3%)
minecraft.broken.iron_shovel: #8, 8(4%)
minecraft.crafted.lime_terracotta: #8, 622(5%)
minecraft.crafted.glowstone: #8, 295(4%)
minecraft.crafted.tuff_brick_slab: #8, 84(3%)
minecraft.picked_up.cobblestone: #8, 63340(3%)
minecraft.picked_up.stone_brick_wall: #8, 46(4%)
minecraft.picked_up.blaze_powder: #8, 14(4%)
minecraft.picked_up.brown_mushroom: #8, 287(3%)
minecraft.used.bamboo_pressure_plate: #8, 7(7%)
minecraft.mined.mangrove_wall_hanging_sign: #8, 1(8%)
minecraft.dropped.oak_button: #8, 10(4%)
minecraft.mined.stone_brick_wall: #8, 33(4%)
minecraft.dropped.iron_ore: #8, 66(3%)
minecraft.mined.iron_door: #8, 21(3%)
minecraft.mined.acacia_trapdoor: #8, 65(3%)
minecraft.picked_up.red_mushroom_block: #8, 241(5%)
minecraft.picked_up.pink_banner: #8, 4(4%)
minecraft.crafted.bamboo_slab: #8, 1886(3%)
minecraft.mined.bamboo_block: #8, 79(3%)
minecraft.killed.iron_golem: #8, 14(3%)
minecraft.used.gray_wool: #8, 702(3%)
minecraft.used.smooth_stone: #8, 3435(3%)
minecraft.picked_up.spectral_arrow: #8, 484(3%)
minecraft.used.target: #8, 91(3%)
minecraft.custom.happy_ghast_one_cm: #9, 1369255(6%)
minecraft.used.netherite_axe: #8, 15989(4%)
minecraft.dropped.dandelion: #8, 112(2%)
minecraft.picked_up.orange_dye: #8, 20(2%)
minecraft.picked_up.orange_tulip: #8, 193(3%)
minecraft.picked_up.acacia_sapling: #8, 498(2%)
minecraft.used.light_gray_wool: #8, 280(3%)
minecraft.crafted.netherite_helmet: #8, 2(4%)
minecraft.dropped.acacia_planks: #8, 26(4%)
minecraft.used.netherite_shovel: #8, 70196(4%)
minecraft.crafted.purple_dye: #8, 372(3%)
minecraft.picked_up.scrape_pottery_sherd: #8, 12(3%)
minecraft.crafted.cartography_table: #8, 8(3%)
minecraft.picked_up.waxed_cut_copper_slab: #8, 12(3%)
minecraft.picked_up.milk_bucket: #8, 6(3%)
minecraft.dropped.iron_boots: #8, 20(2%)
minecraft.mined.copper_bulb: #8, 10(3%)
minecraft.dropped.basalt: #8, 35(3%)
minecraft.used.turtle_egg: #8, 25(4%)
minecraft.used.polished_blackstone_bricks: #8, 153(3%)
minecraft.used.nether_bricks: #8, 75(3%)
minecraft.dropped.cobblestone: #8, 4215(2%)
minecraft.dropped.red_mushroom: #8, 5(2%)
minecraft.crafted.bamboo_sign: #8, 123(2%)
minecraft.crafted.red_dye: #8, 1108(2%)
minecraft.dropped.netherite_sword: #8, 2(3%)
minecraft.picked_up.turtle_egg: #8, 29(3%)
minecraft.used.gray_terracotta: #8, 117(3%)
minecraft.mined.turtle_egg: #8, 29(3%)
minecraft.picked_up.bolt_armor_trim_smithing_template: #8, 2(4%)
minecraft.dropped.golden_axe: #8, 1(5%)
minecraft.mined.potted_azalea_bush: #8, 1(5%)
minecraft.picked_up.quartz: #9, 4053(6%)
minecraft.mined.white_tulip: #8, 30(2%)
minecraft.mined.stripped_mangrove_wood: #8, 20(3%)
minecraft.used.cherry_wood: #8, 23(3%)
minecraft.used.waxed_weathered_cut_copper_slab: #8, 52(4%)
minecraft.picked_up.birch_fence: #8, 28(2%)
minecraft.mined.purpur_pillar: #8, 37(2%)
minecraft.picked_up.chest_minecart: #8, 13(2%)
minecraft.used.waxed_oxidized_copper_bulb: #8, 15(3%)
minecraft.used.quartz_stairs: #8, 138(2%)
minecraft.used.cobweb: #8, 91(2%)
minecraft.killed.guardian: #8, 5(2%)
minecraft.killed.happy_ghast: #8, 11(2%)
minecraft.killed_by.player: #9, 93(3%)
minecraft.dropped.chiseled_deepslate: #8, 2(4%)
minecraft.mined.smooth_quartz: #8, 155(1%)
minecraft.custom.deaths: #9, 762(3%)
minecraft.killed.bee: #8, 5(2%)
minecraft.crafted.quartz_stairs: #8, 32(2%)
minecraft.used.orange_stained_glass: #8, 318(2%)
minecraft.picked_up.ward_armor_trim_smithing_template: #8, 1(4%)
minecraft.dropped.deepslate_tiles: #8, 20(2%)
minecraft.killed.piglin: #9, 62(6%)
minecraft.mined.emerald_ore: #8, 14(1%)
minecraft.crafted.gray_wool: #8, 105(2%)
minecraft.picked_up.music_disc_11: #8, 2(4%)
minecraft.crafted.quartz_pillar: #8, 32(2%)
minecraft.picked_up.pale_oak_slab: #8, 17(2%)
minecraft.picked_up.polished_blackstone_stairs: #8, 8(2%)
minecraft.used.shulker_box: #9, 3145(4%)
minecraft.used.stone_shovel: #8, 404(1%)
minecraft.used.purple_concrete_powder: #8, 112(2%)
minecraft.crafted.deepslate_brick_wall: #8, 8(2%)
minecraft.dropped.dispenser: #8, 7(2%)
minecraft.picked_up.sculk_shrieker: #8, 10(2%)
minecraft.used.pufferfish: #8, 1(3%)
minecraft.used.dried_kelp_block: #8, 6(2%)
minecraft.dropped.cobbled_deepslate: #8, 1385(1%)
minecraft.picked_up.oxeye_daisy: #8, 93(1%)
minecraft.picked_up.pale_oak_door: #8, 2(3%)
minecraft.dropped.nether_brick: #8, 62(2%)
minecraft.used.spruce_sign: #9, 306(5%)
minecraft.crafted.purple_wool: #8, 7(2%)
minecraft.dropped.short_grass: #8, 35(1%)
minecraft.picked_up.brown_concrete: #8, 32(1%)
minecraft.mined.black_banner: #8, 2(2%)
minecraft.used.gray_banner: #8, 4(2%)
minecraft.dropped.sandstone: #8, 92(1%)
minecraft.mined.light_blue_banner: #8, 1(3%)
minecraft.picked_up.mangrove_boat: #8, 1(3%)
minecraft.mined.oxidized_copper_grate: #8, 20(1%)
minecraft.mined.yellow_carpet: #8, 11(1%)
minecraft.mined.prismarine_bricks: #8, 209(1%)
minecraft.broken.stone_shovel: #8, 3(1%)
minecraft.crafted.light_blue_wool: #8, 77(1%)
minecraft.crafted.flint_and_steel: #8, 18(1%)
minecraft.mined.copper_ore: #9, 5763(5%)
minecraft.picked_up.waxed_weathered_copper_trapdoor: #8, 4(1%)
minecraft.mined.ice: #8, 2007(1%)
minecraft.dropped.glass: #8, 222(1%)
minecraft.crafted.pink_concrete_powder: #8, 128(1%)
minecraft.picked_up.ice: #8, 1257(1%)
minecraft.crafted.chiseled_nether_bricks: #8, 1(2%)
minecraft.picked_up.activator_rail: #8, 20(1%)
minecraft.mined.stripped_acacia_log: #8, 69(1%)
minecraft.picked_up.stripped_acacia_log: #8, 68(1%)
minecraft.picked_up.green_carpet: #8, 66(1%)
minecraft.crafted.gray_banner: #8, 4(1%)
minecraft.picked_up.hopper: #9, 558(5%)
minecraft.used.prismarine_brick_slab: #8, 18(1%)
minecraft.mined.waxed_weathered_cut_copper_slab: #8, 3(1%)
minecraft.picked_up.prismarine_bricks: #8, 193(1%)
minecraft.used.polished_blackstone_pressure_plate: #8, 3(1%)
minecraft.mined.shulker_box: #9, 3115(4%)
minecraft.killed_by.vex: #8, 1(2%)
minecraft.mined.dead_brain_coral_block: #8, 8(1%)
minecraft.crafted.muddy_mangrove_roots: #8, 64(1%)
minecraft.picked_up.flint: #9, 851(4%)
minecraft.used.pale_oak_leaves: #8, 14(1%)
minecraft.picked_up.stonecutter: #9, 69(4%)
minecraft.picked_up.crimson_fence: #8, 2(1%)
minecraft.crafted.silence_armor_trim_smithing_template: #8, 2(1%)
minecraft.crafted.crossbow: #8, 1(1%)
minecraft.picked_up.purple_candle: #8, 1(1%)
minecraft.dropped.chest_minecart: #8, 1(1%)
minecraft.crafted.waxed_weathered_copper_grate: #8, 4(1%)
minecraft.crafted.waxed_weathered_copper_trapdoor: #8, 10(1%)
minecraft.used.purpur_slab: #8, 5(1%)
minecraft.used.glow_ink_sac: #9, 209(4%)
minecraft.picked_up.polished_tuff_wall: #9, 158(5%)
minecraft.mined.blue_carpet: #8, 3(1%)
minecraft.crafted.diamond_pickaxe: #9, 12(4%)
minecraft.crafted.red_carpet: #8, 48(0%)
minecraft.mined.red_sandstone_slab: #8, 4(1%)
minecraft.dropped.blue_wool: #8, 2(1%)
minecraft.broken.stone_sword: #8, 1(1%)
minecraft.picked_up.black_concrete: #9, 871(4%)
minecraft.used.iron_axe: #9, 1054(5%)
minecraft.dropped.blue_ice: #8, 7(0%)
minecraft.dropped.spruce_wood: #8, 1(1%)
minecraft.dropped.tuff_bricks: #9, 209(5%)
minecraft.picked_up.sand: #9, 72423(4%)
minecraft.crafted.purple_banner: #8, 1(1%)
minecraft.used.creaking_heart: #8, 4(0%)
minecraft.used.bamboo_mosaic_slab: #8, 4(0%)
minecraft.picked_up.red_sandstone_slab: #8, 4(0%)
minecraft.dropped.light_blue_wool: #8, 4(0%)
minecraft.picked_up.brick: #9, 911(4%)
minecraft.used.waxed_oxidized_chiseled_copper: #8, 4(0%)
minecraft.picked_up.leather_leggings: #9, 17(3%)
minecraft.dropped.polished_granite: #8, 2(0%)
minecraft.used.nether_brick_wall: #8, 2(0%)
minecraft.crafted.blue_carpet: #8, 9(0%)
minecraft.crafted.creaking_heart: #8, 1(0%)
minecraft.dropped.chainmail_leggings: #9, 5(6%)
minecraft.custom.inspect_hopper: #9, 3108(4%)
minecraft.picked_up.cut_red_sandstone: #8, 3(0%)
minecraft.crafted.player_head: #9, 704(5%)
minecraft.crafted.mossy_cobblestone: #9, 729(5%)
minecraft.picked_up.golden_chestplate: #9, 18(4%)
minecraft.used.mangrove_door: #9, 8(6%)
minecraft.dropped.white_bed: #9, 6(4%)
minecraft.picked_up.white_stained_glass_pane: #9, 77(5%)
minecraft.used.note_block: #9, 215(4%)
minecraft.dropped.deepslate: #9, 1204(4%)
minecraft.picked_up.diamond_helmet: #9, 16(3%)
minecraft.picked_up.chain: #9, 215(3%)
minecraft.picked_up.redstone_block: #9, 436(3%)
minecraft.used.tuff_bricks: #9, 2177(3%)
minecraft.used.hopper: #9, 1392(3%)
minecraft.picked_up.stone: #9, 135396(3%)
minecraft.picked_up.chiseled_bookshelf: #9, 33(5%)
minecraft.picked_up.cherry_log: #9, 1134(4%)
minecraft.mined.note_block: #9, 66(4%)
minecraft.picked_up.pink_petals: #9, 1560(3%)
minecraft.dropped.golden_helmet: #9, 8(3%)
minecraft.crafted.birch_trapdoor: #9, 62(4%)
minecraft.crafted.comparator: #9, 213(3%)
minecraft.dropped.bundle: #9, 5(3%)
minecraft.mined.oak_sign: #9, 8(3%)
minecraft.picked_up.golden_boots: #9, 21(3%)
minecraft.used.chiseled_tuff_bricks: #9, 555(3%)
minecraft.dropped.name_tag: #9, 11(3%)
minecraft.dropped.tipped_arrow: #9, 86(4%)
minecraft.picked_up.breeze_rod: #9, 561(4%)
minecraft.crafted.netherite_hoe: #9, 1(8%)
minecraft.used.sticky_piston: #9, 282(3%)
minecraft.picked_up.repeater: #9, 283(3%)
minecraft.crafted.mangrove_trapdoor: #9, 144(3%)
minecraft.custom.sprint_one_cm: #10, 146967292(4%)
minecraft.picked_up.crimson_stem: #9, 387(3%)
minecraft.picked_up.acacia_trapdoor: #9, 96(3%)
minecraft.mined.pink_tulip: #9, 36(4%)
minecraft.used.birch_trapdoor: #9, 62(3%)
minecraft.dropped.gravel: #9, 1461(3%)
minecraft.mined.tripwire: #9, 48(3%)
minecraft.mined.decorated_pot: #9, 160(3%)
minecraft.crafted.note_block: #9, 158(3%)
minecraft.dropped.chain: #9, 48(3%)
minecraft.custom.horse_one_cm: #9, 19547365(2%)
minecraft.picked_up.cooked_cod: #9, 147(2%)
minecraft.picked_up.tipped_arrow: #9, 346(3%)
minecraft.crafted.cherry_sign: #9, 6(5%)
minecraft.picked_up.glass_bottle: #9, 832(2%)
minecraft.picked_up.blaze_rod: #9, 350(2%)
minecraft.mined.smooth_quartz_stairs: #9, 52(3%)
minecraft.used.warped_stem: #9, 179(2%)
minecraft.picked_up.light_gray_shulker_box: #9, 111(2%)
minecraft.mined.warped_roots: #9, 181(2%)
minecraft.mined.light_gray_shulker_box: #9, 108(2%)
minecraft.picked_up.waxed_oxidized_copper_bulb: #9, 6(3%)
minecraft.picked_up.stone_sword: #9, 27(2%)
minecraft.used.polished_blackstone_wall: #9, 39(4%)
minecraft.used.lime_terracotta: #9, 321(4%)
minecraft.crafted.lime_concrete_powder: #9, 512(3%)
minecraft.crafted.deepslate_tile_wall: #9, 22(4%)
minecraft.used.cherry_sapling: #9, 50(3%)
minecraft.used.red_terracotta: #9, 508(2%)
minecraft.mined.firefly_bush: #9, 65(3%)
minecraft.crafted.gray_carpet: #9, 318(2%)
minecraft.crafted.acacia_fence: #9, 105(2%)
minecraft.used.chiseled_tuff: #9, 179(2%)
minecraft.used.light_gray_shulker_box: #9, 106(2%)
minecraft.custom.bell_ring: #9, 19(2%)
minecraft.mined.nether_sprouts: #9, 120(2%)
minecraft.dropped.birch_button: #9, 3(4%)
minecraft.used.green_stained_glass_pane: #9, 64(3%)
minecraft.mined.crimson_trapdoor: #9, 10(3%)
minecraft.used.beetroot: #9, 8(3%)
minecraft.mined.polished_blackstone_button: #9, 4(3%)
minecraft.mined.cartography_table: #9, 7(2%)
minecraft.crafted.redstone_lamp: #9, 52(2%)
minecraft.used.netherite_leggings: #9, 10(3%)
minecraft.crafted.loom: #9, 35(2%)
minecraft.crafted.oxidized_copper_trapdoor: #9, 26(2%)
minecraft.crafted.target: #9, 67(2%)
minecraft.mined.cobblestone_wall: #9, 16(2%)
minecraft.dropped.yellow_bed: #9, 1(4%)
minecraft.crafted.mossy_stone_brick_wall: #9, 6(4%)
minecraft.picked_up.leather_helmet: #10, 15(5%)
minecraft.picked_up.copper_bulb: #9, 10(2%)
minecraft.picked_up.pitcher_plant: #9, 29(1%)
minecraft.used.oxidized_copper_bulb: #9, 14(2%)
minecraft.used.birch_fence: #9, 49(2%)
minecraft.mined.red_stained_glass_pane: #9, 7(3%)
minecraft.mined.blue_concrete: #9, 48(2%)
minecraft.picked_up.soul_torch: #9, 13(3%)
minecraft.picked_up.mangrove_hanging_sign: #9, 2(3%)
minecraft.dropped.shulker_box: #9, 32(1%)
minecraft.mined.bamboo_stairs: #9, 9(2%)
minecraft.picked_up.light_blue_banner: #9, 2(3%)
minecraft.dropped.lime_shulker_box: #9, 1(3%)
minecraft.dropped.blue_shulker_box: #9, 1(3%)
minecraft.picked_up.quartz_block: #9, 175(1%)
minecraft.picked_up.light_gray_dye: #9, 13(1%)
minecraft.crafted.decorated_pot: #9, 130(1%)
minecraft.used.stripped_warped_stem: #9, 40(2%)
minecraft.mined.mangrove_hanging_sign: #9, 1(3%)
minecraft.crafted.stone_brick_slab: #9, 226(1%)
minecraft.used.deepslate_tile_wall: #9, 64(2%)
minecraft.used.tropical_fish: #9, 1(3%)
minecraft.picked_up.polished_tuff_slab: #10, 249(5%)
minecraft.mined.cyan_stained_glass_pane: #9, 5(2%)
minecraft.crafted.brown_concrete_powder: #9, 160(1%)
minecraft.mined.rail: #10, 1715(5%)
minecraft.picked_up.coast_armor_trim_smithing_template: #9, 1(3%)
minecraft.mined.brown_concrete: #9, 32(2%)
minecraft.used.bamboo_slab: #9, 160(1%)
minecraft.mined.lime_wool: #9, 26(1%)
minecraft.used.nether_brick_fence: #9, 13(2%)
minecraft.mined.open_eyeblossom: #9, 6(2%)
minecraft.picked_up.glowstone_dust: #9, 161(1%)
minecraft.used.purple_banner: #9, 1(3%)
minecraft.crafted.sugar: #9, 128(1%)
minecraft.dropped.azalea: #9, 81(1%)
minecraft.used.calibrated_sculk_sensor: #9, 7(1%)
minecraft.used.black_banner: #9, 14(1%)
minecraft.picked_up.item_frame: #10, 346(4%)
minecraft.picked_up.crimson_roots: #9, 225(1%)
minecraft.crafted.stone: #10, 675(5%)
minecraft.picked_up.purpur_pillar: #9, 40(1%)
minecraft.dropped.sticky_piston: #9, 13(2%)
minecraft.mined.oxidized_chiseled_copper: #9, 2(2%)
minecraft.crafted.purple_concrete_powder: #9, 112(1%)
minecraft.dropped.powered_rail: #9, 5(1%)
minecraft.used.blue_dye: #9, 1(2%)
minecraft.picked_up.shulker_box: #10, 3194(4%)
minecraft.used.pale_oak_door: #9, 2(2%)
minecraft.dropped.stone_sword: #9, 20(1%)
minecraft.picked_up.lime_stained_glass_pane: #9, 10(1%)
minecraft.used.netherite_hoe: #9, 5601(1%)
minecraft.dropped.light_gray_stained_glass: #9, 3(1%)
minecraft.picked_up.black_banner: #9, 9(1%)
minecraft.crafted.waxed_exposed_copper: #9, 15(1%)
minecraft.dropped.mangrove_planks: #9, 5(1%)
minecraft.mined.quartz_slab: #9, 23(1%)
minecraft.mined.orange_stained_glass: #9, 10(1%)
minecraft.crafted.light_blue_stained_glass: #9, 232(1%)
minecraft.dropped.coal: #9, 120(0%)
minecraft.picked_up.quartz_slab: #9, 28(1%)
minecraft.picked_up.polished_blackstone_pressure_plate: #9, 2(1%)
minecraft.crafted.light_gray_bed: #9, 2(1%)
minecraft.crafted.map: #9, 239(1%)
minecraft.used.waxed_weathered_copper_trapdoor: #9, 10(1%)
minecraft.mined.cherry_fence: #9, 2(1%)
minecraft.used.blackstone_wall: #9, 3(1%)
minecraft.custom.fill_cauldron: #10, 41(4%)
minecraft.dropped.warped_roots: #9, 13(1%)
minecraft.used.red_glazed_terracotta: #9, 8(1%)
minecraft.dropped.ancient_debris: #9, 1(1%)
minecraft.dropped.gray_carpet: #9, 3(1%)
minecraft.dropped.yellow_terracotta: #9, 3(1%)
minecraft.used.bone_meal: #10, 9244(4%)
minecraft.used.smooth_red_sandstone_stairs: #9, 15(1%)
minecraft.picked_up.resin_clump: #9, 153(0%)
minecraft.used.light_blue_glazed_terracotta: #9, 2(1%)
minecraft.crafted.green_carpet: #9, 48(0%)
minecraft.picked_up.oak_fence: #10, 214(4%)
minecraft.used.wooden_shovel: #9, 14(1%)
minecraft.picked_up.disc_fragment_5: #9, 1(1%)
minecraft.mined.spruce_button: #9, 5(0%)
minecraft.mined.cracked_deepslate_bricks: #9, 1(0%)
minecraft.picked_up.iron_leggings: #10, 9(4%)
minecraft.mined.pitcher_crop: #9, 4(0%)
minecraft.dropped.shield: #10, 8(5%)
minecraft.dropped.chorus_fruit: #9, 6(0%)
minecraft.dropped.stone_brick_slab: #9, 3(0%)
minecraft.dropped.gold_block: #9, 2(0%)
minecraft.used.red_sandstone_slab: #9, 4(0%)
minecraft.picked_up.cracked_deepslate_bricks: #9, 3(0%)
minecraft.dropped.deepslate_tile_wall: #9, 1(0%)
minecraft.dropped.netherite_pickaxe: #10, 7(4%)
minecraft.used.crimson_slab: #9, 4(0%)
minecraft.crafted.terracotta: #9, 1(0%)
minecraft.used.cut_red_sandstone: #9, 3(0%)
minecraft.used.yellow_glazed_terracotta: #9, 2(0%)
minecraft.used.furnace: #10, 209(4%)
minecraft.crafted.honeycomb_block: #9, 2(0%)
minecraft.picked_up.painting: #10, 193(4%)
minecraft.custom.interact_with_smithing_table: #10, 50(4%)
minecraft.used.obsidian: #10, 708(4%)
minecraft.dropped.diamond_chestplate: #10, 4(5%)
minecraft.mined.seagrass: #10, 316(4%)
minecraft.picked_up.shroomlight: #10, 129(4%)
minecraft.crafted.spruce_planks: #10, 24244(4%)
minecraft.picked_up.compass: #10, 65(4%)
minecraft.crafted.diamond_leggings: #10, 4(4%)
minecraft.picked_up.crafting_table: #10, 245(3%)
minecraft.dropped.stone: #10, 9325(3%)
minecraft.broken.iron_axe: #10, 3(5%)
minecraft.dropped.ominous_trial_key: #10, 6(5%)
minecraft.dropped.andesite: #10, 895(3%)
minecraft.mined.black_concrete: #10, 1119(3%)
minecraft.crafted.oak_fence: #10, 171(4%)
minecraft.picked_up.bread: #10, 244(4%)
minecraft.used.cooked_beef: #10, 547(2%)
minecraft.mined.warped_stem: #10, 625(3%)
minecraft.dropped.netherite_boots: #10, 3(5%)
minecraft.crafted.glass: #10, 5641(3%)
minecraft.picked_up.iron_nugget: #10, 312(3%)
minecraft.crafted.item_frame: #10, 357(3%)
minecraft.crafted.copper_trapdoor: #10, 594(4%)
minecraft.picked_up.yellow_shulker_box: #10, 162(3%)
minecraft.mined.grass_block: #10, 50664(3%)
minecraft.dropped.diamond: #10, 339(3%)
minecraft.used.writable_book: #10, 200(3%)
minecraft.picked_up.raw_copper: #10, 16210(3%)
minecraft.dropped.copper_ore: #10, 85(3%)
minecraft.used.lava_bucket: #10, 148(3%)
minecraft.mined.yellow_shulker_box: #10, 157(3%)
minecraft.dropped.wooden_axe: #10, 1(7%)
minecraft.custom.inspect_dispenser: #10, 796(3%)
minecraft.mined.wall_torch: #10, 330(3%)
minecraft.mined.sticky_piston: #10, 87(3%)
minecraft.picked_up.diamond_chestplate: #10, 11(3%)
minecraft.crafted.stone_slab: #10, 924(3%)
minecraft.used.yellow_shulker_box: #10, 146(3%)
minecraft.picked_up.note_block: #10, 68(3%)
minecraft.crafted.mangrove_sign: #10, 45(4%)
minecraft.mined.smithing_table: #10, 14(3%)
minecraft.custom.walk_one_cm: #11, 129651899(4%)
minecraft.killed.ghast: #10, 30(3%)
minecraft.custom.interact_with_brewingstand: #10, 384(3%)
minecraft.mined.poppy: #10, 174(2%)
minecraft.used.jungle_slab: #10, 201(3%)
minecraft.used.cartography_table: #10, 12(3%)
minecraft.dropped.oak_leaves: #10, 193(3%)
minecraft.crafted.black_dye: #10, 1889(2%)
minecraft.picked_up.slime_ball: #10, 831(2%)
minecraft.mined.lilac: #10, 24(3%)
minecraft.dropped.golden_boots: #10, 12(3%)
minecraft.dropped.netherite_leggings: #10, 2(3%)
minecraft.dropped.ladder: #10, 57(3%)
minecraft.mined.white_concrete: #10, 2089(2%)
minecraft.picked_up.coal_ore: #10, 1843(2%)
minecraft.mined.calibrated_sculk_sensor: #10, 5(3%)
minecraft.picked_up.smithing_table: #10, 13(2%)
minecraft.picked_up.smooth_quartz_stairs: #10, 52(3%)
minecraft.mined.purpur_slab: #10, 18(2%)
minecraft.used.gray_carpet: #10, 269(2%)
minecraft.crafted.shears: #10, 270(2%)
minecraft.dropped.oxeye_daisy: #10, 20(2%)
minecraft.mined.nether_bricks: #10, 140(2%)
minecraft.picked_up.diamond: #10, 1592(2%)
minecraft.used.mangrove_trapdoor: #10, 104(2%)
