stat, rank, value, (percentage) 
minecraft.picked_up.light_blue_candle: #1, 64(51%)
minecraft.picked_up.cyan_terracotta: #2, 1594(16%)
minecraft.used.cherry_sapling: #2, 351(18%)
minecraft.used.sandstone: #2, 3270(15%)
minecraft.mined.peony: #2, 93(15%)
minecraft.dropped.chiseled_bookshelf: #1, 19(32%)
minecraft.picked_up.acacia_boat: #1, 17(36%)
minecraft.used.nether_brick_fence: #2, 184(25%)
minecraft.mined.short_grass: #2, 15952(12%)
minecraft.picked_up.sandstone_wall: #2, 129(27%)
minecraft.used.magenta_candle: #1, 54(50%)
minecraft.crafted.tipped_arrow: #1, 144(83%)
minecraft.crafted.mangrove_fence_gate: #2, 127(23%)
minecraft.crafted.raw_copper_block: #2, 5797(15%)
minecraft.custom.fall_one_cm: #2, 32119101(9%)
minecraft.dropped.pale_oak_leaves: #1, 73(31%)
minecraft.dropped.firework_rocket: #2, 4073(11%)
minecraft.dropped.cobbled_deepslate_wall: #1, 26(49%)
minecraft.crafted.stripped_pale_oak_wood: #1, 66(61%)
minecraft.mined.bee_nest: #2, 99(16%)
minecraft.picked_up.coal_ore: #2, 11478(14%)
minecraft.picked_up.pink_candle: #1, 46(27%)
minecraft.used.mangrove_roots: #2, 5069(16%)
minecraft.picked_up.oak_trapdoor: #2, 366(14%)
minecraft.picked_up.lime_stained_glass: #2, 273(23%)
minecraft.dropped.blue_egg: #1, 12(60%)
minecraft.crafted.spruce_chest_boat: #1, 12(48%)
minecraft.picked_up.orange_tulip: #2, 1141(16%)
minecraft.crafted.oak_fence: #2, 690(15%)
minecraft.picked_up.acacia_sapling: #2, 2969(14%)
minecraft.used.cod_bucket: #1, 11(48%)
minecraft.picked_up.oak_fence_gate: #2, 66(16%)
minecraft.used.acacia_boat: #1, 21(40%)
minecraft.crafted.brown_terracotta: #2, 824(19%)
minecraft.mined.dead_brain_coral: #1, 29(59%)
minecraft.custom.boat_one_cm: #1, 9779256(9%)
minecraft.used.purple_candle: #1, 88(59%)
minecraft.used.deepslate_coal_ore: #1, 15(47%)
minecraft.crafted.jungle_slab: #2, 1356(15%)
minecraft.mined.mangrove_roots: #2, 10154(14%)
minecraft.picked_up.creeper_head: #1, 7(78%)
minecraft.picked_up.stone_slab: #2, 1883(12%)
minecraft.picked_up.dead_horn_coral_fan: #1, 34(47%)
minecraft.used.pale_oak_planks: #2, 1138(20%)
minecraft.used.pale_oak_boat: #1, 18(58%)
minecraft.picked_up.pale_oak_boat: #1, 18(58%)
minecraft.dropped.orange_bed: #1, 11(58%)
minecraft.dropped.clay: #2, 188(16%)
minecraft.mined.attached_melon_stem: #2, 28(16%)
minecraft.used.dead_brain_coral_fan: #1, 13(38%)
minecraft.picked_up.redstone: #2, 36209(13%)
minecraft.mined.deepslate_emerald_ore: #1, 5(45%)
minecraft.mined.red_sand: #2, 23513(15%)
minecraft.picked_up.golden_apple: #2, 122(14%)
minecraft.mined.tall_grass: #2, 3072(13%)
minecraft.used.acacia_fence: #2, 676(18%)
minecraft.used.dead_horn_coral_fan: #1, 31(56%)
minecraft.picked_up.lime_dye: #3, 277(17%)
minecraft.mined.jungle_fence_gate: #2, 25(20%)
minecraft.crafted.brick_stairs: #2, 44(22%)
minecraft.picked_up.spruce_sign: #2, 272(11%)
minecraft.crafted.birch_planks: #2, 11604(12%)
minecraft.crafted.lime_stained_glass: #2, 3288(22%)
minecraft.crafted.deepslate_tile_wall: #1, 95(17%)
minecraft.mined.pale_oak_slab: #2, 111(25%)
minecraft.mined.warped_fence: #2, 105(23%)
minecraft.mined.firefly_bush: #2, 421(20%)
minecraft.picked_up.bow: #2, 595(12%)
minecraft.picked_up.rose_bush: #2, 1200(11%)
minecraft.dropped.polished_tuff_stairs: #2, 58(35%)
minecraft.crafted.red_nether_brick_stairs: #1, 24(31%)
minecraft.dropped.oak_slab: #2, 137(15%)
minecraft.mined.deepslate: #2, 100485(13%)
minecraft.mined.white_concrete_powder: #2, 309(17%)
minecraft.picked_up.cherry_sapling: #2, 1381(14%)
minecraft.crafted.red_sandstone: #2, 5313(17%)
minecraft.used.deepslate_diamond_ore: #2, 2748(13%)
minecraft.crafted.polished_andesite_stairs: #2, 75(24%)
minecraft.used.sandstone_slab: #2, 1351(39%)
minecraft.picked_up.flint: #2, 2394(13%)
minecraft.picked_up.dragon_head: #2, 54(14%)
minecraft.picked_up.red_sand: #2, 23061(14%)
minecraft.picked_up.stripped_dark_oak_wood: #3, 485(21%)
minecraft.used.cobbled_deepslate_wall: #2, 792(19%)
minecraft.used.chiseled_bookshelf: #2, 327(15%)
minecraft.used.spruce_boat: #2, 76(14%)
minecraft.mined.seagrass: #2, 1020(12%)
minecraft.picked_up.acacia_slab: #2, 196(19%)
minecraft.mined.moss_carpet: #2, 1051(12%)
minecraft.killed_by.pillager: #1, 5(42%)
minecraft.picked_up.raw_copper: #2, 66205(12%)
minecraft.crafted.diamond_shovel: #2, 29(12%)
minecraft.crafted.warped_planks: #2, 4580(12%)
minecraft.mined.dead_horn_coral_fan: #1, 33(52%)
minecraft.mined.cave_vines_plant: #2, 50(14%)
minecraft.used.dead_brain_coral: #1, 20(51%)
minecraft.used.birch_wood: #2, 756(22%)
minecraft.picked_up.cobbled_deepslate_slab: #2, 877(16%)
minecraft.crafted.lead: #2, 370(15%)
minecraft.crafted.birch_wood: #2, 771(20%)
minecraft.dropped.brown_stained_glass_pane: #1, 91(67%)
minecraft.picked_up.stripped_jungle_wood: #2, 360(19%)
minecraft.used.stripped_birch_wood: #2, 1028(21%)
minecraft.picked_up.diamond: #2, 9974(10%)
minecraft.mined.tall_seagrass: #2, 715(12%)
minecraft.dropped.mossy_cobblestone_wall: #1, 9(50%)
minecraft.mined.stripped_oak_wood: #3, 499(21%)
minecraft.crafted.birch_button: #2, 80(17%)
minecraft.picked_up.chiseled_bookshelf: #2, 114(16%)
minecraft.picked_up.mangrove_leaves: #2, 13911(12%)
minecraft.dropped.waxed_copper_block: #2, 108(17%)
minecraft.picked_up.wildflowers: #2, 1292(18%)
minecraft.dropped.end_stone: #2, 288(18%)
minecraft.dropped.end_crystal: #1, 7(64%)
minecraft.dropped.mossy_stone_brick_wall: #1, 41(95%)
minecraft.picked_up.firefly_bush: #2, 493(18%)
minecraft.dropped.cherry_wood: #1, 18(95%)
minecraft.used.gray_terracotta: #2, 791(22%)
minecraft.dropped.mangrove_door: #1, 5(31%)
minecraft.used.polished_tuff_stairs: #2, 1160(13%)
minecraft.picked_up.ominous_bottle: #2, 83(13%)
minecraft.dropped.pink_petals: #2, 547(16%)
minecraft.used.tuff_slab: #3, 1046(18%)
minecraft.crafted.coarse_dirt: #3, 14624(16%)
minecraft.mined.stripped_spruce_wood: #3, 569(17%)
minecraft.mined.dead_fire_coral_fan: #1, 32(91%)
minecraft.mined.birch_log: #2, 5636(11%)
minecraft.picked_up.stripped_oak_wood: #3, 489(20%)
minecraft.picked_up.bee_nest: #2, 92(14%)
minecraft.used.pale_hanging_moss: #2, 392(26%)
minecraft.used.red_stained_glass_pane: #2, 695(23%)
minecraft.picked_up.birch_log: #2, 6444(11%)
minecraft.picked_up.horn_coral_block: #2, 475(22%)
minecraft.used.cobbled_deepslate_slab: #2, 2443(14%)
minecraft.dropped.pale_oak_boat: #1, 3(60%)
minecraft.mined.purple_candle: #1, 6(60%)
minecraft.mined.stripped_pale_oak_wood: #2, 189(28%)
minecraft.crafted.red_stained_glass_pane: #2, 768(21%)
minecraft.dropped.nether_brick_stairs: #1, 33(89%)
minecraft.mined.coarse_dirt: #2, 2413(11%)
minecraft.used.bee_nest: #2, 85(20%)
minecraft.used.weathered_copper_bulb: #1, 16(44%)
minecraft.dropped.diamond_boots: #2, 22(10%)
minecraft.picked_up.stripped_pale_oak_wood: #2, 187(28%)
minecraft.picked_up.dead_fire_coral_fan: #1, 46(88%)
minecraft.dropped.polished_blackstone_stairs: #1, 59(44%)
minecraft.custom.open_shulker_box: #3, 92628(9%)
minecraft.picked_up.cherry_planks: #2, 210(16%)
minecraft.used.oak_sapling: #2, 5050(11%)
minecraft.dropped.zombie_head: #1, 13(87%)
minecraft.picked_up.pale_oak_planks: #2, 233(15%)
minecraft.picked_up.pale_oak_wood: #2, 118(25%)
minecraft.picked_up.warped_fence: #2, 120(18%)
minecraft.mined.coal_ore: #2, 20409(11%)
minecraft.mined.black_candle: #1, 12(57%)
minecraft.picked_up.bubble_coral_block: #2, 441(21%)
minecraft.picked_up.red_tulip: #2, 1001(12%)
minecraft.crafted.white_stained_glass_pane: #2, 2432(13%)
minecraft.dropped.goat_horn: #2, 18(14%)
minecraft.custom.sprint_one_cm: #3, 315396418(9%)
minecraft.picked_up.stripped_spruce_wood: #3, 565(17%)
minecraft.mined.stripped_mangrove_wood: #2, 131(17%)
minecraft.picked_up.stripped_mangrove_wood: #2, 133(17%)
minecraft.picked_up.dark_oak_sign: #2, 83(14%)
minecraft.used.cactus_flower: #2, 27(24%)
minecraft.used.bone_meal: #2, 22878(10%)
minecraft.picked_up.pale_oak_leaves: #3, 1642(17%)
minecraft.used.dead_fire_coral_block: #2, 205(33%)
minecraft.mined.stripped_jungle_wood: #2, 299(17%)
minecraft.crafted.polished_deepslate_slab: #2, 454(14%)
minecraft.used.short_grass: #2, 3906(11%)
minecraft.crafted.oak_slab: #3, 5184(14%)
minecraft.picked_up.resin_bricks: #2, 34(33%)
minecraft.mined.farmland: #2, 475(10%)
minecraft.crafted.pale_oak_fence_gate: #2, 196(26%)
minecraft.killed_by.evoker: #1, 4(80%)
minecraft.dropped.yellow_concrete: #2, 1663(29%)
minecraft.picked_up.pink_banner: #2, 16(16%)
minecraft.dropped.diamond_shovel: #2, 25(11%)
minecraft.killed.salmon: #2, 310(10%)
minecraft.killed.cow: #3, 1588(14%)
minecraft.mined.warped_slab: #3, 216(20%)
minecraft.crafted.pale_oak_hanging_sign: #1, 12(22%)
minecraft.crafted.warped_fence_gate: #2, 96(17%)
minecraft.used.fire_coral_fan: #2, 40(18%)
minecraft.used.bamboo_fence: #3, 877(18%)
minecraft.dropped.nether_quartz_ore: #2, 58(21%)
minecraft.mined.yellow_shulker_box: #2, 537(10%)
minecraft.mined.light_gray_terracotta: #3, 3959(16%)
minecraft.used.dead_bubble_coral: #1, 13(76%)
minecraft.used.mangrove_log: #2, 1687(10%)
minecraft.dropped.moss_block: #2, 3376(10%)
minecraft.mined.gilded_blackstone: #2, 127(36%)
minecraft.dropped.jungle_fence: #2, 66(21%)
minecraft.used.deepslate_emerald_ore: #1, 2(50%)
minecraft.dropped.recovery_compass: #1, 6(50%)
minecraft.picked_up.warped_fungus_on_a_stick: #1, 2(50%)
minecraft.picked_up.golden_pickaxe: #1, 3(75%)
minecraft.custom.interact_with_grindstone: #2, 198(10%)
minecraft.dropped.cyan_terracotta: #2, 192(19%)
minecraft.crafted.polished_blackstone_wall: #2, 145(28%)
minecraft.mined.blue_orchid: #2, 104(21%)
minecraft.dropped.acacia_leaves: #2, 221(18%)
minecraft.crafted.acacia_trapdoor: #2, 944(12%)
minecraft.crafted.birch_fence: #2, 330(12%)
minecraft.mined.stripped_mangrove_log: #2, 1244(10%)
minecraft.picked_up.stripped_mangrove_log: #2, 1241(10%)
minecraft.used.torchflower: #2, 80(19%)
minecraft.picked_up.oak_boat: #2, 167(10%)
minecraft.crafted.polished_deepslate_wall: #2, 127(14%)
minecraft.mined.polished_tuff_wall: #2, 168(11%)
minecraft.used.stripped_pale_oak_wood: #2, 237(35%)
minecraft.picked_up.oak_sapling: #3, 4816(14%)
minecraft.used.soul_sand: #2, 1096(10%)
minecraft.custom.horse_one_cm: #2, 72927285(9%)
minecraft.mined.dead_bubble_coral: #1, 14(70%)
minecraft.picked_up.waxed_exposed_copper_bulb: #2, 37(15%)
minecraft.crafted.granite_slab: #2, 436(18%)
minecraft.mined.warped_fence_gate: #2, 18(26%)
minecraft.crafted.mud_bricks: #3, 4228(15%)
minecraft.used.white_stained_glass_pane: #2, 1847(12%)
minecraft.picked_up.wheat: #3, 24928(12%)
minecraft.dropped.light_weighted_pressure_plate: #2, 22(26%)
minecraft.used.mossy_cobblestone_slab: #2, 194(13%)
minecraft.killed.happy_ghast: #2, 78(17%)
minecraft.picked_up.acacia_leaves: #3, 3292(19%)
minecraft.dropped.orange_wool: #2, 70(23%)
minecraft.picked_up.dead_bubble_coral: #1, 14(67%)
minecraft.broken.diamond_leggings: #1, 2(67%)
minecraft.picked_up.recovery_compass: #1, 8(44%)
minecraft.picked_up.acacia_chest_boat: #1, 2(67%)
minecraft.killed_by.phantom: #1, 2(67%)
minecraft.mined.potted_wither_rose: #1, 2(67%)
minecraft.crafted.stick: #2, 39267(9%)
minecraft.crafted.warped_button: #2, 36(15%)
minecraft.picked_up.stone: #2, 364996(8%)
minecraft.used.andesite_wall: #3, 1213(18%)
minecraft.mined.cornflower: #2, 175(9%)
minecraft.picked_up.polished_tuff_stairs: #2, 258(11%)
minecraft.picked_up.skeleton_skull: #2, 19(28%)
minecraft.used.lime_stained_glass_pane: #2, 575(17%)
minecraft.used.iron_axe: #2, 2251(10%)
minecraft.mined.dirt: #2, 130651(9%)
minecraft.mined.waxed_exposed_copper_bulb: #2, 36(14%)
minecraft.mined.stripped_birch_wood: #3, 824(19%)
minecraft.picked_up.short_grass: #2, 5726(9%)
minecraft.custom.open_enderchest: #3, 10195(8%)
minecraft.mined.stripped_dark_oak_wood: #3, 423(16%)
minecraft.picked_up.purple_stained_glass_pane: #2, 120(20%)
minecraft.used.lead: #2, 10(15%)
minecraft.used.shulker_box: #3, 7890(10%)
minecraft.mined.brick_stairs: #2, 36(16%)
minecraft.dropped.diamond_chestplate: #2, 9(11%)
minecraft.picked_up.deepslate_emerald_ore: #2, 5(31%)
minecraft.crafted.dark_oak_sign: #3, 162(14%)
minecraft.picked_up.stripped_birch_wood: #3, 868(19%)
minecraft.mined.infested_deepslate: #2, 27(14%)
minecraft.mined.granite_slab: #2, 38(17%)
minecraft.mined.pale_hanging_moss: #3, 437(18%)
minecraft.crafted.spruce_boat: #3, 37(14%)
minecraft.killed.zombie_villager: #3, 34(12%)
minecraft.mined.short_dry_grass: #2, 220(18%)
minecraft.dropped.deepslate_brick_slab: #2, 53(22%)
minecraft.crafted.book: #2, 724(9%)
minecraft.used.blue_egg: #2, 77(31%)
minecraft.picked_up.beef: #3, 3884(13%)
minecraft.broken.diamond_shovel: #2, 8(18%)
minecraft.picked_up.stripped_bamboo_block: #2, 249(12%)
minecraft.picked_up.dripstone_block: #3, 5286(12%)
minecraft.dropped.jukebox: #2, 10(26%)
minecraft.custom.pig_one_cm: #3, 404613709(19%)
minecraft.dropped.crafting_table: #3, 55(14%)
minecraft.dropped.pink_terracotta: #2, 30(35%)
minecraft.dropped.ladder: #2, 213(11%)
minecraft.dropped.cactus_flower: #1, 12(55%)
minecraft.custom.animals_bred: #3, 2394(12%)
minecraft.picked_up.birch_hanging_sign: #2, 16(23%)
minecraft.killed_by.guardian: #2, 18(15%)
minecraft.crafted.stripped_spruce_wood: #2, 165(16%)
minecraft.used.polished_tuff_wall: #2, 1100(9%)
minecraft.picked_up.wheat_seeds: #3, 72753(11%)
minecraft.mined.stripped_bamboo_block: #2, 237(11%)
minecraft.dropped.seagrass: #2, 62(20%)
minecraft.dropped.jungle_leaves: #3, 149(20%)
minecraft.picked_up.cyan_stained_glass_pane: #2, 57(18%)
minecraft.mined.pale_oak_wood: #2, 44(22%)
minecraft.used.nether_brick_slab: #2, 189(22%)
minecraft.dropped.oak_sign: #2, 42(9%)
minecraft.dropped.wither_skeleton_skull: #2, 12(25%)
minecraft.used.zombie_head: #1, 2(100%)
minecraft.used.dead_fire_coral_fan: #1, 17(100%)
minecraft.used.scrape_pottery_sherd: #1, 1(100%)
minecraft.used.creeper_head: #1, 2(100%)
minecraft.used.guster_pottery_sherd: #1, 1(100%)
minecraft.dropped.light_gray_banner: #1, 10(100%)
minecraft.dropped.bamboo_mosaic_stairs: #1, 1(100%)
minecraft.dropped.yellow_candle: #1, 82(100%)
minecraft.dropped.stripped_pale_oak_wood: #1, 1(100%)
minecraft.dropped.end_stone_brick_stairs: #1, 4(100%)
minecraft.dropped.black_candle: #1, 5(100%)
minecraft.dropped.nether_brick_wall: #1, 5(100%)
minecraft.dropped.orange_harness: #1, 1(100%)
minecraft.dropped.waxed_weathered_cut_copper_stairs: #1, 1(100%)
minecraft.mined.creeper_head: #1, 1(100%)
minecraft.mined.zombie_head: #1, 1(100%)
minecraft.mined.magenta_wall_banner: #1, 1(100%)
minecraft.picked_up.golden_shovel: #1, 1(100%)
minecraft.crafted.stripped_mangrove_wood: #2, 150(33%)
minecraft.used.red_dye: #3, 60(17%)
minecraft.picked_up.sunflower: #3, 1944(11%)
minecraft.crafted.quartz_pillar: #2, 224(13%)
minecraft.mined.white_stained_glass_pane: #2, 99(10%)
minecraft.crafted.mud_brick_wall: #3, 475(17%)
minecraft.picked_up.polished_andesite_slab: #3, 332(17%)
minecraft.mined.mangrove_sign: #2, 5(18%)
minecraft.crafted.mangrove_stairs: #3, 648(13%)
minecraft.crafted.spruce_fence: #3, 2496(12%)
minecraft.crafted.oak_trapdoor: #3, 676(12%)
minecraft.used.oxeye_daisy: #2, 23(11%)
minecraft.picked_up.shulker_box: #3, 8054(10%)
minecraft.crafted.mangrove_wood: #2, 771(11%)
minecraft.crafted.sandstone_wall: #2, 80(24%)
minecraft.used.smooth_sandstone: #3, 3007(15%)
minecraft.killed_by.ravager: #3, 589(13%)
minecraft.picked_up.mangrove_hanging_sign: #2, 12(17%)
minecraft.used.mangrove_leaves: #3, 3388(15%)
minecraft.used.andesite_slab: #3, 1239(13%)
minecraft.mined.stone: #2, 522328(7%)
minecraft.crafted.stonecutter: #2, 90(8%)
minecraft.used.orange_wool: #3, 517(14%)
minecraft.crafted.brown_stained_glass_pane: #2, 384(21%)
minecraft.picked_up.ender_chest: #3, 2382(11%)
minecraft.mined.light_gray_bed: #2, 198(13%)
minecraft.crafted.oak_planks: #3, 37075(11%)
minecraft.crafted.acacia_boat: #2, 9(31%)
minecraft.used.acacia_sapling: #2, 1792(10%)
minecraft.picked_up.acacia_wood: #3, 214(14%)
minecraft.mined.red_wool: #3, 279(12%)
minecraft.mined.shulker_box: #3, 7814(10%)
minecraft.crafted.redstone_block: #3, 3893(11%)
minecraft.picked_up.acacia_stairs: #3, 114(19%)
minecraft.picked_up.warped_stem: #3, 2329(11%)
minecraft.dropped.deepslate_diamond_ore: #3, 94(16%)
minecraft.picked_up.cherry_slab: #3, 159(25%)
minecraft.mined.closed_eyeblossom: #2, 78(13%)
minecraft.dropped.polished_andesite_slab: #2, 192(36%)
minecraft.crafted.chiseled_bookshelf: #3, 411(13%)
minecraft.crafted.polished_granite_stairs: #2, 39(22%)
minecraft.dropped.golden_carrot: #3, 1169(9%)
minecraft.used.bamboo_raft: #3, 47(17%)
minecraft.used.warped_hanging_sign: #2, 31(18%)
minecraft.used.end_stone_bricks: #3, 74(15%)
minecraft.used.grindstone: #3, 276(11%)
minecraft.dropped.tube_coral_fan: #2, 3(25%)
minecraft.dropped.stripped_cherry_log: #2, 9(29%)
minecraft.dropped.lime_stained_glass: #2, 106(29%)
minecraft.used.armor_stand: #3, 638(10%)
minecraft.crafted.chiseled_sandstone: #2, 22(29%)
minecraft.picked_up.oak_button: #3, 80(12%)
minecraft.used.nether_brick_stairs: #2, 36(24%)
minecraft.mined.brown_bed: #2, 6(14%)
minecraft.used.iron_pickaxe: #3, 5753(11%)
minecraft.used.mangrove_wood: #2, 587(10%)
minecraft.dropped.cobblestone_wall: #2, 59(13%)
minecraft.crafted.quartz_stairs: #2, 176(11%)
minecraft.picked_up.diamond_hoe: #3, 23(12%)
minecraft.picked_up.jungle_slab: #3, 284(12%)
minecraft.mined.acacia_leaves: #3, 3420(12%)
minecraft.used.birch_slab: #3, 1146(14%)
minecraft.mined.warped_planks: #3, 189(13%)
minecraft.crafted.carrot_on_a_stick: #2, 3(27%)
minecraft.picked_up.short_dry_grass: #2, 201(15%)
minecraft.picked_up.yellow_shulker_box: #3, 543(10%)
minecraft.used.small_dripleaf: #2, 36(15%)
minecraft.dropped.warped_slab: #2, 37(32%)
minecraft.dropped.purple_candle: #2, 4(40%)
minecraft.used.yellow_candle: #2, 75(15%)
minecraft.picked_up.name_tag: #3, 105(10%)
minecraft.crafted.iron_pickaxe: #3, 36(11%)
minecraft.picked_up.cyan_candle: #2, 30(13%)
minecraft.mined.yellow_candle: #2, 5(26%)
minecraft.crafted.light_gray_stained_glass_pane: #3, 1408(15%)
minecraft.killed_by.zombified_piglin: #2, 3(14%)
minecraft.picked_up.light_gray_dye: #3, 115(11%)
minecraft.mined.wheat: #4, 24174(13%)
minecraft.used.diamond_chestplate: #3, 78(13%)
minecraft.dropped.sunflower: #3, 234(11%)
minecraft.used.birch_hanging_sign: #2, 14(13%)
minecraft.dropped.end_stone_bricks: #3, 114(20%)
minecraft.used.brown_candle: #2, 76(15%)
minecraft.used.cherry_boat: #2, 17(19%)
minecraft.picked_up.cyan_bed: #3, 133(11%)
minecraft.crafted.golden_carrot: #2, 9869(7%)
minecraft.dropped.glass_pane: #3, 185(15%)
minecraft.dropped.jungle_sapling: #2, 19(12%)
minecraft.dropped.birch_slab: #2, 53(19%)
minecraft.crafted.diamond_block: #2, 838(6%)
minecraft.broken.iron_pickaxe: #3, 19(12%)
minecraft.crafted.warped_fungus_on_a_stick: #2, 3(38%)
minecraft.killed_by.spider: #2, 2(25%)
minecraft.used.stripped_cherry_wood: #2, 51(19%)
minecraft.used.yellow_shulker_box: #3, 539(10%)
minecraft.mined.horn_coral_block: #3, 488(19%)
minecraft.picked_up.light_blue_shulker_box: #3, 610(10%)
minecraft.crafted.red_nether_bricks: #3, 619(18%)
minecraft.custom.walk_under_water_one_cm: #4, 20824820(7%)
minecraft.used.rooted_dirt: #3, 1777(14%)
minecraft.picked_up.warped_planks: #3, 259(12%)
minecraft.picked_up.dark_oak_fence_gate: #3, 82(16%)
minecraft.crafted.copper_block: #3, 3688(10%)
minecraft.crafted.dark_oak_slab: #3, 2514(10%)
minecraft.dropped.red_wool: #2, 25(9%)
minecraft.crafted.light_gray_concrete_powder: #3, 4048(12%)
minecraft.picked_up.rail: #3, 4756(10%)
minecraft.dropped.polished_diorite_slab: #2, 48(36%)
minecraft.mined.ender_chest: #3, 1660(9%)
minecraft.mined.warped_sign: #2, 6(21%)
minecraft.crafted.wheat: #3, 10881(11%)
minecraft.used.orange_glazed_terracotta: #2, 35(16%)
minecraft.crafted.raw_copper: #3, 23616(12%)
minecraft.picked_up.light_gray_terracotta: #4, 3809(15%)
minecraft.dropped.tuff_wall: #2, 5(24%)
minecraft.dropped.waxed_weathered_copper_bulb: #2, 2(29%)
minecraft.mined.cyan_bed: #3, 123(10%)
minecraft.dropped.brown_bed: #2, 6(35%)
minecraft.picked_up.brown_bed: #2, 6(12%)
minecraft.used.acacia_fence_gate: #3, 85(15%)
minecraft.used.dead_tube_coral_block: #2, 156(20%)
minecraft.used.birch_planks: #3, 1391(10%)
minecraft.crafted.diamond_pickaxe: #3, 27(10%)
minecraft.dropped.minecart: #3, 84(12%)
minecraft.used.dead_horn_coral_block: #2, 83(16%)
minecraft.used.light_blue_shulker_box: #3, 611(10%)
minecraft.dropped.purpur_pillar: #2, 80(10%)
minecraft.dropped.mutton: #3, 119(13%)
minecraft.used.ender_chest: #3, 1591(9%)
minecraft.picked_up.lingering_potion: #2, 12(23%)
minecraft.mined.bubble_coral_block: #3, 459(20%)
minecraft.used.blue_orchid: #3, 90(26%)
minecraft.picked_up.birch_slab: #2, 104(7%)
minecraft.mined.polished_blackstone_slab: #2, 94(20%)
minecraft.used.oak_trapdoor: #3, 635(9%)
minecraft.crafted.spruce_sign: #3, 687(10%)
minecraft.crafted.crafting_table: #3, 487(8%)
minecraft.dropped.oak_boat: #2, 14(6%)
minecraft.used.stone_slab: #3, 7018(9%)
minecraft.crafted.jungle_sign: #3, 117(12%)
minecraft.mined.brown_candle: #2, 18(17%)
