stat, rank, value, (percentage) 
minecraft.picked_up.pink_carpet: #13, 1(0%)
minecraft.mined.oak_wood: #13, 7(0%)
minecraft.picked_up.brown_banner: #13, 1(0%)
minecraft.crafted.deepslate_bricks: #13, 54(0%)
minecraft.mined.polished_diorite_stairs: #13, 1(0%)
minecraft.mined.large_fern: #13, 10(0%)
minecraft.used.cyan_stained_glass: #13, 12(0%)
minecraft.dropped.gray_carpet: #13, 1(0%)
minecraft.crafted.quartz_slab: #13, 6(0%)
minecraft.mined.sculk_catalyst: #13, 2(0%)
minecraft.dropped.pitcher_pod: #13, 3(0%)
minecraft.dropped.beetroot: #13, 27(0%)
minecraft.mined.cut_copper: #13, 1(0%)
minecraft.picked_up.cut_copper: #13, 1(0%)
minecraft.crafted.yellow_wool: #13, 6(0%)
minecraft.picked_up.bamboo_mosaic: #13, 1(0%)
minecraft.dropped.nether_wart_block: #13, 1(0%)
minecraft.mined.prismarine: #13, 9(0%)
minecraft.used.activator_rail: #13, 6(0%)
minecraft.mined.black_wool: #13, 7(0%)
minecraft.picked_up.oxidized_cut_copper_stairs: #13, 1(0%)
minecraft.dropped.piston: #13, 1(0%)
minecraft.picked_up.lime_carpet: #13, 2(0%)
minecraft.dropped.sugar: #13, 10(0%)
minecraft.dropped.bamboo_slab: #13, 1(0%)
minecraft.used.waxed_weathered_cut_copper: #13, 1(0%)
minecraft.dropped.nether_brick: #13, 1(0%)
minecraft.killed.drowned: #13, 63(0%)
minecraft.used.bucket: #14, 2845(3%)
minecraft.used.water_bucket: #14, 2015(3%)
minecraft.used.netherrack: #14, 2140(3%)
minecraft.used.oak_sign: #14, 76(3%)
minecraft.crafted.chest: #14, 2154(3%)
minecraft.picked_up.leather_chestplate: #14, 16(2%)
minecraft.picked_up.diorite: #14, 7460(3%)
minecraft.mined.spruce_log: #14, 5302(3%)
minecraft.mined.dirt_path: #14, 558(3%)
minecraft.used.ladder: #14, 309(2%)
minecraft.crafted.stone: #14, 334(2%)
minecraft.mined.spruce_slab: #14, 238(2%)
minecraft.crafted.glass: #14, 3884(2%)
minecraft.dropped.granite: #14, 429(2%)
minecraft.crafted.iron_hoe: #14, 2(3%)
minecraft.used.white_bed: #14, 142(2%)
minecraft.mined.lantern: #14, 33(2%)
minecraft.mined.amethyst_block: #14, 294(2%)
minecraft.used.written_book: #14, 101(2%)
minecraft.picked_up.saddle: #14, 15(2%)
minecraft.used.snowball: #14, 97(1%)
minecraft.picked_up.bone_meal: #14, 2324(2%)
minecraft.dropped.leather_boots: #14, 9(2%)
minecraft.mined.cobbled_deepslate: #14, 345(2%)
minecraft.used.brewing_stand: #14, 17(2%)
minecraft.dropped.saddle: #14, 2(2%)
minecraft.mined.spruce_leaves: #14, 1244(2%)
minecraft.killed.chicken: #14, 90(2%)
minecraft.used.redstone_block: #14, 213(2%)
minecraft.mined.bone_block: #14, 108(2%)
minecraft.used.dispenser: #14, 77(2%)
minecraft.picked_up.netherite_boots: #14, 6(1%)
minecraft.picked_up.podzol: #14, 258(2%)
minecraft.picked_up.campfire: #14, 22(1%)
minecraft.used.calcite: #14, 247(1%)
minecraft.picked_up.diamond_block: #14, 79(1%)
minecraft.picked_up.feather: #14, 188(1%)
minecraft.mined.cherry_trapdoor: #14, 7(2%)
minecraft.picked_up.iron_hoe: #14, 1(2%)
minecraft.used.birch_sign: #14, 17(1%)
minecraft.dropped.ominous_trial_key: #14, 2(2%)
minecraft.used.nether_quartz_ore: #14, 142(1%)
minecraft.mined.tuff_bricks: #14, 342(1%)
minecraft.mined.light_gray_shulker_box: #14, 50(1%)
minecraft.picked_up.light_gray_shulker_box: #14, 50(1%)
minecraft.used.white_concrete: #14, 1047(1%)
minecraft.dropped.deepslate_bricks: #14, 4(1%)
minecraft.picked_up.netherite_helmet: #14, 3(1%)
minecraft.crafted.birch_door: #14, 3(2%)
minecraft.crafted.sticky_piston: #14, 74(1%)
minecraft.used.spruce_sapling: #14, 341(1%)
minecraft.used.light_gray_shulker_box: #14, 51(1%)
minecraft.dropped.waxed_cut_copper_slab: #14, 1(2%)
minecraft.mined.red_mushroom: #14, 7(1%)
minecraft.used.stripped_spruce_log: #14, 128(1%)
minecraft.picked_up.light_gray_carpet: #14, 13(1%)
minecraft.dropped.oak_trapdoor: #14, 3(1%)
minecraft.mined.acacia_fence: #14, 4(1%)
minecraft.used.rotten_flesh: #14, 16(1%)
minecraft.mined.mud_brick_stairs: #14, 4(1%)
minecraft.dropped.bowl: #14, 3(1%)
minecraft.used.sweet_berries: #14, 114(1%)
minecraft.picked_up.cherry_trapdoor: #14, 7(1%)
minecraft.mined.detector_rail: #14, 2(1%)
minecraft.mined.gold_block: #14, 48(1%)
minecraft.dropped.poisonous_potato: #14, 1(1%)
minecraft.used.polished_basalt: #14, 67(1%)
minecraft.mined.candle: #14, 1(1%)
minecraft.dropped.glass_bottle: #14, 105(0%)
minecraft.mined.bricks: #14, 25(0%)
minecraft.mined.polished_andesite_slab: #14, 7(1%)
minecraft.picked_up.orange_banner: #14, 1(1%)
minecraft.used.jungle_leaves: #14, 49(1%)
minecraft.used.orange_banner: #14, 2(1%)
minecraft.picked_up.oxidized_chiseled_copper: #14, 1(1%)
minecraft.used.quartz_block: #14, 126(0%)
minecraft.dropped.white_dye: #14, 8(0%)
minecraft.picked_up.andesite_stairs: #14, 3(0%)
minecraft.mined.chiseled_copper: #14, 1(1%)
minecraft.picked_up.honey_block: #14, 79(0%)
minecraft.used.cookie: #14, 8(0%)
minecraft.used.warped_button: #14, 1(0%)
minecraft.dropped.mossy_cobblestone: #14, 9(0%)
minecraft.crafted.magenta_terracotta: #14, 16(0%)
minecraft.used.green_dye: #14, 5(0%)
minecraft.picked_up.verdant_froglight: #14, 129(0%)
minecraft.used.gray_banner: #14, 1(0%)
minecraft.crafted.brown_concrete_powder: #14, 32(0%)
minecraft.killed.villager: #14, 1(0%)
minecraft.used.orange_concrete_powder: #14, 59(0%)
minecraft.used.waxed_copper_grate: #14, 14(0%)
minecraft.mined.orange_stained_glass: #14, 4(0%)
minecraft.crafted.red_wool: #14, 13(0%)
minecraft.picked_up.sculk_catalyst: #14, 2(0%)
minecraft.used.brown_banner: #14, 1(0%)
minecraft.mined.snow: #14, 873(0%)
minecraft.mined.spruce_button: #14, 3(0%)
minecraft.crafted.baked_potato: #14, 5(0%)
minecraft.picked_up.prismarine: #14, 18(0%)
minecraft.crafted.calibrated_sculk_sensor: #14, 1(0%)
minecraft.mined.waxed_exposed_copper: #14, 1(0%)
minecraft.dropped.cod: #14, 36(0%)
minecraft.mined.quartz_slab: #14, 4(0%)
minecraft.picked_up.coal_block: #14, 5(0%)
minecraft.crafted.gold_nugget: #14, 117(0%)
minecraft.used.polished_diorite_stairs: #14, 3(0%)
minecraft.mined.lapis_block: #14, 1(0%)
minecraft.crafted.chiseled_stone_bricks: #14, 4(0%)
minecraft.dropped.mangrove_log: #14, 1(0%)
minecraft.picked_up.waxed_exposed_copper: #14, 1(0%)
minecraft.dropped.verdant_froglight: #14, 3(0%)
minecraft.custom.crouch_one_cm: #15, 13554090(2%)
minecraft.used.barrel: #15, 333(3%)
minecraft.mined.jungle_log: #15, 1128(3%)
minecraft.picked_up.jungle_log: #15, 1142(2%)
minecraft.used.beacon: #15, 16(2%)
minecraft.picked_up.birch_sign: #15, 19(2%)
minecraft.picked_up.calcite: #15, 758(2%)
minecraft.picked_up.spruce_stairs: #15, 113(2%)
minecraft.mined.ladder: #15, 48(2%)
minecraft.mined.composter: #15, 40(2%)
minecraft.picked_up.filled_map: #15, 281(2%)
minecraft.custom.interact_with_beacon: #15, 23(2%)
minecraft.crafted.iron_boots: #15, 3(2%)
minecraft.crafted.iron_ingot: #15, 12633(2%)
minecraft.picked_up.spruce_sapling: #15, 573(1%)
minecraft.crafted.glass_pane: #15, 224(2%)
minecraft.picked_up.netherite_pickaxe: #15, 9(1%)
minecraft.mined.ochre_froglight: #15, 47(1%)
minecraft.crafted.pink_shulker_box: #15, 2(2%)
minecraft.custom.interact_with_brewingstand: #15, 178(1%)
minecraft.crafted.observer: #15, 271(1%)
minecraft.dropped.netherite_boots: #15, 1(2%)
minecraft.used.pumpkin_seeds: #15, 27(1%)
minecraft.picked_up.dark_oak_stairs: #15, 23(1%)
minecraft.mined.polished_diorite: #15, 8(1%)
minecraft.crafted.stone_bricks: #15, 1460(1%)
minecraft.used.clay: #15, 91(1%)
minecraft.used.packed_ice: #15, 412(1%)
minecraft.picked_up.oak_door: #15, 3(1%)
minecraft.dropped.carrot: #15, 303(1%)
minecraft.mined.dark_oak_planks: #15, 33(1%)
minecraft.custom.interact_with_campfire: #15, 110(1%)
minecraft.mined.andesite_stairs: #15, 3(1%)
minecraft.crafted.emerald_block: #15, 231(1%)
minecraft.used.mud_bricks: #15, 139(1%)
minecraft.dropped.pufferfish: #15, 4(1%)
minecraft.dropped.honey_bottle: #15, 5(1%)
minecraft.dropped.bamboo_planks: #15, 58(1%)
minecraft.used.bamboo_door: #15, 4(1%)
minecraft.mined.oak_stairs: #15, 15(1%)
minecraft.mined.green_terracotta: #15, 11(1%)
minecraft.dropped.soul_sand: #15, 25(0%)
minecraft.crafted.light_gray_shulker_box: #15, 2(1%)
minecraft.used.detector_rail: #15, 3(1%)
minecraft.mined.jungle_planks: #15, 15(0%)
minecraft.dropped.basalt: #15, 7(1%)
minecraft.crafted.oak_pressure_plate: #15, 1(1%)
minecraft.mined.deepslate_tiles: #15, 49(0%)
minecraft.mined.chiseled_deepslate: #15, 4(1%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #15, 5(0%)
minecraft.picked_up.quartz_block: #15, 51(0%)
minecraft.picked_up.deepslate_tile_slab: #15, 21(0%)
minecraft.mined.brown_wool: #15, 5(0%)
minecraft.dropped.melon_slice: #15, 84(0%)
minecraft.dropped.lantern: #15, 2(0%)
minecraft.picked_up.flow_armor_trim_smithing_template: #15, 1(0%)
minecraft.picked_up.chiseled_deepslate: #15, 4(0%)
minecraft.mined.nether_wart_block: #15, 75(0%)
minecraft.crafted.cooked_chicken: #15, 6(0%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #15, 5(0%)
minecraft.dropped.polished_tuff_slab: #15, 3(0%)
minecraft.used.copper_grate: #15, 17(0%)
minecraft.dropped.white_shulker_box: #15, 1(0%)
minecraft.crafted.tuff_brick_wall: #15, 2(0%)
minecraft.dropped.light_gray_stained_glass: #15, 1(0%)
minecraft.killed.wither: #15, 1(0%)
minecraft.dropped.black_dye: #15, 1(0%)
minecraft.crafted.beacon: #15, 1(0%)
minecraft.used.podzol: #15, 11(0%)
minecraft.mined.stone_pressure_plate: #15, 4(0%)
minecraft.used.acacia_button: #15, 1(0%)
minecraft.picked_up.deepslate_tile_stairs: #15, 5(0%)
minecraft.used.crimson_planks: #15, 9(0%)
minecraft.mined.spruce_wood: #15, 2(0%)
minecraft.used.weathered_copper_trapdoor: #15, 1(0%)
minecraft.crafted.white_banner: #15, 10(0%)
minecraft.used.quartz_pillar: #15, 3(0%)
minecraft.mined.chiseled_stone_bricks: #15, 2(0%)
minecraft.picked_up.green_concrete: #15, 5(0%)
minecraft.mined.crimson_planks: #15, 1(0%)
minecraft.used.blue_terracotta: #15, 7(0%)
minecraft.picked_up.cracked_stone_bricks: #15, 5(0%)
minecraft.dropped.ice: #15, 1(0%)
minecraft.dropped.green_wool: #15, 1(0%)
minecraft.used.waxed_copper_trapdoor: #15, 1(0%)
minecraft.dropped.warped_roots: #15, 1(0%)
minecraft.mined.prismarine_bricks: #15, 6(0%)
minecraft.used.chiseled_deepslate: #15, 6(0%)
minecraft.dropped.honeycomb: #15, 1(0%)
minecraft.mined.oak_planks: #16, 190(2%)
minecraft.used.powered_rail: #16, 594(2%)
minecraft.mined.pointed_dripstone: #16, 150(2%)
minecraft.custom.fill_cauldron: #16, 18(2%)
minecraft.dropped.leather_chestplate: #16, 7(2%)
minecraft.picked_up.emerald: #16, 789(2%)
minecraft.picked_up.lantern: #16, 79(2%)
minecraft.mined.carrots: #16, 181(2%)
minecraft.used.chipped_anvil: #16, 5(2%)
minecraft.used.writable_book: #16, 93(1%)
minecraft.picked_up.carrot: #16, 939(1%)
minecraft.crafted.magenta_shulker_box: #16, 1(2%)
minecraft.mined.birch_planks: #16, 48(1%)
minecraft.mined.spruce_planks: #16, 147(1%)
minecraft.used.bamboo_sign: #16, 52(1%)
minecraft.mined.glowstone: #16, 66(1%)
minecraft.used.milk_bucket: #16, 2(1%)
minecraft.mined.jungle_leaves: #16, 372(1%)
minecraft.crafted.minecart: #16, 39(1%)
minecraft.mined.smithing_table: #16, 4(1%)
minecraft.picked_up.lily_pad: #16, 30(1%)
minecraft.picked_up.pink_shulker_box: #16, 26(1%)
minecraft.mined.hay_block: #16, 33(1%)
minecraft.mined.pink_shulker_box: #16, 25(1%)
minecraft.mined.oak_button: #16, 2(1%)
minecraft.dropped.gold_nugget: #16, 107(1%)
minecraft.used.pink_shulker_box: #16, 25(1%)
minecraft.used.cobbled_deepslate_stairs: #16, 44(1%)
minecraft.used.melon_slice: #16, 26(1%)
minecraft.used.chiseled_tuff: #16, 50(1%)
minecraft.used.deepslate_bricks: #16, 224(1%)
minecraft.mined.light_gray_carpet: #16, 6(1%)
minecraft.custom.minecart_one_cm: #16, 618654(0%)
minecraft.used.oak_pressure_plate: #16, 1(1%)
minecraft.picked_up.green_terracotta: #16, 9(1%)
minecraft.used.gold_block: #16, 46(0%)
minecraft.dropped.leather: #16, 30(0%)
minecraft.picked_up.snowball: #16, 488(0%)
minecraft.dropped.gray_dye: #16, 2(1%)
minecraft.picked_up.mud_bricks: #16, 25(0%)
minecraft.dropped.cocoa_beans: #16, 4(0%)
minecraft.mined.brown_mushroom_block: #16, 222(0%)
minecraft.mined.warped_wart_block: #16, 83(0%)
minecraft.crafted.glass_bottle: #16, 93(0%)
minecraft.crafted.white_shulker_box: #16, 4(0%)
minecraft.crafted.bamboo_door: #16, 3(0%)
minecraft.used.mossy_cobblestone_stairs: #16, 2(0%)
minecraft.used.orange_dye: #16, 1(0%)
minecraft.mined.cobblestone_stairs: #16, 7(0%)
minecraft.dropped.brown_wool: #16, 1(0%)
minecraft.used.yellow_concrete_powder: #16, 56(0%)
minecraft.used.brown_concrete_powder: #16, 17(0%)
minecraft.used.brown_mushroom: #16, 5(0%)
minecraft.dropped.bamboo: #16, 121(0%)
minecraft.mined.weeping_vines: #16, 2(0%)
minecraft.picked_up.nether_star: #16, 1(0%)
minecraft.used.crimson_stem: #16, 6(0%)
minecraft.dropped.observer: #16, 2(0%)
minecraft.mined.copper_grate: #16, 1(0%)
minecraft.used.powder_snow_bucket: #16, 4(0%)
minecraft.picked_up.copper_grate: #16, 1(0%)
minecraft.crafted.melon_seeds: #16, 2(0%)
minecraft.used.chiseled_stone_bricks: #16, 3(0%)
minecraft.used.light_blue_terracotta: #16, 12(0%)
minecraft.crafted.crimson_trapdoor: #16, 2(0%)
minecraft.mined.green_stained_glass: #16, 1(0%)
minecraft.picked_up.sugar: #16, 7(0%)
minecraft.mined.green_concrete: #16, 5(0%)
minecraft.crafted.lime_concrete_powder: #16, 16(0%)
minecraft.dropped.magma_block: #16, 1(0%)
minecraft.picked_up.quartz_slab: #16, 4(0%)
minecraft.crafted.compass: #16, 31(0%)
minecraft.used.mushroom_stem: #16, 6(0%)
minecraft.dropped.gray_wool: #16, 2(0%)
minecraft.used.waxed_oxidized_copper_grate: #16, 2(0%)
minecraft.used.crimson_trapdoor: #16, 1(0%)
minecraft.used.waxed_oxidized_cut_copper_stairs: #16, 1(0%)
minecraft.used.yellow_concrete: #16, 5(0%)
minecraft.custom.raid_win: #16, 1(0%)
minecraft.used.sculk: #16, 5(0%)
minecraft.picked_up.leather_boots: #17, 14(2%)
minecraft.picked_up.iron_bars: #17, 190(2%)
minecraft.picked_up.spruce_log: #17, 5505(2%)
minecraft.used.item_frame: #17, 199(2%)
minecraft.crafted.enchanting_table: #17, 1(3%)
minecraft.picked_up.barrel: #17, 113(2%)
minecraft.custom.inspect_hopper: #17, 1307(2%)
minecraft.mined.mossy_cobblestone: #17, 63(2%)
minecraft.used.iron_bars: #17, 354(2%)
minecraft.crafted.item_frame: #17, 157(1%)
minecraft.used.glow_berries: #17, 30(2%)
minecraft.picked_up.tuff_bricks: #17, 397(1%)
minecraft.mined.spruce_fence: #17, 51(1%)
minecraft.picked_up.glowstone: #17, 101(1%)
minecraft.crafted.writable_book: #17, 15(1%)
minecraft.picked_up.piston: #17, 80(1%)
minecraft.picked_up.gold_nugget: #17, 715(1%)
minecraft.picked_up.gold_block: #17, 86(1%)
minecraft.mined.copper_trapdoor: #17, 17(1%)
minecraft.used.note_block: #17, 54(1%)
minecraft.crafted.stone_button: #17, 80(1%)
minecraft.mined.piston_head: #17, 2(1%)
minecraft.dropped.red_mushroom: #17, 2(1%)
minecraft.mined.redstone_lamp: #17, 6(1%)
minecraft.crafted.stone_brick_stairs: #17, 25(1%)
minecraft.picked_up.brown_dye: #17, 9(1%)
minecraft.picked_up.red_mushroom: #17, 10(1%)
minecraft.crafted.ender_eye: #17, 17(1%)
minecraft.picked_up.smithing_table: #17, 3(1%)
minecraft.dropped.stone_button: #17, 5(0%)
minecraft.picked_up.dark_oak_door: #17, 1(1%)
minecraft.crafted.bread: #17, 134(0%)
minecraft.crafted.tuff_brick_slab: #17, 12(0%)
minecraft.mined.gray_carpet: #17, 11(0%)
minecraft.dropped.cooked_salmon: #17, 4(0%)
minecraft.picked_up.redstone_lamp: #17, 6(0%)
minecraft.dropped.orange_dye: #17, 2(1%)
minecraft.mined.light_blue_terracotta: #17, 10(0%)
minecraft.picked_up.cobbled_deepslate_stairs: #17, 8(0%)
minecraft.dropped.bone_meal: #17, 301(0%)
minecraft.picked_up.light_blue_terracotta: #17, 10(0%)
minecraft.used.mud_brick_slab: #17, 20(0%)
minecraft.picked_up.deepslate_tiles: #17, 50(0%)
minecraft.mined.brown_carpet: #17, 3(0%)
minecraft.dropped.cooked_porkchop: #17, 30(0%)
minecraft.dropped.light_gray_dye: #17, 1(0%)
minecraft.picked_up.nether_wart_block: #17, 72(0%)
minecraft.mined.cartography_table: #17, 1(0%)
minecraft.used.brown_carpet: #17, 10(0%)
minecraft.mined.honey_block: #17, 15(0%)
minecraft.picked_up.chorus_flower: #17, 7(0%)
minecraft.dropped.hopper: #17, 2(0%)
minecraft.crafted.smooth_quartz: #17, 37(0%)
minecraft.mined.quartz_block: #17, 14(0%)
minecraft.mined.stone_brick_slab: #17, 8(0%)
minecraft.mined.cracked_stone_bricks: #17, 4(0%)
minecraft.used.cooked_cod: #17, 4(0%)
minecraft.used.black_banner: #17, 1(0%)
minecraft.used.verdant_froglight: #17, 31(0%)
minecraft.dropped.porkchop: #17, 9(0%)
minecraft.used.lime_concrete_powder: #17, 4(0%)
minecraft.used.waxed_oxidized_cut_copper: #17, 2(0%)
minecraft.picked_up.prismarine_bricks: #17, 7(0%)
minecraft.picked_up.black_carpet: #17, 7(0%)
minecraft.used.lapis_block: #17, 1(0%)
minecraft.crafted.map: #17, 6(0%)
minecraft.custom.interact_with_smithing_table: #18, 26(2%)
minecraft.crafted.iron_leggings: #18, 3(2%)
minecraft.used.glow_ink_sac: #18, 78(1%)
minecraft.used.spruce_stairs: #18, 240(1%)
minecraft.dropped.netherrack: #18, 1519(1%)
minecraft.used.piston: #18, 204(1%)
minecraft.mined.redstone_wall_torch: #18, 14(1%)
minecraft.dropped.stone_axe: #18, 1(1%)
minecraft.picked_up.copper_trapdoor: #18, 17(1%)
minecraft.picked_up.stone_bricks: #18, 311(1%)
minecraft.mined.cauldron: #18, 2(1%)
minecraft.crafted.ender_chest: #18, 7(1%)
minecraft.used.stone_brick_stairs: #18, 63(1%)
minecraft.used.damaged_anvil: #18, 1(1%)
minecraft.mined.tuff_brick_stairs: #18, 8(0%)
minecraft.used.target: #18, 14(0%)
minecraft.picked_up.bone_block: #18, 260(0%)
minecraft.picked_up.warped_wart_block: #18, 102(0%)
minecraft.mined.dark_oak_leaves: #18, 123(0%)
minecraft.dropped.light_blue_dye: #18, 1(0%)
minecraft.used.slime_block: #18, 37(0%)
minecraft.picked_up.compass: #18, 4(0%)
minecraft.used.stone_brick_slab: #18, 56(0%)
minecraft.picked_up.chorus_fruit: #18, 55(0%)
minecraft.dropped.cyan_dye: #18, 1(0%)
minecraft.crafted.blaze_powder: #18, 36(0%)
minecraft.picked_up.brown_carpet: #18, 4(0%)
minecraft.picked_up.gray_carpet: #18, 10(0%)
minecraft.used.waxed_oxidized_copper: #18, 18(0%)
minecraft.mined.mossy_stone_bricks: #18, 8(0%)
minecraft.used.deepslate_brick_slab: #18, 29(0%)
minecraft.mined.chorus_plant: #18, 2(0%)
minecraft.used.brown_wool: #18, 5(0%)
minecraft.used.deepslate_brick_stairs: #18, 16(0%)
minecraft.picked_up.glistering_melon_slice: #18, 1(0%)
minecraft.crafted.cooked_mutton: #18, 3(0%)
minecraft.used.iron_hoe: #18, 5(0%)
minecraft.used.quartz_slab: #18, 10(0%)
minecraft.crafted.blue_terracotta: #18, 8(0%)
minecraft.used.cracked_stone_bricks: #18, 4(0%)
minecraft.picked_up.tuff_brick_wall: #18, 1(0%)
minecraft.dropped.feather: #18, 8(0%)
minecraft.mined.deepslate_brick_stairs: #18, 3(0%)
minecraft.picked_up.deepslate_brick_stairs: #18, 3(0%)
minecraft.picked_up.mushroom_stem: #18, 6(0%)
minecraft.dropped.jungle_log: #18, 1(0%)
minecraft.mined.verdant_froglight: #18, 4(0%)
minecraft.picked_up.cobweb: #18, 2(0%)
minecraft.custom.interact_with_furnace: #19, 1313(2%)
minecraft.used.wooden_pickaxe: #19, 11(2%)
minecraft.picked_up.furnace: #19, 67(2%)
minecraft.mined.barrel: #19, 71(2%)
minecraft.used.furnace: #19, 81(1%)
minecraft.used.carrot: #19, 225(1%)
minecraft.mined.calcite: #19, 420(1%)
minecraft.custom.time_since_death: #19, 592880(1%)
minecraft.dropped.diamond_block: #19, 18(1%)
minecraft.mined.comparator: #19, 22(1%)
minecraft.crafted.hopper: #19, 232(1%)
minecraft.picked_up.iron_ingot: #19, 897(1%)
minecraft.mined.scaffolding: #19, 554(1%)
minecraft.mined.sticky_piston: #19, 22(1%)
minecraft.picked_up.sticky_piston: #19, 31(1%)
minecraft.mined.smoker: #19, 1(1%)
minecraft.used.chiseled_tuff_bricks: #19, 115(1%)
minecraft.mined.glass: #19, 140(1%)
minecraft.used.comparator: #19, 68(1%)
minecraft.picked_up.smoker: #19, 1(1%)
minecraft.used.stone_button: #19, 41(1%)
minecraft.crafted.iron_block: #19, 155(1%)
minecraft.used.lectern: #19, 37(1%)
minecraft.picked_up.ancient_debris: #19, 9(1%)
minecraft.used.baked_potato: #19, 33(0%)
minecraft.picked_up.hopper_minecart: #19, 5(0%)
minecraft.mined.chiseled_tuff: #19, 7(0%)
minecraft.used.glass: #19, 651(0%)
minecraft.picked_up.chiseled_tuff: #19, 7(0%)
minecraft.picked_up.packed_ice: #19, 570(0%)
minecraft.crafted.netherite_upgrade_smithing_template: #19, 2(0%)
minecraft.picked_up.spruce_hanging_sign: #19, 1(0%)
minecraft.used.vine: #19, 3(0%)
minecraft.mined.deepslate_bricks: #19, 21(0%)
minecraft.picked_up.light_blue_dye: #19, 2(0%)
minecraft.crafted.flint_and_steel: #19, 4(0%)
minecraft.mined.lectern: #19, 10(0%)
minecraft.used.cooked_mutton: #19, 4(0%)
minecraft.mined.tuff_brick_wall: #19, 1(0%)
minecraft.used.white_carpet: #19, 8(0%)
minecraft.picked_up.deepslate_brick_slab: #19, 5(0%)
minecraft.mined.birch_fence: #19, 1(0%)
minecraft.mined.deepslate_brick_slab: #19, 3(0%)
minecraft.crafted.fermented_spider_eye: #19, 1(0%)
minecraft.mined.furnace: #20, 42(1%)
minecraft.crafted.iron_chestplate: #20, 2(1%)
minecraft.crafted.iron_helmet: #20, 2(1%)
minecraft.mined.redstone_torch: #20, 22(1%)
minecraft.picked_up.redstone_torch: #20, 73(1%)
minecraft.mined.observer: #20, 50(1%)
minecraft.picked_up.comparator: #20, 25(1%)
minecraft.mined.calibrated_sculk_sensor: #20, 1(1%)
minecraft.picked_up.melon_slice: #20, 206(0%)
minecraft.mined.stone_brick_stairs: #20, 10(0%)
minecraft.mined.ancient_debris: #20, 5(0%)
minecraft.picked_up.calibrated_sculk_sensor: #20, 1(0%)
minecraft.mined.packed_ice: #20, 510(0%)
minecraft.used.yellow_dye: #20, 2(0%)
