stat, rank, value, (percentage) 
minecraft.picked_up.nether_bricks: #16, 28(0%)
minecraft.crafted.acacia_sign: #16, 3(0%)
minecraft.crafted.bamboo_slab: #16, 198(0%)
minecraft.used.cobblestone_slab: #16, 71(0%)
minecraft.dropped.light_blue_dye: #16, 1(0%)
minecraft.picked_up.lime_concrete: #16, 16(0%)
minecraft.picked_up.acacia_sign: #16, 1(0%)
minecraft.used.azalea: #16, 10(0%)
minecraft.mined.stripped_birch_log: #16, 17(0%)
minecraft.dropped.iron_bars: #16, 9(0%)
minecraft.used.acacia_fence: #16, 12(0%)
minecraft.picked_up.stripped_birch_log: #16, 17(0%)
minecraft.mined.spore_blossom: #16, 2(0%)
minecraft.mined.azalea_leaves: #16, 317(0%)
minecraft.used.wooden_sword: #16, 6(0%)
minecraft.picked_up.azalea_leaves: #16, 311(0%)
minecraft.mined.flowering_azalea_leaves: #16, 99(0%)
minecraft.picked_up.flowering_azalea_leaves: #16, 99(0%)
minecraft.used.netherite_pickaxe: #16, 14640(0%)
minecraft.dropped.lily_pad: #16, 1(0%)
minecraft.picked_up.light_blue_concrete: #16, 49(0%)
minecraft.mined.yellow_concrete: #16, 60(0%)
minecraft.picked_up.armadillo_scute: #16, 15(0%)
minecraft.used.pitcher_plant: #16, 1(0%)
minecraft.crafted.white_terracotta: #16, 16(0%)
minecraft.mined.lime_concrete: #16, 16(0%)
minecraft.custom.interact_with_cartography_table: #16, 1(0%)
minecraft.picked_up.experience_bottle: #16, 9(0%)
minecraft.picked_up.bamboo_block: #16, 94(0%)
minecraft.picked_up.gray_wool: #16, 43(0%)
minecraft.used.basalt: #16, 29(0%)
minecraft.picked_up.pitcher_pod: #16, 3(0%)
minecraft.used.cobweb: #16, 8(0%)
minecraft.used.cooked_cod: #16, 7(0%)
minecraft.picked_up.deepslate_tile_stairs: #16, 4(0%)
minecraft.crafted.bamboo_trapdoor: #16, 16(0%)
minecraft.crafted.cobblestone_slab: #16, 18(0%)
minecraft.used.cobbled_deepslate_wall: #16, 6(0%)
minecraft.used.blue_ice: #16, 5(0%)
minecraft.used.dark_oak_wood: #16, 13(0%)
minecraft.crafted.glowstone: #16, 5(0%)
minecraft.mined.tube_coral_wall_fan: #16, 1(0%)
minecraft.crafted.candle: #16, 10(0%)
minecraft.picked_up.tube_coral_fan: #16, 1(0%)
minecraft.used.honey_bottle: #16, 2(0%)
minecraft.picked_up.black_carpet: #16, 7(0%)
minecraft.crafted.light_blue_stained_glass: #16, 8(0%)
minecraft.mined.sculk_vein: #16, 3(0%)
minecraft.killed.witch: #16, 3(0%)
minecraft.used.bone_meal: #17, 6399(3%)
minecraft.picked_up.oak_planks: #17, 383(2%)
minecraft.mined.pointed_dripstone: #17, 143(2%)
minecraft.picked_up.diamond_helmet: #17, 9(2%)
minecraft.picked_up.glow_ink_sac: #17, 89(2%)
minecraft.crafted.spruce_slab: #17, 1116(2%)
minecraft.used.lightning_rod: #17, 117(2%)
minecraft.picked_up.lapis_ore: #17, 47(2%)
minecraft.mined.deepslate: #17, 12226(2%)
minecraft.mined.cobbled_deepslate: #17, 305(2%)
minecraft.picked_up.apple: #17, 84(1%)
minecraft.mined.spruce_wall_sign: #17, 8(1%)
minecraft.dropped.leather_leggings: #17, 4(1%)
minecraft.picked_up.end_rod: #17, 109(1%)
minecraft.picked_up.raw_copper: #17, 7102(1%)
minecraft.mined.spruce_leaves: #17, 996(1%)
minecraft.used.diamond_shovel: #17, 49685(1%)
minecraft.picked_up.spruce_sapling: #17, 463(1%)
minecraft.dropped.bow: #17, 31(1%)
minecraft.picked_up.pointed_dripstone: #17, 390(1%)
minecraft.picked_up.diamond_block: #17, 66(1%)
minecraft.mined.amethyst_block: #17, 170(1%)
minecraft.crafted.iron_hoe: #17, 1(1%)
minecraft.used.dispenser: #17, 51(1%)
minecraft.dropped.stone_pickaxe: #17, 1(1%)
minecraft.dropped.golden_boots: #17, 5(1%)
minecraft.mined.iron_trapdoor: #17, 13(1%)
minecraft.crafted.lightning_rod: #17, 72(1%)
minecraft.custom.interact_with_loom: #17, 21(1%)
minecraft.dropped.string: #17, 141(1%)
minecraft.mined.sugar_cane: #17, 921(1%)
minecraft.dropped.golden_helmet: #17, 2(1%)
minecraft.picked_up.clay_ball: #17, 600(1%)
minecraft.picked_up.acacia_log: #17, 349(1%)
minecraft.dropped.golden_leggings: #17, 2(1%)
minecraft.mined.tall_seagrass: #17, 43(1%)
minecraft.mined.bamboo_trapdoor: #17, 16(1%)
minecraft.mined.dark_oak_planks: #17, 28(1%)
minecraft.dropped.gravel: #17, 335(1%)
minecraft.picked_up.light_gray_wool: #17, 40(1%)
minecraft.picked_up.iron_axe: #17, 3(1%)
minecraft.used.oak_stairs: #17, 22(1%)
minecraft.mined.terracotta: #17, 922(1%)
minecraft.picked_up.acacia_sapling: #17, 116(1%)
minecraft.picked_up.cobbled_deepslate_slab: #17, 38(1%)
minecraft.used.cherry_sapling: #17, 13(1%)
minecraft.used.rotten_flesh: #17, 11(1%)
minecraft.used.green_shulker_box: #17, 21(1%)
minecraft.custom.walk_one_cm: #18, 88080760(2%)
minecraft.dropped.lapis_lazuli: #17, 24(1%)
minecraft.used.packed_ice: #17, 216(0%)
minecraft.crafted.jungle_stairs: #17, 16(1%)
minecraft.crafted.firework_rocket: #17, 1791(0%)
minecraft.picked_up.cherry_leaves: #17, 132(0%)
minecraft.used.packed_mud: #17, 520(0%)
minecraft.picked_up.andesite_slab: #17, 9(0%)
minecraft.picked_up.lava_bucket: #17, 3(0%)
minecraft.used.bone_block: #17, 84(0%)
minecraft.mined.raw_copper_block: #17, 1(0%)
minecraft.used.red_wool: #17, 23(0%)
minecraft.crafted.stonecutter: #17, 4(0%)
minecraft.used.orange_bed: #17, 1(0%)
minecraft.crafted.decorated_pot: #17, 37(0%)
minecraft.used.smooth_stone_slab: #17, 198(0%)
minecraft.used.dark_oak_sapling: #17, 89(0%)
minecraft.crafted.pink_dye: #17, 50(0%)
minecraft.used.red_bed: #17, 2(0%)
minecraft.used.peony: #17, 1(0%)
minecraft.mined.packed_ice: #17, 807(0%)
minecraft.mined.green_terracotta: #17, 6(0%)
minecraft.picked_up.bookshelf: #17, 6(0%)
minecraft.used.yellow_dye: #17, 3(0%)
minecraft.crafted.brown_dye: #17, 58(0%)
minecraft.crafted.acacia_fence: #17, 15(0%)
minecraft.mined.deepslate_tiles: #17, 35(0%)
minecraft.picked_up.green_terracotta: #17, 6(0%)
minecraft.dropped.jungle_planks: #17, 2(0%)
minecraft.used.mangrove_leaves: #17, 69(0%)
minecraft.crafted.polished_deepslate_stairs: #17, 4(0%)
minecraft.mined.muddy_mangrove_roots: #17, 36(0%)
minecraft.mined.end_stone_bricks: #17, 5(0%)
minecraft.picked_up.chorus_fruit: #17, 57(0%)
minecraft.crafted.green_banner: #17, 1(0%)
minecraft.mined.budding_amethyst: #17, 1(0%)
minecraft.dropped.raw_copper: #17, 30(0%)
minecraft.mined.target: #17, 2(0%)
minecraft.picked_up.jungle_sign: #17, 1(0%)
minecraft.picked_up.smooth_stone: #17, 112(0%)
minecraft.mined.waxed_oxidized_copper: #17, 31(0%)
minecraft.mined.cobbled_deepslate_stairs: #17, 2(0%)
minecraft.mined.orange_tulip: #17, 3(0%)
minecraft.dropped.coal: #17, 44(0%)
minecraft.picked_up.spore_blossom: #17, 2(0%)
minecraft.used.mangrove_sign: #17, 2(0%)
minecraft.used.azalea_leaves: #17, 123(0%)
minecraft.crafted.yellow_terracotta: #17, 24(0%)
minecraft.picked_up.lime_dye: #17, 2(0%)
minecraft.used.jungle_leaves: #17, 14(0%)
minecraft.used.deepslate_iron_ore: #17, 8(0%)
minecraft.crafted.red_banner: #17, 1(0%)
minecraft.used.dead_bush: #17, 2(0%)
minecraft.used.acacia_sapling: #17, 28(0%)
minecraft.picked_up.orange_tulip: #17, 9(0%)
minecraft.crafted.stone_pressure_plate: #17, 4(0%)
minecraft.used.nether_bricks: #17, 4(0%)
minecraft.dropped.iron_boots: #17, 1(0%)
minecraft.crafted.white_stained_glass: #17, 48(0%)
minecraft.used.polished_diorite: #17, 8(0%)
minecraft.used.warped_sign: #17, 1(0%)
minecraft.crafted.purple_dye: #17, 12(0%)
minecraft.mined.deepslate_brick_stairs: #17, 4(0%)
minecraft.used.pale_oak_sign: #17, 1(0%)
minecraft.mined.sculk_sensor: #17, 3(0%)
minecraft.used.stripped_warped_stem: #17, 2(0%)
minecraft.crafted.white_banner: #17, 6(0%)
minecraft.picked_up.fire_coral_fan: #17, 2(0%)
minecraft.picked_up.white_stained_glass_pane: #17, 1(0%)
minecraft.picked_up.purple_dye: #17, 1(0%)
minecraft.crafted.green_concrete_powder: #17, 8(0%)
minecraft.used.mud_brick_stairs: #17, 1(0%)
minecraft.dropped.mossy_cobblestone: #17, 1(0%)
minecraft.dropped.gray_wool: #17, 1(0%)
minecraft.dropped.birch_leaves: #17, 1(0%)
minecraft.used.mushroom_stem: #17, 1(0%)
minecraft.picked_up.sculk_vein: #17, 1(0%)
minecraft.mined.tall_grass: #18, 563(2%)
minecraft.used.barrel: #18, 240(2%)
minecraft.crafted.diamond_pickaxe: #18, 6(2%)
minecraft.picked_up.leather_chestplate: #18, 11(2%)
minecraft.mined.chest: #18, 351(2%)
minecraft.picked_up.ender_pearl: #18, 4853(1%)
minecraft.crafted.torch: #18, 2496(2%)
minecraft.used.furnace: #18, 95(2%)
minecraft.picked_up.water_bucket: #18, 17(2%)
minecraft.used.spruce_trapdoor: #18, 1014(2%)
minecraft.used.ladder: #18, 213(2%)
minecraft.crafted.lantern: #18, 131(2%)
minecraft.picked_up.arrow: #18, 1572(2%)
minecraft.picked_up.oak_log: #18, 1918(2%)
minecraft.mined.jukebox: #18, 7(2%)
minecraft.crafted.diamond_axe: #18, 2(2%)
minecraft.crafted.barrel: #18, 146(1%)
minecraft.killed.trader_llama: #18, 6(2%)
minecraft.picked_up.anvil: #18, 17(1%)
minecraft.mined.coal_ore: #18, 2298(1%)
minecraft.picked_up.flint: #18, 231(1%)
minecraft.used.deepslate: #18, 932(1%)
minecraft.picked_up.melon_seeds: #18, 19(1%)
minecraft.mined.chipped_anvil: #18, 4(1%)
minecraft.used.decorated_pot: #18, 44(1%)
minecraft.crafted.redstone_block: #18, 370(1%)
minecraft.picked_up.chipped_anvil: #18, 4(1%)
minecraft.crafted.diamond_chestplate: #18, 1(1%)
minecraft.picked_up.jukebox: #18, 6(1%)
minecraft.used.granite: #18, 266(1%)
minecraft.crafted.diamond_hoe: #18, 1(1%)
minecraft.killed.squid: #18, 61(1%)
minecraft.used.pointed_dripstone: #18, 116(1%)
minecraft.picked_up.oak_stairs: #18, 30(1%)
minecraft.mined.polished_andesite_stairs: #18, 5(1%)
minecraft.picked_up.bamboo: #18, 3103(1%)
minecraft.crafted.iron_block: #18, 230(1%)
minecraft.crafted.iron_door: #18, 3(1%)
minecraft.used.lava_bucket: #18, 35(1%)
minecraft.crafted.glass: #18, 1201(1%)
minecraft.picked_up.name_tag: #18, 7(1%)
minecraft.crafted.dark_oak_stairs: #18, 52(1%)
minecraft.picked_up.dripstone_block: #18, 287(1%)
minecraft.crafted.stone_axe: #18, 1(1%)
minecraft.mined.mud: #18, 1705(1%)
minecraft.crafted.cauldron: #18, 13(1%)
minecraft.used.carved_pumpkin: #18, 4(1%)
minecraft.dropped.snowball: #18, 29(1%)
minecraft.picked_up.iron_sword: #18, 4(1%)
minecraft.dropped.iron_chestplate: #18, 1(1%)
minecraft.mined.cyan_terracotta: #18, 52(1%)
minecraft.crafted.smooth_stone: #18, 204(1%)
minecraft.crafted.bamboo_block: #18, 235(1%)
minecraft.mined.fern: #18, 31(1%)
minecraft.mined.mangrove_trapdoor: #18, 5(1%)
minecraft.picked_up.iron_trapdoor: #18, 13(1%)
minecraft.picked_up.polished_andesite_stairs: #18, 5(1%)
minecraft.picked_up.magma_cream: #18, 22(1%)
minecraft.used.milk_bucket: #18, 1(1%)
minecraft.crafted.acacia_trapdoor: #18, 48(1%)
minecraft.used.egg: #18, 185(0%)
minecraft.used.anvil: #18, 22(0%)
minecraft.picked_up.dark_oak_sapling: #18, 135(0%)
minecraft.picked_up.mangrove_trapdoor: #18, 6(1%)
minecraft.used.glass: #18, 880(0%)
minecraft.mined.mangrove_leaves: #18, 809(0%)
minecraft.picked_up.deepslate_diamond_ore: #18, 131(0%)
minecraft.picked_up.golden_apple: #18, 4(0%)
minecraft.used.honeycomb: #18, 84(0%)
minecraft.crafted.raw_copper_block: #18, 174(0%)
minecraft.killed.magma_cube: #18, 28(0%)
minecraft.picked_up.sugar_cane: #18, 1957(0%)
minecraft.picked_up.hopper_minecart: #18, 5(0%)
minecraft.used.white_concrete_powder: #18, 400(0%)
minecraft.crafted.black_dye: #18, 304(0%)
minecraft.used.smooth_quartz_slab: #18, 40(0%)
minecraft.used.cobbled_deepslate_slab: #18, 68(0%)
minecraft.crafted.sticky_piston: #18, 25(0%)
minecraft.picked_up.cyan_wool: #18, 31(0%)
minecraft.picked_up.white_dye: #18, 11(0%)
minecraft.mined.copper_block: #18, 11(0%)
minecraft.dropped.gunpowder: #18, 84(0%)
minecraft.used.mangrove_log: #18, 46(0%)
minecraft.crafted.mangrove_slab: #18, 36(0%)
minecraft.used.cyan_bed: #18, 4(0%)
minecraft.picked_up.bee_nest: #18, 2(0%)
minecraft.mined.light_gray_carpet: #18, 3(0%)
minecraft.mined.bamboo_slab: #18, 5(0%)
minecraft.mined.andesite_stairs: #18, 1(0%)
minecraft.picked_up.polished_deepslate_wall: #18, 4(0%)
minecraft.picked_up.gunpowder: #18, 366(0%)
minecraft.picked_up.lilac: #18, 17(0%)
minecraft.crafted.oak_stairs: #18, 8(0%)
minecraft.used.mangrove_trapdoor: #18, 10(0%)
minecraft.picked_up.blue_wool: #18, 12(0%)
minecraft.picked_up.honeycomb: #18, 85(0%)
minecraft.picked_up.mangrove_leaves: #18, 191(0%)
minecraft.mined.exposed_copper_trapdoor: #18, 3(0%)
minecraft.picked_up.yellow_bed: #18, 2(0%)
minecraft.picked_up.exposed_copper_trapdoor: #18, 3(0%)
minecraft.crafted.smooth_quartz_slab: #18, 6(0%)
minecraft.crafted.smoker: #18, 1(0%)
minecraft.used.jungle_slab: #18, 12(0%)
minecraft.picked_up.white_tulip: #18, 9(0%)
minecraft.used.mangrove_roots: #18, 52(0%)
minecraft.crafted.bamboo_sign: #18, 9(0%)
minecraft.dropped.soul_sand: #18, 7(0%)
minecraft.picked_up.andesite_stairs: #18, 1(0%)
minecraft.mined.purpur_slab: #18, 1(0%)
minecraft.picked_up.wither_skeleton_skull: #18, 1(0%)
minecraft.used.light_gray_wool: #18, 14(0%)
minecraft.crafted.dark_oak_wood: #18, 18(0%)
minecraft.used.andesite_stairs: #18, 3(0%)
minecraft.crafted.lime_dye: #18, 18(0%)
minecraft.dropped.stone_sword: #18, 3(0%)
minecraft.used.smooth_basalt: #18, 22(0%)
minecraft.used.green_wool: #18, 12(0%)
minecraft.used.andesite_wall: #18, 8(0%)
minecraft.picked_up.black_wool: #18, 29(0%)
minecraft.used.shroomlight: #18, 3(0%)
minecraft.used.yellow_bed: #18, 1(0%)
minecraft.picked_up.bamboo_slab: #18, 6(0%)
minecraft.used.blackstone: #18, 21(0%)
minecraft.mined.smooth_stone: #18, 21(0%)
minecraft.crafted.red_wool: #18, 6(0%)
minecraft.used.red_terracotta: #18, 17(0%)
minecraft.used.green_concrete_powder: #18, 8(0%)
minecraft.crafted.orange_dye: #18, 14(0%)
minecraft.dropped.emerald: #18, 25(0%)
minecraft.mined.light_blue_stained_glass: #18, 2(0%)
minecraft.mined.purpur_stairs: #18, 1(0%)
minecraft.picked_up.ice: #18, 78(0%)
minecraft.used.oxidized_cut_copper_stairs: #18, 2(0%)
minecraft.mined.brain_coral_wall_fan: #18, 1(0%)
minecraft.mined.ice: #18, 83(0%)
minecraft.crafted.target: #18, 1(0%)
minecraft.crafted.mossy_stone_bricks: #18, 5(0%)
minecraft.mined.sculk: #18, 10(0%)
minecraft.used.snow_block: #18, 8(0%)
minecraft.used.diamond_axe: #19, 23344(2%)
minecraft.picked_up.leather_helmet: #19, 6(2%)
minecraft.used.player_head: #19, 104(2%)
minecraft.mined.crafting_table: #19, 130(2%)
minecraft.picked_up.diamond_boots: #19, 16(1%)
minecraft.picked_up.barrel: #19, 103(2%)
minecraft.used.water_bucket: #19, 1058(2%)
minecraft.used.shears: #19, 3723(2%)
minecraft.used.torch: #19, 3101(2%)
minecraft.crafted.diamond: #19, 1188(1%)
minecraft.broken.shears: #19, 11(2%)
minecraft.killed.wandering_trader: #19, 3(2%)
minecraft.mined.player_head: #19, 42(1%)
minecraft.dropped.diamond_pickaxe: #19, 6(1%)
minecraft.picked_up.lead: #19, 100(1%)
minecraft.picked_up.bone: #19, 1407(1%)
minecraft.picked_up.redstone: #19, 3638(1%)
minecraft.used.bamboo: #19, 281(1%)
minecraft.picked_up.diamond_sword: #19, 16(1%)
minecraft.custom.interact_with_grindstone: #19, 25(1%)
minecraft.picked_up.paper: #19, 114(1%)
minecraft.mined.beacon: #19, 6(1%)
minecraft.dropped.spruce_log: #19, 63(1%)
minecraft.picked_up.iron_nugget: #19, 115(1%)
minecraft.crafted.bow: #19, 25(1%)
minecraft.dropped.diamond_axe: #19, 3(1%)
minecraft.used.cooked_beef: #19, 173(1%)
minecraft.crafted.spruce_trapdoor: #19, 542(1%)
minecraft.used.bow: #19, 880(1%)
minecraft.crafted.painting: #19, 28(1%)
minecraft.picked_up.ink_sac: #19, 261(1%)
minecraft.used.chipped_anvil: #19, 3(1%)
minecraft.used.armor_stand: #19, 54(1%)
minecraft.picked_up.enchanted_book: #19, 13(1%)
minecraft.used.obsidian: #19, 162(1%)
minecraft.used.cobbled_deepslate: #19, 840(1%)
minecraft.crafted.birch_sign: #19, 12(1%)
minecraft.mined.white_bed: #19, 45(1%)
minecraft.mined.dripstone_block: #19, 323(1%)
minecraft.mined.bamboo: #19, 312(1%)
minecraft.picked_up.glass: #19, 458(1%)
minecraft.picked_up.bone_meal: #19, 845(1%)
minecraft.mined.blackstone: #19, 302(1%)
minecraft.custom.play_record: #19, 7(1%)
minecraft.custom.horse_one_cm: #19, 4705244(1%)
minecraft.picked_up.bucket: #19, 23(1%)
minecraft.picked_up.cherry_log: #19, 202(1%)
minecraft.crafted.polished_tuff_slab: #19, 22(1%)
minecraft.picked_up.fishing_rod: #19, 7(1%)
minecraft.picked_up.string: #19, 452(1%)
minecraft.dropped.netherite_pickaxe: #19, 1(1%)
minecraft.dropped.iron_leggings: #19, 1(1%)
minecraft.dropped.oak_planks: #19, 16(1%)
minecraft.mined.acacia_log: #19, 241(1%)
minecraft.picked_up.loom: #19, 2(1%)
minecraft.picked_up.coarse_dirt: #19, 136(1%)
minecraft.crafted.armor_stand: #19, 46(1%)
minecraft.picked_up.bamboo_trapdoor: #19, 16(1%)
minecraft.crafted.stone_bricks: #19, 772(1%)
minecraft.picked_up.white_banner: #19, 17(1%)
minecraft.used.diamond_sword: #19, 4571(0%)
minecraft.mined.amethyst_cluster: #19, 52(1%)
minecraft.picked_up.chicken: #19, 40(0%)
minecraft.crafted.gold_ingot: #19, 861(0%)
minecraft.picked_up.mangrove_log: #19, 187(0%)
minecraft.picked_up.gold_ingot: #19, 132(0%)
minecraft.used.grindstone: #19, 11(0%)
minecraft.dropped.raw_iron: #19, 10(1%)
minecraft.mined.loom: #19, 1(1%)
minecraft.crafted.black_concrete_powder: #19, 320(0%)
minecraft.crafted.spruce_door: #19, 3(0%)
minecraft.dropped.red_mushroom: #19, 1(0%)
minecraft.crafted.chiseled_bookshelf: #19, 13(0%)
minecraft.used.clay: #19, 35(0%)
minecraft.dropped.sunflower: #19, 7(0%)
minecraft.used.dripstone_block: #19, 49(0%)
minecraft.picked_up.nether_brick_fence: #19, 2(0%)
minecraft.mined.smooth_quartz_slab: #19, 8(0%)
minecraft.dropped.iron_sword: #19, 1(0%)
minecraft.picked_up.glow_lichen: #19, 150(0%)
minecraft.picked_up.smooth_quartz_slab: #19, 9(0%)
minecraft.picked_up.jungle_planks: #19, 15(0%)
minecraft.crafted.mangrove_stairs: #19, 12(0%)
minecraft.crafted.light_gray_dye: #19, 65(0%)
minecraft.picked_up.polished_deepslate_stairs: #19, 6(0%)
minecraft.dropped.clay: #19, 3(0%)
minecraft.dropped.sand: #19, 121(0%)
minecraft.mined.cobweb: #19, 33(0%)
minecraft.used.black_concrete: #19, 64(0%)
minecraft.used.magma_block: #19, 56(0%)
minecraft.crafted.stone_stairs: #19, 7(0%)
minecraft.picked_up.peony: #19, 10(0%)
minecraft.mined.dark_oak_sapling: #19, 1(0%)
minecraft.picked_up.cobbled_deepslate_stairs: #19, 4(0%)
minecraft.mined.white_tulip: #19, 3(0%)
minecraft.mined.cut_sandstone: #19, 6(0%)
minecraft.crafted.mangrove_trapdoor: #19, 8(0%)
minecraft.crafted.white_carpet: #19, 15(0%)
minecraft.mined.gray_carpet: #19, 4(0%)
minecraft.used.light_gray_terracotta: #19, 11(0%)
minecraft.used.tuff_slab: #19, 9(0%)
minecraft.used.melon_slice: #19, 6(0%)
minecraft.used.gray_carpet: #19, 17(0%)
minecraft.picked_up.purple_wool: #19, 13(0%)
minecraft.mined.light_gray_concrete_powder: #19, 3(0%)
minecraft.picked_up.compass: #19, 2(0%)
minecraft.mined.polished_deepslate_stairs: #19, 2(0%)
minecraft.used.polished_andesite_stairs: #19, 3(0%)
minecraft.picked_up.red_tulip: #19, 9(0%)
minecraft.crafted.gray_carpet: #19, 15(0%)
minecraft.used.deepslate_tiles: #19, 81(0%)
minecraft.picked_up.gray_carpet: #19, 5(0%)
minecraft.picked_up.green_wool: #19, 26(0%)
minecraft.mined.white_stained_glass_pane: #19, 1(0%)
minecraft.dropped.oak_leaves: #19, 6(0%)
minecraft.picked_up.nether_gold_ore: #19, 1(0%)
minecraft.used.white_stained_glass_pane: #19, 13(0%)
minecraft.mined.purpur_block: #19, 9(0%)
minecraft.dropped.obsidian: #19, 1(0%)
minecraft.mined.packed_mud: #19, 25(0%)
minecraft.crafted.golden_carrot: #19, 83(0%)
minecraft.picked_up.blue_shulker_box: #19, 4(0%)
minecraft.mined.blue_shulker_box: #19, 4(0%)
minecraft.killed.wither_skeleton: #19, 13(0%)
minecraft.picked_up.seagrass: #19, 3(0%)
minecraft.used.brown_mushroom: #19, 1(0%)
minecraft.used.light_gray_carpet: #19, 5(0%)
minecraft.used.blue_shulker_box: #19, 3(0%)
minecraft.picked_up.sculk_sensor: #19, 2(0%)
minecraft.picked_up.deepslate_brick_stairs: #19, 2(0%)
minecraft.crafted.snow_block: #19, 8(0%)
minecraft.crafted.emerald_block: #19, 9(0%)
minecraft.mined.emerald_block: #19, 2(0%)
minecraft.dropped.short_grass: #19, 1(0%)
minecraft.dropped.quartz: #19, 1(0%)
minecraft.crafted.cooked_mutton: #19, 1(0%)
minecraft.used.copper_block: #19, 29(0%)
minecraft.used.oxidized_copper_trapdoor: #19, 1(0%)
minecraft.mined.oxidized_copper_trapdoor: #19, 1(0%)
minecraft.mined.black_wool: #19, 1(0%)
minecraft.picked_up.mushroom_stem: #19, 1(0%)
minecraft.used.pale_moss_carpet: #19, 1(0%)
minecraft.picked_up.snow_block: #19, 1(0%)
minecraft.crafted.spruce_planks: #20, 13720(2%)
minecraft.picked_up.bow: #20, 76(2%)
minecraft.dropped.diamond_sword: #20, 4(2%)
minecraft.used.bucket: #20, 1203(1%)
minecraft.dropped.cooked_beef: #20, 44(1%)
minecraft.used.hopper_minecart: #20, 12(1%)
minecraft.used.jukebox: #20, 7(1%)
minecraft.dropped.torch: #20, 106(1%)
minecraft.mined.white_shulker_box: #20, 79(1%)
minecraft.picked_up.beacon: #20, 6(1%)
minecraft.picked_up.golden_chestplate: #20, 5(1%)
minecraft.picked_up.chainmail_boots: #20, 2(1%)
minecraft.used.white_banner: #20, 11(1%)
minecraft.mined.gravel: #20, 4286(1%)
minecraft.crafted.bucket: #20, 58(1%)
minecraft.picked_up.iron_pickaxe: #20, 2(1%)
minecraft.picked_up.red_wool: #20, 51(1%)
minecraft.used.calcite: #20, 129(1%)
minecraft.mined.scaffolding: #20, 527(1%)
minecraft.used.iron_block: #20, 548(1%)
minecraft.mined.brown_mushroom: #20, 15(1%)
minecraft.killed.ghast: #20, 7(1%)
minecraft.mined.redstone_block: #20, 30(1%)
minecraft.picked_up.bamboo_sign: #20, 10(1%)
minecraft.killed.phantom: #20, 7(1%)
minecraft.picked_up.spyglass: #20, 1(0%)
minecraft.mined.glass: #20, 108(0%)
minecraft.mined.dead_bush: #20, 30(1%)
minecraft.mined.end_rod: #20, 28(0%)
minecraft.mined.mangrove_log: #20, 157(0%)
minecraft.used.oak_planks: #20, 66(0%)
minecraft.crafted.lapis_lazuli: #20, 99(0%)
minecraft.mined.mangrove_roots: #20, 312(0%)
minecraft.dropped.arrow: #20, 153(0%)
minecraft.mined.deepslate_diamond_ore: #20, 249(0%)
minecraft.crafted.observer: #20, 94(0%)
minecraft.dropped.dandelion: #20, 19(0%)
minecraft.mined.azalea: #20, 10(0%)
minecraft.custom.bell_ring: #20, 4(0%)
minecraft.killed.zombie: #20, 474(0%)
minecraft.dropped.iron_nugget: #20, 60(0%)
minecraft.picked_up.black_concrete: #20, 68(0%)
minecraft.picked_up.pufferfish: #20, 13(0%)
minecraft.dropped.stone_button: #20, 3(0%)
minecraft.crafted.grindstone: #20, 9(0%)
minecraft.crafted.warped_planks: #20, 92(0%)
minecraft.crafted.stone_sword: #20, 1(0%)
minecraft.used.bamboo_sign: #20, 11(0%)
minecraft.used.iron_trapdoor: #20, 23(0%)
minecraft.used.jungle_log: #20, 28(0%)
minecraft.picked_up.orange_shulker_box: #20, 11(0%)
minecraft.crafted.composter: #20, 16(0%)
minecraft.picked_up.bamboo_planks: #20, 74(0%)
minecraft.mined.black_concrete: #20, 68(0%)
minecraft.mined.orange_shulker_box: #20, 11(0%)
minecraft.picked_up.brewing_stand: #20, 2(0%)
minecraft.dropped.leather: #20, 15(0%)
minecraft.mined.soul_fire: #20, 4(0%)
minecraft.crafted.gray_dye: #20, 70(0%)
minecraft.picked_up.clay: #20, 55(0%)
minecraft.used.quartz_stairs: #20, 17(0%)
minecraft.picked_up.pumpkin_seeds: #20, 45(0%)
minecraft.dropped.grass_block: #20, 73(0%)
minecraft.picked_up.cut_sandstone: #20, 5(0%)
minecraft.mined.bee_nest: #20, 1(0%)
minecraft.picked_up.oak_button: #20, 1(0%)
minecraft.mined.red_tulip: #20, 3(0%)
minecraft.used.orange_shulker_box: #20, 7(0%)
minecraft.dropped.dripstone_block: #20, 6(0%)
minecraft.mined.mangrove_slab: #20, 2(0%)
minecraft.custom.fish_caught: #20, 24(0%)
minecraft.crafted.mossy_cobblestone: #20, 20(0%)
minecraft.mined.jungle_planks: #20, 4(0%)
minecraft.used.black_stained_glass_pane: #20, 10(0%)
minecraft.dropped.terracotta: #20, 2(0%)
minecraft.picked_up.green_dye: #20, 7(0%)
minecraft.crafted.jungle_slab: #20, 6(0%)
minecraft.picked_up.packed_mud: #20, 33(0%)
minecraft.used.deepslate_brick_slab: #20, 11(0%)
minecraft.picked_up.amethyst_cluster: #20, 3(0%)
minecraft.dropped.shears: #20, 1(0%)
minecraft.dropped.chest: #20, 3(0%)
minecraft.crafted.comparator: #20, 3(0%)
minecraft.used.glow_berries: #20, 1(0%)
minecraft.crafted.birch_slab: #20, 6(0%)
minecraft.used.gold_block: #20, 4(0%)
minecraft.mined.sea_pickle: #20, 1(0%)
minecraft.crafted.redstone_lamp: #20, 1(0%)
minecraft.mined.exposed_copper: #20, 1(0%)
minecraft.used.target: #20, 1(0%)
