stat, rank, value, (percentage) 
minecraft.crafted.chiseled_nether_bricks: #5, 1(2%)
minecraft.mined.white_glazed_terracotta: #5, 3(3%)
minecraft.crafted.coarse_dirt: #6, 4366(5%)
minecraft.crafted.rib_armor_trim_smithing_template: #5, 2(2%)
minecraft.dropped.black_wool: #5, 20(1%)
minecraft.dropped.suspicious_stew: #5, 2(2%)
minecraft.mined.granite_slab: #6, 20(9%)
minecraft.picked_up.brown_dye: #6, 61(5%)
minecraft.crafted.cut_copper_slab: #6, 90(10%)
minecraft.picked_up.warped_wart_block: #6, 1350(5%)
minecraft.dropped.waxed_copper_grate: #6, 25(7%)
minecraft.mined.crimson_button: #5, 2(2%)
minecraft.dropped.mud_brick_wall: #5, 2(2%)
minecraft.picked_up.weathered_cut_copper_stairs: #5, 1(2%)
minecraft.mined.weathered_cut_copper_stairs: #5, 1(2%)
minecraft.picked_up.white_glazed_terracotta: #5, 2(2%)
minecraft.custom.jump: #7, 563290(5%)
minecraft.dropped.cyan_concrete_powder: #5, 2(2%)
minecraft.dropped.flint_and_steel: #5, 8(1%)
minecraft.picked_up.crimson_button: #5, 2(2%)
minecraft.used.cut_copper_stairs: #5, 14(2%)
minecraft.picked_up.blue_dye: #6, 44(4%)
minecraft.mined.dripstone_block: #6, 2060(4%)
minecraft.picked_up.tropical_fish: #6, 55(5%)
minecraft.crafted.white_concrete_powder: #6, 5776(5%)
minecraft.dropped.ender_chest: #6, 38(5%)
minecraft.dropped.golden_helmet: #6, 11(5%)
minecraft.dropped.deepslate_brick_wall: #5, 5(2%)
minecraft.used.tinted_glass: #6, 591(6%)
minecraft.dropped.cyan_concrete: #5, 4(1%)
minecraft.dropped.iron_shovel: #6, 10(5%)
minecraft.dropped.cobbled_deepslate_wall: #5, 1(2%)
minecraft.dropped.waxed_cut_copper_slab: #6, 5(8%)
minecraft.used.white_bed: #6, 290(4%)
minecraft.picked_up.sweet_berries: #6, 1076(4%)
minecraft.crafted.diorite_wall: #5, 41(1%)
minecraft.custom.target_hit: #6, 256(4%)
minecraft.dropped.redstone_lamp: #5, 1(1%)
minecraft.used.polished_blackstone_slab: #5, 19(0%)
minecraft.dropped.black_banner: #5, 1(1%)
minecraft.picked_up.resin_brick_wall: #5, 1(1%)
minecraft.used.oxidized_copper_trapdoor: #6, 272(6%)
minecraft.dropped.pale_oak_wood: #5, 1(1%)
minecraft.used.resin_bricks: #5, 2(1%)
minecraft.picked_up.green_candle: #5, 2(1%)
minecraft.dropped.dripstone_block: #6, 228(5%)
minecraft.picked_up.deepslate_redstone_ore: #6, 978(4%)
minecraft.crafted.oxidized_copper_trapdoor: #6, 68(6%)
minecraft.mined.dead_bubble_coral_block: #5, 2(1%)
minecraft.crafted.waxed_oxidized_copper_bulb: #5, 4(0%)
minecraft.killed_by.creeper: #6, 6(5%)
minecraft.custom.fall_one_cm: #7, 18529627(5%)
minecraft.picked_up.dead_bubble_coral_block: #5, 2(0%)
minecraft.picked_up.pointed_dripstone: #6, 1378(4%)
minecraft.used.sculk_catalyst: #5, 2(0%)
minecraft.crafted.glass_bottle: #6, 1323(4%)
minecraft.mined.orange_bed: #6, 11(6%)
minecraft.used.carved_pumpkin: #6, 24(4%)
minecraft.crafted.tinted_glass: #6, 704(7%)
minecraft.picked_up.orange_bed: #6, 11(5%)
minecraft.killed.squid: #6, 263(4%)
minecraft.crafted.mangrove_sign: #6, 66(6%)
minecraft.mined.mangrove_wall_sign: #6, 8(6%)
minecraft.picked_up.poisonous_potato: #6, 22(5%)
minecraft.broken.iron_pickaxe: #6, 7(5%)
minecraft.used.orange_bed: #6, 11(5%)
minecraft.picked_up.wooden_pickaxe: #6, 2(7%)
minecraft.dropped.apple: #6, 64(4%)
minecraft.custom.fish_caught: #6, 765(3%)
minecraft.dropped.cooked_cod: #6, 102(4%)
minecraft.used.gold_nugget: #6, 65(5%)
minecraft.picked_up.pufferfish: #6, 141(4%)
minecraft.picked_up.flow_armor_trim_smithing_template: #6, 11(5%)
minecraft.crafted.stonecutter: #6, 38(3%)
minecraft.used.warped_nylium: #6, 140(4%)
minecraft.killed.skeleton: #6, 1911(3%)
minecraft.mined.blue_stained_glass: #6, 19(10%)
minecraft.used.paper: #6, 20(4%)
minecraft.picked_up.egg: #6, 634(2%)
minecraft.mined.spore_blossom: #6, 27(4%)
minecraft.mined.oak_pressure_plate: #6, 2(5%)
minecraft.dropped.azure_bluet: #6, 44(3%)
minecraft.dropped.iron_block: #6, 254(3%)
minecraft.used.crafter: #7, 208(7%)
minecraft.used.dandelion: #6, 26(3%)
minecraft.picked_up.crafter: #7, 124(7%)
minecraft.dropped.pale_moss_carpet: #6, 43(5%)
minecraft.picked_up.mangrove_button: #6, 4(7%)
minecraft.mined.granite: #7, 16542(7%)
minecraft.dropped.grass_block: #7, 3135(7%)
minecraft.mined.oxidized_copper_trapdoor: #6, 182(3%)
minecraft.mined.jungle_fence_gate: #6, 5(4%)
minecraft.used.creaking_heart: #6, 60(6%)
minecraft.picked_up.diorite_wall: #6, 26(5%)
minecraft.mined.light_blue_terracotta: #6, 72(3%)
minecraft.used.grass_block: #6, 11683(2%)
minecraft.crafted.blue_terracotta: #6, 320(3%)
minecraft.dropped.cyan_bed: #6, 1(5%)
minecraft.used.carrot: #7, 985(6%)
minecraft.used.waxed_copper_bulb: #6, 80(4%)
minecraft.dropped.rabbit: #6, 9(4%)
minecraft.picked_up.nether_brick: #6, 146(5%)
minecraft.crafted.polished_granite_stairs: #6, 13(7%)
minecraft.dropped.bee_nest: #6, 1(6%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #6, 34(3%)
minecraft.mined.melon_stem: #6, 9(3%)
minecraft.dropped.pufferfish: #6, 14(3%)
minecraft.dropped.writable_book: #6, 11(2%)
minecraft.dropped.blackstone: #6, 266(3%)
minecraft.mined.stone_button: #7, 91(7%)
minecraft.used.end_stone_bricks: #6, 15(3%)
minecraft.crafted.andesite_stairs: #6, 38(4%)
minecraft.picked_up.torchflower: #6, 45(2%)
minecraft.picked_up.deepslate_copper_ore: #6, 90(3%)
minecraft.dropped.chiseled_bookshelf: #6, 4(7%)
minecraft.dropped.dark_oak_fence: #6, 15(4%)
minecraft.used.orange_concrete_powder: #6, 600(3%)
minecraft.mined.oak_log: #7, 6077(6%)
minecraft.mined.yellow_bed: #6, 27(3%)
minecraft.killed.salmon: #7, 184(6%)
minecraft.picked_up.potion: #7, 251(5%)
minecraft.killed_by.zombified_piglin: #6, 1(5%)
minecraft.used.waxed_exposed_cut_copper_stairs: #6, 40(5%)
minecraft.picked_up.coast_armor_trim_smithing_template: #6, 2(6%)
minecraft.custom.boat_one_cm: #7, 6269984(6%)
minecraft.crafted.bamboo_planks: #7, 18808(6%)
minecraft.picked_up.warped_fungus: #6, 245(2%)
minecraft.used.stone_shovel: #6, 720(2%)
minecraft.crafted.copper_ingot: #7, 9100(6%)
minecraft.crafted.cut_sandstone: #6, 128(4%)
minecraft.dropped.deepslate_diamond_ore: #6, 16(3%)
minecraft.picked_up.purple_terracotta: #6, 46(4%)
minecraft.picked_up.brown_bed: #6, 2(4%)
minecraft.mined.wildflowers: #6, 21(3%)
minecraft.mined.purpur_pillar: #6, 44(2%)
minecraft.picked_up.oxidized_copper_door: #6, 3(3%)
minecraft.dropped.leather_chestplate: #7, 22(5%)
minecraft.picked_up.black_stained_glass_pane: #7, 54(7%)
minecraft.used.waxed_exposed_cut_copper_slab: #6, 25(4%)
minecraft.crafted.sugar: #6, 237(2%)
minecraft.used.dark_oak_sapling: #6, 483(2%)
minecraft.dropped.polished_basalt: #6, 9(4%)
minecraft.dropped.nether_brick: #6, 118(3%)
minecraft.dropped.torch: #7, 504(6%)
minecraft.custom.animals_bred: #7, 1104(6%)
minecraft.mined.gray_concrete_powder: #6, 35(3%)
minecraft.picked_up.bolt_armor_trim_smithing_template: #6, 2(4%)
minecraft.used.cherry_sign: #6, 4(3%)
minecraft.used.seagrass: #6, 31(3%)
minecraft.dropped.beacon: #6, 1(5%)
minecraft.killed_by.enderman: #6, 1(4%)
minecraft.dropped.amethyst_block: #6, 19(3%)
minecraft.used.glistering_melon_slice: #6, 1(5%)
minecraft.dropped.yellow_bed: #6, 1(4%)
minecraft.mined.purple_terracotta: #6, 35(3%)
minecraft.dropped.waxed_copper_bulb: #6, 2(4%)
minecraft.dropped.jungle_trapdoor: #6, 7(4%)
minecraft.mined.oxidized_copper_bulb: #6, 9(2%)
minecraft.mined.lapis_ore: #7, 284(6%)
minecraft.crafted.mossy_stone_brick_wall: #6, 6(4%)
minecraft.mined.spruce_sapling: #7, 35(6%)
minecraft.mined.open_eyeblossom: #6, 9(3%)
minecraft.crafted.gray_dye: #7, 2032(6%)
minecraft.picked_up.open_eyeblossom: #6, 10(3%)
minecraft.crafted.deepslate_brick_wall: #6, 11(3%)
minecraft.crafted.birch_hanging_sign: #6, 6(3%)
minecraft.picked_up.lectern: #7, 357(6%)
minecraft.mined.polished_blackstone_pressure_plate: #6, 3(4%)
minecraft.picked_up.soul_sand: #7, 1555(5%)
minecraft.crafted.diorite_stairs: #6, 10(4%)
minecraft.mined.lectern: #7, 353(6%)
minecraft.dropped.red_candle: #6, 3(6%)
minecraft.dropped.crimson_roots: #6, 27(3%)
minecraft.dropped.jungle_fence: #6, 9(3%)
minecraft.mined.quartz_pillar: #6, 11(2%)
minecraft.broken.stone_shovel: #6, 5(2%)
minecraft.picked_up.oxidized_copper_bulb: #6, 9(2%)
minecraft.crafted.light_gray_banner: #6, 12(3%)
minecraft.dropped.wither_skeleton_skull: #6, 2(4%)
minecraft.mined.stripped_birch_log: #7, 386(6%)
minecraft.dropped.glass: #6, 429(1%)
minecraft.used.twisting_vines: #6, 24(3%)
minecraft.mined.orange_wall_banner: #6, 3(3%)
minecraft.used.diorite_slab: #6, 130(2%)
minecraft.dropped.salmon: #6, 18(1%)
minecraft.dropped.comparator: #6, 16(2%)
minecraft.used.lily_of_the_valley: #6, 6(3%)
minecraft.broken.golden_helmet: #6, 1(4%)
minecraft.mined.yellow_glazed_terracotta: #6, 8(3%)
minecraft.crafted.dark_oak_button: #6, 47(2%)
minecraft.dropped.iron_axe: #6, 12(1%)
minecraft.used.shears: #7, 11613(5%)
minecraft.picked_up.jungle_slab: #7, 136(6%)
minecraft.killed_by.drowned: #6, 4(2%)
minecraft.used.polished_blackstone_pressure_plate: #6, 6(3%)
minecraft.used.orange_shulker_box: #7, 293(5%)
minecraft.dropped.dark_oak_door: #6, 2(4%)
minecraft.mined.composter: #7, 120(5%)
minecraft.picked_up.breeze_rod: #7, 924(7%)
minecraft.picked_up.mutton: #6, 149(1%)
minecraft.crafted.cherry_boat: #6, 1(3%)
minecraft.picked_up.flint_and_steel: #6, 17(1%)
minecraft.mined.warped_wart_block: #7, 1370(6%)
minecraft.dropped.mangrove_sign: #6, 3(3%)
minecraft.used.green_dye: #7, 105(7%)
minecraft.picked_up.resin_bricks: #6, 3(3%)
minecraft.picked_up.resin_block: #6, 71(1%)
minecraft.crafted.nether_brick_slab: #6, 12(2%)
minecraft.used.mangrove_pressure_plate: #6, 4(2%)
minecraft.dropped.wooden_shovel: #6, 2(1%)
minecraft.picked_up.mangrove_planks: #7, 231(6%)
minecraft.crafted.chest: #7, 3374(5%)
minecraft.dropped.vine: #6, 4(2%)
minecraft.dropped.bamboo_raft: #6, 1(2%)
minecraft.picked_up.iron_chestplate: #7, 12(5%)
minecraft.crafted.silence_armor_trim_smithing_template: #6, 4(2%)
minecraft.used.deepslate_redstone_ore: #7, 715(5%)
minecraft.crafted.mangrove_slab: #7, 624(5%)
minecraft.mined.waxed_cut_copper: #6, 21(1%)
minecraft.crafted.blue_stained_glass: #6, 72(1%)
minecraft.crafted.creaking_heart: #6, 15(2%)
minecraft.used.light_weighted_pressure_plate: #6, 4(3%)
minecraft.dropped.beetroot_soup: #6, 2(3%)
minecraft.crafted.activator_rail: #6, 66(1%)
minecraft.used.black_shulker_box: #7, 257(5%)
minecraft.killed.villager: #6, 3(1%)
minecraft.picked_up.jungle_fence_gate: #6, 3(1%)
minecraft.mined.shroomlight: #7, 132(5%)
minecraft.dropped.mangrove_button: #6, 1(2%)
minecraft.mined.black_shulker_box: #7, 252(5%)
minecraft.picked_up.black_shulker_box: #7, 253(5%)
minecraft.killed.creaking: #6, 3(1%)
minecraft.picked_up.copper_ingot: #7, 946(5%)
minecraft.used.weathered_cut_copper: #6, 2(2%)
minecraft.picked_up.brown_stained_glass: #6, 22(2%)
minecraft.mined.nether_brick_slab: #6, 3(1%)
minecraft.picked_up.cyan_glazed_terracotta: #6, 2(2%)
minecraft.mined.nether_brick_fence: #7, 24(6%)
minecraft.mined.polished_tuff_wall: #7, 78(5%)
minecraft.mined.rooted_dirt: #7, 893(5%)
minecraft.dropped.light_weighted_pressure_plate: #6, 1(1%)
minecraft.mined.exposed_chiseled_copper: #6, 1(1%)
minecraft.dropped.gray_wool: #6, 15(1%)
minecraft.dropped.cracked_stone_bricks: #6, 44(1%)
minecraft.dropped.powder_snow_bucket: #6, 1(2%)
minecraft.picked_up.dead_fire_coral_block: #6, 10(1%)
minecraft.picked_up.jungle_sign: #7, 24(6%)
minecraft.picked_up.purple_candle: #6, 1(1%)
minecraft.crafted.player_head: #7, 776(5%)
minecraft.crafted.copper_bulb: #7, 76(6%)
minecraft.crafted.scaffolding: #7, 2442(5%)
minecraft.used.mangrove_sign: #7, 64(6%)
minecraft.mined.polished_granite_slab: #6, 2(1%)
minecraft.mined.waxed_exposed_copper_grate: #6, 3(1%)
minecraft.crafted.diamond_shovel: #7, 10(4%)
minecraft.dropped.fire_charge: #6, 8(0%)
minecraft.dropped.bamboo_button: #6, 18(0%)
minecraft.dropped.pale_oak_log: #6, 3(1%)
minecraft.picked_up.white_bed: #7, 257(4%)
minecraft.dropped.porkchop: #6, 37(0%)
minecraft.used.dead_fire_coral_block: #6, 3(0%)
minecraft.picked_up.dead_horn_coral_block: #6, 4(0%)
minecraft.dropped.prismarine_crystals: #6, 8(0%)
minecraft.crafted.stone_button: #7, 374(4%)
minecraft.mined.white_bed: #7, 248(4%)
minecraft.dropped.pumpkin_pie: #6, 1(0%)
minecraft.dropped.soul_sand: #7, 233(4%)
minecraft.picked_up.polished_granite_stairs: #6, 1(0%)
minecraft.mined.polished_granite_stairs: #6, 1(0%)
minecraft.dropped.yellow_concrete: #6, 8(0%)
minecraft.dropped.observer: #7, 53(6%)
minecraft.dropped.jungle_planks: #7, 34(5%)
minecraft.used.sandstone_stairs: #6, 4(0%)
minecraft.crafted.stone_axe: #7, 6(4%)
minecraft.mined.redstone_ore: #7, 120(4%)
minecraft.used.leather_leggings: #7, 6(4%)
minecraft.mined.polished_andesite: #7, 204(4%)
minecraft.mined.jungle_slab: #7, 55(4%)
minecraft.used.brown_mushroom_block: #7, 454(5%)
minecraft.picked_up.iron_pickaxe: #7, 10(4%)
minecraft.used.peony: #7, 12(5%)
minecraft.crafted.minecart: #7, 147(4%)
minecraft.crafted.copper_grate: #7, 88(7%)
minecraft.killed.bat: #7, 8(5%)
minecraft.used.jungle_boat: #7, 11(5%)
minecraft.used.bamboo: #7, 750(4%)
minecraft.broken.iron_axe: #7, 3(5%)
minecraft.mined.azalea_leaves: #7, 5142(4%)
minecraft.picked_up.flow_banner_pattern: #7, 8(5%)
minecraft.mined.flowering_azalea_leaves: #7, 1703(4%)
minecraft.used.brown_dye: #7, 13(4%)
minecraft.dropped.mutton: #7, 42(5%)
minecraft.picked_up.ink_sac: #7, 901(3%)
minecraft.used.sunflower: #7, 87(3%)
minecraft.picked_up.birch_slab: #7, 63(4%)
minecraft.picked_up.calcite: #7, 1279(3%)
minecraft.mined.gray_stained_glass_pane: #7, 12(7%)
minecraft.picked_up.diamond_hoe: #7, 7(4%)
minecraft.picked_up.mossy_stone_bricks: #7, 248(4%)
minecraft.mined.light_gray_concrete_powder: #7, 81(4%)
minecraft.crafted.lime_terracotta: #7, 680(5%)
minecraft.mined.oak_sign: #7, 8(3%)
minecraft.crafted.cartography_table: #7, 12(4%)
minecraft.dropped.cookie: #7, 168(4%)
minecraft.picked_up.cyan_bed: #7, 41(3%)
minecraft.mined.sandstone: #7, 4597(3%)
minecraft.picked_up.rabbit_hide: #7, 14(5%)
minecraft.crafted.soul_torch: #7, 256(5%)
minecraft.picked_up.tnt: #7, 391(3%)
minecraft.used.rose_bush: #7, 40(4%)
minecraft.picked_up.wooden_sword: #7, 16(4%)
minecraft.picked_up.lapis_lazuli: #7, 3488(3%)
minecraft.killed.phantom: #7, 40(3%)
minecraft.used.cartography_table: #7, 15(4%)
minecraft.killed.stray: #7, 127(4%)
minecraft.used.andesite: #7, 2691(3%)
minecraft.picked_up.piston: #8, 517(7%)
minecraft.crafted.jack_o_lantern: #7, 97(6%)
minecraft.dropped.snow_block: #7, 129(4%)
minecraft.used.copper_bulb: #7, 33(4%)
minecraft.killed.iron_golem: #7, 15(4%)
minecraft.used.gray_carpet: #7, 356(3%)
minecraft.picked_up.green_banner: #7, 9(7%)
minecraft.mined.white_stained_glass: #7, 111(3%)
minecraft.mined.cyan_stained_glass_pane: #7, 12(5%)
minecraft.crafted.mossy_cobblestone_stairs: #7, 8(5%)
minecraft.mined.white_carpet: #7, 61(3%)
minecraft.crafted.green_banner: #7, 12(4%)
minecraft.picked_up.light_blue_terracotta: #7, 78(3%)
minecraft.crafted.acacia_fence: #7, 132(3%)
minecraft.used.oxidized_copper_bulb: #7, 25(4%)
minecraft.mined.pale_moss_block: #7, 366(3%)
minecraft.picked_up.yellow_bed: #7, 30(3%)
minecraft.dropped.cobblestone: #7, 5089(2%)
minecraft.crafted.red_shulker_box: #7, 19(3%)
minecraft.used.acacia_fence: #7, 119(3%)
minecraft.picked_up.nautilus_shell: #7, 19(2%)
minecraft.mined.oxidized_copper_door: #7, 2(4%)
minecraft.dropped.cocoa_beans: #7, 28(3%)
minecraft.crafted.cyan_stained_glass_pane: #7, 144(4%)
minecraft.dropped.waxed_oxidized_copper_grate: #7, 5(4%)
minecraft.crafted.bamboo_sign: #7, 139(2%)
minecraft.used.deepslate_lapis_ore: #7, 50(3%)
minecraft.picked_up.bamboo_fence: #7, 45(2%)
minecraft.killed.sheep: #7, 84(2%)
minecraft.used.yellow_bed: #7, 26(2%)
minecraft.mined.diorite_stairs: #7, 8(4%)
minecraft.dropped.rabbit_hide: #7, 4(4%)
minecraft.used.pumpkin_seeds: #8, 148(6%)
minecraft.used.cooked_beef: #8, 974(4%)
minecraft.picked_up.sniffer_egg: #7, 5(6%)
minecraft.dropped.nether_quartz_ore: #7, 11(4%)
minecraft.picked_up.amethyst_cluster: #7, 112(2%)
minecraft.dropped.dark_oak_leaves: #7, 22(4%)
minecraft.crafted.light_gray_shulker_box: #7, 9(2%)
minecraft.dropped.smooth_sandstone: #7, 26(5%)
minecraft.dropped.cornflower: #7, 22(2%)
minecraft.used.pearlescent_froglight: #7, 592(2%)
minecraft.dropped.shears: #7, 37(2%)
minecraft.crafted.tnt_minecart: #7, 15(4%)
minecraft.picked_up.oak_hanging_sign: #7, 6(3%)
minecraft.picked_up.pale_hanging_moss: #7, 46(3%)
minecraft.crafted.smooth_quartz_slab: #7, 72(2%)
minecraft.picked_up.minecart: #8, 219(6%)
minecraft.picked_up.cherry_leaves: #8, 1917(7%)
minecraft.mined.oak_sapling: #7, 10(2%)
minecraft.mined.waxed_exposed_copper: #7, 21(3%)
minecraft.mined.chiseled_copper: #7, 5(3%)
minecraft.used.oxeye_daisy: #7, 5(2%)
minecraft.picked_up.dark_oak_sign: #7, 13(2%)
minecraft.picked_up.composter: #8, 155(6%)
minecraft.picked_up.green_dye: #7, 151(2%)
minecraft.picked_up.oak_log: #8, 6694(5%)
minecraft.dropped.diorite: #8, 1102(6%)
minecraft.dropped.seagrass: #7, 12(4%)
minecraft.dropped.breeze_rod: #7, 64(4%)
minecraft.dropped.sticky_piston: #7, 27(3%)
minecraft.picked_up.diorite_slab: #7, 22(2%)
minecraft.mined.oxidized_chiseled_copper: #7, 4(3%)
minecraft.custom.leave_game: #9, 1450(4%)
minecraft.picked_up.gray_dye: #7, 31(2%)
minecraft.dropped.chiseled_tuff: #7, 6(3%)
minecraft.used.purpur_pillar: #7, 8(2%)
minecraft.mined.diamond_block: #7, 46(2%)
minecraft.picked_up.acacia_stairs: #7, 14(2%)
minecraft.crafted.quartz_pillar: #7, 39(2%)
minecraft.crafted.red_bed: #7, 2(2%)
minecraft.mined.red_stained_glass_pane: #7, 7(3%)
minecraft.crafted.polished_andesite_stairs: #7, 8(3%)
minecraft.picked_up.flow_pottery_sherd: #7, 8(2%)
minecraft.used.chiseled_stone_bricks: #7, 55(2%)
minecraft.dropped.white_stained_glass: #7, 11(2%)
minecraft.crafted.crimson_hyphae: #7, 24(2%)
minecraft.dropped.lectern: #7, 1(3%)
minecraft.picked_up.pufferfish_bucket: #7, 1(4%)
minecraft.picked_up.jungle_log: #8, 2671(5%)
minecraft.used.acacia_stairs: #7, 45(2%)
minecraft.dropped.stone_pressure_plate: #7, 6(2%)
minecraft.mined.brown_stained_glass_pane: #7, 4(3%)
minecraft.picked_up.hopper: #8, 638(5%)
minecraft.crafted.iron_pickaxe: #8, 18(5%)
minecraft.picked_up.carrot_on_a_stick: #7, 1(3%)
minecraft.used.gray_dye: #7, 1(3%)
minecraft.picked_up.granite_wall: #7, 8(2%)
minecraft.picked_up.bamboo_block: #7, 783(1%)
minecraft.crafted.brown_shulker_box: #7, 7(2%)
minecraft.dropped.sea_pickle: #7, 29(2%)
minecraft.dropped.rooted_dirt: #7, 27(2%)
minecraft.mined.acacia_fence: #8, 27(7%)
minecraft.crafted.black_carpet: #7, 178(1%)
minecraft.dropped.poppy: #7, 509(1%)
minecraft.picked_up.diorite_stairs: #7, 7(2%)
minecraft.crafted.iron_bars: #8, 1664(5%)
minecraft.picked_up.bow: #8, 228(5%)
minecraft.used.light_blue_dye: #7, 2(2%)
minecraft.dropped.leather_boots: #8, 24(5%)
minecraft.picked_up.waxed_exposed_cut_copper_stairs: #7, 5(2%)
minecraft.mined.waxed_exposed_cut_copper_stairs: #7, 5(2%)
minecraft.picked_up.exposed_cut_copper_slab: #7, 2(2%)
minecraft.dropped.mangrove_trapdoor: #7, 3(2%)
minecraft.dropped.stonecutter: #7, 1(2%)
minecraft.used.bubble_coral_fan: #7, 3(2%)
minecraft.crafted.polished_blackstone_pressure_plate: #7, 3(2%)
minecraft.picked_up.yellow_glazed_terracotta: #7, 6(2%)
minecraft.picked_up.pale_oak_fence: #7, 15(1%)
minecraft.used.waxed_copper_grate: #7, 51(1%)
minecraft.picked_up.black_banner: #7, 10(1%)
minecraft.dropped.dark_oak_sign: #7, 1(2%)
minecraft.dropped.warped_fungus: #7, 4(2%)
minecraft.used.polished_granite_slab: #7, 44(2%)
minecraft.used.wildflowers: #7, 14(1%)
minecraft.used.chorus_flower: #7, 13(1%)
minecraft.dropped.warped_nylium: #7, 1(2%)
minecraft.dropped.beef: #7, 24(1%)
minecraft.used.shield: #8, 267(5%)
minecraft.picked_up.salmon: #8, 358(4%)
minecraft.crafted.oak_hanging_sign: #7, 6(1%)
minecraft.used.pink_dye: #7, 2(1%)
minecraft.picked_up.blue_stained_glass: #7, 19(1%)
minecraft.picked_up.nether_brick_slab: #7, 3(1%)
minecraft.picked_up.dark_oak_hanging_sign: #7, 2(1%)
minecraft.picked_up.waxed_exposed_copper: #7, 21(1%)
minecraft.dropped.bamboo_block: #7, 184(1%)
minecraft.crafted.light_weighted_pressure_plate: #7, 2(1%)
minecraft.picked_up.wildflowers: #7, 50(1%)
minecraft.dropped.gold_block: #7, 8(1%)
minecraft.dropped.sugar: #7, 135(1%)
minecraft.mined.dirt_path: #8, 954(4%)
minecraft.dropped.totem_of_undying: #7, 5(0%)
minecraft.dropped.diamond_helmet: #8, 4(4%)
minecraft.picked_up.lime_shulker_box: #8, 166(4%)
minecraft.mined.pale_oak_wood: #7, 2(1%)
minecraft.mined.dead_fire_coral_block: #7, 6(1%)
minecraft.dropped.redstone_ore: #7, 1(1%)
minecraft.custom.damage_dealt: #8, 1734737(3%)
minecraft.dropped.bone_block: #7, 251(0%)
minecraft.crafted.pumpkin_seeds: #8, 104(7%)
minecraft.picked_up.rooted_dirt: #8, 934(5%)
minecraft.used.lime_shulker_box: #8, 163(4%)
minecraft.mined.ladder: #8, 111(4%)
minecraft.picked_up.mossy_cobblestone_wall: #7, 3(1%)
minecraft.dropped.copper_block: #7, 4(1%)
minecraft.crafted.mossy_stone_brick_stairs: #7, 9(1%)
minecraft.picked_up.waxed_exposed_copper_grate: #7, 3(1%)
minecraft.mined.dark_oak_button: #7, 1(0%)
minecraft.mined.azalea: #8, 110(4%)
minecraft.dropped.torchflower: #7, 1(1%)
minecraft.mined.lime_shulker_box: #8, 165(4%)
minecraft.mined.pitcher_crop: #7, 6(0%)
minecraft.used.waxed_oxidized_copper: #8, 467(5%)
minecraft.crafted.brown_stained_glass: #7, 40(0%)
minecraft.dropped.stripped_dark_oak_log: #7, 1(0%)
minecraft.mined.redstone_torch: #8, 85(4%)
minecraft.used.brown_stained_glass: #7, 21(0%)
minecraft.picked_up.waxed_oxidized_chiseled_copper: #7, 1(0%)
minecraft.used.pitcher_pod: #7, 6(0%)
minecraft.crafted.polished_andesite: #8, 868(5%)
minecraft.crafted.dried_kelp_block: #7, 7(0%)
minecraft.mined.andesite_slab: #8, 46(5%)
minecraft.picked_up.pink_concrete_powder: #7, 12(0%)
minecraft.dropped.polished_andesite_stairs: #7, 1(0%)
minecraft.dropped.feather: #7, 22(0%)
minecraft.mined.dead_horn_coral_block: #7, 2(0%)
minecraft.dropped.fern: #7, 1(0%)
minecraft.dropped.gray_concrete: #7, 5(0%)
minecraft.dropped.tinted_glass: #7, 1(0%)
minecraft.crafted.sandstone_stairs: #7, 1(0%)
minecraft.used.dead_horn_coral_block: #7, 1(0%)
minecraft.dropped.white_dye: #8, 90(4%)
minecraft.dropped.cyan_wool: #7, 3(0%)
minecraft.crafted.oak_planks: #8, 12812(4%)
minecraft.mined.smooth_basalt: #8, 423(4%)
minecraft.mined.comparator: #8, 103(4%)
minecraft.dropped.copper_ore: #8, 113(4%)
minecraft.killed.slime: #8, 492(4%)
minecraft.dropped.armor_stand: #8, 17(5%)
minecraft.picked_up.iron_ingot: #8, 4522(4%)
minecraft.picked_up.lantern: #8, 166(4%)
minecraft.crafted.acacia_stairs: #8, 132(5%)
minecraft.custom.damage_blocked_by_shield: #8, 15093(4%)
minecraft.dropped.gold_nugget: #8, 556(4%)
minecraft.mined.fern: #8, 205(4%)
minecraft.custom.interact_with_cartography_table: #8, 25(5%)
minecraft.mined.calcite: #8, 1206(4%)
minecraft.mined.grass_block: #8, 55762(3%)
minecraft.picked_up.fishing_rod: #8, 40(3%)
minecraft.mined.gray_carpet: #8, 93(4%)
minecraft.used.polished_deepslate: #8, 964(4%)
minecraft.mined.gold_ore: #8, 128(4%)
minecraft.crafted.iron_chestplate: #8, 5(3%)
minecraft.crafted.iron_helmet: #8, 5(3%)
minecraft.dropped.oak_sign: #8, 17(4%)
minecraft.dropped.oak_sapling: #8, 156(4%)
minecraft.mined.cyan_bed: #8, 41(3%)
minecraft.crafted.dark_oak_trapdoor: #8, 394(3%)
minecraft.crafted.diamond_block: #8, 432(3%)
minecraft.picked_up.slime_ball: #8, 1105(3%)
minecraft.dropped.cobbled_deepslate_slab: #8, 61(5%)
minecraft.custom.open_shulker_box: #9, 43696(4%)
minecraft.picked_up.nether_brick_fence: #8, 22(4%)
minecraft.crafted.crafter: #8, 92(3%)
minecraft.mined.bamboo: #8, 1338(3%)
minecraft.custom.damage_resisted: #9, 18214(4%)
minecraft.picked_up.armor_stand: #8, 145(3%)
