stat, rank, value, (percentage) 
minecraft.used.chicken: #6, 6(8%)
minecraft.mined.white_shulker_box: #7, 460(7%)
minecraft.mined.acacia_sapling: #6, 30(5%)
minecraft.picked_up.stripped_cherry_wood: #6, 31(9%)
minecraft.picked_up.magma_cream: #6, 127(3%)
minecraft.picked_up.warped_sign: #6, 13(6%)
minecraft.picked_up.waxed_oxidized_copper_bulb: #6, 8(5%)
minecraft.picked_up.basalt: #7, 2090(7%)
minecraft.crafted.orange_terracotta: #6, 352(5%)
minecraft.used.cod: #6, 9(4%)
minecraft.mined.big_dripleaf: #6, 22(4%)
minecraft.picked_up.bush: #6, 119(7%)
minecraft.picked_up.smooth_sandstone_stairs: #6, 38(5%)
minecraft.used.waxed_copper_block: #6, 101(3%)
minecraft.dropped.waxed_copper_block: #6, 25(4%)
minecraft.crafted.calibrated_sculk_sensor: #6, 32(5%)
minecraft.used.iron_leggings: #6, 1(7%)
minecraft.dropped.netherite_shovel: #6, 2(5%)
minecraft.crafted.cake: #6, 10(5%)
minecraft.killed.glow_squid: #7, 44(7%)
minecraft.picked_up.light_blue_terracotta: #6, 82(3%)
minecraft.mined.bush: #6, 110(6%)
minecraft.mined.sculk_shrieker: #6, 25(4%)
minecraft.dropped.purple_bed: #6, 1(9%)
minecraft.dropped.diamond_leggings: #7, 9(6%)
minecraft.picked_up.stone_slab: #7, 922(6%)
minecraft.used.spruce_sapling: #6, 949(3%)
minecraft.mined.cyan_concrete_powder: #6, 10(5%)
minecraft.picked_up.pale_oak_leaves: #6, 276(3%)
minecraft.picked_up.green_concrete: #6, 180(4%)
minecraft.picked_up.pale_hanging_moss: #6, 61(4%)
minecraft.picked_up.yellow_stained_glass: #6, 60(5%)
minecraft.used.tuff_wall: #6, 149(4%)
minecraft.used.stripped_bamboo_block: #6, 46(4%)
minecraft.picked_up.heartbreak_pottery_sherd: #6, 2(7%)
minecraft.picked_up.chest_minecart: #6, 20(3%)
minecraft.picked_up.yellow_carpet: #6, 49(4%)
minecraft.picked_up.stone_button: #7, 186(7%)
minecraft.used.dead_bush: #6, 39(3%)
minecraft.crafted.gray_stained_glass: #6, 704(3%)
minecraft.used.iron_boots: #6, 1(6%)
minecraft.picked_up.azure_bluet: #6, 368(2%)
minecraft.mined.stripped_cherry_wood: #6, 22(7%)
minecraft.picked_up.honeycomb: #6, 1111(2%)
minecraft.custom.fly_one_cm: #8, 115036199(5%)
minecraft.picked_up.heart_pottery_sherd: #6, 2(7%)
minecraft.mined.crying_obsidian: #6, 38(3%)
minecraft.picked_up.compass: #7, 107(7%)
minecraft.crafted.yellow_glazed_terracotta: #6, 47(7%)
minecraft.crafted.netherite_sword: #6, 1(5%)
minecraft.used.stripped_warped_stem: #6, 72(3%)
minecraft.mined.nether_quartz_ore: #7, 2805(6%)
minecraft.picked_up.netherite_hoe: #6, 6(4%)
minecraft.mined.farmland: #7, 273(6%)
minecraft.custom.sleep_in_bed: #7, 1906(5%)
minecraft.picked_up.polished_tuff: #7, 751(6%)
minecraft.dropped.milk_bucket: #6, 5(4%)
minecraft.picked_up.red_stained_glass_pane: #6, 14(4%)
minecraft.picked_up.short_dry_grass: #6, 58(4%)
minecraft.used.cobblestone: #7, 5569(6%)
minecraft.used.sticky_piston: #7, 556(6%)
minecraft.mined.obsidian: #7, 1065(6%)
minecraft.picked_up.waxed_weathered_copper_grate: #6, 13(3%)
minecraft.mined.warped_stem: #7, 1103(6%)
minecraft.mined.waxed_weathered_copper_grate: #6, 13(3%)
minecraft.crafted.red_concrete_powder: #6, 520(2%)
minecraft.picked_up.sculk_sensor: #6, 101(2%)
minecraft.picked_up.waxed_oxidized_copper: #7, 1053(7%)
minecraft.mined.sculk_sensor: #6, 92(2%)
minecraft.picked_up.crossbow: #7, 76(6%)
minecraft.crafted.cyan_banner: #6, 10(3%)
minecraft.mined.blue_ice: #6, 165(2%)
minecraft.dropped.light_gray_stained_glass: #6, 9(3%)
minecraft.used.jukebox: #7, 33(6%)
minecraft.used.stone_hoe: #6, 262(2%)
minecraft.picked_up.nether_sprouts: #6, 161(4%)
minecraft.killed_by.stray: #6, 20(4%)
minecraft.picked_up.stripped_pale_oak_log: #6, 75(2%)
minecraft.mined.waxed_oxidized_copper: #7, 982(6%)
minecraft.crafted.light_gray_wool: #6, 248(3%)
minecraft.picked_up.red_candle: #6, 21(3%)
minecraft.used.stripped_cherry_wood: #6, 13(5%)
minecraft.used.purple_dye: #6, 4(4%)
minecraft.crafted.music_disc_5: #6, 1(6%)
minecraft.crafted.orange_bed: #6, 2(4%)
minecraft.mined.packed_ice: #6, 3901(1%)
minecraft.used.music_disc_otherside: #6, 4(4%)
minecraft.dropped.yellow_shulker_box: #6, 1(4%)
minecraft.picked_up.stone_brick_stairs: #7, 281(6%)
minecraft.mined.acacia_leaves: #7, 1734(6%)
minecraft.picked_up.polished_blackstone_brick_slab: #6, 13(4%)
minecraft.picked_up.sticky_piston: #7, 232(5%)
minecraft.picked_up.deepslate_brick_stairs: #6, 89(2%)
minecraft.killed.hoglin: #7, 14(8%)
minecraft.mined.tall_grass: #7, 1243(5%)
minecraft.crafted.apple: #6, 152(2%)
minecraft.mined.brown_stained_glass: #6, 15(3%)
minecraft.killed_by.warden: #6, 2(3%)
minecraft.dropped.white_tulip: #6, 10(2%)
minecraft.used.sand: #6, 5005(1%)
minecraft.crafted.moss_carpet: #6, 399(1%)
minecraft.used.sandstone_wall: #6, 60(2%)
minecraft.picked_up.oxidized_cut_copper: #6, 63(2%)
minecraft.used.leather_boots: #7, 11(4%)
minecraft.picked_up.cornflower: #6, 187(1%)
minecraft.used.honey_bottle: #6, 87(1%)
minecraft.crafted.light_gray_dye: #7, 1548(5%)
minecraft.dropped.wither_rose: #6, 73(4%)
minecraft.picked_up.bone: #7, 5472(5%)
minecraft.mined.white_concrete: #7, 4877(5%)
minecraft.picked_up.furnace_minecart: #6, 5(3%)
minecraft.used.stripped_pale_oak_log: #6, 51(2%)
minecraft.picked_up.lantern: #7, 224(5%)
minecraft.custom.walk_one_cm: #8, 178239359(5%)
minecraft.mined.lapis_block: #6, 25(2%)
minecraft.used.blue_terracotta: #6, 144(2%)
minecraft.crafted.oxidized_copper_bulb: #6, 24(2%)
minecraft.used.slime_ball: #6, 209(2%)
minecraft.picked_up.calibrated_sculk_sensor: #7, 19(6%)
minecraft.used.polished_tuff_wall: #7, 669(6%)
minecraft.used.netherrack: #7, 3314(5%)
minecraft.custom.interact_with_grindstone: #7, 98(5%)
minecraft.used.mossy_cobblestone_stairs: #7, 41(8%)
minecraft.used.light_blue_stained_glass_pane: #6, 46(1%)
minecraft.picked_up.chiseled_bookshelf: #7, 47(6%)
minecraft.picked_up.oak_chest_boat: #6, 1(3%)
minecraft.picked_up.cracked_deepslate_tiles: #6, 15(2%)
minecraft.dropped.arrow: #7, 1817(5%)
minecraft.dropped.gold_ore: #6, 2(2%)
minecraft.mined.pink_shulker_box: #7, 170(6%)
minecraft.used.axolotl_bucket: #6, 4(3%)
minecraft.picked_up.magenta_stained_glass_pane: #6, 3(2%)
minecraft.picked_up.pink_shulker_box: #7, 171(5%)
minecraft.crafted.sticky_piston: #7, 393(5%)
minecraft.picked_up.leather: #7, 1793(5%)
minecraft.mined.weathered_cut_copper: #6, 4(1%)
minecraft.mined.tube_coral_wall_fan: #6, 20(1%)
minecraft.used.verdant_froglight: #6, 435(1%)
minecraft.picked_up.jukebox: #7, 29(5%)
minecraft.dropped.red_glazed_terracotta: #6, 3(3%)
minecraft.mined.deepslate: #7, 37237(5%)
minecraft.dropped.bamboo_block: #6, 256(1%)
minecraft.picked_up.weathered_cut_copper: #6, 4(1%)
minecraft.picked_up.light_blue_stained_glass_pane: #6, 8(1%)
minecraft.dropped.deepslate_copper_ore: #6, 1(2%)
minecraft.picked_up.blue_stained_glass_pane: #6, 2(2%)
minecraft.mined.purple_wool: #6, 6(1%)
minecraft.used.polished_tuff_slab: #7, 857(5%)
minecraft.mined.verdant_froglight: #6, 80(1%)
minecraft.picked_up.snow: #6, 713(1%)
minecraft.crafted.yellow_stained_glass_pane: #6, 112(2%)
minecraft.mined.soul_soil: #7, 1278(5%)
minecraft.used.light_gray_banner: #6, 6(2%)
minecraft.crafted.light_blue_dye: #7, 1293(5%)
minecraft.mined.horn_coral_wall_fan: #6, 22(1%)
minecraft.mined.bubble_coral_fan: #6, 6(1%)
minecraft.crafted.baked_potato: #6, 32(1%)
minecraft.crafted.green_stained_glass: #6, 120(1%)
minecraft.crafted.smooth_red_sandstone_stairs: #6, 5(2%)
minecraft.crafted.rib_armor_trim_smithing_template: #6, 2(2%)
minecraft.crafted.mangrove_propagule: #6, 1(2%)
minecraft.picked_up.prismarine_crystals: #6, 30(1%)
minecraft.mined.bubble_coral_wall_fan: #6, 21(1%)
minecraft.picked_up.splash_potion: #7, 68(4%)
minecraft.dropped.light_blue_shulker_box: #6, 1(2%)
minecraft.used.pink_shulker_box: #7, 167(5%)
minecraft.crafted.pumpkin_pie: #6, 51(1%)
minecraft.dropped.magenta_stained_glass_pane: #6, 1(2%)
minecraft.used.oxidized_chiseled_copper: #6, 20(1%)
minecraft.used.nether_sprouts: #6, 25(1%)
minecraft.used.waxed_cut_copper_slab: #6, 5(1%)
minecraft.picked_up.andesite_wall: #7, 70(6%)
minecraft.dropped.stripped_dark_oak_log: #6, 2(1%)
minecraft.killed.enderman: #7, 42674(4%)
minecraft.picked_up.birch_sign: #7, 41(5%)
minecraft.picked_up.copper_bulb: #7, 30(6%)
minecraft.picked_up.comparator: #7, 210(4%)
minecraft.mined.prismarine_brick_slab: #6, 5(1%)
minecraft.used.smooth_sandstone: #7, 1110(5%)
minecraft.picked_up.cherry_wood: #6, 1(1%)
minecraft.crafted.dark_oak_planks: #7, 6824(4%)
minecraft.picked_up.magenta_candle: #6, 1(1%)
minecraft.dropped.spruce_slab: #7, 86(5%)
minecraft.picked_up.chainmail_leggings: #7, 6(5%)
minecraft.picked_up.white_stained_glass_pane: #7, 90(6%)
minecraft.picked_up.wheat_seeds: #7, 24727(4%)
minecraft.picked_up.polished_blackstone: #7, 43(6%)
minecraft.crafted.birch_sign: #7, 60(4%)
minecraft.dropped.bone_meal: #7, 3697(4%)
minecraft.custom.pig_one_cm: #6, 1241920(0%)
minecraft.picked_up.waxed_copper_bulb: #7, 69(5%)
minecraft.dropped.lime_concrete: #6, 1(0%)
minecraft.crafted.cyan_candle: #6, 1(0%)
minecraft.mined.blackstone: #7, 1915(4%)
minecraft.used.bamboo_block: #7, 474(5%)
minecraft.mined.wheat: #7, 6639(4%)
minecraft.used.cyan_bed: #7, 60(5%)
minecraft.mined.waxed_copper_bulb: #7, 66(5%)
minecraft.mined.dark_oak_planks: #7, 160(4%)
minecraft.used.salmon: #7, 7(6%)
minecraft.used.repeater: #7, 826(4%)
minecraft.crafted.green_stained_glass_pane: #7, 192(7%)
minecraft.used.spruce_fence_gate: #7, 237(4%)
minecraft.picked_up.deepslate_gold_ore: #7, 393(4%)
minecraft.used.oxidized_copper_door: #7, 5(6%)
minecraft.crafted.flower_pot: #7, 144(4%)
minecraft.picked_up.dark_oak_planks: #7, 239(4%)
minecraft.used.splash_potion: #7, 71(4%)
minecraft.crafted.nether_bricks: #7, 669(5%)
minecraft.picked_up.brick_stairs: #7, 25(6%)
minecraft.crafted.oxidized_cut_copper: #7, 60(5%)
minecraft.used.smooth_stone: #7, 5120(4%)
minecraft.crafted.polished_deepslate: #7, 1628(4%)
minecraft.mined.bamboo_block: #7, 115(4%)
minecraft.picked_up.music_disc_otherside: #7, 12(6%)
minecraft.used.azalea_leaves: #7, 3478(5%)
minecraft.used.bamboo_hanging_sign: #7, 9(6%)
minecraft.picked_up.deepslate_tile_slab: #7, 223(4%)
minecraft.picked_up.golden_carrot: #8, 3092(5%)
minecraft.crafted.leather_helmet: #7, 11(5%)
minecraft.killed.pufferfish: #7, 9(6%)
minecraft.dropped.wind_charge: #7, 249(5%)
minecraft.crafted.mangrove_stairs: #7, 188(4%)
minecraft.crafted.iron_hoe: #7, 3(4%)
minecraft.used.enchanting_table: #7, 3(4%)
minecraft.used.lilac: #7, 38(4%)
minecraft.mined.torch: #7, 1301(3%)
minecraft.picked_up.cobblestone_wall: #7, 45(4%)
minecraft.custom.use_cauldron: #7, 253(3%)
minecraft.picked_up.chiseled_deepslate: #7, 43(5%)
minecraft.custom.horse_one_cm: #7, 23171719(3%)
minecraft.custom.open_chest: #8, 39232(5%)
minecraft.used.mangrove_stairs: #7, 165(4%)
minecraft.used.blast_furnace: #7, 87(3%)
minecraft.crafted.writable_book: #7, 42(3%)
minecraft.dropped.gray_bed: #7, 1(7%)
minecraft.picked_up.birch_fence: #7, 52(4%)
minecraft.used.cooked_porkchop: #7, 521(3%)
minecraft.picked_up.warped_stem: #8, 1428(7%)
minecraft.picked_up.iron_axe: #7, 14(3%)
minecraft.mined.bee_nest: #7, 20(3%)
minecraft.used.calibrated_sculk_sensor: #7, 22(4%)
minecraft.picked_up.polished_andesite_stairs: #7, 26(3%)
minecraft.mined.polished_deepslate_slab: #7, 66(3%)
minecraft.mined.stripped_warped_stem: #7, 112(3%)
minecraft.crafted.iron_shovel: #7, 15(3%)
minecraft.crafted.granite_stairs: #7, 20(5%)
minecraft.dropped.jungle_slab: #7, 26(4%)
minecraft.used.smooth_sandstone_stairs: #7, 113(5%)
minecraft.used.moss_carpet: #7, 963(2%)
minecraft.killed.silverfish: #7, 2673(3%)
minecraft.used.polished_blackstone_bricks: #7, 199(4%)
minecraft.mined.spruce_leaves: #7, 2011(3%)
minecraft.picked_up.acacia_sapling: #7, 549(3%)
minecraft.mined.cobweb: #7, 402(3%)
minecraft.mined.jukebox: #8, 29(7%)
minecraft.dropped.tripwire_hook: #7, 8(4%)
minecraft.crafted.light_gray_stained_glass: #7, 1048(4%)
minecraft.mined.yellow_terracotta: #7, 399(3%)
minecraft.picked_up.netherite_pickaxe: #8, 39(5%)
minecraft.used.leather_helmet: #7, 1(5%)
minecraft.dropped.green_dye: #7, 83(2%)
minecraft.mined.birch_slab: #7, 31(3%)
minecraft.picked_up.grindstone: #8, 56(7%)
minecraft.mined.pale_oak_wall_sign: #7, 4(4%)
minecraft.picked_up.acacia_leaves: #7, 517(3%)
minecraft.dropped.spruce_stairs: #7, 25(3%)
minecraft.used.waxed_copper_bulb: #7, 67(3%)
minecraft.mined.short_dry_grass: #7, 52(4%)
minecraft.mined.loom: #8, 14(7%)
minecraft.crafted.blue_terracotta: #7, 256(3%)
minecraft.crafted.cherry_trapdoor: #7, 58(3%)
minecraft.mined.red_sandstone: #7, 23(3%)
minecraft.used.packed_ice: #7, 873(2%)
minecraft.used.netherite_hoe: #7, 17704(4%)
minecraft.picked_up.tinted_glass: #7, 94(2%)
minecraft.dropped.jungle_stairs: #7, 4(4%)
minecraft.crafted.polished_tuff_slab: #8, 210(6%)
minecraft.dropped.golden_axe: #7, 1(5%)
minecraft.picked_up.ender_chest: #8, 1176(5%)
minecraft.used.spruce_trapdoor: #8, 3290(6%)
minecraft.used.hanging_roots: #7, 11(3%)
minecraft.used.closed_eyeblossom: #7, 3(3%)
minecraft.picked_up.paper: #8, 506(5%)
minecraft.picked_up.sugar: #7, 154(2%)
minecraft.killed_by.player: #8, 97(3%)
minecraft.mined.white_stained_glass_pane: #8, 68(7%)
minecraft.crafted.bamboo_mosaic: #7, 87(3%)
minecraft.used.flower_pot: #8, 143(5%)
minecraft.crafted.magenta_dye: #7, 260(2%)
minecraft.custom.tune_noteblock: #7, 4553(1%)
minecraft.picked_up.warped_slab: #7, 26(2%)
minecraft.mined.stripped_pale_oak_log: #7, 63(2%)
minecraft.crafted.waxed_exposed_cut_copper_slab: #7, 16(3%)
minecraft.picked_up.deepslate_brick_wall: #7, 24(2%)
minecraft.picked_up.verdant_froglight: #7, 766(2%)
minecraft.picked_up.mangrove_propagule: #7, 264(1%)
minecraft.picked_up.spruce_fence: #8, 326(5%)
minecraft.crafted.spruce_hanging_sign: #8, 36(8%)
minecraft.used.short_grass: #7, 444(1%)
minecraft.used.cactus_flower: #7, 3(3%)
minecraft.mined.orange_banner: #7, 1(4%)
minecraft.crafted.brown_carpet: #7, 102(2%)
minecraft.crafted.lime_stained_glass_pane: #7, 96(2%)
minecraft.picked_up.dark_oak_leaves: #7, 133(1%)
minecraft.dropped.white_concrete: #7, 32(2%)
minecraft.used.furnace_minecart: #7, 5(3%)
minecraft.killed_by.drowned: #7, 4(2%)
minecraft.dropped.iron_horse_armor: #7, 1(3%)
minecraft.dropped.carved_pumpkin: #8, 55(4%)
minecraft.mined.blue_bed: #7, 10(2%)
minecraft.mined.warped_sign: #7, 1(3%)
minecraft.picked_up.dandelion: #7, 606(1%)
minecraft.mined.prismarine_bricks: #7, 240(1%)
minecraft.picked_up.blue_bed: #7, 10(2%)
minecraft.used.bread: #7, 111(1%)
minecraft.picked_up.decorated_pot: #8, 125(5%)
minecraft.mined.lime_stained_glass_pane: #7, 8(2%)
minecraft.dropped.wooden_shovel: #7, 2(1%)
minecraft.crafted.muddy_mangrove_roots: #7, 119(2%)
minecraft.mined.brain_coral_block: #7, 67(2%)
minecraft.dropped.flowering_azalea_leaves: #7, 63(2%)
minecraft.picked_up.brown_candle: #7, 7(2%)
minecraft.crafted.dark_prismarine_stairs: #7, 6(2%)
minecraft.used.blue_bed: #7, 10(2%)
minecraft.dropped.pumpkin: #7, 313(1%)
minecraft.crafted.mangrove_door: #8, 9(7%)
minecraft.used.chorus_fruit: #7, 3(2%)
minecraft.crafted.smooth_basalt: #7, 232(2%)
minecraft.dropped.cut_sandstone: #7, 9(1%)
minecraft.dropped.cooked_beef: #8, 162(4%)
minecraft.picked_up.painting: #8, 226(5%)
minecraft.picked_up.stone_shovel: #7, 2(1%)
minecraft.crafted.light_gray_banner: #7, 6(2%)
minecraft.crafted.white_banner: #7, 74(1%)
minecraft.mined.waxed_cut_copper: #7, 18(1%)
minecraft.used.magenta_glazed_terracotta: #7, 3(2%)
minecraft.used.lily_of_the_valley: #7, 3(1%)
minecraft.dropped.bookshelf: #7, 2(2%)
minecraft.mined.bubble_coral: #7, 7(1%)
minecraft.picked_up.leather_leggings: #8, 19(4%)
minecraft.used.stripped_mangrove_log: #7, 90(1%)
minecraft.used.lectern: #8, 359(5%)
minecraft.killed.snow_golem: #7, 2(1%)
minecraft.picked_up.carved_pumpkin: #8, 346(3%)
minecraft.dropped.light_gray_stained_glass_pane: #7, 3(1%)
minecraft.dropped.pink_tulip: #7, 4(1%)
minecraft.used.trapped_chest: #7, 1(2%)
minecraft.used.gray_shulker_box: #8, 272(5%)
minecraft.used.mangrove_door: #8, 10(7%)
minecraft.mined.brain_coral_wall_fan: #7, 17(1%)
minecraft.picked_up.emerald: #8, 1949(4%)
minecraft.dropped.candle: #7, 5(1%)
minecraft.used.blue_concrete: #7, 30(1%)
minecraft.crafted.lapis_lazuli: #8, 972(5%)
minecraft.crafted.polished_tuff_stairs: #8, 40(5%)
minecraft.dropped.crying_obsidian: #7, 12(1%)
minecraft.used.soul_torch: #7, 3(1%)
minecraft.mined.acacia_button: #7, 1(1%)
minecraft.mined.brown_mushroom: #8, 98(5%)
minecraft.crafted.trapped_chest: #7, 1(1%)
minecraft.picked_up.diamond_helmet: #8, 20(4%)
minecraft.crafted.waxed_exposed_cut_copper_stairs: #7, 4(1%)
minecraft.crafted.copper_bulb: #8, 76(6%)
minecraft.dropped.verdant_froglight: #7, 60(1%)
minecraft.dropped.smooth_stone: #7, 100(0%)
minecraft.crafted.waxed_exposed_copper_grate: #7, 4(1%)
minecraft.crafted.dark_prismarine_slab: #7, 4(1%)
minecraft.dropped.suspicious_stew: #7, 1(1%)
minecraft.used.magenta_wool: #7, 6(1%)
minecraft.dropped.birch_fence: #7, 1(1%)
minecraft.used.polished_blackstone_brick_slab: #7, 10(1%)
minecraft.crafted.resin_bricks: #7, 16(1%)
minecraft.dropped.polished_blackstone_bricks: #7, 3(1%)
minecraft.mined.sandstone_stairs: #7, 5(1%)
minecraft.mined.purple_shulker_box: #8, 148(4%)
minecraft.picked_up.purple_shulker_box: #8, 149(4%)
minecraft.custom.jump: #9, 543978(5%)
minecraft.used.cut_sandstone_slab: #7, 7(1%)
minecraft.crafted.magenta_wool: #7, 4(0%)
minecraft.used.waxed_exposed_cut_copper: #7, 13(1%)
minecraft.picked_up.purple_concrete_powder: #7, 5(0%)
minecraft.crafted.filled_map: #7, 107(0%)
minecraft.used.diamond: #8, 65(5%)
minecraft.mined.magenta_wool: #7, 2(0%)
minecraft.used.gold_block: #8, 472(4%)
minecraft.used.white_bed: #8, 270(4%)
minecraft.mined.waxed_cut_copper_slab: #8, 25(6%)
minecraft.mined.red_sandstone_wall: #7, 1(0%)
minecraft.dropped.light_blue_concrete: #7, 1(0%)
minecraft.used.pumpkin_pie: #7, 1(0%)
minecraft.dropped.yellow_concrete: #7, 3(0%)
minecraft.picked_up.diamond_ore: #8, 11(5%)
minecraft.picked_up.polished_deepslate: #8, 252(4%)
minecraft.mined.red_mushroom_block: #8, 395(6%)
minecraft.crafted.birch_slab: #8, 564(4%)
minecraft.used.purple_shulker_box: #8, 146(4%)
minecraft.dropped.wooden_pickaxe: #8, 2(6%)
minecraft.mined.flowering_azalea: #8, 68(4%)
minecraft.mined.dispenser: #8, 71(4%)
minecraft.picked_up.golden_chestplate: #8, 18(4%)
minecraft.used.azalea: #8, 154(4%)
minecraft.used.peony: #8, 12(5%)
minecraft.picked_up.copper_trapdoor: #8, 86(4%)
minecraft.dropped.golden_leggings: #8, 10(4%)
minecraft.picked_up.stone_bricks: #8, 1603(3%)
minecraft.crafted.warped_sign: #8, 51(5%)
minecraft.used.composter: #8, 276(4%)
minecraft.mined.chiseled_tuff_bricks: #8, 179(4%)
minecraft.mined.bricks: #8, 183(4%)
minecraft.used.green_terracotta: #8, 296(5%)
minecraft.used.torchflower: #8, 28(7%)
minecraft.dropped.oak_slab: #8, 37(4%)
minecraft.picked_up.spruce_leaves: #8, 1686(4%)
minecraft.crafted.oak_slab: #8, 1188(3%)
minecraft.mined.piston_head: #8, 8(4%)
minecraft.killed.ghast: #8, 37(3%)
minecraft.used.jungle_boat: #8, 10(4%)
minecraft.crafted.composter: #8, 239(3%)
minecraft.used.oak_button: #8, 24(4%)
minecraft.picked_up.mangrove_roots: #8, 2812(3%)
minecraft.picked_up.redstone_lamp: #8, 53(4%)
minecraft.used.decorated_pot: #8, 120(3%)
minecraft.crafted.note_block: #8, 179(3%)
minecraft.used.comparator: #8, 327(3%)
minecraft.picked_up.nether_gold_ore: #8, 44(4%)
minecraft.used.soul_soil: #8, 296(3%)
minecraft.mined.piston: #8, 129(3%)
minecraft.crafted.jukebox: #8, 9(3%)
minecraft.picked_up.kelp: #8, 2568(3%)
minecraft.used.andesite_slab: #8, 302(3%)
minecraft.mined.dropper: #8, 53(3%)
minecraft.dropped.netherite_axe: #8, 3(5%)
minecraft.picked_up.yellow_terracotta: #8, 500(3%)
minecraft.crafted.blast_furnace: #8, 81(3%)
minecraft.picked_up.azalea_leaves: #8, 4191(3%)
minecraft.used.deepslate_brick_wall: #8, 97(4%)
minecraft.mined.gold_block: #8, 205(3%)
minecraft.crafted.repeater: #8, 303(3%)
minecraft.picked_up.deepslate_tile_wall: #8, 62(3%)
minecraft.used.spruce_leaves: #8, 876(3%)
minecraft.mined.azalea_leaves: #8, 3779(3%)
minecraft.mined.deepslate_lapis_ore: #8, 229(3%)
minecraft.crafted.oxidized_chiseled_copper: #8, 21(5%)
minecraft.used.white_stained_glass_pane: #8, 494(3%)
minecraft.mined.waxed_copper_block: #8, 373(3%)
minecraft.picked_up.cobbled_deepslate_stairs: #8, 58(3%)
minecraft.dropped.netherite_hoe: #8, 1(6%)
minecraft.picked_up.waxed_copper_block: #8, 352(3%)
minecraft.picked_up.light_gray_terracotta: #8, 676(3%)
minecraft.used.acacia_fence_gate: #8, 21(4%)
minecraft.dropped.bee_nest: #8, 1(6%)
minecraft.used.light_gray_stained_glass_pane: #8, 213(3%)
minecraft.used.ochre_froglight: #8, 575(2%)
minecraft.crafted.acacia_fence: #8, 120(3%)
minecraft.mined.red_concrete: #8, 295(3%)
minecraft.used.chiseled_sandstone: #8, 14(5%)
minecraft.picked_up.beef: #8, 676(2%)
minecraft.crafted.blue_dye: #8, 1055(2%)
minecraft.mined.light_gray_terracotta: #8, 601(2%)
minecraft.used.acacia_log: #8, 402(2%)
minecraft.mined.dragon_head: #8, 1(5%)
minecraft.crafted.bamboo_fence: #8, 120(3%)
minecraft.used.polished_blackstone_button: #8, 34(2%)
minecraft.used.yellow_carpet: #8, 115(3%)
minecraft.picked_up.black_concrete_powder: #8, 503(3%)
minecraft.dropped.lilac: #8, 17(4%)
minecraft.crafted.white_stained_glass_pane: #8, 448(2%)
minecraft.used.cherry_trapdoor: #8, 61(3%)
minecraft.mined.crimson_wall_sign: #8, 2(5%)
minecraft.used.firework_rocket: #9, 25530(4%)
minecraft.mined.spruce_hanging_sign: #8, 2(4%)
minecraft.mined.spruce_fence: #9, 254(6%)
minecraft.dropped.bamboo_planks: #8, 175(2%)
minecraft.crafted.stone_pressure_plate: #8, 69(2%)
minecraft.picked_up.lime_stained_glass: #8, 36(3%)
minecraft.picked_up.hopper_minecart: #8, 22(2%)
minecraft.crafted.andesite_slab: #8, 126(2%)
minecraft.mined.lime_terracotta: #8, 53(3%)
minecraft.killed.vex: #8, 7(2%)
minecraft.custom.eat_cake_slice: #8, 10(3%)
minecraft.mined.bamboo_slab: #8, 34(2%)
minecraft.crafted.conduit: #8, 1(5%)
minecraft.mined.warped_slab: #8, 23(2%)
minecraft.used.deepslate_iron_ore: #8, 101(2%)
minecraft.picked_up.brown_mushroom_block: #8, 881(2%)
minecraft.mined.deepslate_tile_slab: #8, 65(2%)
minecraft.crafted.tuff_brick_wall: #8, 13(2%)
minecraft.crafted.emerald_block: #8, 496(2%)
minecraft.dropped.waxed_oxidized_cut_copper_stairs: #8, 5(3%)
minecraft.picked_up.gray_wool: #8, 450(2%)
minecraft.picked_up.goat_horn: #8, 12(2%)
minecraft.used.cooked_chicken: #8, 90(1%)
minecraft.used.porkchop: #8, 4(2%)
minecraft.mined.dark_oak_leaves: #8, 537(1%)
minecraft.picked_up.player_head: #9, 1627(4%)
minecraft.mined.smooth_sandstone_stairs: #8, 14(3%)
minecraft.dropped.brown_shulker_box: #8, 1(3%)
minecraft.mined.cut_sandstone: #8, 45(1%)
minecraft.used.leaf_litter: #8, 187(2%)
minecraft.mined.yellow_banner: #8, 1(4%)
minecraft.used.netherite_sword: #8, 13808(2%)
minecraft.crafted.popped_chorus_fruit: #8, 40(2%)
minecraft.used.red_concrete: #8, 184(1%)
minecraft.used.cocoa_beans: #8, 292(1%)
minecraft.picked_up.obsidian: #9, 1160(5%)
minecraft.used.conduit: #8, 1(3%)
minecraft.crafted.jungle_wood: #8, 132(2%)
minecraft.dropped.chiseled_bookshelf: #8, 2(3%)
minecraft.used.jungle_wood: #8, 121(2%)
minecraft.picked_up.waxed_oxidized_copper_trapdoor: #8, 13(2%)
minecraft.mined.waxed_oxidized_copper_trapdoor: #8, 13(2%)
minecraft.mined.oxidized_copper_bulb: #8, 6(2%)
minecraft.used.polished_diorite_slab: #8, 34(2%)
minecraft.used.polished_diorite_stairs: #8, 50(2%)
minecraft.crafted.bamboo_stairs: #8, 40(1%)
minecraft.dropped.shulker_shell: #8, 58(2%)
minecraft.used.netherite_helmet: #8, 6(2%)
minecraft.picked_up.cauldron: #9, 21(5%)
minecraft.dropped.sea_pickle: #8, 24(2%)
minecraft.custom.walk_on_water_one_cm: #10, 6086609(4%)
minecraft.picked_up.dark_oak_pressure_plate: #8, 3(2%)
