stat, rank, value, (percentage) 
minecraft.picked_up.golden_carrot: #20, 686(1%)
minecraft.crafted.diamond_axe: #20, 2(2%)
minecraft.picked_up.obsidian: #20, 340(1%)
minecraft.picked_up.chainmail_chestplate: #20, 2(2%)
minecraft.custom.boat_one_cm: #20, 1428545(1%)
minecraft.picked_up.diamond_sword: #20, 16(1%)
minecraft.mined.oak_log: #20, 1233(1%)
minecraft.used.soul_sand: #20, 139(1%)
minecraft.crafted.iron_leggings: #20, 2(1%)
minecraft.picked_up.egg: #20, 245(1%)
minecraft.crafted.iron_pickaxe: #20, 4(1%)
minecraft.killed.salmon: #20, 29(1%)
minecraft.picked_up.shield: #20, 4(1%)
minecraft.mined.lantern: #20, 12(1%)
minecraft.crafted.iron_bars: #20, 256(1%)
minecraft.crafted.painting: #20, 20(1%)
minecraft.used.armor_stand: #20, 43(1%)
minecraft.picked_up.diamond_block: #20, 41(1%)
minecraft.picked_up.mace: #20, 2(1%)
minecraft.crafted.spruce_fence: #20, 138(1%)
minecraft.dropped.water_bucket: #20, 3(1%)
minecraft.picked_up.stone_bricks: #20, 286(1%)
minecraft.dropped.netherite_pickaxe: #20, 1(1%)
minecraft.picked_up.jungle_log: #20, 290(1%)
minecraft.picked_up.smooth_basalt: #20, 68(1%)
minecraft.mined.bamboo: #20, 247(1%)
minecraft.mined.stripped_spruce_log: #20, 96(0%)
minecraft.picked_up.lily_pad: #20, 19(0%)
minecraft.dropped.birch_sign: #20, 1(1%)
minecraft.custom.interact_with_brewingstand: #20, 68(0%)
minecraft.picked_up.crossbow: #20, 6(0%)
minecraft.picked_up.stripped_spruce_log: #20, 93(0%)
minecraft.mined.sunflower: #20, 23(0%)
minecraft.used.spruce_sapling: #20, 150(0%)
minecraft.mined.dark_oak_fence: #20, 13(0%)
minecraft.used.book: #20, 10(0%)
minecraft.used.dropper: #20, 28(0%)
minecraft.picked_up.note_block: #20, 8(0%)
minecraft.picked_up.spruce_leaves: #20, 153(0%)
minecraft.used.oak_fence_gate: #20, 3(0%)
minecraft.picked_up.lava_bucket: #20, 2(0%)
minecraft.picked_up.glass_bottle: #20, 84(0%)
minecraft.used.mangrove_log: #20, 37(0%)
minecraft.crafted.spruce_wood: #20, 24(0%)
minecraft.crafted.fishing_rod: #20, 1(0%)
minecraft.crafted.ender_eye: #20, 6(0%)
minecraft.picked_up.mud_bricks: #20, 14(0%)
minecraft.crafted.iron_shovel: #20, 1(0%)
minecraft.used.tnt: #20, 27(0%)
minecraft.mined.cobbled_deepslate_stairs: #20, 2(0%)
minecraft.used.vine: #20, 2(0%)
minecraft.crafted.blaze_powder: #20, 28(0%)
minecraft.picked_up.pink_dye: #20, 1(0%)
minecraft.used.spruce_wood: #20, 16(0%)
minecraft.mined.acacia_trapdoor: #20, 3(0%)
minecraft.picked_up.flint_and_steel: #20, 2(0%)
minecraft.picked_up.armadillo_scute: #20, 10(0%)
minecraft.dropped.minecart: #20, 1(0%)
minecraft.dropped.crossbow: #20, 2(0%)
minecraft.mined.target: #20, 1(0%)
minecraft.crafted.pale_oak_trapdoor: #20, 4(0%)
minecraft.mined.yellow_bed: #20, 1(0%)
minecraft.used.yellow_bed: #20, 1(0%)
minecraft.mined.waxed_oxidized_copper: #20, 13(0%)
minecraft.picked_up.stone_pressure_plate: #20, 2(0%)
minecraft.picked_up.crying_obsidian: #20, 4(0%)
minecraft.used.diamond_block: #20, 5(0%)
minecraft.dropped.gold_ingot: #20, 7(0%)
minecraft.picked_up.cactus: #20, 30(0%)
minecraft.mined.purpur_block: #20, 9(0%)
minecraft.picked_up.waxed_oxidized_copper: #20, 11(0%)
minecraft.picked_up.deepslate_tile_stairs: #20, 2(0%)
minecraft.dropped.bone_meal: #20, 49(0%)
minecraft.picked_up.oxidized_copper: #20, 17(0%)
minecraft.used.pale_oak_log: #20, 7(0%)
minecraft.crafted.player_head: #20, 8(0%)
minecraft.used.polished_tuff_stairs: #20, 4(0%)
minecraft.picked_up.raw_copper_block: #20, 1(0%)
minecraft.picked_up.sculk_sensor: #20, 2(0%)
minecraft.used.deepslate_tile_stairs: #20, 2(0%)
minecraft.crafted.bamboo_slab: #20, 6(0%)
minecraft.dropped.glass: #20, 2(0%)
minecraft.crafted.gold_nugget: #20, 9(0%)
minecraft.custom.sleep_in_bed: #21, 751(2%)
minecraft.used.diamond_pickaxe: #21, 91469(1%)
minecraft.crafted.stick: #21, 6803(1%)
minecraft.picked_up.iron_leggings: #21, 3(1%)
minecraft.used.diamond_axe: #21, 11999(1%)
minecraft.crafted.diamond_sword: #21, 2(1%)
minecraft.picked_up.water_bucket: #21, 11(1%)
minecraft.mined.mossy_cobblestone: #21, 44(1%)
minecraft.custom.deaths: #21, 152(1%)
minecraft.picked_up.oak_log: #21, 1242(1%)
minecraft.crafted.ladder: #21, 129(1%)
minecraft.mined.lever: #21, 28(1%)
minecraft.picked_up.apple: #21, 56(1%)
minecraft.dropped.cooked_beef: #21, 34(1%)
minecraft.picked_up.chainmail_helmet: #21, 1(1%)
minecraft.picked_up.tuff_bricks: #21, 251(1%)
minecraft.dropped.diamond_axe: #21, 2(1%)
minecraft.picked_up.birch_planks: #21, 47(1%)
minecraft.crafted.iron_axe: #21, 1(1%)
minecraft.picked_up.potion: #21, 27(1%)
minecraft.crafted.iron_sword: #21, 2(1%)
minecraft.mined.fire: #21, 103(1%)
minecraft.dropped.iron_chestplate: #21, 1(1%)
minecraft.picked_up.spruce_planks: #21, 115(1%)
minecraft.used.golden_carrot: #21, 319(0%)
minecraft.dropped.mace: #21, 1(1%)
minecraft.picked_up.flower_pot: #21, 6(1%)
minecraft.crafted.armor_stand: #21, 45(1%)
minecraft.used.chain: #21, 83(0%)
minecraft.mined.green_wool: #21, 14(1%)
minecraft.mined.glowstone: #21, 28(0%)
minecraft.used.redstone_lamp: #21, 12(0%)
minecraft.used.lava_bucket: #21, 23(0%)
minecraft.picked_up.armor_stand: #21, 23(0%)
minecraft.used.elytra: #21, 8(0%)
minecraft.picked_up.lever: #21, 40(0%)
minecraft.mined.coarse_dirt: #21, 93(0%)
minecraft.used.granite: #21, 118(0%)
minecraft.mined.note_block: #21, 8(0%)
minecraft.picked_up.lantern: #21, 18(0%)
minecraft.mined.redstone_ore: #21, 12(0%)
minecraft.crafted.bookshelf: #21, 23(0%)
minecraft.dropped.snowball: #21, 16(0%)
minecraft.used.hay_block: #21, 8(0%)
minecraft.mined.spruce_fence: #21, 15(0%)
minecraft.crafted.packed_mud: #21, 341(0%)
minecraft.picked_up.glowstone: #21, 27(0%)
minecraft.used.sugar_cane: #21, 40(0%)
minecraft.picked_up.sugar_cane: #21, 1373(0%)
minecraft.mined.dropper: #21, 5(0%)
minecraft.used.pumpkin: #21, 17(0%)
minecraft.crafted.stone_shovel: #21, 1(0%)
minecraft.mined.decorated_pot: #21, 12(0%)
minecraft.used.note_block: #21, 12(0%)
minecraft.picked_up.magenta_dye: #21, 2(0%)
minecraft.used.coarse_dirt: #21, 155(0%)
minecraft.used.iron_axe: #21, 42(0%)
minecraft.picked_up.oak_stairs: #21, 6(0%)
minecraft.mined.purple_shulker_box: #21, 5(0%)
minecraft.picked_up.purple_shulker_box: #21, 5(0%)
minecraft.used.white_wool: #21, 21(0%)
minecraft.crafted.cooked_salmon: #21, 7(0%)
minecraft.mined.soul_soil: #21, 30(0%)
minecraft.mined.jungle_stairs: #21, 1(0%)
minecraft.dropped.iron_boots: #21, 1(0%)
minecraft.crafted.note_block: #21, 6(0%)
minecraft.picked_up.honey_bottle: #21, 2(0%)
minecraft.picked_up.beetroot_seeds: #21, 27(0%)
minecraft.picked_up.yellow_dye: #21, 3(0%)
minecraft.crafted.grindstone: #21, 3(0%)
minecraft.picked_up.acacia_trapdoor: #21, 3(0%)
minecraft.picked_up.purpur_block: #21, 15(0%)
minecraft.picked_up.cobbled_deepslate_stairs: #21, 2(0%)
minecraft.mined.jungle_trapdoor: #21, 1(0%)
minecraft.crafted.oak_fence_gate: #21, 1(0%)
minecraft.used.sandstone: #21, 18(0%)
minecraft.picked_up.jungle_stairs: #21, 1(0%)
minecraft.used.azalea: #21, 3(0%)
minecraft.used.cactus: #21, 3(0%)
minecraft.picked_up.jungle_trapdoor: #21, 1(0%)
minecraft.picked_up.compass: #21, 1(0%)
minecraft.picked_up.weeping_vines: #21, 2(0%)
minecraft.crafted.polished_tuff: #21, 11(0%)
minecraft.used.jungle_trapdoor: #21, 1(0%)
minecraft.picked_up.light_blue_stained_glass: #21, 1(0%)
minecraft.used.red_terracotta: #21, 1(0%)
minecraft.used.light_blue_stained_glass: #21, 1(0%)
minecraft.mined.brown_mushroom_block: #21, 2(0%)
minecraft.picked_up.crafting_table: #22, 131(2%)
minecraft.picked_up.stick: #22, 1745(1%)
minecraft.custom.interact_with_lectern: #22, 120(1%)
minecraft.dropped.firework_rocket: #22, 349(1%)
minecraft.dropped.diamond_helmet: #22, 1(1%)
minecraft.crafted.oak_sign: #22, 24(1%)
minecraft.used.ladder: #22, 125(1%)
minecraft.picked_up.spruce_sapling: #22, 331(1%)
minecraft.dropped.diamond_shovel: #22, 2(1%)
minecraft.picked_up.item_frame: #22, 56(1%)
minecraft.picked_up.paper: #22, 69(1%)
minecraft.mined.oak_trapdoor: #22, 13(1%)
minecraft.crafted.stone_axe: #22, 1(1%)
minecraft.dropped.diamond_pickaxe: #22, 3(1%)
minecraft.picked_up.oak_boat: #22, 11(1%)
minecraft.mined.red_wool: #22, 14(1%)
minecraft.dropped.iron_leggings: #22, 1(1%)
minecraft.used.lever: #22, 51(1%)
minecraft.picked_up.spyglass: #22, 1(0%)
minecraft.mined.sugar_cane: #22, 546(0%)
minecraft.picked_up.lead: #22, 34(0%)
minecraft.dropped.iron_shovel: #22, 1(0%)
minecraft.picked_up.bucket: #22, 16(0%)
minecraft.custom.inspect_dropper: #22, 158(0%)
minecraft.dropped.bow: #22, 11(0%)
minecraft.picked_up.carved_pumpkin: #22, 31(0%)
minecraft.dropped.golden_helmet: #22, 1(0%)
minecraft.mined.oak_sign: #22, 1(0%)
minecraft.picked_up.bone_meal: #22, 491(0%)
minecraft.mined.spruce_leaves: #22, 297(0%)
minecraft.dropped.golden_leggings: #22, 1(0%)
minecraft.picked_up.mossy_cobblestone: #22, 36(0%)
minecraft.used.carved_pumpkin: #22, 2(0%)
minecraft.mined.tripwire: #22, 5(0%)
minecraft.picked_up.dark_oak_planks: #22, 18(0%)
minecraft.dropped.name_tag: #22, 1(0%)
minecraft.picked_up.diamond_chestplate: #22, 1(0%)
minecraft.dropped.golden_chestplate: #22, 1(0%)
minecraft.dropped.enchanted_book: #22, 2(0%)
minecraft.crafted.stone_sword: #22, 1(0%)
minecraft.picked_up.spruce_fence: #22, 15(0%)
minecraft.dropped.iron_nugget: #22, 41(0%)
minecraft.dropped.oak_sign: #22, 1(0%)
minecraft.killed.chicken: #22, 10(0%)
minecraft.crafted.acacia_planks: #22, 108(0%)
minecraft.crafted.coarse_dirt: #22, 160(0%)
minecraft.used.oak_leaves: #22, 191(0%)
minecraft.mined.podzol: #22, 28(0%)
minecraft.picked_up.bricks: #22, 10(0%)
minecraft.used.grindstone: #22, 3(0%)
minecraft.dropped.ender_chest: #22, 1(0%)
minecraft.mined.polished_tuff_wall: #22, 2(0%)
minecraft.used.string: #22, 30(0%)
minecraft.crafted.oak_boat: #22, 2(0%)
minecraft.picked_up.oak_leaves: #22, 171(0%)
minecraft.picked_up.soul_soil: #22, 27(0%)
minecraft.picked_up.cooked_salmon: #22, 2(0%)
minecraft.crafted.mangrove_trapdoor: #22, 4(0%)
minecraft.mined.jungle_planks: #22, 3(0%)
minecraft.picked_up.yellow_bed: #22, 1(0%)
minecraft.dropped.cooked_cod: #22, 2(0%)
minecraft.dropped.grass_block: #22, 29(0%)
minecraft.picked_up.jungle_sapling: #22, 7(0%)
minecraft.dropped.lever: #22, 1(0%)
minecraft.dropped.soul_sand: #22, 3(0%)
minecraft.picked_up.jungle_planks: #22, 3(0%)
minecraft.custom.minecart_one_cm: #22, 60649(0%)
minecraft.crafted.decorated_pot: #22, 5(0%)
minecraft.dropped.sunflower: #22, 1(0%)
minecraft.picked_up.green_wool: #22, 14(0%)
minecraft.mined.light_gray_shulker_box: #22, 2(0%)
minecraft.picked_up.light_gray_shulker_box: #22, 2(0%)
minecraft.picked_up.jungle_leaves: #22, 8(0%)
minecraft.dropped.chest: #22, 2(0%)
minecraft.dropped.oak_log: #22, 3(0%)
minecraft.mined.diamond_block: #22, 1(0%)
minecraft.picked_up.glow_item_frame: #22, 1(0%)
minecraft.picked_up.mangrove_slab: #22, 1(0%)
minecraft.crafted.stone_pressure_plate: #22, 1(0%)
minecraft.mined.beetroots: #22, 1(0%)
minecraft.used.terracotta: #22, 9(0%)
minecraft.used.beetroot_seeds: #22, 1(0%)
minecraft.used.green_wool: #22, 2(0%)
minecraft.used.basalt: #22, 3(0%)
minecraft.mined.large_fern: #22, 1(0%)
minecraft.mined.orange_terracotta: #22, 5(0%)
minecraft.dropped.bamboo_planks: #22, 1(0%)
minecraft.picked_up.orange_terracotta: #22, 5(0%)
minecraft.used.smooth_quartz_slab: #22, 1(0%)
minecraft.mined.red_terracotta: #22, 1(0%)
minecraft.used.copper_block: #22, 1(0%)
minecraft.used.written_book: #23, 49(1%)
minecraft.picked_up.diamond_axe: #23, 9(1%)
minecraft.used.oak_boat: #23, 10(1%)
minecraft.dropped.leather_leggings: #23, 2(1%)
minecraft.crafted.iron_nugget: #23, 1136(1%)
minecraft.used.shears: #23, 1485(1%)
minecraft.mined.player_head: #23, 19(1%)
minecraft.mined.dandelion: #23, 44(1%)
minecraft.picked_up.cauldron: #23, 2(0%)
minecraft.mined.grass_block: #23, 6926(0%)
minecraft.mined.oxeye_daisy: #23, 6(0%)
minecraft.picked_up.flint: #23, 75(0%)
minecraft.crafted.lever: #23, 28(0%)
minecraft.picked_up.saddle: #23, 3(0%)
minecraft.used.potion: #23, 144(0%)
minecraft.used.diamond_sword: #23, 3344(0%)
minecraft.picked_up.coarse_dirt: #23, 79(0%)
minecraft.crafted.shield: #23, 1(0%)
minecraft.picked_up.name_tag: #23, 3(0%)
minecraft.mined.azure_bluet: #23, 7(0%)
minecraft.custom.horse_one_cm: #23, 1908341(0%)
minecraft.picked_up.dark_oak_fence: #23, 11(0%)
minecraft.used.spruce_fence: #23, 46(0%)
minecraft.picked_up.birch_sign: #23, 2(0%)
minecraft.mined.cornflower: #23, 4(0%)
minecraft.mined.end_rod: #23, 11(0%)
minecraft.custom.play_record: #23, 2(0%)
minecraft.dropped.baked_potato: #23, 6(0%)
minecraft.mined.peony: #23, 1(0%)
minecraft.mined.grindstone: #23, 1(0%)
minecraft.mined.mud: #23, 365(0%)
minecraft.used.egg: #23, 52(0%)
minecraft.picked_up.clay_ball: #23, 108(0%)
minecraft.picked_up.peony: #23, 7(0%)
minecraft.mined.poppy: #23, 9(0%)
minecraft.used.nether_wart: #23, 16(0%)
minecraft.picked_up.decorated_pot: #23, 3(0%)
minecraft.crafted.glass: #23, 201(0%)
minecraft.mined.chain: #23, 5(0%)
minecraft.picked_up.grindstone: #23, 1(0%)
minecraft.used.cooked_salmon: #23, 5(0%)
minecraft.mined.mangrove_trapdoor: #23, 1(0%)
minecraft.used.green_shulker_box: #23, 4(0%)
minecraft.used.purple_shulker_box: #23, 3(0%)
minecraft.dropped.iron_block: #23, 7(0%)
minecraft.picked_up.mangrove_trapdoor: #23, 1(0%)
minecraft.mined.green_shulker_box: #23, 3(0%)
minecraft.picked_up.green_shulker_box: #23, 3(0%)
minecraft.crafted.stone: #23, 10(0%)
minecraft.picked_up.black_dye: #23, 1(0%)
minecraft.mined.mangrove_slab: #23, 1(0%)
minecraft.used.rotten_flesh: #23, 1(0%)
minecraft.mined.bamboo_planks: #23, 1(0%)
minecraft.picked_up.cobblestone_slab: #23, 3(0%)
minecraft.mined.mangrove_leaves: #23, 76(0%)
minecraft.mined.carved_pumpkin: #23, 2(0%)
minecraft.picked_up.polished_tuff_wall: #23, 1(0%)
minecraft.custom.interact_with_campfire: #23, 4(0%)
minecraft.crafted.bricks: #23, 8(0%)
minecraft.mined.hay_block: #23, 1(0%)
minecraft.used.mangrove_trapdoor: #23, 1(0%)
minecraft.used.red_wool: #23, 1(0%)
minecraft.picked_up.hay_block: #23, 1(0%)
minecraft.crafted.bamboo_block: #23, 3(0%)
minecraft.used.bamboo_planks: #23, 1(0%)
minecraft.used.mud: #23, 6(0%)
minecraft.crafted.bamboo_planks: #23, 16(0%)
minecraft.picked_up.light_gray_terracotta: #23, 1(0%)
minecraft.picked_up.beetroot: #23, 1(0%)
minecraft.picked_up.red_terracotta: #23, 1(0%)
minecraft.custom.leave_game: #24, 479(1%)
minecraft.custom.interact_with_furnace: #24, 738(1%)
minecraft.used.oak_sign: #24, 25(1%)
minecraft.picked_up.dirt: #24, 20986(1%)
minecraft.picked_up.oak_sign: #24, 14(1%)
minecraft.picked_up.wheat: #24, 1227(1%)
minecraft.crafted.lantern: #24, 50(1%)
minecraft.used.lantern: #24, 43(1%)
minecraft.crafted.iron_boots: #24, 1(1%)
minecraft.picked_up.wheat_seeds: #24, 2854(0%)
minecraft.picked_up.oak_trapdoor: #24, 12(0%)
minecraft.used.iron_block: #24, 340(0%)
minecraft.mined.oak_fence: #24, 18(0%)
minecraft.picked_up.wind_charge: #24, 62(0%)
minecraft.mined.carrots: #24, 36(0%)
minecraft.mined.vine: #24, 51(0%)
minecraft.mined.iron_bars: #24, 12(0%)
minecraft.used.writable_book: #24, 18(0%)
minecraft.custom.pot_flower: #24, 5(0%)
minecraft.picked_up.glow_ink_sac: #24, 12(0%)
minecraft.used.flint_and_steel: #24, 19(0%)
minecraft.mined.wheat: #24, 432(0%)
minecraft.picked_up.oak_fence: #24, 12(0%)
minecraft.picked_up.iron_bars: #24, 18(0%)
minecraft.picked_up.chicken: #24, 19(0%)
minecraft.picked_up.baked_potato: #24, 21(0%)
minecraft.mined.oak_leaves: #24, 398(0%)
minecraft.picked_up.red_wool: #24, 14(0%)
minecraft.used.glass_bottle: #24, 90(0%)
minecraft.used.decorated_pot: #24, 6(0%)
minecraft.picked_up.sunflower: #24, 24(0%)
minecraft.picked_up.oxeye_daisy: #24, 11(0%)
minecraft.picked_up.rose_bush: #24, 11(0%)
minecraft.crafted.shears: #24, 15(0%)
minecraft.picked_up.nether_wart: #24, 49(0%)
minecraft.mined.nether_wart: #24, 12(0%)
minecraft.picked_up.dandelion: #24, 57(0%)
minecraft.picked_up.brown_dye: #24, 1(0%)
minecraft.custom.damage_taken: #24, 140960(0%)
minecraft.picked_up.azure_bluet: #24, 10(0%)
minecraft.picked_up.cooked_cod: #24, 3(0%)
minecraft.mined.cobblestone_slab: #24, 2(0%)
minecraft.picked_up.basalt: #24, 13(0%)
minecraft.picked_up.acacia_log: #24, 19(0%)
minecraft.picked_up.cornflower: #24, 6(0%)
minecraft.mined.acacia_log: #24, 16(0%)
minecraft.used.air: #24, 18(0%)
minecraft.crafted.flower_pot: #24, 1(0%)
minecraft.used.jungle_log: #24, 2(0%)
minecraft.crafted.pink_dye: #24, 2(0%)
minecraft.dropped.feather: #24, 2(0%)
minecraft.picked_up.glowstone_dust: #24, 1(0%)
minecraft.crafted.brick: #24, 8(0%)
minecraft.picked_up.black_wool: #24, 1(0%)
minecraft.picked_up.elytra: #25, 11(1%)
minecraft.picked_up.diamond_shovel: #25, 6(1%)
minecraft.picked_up.iron_nugget: #25, 53(0%)
minecraft.picked_up.bundle: #25, 2(0%)
minecraft.picked_up.diamond_pickaxe: #25, 6(0%)
minecraft.used.wheat_seeds: #25, 792(0%)
minecraft.used.tuff: #25, 144(0%)
minecraft.mined.oak_planks: #25, 13(0%)
minecraft.mined.pointed_dripstone: #25, 11(0%)
minecraft.used.flower_pot: #25, 4(0%)
minecraft.used.oak_trapdoor: #25, 7(0%)
minecraft.picked_up.end_rod: #25, 7(0%)
minecraft.picked_up.pointed_dripstone: #25, 30(0%)
minecraft.used.bundle: #25, 1(0%)
minecraft.mined.iron_block: #25, 31(0%)
minecraft.picked_up.red_dye: #25, 1(0%)
minecraft.crafted.oak_trapdoor: #25, 2(0%)
minecraft.dropped.melon_slice: #25, 9(0%)
minecraft.crafted.mangrove_planks: #25, 16(0%)
minecraft.crafted.light_blue_dye: #25, 6(0%)
minecraft.mined.dripstone_block: #25, 10(0%)
minecraft.picked_up.mud: #25, 37(0%)
minecraft.mined.mangrove_log: #25, 6(0%)
minecraft.mined.fern: #25, 1(0%)
minecraft.picked_up.dripstone_block: #25, 7(0%)
minecraft.picked_up.mangrove_log: #25, 6(0%)
minecraft.mined.basalt: #25, 8(0%)
minecraft.used.dripstone_block: #25, 1(0%)
minecraft.picked_up.acacia_sapling: #25, 1(0%)
minecraft.picked_up.firework_rocket: #26, 699(0%)
minecraft.dropped.leather_helmet: #26, 1(0%)
minecraft.picked_up.chain: #26, 5(0%)
minecraft.picked_up.yellow_shulker_box: #26, 2(0%)
minecraft.mined.yellow_shulker_box: #26, 2(0%)
minecraft.used.yellow_shulker_box: #26, 1(0%)
minecraft.picked_up.oak_planks: #27, 29(0%)
minecraft.picked_up.cooked_chicken: #27, 9(0%)
minecraft.dropped.elytra: #28, 2(1%)
minecraft.picked_up.cooked_beef: #28, 63(0%)
minecraft.picked_up.diamond_helmet: #29, 1(0%)
minecraft.custom.interact_with_loom: #29, 2(0%)
minecraft.picked_up.diamond_leggings: #30, 1(0%)
minecraft.custom.time_since_rest: #48, 3474(0%)
minecraft.custom.time_since_death: #49, 3451(0%)
