stat, rank, value, (percentage) 
minecraft.used.ominous_trial_key: #5, 60(8%)
minecraft.dropped.blue_dye: #5, 24(7%)
minecraft.dropped.deepslate_lapis_ore: #4, 5(4%)
minecraft.mined.podzol: #5, 979(6%)
minecraft.picked_up.blaze_rod: #5, 805(6%)
minecraft.mined.blackstone: #5, 2571(5%)
minecraft.killed.pufferfish: #5, 14(9%)
minecraft.crafted.stone_button: #5, 490(6%)
minecraft.mined.purple_bed: #5, 29(8%)
minecraft.crafted.red_banner: #5, 45(7%)
minecraft.crafted.stripped_oak_wood: #4, 75(7%)
minecraft.used.respawn_anchor: #4, 3(3%)
minecraft.mined.budding_amethyst: #5, 26(6%)
minecraft.mined.trapped_chest: #4, 1(6%)
minecraft.crafted.stripped_pale_oak_wood: #4, 9(8%)
minecraft.dropped.raw_gold: #5, 42(10%)
minecraft.crafted.oak_planks: #5, 17164(5%)
minecraft.dropped.birch_leaves: #5, 302(7%)
minecraft.dropped.netherrack: #5, 5784(5%)
minecraft.dropped.fire_charge: #4, 49(3%)
minecraft.crafted.stripped_mangrove_wood: #4, 24(5%)
minecraft.picked_up.trapped_chest: #4, 1(5%)
minecraft.mined.lime_concrete: #5, 573(8%)
minecraft.dropped.light_gray_shulker_box: #4, 1(4%)
minecraft.mined.birch_trapdoor: #5, 30(7%)
minecraft.picked_up.music_disc_otherside: #5, 17(8%)
minecraft.picked_up.crimson_fence: #4, 6(2%)
minecraft.picked_up.milk_bucket: #5, 15(8%)
minecraft.dropped.raw_copper: #5, 764(6%)
minecraft.mined.lime_wool: #5, 134(8%)
minecraft.dropped.bundle: #5, 8(6%)
minecraft.used.golden_leggings: #4, 2(6%)
minecraft.picked_up.crafter: #6, 166(9%)
minecraft.mined.orange_tulip: #5, 93(6%)
minecraft.dropped.glow_lichen: #4, 106(2%)
minecraft.used.golden_apple: #5, 47(9%)
minecraft.used.bundle: #6, 106(8%)
minecraft.picked_up.tripwire_hook: #5, 35(6%)
minecraft.picked_up.cyan_harness: #4, 1(4%)
minecraft.crafted.ladder: #5, 627(5%)
minecraft.picked_up.golden_apple: #6, 84(9%)
minecraft.mined.redstone_ore: #5, 151(5%)
minecraft.used.glow_lichen: #5, 1796(5%)
minecraft.dropped.gray_shulker_box: #4, 1(2%)
minecraft.crafted.netherite_scrap: #5, 58(8%)
minecraft.killed.chicken: #5, 288(5%)
minecraft.picked_up.oak_sapling: #5, 1739(5%)
minecraft.dropped.pink_shulker_box: #4, 1(3%)
minecraft.mined.polished_deepslate: #5, 253(5%)
minecraft.picked_up.podzol: #5, 869(6%)
minecraft.used.dark_oak_fence: #5, 408(5%)
minecraft.dropped.diamond_chestplate: #5, 5(6%)
minecraft.used.cod_bucket: #4, 1(4%)
minecraft.crafted.armor_stand: #5, 423(5%)
minecraft.dropped.pale_oak_wood: #4, 4(4%)
minecraft.dropped.golden_horse_armor: #4, 1(3%)
minecraft.picked_up.redstone: #5, 13251(5%)
minecraft.dropped.blue_egg: #4, 1(5%)
minecraft.dropped.birch_boat: #4, 1(3%)
minecraft.dropped.waxed_oxidized_copper_trapdoor: #4, 1(5%)
minecraft.crafted.purple_stained_glass: #5, 2320(7%)
minecraft.picked_up.flow_banner_pattern: #5, 11(7%)
minecraft.dropped.chest_minecart: #4, 2(2%)
minecraft.dropped.prismarine_crystals: #4, 41(2%)
minecraft.used.bubble_coral: #4, 4(2%)
minecraft.picked_up.gray_stained_glass: #5, 97(7%)
minecraft.dropped.pale_oak_sapling: #4, 2(3%)
minecraft.dropped.polished_andesite_stairs: #4, 5(2%)
minecraft.picked_up.tipped_arrow: #5, 644(6%)
minecraft.dropped.dark_oak_pressure_plate: #4, 3(3%)
minecraft.crafted.red_terracotta: #5, 704(7%)
minecraft.picked_up.stone_sword: #5, 58(5%)
minecraft.mined.wither_rose: #4, 18(2%)
minecraft.dropped.birch_log: #5, 126(6%)
minecraft.mined.sandstone_stairs: #4, 14(2%)
minecraft.mined.big_dripleaf_stem: #5, 13(7%)
minecraft.used.emerald_ore: #4, 5(1%)
minecraft.dropped.smooth_sandstone_slab: #4, 2(3%)
minecraft.dropped.light_blue_shulker_box: #4, 1(2%)
minecraft.used.pale_oak_boat: #4, 1(3%)
minecraft.dropped.mossy_stone_brick_stairs: #4, 1(3%)
minecraft.used.purpur_stairs: #4, 20(1%)
minecraft.dropped.iron_helmet: #5, 9(6%)
minecraft.picked_up.chiseled_quartz_block: #4, 20(1%)
minecraft.picked_up.pink_dye: #5, 31(4%)
minecraft.dropped.mangrove_roots: #5, 179(6%)
minecraft.used.warped_pressure_plate: #4, 1(2%)
minecraft.mined.chiseled_quartz_block: #4, 20(2%)
minecraft.crafted.polished_diorite_stairs: #5, 20(11%)
minecraft.dropped.chain: #5, 80(6%)
minecraft.used.stone_shovel: #5, 1610(5%)
minecraft.dropped.red_shulker_box: #5, 6(8%)
minecraft.used.polished_blackstone_slab: #4, 27(1%)
minecraft.used.crimson_nylium: #5, 169(6%)
minecraft.dropped.stone_brick_stairs: #5, 41(7%)
minecraft.crafted.crimson_fence_gate: #4, 1(1%)
minecraft.used.crimson_fence_gate: #4, 1(1%)
minecraft.crafted.shulker_box: #5, 510(4%)
minecraft.crafted.saddle: #4, 2(2%)
minecraft.dropped.purple_concrete_powder: #4, 1(1%)
minecraft.dropped.pumpkin_pie: #4, 3(1%)
minecraft.mined.crimson_nylium: #5, 252(5%)
minecraft.mined.prismarine_wall: #4, 7(1%)
minecraft.used.gilded_blackstone: #4, 4(1%)
minecraft.mined.quartz_block: #5, 463(5%)
minecraft.picked_up.glow_lichen: #5, 2303(4%)
minecraft.picked_up.light_gray_stained_glass_pane: #5, 64(6%)
minecraft.crafted.chiseled_stone_bricks: #5, 545(7%)
minecraft.killed.iron_golem: #5, 23(6%)
minecraft.picked_up.gray_stained_glass_pane: #5, 31(9%)
minecraft.used.bee_nest: #5, 31(7%)
minecraft.used.crimson_sign: #5, 30(7%)
minecraft.crafted.ender_chest: #6, 93(9%)
minecraft.dropped.prismarine_shard: #4, 80(0%)
minecraft.dropped.purple_concrete: #4, 1(0%)
minecraft.picked_up.lapis_lazuli: #5, 4679(4%)
minecraft.killed.breeze: #5, 213(6%)
minecraft.custom.open_enderchest: #6, 6239(5%)
minecraft.broken.shield: #5, 4(7%)
minecraft.crafted.mossy_cobblestone_stairs: #5, 12(7%)
minecraft.dropped.leaf_litter: #5, 20(8%)
minecraft.picked_up.music_disc_creator: #5, 10(7%)
minecraft.dropped.black_concrete: #5, 34(6%)
minecraft.picked_up.quartz_block: #5, 551(4%)
minecraft.mined.crafter: #6, 125(8%)
minecraft.dropped.waxed_oxidized_cut_copper_stairs: #5, 13(8%)
minecraft.dropped.nether_gold_ore: #5, 5(7%)
minecraft.used.green_wool: #6, 999(8%)
minecraft.crafted.mossy_cobblestone_slab: #6, 108(10%)
minecraft.used.gray_carpet: #5, 466(4%)
minecraft.mined.deepslate_diamond_ore: #5, 2152(3%)
minecraft.crafted.orange_wool: #5, 128(5%)
minecraft.used.fire_coral_block: #5, 78(6%)
minecraft.picked_up.brown_concrete: #5, 123(5%)
minecraft.used.pink_tulip: #5, 12(5%)
minecraft.picked_up.bush: #5, 143(8%)
minecraft.picked_up.wooden_axe: #5, 1(8%)
minecraft.mined.light_blue_bed: #5, 20(5%)
minecraft.picked_up.shelter_pottery_sherd: #5, 4(7%)
minecraft.used.netherite_boots: #5, 21(6%)
minecraft.crafted.iron_hoe: #5, 3(4%)
minecraft.used.purple_bed: #5, 26(5%)
minecraft.picked_up.azure_bluet: #5, 526(3%)
minecraft.used.smooth_quartz: #5, 1693(3%)
minecraft.used.oak_trapdoor: #6, 479(7%)
minecraft.used.gold_ore: #5, 50(5%)
minecraft.mined.waxed_copper_trapdoor: #5, 12(6%)
minecraft.crafted.purple_dye: #5, 540(4%)
minecraft.crafted.cyan_carpet: #5, 192(5%)
minecraft.used.spruce_fence: #6, 1416(7%)
minecraft.crafted.netherite_hoe: #5, 1(8%)
minecraft.picked_up.magenta_stained_glass: #5, 48(5%)
minecraft.mined.campfire: #6, 74(7%)
minecraft.picked_up.chipped_anvil: #6, 27(7%)
minecraft.mined.stripped_spruce_wood: #5, 109(3%)
minecraft.dropped.iron_trapdoor: #5, 12(6%)
minecraft.mined.oak_fence_gate: #6, 21(8%)
minecraft.mined.large_fern: #5, 223(3%)
minecraft.dropped.scaffolding: #6, 718(7%)
minecraft.mined.deepslate_brick_wall: #5, 19(5%)
minecraft.picked_up.jungle_pressure_plate: #5, 4(8%)
minecraft.used.sweet_berries: #5, 474(3%)
minecraft.used.light_blue_bed: #5, 21(4%)
minecraft.picked_up.pale_oak_slab: #5, 42(5%)
minecraft.used.netherite_hoe: #5, 26692(6%)
minecraft.used.stone_stairs: #6, 523(7%)
minecraft.used.carrot: #6, 1016(6%)
minecraft.mined.warped_planks: #6, 118(8%)
minecraft.picked_up.chiseled_polished_blackstone: #5, 8(5%)
minecraft.picked_up.painting: #6, 318(7%)
minecraft.dropped.cornflower: #5, 30(3%)
minecraft.mined.light_blue_banner: #5, 3(8%)
minecraft.dropped.stone_shovel: #5, 5(4%)
minecraft.dropped.bell: #5, 4(10%)
minecraft.picked_up.prismarine_slab: #5, 44(8%)
minecraft.dropped.green_stained_glass_pane: #5, 13(9%)
minecraft.dropped.netherite_hoe: #5, 1(6%)
minecraft.dropped.stone: #6, 16927(6%)
minecraft.picked_up.prismarine_bricks: #5, 855(3%)
minecraft.mined.soul_fire: #6, 135(7%)
minecraft.picked_up.smooth_red_sandstone: #5, 110(5%)
minecraft.picked_up.shield: #6, 27(7%)
minecraft.dropped.spruce_leaves: #5, 206(3%)
minecraft.crafted.stone: #6, 904(7%)
minecraft.mined.dark_prismarine_slab: #5, 23(5%)
minecraft.dropped.oxeye_daisy: #5, 24(3%)
minecraft.dropped.iron_leggings: #6, 11(7%)
minecraft.crafted.polished_blackstone: #6, 714(7%)
minecraft.dropped.jungle_boat: #5, 3(6%)
minecraft.picked_up.armadillo_scute: #5, 194(2%)
minecraft.dropped.cooked_salmon: #5, 23(3%)
minecraft.mined.quartz_pillar: #5, 18(4%)
minecraft.mined.pale_oak_leaves: #5, 1835(3%)
minecraft.used.blue_bed: #5, 29(5%)
minecraft.picked_up.polished_diorite: #6, 98(7%)
minecraft.dropped.glow_berries: #5, 24(3%)
minecraft.dropped.composter: #5, 6(4%)
minecraft.crafted.cobblestone_wall: #5, 66(3%)
minecraft.crafted.polished_blackstone_button: #5, 48(3%)
minecraft.broken.stone_shovel: #5, 8(4%)
minecraft.mined.smooth_red_sandstone: #5, 86(5%)
minecraft.dropped.cooked_beef: #6, 212(5%)
minecraft.crafted.birch_fence_gate: #5, 37(4%)
minecraft.picked_up.coarse_dirt: #6, 1517(6%)
minecraft.dropped.brain_coral: #5, 1(8%)
minecraft.mined.pink_shulker_box: #6, 210(7%)
minecraft.used.tnt: #6, 962(6%)
minecraft.picked_up.black_stained_glass_pane: #6, 55(7%)
minecraft.picked_up.iron_sword: #6, 37(6%)
minecraft.picked_up.shulker_shell: #6, 1138(6%)
minecraft.used.netherite_helmet: #5, 12(4%)
minecraft.mined.white_wall_banner: #6, 24(7%)
minecraft.picked_up.dark_prismarine_slab: #5, 23(4%)
minecraft.used.stripped_oak_wood: #5, 86(3%)
minecraft.dropped.sweet_berries: #5, 91(3%)
minecraft.dropped.milk_bucket: #5, 5(4%)
minecraft.picked_up.pink_shulker_box: #6, 209(7%)
minecraft.crafted.sandstone: #6, 434(8%)
minecraft.used.light_blue_banner: #5, 4(3%)
minecraft.picked_up.tube_coral: #5, 22(3%)
minecraft.picked_up.blackstone: #6, 3309(6%)
minecraft.dropped.pale_hanging_moss: #5, 19(8%)
minecraft.killed.zombie: #5, 2507(2%)
minecraft.mined.respawn_anchor: #5, 2(6%)
minecraft.mined.stripped_oak_wood: #5, 55(2%)
minecraft.dropped.purple_shulker_box: #5, 1(4%)
minecraft.crafted.andesite_wall: #5, 78(3%)
minecraft.picked_up.pink_petals: #6, 2673(6%)
minecraft.used.bucket: #6, 4374(5%)
minecraft.broken.flint_and_steel: #5, 2(4%)
minecraft.mined.sand: #6, 75682(6%)
minecraft.dropped.golden_axe: #5, 1(5%)
minecraft.picked_up.bow: #6, 264(5%)
minecraft.mined.andesite_slab: #6, 63(6%)
minecraft.used.pink_shulker_box: #6, 209(7%)
minecraft.custom.damage_blocked_by_shield: #6, 23107(6%)
minecraft.used.note_block: #6, 343(6%)
minecraft.dropped.brewing_stand: #5, 1(4%)
minecraft.dropped.pale_oak_sign: #5, 2(8%)
minecraft.used.short_grass: #6, 2086(6%)
minecraft.picked_up.gray_bundle: #5, 1(6%)
minecraft.used.chest: #6, 2082(6%)
minecraft.picked_up.red_sandstone_slab: #5, 36(4%)
minecraft.dropped.lapis_lazuli: #6, 284(7%)
minecraft.dropped.spectral_arrow: #5, 482(2%)
minecraft.dropped.iron_axe: #5, 16(2%)
minecraft.used.prismarine_slab: #5, 44(4%)
minecraft.picked_up.jungle_sign: #6, 30(7%)
minecraft.dropped.stone_sword: #5, 46(2%)
minecraft.used.shield: #6, 321(6%)
minecraft.dropped.flow_armor_trim_smithing_template: #5, 1(7%)
minecraft.picked_up.stone_hoe: #5, 3(3%)
minecraft.mined.stripped_birch_log: #6, 393(6%)
minecraft.mined.moss_carpet: #6, 460(5%)
minecraft.killed.wither_skeleton: #5, 375(2%)
minecraft.dropped.lava_bucket: #5, 6(2%)
minecraft.mined.gold_ore: #6, 208(6%)
minecraft.dropped.spruce_log: #6, 283(6%)
minecraft.picked_up.chest: #6, 1654(5%)
minecraft.mined.note_block: #6, 103(6%)
minecraft.picked_up.fire_coral: #5, 16(2%)
minecraft.crafted.fletching_table: #5, 4(3%)
minecraft.mined.light_blue_wall_banner: #5, 1(5%)
minecraft.picked_up.dandelion: #5, 799(1%)
minecraft.picked_up.bone: #6, 5585(5%)
minecraft.crafted.spruce_fence: #6, 1107(5%)
minecraft.dropped.light_blue_wool: #5, 32(3%)
minecraft.crafted.spruce_planks: #6, 33726(5%)
minecraft.broken.iron_sword: #5, 2(4%)
minecraft.dropped.dried_kelp: #5, 48(3%)
minecraft.used.oak_sapling: #5, 545(1%)
minecraft.used.stone_slab: #6, 3841(5%)
minecraft.picked_up.respawn_anchor: #5, 3(3%)
minecraft.mined.white_banner: #6, 8(7%)
minecraft.picked_up.white_wool: #6, 1967(5%)
minecraft.dropped.magenta_dye: #5, 13(1%)
minecraft.custom.open_shulker_box: #7, 56376(6%)
minecraft.crafted.player_head: #6, 904(6%)
minecraft.crafted.diamond_chestplate: #6, 5(5%)
minecraft.picked_up.saddle: #6, 40(5%)
minecraft.dropped.lightning_rod: #5, 6(2%)
minecraft.crafted.dune_armor_trim_smithing_template: #5, 2(4%)
minecraft.picked_up.sand: #6, 83910(5%)
minecraft.picked_up.lapis_ore: #6, 146(5%)
minecraft.mined.soul_torch: #5, 1(3%)
minecraft.picked_up.explorer_pottery_sherd: #5, 1(4%)
minecraft.mined.brewing_stand: #6, 43(5%)
minecraft.crafted.powered_rail: #6, 984(5%)
minecraft.picked_up.snowball: #6, 6568(4%)
minecraft.used.magenta_concrete: #5, 59(1%)
minecraft.picked_up.dirt: #6, 96165(4%)
minecraft.used.crossbow: #6, 204(7%)
minecraft.crafted.diamond_hoe: #6, 5(5%)
minecraft.picked_up.sculk_vein: #5, 520(1%)
minecraft.mined.sculk_vein: #5, 484(1%)
minecraft.mined.green_banner: #5, 1(4%)
minecraft.picked_up.polished_blackstone_slab: #5, 46(2%)
minecraft.used.flint_and_steel: #6, 349(5%)
minecraft.dropped.oak_hanging_sign: #5, 1(3%)
minecraft.picked_up.sandstone_stairs: #5, 14(2%)
minecraft.picked_up.iron_ore: #6, 860(4%)
minecraft.picked_up.green_wool: #6, 1490(5%)
minecraft.dropped.birch_sapling: #6, 41(6%)
minecraft.custom.bell_ring: #6, 50(5%)
minecraft.crafted.bookshelf: #6, 281(5%)
minecraft.dropped.dandelion: #6, 218(5%)
minecraft.used.trial_key: #6, 48(5%)
minecraft.crafted.flower_pot: #6, 171(5%)
minecraft.broken.shears: #6, 34(5%)
minecraft.picked_up.yellow_candle: #5, 3(2%)
minecraft.picked_up.iron_door: #6, 36(5%)
minecraft.dropped.detector_rail: #5, 2(1%)
minecraft.mined.repeater: #6, 228(4%)
minecraft.mined.mossy_cobblestone: #6, 186(5%)
minecraft.picked_up.campfire: #6, 67(4%)
minecraft.dropped.spruce_wood: #5, 2(1%)
minecraft.dropped.torchflower_seeds: #5, 14(1%)
minecraft.picked_up.polished_blackstone_button: #6, 14(6%)
minecraft.mined.crimson_fence: #5, 2(1%)
minecraft.crafted.snow_block: #6, 1228(6%)
minecraft.mined.pale_oak_button: #5, 1(1%)
minecraft.mined.birch_planks: #6, 175(4%)
minecraft.mined.pink_tulip: #6, 55(6%)
minecraft.picked_up.stripped_crimson_hyphae: #5, 5(1%)
minecraft.dropped.mossy_cobblestone_slab: #5, 1(1%)
minecraft.used.stripped_crimson_hyphae: #5, 5(1%)
minecraft.dropped.pointed_dripstone: #6, 116(4%)
minecraft.used.sea_pickle: #6, 304(5%)
minecraft.used.red_mushroom_block: #5, 6(1%)
minecraft.picked_up.prismarine_wall: #5, 7(1%)
minecraft.dropped.hay_block: #5, 9(0%)
minecraft.dropped.jack_o_lantern: #5, 1(1%)
minecraft.mined.mycelium: #5, 35(0%)
minecraft.custom.interact_with_lectern: #7, 792(5%)
minecraft.dropped.golden_carrot: #7, 861(6%)
minecraft.used.lime_banner: #5, 2(0%)
minecraft.dropped.hopper_minecart: #5, 2(0%)
minecraft.mined.iron_door: #6, 33(5%)
minecraft.mined.bamboo_wall_sign: #6, 20(4%)
minecraft.crafted.amethyst_block: #5, 5(0%)
minecraft.used.mycelium: #5, 2(0%)
minecraft.crafted.air: #5, 0(0%)
minecraft.killed.spider: #7, 518(8%)
minecraft.killed.blaze: #6, 491(4%)
minecraft.mined.fire: #6, 661(4%)
minecraft.crafted.stone_stairs: #6, 148(4%)
minecraft.dropped.dispenser: #6, 27(7%)
minecraft.mined.cactus: #6, 92(4%)
minecraft.crafted.green_stained_glass_pane: #6, 192(7%)
minecraft.mined.bamboo: #6, 1756(4%)
minecraft.picked_up.black_wool: #6, 1240(4%)
minecraft.custom.sprint_one_cm: #7, 162963001(4%)
minecraft.picked_up.bookshelf: #6, 74(4%)
minecraft.picked_up.blue_wool: #6, 247(4%)
minecraft.mined.torch: #6, 1461(4%)
minecraft.picked_up.granite_slab: #6, 35(7%)
minecraft.mined.deepslate_lapis_ore: #6, 309(3%)
minecraft.mined.azure_bluet: #6, 93(4%)
minecraft.used.brown_terracotta: #6, 169(5%)
minecraft.dropped.spruce_sapling: #6, 97(4%)
minecraft.used.glass: #6, 6668(3%)
minecraft.used.red_dye: #6, 17(5%)
minecraft.used.iron_sword: #6, 811(4%)
minecraft.mined.mud_brick_slab: #6, 39(5%)
minecraft.used.green_concrete: #6, 248(5%)
minecraft.crafted.jungle_button: #6, 33(6%)
minecraft.crafted.ender_eye: #6, 109(4%)
minecraft.dropped.slime_ball: #6, 516(4%)
minecraft.used.jungle_button: #6, 25(7%)
minecraft.picked_up.cooked_chicken: #6, 323(3%)
minecraft.picked_up.stripped_spruce_wood: #6, 123(4%)
minecraft.picked_up.mossy_cobblestone_slab: #6, 28(5%)
minecraft.dropped.paper: #7, 302(7%)
minecraft.picked_up.light_blue_bed: #6, 20(4%)
minecraft.dropped.gunpowder: #6, 941(3%)
minecraft.picked_up.scrape_pottery_sherd: #6, 18(5%)
minecraft.mined.mangrove_sign: #6, 2(7%)
minecraft.picked_up.light_blue_banner: #6, 5(6%)
minecraft.dropped.golden_apple: #6, 10(5%)
minecraft.dropped.tripwire_hook: #6, 10(5%)
minecraft.dropped.pink_dye: #6, 12(4%)
minecraft.dropped.soul_soil: #6, 42(4%)
minecraft.mined.pale_oak_planks: #6, 36(5%)
minecraft.used.cobblestone_slab: #6, 836(3%)
minecraft.picked_up.granite_stairs: #6, 7(5%)
minecraft.picked_up.rose_bush: #7, 660(6%)
minecraft.used.dark_oak_door: #6, 10(5%)
minecraft.picked_up.nautilus_shell: #6, 25(3%)
minecraft.mined.amethyst_cluster: #6, 339(3%)
minecraft.picked_up.magenta_dye: #6, 31(3%)
minecraft.used.red_banner: #6, 15(4%)
minecraft.picked_up.warped_nylium: #6, 245(3%)
minecraft.dropped.white_concrete_powder: #6, 44(7%)
minecraft.picked_up.waxed_copper_trapdoor: #6, 12(5%)
minecraft.dropped.redstone_torch: #6, 34(4%)
minecraft.mined.red_shulker_box: #7, 928(6%)
minecraft.picked_up.red_shulker_box: #7, 948(6%)
minecraft.mined.brown_wall_banner: #6, 11(6%)
minecraft.used.white_stained_glass: #6, 1055(3%)
minecraft.broken.iron_hoe: #6, 1(8%)
minecraft.crafted.gray_wool: #6, 241(4%)
minecraft.mined.cactus_flower: #6, 6(7%)
minecraft.picked_up.ochre_froglight: #6, 1211(3%)
minecraft.used.netherite_sword: #6, 31495(5%)
minecraft.picked_up.raw_gold: #6, 1139(3%)
minecraft.mined.green_stained_glass_pane: #6, 18(5%)
minecraft.used.green_banner: #6, 7(4%)
minecraft.used.iron_axe: #7, 1645(7%)
minecraft.picked_up.dark_oak_sapling: #6, 746(3%)
minecraft.crafted.red_shulker_box: #6, 21(3%)
minecraft.picked_up.ladder: #7, 544(7%)
minecraft.dropped.oak_stairs: #6, 24(6%)
minecraft.dropped.note_block: #6, 9(4%)
minecraft.picked_up.iron_hoe: #6, 2(4%)
minecraft.dropped.weeping_vines: #6, 5(5%)
minecraft.crafted.wooden_axe: #6, 1(6%)
minecraft.picked_up.dark_oak_log: #7, 6181(6%)
minecraft.picked_up.guster_pottery_sherd: #6, 16(4%)
minecraft.picked_up.mossy_stone_brick_slab: #6, 12(4%)
minecraft.used.netherite_leggings: #6, 15(5%)
minecraft.used.deepslate_lapis_ore: #6, 58(3%)
minecraft.picked_up.brown_mushroom_block: #6, 1415(3%)
minecraft.used.white_terracotta: #6, 289(2%)
minecraft.used.spruce_sign: #7, 398(6%)
minecraft.dropped.redstone_block: #6, 104(3%)
minecraft.picked_up.quartz_pillar: #6, 17(3%)
minecraft.dropped.shulker_box: #6, 60(2%)
minecraft.picked_up.flow_pottery_sherd: #6, 14(3%)
minecraft.crafted.white_wool: #6, 777(3%)
minecraft.mined.potted_bamboo: #6, 1(5%)
minecraft.crafted.netherite_chestplate: #6, 2(5%)
minecraft.crafted.raw_gold: #6, 387(6%)
minecraft.used.gray_stained_glass_pane: #6, 178(4%)
minecraft.crafted.smooth_stone_slab: #6, 834(2%)
minecraft.used.oak_sign: #7, 150(6%)
minecraft.crafted.cooked_chicken: #6, 48(3%)
minecraft.custom.damage_dealt: #7, 2488623(4%)
minecraft.used.dark_oak_planks: #7, 1533(7%)
minecraft.used.white_banner: #7, 73(6%)
minecraft.mined.mangrove_wood: #6, 15(4%)
minecraft.used.end_stone: #7, 488(7%)
minecraft.used.brown_banner: #6, 17(4%)
minecraft.dropped.cooked_chicken: #6, 82(2%)
minecraft.dropped.cooked_porkchop: #6, 228(2%)
minecraft.picked_up.wooden_shovel: #6, 5(4%)
minecraft.killed_by.piglin_brute: #6, 1(5%)
minecraft.picked_up.carrot: #7, 4060(5%)
minecraft.used.cactus_flower: #6, 5(5%)
minecraft.crafted.gold_nugget: #6, 3807(2%)
minecraft.picked_up.fire_coral_fan: #6, 77(3%)
minecraft.crafted.smooth_quartz: #6, 542(3%)
minecraft.custom.interact_with_anvil: #7, 705(5%)
minecraft.crafted.smooth_red_sandstone_slab: #6, 18(5%)
minecraft.dropped.jungle_sapling: #6, 6(4%)
minecraft.dropped.repeater: #6, 38(3%)
minecraft.dropped.poppy: #6, 977(2%)
minecraft.picked_up.crimson_trapdoor: #6, 17(4%)
minecraft.dropped.chest: #6, 118(2%)
minecraft.dropped.name_tag: #7, 21(7%)
minecraft.dropped.sandstone: #6, 199(2%)
minecraft.picked_up.stripped_oak_wood: #6, 58(2%)
minecraft.used.player_head: #7, 276(5%)
minecraft.dropped.sponge: #6, 24(6%)
minecraft.mined.pink_bed: #6, 16(4%)
minecraft.dropped.diamond_pickaxe: #7, 26(6%)
minecraft.picked_up.emerald_ore: #6, 13(2%)
minecraft.crafted.dried_kelp: #6, 78(4%)
minecraft.dropped.anvil: #6, 4(3%)
minecraft.mined.orange_carpet: #6, 11(3%)
minecraft.used.netherite_chestplate: #6, 19(4%)
minecraft.picked_up.mossy_cobblestone_stairs: #6, 7(3%)
minecraft.picked_up.mangrove_fence_gate: #6, 2(5%)
minecraft.dropped.red_terracotta: #6, 39(3%)
minecraft.crafted.brown_concrete_powder: #6, 256(2%)
minecraft.dropped.dark_oak_trapdoor: #6, 20(3%)
minecraft.killed.happy_ghast: #6, 14(3%)
minecraft.picked_up.bone_block: #6, 1167(2%)
minecraft.crafted.stripped_dark_oak_wood: #6, 33(4%)
minecraft.dropped.chiseled_tuff: #6, 7(3%)
minecraft.dropped.smithing_table: #6, 1(6%)
minecraft.dropped.white_banner: #6, 97(2%)
minecraft.dropped.short_grass: #6, 63(2%)
minecraft.mined.cobblestone_stairs: #6, 52(2%)
minecraft.used.bone_meal: #7, 11988(5%)
minecraft.mined.birch_pressure_plate: #6, 2(4%)
minecraft.mined.andesite: #7, 15023(5%)
minecraft.mined.pale_oak_fence: #6, 10(3%)
minecraft.mined.fire_coral_fan: #6, 10(2%)
minecraft.mined.cave_vines: #7, 48(6%)
minecraft.picked_up.stripped_cherry_log: #6, 46(2%)
minecraft.picked_up.lime_concrete_powder: #6, 184(4%)
minecraft.dropped.oak_door: #6, 6(3%)
minecraft.used.redstone_ore: #6, 28(2%)
minecraft.used.oak_slab: #7, 465(5%)
minecraft.dropped.coal_ore: #7, 204(6%)
minecraft.picked_up.horn_coral_block: #6, 56(3%)
minecraft.mined.polished_blackstone_stairs: #6, 6(2%)
minecraft.dropped.lime_wool: #6, 18(3%)
minecraft.dropped.warped_trapdoor: #6, 7(3%)
minecraft.mined.fire_coral_block: #6, 79(2%)
minecraft.picked_up.stripped_birch_log: #7, 390(6%)
minecraft.mined.glowstone: #7, 306(5%)
minecraft.dropped.polished_blackstone: #6, 2(4%)
minecraft.picked_up.horn_coral: #6, 17(2%)
minecraft.mined.horn_coral_block: #6, 59(2%)
minecraft.picked_up.jungle_planks: #7, 337(5%)
minecraft.picked_up.bubble_coral_fan: #6, 55(2%)
minecraft.picked_up.music_disc_11: #6, 2(4%)
minecraft.dropped.dark_oak_log: #7, 223(7%)
minecraft.crafted.chiseled_deepslate: #6, 3(2%)
minecraft.dropped.painting: #6, 4(3%)
minecraft.dropped.cauldron: #6, 2(3%)
minecraft.picked_up.activator_rail: #6, 33(1%)
minecraft.mined.coarse_dirt: #7, 1081(5%)
minecraft.used.purple_banner: #6, 1(3%)
minecraft.picked_up.cauldron: #7, 21(5%)
minecraft.used.nether_brick_stairs: #6, 5(3%)
minecraft.dropped.bow: #7, 131(5%)
minecraft.used.fire_coral: #6, 6(3%)
minecraft.dropped.bookshelf: #6, 3(3%)
minecraft.crafted.diamond_boots: #7, 9(5%)
minecraft.crafted.pale_oak_door: #6, 3(2%)
minecraft.mined.exposed_cut_copper: #6, 3(2%)
minecraft.mined.fire_coral: #6, 11(1%)
minecraft.used.pink_concrete_powder: #6, 97(1%)
minecraft.picked_up.diamond_sword: #7, 61(4%)
minecraft.custom.crouch_one_cm: #8, 29923582(5%)
minecraft.dropped.rose_bush: #6, 10(1%)
minecraft.used.white_wool: #7, 898(5%)
minecraft.mined.gilded_blackstone: #6, 10(3%)
minecraft.used.golden_helmet: #6, 1(2%)
minecraft.mined.magenta_concrete: #6, 65(1%)
minecraft.crafted.white_banner: #6, 85(1%)
