stat, rank, value, (percentage) 
minecraft.mined.spruce_fence_gate: #20, 2(0%)
minecraft.picked_up.jungle_slab: #20, 4(0%)
minecraft.mined.fire_coral_fan: #20, 1(0%)
minecraft.crafted.tripwire_hook: #20, 4(0%)
minecraft.picked_up.sandstone: #20, 231(0%)
minecraft.picked_up.gunpowder: #20, 241(0%)
minecraft.mined.acacia_log: #20, 59(0%)
minecraft.crafted.cooked_salmon: #20, 8(0%)
minecraft.mined.deepslate_tiles: #20, 16(0%)
minecraft.crafted.light_blue_dye: #20, 32(0%)
minecraft.picked_up.wither_skeleton_skull: #20, 1(0%)
minecraft.mined.mangrove_leaves: #20, 200(0%)
minecraft.picked_up.ghast_tear: #20, 2(0%)
minecraft.mined.crimson_nylium: #20, 6(0%)
minecraft.mined.white_carpet: #20, 2(0%)
minecraft.used.polished_tuff_wall: #20, 11(0%)
minecraft.used.smooth_basalt: #20, 18(0%)
minecraft.crafted.gold_block: #20, 6(0%)
minecraft.used.packed_mud: #20, 91(0%)
minecraft.mined.brown_wool: #20, 1(0%)
minecraft.mined.sculk_sensor: #20, 3(0%)
minecraft.mined.gold_block: #20, 4(0%)
minecraft.crafted.white_banner: #20, 6(0%)
minecraft.used.oak_sapling: #20, 19(0%)
minecraft.picked_up.tipped_arrow: #20, 4(0%)
minecraft.used.iron_hoe: #20, 2(0%)
minecraft.mined.white_stained_glass: #20, 1(0%)
minecraft.used.brown_wool: #20, 1(0%)
minecraft.mined.black_wool: #20, 1(0%)
minecraft.used.oak_wood: #20, 1(0%)
minecraft.custom.leave_game: #21, 594(2%)
minecraft.crafted.diamond_pickaxe: #21, 6(2%)
minecraft.picked_up.player_head: #21, 410(1%)
minecraft.picked_up.oak_sign: #21, 23(1%)
minecraft.crafted.diamond_shovel: #21, 3(1%)
minecraft.dropped.torch: #21, 104(1%)
minecraft.picked_up.iron_bars: #21, 84(1%)
minecraft.picked_up.soul_sand: #21, 312(1%)
minecraft.mined.soul_sand: #21, 247(1%)
minecraft.picked_up.carrot: #21, 702(1%)
minecraft.picked_up.arrow: #21, 1003(1%)
minecraft.mined.oak_trapdoor: #21, 19(1%)
minecraft.picked_up.wheat: #21, 1865(1%)
minecraft.picked_up.diorite: #21, 2379(1%)
minecraft.mined.dispenser: #21, 16(1%)
minecraft.picked_up.spruce_stairs: #21, 46(1%)
minecraft.crafted.iron_door: #21, 3(1%)
minecraft.crafted.iron_ingot: #21, 5771(1%)
minecraft.picked_up.anvil: #21, 9(1%)
minecraft.used.iron_block: #21, 510(1%)
minecraft.crafted.lime_shulker_box: #21, 1(1%)
minecraft.mined.birch_sign: #21, 1(1%)
minecraft.picked_up.red_wool: #21, 42(1%)
minecraft.killed.spider: #21, 38(1%)
minecraft.picked_up.jungle_log: #21, 263(1%)
minecraft.mined.bone_block: #21, 37(1%)
minecraft.mined.jungle_log: #21, 214(1%)
minecraft.crafted.spruce_stairs: #21, 68(0%)
minecraft.mined.attached_melon_stem: #21, 1(1%)
minecraft.killed.glow_squid: #21, 3(0%)
minecraft.picked_up.lily_pad: #21, 18(0%)
minecraft.mined.mangrove_log: #21, 149(0%)
minecraft.used.composter: #21, 34(0%)
minecraft.dropped.writable_book: #21, 2(0%)
minecraft.mined.nether_wart: #21, 46(0%)
minecraft.picked_up.beef: #21, 125(0%)
minecraft.mined.clay: #21, 186(0%)
minecraft.picked_up.gold_nugget: #21, 269(0%)
minecraft.mined.andesite_slab: #21, 4(0%)
minecraft.picked_up.mangrove_log: #21, 149(0%)
minecraft.used.stone_bricks: #21, 391(0%)
minecraft.mined.bamboo_sign: #21, 1(0%)
minecraft.picked_up.shulker_shell: #21, 57(0%)
minecraft.mined.spruce_trapdoor: #21, 30(0%)
minecraft.used.light_gray_concrete_powder: #21, 72(0%)
minecraft.picked_up.ominous_bottle: #21, 2(0%)
minecraft.crafted.oak_button: #21, 2(0%)
minecraft.mined.iron_door: #21, 2(0%)
minecraft.picked_up.polished_tuff_wall: #21, 9(0%)
minecraft.killed.creeper: #21, 51(0%)
minecraft.picked_up.crossbow: #21, 3(0%)
minecraft.picked_up.orange_wool: #21, 17(0%)
minecraft.dropped.clay: #21, 3(0%)
minecraft.mined.mangrove_propagule: #21, 5(0%)
minecraft.crafted.acacia_planks: #21, 124(0%)
minecraft.mined.potatoes: #21, 13(0%)
minecraft.dropped.spruce_log: #21, 10(0%)
minecraft.mined.oak_sapling: #21, 1(0%)
minecraft.used.stone_slab: #21, 126(0%)
minecraft.picked_up.pitcher_plant: #21, 3(0%)
minecraft.used.moss_block: #21, 251(0%)
minecraft.used.gravel: #21, 165(0%)
minecraft.picked_up.mangrove_propagule: #21, 27(0%)
minecraft.crafted.red_shulker_box: #21, 1(0%)
minecraft.mined.birch_leaves: #21, 142(0%)
minecraft.used.soul_soil: #21, 9(0%)
minecraft.picked_up.end_stone: #21, 17(0%)
minecraft.used.dark_oak_sapling: #21, 24(0%)
minecraft.picked_up.spruce_fence_gate: #21, 2(0%)
minecraft.picked_up.crimson_nylium: #21, 5(0%)
minecraft.custom.damage_taken: #21, 163248(0%)
minecraft.used.vine: #21, 1(0%)
minecraft.used.sunflower: #21, 2(0%)
minecraft.dropped.cooked_porkchop: #21, 7(0%)
minecraft.used.flowering_azalea: #21, 1(0%)
minecraft.picked_up.bookshelf: #21, 1(0%)
minecraft.picked_up.gold_block: #21, 4(0%)
minecraft.picked_up.smooth_quartz_stairs: #21, 1(0%)
minecraft.picked_up.mossy_stone_bricks: #21, 3(0%)
minecraft.used.mud: #21, 38(0%)
minecraft.used.gold_block: #21, 4(0%)
minecraft.used.oxidized_copper: #21, 4(0%)
minecraft.crafted.lightning_rod: #21, 2(0%)
minecraft.mined.packed_mud: #21, 11(0%)
minecraft.used.green_wool: #21, 3(0%)
minecraft.picked_up.oxidized_copper: #21, 7(0%)
minecraft.killed.wither_skeleton: #21, 5(0%)
minecraft.picked_up.white_stained_glass: #21, 1(0%)
minecraft.dropped.white_banner: #21, 1(0%)
minecraft.picked_up.gray_wool: #21, 3(0%)
minecraft.mined.light_gray_terracotta: #21, 2(0%)
minecraft.custom.swim_one_cm: #22, 1909347(1%)
minecraft.custom.sleep_in_bed: #22, 510(1%)
minecraft.crafted.diamond_axe: #22, 2(2%)
minecraft.used.barrel: #22, 108(1%)
minecraft.mined.wheat: #22, 1783(1%)
minecraft.mined.stonecutter: #22, 13(1%)
minecraft.picked_up.deepslate_lapis_ore: #22, 31(1%)
minecraft.picked_up.wheat_seeds: #22, 4904(1%)
minecraft.picked_up.oak_fence: #22, 34(1%)
minecraft.picked_up.white_concrete: #22, 354(1%)
minecraft.dropped.white_bed: #22, 1(1%)
minecraft.used.redstone_block: #22, 84(1%)
minecraft.crafted.diamond_block: #22, 81(1%)
minecraft.mined.oak_fence: #22, 25(1%)
minecraft.crafted.barrel: #22, 56(1%)
minecraft.custom.interact_with_smithing_table: #22, 7(1%)
minecraft.mined.gold_ore: #22, 20(1%)
minecraft.mined.carrots: #22, 53(0%)
minecraft.mined.redstone_torch: #22, 10(0%)
minecraft.crafted.oak_fence: #22, 24(1%)
minecraft.used.cauldron: #22, 5(0%)
minecraft.crafted.oak_planks: #22, 1484(0%)
minecraft.crafted.white_bed: #22, 3(0%)
minecraft.used.oak_fence: #22, 31(0%)
minecraft.mined.melon: #22, 126(0%)
minecraft.used.anvil: #22, 19(0%)
minecraft.killed.cow: #22, 43(0%)
minecraft.mined.tuff_bricks: #22, 124(0%)
minecraft.picked_up.campfire: #22, 5(0%)
minecraft.crafted.yellow_shulker_box: #22, 1(0%)
minecraft.mined.jungle_leaves: #22, 121(0%)
minecraft.picked_up.cooked_porkchop: #22, 46(0%)
minecraft.mined.pumpkin: #22, 120(0%)
minecraft.mined.blackstone: #22, 137(0%)
minecraft.mined.grindstone: #22, 2(0%)
minecraft.picked_up.polished_tuff_slab: #22, 13(0%)
minecraft.picked_up.moss_carpet: #22, 210(0%)
minecraft.crafted.stone_bricks: #22, 364(0%)
minecraft.mined.redstone_lamp: #22, 2(0%)
minecraft.crafted.dark_oak_sign: #22, 3(0%)
minecraft.mined.flowering_azalea: #22, 4(0%)
minecraft.crafted.gray_shulker_box: #22, 1(0%)
minecraft.crafted.anvil: #22, 10(0%)
minecraft.crafted.packed_mud: #22, 205(0%)
minecraft.picked_up.red_dye: #22, 3(0%)
minecraft.killed.ghast: #22, 2(0%)
minecraft.picked_up.glow_berries: #22, 10(0%)
minecraft.crafted.blue_dye: #22, 80(0%)
minecraft.used.glow_lichen: #22, 54(0%)
minecraft.picked_up.gold_ore: #22, 3(0%)
minecraft.used.note_block: #22, 9(0%)
minecraft.picked_up.cod: #22, 24(0%)
minecraft.dropped.leather: #22, 11(0%)
minecraft.used.potato: #22, 12(0%)
minecraft.picked_up.acacia_log: #22, 59(0%)
minecraft.picked_up.redstone_lamp: #22, 2(0%)
minecraft.used.polished_andesite: #22, 24(0%)
minecraft.used.yellow_shulker_box: #22, 6(0%)
minecraft.mined.soul_soil: #22, 30(0%)
minecraft.mined.copper_block: #22, 4(0%)
minecraft.picked_up.yellow_shulker_box: #22, 5(0%)
minecraft.mined.yellow_shulker_box: #22, 5(0%)
minecraft.mined.cactus: #22, 2(0%)
minecraft.used.lime_shulker_box: #22, 3(0%)
minecraft.crafted.bone_block: #22, 49(0%)
minecraft.crafted.gray_dye: #22, 28(0%)
minecraft.used.cooked_porkchop: #22, 13(0%)
minecraft.picked_up.polished_deepslate_wall: #22, 1(0%)
minecraft.used.birch_planks: #22, 8(0%)
minecraft.mined.lightning_rod: #22, 1(0%)
minecraft.crafted.note_block: #22, 3(0%)
minecraft.picked_up.white_carpet: #22, 2(0%)
minecraft.used.azalea: #22, 2(0%)
minecraft.dropped.terracotta: #22, 1(0%)
minecraft.used.cactus: #22, 2(0%)
minecraft.picked_up.purple_dye: #22, 1(0%)
minecraft.picked_up.lightning_rod: #22, 1(0%)
minecraft.crafted.light_gray_dye: #22, 11(0%)
minecraft.custom.fish_caught: #22, 8(0%)
minecraft.used.red_wool: #22, 2(0%)
minecraft.used.end_stone: #22, 2(0%)
minecraft.picked_up.pink_tulip: #22, 1(0%)
minecraft.crafted.orange_dye: #22, 6(0%)
minecraft.used.glow_item_frame: #22, 1(0%)
minecraft.used.cocoa_beans: #22, 5(0%)
minecraft.killed.silverfish: #22, 19(0%)
minecraft.used.tuff_slab: #22, 1(0%)
minecraft.mined.oxidized_copper: #22, 4(0%)
minecraft.used.lightning_rod: #22, 1(0%)
minecraft.picked_up.light_gray_terracotta: #22, 2(0%)
minecraft.used.orange_terracotta: #22, 1(0%)
minecraft.dropped.cod: #22, 1(0%)
minecraft.custom.sneak_time: #23, 1464510(1%)
minecraft.custom.open_chest: #23, 13539(2%)
minecraft.custom.walk_on_water_one_cm: #23, 1244771(1%)
minecraft.custom.crouch_one_cm: #23, 4255954(1%)
minecraft.used.oak_sign: #23, 27(1%)
minecraft.used.chest: #23, 420(1%)
minecraft.used.soul_sand: #23, 126(1%)
minecraft.crafted.stick: #23, 4634(1%)
minecraft.picked_up.diamond_leggings: #23, 7(1%)
minecraft.crafted.diamond_chestplate: #23, 1(1%)
minecraft.used.water_bucket: #23, 553(1%)
minecraft.mined.spruce_wall_sign: #23, 5(1%)
minecraft.used.stonecutter: #23, 15(1%)
minecraft.picked_up.cooked_beef: #23, 135(1%)
minecraft.custom.open_barrel: #23, 1434(1%)
minecraft.mined.oak_wall_sign: #23, 4(1%)
minecraft.used.bucket: #23, 630(1%)
minecraft.crafted.crafting_table: #23, 42(1%)
minecraft.picked_up.kelp: #23, 620(1%)
minecraft.picked_up.iron_ore: #23, 115(1%)
minecraft.mined.red_wool: #23, 14(1%)
minecraft.mined.diorite: #23, 1418(1%)
minecraft.crafted.bucket: #23, 39(1%)
minecraft.mined.mossy_cobblestone: #23, 22(1%)
minecraft.used.white_banner: #23, 6(1%)
minecraft.mined.copper_ore: #23, 608(0%)
minecraft.mined.gravel: #23, 2472(0%)
minecraft.picked_up.diamond_hoe: #23, 1(1%)
minecraft.mined.iron_block: #23, 186(0%)
minecraft.used.diamond_shovel: #23, 16214(0%)
minecraft.picked_up.deepslate_diamond_ore: #23, 97(0%)
minecraft.picked_up.spruce_trapdoor: #23, 51(0%)
minecraft.mined.note_block: #23, 6(0%)
minecraft.used.granite: #23, 84(0%)
minecraft.picked_up.chiseled_tuff_bricks: #23, 17(0%)
minecraft.mined.deepslate_diamond_ore: #23, 180(0%)
minecraft.mined.spruce_slab: #23, 30(0%)
minecraft.mined.redstone_block: #23, 14(0%)
minecraft.mined.redstone_wall_torch: #23, 4(0%)
minecraft.dropped.cooked_beef: #23, 9(0%)
minecraft.mined.white_concrete: #23, 242(0%)
minecraft.mined.oak_leaves: #23, 475(0%)
minecraft.picked_up.blackstone: #23, 136(0%)
minecraft.picked_up.ender_pearl: #23, 584(0%)
minecraft.picked_up.music_disc_13: #23, 1(0%)
minecraft.picked_up.note_block: #23, 6(0%)
minecraft.picked_up.dragon_head: #23, 1(0%)
minecraft.mined.cave_vines: #23, 2(0%)
minecraft.picked_up.warped_stem: #23, 47(0%)
minecraft.picked_up.brown_dye: #23, 3(0%)
minecraft.killed.squid: #23, 15(0%)
minecraft.dropped.fishing_rod: #23, 1(0%)
minecraft.crafted.diamond: #23, 162(0%)
minecraft.crafted.mangrove_planks: #23, 120(0%)
minecraft.picked_up.light_gray_carpet: #23, 3(0%)
minecraft.picked_up.ink_sac: #23, 48(0%)
minecraft.dropped.arrow: #23, 64(0%)
minecraft.used.bundle: #23, 2(0%)
minecraft.used.diorite: #23, 86(0%)
minecraft.mined.polished_tuff: #23, 18(0%)
minecraft.picked_up.brick: #23, 35(0%)
minecraft.picked_up.moss_block: #23, 575(0%)
minecraft.crafted.cauldron: #23, 3(0%)
minecraft.used.sugar_cane: #23, 20(0%)
minecraft.dropped.ender_pearl: #23, 372(0%)
minecraft.dropped.white_dye: #23, 3(0%)
minecraft.crafted.composter: #23, 10(0%)
minecraft.picked_up.mud: #23, 243(0%)
minecraft.picked_up.white_wool: #23, 48(0%)
minecraft.picked_up.nautilus_shell: #23, 1(0%)
minecraft.used.grindstone: #23, 3(0%)
minecraft.mined.gray_shulker_box: #23, 7(0%)
minecraft.used.spruce_slab: #23, 60(0%)
minecraft.used.gray_shulker_box: #23, 7(0%)
minecraft.picked_up.gray_shulker_box: #23, 7(0%)
minecraft.used.dandelion: #23, 1(0%)
minecraft.crafted.shulker_box: #23, 12(0%)
minecraft.used.spruce_trapdoor: #23, 57(0%)
minecraft.custom.mob_kills: #23, 7315(0%)
minecraft.crafted.campfire: #23, 4(0%)
minecraft.picked_up.light_gray_dye: #23, 1(0%)
minecraft.mined.podzol: #23, 15(0%)
minecraft.picked_up.tropical_fish: #23, 1(0%)
minecraft.mined.cyan_bed: #23, 1(0%)
minecraft.picked_up.cyan_bed: #23, 1(0%)
minecraft.used.enchanted_book: #23, 2(0%)
minecraft.picked_up.stripped_oak_log: #23, 6(0%)
minecraft.crafted.white_carpet: #23, 6(0%)
minecraft.used.white_carpet: #23, 4(0%)
minecraft.picked_up.bone_block: #23, 37(0%)
minecraft.used.polished_tuff_slab: #23, 9(0%)
minecraft.crafted.spruce_fence_gate: #23, 3(0%)
minecraft.dropped.spruce_sapling: #23, 1(0%)
minecraft.mined.sea_pickle: #23, 1(0%)
minecraft.used.spruce_sapling: #23, 12(0%)
minecraft.picked_up.glow_item_frame: #23, 1(0%)
minecraft.used.calcite: #23, 5(0%)
minecraft.dropped.moss_block: #23, 8(0%)
minecraft.used.light_gray_carpet: #23, 3(0%)
minecraft.used.smooth_quartz_stairs: #23, 1(0%)
minecraft.crafted.black_dye: #23, 11(0%)
minecraft.mined.large_fern: #23, 1(0%)
minecraft.dropped.grass_block: #23, 6(0%)
minecraft.killed.enderman: #23, 109(0%)
minecraft.used.packed_ice: #23, 5(0%)
minecraft.mined.yellow_terracotta: #23, 1(0%)
minecraft.picked_up.crimson_roots: #23, 1(0%)
minecraft.picked_up.copper_block: #23, 4(0%)
minecraft.used.black_wool: #23, 1(0%)
minecraft.mined.snow: #23, 6(0%)
minecraft.custom.total_world_time: #24, 31961809(1%)
minecraft.custom.play_time: #24, 31961809(1%)
minecraft.custom.walk_one_cm: #24, 37553823(1%)
minecraft.custom.interact_with_crafting_table: #24, 1397(2%)
minecraft.custom.jump: #24, 122782(1%)
minecraft.custom.sprint_one_cm: #24, 35714143(1%)
minecraft.custom.fall_one_cm: #24, 2889937(1%)
minecraft.picked_up.leather_leggings: #24, 5(1%)
minecraft.crafted.diamond_boots: #24, 2(1%)
minecraft.custom.open_enderchest: #24, 812(1%)
minecraft.custom.aviate_one_cm: #24, 103893786(1%)
minecraft.crafted.diamond_hoe: #24, 1(1%)
minecraft.picked_up.written_book: #24, 5(1%)
minecraft.used.dirt: #24, 7230(1%)
minecraft.dropped.diamond_sword: #24, 2(1%)
minecraft.mined.iron_ore: #24, 291(1%)
minecraft.picked_up.bundle: #24, 3(1%)
minecraft.mined.andesite: #24, 1868(1%)
minecraft.mined.tuff: #24, 1825(1%)
minecraft.custom.open_shulker_box: #24, 4044(0%)
minecraft.mined.dirt: #24, 8765(1%)
minecraft.picked_up.item_frame: #24, 37(0%)
minecraft.mined.oak_log: #24, 511(0%)
minecraft.used.carrot: #24, 70(0%)
minecraft.mined.grass_block: #24, 6876(0%)
minecraft.custom.damage_resisted: #24, 1092(0%)
minecraft.dropped.golden_helmet: #24, 1(0%)
minecraft.used.bone_meal: #24, 860(0%)
minecraft.picked_up.leather: #24, 141(0%)
minecraft.used.polished_tuff: #24, 164(0%)
minecraft.picked_up.potion: #24, 14(0%)
minecraft.mined.chiseled_tuff_bricks: #24, 17(0%)
minecraft.used.carved_pumpkin: #24, 2(0%)
minecraft.used.armor_stand: #24, 18(0%)
minecraft.used.dark_oak_trapdoor: #24, 36(0%)
minecraft.custom.player_kills: #24, 3(0%)
minecraft.picked_up.armor_stand: #24, 13(0%)
minecraft.mined.cobbled_deepslate: #24, 48(0%)
minecraft.picked_up.netherite_leggings: #24, 1(0%)
minecraft.mined.player_head: #24, 7(0%)
minecraft.mined.tripwire: #24, 4(0%)
minecraft.mined.jukebox: #24, 1(0%)
minecraft.used.spruce_log: #24, 97(0%)
minecraft.mined.spruce_leaves: #24, 170(0%)
minecraft.crafted.dark_oak_trapdoor: #24, 24(0%)
minecraft.custom.interact_with_blast_furnace: #24, 8(0%)
minecraft.used.player_head: #24, 9(0%)
minecraft.used.jukebox: #24, 1(0%)
minecraft.mined.glow_lichen: #24, 41(0%)
minecraft.picked_up.jukebox: #24, 1(0%)
minecraft.used.shears: #24, 364(0%)
minecraft.mined.azalea: #24, 4(0%)
minecraft.killed.skeleton: #24, 92(0%)
minecraft.mined.sunflower: #24, 8(0%)
minecraft.picked_up.azalea: #24, 34(0%)
minecraft.picked_up.end_rod: #24, 10(0%)
minecraft.picked_up.glow_lichen: #24, 57(0%)
minecraft.used.campfire: #24, 4(0%)
minecraft.mined.chain: #24, 4(0%)
minecraft.used.bow: #24, 75(0%)
minecraft.used.chain: #24, 14(0%)
minecraft.crafted.chain: #24, 16(0%)
minecraft.picked_up.white_dye: #24, 3(0%)
minecraft.mined.poppy: #24, 5(0%)
minecraft.mined.coarse_dirt: #24, 15(0%)
minecraft.dropped.filled_map: #24, 2(0%)
minecraft.picked_up.white_banner: #24, 2(0%)
minecraft.picked_up.spruce_sapling: #24, 22(0%)
minecraft.used.string: #24, 15(0%)
minecraft.mined.lime_shulker_box: #24, 2(0%)
minecraft.mined.deepslate_copper_ore: #24, 3(0%)
minecraft.custom.tune_noteblock: #24, 110(0%)
minecraft.used.spruce_fence_gate: #24, 2(0%)
minecraft.picked_up.cactus: #24, 14(0%)
minecraft.crafted.grindstone: #24, 1(0%)
minecraft.mined.white_wool: #24, 1(0%)
minecraft.used.grass_block: #24, 119(0%)
minecraft.used.smithing_table: #24, 1(0%)
minecraft.used.sand: #24, 94(0%)
minecraft.dropped.dandelion: #24, 1(0%)
minecraft.crafted.smithing_table: #24, 1(0%)
minecraft.mined.bricks: #24, 1(0%)
minecraft.picked_up.light_gray_wool: #24, 1(0%)
minecraft.picked_up.grass_block: #24, 171(0%)
minecraft.used.birch_log: #24, 1(0%)
minecraft.mined.end_stone: #24, 1(0%)
minecraft.used.kelp: #24, 1(0%)
minecraft.picked_up.yellow_terracotta: #24, 1(0%)
minecraft.used.short_grass: #24, 1(0%)
minecraft.picked_up.birch_leaves: #24, 3(0%)
minecraft.picked_up.orange_terracotta: #24, 1(0%)
minecraft.picked_up.mangrove_leaves: #24, 1(0%)
minecraft.killed.pillager: #24, 7(0%)
minecraft.killed.witch: #24, 1(0%)
minecraft.killed.drowned: #24, 2(0%)
minecraft.dropped.elytra: #25, 4(1%)
minecraft.dropped.diamond_helmet: #25, 1(1%)
minecraft.custom.walk_under_water_one_cm: #25, 1429944(0%)
minecraft.used.diamond_axe: #25, 9264(1%)
minecraft.crafted.diamond_helmet: #25, 1(1%)
minecraft.crafted.diamond_leggings: #25, 1(1%)
minecraft.used.item_frame: #25, 74(1%)
minecraft.picked_up.tuff: #25, 2468(1%)
minecraft.mined.deepslate: #25, 4781(1%)
minecraft.mined.granite: #25, 1492(1%)
minecraft.used.firework_rocket: #25, 2563(0%)
minecraft.crafted.lantern: #25, 45(1%)
minecraft.crafted.chest: #25, 288(0%)
minecraft.mined.short_grass: #25, 468(0%)
minecraft.picked_up.iron_block: #25, 232(0%)
minecraft.crafted.paper: #25, 795(0%)
minecraft.crafted.item_frame: #25, 37(0%)
minecraft.picked_up.spruce_slab: #25, 50(0%)
minecraft.picked_up.raw_copper: #25, 1655(0%)
minecraft.mined.sand: #25, 3779(0%)
minecraft.picked_up.netherite_boots: #25, 1(0%)
minecraft.picked_up.sand: #25, 4243(0%)
minecraft.used.lantern: #25, 15(0%)
minecraft.mined.campfire: #25, 2(0%)
minecraft.mined.tall_seagrass: #25, 11(0%)
minecraft.mined.tall_grass: #25, 40(0%)
minecraft.crafted.stonecutter: #25, 2(0%)
minecraft.picked_up.lantern: #25, 7(0%)
minecraft.picked_up.spruce_log: #25, 313(0%)
minecraft.killed.player: #25, 3(0%)
minecraft.dropped.wheat_seeds: #25, 243(0%)
minecraft.crafted.iron_nugget: #25, 228(0%)
minecraft.mined.dark_oak_trapdoor: #25, 3(0%)
minecraft.used.cobbled_deepslate: #25, 128(0%)
minecraft.used.oak_log: #25, 24(0%)
minecraft.used.diamond_hoe: #25, 839(0%)
minecraft.mined.spruce_log: #25, 227(0%)
minecraft.picked_up.chain: #25, 7(0%)
minecraft.used.white_bed: #25, 7(0%)
minecraft.mined.white_bed: #25, 6(0%)
minecraft.picked_up.white_bed: #25, 6(0%)
minecraft.picked_up.magenta_dye: #25, 1(0%)
minecraft.mined.mud: #25, 243(0%)
minecraft.used.melon: #25, 1(0%)
minecraft.used.fishing_rod: #25, 39(0%)
minecraft.mined.seagrass: #25, 7(0%)
minecraft.picked_up.cyan_dye: #25, 1(0%)
minecraft.picked_up.flowering_azalea: #25, 11(0%)
minecraft.picked_up.shulker_box: #25, 52(0%)
minecraft.crafted.spruce_slab: #25, 48(0%)
minecraft.crafted.armor_stand: #25, 6(0%)
minecraft.mined.oxeye_daisy: #25, 1(0%)
minecraft.used.end_rod: #25, 9(0%)
minecraft.picked_up.coarse_dirt: #25, 16(0%)
minecraft.mined.lantern: #25, 1(0%)
minecraft.used.shulker_box: #25, 34(0%)
minecraft.mined.shulker_box: #25, 35(0%)
minecraft.crafted.oak_slab: #25, 18(0%)
minecraft.crafted.spruce_planks: #25, 322(0%)
minecraft.crafted.spruce_trapdoor: #25, 24(0%)
minecraft.used.oak_slab: #25, 4(0%)
minecraft.mined.spruce_fence: #25, 2(0%)
minecraft.mined.dandelion: #25, 3(0%)
minecraft.mined.kelp_plant: #25, 3(0%)
minecraft.picked_up.decorated_pot: #25, 1(0%)
minecraft.picked_up.lilac: #25, 3(0%)
minecraft.mined.polished_tuff_slab: #25, 1(0%)
minecraft.picked_up.spruce_fence: #25, 2(0%)
minecraft.crafted.bone_meal: #25, 462(0%)
minecraft.picked_up.lime_shulker_box: #25, 1(0%)
minecraft.mined.green_shulker_box: #25, 1(0%)
minecraft.picked_up.green_shulker_box: #25, 1(0%)
minecraft.custom.horse_one_cm: #25, 177071(0%)
minecraft.picked_up.filled_map: #25, 4(0%)
minecraft.mined.kelp: #25, 1(0%)
minecraft.mined.decorated_pot: #25, 1(0%)
minecraft.mined.end_rod: #25, 1(0%)
minecraft.dropped.moss_carpet: #25, 3(0%)
minecraft.crafted.warped_planks: #25, 4(0%)
minecraft.picked_up.oxeye_daisy: #25, 1(0%)
minecraft.picked_up.clay: #25, 3(0%)
minecraft.picked_up.dandelion: #25, 6(0%)
minecraft.used.spruce_fence: #25, 1(0%)
minecraft.mined.orange_terracotta: #25, 1(0%)
minecraft.picked_up.short_grass: #25, 1(0%)
minecraft.used.coarse_dirt: #25, 1(0%)
minecraft.picked_up.oak_leaves: #25, 1(0%)
minecraft.mined.terracotta: #25, 1(0%)
minecraft.picked_up.terracotta: #25, 1(0%)
minecraft.killed_by.player: #26, 10(0%)
minecraft.killed.zombie_villager: #26, 1(0%)
minecraft.custom.pot_flower: #26, 1(0%)
minecraft.used.decorated_pot: #26, 1(0%)
minecraft.dropped.spruce_planks: #26, 1(0%)
minecraft.mined.spruce_planks: #26, 2(0%)
minecraft.picked_up.poppy: #26, 6(0%)
minecraft.picked_up.sea_pickle: #26, 1(0%)
minecraft.mined.stripped_spruce_log: #26, 1(0%)
minecraft.picked_up.stripped_spruce_log: #26, 1(0%)
minecraft.used.spruce_planks: #26, 2(0%)
minecraft.picked_up.spruce_planks: #27, 27(0%)
minecraft.picked_up.orange_dye: #27, 1(0%)
minecraft.picked_up.blue_dye: #27, 1(0%)
minecraft.picked_up.armadillo_scute: #27, 4(0%)
minecraft.picked_up.cornflower: #27, 1(0%)
minecraft.picked_up.fishing_rod: #28, 1(0%)
minecraft.crafted.air: #28, 0(0%)
minecraft.custom.fly_one_cm: #29, 19655072(1%)
minecraft.used.cooked_beef: #29, 25(0%)
minecraft.picked_up.yellow_dye: #29, 1(0%)
minecraft.mined.cyan_shulker_box: #30, 1(0%)
minecraft.killed_by.slime: #31, 1(0%)
minecraft.picked_up.cyan_shulker_box: #31, 1(0%)
minecraft.picked_up.leather_boots: #32, 1(0%)
minecraft.custom.time_since_rest: #35, 19534(0%)
