stat, rank, value, (percentage) 
minecraft.picked_up.redstone_torch: #15, 91(1%)
minecraft.crafted.diamond_chestplate: #15, 3(1%)
minecraft.crafted.diamond_leggings: #15, 3(1%)
minecraft.used.bamboo: #15, 105(1%)
minecraft.custom.open_chest: #16, 22609(3%)
minecraft.picked_up.loom: #15, 4(1%)
minecraft.dropped.oak_planks: #15, 31(1%)
minecraft.mined.stone_stairs: #15, 27(1%)
minecraft.mined.pointed_dripstone: #15, 34(1%)
minecraft.used.red_concrete_powder: #15, 335(1%)
minecraft.crafted.dark_oak_trapdoor: #15, 166(1%)
minecraft.picked_up.red_mushroom_block: #15, 536(1%)
minecraft.mined.green_shulker_box: #15, 25(1%)
minecraft.picked_up.white_concrete: #15, 630(1%)
minecraft.used.glass_bottle: #15, 91(1%)
minecraft.crafted.blaze_powder: #15, 74(1%)
minecraft.mined.sticky_piston: #15, 33(1%)
minecraft.used.iron_trapdoor: #15, 51(1%)
minecraft.crafted.dispenser: #15, 53(1%)
minecraft.crafted.smooth_quartz: #15, 192(1%)
minecraft.picked_up.comparator: #15, 34(1%)
minecraft.picked_up.stone_bricks: #15, 319(1%)
minecraft.used.dark_oak_trapdoor: #15, 109(1%)
minecraft.crafted.cobblestone_slab: #15, 98(1%)
minecraft.used.deepslate_tile_slab: #15, 151(1%)
minecraft.crafted.yellow_shulker_box: #15, 2(1%)
minecraft.used.polished_andesite_slab: #15, 168(1%)
minecraft.mined.birch_planks: #15, 82(0%)
minecraft.used.smooth_quartz: #15, 175(1%)
minecraft.used.gray_shulker_box: #15, 22(1%)
minecraft.used.azalea: #15, 29(1%)
minecraft.mined.gray_shulker_box: #15, 20(1%)
minecraft.mined.purpur_pillar: #15, 12(1%)
minecraft.picked_up.gray_shulker_box: #15, 20(1%)
minecraft.picked_up.green_concrete: #15, 67(1%)
minecraft.used.snow_block: #15, 748(0%)
minecraft.dropped.oak_fence: #15, 2(1%)
minecraft.picked_up.orange_wool: #15, 22(1%)
minecraft.picked_up.pumpkin_seeds: #15, 305(0%)
minecraft.dropped.glow_berries: #15, 4(1%)
minecraft.dropped.item_frame: #15, 2(1%)
minecraft.picked_up.stone_brick_slab: #15, 42(0%)
minecraft.picked_up.birch_stairs: #15, 4(1%)
minecraft.picked_up.cobbled_deepslate_stairs: #15, 7(0%)
minecraft.dropped.moss_carpet: #15, 59(0%)
minecraft.used.verdant_froglight: #15, 36(0%)
minecraft.dropped.coarse_dirt: #15, 15(0%)
minecraft.crafted.loom: #15, 9(0%)
minecraft.crafted.yellow_terracotta: #15, 64(0%)
minecraft.picked_up.pearlescent_froglight: #15, 8(0%)
minecraft.mined.wet_sponge: #15, 85(0%)
minecraft.crafted.deepslate_bricks: #15, 139(0%)
minecraft.used.sandstone: #15, 129(0%)
minecraft.mined.green_concrete: #15, 68(0%)
minecraft.used.light_blue_concrete: #15, 12(0%)
minecraft.crafted.red_stained_glass: #15, 80(0%)
minecraft.mined.cracked_stone_bricks: #15, 11(0%)
minecraft.used.egg: #15, 86(0%)
minecraft.used.cobbled_deepslate_stairs: #15, 14(0%)
minecraft.used.bricks: #15, 44(0%)
minecraft.picked_up.fern: #15, 39(0%)
minecraft.crafted.andesite_slab: #15, 28(0%)
minecraft.dropped.white_terracotta: #15, 6(0%)
minecraft.crafted.polished_blackstone: #15, 92(0%)
minecraft.picked_up.spectral_arrow: #15, 55(0%)
minecraft.crafted.green_concrete_powder: #15, 128(0%)
minecraft.crafted.warped_slab: #15, 36(0%)
minecraft.used.warped_slab: #15, 28(0%)
minecraft.dropped.gray_carpet: #15, 3(0%)
minecraft.dropped.leather_boots: #15, 3(0%)
minecraft.dropped.blackstone: #15, 67(0%)
minecraft.dropped.cooked_chicken: #15, 1(0%)
minecraft.picked_up.cracked_stone_bricks: #15, 11(0%)
minecraft.mined.oxidized_cut_copper: #15, 1(0%)
minecraft.picked_up.light_blue_concrete: #15, 7(0%)
minecraft.killed.blaze: #15, 26(0%)
minecraft.picked_up.orange_concrete: #15, 19(0%)
minecraft.mined.green_concrete_powder: #15, 4(0%)
minecraft.picked_up.mangrove_leaves: #15, 101(0%)
minecraft.picked_up.dark_prismarine_slab: #15, 6(0%)
minecraft.dropped.golden_sword: #15, 2(0%)
minecraft.mined.bubble_coral_fan: #15, 1(0%)
minecraft.killed.chicken: #15, 23(0%)
minecraft.dropped.emerald: #15, 124(0%)
minecraft.used.orange_stained_glass_pane: #15, 2(0%)
minecraft.mined.crimson_slab: #15, 3(0%)
minecraft.picked_up.wither_skeleton_skull: #15, 3(0%)
minecraft.crafted.light_blue_concrete_powder: #15, 8(0%)
minecraft.picked_up.warped_slab: #15, 4(0%)
minecraft.mined.light_gray_bed: #15, 1(0%)
minecraft.dropped.iron_bars: #15, 2(0%)
minecraft.picked_up.brown_carpet: #15, 6(0%)
minecraft.picked_up.purple_concrete: #15, 3(0%)
minecraft.dropped.azalea_leaves: #15, 1(0%)
minecraft.picked_up.yellow_concrete_powder: #15, 2(0%)
minecraft.picked_up.muddy_mangrove_roots: #15, 2(0%)
minecraft.used.jack_o_lantern: #15, 1(0%)
minecraft.picked_up.elytra: #16, 39(2%)
minecraft.used.oak_fence: #16, 152(3%)
minecraft.custom.aviate_one_cm: #16, 404788965(2%)
minecraft.picked_up.gravel: #16, 11146(2%)
minecraft.mined.lapis_ore: #16, 113(2%)
minecraft.picked_up.diamond_leggings: #16, 18(2%)
minecraft.picked_up.white_wool: #16, 410(2%)
minecraft.picked_up.ladder: #16, 133(2%)
minecraft.picked_up.amethyst_block: #16, 503(2%)
minecraft.mined.furnace: #16, 47(2%)
minecraft.picked_up.glow_ink_sac: #16, 208(2%)
minecraft.mined.deepslate_copper_ore: #16, 49(2%)
minecraft.used.redstone: #16, 1146(1%)
minecraft.used.kelp: #16, 234(2%)
minecraft.picked_up.mossy_cobblestone: #16, 137(1%)
minecraft.used.beacon: #16, 11(1%)
minecraft.picked_up.birch_boat: #16, 4(1%)
minecraft.mined.spruce_planks: #16, 256(1%)
minecraft.mined.big_dripleaf: #16, 5(1%)
minecraft.picked_up.rail: #16, 637(1%)
minecraft.picked_up.magma_cream: #16, 61(1%)
minecraft.used.green_shulker_box: #16, 35(1%)
minecraft.mined.smooth_basalt: #16, 262(1%)
minecraft.mined.terracotta: #16, 2526(1%)
minecraft.used.white_wool: #16, 378(1%)
minecraft.picked_up.terracotta: #16, 2516(1%)
minecraft.used.redstone_lamp: #16, 50(1%)
minecraft.crafted.coarse_dirt: #16, 512(1%)
minecraft.custom.target_hit: #16, 30(1%)
minecraft.used.dark_oak_fence: #16, 140(1%)
minecraft.used.stone_bricks: #16, 1524(1%)
minecraft.crafted.redstone_torch: #16, 792(1%)
minecraft.picked_up.oak_door: #16, 2(1%)
minecraft.used.end_rod: #16, 63(1%)
minecraft.custom.play_record: #16, 12(1%)
minecraft.custom.walk_on_water_one_cm: #17, 2484470(2%)
minecraft.picked_up.green_shulker_box: #16, 25(1%)
minecraft.mined.brown_mushroom: #16, 40(1%)
minecraft.crafted.repeater: #16, 146(1%)
minecraft.custom.tune_noteblock: #16, 236(1%)
minecraft.dropped.sand: #16, 269(1%)
minecraft.mined.redstone_wall_torch: #16, 13(1%)
minecraft.used.coarse_dirt: #16, 334(1%)
minecraft.crafted.oak_boat: #16, 3(1%)
minecraft.killed.skeleton: #16, 580(1%)
minecraft.crafted.sticky_piston: #16, 110(1%)
minecraft.mined.deepslate_coal_ore: #16, 3(1%)
minecraft.mined.brown_shulker_box: #16, 27(1%)
minecraft.picked_up.sticky_piston: #16, 38(1%)
minecraft.mined.red_mushroom_block: #16, 583(1%)
minecraft.mined.birch_wall_sign: #16, 8(1%)
minecraft.mined.black_wool: #16, 18(1%)
minecraft.dropped.stick: #16, 463(0%)
minecraft.crafted.stone: #16, 91(1%)
minecraft.used.honey_block: #16, 61(1%)
minecraft.crafted.scaffolding: #16, 600(1%)
minecraft.crafted.acacia_planks: #16, 392(1%)
minecraft.mined.glow_lichen: #16, 164(1%)
minecraft.dropped.iron_ore: #16, 18(1%)
minecraft.picked_up.purpur_pillar: #16, 12(1%)
minecraft.used.sticky_piston: #16, 87(1%)
minecraft.picked_up.polished_andesite_slab: #16, 35(1%)
minecraft.used.cake: #16, 1(1%)
minecraft.dropped.stone_shovel: #16, 1(1%)
minecraft.used.bookshelf: #16, 98(0%)
minecraft.picked_up.orange_shulker_box: #16, 20(0%)
minecraft.mined.orange_shulker_box: #16, 20(0%)
minecraft.picked_up.dark_oak_button: #16, 5(1%)
minecraft.used.orange_shulker_box: #16, 19(0%)
minecraft.crafted.stone_sword: #16, 2(0%)
minecraft.dropped.filled_map: #16, 247(0%)
minecraft.picked_up.book: #16, 249(0%)
minecraft.crafted.jukebox: #16, 2(0%)
minecraft.mined.bookshelf: #16, 81(0%)
minecraft.used.warped_button: #16, 4(1%)
minecraft.mined.polished_deepslate_slab: #16, 39(0%)
minecraft.used.deepslate_tile_stairs: #16, 54(0%)
minecraft.used.cauldron: #16, 17(0%)
minecraft.dropped.spruce_fence: #16, 3(0%)
minecraft.used.gold_block: #16, 29(0%)
minecraft.picked_up.seagrass: #16, 17(0%)
minecraft.used.stripped_dark_oak_log: #16, 21(0%)
minecraft.used.sand: #16, 1165(0%)
minecraft.mined.light_blue_concrete: #16, 15(0%)
minecraft.mined.bricks: #16, 11(0%)
minecraft.picked_up.warped_stem: #16, 87(0%)
minecraft.used.yellow_dye: #16, 1(0%)
minecraft.crafted.warped_button: #16, 4(0%)
minecraft.dropped.firework_rocket: #16, 628(0%)
minecraft.mined.slime_block: #16, 41(0%)
minecraft.used.warped_stem: #16, 118(0%)
minecraft.used.pearlescent_froglight: #16, 14(0%)
minecraft.mined.sponge: #16, 37(0%)
minecraft.used.white_stained_glass_pane: #16, 21(0%)
minecraft.dropped.stone_slab: #16, 18(0%)
minecraft.picked_up.prismarine: #16, 27(0%)
minecraft.used.birch_stairs: #16, 6(0%)
minecraft.picked_up.nether_wart: #16, 85(0%)
minecraft.used.smithing_table: #16, 6(0%)
minecraft.mined.bubble_coral: #16, 1(0%)
minecraft.crafted.glass_bottle: #16, 156(0%)
minecraft.used.sponge: #16, 37(0%)
minecraft.used.warped_stairs: #16, 13(0%)
minecraft.picked_up.feather: #16, 48(0%)
minecraft.used.light_gray_concrete_powder: #16, 72(0%)
minecraft.picked_up.oxidized_cut_copper: #16, 1(0%)
minecraft.picked_up.horn_coral_fan: #16, 3(0%)
minecraft.dropped.polished_deepslate: #16, 3(0%)
minecraft.picked_up.copper_ingot: #16, 51(0%)
minecraft.dropped.sugar: #16, 8(0%)
minecraft.mined.soul_fire: #16, 1(0%)
minecraft.used.light_gray_concrete: #16, 19(0%)
minecraft.picked_up.crimson_slab: #16, 3(0%)
minecraft.mined.blue_terracotta: #16, 3(0%)
minecraft.used.oxidized_cut_copper: #16, 1(0%)
minecraft.mined.raw_iron_block: #16, 4(0%)
minecraft.custom.open_shulker_box: #17, 23013(2%)
minecraft.custom.climb_one_cm: #17, 1622147(2%)
minecraft.killed.enderman: #17, 18373(2%)
minecraft.picked_up.item_frame: #17, 114(2%)
minecraft.dropped.diamond_pickaxe: #17, 6(1%)
minecraft.mined.grass_block: #17, 13680(1%)
minecraft.custom.sprint_one_cm: #18, 80502493(3%)
minecraft.mined.white_bed: #17, 38(2%)
minecraft.picked_up.glow_berries: #17, 110(2%)
minecraft.picked_up.white_bed: #17, 41(2%)
minecraft.used.glow_ink_sac: #17, 62(2%)
minecraft.used.rail: #17, 1071(2%)
minecraft.used.gravel: #17, 469(1%)
minecraft.picked_up.redstone_ore: #17, 13(2%)
minecraft.picked_up.spruce_planks: #17, 436(1%)
minecraft.mined.vine: #17, 180(1%)
minecraft.mined.beacon: #17, 8(2%)
minecraft.mined.diorite: #17, 3180(1%)
minecraft.used.grass_block: #17, 7066(1%)
minecraft.mined.chipped_anvil: #17, 6(2%)
minecraft.picked_up.mud_bricks: #17, 40(2%)
minecraft.killed.glow_squid: #17, 23(1%)
minecraft.picked_up.pumpkin_pie: #17, 178(1%)
minecraft.used.chipped_anvil: #17, 4(2%)
minecraft.picked_up.chipped_anvil: #17, 6(2%)
minecraft.mined.calcite: #17, 594(1%)
minecraft.crafted.anvil: #17, 54(1%)
minecraft.picked_up.oak_fence: #17, 25(1%)
minecraft.mined.gold_ore: #17, 81(1%)
minecraft.picked_up.goat_horn: #17, 3(1%)
minecraft.used.repeater: #17, 211(1%)
minecraft.crafted.stone_bricks: #17, 1728(1%)
minecraft.mined.dispenser: #17, 18(1%)
minecraft.used.iron_boots: #17, 1(1%)
minecraft.killed.sheep: #17, 10(1%)
minecraft.used.yellow_shulker_box: #17, 51(1%)
minecraft.dropped.diorite: #17, 221(1%)
minecraft.mined.yellow_shulker_box: #17, 49(1%)
minecraft.mined.dark_oak_trapdoor: #17, 19(1%)
minecraft.picked_up.redstone_lamp: #17, 16(1%)
minecraft.picked_up.dispenser: #17, 34(1%)
minecraft.mined.ladder: #17, 16(1%)
minecraft.used.scaffolding: #17, 2334(1%)
minecraft.crafted.shulker_box: #17, 118(1%)
minecraft.custom.interact_with_brewingstand: #17, 88(1%)
minecraft.crafted.redstone: #17, 2836(1%)
minecraft.picked_up.poppy: #17, 199(1%)
minecraft.used.milk_bucket: #17, 2(1%)
minecraft.used.brown_shulker_box: #17, 30(1%)
minecraft.mined.cave_vines: #17, 16(1%)
minecraft.used.note_block: #17, 37(1%)
minecraft.crafted.glass: #17, 2136(1%)
minecraft.picked_up.iron_leggings: #17, 4(1%)
minecraft.mined.birch_fence: #17, 11(1%)
minecraft.used.armor_stand: #17, 22(1%)
minecraft.picked_up.brown_shulker_box: #17, 27(1%)
minecraft.custom.damage_dealt: #17, 363031(0%)
minecraft.crafted.emerald: #17, 3697(1%)
minecraft.mined.powered_rail: #17, 66(1%)
minecraft.mined.cave_vines_plant: #17, 13(1%)
minecraft.mined.scaffolding: #17, 660(1%)
minecraft.picked_up.snow: #17, 299(1%)
minecraft.used.calcite: #17, 127(1%)
minecraft.used.dark_oak_boat: #17, 4(1%)
minecraft.picked_up.dandelion: #17, 163(1%)
minecraft.dropped.dandelion: #17, 11(1%)
minecraft.mined.crimson_planks: #17, 16(1%)
minecraft.picked_up.gold_block: #17, 64(1%)
minecraft.mined.comparator: #17, 12(0%)
minecraft.dropped.spruce_boat: #17, 1(1%)
minecraft.used.white_dye: #17, 9(1%)
minecraft.custom.interact_with_crafting_table: #18, 2462(3%)
minecraft.dropped.potion: #17, 10(0%)
minecraft.picked_up.black_stained_glass: #17, 25(0%)
minecraft.picked_up.glow_lichen: #17, 144(0%)
minecraft.crafted.birch_stairs: #17, 12(0%)
minecraft.crafted.cobblestone_wall: #17, 23(0%)
minecraft.picked_up.wet_sponge: #17, 77(0%)
minecraft.picked_up.enchanted_book: #17, 5(0%)
minecraft.crafted.white_stained_glass_pane: #17, 32(0%)
minecraft.mined.acacia_log: #17, 59(0%)
minecraft.picked_up.cooked_cod: #17, 2(0%)
minecraft.used.crimson_planks: #17, 24(0%)
minecraft.mined.exposed_copper: #17, 6(0%)
minecraft.dropped.stone_sword: #17, 2(0%)
minecraft.mined.mangrove_roots: #17, 48(0%)
minecraft.picked_up.sponge: #17, 37(0%)
minecraft.mined.mangrove_leaves: #17, 160(0%)
minecraft.used.cobblestone_stairs: #17, 12(0%)
minecraft.picked_up.golden_sword: #17, 3(0%)
minecraft.mined.warped_roots: #17, 11(0%)
minecraft.mined.red_bed: #17, 3(0%)
minecraft.picked_up.bubble_coral: #17, 1(0%)
minecraft.mined.brain_coral: #17, 1(0%)
minecraft.picked_up.acacia_log: #17, 57(0%)
minecraft.picked_up.prismarine_crystals: #17, 10(0%)
minecraft.mined.chiseled_stone_bricks: #17, 3(0%)
minecraft.dropped.acacia_sapling: #17, 1(0%)
minecraft.picked_up.crying_obsidian: #17, 11(0%)
minecraft.picked_up.black_wool: #17, 32(0%)
minecraft.picked_up.jungle_sapling: #17, 5(0%)
minecraft.picked_up.cooked_salmon: #17, 1(0%)
minecraft.used.amethyst_block: #17, 17(0%)
minecraft.crafted.red_terracotta: #17, 64(0%)
minecraft.used.mangrove_roots: #17, 8(0%)
minecraft.used.oxidized_copper: #17, 16(0%)
minecraft.dropped.cobbled_deepslate_slab: #17, 1(0%)
minecraft.mined.warped_stairs: #17, 1(0%)
minecraft.crafted.smithing_table: #17, 2(0%)
minecraft.used.azure_bluet: #17, 1(0%)
minecraft.crafted.red_wool: #17, 6(0%)
minecraft.mined.large_amethyst_bud: #17, 1(0%)
minecraft.dropped.amethyst_shard: #17, 4(0%)
minecraft.picked_up.soul_torch: #17, 1(0%)
minecraft.crafted.emerald_block: #17, 45(0%)
minecraft.used.warped_wart_block: #17, 7(0%)
minecraft.picked_up.white_carpet: #17, 14(0%)
minecraft.dropped.pumpkin_seeds: #17, 9(0%)
minecraft.crafted.yellow_stained_glass: #17, 8(0%)
minecraft.mined.white_concrete_powder: #17, 3(0%)
minecraft.mined.red_sand: #17, 9(0%)
minecraft.picked_up.green_concrete_powder: #17, 4(0%)
minecraft.picked_up.gold_nugget: #17, 278(0%)
minecraft.picked_up.red_sand: #17, 7(0%)
minecraft.used.yellow_stained_glass: #17, 2(0%)
minecraft.crafted.crafting_table: #18, 78(3%)
minecraft.picked_up.quartz: #18, 2195(2%)
minecraft.picked_up.bow: #18, 93(1%)
minecraft.custom.drop: #18, 5050(1%)
minecraft.mined.chest: #18, 272(1%)
minecraft.crafted.iron_axe: #18, 5(2%)
minecraft.custom.sneak_time: #19, 2998325(2%)
minecraft.dropped.shield: #18, 2(2%)
minecraft.used.white_bed: #18, 48(2%)
minecraft.custom.jump: #19, 253075(3%)
minecraft.mined.granite: #18, 3773(1%)
minecraft.used.bucket: #18, 1363(1%)
minecraft.picked_up.furnace: #18, 36(1%)
minecraft.mined.spruce_leaves: #18, 1082(1%)
minecraft.used.iron_chestplate: #18, 1(1%)
minecraft.dropped.netherite_boots: #18, 1(1%)
minecraft.picked_up.string: #18, 875(1%)
minecraft.picked_up.lantern: #18, 66(1%)
minecraft.dropped.bow: #18, 35(1%)
minecraft.dropped.spruce_planks: #18, 38(1%)
minecraft.picked_up.yellow_shulker_box: #18, 49(1%)
minecraft.mined.tall_seagrass: #18, 53(1%)
minecraft.picked_up.cobblestone_stairs: #18, 21(1%)
minecraft.custom.damage_absorbed: #18, 219(1%)
minecraft.crafted.gray_dye: #18, 280(1%)
minecraft.mined.sand: #18, 11770(1%)
minecraft.mined.dark_prismarine: #18, 13(1%)
minecraft.dropped.iron_ingot: #18, 125(1%)
minecraft.picked_up.sea_pickle: #18, 65(1%)
minecraft.crafted.piston: #18, 186(1%)
minecraft.picked_up.armor_stand: #18, 13(1%)
minecraft.dropped.oak_log: #18, 81(1%)
minecraft.picked_up.leather_chestplate: #18, 4(1%)
minecraft.picked_up.birch_leaves: #18, 315(1%)
minecraft.crafted.blue_dye: #18, 368(0%)
minecraft.picked_up.spruce_leaves: #18, 390(1%)
minecraft.dropped.flint_and_steel: #18, 1(1%)
minecraft.picked_up.splash_potion: #18, 4(0%)
minecraft.mined.stripped_dark_oak_log: #18, 38(1%)
minecraft.dropped.moss_block: #18, 52(0%)
minecraft.picked_up.stripped_dark_oak_log: #18, 37(0%)
minecraft.used.oak_planks: #18, 93(0%)
minecraft.mined.honey_block: #18, 8(0%)
minecraft.dropped.chest: #18, 6(0%)
minecraft.dropped.player_head: #18, 41(0%)
minecraft.picked_up.snow_block: #18, 345(0%)
minecraft.crafted.lime_dye: #18, 174(0%)
minecraft.picked_up.honey_block: #18, 16(0%)
minecraft.picked_up.dark_oak_boat: #18, 3(0%)
minecraft.used.ender_pearl: #18, 23(0%)
minecraft.picked_up.packed_ice: #18, 919(0%)
minecraft.mined.snow_block: #18, 345(0%)
minecraft.crafted.orange_dye: #18, 128(0%)
minecraft.crafted.polished_deepslate: #18, 356(0%)
minecraft.used.redstone_block: #18, 83(0%)
minecraft.picked_up.stone_stairs: #18, 22(0%)
minecraft.dropped.totem_of_undying: #18, 4(0%)
minecraft.crafted.redstone_lamp: #18, 18(0%)
minecraft.mined.packed_ice: #18, 738(0%)
minecraft.crafted.lightning_rod: #18, 12(0%)
minecraft.custom.mob_kills: #18, 26252(0%)
minecraft.dropped.sandstone: #18, 23(0%)
minecraft.picked_up.tropical_fish: #18, 13(0%)
minecraft.mined.nether_wart: #18, 21(0%)
minecraft.picked_up.exposed_copper: #18, 6(0%)
minecraft.mined.cobblestone_slab: #18, 15(0%)
minecraft.dropped.golden_leggings: #18, 1(0%)
minecraft.used.nether_wart: #18, 21(0%)
minecraft.picked_up.red_bed: #18, 3(0%)
minecraft.used.green_concrete_powder: #18, 84(0%)
minecraft.used.yellow_bed: #18, 2(0%)
minecraft.mined.redstone_block: #18, 23(0%)
minecraft.picked_up.brown_mushroom_block: #18, 81(0%)
minecraft.picked_up.warped_sign: #18, 1(0%)
minecraft.crafted.gray_concrete_powder: #18, 104(0%)
minecraft.custom.traded_with_villager: #18, 850(0%)
minecraft.crafted.light_blue_shulker_box: #18, 2(0%)
minecraft.mined.gold_block: #18, 7(0%)
minecraft.picked_up.mangrove_roots: #18, 45(0%)
minecraft.crafted.gold_block: #18, 50(0%)
minecraft.mined.warped_wart_block: #18, 53(0%)
minecraft.mined.horn_coral_wall_fan: #18, 2(0%)
minecraft.crafted.cauldron: #18, 4(0%)
minecraft.dropped.red_dye: #18, 1(0%)
minecraft.dropped.feather: #18, 3(0%)
minecraft.crafted.glowstone: #18, 17(0%)
minecraft.crafted.crimson_slab: #18, 24(0%)
minecraft.picked_up.polished_diorite: #18, 2(0%)
minecraft.mined.stripped_acacia_log: #18, 1(0%)
minecraft.dropped.glowstone_dust: #18, 2(0%)
minecraft.picked_up.raw_iron_block: #18, 4(0%)
minecraft.dropped.ink_sac: #18, 4(0%)
minecraft.used.lime_wool: #18, 1(0%)
minecraft.dropped.white_banner: #18, 1(0%)
minecraft.crafted.light_gray_concrete_powder: #18, 8(0%)
minecraft.crafted.air: #18, 0(0%)
minecraft.custom.crouch_one_cm: #19, 12777087(2%)
minecraft.mined.dirt: #19, 14954(2%)
minecraft.picked_up.shield: #19, 5(2%)
minecraft.picked_up.diamond_helmet: #19, 7(1%)
minecraft.custom.fly_one_cm: #20, 60694278(2%)
minecraft.picked_up.stick: #19, 1678(1%)
minecraft.picked_up.diorite: #19, 2757(1%)
minecraft.used.barrel: #19, 127(1%)
minecraft.picked_up.leather: #19, 297(1%)
minecraft.picked_up.wooden_pickaxe: #19, 1(2%)
minecraft.used.anvil: #19, 44(1%)
minecraft.picked_up.calcite: #19, 554(1%)
minecraft.used.bone_meal: #19, 3552(1%)
minecraft.crafted.enchanting_table: #19, 1(2%)
minecraft.picked_up.iron_ingot: #19, 549(1%)
minecraft.used.birch_boat: #19, 3(1%)
minecraft.picked_up.granite: #19, 2050(1%)
minecraft.crafted.bucket: #19, 84(1%)
minecraft.mined.anvil: #19, 12(1%)
minecraft.picked_up.scaffolding: #19, 2270(1%)
minecraft.broken.shears: #19, 4(1%)
minecraft.dropped.iron_pickaxe: #19, 1(1%)
minecraft.used.iron_helmet: #19, 1(1%)
minecraft.picked_up.golden_boots: #19, 5(1%)
minecraft.picked_up.bone: #19, 602(1%)
minecraft.used.snowball: #19, 48(1%)
minecraft.crafted.flint_and_steel: #19, 4(1%)
minecraft.used.dispenser: #19, 50(1%)
minecraft.dropped.redstone: #19, 105(1%)
minecraft.picked_up.spider_eye: #19, 456(1%)
minecraft.picked_up.dark_oak_trapdoor: #19, 28(1%)
minecraft.dropped.andesite: #19, 134(1%)
minecraft.picked_up.mutton: #19, 12(1%)
minecraft.picked_up.music_disc_13: #19, 3(1%)
minecraft.mined.tripwire: #19, 12(1%)
minecraft.used.splash_potion: #19, 5(0%)
minecraft.crafted.red_dye: #19, 447(0%)
minecraft.dropped.bone_meal: #19, 122(0%)
minecraft.picked_up.blaze_rod: #19, 21(0%)
minecraft.mined.bamboo: #19, 111(0%)
minecraft.picked_up.birch_fence: #19, 13(1%)
minecraft.picked_up.powered_rail: #19, 64(0%)
minecraft.used.stone_pressure_plate: #19, 5(0%)
minecraft.crafted.orange_shulker_box: #19, 1(1%)
minecraft.used.shroomlight: #19, 15(0%)
minecraft.mined.dark_oak_fence: #19, 10(0%)
minecraft.mined.stone_bricks: #19, 163(0%)
minecraft.dropped.terracotta: #19, 12(0%)
minecraft.dropped.iron_nugget: #19, 169(0%)
minecraft.mined.dark_oak_wall_sign: #19, 2(0%)
minecraft.custom.play_noteblock: #19, 19(0%)
minecraft.mined.sandstone: #19, 982(0%)
minecraft.picked_up.pumpkin: #19, 87(0%)
minecraft.dropped.leather_helmet: #19, 1(0%)
minecraft.picked_up.sandstone: #19, 938(0%)
minecraft.dropped.golden_helmet: #19, 2(0%)
minecraft.crafted.cooked_mutton: #19, 3(0%)
minecraft.used.cooked_mutton: #19, 3(0%)
minecraft.picked_up.iron_chestplate: #19, 2(0%)
minecraft.crafted.brewing_stand: #19, 2(0%)
minecraft.mined.mossy_stone_bricks: #19, 6(0%)
minecraft.mined.cobbled_deepslate_stairs: #19, 3(0%)
minecraft.used.crimson_stem: #19, 110(0%)
minecraft.picked_up.mossy_stone_bricks: #19, 6(0%)
minecraft.picked_up.warped_nylium: #19, 22(0%)
minecraft.used.stone_sword: #19, 14(0%)
minecraft.picked_up.stone_sword: #19, 2(0%)
minecraft.mined.warped_fungus: #19, 5(0%)
minecraft.mined.copper_block: #19, 11(0%)
minecraft.picked_up.gray_concrete: #19, 96(0%)
minecraft.mined.gray_concrete: #19, 104(0%)
minecraft.picked_up.egg: #19, 66(0%)
minecraft.dropped.birch_sign: #19, 2(0%)
minecraft.used.hay_block: #19, 3(0%)
minecraft.used.bundle: #19, 5(0%)
minecraft.mined.white_wool: #19, 15(0%)
minecraft.crafted.polished_deepslate_stairs: #19, 8(0%)
minecraft.crafted.gray_carpet: #19, 57(0%)
minecraft.mined.mushroom_stem: #19, 83(0%)
minecraft.custom.fill_cauldron: #19, 2(0%)
minecraft.used.spruce_leaves: #19, 77(0%)
minecraft.used.gray_concrete_powder: #19, 104(0%)
minecraft.mined.iron_trapdoor: #19, 2(0%)
minecraft.used.light_gray_shulker_box: #19, 5(0%)
minecraft.used.birch_leaves: #19, 44(0%)
minecraft.used.gray_concrete: #19, 60(0%)
minecraft.mined.mangrove_log: #19, 17(0%)
minecraft.picked_up.light_gray_shulker_box: #19, 4(0%)
minecraft.picked_up.chicken: #19, 36(0%)
minecraft.picked_up.warped_wart_block: #19, 54(0%)
minecraft.mined.light_gray_shulker_box: #19, 3(0%)
minecraft.mined.red_carpet: #19, 3(0%)
minecraft.picked_up.gold_ingot: #19, 27(0%)
minecraft.mined.green_bed: #19, 1(0%)
minecraft.mined.white_stained_glass: #19, 6(0%)
minecraft.mined.nether_sprouts: #19, 3(0%)
minecraft.picked_up.light_gray_concrete: #19, 20(0%)
minecraft.dropped.enchanted_book: #19, 1(0%)
minecraft.picked_up.warped_stairs: #19, 1(0%)
minecraft.picked_up.beetroot_seeds: #19, 3(0%)
minecraft.picked_up.acacia_trapdoor: #19, 1(0%)
minecraft.used.granite_slab: #19, 2(0%)
minecraft.picked_up.warped_roots: #19, 11(0%)
minecraft.used.light_blue_wool: #19, 4(0%)
minecraft.used.red_carpet: #19, 8(0%)
minecraft.crafted.magenta_dye: #19, 8(0%)
minecraft.used.cracked_stone_bricks: #19, 3(0%)
minecraft.mined.polished_diorite: #19, 1(0%)
minecraft.used.powder_snow_bucket: #19, 3(0%)
minecraft.crafted.light_gray_carpet: #19, 3(0%)
minecraft.mined.orange_terracotta: #19, 16(0%)
minecraft.picked_up.brown_terracotta: #19, 26(0%)
