stat, rank, value, (percentage) 
minecraft.mined.terracotta: #8, 10402(4%)
minecraft.used.flower_pot: #8, 104(5%)
minecraft.dropped.dripstone_block: #7, 48(2%)
minecraft.picked_up.diorite: #8, 8320(4%)
minecraft.used.spruce_chest_boat: #7, 1(5%)
minecraft.mined.barrel: #8, 142(5%)
minecraft.picked_up.daylight_detector: #7, 8(3%)
minecraft.picked_up.terracotta: #8, 10373(4%)
minecraft.custom.open_chest: #9, 40837(5%)
minecraft.used.hopper_minecart: #8, 98(5%)
minecraft.used.cyan_bed: #7, 13(2%)
minecraft.mined.horn_coral_wall_fan: #7, 26(2%)
minecraft.used.purpur_block: #7, 21(2%)
minecraft.dropped.dark_oak_button: #7, 15(2%)
minecraft.used.acacia_pressure_plate: #7, 1(4%)
minecraft.picked_up.enchanted_book: #8, 84(5%)
minecraft.crafted.golden_apple: #7, 50(2%)
minecraft.crafted.beehive: #7, 38(1%)
minecraft.dropped.dark_oak_sign: #7, 5(1%)
minecraft.dropped.nautilus_shell: #7, 2(3%)
minecraft.mined.bubble_coral_wall_fan: #7, 29(1%)
minecraft.mined.potted_flowering_azalea_bush: #7, 1(4%)
minecraft.mined.end_stone: #7, 760(1%)
minecraft.picked_up.end_stone: #7, 754(1%)
minecraft.dropped.polished_andesite_slab: #7, 18(2%)
minecraft.used.bamboo_block: #7, 84(2%)
minecraft.crafted.jungle_wood: #7, 51(2%)
minecraft.dropped.polished_andesite: #7, 51(1%)
minecraft.crafted.jungle_boat: #7, 2(3%)
minecraft.used.warped_roots: #7, 17(2%)
minecraft.dropped.obsidian: #7, 88(1%)
minecraft.picked_up.purple_banner: #7, 1(3%)
minecraft.picked_up.torchflower: #7, 6(2%)
minecraft.picked_up.dark_oak_fence_gate: #7, 11(2%)
minecraft.used.porkchop: #7, 2(2%)
minecraft.mined.twisting_vines: #7, 10(1%)
minecraft.picked_up.redstone_ore: #8, 38(5%)
minecraft.mined.composter: #8, 85(5%)
minecraft.dropped.cut_sandstone: #7, 11(1%)
minecraft.dropped.firework_rocket: #7, 1967(1%)
minecraft.used.polished_diorite_stairs: #7, 22(2%)
minecraft.used.green_banner: #7, 9(2%)
minecraft.used.red_sandstone_wall: #7, 9(2%)
minecraft.dropped.spruce_stairs: #7, 7(1%)
minecraft.mined.cyan_bed: #7, 9(1%)
minecraft.picked_up.iron_bars: #8, 291(5%)
minecraft.used.calcite: #8, 997(5%)
minecraft.dropped.nether_quartz_ore: #7, 22(1%)
minecraft.mined.stripped_mangrove_wood: #7, 10(1%)
minecraft.picked_up.honey_bottle: #7, 16(1%)
minecraft.picked_up.brown_mushroom: #8, 463(5%)
minecraft.crafted.cherry_stairs: #7, 4(2%)
minecraft.dropped.brown_carpet: #7, 4(2%)
minecraft.used.minecart: #8, 119(5%)
minecraft.picked_up.waxed_exposed_cut_copper: #7, 4(1%)
minecraft.dropped.stripped_dark_oak_log: #7, 2(2%)
minecraft.crafted.gray_concrete_powder: #8, 3472(6%)
minecraft.crafted.sandstone_slab: #7, 66(1%)
minecraft.dropped.stone_brick_slab: #7, 42(1%)
minecraft.picked_up.green_banner: #7, 2(1%)
minecraft.dropped.dirt: #8, 3016(4%)
minecraft.picked_up.light_gray_banner: #7, 1(1%)
minecraft.dropped.mossy_stone_brick_slab: #7, 2(1%)
minecraft.used.jungle_log: #8, 389(5%)
minecraft.dropped.warped_slab: #7, 5(1%)
minecraft.crafted.brewing_stand: #8, 28(5%)
minecraft.picked_up.grindstone: #8, 48(4%)
minecraft.crafted.blue_stained_glass_pane: #7, 32(1%)
minecraft.dropped.light_blue_stained_glass_pane: #7, 2(1%)
minecraft.crafted.blue_carpet: #7, 15(1%)
minecraft.used.sandstone_wall: #7, 71(1%)
minecraft.used.gray_glazed_terracotta: #7, 37(1%)
minecraft.mined.sweet_berry_bush: #8, 19(4%)
minecraft.picked_up.lily_of_the_valley: #7, 19(0%)
minecraft.dropped.diamond_helmet: #8, 5(4%)
minecraft.crafted.waxed_copper_block: #7, 34(1%)
minecraft.crafted.spruce_door: #8, 27(4%)
minecraft.dropped.red_wool: #7, 27(1%)
minecraft.used.oak_planks: #8, 828(4%)
minecraft.dropped.pumpkin: #7, 81(0%)
minecraft.dropped.jungle_sapling: #7, 3(1%)
minecraft.dropped.mushroom_stew: #7, 1(1%)
minecraft.crafted.purple_glazed_terracotta: #7, 24(1%)
minecraft.crafted.yellow_bed: #7, 2(1%)
minecraft.used.spruce_log: #8, 1636(4%)
minecraft.crafted.shield: #8, 13(5%)
minecraft.dropped.hanging_roots: #7, 2(1%)
minecraft.picked_up.suspicious_stew: #8, 12(5%)
minecraft.used.warped_fungus_on_a_stick: #7, 11(1%)
minecraft.mined.brown_stained_glass: #7, 4(1%)
minecraft.mined.gray_glazed_terracotta: #7, 7(1%)
minecraft.dropped.mangrove_leaves: #7, 13(1%)
minecraft.picked_up.waxed_weathered_cut_copper_stairs: #7, 3(1%)
minecraft.crafted.cherry_trapdoor: #7, 2(1%)
minecraft.dropped.prismarine_crystals: #7, 16(0%)
minecraft.used.redstone_ore: #8, 19(6%)
minecraft.mined.copper_block: #8, 173(4%)
minecraft.crafted.filled_map: #7, 62(0%)
minecraft.dropped.yellow_dye: #7, 2(0%)
minecraft.dropped.mud: #8, 67(6%)
minecraft.dropped.small_amethyst_bud: #7, 1(1%)
minecraft.dropped.jungle_trapdoor: #7, 2(0%)
minecraft.dropped.pink_wool: #7, 1(0%)
minecraft.mined.sculk_catalyst: #7, 24(0%)
minecraft.crafted.grindstone: #8, 57(4%)
minecraft.crafted.chiseled_sandstone: #7, 1(0%)
minecraft.crafted.magenta_carpet: #7, 3(0%)
minecraft.crafted.honey_block: #7, 68(0%)
minecraft.mined.stripped_crimson_hyphae: #7, 2(0%)
minecraft.picked_up.brown_stained_glass: #7, 2(0%)
minecraft.used.lodestone: #7, 1(0%)
minecraft.crafted.cyan_candle: #7, 4(0%)
minecraft.mined.orange_concrete_powder: #7, 2(0%)
minecraft.dropped.orange_stained_glass: #7, 1(0%)
minecraft.dropped.wither_rose: #7, 3(0%)
minecraft.used.netherrack: #8, 6087(3%)
minecraft.used.cherry_wood: #7, 1(0%)
minecraft.picked_up.crimson_hyphae: #7, 2(0%)
minecraft.used.orange_carpet: #7, 4(0%)
minecraft.custom.inspect_dispenser: #8, 1046(3%)
minecraft.crafted.mangrove_door: #8, 6(6%)
minecraft.used.smooth_quartz_stairs: #8, 366(4%)
minecraft.mined.rail: #8, 1508(3%)
minecraft.crafted.warped_planks: #8, 4372(3%)
minecraft.picked_up.brewing_stand: #8, 18(4%)
minecraft.picked_up.netherite_axe: #8, 15(5%)
minecraft.mined.purpur_slab: #8, 17(5%)
minecraft.picked_up.snow_block: #8, 2790(3%)
minecraft.mined.mossy_stone_bricks: #8, 65(4%)
minecraft.mined.snow_block: #8, 3022(3%)
minecraft.mined.crimson_trapdoor: #8, 19(4%)
minecraft.picked_up.apple: #8, 216(3%)
minecraft.crafted.crimson_planks: #8, 3203(3%)
minecraft.custom.sneak_time: #10, 5672244(4%)
minecraft.used.pumpkin_pie: #8, 716(2%)
minecraft.mined.clay: #8, 3398(3%)
minecraft.used.acacia_log: #8, 410(3%)
minecraft.crafted.book: #8, 92(4%)
minecraft.mined.blast_furnace: #8, 13(4%)
minecraft.dropped.oak_sign: #8, 21(4%)
minecraft.mined.lime_concrete_powder: #8, 8(4%)
minecraft.crafted.red_stained_glass: #8, 808(4%)
minecraft.crafted.birch_planks: #8, 6687(2%)
minecraft.crafted.brown_shulker_box: #8, 10(3%)
minecraft.picked_up.dark_oak_fence: #8, 109(3%)
minecraft.dropped.netherite_helmet: #8, 2(5%)
minecraft.mined.iron_ore: #9, 2989(5%)
minecraft.crafted.gray_carpet: #8, 810(3%)
minecraft.picked_up.cauldron: #8, 23(3%)
minecraft.mined.tripwire: #8, 65(3%)
minecraft.mined.brick_stairs: #8, 9(4%)
minecraft.picked_up.orange_concrete: #8, 349(3%)
minecraft.crafted.loom: #8, 65(3%)
minecraft.used.smooth_stone_slab: #8, 627(3%)
minecraft.mined.bricks: #8, 91(3%)
minecraft.used.netherite_axe: #8, 19578(5%)
minecraft.mined.dripstone_block: #8, 340(3%)
minecraft.picked_up.sugar_cane: #8, 4178(2%)
minecraft.dropped.rose_bush: #8, 39(4%)
minecraft.dropped.rail: #8, 150(3%)
minecraft.custom.tune_noteblock: #8, 674(2%)
minecraft.picked_up.brown_terracotta: #8, 2648(3%)
minecraft.picked_up.fishing_rod: #8, 4(4%)
minecraft.used.light_blue_concrete_powder: #8, 129(3%)
minecraft.mined.red_stained_glass: #8, 51(3%)
minecraft.used.lever: #9, 352(5%)
minecraft.mined.brown_terracotta: #8, 2659(3%)
minecraft.picked_up.light_gray_concrete: #8, 759(3%)
minecraft.crafted.decorated_pot: #8, 24(4%)
minecraft.mined.powered_rail: #8, 219(2%)
minecraft.picked_up.cyan_terracotta: #8, 409(2%)
minecraft.mined.acacia_sapling: #8, 20(5%)
minecraft.used.yellow_concrete_powder: #8, 489(3%)
minecraft.crafted.light_gray_concrete_powder: #8, 1568(3%)
minecraft.mined.wall_torch: #9, 467(4%)
minecraft.crafted.bricks: #8, 667(2%)
minecraft.crafted.deepslate_tile_slab: #8, 106(3%)
minecraft.mined.orange_concrete: #8, 354(3%)
minecraft.picked_up.acacia_sign: #8, 14(3%)
minecraft.picked_up.verdant_froglight: #8, 66(3%)
minecraft.used.light_gray_concrete_powder: #8, 1190(2%)
minecraft.used.bow: #9, 3148(4%)
minecraft.used.conduit: #8, 2(5%)
minecraft.crafted.brown_terracotta: #8, 134(3%)
minecraft.crafted.mangrove_button: #8, 8(3%)
minecraft.used.sandstone: #8, 797(2%)
minecraft.used.stone: #9, 41084(4%)
minecraft.mined.acacia_fence: #8, 3(4%)
minecraft.used.dark_oak_slab: #8, 640(2%)
minecraft.picked_up.black_stained_glass_pane: #8, 30(3%)
minecraft.mined.black_stained_glass_pane: #8, 16(3%)
minecraft.picked_up.rabbit: #8, 7(3%)
minecraft.mined.obsidian: #8, 974(2%)
minecraft.crafted.target: #8, 65(2%)
minecraft.mined.tube_coral: #8, 15(3%)
minecraft.mined.white_stained_glass_pane: #8, 15(2%)
minecraft.dropped.coal_ore: #8, 66(2%)
minecraft.mined.soul_fire: #8, 20(2%)
minecraft.mined.crimson_roots: #8, 150(2%)
minecraft.used.light_gray_banner: #8, 4(4%)
minecraft.mined.magenta_stained_glass: #8, 11(2%)
minecraft.crafted.player_head: #8, 264(3%)
minecraft.crafted.iron_pickaxe: #9, 20(5%)
minecraft.picked_up.birch_boat: #9, 16(5%)
minecraft.mined.cocoa: #8, 102(2%)
minecraft.dropped.brick: #8, 90(3%)
minecraft.dropped.birch_boat: #8, 1(4%)
minecraft.dropped.spruce_sign: #9, 19(6%)
minecraft.mined.mangrove_leaves: #8, 1127(2%)
minecraft.picked_up.dandelion: #8, 400(1%)
minecraft.mined.spruce_button: #8, 3(2%)
minecraft.used.acacia_sign: #8, 16(2%)
minecraft.picked_up.stone_sword: #8, 10(1%)
minecraft.crafted.netherite_chestplate: #8, 1(4%)
minecraft.crafted.brown_dye: #8, 162(1%)
minecraft.picked_up.tube_coral: #8, 11(2%)
minecraft.mined.light_gray_terracotta: #8, 215(1%)
minecraft.picked_up.stone_stairs: #8, 81(1%)
minecraft.mined.blue_concrete_powder: #8, 1(4%)
minecraft.picked_up.spruce_fence: #9, 291(5%)
minecraft.picked_up.gravel: #9, 19702(4%)
minecraft.used.jungle_wood: #8, 37(2%)
minecraft.picked_up.cobblestone_slab: #8, 162(1%)
minecraft.used.gray_carpet: #8, 631(1%)
minecraft.dropped.purpur_block: #8, 12(2%)
minecraft.used.bell: #8, 7(2%)
minecraft.mined.smooth_quartz_stairs: #9, 60(5%)
minecraft.mined.jungle_sign: #8, 1(4%)
minecraft.crafted.magenta_stained_glass_pane: #8, 16(3%)
minecraft.picked_up.diamond_axe: #9, 37(4%)
minecraft.mined.lantern: #9, 50(4%)
minecraft.crafted.birch_fence_gate: #8, 19(2%)
minecraft.used.cake: #8, 2(1%)
minecraft.used.mangrove_leaves: #8, 141(1%)
minecraft.dropped.warped_button: #8, 6(2%)
minecraft.picked_up.jungle_planks: #8, 132(1%)
minecraft.killed.squid: #9, 359(5%)
minecraft.dropped.light_gray_stained_glass_pane: #8, 5(2%)
minecraft.dropped.sweet_berries: #8, 41(1%)
minecraft.mined.fire_coral_wall_fan: #8, 27(1%)
minecraft.dropped.diamond_shovel: #9, 8(4%)
minecraft.picked_up.black_dye: #8, 40(1%)
minecraft.crafted.smooth_sandstone_slab: #8, 42(2%)
minecraft.picked_up.polished_blackstone_bricks: #8, 526(1%)
minecraft.crafted.green_stained_glass: #8, 192(1%)
minecraft.picked_up.bone_block: #9, 916(4%)
minecraft.mined.lava_cauldron: #8, 1(2%)
minecraft.used.stripped_jungle_wood: #8, 17(2%)
minecraft.picked_up.jungle_sign: #8, 6(2%)
minecraft.dropped.glowstone: #8, 36(2%)
minecraft.picked_up.cyan_bed: #8, 10(1%)
minecraft.used.black_terracotta: #8, 222(1%)
minecraft.mined.grass_block: #9, 31144(3%)
minecraft.dropped.red_tulip: #8, 2(2%)
minecraft.crafted.green_carpet: #8, 79(1%)
minecraft.dropped.chiseled_stone_bricks: #8, 52(1%)
minecraft.dropped.light_gray_wool: #8, 43(1%)
minecraft.crafted.map: #8, 166(1%)
minecraft.mined.polished_blackstone_brick_stairs: #8, 31(1%)
minecraft.dropped.chiseled_sandstone: #8, 1(2%)
minecraft.used.light_gray_carpet: #8, 94(1%)
minecraft.mined.gray_bed: #8, 1(2%)
minecraft.used.bubble_coral_block: #8, 25(1%)
minecraft.picked_up.gray_bed: #8, 1(1%)
minecraft.mined.black_wall_banner: #8, 2(1%)
minecraft.mined.acacia_planks: #8, 14(1%)
minecraft.picked_up.netherite_pickaxe: #9, 34(4%)
minecraft.mined.stripped_warped_stem: #8, 80(0%)
minecraft.mined.purple_bed: #8, 6(1%)
minecraft.used.nether_brick_fence: #8, 28(1%)
minecraft.dropped.deepslate_tile_wall: #8, 1(1%)
minecraft.mined.brick_wall: #8, 2(1%)
minecraft.dropped.orange_wool: #8, 17(1%)
minecraft.crafted.black_glazed_terracotta: #8, 24(1%)
minecraft.crafted.jungle_pressure_plate: #8, 1(1%)
minecraft.picked_up.jungle_fence_gate: #8, 2(1%)
minecraft.picked_up.mushroom_stew: #8, 1(1%)
minecraft.crafted.smooth_sandstone_stairs: #8, 4(1%)
minecraft.crafted.red_glazed_terracotta: #8, 15(1%)
minecraft.used.end_stone: #8, 175(0%)
minecraft.picked_up.gray_glazed_terracotta: #8, 6(1%)
minecraft.picked_up.lapis_ore: #9, 91(4%)
minecraft.used.cyan_candle: #8, 4(1%)
minecraft.picked_up.brick_wall: #8, 1(1%)
minecraft.dropped.gray_terracotta: #8, 6(1%)
minecraft.mined.blue_concrete: #9, 148(6%)
minecraft.crafted.pumpkin_pie: #8, 144(0%)
minecraft.used.acacia_leaves: #8, 3(1%)
minecraft.dropped.green_concrete: #8, 1(1%)
minecraft.dropped.blue_wool: #8, 6(0%)
minecraft.crafted.polished_granite_slab: #8, 8(0%)
minecraft.dropped.brown_dye: #8, 1(0%)
minecraft.mined.jack_o_lantern: #8, 6(0%)
minecraft.picked_up.stripped_cherry_log: #8, 4(0%)
minecraft.mined.stripped_cherry_log: #8, 4(0%)
minecraft.mined.waxed_cut_copper_slab: #8, 1(0%)
minecraft.picked_up.waxed_cut_copper_slab: #8, 1(0%)
minecraft.crafted.polished_granite_stairs: #8, 1(0%)
minecraft.dropped.smithing_table: #8, 1(0%)
minecraft.dropped.polished_granite: #8, 3(0%)
minecraft.used.acacia_planks: #8, 25(0%)
minecraft.dropped.cod: #8, 11(0%)
minecraft.crafted.cherry_wood: #8, 3(0%)
minecraft.picked_up.stripped_crimson_hyphae: #8, 2(0%)
minecraft.picked_up.blue_carpet: #8, 3(0%)
minecraft.used.stripped_crimson_hyphae: #8, 1(0%)
minecraft.crafted.cut_sandstone: #8, 4(0%)
minecraft.used.blue_concrete_powder: #9, 144(6%)
minecraft.used.dark_oak_door: #9, 14(5%)
minecraft.crafted.dark_oak_planks: #9, 11067(3%)
minecraft.picked_up.mutton: #9, 78(4%)
minecraft.killed.sheep: #9, 36(4%)
minecraft.used.hopper: #9, 1218(3%)
minecraft.used.composter: #9, 174(3%)
minecraft.used.spruce_planks: #9, 2071(3%)
minecraft.crafted.fishing_rod: #9, 8(4%)
minecraft.crafted.quartz_block: #9, 3549(3%)
minecraft.custom.damage_taken: #10, 494356(4%)
minecraft.picked_up.deepslate_redstone_ore: #9, 500(3%)
minecraft.crafted.minecart: #9, 215(3%)
minecraft.picked_up.oak_planks: #9, 520(3%)
minecraft.picked_up.redstone_torch: #9, 257(3%)
minecraft.dropped.oak_slab: #9, 18(4%)
minecraft.mined.tripwire_hook: #9, 7(4%)
minecraft.crafted.warped_slab: #9, 618(4%)
minecraft.picked_up.dark_oak_sapling: #9, 632(3%)
minecraft.picked_up.music_disc_cat: #9, 15(3%)
minecraft.killed_by.stray: #9, 1(8%)
minecraft.crafted.dark_oak_sign: #9, 63(3%)
minecraft.dropped.lever: #9, 16(4%)
minecraft.crafted.clock: #9, 10(4%)
minecraft.mined.nether_gold_ore: #9, 250(3%)
minecraft.picked_up.diamond_hoe: #9, 11(4%)
minecraft.crafted.scaffolding: #9, 2754(3%)
minecraft.picked_up.warped_sign: #9, 19(4%)
minecraft.crafted.golden_carrot: #9, 2148(3%)
minecraft.mined.kelp_plant: #9, 367(3%)
minecraft.crafted.polished_andesite: #9, 1393(3%)
minecraft.crafted.dark_oak_slab: #9, 1158(2%)
minecraft.mined.stripped_crimson_stem: #9, 91(3%)
minecraft.crafted.repeater: #9, 417(2%)
minecraft.used.candle: #9, 54(3%)
minecraft.picked_up.trident: #9, 7(3%)
minecraft.mined.oxidized_copper: #9, 773(3%)
minecraft.picked_up.slime_block: #9, 468(2%)
minecraft.used.decorated_pot: #9, 29(4%)
minecraft.mined.seagrass: #9, 146(2%)
minecraft.picked_up.golden_apple: #9, 22(2%)
minecraft.picked_up.nether_gold_ore: #9, 110(3%)
minecraft.picked_up.coal_block: #9, 133(2%)
minecraft.used.sticky_piston: #9, 341(2%)
minecraft.dropped.chest: #9, 30(2%)
minecraft.killed.elder_guardian: #9, 4(4%)
minecraft.picked_up.carrot: #9, 1641(2%)
minecraft.used.cobblestone_stairs: #9, 128(2%)
minecraft.dropped.moss_block: #9, 222(2%)
minecraft.picked_up.brick: #9, 120(3%)
minecraft.used.red_wool: #9, 244(2%)
minecraft.killed.piglin: #9, 50(2%)
minecraft.picked_up.glass_pane: #9, 70(2%)
minecraft.used.powered_rail: #9, 827(2%)
minecraft.picked_up.cyan_stained_glass: #9, 59(3%)
minecraft.crafted.bookshelf: #9, 575(2%)
minecraft.crafted.red_wool: #9, 209(2%)
minecraft.picked_up.golden_boots: #9, 11(2%)
minecraft.mined.mangrove_log: #9, 279(2%)
minecraft.mined.jungle_fence_gate: #9, 2(5%)
minecraft.used.carrot: #9, 515(2%)
minecraft.mined.birch_sapling: #9, 11(2%)
minecraft.crafted.redstone_lamp: #9, 116(2%)
minecraft.crafted.orange_stained_glass: #9, 720(3%)
minecraft.crafted.stick: #10, 14255(4%)
minecraft.killed.snow_golem: #9, 3(3%)
minecraft.custom.interact_with_brewingstand: #9, 179(2%)
minecraft.mined.purpur_block: #9, 103(2%)
minecraft.crafted.hopper_minecart: #9, 85(2%)
minecraft.used.obsidian: #9, 697(2%)
minecraft.mined.gravel: #10, 20810(4%)
minecraft.mined.cave_vines_plant: #9, 34(2%)
minecraft.used.mud: #9, 1115(2%)
minecraft.mined.warped_trapdoor: #9, 22(2%)
minecraft.used.flowering_azalea_leaves: #9, 231(2%)
minecraft.crafted.iron_nugget: #9, 5139(1%)
minecraft.picked_up.tube_coral_fan: #9, 50(2%)
minecraft.used.slime_block: #9, 417(2%)
minecraft.mined.mangrove_roots: #9, 372(2%)
minecraft.dropped.copper_ore: #9, 47(2%)
minecraft.mined.gold_block: #9, 96(2%)
minecraft.picked_up.acacia_fence: #9, 3(3%)
minecraft.mined.acacia_button: #9, 1(4%)
minecraft.picked_up.twisting_vines: #9, 53(2%)
minecraft.picked_up.golden_horse_armor: #9, 2(4%)
minecraft.mined.polished_diorite_stairs: #9, 4(4%)
minecraft.dropped.lapis_lazuli: #9, 72(2%)
minecraft.dropped.leather_leggings: #9, 7(2%)
minecraft.crafted.cyan_carpet: #9, 54(2%)
minecraft.custom.play_time: #11, 76687838(3%)
minecraft.custom.total_world_time: #11, 76687838(3%)
minecraft.used.orange_concrete_powder: #9, 323(2%)
minecraft.mined.orange_stained_glass: #9, 28(2%)
minecraft.used.warped_wart_block: #9, 273(2%)
minecraft.picked_up.light_gray_terracotta: #9, 213(1%)
minecraft.mined.decorated_pot: #9, 6(2%)
minecraft.picked_up.waxed_weathered_copper: #9, 51(2%)
minecraft.crafted.tinted_glass: #9, 786(2%)
minecraft.dropped.lava_bucket: #9, 2(2%)
minecraft.mined.chiseled_sandstone: #9, 3(2%)
minecraft.used.spruce_sign: #10, 106(4%)
minecraft.used.cyan_carpet: #9, 55(1%)
minecraft.picked_up.minecart: #10, 154(5%)
minecraft.picked_up.mud_brick_wall: #9, 4(2%)
minecraft.mined.small_dripleaf: #9, 5(1%)
minecraft.picked_up.iron_nugget: #10, 2962(4%)
minecraft.killed.iron_golem: #9, 5(2%)
minecraft.dropped.spyglass: #9, 1(3%)
minecraft.picked_up.decorated_pot: #9, 6(2%)
minecraft.mined.piston_head: #9, 6(1%)
minecraft.used.clay: #9, 348(1%)
minecraft.killed.rabbit: #9, 3(2%)
minecraft.used.cobblestone: #10, 3680(3%)
minecraft.used.lime_concrete: #9, 141(2%)
minecraft.crafted.hay_block: #9, 180(1%)
minecraft.mined.torchflower: #9, 5(2%)
minecraft.mined.gray_carpet: #9, 90(1%)
minecraft.crafted.polished_deepslate_slab: #9, 196(1%)
minecraft.picked_up.cooked_chicken: #9, 41(1%)
minecraft.used.waxed_copper_block: #9, 31(1%)
minecraft.mined.cornflower: #10, 25(5%)
minecraft.dropped.experience_bottle: #9, 40(2%)
minecraft.mined.jungle_sapling: #9, 3(2%)
minecraft.dropped.amethyst_shard: #9, 61(1%)
minecraft.picked_up.gray_dye: #9, 18(2%)
minecraft.dropped.lectern: #9, 1(2%)
minecraft.mined.cobblestone_slab: #9, 48(1%)
minecraft.dropped.flowering_azalea_leaves: #9, 15(1%)
minecraft.mined.green_concrete_powder: #9, 19(1%)
minecraft.dropped.polished_deepslate: #9, 19(1%)
minecraft.mined.light_gray_concrete_powder: #9, 39(1%)
minecraft.crafted.pink_stained_glass_pane: #9, 16(1%)
minecraft.dropped.comparator: #9, 8(1%)
minecraft.mined.green_stained_glass: #9, 13(1%)
minecraft.dropped.vine: #9, 4(1%)
minecraft.mined.light_gray_carpet: #9, 28(1%)
minecraft.used.brown_wool: #9, 53(1%)
minecraft.picked_up.acacia_leaves: #9, 105(1%)
minecraft.mined.green_bed: #9, 6(1%)
minecraft.crafted.clay: #9, 129(1%)
minecraft.picked_up.stripped_warped_stem: #9, 80(0%)
minecraft.picked_up.cut_sandstone: #9, 50(1%)
minecraft.dropped.stripped_oak_log: #9, 3(1%)
minecraft.mined.jungle_wood: #9, 1(1%)
minecraft.used.netherite_shovel: #9, 14182(1%)
minecraft.used.torchflower_seeds: #9, 2(1%)
minecraft.used.gray_bed: #9, 1(1%)
minecraft.crafted.smithing_table: #9, 10(0%)
minecraft.mined.white_carpet: #9, 34(0%)
minecraft.dropped.sea_pickle: #9, 8(1%)
minecraft.dropped.stripped_mangrove_log: #9, 1(1%)
minecraft.picked_up.quartz: #10, 4005(3%)
minecraft.mined.waxed_exposed_cut_copper: #9, 1(1%)
minecraft.dropped.cyan_shulker_box: #10, 4(4%)
minecraft.used.jungle_fence_gate: #9, 2(1%)
minecraft.dropped.smooth_quartz: #9, 3(0%)
minecraft.custom.open_shulker_box: #11, 48837(4%)
minecraft.mined.smooth_sandstone_slab: #9, 4(1%)
minecraft.dropped.cracked_stone_bricks: #9, 4(0%)
minecraft.used.waxed_weathered_cut_copper: #9, 4(1%)
minecraft.used.dark_prismarine_stairs: #9, 12(0%)
minecraft.dropped.light_gray_dye: #9, 2(0%)
minecraft.picked_up.grass_block: #10, 22755(3%)
minecraft.crafted.black_carpet: #9, 111(0%)
minecraft.used.bubble_coral_fan: #9, 2(0%)
minecraft.picked_up.jungle_wood: #9, 1(0%)
minecraft.mined.pink_carpet: #9, 4(0%)
minecraft.picked_up.smooth_sandstone_slab: #9, 4(0%)
minecraft.mined.blue_stained_glass: #9, 1(0%)
minecraft.picked_up.jack_o_lantern: #9, 6(0%)
minecraft.picked_up.jungle_stairs: #9, 3(0%)
minecraft.dropped.stone_stairs: #9, 6(0%)
minecraft.dropped.light_gray_concrete: #9, 5(0%)
minecraft.picked_up.raw_iron_block: #9, 17(0%)
minecraft.crafted.warped_pressure_plate: #9, 1(0%)
minecraft.used.sandstone_slab: #9, 10(0%)
minecraft.used.crimson_sign: #9, 4(0%)
minecraft.dropped.black_terracotta: #9, 2(0%)
minecraft.crafted.crimson_fence_gate: #9, 1(0%)
minecraft.crafted.pink_wool: #9, 2(0%)
minecraft.picked_up.light_blue_carpet: #9, 2(0%)
minecraft.custom.strider_one_cm: #9, 302(0%)
minecraft.killed_by.warden: #10, 11(4%)
minecraft.crafted.stone_bricks: #10, 6008(3%)
minecraft.used.rail: #10, 2346(3%)
minecraft.killed_by.zombie: #10, 4(5%)
minecraft.used.gravel: #10, 1002(3%)
minecraft.mined.dark_oak_sapling: #10, 15(5%)
minecraft.picked_up.rail: #10, 1707(3%)
minecraft.mined.andesite: #10, 8787(3%)
minecraft.mined.repeater: #10, 159(3%)
minecraft.crafted.hopper: #10, 1089(3%)
minecraft.picked_up.deepslate_tile_slab: #10, 153(4%)
minecraft.mined.white_bed: #10, 67(3%)
minecraft.custom.fall_one_cm: #11, 9084591(4%)
minecraft.dropped.iron_shovel: #10, 4(3%)
minecraft.mined.polished_andesite: #10, 149(3%)
minecraft.used.white_bed: #10, 88(3%)
minecraft.crafted.diamond_block: #10, 175(3%)
minecraft.mined.cobweb: #10, 180(3%)
minecraft.custom.deaths: #11, 258(4%)
minecraft.custom.climb_one_cm: #11, 3268033(4%)
minecraft.mined.spruce_wall_sign: #10, 18(3%)
minecraft.crafted.red_dye: #10, 2845(3%)
minecraft.mined.hopper: #10, 289(3%)
minecraft.mined.deepslate_copper_ore: #10, 95(3%)
minecraft.mined.oak_sign: #10, 7(3%)
minecraft.crafted.lectern: #10, 39(3%)
minecraft.used.repeater: #10, 561(3%)
minecraft.used.dark_oak_sign: #10, 55(3%)
minecraft.picked_up.smooth_quartz_stairs: #10, 50(3%)
minecraft.picked_up.kelp: #10, 2898(3%)
minecraft.picked_up.spore_blossom: #10, 18(3%)
minecraft.killed_by.endermite: #10, 1(7%)
minecraft.mined.white_wool: #10, 183(3%)
minecraft.picked_up.dark_prismarine: #10, 134(3%)
minecraft.crafted.crimson_trapdoor: #10, 126(3%)
minecraft.mined.netherrack: #10, 41783(2%)
minecraft.crafted.painting: #10, 19(3%)
minecraft.mined.sea_pickle: #10, 34(3%)
minecraft.mined.brown_mushroom_block: #10, 1289(3%)
minecraft.mined.stripped_spruce_log: #10, 297(2%)
minecraft.crafted.redstone_torch: #10, 1875(2%)
minecraft.killed_by.skeleton: #10, 3(3%)
minecraft.picked_up.blast_furnace: #10, 13(3%)
minecraft.picked_up.obsidian: #10, 1082(2%)
minecraft.picked_up.stripped_spruce_log: #10, 298(2%)
minecraft.killed.ghast: #10, 34(2%)
