stat, rank, value, (percentage) 
minecraft.dropped.pink_terracotta: #6, 1(0%)
minecraft.picked_up.dead_tube_coral_block: #6, 1(0%)
minecraft.dropped.pitcher_pod: #6, 1(0%)
minecraft.mined.dead_bubble_coral_block: #6, 1(0%)
minecraft.picked_up.egg: #7, 1038(3%)
minecraft.used.enchanting_table: #7, 4(4%)
minecraft.killed.silverfish: #7, 15(4%)
minecraft.crafted.dispenser: #7, 276(4%)
minecraft.mined.tripwire: #7, 92(4%)
minecraft.used.cobbled_deepslate_stairs: #7, 194(4%)
minecraft.picked_up.spore_blossom: #7, 24(4%)
minecraft.used.smooth_stone: #7, 972(4%)
minecraft.mined.flower_pot: #7, 9(4%)
minecraft.dropped.sugar: #7, 326(5%)
minecraft.crafted.warped_trapdoor: #7, 200(4%)
minecraft.picked_up.trident: #7, 10(4%)
minecraft.killed_by.ravager: #8, 82(6%)
minecraft.picked_up.light_gray_terracotta: #7, 596(3%)
minecraft.crafted.birch_button: #7, 43(5%)
minecraft.picked_up.nautilus_shell: #7, 15(5%)
minecraft.crafted.pink_dye: #7, 1100(4%)
minecraft.used.flint_and_steel: #7, 547(3%)
minecraft.picked_up.mossy_cobblestone: #7, 320(3%)
minecraft.crafted.flint_and_steel: #7, 16(3%)
minecraft.crafted.raw_gold: #7, 351(5%)
minecraft.used.smooth_stone_slab: #7, 782(3%)
minecraft.mined.blast_furnace: #7, 14(4%)
minecraft.crafted.wheat: #7, 3594(4%)
minecraft.dropped.mossy_cobblestone: #7, 54(4%)
minecraft.used.mud_bricks: #7, 374(4%)
minecraft.dropped.barrel: #7, 10(4%)
minecraft.mined.dirt: #8, 45539(5%)
minecraft.custom.fill_cauldron: #7, 35(4%)
minecraft.crafted.cobblestone_stairs: #7, 86(4%)
minecraft.picked_up.wooden_pickaxe: #7, 2(4%)
minecraft.used.ice: #7, 1295(3%)
minecraft.custom.play_noteblock: #7, 148(3%)
minecraft.crafted.iron_ingot: #8, 30705(5%)
minecraft.mined.stripped_jungle_wood: #7, 26(5%)
minecraft.crafted.copper_block: #7, 2035(3%)
minecraft.used.light_gray_stained_glass: #7, 1626(3%)
minecraft.crafted.cyan_bed: #7, 2(4%)
minecraft.used.purpur_pillar: #7, 19(5%)
minecraft.crafted.chest_minecart: #7, 4(4%)
minecraft.dropped.deepslate_redstone_ore: #7, 16(5%)
minecraft.dropped.oak_button: #7, 3(5%)
minecraft.crafted.iron_helmet: #7, 6(2%)
minecraft.crafted.gold_ingot: #7, 18681(2%)
minecraft.picked_up.nether_gold_ore: #7, 123(3%)
minecraft.picked_up.mossy_cobblestone_slab: #7, 21(3%)
minecraft.mined.light_gray_terracotta: #7, 391(2%)
minecraft.custom.interact_with_brewingstand: #7, 237(2%)
minecraft.crafted.andesite: #7, 1538(6%)
minecraft.mined.smithing_table: #7, 9(2%)
minecraft.crafted.purple_concrete_powder: #7, 352(3%)
minecraft.crafted.blaze_powder: #7, 184(2%)
minecraft.used.tnt: #7, 1715(2%)
minecraft.crafted.cobblestone_wall: #8, 459(7%)
minecraft.picked_up.coal_ore: #8, 2628(5%)
minecraft.mined.shulker_box: #8, 3533(5%)
minecraft.mined.tube_coral: #7, 18(4%)
minecraft.used.potion: #7, 132(1%)
minecraft.crafted.gold_block: #7, 1060(2%)
minecraft.mined.purple_concrete: #7, 238(3%)
minecraft.picked_up.mangrove_trapdoor: #7, 50(2%)
minecraft.picked_up.blaze_powder: #7, 33(3%)
minecraft.crafted.black_shulker_box: #7, 8(2%)
minecraft.dropped.golden_carrot: #8, 446(4%)
minecraft.crafted.diorite_wall: #7, 62(3%)
minecraft.dropped.crossbow: #7, 47(2%)
minecraft.used.polished_blackstone_button: #7, 59(2%)
minecraft.used.waxed_exposed_cut_copper: #7, 11(5%)
minecraft.dropped.string: #7, 1118(2%)
minecraft.picked_up.dandelion: #7, 471(1%)
minecraft.picked_up.tube_coral: #7, 13(3%)
minecraft.used.trident: #7, 279(2%)
minecraft.crafted.crimson_door: #7, 3(3%)
minecraft.mined.cobbled_deepslate_slab: #7, 127(1%)
minecraft.used.polished_blackstone_slab: #7, 297(2%)
minecraft.custom.player_kills: #8, 38(4%)
minecraft.crafted.red_nether_bricks: #7, 68(3%)
minecraft.picked_up.gravel: #8, 20248(4%)
minecraft.used.nether_wart: #7, 171(2%)
minecraft.dropped.white_terracotta: #7, 36(2%)
minecraft.dropped.leather_leggings: #7, 7(2%)
minecraft.mined.spruce_wood: #7, 42(2%)
minecraft.crafted.map: #7, 386(2%)
minecraft.picked_up.green_terracotta: #7, 245(1%)
minecraft.mined.birch_wood: #7, 4(3%)
minecraft.mined.nether_wart: #7, 141(1%)
minecraft.crafted.jungle_door: #7, 3(3%)
minecraft.crafted.red_carpet: #7, 243(1%)
minecraft.crafted.green_banner: #7, 22(3%)
minecraft.picked_up.rotten_flesh: #8, 3306(3%)
minecraft.used.mossy_cobblestone_wall: #7, 16(3%)
minecraft.mined.iron_bars: #8, 149(6%)
minecraft.mined.red_carpet: #7, 40(1%)
minecraft.crafted.diamond_boots: #8, 8(5%)
minecraft.mined.ancient_debris: #7, 103(1%)
minecraft.mined.brown_concrete_powder: #7, 3(2%)
minecraft.crafted.iron_chestplate: #7, 6(1%)
minecraft.picked_up.nether_wart_block: #8, 2418(5%)
minecraft.dropped.chainmail_chestplate: #7, 2(2%)
minecraft.killed.salmon: #8, 83(5%)
minecraft.mined.warped_sign: #7, 1(3%)
minecraft.dropped.oak_sapling: #8, 141(5%)
minecraft.picked_up.iron_helmet: #8, 8(4%)
minecraft.picked_up.iron_hoe: #7, 1(3%)
minecraft.picked_up.smooth_basalt: #8, 1105(5%)
minecraft.picked_up.mossy_stone_brick_wall: #7, 4(3%)
minecraft.dropped.crimson_nylium: #7, 12(1%)
minecraft.crafted.iron_leggings: #7, 5(1%)
minecraft.mined.birch_log: #8, 4549(4%)
minecraft.picked_up.green_stained_glass_pane: #7, 12(2%)
minecraft.used.snowball: #8, 276(4%)
minecraft.used.red_carpet: #7, 220(1%)
minecraft.crafted.polished_blackstone_brick_wall: #7, 4(2%)
minecraft.mined.cyan_wool: #7, 11(1%)
minecraft.crafted.coal: #8, 2719(5%)
minecraft.dropped.chainmail_boots: #7, 2(1%)
minecraft.picked_up.bamboo_planks: #7, 5(2%)
minecraft.used.jungle_planks: #7, 212(1%)
minecraft.crafted.gray_terracotta: #8, 1408(7%)
minecraft.crafted.nether_brick: #7, 273(1%)
minecraft.crafted.smooth_sandstone: #8, 534(7%)
minecraft.dropped.lime_stained_glass: #7, 4(2%)
minecraft.used.cracked_polished_blackstone_bricks: #7, 76(1%)
minecraft.dropped.stripped_spruce_log: #7, 4(2%)
minecraft.dropped.stone_pressure_plate: #7, 5(1%)
minecraft.dropped.tnt: #7, 375(1%)
minecraft.killed_by.wither: #7, 1(2%)
minecraft.dropped.emerald: #7, 645(1%)
minecraft.picked_up.lightning_rod: #8, 72(5%)
minecraft.mined.nether_brick_stairs: #7, 2(1%)
minecraft.used.green_candle: #7, 12(1%)
minecraft.crafted.green_wool: #7, 32(2%)
minecraft.crafted.polished_blackstone_brick_stairs: #7, 8(1%)
minecraft.crafted.red_sandstone: #7, 84(1%)
minecraft.used.redstone_lamp: #8, 179(5%)
minecraft.used.music_disc_mellohi: #7, 1(1%)
minecraft.used.stripped_warped_hyphae: #7, 21(1%)
minecraft.used.jukebox: #8, 38(4%)
minecraft.crafted.purpur_stairs: #7, 2(2%)
minecraft.dropped.lily_of_the_valley: #7, 1(1%)
minecraft.used.weathered_cut_copper: #7, 4(1%)
minecraft.mined.waxed_cut_copper: #7, 3(1%)
minecraft.dropped.gray_stained_glass: #7, 4(1%)
minecraft.mined.black_glazed_terracotta: #7, 8(1%)
minecraft.used.nether_brick_fence: #7, 28(1%)
minecraft.mined.hanging_roots: #7, 35(1%)
minecraft.dropped.sea_pickle: #7, 10(1%)
minecraft.mined.dragon_wall_head: #8, 6(6%)
minecraft.picked_up.birch_button: #7, 3(1%)
minecraft.used.acacia_stairs: #7, 3(1%)
minecraft.mined.granite_wall: #7, 2(1%)
minecraft.used.dried_kelp_block: #7, 4(1%)
minecraft.mined.orange_glazed_terracotta: #7, 1(1%)
minecraft.used.bamboo_trapdoor: #7, 6(1%)
minecraft.picked_up.brown_glazed_terracotta: #7, 8(0%)
minecraft.mined.waxed_exposed_cut_copper: #7, 1(1%)
minecraft.mined.black_concrete_powder: #7, 50(0%)
minecraft.mined.black_carpet: #7, 39(0%)
minecraft.used.dark_prismarine_stairs: #7, 16(1%)
minecraft.dropped.crying_obsidian: #7, 13(0%)
minecraft.dropped.green_concrete: #7, 1(1%)
minecraft.picked_up.stripped_cherry_log: #7, 5(0%)
minecraft.mined.stripped_cherry_log: #7, 5(0%)
minecraft.picked_up.dark_prismarine_stairs: #7, 3(1%)
minecraft.dropped.light_gray_carpet: #7, 2(0%)
minecraft.picked_up.dead_brain_coral_block: #7, 10(0%)
minecraft.crafted.prismarine: #7, 48(0%)
minecraft.mined.light_gray_glazed_terracotta: #7, 2(0%)
minecraft.crafted.crimson_pressure_plate: #7, 2(0%)
minecraft.crafted.diamond_axe: #8, 6(3%)
minecraft.mined.raw_gold_block: #7, 3(0%)
minecraft.custom.interact_with_beacon: #8, 42(4%)
minecraft.crafted.cut_sandstone: #7, 21(0%)
minecraft.crafted.cyan_glazed_terracotta: #7, 1(0%)
minecraft.dropped.cracked_deepslate_bricks: #7, 1(0%)
minecraft.crafted.purple_carpet: #7, 3(0%)
minecraft.picked_up.dead_bubble_coral_block: #7, 1(0%)
minecraft.crafted.orange_carpet: #7, 3(0%)
minecraft.crafted.lime_carpet: #7, 3(0%)
minecraft.mined.repeater: #8, 177(4%)
minecraft.picked_up.deepslate_coal_ore: #8, 12(7%)
minecraft.used.gold_ore: #8, 45(5%)
minecraft.used.kelp: #8, 587(4%)
minecraft.used.lava_bucket: #8, 381(4%)
minecraft.picked_up.dark_oak_sign: #8, 38(3%)
minecraft.crafted.diamond_pickaxe: #8, 11(3%)
minecraft.dropped.granite: #8, 880(3%)
minecraft.picked_up.spruce_leaves: #8, 2362(3%)
minecraft.picked_up.armor_stand: #8, 67(3%)
minecraft.dropped.ender_chest: #8, 11(4%)
minecraft.picked_up.packed_ice: #8, 8008(3%)
minecraft.picked_up.salmon: #8, 76(3%)
minecraft.crafted.glow_item_frame: #8, 63(4%)
minecraft.picked_up.crossbow: #8, 56(4%)
minecraft.dropped.shulker_box: #8, 36(3%)
minecraft.picked_up.bread: #8, 442(4%)
minecraft.crafted.wooden_pickaxe: #8, 2(3%)
minecraft.dropped.dark_oak_leaves: #8, 35(5%)
minecraft.mined.packed_ice: #8, 7816(3%)
minecraft.picked_up.goat_horn: #8, 8(3%)
minecraft.dropped.stone: #8, 7529(2%)
minecraft.mined.redstone_wall_torch: #8, 47(3%)
minecraft.crafted.paper: #8, 14904(2%)
minecraft.used.wooden_pickaxe: #8, 16(3%)
minecraft.picked_up.flint: #8, 491(2%)
minecraft.crafted.warped_sign: #8, 63(4%)
minecraft.picked_up.dark_oak_trapdoor: #8, 119(2%)
minecraft.picked_up.oak_stairs: #8, 82(3%)
minecraft.picked_up.grass: #8, 411(3%)
minecraft.used.gray_stained_glass_pane: #8, 125(5%)
minecraft.dropped.glowstone_dust: #8, 209(4%)
minecraft.dropped.carrot: #8, 916(3%)
minecraft.custom.animals_bred: #8, 427(3%)
minecraft.picked_up.andesite_slab: #8, 47(4%)
minecraft.used.stripped_spruce_log: #8, 285(3%)
minecraft.used.warped_stem: #8, 1264(3%)
minecraft.used.music_disc_13: #8, 9(3%)
minecraft.mined.gray_concrete_powder: #8, 31(3%)
minecraft.used.yellow_wool: #8, 350(3%)
minecraft.mined.polished_granite: #8, 49(3%)
minecraft.used.bamboo_planks: #8, 7(6%)
minecraft.crafted.dark_oak_slab: #8, 1158(2%)
minecraft.used.hay_block: #8, 31(3%)
minecraft.used.chest_minecart: #8, 5(4%)
minecraft.mined.coarse_dirt: #8, 390(2%)
minecraft.picked_up.sugar: #8, 323(4%)
minecraft.mined.soul_soil: #8, 807(2%)
minecraft.mined.seagrass: #8, 146(2%)
minecraft.mined.infested_stone: #8, 8(4%)
minecraft.used.glow_item_frame: #8, 66(3%)
minecraft.picked_up.bamboo_raft: #8, 8(3%)
minecraft.dropped.diamond_hoe: #8, 2(3%)
minecraft.used.tadpole_bucket: #8, 6(5%)
minecraft.killed.piglin: #8, 50(2%)
minecraft.picked_up.stripped_jungle_wood: #8, 23(4%)
minecraft.mined.hay_block: #8, 79(2%)
minecraft.crafted.light_gray_stained_glass: #8, 1728(3%)
minecraft.mined.green_wool: #8, 44(3%)
minecraft.picked_up.golden_boots: #8, 11(2%)
minecraft.custom.talked_to_villager: #9, 4109(5%)
minecraft.picked_up.dark_oak_planks: #9, 886(5%)
minecraft.crafted.soul_torch: #8, 256(3%)
minecraft.crafted.jukebox: #8, 9(2%)
minecraft.crafted.birch_boat: #8, 3(2%)
minecraft.picked_up.spruce_button: #8, 10(2%)
minecraft.picked_up.redstone_lamp: #9, 95(6%)
minecraft.used.packed_ice: #8, 2111(2%)
minecraft.used.hanging_roots: #8, 21(3%)
minecraft.picked_up.firework_rocket: #8, 6216(1%)
minecraft.picked_up.dark_oak_wood: #8, 35(3%)
minecraft.dropped.music_disc_13: #8, 2(3%)
minecraft.dropped.gold_ore: #8, 4(3%)
minecraft.dropped.amethyst_shard: #8, 152(2%)
minecraft.picked_up.lime_terracotta: #8, 188(1%)
minecraft.crafted.emerald: #9, 29491(5%)
minecraft.mined.magenta_wool: #8, 11(3%)
minecraft.mined.light_blue_wool: #8, 43(2%)
minecraft.mined.white_wall_banner: #8, 3(3%)
minecraft.mined.dark_oak_wood: #8, 16(3%)
minecraft.dropped.amethyst_block: #8, 34(2%)
minecraft.crafted.deepslate_tile_stairs: #8, 38(2%)
minecraft.dropped.dark_prismarine: #8, 20(3%)
minecraft.used.golden_apple: #8, 5(2%)
minecraft.picked_up.iron_chestplate: #8, 9(1%)
minecraft.used.polished_diorite: #8, 257(2%)
minecraft.dropped.red_bed: #8, 1(3%)
minecraft.dropped.golden_leggings: #8, 7(2%)
minecraft.picked_up.spruce_fence_gate: #8, 20(2%)
minecraft.mined.polished_granite_slab: #8, 27(2%)
minecraft.mined.carved_pumpkin: #8, 236(1%)
minecraft.crafted.black_bed: #8, 1(3%)
minecraft.crafted.andesite_wall: #8, 106(2%)
minecraft.picked_up.nether_wart: #8, 491(1%)
minecraft.mined.brain_coral: #8, 7(2%)
minecraft.dropped.crimson_stem: #8, 88(2%)
minecraft.picked_up.polished_granite: #8, 81(1%)
minecraft.dropped.saddle: #8, 6(2%)
minecraft.dropped.chainmail_leggings: #8, 2(2%)
minecraft.picked_up.birch_wood: #8, 9(2%)
minecraft.dropped.acacia_log: #8, 32(2%)
minecraft.crafted.deepslate_tile_wall: #8, 18(2%)
minecraft.mined.acacia_wall_sign: #8, 3(2%)
minecraft.mined.orange_stained_glass_pane: #8, 4(3%)
minecraft.mined.bell: #8, 5(2%)
minecraft.picked_up.hanging_roots: #8, 48(2%)
minecraft.dropped.black_concrete: #8, 64(2%)
minecraft.mined.brain_coral_wall_fan: #8, 26(1%)
minecraft.used.red_sand: #8, 25(1%)
minecraft.mined.polished_blackstone_button: #8, 6(2%)
minecraft.dropped.stonecutter: #8, 1(2%)
minecraft.dropped.gray_wool: #8, 36(1%)
minecraft.picked_up.ancient_debris: #8, 102(1%)
minecraft.mined.green_terracotta: #8, 149(1%)
minecraft.used.grass_block: #9, 22436(4%)
minecraft.picked_up.oak_fence: #9, 96(4%)
minecraft.crafted.bamboo_planks: #8, 208(1%)
minecraft.dropped.quartz: #8, 115(1%)
minecraft.crafted.mangrove_planks: #9, 1500(5%)
minecraft.used.polished_granite_slab: #8, 101(1%)
minecraft.crafted.polished_blackstone_button: #8, 47(1%)
minecraft.picked_up.smithing_table: #8, 9(1%)
minecraft.crafted.orange_stained_glass_pane: #8, 32(2%)
minecraft.mined.bubble_coral_wall_fan: #8, 26(1%)
minecraft.mined.dirt_path: #9, 285(4%)
minecraft.picked_up.polished_granite_slab: #8, 26(1%)
minecraft.picked_up.melon: #8, 17(1%)
minecraft.mined.light_gray_stained_glass: #8, 78(1%)
minecraft.picked_up.filled_map: #9, 3506(3%)
minecraft.dropped.rabbit_hide: #8, 1(1%)
minecraft.crafted.jungle_stairs: #8, 24(2%)
minecraft.mined.horn_coral: #8, 4(1%)
minecraft.dropped.mangrove_planks: #8, 4(1%)
minecraft.used.green_glazed_terracotta: #8, 6(2%)
minecraft.used.air: #8, 42(1%)
minecraft.crafted.acacia_fence_gate: #8, 2(2%)
minecraft.used.cyan_shulker_box: #9, 333(4%)
minecraft.dropped.white_wool: #8, 39(1%)
minecraft.mined.dark_oak_log: #9, 6783(4%)
minecraft.picked_up.brain_coral: #8, 4(1%)
minecraft.picked_up.bubble_coral_fan: #8, 22(1%)
minecraft.mined.cobblestone_slab: #8, 51(1%)
minecraft.picked_up.light_blue_concrete_powder: #8, 7(1%)
minecraft.used.cyan_wool: #8, 83(1%)
minecraft.crafted.white_wool: #9, 3182(5%)
minecraft.used.soul_soil: #8, 87(1%)
minecraft.dropped.nautilus_shell: #8, 1(1%)
minecraft.mined.composter: #9, 80(5%)
minecraft.mined.purple_terracotta: #8, 14(1%)
minecraft.used.blackstone_wall: #8, 33(1%)
minecraft.used.jungle_stairs: #8, 13(1%)
minecraft.mined.dark_oak_trapdoor: #9, 86(4%)
minecraft.used.porkchop: #8, 1(1%)
minecraft.picked_up.fire_charge: #8, 19(1%)
minecraft.mined.gray_stained_glass_pane: #8, 5(1%)
minecraft.mined.cyan_bed: #8, 5(1%)
minecraft.picked_up.blue_dye: #8, 10(1%)
minecraft.used.pumpkin_seeds: #8, 29(1%)
minecraft.mined.polished_blackstone_wall: #8, 7(1%)
minecraft.mined.jungle_wood: #8, 1(1%)
minecraft.used.purple_terracotta: #8, 30(1%)
minecraft.killed.piglin_brute: #8, 5(1%)
minecraft.mined.melon: #8, 20(0%)
minecraft.used.red_mushroom: #8, 27(0%)
minecraft.mined.chiseled_quartz_block: #8, 1(1%)
minecraft.picked_up.chipped_anvil: #9, 18(5%)
minecraft.mined.cherry_sapling: #8, 2(1%)
minecraft.mined.light_blue_terracotta: #8, 19(1%)
minecraft.dropped.honey_bottle: #8, 2(1%)
minecraft.crafted.jungle_button: #8, 2(0%)
minecraft.dropped.amethyst_cluster: #8, 3(0%)
minecraft.crafted.mangrove_pressure_plate: #8, 2(0%)
minecraft.mined.green_glazed_terracotta: #8, 1(0%)
minecraft.crafted.chiseled_quartz_block: #8, 3(0%)
minecraft.dropped.clay_ball: #8, 68(0%)
minecraft.crafted.end_rod: #8, 40(0%)
minecraft.picked_up.yellow_glazed_terracotta: #8, 1(0%)
minecraft.used.diorite: #9, 783(3%)
minecraft.picked_up.jungle_stairs: #8, 3(0%)
minecraft.used.melon: #8, 12(0%)
minecraft.crafted.bamboo_trapdoor: #8, 2(0%)
minecraft.dropped.mud: #9, 66(6%)
minecraft.dropped.sculk_vein: #8, 1(0%)
minecraft.crafted.stone_pickaxe: #9, 7(4%)
minecraft.mined.gray_glazed_terracotta: #8, 2(0%)
minecraft.crafted.green_glazed_terracotta: #8, 2(0%)
minecraft.used.warped_pressure_plate: #8, 1(0%)
minecraft.crafted.polished_blackstone_brick_slab: #8, 2(0%)
minecraft.picked_up.yellow_carpet: #8, 18(0%)
minecraft.used.raw_iron_block: #8, 13(0%)
minecraft.crafted.light_blue_carpet: #8, 3(0%)
minecraft.dropped.white_concrete_powder: #8, 1(0%)
minecraft.picked_up.saddle: #9, 16(3%)
minecraft.crafted.tnt: #9, 5158(4%)
minecraft.custom.open_enderchest: #10, 4802(4%)
minecraft.mined.red_wool: #9, 167(4%)
minecraft.picked_up.mud_bricks: #9, 90(4%)
minecraft.used.stone_pickaxe: #9, 436(3%)
minecraft.mined.glowstone: #9, 287(3%)
minecraft.dropped.dandelion: #9, 68(3%)
minecraft.picked_up.andesite_stairs: #9, 33(4%)
minecraft.picked_up.hay_block: #9, 207(4%)
minecraft.custom.interact_with_furnace: #10, 2460(5%)
minecraft.mined.dark_oak_leaves: #9, 1680(3%)
minecraft.used.damaged_anvil: #9, 6(4%)
minecraft.crafted.dark_oak_fence: #9, 423(3%)
minecraft.picked_up.cobbled_deepslate_stairs: #9, 55(3%)
minecraft.mined.smooth_stone_slab: #9, 90(3%)
minecraft.mined.tall_seagrass: #9, 164(3%)
minecraft.mined.weeping_vines_plant: #9, 30(4%)
minecraft.custom.swim_one_cm: #10, 5594459(4%)
minecraft.mined.bone_block: #9, 230(3%)
minecraft.used.warped_sign: #9, 59(4%)
minecraft.used.honey_bottle: #9, 30(4%)
minecraft.mined.andesite_slab: #9, 21(4%)
minecraft.picked_up.dark_prismarine: #9, 138(3%)
minecraft.used.bundle: #9, 58(3%)
minecraft.dropped.spruce_slab: #9, 75(3%)
minecraft.crafted.mangrove_trapdoor: #9, 114(3%)
minecraft.killed.bat: #9, 10(4%)
minecraft.mined.moss_block: #9, 3142(2%)
minecraft.mined.brown_mushroom: #9, 117(3%)
minecraft.dropped.scaffolding: #9, 387(3%)
minecraft.picked_up.blast_furnace: #9, 13(3%)
minecraft.crafted.bread: #9, 1026(3%)
minecraft.mined.oak_door: #9, 3(3%)
minecraft.picked_up.oak_pressure_plate: #9, 2(4%)
minecraft.custom.damage_dealt: #9, 1126183(1%)
minecraft.picked_up.soul_soil: #9, 663(2%)
minecraft.picked_up.shulker_box: #10, 3617(5%)
minecraft.picked_up.ladder: #10, 370(6%)
minecraft.killed.hoglin: #9, 11(3%)
minecraft.picked_up.jukebox: #9, 13(2%)
minecraft.dropped.filled_map: #9, 1210(2%)
minecraft.mined.dropper: #9, 59(2%)
minecraft.dropped.oak_fence: #9, 9(3%)
minecraft.picked_up.flint_and_steel: #9, 24(2%)
minecraft.crafted.mud_bricks: #9, 412(2%)
minecraft.mined.cobbled_deepslate_wall: #9, 11(3%)
minecraft.used.mangrove_trapdoor: #9, 75(2%)
minecraft.crafted.mangrove_door: #9, 3(3%)
minecraft.used.packed_mud: #9, 275(2%)
minecraft.killed.horse: #9, 5(2%)
minecraft.used.bow: #10, 3062(4%)
minecraft.used.string: #9, 546(2%)
minecraft.dropped.iron_door: #9, 3(3%)
minecraft.custom.trigger_trapped_chest: #9, 15(2%)
minecraft.mined.deepslate_tile_wall: #9, 20(2%)
minecraft.picked_up.polished_andesite_slab: #9, 103(2%)
minecraft.mined.warped_wall_sign: #9, 7(2%)
minecraft.dropped.iron_axe: #9, 28(2%)
minecraft.picked_up.light_gray_wool: #9, 212(2%)
minecraft.mined.nether_bricks: #9, 377(1%)
minecraft.custom.pot_flower: #10, 78(5%)
minecraft.crafted.polished_andesite_slab: #9, 118(2%)
minecraft.used.stone: #10, 37849(4%)
minecraft.mined.jukebox: #9, 9(2%)
minecraft.mined.pitcher_plant: #9, 2(3%)
minecraft.killed.skeleton: #9, 1051(1%)
minecraft.picked_up.arrow: #10, 3363(4%)
minecraft.mined.chain: #10, 114(5%)
minecraft.crafted.lime_dye: #9, 588(2%)
minecraft.mined.cartography_table: #9, 3(2%)
minecraft.dropped.rotten_flesh: #9, 2572(1%)
minecraft.killed.bee: #9, 3(2%)
minecraft.crafted.yellow_wool: #9, 61(2%)
minecraft.picked_up.pumpkin_seeds: #9, 851(1%)
minecraft.mined.chorus_flower: #9, 4(2%)
minecraft.dropped.diamond_chestplate: #9, 1(2%)
minecraft.picked_up.calcite: #10, 2175(4%)
minecraft.crafted.pumpkin_seeds: #9, 28(2%)
minecraft.crafted.snow_block: #9, 1531(1%)
minecraft.dropped.purpur_block: #9, 11(2%)
minecraft.picked_up.sponge: #9, 188(2%)
minecraft.crafted.lime_stained_glass_pane: #9, 32(2%)
minecraft.mined.red_shulker_box: #10, 449(4%)
minecraft.used.nether_wart_block: #9, 52(1%)
minecraft.picked_up.stone_slab: #10, 923(4%)
minecraft.dropped.purpur_slab: #9, 2(2%)
minecraft.crafted.warped_door: #9, 3(2%)
minecraft.mined.waxed_copper_block: #9, 19(2%)
minecraft.used.diorite_wall: #9, 59(2%)
minecraft.dropped.cobbled_deepslate_slab: #9, 13(1%)
minecraft.dropped.end_stone_bricks: #9, 7(2%)
minecraft.picked_up.leather_boots: #9, 14(1%)
minecraft.crafted.netherite_ingot: #9, 25(1%)
minecraft.crafted.enchanted_book: #9, 193(1%)
minecraft.dropped.sunflower: #9, 14(1%)
minecraft.picked_up.waxed_copper_block: #9, 19(1%)
minecraft.used.verdant_froglight: #9, 82(1%)
minecraft.used.stripped_spruce_wood: #9, 40(1%)
minecraft.mined.andesite_wall: #9, 16(1%)
minecraft.picked_up.light_gray_concrete_powder: #9, 203(1%)
minecraft.mined.sculk: #9, 635(1%)
minecraft.dropped.nether_bricks: #9, 18(1%)
minecraft.mined.lime_wool: #9, 15(1%)
minecraft.used.red_shulker_box: #10, 458(4%)
minecraft.picked_up.brown_wool: #9, 68(1%)
minecraft.picked_up.sculk: #9, 399(1%)
minecraft.used.chicken: #9, 1(1%)
minecraft.used.leather_boots: #9, 1(1%)
minecraft.crafted.stone_sword: #9, 3(1%)
minecraft.crafted.acacia_sign: #9, 9(1%)
minecraft.mined.diorite_wall: #9, 3(1%)
minecraft.dropped.hay_block: #9, 11(1%)
minecraft.mined.nether_brick_fence: #9, 12(1%)
minecraft.mined.bubble_coral: #9, 4(1%)
minecraft.mined.acacia_fence: #9, 1(1%)
minecraft.picked_up.white_concrete_powder: #9, 275(1%)
minecraft.mined.lapis_ore: #10, 196(4%)
minecraft.picked_up.nether_brick_stairs: #9, 2(1%)
minecraft.used.music_disc_strad: #9, 1(1%)
minecraft.custom.open_chest: #11, 38152(4%)
minecraft.crafted.cake: #9, 2(1%)
minecraft.dropped.ghast_tear: #9, 1(1%)
minecraft.used.lime_dye: #9, 2(1%)
minecraft.mined.sculk_vein: #9, 153(1%)
minecraft.picked_up.gold_ore: #10, 79(5%)
minecraft.mined.pink_wool: #9, 17(1%)
minecraft.crafted.crimson_button: #9, 2(1%)
minecraft.dropped.pink_petals: #9, 4(1%)
minecraft.dropped.iron_leggings: #9, 3(1%)
minecraft.dropped.crimson_planks: #9, 4(1%)
minecraft.mined.jungle_stairs: #9, 3(1%)
minecraft.crafted.dark_oak_pressure_plate: #9, 2(1%)
minecraft.crafted.emerald_block: #9, 613(1%)
minecraft.dropped.iron_trapdoor: #9, 4(1%)
minecraft.crafted.dried_kelp: #9, 98(1%)
minecraft.mined.horn_coral_fan: #9, 3(1%)
minecraft.used.light_gray_carpet: #9, 85(1%)
minecraft.picked_up.chiseled_quartz_block: #9, 2(1%)
minecraft.mined.polished_blackstone_stairs: #9, 7(1%)
minecraft.used.goat_horn: #9, 2(1%)
minecraft.picked_up.wither_skeleton_skull: #9, 16(1%)
minecraft.used.wither_skeleton_skull: #9, 10(1%)
minecraft.used.polished_blackstone_stairs: #9, 31(0%)
minecraft.dropped.soul_sand: #9, 63(0%)
minecraft.dropped.salmon: #9, 9(1%)
minecraft.picked_up.cyan_bed: #9, 4(1%)
minecraft.picked_up.waxed_cut_copper: #9, 2(1%)
minecraft.mined.chiseled_polished_blackstone: #9, 2(0%)
minecraft.picked_up.waxed_exposed_cut_copper_slab: #9, 2(1%)
minecraft.mined.waxed_exposed_copper: #9, 6(1%)
minecraft.picked_up.oak_sign: #10, 83(3%)
minecraft.dropped.blue_terracotta: #9, 1(0%)
minecraft.picked_up.orange_glazed_terracotta: #9, 1(0%)
minecraft.mined.jungle_slab: #9, 2(0%)
minecraft.mined.waxed_exposed_cut_copper_slab: #9, 1(0%)
minecraft.used.purple_stained_glass_pane: #9, 14(0%)
