stat, rank, value, (percentage) 
minecraft.picked_up.raw_iron_block: #10, 13(0%)
minecraft.mined.purple_terracotta: #10, 2(0%)
minecraft.crafted.brick_slab: #10, 6(0%)
minecraft.used.light_weighted_pressure_plate: #10, 5(0%)
minecraft.used.stripped_jungle_log: #10, 1(0%)
minecraft.picked_up.deepslate_gold_ore: #11, 235(4%)
minecraft.picked_up.sweet_berries: #11, 962(3%)
minecraft.picked_up.beacon: #11, 27(4%)
minecraft.picked_up.deepslate_tiles: #11, 354(3%)
minecraft.crafted.diamond_axe: #11, 5(3%)
minecraft.picked_up.quartz: #11, 3084(3%)
minecraft.mined.cobweb: #11, 178(3%)
minecraft.used.white_bed: #11, 83(3%)
minecraft.mined.anvil: #11, 33(3%)
minecraft.picked_up.dark_oak_sign: #11, 28(2%)
minecraft.picked_up.terracotta: #11, 5335(2%)
minecraft.crafted.diamond_helmet: #11, 3(2%)
minecraft.crafted.redstone_block: #11, 1125(2%)
minecraft.mined.nether_wart_block: #11, 945(3%)
minecraft.used.dark_oak_trapdoor: #11, 371(2%)
minecraft.mined.azalea: #11, 81(2%)
minecraft.used.crossbow: #11, 25(2%)
minecraft.mined.dark_oak_wall_sign: #11, 12(3%)
minecraft.used.warped_planks: #11, 677(2%)
minecraft.used.cactus: #11, 99(2%)
minecraft.mined.dark_oak_leaves: #11, 1090(2%)
minecraft.used.deepslate_tile_slab: #11, 453(2%)
minecraft.mined.weeping_vines_plant: #11, 19(2%)
minecraft.mined.dark_oak_sign: #11, 2(3%)
minecraft.picked_up.mud_brick_slab: #11, 29(3%)
minecraft.mined.stone_brick_stairs: #11, 46(2%)
minecraft.crafted.dark_oak_trapdoor: #11, 314(2%)
minecraft.used.piston: #11, 276(2%)
minecraft.picked_up.honeycomb: #11, 151(2%)
minecraft.mined.blue_concrete: #11, 63(2%)
minecraft.crafted.book: #11, 53(2%)
minecraft.crafted.brown_carpet: #11, 96(2%)
minecraft.picked_up.warped_sign: #11, 12(2%)
minecraft.picked_up.mossy_cobblestone: #11, 167(2%)
minecraft.mined.black_wool: #11, 44(2%)
minecraft.mined.packed_mud: #11, 39(2%)
minecraft.picked_up.brown_mushroom_block: #11, 924(2%)
minecraft.used.obsidian: #11, 615(1%)
minecraft.mined.sugar_cane: #11, 1022(1%)
minecraft.used.spruce_leaves: #11, 671(1%)
minecraft.picked_up.smooth_stone: #11, 221(2%)
minecraft.used.cooked_cod: #11, 18(2%)
minecraft.picked_up.cobblestone_stairs: #11, 33(2%)
minecraft.used.packed_mud: #11, 215(2%)
minecraft.used.emerald_ore: #11, 6(3%)
minecraft.crafted.purple_dye: #11, 480(2%)
minecraft.picked_up.raw_copper_block: #11, 44(2%)
minecraft.dropped.netherite_helmet: #11, 1(2%)
minecraft.mined.blast_furnace: #11, 6(2%)
minecraft.used.dark_oak_slab: #11, 452(1%)
minecraft.used.blue_concrete_powder: #11, 49(2%)
minecraft.crafted.cyan_bed: #11, 1(2%)
minecraft.used.redstone_block: #11, 289(1%)
minecraft.picked_up.chorus_fruit: #11, 111(1%)
minecraft.dropped.basalt: #11, 360(1%)
minecraft.used.deepslate_diamond_ore: #11, 273(1%)
minecraft.picked_up.large_amethyst_bud: #11, 21(2%)
minecraft.used.deepslate_lapis_ore: #11, 18(2%)
minecraft.used.green_wool: #11, 101(2%)
minecraft.crafted.green_terracotta: #11, 696(1%)
minecraft.picked_up.dark_oak_button: #11, 12(2%)
minecraft.used.nether_bricks: #11, 125(1%)
minecraft.used.cobblestone_wall: #11, 95(1%)
minecraft.dropped.flowering_azalea: #11, 11(1%)
minecraft.mined.crimson_planks: #11, 32(1%)
minecraft.crafted.white_stained_glass_pane: #11, 128(1%)
minecraft.used.peony: #11, 4(1%)
minecraft.picked_up.twisting_vines: #11, 34(1%)
minecraft.picked_up.black_banner: #11, 6(2%)
minecraft.picked_up.green_concrete: #11, 117(1%)
minecraft.used.blue_concrete: #11, 28(1%)
minecraft.crafted.iron_chestplate: #11, 5(1%)
minecraft.crafted.cobblestone_slab: #11, 138(1%)
minecraft.mined.white_stained_glass_pane: #11, 8(1%)
minecraft.picked_up.mud: #11, 785(1%)
minecraft.crafted.golden_leggings: #11, 1(2%)
minecraft.used.magenta_dye: #11, 1(2%)
minecraft.used.birch_fence_gate: #11, 15(1%)
minecraft.picked_up.pumpkin: #11, 203(1%)
minecraft.crafted.crimson_stairs: #11, 32(1%)
minecraft.used.purple_dye: #11, 1(2%)
minecraft.used.leather_boots: #11, 1(1%)
minecraft.crafted.bamboo_planks: #11, 144(1%)
minecraft.dropped.deepslate_diamond_ore: #11, 15(1%)
minecraft.used.dark_oak_fence_gate: #11, 19(1%)
minecraft.crafted.glowstone: #11, 183(1%)
minecraft.used.polished_blackstone_slab: #11, 129(1%)
minecraft.crafted.player_head: #11, 104(1%)
minecraft.picked_up.cobblestone_slab: #11, 77(1%)
minecraft.used.soul_sand: #11, 159(1%)
minecraft.mined.cobbled_deepslate_wall: #11, 3(1%)
minecraft.picked_up.crying_obsidian: #11, 43(1%)
minecraft.used.orange_concrete_powder: #11, 122(1%)
minecraft.crafted.jungle_sign: #11, 3(1%)
minecraft.mined.mangrove_wall_sign: #11, 1(1%)
minecraft.crafted.gold_nugget: #11, 558(1%)
minecraft.dropped.obsidian: #11, 42(0%)
minecraft.mined.mud_brick_wall: #11, 1(1%)
minecraft.mined.brown_concrete_powder: #11, 1(1%)
minecraft.mined.exposed_cut_copper: #11, 1(1%)
minecraft.crafted.light_blue_stained_glass: #11, 48(1%)
minecraft.picked_up.purple_dye: #11, 3(1%)
minecraft.picked_up.sandstone_wall: #11, 6(1%)
minecraft.crafted.netherite_scrap: #11, 19(0%)
minecraft.crafted.cooked_chicken: #11, 12(0%)
minecraft.crafted.diamond_sword: #12, 5(3%)
minecraft.picked_up.melon: #11, 6(1%)
minecraft.mined.polished_granite_slab: #11, 6(0%)
minecraft.picked_up.prismarine_shard: #11, 46(0%)
minecraft.picked_up.blue_wool: #11, 19(0%)
minecraft.mined.small_amethyst_bud: #11, 23(0%)
minecraft.used.horn_coral_fan: #11, 1(0%)
minecraft.picked_up.brown_carpet: #11, 40(0%)
minecraft.picked_up.small_amethyst_bud: #11, 22(0%)
minecraft.mined.polished_blackstone_wall: #11, 3(0%)
minecraft.dropped.compass: #12, 110(3%)
minecraft.mined.cherry_sapling: #11, 1(0%)
minecraft.used.jungle_sign: #11, 1(0%)
minecraft.used.small_amethyst_bud: #11, 10(0%)
minecraft.used.fire_coral_fan: #11, 1(0%)
minecraft.picked_up.jack_o_lantern: #11, 5(0%)
minecraft.used.quartz_bricks: #11, 4(0%)
minecraft.mined.smooth_sandstone_slab: #11, 1(0%)
minecraft.used.melon: #11, 6(0%)
minecraft.picked_up.cyan_concrete_powder: #11, 4(0%)
minecraft.used.raw_iron_block: #11, 3(0%)
minecraft.killed.zombified_piglin: #11, 14(0%)
minecraft.crafted.lever: #12, 201(4%)
minecraft.picked_up.iron_nugget: #12, 2279(3%)
minecraft.mined.barrel: #12, 103(3%)
minecraft.picked_up.iron_helmet: #12, 6(3%)
minecraft.picked_up.item_frame: #12, 183(3%)
minecraft.used.item_frame: #12, 327(3%)
minecraft.mined.deepslate_iron_ore: #12, 576(3%)
minecraft.used.writable_book: #12, 152(2%)
minecraft.used.water_bucket: #12, 1889(2%)
minecraft.used.deepslate_tiles: #12, 1900(3%)
minecraft.dropped.ender_pearl: #12, 7263(2%)
minecraft.used.enchanting_table: #12, 3(3%)
minecraft.crafted.diamond_block: #12, 159(3%)
minecraft.mined.chipped_anvil: #12, 11(3%)
minecraft.mined.sweet_berry_bush: #12, 12(3%)
minecraft.mined.dark_oak_slab: #12, 72(2%)
minecraft.dropped.diamond_helmet: #12, 3(3%)
minecraft.mined.ladder: #12, 43(2%)
minecraft.picked_up.snow: #12, 1135(2%)
minecraft.picked_up.cookie: #12, 38(2%)
minecraft.mined.damaged_anvil: #12, 5(2%)
minecraft.picked_up.red_terracotta: #12, 947(2%)
minecraft.picked_up.oak_pressure_plate: #12, 2(4%)
minecraft.picked_up.deepslate_lapis_ore: #12, 59(2%)
minecraft.dropped.netherite_pickaxe: #12, 5(2%)
minecraft.used.crimson_trapdoor: #12, 85(3%)
minecraft.used.stripped_crimson_stem: #12, 27(2%)
minecraft.picked_up.diamond_chestplate: #12, 7(2%)
minecraft.picked_up.shears: #12, 20(2%)
minecraft.crafted.furnace: #13, 179(4%)
minecraft.mined.mud_bricks: #12, 44(2%)
minecraft.picked_up.sunflower: #12, 396(2%)
minecraft.picked_up.splash_potion: #12, 15(2%)
minecraft.used.dark_oak_planks: #12, 545(2%)
minecraft.used.stone_slab: #12, 1498(2%)
minecraft.picked_up.dark_oak_fence: #12, 76(2%)
minecraft.crafted.diamond_boots: #12, 3(2%)
minecraft.crafted.copper_ingot: #12, 1499(2%)
minecraft.picked_up.mangrove_stairs: #12, 8(3%)
minecraft.killed_by.warden: #12, 5(2%)
minecraft.mined.spore_blossom: #12, 8(2%)
minecraft.mined.big_dripleaf_stem: #12, 7(2%)
minecraft.crafted.packed_mud: #12, 644(2%)
minecraft.picked_up.redstone_block: #12, 320(1%)
minecraft.picked_up.packed_mud: #12, 39(2%)
minecraft.crafted.red_stained_glass: #12, 440(2%)
minecraft.dropped.glass_bottle: #12, 93(1%)
minecraft.picked_up.soul_soil: #12, 382(1%)
minecraft.used.oxidized_copper: #12, 277(1%)
minecraft.mined.large_amethyst_bud: #12, 24(2%)
minecraft.mined.soul_soil: #12, 432(1%)
minecraft.mined.warped_wart_block: #12, 684(1%)
minecraft.used.podzol: #12, 51(1%)
minecraft.used.diamond_helmet: #12, 2(2%)
minecraft.picked_up.firework_rocket: #12, 4132(1%)
minecraft.picked_up.warped_wart_block: #12, 658(1%)
minecraft.used.nether_quartz_ore: #12, 183(1%)
minecraft.picked_up.spruce_button: #12, 6(1%)
minecraft.crafted.writable_book: #12, 14(1%)
minecraft.used.mossy_cobblestone: #12, 174(1%)
minecraft.crafted.polished_andesite_slab: #12, 76(1%)
minecraft.mined.cobblestone_wall: #12, 15(1%)
minecraft.used.deepslate_brick_stairs: #12, 156(1%)
minecraft.used.dark_oak_sapling: #12, 74(1%)
minecraft.picked_up.green_terracotta: #12, 128(1%)
minecraft.mined.tube_coral_block: #12, 25(1%)
minecraft.used.smooth_quartz_slab: #12, 110(1%)
minecraft.dropped.moss_carpet: #12, 104(1%)
minecraft.picked_up.cobbled_deepslate_wall: #12, 11(1%)
minecraft.crafted.green_concrete_powder: #12, 384(1%)
minecraft.dropped.netherrack: #12, 2977(1%)
minecraft.used.fern: #12, 16(1%)
minecraft.used.cake: #12, 1(1%)
minecraft.picked_up.deepslate_brick_stairs: #12, 29(1%)
minecraft.crafted.dark_oak_pressure_plate: #12, 2(1%)
minecraft.mined.allium: #12, 4(1%)
minecraft.mined.dirt: #13, 28513(3%)
minecraft.crafted.dark_oak_button: #12, 16(0%)
minecraft.crafted.quartz_pillar: #12, 128(1%)
minecraft.crafted.andesite_stairs: #12, 8(1%)
minecraft.used.lime_dye: #12, 1(0%)
minecraft.dropped.elytra: #13, 11(3%)
minecraft.picked_up.mud_brick_wall: #12, 1(1%)
minecraft.used.cyan_dye: #12, 2(0%)
minecraft.crafted.green_stained_glass: #12, 56(0%)
minecraft.custom.interact_with_smoker: #12, 2(0%)
minecraft.dropped.name_tag: #12, 2(0%)
minecraft.crafted.compass: #12, 53(0%)
minecraft.dropped.blackstone: #12, 85(0%)
minecraft.crafted.pink_stained_glass: #12, 48(0%)
minecraft.dropped.baked_potato: #12, 1(0%)
minecraft.dropped.iron_axe: #12, 3(0%)
minecraft.crafted.purple_terracotta: #12, 24(0%)
minecraft.used.gray_stained_glass: #12, 55(0%)
minecraft.crafted.black_banner: #12, 3(0%)
minecraft.used.acacia_wood: #12, 9(0%)
minecraft.used.bamboo_block: #12, 9(0%)
minecraft.picked_up.polished_blackstone_wall: #12, 3(0%)
minecraft.dropped.smooth_quartz: #12, 1(0%)
minecraft.used.acacia_sapling: #12, 10(0%)
minecraft.picked_up.blue_dye: #12, 1(0%)
minecraft.mined.smooth_sandstone_stairs: #12, 1(0%)
minecraft.picked_up.smooth_sandstone_stairs: #12, 1(0%)
minecraft.mined.jungle_trapdoor: #12, 1(0%)
minecraft.used.smooth_sandstone_stairs: #12, 1(0%)
minecraft.crafted.packed_ice: #12, 1(0%)
minecraft.used.chest: #13, 1167(3%)
minecraft.picked_up.stone_slab: #13, 662(3%)
minecraft.mined.nether_quartz_ore: #13, 1899(3%)
minecraft.custom.minecart_one_cm: #13, 2136898(3%)
minecraft.crafted.ladder: #13, 324(3%)
minecraft.used.anvil: #13, 100(3%)
minecraft.picked_up.barrel: #13, 107(3%)
minecraft.picked_up.diamond_leggings: #13, 23(2%)
minecraft.custom.open_chest: #14, 32034(4%)
minecraft.used.carved_pumpkin: #13, 19(2%)
minecraft.custom.interact_with_lectern: #13, 186(2%)
minecraft.picked_up.rail: #13, 1307(2%)
minecraft.picked_up.damaged_anvil: #13, 6(3%)
minecraft.used.netherrack: #13, 3688(2%)
minecraft.picked_up.goat_horn: #13, 6(2%)
minecraft.picked_up.blue_concrete_powder: #13, 30(2%)
minecraft.picked_up.nether_quartz_ore: #13, 437(2%)
minecraft.mined.dirt_path: #13, 133(2%)
minecraft.used.granite: #13, 470(2%)
minecraft.used.oak_boat: #13, 23(2%)
minecraft.picked_up.crimson_planks: #13, 102(2%)
minecraft.used.brewing_stand: #13, 11(2%)
minecraft.crafted.dark_oak_stairs: #13, 248(2%)
minecraft.dropped.cooked_beef: #13, 42(3%)
minecraft.dropped.wooden_pickaxe: #13, 1(2%)
minecraft.killed.salmon: #13, 31(2%)
minecraft.crafted.stone_slab: #13, 864(2%)
minecraft.picked_up.nether_wart_block: #13, 859(2%)
minecraft.used.flowering_azalea: #13, 34(2%)
minecraft.mined.polished_deepslate: #13, 158(2%)
minecraft.crafted.shears: #13, 155(1%)
minecraft.mined.dark_oak_sapling: #13, 7(2%)
minecraft.mined.andesite_stairs: #13, 9(2%)
minecraft.dropped.birch_sapling: #13, 31(2%)
minecraft.dropped.sand: #13, 517(2%)
minecraft.picked_up.copper_block: #13, 181(1%)
minecraft.mined.spruce_planks: #13, 295(1%)
minecraft.picked_up.red_wool: #13, 189(2%)
minecraft.mined.brown_mushroom_block: #13, 720(2%)
minecraft.used.honey_bottle: #13, 14(2%)
minecraft.used.bundle: #13, 27(1%)
minecraft.picked_up.sticky_piston: #13, 66(1%)
minecraft.picked_up.white_concrete: #13, 891(1%)
minecraft.used.jungle_log: #13, 110(1%)
minecraft.picked_up.emerald_ore: #13, 11(1%)
minecraft.mined.sticky_piston: #13, 46(1%)
minecraft.crafted.crafting_table: #14, 105(3%)
minecraft.used.mangrove_planks: #13, 53(1%)
minecraft.crafted.cooked_beef: #13, 73(1%)
minecraft.crafted.cobblestone_stairs: #13, 32(1%)
minecraft.crafted.flower_pot: #13, 67(1%)
minecraft.picked_up.iron_boots: #13, 7(1%)
minecraft.picked_up.gray_stained_glass: #13, 22(1%)
minecraft.mined.cobbled_deepslate_stairs: #13, 10(1%)
minecraft.mined.smithing_table: #13, 4(1%)
minecraft.used.iron_trapdoor: #13, 60(1%)
minecraft.used.red_concrete: #13, 243(1%)
minecraft.mined.red_concrete: #13, 287(1%)
minecraft.used.stone_stairs: #13, 125(1%)
minecraft.used.golden_apple: #13, 3(1%)
minecraft.mined.magma_block: #13, 359(1%)
minecraft.picked_up.dark_oak_slab: #13, 74(1%)
minecraft.crafted.iron_block: #13, 1069(1%)
minecraft.used.andesite_slab: #13, 101(1%)
minecraft.mined.infested_deepslate: #13, 4(1%)
minecraft.dropped.packed_ice: #13, 64(1%)
minecraft.used.cooked_salmon: #13, 10(1%)
minecraft.used.green_concrete_powder: #13, 385(1%)
minecraft.mined.gray_stained_glass: #13, 8(1%)
minecraft.picked_up.charcoal: #13, 60(1%)
minecraft.used.gold_block: #13, 57(1%)
minecraft.picked_up.glow_item_frame: #13, 13(1%)
minecraft.picked_up.cooked_cod: #13, 6(1%)
minecraft.used.warped_fence: #13, 19(1%)
minecraft.crafted.brown_dye: #13, 69(1%)
minecraft.mined.oak_sapling: #13, 7(1%)
minecraft.mined.diamond_block: #13, 20(1%)
minecraft.picked_up.white_stained_glass_pane: #13, 13(1%)
minecraft.crafted.polished_deepslate_stairs: #13, 20(1%)
minecraft.picked_up.quartz_block: #13, 154(1%)
minecraft.crafted.golden_boots: #13, 1(1%)
minecraft.picked_up.netherite_axe: #13, 2(1%)
minecraft.picked_up.music_disc_blocks: #13, 1(1%)
minecraft.used.orange_dye: #13, 2(1%)
minecraft.crafted.dark_oak_fence_gate: #13, 13(1%)
minecraft.crafted.light_blue_concrete_powder: #13, 48(1%)
minecraft.used.cyan_concrete: #13, 71(0%)
minecraft.crafted.light_blue_terracotta: #13, 96(0%)
minecraft.picked_up.exposed_cut_copper: #13, 1(1%)
minecraft.used.dark_oak_button: #13, 12(0%)
minecraft.used.green_concrete: #13, 72(0%)
minecraft.dropped.bread: #13, 134(0%)
minecraft.used.deepslate_brick_wall: #13, 36(0%)
minecraft.crafted.leather_leggings: #13, 3(0%)
minecraft.crafted.andesite_slab: #13, 32(0%)
minecraft.mined.lime_terracotta: #13, 26(0%)
minecraft.mined.infested_stone: #13, 1(0%)
minecraft.crafted.red_terracotta: #13, 184(0%)
minecraft.crafted.blue_terracotta: #13, 72(0%)
minecraft.crafted.blue_concrete_powder: #13, 48(0%)
minecraft.dropped.dark_oak_leaves: #13, 2(0%)
minecraft.mined.mud_brick_stairs: #13, 2(0%)
minecraft.mined.acacia_wood: #13, 1(0%)
minecraft.picked_up.stripped_oak_wood: #13, 4(0%)
minecraft.used.jungle_leaves: #13, 9(0%)
minecraft.used.stripped_oak_wood: #13, 4(0%)
minecraft.mined.sculk_sensor: #13, 8(0%)
minecraft.crafted.arrow: #13, 20(0%)
minecraft.mined.gilded_blackstone: #13, 1(0%)
minecraft.mined.magenta_glazed_terracotta: #13, 1(0%)
minecraft.mined.green_carpet: #13, 1(0%)
minecraft.used.sandstone_wall: #13, 7(0%)
minecraft.crafted.pumpkin_pie: #13, 32(0%)
minecraft.picked_up.magenta_glazed_terracotta: #13, 1(0%)
minecraft.picked_up.lime_dye: #13, 2(0%)
minecraft.mined.muddy_mangrove_roots: #13, 2(0%)
minecraft.mined.black_carpet: #13, 3(0%)
minecraft.used.cut_sandstone: #13, 8(0%)
minecraft.picked_up.jungle_trapdoor: #13, 1(0%)
minecraft.used.jungle_trapdoor: #13, 1(0%)
minecraft.dropped.black_wool: #13, 1(0%)
minecraft.picked_up.chipped_anvil: #14, 12(3%)
minecraft.picked_up.player_head: #14, 532(2%)
minecraft.killed.player: #14, 42(2%)
minecraft.custom.interact_with_loom: #14, 17(2%)
minecraft.used.deepslate_gold_ore: #14, 116(3%)
minecraft.picked_up.white_shulker_box: #14, 114(2%)
minecraft.used.white_shulker_box: #14, 115(2%)
minecraft.mined.white_shulker_box: #14, 108(2%)
minecraft.used.glowstone: #14, 180(2%)
minecraft.mined.flowering_azalea: #14, 39(2%)
minecraft.used.wooden_sword: #14, 76(2%)
minecraft.mined.red_terracotta: #14, 655(2%)
minecraft.mined.lilac: #14, 9(2%)
minecraft.mined.moss_block: #14, 1715(1%)
minecraft.picked_up.stone_brick_stairs: #14, 54(2%)
minecraft.mined.brewing_stand: #14, 6(2%)
minecraft.picked_up.salmon: #14, 31(1%)
minecraft.crafted.birch_trapdoor: #14, 46(2%)
minecraft.mined.glass: #14, 232(1%)
minecraft.crafted.crimson_trapdoor: #14, 60(1%)
minecraft.dropped.water_bucket: #14, 5(1%)
minecraft.crafted.enchanting_table: #14, 1(2%)
minecraft.picked_up.poppy: #14, 289(1%)
minecraft.picked_up.nether_gold_ore: #14, 59(1%)
minecraft.used.dark_oak_sign: #14, 22(1%)
minecraft.picked_up.sugar_cane: #14, 1913(1%)
minecraft.crafted.mossy_cobblestone: #14, 372(1%)
minecraft.dropped.andesite: #14, 231(1%)
minecraft.used.red_concrete_powder: #14, 359(1%)
minecraft.picked_up.carved_pumpkin: #14, 171(1%)
minecraft.used.white_concrete_powder: #14, 1102(1%)
minecraft.dropped.filled_map: #14, 547(1%)
minecraft.mined.white_wool: #14, 64(1%)
minecraft.used.red_wool: #14, 109(1%)
minecraft.mined.birch_trapdoor: #14, 7(1%)
minecraft.used.lilac: #14, 7(1%)
minecraft.used.suspicious_stew: #14, 2(1%)
minecraft.dropped.brown_mushroom: #14, 11(1%)
minecraft.custom.animals_bred: #14, 120(1%)
minecraft.mined.mud: #14, 797(1%)
minecraft.used.spruce_button: #14, 8(1%)
minecraft.picked_up.azure_bluet: #14, 38(1%)
minecraft.picked_up.netherite_ingot: #14, 1(1%)
minecraft.picked_up.music_disc_strad: #14, 1(1%)
minecraft.killed.hoglin: #14, 3(1%)
minecraft.picked_up.melon_seeds: #14, 3(1%)
minecraft.picked_up.cobbled_deepslate_stairs: #14, 10(1%)
minecraft.killed.elder_guardian: #14, 1(1%)
minecraft.dropped.stone_shovel: #14, 1(1%)
minecraft.mined.exposed_copper: #14, 14(1%)
minecraft.picked_up.pumpkin_seeds: #14, 342(0%)
minecraft.picked_up.fern: #14, 72(1%)
minecraft.picked_up.crossbow: #14, 8(1%)
minecraft.crafted.stone_sword: #14, 2(0%)
minecraft.used.gray_wool: #14, 90(0%)
minecraft.used.oak_sapling: #14, 143(0%)
minecraft.picked_up.cyan_concrete: #14, 67(1%)
minecraft.crafted.bamboo_block: #14, 88(1%)
minecraft.picked_up.chiseled_stone_bricks: #14, 42(0%)
minecraft.used.sculk_sensor: #14, 2(0%)
minecraft.mined.cyan_concrete: #14, 67(0%)
minecraft.picked_up.dirt: #15, 33597(3%)
minecraft.mined.red_mushroom: #14, 6(0%)
minecraft.picked_up.black_wool: #14, 68(0%)
minecraft.used.pumpkin: #14, 63(0%)
minecraft.used.polished_granite: #14, 41(0%)
minecraft.mined.soul_fire: #14, 3(0%)
minecraft.picked_up.acacia_wood: #14, 3(0%)
minecraft.crafted.wooden_sword: #14, 6(0%)
minecraft.used.brown_mushroom: #14, 18(0%)
minecraft.picked_up.netherite_shovel: #14, 1(0%)
minecraft.picked_up.green_bed: #14, 3(0%)
minecraft.crafted.red_bed: #14, 1(0%)
minecraft.dropped.bamboo: #14, 79(0%)
minecraft.crafted.map: #14, 53(0%)
minecraft.used.terracotta: #14, 65(0%)
minecraft.crafted.leather_boots: #14, 3(0%)
minecraft.picked_up.mud_brick_stairs: #14, 2(0%)
minecraft.crafted.mud_brick_slab: #14, 6(0%)
minecraft.mined.smooth_sandstone: #14, 16(0%)
minecraft.mined.cut_sandstone: #14, 15(0%)
minecraft.picked_up.dark_prismarine_slab: #14, 7(0%)
minecraft.mined.stripped_oak_wood: #14, 4(0%)
minecraft.mined.chorus_plant: #14, 1(0%)
minecraft.picked_up.cut_sandstone: #14, 13(0%)
minecraft.mined.dark_prismarine_slab: #14, 5(0%)
minecraft.crafted.acacia_wood: #14, 9(0%)
minecraft.picked_up.nether_brick: #14, 16(0%)
minecraft.crafted.andesite_wall: #14, 6(0%)
minecraft.mined.sculk_shrieker: #14, 1(0%)
minecraft.used.rotten_flesh: #14, 2(0%)
minecraft.used.end_stone: #14, 40(0%)
minecraft.used.brick_stairs: #14, 1(0%)
minecraft.mined.light_gray_concrete_powder: #14, 3(0%)
minecraft.used.mangrove_fence: #14, 1(0%)
minecraft.picked_up.muddy_mangrove_roots: #14, 2(0%)
minecraft.mined.hanging_roots: #14, 1(0%)
minecraft.used.green_stained_glass: #14, 1(0%)
minecraft.used.snowball: #15, 166(2%)
minecraft.custom.fly_one_cm: #16, 70967453(2%)
minecraft.picked_up.moss_carpet: #15, 978(2%)
minecraft.picked_up.white_wool: #15, 454(2%)
minecraft.used.chain: #15, 230(2%)
minecraft.mined.cornflower: #15, 11(2%)
minecraft.used.grass_block: #15, 9258(2%)
minecraft.picked_up.written_book: #15, 10(1%)
minecraft.used.birch_trapdoor: #15, 43(2%)
minecraft.mined.dark_prismarine: #15, 28(2%)
minecraft.picked_up.oak_planks: #15, 258(1%)
minecraft.picked_up.mud_bricks: #15, 44(2%)
minecraft.picked_up.red_concrete: #15, 328(1%)
minecraft.dropped.stone_axe: #15, 2(2%)
minecraft.used.dark_oak_door: #15, 5(2%)
minecraft.mined.big_dripleaf: #15, 5(1%)
minecraft.picked_up.rose_bush: #15, 436(1%)
minecraft.picked_up.brewing_stand: #15, 6(1%)
minecraft.custom.horse_one_cm: #15, 652470(1%)
minecraft.mined.polished_blackstone_slab: #15, 32(1%)
minecraft.used.white_concrete: #15, 726(1%)
minecraft.dropped.chest: #15, 15(1%)
minecraft.picked_up.weeping_vines: #15, 44(1%)
minecraft.custom.damage_resisted: #15, 1450(1%)
minecraft.crafted.dark_oak_sign: #15, 21(1%)
minecraft.used.polished_deepslate: #15, 604(1%)
minecraft.picked_up.glass_bottle: #15, 144(1%)
minecraft.used.diorite: #15, 174(1%)
minecraft.crafted.lightning_rod: #15, 35(1%)
minecraft.used.lightning_rod: #15, 36(1%)
minecraft.used.glow_item_frame: #15, 24(1%)
minecraft.used.cooked_beef: #15, 75(1%)
minecraft.picked_up.suspicious_stew: #15, 2(1%)
minecraft.used.diamond_block: #15, 26(1%)
minecraft.crafted.warped_fence: #15, 18(1%)
minecraft.picked_up.seagrass: #15, 27(1%)
minecraft.mined.warped_trapdoor: #15, 7(1%)
minecraft.picked_up.red_dye: #15, 22(1%)
minecraft.mined.gold_block: #15, 28(0%)
minecraft.crafted.redstone_lamp: #15, 27(0%)
minecraft.picked_up.exposed_copper: #15, 13(0%)
minecraft.used.red_terracotta: #15, 231(0%)
minecraft.dropped.snowball: #15, 85(0%)
minecraft.crafted.light_gray_wool: #15, 36(1%)
minecraft.picked_up.bowl: #15, 2(1%)
minecraft.picked_up.mangrove_sign: #15, 1(1%)
minecraft.crafted.mossy_cobblestone_slab: #15, 10(1%)
minecraft.used.written_book: #15, 98(0%)
minecraft.killed.cod: #15, 5(0%)
minecraft.used.vine: #15, 4(0%)
minecraft.dropped.magma_cream: #15, 2(0%)
minecraft.picked_up.acacia_sapling: #15, 29(0%)
minecraft.used.sculk: #15, 108(0%)
minecraft.picked_up.birch_slab: #15, 8(0%)
minecraft.crafted.polished_granite: #15, 68(0%)
minecraft.mined.polished_blackstone: #15, 7(0%)
minecraft.used.brown_carpet: #15, 42(0%)
minecraft.used.deepslate_brick_slab: #15, 64(0%)
minecraft.mined.bell: #15, 1(0%)
minecraft.picked_up.golden_sword: #15, 3(0%)
minecraft.crafted.glass_bottle: #15, 183(0%)
minecraft.crafted.magenta_dye: #15, 49(0%)
minecraft.used.acacia_sign: #15, 2(0%)
minecraft.used.light_gray_concrete: #15, 49(0%)
minecraft.picked_up.sculk_sensor: #15, 8(0%)
minecraft.used.mangrove_sign: #15, 1(0%)
minecraft.crafted.leather_chestplate: #15, 2(0%)
minecraft.crafted.gray_stained_glass: #15, 56(0%)
minecraft.crafted.mangrove_fence: #15, 3(0%)
minecraft.picked_up.brick_stairs: #15, 1(0%)
minecraft.dropped.carrot: #15, 34(0%)
minecraft.used.mushroom_stem: #15, 32(0%)
minecraft.crafted.light_gray_concrete_powder: #15, 64(0%)
minecraft.picked_up.gilded_blackstone: #15, 1(0%)
minecraft.dropped.rose_bush: #15, 1(0%)
minecraft.picked_up.stripped_dark_oak_wood: #15, 2(0%)
minecraft.used.stripped_dark_oak_wood: #15, 2(0%)
minecraft.crafted.black_wool: #15, 11(0%)
minecraft.picked_up.purple_terracotta: #15, 2(0%)
minecraft.crafted.magenta_terracotta: #15, 8(0%)
minecraft.dropped.ink_sac: #15, 7(0%)
