stat, rank, value, (percentage) 
minecraft.dropped.rotten_flesh: #21, 187(0%)
minecraft.killed.zombie: #21, 146(0%)
minecraft.dropped.copper_ore: #21, 2(0%)
minecraft.picked_up.gray_concrete: #21, 24(0%)
minecraft.picked_up.gold_ingot: #21, 22(0%)
minecraft.crafted.light_blue_shulker_box: #21, 1(0%)
minecraft.mined.yellow_concrete: #21, 10(0%)
minecraft.mined.gray_concrete: #21, 24(0%)
minecraft.picked_up.oxidized_copper: #21, 19(0%)
minecraft.mined.oxidized_copper: #21, 18(0%)
minecraft.dropped.azalea: #21, 1(0%)
minecraft.dropped.pointed_dripstone: #21, 1(0%)
minecraft.picked_up.ice: #21, 69(0%)
minecraft.crafted.slime_ball: #21, 14(0%)
minecraft.crafted.glowstone: #21, 10(0%)
minecraft.used.acacia_log: #21, 4(0%)
minecraft.dropped.blackstone: #21, 12(0%)
minecraft.dropped.stone_bricks: #21, 2(0%)
minecraft.used.cocoa_beans: #21, 3(0%)
minecraft.dropped.coarse_dirt: #21, 1(0%)
minecraft.used.gray_concrete_powder: #21, 14(0%)
minecraft.used.light_blue_wool: #21, 3(0%)
minecraft.picked_up.gray_carpet: #21, 7(0%)
minecraft.mined.gray_wool: #21, 1(0%)
minecraft.used.white_carpet: #21, 7(0%)
minecraft.mined.stripped_warped_stem: #21, 2(0%)
minecraft.used.yellow_concrete_powder: #21, 2(0%)
minecraft.crafted.purple_dye: #21, 2(0%)
minecraft.mined.mangrove_roots: #21, 1(0%)
minecraft.dropped.diamond_pickaxe: #22, 5(1%)
minecraft.picked_up.redstone: #22, 2626(1%)
minecraft.picked_up.lapis_lazuli: #22, 994(1%)
minecraft.picked_up.cobblestone: #22, 13021(1%)
minecraft.used.anvil: #22, 35(1%)
minecraft.picked_up.iron_block: #22, 451(1%)
minecraft.crafted.iron_shovel: #22, 3(1%)
minecraft.mined.deepslate_diamond_ore: #22, 198(1%)
minecraft.picked_up.lead: #22, 22(1%)
minecraft.mined.wheat: #22, 165(0%)
minecraft.crafted.rail: #22, 208(1%)
minecraft.mined.polished_andesite: #22, 25(1%)
minecraft.picked_up.glass: #22, 304(0%)
minecraft.used.redstone_torch: #22, 70(0%)
minecraft.picked_up.andesite: #22, 1047(0%)
minecraft.used.repeater: #22, 89(0%)
minecraft.used.wheat_seeds: #22, 239(0%)
minecraft.used.oak_slab: #22, 40(0%)
minecraft.picked_up.azalea: #22, 57(0%)
minecraft.picked_up.golden_helmet: #22, 2(0%)
minecraft.picked_up.rose_bush: #22, 148(0%)
minecraft.custom.damage_dealt: #22, 199341(0%)
minecraft.picked_up.hopper: #22, 40(0%)
minecraft.custom.inspect_dispenser: #22, 94(0%)
minecraft.picked_up.netherrack: #22, 2717(0%)
minecraft.mined.oxeye_daisy: #22, 1(0%)
minecraft.picked_up.ghast_tear: #22, 2(0%)
minecraft.picked_up.black_shulker_box: #22, 15(0%)
minecraft.mined.glass: #22, 57(0%)
minecraft.crafted.redstone_block: #22, 147(0%)
minecraft.mined.polished_andesite_stairs: #22, 6(0%)
minecraft.crafted.copper_ingot: #22, 241(0%)
minecraft.mined.black_shulker_box: #22, 13(0%)
minecraft.used.black_shulker_box: #22, 14(0%)
minecraft.mined.andesite: #22, 724(0%)
minecraft.crafted.white_shulker_box: #22, 1(0%)
minecraft.crafted.bucket: #22, 22(0%)
minecraft.used.diamond_sword: #22, 1906(0%)
minecraft.mined.sand: #22, 3693(0%)
minecraft.picked_up.glowstone: #22, 28(0%)
minecraft.picked_up.ink_sac: #22, 99(0%)
minecraft.dropped.andesite: #22, 45(0%)
minecraft.picked_up.polished_andesite_stairs: #22, 5(0%)
minecraft.mined.gold_ore: #22, 12(0%)
minecraft.mined.powered_rail: #22, 18(0%)
minecraft.dropped.totem_of_undying: #22, 2(0%)
minecraft.crafted.oak_stairs: #22, 8(0%)
minecraft.crafted.light_gray_dye: #22, 48(0%)
minecraft.picked_up.string: #22, 120(0%)
minecraft.picked_up.deepslate_iron_ore: #22, 7(0%)
minecraft.used.iron_trapdoor: #22, 9(0%)
minecraft.dropped.raw_iron: #22, 3(0%)
minecraft.picked_up.nether_wart_block: #22, 66(0%)
minecraft.crafted.iron_trapdoor: #22, 9(0%)
minecraft.mined.red_mushroom_block: #22, 98(0%)
minecraft.used.deepslate_diamond_ore: #22, 27(0%)
minecraft.picked_up.gold_ore: #22, 2(0%)
minecraft.crafted.lapis_lazuli: #22, 45(0%)
minecraft.used.polished_andesite_slab: #22, 26(0%)
minecraft.crafted.spruce_button: #22, 2(0%)
minecraft.dropped.tropical_fish: #22, 2(0%)
minecraft.crafted.stone: #22, 11(0%)
minecraft.crafted.light_blue_dye: #22, 14(0%)
minecraft.picked_up.bone_meal: #22, 171(0%)
minecraft.dropped.string: #22, 45(0%)
minecraft.picked_up.lime_shulker_box: #22, 2(0%)
minecraft.mined.red_bed: #22, 1(0%)
minecraft.mined.honey_block: #22, 1(0%)
minecraft.mined.redstone_block: #22, 8(0%)
minecraft.picked_up.charcoal: #22, 4(0%)
minecraft.picked_up.vine: #22, 4(0%)
minecraft.picked_up.packed_ice: #22, 67(0%)
minecraft.crafted.hay_block: #22, 5(0%)
minecraft.dropped.gunpowder: #22, 10(0%)
minecraft.mined.crimson_stem: #22, 6(0%)
minecraft.dropped.spider_eye: #22, 23(0%)
minecraft.picked_up.warped_wart_block: #22, 9(0%)
minecraft.picked_up.light_gray_wool: #22, 2(0%)
minecraft.used.ice: #22, 5(0%)
minecraft.crafted.white_carpet: #22, 3(0%)
minecraft.picked_up.crimson_fungus: #22, 1(0%)
minecraft.used.torch: #23, 3185(2%)
minecraft.mined.dirt: #23, 9159(1%)
minecraft.picked_up.diamond_axe: #23, 10(1%)
minecraft.mined.oak_log: #23, 1034(1%)
minecraft.custom.drop: #23, 2951(1%)
minecraft.crafted.oak_planks: #23, 2168(1%)
minecraft.mined.deepslate_redstone_ore: #23, 355(1%)
minecraft.mined.grass: #23, 549(1%)
minecraft.picked_up.oak_log: #23, 1033(1%)
minecraft.picked_up.iron_ingot: #23, 376(1%)
minecraft.crafted.diamond_shovel: #23, 2(1%)
minecraft.used.item_frame: #23, 71(1%)
minecraft.used.crossbow: #23, 8(1%)
minecraft.mined.tall_grass: #23, 93(1%)
minecraft.dropped.cobbled_deepslate: #23, 234(1%)
minecraft.picked_up.iron_helmet: #23, 1(1%)
minecraft.mined.deepslate_iron_ore: #23, 102(0%)
minecraft.used.oak_fence: #23, 26(1%)
minecraft.used.gravel: #23, 132(0%)
minecraft.used.oak_sign: #23, 14(0%)
minecraft.picked_up.rotten_flesh: #23, 288(0%)
minecraft.mined.rose_bush: #23, 2(0%)
minecraft.killed.ghast: #23, 6(0%)
minecraft.used.hopper: #23, 139(0%)
minecraft.crafted.iron_helmet: #23, 1(0%)
minecraft.dropped.spruce_log: #23, 36(0%)
minecraft.mined.sunflower: #23, 2(0%)
minecraft.used.redstone: #23, 296(0%)
minecraft.used.oak_log: #23, 113(0%)
minecraft.picked_up.moss_carpet: #23, 138(0%)
minecraft.used.flint_and_steel: #23, 62(0%)
minecraft.custom.damage_resisted: #23, 526(0%)
minecraft.picked_up.birch_boat: #23, 1(0%)
minecraft.used.lever: #23, 17(0%)
minecraft.crafted.observer: #23, 67(0%)
minecraft.killed.trader_llama: #23, 1(0%)
minecraft.crafted.red_dye: #23, 241(0%)
minecraft.mined.chipped_anvil: #23, 1(0%)
minecraft.used.oak_stairs: #23, 8(0%)
minecraft.picked_up.raw_copper: #23, 548(0%)
minecraft.picked_up.leather: #23, 41(0%)
minecraft.crafted.minecart: #23, 14(0%)
minecraft.mined.budding_amethyst: #23, 1(0%)
minecraft.crafted.lapis_block: #23, 20(0%)
minecraft.mined.cornflower: #23, 1(0%)
minecraft.mined.sticky_piston: #23, 7(0%)
minecraft.mined.glowstone: #23, 15(0%)
minecraft.picked_up.nether_quartz_ore: #23, 33(0%)
minecraft.used.stripped_crimson_stem: #23, 2(0%)
minecraft.mined.copper_ore: #23, 86(0%)
minecraft.killed.magma_cube: #23, 17(0%)
minecraft.picked_up.shulker_shell: #23, 33(0%)
minecraft.picked_up.magma_cream: #23, 7(0%)
minecraft.used.comparator: #23, 16(0%)
minecraft.crafted.blue_dye: #23, 82(0%)
minecraft.mined.blackstone: #23, 154(0%)
minecraft.crafted.redstone_lamp: #23, 5(0%)
minecraft.picked_up.cocoa_beans: #23, 21(0%)
minecraft.killed.glow_squid: #23, 1(0%)
minecraft.dropped.stone: #23, 161(0%)
minecraft.used.lime_shulker_box: #23, 2(0%)
minecraft.picked_up.yellow_concrete: #23, 7(0%)
minecraft.picked_up.black_concrete: #23, 31(0%)
minecraft.picked_up.stripped_crimson_stem: #23, 2(0%)
minecraft.mined.stripped_crimson_stem: #23, 2(0%)
minecraft.picked_up.honey_block: #23, 2(0%)
minecraft.picked_up.polished_deepslate_slab: #23, 3(0%)
minecraft.mined.black_concrete: #23, 29(0%)
minecraft.picked_up.cactus: #23, 49(0%)
minecraft.dropped.egg: #23, 5(0%)
minecraft.mined.red_terracotta: #23, 12(0%)
minecraft.mined.lime_shulker_box: #23, 1(0%)
minecraft.picked_up.slime_block: #23, 6(0%)
minecraft.crafted.copper_block: #23, 22(0%)
minecraft.dropped.oak_leaves: #23, 1(0%)
minecraft.crafted.comparator: #23, 3(0%)
minecraft.used.polished_deepslate_slab: #23, 9(0%)
minecraft.crafted.lime_dye: #23, 5(0%)
minecraft.picked_up.crimson_roots: #23, 3(0%)
minecraft.used.experience_bottle: #23, 2(0%)
minecraft.picked_up.clay: #23, 2(0%)
minecraft.crafted.tnt: #23, 3(0%)
minecraft.mined.jungle_log: #23, 1(0%)
minecraft.mined.brown_terracotta: #23, 2(0%)
minecraft.crafted.torch: #24, 1984(1%)
minecraft.picked_up.coal: #24, 1861(1%)
minecraft.picked_up.dirt: #24, 11120(1%)
minecraft.picked_up.diamond: #24, 355(1%)
minecraft.mined.poppy: #24, 30(1%)
minecraft.mined.deepslate_lapis_ore: #24, 43(1%)
minecraft.mined.deepslate_gold_ore: #24, 113(1%)
minecraft.crafted.iron_ingot: #24, 3578(1%)
minecraft.mined.moss_carpet: #24, 68(1%)
minecraft.mined.lapis_ore: #24, 27(1%)
minecraft.mined.dandelion: #24, 22(0%)
minecraft.used.iron_shovel: #24, 384(0%)
minecraft.picked_up.flowering_azalea: #24, 28(0%)
minecraft.mined.lilac: #24, 2(0%)
minecraft.picked_up.oak_planks: #24, 49(0%)
minecraft.picked_up.wheat_seeds: #24, 657(0%)
minecraft.picked_up.saddle: #24, 1(0%)
minecraft.mined.oak_wall_sign: #24, 2(0%)
minecraft.picked_up.golden_apple: #24, 2(0%)
minecraft.dropped.granite: #24, 52(0%)
minecraft.used.dispenser: #24, 11(0%)
minecraft.picked_up.sticky_piston: #24, 9(0%)
minecraft.killed.cow: #24, 9(0%)
minecraft.picked_up.green_shulker_box: #24, 4(0%)
minecraft.used.green_shulker_box: #24, 4(0%)
minecraft.picked_up.polished_andesite: #24, 16(0%)
minecraft.mined.green_shulker_box: #24, 4(0%)
minecraft.mined.oak_planks: #24, 18(0%)
minecraft.mined.moss_block: #24, 160(0%)
minecraft.picked_up.terracotta: #24, 232(0%)
minecraft.mined.dark_oak_leaves: #24, 58(0%)
minecraft.crafted.gray_dye: #24, 32(0%)
minecraft.crafted.glass: #24, 271(0%)
minecraft.crafted.blaze_powder: #24, 8(0%)
minecraft.crafted.stone_slab: #24, 42(0%)
minecraft.dropped.redstone: #24, 11(0%)
minecraft.picked_up.copper_ore: #24, 19(0%)
minecraft.mined.smooth_basalt: #24, 14(0%)
minecraft.picked_up.white_dye: #24, 3(0%)
minecraft.picked_up.smooth_basalt: #24, 14(0%)
minecraft.dropped.moss_block: #24, 6(0%)
minecraft.killed.squid: #24, 4(0%)
minecraft.picked_up.gunpowder: #24, 47(0%)
minecraft.picked_up.orange_shulker_box: #24, 2(0%)
minecraft.mined.copper_block: #24, 2(0%)
minecraft.dropped.sand: #24, 15(0%)
minecraft.picked_up.lapis_ore: #24, 1(0%)
minecraft.mined.cocoa: #24, 3(0%)
minecraft.mined.iron_block: #24, 11(0%)
minecraft.used.copper_block: #24, 17(0%)
minecraft.dropped.rail: #24, 2(0%)
minecraft.picked_up.black_stained_glass: #24, 2(0%)
minecraft.picked_up.chicken: #24, 9(0%)
minecraft.dropped.moss_carpet: #24, 3(0%)
minecraft.used.slime_block: #24, 4(0%)
minecraft.picked_up.red_mushroom_block: #24, 3(0%)
minecraft.used.black_concrete: #24, 2(0%)
minecraft.picked_up.brown_terracotta: #24, 1(0%)
minecraft.used.diamond_pickaxe: #25, 54602(1%)
minecraft.crafted.stick: #25, 2605(1%)
minecraft.picked_up.raw_iron: #25, 615(1%)
minecraft.mined.tuff: #25, 1035(1%)
minecraft.picked_up.tuff: #25, 1011(1%)
minecraft.dropped.dirt: #25, 464(1%)
minecraft.custom.interact_with_anvil: #25, 55(0%)
minecraft.used.writable_book: #25, 32(0%)
minecraft.dropped.diamond_boots: #25, 1(1%)
minecraft.picked_up.oak_sign: #25, 11(0%)
minecraft.picked_up.stone: #25, 11660(0%)
minecraft.mined.stone: #25, 16087(0%)
minecraft.picked_up.gravel: #25, 1562(0%)
minecraft.crafted.oak_fence: #25, 21(0%)
minecraft.picked_up.coal_ore: #25, 177(0%)
minecraft.dropped.wheat_seeds: #25, 236(0%)
minecraft.picked_up.goat_horn: #25, 1(0%)
minecraft.picked_up.writable_book: #25, 1(0%)
minecraft.mined.gravel: #25, 1213(0%)
minecraft.picked_up.moss_block: #25, 315(0%)
minecraft.dropped.iron_ingot: #25, 44(0%)
minecraft.used.iron_block: #25, 104(0%)
minecraft.custom.interact_with_beacon: #25, 2(0%)
minecraft.picked_up.poppy: #25, 41(0%)
minecraft.used.oak_planks: #25, 26(0%)
minecraft.used.beacon: #25, 1(0%)
minecraft.crafted.shulker_box: #25, 16(0%)
minecraft.crafted.lever: #25, 6(0%)
minecraft.crafted.white_bed: #25, 1(0%)
minecraft.picked_up.dandelion: #25, 32(0%)
minecraft.crafted.coal_block: #25, 22(0%)
minecraft.picked_up.dispenser: #25, 3(0%)
minecraft.used.sticky_piston: #25, 13(0%)
minecraft.picked_up.tropical_fish: #25, 3(0%)
minecraft.crafted.dropper: #25, 3(0%)
minecraft.used.honey_block: #25, 3(0%)
minecraft.crafted.gold_ingot: #25, 219(0%)
minecraft.crafted.sticky_piston: #25, 4(0%)
minecraft.mined.snow: #25, 164(0%)
minecraft.picked_up.feather: #25, 9(0%)
minecraft.picked_up.glow_ink_sac: #25, 3(0%)
minecraft.picked_up.red_terracotta: #25, 9(0%)
minecraft.picked_up.deepslate_redstone_ore: #25, 3(0%)
minecraft.used.lava_bucket: #25, 2(0%)
minecraft.picked_up.copper_block: #25, 2(0%)
minecraft.picked_up.slime_ball: #25, 5(0%)
minecraft.mined.clay: #25, 10(0%)
minecraft.dropped.basalt: #25, 2(0%)
minecraft.used.packed_ice: #25, 6(0%)
minecraft.mined.packed_ice: #25, 10(0%)
minecraft.picked_up.cornflower: #25, 1(0%)
minecraft.picked_up.diamond_boots: #26, 7(1%)
minecraft.mined.coal_ore: #26, 993(1%)
minecraft.crafted.diamond_axe: #26, 1(1%)
minecraft.dropped.diamond_leggings: #26, 1(0%)
minecraft.dropped.carved_pumpkin: #26, 6(0%)
minecraft.picked_up.carved_pumpkin: #26, 48(0%)
minecraft.crafted.oak_sign: #26, 6(0%)
minecraft.dropped.cobblestone: #26, 111(0%)
minecraft.mined.fire: #26, 26(0%)
minecraft.picked_up.ender_chest: #26, 20(0%)
minecraft.used.netherrack: #26, 196(0%)
minecraft.mined.dispenser: #26, 2(0%)
minecraft.custom.inspect_dropper: #26, 30(0%)
minecraft.mined.emerald_ore: #26, 1(0%)
minecraft.crafted.repeater: #26, 13(0%)
minecraft.dropped.stick: #26, 47(0%)
minecraft.dropped.oak_log: #26, 8(0%)
minecraft.picked_up.stone_button: #26, 3(0%)
minecraft.crafted.redstone_torch: #26, 45(0%)
minecraft.mined.vine: #26, 6(0%)
minecraft.used.orange_shulker_box: #26, 2(0%)
minecraft.picked_up.redstone_block: #26, 7(0%)
minecraft.mined.terracotta: #26, 64(0%)
minecraft.dropped.coal: #26, 2(0%)
minecraft.mined.orange_shulker_box: #26, 1(0%)
minecraft.killed.chicken: #26, 4(0%)
minecraft.picked_up.glass_bottle: #26, 3(0%)
minecraft.picked_up.clay_ball: #26, 28(0%)
minecraft.crafted.iron_block: #26, 19(0%)
minecraft.picked_up.stripped_warped_stem: #26, 1(0%)
minecraft.mined.stripped_oak_log: #26, 1(0%)
minecraft.picked_up.stripped_oak_log: #26, 1(0%)
minecraft.mined.ice: #26, 6(0%)
minecraft.crafted.yellow_dye: #26, 1(0%)
minecraft.used.white_concrete: #26, 1(0%)
minecraft.picked_up.red_shulker_box: #27, 18(0%)
minecraft.used.red_shulker_box: #27, 16(0%)
minecraft.mined.red_shulker_box: #27, 14(0%)
minecraft.crafted.redstone: #27, 371(0%)
minecraft.picked_up.iron_ore: #27, 22(0%)
minecraft.picked_up.dropper: #27, 2(0%)
minecraft.used.dropper: #27, 4(0%)
minecraft.custom.mob_kills: #27, 3911(0%)
minecraft.dropped.glass_bottle: #27, 3(0%)
minecraft.mined.dropper: #27, 1(0%)
minecraft.used.glow_ink_sac: #27, 1(0%)
minecraft.mined.snow_block: #27, 26(0%)
minecraft.crafted.snow_block: #27, 8(0%)
minecraft.mined.iron_ore: #28, 263(0%)
minecraft.custom.target_hit: #28, 5(0%)
minecraft.used.snowball: #28, 10(0%)
minecraft.used.ender_chest: #28, 15(0%)
minecraft.picked_up.deepslate: #28, 200(0%)
minecraft.used.deepslate: #28, 55(0%)
minecraft.picked_up.yellow_shulker_box: #28, 1(0%)
minecraft.dropped.deepslate: #28, 4(0%)
minecraft.dropped.tuff: #28, 1(0%)
minecraft.mined.ender_chest: #29, 10(0%)
minecraft.mined.white_bed: #29, 1(0%)
minecraft.picked_up.chorus_fruit: #29, 2(0%)
minecraft.used.ender_pearl: #30, 3(0%)
minecraft.dropped.ender_pearl: #31, 34(0%)
minecraft.killed.enderman: #31, 3(0%)
minecraft.picked_up.snowball: #32, 34(0%)
minecraft.picked_up.ender_pearl: #33, 48(0%)
minecraft.custom.time_since_death: #38, 101647(0%)
minecraft.custom.time_since_rest: #45, 13625(0%)
