stat, rank, value, (percentage) 
minecraft.picked_up.amethyst_cluster: #6, 229(3%)
minecraft.crafted.deepslate_brick_wall: #6, 33(5%)
minecraft.crafted.cooked_porkchop: #6, 37(3%)
minecraft.picked_up.stick: #7, 6528(5%)
minecraft.mined.grass: #7, 3862(5%)
minecraft.picked_up.tuff: #7, 9154(5%)
minecraft.mined.pearlescent_froglight: #6, 36(4%)
minecraft.used.stone_brick_slab: #6, 643(3%)
minecraft.picked_up.dirt: #7, 53944(5%)
minecraft.crafted.decorated_pot: #6, 30(5%)
minecraft.picked_up.red_mushroom_block: #6, 1648(3%)
minecraft.mined.mangrove_trapdoor: #6, 70(4%)
minecraft.picked_up.candle: #6, 31(4%)
minecraft.mined.yellow_wool: #6, 113(3%)
minecraft.mined.tube_coral_fan: #6, 20(5%)
minecraft.picked_up.oak_button: #6, 7(4%)
minecraft.used.yellow_stained_glass: #6, 509(4%)
minecraft.crafted.barrel: #7, 455(6%)
minecraft.mined.nether_bricks: #6, 679(3%)
minecraft.used.acacia_wood: #6, 235(4%)
minecraft.mined.horn_coral_fan: #6, 17(5%)
minecraft.picked_up.mangrove_trapdoor: #6, 70(3%)
minecraft.mined.smooth_sandstone_slab: #6, 45(6%)
minecraft.picked_up.item_frame: #7, 337(5%)
minecraft.used.lime_terracotta: #6, 1524(3%)
minecraft.used.dragon_head: #6, 3(6%)
minecraft.killed.warden: #6, 7(7%)
minecraft.picked_up.black_stained_glass_pane: #6, 42(4%)
minecraft.used.warped_fungus: #6, 233(3%)
minecraft.mined.deepslate: #7, 71906(5%)
minecraft.mined.spruce_fence: #7, 212(6%)
minecraft.custom.interact_with_brewingstand: #6, 250(2%)
minecraft.picked_up.shaper_armor_trim_smithing_template: #6, 2(8%)
minecraft.picked_up.orange_stained_glass_pane: #6, 19(5%)
minecraft.picked_up.waxed_exposed_cut_copper_stairs: #6, 12(5%)
minecraft.picked_up.rotten_flesh: #7, 4095(4%)
minecraft.used.oxidized_cut_copper: #6, 95(3%)
minecraft.dropped.cooked_salmon: #6, 13(5%)
minecraft.picked_up.fire_coral: #6, 17(4%)
minecraft.picked_up.spruce_leaves: #7, 4408(6%)
minecraft.picked_up.mangrove_propagule: #6, 302(3%)
minecraft.picked_up.netherite_chestplate: #6, 2(7%)
minecraft.picked_up.chorus_flower: #6, 45(4%)
minecraft.mined.blue_ice: #6, 339(4%)
minecraft.mined.purple_concrete: #6, 271(3%)
minecraft.used.mangrove_fence: #6, 63(4%)
minecraft.mined.crimson_slab: #6, 73(3%)
minecraft.used.amethyst_block: #7, 1034(7%)
minecraft.used.purple_stained_glass: #6, 555(4%)
minecraft.mined.oak_trapdoor: #7, 69(5%)
minecraft.mined.mud: #7, 6819(6%)
minecraft.dropped.elytra: #7, 16(4%)
minecraft.crafted.red_banner: #6, 82(3%)
minecraft.used.deepslate_bricks: #7, 5845(6%)
minecraft.picked_up.blue_ice: #6, 333(3%)
minecraft.picked_up.sandstone: #7, 17086(6%)
minecraft.dropped.red_shulker_box: #6, 3(3%)
minecraft.picked_up.smooth_sandstone_slab: #6, 64(5%)
minecraft.picked_up.sandstone_wall: #6, 39(4%)
minecraft.picked_up.yellow_stained_glass: #6, 154(3%)
minecraft.crafted.oak_trapdoor: #7, 496(6%)
minecraft.killed.glow_squid: #7, 94(6%)
minecraft.picked_up.quartz_block: #6, 616(2%)
minecraft.dropped.diamond_pickaxe: #7, 17(4%)
minecraft.used.brown_terracotta: #6, 515(2%)
minecraft.crafted.diamond: #7, 1836(5%)
minecraft.mined.cyan_wool: #6, 27(3%)
minecraft.crafted.flower_pot: #6, 121(2%)
minecraft.picked_up.totem_of_undying: #7, 102(5%)
minecraft.crafted.light_blue_dye: #7, 1072(6%)
minecraft.mined.iron_block: #7, 1574(5%)
minecraft.mined.deepslate_iron_ore: #7, 1006(5%)
minecraft.dropped.iron_pickaxe: #7, 6(6%)
minecraft.crafted.yellow_banner: #6, 20(4%)
minecraft.picked_up.acacia_stairs: #6, 6(5%)
minecraft.picked_up.mud_bricks: #7, 150(7%)
minecraft.used.beacon: #7, 45(6%)
minecraft.mined.wheat: #7, 1570(5%)
minecraft.killed.zombie_villager: #7, 16(5%)
minecraft.crafted.lead: #7, 62(7%)
minecraft.used.wither_skeleton_skull: #6, 42(2%)
minecraft.used.pink_tulip: #6, 5(6%)
minecraft.used.deepslate_gold_ore: #7, 304(7%)
minecraft.picked_up.crimson_fence: #6, 17(3%)
minecraft.mined.fire_coral_wall_fan: #6, 47(2%)
minecraft.used.polished_blackstone_slab: #6, 314(2%)
minecraft.crafted.anvil: #7, 219(5%)
minecraft.mined.warped_stem: #7, 1775(6%)
minecraft.mined.polished_deepslate_wall: #7, 104(6%)
minecraft.picked_up.prismarine_bricks: #7, 587(5%)
minecraft.picked_up.horn_coral_fan: #6, 40(2%)
minecraft.used.mangrove_leaves: #6, 199(2%)
minecraft.picked_up.glow_lichen: #7, 2167(6%)
minecraft.mined.sandstone_stairs: #6, 12(3%)
minecraft.dropped.diamond_shovel: #7, 9(5%)
minecraft.mined.oak_button: #6, 3(3%)
minecraft.mined.flowering_azalea: #7, 117(5%)
minecraft.used.gray_banner: #6, 8(4%)
minecraft.picked_up.name_tag: #6, 40(2%)
minecraft.dropped.iron_leggings: #6, 8(2%)
minecraft.dropped.diamond_leggings: #7, 10(5%)
minecraft.mined.blue_orchid: #6, 19(3%)
minecraft.dropped.moss_block: #7, 543(5%)
minecraft.crafted.smooth_sandstone_slab: #6, 62(3%)
minecraft.dropped.spruce_planks: #7, 185(5%)
minecraft.dropped.sea_lantern: #6, 68(2%)
minecraft.crafted.sandstone_stairs: #6, 17(3%)
minecraft.crafted.compass: #6, 306(1%)
minecraft.picked_up.cactus: #6, 1443(1%)
minecraft.dropped.light_blue_dye: #6, 3(3%)
minecraft.dropped.yellow_bed: #6, 1(5%)
minecraft.used.seagrass: #6, 14(3%)
minecraft.used.chiseled_bookshelf: #6, 18(2%)
minecraft.crafted.glass: #7, 14348(4%)
minecraft.picked_up.warped_roots: #7, 1656(5%)
minecraft.crafted.dark_prismarine: #6, 686(3%)
minecraft.crafted.blue_dye: #7, 3277(4%)
minecraft.mined.bubble_coral_fan: #6, 10(2%)
minecraft.dropped.sweet_berries: #6, 49(1%)
minecraft.picked_up.bamboo_sign: #6, 1(5%)
minecraft.picked_up.cherry_leaves: #6, 387(2%)
minecraft.crafted.cyan_dye: #7, 2066(5%)
minecraft.dropped.chiseled_sandstone: #6, 2(3%)
minecraft.picked_up.iron_shovel: #7, 9(5%)
minecraft.dropped.iron_shovel: #7, 6(5%)
minecraft.used.smooth_sandstone_slab: #6, 162(2%)
minecraft.crafted.netherite_scrap: #6, 60(2%)
minecraft.picked_up.bubble_coral_fan: #6, 32(1%)
minecraft.mined.cactus: #7, 121(5%)
minecraft.used.spruce_door: #7, 28(5%)
minecraft.picked_up.weathered_cut_copper_stairs: #6, 1(3%)
minecraft.crafted.cookie: #6, 216(3%)
minecraft.mined.emerald_block: #7, 666(5%)
minecraft.picked_up.orange_glazed_terracotta: #6, 5(2%)
minecraft.mined.lava_cauldron: #6, 1(2%)
minecraft.crafted.leather_horse_armor: #6, 2(1%)
minecraft.picked_up.magenta_stained_glass_pane: #6, 3(3%)
minecraft.used.polished_diorite_stairs: #6, 23(2%)
minecraft.mined.gray_stained_glass_pane: #6, 10(2%)
minecraft.crafted.polished_blackstone_brick_stairs: #6, 12(2%)
minecraft.dropped.warped_wart_block: #6, 98(1%)
minecraft.crafted.dried_kelp_block: #6, 92(1%)
minecraft.used.gray_shulker_box: #7, 178(5%)
minecraft.crafted.magenta_stained_glass: #6, 232(2%)
minecraft.picked_up.iron_bars: #7, 295(5%)
minecraft.mined.gray_shulker_box: #7, 169(5%)
minecraft.dropped.spectral_arrow: #6, 165(1%)
minecraft.picked_up.gray_shulker_box: #7, 171(5%)
minecraft.picked_up.raw_gold_block: #6, 31(1%)
minecraft.used.nether_brick_fence: #6, 47(2%)
minecraft.picked_up.sea_pickle: #7, 411(4%)
minecraft.crafted.pink_bed: #6, 1(2%)
minecraft.used.large_amethyst_bud: #7, 30(8%)
minecraft.used.birch_planks: #6, 898(0%)
minecraft.crafted.iron_hoe: #6, 3(1%)
minecraft.mined.packed_mud: #7, 105(6%)
minecraft.picked_up.white_wool: #7, 756(4%)
minecraft.used.bubble_coral: #6, 3(1%)
minecraft.mined.light_blue_glazed_terracotta: #6, 1(2%)
minecraft.mined.waxed_exposed_cut_copper_slab: #6, 3(1%)
minecraft.used.chiseled_polished_blackstone: #6, 27(1%)
minecraft.used.diorite_slab: #7, 96(9%)
minecraft.killed.creeper: #6, 301(0%)
minecraft.dropped.shroomlight: #6, 10(1%)
minecraft.dropped.nether_wart: #6, 12(1%)
minecraft.picked_up.waxed_exposed_cut_copper_slab: #6, 3(1%)
minecraft.dropped.warped_stem: #6, 17(1%)
minecraft.used.polished_blackstone_brick_stairs: #6, 134(1%)
minecraft.used.nether_brick_wall: #6, 6(1%)
minecraft.picked_up.polished_granite_stairs: #6, 6(1%)
minecraft.crafted.cut_sandstone: #6, 128(1%)
minecraft.dropped.cobblestone_slab: #7, 128(6%)
minecraft.used.honeycomb_block: #6, 20(1%)
minecraft.picked_up.light_gray_candle: #6, 3(1%)
minecraft.used.smooth_sandstone_stairs: #6, 59(1%)
minecraft.dropped.shears: #7, 47(4%)
minecraft.picked_up.packed_mud: #7, 104(5%)
minecraft.used.pointed_dripstone: #6, 275(0%)
minecraft.used.blue_ice: #6, 75(0%)
minecraft.picked_up.white_tulip: #6, 13(1%)
minecraft.picked_up.dead_tube_coral_fan: #6, 3(1%)
minecraft.used.waxed_weathered_cut_copper_stairs: #6, 12(1%)
minecraft.mined.copper_block: #7, 174(4%)
minecraft.used.mangrove_propagule: #6, 26(0%)
minecraft.mined.warped_trapdoor: #7, 52(6%)
minecraft.used.white_banner: #7, 34(5%)
minecraft.used.lime_banner: #6, 1(1%)
minecraft.dropped.yellow_concrete_powder: #6, 1(1%)
minecraft.dropped.light_gray_concrete: #6, 7(0%)
minecraft.picked_up.purple_glazed_terracotta: #6, 2(0%)
minecraft.used.cobbled_deepslate_slab: #7, 1214(4%)
minecraft.dropped.jungle_trapdoor: #6, 2(0%)
minecraft.mined.light_blue_concrete_powder: #6, 1(0%)
minecraft.used.warped_pressure_plate: #6, 2(0%)
minecraft.picked_up.lodestone: #6, 1(0%)
minecraft.used.purple_carpet: #6, 19(0%)
minecraft.dropped.muddy_mangrove_roots: #6, 2(0%)
minecraft.mined.light_weighted_pressure_plate: #6, 9(0%)
minecraft.used.spruce_fence_gate: #7, 124(4%)
minecraft.killed.drowned: #6, 1241(0%)
minecraft.used.copper_block: #7, 1694(4%)
minecraft.picked_up.dead_bubble_coral_block: #6, 2(0%)
minecraft.crafted.yellow_candle: #6, 3(0%)
minecraft.mined.crimson_hyphae: #6, 2(0%)
minecraft.crafted.acacia_wood: #7, 447(6%)
minecraft.picked_up.soul_torch: #7, 102(6%)
minecraft.used.gold_ore: #7, 46(5%)
minecraft.used.polished_deepslate: #7, 2478(3%)
minecraft.dropped.filled_map: #7, 2128(3%)
minecraft.used.blue_shulker_box: #7, 217(5%)
minecraft.picked_up.blue_shulker_box: #7, 215(5%)
minecraft.dropped.iron_axe: #7, 67(5%)
minecraft.used.light_blue_shulker_box: #7, 500(3%)
minecraft.mined.polished_granite: #7, 70(4%)
minecraft.used.birch_stairs: #7, 106(5%)
minecraft.picked_up.netherite_ingot: #7, 6(5%)
minecraft.picked_up.chainmail_leggings: #7, 5(5%)
minecraft.picked_up.glow_ink_sac: #7, 430(3%)
minecraft.used.sea_pickle: #7, 106(4%)
minecraft.picked_up.emerald_ore: #7, 32(4%)
minecraft.custom.interact_with_furnace: #8, 2603(5%)
minecraft.picked_up.crimson_trapdoor: #7, 28(5%)
minecraft.mined.blue_shulker_box: #7, 209(4%)
minecraft.picked_up.blue_concrete_powder: #7, 46(4%)
minecraft.picked_up.iron_horse_armor: #7, 3(6%)
minecraft.mined.jungle_leaves: #7, 1288(4%)
minecraft.custom.sleep_in_bed: #8, 1663(4%)
minecraft.mined.iron_door: #7, 22(4%)
minecraft.picked_up.apple: #7, 221(3%)
minecraft.crafted.light_gray_carpet: #7, 387(4%)
minecraft.mined.torch: #8, 1380(5%)
minecraft.used.pumpkin_pie: #7, 755(3%)
minecraft.used.bundle: #7, 68(3%)
minecraft.custom.fly_one_cm: #9, 116244317(4%)
minecraft.picked_up.music_disc_blocks: #7, 7(5%)
minecraft.picked_up.quartz: #8, 6789(6%)
minecraft.crafted.smoker: #7, 9(4%)
minecraft.picked_up.pink_petals: #7, 338(4%)
minecraft.picked_up.smooth_stone: #7, 460(3%)
minecraft.used.furnace: #8, 248(5%)
minecraft.picked_up.crimson_roots: #7, 1667(3%)
minecraft.picked_up.quartz_pillar: #7, 114(4%)
minecraft.used.green_stained_glass_pane: #7, 113(7%)
minecraft.crafted.deepslate_brick_stairs: #7, 66(3%)
minecraft.picked_up.elytra: #8, 76(4%)
minecraft.dropped.chest: #7, 40(3%)
minecraft.picked_up.coal_block: #7, 171(3%)
minecraft.used.polished_andesite_slab: #7, 777(3%)
minecraft.killed_by.endermite: #7, 1(7%)
minecraft.dropped.netherite_sword: #7, 3(5%)
minecraft.used.red_concrete: #7, 736(3%)
minecraft.picked_up.stone_slab: #8, 1244(6%)
minecraft.picked_up.sugar: #7, 367(4%)
minecraft.crafted.crimson_slab: #7, 1098(3%)
minecraft.picked_up.cauldron: #7, 23(3%)
minecraft.mined.mangrove_log: #7, 359(3%)
minecraft.used.sea_lantern: #7, 255(3%)
minecraft.picked_up.white_stained_glass: #7, 388(3%)
minecraft.picked_up.spyglass: #7, 4(3%)
minecraft.used.bread: #7, 220(3%)
minecraft.crafted.item_frame: #8, 481(6%)
minecraft.mined.red_wall_banner: #7, 12(4%)
minecraft.picked_up.calcite: #8, 2720(5%)
minecraft.used.andesite: #8, 3840(5%)
minecraft.mined.light_gray_stained_glass_pane: #7, 12(4%)
minecraft.dropped.poisonous_potato: #7, 2(4%)
minecraft.picked_up.clock: #7, 6(4%)
minecraft.mined.mud_brick_stairs: #7, 26(4%)
minecraft.crafted.orange_terracotta: #7, 256(4%)
minecraft.mined.oxidized_cut_copper: #7, 16(4%)
minecraft.mined.soul_soil: #7, 809(2%)
minecraft.used.red_banner: #7, 40(3%)
minecraft.crafted.pink_terracotta: #7, 416(3%)
minecraft.mined.nether_brick_fence: #7, 42(4%)
minecraft.mined.polished_basalt: #7, 94(3%)
minecraft.picked_up.tube_coral_fan: #7, 68(3%)
minecraft.crafted.lime_terracotta: #7, 1520(3%)
minecraft.mined.tube_coral_wall_fan: #7, 66(3%)
minecraft.picked_up.mud_brick_stairs: #7, 26(4%)
minecraft.mined.twisting_vines_plant: #7, 20(3%)
minecraft.mined.blackstone_wall: #7, 15(4%)
minecraft.picked_up.decorated_pot: #7, 13(4%)
minecraft.picked_up.lever: #8, 243(5%)
minecraft.mined.warped_stairs: #7, 30(3%)
minecraft.crafted.stone_pressure_plate: #7, 85(2%)
minecraft.used.purple_concrete_powder: #7, 256(3%)
minecraft.mined.fire_coral_fan: #7, 14(3%)
minecraft.picked_up.axolotl_bucket: #7, 4(3%)
minecraft.used.iron_sword: #8, 680(5%)
minecraft.used.glass_pane: #7, 138(3%)
minecraft.picked_up.lantern: #8, 355(5%)
minecraft.killed_by.vindicator: #7, 1(7%)
minecraft.used.smoker: #7, 5(3%)
minecraft.dropped.sandstone: #7, 199(2%)
minecraft.picked_up.deepslate_brick_wall: #7, 53(3%)
minecraft.crafted.dark_oak_fence_gate: #7, 61(3%)
minecraft.crafted.gray_stained_glass: #7, 944(2%)
minecraft.dropped.tropical_fish: #7, 40(2%)
minecraft.dropped.weeping_vines: #7, 20(2%)
minecraft.mined.chorus_plant: #7, 15(3%)
minecraft.crafted.stone_brick_wall: #7, 153(2%)
minecraft.picked_up.iron_chestplate: #7, 11(2%)
minecraft.used.andesite_slab: #7, 216(2%)
minecraft.picked_up.bone_block: #8, 1084(5%)
minecraft.used.polished_blackstone_stairs: #7, 140(2%)
minecraft.used.iron_axe: #8, 1651(5%)
minecraft.crafted.chiseled_polished_blackstone: #7, 11(3%)
minecraft.dropped.leather_chestplate: #7, 14(2%)
minecraft.picked_up.emerald: #7, 1994(1%)
minecraft.picked_up.mossy_stone_brick_stairs: #7, 6(4%)
minecraft.dropped.golden_leggings: #7, 9(2%)
minecraft.picked_up.diamond_leggings: #8, 40(4%)
minecraft.picked_up.brick_slab: #7, 47(2%)
minecraft.picked_up.yellow_stained_glass_pane: #7, 26(3%)
minecraft.mined.beacon: #8, 28(6%)
minecraft.picked_up.bone: #8, 3607(4%)
minecraft.dropped.rotten_flesh: #7, 3027(1%)
minecraft.killed.squid: #8, 401(5%)
minecraft.picked_up.warped_fence_gate: #7, 2(4%)
minecraft.used.shears: #8, 10641(5%)
minecraft.used.cyan_dye: #7, 12(3%)
minecraft.picked_up.muddy_mangrove_roots: #7, 180(2%)
minecraft.used.chicken: #7, 2(2%)
minecraft.used.crimson_stairs: #7, 58(2%)
minecraft.mined.black_banner: #7, 1(5%)
minecraft.picked_up.raw_gold: #8, 1667(5%)
minecraft.picked_up.polished_blackstone_button: #7, 29(2%)
minecraft.crafted.tnt_minecart: #7, 2(4%)
minecraft.picked_up.ender_eye: #7, 4(3%)
minecraft.picked_up.sandstone_stairs: #7, 12(3%)
minecraft.used.deepslate_iron_ore: #8, 211(6%)
minecraft.custom.interact_with_campfire: #7, 12(3%)
minecraft.used.polished_diorite_slab: #7, 49(3%)
minecraft.picked_up.pointed_dripstone: #8, 855(5%)
minecraft.used.pink_petals: #7, 120(3%)
minecraft.crafted.light_gray_dye: #8, 1589(5%)
minecraft.picked_up.honey_block: #8, 205(5%)
minecraft.mined.weeping_vines: #7, 19(2%)
minecraft.used.purple_concrete: #7, 186(2%)
minecraft.mined.warped_hanging_sign: #7, 1(4%)
minecraft.picked_up.birch_pressure_plate: #7, 3(4%)
minecraft.used.birch_pressure_plate: #7, 4(3%)
minecraft.used.polished_deepslate_wall: #8, 994(6%)
minecraft.picked_up.fire_coral_fan: #7, 39(2%)
minecraft.crafted.chiseled_bookshelf: #7, 19(2%)
minecraft.crafted.cyan_stained_glass: #7, 320(2%)
minecraft.picked_up.purple_concrete: #7, 126(2%)
minecraft.used.lightning_rod: #8, 216(6%)
minecraft.used.netherite_sword: #7, 9037(2%)
minecraft.used.sandstone_stairs: #7, 35(2%)
minecraft.dropped.diamond_axe: #8, 8(4%)
minecraft.mined.green_stained_glass: #7, 26(2%)
minecraft.picked_up.cooked_chicken: #7, 54(1%)
minecraft.picked_up.leather_helmet: #8, 13(4%)
minecraft.used.chiseled_sandstone: #7, 9(2%)
minecraft.picked_up.melon: #7, 20(2%)
minecraft.picked_up.warped_hanging_sign: #7, 1(3%)
minecraft.picked_up.ink_sac: #8, 2158(4%)
minecraft.used.brown_mushroom: #7, 72(1%)
minecraft.used.stripped_jungle_wood: #7, 19(2%)
minecraft.picked_up.blackstone_wall: #7, 15(2%)
minecraft.picked_up.oak_log: #8, 5402(3%)
minecraft.picked_up.stone_pickaxe: #8, 8(5%)
minecraft.used.brown_dye: #7, 1(3%)
minecraft.crafted.green_carpet: #7, 105(1%)
minecraft.dropped.warped_fence: #7, 1(3%)
minecraft.used.gray_dye: #7, 1(3%)
minecraft.crafted.oak_door: #8, 9(5%)
minecraft.mined.chiseled_deepslate: #7, 5(2%)
minecraft.mined.cyan_wall_banner: #7, 1(3%)
minecraft.dropped.brown_mushroom_block: #7, 46(1%)
minecraft.mined.spruce_leaves: #8, 4410(4%)
minecraft.mined.stripped_warped_stem: #7, 148(1%)
minecraft.picked_up.spruce_hanging_sign: #7, 1(2%)
minecraft.mined.rose_bush: #8, 21(4%)
minecraft.used.waxed_exposed_cut_copper_stairs: #7, 12(2%)
minecraft.used.stripped_warped_stem: #7, 118(1%)
minecraft.mined.cut_sandstone: #7, 57(1%)
minecraft.picked_up.red_nether_bricks: #7, 8(1%)
minecraft.mined.purple_terracotta: #7, 16(1%)
minecraft.used.crimson_nylium: #7, 98(1%)
minecraft.mined.budding_amethyst: #8, 20(5%)
minecraft.used.brick_wall: #7, 10(1%)
minecraft.crafted.granite_wall: #7, 12(1%)
minecraft.picked_up.chipped_anvil: #8, 19(5%)
minecraft.mined.polished_blackstone_brick_wall: #7, 5(1%)
minecraft.picked_up.lime_stained_glass_pane: #7, 15(1%)
minecraft.used.bubble_coral_fan: #7, 7(1%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #7, 4(1%)
minecraft.used.lectern: #8, 406(4%)
minecraft.used.crimson_roots: #7, 10(1%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #7, 4(1%)
minecraft.used.mangrove_pressure_plate: #7, 4(1%)
minecraft.crafted.polished_deepslate: #8, 4098(4%)
minecraft.picked_up.brick_wall: #7, 2(1%)
minecraft.dropped.stripped_spruce_wood: #7, 1(1%)
minecraft.mined.brick_wall: #7, 2(1%)
minecraft.crafted.brick_stairs: #7, 5(1%)
minecraft.used.iron_leggings: #8, 4(4%)
minecraft.crafted.mangrove_pressure_plate: #7, 4(1%)
minecraft.killed.pufferfish: #7, 2(1%)
minecraft.crafted.stone_axe: #8, 7(4%)
minecraft.crafted.black_banner: #7, 10(1%)
minecraft.mined.melon: #7, 21(0%)
minecraft.mined.red_concrete_powder: #7, 7(1%)
minecraft.custom.deaths: #9, 298(4%)
minecraft.crafted.pink_carpet: #7, 48(1%)
minecraft.mined.mud_bricks: #8, 92(5%)
minecraft.picked_up.blue_orchid: #7, 20(0%)
minecraft.crafted.nether_brick_fence: #7, 24(1%)
minecraft.mined.polished_blackstone_brick_slab: #7, 4(1%)
minecraft.used.raw_gold_block: #7, 16(0%)
minecraft.mined.green_carpet: #7, 5(0%)
minecraft.picked_up.chiseled_bookshelf: #7, 1(1%)
minecraft.dropped.orange_concrete: #7, 2(1%)
minecraft.used.stripped_acacia_wood: #7, 2(1%)
minecraft.picked_up.polished_blackstone_brick_wall: #7, 5(1%)
minecraft.used.iron_boots: #8, 4(5%)
minecraft.dropped.dark_oak_slab: #7, 11(0%)
minecraft.crafted.warped_pressure_plate: #7, 2(0%)
minecraft.custom.open_barrel: #9, 7755(5%)
minecraft.picked_up.waxed_weathered_cut_copper_slab: #7, 6(0%)
minecraft.dropped.chiseled_deepslate: #7, 1(0%)
minecraft.used.melon: #7, 14(0%)
minecraft.crafted.yellow_shulker_box: #8, 13(5%)
minecraft.picked_up.warped_trapdoor: #8, 65(5%)
minecraft.used.pink_carpet: #7, 15(0%)
minecraft.used.dead_tube_coral_block: #7, 1(0%)
minecraft.used.light_weighted_pressure_plate: #7, 14(0%)
minecraft.dropped.stripped_warped_stem: #7, 2(0%)
minecraft.dropped.dragon_egg: #7, 2(0%)
minecraft.mined.heavy_weighted_pressure_plate: #7, 4(0%)
minecraft.mined.dead_tube_coral_block: #7, 1(0%)
minecraft.dropped.brown_wool: #7, 2(0%)
minecraft.used.magenta_glazed_terracotta: #7, 4(0%)
minecraft.picked_up.white_shulker_box: #8, 225(4%)
minecraft.picked_up.lectern: #8, 321(4%)
minecraft.mined.white_shulker_box: #8, 218(4%)
minecraft.picked_up.potion: #8, 111(3%)
minecraft.crafted.diamond_block: #8, 211(4%)
minecraft.used.brewing_stand: #8, 19(4%)
minecraft.crafted.gray_shulker_box: #8, 10(4%)
minecraft.mined.gold_ore: #8, 239(4%)
minecraft.picked_up.blaze_rod: #8, 169(4%)
minecraft.crafted.polished_andesite: #8, 1984(4%)
minecraft.mined.lectern: #8, 321(4%)
minecraft.dropped.goat_horn: #8, 4(4%)
minecraft.picked_up.baked_potato: #8, 82(4%)
minecraft.mined.azalea_leaves: #8, 2735(3%)
minecraft.picked_up.birch_sign: #8, 110(3%)
minecraft.picked_up.raw_copper_block: #8, 109(5%)
minecraft.picked_up.amethyst_shard: #8, 5057(3%)
minecraft.crafted.crimson_trapdoor: #8, 158(4%)
minecraft.picked_up.quartz_bricks: #8, 25(4%)
minecraft.crafted.black_terracotta: #8, 944(4%)
minecraft.mined.tripwire_hook: #8, 7(4%)
minecraft.used.spruce_sapling: #8, 599(3%)
minecraft.picked_up.bee_nest: #8, 25(4%)
minecraft.picked_up.dropper: #8, 123(3%)
minecraft.picked_up.red_concrete: #8, 671(3%)
minecraft.mined.white_stained_glass: #8, 299(4%)
minecraft.dropped.diamond: #8, 215(3%)
minecraft.dropped.diamond_block: #8, 78(3%)
minecraft.crafted.birch_stairs: #8, 104(4%)
minecraft.custom.play_time: #10, 90442431(4%)
minecraft.custom.total_world_time: #10, 90442431(4%)
minecraft.mined.red_concrete: #8, 949(3%)
minecraft.picked_up.golden_leggings: #8, 10(3%)
minecraft.crafted.mossy_stone_bricks: #8, 401(4%)
minecraft.dropped.repeater: #8, 46(5%)
minecraft.crafted.wheat: #8, 3258(3%)
minecraft.mined.dark_oak_sign: #8, 3(4%)
minecraft.picked_up.birch_stairs: #8, 27(4%)
minecraft.mined.deepslate_brick_slab: #8, 88(4%)
minecraft.crafted.spruce_button: #8, 59(3%)
minecraft.dropped.sugar: #8, 256(4%)
minecraft.picked_up.crimson_sign: #8, 5(5%)
minecraft.mined.bee_nest: #8, 23(3%)
minecraft.dropped.spruce_sapling: #8, 94(3%)
minecraft.mined.bookshelf: #8, 525(3%)
minecraft.used.oak_log: #8, 780(2%)
minecraft.dropped.iron_sword: #8, 6(4%)
minecraft.picked_up.polished_deepslate_slab: #8, 163(3%)
minecraft.custom.walk_one_cm: #10, 163386832(5%)
minecraft.picked_up.cherry_log: #8, 287(3%)
minecraft.crafted.diamond_hoe: #8, 3(3%)
minecraft.picked_up.cocoa_beans: #8, 829(3%)
minecraft.picked_up.oak_hanging_sign: #8, 4(5%)
minecraft.picked_up.nether_gold_ore: #8, 119(3%)
minecraft.mined.cherry_log: #8, 288(3%)
minecraft.mined.stripped_jungle_wood: #8, 22(4%)
minecraft.crafted.spruce_fence_gate: #8, 73(3%)
minecraft.killed.hoglin: #8, 12(3%)
minecraft.used.leather_chestplate: #8, 2(4%)
minecraft.crafted.cut_copper_stairs: #8, 32(4%)
minecraft.mined.coal_ore: #9, 6087(5%)
minecraft.picked_up.spectral_arrow: #8, 559(2%)
minecraft.custom.interact_with_smithing_table: #9, 79(5%)
minecraft.crafted.copper_block: #8, 1621(2%)
minecraft.mined.red_mushroom_block: #8, 1734(2%)
minecraft.picked_up.smooth_sandstone: #8, 336(3%)
minecraft.crafted.lime_dye: #8, 926(2%)
minecraft.crafted.white_banner: #8, 52(3%)
minecraft.picked_up.friend_pottery_sherd: #8, 1(5%)
minecraft.custom.jump: #10, 440913(5%)
minecraft.crafted.stone_stairs: #8, 263(2%)
minecraft.used.sculk: #8, 761(2%)
minecraft.used.milk_bucket: #8, 5(3%)
minecraft.used.mangrove_stairs: #8, 59(3%)
minecraft.used.weathered_copper: #8, 28(2%)
minecraft.killed.spider: #9, 130(4%)
minecraft.used.brown_concrete: #8, 50(3%)
minecraft.used.bee_nest: #8, 15(3%)
minecraft.mined.warped_wall_sign: #8, 8(3%)
minecraft.dropped.moss_carpet: #8, 275(2%)
minecraft.used.dirt: #9, 28156(4%)
minecraft.picked_up.gold_block: #8, 209(2%)
minecraft.used.dark_prismarine_slab: #8, 138(2%)
minecraft.crafted.torch: #9, 7448(4%)
minecraft.broken.shield: #8, 1(4%)
minecraft.used.red_terracotta: #8, 881(2%)
minecraft.mined.tnt: #8, 52(2%)
minecraft.used.warped_stairs: #8, 137(2%)
minecraft.dropped.golden_helmet: #8, 9(2%)
minecraft.crafted.snow_block: #8, 1990(1%)
minecraft.picked_up.waxed_weathered_copper: #8, 65(2%)
