stat, rank, value, (percentage) 
minecraft.used.pointed_dripstone: #1, 91050(95%)
minecraft.mined.purple_concrete_powder: #2, 22(27%)
minecraft.used.oak_button: #3, 69(15%)
minecraft.crafted.amethyst_block: #2, 948(16%)
minecraft.used.chiseled_bookshelf: #2, 117(16%)
minecraft.picked_up.light_blue_banner: #2, 23(38%)
minecraft.mined.quartz_pillar: #3, 275(14%)
minecraft.mined.amethyst_cluster: #3, 2574(12%)
minecraft.picked_up.sticky_piston: #3, 583(10%)
minecraft.picked_up.melon: #2, 154(13%)
minecraft.picked_up.hanging_roots: #3, 503(18%)
minecraft.custom.walk_on_water_one_cm: #5, 9777982(7%)
minecraft.used.calibrated_sculk_sensor: #2, 45(31%)
minecraft.used.deepslate_diamond_ore: #2, 1641(7%)
minecraft.picked_up.yellow_candle: #2, 53(17%)
minecraft.picked_up.iron_bars: #3, 705(11%)
minecraft.mined.skeleton_skull: #2, 12(31%)
minecraft.mined.netherrack: #3, 174806(9%)
minecraft.picked_up.writable_book: #3, 32(11%)
minecraft.used.bamboo_block: #2, 630(12%)
minecraft.crafted.bamboo_block: #3, 2587(15%)
minecraft.picked_up.written_book: #3, 61(9%)
minecraft.crafted.jukebox: #2, 34(8%)
minecraft.mined.lightning_rod: #3, 130(13%)
minecraft.picked_up.deepslate_lapis_ore: #3, 278(12%)
minecraft.picked_up.golden_helmet: #3, 51(11%)
minecraft.dropped.stone_shovel: #3, 21(14%)
minecraft.mined.mangrove_pressure_plate: #2, 6(30%)
minecraft.mined.polished_granite: #3, 211(13%)
minecraft.crafted.polished_basalt: #3, 3220(14%)
minecraft.used.white_dye: #3, 213(13%)
minecraft.picked_up.lead: #3, 335(8%)
minecraft.crafted.red_bed: #2, 32(12%)
minecraft.used.netherite_pickaxe: #3, 647654(12%)
minecraft.picked_up.exposed_cut_copper_slab: #2, 51(25%)
minecraft.picked_up.blaze_powder: #2, 122(9%)
minecraft.used.blue_carpet: #2, 393(14%)
minecraft.picked_up.sea_lantern: #3, 898(11%)
minecraft.crafted.polished_blackstone_brick_wall: #2, 34(18%)
minecraft.used.green_stained_glass_pane: #2, 258(16%)
minecraft.mined.gray_concrete: #3, 4446(11%)
minecraft.used.bamboo_planks: #2, 19(16%)
minecraft.used.item_frame: #3, 1008(9%)
minecraft.picked_up.blue_concrete_powder: #3, 142(11%)
minecraft.mined.nether_quartz_ore: #3, 5876(9%)
minecraft.used.yellow_glazed_terracotta: #2, 210(25%)
minecraft.picked_up.mourner_pottery_sherd: #2, 10(25%)
minecraft.mined.sticky_piston: #3, 411(10%)
minecraft.used.gray_glazed_terracotta: #2, 583(22%)
minecraft.picked_up.decorated_pot: #3, 64(20%)
minecraft.picked_up.brick_stairs: #2, 60(11%)
minecraft.mined.jungle_sign: #2, 6(21%)
minecraft.mined.dark_oak_leaves: #3, 5682(10%)
minecraft.mined.exposed_cut_copper_slab: #2, 38(21%)
minecraft.picked_up.powered_rail: #3, 1546(10%)
minecraft.mined.calibrated_sculk_sensor: #2, 24(34%)
minecraft.mined.soul_campfire: #2, 15(17%)
minecraft.dropped.cooked_beef: #3, 216(14%)
minecraft.crafted.rib_armor_trim_smithing_template: #2, 14(28%)
minecraft.picked_up.trident: #3, 31(13%)
minecraft.used.firework_rocket: #4, 71377(8%)
minecraft.crafted.purpur_slab: #2, 72(24%)
minecraft.mined.light_blue_glazed_terracotta: #2, 14(24%)
minecraft.used.soul_sand: #3, 2905(10%)
minecraft.used.calcite: #3, 2238(11%)
minecraft.used.stone_pressure_plate: #3, 120(12%)
minecraft.picked_up.mossy_stone_bricks: #3, 218(11%)
minecraft.used.slime_block: #2, 1612(7%)
minecraft.mined.cobbled_deepslate_stairs: #3, 102(12%)
minecraft.crafted.polished_blackstone_stairs: #2, 72(10%)
minecraft.picked_up.painting: #3, 184(11%)
minecraft.crafted.oak_hanging_sign: #2, 12(13%)
minecraft.picked_up.piglin_banner_pattern: #2, 6(40%)
minecraft.mined.cobbled_deepslate: #3, 1920(8%)
minecraft.crafted.light_blue_concrete: #2, 120(32%)
minecraft.picked_up.melon_seeds: #3, 55(13%)
minecraft.mined.deepslate_tile_stairs: #3, 238(12%)
minecraft.crafted.diamond_helmet: #3, 12(10%)
minecraft.killed_by.ravager: #3, 113(8%)
minecraft.mined.acacia_button: #2, 4(17%)
minecraft.used.ladder: #3, 761(8%)
minecraft.picked_up.chipped_anvil: #3, 43(11%)
minecraft.picked_up.brown_banner: #2, 12(22%)
minecraft.picked_up.end_stone_brick_slab: #2, 7(26%)
minecraft.picked_up.spore_blossom: #3, 64(10%)
minecraft.mined.yellow_concrete: #3, 1637(10%)
minecraft.used.small_dripleaf: #2, 14(14%)
minecraft.custom.interact_with_smoker: #2, 49(9%)
minecraft.crafted.host_armor_trim_smithing_template: #2, 8(31%)
minecraft.picked_up.bamboo_slab: #2, 52(22%)
minecraft.mined.jungle_leaves: #3, 3676(11%)
minecraft.crafted.vex_armor_trim_smithing_template: #2, 14(25%)
minecraft.dropped.warped_planks: #3, 143(18%)
minecraft.crafted.oak_sign: #3, 254(9%)
minecraft.picked_up.crimson_fence: #3, 103(19%)
minecraft.used.beef: #2, 12(18%)
minecraft.used.iron_leggings: #3, 9(9%)
minecraft.dropped.nether_wart: #2, 179(16%)
minecraft.dropped.big_dripleaf: #3, 66(14%)
minecraft.crafted.polished_granite_stairs: #2, 53(16%)
minecraft.crafted.cherry_sign: #2, 21(24%)
minecraft.picked_up.stone_pressure_plate: #3, 69(12%)
minecraft.used.dried_kelp: #3, 128(16%)
minecraft.dropped.cut_sandstone_slab: #2, 19(29%)
minecraft.picked_up.acacia_planks: #2, 199(7%)
minecraft.used.azalea: #3, 495(9%)
minecraft.picked_up.netherite_sword: #3, 39(13%)
minecraft.used.soul_lantern: #3, 259(10%)
minecraft.dropped.red_stained_glass_pane: #2, 69(20%)
minecraft.used.tropical_fish: #2, 39(14%)
minecraft.used.chain: #3, 986(9%)
minecraft.picked_up.netherite_helmet: #3, 38(13%)
minecraft.crafted.brick_stairs: #2, 73(10%)
minecraft.picked_up.rabbit_foot: #2, 6(13%)
minecraft.crafted.stone_brick_slab: #3, 2856(10%)
minecraft.crafted.sandstone_wall: #2, 242(12%)
minecraft.mined.sculk: #3, 7498(10%)
minecraft.mined.infested_deepslate: #3, 47(14%)
minecraft.dropped.painting: #2, 11(34%)
minecraft.crafted.purple_banner: #2, 12(17%)
minecraft.crafted.wild_armor_trim_smithing_template: #2, 6(27%)
minecraft.dropped.elytra: #3, 24(6%)
minecraft.used.painting: #3, 201(10%)
minecraft.crafted.bamboo_sign: #2, 24(17%)
minecraft.used.golden_helmet: #2, 4(22%)
minecraft.broken.brush: #2, 2(33%)
minecraft.dropped.powered_rail: #2, 84(7%)
minecraft.dropped.golden_carrot: #3, 708(7%)
minecraft.dropped.red_carpet: #3, 63(17%)
minecraft.mined.slime_block: #2, 841(5%)
minecraft.used.apple: #3, 54(11%)
minecraft.picked_up.target: #3, 80(11%)
minecraft.mined.crimson_trapdoor: #3, 51(12%)
minecraft.dropped.soul_torch: #2, 72(16%)
minecraft.used.mangrove_trapdoor: #3, 351(10%)
minecraft.used.oak_fence: #3, 419(8%)
minecraft.mined.polished_granite_slab: #3, 190(12%)
minecraft.dropped.wooden_shovel: #3, 24(14%)
minecraft.crafted.polished_andesite: #3, 4717(9%)
minecraft.crafted.lime_concrete: #2, 184(25%)
minecraft.picked_up.pink_petals: #2, 529(7%)
minecraft.used.beacon: #3, 70(9%)
minecraft.picked_up.redstone_lamp: #3, 147(9%)
minecraft.picked_up.sculk: #4, 6722(16%)
minecraft.picked_up.cracked_stone_bricks: #2, 362(6%)
minecraft.picked_up.dark_oak_boat: #3, 66(10%)
minecraft.dropped.crimson_nylium: #3, 116(13%)
minecraft.mined.bamboo_slab: #2, 52(24%)
minecraft.picked_up.eye_armor_trim_smithing_template: #2, 2(40%)
minecraft.crafted.blackstone_wall: #2, 50(11%)
minecraft.picked_up.mangrove_propagule: #3, 1104(11%)
minecraft.mined.polished_blackstone_pressure_plate: #2, 27(17%)
minecraft.mined.redstone_wall_torch: #3, 137(8%)
minecraft.mined.green_wall_banner: #2, 11(23%)
minecraft.crafted.oak_fence: #3, 432(8%)
minecraft.picked_up.cracked_deepslate_bricks: #3, 540(14%)
minecraft.dropped.ghast_tear: #2, 8(9%)
minecraft.dropped.brush: #2, 5(19%)
minecraft.used.yellow_concrete: #3, 1443(10%)
minecraft.dropped.cyan_terracotta: #3, 262(13%)
minecraft.picked_up.white_candle: #3, 43(20%)
minecraft.mined.green_banner: #2, 8(19%)
minecraft.picked_up.cobblestone: #4, 120949(8%)
minecraft.picked_up.netherite_shovel: #3, 38(13%)
minecraft.mined.smooth_stone_slab: #4, 366(13%)
minecraft.mined.polished_granite_stairs: #2, 38(23%)
minecraft.picked_up.sniffer_egg: #3, 18(12%)
minecraft.crafted.birch_hanging_sign: #2, 18(19%)
minecraft.mined.green_candle: #2, 2(22%)
minecraft.dropped.weathered_copper: #2, 2(22%)
minecraft.mined.acacia_leaves: #3, 3412(10%)
minecraft.picked_up.waxed_exposed_cut_copper: #3, 58(21%)
minecraft.picked_up.ender_eye: #3, 24(16%)
minecraft.picked_up.gray_concrete: #4, 4451(12%)
minecraft.mined.bamboo_wall_hanging_sign: #2, 8(36%)
minecraft.mined.cyan_glazed_terracotta: #2, 3(27%)
minecraft.mined.dark_oak_wall_hanging_sign: #2, 4(36%)
minecraft.crafted.diamond_boots: #3, 13(8%)
minecraft.mined.dark_oak_fence_gate: #3, 39(15%)
minecraft.dropped.bamboo_block: #2, 52(15%)
minecraft.crafted.deepslate_brick_stairs: #4, 267(13%)
minecraft.used.cherry_sign: #2, 13(21%)
minecraft.crafted.ward_armor_trim_smithing_template: #2, 4(21%)
minecraft.picked_up.jungle_hanging_sign: #2, 5(26%)
minecraft.picked_up.dark_oak_hanging_sign: #2, 5(26%)
minecraft.used.birch_hanging_sign: #2, 20(35%)
minecraft.dropped.coarse_dirt: #3, 328(10%)
minecraft.dropped.brown_dye: #2, 30(13%)
minecraft.picked_up.polished_blackstone_brick_wall: #2, 97(12%)
minecraft.picked_up.gray_glazed_terracotta: #2, 103(10%)
minecraft.custom.deaths: #4, 437(6%)
minecraft.picked_up.sculk_vein: #3, 1789(12%)
minecraft.used.dark_oak_hanging_sign: #2, 10(26%)
minecraft.mined.melon: #2, 280(5%)
minecraft.crafted.gray_banner: #3, 47(18%)
minecraft.used.raw_gold_block: #3, 505(13%)
minecraft.custom.leave_game: #5, 2036(6%)
minecraft.mined.cut_sandstone: #3, 763(11%)
minecraft.dropped.pitcher_plant: #2, 1(50%)
minecraft.picked_up.crimson_pressure_plate: #2, 2(25%)
minecraft.mined.crimson_pressure_plate: #2, 2(25%)
minecraft.broken.golden_boots: #2, 1(50%)
minecraft.dropped.blue_bed: #2, 1(50%)
minecraft.dropped.green_banner: #2, 1(25%)
minecraft.used.rabbit: #2, 1(33%)
minecraft.used.cobblestone: #4, 8880(8%)
minecraft.picked_up.polished_basalt: #4, 1065(13%)
minecraft.used.honey_bottle: #3, 82(10%)
minecraft.used.grindstone: #4, 149(11%)
minecraft.used.redstone_block: #3, 1718(8%)
minecraft.crafted.dark_oak_wood: #3, 753(10%)
minecraft.mined.glass: #4, 2029(11%)
minecraft.used.deepslate_bricks: #4, 11186(11%)
minecraft.crafted.polished_deepslate_slab: #3, 1756(10%)
minecraft.used.dark_oak_door: #3, 28(10%)
minecraft.killed.bat: #3, 29(11%)
minecraft.mined.sniffer_egg: #2, 4(19%)
minecraft.mined.potted_allium: #2, 4(19%)
minecraft.mined.end_stone_brick_slab: #2, 5(24%)
minecraft.mined.oak_hanging_sign: #2, 5(16%)
minecraft.mined.gray_glazed_terracotta: #2, 103(12%)
minecraft.picked_up.lime_concrete_powder: #3, 80(10%)
minecraft.mined.sandstone: #3, 20841(8%)
minecraft.picked_up.nautilus_shell: #3, 34(11%)
minecraft.mined.respawn_anchor: #2, 5(12%)
minecraft.picked_up.tipped_arrow: #2, 21(19%)
minecraft.dropped.music_disc_13: #3, 9(14%)
minecraft.crafted.diamond: #4, 3537(10%)
minecraft.used.cyan_banner: #2, 13(10%)
minecraft.used.polished_deepslate_stairs: #3, 1043(9%)
minecraft.crafted.nether_brick_slab: #2, 522(11%)
minecraft.crafted.bone_block: #3, 15760(8%)
minecraft.custom.aviate_one_cm: #5, 1988043389(9%)
minecraft.dropped.melon_seeds: #3, 17(17%)
minecraft.mined.packed_mud: #3, 171(9%)
minecraft.crafted.cobbled_deepslate_stairs: #3, 229(10%)
minecraft.used.small_amethyst_bud: #2, 289(5%)
minecraft.used.snow: #4, 7768(11%)
minecraft.mined.flower_pot: #3, 18(9%)
minecraft.used.netherite_axe: #3, 55930(13%)
minecraft.mined.weeping_vines: #3, 111(9%)
minecraft.mined.medium_amethyst_bud: #3, 198(10%)
minecraft.picked_up.crimson_planks: #3, 334(7%)
minecraft.used.mangrove_sign: #3, 49(11%)
minecraft.mined.warped_wall_sign: #3, 32(11%)
minecraft.used.lava_bucket: #3, 748(7%)
minecraft.picked_up.chainmail_chestplate: #3, 11(11%)
minecraft.crafted.warped_pressure_plate: #2, 37(7%)
minecraft.crafted.bamboo_planks: #3, 1528(11%)
minecraft.used.magenta_glazed_terracotta: #2, 820(8%)
minecraft.used.cracked_deepslate_bricks: #3, 1807(16%)
minecraft.picked_up.wooden_sword: #3, 76(7%)
minecraft.picked_up.music_disc_strad: #3, 12(11%)
minecraft.mined.cyan_carpet: #3, 76(11%)
minecraft.picked_up.sculk_sensor: #3, 363(8%)
minecraft.crafted.sandstone_slab: #3, 828(18%)
minecraft.picked_up.tropical_fish_bucket: #2, 11(16%)
minecraft.dropped.slime_ball: #3, 1030(9%)
minecraft.picked_up.sandstone: #3, 19928(7%)
minecraft.crafted.stick: #4, 27187(7%)
minecraft.crafted.red_nether_brick_wall: #2, 18(20%)
minecraft.picked_up.end_stone_brick_stairs: #2, 6(13%)
minecraft.used.smooth_sandstone_stairs: #3, 1309(12%)
minecraft.used.gray_dye: #3, 8(22%)
minecraft.picked_up.dark_oak_wood: #3, 145(12%)
minecraft.picked_up.respawn_anchor: #2, 5(10%)
minecraft.picked_up.oxidized_cut_copper_stairs: #4, 152(14%)
minecraft.mined.iron_trapdoor: #3, 89(9%)
minecraft.used.cut_copper_slab: #2, 717(5%)
minecraft.crafted.acacia_boat: #3, 12(16%)
minecraft.mined.iron_door: #3, 45(8%)
minecraft.used.crimson_hanging_sign: #2, 3(38%)
minecraft.crafted.crimson_hanging_sign: #2, 6(25%)
minecraft.mined.mossy_cobblestone_stairs: #3, 17(15%)
minecraft.used.bamboo_fence_gate: #2, 7(37%)
minecraft.crafted.blackstone_slab: #3, 186(16%)
minecraft.mined.end_stone_brick_stairs: #2, 6(12%)
minecraft.used.lime_dye: #3, 24(12%)
minecraft.crafted.polished_granite_slab: #3, 328(14%)
minecraft.dropped.experience_bottle: #2, 163(7%)
minecraft.picked_up.bow: #4, 442(7%)
minecraft.used.bamboo_mosaic: #2, 24(14%)
minecraft.used.gray_wool: #4, 2116(11%)
minecraft.dropped.dark_oak_boat: #3, 9(12%)
minecraft.mined.piston_head: #3, 40(8%)
minecraft.used.clay: #3, 2327(8%)
minecraft.mined.dark_oak_door: #3, 9(10%)
minecraft.crafted.weathered_cut_copper_stairs: #2, 22(11%)
minecraft.broken.golden_sword: #2, 1(33%)
minecraft.mined.light_blue_wall_banner: #2, 2(33%)
minecraft.dropped.brick_wall: #2, 3(33%)
minecraft.mined.potted_mangrove_propagule: #2, 2(33%)
minecraft.picked_up.skull_banner_pattern: #2, 1(33%)
minecraft.crafted.conduit: #3, 3(17%)
minecraft.picked_up.snow: #4, 4992(9%)
minecraft.used.polished_basalt: #4, 3590(12%)
minecraft.crafted.oxidized_cut_copper: #3, 268(11%)
minecraft.picked_up.cut_copper_stairs: #4, 68(11%)
minecraft.mined.cracked_nether_bricks: #2, 5(11%)
minecraft.dropped.yellow_terracotta: #3, 61(11%)
minecraft.killed_by.player: #4, 167(7%)
minecraft.picked_up.calibrated_sculk_sensor: #2, 24(16%)
minecraft.picked_up.green_banner: #3, 24(16%)
minecraft.used.magenta_stained_glass_pane: #2, 24(11%)
minecraft.mined.sculk_vein: #3, 1749(11%)
minecraft.crafted.mossy_stone_brick_stairs: #2, 20(8%)
minecraft.picked_up.wheat_seeds: #4, 21411(8%)
minecraft.picked_up.green_candle: #3, 8(14%)
minecraft.used.crimson_nylium: #2, 414(3%)
minecraft.killed.ghast: #4, 140(10%)
minecraft.picked_up.cut_sandstone: #3, 762(9%)
minecraft.mined.raw_gold_block: #2, 113(4%)
minecraft.used.blue_stained_glass_pane: #3, 48(16%)
minecraft.dropped.waxed_weathered_copper: #2, 22(20%)
minecraft.dropped.chiseled_nether_bricks: #2, 1(20%)
minecraft.picked_up.coast_armor_trim_smithing_template: #2, 2(20%)
minecraft.dropped.warped_stairs: #2, 4(10%)
minecraft.used.end_stone_brick_slab: #2, 14(10%)
minecraft.picked_up.polished_deepslate_stairs: #3, 284(7%)
minecraft.picked_up.purple_glazed_terracotta: #2, 32(7%)
minecraft.custom.tune_noteblock: #4, 2786(7%)
minecraft.mined.stone_brick_wall: #4, 83(12%)
minecraft.used.raw_iron_block: #2, 695(4%)
minecraft.crafted.exposed_cut_copper_stairs: #2, 5(11%)
minecraft.used.exposed_cut_copper_slab: #3, 38(20%)
minecraft.crafted.iron_leggings: #3, 35(6%)
minecraft.crafted.enchanting_table: #3, 5(8%)
minecraft.crafted.deepslate_brick_wall: #3, 67(10%)
minecraft.mined.black_candle: #2, 2(18%)
minecraft.dropped.birch_hanging_sign: #2, 6(18%)
minecraft.killed_by.stray: #3, 2(15%)
minecraft.picked_up.blue_concrete: #4, 309(13%)
minecraft.picked_up.bamboo_mosaic: #2, 14(10%)
minecraft.used.mangrove_button: #3, 13(12%)
minecraft.dropped.raw_copper: #4, 1280(13%)
minecraft.picked_up.globe_banner_pattern: #2, 5(25%)
minecraft.picked_up.bamboo_mosaic_stairs: #2, 1(25%)
minecraft.picked_up.cooked_rabbit: #2, 13(10%)
minecraft.crafted.bone_meal: #4, 274186(8%)
minecraft.dropped.birch_trapdoor: #2, 13(5%)
minecraft.used.repeater: #4, 1845(9%)
minecraft.crafted.blue_carpet: #3, 198(11%)
minecraft.mined.birch_hanging_sign: #2, 3(16%)
minecraft.mined.light_weighted_pressure_plate: #2, 256(5%)
minecraft.dropped.phantom_membrane: #3, 22(8%)
minecraft.mined.mud_brick_wall: #3, 15(12%)
minecraft.used.red_sandstone_slab: #2, 14(15%)
minecraft.dropped.heart_of_the_sea: #2, 2(15%)
minecraft.crafted.bamboo_fence_gate: #2, 3(12%)
minecraft.used.warped_pressure_plate: #2, 35(6%)
minecraft.picked_up.iron_hoe: #3, 6(18%)
minecraft.mined.mangrove_button: #3, 4(18%)
minecraft.dropped.netherrack: #3, 29168(5%)
minecraft.crafted.granite_slab: #3, 216(8%)
minecraft.crafted.wooden_shovel: #3, 225(8%)
minecraft.picked_up.dark_prismarine_stairs: #3, 113(20%)
minecraft.used.iron_door: #4, 63(9%)
minecraft.dropped.deepslate_diamond_ore: #3, 126(10%)
minecraft.picked_up.gold_block: #3, 705(6%)
minecraft.picked_up.rotten_flesh: #4, 6117(6%)
minecraft.picked_up.glistering_melon_slice: #2, 10(14%)
minecraft.dropped.torch: #4, 895(7%)
minecraft.picked_up.netherite_hoe: #4, 14(11%)
minecraft.custom.crouch_one_cm: #5, 48471848(7%)
minecraft.crafted.dropper: #4, 917(9%)
minecraft.dropped.black_glazed_terracotta: #2, 44(7%)
minecraft.used.beetroot: #2, 1(20%)
minecraft.mined.potted_white_tulip: #2, 2(13%)
minecraft.crafted.mossy_cobblestone_wall: #3, 42(13%)
minecraft.picked_up.netherite_leggings: #4, 44(11%)
minecraft.dropped.red_wool: #3, 387(13%)
minecraft.mined.sand: #4, 132576(8%)
minecraft.crafted.nether_bricks: #3, 2746(9%)
minecraft.mined.bell: #3, 25(9%)
minecraft.used.crimson_roots: #2, 31(4%)
minecraft.mined.farmland: #4, 98(11%)
minecraft.picked_up.red_nether_brick_stairs: #2, 7(18%)
minecraft.picked_up.grindstone: #4, 102(9%)
minecraft.used.gray_stained_glass_pane: #3, 241(10%)
minecraft.mined.red_nether_brick_stairs: #2, 7(18%)
minecraft.mined.green_stained_glass: #3, 128(10%)
minecraft.mined.oak_slab: #4, 162(9%)
minecraft.picked_up.dark_oak_planks: #4, 1374(7%)
minecraft.dropped.diamond: #3, 358(4%)
minecraft.used.polished_granite_slab: #4, 965(14%)
minecraft.picked_up.dried_kelp_block: #3, 60(13%)
minecraft.killed.sniffer: #2, 1(17%)
minecraft.picked_up.magenta_concrete: #3, 135(9%)
minecraft.picked_up.prismarine_bricks: #4, 980(9%)
minecraft.used.oak_slab: #4, 815(8%)
minecraft.dropped.oak_slab: #4, 49(12%)
minecraft.used.filled_map: #3, 7(26%)
minecraft.picked_up.smooth_sandstone_slab: #3, 154(13%)
minecraft.used.dark_oak_fence: #4, 1098(8%)
minecraft.picked_up.shaper_armor_trim_smithing_template: #3, 4(16%)
minecraft.dropped.lime_terracotta: #3, 106(11%)
minecraft.mined.raw_iron_block: #2, 194(1%)
minecraft.crafted.dark_oak_planks: #4, 25896(7%)
minecraft.used.lime_concrete: #3, 754(8%)
minecraft.mined.cave_vines_plant: #3, 96(5%)
minecraft.picked_up.deepslate: #4, 35876(8%)
minecraft.picked_up.netherite_axe: #4, 37(11%)
minecraft.mined.weathered_cut_copper: #3, 6(12%)
minecraft.picked_up.lightning_rod: #4, 142(10%)
minecraft.mined.tripwire: #4, 214(9%)
minecraft.picked_up.weathered_cut_copper: #3, 6(10%)
minecraft.picked_up.experience_bottle: #3, 174(6%)
minecraft.used.purple_carpet: #2, 197(3%)
minecraft.mined.stripped_crimson_stem: #4, 319(9%)
minecraft.dropped.lime_glazed_terracotta: #2, 5(8%)
minecraft.dropped.gray_concrete: #3, 68(11%)
minecraft.used.lapis_block: #3, 771(11%)
minecraft.used.mangrove_roots: #3, 467(6%)
minecraft.dropped.deepslate_tiles: #3, 59(8%)
minecraft.dropped.stripped_crimson_hyphae: #2, 2(4%)
minecraft.mined.prismarine_wall: #3, 5(15%)
minecraft.crafted.purple_concrete: #2, 64(7%)
minecraft.crafted.redstone_lamp: #4, 518(9%)
minecraft.mined.warped_pressure_plate: #2, 6(4%)
minecraft.killed.hoglin: #4, 44(11%)
minecraft.dropped.mud_brick_wall: #2, 4(10%)
minecraft.picked_up.spruce_chest_boat: #3, 3(15%)
minecraft.mined.cyan_wall_banner: #3, 6(17%)
minecraft.crafted.eye_armor_trim_smithing_template: #3, 4(20%)
minecraft.mined.bamboo_hanging_sign: #2, 1(10%)
minecraft.picked_up.stripped_crimson_stem: #4, 308(8%)
minecraft.picked_up.light_gray_candle: #3, 43(15%)
minecraft.crafted.iron_chestplate: #4, 47(8%)
minecraft.mined.cut_copper_stairs: #4, 66(12%)
minecraft.used.orange_carpet: #2, 662(3%)
minecraft.custom.climb_one_cm: #5, 5809734(7%)
minecraft.dropped.oak_boat: #3, 8(7%)
minecraft.mined.lime_concrete: #3, 806(7%)
minecraft.used.pink_petals: #3, 429(10%)
minecraft.picked_up.weathered_cut_copper_stairs: #3, 5(15%)
minecraft.dropped.blaze_powder: #2, 31(2%)
minecraft.used.black_candle: #2, 18(3%)
minecraft.mined.bamboo_mosaic: #2, 5(4%)
minecraft.mined.brown_mushroom_block: #4, 4214(9%)
minecraft.picked_up.sand: #4, 134153(7%)
minecraft.mined.mossy_cobblestone_wall: #3, 12(12%)
minecraft.picked_up.polished_blackstone_pressure_plate: #3, 39(17%)
minecraft.mined.stone_slab: #4, 1278(8%)
minecraft.crafted.cherry_planks: #4, 494(11%)
minecraft.dropped.purple_glazed_terracotta: #2, 12(4%)
minecraft.used.glowstone: #4, 832(9%)
minecraft.dropped.lime_stained_glass_pane: #2, 1(3%)
minecraft.used.exposed_cut_copper: #3, 8(10%)
minecraft.dropped.blue_concrete_powder: #3, 30(11%)
minecraft.killed.polar_bear: #2, 2(3%)
minecraft.crafted.calibrated_sculk_sensor: #3, 30(14%)
minecraft.mined.stripped_crimson_hyphae: #3, 103(12%)
minecraft.picked_up.azalea_leaves: #4, 6263(8%)
minecraft.used.gold_block: #4, 673(8%)
minecraft.dropped.turtle_helmet: #2, 1(6%)
minecraft.dropped.nether_star: #2, 4(3%)
minecraft.mined.oak_wood: #3, 56(9%)
minecraft.dropped.brown_candle: #2, 3(3%)
minecraft.mined.orange_carpet: #2, 66(2%)
minecraft.mined.sea_pickle: #4, 106(9%)
minecraft.used.music_disc_strad: #3, 7(9%)
minecraft.picked_up.light_blue_glazed_terracotta: #3, 6(18%)
minecraft.mined.mangrove_trapdoor: #3, 106(5%)
minecraft.picked_up.deepslate_diamond_ore: #4, 1691(8%)
minecraft.dropped.melon_slice: #2, 81(1%)
minecraft.dropped.cobblestone_stairs: #3, 42(8%)
minecraft.used.weathered_cut_copper_slab: #3, 41(12%)
minecraft.used.smooth_quartz_stairs: #4, 788(8%)
minecraft.used.tadpole_bucket: #3, 12(10%)
minecraft.used.minecart: #4, 216(9%)
minecraft.dropped.granite_stairs: #2, 1(4%)
minecraft.used.orange_concrete: #3, 785(7%)
minecraft.mined.white_shulker_box: #4, 460(8%)
minecraft.picked_up.howl_pottery_sherd: #3, 3(21%)
minecraft.picked_up.mud_bricks: #4, 215(9%)
minecraft.used.wheat: #2, 1(3%)
minecraft.picked_up.white_shulker_box: #4, 464(8%)
minecraft.picked_up.mossy_stone_brick_stairs: #3, 15(9%)
minecraft.picked_up.flowering_azalea_leaves: #4, 2120(7%)
minecraft.used.weathered_cut_copper_stairs: #3, 25(12%)
minecraft.custom.clean_armor: #2, 2(2%)
minecraft.crafted.comparator: #4, 986(8%)
minecraft.picked_up.netherite_boots: #4, 40(9%)
minecraft.mined.azalea_leaves: #4, 6162(8%)
minecraft.used.cobbled_deepslate: #4, 6986(6%)
minecraft.used.blue_dye: #3, 5(9%)
minecraft.dropped.oxidized_cut_copper_slab: #3, 21(17%)
minecraft.used.jungle_sign: #3, 33(9%)
minecraft.dropped.netherite_block: #2, 1(1%)
minecraft.dropped.cobbled_deepslate: #4, 3017(7%)
minecraft.dropped.cocoa_beans: #3, 32(8%)
minecraft.used.magenta_wool: #3, 328(8%)
minecraft.used.white_shulker_box: #4, 463(7%)
minecraft.dropped.acacia_pressure_plate: #2, 1(1%)
minecraft.mined.dark_prismarine_stairs: #3, 79(17%)
minecraft.picked_up.orange_stained_glass: #3, 193(6%)
minecraft.mined.mud_bricks: #4, 173(9%)
minecraft.broken.diamond_boots: #3, 1(20%)
minecraft.killed_by.ghast: #3, 1(25%)
minecraft.mined.purple_wall_banner: #3, 1(25%)
minecraft.used.black_dye: #3, 2(25%)
minecraft.crafted.mojang_banner_pattern: #3, 1(33%)
minecraft.dropped.cracked_stone_bricks: #3, 68(8%)
minecraft.mined.birch_fence: #4, 117(9%)
minecraft.mined.granite_slab: #4, 155(12%)
minecraft.crafted.torch: #4, 10520(6%)
minecraft.picked_up.cherry_trapdoor: #3, 14(16%)
minecraft.picked_up.golden_boots: #4, 42(8%)
minecraft.picked_up.quartz_pillar: #4, 288(9%)
minecraft.mined.cracked_stone_bricks: #3, 151(5%)
minecraft.mined.blue_terracotta: #3, 245(5%)
minecraft.used.lightning_rod: #4, 332(9%)
minecraft.picked_up.glow_ink_sac: #4, 925(7%)
minecraft.mined.barrel: #4, 212(7%)
minecraft.picked_up.music_disc_relic: #3, 3(12%)
minecraft.picked_up.chainmail_boots: #4, 12(9%)
minecraft.picked_up.brick_slab: #3, 106(5%)
