stat, rank, value, (percentage) 
minecraft.used.pointed_dripstone: #1, 91050(95%)
minecraft.used.cactus: #1, 594(14%)
minecraft.mined.orange_shulker_box: #2, 680(16%)
minecraft.used.red_carpet: #2, 4376(17%)
minecraft.used.lantern: #2, 1083(13%)
minecraft.killed.magma_cube: #2, 1810(15%)
minecraft.dropped.blue_stained_glass: #1, 60(62%)
minecraft.dropped.music_disc_otherside: #1, 8(44%)
minecraft.used.polished_andesite_stairs: #2, 2070(15%)
minecraft.used.sculk_vein: #2, 1297(29%)
minecraft.picked_up.purple_stained_glass_pane: #1, 100(24%)
minecraft.used.light_blue_banner: #1, 29(51%)
minecraft.picked_up.deepslate_redstone_ore: #2, 2296(15%)
minecraft.crafted.crimson_fence: #2, 744(25%)
minecraft.picked_up.granite_stairs: #1, 37(30%)
minecraft.killed.rabbit: #1, 37(23%)
minecraft.dropped.weeping_vines: #2, 177(21%)
minecraft.crafted.gray_carpet: #2, 4682(16%)
minecraft.custom.interact_with_anvil: #2, 1384(10%)
minecraft.picked_up.acacia_leaves: #2, 3354(27%)
minecraft.picked_up.archer_pottery_sherd: #1, 24(75%)
minecraft.picked_up.heart_pottery_sherd: #1, 10(33%)
minecraft.picked_up.dragon_breath: #1, 91(75%)
minecraft.picked_up.sandstone_wall: #2, 290(26%)
minecraft.picked_up.pearlescent_froglight: #2, 374(17%)
minecraft.picked_up.acacia_boat: #2, 37(23%)
minecraft.custom.sneak_time: #3, 10021219(7%)
minecraft.used.stripped_crimson_stem: #2, 193(16%)
minecraft.crafted.scaffolding: #2, 15328(18%)
minecraft.dropped.chainmail_helmet: #2, 31(23%)
minecraft.picked_up.stone_shovel: #2, 20(19%)
minecraft.picked_up.shelter_pottery_sherd: #1, 14(29%)
minecraft.picked_up.smooth_quartz_stairs: #2, 271(16%)
minecraft.crafted.chiseled_sandstone: #1, 109(42%)
minecraft.dropped.cactus: #2, 4193(21%)
minecraft.mined.black_banner: #1, 8(36%)
minecraft.picked_up.golden_sword: #2, 240(17%)
minecraft.crafted.netherite_leggings: #1, 11(29%)
minecraft.used.brown_banner: #1, 14(41%)
minecraft.used.gold_ore: #1, 135(14%)
minecraft.used.deepslate_emerald_ore: #1, 18(72%)
minecraft.picked_up.danger_pottery_sherd: #1, 9(36%)
minecraft.dropped.lodestone: #1, 64(96%)
minecraft.used.light_blue_dye: #1, 21(19%)
minecraft.picked_up.ancient_debris: #2, 1587(15%)
minecraft.used.chiseled_sandstone: #2, 142(32%)
minecraft.mined.crimson_wall_sign: #1, 11(41%)
minecraft.picked_up.suspicious_sand: #1, 54(95%)
minecraft.crafted.golden_sword: #1, 12(32%)
minecraft.mined.honey_block: #2, 261(15%)
minecraft.mined.pointed_dripstone: #2, 509(17%)
minecraft.used.netherite_chestplate: #1, 48(71%)
minecraft.picked_up.sandstone_slab: #1, 439(24%)
minecraft.dropped.diamond_block: #2, 382(15%)
minecraft.mined.crimson_sign: #1, 132(94%)
minecraft.used.granite_slab: #2, 865(19%)
minecraft.mined.attached_melon_stem: #1, 7(70%)
minecraft.killed.glow_squid: #2, 234(15%)
minecraft.mined.waxed_exposed_cut_copper: #2, 58(38%)
minecraft.dropped.netherite_helmet: #1, 8(19%)
minecraft.killed.parrot: #1, 5(56%)
minecraft.picked_up.recovery_compass: #1, 6(46%)
minecraft.picked_up.miner_pottery_sherd: #1, 20(69%)
minecraft.used.soul_campfire: #1, 64(21%)
minecraft.picked_up.skull_pottery_sherd: #1, 15(68%)
minecraft.dropped.leather_chestplate: #2, 120(21%)
minecraft.used.brewing_stand: #2, 73(14%)
minecraft.crafted.snout_armor_trim_smithing_template: #1, 14(54%)
minecraft.mined.chiseled_deepslate: #2, 89(31%)
minecraft.used.cherry_trapdoor: #1, 113(44%)
minecraft.mined.brown_wall_banner: #1, 8(67%)
minecraft.mined.cracked_deepslate_bricks: #2, 444(28%)
minecraft.mined.polished_blackstone_brick_wall: #1, 104(30%)
minecraft.mined.spruce_fence: #2, 471(14%)
minecraft.mined.oak_wall_hanging_sign: #1, 9(53%)
minecraft.picked_up.heart_of_the_sea: #1, 30(44%)
minecraft.mined.blue_stained_glass: #1, 80(29%)
minecraft.used.sugar_cane: #2, 1695(15%)
minecraft.mined.black_stained_glass_pane: #2, 124(26%)
minecraft.picked_up.friend_pottery_sherd: #1, 5(26%)
minecraft.crafted.anvil: #2, 568(13%)
minecraft.crafted.mud_brick_wall: #2, 168(28%)
minecraft.mined.grindstone: #2, 74(15%)
minecraft.crafted.brick_wall: #2, 242(33%)
minecraft.mined.potted_azure_bluet: #1, 13(65%)
minecraft.picked_up.suspicious_gravel: #1, 129(87%)
minecraft.used.carved_pumpkin: #2, 89(11%)
minecraft.picked_up.snort_pottery_sherd: #1, 9(26%)
minecraft.used.redstone_torch: #2, 1886(12%)
minecraft.used.crimson_fence: #2, 506(24%)
minecraft.mined.large_fern: #2, 560(17%)
minecraft.picked_up.polished_blackstone_slab: #2, 745(18%)
minecraft.picked_up.music_disc_13: #2, 83(15%)
minecraft.picked_up.angler_pottery_sherd: #1, 12(32%)
minecraft.used.dark_oak_pressure_plate: #1, 19(28%)
minecraft.custom.interact_with_grindstone: #2, 171(12%)
minecraft.picked_up.axolotl_bucket: #2, 27(21%)
minecraft.crafted.diamond_block: #2, 765(13%)
minecraft.dropped.magenta_shulker_box: #1, 4(50%)
minecraft.dropped.sunflower: #2, 220(18%)
minecraft.picked_up.deepslate_tile_stairs: #2, 576(16%)
minecraft.picked_up.red_banner: #2, 75(17%)
minecraft.used.oak_hanging_sign: #1, 19(23%)
minecraft.used.dripstone_block: #2, 930(16%)
minecraft.crafted.birch_sign: #2, 480(11%)
minecraft.picked_up.cut_copper_slab: #2, 185(25%)
minecraft.picked_up.raw_iron: #2, 10787(10%)
minecraft.used.ender_eye: #1, 44(31%)
minecraft.dropped.netherite_upgrade_smithing_template: #1, 8(62%)
minecraft.picked_up.green_shulker_box: #2, 365(12%)
minecraft.picked_up.wayfinder_armor_trim_smithing_template: #1, 6(27%)
minecraft.crafted.raw_gold: #2, 1485(19%)
minecraft.custom.bell_ring: #2, 367(13%)
minecraft.crafted.wooden_hoe: #2, 16(29%)
minecraft.used.sculk_sensor: #2, 74(17%)
minecraft.mined.polished_basalt: #3, 720(19%)
minecraft.mined.dark_oak_wood: #2, 137(24%)
minecraft.dropped.polished_andesite_slab: #2, 245(24%)
minecraft.picked_up.raiser_armor_trim_smithing_template: #1, 6(30%)
minecraft.mined.repeater: #2, 618(13%)
minecraft.crafted.weathered_cut_copper_slab: #1, 38(59%)
minecraft.mined.red_tulip: #2, 38(21%)
minecraft.mined.melon_stem: #1, 25(47%)
minecraft.picked_up.burn_pottery_sherd: #1, 9(39%)
minecraft.mined.green_shulker_box: #2, 360(12%)
minecraft.picked_up.heartbreak_pottery_sherd: #1, 7(39%)
minecraft.picked_up.tall_grass: #1, 4(33%)
minecraft.crafted.tide_armor_trim_smithing_template: #1, 14(47%)
minecraft.used.axolotl_bucket: #2, 96(18%)
minecraft.used.medium_amethyst_bud: #2, 162(21%)
minecraft.used.green_shulker_box: #2, 355(12%)
minecraft.crafted.turtle_helmet: #1, 196(77%)
minecraft.picked_up.cobweb: #2, 852(18%)
minecraft.crafted.tipped_arrow: #1, 216(57%)
minecraft.picked_up.plenty_pottery_sherd: #1, 13(38%)
minecraft.custom.sleep_in_bed: #2, 2940(7%)
minecraft.crafted.leather_helmet: #2, 23(21%)
minecraft.mined.redstone_wire: #2, 1770(11%)
minecraft.picked_up.light_blue_candle: #1, 110(45%)
minecraft.used.brick_wall: #2, 234(30%)
minecraft.mined.dragon_head: #1, 6(38%)
minecraft.crafted.slime_ball: #2, 4843(15%)
minecraft.mined.spawner: #2, 44(30%)
minecraft.dropped.cooked_chicken: #2, 82(20%)
minecraft.crafted.light_blue_concrete_powder: #2, 1528(19%)
minecraft.killed_by.witch: #1, 4(44%)
minecraft.crafted.bamboo_hanging_sign: #1, 24(44%)
minecraft.killed.wolf: #1, 4(44%)
minecraft.dropped.dark_prismarine_slab: #1, 25(56%)
minecraft.used.green_dye: #2, 52(25%)
minecraft.custom.play_record: #2, 150(11%)
minecraft.killed.wandering_trader: #2, 22(14%)
minecraft.used.salmon_bucket: #1, 4(36%)
minecraft.used.acacia_hanging_sign: #1, 16(73%)
minecraft.picked_up.mossy_stone_brick_slab: #2, 47(21%)
minecraft.used.dropper: #2, 1128(12%)
minecraft.crafted.glass_bottle: #3, 16434(19%)
minecraft.picked_up.netherrack: #2, 97146(10%)
minecraft.mined.purple_glazed_terracotta: #1, 20(36%)
minecraft.mined.polished_blackstone: #2, 348(15%)
minecraft.dropped.golden_sword: #2, 215(16%)
minecraft.dropped.bamboo_mosaic: #1, 9(53%)
minecraft.picked_up.cobbled_deepslate: #2, 90434(10%)
minecraft.crafted.netherite_upgrade_smithing_template: #1, 38(35%)
minecraft.used.brown_dye: #1, 9(30%)
minecraft.dropped.recovery_compass: #1, 7(70%)
minecraft.picked_up.jukebox: #2, 73(13%)
minecraft.picked_up.yellow_glazed_terracotta: #1, 58(26%)
minecraft.crafted.lever: #2, 621(11%)
minecraft.dropped.bamboo_slab: #1, 12(52%)
minecraft.used.ancient_debris: #2, 59(22%)
minecraft.used.twisting_vines: #2, 217(22%)
minecraft.picked_up.brewer_pottery_sherd: #1, 11(69%)
minecraft.crafted.light_blue_banner: #1, 19(26%)
minecraft.used.yellow_dye: #2, 45(18%)
minecraft.killed.strider: #1, 9(41%)
minecraft.crafted.magenta_shulker_box: #2, 12(18%)
minecraft.crafted.redstone_block: #2, 5402(11%)
minecraft.mined.stone_pressure_plate: #2, 48(16%)
minecraft.crafted.pumpkin_pie: #3, 12225(29%)
minecraft.picked_up.mangrove_planks: #2, 229(14%)
minecraft.picked_up.mossy_stone_brick_wall: #2, 51(34%)
minecraft.dropped.poisonous_potato: #2, 10(19%)
minecraft.crafted.spyglass: #2, 16(23%)
minecraft.picked_up.mangrove_fence_gate: #1, 6(40%)
minecraft.picked_up.host_armor_trim_smithing_template: #1, 6(29%)
minecraft.custom.clean_banner: #1, 42(67%)
minecraft.used.quartz_bricks: #2, 463(21%)
minecraft.dropped.glow_berries: #3, 142(21%)
minecraft.picked_up.skeleton_skull: #1, 13(28%)
minecraft.crafted.raw_iron_block: #2, 803(13%)
minecraft.used.written_book: #2, 3281(9%)
minecraft.picked_up.bamboo_button: #1, 62(98%)
minecraft.mined.bamboo_button: #1, 62(98%)
minecraft.mined.sculk_catalyst: #2, 2344(21%)
minecraft.mined.oxeye_daisy: #2, 35(13%)
minecraft.dropped.dark_oak_leaves: #2, 127(17%)
minecraft.picked_up.red_carpet: #2, 2231(12%)
minecraft.dropped.dark_prismarine_stairs: #1, 34(97%)
minecraft.crafted.granite_stairs: #2, 51(25%)
minecraft.dropped.lime_concrete_powder: #1, 65(32%)
minecraft.crafted.sandstone_stairs: #2, 160(25%)
minecraft.mined.target: #2, 80(16%)
minecraft.used.music_disc_cat: #2, 42(17%)
minecraft.used.suspicious_gravel: #1, 51(96%)
minecraft.used.deepslate_gold_ore: #2, 630(14%)
minecraft.dropped.glow_lichen: #2, 265(18%)
minecraft.used.suspicious_sand: #1, 25(96%)
minecraft.picked_up.rabbit_hide: #2, 63(18%)
minecraft.crafted.tnt: #2, 16418(13%)
minecraft.picked_up.bamboo_sign: #1, 7(32%)
minecraft.picked_up.deepslate_bricks: #3, 2980(13%)
minecraft.used.jukebox: #2, 98(11%)
minecraft.mined.light_blue_banner: #1, 20(95%)
minecraft.used.iron_helmet: #2, 12(13%)
minecraft.mined.orange_tulip: #2, 41(21%)
minecraft.crafted.netherite_shovel: #1, 4(24%)
minecraft.picked_up.netherite_upgrade_smithing_template: #1, 5(31%)
minecraft.crafted.paper: #3, 77197(13%)
minecraft.used.polished_deepslate_wall: #2, 2185(13%)
minecraft.dropped.exposed_cut_copper_slab: #1, 13(93%)
minecraft.mined.flowering_azalea: #2, 243(10%)
minecraft.picked_up.nether_gold_ore: #2, 547(13%)
minecraft.mined.dark_oak_pressure_plate: #1, 4(31%)
minecraft.crafted.red_wool: #2, 1132(14%)
minecraft.mined.bamboo_wall_sign: #1, 7(37%)
minecraft.mined.glass_pane: #2, 129(12%)
minecraft.crafted.cyan_concrete: #1, 712(46%)
minecraft.dropped.pink_carpet: #1, 11(61%)
minecraft.mined.mangrove_wall_sign: #2, 26(19%)
minecraft.dropped.oxidized_cut_copper_stairs: #1, 4(36%)
minecraft.killed.fox: #1, 4(36%)
minecraft.picked_up.pufferfish_bucket: #1, 4(36%)
minecraft.used.redstone: #2, 8423(9%)
minecraft.mined.jukebox: #2, 69(12%)
minecraft.picked_up.mangrove_sign: #2, 28(16%)
minecraft.mined.sandstone_stairs: #2, 89(23%)
minecraft.used.ink_sac: #1, 9(90%)
minecraft.mined.cut_copper_slab: #2, 141(23%)
minecraft.killed.trader_llama: #2, 39(12%)
minecraft.used.polished_andesite: #2, 4354(11%)
minecraft.crafted.netherite_chestplate: #2, 8(31%)
minecraft.mined.gold_block: #2, 647(12%)
minecraft.dropped.cherry_leaves: #1, 42(29%)
minecraft.picked_up.scute: #1, 176(59%)
minecraft.picked_up.iron_door: #2, 55(11%)
minecraft.crafted.blue_bed: #2, 6(25%)
minecraft.crafted.magenta_concrete: #1, 112(88%)
minecraft.crafted.raw_iron: #3, 5787(16%)
minecraft.crafted.brush: #2, 17(20%)
minecraft.crafted.spectral_arrow: #1, 90(58%)
minecraft.used.sculk_catalyst: #2, 2568(23%)
minecraft.used.bow: #3, 7802(10%)
minecraft.mined.chipped_anvil: #2, 42(12%)
minecraft.crafted.shield: #2, 33(12%)
minecraft.mined.mangrove_fence_gate: #1, 6(43%)
minecraft.mined.azalea: #2, 375(9%)
minecraft.crafted.red_stained_glass_pane: #2, 600(18%)
minecraft.picked_up.polished_blackstone_wall: #2, 332(21%)
minecraft.mined.stone_button: #3, 121(15%)
minecraft.used.observer: #3, 3796(13%)
minecraft.dropped.written_book: #2, 17(10%)
minecraft.mined.jungle_wall_hanging_sign: #1, 5(56%)
minecraft.used.netherite_shovel: #1, 256774(18%)
minecraft.mined.cave_vines: #3, 297(12%)
minecraft.picked_up.purple_shulker_box: #2, 188(13%)
minecraft.crafted.chiseled_bookshelf: #2, 167(20%)
minecraft.dropped.blue_concrete: #1, 64(55%)
minecraft.mined.blue_carpet: #2, 89(26%)
minecraft.used.magenta_dye: #2, 12(24%)
minecraft.picked_up.arms_up_pottery_sherd: #1, 9(82%)
minecraft.used.bamboo_hanging_sign: #1, 24(41%)
minecraft.crafted.spire_armor_trim_smithing_template: #1, 14(54%)
minecraft.used.oxeye_daisy: #2, 14(24%)
minecraft.picked_up.repeater: #2, 806(10%)
minecraft.picked_up.netherite_ingot: #2, 17(14%)
minecraft.used.skeleton_skull: #1, 8(53%)
minecraft.dropped.explorer_pottery_sherd: #1, 4(80%)
minecraft.mined.bamboo_stairs: #1, 4(80%)
minecraft.picked_up.oak_stairs: #2, 296(10%)
minecraft.mined.cake: #2, 17(29%)
minecraft.crafted.quartz_bricks: #2, 368(26%)
minecraft.dropped.pink_petals: #2, 78(23%)
minecraft.picked_up.tripwire_hook: #2, 50(12%)
minecraft.used.purpur_pillar: #2, 74(18%)
minecraft.picked_up.golden_leggings: #3, 47(14%)
minecraft.used.leather_leggings: #2, 7(17%)
minecraft.dropped.cherry_trapdoor: #1, 14(78%)
minecraft.mined.acacia_wall_hanging_sign: #1, 7(78%)
minecraft.mined.purple_shulker_box: #2, 188(13%)
minecraft.picked_up.sandstone_stairs: #2, 89(21%)
minecraft.picked_up.stripped_bamboo_block: #2, 75(25%)
minecraft.picked_up.white_stained_glass_pane: #2, 239(13%)
minecraft.picked_up.chiseled_deepslate: #2, 178(18%)
minecraft.mined.stripped_bamboo_block: #2, 74(25%)
minecraft.mined.light_blue_candle: #1, 6(50%)
minecraft.killed.skeleton_horse: #1, 3(50%)
minecraft.picked_up.bamboo_stairs: #1, 4(50%)
minecraft.dropped.lime_concrete: #2, 91(25%)
minecraft.mined.polished_andesite: #2, 449(10%)
minecraft.picked_up.yellow_concrete: #3, 1627(13%)
minecraft.killed.silverfish: #2, 38(11%)
minecraft.used.gray_carpet: #2, 5079(10%)
minecraft.picked_up.acacia_hanging_sign: #1, 8(73%)
minecraft.picked_up.end_crystal: #1, 12(48%)
minecraft.used.oak_sign: #2, 299(8%)
minecraft.used.porkchop: #2, 23(27%)
minecraft.picked_up.soul_campfire: #2, 17(30%)
minecraft.crafted.mangrove_planks: #2, 2920(9%)
minecraft.dropped.wooden_sword: #2, 76(12%)
minecraft.used.enchanted_golden_apple: #2, 7(27%)
minecraft.dropped.deepslate: #3, 10021(12%)
minecraft.used.blue_stained_glass: #2, 172(19%)
minecraft.mined.crying_obsidian: #3, 115(18%)
minecraft.used.dark_oak_wood: #2, 784(12%)
minecraft.picked_up.oak_slab: #2, 255(9%)
minecraft.used.sandstone_stairs: #2, 304(20%)
minecraft.mined.purple_carpet: #2, 197(30%)
minecraft.used.purple_shulker_box: #2, 189(12%)
minecraft.used.netherite_hoe: #2, 44520(16%)
minecraft.crafted.shaper_armor_trim_smithing_template: #1, 12(46%)
minecraft.picked_up.leather_helmet: #3, 35(12%)
minecraft.crafted.netherite_helmet: #2, 8(22%)
minecraft.mined.gray_stained_glass_pane: #2, 115(22%)
minecraft.crafted.honey_bottle: #1, 556(46%)
minecraft.used.sweet_berries: #3, 2139(11%)
minecraft.used.iron_boots: #2, 9(12%)
minecraft.used.tripwire_hook: #2, 64(12%)
minecraft.custom.pig_one_cm: #2, 319041(14%)
minecraft.crafted.sandstone: #2, 4307(14%)
minecraft.mined.powered_rail: #3, 1273(13%)
minecraft.crafted.cyan_bed: #2, 7(16%)
minecraft.dropped.jukebox: #2, 8(33%)
minecraft.mined.mangrove_sign: #1, 2(67%)
minecraft.crafted.acacia_hanging_sign: #1, 12(33%)
minecraft.broken.netherite_shovel: #1, 2(67%)
minecraft.crafted.leather: #1, 14(67%)
minecraft.mined.soul_lantern: #2, 65(13%)
minecraft.crafted.golden_chestplate: #2, 16(21%)
minecraft.mined.brewing_stand: #2, 39(11%)
minecraft.crafted.crossbow: #2, 28(19%)
minecraft.used.polished_blackstone_pressure_plate: #2, 192(19%)
minecraft.picked_up.oxidized_cut_copper: #3, 107(18%)
minecraft.custom.drop: #3, 31038(7%)
minecraft.crafted.polished_blackstone_pressure_plate: #2, 203(18%)
minecraft.used.amethyst_cluster: #3, 414(14%)
minecraft.picked_up.weeping_vines: #3, 516(14%)
minecraft.mined.dark_oak_slab: #2, 238(8%)
minecraft.picked_up.leather_chestplate: #2, 58(9%)
minecraft.used.chiseled_stone_bricks: #3, 1112(15%)
minecraft.picked_up.oak_hanging_sign: #2, 14(19%)
minecraft.mined.spore_blossom: #3, 58(13%)
minecraft.picked_up.diamond_chestplate: #3, 41(13%)
minecraft.used.purple_dye: #2, 12(18%)
minecraft.dropped.slime_block: #2, 420(14%)
minecraft.used.enchanting_table: #2, 9(10%)
minecraft.crafted.bamboo_chest_raft: #1, 2(40%)
minecraft.crafted.observer: #3, 2959(12%)
minecraft.mined.dried_kelp_block: #2, 60(31%)
minecraft.dropped.acacia_leaves: #2, 191(20%)
minecraft.picked_up.sweet_berries: #3, 3155(10%)
minecraft.used.granite_stairs: #2, 62(20%)
minecraft.crafted.red_carpet: #3, 2395(13%)
minecraft.custom.interact_with_blast_furnace: #3, 634(11%)
minecraft.dropped.netherite_hoe: #2, 4(17%)
minecraft.mined.birch_wall_hanging_sign: #1, 4(57%)
minecraft.used.waxed_exposed_cut_copper: #2, 55(24%)
minecraft.picked_up.spruce_fence: #3, 687(11%)
minecraft.used.cherry_log: #3, 448(16%)
minecraft.picked_up.golden_chestplate: #3, 48(12%)
minecraft.crafted.melon_seeds: #2, 66(24%)
minecraft.picked_up.deepslate_copper_ore: #3, 232(17%)
minecraft.used.comparator: #3, 1381(11%)
minecraft.picked_up.prismarine: #3, 1541(15%)
minecraft.picked_up.deepslate_iron_ore: #3, 596(12%)
minecraft.mined.polished_blackstone_stairs: #3, 204(18%)
minecraft.mined.suspicious_gravel: #2, 52(19%)
minecraft.mined.nether_gold_ore: #3, 1039(11%)
minecraft.dropped.chiseled_sandstone: #2, 16(26%)
minecraft.dropped.spyglass: #2, 8(23%)
minecraft.broken.fishing_rod: #2, 7(17%)
minecraft.crafted.smooth_stone_slab: #3, 1704(13%)
minecraft.picked_up.chain: #3, 522(10%)
minecraft.picked_up.medium_amethyst_bud: #2, 253(12%)
minecraft.picked_up.iron_nugget: #3, 7138(9%)
minecraft.dropped.amethyst_cluster: #2, 120(16%)
minecraft.used.cracked_deepslate_tiles: #2, 139(29%)
minecraft.used.tropical_fish_bucket: #2, 50(22%)
minecraft.used.pink_dye: #2, 24(14%)
minecraft.crafted.bamboo_slab: #2, 312(20%)
minecraft.mined.polished_deepslate_stairs: #2, 193(10%)
minecraft.crafted.red_nether_brick_stairs: #2, 24(40%)
minecraft.used.light_blue_candle: #2, 37(25%)
minecraft.used.creeper_head: #1, 3(100%)
minecraft.used.bamboo_chest_raft: #1, 12(100%)
minecraft.used.zombie_head: #1, 1(100%)
minecraft.used.bamboo_mosaic_stairs: #1, 1(100%)
minecraft.used.piglin_head: #1, 1(100%)
minecraft.dropped.dune_armor_trim_smithing_template: #1, 1(50%)
minecraft.dropped.weathered_cut_copper_stairs: #1, 2(100%)
minecraft.dropped.eye_armor_trim_smithing_template: #1, 1(100%)
minecraft.dropped.suspicious_sand: #1, 1(100%)
minecraft.dropped.scute: #1, 3(50%)
minecraft.dropped.lingering_potion: #1, 6(100%)
minecraft.dropped.music_disc_5: #1, 5(100%)
minecraft.dropped.deepslate_emerald_ore: #1, 1(100%)
minecraft.killed.camel: #1, 1(100%)
minecraft.killed.mule: #1, 3(100%)
minecraft.killed.zoglin: #1, 4(100%)
minecraft.killed.tadpole: #1, 3(100%)
minecraft.killed.ocelot: #1, 4(100%)
minecraft.killed.panda: #1, 459(100%)
minecraft.mined.brown_banner: #1, 4(100%)
minecraft.mined.creeper_head: #1, 1(100%)
minecraft.mined.skeleton_wall_skull: #1, 1(100%)
minecraft.mined.acacia_hanging_sign: #1, 1(50%)
minecraft.mined.red_nether_brick_wall: #1, 1(50%)
minecraft.mined.creeper_wall_head: #1, 1(100%)
minecraft.mined.powder_snow_cauldron: #1, 26(100%)
minecraft.mined.bamboo_fence_gate: #1, 4(100%)
minecraft.mined.light_blue_candle_cake: #1, 4(100%)
minecraft.mined.potted_dark_oak_sapling: #1, 1(50%)
minecraft.mined.bamboo_mosaic_stairs: #1, 1(100%)
minecraft.crafted.cherry_sapling: #1, 1(100%)
minecraft.crafted.creeper_banner_pattern: #1, 1(50%)
minecraft.crafted.bamboo_mosaic_stairs: #1, 4(50%)
minecraft.picked_up.bamboo_fence_gate: #1, 4(100%)
minecraft.picked_up.piglin_head: #1, 1(50%)
minecraft.picked_up.bamboo_chest_raft: #1, 12(100%)
minecraft.picked_up.mojang_banner_pattern: #1, 3(50%)
minecraft.picked_up.creeper_banner_pattern: #1, 1(100%)
minecraft.picked_up.black_stained_glass_pane: #3, 188(19%)
minecraft.picked_up.red_stained_glass_pane: #2, 112(12%)
minecraft.mined.oxidized_cut_copper_stairs: #3, 148(17%)
minecraft.picked_up.tadpole_bucket: #2, 17(25%)
minecraft.mined.ladder: #3, 197(10%)
minecraft.crafted.golden_boots: #2, 15(13%)
minecraft.picked_up.bookshelf: #3, 307(12%)
minecraft.mined.cactus: #3, 287(13%)
minecraft.picked_up.brewing_stand: #2, 38(9%)
minecraft.mined.comparator: #3, 271(11%)
minecraft.mined.bricks: #4, 546(16%)
