stat, rank, value, (percentage) 
minecraft.mined.redstone_wall_torch: #9, 46(3%)
minecraft.mined.brown_mushroom_block: #9, 1414(3%)
minecraft.crafted.moss_carpet: #9, 291(3%)
minecraft.dropped.netherite_helmet: #9, 2(5%)
minecraft.killed.magma_cube: #9, 305(3%)
minecraft.broken.iron_helmet: #9, 1(8%)
minecraft.picked_up.obsidian: #9, 1136(2%)
minecraft.dropped.pumpkin_pie: #9, 155(2%)
minecraft.used.moss_carpet: #9, 469(2%)
minecraft.dropped.iron_ingot: #9, 425(2%)
minecraft.picked_up.flint: #9, 413(2%)
minecraft.used.stone_pressure_plate: #9, 28(3%)
minecraft.used.hay_block: #9, 30(3%)
minecraft.dropped.axolotl_bucket: #9, 1(7%)
minecraft.used.music_disc_13: #9, 8(3%)
minecraft.crafted.quartz_slab: #9, 162(3%)
minecraft.broken.fishing_rod: #9, 2(5%)
minecraft.used.lilac: #9, 18(2%)
minecraft.dropped.calcite: #9, 71(2%)
minecraft.mined.mud_brick_stairs: #9, 22(3%)
minecraft.dropped.grass: #9, 16(3%)
minecraft.mined.hay_block: #9, 74(2%)
minecraft.picked_up.experience_bottle: #9, 69(2%)
minecraft.crafted.wooden_axe: #9, 3(2%)
minecraft.picked_up.rabbit: #9, 7(3%)
minecraft.mined.obsidian: #9, 961(2%)
minecraft.used.deepslate_diamond_ore: #9, 396(2%)
minecraft.used.oak_wood: #9, 117(2%)
minecraft.dropped.end_rod: #9, 17(3%)
minecraft.killed.ender_dragon: #9, 1(5%)
minecraft.dropped.moss_carpet: #9, 259(2%)
minecraft.dropped.mutton: #9, 11(3%)
minecraft.mined.magenta_stained_glass: #9, 11(2%)
minecraft.mined.iron_ore: #10, 2465(4%)
minecraft.crafted.polished_blackstone_slab: #9, 38(2%)
minecraft.picked_up.gray_stained_glass_pane: #9, 31(3%)
minecraft.dropped.book: #9, 12(2%)
minecraft.crafted.fermented_spider_eye: #9, 33(2%)
minecraft.dropped.birch_boat: #9, 1(4%)
minecraft.picked_up.raw_iron: #10, 4269(4%)
minecraft.crafted.weathered_cut_copper: #9, 8(4%)
minecraft.dropped.glass: #9, 337(2%)
minecraft.crafted.netherite_chestplate: #9, 1(4%)
minecraft.crafted.trapped_chest: #9, 1(4%)
minecraft.dropped.sticky_piston: #9, 17(2%)
minecraft.dropped.bamboo_raft: #9, 1(4%)
minecraft.picked_up.oak_wood: #9, 23(2%)
minecraft.used.acacia_fence: #9, 15(3%)
minecraft.dropped.iron_bars: #9, 63(2%)
minecraft.dropped.pumpkin_seeds: #9, 404(2%)
minecraft.picked_up.iron_ore: #10, 1123(5%)
minecraft.picked_up.acacia_slab: #9, 13(2%)
minecraft.mined.nether_wart: #9, 126(1%)
minecraft.crafted.spruce_trapdoor: #10, 1060(4%)
minecraft.used.target: #9, 34(1%)
minecraft.crafted.magenta_stained_glass_pane: #9, 16(3%)
minecraft.mined.chiseled_stone_bricks: #9, 21(1%)
minecraft.picked_up.gilded_blackstone: #9, 14(2%)
minecraft.crafted.golden_sword: #9, 1(3%)
minecraft.used.detector_rail: #9, 9(1%)
minecraft.dropped.crimson_nylium: #9, 12(1%)
minecraft.crafted.jungle_sign: #9, 6(2%)
minecraft.mined.water_cauldron: #9, 3(2%)
minecraft.dropped.deepslate_tiles: #9, 11(2%)
minecraft.picked_up.horn_coral_fan: #9, 23(1%)
minecraft.used.ice: #9, 381(1%)
minecraft.picked_up.blaze_powder: #9, 15(1%)
minecraft.crafted.stone_shovel: #9, 7(1%)
minecraft.crafted.wooden_sword: #9, 21(1%)
minecraft.used.axolotl_bucket: #9, 6(1%)
minecraft.used.red_stained_glass_pane: #9, 24(2%)
minecraft.dropped.red_mushroom_block: #9, 46(2%)
minecraft.dropped.chicken: #9, 232(1%)
minecraft.crafted.golden_apple: #9, 37(1%)
minecraft.picked_up.brain_coral_fan: #9, 21(1%)
minecraft.crafted.bamboo_slab: #9, 30(2%)
minecraft.picked_up.purple_dye: #9, 7(2%)
minecraft.used.mossy_cobblestone_wall: #9, 10(2%)
minecraft.picked_up.sugar: #9, 100(1%)
minecraft.picked_up.fire_coral: #9, 5(1%)
minecraft.dropped.dispenser: #9, 16(1%)
minecraft.picked_up.wooden_shovel: #9, 2(1%)
minecraft.mined.yellow_stained_glass_pane: #9, 6(1%)
minecraft.crafted.pink_bed: #9, 1(2%)
minecraft.used.jungle_fence: #9, 17(2%)
minecraft.crafted.acacia_stairs: #9, 12(1%)
minecraft.dropped.smooth_sandstone: #9, 17(1%)
minecraft.crafted.purple_bed: #9, 1(2%)
minecraft.picked_up.diamond_leggings: #10, 32(3%)
minecraft.dropped.cake: #9, 1(2%)
minecraft.picked_up.purple_bed: #9, 7(1%)
minecraft.used.jungle_sign: #9, 4(1%)
minecraft.picked_up.gray_bed: #9, 1(1%)
minecraft.custom.fish_caught: #9, 5(1%)
minecraft.picked_up.nether_star: #9, 3(1%)
minecraft.mined.daylight_detector: #9, 2(1%)
minecraft.dropped.crimson_trapdoor: #9, 1(1%)
minecraft.mined.purple_bed: #9, 6(1%)
minecraft.crafted.brown_wool: #9, 10(1%)
minecraft.dropped.anvil: #9, 2(1%)
minecraft.crafted.respawn_anchor: #9, 3(1%)
minecraft.picked_up.cyan_banner: #9, 1(1%)
minecraft.dropped.black_dye: #9, 9(1%)
minecraft.mined.pink_tulip: #9, 1(1%)
minecraft.used.chiseled_nether_bricks: #9, 1(1%)
minecraft.crafted.acacia_fence_gate: #9, 1(1%)
minecraft.picked_up.magenta_terracotta: #9, 15(1%)
minecraft.used.iron_axe: #10, 1249(4%)
minecraft.picked_up.pink_candle: #9, 1(1%)
minecraft.used.beetroot_seeds: #9, 13(1%)
minecraft.picked_up.gray_banner: #9, 1(1%)
minecraft.picked_up.mushroom_stew: #9, 1(1%)
minecraft.crafted.blackstone_slab: #9, 8(1%)
minecraft.mined.acacia_planks: #9, 8(0%)
minecraft.mined.waxed_cut_copper_stairs: #9, 1(1%)
minecraft.dropped.warped_trapdoor: #9, 1(1%)
minecraft.dropped.andesite_slab: #9, 1(1%)
minecraft.used.green_carpet: #9, 38(0%)
minecraft.crafted.orange_wool: #9, 13(1%)
minecraft.dropped.birch_wood: #9, 1(1%)
minecraft.picked_up.waxed_cut_copper_stairs: #9, 1(1%)
minecraft.picked_up.brown_glazed_terracotta: #9, 6(0%)
minecraft.mined.crafting_table: #10, 196(3%)
minecraft.used.weathered_cut_copper_stairs: #9, 1(0%)
minecraft.crafted.end_stone_brick_slab: #9, 2(0%)
minecraft.mined.yellow_carpet: #9, 5(0%)
minecraft.picked_up.pink_bed: #9, 2(0%)
minecraft.used.polished_blackstone_pressure_plate: #9, 3(0%)
minecraft.dropped.deepslate_brick_stairs: #9, 3(0%)
minecraft.mined.waxed_cut_copper_slab: #9, 1(0%)
minecraft.picked_up.waxed_cut_copper_slab: #9, 1(0%)
minecraft.used.waxed_oxidized_copper: #9, 4(0%)
minecraft.used.exposed_cut_copper_stairs: #9, 1(0%)
minecraft.crafted.polished_granite_stairs: #9, 1(0%)
minecraft.used.weathered_cut_copper_slab: #9, 1(0%)
minecraft.mined.gray_terracotta: #9, 33(0%)
minecraft.crafted.diamond_axe: #10, 6(3%)
minecraft.picked_up.netherite_boots: #10, 20(4%)
minecraft.crafted.smooth_sandstone_stairs: #9, 1(0%)
minecraft.crafted.end_stone_brick_stairs: #9, 1(0%)
minecraft.crafted.nether_brick_fence: #9, 6(0%)
minecraft.used.pink_carpet: #9, 14(0%)
minecraft.mined.waxed_weathered_cut_copper: #9, 1(0%)
minecraft.dropped.mangrove_leaves: #9, 3(0%)
minecraft.picked_up.nether_sprouts: #9, 1(0%)
minecraft.crafted.granite_wall: #9, 1(0%)
minecraft.mined.stripped_crimson_hyphae: #9, 1(0%)
minecraft.dropped.fire_charge: #9, 2(0%)
minecraft.dropped.bookshelf: #9, 1(0%)
minecraft.mined.dead_brain_coral_block: #9, 1(0%)
minecraft.mined.waxed_weathered_cut_copper_slab: #9, 1(0%)
minecraft.mined.dead_horn_coral_block: #9, 1(0%)
minecraft.crafted.yellow_glazed_terracotta: #9, 1(0%)
minecraft.crafted.red_glazed_terracotta: #9, 1(0%)
minecraft.crafted.end_rod: #9, 4(0%)
minecraft.crafted.purple_glazed_terracotta: #9, 1(0%)
minecraft.picked_up.dead_bubble_coral_block: #9, 1(0%)
minecraft.mined.heavy_weighted_pressure_plate: #9, 2(0%)
minecraft.used.fire_coral_block: #9, 1(0%)
minecraft.used.compass: #9, 1(0%)
minecraft.crafted.firework_star: #9, 20(0%)
minecraft.crafted.cut_sandstone: #9, 1(0%)
minecraft.crafted.prismarine: #9, 1(0%)
minecraft.picked_up.orange_carpet: #9, 1(0%)
minecraft.used.snowball: #10, 227(3%)
minecraft.picked_up.white_dye: #10, 171(4%)
minecraft.picked_up.deepslate: #10, 15243(3%)
minecraft.custom.damage_absorbed: #10, 905(4%)
minecraft.picked_up.cooked_beef: #10, 206(3%)
minecraft.used.basalt: #10, 2628(3%)
minecraft.picked_up.suspicious_stew: #10, 10(4%)
minecraft.crafted.oak_planks: #10, 6503(2%)
minecraft.crafted.coal: #10, 1935(3%)
minecraft.used.golden_carrot: #11, 2260(4%)
minecraft.crafted.iron_shovel: #10, 12(3%)
minecraft.used.lectern: #10, 282(3%)
minecraft.picked_up.lectern: #10, 252(3%)
minecraft.killed_by.stray: #10, 1(8%)
minecraft.mined.rail: #10, 1177(3%)
minecraft.mined.deepslate_tiles: #10, 233(3%)
minecraft.mined.azalea: #10, 100(2%)
minecraft.mined.lectern: #10, 248(3%)
minecraft.crafted.netherite_sword: #10, 1(7%)
minecraft.custom.inspect_dispenser: #10, 722(2%)
minecraft.picked_up.ghast_tear: #10, 16(3%)
minecraft.mined.stone_button: #10, 22(3%)
minecraft.custom.enchant_item: #10, 50(2%)
minecraft.crafted.brewing_stand: #10, 16(3%)
minecraft.crafted.warped_fungus_on_a_stick: #10, 1(6%)
minecraft.crafted.repeater: #10, 405(2%)
minecraft.mined.cauldron: #10, 11(3%)
minecraft.picked_up.golden_chestplate: #10, 9(2%)
minecraft.custom.animals_bred: #10, 362(2%)
minecraft.mined.oxidized_copper: #10, 744(2%)
minecraft.crafted.conduit: #10, 1(6%)
minecraft.dropped.moss_block: #10, 216(2%)
minecraft.picked_up.bee_nest: #10, 16(2%)
minecraft.picked_up.netherite_hoe: #10, 3(2%)
minecraft.mined.gray_stained_glass: #10, 22(3%)
minecraft.picked_up.purpur_slab: #10, 10(3%)
minecraft.mined.redstone_torch: #10, 53(2%)
minecraft.mined.blast_furnace: #10, 8(2%)
minecraft.crafted.smooth_stone_slab: #10, 258(2%)
minecraft.used.piston: #10, 277(2%)
minecraft.used.redstone_block: #10, 391(2%)
minecraft.dropped.iron_ore: #10, 55(2%)
minecraft.crafted.brown_shulker_box: #10, 6(2%)
minecraft.picked_up.glass_bottle: #10, 268(1%)
minecraft.crafted.glass_pane: #10, 480(2%)
minecraft.picked_up.iron_boots: #10, 11(2%)
minecraft.crafted.bone_block: #10, 3417(2%)
minecraft.broken.stone_sword: #10, 1(4%)
minecraft.picked_up.acacia_sapling: #10, 147(2%)
minecraft.picked_up.polished_diorite: #10, 78(2%)
minecraft.crafted.smoker: #10, 4(2%)
minecraft.picked_up.oak_stairs: #10, 40(1%)
minecraft.dropped.diamond_pickaxe: #11, 15(4%)
minecraft.picked_up.bell: #10, 7(2%)
minecraft.picked_up.jungle_sapling: #10, 58(2%)
minecraft.picked_up.cobweb: #10, 85(2%)
minecraft.dropped.flint: #10, 120(1%)
minecraft.picked_up.mud_brick_stairs: #10, 15(2%)
minecraft.picked_up.lever: #11, 205(4%)
minecraft.used.smoker: #10, 3(2%)
minecraft.dropped.bone_block: #10, 73(2%)
minecraft.crafted.purple_stained_glass: #10, 448(2%)
minecraft.custom.inspect_hopper: #11, 1894(4%)
minecraft.mined.redstone_block: #10, 166(1%)
minecraft.used.nether_wart: #10, 126(1%)
minecraft.crafted.netherite_leggings: #10, 1(3%)
minecraft.used.oak_sapling: #10, 323(1%)
minecraft.picked_up.shield: #11, 12(4%)
minecraft.used.nether_wart_block: #10, 48(1%)
minecraft.crafted.lime_bed: #10, 1(2%)
minecraft.picked_up.diamond: #11, 1348(4%)
minecraft.crafted.acacia_fence: #10, 18(2%)
minecraft.mined.waxed_copper_block: #10, 17(1%)
minecraft.mined.piston_head: #10, 5(1%)
minecraft.crafted.green_concrete_powder: #10, 520(1%)
minecraft.killed.iron_golem: #10, 4(2%)
minecraft.mined.light_gray_stained_glass_pane: #10, 4(1%)
minecraft.picked_up.ice: #10, 1467(1%)
minecraft.picked_up.waxed_copper_block: #10, 17(1%)
minecraft.mined.mud_brick_wall: #10, 2(2%)
minecraft.crafted.deepslate_tiles: #10, 171(1%)
minecraft.picked_up.light_blue_stained_glass_pane: #10, 18(1%)
minecraft.crafted.orange_stained_glass_pane: #10, 24(1%)
minecraft.mined.ice: #10, 1671(1%)
minecraft.killed.slime: #10, 171(1%)
minecraft.picked_up.chest: #11, 830(3%)
minecraft.mined.pink_stained_glass: #10, 5(1%)
minecraft.crafted.green_stained_glass_pane: #10, 24(1%)
minecraft.dropped.cookie: #10, 18(1%)
minecraft.dropped.slime_ball: #10, 86(1%)
minecraft.crafted.gold_block: #10, 305(1%)
minecraft.dropped.crossbow: #10, 15(1%)
minecraft.dropped.obsidian: #10, 57(1%)
minecraft.crafted.pink_stained_glass_pane: #10, 16(1%)
minecraft.picked_up.pitcher_plant: #10, 3(1%)
minecraft.picked_up.cyan_stained_glass: #10, 15(1%)
minecraft.dropped.crimson_slab: #10, 5(1%)
minecraft.used.jungle_leaves: #10, 39(1%)
minecraft.used.pitcher_plant: #10, 2(1%)
minecraft.used.powder_snow_bucket: #10, 56(1%)
minecraft.dropped.polished_deepslate_slab: #10, 11(1%)
minecraft.crafted.green_carpet: #10, 51(1%)
minecraft.picked_up.nether_brick_fence: #10, 15(1%)
minecraft.used.purple_bed: #10, 6(1%)
minecraft.picked_up.jungle_sign: #10, 3(1%)
minecraft.dropped.cobblestone_stairs: #10, 4(1%)
minecraft.crafted.bowl: #10, 8(1%)
minecraft.dropped.crimson_planks: #10, 3(1%)
minecraft.mined.mossy_cobblestone_wall: #10, 1(1%)
minecraft.used.quartz_block: #10, 162(0%)
minecraft.dropped.slime_block: #10, 17(1%)
minecraft.mined.white_tulip: #10, 1(1%)
minecraft.used.red_carpet: #10, 92(0%)
minecraft.mined.bubble_coral_fan: #10, 3(1%)
minecraft.picked_up.coal_ore: #11, 1846(4%)
minecraft.picked_up.daylight_detector: #10, 2(1%)
minecraft.dropped.lily_pad: #10, 1(1%)
minecraft.crafted.acacia_pressure_plate: #10, 1(1%)
minecraft.picked_up.oxeye_daisy: #10, 37(0%)
minecraft.picked_up.crafting_table: #11, 223(3%)
minecraft.picked_up.prismarine_shard: #10, 50(0%)
minecraft.picked_up.pitcher_pod: #10, 12(0%)
minecraft.mined.blackstone_wall: #10, 2(1%)
minecraft.dropped.gold_ingot: #10, 93(0%)
minecraft.dropped.prismarine: #10, 7(1%)
minecraft.picked_up.diamond_axe: #11, 31(3%)
minecraft.used.daylight_detector: #10, 4(0%)
minecraft.picked_up.redstone: #11, 7305(3%)
minecraft.dropped.glowstone: #10, 12(1%)
minecraft.picked_up.green_banner: #10, 1(1%)
minecraft.used.deepslate_tiles: #11, 2711(4%)
minecraft.picked_up.pink_terracotta: #10, 8(0%)
minecraft.mined.waxed_exposed_cut_copper: #10, 1(1%)
minecraft.mined.waxed_exposed_cut_copper_stairs: #10, 1(1%)
minecraft.picked_up.paper: #10, 215(0%)
minecraft.dropped.iron_trapdoor: #10, 2(1%)
minecraft.dropped.light_blue_stained_glass_pane: #10, 1(1%)
minecraft.used.chiseled_sandstone: #10, 2(0%)
minecraft.crafted.cyan_banner: #10, 1(1%)
minecraft.crafted.polished_blackstone_brick_wall: #10, 1(1%)
minecraft.crafted.cyan_wool: #10, 13(0%)
minecraft.dropped.emerald: #10, 225(0%)
minecraft.used.stripped_birch_log: #10, 15(0%)
minecraft.picked_up.red_glazed_terracotta: #10, 3(0%)
minecraft.picked_up.gray_dye: #10, 5(0%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #10, 93(0%)
minecraft.picked_up.bamboo_trapdoor: #10, 1(0%)
minecraft.used.bubble_coral: #10, 1(0%)
minecraft.used.purpur_stairs: #10, 1(0%)
minecraft.picked_up.fire_charge: #10, 7(0%)
minecraft.mined.waxed_cut_copper: #10, 1(0%)
minecraft.picked_up.waxed_exposed_cut_copper: #10, 1(0%)
minecraft.crafted.polished_blackstone_brick_stairs: #10, 2(0%)
minecraft.crafted.daylight_detector: #10, 3(0%)
minecraft.used.acacia_sapling: #10, 19(0%)
minecraft.crafted.prismarine_wall: #10, 1(0%)
minecraft.picked_up.waxed_exposed_cut_copper_slab: #10, 1(0%)
minecraft.picked_up.waxed_oxidized_cut_copper_stairs: #10, 1(0%)
minecraft.used.horn_coral: #10, 1(0%)
minecraft.picked_up.pink_glazed_terracotta: #10, 1(0%)
minecraft.mined.waxed_oxidized_cut_copper_stairs: #10, 1(0%)
minecraft.picked_up.dried_kelp_block: #10, 1(0%)
minecraft.picked_up.magenta_dye: #10, 2(0%)
minecraft.picked_up.stripped_acacia_wood: #10, 1(0%)
minecraft.crafted.red_sandstone: #10, 12(0%)
minecraft.mined.waxed_weathered_cut_copper_stairs: #10, 1(0%)
minecraft.picked_up.pink_concrete_powder: #10, 8(0%)
minecraft.picked_up.stripped_birch_wood: #10, 2(0%)
minecraft.picked_up.waxed_weathered_cut_copper: #10, 1(0%)
minecraft.picked_up.black_glazed_terracotta: #10, 2(0%)
minecraft.crafted.polished_blackstone_brick_slab: #10, 2(0%)
minecraft.picked_up.green_carpet: #10, 12(0%)
minecraft.picked_up.gray_glazed_terracotta: #10, 1(0%)
minecraft.crafted.cyan_glazed_terracotta: #10, 1(0%)
minecraft.picked_up.white_tulip: #10, 2(0%)
minecraft.dropped.gold_block: #10, 3(0%)
minecraft.picked_up.warped_hyphae: #10, 2(0%)
minecraft.crafted.green_glazed_terracotta: #10, 1(0%)
minecraft.picked_up.dead_tube_coral_block: #10, 1(0%)
minecraft.picked_up.waxed_weathered_cut_copper_slab: #10, 1(0%)
minecraft.picked_up.wither_rose: #10, 2(0%)
minecraft.crafted.sandstone_slab: #10, 2(0%)
minecraft.picked_up.dead_brain_coral_block: #10, 1(0%)
minecraft.crafted.red_candle: #10, 1(0%)
minecraft.crafted.brown_glazed_terracotta: #10, 1(0%)
minecraft.crafted.sponge: #10, 1(0%)
minecraft.crafted.cracked_deepslate_bricks: #10, 1(0%)
minecraft.crafted.sea_lantern: #10, 1(0%)
minecraft.crafted.dark_prismarine: #10, 1(0%)
minecraft.picked_up.moss_block: #11, 4463(3%)
minecraft.used.oak_sign: #11, 121(3%)
minecraft.picked_up.oak_trapdoor: #11, 57(3%)
minecraft.picked_up.copper_ore: #11, 921(3%)
minecraft.picked_up.rail: #11, 1684(3%)
minecraft.crafted.oak_sign: #11, 87(3%)
minecraft.used.iron_leggings: #11, 3(3%)
minecraft.mined.oxeye_daisy: #11, 9(3%)
minecraft.mined.azalea_leaves: #11, 2187(3%)
minecraft.mined.emerald_ore: #11, 23(2%)
minecraft.mined.lightning_rod: #11, 31(3%)
minecraft.mined.emerald_block: #11, 358(2%)
minecraft.crafted.diamond_boots: #11, 4(2%)
minecraft.crafted.iron_helmet: #11, 6(2%)
minecraft.mined.flowering_azalea: #11, 54(2%)
minecraft.mined.basalt: #11, 6912(2%)
minecraft.used.stone_slab: #11, 1886(2%)
minecraft.killed.ghast: #11, 33(2%)
minecraft.mined.redstone_wire: #11, 316(2%)
minecraft.used.diamond_leggings: #11, 5(2%)
minecraft.mined.end_stone_bricks: #11, 61(3%)
minecraft.picked_up.golden_leggings: #11, 7(2%)
minecraft.picked_up.powered_rail: #11, 299(2%)
minecraft.used.glowstone: #11, 201(2%)
minecraft.dropped.sand: #11, 651(2%)
minecraft.mined.deepslate_coal_ore: #11, 8(2%)
minecraft.mined.purpur_slab: #11, 10(3%)
minecraft.dropped.glass_bottle: #11, 140(2%)
minecraft.mined.jungle_log: #11, 961(2%)
minecraft.picked_up.deepslate_diamond_ore: #11, 381(2%)
minecraft.picked_up.smooth_stone_slab: #11, 78(2%)
minecraft.crafted.blue_bed: #11, 1(4%)
minecraft.mined.mossy_cobblestone_slab: #11, 6(2%)
minecraft.mined.dropper: #11, 48(2%)
minecraft.used.smooth_stone_slab: #11, 425(2%)
minecraft.mined.sticky_piston: #11, 65(2%)
minecraft.picked_up.cut_copper: #11, 15(2%)
minecraft.picked_up.jungle_log: #11, 998(2%)
minecraft.mined.pitcher_plant: #11, 2(3%)
minecraft.used.cartography_table: #11, 5(2%)
minecraft.picked_up.andesite_stairs: #11, 14(2%)
minecraft.used.oxidized_copper: #11, 295(2%)
minecraft.picked_up.torch: #12, 4081(3%)
minecraft.used.acacia_button: #11, 4(2%)
minecraft.dropped.golden_chestplate: #11, 6(1%)
minecraft.mined.attached_pumpkin_stem: #11, 1(3%)
minecraft.dropped.carrot: #11, 402(1%)
minecraft.picked_up.orange_stained_glass: #11, 57(2%)
minecraft.crafted.black_shulker_box: #11, 5(1%)
minecraft.crafted.netherite_helmet: #11, 1(3%)
minecraft.dropped.oak_log: #11, 148(1%)
minecraft.mined.cut_copper: #11, 9(1%)
minecraft.picked_up.diamond_pickaxe: #12, 58(3%)
minecraft.crafted.copper_block: #11, 811(1%)
minecraft.dropped.rail: #11, 66(1%)
minecraft.killed.husk: #11, 3(2%)
minecraft.picked_up.black_stained_glass_pane: #11, 16(2%)
minecraft.dropped.arrow: #11, 1329(1%)
minecraft.used.quartz_slab: #11, 152(1%)
minecraft.dropped.purpur_stairs: #11, 2(2%)
minecraft.crafted.yellow_wool: #11, 43(2%)
minecraft.mined.birch_planks: #11, 125(1%)
minecraft.used.experience_bottle: #11, 366(1%)
minecraft.picked_up.light_gray_stained_glass_pane: #11, 12(1%)
minecraft.used.polished_blackstone_button: #11, 30(1%)
minecraft.picked_up.acacia_boat: #11, 2(1%)
minecraft.picked_up.crossbow: #11, 14(1%)
minecraft.used.bell: #11, 5(1%)
minecraft.used.green_concrete_powder: #11, 430(1%)
minecraft.dropped.rotten_flesh: #11, 1467(1%)
minecraft.picked_up.cracked_stone_bricks: #11, 53(1%)
minecraft.picked_up.chicken: #11, 269(1%)
minecraft.dropped.iron_boots: #11, 6(1%)
minecraft.crafted.light_blue_bed: #11, 1(1%)
minecraft.crafted.golden_chestplate: #11, 1(1%)
minecraft.dropped.emerald_ore: #11, 1(1%)
minecraft.crafted.yellow_stained_glass_pane: #11, 24(1%)
minecraft.dropped.lapis_ore: #11, 2(1%)
minecraft.used.light_blue_stained_glass_pane: #11, 16(1%)
minecraft.mined.polished_blackstone_bricks: #11, 273(1%)
minecraft.crafted.orange_stained_glass: #11, 216(1%)
minecraft.custom.climb_one_cm: #12, 2071656(2%)
minecraft.mined.stripped_acacia_log: #11, 15(1%)
minecraft.picked_up.mud_brick_wall: #11, 2(1%)
minecraft.picked_up.bubble_coral_fan: #11, 17(1%)
minecraft.mined.quartz_pillar: #11, 12(1%)
minecraft.picked_up.stripped_acacia_log: #11, 15(1%)
minecraft.picked_up.allium: #11, 18(1%)
minecraft.crafted.polished_blackstone_stairs: #11, 5(1%)
minecraft.dropped.polished_andesite_slab: #11, 8(1%)
minecraft.picked_up.magenta_wool: #11, 31(1%)
minecraft.custom.leave_game: #13, 1068(3%)
minecraft.used.ancient_debris: #11, 2(1%)
minecraft.mined.fire_coral: #11, 3(1%)
minecraft.used.brown_mushroom: #11, 30(1%)
minecraft.picked_up.gravel: #12, 16266(3%)
minecraft.crafted.snow: #11, 204(1%)
minecraft.crafted.mangrove_fence_gate: #11, 1(1%)
minecraft.dropped.lilac: #11, 5(1%)
minecraft.picked_up.cyan_bed: #11, 4(1%)
minecraft.picked_up.honey_bottle: #11, 8(1%)
minecraft.dropped.lantern: #11, 9(0%)
minecraft.used.waxed_copper_block: #11, 13(0%)
minecraft.used.yellow_stained_glass_pane: #11, 9(1%)
minecraft.mined.polished_blackstone_stairs: #11, 5(0%)
minecraft.used.green_stained_glass_pane: #11, 11(1%)
minecraft.crafted.cooked_cod: #11, 6(1%)
minecraft.mined.spawner: #11, 1(1%)
minecraft.crafted.polished_andesite_stairs: #11, 8(0%)
minecraft.dropped.coal_block: #11, 2(1%)
minecraft.used.respawn_anchor: #11, 2(1%)
minecraft.dropped.deepslate_copper_ore: #11, 1(1%)
minecraft.picked_up.light_blue_stained_glass: #11, 8(0%)
minecraft.used.fire_coral: #11, 1(1%)
minecraft.used.spruce_trapdoor: #12, 931(3%)
minecraft.mined.quartz_block: #11, 48(0%)
minecraft.crafted.light_blue_shulker_box: #11, 4(0%)
minecraft.crafted.cobbled_deepslate_wall: #11, 6(1%)
minecraft.dropped.dripstone_block: #11, 9(0%)
minecraft.mined.cyan_bed: #11, 3(0%)
minecraft.picked_up.mossy_cobblestone_wall: #11, 1(1%)
minecraft.mined.magenta_glazed_terracotta: #11, 3(0%)
minecraft.used.lime_stained_glass_pane: #11, 9(0%)
minecraft.picked_up.white_candle: #11, 1(0%)
minecraft.dropped.glowstone_dust: #11, 15(0%)
minecraft.mined.stripped_jungle_log: #11, 11(0%)
minecraft.crafted.yellow_banner: #11, 2(0%)
minecraft.used.brain_coral_fan: #11, 2(0%)
minecraft.used.yellow_banner: #11, 1(0%)
minecraft.crafted.red_nether_bricks: #11, 8(0%)
minecraft.crafted.gray_banner: #11, 1(0%)
minecraft.picked_up.waxed_cut_copper: #11, 1(0%)
minecraft.picked_up.light_gray_dye: #11, 5(0%)
minecraft.mined.waxed_exposed_cut_copper_slab: #11, 1(0%)
minecraft.picked_up.stripped_jungle_log: #11, 11(0%)
minecraft.picked_up.magenta_glazed_terracotta: #11, 4(0%)
minecraft.picked_up.yellow_candle: #11, 1(0%)
minecraft.dropped.warped_planks: #11, 2(0%)
minecraft.crafted.warped_fence_gate: #11, 1(0%)
minecraft.picked_up.purple_concrete_powder: #11, 2(0%)
minecraft.picked_up.brown_candle: #11, 1(0%)
minecraft.crafted.jungle_stairs: #11, 4(0%)
minecraft.crafted.diorite_slab: #11, 2(0%)
minecraft.crafted.dark_prismarine_stairs: #11, 1(0%)
minecraft.used.red_mushroom: #11, 10(0%)
minecraft.crafted.bamboo_trapdoor: #11, 2(0%)
minecraft.mined.stripped_acacia_wood: #11, 1(0%)
minecraft.crafted.blackstone_wall: #11, 1(0%)
minecraft.crafted.warped_pressure_plate: #11, 1(0%)
minecraft.mined.gray_stained_glass_pane: #11, 1(0%)
minecraft.picked_up.waxed_weathered_cut_copper_stairs: #11, 1(0%)
minecraft.crafted.polished_diorite_slab: #11, 2(0%)
minecraft.mined.waxed_exposed_copper: #11, 2(0%)
minecraft.crafted.mud_brick_stairs: #11, 1(0%)
minecraft.used.pink_concrete: #11, 6(0%)
minecraft.mined.pink_bed: #11, 1(0%)
minecraft.used.waxed_weathered_copper: #11, 2(0%)
minecraft.crafted.dried_kelp: #11, 12(0%)
minecraft.crafted.brick_wall: #11, 1(0%)
minecraft.crafted.green_banner: #11, 1(0%)
minecraft.crafted.polished_blackstone_wall: #11, 1(0%)
minecraft.mined.stripped_mangrove_log: #11, 7(0%)
minecraft.picked_up.green_glazed_terracotta: #11, 1(0%)
minecraft.crafted.diorite_stairs: #11, 1(0%)
minecraft.mined.bubble_coral_block: #11, 2(0%)
minecraft.crafted.smooth_sandstone_slab: #11, 2(0%)
minecraft.picked_up.dried_kelp: #11, 4(0%)
minecraft.crafted.crimson_fence_gate: #11, 1(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #11, 4(0%)
