stat, rank, value, (percentage) 
minecraft.used.chain: #10, 459(4%)
minecraft.used.oak_leaves: #9, 363(0%)
minecraft.picked_up.prismarine_shard: #9, 80(1%)
minecraft.mined.brain_coral_fan: #9, 3(1%)
minecraft.picked_up.bow: #10, 183(3%)
minecraft.used.grindstone: #10, 56(4%)
minecraft.picked_up.honey_bottle: #9, 12(1%)
minecraft.picked_up.green_bed: #9, 6(1%)
minecraft.dropped.poppy: #9, 393(0%)
minecraft.custom.target_hit: #10, 108(4%)
minecraft.mined.light_blue_stained_glass_pane: #9, 8(1%)
minecraft.picked_up.diorite_stairs: #9, 2(1%)
minecraft.picked_up.lily_of_the_valley: #9, 16(0%)
minecraft.crafted.brick_wall: #9, 6(1%)
minecraft.used.brick_wall: #9, 6(1%)
minecraft.dropped.mushroom_stem: #9, 2(1%)
minecraft.picked_up.orange_tulip: #9, 14(1%)
minecraft.mined.pink_concrete: #9, 30(0%)
minecraft.crafted.light_blue_shulker_box: #9, 4(0%)
minecraft.used.diorite_stairs: #9, 6(1%)
minecraft.killed.squid: #10, 304(4%)
minecraft.used.weathered_cut_copper: #9, 2(0%)
minecraft.dropped.lime_concrete: #9, 2(1%)
minecraft.dropped.shroomlight: #9, 5(0%)
minecraft.picked_up.polished_blackstone_wall: #9, 6(0%)
minecraft.used.end_stone: #9, 137(0%)
minecraft.used.jungle_slab: #9, 19(0%)
minecraft.crafted.daylight_detector: #9, 3(0%)
minecraft.used.waxed_cut_copper: #9, 2(0%)
minecraft.crafted.red_sandstone: #9, 16(0%)
minecraft.crafted.diamond: #10, 1248(3%)
minecraft.picked_up.black_carpet: #9, 132(0%)
minecraft.mined.stripped_cherry_log: #9, 3(0%)
minecraft.dropped.polished_basalt: #9, 6(0%)
minecraft.used.honeycomb_block: #9, 4(0%)
minecraft.picked_up.exposed_cut_copper_stairs: #9, 1(0%)
minecraft.picked_up.stripped_cherry_log: #9, 2(0%)
minecraft.dropped.polished_blackstone_slab: #9, 1(0%)
minecraft.used.jack_o_lantern: #9, 6(0%)
minecraft.dropped.wither_rose: #9, 1(0%)
minecraft.killed.zombified_piglin: #9, 92(0%)
minecraft.picked_up.gray_concrete: #10, 1422(4%)
minecraft.mined.blue_concrete: #10, 137(5%)
minecraft.picked_up.flowering_azalea: #10, 286(3%)
minecraft.mined.poppy: #10, 114(3%)
minecraft.crafted.polished_deepslate: #10, 3416(4%)
minecraft.picked_up.stonecutter: #10, 69(3%)
minecraft.custom.walk_under_water_one_cm: #11, 8488580(3%)
minecraft.used.dispenser: #10, 216(3%)
minecraft.used.bamboo: #10, 329(3%)
minecraft.mined.spruce_planks: #10, 622(3%)
minecraft.dropped.water_bucket: #10, 13(3%)
minecraft.mined.spruce_sapling: #10, 24(3%)
minecraft.mined.lily_of_the_valley: #10, 12(3%)
minecraft.picked_up.black_stained_glass: #10, 212(3%)
minecraft.picked_up.rotten_flesh: #10, 2011(2%)
minecraft.dropped.cobblestone: #10, 1956(2%)
minecraft.crafted.redstone_block: #10, 1383(3%)
minecraft.picked_up.deepslate_tile_stairs: #10, 128(4%)
minecraft.picked_up.hopper: #10, 329(3%)
minecraft.picked_up.dark_oak_sign: #10, 31(3%)
minecraft.picked_up.potion: #10, 82(2%)
minecraft.crafted.piston: #10, 743(3%)
minecraft.mined.flower_pot: #10, 7(3%)
minecraft.mined.tripwire_hook: #10, 6(4%)
minecraft.picked_up.sea_lantern: #10, 227(3%)
minecraft.picked_up.written_book: #10, 15(2%)
minecraft.used.jungle_log: #10, 242(3%)
minecraft.crafted.lime_shulker_box: #10, 6(4%)
minecraft.dropped.red_mushroom: #10, 34(3%)
minecraft.used.dark_oak_fence: #10, 324(2%)
minecraft.picked_up.phantom_membrane: #10, 31(2%)
minecraft.used.blue_concrete_powder: #10, 96(4%)
minecraft.mined.weeping_vines_plant: #10, 26(3%)
minecraft.mined.bamboo: #10, 606(2%)
minecraft.used.tripwire_hook: #10, 17(3%)
minecraft.mined.polished_blackstone: #10, 68(3%)
minecraft.used.redstone_ore: #10, 11(4%)
minecraft.crafted.white_shulker_box: #10, 8(3%)
minecraft.used.diamond_block: #10, 96(2%)
minecraft.picked_up.nether_gold_ore: #10, 108(3%)
minecraft.picked_up.jukebox: #10, 13(2%)
minecraft.mined.snow_block: #10, 1947(2%)
minecraft.picked_up.mud_brick_slab: #10, 34(3%)
minecraft.used.glow_lichen: #10, 865(2%)
minecraft.dropped.oak_fence: #10, 9(3%)
minecraft.dropped.tuff: #10, 494(2%)
minecraft.mined.lime_concrete_powder: #10, 6(3%)
minecraft.picked_up.stone_bricks: #10, 943(2%)
minecraft.dropped.coarse_dirt: #10, 85(3%)
minecraft.custom.inspect_dropper: #10, 532(2%)
minecraft.picked_up.poppy: #10, 480(2%)
minecraft.used.deepslate_tile_slab: #10, 458(2%)
minecraft.crafted.quartz_slab: #10, 132(3%)
minecraft.used.cobblestone_slab: #10, 317(2%)
minecraft.mined.bee_nest: #10, 16(2%)
minecraft.mined.dropper: #10, 51(2%)
minecraft.dropped.barrel: #10, 6(2%)
minecraft.picked_up.flint_and_steel: #10, 21(2%)
minecraft.crafted.deepslate_brick_stairs: #10, 40(2%)
minecraft.picked_up.torch: #11, 4434(4%)
minecraft.used.brush: #10, 90(3%)
minecraft.used.tadpole_bucket: #10, 5(4%)
minecraft.used.candle: #10, 40(2%)
minecraft.crafted.spruce_wood: #10, 417(2%)
minecraft.picked_up.golden_pickaxe: #10, 1(3%)
minecraft.mined.warped_trapdoor: #10, 21(2%)
minecraft.crafted.warped_sign: #10, 36(2%)
minecraft.dropped.spruce_trapdoor: #10, 21(2%)
minecraft.broken.stone_axe: #10, 1(3%)
minecraft.mined.pumpkin: #10, 142(1%)
minecraft.dropped.player_head: #10, 150(1%)
minecraft.mined.white_stained_glass_pane: #10, 14(2%)
minecraft.killed.hoglin: #10, 8(2%)
minecraft.used.dropper: #10, 142(1%)
minecraft.dropped.totem_of_undying: #10, 18(2%)
minecraft.picked_up.gunpowder: #10, 1418(1%)
minecraft.used.end_crystal: #10, 3(3%)
minecraft.used.stone_button: #10, 245(1%)
minecraft.dropped.spruce_boat: #10, 3(2%)
minecraft.picked_up.iron_chestplate: #10, 9(1%)
minecraft.crafted.stick: #11, 13228(4%)
minecraft.picked_up.stone_pressure_plate: #10, 10(2%)
minecraft.used.rose_bush: #10, 18(1%)
minecraft.used.azalea: #10, 71(1%)
minecraft.picked_up.warped_stem: #10, 442(1%)
minecraft.used.snow: #10, 944(1%)
minecraft.dropped.spruce_door: #10, 3(2%)
minecraft.used.blue_concrete: #10, 40(2%)
minecraft.used.acacia_trapdoor: #10, 193(2%)
minecraft.used.jukebox: #10, 11(1%)
minecraft.crafted.mangrove_fence: #10, 33(2%)
minecraft.picked_up.dark_oak_boat: #10, 9(1%)
minecraft.crafted.black_shulker_box: #10, 5(1%)
minecraft.picked_up.white_terracotta: #10, 383(1%)
minecraft.mined.observer: #10, 92(1%)
minecraft.mined.deepslate_tile_wall: #10, 13(1%)
minecraft.mined.red_tulip: #10, 3(2%)
minecraft.picked_up.sponge: #10, 173(1%)
minecraft.crafted.mossy_cobblestone_stairs: #10, 7(2%)
minecraft.dropped.wooden_axe: #10, 1(1%)
minecraft.killed.tropical_fish: #10, 4(1%)
minecraft.crafted.stone_brick_wall: #10, 72(1%)
minecraft.mined.andesite_wall: #10, 16(1%)
minecraft.dropped.music_disc_13: #10, 1(2%)
minecraft.picked_up.brown_concrete: #10, 40(1%)
minecraft.dropped.tropical_fish: #10, 18(1%)
minecraft.used.stripped_spruce_wood: #10, 38(1%)
minecraft.picked_up.gold_ingot: #10, 269(1%)
minecraft.used.spruce_wood: #10, 172(1%)
minecraft.used.acacia_fence: #10, 9(2%)
minecraft.dropped.rabbit_hide: #10, 1(1%)
minecraft.mined.allium: #10, 6(1%)
minecraft.used.yellow_stained_glass: #10, 139(1%)
minecraft.mined.spruce_wood: #10, 22(1%)
minecraft.mined.exposed_cut_copper: #10, 2(1%)
minecraft.picked_up.spectral_arrow: #10, 175(1%)
minecraft.dropped.bamboo: #10, 262(1%)
minecraft.used.light_blue_stained_glass_pane: #10, 19(1%)
minecraft.used.andesite_wall: #10, 143(1%)
minecraft.picked_up.sugar: #10, 86(1%)
minecraft.picked_up.sandstone_wall: #10, 11(1%)
minecraft.used.birch_leaves: #10, 194(1%)
minecraft.used.light_blue_stained_glass: #10, 50(1%)
minecraft.dropped.string: #10, 379(1%)
minecraft.used.warped_wart_block: #10, 118(1%)
minecraft.used.green_stained_glass_pane: #10, 20(1%)
minecraft.picked_up.magenta_shulker_box: #10, 18(1%)
minecraft.used.prismarine: #10, 72(1%)
minecraft.mined.magenta_shulker_box: #10, 18(1%)
minecraft.used.mangrove_button: #10, 1(1%)
minecraft.dropped.melon_seeds: #10, 1(1%)
minecraft.mined.green_bed: #10, 5(0%)
minecraft.used.wither_skeleton_skull: #10, 10(1%)
minecraft.crafted.andesite: #10, 256(1%)
minecraft.dropped.warped_roots: #10, 30(1%)
minecraft.used.jungle_sign: #10, 3(1%)
minecraft.used.waxed_copper_block: #10, 15(1%)
minecraft.used.orange_stained_glass: #10, 80(1%)
minecraft.used.white_candle: #10, 1(1%)
minecraft.mined.quartz_block: #10, 50(0%)
minecraft.mined.purple_stained_glass: #10, 8(0%)
minecraft.used.brown_wool: #10, 28(1%)
minecraft.used.pumpkin_seeds: #10, 19(0%)
minecraft.mined.jungle_wall_sign: #10, 1(1%)
minecraft.dropped.beetroot_seeds: #10, 4(0%)
minecraft.used.warped_fungus: #10, 22(0%)
minecraft.killed.wither: #10, 1(0%)
minecraft.used.light_gray_dye: #10, 1(1%)
minecraft.dropped.amethyst_shard: #10, 21(0%)
minecraft.crafted.blue_stained_glass_pane: #10, 16(0%)
minecraft.picked_up.polished_blackstone_stairs: #10, 9(0%)
minecraft.crafted.sugar: #10, 64(0%)
minecraft.used.bamboo_block: #10, 13(0%)
minecraft.used.jungle_planks: #10, 40(0%)
minecraft.dropped.warped_nylium: #10, 1(0%)
minecraft.dropped.stripped_oak_log: #10, 1(0%)
minecraft.dropped.prismarine_bricks: #10, 4(0%)
minecraft.picked_up.turtle_egg: #10, 3(0%)
minecraft.mined.jungle_planks: #10, 9(0%)
minecraft.used.turtle_egg: #10, 2(0%)
minecraft.dropped.polished_deepslate_stairs: #10, 1(0%)
minecraft.used.cut_sandstone: #10, 13(0%)
minecraft.mined.heavy_weighted_pressure_plate: #10, 1(0%)
minecraft.killed.vindicator: #10, 12(0%)
minecraft.dropped.wheat_seeds: #11, 2359(3%)
minecraft.picked_up.azalea: #11, 499(3%)
minecraft.picked_up.pointed_dripstone: #11, 625(3%)
minecraft.picked_up.lapis_lazuli: #11, 2721(3%)
minecraft.mined.shroomlight: #11, 184(4%)
minecraft.picked_up.amethyst_block: #11, 961(4%)
minecraft.picked_up.water_bucket: #11, 37(3%)
minecraft.picked_up.spruce_fence: #11, 196(3%)
minecraft.mined.iron_bars: #11, 99(4%)
minecraft.used.sweet_berries: #11, 527(3%)
minecraft.crafted.oak_door: #11, 6(4%)
minecraft.mined.rose_bush: #11, 14(3%)
minecraft.crafted.diamond_block: #11, 167(3%)
minecraft.picked_up.snow: #11, 1432(3%)
minecraft.used.repeater: #11, 537(3%)
minecraft.crafted.dark_oak_fence: #11, 387(3%)
minecraft.mined.deepslate_tiles: #11, 220(2%)
minecraft.picked_up.polished_deepslate: #11, 363(3%)
minecraft.used.cobbled_deepslate_slab: #11, 788(3%)
minecraft.custom.inspect_dispenser: #11, 711(2%)
minecraft.dropped.dirt: #11, 1798(2%)
minecraft.used.deepslate_gold_ore: #11, 140(3%)
minecraft.picked_up.spider_eye: #11, 1650(2%)
minecraft.mined.oak_wall_sign: #11, 22(2%)
minecraft.custom.damage_taken: #12, 426407(3%)
minecraft.killed_by.enderman: #11, 1(4%)
minecraft.crafted.iron_block: #11, 3137(2%)
minecraft.picked_up.obsidian: #11, 1031(2%)
minecraft.crafted.warped_planks: #11, 2866(2%)
minecraft.mined.kelp_plant: #11, 316(2%)
minecraft.used.honey_bottle: #11, 24(3%)
minecraft.dropped.diamond: #11, 154(2%)
minecraft.picked_up.deepslate_tile_wall: #11, 61(3%)
minecraft.mined.lilac: #11, 12(2%)
minecraft.crafted.light_gray_stained_glass_pane: #11, 128(3%)
minecraft.crafted.dispenser: #11, 151(2%)
minecraft.picked_up.snow_block: #11, 1709(2%)
minecraft.crafted.repeater: #11, 340(2%)
minecraft.picked_up.spruce_leaves: #11, 1399(2%)
minecraft.picked_up.redstone_block: #11, 393(2%)
minecraft.crafted.dropper: #11, 191(2%)
minecraft.custom.interact_with_cartography_table: #11, 18(3%)
minecraft.used.warped_sign: #11, 39(2%)
minecraft.crafted.mangrove_door: #11, 3(3%)
minecraft.crafted.gray_shulker_box: #11, 5(2%)
minecraft.dropped.granite: #11, 461(2%)
minecraft.killed.phantom: #11, 16(2%)
minecraft.crafted.orange_shulker_box: #11, 4(2%)
minecraft.custom.interact_with_crafting_table: #12, 3206(4%)
minecraft.picked_up.light_gray_stained_glass: #11, 149(2%)
minecraft.crafted.bone_meal: #11, 46919(1%)
minecraft.crafted.mud_bricks: #11, 356(2%)
minecraft.picked_up.yellow_concrete: #11, 189(1%)
minecraft.crafted.lightning_rod: #11, 64(2%)
minecraft.used.end_rod: #11, 94(2%)
minecraft.mined.deepslate_tile_stairs: #11, 36(2%)
minecraft.used.hopper_minecart: #11, 28(1%)
minecraft.picked_up.music_disc_cat: #11, 7(1%)
minecraft.dropped.trident: #11, 1(3%)
minecraft.broken.diamond_pickaxe: #11, 1(2%)
minecraft.used.leather_leggings: #11, 1(2%)
minecraft.picked_up.tinted_glass: #11, 104(2%)
minecraft.mined.dripstone_block: #11, 188(1%)
minecraft.custom.damage_dealt: #11, 687692(1%)
minecraft.mined.warped_fungus: #11, 25(1%)
minecraft.picked_up.white_banner: #11, 67(1%)
minecraft.used.light_gray_shulker_box: #11, 46(1%)
minecraft.crafted.polished_blackstone: #11, 516(1%)
minecraft.mined.deepslate_brick_slab: #11, 41(2%)
minecraft.picked_up.soul_torch: #11, 33(2%)
minecraft.used.blast_furnace: #11, 14(1%)
minecraft.mined.podzol: #11, 439(1%)
minecraft.used.polished_blackstone: #11, 434(1%)
minecraft.crafted.gray_stained_glass_pane: #11, 64(2%)
minecraft.used.bee_nest: #11, 10(2%)
minecraft.picked_up.mangrove_log: #11, 292(1%)
minecraft.crafted.brown_shulker_box: #11, 4(1%)
minecraft.mined.smooth_stone: #11, 79(1%)
minecraft.picked_up.azure_bluet: #11, 63(1%)
minecraft.dropped.gravel: #11, 602(1%)
minecraft.dropped.iron_ore: #11, 32(1%)
minecraft.used.brown_concrete_powder: #11, 47(1%)
minecraft.crafted.stone_button: #11, 269(1%)
minecraft.picked_up.stone: #12, 112967(4%)
minecraft.mined.orange_stained_glass: #11, 20(1%)
minecraft.dropped.dark_oak_sapling: #11, 21(1%)
minecraft.dropped.golden_boots: #11, 6(1%)
minecraft.broken.stone_pickaxe: #11, 1(1%)
minecraft.picked_up.wooden_axe: #11, 2(1%)
minecraft.picked_up.deepslate_brick_stairs: #11, 50(1%)
minecraft.crafted.red_stained_glass_pane: #11, 48(1%)
minecraft.dropped.spruce_sapling: #11, 29(1%)
minecraft.used.blue_dye: #11, 1(2%)
minecraft.used.string: #11, 246(1%)
minecraft.mined.brown_concrete: #11, 33(1%)
minecraft.crafted.granite_slab: #11, 30(1%)
minecraft.mined.weeping_vines: #11, 12(1%)
minecraft.used.birch_door: #11, 1(1%)
minecraft.crafted.light_blue_stained_glass_pane: #11, 32(1%)
minecraft.dropped.wooden_hoe: #11, 1(2%)
minecraft.mined.mud_brick_slab: #11, 10(1%)
minecraft.mined.sponge: #11, 114(1%)
minecraft.picked_up.crimson_roots: #11, 383(1%)
minecraft.crafted.stone_brick_slab: #11, 202(1%)
minecraft.crafted.target: #11, 24(1%)
minecraft.mined.acacia_fence: #11, 1(1%)
minecraft.dropped.cooked_chicken: #11, 4(1%)
minecraft.mined.warped_stem: #11, 177(1%)
minecraft.mined.mud_brick_stairs: #11, 6(1%)
minecraft.used.bamboo_raft: #11, 2(1%)
minecraft.used.cobbled_deepslate_wall: #11, 25(1%)
minecraft.used.polished_diorite: #11, 90(1%)
minecraft.picked_up.cooked_chicken: #11, 25(1%)
minecraft.dropped.pumpkin_seeds: #11, 152(1%)
minecraft.used.black_terracotta: #11, 135(1%)
minecraft.crafted.gold_block: #11, 239(0%)
minecraft.crafted.acacia_fence: #11, 9(1%)
minecraft.used.pumpkin: #11, 115(0%)
minecraft.crafted.glass_bottle: #11, 438(1%)
minecraft.picked_up.orange_concrete: #11, 59(1%)
minecraft.mined.cobblestone_slab: #11, 34(0%)
minecraft.crafted.red_carpet: #11, 81(0%)
minecraft.used.light_gray_carpet: #11, 78(0%)
minecraft.crafted.green_stained_glass_pane: #11, 16(1%)
minecraft.picked_up.gray_concrete_powder: #11, 74(1%)
minecraft.crafted.dark_oak_boat: #11, 2(1%)
minecraft.mined.orange_concrete: #11, 64(0%)
minecraft.mined.red_carpet: #11, 13(0%)
minecraft.picked_up.dark_prismarine_slab: #11, 17(1%)
minecraft.mined.horn_coral_fan: #11, 2(1%)
minecraft.mined.granite_slab: #11, 6(0%)
minecraft.used.magenta_concrete_powder: #11, 6(1%)
minecraft.picked_up.spruce_log: #12, 8649(3%)
minecraft.used.granite_stairs: #11, 2(1%)
minecraft.killed.blaze: #11, 50(0%)
minecraft.picked_up.oxeye_daisy: #11, 34(0%)
minecraft.picked_up.nether_brick: #11, 58(0%)
minecraft.used.oxidized_cut_copper_slab: #11, 44(0%)
minecraft.mined.magenta_concrete: #11, 6(0%)
minecraft.picked_up.wither_skeleton_skull: #11, 10(0%)
minecraft.used.green_dye: #11, 1(0%)
minecraft.dropped.seagrass: #11, 1(0%)
minecraft.used.polished_blackstone_bricks: #11, 176(0%)
minecraft.used.raw_copper_block: #11, 6(0%)
minecraft.used.pink_concrete_powder: #11, 31(0%)
minecraft.picked_up.magenta_concrete: #11, 5(0%)
minecraft.dropped.stone_brick_stairs: #11, 2(0%)
minecraft.mined.sandstone_wall: #11, 2(0%)
minecraft.crafted.beacon: #11, 1(0%)
minecraft.crafted.black_banner: #11, 4(0%)
minecraft.custom.open_chest: #13, 35994(4%)
minecraft.mined.red_concrete_powder: #11, 3(0%)
minecraft.dropped.cracked_stone_bricks: #11, 2(0%)
minecraft.mined.black_carpet: #11, 19(0%)
minecraft.dropped.polished_blackstone_bricks: #11, 9(0%)
minecraft.used.red_mushroom_block: #11, 10(0%)
minecraft.picked_up.raw_gold_block: #11, 4(0%)
minecraft.dropped.gray_concrete: #11, 1(0%)
minecraft.dropped.amethyst_cluster: #11, 1(0%)
minecraft.dropped.cactus: #11, 12(0%)
minecraft.dropped.cracked_polished_blackstone_bricks: #11, 1(0%)
minecraft.crafted.polished_blackstone_bricks: #11, 4(0%)
minecraft.killed.evoker: #11, 1(0%)
minecraft.crafted.air: #11, 0(0%)
minecraft.picked_up.player_head: #12, 730(2%)
minecraft.crafted.spruce_sign: #12, 84(3%)
minecraft.custom.play_time: #13, 63720459(3%)
minecraft.custom.total_world_time: #13, 63720459(3%)
minecraft.used.iron_bars: #12, 773(4%)
minecraft.picked_up.sweet_berries: #12, 902(3%)
minecraft.picked_up.raw_iron: #12, 2724(3%)
minecraft.mined.beacon: #12, 17(4%)
minecraft.mined.gold_ore: #12, 214(3%)
minecraft.crafted.iron_bars: #12, 928(3%)
minecraft.picked_up.deepslate_gold_ore: #12, 180(3%)
minecraft.used.spruce_door: #12, 17(3%)
minecraft.custom.crouch_one_cm: #13, 24280428(3%)
minecraft.crafted.grindstone: #12, 39(3%)
minecraft.picked_up.white_bed: #12, 60(2%)
minecraft.picked_up.red_mushroom: #12, 238(3%)
minecraft.mined.gray_concrete: #12, 1076(3%)
minecraft.dropped.diorite: #12, 585(2%)
minecraft.picked_up.bone: #12, 1672(2%)
minecraft.mined.cobbled_deepslate: #12, 463(2%)
minecraft.broken.iron_axe: #12, 3(3%)
minecraft.mined.stone_slab: #12, 360(2%)
minecraft.mined.campfire: #12, 24(3%)
minecraft.crafted.acacia_planks: #12, 1464(2%)
minecraft.crafted.moss_carpet: #12, 234(2%)
minecraft.used.shroomlight: #12, 79(2%)
minecraft.killed.ghast: #12, 30(2%)
minecraft.mined.azalea: #12, 77(2%)
minecraft.dropped.cooked_beef: #12, 43(3%)
minecraft.picked_up.soul_lantern: #12, 27(2%)
minecraft.mined.terracotta: #12, 4100(2%)
minecraft.picked_up.dark_oak_trapdoor: #12, 87(2%)
minecraft.mined.flowering_azalea: #12, 45(2%)
minecraft.picked_up.chainmail_chestplate: #12, 3(3%)
minecraft.picked_up.yellow_wool: #12, 144(2%)
minecraft.mined.andesite_stairs: #12, 10(3%)
minecraft.custom.pig_one_cm: #12, 57374(2%)
minecraft.picked_up.magma_block: #12, 657(1%)
minecraft.crafted.minecart: #12, 99(2%)
minecraft.crafted.shulker_box: #12, 209(1%)
minecraft.used.gray_concrete: #12, 752(2%)
minecraft.used.obsidian: #12, 587(1%)
minecraft.mined.obsidian: #12, 784(1%)
minecraft.mined.black_wool: #12, 38(2%)
minecraft.used.lightning_rod: #12, 60(2%)
minecraft.mined.honey_block: #12, 24(1%)
minecraft.crafted.spruce_boat: #12, 5(2%)
minecraft.picked_up.blast_furnace: #12, 7(2%)
minecraft.used.cobblestone_stairs: #12, 80(2%)
minecraft.mined.candle: #12, 2(2%)
minecraft.picked_up.chainmail_helmet: #12, 2(2%)
minecraft.mined.light_gray_shulker_box: #12, 41(1%)
minecraft.picked_up.yellow_bed: #12, 12(1%)
minecraft.picked_up.glass_bottle: #12, 190(1%)
minecraft.custom.swim_one_cm: #13, 4117378(3%)
minecraft.crafted.acacia_trapdoor: #12, 180(2%)
minecraft.dropped.oak_slab: #12, 6(1%)
minecraft.crafted.smooth_sandstone: #12, 124(2%)
minecraft.crafted.scaffolding: #12, 1044(1%)
minecraft.used.music_disc_otherside: #12, 2(1%)
minecraft.dropped.chainmail_helmet: #12, 2(1%)
minecraft.used.peony: #12, 4(1%)
minecraft.used.andesite_slab: #12, 110(1%)
minecraft.used.bread: #12, 74(1%)
minecraft.used.cookie: #12, 7(1%)
minecraft.used.slime_block: #12, 212(1%)
minecraft.used.map: #12, 7(1%)
minecraft.mined.white_terracotta: #12, 211(1%)
minecraft.picked_up.mangrove_sign: #12, 2(1%)
minecraft.picked_up.compass: #13, 141(4%)
minecraft.used.ice: #12, 342(1%)
minecraft.used.deepslate_brick_slab: #12, 211(1%)
minecraft.used.lime_concrete_powder: #12, 134(1%)
minecraft.picked_up.glow_item_frame: #12, 14(1%)
minecraft.dropped.dark_oak_boat: #12, 1(1%)
minecraft.picked_up.pumpkin: #12, 178(1%)
minecraft.mined.crimson_stem: #12, 201(1%)
minecraft.picked_up.cracked_stone_bricks: #12, 52(1%)
minecraft.mined.purpur_stairs: #12, 9(1%)
minecraft.picked_up.exposed_cut_copper: #12, 2(1%)
minecraft.picked_up.pumpkin_seeds: #12, 430(1%)
minecraft.picked_up.cyan_concrete: #12, 98(1%)
minecraft.dropped.stone_sword: #12, 6(1%)
minecraft.used.tnt: #12, 490(1%)
minecraft.dropped.acacia_sapling: #12, 4(1%)
minecraft.picked_up.bamboo_raft: #12, 2(1%)
minecraft.mined.redstone_block: #12, 87(1%)
minecraft.crafted.red_wool: #12, 56(1%)
minecraft.picked_up.acacia_fence: #12, 1(1%)
minecraft.picked_up.mud_brick_stairs: #12, 6(1%)
minecraft.dropped.end_rod: #12, 5(1%)
minecraft.mined.mossy_stone_brick_stairs: #12, 1(1%)
minecraft.crafted.jungle_sign: #12, 3(1%)
minecraft.used.coal_block: #12, 24(1%)
minecraft.mined.polished_blackstone_bricks: #12, 217(0%)
minecraft.used.polished_blackstone_slab: #12, 81(1%)
minecraft.dropped.purpur_block: #12, 4(1%)
minecraft.picked_up.dark_oak_fence_gate: #12, 5(1%)
minecraft.mined.cyan_concrete: #12, 81(0%)
minecraft.mined.bubble_coral: #12, 2(0%)
minecraft.picked_up.golden_sword: #12, 5(0%)
minecraft.dropped.iron_bars: #12, 15(1%)
minecraft.used.lime_wool: #12, 21(0%)
minecraft.dropped.warped_wart_block: #12, 32(0%)
minecraft.used.purple_stained_glass: #12, 61(0%)
minecraft.mined.cut_sandstone: #12, 21(0%)
minecraft.used.powder_snow_bucket: #12, 24(0%)
minecraft.used.red_carpet: #12, 52(0%)
minecraft.used.soul_campfire: #12, 1(0%)
minecraft.mined.blackstone_wall: #12, 1(0%)
minecraft.dropped.coal_block: #12, 1(0%)
minecraft.used.daylight_detector: #12, 2(0%)
minecraft.used.golden_pickaxe: #12, 2(0%)
minecraft.mined.green_stained_glass: #12, 3(0%)
minecraft.used.iron_hoe: #12, 160(0%)
minecraft.picked_up.redstone: #13, 6983(3%)
minecraft.dropped.white_stained_glass: #12, 3(0%)
minecraft.used.sandstone_wall: #12, 13(0%)
minecraft.picked_up.blue_terracotta: #12, 6(0%)
minecraft.mined.blue_orchid: #12, 1(0%)
minecraft.mined.purple_bed: #12, 1(0%)
minecraft.picked_up.purple_wool: #12, 4(0%)
minecraft.picked_up.blackstone_wall: #12, 1(0%)
minecraft.crafted.blue_wool: #12, 1(0%)
minecraft.mined.cracked_deepslate_bricks: #12, 1(0%)
minecraft.picked_up.wither_rose: #12, 1(0%)
minecraft.dropped.compass: #13, 106(3%)
minecraft.used.acacia_planks: #12, 3(0%)
minecraft.picked_up.crafting_table: #13, 207(3%)
minecraft.picked_up.arrow: #13, 2350(3%)
minecraft.mined.cornflower: #13, 20(4%)
minecraft.killed.spider: #13, 81(3%)
minecraft.killed.zombie_villager: #13, 10(3%)
minecraft.mined.stone: #13, 129624(2%)
minecraft.crafted.oak_fence: #13, 168(3%)
minecraft.picked_up.spruce_slab: #13, 386(3%)
minecraft.picked_up.beacon: #13, 23(3%)
minecraft.picked_up.moss_carpet: #13, 1137(2%)
minecraft.mined.composter: #13, 54(3%)
minecraft.crafted.iron_ingot: #13, 13197(2%)
minecraft.mined.deepslate: #13, 30955(2%)
minecraft.mined.dark_oak_log: #13, 4116(2%)
minecraft.picked_up.iron_nugget: #13, 1665(2%)
minecraft.custom.open_shulker_box: #14, 40242(4%)
minecraft.mined.granite: #13, 6079(2%)
minecraft.picked_up.quartz: #13, 2489(2%)
minecraft.mined.white_bed: #13, 52(2%)
minecraft.crafted.shield: #13, 8(3%)
minecraft.picked_up.dark_oak_sapling: #13, 495(2%)
minecraft.picked_up.deepslate_iron_ore: #13, 121(2%)
minecraft.crafted.warped_trapdoor: #13, 138(3%)
minecraft.used.water_bucket: #13, 1528(2%)
minecraft.picked_up.leather: #13, 420(2%)
minecraft.crafted.hopper: #13, 732(2%)
minecraft.crafted.iron_sword: #13, 5(2%)
minecraft.picked_up.beef: #13, 303(2%)
minecraft.custom.damage_blocked_by_shield: #13, 5670(2%)
minecraft.custom.deaths: #14, 224(3%)
minecraft.picked_up.terracotta: #13, 4297(2%)
minecraft.killed.pig: #13, 11(2%)
minecraft.used.pink_shulker_box: #13, 46(2%)
minecraft.picked_up.pink_shulker_box: #13, 45(2%)
minecraft.dropped.stone: #13, 4849(2%)
minecraft.picked_up.dark_oak_fence: #13, 76(2%)
minecraft.used.warped_trapdoor: #13, 98(2%)
minecraft.used.hopper: #13, 602(2%)
minecraft.mined.pink_shulker_box: #13, 41(2%)
minecraft.crafted.redstone_torch: #13, 1330(2%)
minecraft.used.stone_slab: #13, 1354(2%)
minecraft.crafted.diamond_hoe: #13, 2(2%)
minecraft.crafted.furnace: #14, 169(4%)
minecraft.used.cooked_beef: #13, 166(2%)
