stat, rank, value, (percentage) 
minecraft.mined.polished_diorite: #18, 1(0%)
minecraft.used.beehive: #18, 1(0%)
minecraft.dropped.birch_leaves: #18, 1(0%)
minecraft.crafted.mangrove_wood: #18, 3(0%)
minecraft.crafted.dark_oak_button: #18, 1(0%)
minecraft.used.light_gray_stained_glass_pane: #18, 1(0%)
minecraft.used.white_carpet: #18, 15(0%)
minecraft.used.mud: #18, 14(0%)
minecraft.mined.cut_sandstone: #18, 2(0%)
minecraft.dropped.bread: #18, 8(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #18, 1(0%)
minecraft.used.birch_slab: #18, 1(0%)
minecraft.dropped.raw_copper: #18, 2(0%)
minecraft.used.packed_mud: #18, 2(0%)
minecraft.picked_up.gray_concrete_powder: #18, 2(0%)
minecraft.used.red_stained_glass: #18, 2(0%)
minecraft.custom.swim_one_cm: #19, 2833338(2%)
minecraft.custom.interact_with_anvil: #19, 224(2%)
minecraft.dropped.diamond_axe: #19, 4(2%)
minecraft.used.firework_rocket: #19, 10494(1%)
minecraft.picked_up.spruce_stairs: #19, 83(1%)
minecraft.used.player_head: #19, 42(1%)
minecraft.picked_up.tuff: #19, 2201(1%)
minecraft.crafted.wooden_pickaxe: #19, 1(2%)
minecraft.picked_up.chest: #19, 288(1%)
minecraft.picked_up.diamond_shovel: #19, 12(1%)
minecraft.used.diamond_shovel: #19, 43820(1%)
minecraft.dropped.torch: #19, 133(1%)
minecraft.custom.interact_with_smithing_table: #19, 18(1%)
minecraft.killed_by.vex: #19, 3(1%)
minecraft.custom.inspect_hopper: #19, 497(1%)
minecraft.picked_up.birch_log: #19, 1243(1%)
minecraft.used.stone_brick_stairs: #19, 120(1%)
minecraft.used.redstone: #19, 909(1%)
minecraft.picked_up.glow_ink_sac: #19, 137(1%)
minecraft.picked_up.sweet_berries: #19, 287(1%)
minecraft.mined.fire: #19, 191(1%)
minecraft.killed.glow_squid: #19, 17(1%)
minecraft.dropped.cobblestone: #19, 587(1%)
minecraft.used.cactus: #19, 44(1%)
minecraft.picked_up.blackstone: #19, 1371(1%)
minecraft.used.end_rod: #19, 52(1%)
minecraft.picked_up.spruce_fence: #19, 46(1%)
minecraft.picked_up.string: #19, 647(1%)
minecraft.picked_up.redstone_lamp: #19, 13(1%)
minecraft.custom.horse_one_cm: #19, 434759(1%)
minecraft.picked_up.red_wool: #19, 92(1%)
minecraft.used.piston: #19, 114(1%)
minecraft.mined.spruce_planks: #19, 129(1%)
minecraft.picked_up.piston: #19, 63(1%)
minecraft.dropped.oak_log: #19, 77(1%)
minecraft.custom.play_record: #19, 7(0%)
minecraft.picked_up.amethyst_cluster: #19, 44(1%)
minecraft.picked_up.redstone_block: #19, 115(1%)
minecraft.used.diamond_sword: #19, 4117(0%)
minecraft.used.stone_slab: #19, 430(1%)
minecraft.picked_up.cobblestone_stairs: #19, 12(1%)
minecraft.dropped.crafting_table: #19, 4(0%)
minecraft.picked_up.birch_leaves: #19, 252(0%)
minecraft.used.jukebox: #19, 4(0%)
minecraft.crafted.shears: #19, 42(0%)
minecraft.mined.terracotta: #19, 863(0%)
minecraft.used.glow_ink_sac: #19, 14(0%)
minecraft.picked_up.brewing_stand: #19, 2(0%)
minecraft.used.dark_oak_stairs: #19, 47(0%)
minecraft.picked_up.terracotta: #19, 782(0%)
minecraft.crafted.glass_pane: #19, 112(0%)
minecraft.used.polished_andesite_stairs: #19, 49(0%)
minecraft.picked_up.white_dye: #19, 17(0%)
minecraft.picked_up.deepslate_diamond_ore: #19, 75(0%)
minecraft.used.blast_furnace: #19, 4(0%)
minecraft.used.ender_pearl: #19, 21(0%)
minecraft.crafted.iron_leggings: #19, 2(0%)
minecraft.used.glow_lichen: #19, 140(0%)
minecraft.used.deepslate_diamond_ore: #19, 69(0%)
minecraft.mined.purpur_pillar: #19, 6(0%)
minecraft.mined.mud_bricks: #19, 6(0%)
minecraft.crafted.brown_dye: #19, 32(0%)
minecraft.picked_up.flower_pot: #19, 7(0%)
minecraft.used.white_concrete: #19, 167(0%)
minecraft.used.cooked_beef: #19, 25(0%)
minecraft.mined.bookshelf: #19, 50(0%)
minecraft.dropped.wooden_sword: #19, 2(0%)
minecraft.used.lilac: #19, 2(0%)
minecraft.used.smooth_stone: #19, 65(0%)
minecraft.picked_up.cauldron: #19, 2(0%)
minecraft.picked_up.copper_block: #19, 27(0%)
minecraft.picked_up.cherry_log: #19, 25(0%)
minecraft.picked_up.purpur_block: #19, 12(0%)
minecraft.mined.cauldron: #19, 1(0%)
minecraft.used.snow: #19, 148(0%)
minecraft.used.white_dye: #19, 4(0%)
minecraft.crafted.bookshelf: #19, 54(0%)
minecraft.picked_up.purple_shulker_box: #19, 3(0%)
minecraft.mined.purple_shulker_box: #19, 3(0%)
minecraft.used.red_terracotta: #19, 88(0%)
minecraft.dropped.red_mushroom: #19, 2(0%)
minecraft.mined.deepslate_brick_stairs: #19, 6(0%)
minecraft.used.nether_wart: #19, 18(0%)
minecraft.dropped.iron_chestplate: #19, 1(0%)
minecraft.picked_up.bricks: #19, 16(0%)
minecraft.mined.birch_trapdoor: #19, 1(0%)
minecraft.used.pearlescent_froglight: #19, 7(0%)
minecraft.crafted.leather_boots: #19, 2(0%)
minecraft.mined.crying_obsidian: #19, 1(0%)
minecraft.mined.acacia_log: #19, 28(0%)
minecraft.dropped.snow: #19, 13(0%)
minecraft.dropped.white_wool: #19, 6(0%)
minecraft.used.deepslate_brick_stairs: #19, 19(0%)
minecraft.crafted.white_carpet: #19, 27(0%)
minecraft.picked_up.purpur_pillar: #19, 2(0%)
minecraft.mined.crimson_nylium: #19, 19(0%)
minecraft.picked_up.crimson_fungus: #19, 8(0%)
minecraft.used.cooked_salmon: #19, 1(0%)
minecraft.crafted.sugar: #19, 28(0%)
minecraft.dropped.sunflower: #19, 1(0%)
minecraft.picked_up.crimson_nylium: #19, 19(0%)
minecraft.crafted.yellow_concrete_powder: #19, 16(0%)
minecraft.crafted.red_stained_glass: #19, 16(0%)
minecraft.used.tnt: #19, 39(0%)
minecraft.dropped.snow_block: #19, 11(0%)
minecraft.crafted.glowstone: #19, 12(0%)
minecraft.used.birch_trapdoor: #19, 1(0%)
minecraft.dropped.feather: #19, 2(0%)
minecraft.used.light_gray_stained_glass: #19, 6(0%)
minecraft.killed_by.ravager: #20, 33(2%)
minecraft.used.crafting_table: #20, 164(2%)
minecraft.used.chest: #20, 733(2%)
minecraft.used.cyan_shulker_box: #20, 140(1%)
minecraft.picked_up.lapis_lazuli: #20, 1246(1%)
minecraft.mined.stone: #20, 63011(1%)
minecraft.picked_up.cyan_shulker_box: #20, 95(1%)
minecraft.mined.cyan_shulker_box: #20, 94(1%)
minecraft.custom.open_enderchest: #20, 907(1%)
minecraft.mined.lapis_ore: #20, 61(1%)
minecraft.custom.interact_with_lectern: #20, 91(1%)
minecraft.mined.birch_log: #20, 1133(1%)
minecraft.mined.player_head: #20, 11(1%)
minecraft.picked_up.copper_ore: #20, 281(1%)
minecraft.killed.player: #20, 16(1%)
minecraft.used.crossbow: #20, 11(1%)
minecraft.used.brewing_stand: #20, 5(1%)
minecraft.mined.beacon: #20, 5(1%)
minecraft.picked_up.white_bed: #20, 21(1%)
minecraft.mined.dark_oak_planks: #20, 67(1%)
minecraft.mined.copper_ore: #20, 516(1%)
minecraft.used.cobbled_deepslate: #20, 795(1%)
minecraft.picked_up.gold_ore: #20, 16(1%)
minecraft.killed.phantom: #20, 8(1%)
minecraft.mined.deepslate_diamond_ore: #20, 226(1%)
minecraft.used.dandelion: #20, 4(1%)
minecraft.used.white_bed: #20, 23(1%)
minecraft.picked_up.ghast_tear: #20, 5(1%)
minecraft.mined.wheat: #20, 230(1%)
minecraft.crafted.spruce_slab: #20, 486(1%)
minecraft.mined.hopper: #20, 71(1%)
minecraft.mined.player_wall_head: #20, 5(1%)
minecraft.crafted.anvil: #20, 30(1%)
minecraft.mined.dirt_path: #20, 43(1%)
minecraft.used.netherrack: #20, 1060(1%)
minecraft.custom.damage_dealt: #20, 341880(0%)
minecraft.picked_up.stone_slab: #20, 125(1%)
minecraft.picked_up.spruce_sapling: #20, 140(1%)
minecraft.mined.lever: #20, 9(1%)
minecraft.mined.cactus: #20, 16(1%)
minecraft.picked_up.shears: #20, 6(1%)
minecraft.used.spruce_fence: #20, 107(1%)
minecraft.picked_up.wooden_sword: #20, 6(1%)
minecraft.mined.green_shulker_box: #20, 15(1%)
minecraft.picked_up.oak_boat: #20, 6(0%)
minecraft.crafted.minecart: #20, 30(0%)
minecraft.mined.sweet_berry_bush: #20, 2(0%)
minecraft.used.observer: #20, 117(0%)
minecraft.used.deepslate: #20, 638(0%)
minecraft.picked_up.white_shulker_box: #20, 24(0%)
minecraft.used.glow_item_frame: #20, 12(0%)
minecraft.mined.brown_mushroom: #20, 17(0%)
minecraft.picked_up.spruce_button: #20, 2(0%)
minecraft.mined.oak_wall_sign: #20, 3(0%)
minecraft.picked_up.ink_sac: #20, 151(0%)
minecraft.picked_up.trident: #20, 1(0%)
minecraft.crafted.dark_oak_stairs: #20, 40(0%)
minecraft.used.copper_block: #20, 144(0%)
minecraft.used.dark_oak_planks: #20, 90(0%)
minecraft.used.deepslate_bricks: #20, 311(0%)
minecraft.killed.cow: #20, 19(0%)
minecraft.picked_up.beef: #20, 43(0%)
minecraft.picked_up.flowering_azalea_leaves: #20, 79(0%)
minecraft.mined.deepslate_copper_ore: #20, 9(0%)
minecraft.mined.cobblestone_wall: #20, 5(0%)
minecraft.picked_up.stone_pressure_plate: #20, 2(0%)
minecraft.crafted.gray_dye: #20, 84(0%)
minecraft.mined.mossy_stone_bricks: #20, 5(0%)
minecraft.picked_up.snow_block: #20, 210(0%)
minecraft.picked_up.mud_bricks: #20, 6(0%)
minecraft.mined.deepslate_bricks: #20, 33(0%)
minecraft.picked_up.emerald_ore: #20, 2(0%)
minecraft.crafted.glow_item_frame: #20, 4(0%)
minecraft.crafted.yellow_dye: #20, 101(0%)
minecraft.mined.weeping_vines_plant: #20, 2(0%)
minecraft.picked_up.netherite_boots: #20, 1(0%)
minecraft.mined.purpur_block: #20, 11(0%)
minecraft.crafted.blaze_powder: #20, 16(0%)
minecraft.dropped.orange_terracotta: #20, 2(0%)
minecraft.crafted.orange_dye: #20, 63(0%)
minecraft.used.honeycomb: #20, 23(0%)
minecraft.dropped.deepslate: #20, 130(0%)
minecraft.mined.nether_wart: #20, 15(0%)
minecraft.used.oak_sapling: #20, 44(0%)
minecraft.dropped.string: #20, 85(0%)
minecraft.crafted.white_stained_glass_pane: #20, 16(0%)
minecraft.picked_up.sea_lantern: #20, 10(0%)
minecraft.dropped.mossy_cobblestone: #20, 2(0%)
minecraft.used.gray_wool: #20, 23(0%)
minecraft.used.written_book: #20, 32(0%)
minecraft.crafted.jungle_planks: #20, 128(0%)
minecraft.dropped.azure_bluet: #20, 1(0%)
minecraft.mined.polished_andesite_slab: #20, 5(0%)
minecraft.used.string: #20, 31(0%)
minecraft.used.prismarine_bricks: #20, 13(0%)
minecraft.picked_up.acacia_log: #20, 28(0%)
minecraft.mined.redstone_block: #20, 12(0%)
minecraft.picked_up.birch_trapdoor: #20, 1(0%)
minecraft.used.exposed_copper: #20, 1(0%)
minecraft.picked_up.bread: #20, 8(0%)
minecraft.mined.yellow_terracotta: #20, 9(0%)
minecraft.used.deepslate_brick_slab: #20, 15(0%)
minecraft.used.mud_bricks: #20, 6(0%)
minecraft.picked_up.acacia_sapling: #20, 5(0%)
minecraft.crafted.compass: #20, 12(0%)
minecraft.picked_up.yellow_terracotta: #20, 8(0%)
minecraft.crafted.wooden_sword: #20, 1(0%)
minecraft.dropped.crossbow: #20, 1(0%)
minecraft.used.yellow_concrete_powder: #20, 8(0%)
minecraft.dropped.lantern: #20, 1(0%)
minecraft.picked_up.crimson_roots: #20, 16(0%)
minecraft.used.brown_mushroom_block: #20, 2(0%)
minecraft.picked_up.black_dye: #20, 1(0%)
minecraft.dropped.chicken: #20, 4(0%)
minecraft.used.polished_basalt: #20, 2(0%)
minecraft.mined.acacia_leaves: #20, 2(0%)
minecraft.killed.drowned: #20, 35(0%)
minecraft.killed.pillager: #20, 10(0%)
minecraft.custom.sprint_one_cm: #21, 53531464(2%)
minecraft.custom.walk_under_water_one_cm: #21, 2929650(1%)
minecraft.mined.coal_ore: #21, 1997(2%)
minecraft.dropped.diamond_sword: #21, 3(2%)
minecraft.custom.damage_taken: #21, 130905(1%)
minecraft.mined.grass: #21, 1017(1%)
minecraft.dropped.diamond_shovel: #21, 3(2%)
minecraft.picked_up.redstone: #21, 2659(1%)
minecraft.used.stonecutter: #21, 32(1%)
minecraft.used.diamond_pickaxe: #21, 71571(1%)
minecraft.mined.stonecutter: #21, 26(1%)
minecraft.crafted.iron_ingot: #21, 6114(1%)
minecraft.mined.white_bed: #21, 20(1%)
minecraft.crafted.furnace: #21, 28(1%)
minecraft.killed_by.creeper: #21, 1(1%)
minecraft.used.shulker_box: #21, 520(1%)
minecraft.picked_up.shulker_box: #21, 531(1%)
minecraft.mined.shulker_box: #21, 518(1%)
minecraft.used.water_bucket: #21, 553(1%)
minecraft.picked_up.yellow_shulker_box: #21, 42(1%)
minecraft.mined.yellow_shulker_box: #21, 42(1%)
minecraft.used.yellow_shulker_box: #21, 42(1%)
minecraft.killed.pig: #21, 4(1%)
minecraft.mined.spruce_log: #21, 1379(1%)
minecraft.crafted.item_frame: #21, 50(1%)
minecraft.crafted.ender_chest: #21, 6(1%)
minecraft.mined.spruce_leaves: #21, 558(0%)
minecraft.used.wheat_seeds: #21, 302(1%)
minecraft.used.lever: #21, 32(0%)
minecraft.picked_up.green_shulker_box: #21, 15(1%)
minecraft.picked_up.wheat: #21, 230(0%)
minecraft.picked_up.netherrack: #21, 4074(0%)
minecraft.used.green_shulker_box: #21, 14(0%)
minecraft.used.white_shulker_box: #21, 30(0%)
minecraft.crafted.dark_oak_slab: #21, 234(0%)
minecraft.picked_up.mutton: #21, 10(0%)
minecraft.mined.white_shulker_box: #21, 23(0%)
minecraft.crafted.diamond: #21, 126(0%)
minecraft.killed.squid: #21, 29(0%)
minecraft.custom.tune_noteblock: #21, 108(0%)
minecraft.mined.grindstone: #21, 2(0%)
minecraft.crafted.redstone_block: #21, 168(0%)
minecraft.picked_up.sea_pickle: #21, 33(0%)
minecraft.crafted.iron_chestplate: #21, 2(0%)
minecraft.dropped.andesite: #21, 76(0%)
minecraft.picked_up.smooth_stone: #21, 52(0%)
minecraft.crafted.lectern: #21, 4(0%)
minecraft.mined.scaffolding: #21, 279(0%)
minecraft.dropped.birch_sapling: #21, 5(0%)
minecraft.mined.birch_wall_sign: #21, 3(0%)
minecraft.mined.smithing_table: #21, 1(0%)
minecraft.used.chorus_fruit: #21, 1(0%)
minecraft.used.scaffolding: #21, 581(0%)
minecraft.dropped.glass_bottle: #21, 16(0%)
minecraft.dropped.iron_nugget: #21, 95(0%)
minecraft.crafted.jukebox: #21, 1(0%)
minecraft.dropped.stone: #21, 521(0%)
minecraft.picked_up.grindstone: #21, 2(0%)
minecraft.picked_up.crossbow: #21, 3(0%)
minecraft.used.basalt: #21, 128(0%)
minecraft.crafted.redstone_lamp: #21, 10(0%)
minecraft.picked_up.deepslate_bricks: #21, 32(0%)
minecraft.picked_up.nether_wart: #21, 57(0%)
minecraft.dropped.kelp: #21, 15(0%)
minecraft.mined.iron_bars: #21, 4(0%)
minecraft.mined.dead_bush: #21, 6(0%)
minecraft.custom.trigger_trapped_chest: #21, 1(0%)
minecraft.picked_up.clay_ball: #21, 193(0%)
minecraft.picked_up.deepslate_brick_stairs: #21, 6(0%)
minecraft.mined.hay_block: #21, 4(0%)
minecraft.crafted.cooked_porkchop: #21, 1(0%)
minecraft.picked_up.bookshelf: #21, 2(0%)
minecraft.killed.salmon: #21, 1(0%)
minecraft.dropped.wheat: #21, 2(0%)
minecraft.used.yellow_concrete: #21, 10(0%)
minecraft.dropped.leather: #21, 4(0%)
minecraft.picked_up.feather: #21, 19(0%)
minecraft.mined.polished_basalt: #21, 2(0%)
minecraft.dropped.spruce_leaves: #21, 2(0%)
minecraft.mined.green_terracotta: #21, 6(0%)
minecraft.dropped.spider_eye: #21, 48(0%)
minecraft.crafted.netherite_ingot: #21, 1(0%)
minecraft.dropped.red_terracotta: #21, 1(0%)
minecraft.mined.tnt: #21, 1(0%)
minecraft.crafted.bread: #21, 11(0%)
minecraft.mined.nether_sprouts: #21, 1(0%)
minecraft.picked_up.sculk_sensor: #21, 1(0%)
minecraft.picked_up.polished_diorite: #21, 1(0%)
minecraft.picked_up.prismarine_crystals: #21, 1(0%)
minecraft.dropped.obsidian: #21, 1(0%)
minecraft.crafted.bone_block: #21, 21(0%)
minecraft.dropped.sugar_cane: #21, 1(0%)
minecraft.mined.orange_terracotta: #21, 4(0%)
minecraft.custom.walk_one_cm: #22, 41330520(1%)
minecraft.custom.walk_on_water_one_cm: #22, 1206690(1%)
minecraft.custom.aviate_one_cm: #22, 291574281(1%)
minecraft.mined.torch: #22, 412(1%)
minecraft.custom.deaths: #22, 74(1%)
minecraft.picked_up.elytra: #22, 22(1%)
minecraft.picked_up.shield: #22, 4(1%)
minecraft.mined.dirt: #22, 10320(1%)
minecraft.picked_up.diamond_pickaxe: #22, 17(1%)
minecraft.custom.open_shulker_box: #22, 8317(1%)
minecraft.picked_up.stonecutter: #22, 26(1%)
minecraft.custom.drop: #22, 3164(1%)
minecraft.mined.tall_grass: #22, 175(1%)
minecraft.used.bow: #22, 648(1%)
minecraft.mined.deepslate_lapis_ore: #22, 55(1%)
minecraft.mined.deepslate_redstone_ore: #22, 368(1%)
minecraft.picked_up.iron_ore: #22, 213(1%)
minecraft.custom.crouch_one_cm: #22, 3271298(0%)
minecraft.picked_up.water_bucket: #22, 9(1%)
minecraft.custom.interact_with_stonecutter: #22, 82(1%)
minecraft.picked_up.furnace: #22, 22(1%)
minecraft.picked_up.iron_ingot: #22, 389(1%)
minecraft.crafted.birch_planks: #22, 1968(1%)
minecraft.dropped.wheat_seeds: #22, 471(1%)
minecraft.picked_up.phantom_membrane: #22, 9(1%)
minecraft.picked_up.spruce_planks: #22, 205(1%)
minecraft.mined.anvil: #22, 8(1%)
minecraft.picked_up.beacon: #22, 5(1%)
minecraft.picked_up.spruce_log: #22, 1394(1%)
minecraft.used.coal_ore: #22, 150(1%)
minecraft.picked_up.grass_block: #22, 3585(1%)
minecraft.mined.iron_block: #22, 171(1%)
minecraft.picked_up.raw_copper: #22, 1275(0%)
minecraft.mined.dispenser: #22, 9(1%)
minecraft.used.redstone_lamp: #22, 19(1%)
minecraft.crafted.spruce_fence: #22, 93(0%)
minecraft.picked_up.deepslate: #22, 1597(0%)
minecraft.mined.netherrack: #22, 5411(0%)
minecraft.crafted.birch_slab: #22, 30(0%)
minecraft.crafted.observer: #22, 77(0%)
minecraft.crafted.shield: #22, 1(0%)
minecraft.crafted.diamond_block: #22, 18(0%)
minecraft.used.potion: #22, 20(0%)
minecraft.picked_up.lapis_ore: #22, 6(0%)
minecraft.picked_up.sunflower: #22, 51(0%)
minecraft.picked_up.armor_stand: #22, 5(0%)
minecraft.picked_up.scaffolding: #22, 563(0%)
minecraft.crafted.dark_oak_trapdoor: #22, 44(0%)
minecraft.used.bookshelf: #22, 46(0%)
minecraft.dropped.lead: #22, 1(0%)
minecraft.used.grindstone: #22, 3(0%)
minecraft.used.shroomlight: #22, 8(0%)
minecraft.used.dispenser: #22, 14(0%)
minecraft.dropped.item_frame: #22, 1(0%)
minecraft.dropped.gravel: #22, 127(0%)
minecraft.picked_up.cobblestone_wall: #22, 6(0%)
minecraft.custom.interact_with_blast_furnace: #22, 9(0%)
minecraft.picked_up.spider_eye: #22, 110(0%)
minecraft.picked_up.azure_bluet: #22, 10(0%)
minecraft.picked_up.azalea_leaves: #22, 117(0%)
minecraft.used.sugar_cane: #22, 15(0%)
minecraft.crafted.stone_shovel: #22, 1(0%)
minecraft.used.iron_bars: #22, 24(0%)
minecraft.dropped.sand: #22, 36(0%)
minecraft.picked_up.painting: #22, 2(0%)
minecraft.used.glowstone: #22, 11(0%)
minecraft.crafted.acacia_planks: #22, 72(0%)
minecraft.picked_up.smithing_table: #22, 1(0%)
minecraft.dropped.firework_rocket: #22, 259(0%)
minecraft.dropped.flint: #22, 9(0%)
minecraft.used.painting: #22, 2(0%)
minecraft.picked_up.yellow_concrete: #22, 10(0%)
minecraft.picked_up.spruce_leaves: #22, 48(0%)
minecraft.picked_up.hay_block: #22, 4(0%)
minecraft.mined.yellow_concrete: #22, 10(0%)
minecraft.used.egg: #22, 17(0%)
minecraft.picked_up.cactus: #22, 64(0%)
minecraft.picked_up.glass_bottle: #22, 8(0%)
minecraft.dropped.dark_oak_sapling: #22, 1(0%)
minecraft.mined.ancient_debris: #22, 4(0%)
minecraft.used.cauldron: #22, 2(0%)
minecraft.picked_up.ancient_debris: #22, 4(0%)
minecraft.mined.exposed_copper: #22, 1(0%)
minecraft.picked_up.green_terracotta: #22, 6(0%)
minecraft.picked_up.exposed_copper: #22, 1(0%)
minecraft.picked_up.chicken: #22, 11(0%)
minecraft.picked_up.cod: #22, 1(0%)
minecraft.picked_up.polished_basalt: #22, 2(0%)
minecraft.dropped.basalt: #22, 6(0%)
minecraft.used.acacia_log: #22, 2(0%)
minecraft.mined.gray_wool: #22, 1(0%)
minecraft.picked_up.cornflower: #22, 8(0%)
minecraft.crafted.deepslate_tiles: #22, 1(0%)
minecraft.mined.end_stone: #22, 2(0%)
minecraft.picked_up.end_stone: #22, 2(0%)
minecraft.mined.warped_wart_block: #22, 1(0%)
minecraft.custom.interact_with_crafting_table: #23, 1326(1%)
minecraft.crafted.stick: #23, 5716(2%)
minecraft.custom.interact_with_furnace: #23, 656(1%)
minecraft.custom.open_barrel: #23, 1802(1%)
minecraft.picked_up.torch: #23, 1423(1%)
minecraft.dropped.diamond_pickaxe: #23, 5(1%)
minecraft.picked_up.dirt: #23, 12914(1%)
minecraft.mined.iron_ore: #23, 721(1%)
minecraft.picked_up.diamond_sword: #23, 11(1%)
minecraft.picked_up.stick: #23, 1012(1%)
minecraft.mined.poppy: #23, 31(1%)
minecraft.mined.spruce_sign: #23, 1(1%)
minecraft.dropped.diamond_helmet: #23, 1(1%)
minecraft.mined.chest: #23, 117(1%)
minecraft.used.anvil: #23, 24(1%)
minecraft.picked_up.ender_pearl: #23, 1564(0%)
minecraft.picked_up.lantern: #23, 37(0%)
minecraft.picked_up.coal_ore: #23, 267(1%)
minecraft.crafted.stone_axe: #23, 1(1%)
minecraft.picked_up.player_head: #23, 107(0%)
minecraft.used.wooden_pickaxe: #23, 3(1%)
minecraft.picked_up.wheat_seeds: #23, 1074(0%)
minecraft.used.flower_pot: #23, 10(0%)
minecraft.custom.damage_absorbed: #23, 119(0%)
minecraft.mined.cobbled_deepslate: #23, 89(0%)
minecraft.picked_up.porkchop: #23, 10(0%)
minecraft.mined.dark_oak_trapdoor: #23, 9(0%)
minecraft.picked_up.dark_oak_sign: #23, 3(0%)
minecraft.used.deepslate_tiles: #23, 177(0%)
minecraft.dropped.ender_pearl: #23, 646(0%)
minecraft.mined.seagrass: #23, 16(0%)
minecraft.picked_up.dispenser: #23, 9(0%)
minecraft.picked_up.white_wool: #23, 41(0%)
minecraft.mined.ladder: #23, 4(0%)
minecraft.used.cobblestone_wall: #23, 15(0%)
minecraft.used.poppy: #23, 1(0%)
minecraft.dropped.raw_iron: #23, 3(0%)
minecraft.crafted.composter: #23, 7(0%)
minecraft.picked_up.polished_deepslate: #23, 18(0%)
minecraft.custom.damage_blocked_by_shield: #23, 320(0%)
minecraft.crafted.quartz_block: #23, 120(0%)
minecraft.used.smooth_quartz: #23, 35(0%)
minecraft.picked_up.glowstone: #23, 14(0%)
minecraft.crafted.iron_bars: #23, 32(0%)
minecraft.mined.deepslate_tiles: #23, 9(0%)
minecraft.used.sand: #23, 365(0%)
minecraft.dropped.bucket: #23, 1(0%)
minecraft.mined.campfire: #23, 1(0%)
minecraft.used.shield: #23, 5(0%)
minecraft.used.redstone_block: #23, 19(0%)
minecraft.used.rose_bush: #23, 1(0%)
minecraft.picked_up.weeping_vines: #23, 3(0%)
minecraft.used.smooth_quartz_stairs: #23, 7(0%)
minecraft.used.soul_sand: #23, 20(0%)
minecraft.mined.smooth_quartz: #23, 3(0%)
minecraft.picked_up.deepslate_iron_ore: #23, 3(0%)
minecraft.picked_up.bone_meal: #23, 146(0%)
minecraft.picked_up.polished_andesite_slab: #23, 3(0%)
minecraft.used.jungle_log: #23, 4(0%)
minecraft.picked_up.smooth_quartz: #23, 3(0%)
minecraft.crafted.smithing_table: #23, 1(0%)
minecraft.picked_up.oxeye_daisy: #23, 3(0%)
minecraft.used.copper_ore: #23, 4(0%)
minecraft.crafted.red_carpet: #23, 3(0%)
minecraft.crafted.white_stained_glass: #23, 8(0%)
minecraft.picked_up.red_carpet: #23, 2(0%)
minecraft.used.sandstone: #23, 4(0%)
minecraft.mined.white_carpet: #23, 1(0%)
minecraft.used.red_carpet: #23, 2(0%)
minecraft.used.light_gray_carpet: #23, 1(0%)
minecraft.used.blackstone: #23, 6(0%)
minecraft.picked_up.orange_terracotta: #23, 2(0%)
minecraft.picked_up.black_concrete_powder: #23, 1(0%)
minecraft.picked_up.tnt: #23, 1(0%)
minecraft.custom.leave_game: #24, 427(1%)
minecraft.custom.open_chest: #24, 11591(1%)
minecraft.custom.sleep_in_bed: #24, 491(1%)
minecraft.custom.sneak_time: #24, 810685(1%)
minecraft.mined.crafting_table: #24, 74(1%)
minecraft.picked_up.crafting_table: #24, 73(1%)
minecraft.picked_up.diamond_axe: #24, 9(1%)
minecraft.picked_up.cobblestone: #24, 9396(1%)
minecraft.custom.climb_one_cm: #24, 397148(0%)
minecraft.used.bucket: #24, 575(0%)
minecraft.mined.deepslate: #24, 7201(1%)
minecraft.mined.nether_quartz_ore: #24, 353(1%)
minecraft.used.bone_meal: #24, 1657(0%)
minecraft.mined.rose_bush: #24, 2(0%)
minecraft.crafted.ender_eye: #24, 6(0%)
minecraft.mined.barrel: #24, 11(0%)
minecraft.picked_up.anvil: #24, 8(0%)
minecraft.picked_up.flint: #24, 57(0%)
minecraft.crafted.barrel: #24, 21(0%)
minecraft.crafted.white_dye: #24, 264(0%)
minecraft.picked_up.brown_mushroom: #24, 29(0%)
minecraft.dropped.iron_ingot: #24, 45(0%)
minecraft.crafted.black_dye: #24, 272(0%)
minecraft.custom.inspect_dispenser: #24, 64(0%)
minecraft.used.armor_stand: #24, 6(0%)
minecraft.crafted.bucket: #24, 15(0%)
minecraft.dropped.shulker_box: #24, 2(0%)
minecraft.picked_up.bucket: #24, 3(0%)
minecraft.used.spruce_button: #24, 2(0%)
minecraft.mined.glowstone: #24, 14(0%)
minecraft.crafted.bone_meal: #24, 3429(0%)
minecraft.mined.tall_seagrass: #24, 6(0%)
minecraft.used.hopper_minecart: #24, 2(0%)
minecraft.mined.blackstone: #24, 133(0%)
minecraft.crafted.cyan_dye: #24, 34(0%)
minecraft.mined.oak_sapling: #24, 1(0%)
minecraft.used.light_blue_shulker_box: #24, 11(0%)
minecraft.mined.bamboo: #24, 18(0%)
minecraft.picked_up.basalt: #24, 134(0%)
minecraft.used.lava_bucket: #24, 7(0%)
minecraft.used.flowering_azalea_leaves: #24, 8(0%)
minecraft.crafted.blue_dye: #24, 34(0%)
minecraft.mined.basalt: #24, 146(0%)
minecraft.picked_up.bamboo: #24, 117(0%)
minecraft.mined.warped_nylium: #24, 3(0%)
minecraft.crafted.hopper_minecart: #24, 2(0%)
minecraft.used.polished_deepslate: #24, 26(0%)
minecraft.picked_up.deepslate_redstone_ore: #24, 5(0%)
minecraft.mined.polished_deepslate: #24, 2(0%)
