stat, rank, value, (percentage) 
minecraft.dropped.emerald_block: #4, 280(3%)
minecraft.picked_up.pink_dye: #5, 94(9%)
minecraft.killed.zombie: #4, 1767(1%)
minecraft.dropped.horn_coral_fan: #4, 4(4%)
minecraft.dropped.prismarine_crystals: #4, 72(2%)
minecraft.dropped.oak_hanging_sign: #4, 1(5%)
minecraft.dropped.spruce_sapling: #5, 170(5%)
minecraft.crafted.deepslate_tile_slab: #5, 244(6%)
minecraft.picked_up.purple_banner: #4, 1(3%)
minecraft.dropped.magenta_dye: #4, 4(4%)
minecraft.dropped.brown_terracotta: #5, 58(7%)
minecraft.crafted.blaze_powder: #5, 400(4%)
minecraft.picked_up.leather_chestplate: #5, 31(5%)
minecraft.dropped.tube_coral_fan: #4, 3(4%)
minecraft.crafted.blue_concrete: #4, 16(4%)
minecraft.dropped.prismarine_shard: #4, 120(2%)
minecraft.picked_up.skull_pottery_sherd: #4, 1(5%)
minecraft.crafted.golden_boots: #5, 9(8%)
minecraft.mined.enchanting_table: #5, 4(8%)
minecraft.dropped.pumpkin_pie: #5, 269(4%)
minecraft.picked_up.compass: #6, 253(6%)
minecraft.dropped.red_candle: #4, 3(2%)
minecraft.picked_up.mossy_cobblestone_stairs: #5, 19(9%)
minecraft.picked_up.magenta_bed: #4, 1(3%)
minecraft.mined.green_banner: #4, 1(2%)
minecraft.dropped.magenta_glazed_terracotta: #4, 28(2%)
minecraft.used.fire_coral_block: #4, 44(2%)
minecraft.dropped.deepslate_brick_slab: #4, 10(1%)
minecraft.used.mossy_cobblestone: #5, 804(5%)
minecraft.mined.magenta_bed: #4, 1(3%)
minecraft.dropped.amethyst_shard: #5, 410(6%)
minecraft.dropped.pink_stained_glass_pane: #4, 1(3%)
minecraft.crafted.light_blue_concrete: #4, 8(2%)
minecraft.dropped.red_nether_bricks: #4, 2(2%)
minecraft.picked_up.chainmail_leggings: #5, 6(6%)
minecraft.dropped.oak_sign: #5, 31(5%)
minecraft.custom.crouch_one_cm: #7, 44028673(6%)
minecraft.mined.fire_coral_fan: #5, 29(7%)
minecraft.dropped.mycelium: #4, 6(1%)
minecraft.dropped.furnace: #5, 17(5%)
minecraft.mined.chiseled_stone_bricks: #5, 86(5%)
minecraft.picked_up.diamond: #6, 2249(6%)
minecraft.dropped.glow_lichen: #5, 95(7%)
minecraft.used.bee_nest: #5, 34(6%)
minecraft.broken.iron_hoe: #4, 2(1%)
minecraft.mined.raw_iron_block: #4, 31(0%)
minecraft.dropped.golden_chestplate: #5, 19(4%)
minecraft.mined.cartography_table: #5, 9(6%)
minecraft.picked_up.leather_leggings: #5, 19(4%)
minecraft.used.cobblestone: #6, 6001(6%)
minecraft.dropped.sandstone_stairs: #4, 1(0%)
minecraft.picked_up.glow_berries: #6, 460(7%)
minecraft.dropped.pointed_dripstone: #5, 100(4%)
minecraft.picked_up.orange_carpet: #4, 47(0%)
minecraft.picked_up.glass_bottle: #6, 1262(6%)
minecraft.dropped.mangrove_roots: #4, 29(0%)
minecraft.crafted.iron_ingot: #6, 35596(6%)
minecraft.used.hay_block: #5, 49(5%)
minecraft.mined.deepslate_lapis_ore: #6, 374(6%)
minecraft.mined.honey_block: #6, 135(8%)
minecraft.crafted.acacia_slab: #5, 144(5%)
minecraft.mined.mud_brick_slab: #5, 52(6%)
minecraft.crafted.brush: #5, 6(7%)
minecraft.picked_up.deepslate_brick_wall: #5, 104(5%)
minecraft.picked_up.mud_brick_stairs: #5, 44(6%)
minecraft.killed.bat: #5, 14(5%)
minecraft.mined.dirt: #6, 49412(5%)
minecraft.picked_up.pearlescent_froglight: #5, 87(4%)
minecraft.used.trident: #5, 645(4%)
minecraft.killed_by.ravager: #6, 84(6%)
minecraft.used.stone_pressure_plate: #5, 40(4%)
minecraft.crafted.hopper: #6, 2353(7%)
minecraft.mined.mangrove_wall_sign: #5, 8(6%)
minecraft.dropped.red_sand: #5, 27(7%)
minecraft.dropped.dark_oak_log: #5, 310(4%)
minecraft.mined.tuff: #6, 9919(6%)
minecraft.mined.horn_coral: #5, 19(5%)
minecraft.killed.pillager: #5, 98883(3%)
minecraft.dropped.gold_ore: #5, 8(6%)
minecraft.picked_up.torch: #6, 5633(5%)
minecraft.broken.golden_pickaxe: #5, 2(11%)
minecraft.picked_up.cyan_terracotta: #5, 602(3%)
minecraft.mined.oak_trapdoor: #6, 81(6%)
minecraft.picked_up.fire_coral_block: #5, 260(6%)
minecraft.mined.detector_rail: #5, 14(6%)
minecraft.mined.mossy_stone_brick_slab: #5, 6(6%)
minecraft.mined.cobbled_deepslate: #6, 1331(6%)
minecraft.picked_up.lantern: #6, 425(5%)
minecraft.picked_up.music_disc_mall: #5, 5(7%)
minecraft.picked_up.diamond_axe: #6, 52(5%)
minecraft.used.oak_hanging_sign: #5, 6(7%)
minecraft.used.blue_orchid: #5, 16(11%)
minecraft.killed.witch: #5, 22411(3%)
minecraft.dropped.chainmail_helmet: #5, 6(4%)
minecraft.killed.guardian: #5, 12(6%)
minecraft.picked_up.diorite: #6, 10983(5%)
minecraft.crafted.experience_bottle: #5, 3827(5%)
minecraft.killed_by.phantom: #5, 1(8%)
minecraft.killed_by.spider: #5, 1(12%)
minecraft.picked_up.mossy_cobblestone: #6, 672(6%)
minecraft.used.lever: #6, 381(6%)
minecraft.mined.purple_stained_glass_pane: #5, 23(7%)
minecraft.picked_up.purpur_pillar: #5, 61(4%)
minecraft.used.leather_boots: #5, 4(4%)
minecraft.picked_up.iron_hoe: #5, 3(9%)
minecraft.mined.bone_block: #6, 523(6%)
minecraft.mined.horn_coral_fan: #5, 18(5%)
minecraft.picked_up.minecart: #6, 210(6%)
minecraft.dropped.obsidian: #5, 282(3%)
minecraft.dropped.golden_leggings: #5, 15(4%)
minecraft.dropped.red_concrete: #5, 29(8%)
minecraft.mined.mud_bricks: #6, 146(8%)
minecraft.crafted.golden_apple: #5, 129(4%)
minecraft.mined.redstone_ore: #6, 113(7%)
minecraft.mined.lime_concrete: #5, 474(4%)
minecraft.picked_up.granite: #6, 12618(5%)
minecraft.dropped.mossy_cobblestone_slab: #5, 14(8%)
minecraft.mined.white_wool: #6, 439(6%)
minecraft.crafted.brown_wool: #5, 66(7%)
minecraft.picked_up.glass: #6, 3828(6%)
minecraft.mined.chiseled_quartz_block: #5, 9(5%)
minecraft.dropped.flowering_azalea_leaves: #5, 61(5%)
minecraft.used.pink_wool: #6, 957(10%)
minecraft.picked_up.cobblestone: #6, 62267(4%)
minecraft.mined.birch_wood: #5, 7(5%)
minecraft.picked_up.netherite_chestplate: #5, 2(7%)
minecraft.picked_up.tall_grass: #5, 1(8%)
minecraft.mined.small_dripleaf: #5, 11(3%)
minecraft.mined.jungle_sign: #5, 2(7%)
minecraft.picked_up.scaffolding: #6, 13820(6%)
minecraft.mined.grindstone: #6, 32(7%)
minecraft.picked_up.end_stone_brick_wall: #5, 6(7%)
minecraft.dropped.potato: #5, 95(3%)
minecraft.crafted.black_carpet: #5, 1677(4%)
minecraft.picked_up.andesite: #6, 13537(5%)
minecraft.crafted.netherite_hoe: #5, 1(8%)
minecraft.dropped.dark_oak_sign: #5, 10(3%)
minecraft.crafted.white_wool: #6, 4223(6%)
minecraft.dropped.nether_wart_block: #5, 188(3%)
minecraft.mined.green_bed: #5, 26(2%)
minecraft.dropped.spruce_fence: #6, 49(8%)
minecraft.dropped.clay: #5, 267(3%)
minecraft.custom.open_barrel: #7, 9540(6%)
minecraft.custom.sneak_time: #8, 7104291(5%)
minecraft.killed.vindicator: #5, 75047(3%)
minecraft.dropped.smooth_stone_slab: #6, 58(11%)
minecraft.dropped.damaged_anvil: #5, 1(6%)
minecraft.killed.trader_llama: #6, 21(7%)
minecraft.picked_up.beehive: #5, 32(4%)
minecraft.crafted.polished_blackstone_bricks: #5, 272(3%)
minecraft.mined.chiseled_polished_blackstone: #5, 14(3%)
minecraft.dropped.black_concrete: #5, 113(3%)
minecraft.used.soul_soil: #5, 276(2%)
minecraft.mined.pink_tulip: #5, 5(5%)
minecraft.mined.fire_coral_block: #5, 148(4%)
minecraft.crafted.apple: #5, 128(6%)
minecraft.picked_up.iron_pickaxe: #6, 9(6%)
minecraft.picked_up.end_rod: #6, 227(5%)
minecraft.killed.evoker: #5, 18651(3%)
minecraft.used.acacia_fence_gate: #5, 4(6%)
minecraft.picked_up.oak_boat: #6, 64(5%)
minecraft.mined.end_stone_brick_wall: #5, 6(6%)
minecraft.picked_up.spruce_door: #6, 23(5%)
minecraft.killed.ender_dragon: #5, 1(5%)
minecraft.dropped.green_candle: #5, 1(7%)
minecraft.custom.raid_trigger: #5, 4565(3%)
minecraft.crafted.end_stone_brick_wall: #5, 12(5%)
minecraft.crafted.purpur_slab: #5, 18(6%)
minecraft.used.end_stone_brick_wall: #5, 11(5%)
minecraft.used.glass_bottle: #6, 578(6%)
minecraft.dropped.wooden_sword: #5, 13(2%)
minecraft.used.pink_tulip: #5, 5(6%)
minecraft.picked_up.white_dye: #6, 248(6%)
minecraft.used.birch_fence_gate: #5, 29(3%)
minecraft.picked_up.flowering_azalea_leaves: #6, 1441(5%)
minecraft.dropped.glowstone: #5, 68(3%)
minecraft.dropped.lilac: #5, 24(3%)
minecraft.dropped.warped_fungus: #5, 14(3%)
minecraft.mined.crimson_nylium: #5, 371(2%)
minecraft.used.scaffolding: #6, 13529(5%)
minecraft.mined.beehive: #5, 24(3%)
minecraft.used.oxeye_daisy: #5, 2(3%)
minecraft.picked_up.sticky_piston: #6, 277(5%)
minecraft.mined.light_gray_stained_glass: #5, 141(2%)
minecraft.picked_up.dispenser: #6, 192(5%)
minecraft.used.gray_banner: #5, 8(4%)
minecraft.used.spruce_fence_gate: #6, 167(6%)
minecraft.dropped.name_tag: #5, 13(2%)
minecraft.picked_up.oak_log: #6, 5937(4%)
minecraft.used.oak_boat: #6, 55(5%)
minecraft.killed.dolphin: #5, 1(5%)
minecraft.picked_up.nether_star: #5, 9(2%)
minecraft.dropped.bucket: #6, 50(6%)
minecraft.dropped.smooth_quartz: #5, 16(2%)
minecraft.mined.stone_pressure_plate: #6, 21(7%)
minecraft.dropped.green_shulker_box: #5, 1(3%)
minecraft.picked_up.azalea_leaves: #6, 3905(5%)
minecraft.picked_up.yellow_candle: #5, 9(3%)
minecraft.dropped.ender_chest: #6, 17(6%)
minecraft.mined.tripwire_hook: #6, 11(7%)
minecraft.picked_up.cyan_bed: #5, 15(2%)
minecraft.custom.interact_with_blast_furnace: #7, 460(8%)
minecraft.mined.composter: #6, 92(5%)
minecraft.mined.jack_o_lantern: #5, 50(2%)
minecraft.dropped.purpur_slab: #6, 10(9%)
minecraft.dropped.wither_skeleton_skull: #5, 16(4%)
minecraft.dropped.spruce_slab: #6, 137(6%)
minecraft.mined.gray_shulker_box: #6, 182(6%)
minecraft.used.oak_fence_gate: #6, 52(7%)
minecraft.dropped.mangrove_button: #5, 2(4%)
minecraft.crafted.birch_boat: #6, 8(6%)
minecraft.picked_up.prize_pottery_sherd: #5, 1(4%)
minecraft.killed.cow: #6, 292(4%)
minecraft.crafted.mushroom_stew: #5, 6(4%)
minecraft.picked_up.gray_wool: #6, 587(5%)
minecraft.mined.wither_skeleton_wall_skull: #5, 1(3%)
minecraft.used.soul_torch: #5, 15(2%)
minecraft.used.gray_shulker_box: #6, 184(5%)
minecraft.dropped.coarse_dirt: #6, 198(6%)
minecraft.used.black_carpet: #5, 2001(1%)
minecraft.used.trapped_chest: #5, 1(3%)
minecraft.dropped.stick: #6, 3328(4%)
minecraft.picked_up.wither_skeleton_skull: #5, 37(1%)
minecraft.crafted.purple_banner: #5, 2(3%)
minecraft.picked_up.netherite_ingot: #6, 8(6%)
minecraft.used.lime_bed: #5, 10(2%)
minecraft.dropped.jungle_button: #5, 2(4%)
minecraft.mined.cut_sandstone: #5, 80(1%)
minecraft.used.goat_horn: #5, 4(1%)
minecraft.picked_up.orange_tulip: #5, 35(1%)
minecraft.dropped.hanging_roots: #5, 6(3%)
minecraft.dropped.green_concrete_powder: #5, 10(3%)
minecraft.used.book: #5, 24(2%)
minecraft.used.snow_block: #6, 6985(4%)
minecraft.picked_up.salmon: #6, 107(4%)
minecraft.crafted.beacon: #5, 5(1%)
minecraft.used.crimson_nylium: #5, 122(1%)
minecraft.used.turtle_egg: #5, 18(2%)
minecraft.crafted.iron_hoe: #5, 3(1%)
minecraft.used.stone: #7, 59458(6%)
minecraft.mined.big_dripleaf_stem: #6, 18(5%)
minecraft.picked_up.bee_nest: #6, 35(5%)
minecraft.picked_up.black_carpet: #5, 782(1%)
minecraft.used.iron_hoe: #5, 739(1%)
minecraft.custom.mob_kills: #6, 406931(3%)
minecraft.picked_up.crimson_trapdoor: #6, 35(6%)
minecraft.picked_up.wooden_pickaxe: #6, 3(5%)
minecraft.picked_up.fern: #6, 662(5%)
minecraft.crafted.smooth_red_sandstone_slab: #5, 6(1%)
minecraft.used.stripped_oak_log: #5, 93(1%)
minecraft.used.magenta_bed: #5, 1(1%)
minecraft.dropped.glass: #6, 1033(5%)
minecraft.dropped.bundle: #6, 28(4%)
minecraft.crafted.mossy_cobblestone_slab: #6, 106(5%)
minecraft.picked_up.pink_stained_glass_pane: #5, 1(1%)
minecraft.mined.brick_stairs: #6, 14(6%)
minecraft.dropped.bookshelf: #5, 4(0%)
minecraft.picked_up.rooted_dirt: #6, 685(4%)
minecraft.picked_up.green_carpet: #5, 33(0%)
minecraft.dropped.blackstone_wall: #5, 1(0%)
minecraft.dropped.crimson_fence: #5, 1(0%)
minecraft.dropped.black_glazed_terracotta: #5, 2(0%)
minecraft.picked_up.white_stained_glass_pane: #6, 96(5%)
minecraft.mined.sea_pickle: #6, 51(4%)
minecraft.used.lilac: #6, 32(4%)
minecraft.dropped.light_weighted_pressure_plate: #5, 1(0%)
minecraft.mined.deepslate_tile_stairs: #6, 90(5%)
minecraft.dropped.chain: #6, 69(6%)
minecraft.picked_up.chainmail_helmet: #6, 6(5%)
minecraft.picked_up.tube_coral_fan: #6, 114(5%)
minecraft.picked_up.yellow_shulker_box: #7, 384(7%)
minecraft.picked_up.trident: #6, 11(5%)
minecraft.mined.mud_brick_stairs: #6, 41(6%)
minecraft.crafted.oak_boat: #6, 14(4%)
minecraft.crafted.furnace: #7, 226(5%)
minecraft.crafted.stick: #7, 18621(5%)
minecraft.picked_up.acacia_button: #6, 3(5%)
minecraft.picked_up.cartography_table: #6, 12(5%)
minecraft.picked_up.iron_horse_armor: #6, 3(6%)
minecraft.used.wooden_sword: #6, 147(4%)
minecraft.picked_up.yellow_dye: #6, 105(6%)
minecraft.picked_up.crimson_stairs: #6, 35(6%)
minecraft.crafted.mossy_cobblestone: #6, 1110(4%)
minecraft.broken.stone_axe: #6, 2(5%)
minecraft.dropped.flower_pot: #6, 21(6%)
minecraft.crafted.oak_fence_gate: #6, 42(4%)
minecraft.picked_up.oak_sapling: #6, 1121(3%)
minecraft.dropped.spruce_door: #6, 7(5%)
minecraft.mined.suspicious_gravel: #6, 20(7%)
minecraft.used.loom: #6, 31(4%)
minecraft.crafted.oak_hanging_sign: #6, 6(7%)
minecraft.used.coal_block: #6, 162(4%)
minecraft.dropped.stone_slab: #6, 243(4%)
minecraft.mined.fire_coral: #6, 22(5%)
minecraft.picked_up.tube_coral: #6, 23(5%)
minecraft.used.diamond_helmet: #6, 5(4%)
minecraft.mined.tube_coral: #6, 24(5%)
minecraft.picked_up.verdant_froglight: #6, 89(4%)
minecraft.used.purpur_pillar: #6, 20(5%)
minecraft.picked_up.white_bed: #7, 146(6%)
minecraft.custom.sprint_one_cm: #8, 144642674(5%)
minecraft.used.yellow_shulker_box: #7, 341(6%)
minecraft.mined.lantern: #7, 66(6%)
minecraft.crafted.iron_shovel: #7, 25(5%)
minecraft.used.chorus_fruit: #6, 11(3%)
minecraft.used.oak_trapdoor: #7, 506(6%)
minecraft.crafted.muddy_mangrove_roots: #6, 64(7%)
minecraft.mined.yellow_shulker_box: #7, 328(6%)
minecraft.mined.redstone_lamp: #7, 63(8%)
minecraft.used.spruce_planks: #7, 3657(5%)
minecraft.crafted.dark_oak_sign: #7, 135(7%)
minecraft.used.red_dye: #6, 19(4%)
minecraft.crafted.black_bed: #6, 2(5%)
minecraft.used.pink_dye: #6, 7(4%)
minecraft.crafted.coal_block: #6, 571(2%)
minecraft.dropped.leather_leggings: #6, 11(3%)
minecraft.dropped.tropical_fish: #6, 49(2%)
minecraft.mined.white_bed: #7, 122(5%)
minecraft.picked_up.jack_o_lantern: #6, 101(3%)
minecraft.dropped.green_bed: #6, 1(9%)
minecraft.picked_up.pumpkin_pie: #7, 737(5%)
minecraft.dropped.netherite_hoe: #6, 1(4%)
minecraft.used.stone_brick_wall: #7, 555(7%)
minecraft.crafted.leather_leggings: #6, 21(3%)
minecraft.crafted.soul_campfire: #6, 51(4%)
minecraft.mined.red_terracotta: #7, 2252(6%)
minecraft.crafted.tinted_glass: #6, 1458(3%)
minecraft.picked_up.friend_pottery_sherd: #6, 1(5%)
minecraft.used.end_crystal: #6, 4(5%)
minecraft.dropped.pufferfish: #6, 4(5%)
minecraft.used.salmon: #6, 2(5%)
minecraft.dropped.mangrove_sign: #6, 1(7%)
minecraft.picked_up.chiseled_quartz_block: #6, 9(4%)
minecraft.crafted.arrow: #6, 392(4%)
minecraft.crafted.polished_blackstone: #7, 2340(6%)
minecraft.crafted.jungle_slab: #6, 234(3%)
minecraft.picked_up.green_bed: #6, 26(2%)
minecraft.dropped.tripwire_hook: #6, 3(4%)
minecraft.picked_up.smooth_quartz: #7, 521(6%)
minecraft.used.jungle_sign: #6, 15(4%)
minecraft.picked_up.raw_gold: #7, 1798(5%)
minecraft.crafted.jungle_sign: #6, 12(4%)
minecraft.used.green_concrete: #6, 396(2%)
minecraft.crafted.quartz_bricks: #6, 64(4%)
minecraft.dropped.composter: #6, 3(3%)
minecraft.dropped.red_carpet: #6, 12(3%)
minecraft.picked_up.sponge: #6, 304(3%)
minecraft.picked_up.blackstone_wall: #6, 27(4%)
minecraft.killed.salmon: #7, 93(6%)
minecraft.picked_up.bucket: #7, 93(5%)
minecraft.mined.red_bed: #7, 95(6%)
minecraft.broken.shield: #6, 1(4%)
minecraft.picked_up.red_bed: #7, 99(6%)
minecraft.dropped.deepslate_bricks: #6, 74(2%)
minecraft.used.green_bed: #6, 23(2%)
minecraft.used.crying_obsidian: #6, 296(3%)
minecraft.used.music_disc_mall: #6, 2(5%)
minecraft.dropped.packed_ice: #6, 134(2%)
minecraft.crafted.leather_chestplate: #6, 21(2%)
minecraft.picked_up.red_terracotta: #7, 2200(5%)
minecraft.dropped.cobblestone_wall: #6, 26(2%)
minecraft.used.chicken: #6, 2(2%)
minecraft.crafted.polished_granite_slab: #6, 72(3%)
minecraft.used.gravel: #7, 1519(4%)
minecraft.dropped.black_stained_glass: #6, 30(3%)
minecraft.broken.stone_sword: #6, 1(4%)
minecraft.picked_up.mangrove_wood: #6, 19(3%)
minecraft.crafted.purple_dye: #7, 1808(6%)
minecraft.crafted.trapped_chest: #6, 1(4%)
minecraft.crafted.acacia_fence_gate: #6, 4(4%)
minecraft.crafted.gray_banner: #6, 8(3%)
minecraft.mined.spruce_door: #7, 15(6%)
minecraft.picked_up.mossy_stone_brick_slab: #6, 5(2%)
minecraft.dropped.bamboo_raft: #6, 1(4%)
minecraft.picked_up.warped_wart_block: #7, 3095(6%)
minecraft.dropped.egg: #7, 647(5%)
minecraft.mined.dirt_path: #7, 308(4%)
minecraft.crafted.polished_blackstone_brick_wall: #6, 6(3%)
minecraft.mined.brown_carpet: #6, 34(2%)
minecraft.used.apple: #7, 31(6%)
minecraft.crafted.iron_bars: #7, 1456(5%)
minecraft.dropped.acacia_button: #6, 1(4%)
minecraft.used.mushroom_stew: #6, 6(4%)
minecraft.mined.sticky_piston: #7, 193(5%)
minecraft.mined.pink_wool: #6, 36(2%)
minecraft.picked_up.brown_carpet: #6, 203(2%)
minecraft.picked_up.prismarine_shard: #6, 188(2%)
minecraft.picked_up.carrot_on_a_stick: #6, 1(2%)
minecraft.dropped.black_shulker_box: #6, 1(2%)
minecraft.dropped.birch_log: #7, 152(6%)
minecraft.picked_up.activator_rail: #6, 20(2%)
minecraft.picked_up.birch_sapling: #7, 1090(4%)
minecraft.custom.damage_blocked_by_shield: #7, 12708(5%)
minecraft.picked_up.magenta_dye: #6, 23(2%)
minecraft.used.spruce_log: #7, 1899(4%)
minecraft.dropped.crimson_roots: #6, 57(1%)
minecraft.dropped.mossy_stone_brick_slab: #6, 4(3%)
minecraft.crafted.wooden_pickaxe: #7, 3(5%)
minecraft.used.redstone_lamp: #7, 194(5%)
minecraft.mined.dark_prismarine: #7, 80(5%)
minecraft.mined.cyan_bed: #6, 11(2%)
minecraft.picked_up.turtle_egg: #6, 20(2%)
minecraft.used.tube_coral: #6, 3(2%)
minecraft.dropped.music_disc_far: #6, 1(4%)
minecraft.crafted.chainmail_chestplate: #6, 1(3%)
minecraft.mined.polished_blackstone_brick_wall: #6, 8(2%)
minecraft.dropped.deepslate: #7, 3528(4%)
minecraft.used.brown_carpet: #6, 145(1%)
minecraft.mined.turtle_egg: #6, 20(2%)
minecraft.picked_up.purple_shulker_box: #7, 85(6%)
minecraft.dropped.bowl: #7, 14(6%)
minecraft.dropped.warped_roots: #6, 61(1%)
minecraft.dropped.mangrove_trapdoor: #6, 1(2%)
minecraft.crafted.dark_oak_trapdoor: #7, 820(4%)
minecraft.used.brain_coral: #6, 3(1%)
minecraft.picked_up.blue_dye: #6, 18(1%)
minecraft.dropped.sculk: #6, 57(2%)
minecraft.used.rotten_flesh: #6, 23(1%)
minecraft.dropped.heavy_weighted_pressure_plate: #6, 3(2%)
minecraft.picked_up.jungle_button: #6, 1(3%)
minecraft.dropped.yellow_concrete: #6, 3(2%)
minecraft.used.redstone: #7, 3432(4%)
minecraft.mined.black_carpet: #6, 97(1%)
minecraft.used.purpur_slab: #6, 9(2%)
minecraft.picked_up.purple_concrete_powder: #6, 8(1%)
minecraft.killed.stray: #6, 1(2%)
minecraft.dropped.sculk_catalyst: #6, 3(1%)
minecraft.crafted.deepslate_bricks: #7, 1912(5%)
minecraft.dropped.oak_stairs: #6, 5(1%)
minecraft.picked_up.pink_bed: #6, 6(1%)
minecraft.dropped.acacia_sapling: #7, 30(7%)
minecraft.mined.sunflower: #7, 22(4%)
minecraft.picked_up.oxeye_daisy: #6, 49(0%)
minecraft.picked_up.cod: #7, 185(5%)
minecraft.dropped.acacia_wood: #6, 2(1%)
minecraft.dropped.orange_dye: #6, 2(1%)
minecraft.mined.frosted_ice: #6, 1(1%)
minecraft.used.black_concrete: #7, 5094(4%)
minecraft.dropped.cornflower: #6, 33(1%)
minecraft.mined.pink_bed: #6, 6(1%)
minecraft.used.red_bed: #7, 84(5%)
minecraft.crafted.activator_rail: #6, 18(1%)
minecraft.mined.azalea_leaves: #7, 3265(4%)
minecraft.used.polished_blackstone_brick_wall: #6, 37(1%)
minecraft.picked_up.orange_concrete_powder: #6, 50(1%)
minecraft.picked_up.bowl: #7, 21(6%)
minecraft.used.horn_coral: #6, 2(1%)
minecraft.killed.frog: #6, 1(1%)
minecraft.crafted.chiseled_nether_bricks: #6, 1(1%)
minecraft.dropped.purple_stained_glass_pane: #6, 1(1%)
minecraft.mined.warped_fungus: #7, 76(4%)
minecraft.used.jack_o_lantern: #6, 43(0%)
minecraft.dropped.map: #6, 2(0%)
minecraft.crafted.gray_concrete: #6, 8(1%)
minecraft.mined.polished_deepslate: #7, 394(4%)
minecraft.used.deepslate_tile_stairs: #7, 581(5%)
minecraft.used.gilded_blackstone: #6, 3(1%)
minecraft.picked_up.smithing_table: #7, 39(5%)
minecraft.dropped.smithing_table: #6, 1(0%)
minecraft.dropped.blue_ice: #6, 2(0%)
minecraft.mined.orange_concrete_powder: #6, 3(0%)
minecraft.used.honey_bottle: #7, 42(5%)
minecraft.killed.turtle: #6, 2(0%)
minecraft.dropped.stripped_jungle_log: #6, 1(0%)
minecraft.dropped.dragon_egg: #6, 2(0%)
minecraft.dropped.brown_glazed_terracotta: #6, 1(0%)
minecraft.used.smooth_red_sandstone_slab: #6, 3(0%)
minecraft.crafted.birch_trapdoor: #7, 134(4%)
minecraft.mined.purpur_slab: #7, 19(5%)
minecraft.mined.oak_wall_sign: #7, 33(3%)
minecraft.used.diamond_ore: #7, 10(7%)
minecraft.picked_up.coarse_dirt: #7, 692(3%)
minecraft.picked_up.warped_button: #7, 34(4%)
minecraft.picked_up.tripwire_hook: #7, 18(4%)
minecraft.picked_up.stone_pressure_plate: #7, 26(4%)
minecraft.dropped.coal_block: #7, 25(7%)
minecraft.used.carrot: #7, 950(3%)
minecraft.used.tinted_glass: #7, 2164(4%)
minecraft.mined.iron_ore: #8, 3307(6%)
minecraft.picked_up.crimson_planks: #7, 155(3%)
minecraft.mined.mangrove_stairs: #7, 13(6%)
minecraft.mined.redstone_wall_torch: #7, 52(3%)
minecraft.used.brush: #7, 164(6%)
minecraft.dropped.iron_ingot: #7, 555(3%)
minecraft.crafted.smooth_stone: #7, 441(3%)
minecraft.dropped.scaffolding: #7, 480(4%)
minecraft.picked_up.comparator: #7, 153(3%)
minecraft.picked_up.mangrove_sign: #7, 8(4%)
minecraft.used.spruce_wood: #7, 695(4%)
minecraft.crafted.oak_pressure_plate: #7, 6(5%)
minecraft.crafted.deepslate_tiles: #7, 712(3%)
minecraft.picked_up.redstone_block: #7, 612(3%)
minecraft.custom.talked_to_villager: #8, 4832(6%)
minecraft.picked_up.emerald_block: #7, 1090(3%)
minecraft.used.item_frame: #8, 644(6%)
minecraft.dropped.iron_door: #7, 5(5%)
minecraft.used.leather_leggings: #7, 2(5%)
minecraft.mined.dark_oak_sign: #7, 3(4%)
minecraft.used.coal_ore: #8, 1539(6%)
minecraft.mined.comparator: #7, 65(3%)
minecraft.picked_up.wooden_hoe: #7, 4(5%)
minecraft.used.diamond_shovel: #8, 199176(5%)
minecraft.mined.blue_bed: #7, 17(3%)
minecraft.picked_up.blue_bed: #7, 17(3%)
minecraft.picked_up.shulker_box: #8, 3859(5%)
minecraft.used.mossy_cobblestone_slab: #7, 101(3%)
minecraft.dropped.polished_deepslate: #7, 81(4%)
minecraft.mined.seagrass: #7, 159(3%)
minecraft.picked_up.redstone_lamp: #8, 107(7%)
minecraft.used.warped_button: #7, 25(3%)
minecraft.picked_up.light_gray_dye: #7, 80(4%)
minecraft.picked_up.wooden_sword: #7, 26(2%)
minecraft.picked_up.sculk_catalyst: #7, 38(4%)
minecraft.dropped.item_frame: #7, 11(3%)
minecraft.picked_up.lead: #8, 195(5%)
minecraft.mined.acacia_wood: #7, 15(3%)
minecraft.used.diamond_chestplate: #7, 5(4%)
minecraft.picked_up.golden_sword: #7, 37(3%)
minecraft.used.mangrove_stairs: #7, 73(4%)
minecraft.dropped.powered_rail: #7, 38(3%)
minecraft.picked_up.item_frame: #8, 318(5%)
minecraft.broken.fishing_rod: #7, 2(5%)
minecraft.mined.cyan_concrete: #7, 491(3%)
minecraft.picked_up.fire_coral: #7, 16(4%)
minecraft.crafted.white_bed: #7, 20(2%)
minecraft.picked_up.red_shulker_box: #8, 551(4%)
minecraft.mined.spruce_fence_gate: #7, 25(3%)
minecraft.picked_up.charcoal: #7, 183(3%)
minecraft.mined.crimson_stairs: #7, 14(4%)
minecraft.picked_up.spruce_log: #8, 12379(5%)
minecraft.picked_up.wet_sponge: #7, 532(3%)
minecraft.picked_up.iron_ore: #8, 1310(5%)
minecraft.crafted.end_crystal: #7, 5(5%)
minecraft.mined.red_shulker_box: #8, 535(4%)
minecraft.crafted.detector_rail: #7, 36(4%)
minecraft.picked_up.blackstone_slab: #7, 24(3%)
minecraft.used.red_tulip: #7, 3(5%)
