stat, rank, value, (percentage) 
minecraft.picked_up.red_dye: #13, 48(1%)
minecraft.dropped.oak_door: #13, 1(2%)
minecraft.crafted.minecart: #13, 72(1%)
minecraft.picked_up.crimson_trapdoor: #13, 9(2%)
minecraft.dropped.player_head: #13, 107(1%)
minecraft.crafted.magenta_shulker_box: #13, 1(1%)
minecraft.crafted.scaffolding: #13, 952(1%)
minecraft.used.observer: #13, 242(1%)
minecraft.picked_up.mangrove_slab: #13, 19(1%)
minecraft.dropped.netherite_axe: #13, 1(1%)
minecraft.mined.snow_block: #13, 727(1%)
minecraft.mined.acacia_trapdoor: #13, 17(1%)
minecraft.picked_up.stone_brick_wall: #13, 16(1%)
minecraft.crafted.lime_terracotta: #13, 528(1%)
minecraft.crafted.fermented_spider_eye: #13, 17(1%)
minecraft.mined.yellow_wool: #13, 31(1%)
minecraft.crafted.cauldron: #13, 39(1%)
minecraft.used.green_wool: #13, 64(1%)
minecraft.mined.cocoa: #13, 48(1%)
minecraft.used.leather_boots: #13, 1(1%)
minecraft.picked_up.orange_wool: #13, 32(1%)
minecraft.mined.spruce_pressure_plate: #13, 1(1%)
minecraft.dropped.moss_carpet: #13, 103(1%)
minecraft.dropped.item_frame: #13, 3(1%)
minecraft.used.oak_sapling: #13, 211(1%)
minecraft.used.brown_concrete_powder: #13, 29(1%)
minecraft.picked_up.birch_stairs: #13, 6(1%)
minecraft.crafted.target: #13, 21(1%)
minecraft.picked_up.red_shulker_box: #14, 400(3%)
minecraft.crafted.loom: #13, 13(1%)
minecraft.used.birch_slab: #13, 30(1%)
minecraft.mined.allium: #13, 4(1%)
minecraft.crafted.stone_pressure_plate: #13, 20(1%)
minecraft.used.warped_slab: #13, 72(1%)
minecraft.dropped.spruce_fence: #13, 4(1%)
minecraft.used.dark_oak_wood: #13, 40(1%)
minecraft.picked_up.mangrove_fence: #13, 2(1%)
minecraft.used.oxidized_cut_copper_stairs: #13, 32(1%)
minecraft.mined.birch_slab: #13, 4(1%)
minecraft.mined.red_shulker_box: #14, 396(3%)
minecraft.crafted.mangrove_fence: #13, 12(1%)
minecraft.used.dark_prismarine: #13, 72(1%)
minecraft.mined.bell: #13, 2(1%)
minecraft.mined.mangrove_wall_sign: #13, 1(1%)
minecraft.mined.deepslate_tile_wall: #13, 5(0%)
minecraft.picked_up.quartz_bricks: #13, 3(0%)
minecraft.used.cocoa_beans: #13, 47(0%)
minecraft.used.gray_carpet: #13, 207(0%)
minecraft.dropped.white_bed: #13, 1(1%)
minecraft.picked_up.quartz_pillar: #13, 13(0%)
minecraft.mined.warped_stairs: #13, 5(1%)
minecraft.mined.birch_fence_gate: #13, 1(1%)
minecraft.used.allium: #13, 1(1%)
minecraft.dropped.splash_potion: #13, 3(1%)
minecraft.picked_up.crimson_nylium: #13, 96(0%)
minecraft.crafted.quartz_pillar: #13, 96(0%)
minecraft.used.quartz_stairs: #13, 15(0%)
minecraft.mined.orange_tulip: #13, 1(1%)
minecraft.used.black_stained_glass_pane: #13, 19(0%)
minecraft.picked_up.mangrove_propagule: #13, 34(0%)
minecraft.dropped.crimson_fungus: #13, 1(0%)
minecraft.used.soul_torch: #13, 4(0%)
minecraft.crafted.white_terracotta: #13, 40(0%)
minecraft.crafted.black_stained_glass_pane: #13, 24(0%)
minecraft.mined.tube_coral: #13, 2(0%)
minecraft.mined.smooth_sandstone: #13, 22(0%)
minecraft.dropped.stone_button: #13, 15(0%)
minecraft.dropped.copper_ingot: #13, 3(0%)
minecraft.dropped.cobblestone_stairs: #13, 2(0%)
minecraft.mined.melon: #13, 14(0%)
minecraft.dropped.dripstone_block: #13, 7(0%)
minecraft.mined.decorated_pot: #13, 1(0%)
minecraft.mined.brick_slab: #13, 4(0%)
minecraft.picked_up.lime_stained_glass: #13, 14(0%)
minecraft.crafted.light_blue_stained_glass: #13, 24(0%)
minecraft.used.spruce_slab: #14, 1689(4%)
minecraft.picked_up.oak_wood: #13, 3(0%)
minecraft.used.light_blue_stained_glass: #13, 14(0%)
minecraft.used.smooth_sandstone: #13, 183(0%)
minecraft.picked_up.raw_copper_block: #13, 5(0%)
minecraft.picked_up.birch_fence_gate: #13, 1(0%)
minecraft.mined.pink_stained_glass: #13, 1(0%)
minecraft.used.soul_soil: #13, 19(0%)
minecraft.mined.orange_bed: #13, 1(0%)
minecraft.mined.cyan_stained_glass: #13, 1(0%)
minecraft.used.polished_blackstone_stairs: #13, 8(0%)
minecraft.picked_up.black_concrete_powder: #13, 47(0%)
minecraft.used.pink_wool: #13, 12(0%)
minecraft.crafted.warped_hyphae: #13, 9(0%)
minecraft.used.red_shulker_box: #14, 390(3%)
minecraft.used.warped_hyphae: #13, 9(0%)
minecraft.dropped.azalea_leaves: #13, 3(0%)
minecraft.used.yellow_carpet: #13, 14(0%)
minecraft.crafted.green_stained_glass: #13, 8(0%)
minecraft.mined.hanging_roots: #13, 2(0%)
minecraft.used.gray_terracotta: #13, 9(0%)
minecraft.picked_up.wither_rose: #13, 1(0%)
minecraft.mined.black_terracotta: #13, 1(0%)
minecraft.used.black_carpet: #13, 13(0%)
minecraft.used.dirt: #14, 18962(3%)
minecraft.mined.tall_grass: #14, 447(3%)
minecraft.crafted.spruce_slab: #14, 1938(3%)
minecraft.used.player_head: #14, 76(2%)
minecraft.picked_up.sweet_berries: #14, 749(2%)
minecraft.mined.cornflower: #14, 16(3%)
minecraft.picked_up.andesite: #14, 6268(2%)
minecraft.mined.dark_oak_log: #14, 4067(2%)
minecraft.crafted.spruce_sign: #14, 60(2%)
minecraft.mined.granite: #14, 6070(2%)
minecraft.mined.iron_block: #14, 680(2%)
minecraft.picked_up.redstone_ore: #14, 20(3%)
minecraft.mined.andesite: #14, 5925(2%)
minecraft.mined.azalea_leaves: #14, 1769(2%)
minecraft.mined.flowering_azalea_leaves: #14, 606(2%)
minecraft.picked_up.snow: #14, 1047(2%)
minecraft.used.brewing_stand: #14, 11(2%)
minecraft.used.iron_leggings: #14, 2(2%)
minecraft.picked_up.cobbled_deepslate: #14, 15403(2%)
minecraft.mined.vine: #14, 234(2%)
minecraft.used.sweet_berries: #14, 331(2%)
minecraft.picked_up.potion: #14, 58(2%)
minecraft.used.oak_slab: #14, 179(2%)
minecraft.picked_up.red_terracotta: #14, 769(2%)
minecraft.used.iron_helmet: #14, 2(2%)
minecraft.used.spruce_planks: #14, 1037(1%)
minecraft.used.iron_ore: #14, 191(2%)
minecraft.picked_up.splash_potion: #14, 13(2%)
minecraft.picked_up.spruce_leaves: #14, 1168(2%)
minecraft.custom.damage_absorbed: #14, 399(2%)
minecraft.used.redstone_torch: #14, 216(1%)
minecraft.crafted.dark_oak_stairs: #14, 188(1%)
minecraft.mined.spruce_leaves: #14, 1468(1%)
minecraft.dropped.iron_ingot: #14, 262(1%)
minecraft.mined.emerald_ore: #14, 13(1%)
minecraft.picked_up.red_wool: #14, 187(2%)
minecraft.picked_up.redstone_block: #14, 284(1%)
minecraft.crafted.flint_and_steel: #14, 7(1%)
minecraft.used.oak_planks: #14, 254(1%)
minecraft.used.polished_deepslate_slab: #14, 576(1%)
minecraft.picked_up.cookie: #14, 20(1%)
minecraft.picked_up.warped_nylium: #14, 97(1%)
minecraft.mined.player_wall_head: #14, 8(1%)
minecraft.crafted.gray_shulker_box: #14, 3(1%)
minecraft.picked_up.stone_hoe: #14, 1(2%)
minecraft.killed_by.warden: #14, 3(1%)
minecraft.dropped.iron_block: #14, 101(1%)
minecraft.picked_up.snow_block: #14, 850(1%)
minecraft.used.mangrove_planks: #14, 48(1%)
minecraft.used.dark_oak_slab: #14, 345(1%)
minecraft.mined.oak_wall_sign: #14, 9(1%)
minecraft.crafted.white_wool: #14, 701(1%)
minecraft.custom.play_noteblock: #14, 50(1%)
minecraft.mined.large_fern: #14, 39(1%)
minecraft.crafted.blaze_powder: #14, 82(1%)
minecraft.picked_up.sunflower: #14, 188(1%)
minecraft.used.glass_bottle: #14, 95(1%)
minecraft.dropped.tuff: #14, 211(1%)
minecraft.picked_up.mangrove_log: #14, 214(1%)
minecraft.picked_up.comparator: #14, 41(1%)
minecraft.used.mangrove_slab: #14, 36(1%)
minecraft.crafted.copper_block: #14, 613(1%)
minecraft.killed.skeleton: #14, 612(1%)
minecraft.picked_up.dandelion: #14, 235(1%)
minecraft.picked_up.glow_lichen: #14, 328(1%)
minecraft.picked_up.chorus_fruit: #14, 66(1%)
minecraft.used.peony: #14, 3(1%)
minecraft.used.sticky_piston: #14, 111(1%)
minecraft.used.nether_quartz_ore: #14, 113(1%)
minecraft.crafted.yellow_dye: #14, 332(1%)
minecraft.picked_up.polished_blackstone_slab: #14, 35(1%)
minecraft.picked_up.prismarine: #14, 82(1%)
minecraft.crafted.green_shulker_box: #14, 2(1%)
minecraft.custom.interact_with_crafting_table: #15, 2591(3%)
minecraft.picked_up.acacia_trapdoor: #14, 17(1%)
minecraft.mined.warped_trapdoor: #14, 8(1%)
minecraft.crafted.polished_andesite_slab: #14, 50(1%)
minecraft.dropped.sandstone: #14, 60(1%)
minecraft.crafted.yellow_terracotta: #14, 104(1%)
minecraft.crafted.polished_granite: #14, 136(1%)
minecraft.custom.fill_cauldron: #14, 6(1%)
minecraft.picked_up.cocoa_beans: #14, 158(0%)
minecraft.used.birch_stairs: #14, 14(1%)
minecraft.picked_up.warped_fence: #14, 5(1%)
minecraft.crafted.gray_terracotta: #14, 144(1%)
minecraft.crafted.dark_oak_wood: #14, 45(1%)
minecraft.crafted.green_terracotta: #14, 288(1%)
minecraft.picked_up.music_disc_blocks: #14, 1(1%)
minecraft.mined.cartography_table: #14, 1(1%)
minecraft.dropped.netherrack: #14, 2207(0%)
minecraft.crafted.warped_slab: #14, 78(1%)
minecraft.picked_up.dark_oak_leaves: #14, 81(0%)
minecraft.dropped.end_rod: #14, 4(1%)
minecraft.picked_up.smooth_sandstone: #14, 58(0%)
minecraft.killed.husk: #14, 1(1%)
minecraft.picked_up.spectral_arrow: #14, 66(0%)
minecraft.picked_up.mossy_stone_brick_slab: #14, 1(0%)
minecraft.picked_up.rabbit: #14, 1(0%)
minecraft.used.mud_brick_slab: #14, 19(0%)
minecraft.used.emerald_ore: #14, 1(0%)
minecraft.picked_up.polished_blackstone_button: #14, 5(0%)
minecraft.crafted.green_concrete_powder: #14, 144(0%)
minecraft.dropped.cobbled_deepslate_slab: #14, 3(0%)
minecraft.dropped.hopper: #14, 3(0%)
minecraft.mined.light_gray_stained_glass_pane: #14, 1(0%)
minecraft.used.deepslate_brick_wall: #14, 21(0%)
minecraft.dropped.sugar_cane: #14, 18(0%)
minecraft.used.hanging_roots: #14, 2(0%)
minecraft.used.orange_stained_glass: #14, 32(0%)
minecraft.picked_up.wither_skeleton_skull: #14, 5(0%)
minecraft.crafted.white_carpet: #14, 33(0%)
minecraft.picked_up.birch_button: #14, 1(0%)
minecraft.used.powder_snow_bucket: #14, 12(0%)
minecraft.crafted.orange_stained_glass: #14, 40(0%)
minecraft.dropped.dark_oak_fence: #14, 2(0%)
minecraft.crafted.player_head: #14, 16(0%)
minecraft.picked_up.light_blue_concrete_powder: #14, 1(0%)
minecraft.picked_up.polished_blackstone_stairs: #14, 4(0%)
minecraft.dropped.stone_brick_stairs: #14, 1(0%)
minecraft.used.light_gray_stained_glass: #14, 43(0%)
minecraft.used.chiseled_polished_blackstone: #14, 4(0%)
minecraft.picked_up.sculk_catalyst: #14, 1(0%)
minecraft.crafted.daylight_detector: #14, 1(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #14, 2(0%)
minecraft.crafted.pink_stained_glass: #14, 8(0%)
minecraft.picked_up.pink_stained_glass: #14, 1(0%)
minecraft.used.heavy_weighted_pressure_plate: #14, 3(0%)
minecraft.crafted.dripstone_block: #14, 4(0%)
minecraft.dropped.cod: #14, 2(0%)
minecraft.dropped.quartz_block: #14, 2(0%)
minecraft.crafted.pumpkin_pie: #14, 1(0%)
minecraft.crafted.air: #14, 0(0%)
minecraft.custom.inspect_hopper: #15, 1330(3%)
minecraft.crafted.spruce_planks: #15, 13992(2%)
minecraft.used.diamond_axe: #15, 27862(2%)
minecraft.picked_up.spruce_slab: #15, 349(3%)
minecraft.picked_up.diamond_boots: #15, 19(2%)
minecraft.mined.stone: #15, 103956(2%)
minecraft.mined.copper_ore: #15, 1353(2%)
minecraft.used.iron_sword: #15, 284(2%)
minecraft.used.glow_ink_sac: #15, 82(2%)
minecraft.dropped.diamond_shovel: #15, 4(2%)
minecraft.picked_up.diamond_shovel: #15, 18(2%)
minecraft.picked_up.wheat: #15, 992(2%)
minecraft.picked_up.tuff: #15, 3135(2%)
minecraft.used.diamond_shovel: #15, 69252(2%)
minecraft.custom.jump: #16, 271045(3%)
minecraft.dropped.diamond_leggings: #15, 4(2%)
minecraft.used.iron_block: #15, 1031(2%)
minecraft.used.gravel: #15, 552(2%)
minecraft.picked_up.leather_leggings: #15, 9(2%)
minecraft.mined.amethyst_block: #15, 398(2%)
minecraft.picked_up.glow_ink_sac: #15, 212(2%)
minecraft.mined.basalt: #15, 4873(2%)
minecraft.mined.budding_amethyst: #15, 7(2%)
minecraft.used.splash_potion: #15, 16(1%)
minecraft.crafted.diamond: #15, 477(1%)
minecraft.picked_up.iron_door: #15, 7(1%)
minecraft.dropped.carved_pumpkin: #15, 25(1%)
minecraft.picked_up.repeater: #15, 104(1%)
minecraft.used.hopper: #15, 431(1%)
minecraft.mined.bamboo: #15, 303(1%)
minecraft.mined.red_wool: #15, 60(1%)
minecraft.mined.spruce_wall_sign: #15, 7(1%)
minecraft.picked_up.spruce_boat: #15, 10(1%)
minecraft.used.moss_carpet: #15, 220(1%)
minecraft.picked_up.golden_leggings: #15, 4(1%)
minecraft.picked_up.salmon: #15, 27(1%)
minecraft.dropped.writable_book: #15, 2(2%)
minecraft.crafted.white_shulker_box: #15, 4(1%)
minecraft.mined.sugar_cane: #15, 755(1%)
minecraft.crafted.polished_andesite: #15, 592(1%)
minecraft.dropped.granite: #15, 270(1%)
minecraft.picked_up.wooden_sword: #15, 11(1%)
minecraft.custom.play_record: #15, 12(1%)
minecraft.mined.redstone_wall_torch: #15, 16(1%)
minecraft.mined.tripwire: #15, 24(1%)
minecraft.mined.farmland: #15, 10(1%)
minecraft.mined.tripwire_hook: #15, 2(1%)
minecraft.mined.iron_door: #15, 6(1%)
minecraft.picked_up.stone_button: #15, 45(1%)
minecraft.used.glow_lichen: #15, 370(1%)
minecraft.crafted.lime_shulker_box: #15, 2(1%)
minecraft.crafted.birch_slab: #15, 78(1%)
minecraft.crafted.blue_shulker_box: #15, 1(1%)
minecraft.used.comparator: #15, 90(1%)
minecraft.crafted.warped_planks: #15, 942(1%)
minecraft.picked_up.leather_chestplate: #15, 5(1%)
minecraft.mined.dark_oak_wall_sign: #15, 4(1%)
minecraft.dropped.diamond_block: #15, 19(1%)
minecraft.used.oak_pressure_plate: #15, 1(1%)
minecraft.crafted.tripwire_hook: #15, 18(1%)
minecraft.mined.stone_brick_slab: #15, 30(1%)
minecraft.mined.dragon_wall_head: #15, 1(1%)
minecraft.picked_up.spruce_button: #15, 4(1%)
minecraft.dropped.brown_mushroom: #15, 10(1%)
minecraft.dropped.rail: #15, 41(1%)
minecraft.mined.andesite_slab: #15, 5(1%)
minecraft.dropped.golden_helmet: #15, 4(1%)
minecraft.crafted.iron_block: #15, 830(1%)
minecraft.dropped.iron_ore: #15, 20(1%)
minecraft.crafted.wooden_axe: #15, 1(1%)
minecraft.killed.snow_golem: #15, 1(1%)
minecraft.crafted.birch_stairs: #15, 20(1%)
minecraft.dropped.bone_meal: #15, 147(1%)
minecraft.used.diamond_helmet: #15, 1(1%)
minecraft.dropped.raw_iron: #15, 12(1%)
minecraft.picked_up.target: #15, 5(1%)
minecraft.dropped.totem_of_undying: #15, 6(1%)
minecraft.crafted.observer: #15, 119(0%)
minecraft.picked_up.lily_pad: #15, 4(1%)
minecraft.mined.crying_obsidian: #15, 4(1%)
minecraft.crafted.stone_sword: #15, 2(0%)
minecraft.crafted.smooth_sandstone: #15, 53(1%)
minecraft.killed.bee: #15, 1(1%)
minecraft.used.nether_wart_block: #15, 22(0%)
minecraft.crafted.pink_shulker_box: #15, 1(1%)
minecraft.mined.target: #15, 3(1%)
minecraft.dropped.spruce_sapling: #15, 15(0%)
minecraft.mined.weeping_vines: #15, 6(0%)
minecraft.picked_up.enchanted_book: #15, 6(0%)
minecraft.used.pearlescent_froglight: #15, 19(0%)
minecraft.crafted.cooked_porkchop: #15, 4(0%)
minecraft.mined.crimson_fungus: #15, 6(0%)
minecraft.dropped.ladder: #15, 5(0%)
minecraft.mined.cobblestone_slab: #15, 23(0%)
minecraft.mined.soul_lantern: #15, 2(0%)
minecraft.used.yellow_dye: #15, 1(0%)
minecraft.used.string: #15, 78(0%)
minecraft.used.chiseled_stone_bricks: #15, 22(0%)
minecraft.used.green_concrete_powder: #15, 133(0%)
minecraft.crafted.polished_diorite: #15, 66(0%)
minecraft.crafted.mangrove_button: #15, 1(0%)
minecraft.crafted.red_wool: #15, 23(0%)
minecraft.picked_up.netherite_shovel: #15, 1(0%)
minecraft.crafted.granite_slab: #15, 8(0%)
minecraft.crafted.iron_hoe: #15, 1(0%)
minecraft.used.lime_wool: #15, 16(0%)
minecraft.crafted.green_carpet: #15, 21(0%)
minecraft.dropped.dark_oak_trapdoor: #15, 3(0%)
minecraft.dropped.crimson_roots: #15, 10(0%)
minecraft.mined.piston_head: #15, 1(0%)
minecraft.crafted.red_terracotta: #15, 112(0%)
minecraft.dropped.crimson_nylium: #15, 2(0%)
minecraft.dropped.warped_wart_block: #15, 18(0%)
minecraft.used.orange_bed: #15, 1(0%)
minecraft.used.spruce_wood: #15, 29(0%)
minecraft.mined.packed_mud: #15, 3(0%)
minecraft.picked_up.tube_coral: #15, 1(0%)
minecraft.used.cyan_concrete: #15, 23(0%)
minecraft.mined.black_stained_glass: #15, 7(0%)
minecraft.mined.brown_carpet: #15, 3(0%)
minecraft.used.black_terracotta: #15, 27(0%)
minecraft.crafted.blue_stained_glass: #15, 8(0%)
minecraft.used.cobweb: #15, 2(0%)
minecraft.picked_up.white_concrete_powder: #15, 33(0%)
minecraft.used.dried_kelp: #15, 1(0%)
minecraft.used.daylight_detector: #15, 1(0%)
minecraft.dropped.cobblestone_slab: #15, 2(0%)
minecraft.dropped.nether_wart_block: #15, 6(0%)
minecraft.mined.sculk_sensor: #15, 4(0%)
minecraft.crafted.yellow_carpet: #15, 12(0%)
minecraft.used.white_carpet: #15, 31(0%)
minecraft.picked_up.hanging_roots: #15, 2(0%)
minecraft.crafted.snow: #15, 24(0%)
minecraft.used.red_sand: #15, 1(0%)
minecraft.picked_up.honey_bottle: #15, 1(0%)
minecraft.picked_up.light_blue_stained_glass_pane: #15, 1(0%)
minecraft.used.crimson_fence: #15, 1(0%)
minecraft.dropped.soul_soil: #15, 1(0%)
minecraft.used.blackstone_slab: #15, 1(0%)
minecraft.dropped.ice: #15, 1(0%)
minecraft.used.small_amethyst_bud: #15, 1(0%)
minecraft.used.crimson_fungus: #15, 1(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #15, 1(0%)
minecraft.used.iron_hoe: #15, 4(0%)
minecraft.custom.open_shulker_box: #16, 23045(2%)
minecraft.used.cyan_shulker_box: #16, 237(3%)
minecraft.mined.cobblestone: #16, 967(2%)
minecraft.crafted.dark_oak_planks: #16, 6888(2%)
minecraft.crafted.lectern: #16, 29(2%)
minecraft.picked_up.diamond_axe: #16, 16(2%)
minecraft.picked_up.lapis_lazuli: #16, 1527(2%)
minecraft.dropped.diamond_pickaxe: #16, 6(1%)
minecraft.mined.tuff: #16, 2857(2%)
minecraft.picked_up.calcite: #16, 880(2%)
minecraft.picked_up.wheat_seeds: #16, 4168(1%)
minecraft.crafted.stone_axe: #16, 3(2%)
minecraft.custom.interact_with_beacon: #16, 18(2%)
minecraft.mined.shroomlight: #16, 81(2%)
minecraft.mined.calcite: #16, 650(1%)
minecraft.picked_up.shroomlight: #16, 81(1%)
minecraft.crafted.birch_planks: #16, 3176(1%)
minecraft.picked_up.birch_sign: #16, 40(1%)
minecraft.picked_up.deepslate_redstone_ore: #16, 180(1%)
minecraft.picked_up.chain: #16, 53(1%)
minecraft.picked_up.netherite_boots: #16, 6(1%)
minecraft.picked_up.polished_deepslate_slab: #16, 75(1%)
minecraft.picked_up.deepslate_lapis_ore: #16, 30(1%)
minecraft.used.copper_block: #16, 508(1%)
minecraft.mined.cave_vines: #16, 24(1%)
minecraft.dropped.redstone: #16, 156(1%)
minecraft.picked_up.golden_helmet: #16, 5(1%)
minecraft.mined.polished_andesite_stairs: #16, 21(1%)
minecraft.picked_up.flint_and_steel: #16, 12(1%)
minecraft.picked_up.tripwire_hook: #16, 5(1%)
minecraft.picked_up.cobblestone_stairs: #16, 22(1%)
minecraft.picked_up.sugar_cane: #16, 1639(1%)
minecraft.picked_up.white_dye: #16, 43(1%)
minecraft.crafted.iron_door: #16, 6(1%)
minecraft.picked_up.emerald_ore: #16, 8(1%)
minecraft.mined.spore_blossom: #16, 4(1%)
minecraft.mined.smooth_stone_slab: #16, 25(1%)
minecraft.picked_up.polished_andesite_stairs: #16, 21(1%)
minecraft.dropped.spruce_log: #16, 71(1%)
minecraft.used.milk_bucket: #16, 2(1%)
minecraft.dropped.oak_log: #16, 100(1%)
minecraft.mined.deepslate_bricks: #16, 101(1%)
minecraft.picked_up.music_disc_13: #16, 4(1%)
minecraft.crafted.iron_nugget: #16, 1863(0%)
minecraft.mined.comparator: #16, 14(1%)
minecraft.used.slime_block: #16, 148(1%)
minecraft.crafted.shears: #16, 54(0%)
minecraft.dropped.flint_and_steel: #16, 1(1%)
minecraft.crafted.mangrove_trapdoor: #16, 20(1%)
minecraft.crafted.fishing_rod: #16, 1(1%)
minecraft.picked_up.wooden_axe: #16, 1(1%)
minecraft.used.andesite_slab: #16, 54(1%)
minecraft.picked_up.mangrove_sign: #16, 1(1%)
minecraft.crafted.gray_carpet: #16, 117(0%)
minecraft.picked_up.bell: #16, 2(0%)
minecraft.used.sea_pickle: #16, 11(0%)
minecraft.crafted.light_gray_shulker_box: #16, 1(0%)
minecraft.used.yellow_terracotta: #16, 69(0%)
minecraft.picked_up.coal_block: #16, 22(0%)
minecraft.picked_up.snowball: #16, 1457(0%)
minecraft.used.polished_blackstone_button: #16, 11(0%)
minecraft.crafted.black_terracotta: #16, 88(0%)
minecraft.mined.crimson_roots: #16, 28(0%)
minecraft.picked_up.birch_trapdoor: #16, 4(0%)
minecraft.picked_up.warped_stairs: #16, 5(0%)
minecraft.picked_up.cartography_table: #16, 1(0%)
minecraft.mined.deepslate_brick_stairs: #16, 11(0%)
minecraft.picked_up.cactus: #16, 341(0%)
minecraft.dropped.phantom_membrane: #16, 1(0%)
minecraft.mined.ancient_debris: #16, 23(0%)
minecraft.picked_up.lime_wool: #16, 13(0%)
minecraft.picked_up.netherite_axe: #16, 1(0%)
minecraft.dropped.enchanted_book: #16, 4(0%)
minecraft.crafted.mossy_cobblestone_slab: #16, 6(0%)
minecraft.picked_up.nautilus_shell: #16, 1(0%)
minecraft.picked_up.ice: #16, 414(0%)
minecraft.picked_up.ancient_debris: #16, 23(0%)
minecraft.custom.interact_with_cartography_table: #16, 2(0%)
minecraft.used.sandstone: #16, 90(0%)
minecraft.mined.lime_terracotta: #16, 19(0%)
minecraft.crafted.deepslate_tile_slab: #16, 10(0%)
minecraft.mined.prismarine: #16, 18(0%)
minecraft.used.sculk_sensor: #16, 1(0%)
minecraft.picked_up.acacia_wood: #16, 2(0%)
minecraft.dropped.pointed_dripstone: #16, 4(0%)
minecraft.used.tinted_glass: #16, 93(0%)
minecraft.picked_up.cyan_concrete: #16, 23(0%)
minecraft.picked_up.detector_rail: #16, 1(0%)
minecraft.picked_up.birch_slab: #16, 4(0%)
minecraft.crafted.spruce_wood: #16, 33(0%)
minecraft.picked_up.black_wool: #16, 33(0%)
minecraft.crafted.polished_deepslate_slab: #16, 30(0%)
minecraft.used.dark_prismarine_slab: #16, 11(0%)
minecraft.used.cyan_wool: #16, 17(0%)
minecraft.mined.polished_blackstone_stairs: #16, 2(0%)
minecraft.mined.cyan_concrete: #16, 23(0%)
minecraft.mined.oxidized_cut_copper_slab: #16, 2(0%)
minecraft.dropped.emerald: #16, 118(0%)
minecraft.used.tnt: #16, 79(0%)
minecraft.mined.green_concrete_powder: #16, 3(0%)
minecraft.used.polished_blackstone: #16, 28(0%)
minecraft.picked_up.oxidized_cut_copper_slab: #16, 2(0%)
minecraft.picked_up.pink_terracotta: #16, 2(0%)
minecraft.picked_up.black_stained_glass_pane: #16, 1(0%)
minecraft.dropped.poppy: #16, 54(0%)
minecraft.crafted.yellow_stained_glass: #16, 16(0%)
minecraft.crafted.tnt: #16, 77(0%)
minecraft.mined.ochre_froglight: #16, 1(0%)
minecraft.crafted.white_banner: #16, 1(0%)
minecraft.used.cherry_sapling: #16, 1(0%)
minecraft.picked_up.soul_torch: #16, 1(0%)
minecraft.dropped.pumpkin_seeds: #16, 12(0%)
minecraft.picked_up.cyan_stained_glass: #16, 1(0%)
minecraft.crafted.lime_concrete_powder: #16, 8(0%)
minecraft.crafted.magenta_terracotta: #16, 8(0%)
minecraft.mined.sculk: #16, 25(0%)
minecraft.dropped.gray_wool: #16, 1(0%)
minecraft.crafted.mangrove_wood: #16, 3(0%)
minecraft.picked_up.orange_tulip: #16, 1(0%)
minecraft.picked_up.brown_carpet: #16, 4(0%)
minecraft.used.pumpkin_seeds: #16, 1(0%)
minecraft.used.jungle_leaves: #16, 1(0%)
minecraft.used.yellow_stained_glass: #16, 2(0%)
minecraft.used.red_stained_glass: #16, 2(0%)
minecraft.picked_up.small_amethyst_bud: #16, 1(0%)
minecraft.used.orange_concrete: #16, 1(0%)
minecraft.mined.dirt: #17, 22348(2%)
minecraft.picked_up.diamond_pickaxe: #17, 35(2%)
minecraft.used.item_frame: #17, 241(2%)
minecraft.custom.boat_one_cm: #17, 6606260(2%)
minecraft.picked_up.iron_block: #17, 847(2%)
minecraft.picked_up.stick: #17, 1986(1%)
minecraft.used.writable_book: #17, 104(2%)
minecraft.picked_up.iron_ore: #17, 420(2%)
minecraft.mined.spruce_stairs: #17, 66(2%)
minecraft.mined.anvil: #17, 20(2%)
minecraft.used.bow: #17, 937(1%)
minecraft.custom.interact_with_smithing_table: #17, 21(1%)
minecraft.mined.hopper: #17, 147(2%)
minecraft.picked_up.amethyst_block: #17, 392(2%)
minecraft.mined.spruce_fence: #17, 48(1%)
minecraft.mined.diamond_ore: #17, 7(2%)
minecraft.used.redstone: #17, 1095(1%)
minecraft.picked_up.hopper: #17, 149(1%)
minecraft.picked_up.spruce_sign: #17, 17(1%)
minecraft.picked_up.iron_ingot: #17, 636(1%)
minecraft.picked_up.dark_oak_fence: #17, 53(1%)
minecraft.dropped.diamond: #17, 89(1%)
minecraft.dropped.bow: #17, 41(1%)
minecraft.crafted.dark_oak_slab: #17, 564(1%)
minecraft.crafted.enchanting_table: #17, 1(2%)
minecraft.crafted.mangrove_planks: #17, 376(1%)
minecraft.picked_up.lever: #17, 47(1%)
minecraft.mined.shulker_box: #17, 687(1%)
minecraft.custom.inspect_dispenser: #17, 316(1%)
minecraft.crafted.note_block: #17, 59(1%)
minecraft.picked_up.basalt: #17, 2188(1%)
minecraft.picked_up.oak_sign: #17, 22(1%)
minecraft.used.glowstone: #17, 104(1%)
minecraft.used.bamboo: #17, 101(1%)
minecraft.picked_up.glass: #17, 610(1%)
minecraft.picked_up.armor_stand: #17, 20(1%)
minecraft.dropped.water_bucket: #17, 4(1%)
minecraft.picked_up.spruce_fence: #17, 54(1%)
minecraft.used.dropper: #17, 85(1%)
minecraft.mined.chain: #17, 20(1%)
