stat, rank, value, (percentage) 
minecraft.killed.piglin_brute: #7, 8(2%)
minecraft.picked_up.blue_dye: #7, 13(1%)
minecraft.used.mangrove_roots: #7, 50(1%)
minecraft.mined.jungle_wall_sign: #7, 2(1%)
minecraft.dropped.magenta_stained_glass: #7, 4(1%)
minecraft.dropped.white_concrete: #7, 70(1%)
minecraft.mined.emerald_block: #8, 602(4%)
minecraft.picked_up.dried_kelp_block: #7, 5(1%)
minecraft.used.jungle_trapdoor: #7, 85(1%)
minecraft.dropped.crimson_trapdoor: #7, 1(1%)
minecraft.dropped.gold_nugget: #7, 226(0%)
minecraft.dropped.clock: #7, 1(1%)
minecraft.dropped.soul_lantern: #7, 2(1%)
minecraft.dropped.blaze_rod: #7, 5(1%)
minecraft.dropped.stripped_acacia_log: #7, 1(1%)
minecraft.used.waxed_oxidized_copper: #7, 10(1%)
minecraft.dropped.clay_ball: #7, 107(0%)
minecraft.used.stripped_birch_wood: #7, 18(1%)
minecraft.used.cracked_deepslate_bricks: #7, 60(1%)
minecraft.crafted.chiseled_quartz_block: #7, 4(0%)
minecraft.used.small_amethyst_bud: #7, 19(0%)
minecraft.used.wheat_seeds: #8, 2124(4%)
minecraft.dropped.gold_block: #7, 19(0%)
minecraft.picked_up.soul_lantern: #8, 53(5%)
minecraft.used.crimson_fence_gate: #7, 7(1%)
minecraft.dropped.light_blue_stained_glass: #7, 1(1%)
minecraft.dropped.nether_brick: #7, 9(0%)
minecraft.mined.scaffolding: #8, 4061(4%)
minecraft.picked_up.cyan_concrete_powder: #7, 28(0%)
minecraft.dropped.campfire: #7, 1(0%)
minecraft.crafted.light_blue_dye: #8, 738(4%)
minecraft.dropped.jungle_slab: #7, 1(0%)
minecraft.mined.raw_iron_block: #7, 13(0%)
minecraft.used.netherite_block: #7, 1(0%)
minecraft.dropped.black_concrete_powder: #7, 18(0%)
minecraft.crafted.sponge: #7, 7(0%)
minecraft.crafted.magenta_wool: #7, 1(0%)
minecraft.crafted.nether_brick_slab: #7, 6(0%)
minecraft.dropped.light_gray_concrete_powder: #7, 5(0%)
minecraft.dropped.black_wool: #7, 9(0%)
minecraft.dropped.bookshelf: #7, 1(0%)
minecraft.used.purple_carpet: #7, 6(0%)
minecraft.mined.waxed_weathered_cut_copper_slab: #7, 1(0%)
minecraft.picked_up.light_blue_carpet: #7, 4(0%)
minecraft.custom.open_enderchest: #9, 5012(4%)
minecraft.custom.fall_one_cm: #9, 9802811(4%)
minecraft.picked_up.deepslate_bricks: #8, 739(3%)
minecraft.used.composter: #8, 177(4%)
minecraft.picked_up.bamboo: #8, 9207(3%)
minecraft.dropped.glow_ink_sac: #8, 58(5%)
minecraft.used.emerald_block: #8, 736(3%)
minecraft.used.fishing_rod: #8, 141(4%)
minecraft.used.bamboo: #8, 338(3%)
minecraft.picked_up.hopper: #8, 382(3%)
minecraft.dropped.writable_book: #8, 6(5%)
minecraft.picked_up.slime_ball: #8, 1250(3%)
minecraft.picked_up.cod: #8, 143(4%)
minecraft.used.polished_andesite_stairs: #8, 415(3%)
minecraft.custom.enchant_item: #8, 62(3%)
minecraft.mined.birch_sign: #8, 12(3%)
minecraft.mined.deepslate_bricks: #8, 462(3%)
minecraft.used.cobbled_deepslate_slab: #8, 934(3%)
minecraft.mined.anvil: #8, 35(3%)
minecraft.used.dark_oak_log: #8, 1440(3%)
minecraft.used.powered_rail: #8, 1203(3%)
minecraft.mined.glow_lichen: #8, 855(3%)
minecraft.picked_up.light_gray_terracotta: #8, 528(3%)
minecraft.picked_up.diamond_sword: #9, 64(5%)
minecraft.picked_up.dragon_head: #8, 7(4%)
minecraft.used.yellow_dye: #8, 11(4%)
minecraft.crafted.mangrove_trapdoor: #8, 124(3%)
minecraft.used.large_amethyst_bud: #8, 19(5%)
minecraft.dropped.phantom_membrane: #8, 11(4%)
minecraft.picked_up.deepslate_brick_slab: #8, 154(4%)
minecraft.crafted.white_shulker_box: #8, 10(3%)
minecraft.used.wooden_sword: #8, 119(3%)
minecraft.crafted.spruce_planks: #9, 29324(5%)
minecraft.killed_by.skeleton: #8, 3(3%)
minecraft.used.axolotl_bucket: #8, 18(3%)
minecraft.picked_up.poppy: #8, 577(2%)
minecraft.used.honeycomb: #8, 300(3%)
minecraft.mined.cauldron: #8, 11(3%)
minecraft.picked_up.light_gray_dye: #8, 78(4%)
minecraft.used.stone_hoe: #8, 182(3%)
minecraft.picked_up.smooth_stone: #8, 352(3%)
minecraft.dropped.oak_fence: #8, 10(4%)
minecraft.dropped.chest: #8, 32(2%)
minecraft.used.white_dye: #8, 45(3%)
minecraft.mined.deepslate_brick_stairs: #8, 87(3%)
minecraft.used.cut_copper: #8, 145(3%)
minecraft.picked_up.dark_oak_leaves: #8, 450(3%)
minecraft.picked_up.lily_pad: #8, 19(3%)
minecraft.picked_up.red_dye: #8, 89(3%)
minecraft.dropped.birch_sign: #8, 18(2%)
minecraft.crafted.glass_pane: #8, 624(3%)
minecraft.mined.lime_concrete: #8, 374(3%)
minecraft.crafted.soul_lantern: #8, 124(3%)
minecraft.dropped.polished_diorite: #8, 46(4%)
minecraft.crafted.iron_boots: #8, 6(2%)
minecraft.used.polished_blackstone: #8, 748(2%)
minecraft.dropped.deepslate_diamond_ore: #8, 47(4%)
minecraft.dropped.redstone_torch: #8, 34(3%)
minecraft.picked_up.mud_brick_stairs: #8, 24(3%)
minecraft.crafted.golden_boots: #8, 4(3%)
minecraft.picked_up.tube_coral_fan: #8, 62(3%)
minecraft.crafted.birch_fence: #8, 126(2%)
minecraft.dropped.gravel: #8, 1190(2%)
minecraft.used.sea_lantern: #8, 197(2%)
minecraft.used.diamond_pickaxe: #9, 294325(4%)
minecraft.crafted.mangrove_stairs: #8, 64(3%)
minecraft.used.mangrove_trapdoor: #8, 78(2%)
minecraft.mined.glass: #9, 1024(5%)
minecraft.mined.podzol: #8, 682(2%)
minecraft.killed.enderman: #9, 43550(5%)
minecraft.mined.pearlescent_froglight: #8, 23(2%)
minecraft.crafted.white_dye: #9, 5359(5%)
minecraft.dropped.copper_ore: #8, 54(2%)
minecraft.picked_up.rabbit_foot: #8, 2(4%)
minecraft.crafted.firework_rocket: #8, 21362(2%)
minecraft.mined.tube_coral_wall_fan: #8, 53(3%)
minecraft.picked_up.chicken: #8, 669(2%)
minecraft.picked_up.orange_bed: #8, 13(3%)
minecraft.picked_up.mangrove_trapdoor: #8, 43(2%)
minecraft.mined.andesite_wall: #8, 31(3%)
minecraft.picked_up.orange_stained_glass_pane: #8, 12(3%)
minecraft.used.cherry_sapling: #8, 39(2%)
minecraft.mined.orange_bed: #8, 13(3%)
minecraft.used.amethyst_cluster: #8, 49(2%)
minecraft.picked_up.yellow_stained_glass_pane: #8, 24(3%)
minecraft.dropped.powered_rail: #8, 24(2%)
minecraft.mined.comparator: #8, 35(1%)
minecraft.used.green_concrete_powder: #8, 786(2%)
minecraft.used.purple_dye: #8, 2(3%)
minecraft.mined.beacon: #9, 27(6%)
minecraft.used.lime_dye: #8, 5(2%)
minecraft.dropped.string: #8, 923(1%)
minecraft.used.green_concrete: #8, 304(2%)
minecraft.crafted.jungle_sign: #8, 9(3%)
minecraft.crafted.yellow_wool: #8, 63(2%)
minecraft.dropped.tripwire_hook: #8, 2(3%)
minecraft.custom.open_shulker_box: #10, 54746(5%)
minecraft.used.green_terracotta: #8, 696(1%)
minecraft.crafted.green_bed: #8, 1(2%)
minecraft.used.spyglass: #8, 79(1%)
minecraft.dropped.ghast_tear: #8, 2(2%)
minecraft.used.jungle_sign: #8, 9(3%)
minecraft.used.blackstone_slab: #8, 81(2%)
minecraft.dropped.cooked_chicken: #8, 7(2%)
minecraft.used.pink_petals: #8, 100(2%)
minecraft.dropped.chainmail_chestplate: #8, 2(2%)
minecraft.crafted.bamboo_slab: #8, 42(3%)
minecraft.mined.horn_coral_wall_fan: #8, 24(1%)
minecraft.picked_up.blue_stained_glass: #8, 17(2%)
minecraft.mined.blue_orchid: #8, 15(2%)
minecraft.dropped.blue_concrete_powder: #8, 7(3%)
minecraft.used.magenta_shulker_box: #8, 33(1%)
minecraft.picked_up.polished_blackstone_button: #8, 21(1%)
minecraft.mined.cyan_stained_glass: #8, 10(2%)
minecraft.picked_up.shield: #9, 12(4%)
minecraft.used.yellow_stained_glass: #8, 179(1%)
minecraft.picked_up.iron_helmet: #9, 8(4%)
minecraft.picked_up.mossy_stone_brick_wall: #8, 4(3%)
minecraft.picked_up.crimson_nylium: #8, 290(1%)
minecraft.used.tube_coral_fan: #8, 11(2%)
minecraft.picked_up.magenta_shulker_box: #8, 33(1%)
minecraft.dropped.stone_hoe: #8, 1(2%)
minecraft.picked_up.blaze_powder: #8, 16(1%)
minecraft.dropped.crimson_nylium: #8, 12(1%)
minecraft.mined.magenta_shulker_box: #8, 33(1%)
minecraft.used.beacon: #9, 38(5%)
minecraft.mined.deepslate_iron_ore: #9, 828(4%)
minecraft.used.red_stained_glass_pane: #8, 25(2%)
minecraft.picked_up.moss_carpet: #9, 1740(4%)
minecraft.picked_up.music_disc_5: #8, 1(2%)
minecraft.picked_up.fire_coral_fan: #8, 27(1%)
minecraft.mined.weathered_cut_copper: #8, 1(2%)
minecraft.picked_up.polished_diorite_stairs: #8, 7(2%)
minecraft.picked_up.gold_ingot: #8, 275(1%)
minecraft.used.coal_ore: #9, 1079(4%)
minecraft.picked_up.dark_oak_fence_gate: #8, 10(1%)
minecraft.picked_up.brown_wool: #8, 69(1%)
minecraft.dropped.warped_nylium: #8, 5(2%)
minecraft.picked_up.warped_door: #8, 1(2%)
minecraft.picked_up.music_disc_wait: #8, 2(1%)
minecraft.crafted.iron_axe: #9, 12(4%)
minecraft.dropped.birch_button: #8, 2(2%)
minecraft.mined.fletching_table: #8, 2(2%)
minecraft.mined.black_shulker_box: #9, 201(4%)
minecraft.crafted.acacia_boat: #8, 1(1%)
minecraft.crafted.chest: #9, 2520(3%)
minecraft.used.fire_coral: #8, 2(1%)
minecraft.crafted.gray_concrete_powder: #9, 3448(6%)
minecraft.dropped.cake: #8, 1(2%)
minecraft.picked_up.cooked_beef: #9, 253(4%)
minecraft.used.music_disc_mellohi: #8, 1(1%)
minecraft.crafted.mud_brick_wall: #8, 6(1%)
minecraft.used.bamboo_slab: #8, 7(2%)
minecraft.picked_up.black_shulker_box: #9, 202(4%)
minecraft.mined.light_gray_bed: #8, 12(1%)
minecraft.mined.oak_slab: #9, 77(4%)
minecraft.used.music_disc_chirp: #8, 1(1%)
minecraft.crafted.black_carpet: #8, 336(1%)
minecraft.crafted.cartography_table: #8, 6(1%)
minecraft.picked_up.cracked_deepslate_tiles: #8, 7(1%)
minecraft.used.scaffolding: #9, 10776(4%)
minecraft.picked_up.waxed_exposed_cut_copper_stairs: #8, 2(1%)
minecraft.mined.red_candle: #8, 1(1%)
minecraft.used.light_gray_bed: #8, 12(1%)
minecraft.picked_up.diorite_stairs: #8, 2(1%)
minecraft.dropped.tuff: #9, 997(4%)
minecraft.crafted.copper_ingot: #9, 3475(4%)
minecraft.picked_up.cherry_planks: #8, 3(1%)
minecraft.crafted.blue_carpet: #8, 12(1%)
minecraft.dropped.spruce_planks: #9, 152(4%)
minecraft.crafted.gray_banner: #8, 2(1%)
minecraft.picked_up.crimson_fence_gate: #8, 1(1%)
minecraft.used.fire_coral_fan: #8, 3(1%)
minecraft.mined.cyan_stained_glass_pane: #8, 1(1%)
minecraft.picked_up.gray_banner: #8, 1(1%)
minecraft.dropped.yellow_wool: #8, 8(1%)
minecraft.picked_up.purple_shulker_box: #9, 76(5%)
minecraft.mined.dark_oak_stairs: #9, 87(4%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #8, 123(0%)
minecraft.used.jungle_slab: #8, 31(0%)
minecraft.mined.black_carpet: #8, 39(0%)
minecraft.used.acacia_stairs: #8, 2(1%)
minecraft.picked_up.magenta_dye: #8, 5(0%)
minecraft.mined.stripped_acacia_wood: #8, 2(0%)
minecraft.mined.cracked_polished_blackstone_bricks: #8, 82(0%)
minecraft.picked_up.basalt: #9, 8100(4%)
minecraft.crafted.yellow_bed: #8, 1(0%)
minecraft.used.melon_slice: #8, 2(0%)
minecraft.picked_up.waxed_weathered_cut_copper_stairs: #8, 2(0%)
minecraft.used.stripped_mangrove_log: #8, 29(0%)
minecraft.picked_up.stripped_acacia_wood: #8, 2(0%)
minecraft.used.black_carpet: #8, 328(0%)
minecraft.dropped.brown_carpet: #8, 1(0%)
minecraft.dropped.birch_trapdoor: #8, 1(0%)
minecraft.dropped.mangrove_propagule: #8, 1(0%)
minecraft.mined.chipped_anvil: #9, 16(5%)
minecraft.picked_up.orange_concrete_powder: #8, 23(0%)
minecraft.used.nether_brick_stairs: #8, 2(0%)
minecraft.picked_up.polished_blackstone_brick_slab: #8, 5(0%)
minecraft.used.nether_brick_slab: #8, 6(0%)
minecraft.killed.salmon: #9, 67(4%)
minecraft.mined.blackstone: #9, 5715(4%)
minecraft.used.wooden_axe: #9, 41(5%)
minecraft.used.lapis_block: #8, 8(0%)
minecraft.used.cut_sandstone: #8, 34(0%)
minecraft.mined.purple_shulker_box: #9, 74(5%)
minecraft.dropped.emerald_block: #8, 1(0%)
minecraft.mined.white_shulker_box: #9, 217(4%)
minecraft.picked_up.white_shulker_box: #9, 219(4%)
minecraft.picked_up.flowering_azalea: #9, 289(3%)
minecraft.picked_up.blackstone: #9, 5936(3%)
minecraft.mined.andesite: #9, 9511(3%)
minecraft.picked_up.iron_door: #9, 19(4%)
minecraft.crafted.bow: #9, 178(3%)
minecraft.mined.ladder: #9, 60(3%)
minecraft.dropped.water_bucket: #9, 14(3%)
minecraft.picked_up.crimson_trapdoor: #9, 26(4%)
minecraft.mined.flower_pot: #9, 8(4%)
minecraft.custom.inspect_dispenser: #9, 874(3%)
minecraft.mined.basalt: #9, 8964(3%)
minecraft.used.mossy_stone_bricks: #9, 149(4%)
minecraft.picked_up.kelp: #9, 2912(3%)
minecraft.used.gold_block: #9, 228(3%)
minecraft.picked_up.birch_fence: #9, 82(3%)
minecraft.picked_up.lime_shulker_box: #9, 88(3%)
minecraft.dropped.diamond_block: #9, 71(3%)
minecraft.picked_up.rooted_dirt: #9, 461(3%)
minecraft.mined.lime_shulker_box: #9, 85(3%)
minecraft.used.lime_shulker_box: #9, 86(3%)
minecraft.picked_up.copper_block: #9, 305(2%)
minecraft.dropped.brown_terracotta: #9, 32(4%)
minecraft.mined.deepslate_brick_slab: #9, 83(3%)
minecraft.used.crimson_stem: #9, 962(2%)
minecraft.dropped.spruce_trapdoor: #9, 32(3%)
minecraft.dropped.chain: #9, 45(4%)
minecraft.killed_by.enderman: #9, 1(4%)
minecraft.picked_up.yellow_wool: #9, 188(3%)
minecraft.picked_up.netherite_ingot: #9, 4(3%)
minecraft.picked_up.melon_seeds: #9, 13(3%)
minecraft.crafted.orange_dye: #9, 774(3%)
minecraft.picked_up.pink_petals: #9, 247(3%)
minecraft.crafted.tripwire_hook: #9, 56(3%)
minecraft.dropped.stone_slab: #9, 184(3%)
minecraft.picked_up.amethyst_cluster: #9, 162(2%)
minecraft.picked_up.glow_lichen: #9, 856(2%)
minecraft.crafted.gray_carpet: #9, 630(2%)
minecraft.picked_up.cauldron: #9, 18(2%)
minecraft.dropped.potion: #9, 53(2%)
minecraft.mined.wall_torch: #10, 458(4%)
minecraft.mined.andesite_stairs: #9, 11(3%)
minecraft.picked_up.torch: #10, 4582(4%)
minecraft.crafted.brown_shulker_box: #9, 7(2%)
minecraft.dropped.red_terracotta: #9, 65(2%)
minecraft.custom.leave_game: #11, 1262(3%)
minecraft.picked_up.wooden_sword: #9, 20(2%)
minecraft.mined.blast_furnace: #9, 8(2%)
minecraft.used.mangrove_stairs: #9, 56(3%)
minecraft.picked_up.black_stained_glass_pane: #9, 29(3%)
minecraft.custom.fly_one_cm: #11, 101293707(4%)
minecraft.used.crimson_planks: #9, 186(2%)
minecraft.mined.chest: #10, 765(4%)
minecraft.picked_up.candle: #9, 19(2%)
minecraft.crafted.blaze_powder: #9, 142(2%)
minecraft.used.map: #9, 14(2%)
minecraft.picked_up.glow_item_frame: #9, 30(2%)
minecraft.mined.mangrove_door: #9, 2(4%)
minecraft.used.crimson_slab: #9, 621(2%)
minecraft.mined.observer: #9, 131(1%)
minecraft.used.diamond_sword: #9, 11219(1%)
minecraft.killed.cod: #9, 23(2%)
minecraft.mined.tube_coral_fan: #9, 11(3%)
minecraft.mined.yellow_bed: #9, 15(2%)
minecraft.dropped.wooden_hoe: #9, 2(3%)
minecraft.picked_up.mangrove_log: #9, 371(2%)
minecraft.crafted.copper_block: #9, 1082(1%)
minecraft.dropped.trident: #9, 1(3%)
minecraft.used.sculk_sensor: #9, 8(2%)
minecraft.used.leather_leggings: #9, 1(2%)
minecraft.crafted.crimson_slab: #9, 582(2%)
minecraft.picked_up.iron_chestplate: #9, 9(1%)
minecraft.crafted.soul_torch: #9, 176(2%)
minecraft.used.yellow_concrete: #9, 231(2%)
minecraft.picked_up.mangrove_door: #9, 2(3%)
minecraft.dropped.iron_helmet: #9, 2(2%)
minecraft.mined.attached_pumpkin_stem: #9, 1(3%)
minecraft.dropped.iron_boots: #9, 11(1%)
minecraft.mined.slime_block: #9, 188(1%)
minecraft.crafted.light_gray_shulker_box: #9, 3(1%)
minecraft.used.gray_carpet: #9, 545(1%)
minecraft.used.red_stained_glass: #9, 205(1%)
minecraft.crafted.black_stained_glass: #9, 1944(1%)
minecraft.picked_up.jungle_planks: #9, 131(1%)
minecraft.crafted.amethyst_block: #9, 128(2%)
minecraft.mined.brain_coral_wall_fan: #9, 25(1%)
minecraft.used.tnt: #9, 787(1%)
minecraft.mined.deepslate_gold_ore: #10, 682(4%)
minecraft.crafted.netherite_boots: #9, 1(2%)
minecraft.used.polished_blackstone_button: #9, 34(1%)
minecraft.used.light_blue_stained_glass_pane: #9, 25(2%)
minecraft.mined.bubble_coral_wall_fan: #9, 23(1%)
minecraft.crafted.gold_block: #9, 430(1%)
minecraft.dropped.polished_deepslate_slab: #9, 19(1%)
minecraft.picked_up.black_dye: #9, 35(1%)
minecraft.picked_up.fern: #9, 115(1%)
minecraft.dropped.yellow_terracotta: #9, 7(1%)
minecraft.mined.fire_coral_wall_fan: #9, 22(1%)
minecraft.mined.fire_coral_fan: #9, 5(1%)
minecraft.used.ladder: #10, 352(4%)
minecraft.mined.blackstone_slab: #9, 7(1%)
minecraft.dropped.acacia_planks: #9, 6(1%)
minecraft.crafted.cooked_chicken: #9, 27(1%)
minecraft.used.mangrove_wood: #9, 69(1%)
minecraft.picked_up.mangrove_button: #9, 1(2%)
minecraft.picked_up.bubble_coral_fan: #9, 22(1%)
minecraft.dropped.composter: #9, 1(1%)
minecraft.picked_up.purple_concrete: #9, 65(1%)
minecraft.picked_up.lapis_block: #9, 72(1%)
minecraft.used.music_disc_blocks: #9, 1(1%)
minecraft.used.terracotta: #9, 197(1%)
minecraft.mined.purple_concrete: #9, 65(1%)
minecraft.crafted.bamboo_raft: #9, 1(1%)
minecraft.crafted.cracked_stone_bricks: #9, 76(1%)
minecraft.mined.oak_button: #9, 1(1%)
minecraft.picked_up.yellow_concrete_powder: #9, 57(1%)
minecraft.mined.detector_rail: #9, 2(1%)
minecraft.dropped.lilac: #9, 7(1%)
minecraft.dropped.nether_quartz_ore: #9, 14(1%)
minecraft.crafted.blue_wool: #9, 9(1%)
minecraft.crafted.leather_horse_armor: #9, 1(1%)
minecraft.dropped.deepslate_tile_slab: #9, 5(1%)
minecraft.mined.polished_blackstone_brick_stairs: #9, 22(1%)
minecraft.used.splash_potion: #10, 44(4%)
minecraft.picked_up.music_disc_far: #9, 1(1%)
minecraft.dropped.stripped_birch_log: #9, 1(1%)
minecraft.picked_up.paper: #9, 279(0%)
minecraft.used.purple_concrete: #9, 49(1%)
minecraft.picked_up.crafting_table: #10, 224(3%)
minecraft.dropped.clay: #9, 42(0%)
minecraft.picked_up.lime_stained_glass_pane: #9, 9(1%)
minecraft.used.cracked_polished_blackstone_bricks: #9, 33(1%)
minecraft.dropped.allium: #9, 1(1%)
minecraft.used.crimson_hyphae: #9, 32(0%)
minecraft.mined.polished_blackstone_wall: #9, 4(0%)
minecraft.crafted.nether_bricks: #9, 106(0%)
minecraft.dropped.nether_wart_block: #9, 19(0%)
minecraft.used.black_shulker_box: #10, 200(4%)
minecraft.picked_up.blue_orchid: #9, 14(0%)
minecraft.picked_up.cherry_leaves: #9, 68(0%)
minecraft.dropped.chiseled_stone_bricks: #9, 14(0%)
minecraft.used.gray_banner: #9, 1(0%)
minecraft.used.mud_brick_stairs: #9, 7(0%)
minecraft.used.cut_copper_slab: #9, 41(0%)
minecraft.picked_up.jungle_fence_gate: #9, 1(0%)
minecraft.mined.cracked_deepslate_bricks: #9, 5(0%)
minecraft.crafted.green_wool: #9, 9(0%)
minecraft.dropped.stone_brick_stairs: #9, 2(0%)
minecraft.picked_up.red_concrete_powder: #9, 27(0%)
minecraft.used.stripped_acacia_wood: #9, 1(0%)
minecraft.crafted.jungle_button: #9, 1(0%)
minecraft.crafted.bamboo_trapdoor: #9, 2(0%)
minecraft.dropped.black_stained_glass: #9, 2(0%)
minecraft.used.acacia_leaves: #9, 1(0%)
minecraft.used.polished_blackstone_brick_stairs: #9, 16(0%)
minecraft.used.waxed_weathered_cut_copper_stairs: #9, 2(0%)
minecraft.dropped.nether_wart: #9, 1(0%)
minecraft.dropped.sculk: #9, 2(0%)
minecraft.mined.warped_hyphae: #9, 1(0%)
minecraft.picked_up.waxed_weathered_cut_copper_slab: #9, 1(0%)
minecraft.dropped.green_dye: #9, 4(0%)
minecraft.mined.dispenser: #10, 66(4%)
minecraft.picked_up.item_frame: #10, 199(3%)
minecraft.mined.end_rod: #10, 92(4%)
minecraft.mined.copper_block: #10, 160(4%)
minecraft.mined.wheat: #10, 1059(3%)
minecraft.dropped.grass_block: #10, 1003(4%)
minecraft.picked_up.beacon: #10, 27(4%)
minecraft.picked_up.white_wool: #10, 626(3%)
minecraft.used.iron_door: #10, 24(4%)
minecraft.used.purple_shulker_box: #10, 73(5%)
minecraft.used.glow_berries: #10, 133(3%)
minecraft.crafted.shield: #10, 11(4%)
minecraft.dropped.white_dye: #10, 157(4%)
minecraft.custom.bell_ring: #10, 93(3%)
minecraft.used.gray_shulker_box: #10, 122(4%)
minecraft.used.lead: #10, 3(4%)
minecraft.picked_up.brown_shulker_box: #10, 115(4%)
minecraft.mined.brown_shulker_box: #10, 114(4%)
minecraft.crafted.blue_dye: #10, 2001(3%)
minecraft.picked_up.green_concrete: #10, 385(3%)
minecraft.picked_up.hay_block: #10, 193(3%)
minecraft.crafted.diamond_shovel: #10, 8(3%)
minecraft.used.oak_slab: #10, 267(3%)
minecraft.used.brown_shulker_box: #10, 115(3%)
minecraft.mined.gray_shulker_box: #10, 98(3%)
minecraft.dropped.bowl: #10, 8(3%)
minecraft.dropped.diamond: #10, 182(2%)
minecraft.dropped.netherite_pickaxe: #10, 6(3%)
minecraft.picked_up.gray_shulker_box: #10, 98(3%)
minecraft.custom.damage_taken: #11, 434388(3%)
minecraft.picked_up.deepslate_lapis_ore: #10, 65(3%)
minecraft.dropped.sand: #10, 811(3%)
minecraft.crafted.stone_hoe: #10, 3(3%)
minecraft.crafted.light_gray_stained_glass_pane: #10, 144(4%)
minecraft.mined.big_dripleaf: #10, 9(2%)
minecraft.crafted.dispenser: #10, 171(3%)
minecraft.dropped.oak_boat: #10, 4(3%)
minecraft.used.deepslate_bricks: #10, 2211(2%)
minecraft.dropped.flint_and_steel: #10, 4(2%)
minecraft.used.redstone: #10, 1660(2%)
minecraft.picked_up.stone_button: #10, 106(2%)
minecraft.crafted.mossy_stone_bricks: #10, 287(3%)
minecraft.used.oak_hanging_sign: #10, 4(5%)
minecraft.dropped.iron_ingot: #10, 352(2%)
minecraft.crafted.bone_meal: #10, 57230(2%)
minecraft.crafted.green_terracotta: #10, 1224(2%)
minecraft.used.oak_log: #10, 579(2%)
minecraft.used.stone_sword: #10, 98(2%)
minecraft.crafted.mangrove_door: #10, 3(3%)
minecraft.picked_up.golden_boots: #10, 10(2%)
minecraft.dropped.basalt: #10, 541(2%)
minecraft.crafted.red_stained_glass: #10, 512(2%)
minecraft.picked_up.cobblestone_stairs: #10, 40(2%)
minecraft.picked_up.bowl: #10, 9(2%)
minecraft.mined.crimson_trapdoor: #10, 10(2%)
minecraft.used.vine: #10, 23(3%)
minecraft.mined.green_concrete: #10, 387(2%)
minecraft.picked_up.stone: #11, 131351(4%)
minecraft.picked_up.detector_rail: #10, 12(3%)
minecraft.picked_up.iron_leggings: #10, 9(1%)
minecraft.crafted.polished_basalt: #10, 496(2%)
minecraft.mined.mangrove_log: #10, 230(2%)
minecraft.mined.powered_rail: #10, 159(2%)
minecraft.picked_up.crimson_sign: #10, 3(3%)
minecraft.killed.piglin: #10, 38(2%)
minecraft.mined.lily_pad: #10, 9(3%)
minecraft.used.deepslate_brick_stairs: #10, 302(2%)
minecraft.used.fern: #10, 45(2%)
minecraft.crafted.redstone_lamp: #10, 88(2%)
minecraft.crafted.smooth_quartz: #10, 393(2%)
minecraft.mined.birch_wall_sign: #10, 17(1%)
minecraft.dropped.oak_log: #10, 185(1%)
minecraft.crafted.polished_andesite_slab: #10, 114(2%)
minecraft.dropped.oak_sign: #10, 10(2%)
minecraft.used.bread: #10, 119(2%)
minecraft.crafted.yellow_stained_glass: #10, 400(2%)
minecraft.crafted.polished_blackstone: #10, 531(1%)
minecraft.used.apple: #10, 8(2%)
minecraft.picked_up.firework_rocket: #10, 4834(1%)
minecraft.picked_up.lead: #11, 161(4%)
minecraft.used.sniffer_egg: #10, 3(2%)
minecraft.dropped.rail: #10, 76(1%)
minecraft.picked_up.oak_wood: #10, 22(2%)
minecraft.picked_up.mossy_cobblestone_slab: #10, 10(2%)
minecraft.picked_up.birch_slab: #10, 33(1%)
minecraft.mined.enchanting_table: #10, 1(2%)
minecraft.crafted.red_stained_glass_pane: #10, 64(2%)
minecraft.picked_up.enchanting_table: #10, 1(2%)
minecraft.used.yellow_bed: #10, 14(1%)
minecraft.crafted.blue_stained_glass: #10, 96(2%)
minecraft.custom.jump: #12, 394758(4%)
minecraft.picked_up.andesite_wall: #10, 36(2%)
minecraft.picked_up.cherry_log: #10, 111(1%)
minecraft.crafted.magenta_shulker_box: #10, 1(1%)
minecraft.mined.jungle_fence_gate: #10, 1(2%)
minecraft.crafted.orange_stained_glass: #10, 376(2%)
minecraft.used.mud_brick_wall: #10, 23(2%)
minecraft.mined.mud_brick_slab: #10, 13(2%)
minecraft.picked_up.music_disc_blocks: #10, 2(1%)
minecraft.crafted.light_gray_wool: #10, 80(1%)
minecraft.picked_up.black_wool: #10, 219(1%)
minecraft.crafted.stone_pressure_plate: #10, 35(1%)
minecraft.picked_up.coal: #11, 6233(3%)
minecraft.dropped.netherite_ingot: #10, 1(1%)
minecraft.dropped.sugar: #10, 79(1%)
minecraft.picked_up.deepslate_brick_wall: #10, 23(1%)
minecraft.used.crimson_stairs: #10, 33(1%)
minecraft.used.cyan_stained_glass_pane: #10, 15(1%)
minecraft.dropped.deepslate_tiles: #10, 10(1%)
minecraft.used.dead_bush: #10, 13(2%)
minecraft.crafted.gold_ingot: #10, 5822(1%)
minecraft.dropped.glow_berries: #10, 7(1%)
minecraft.used.lime_concrete: #10, 116(1%)
minecraft.used.cooked_chicken: #10, 22(1%)
minecraft.used.red_shulker_box: #11, 453(4%)
minecraft.picked_up.spruce_door: #11, 19(4%)
minecraft.used.leather_boots: #10, 1(1%)
minecraft.mined.chorus_plant: #10, 6(1%)
minecraft.mined.horn_coral: #10, 4(1%)
minecraft.crafted.polished_blackstone_stairs: #10, 8(1%)
minecraft.used.iron_pickaxe: #11, 3430(4%)
