stat, rank, value, (percentage) 
minecraft.used.cut_copper_slab: #4, 508(4%)
minecraft.used.tropical_fish_bucket: #4, 13(6%)
minecraft.picked_up.magenta_concrete_powder: #4, 35(6%)
minecraft.picked_up.tropical_fish_bucket: #4, 7(10%)
minecraft.crafted.light_gray_carpet: #5, 687(7%)
minecraft.mined.birch_button: #4, 4(5%)
minecraft.picked_up.smooth_stone: #5, 862(6%)
minecraft.used.nether_quartz_ore: #5, 967(7%)
minecraft.mined.iron_door: #5, 38(6%)
minecraft.dropped.white_concrete_powder: #4, 189(4%)
minecraft.dropped.spruce_fence_gate: #4, 6(6%)
minecraft.dropped.lime_dye: #4, 28(6%)
minecraft.used.purpur_slab: #4, 30(6%)
minecraft.mined.sniffer_egg: #4, 2(10%)
minecraft.picked_up.polished_deepslate_stairs: #5, 265(6%)
minecraft.used.red_glazed_terracotta: #4, 23(5%)
minecraft.mined.mangrove_log: #5, 791(7%)
minecraft.picked_up.fern: #5, 865(7%)
minecraft.dropped.warped_fence: #4, 2(6%)
minecraft.crafted.chiseled_polished_blackstone: #5, 37(10%)
minecraft.dropped.polished_blackstone_slab: #4, 51(5%)
minecraft.picked_up.bamboo_trapdoor: #4, 10(4%)
minecraft.dropped.acacia_wood: #4, 9(6%)
minecraft.picked_up.soul_torch: #5, 148(9%)
minecraft.mined.damaged_anvil: #5, 12(6%)
minecraft.mined.azure_bluet: #5, 44(5%)
minecraft.mined.tripwire_hook: #5, 12(7%)
minecraft.crafted.oak_slab: #5, 1428(5%)
minecraft.crafted.composter: #5, 290(5%)
minecraft.used.respawn_anchor: #4, 12(4%)
minecraft.dropped.jungle_button: #4, 4(9%)
minecraft.dropped.mossy_stone_brick_slab: #4, 7(5%)
minecraft.mined.dark_prismarine_stairs: #4, 32(7%)
minecraft.dropped.black_concrete_powder: #4, 474(4%)
minecraft.mined.bamboo_trapdoor: #4, 10(5%)
minecraft.dropped.cherry_door: #4, 1(10%)
minecraft.custom.animals_bred: #5, 865(6%)
minecraft.dropped.bamboo_block: #4, 19(6%)
minecraft.dropped.birch_wood: #4, 7(4%)
minecraft.crafted.snout_armor_trim_smithing_template: #4, 2(8%)
minecraft.used.mycelium: #4, 200(5%)
minecraft.mined.muddy_mangrove_roots: #5, 567(8%)
minecraft.picked_up.blue_shulker_box: #5, 306(7%)
minecraft.picked_up.wither_rose: #4, 127(2%)
minecraft.used.mangrove_pressure_plate: #4, 14(5%)
minecraft.used.blue_shulker_box: #5, 306(6%)
minecraft.mined.smooth_quartz_slab: #5, 123(6%)
minecraft.used.bamboo_block: #4, 120(2%)
minecraft.dropped.stick: #5, 3611(4%)
minecraft.crafted.tide_armor_trim_smithing_template: #4, 2(7%)
minecraft.picked_up.pitcher_pod: #4, 53(2%)
minecraft.crafted.acacia_fence: #5, 105(12%)
minecraft.used.andesite: #6, 5524(8%)
minecraft.picked_up.gray_terracotta: #4, 557(2%)
minecraft.used.polished_blackstone_wall: #4, 256(2%)
minecraft.used.spruce_log: #6, 3523(8%)
minecraft.picked_up.green_concrete_powder: #4, 308(2%)
minecraft.dropped.blue_carpet: #4, 4(4%)
minecraft.mined.decorated_pot: #5, 27(9%)
minecraft.used.brown_glazed_terracotta: #4, 72(3%)
minecraft.mined.blue_shulker_box: #5, 305(7%)
minecraft.picked_up.deepslate_tile_wall: #5, 139(6%)
minecraft.dropped.acacia_door: #4, 4(6%)
minecraft.dropped.yellow_stained_glass_pane: #4, 11(5%)
minecraft.used.redstone_lamp: #5, 202(5%)
minecraft.dropped.armor_stand: #5, 18(12%)
minecraft.dropped.end_rod: #5, 50(9%)
minecraft.dropped.netherite_axe: #5, 6(8%)
minecraft.mined.sea_pickle: #5, 64(6%)
minecraft.crafted.crimson_fence_gate: #4, 33(2%)
minecraft.mined.cracked_nether_bricks: #4, 2(4%)
minecraft.dropped.firework_rocket: #4, 2560(1%)
minecraft.crafted.chiseled_red_sandstone: #4, 1(5%)
minecraft.dropped.purple_bed: #4, 2(4%)
minecraft.used.waxed_exposed_cut_copper_stairs: #4, 16(2%)
minecraft.custom.fall_one_cm: #7, 15917079(6%)
minecraft.picked_up.dropper: #5, 188(5%)
minecraft.custom.walk_under_water_one_cm: #7, 14566685(5%)
minecraft.mined.loom: #5, 14(6%)
minecraft.crafted.rib_armor_trim_smithing_template: #4, 2(4%)
minecraft.dropped.dark_oak_stairs: #4, 32(2%)
minecraft.used.bamboo_raft: #5, 20(8%)
minecraft.dropped.quartz_block: #4, 139(2%)
minecraft.used.quartz_block: #4, 429(1%)
minecraft.crafted.birch_planks: #5, 11500(4%)
minecraft.dropped.cut_sandstone_slab: #4, 3(5%)
minecraft.dropped.candle: #4, 7(6%)
minecraft.crafted.cut_copper: #5, 128(8%)
minecraft.dropped.black_stained_glass_pane: #4, 5(4%)
minecraft.used.chest: #6, 2615(6%)
minecraft.mined.jungle_stairs: #5, 28(12%)
minecraft.crafted.light_gray_stained_glass_pane: #5, 288(7%)
minecraft.picked_up.deepslate_coal_ore: #5, 15(9%)
minecraft.dropped.red_sandstone: #4, 1(5%)
minecraft.used.enchanted_book: #4, 5(5%)
minecraft.picked_up.music_disc_strad: #5, 8(7%)
minecraft.crafted.orange_shulker_box: #5, 11(6%)
minecraft.crafted.smooth_red_sandstone_slab: #4, 14(3%)
minecraft.dropped.mangrove_leaves: #4, 40(2%)
minecraft.used.loom: #5, 46(5%)
minecraft.dropped.jungle_trapdoor: #4, 11(2%)
minecraft.used.warped_pressure_plate: #4, 14(2%)
minecraft.dropped.oak_door: #5, 4(9%)
minecraft.mined.gray_wall_banner: #4, 2(5%)
minecraft.crafted.chiseled_nether_bricks: #4, 3(2%)
minecraft.mined.acacia_button: #5, 3(13%)
minecraft.mined.jungle_trapdoor: #4, 67(1%)
minecraft.used.crimson_fence_gate: #4, 25(2%)
minecraft.dropped.deepslate_brick_wall: #4, 14(1%)
minecraft.crafted.crimson_sign: #4, 33(1%)
minecraft.used.smooth_red_sandstone_stairs: #4, 8(3%)
minecraft.picked_up.mud: #5, 4000(4%)
minecraft.used.deepslate_iron_ore: #6, 335(10%)
minecraft.dropped.jungle_fence_gate: #4, 2(2%)
minecraft.crafted.crimson_fence: #5, 207(7%)
minecraft.dropped.clay_ball: #4, 207(1%)
minecraft.crafted.smooth_red_sandstone: #4, 64(2%)
minecraft.picked_up.oxidized_cut_copper_slab: #5, 120(6%)
minecraft.picked_up.dead_tube_coral_fan: #4, 5(1%)
minecraft.custom.walk_one_cm: #7, 190207645(5%)
minecraft.used.leather_leggings: #5, 3(7%)
minecraft.dropped.sunflower: #5, 69(6%)
minecraft.mined.bamboo_slab: #4, 4(2%)
minecraft.mined.stripped_jungle_wood: #5, 39(7%)
minecraft.dropped.chiseled_polished_blackstone: #4, 10(1%)
minecraft.used.hanging_roots: #5, 52(8%)
minecraft.dropped.quartz_pillar: #4, 24(1%)
minecraft.crafted.red_sandstone_slab: #4, 2(2%)
minecraft.killed_by.player: #6, 131(5%)
minecraft.picked_up.bamboo_mosaic: #4, 2(1%)
minecraft.used.cherry_fence: #4, 7(1%)
minecraft.used.crimson_sign: #4, 19(1%)
minecraft.dropped.blue_ice: #4, 6(1%)
minecraft.used.stripped_cherry_log: #4, 7(1%)
minecraft.dropped.diorite: #5, 939(4%)
minecraft.picked_up.bow: #6, 336(5%)
minecraft.dropped.smithing_table: #4, 2(1%)
minecraft.dropped.netherite_helmet: #5, 3(7%)
minecraft.used.crimson_pressure_plate: #4, 5(1%)
minecraft.dropped.orange_tulip: #4, 1(1%)
minecraft.crafted.bowl: #5, 84(9%)
minecraft.dropped.light_blue_terracotta: #4, 9(1%)
minecraft.picked_up.dead_fire_coral_fan: #4, 1(1%)
minecraft.crafted.waxed_exposed_cut_copper_stairs: #4, 4(1%)
minecraft.picked_up.cobbled_deepslate_wall: #5, 68(7%)
minecraft.used.bamboo_mosaic: #4, 1(1%)
minecraft.dropped.iron_trapdoor: #5, 33(9%)
minecraft.picked_up.blue_dye: #5, 101(7%)
minecraft.picked_up.gray_stained_glass_pane: #5, 82(7%)
minecraft.crafted.quartz_pillar: #5, 1287(5%)
minecraft.mined.diorite_wall: #5, 18(8%)
minecraft.picked_up.cobblestone_wall: #5, 133(4%)
minecraft.crafted.prismarine_slab: #4, 2(0%)
minecraft.crafted.purpur_stairs: #5, 16(13%)
minecraft.dropped.nether_brick_slab: #4, 1(0%)
minecraft.broken.diamond_boots: #5, 1(20%)
minecraft.crafted.cyan_bed: #5, 3(7%)
minecraft.mined.jungle_fence_gate: #5, 4(9%)
minecraft.used.packed_ice: #5, 4736(4%)
minecraft.dropped.piston: #5, 46(7%)
minecraft.mined.crimson_fungus: #5, 74(5%)
minecraft.used.warped_button: #5, 38(5%)
minecraft.picked_up.azure_bluet: #5, 222(3%)
minecraft.crafted.lime_stained_glass_pane: #5, 112(6%)
minecraft.used.brown_terracotta: #5, 944(4%)
minecraft.picked_up.soul_soil: #5, 1093(4%)
minecraft.crafted.warped_stairs: #5, 332(4%)
minecraft.mined.blue_wool: #5, 72(6%)
minecraft.used.hopper: #6, 2459(7%)
minecraft.picked_up.orange_stained_glass: #5, 169(5%)
minecraft.picked_up.spectral_arrow: #5, 838(4%)
minecraft.used.light_blue_wool: #5, 460(4%)
minecraft.dropped.cooked_chicken: #5, 22(5%)
minecraft.mined.warped_door: #5, 4(11%)
minecraft.used.waxed_copper_block: #5, 146(5%)
minecraft.mined.cobblestone_wall: #5, 60(3%)
minecraft.picked_up.cyan_shulker_box: #6, 417(6%)
minecraft.mined.mangrove_trapdoor: #5, 82(4%)
minecraft.mined.spruce_hanging_sign: #5, 1(17%)
minecraft.mined.acacia_sign: #5, 3(6%)
minecraft.picked_up.redstone_lamp: #6, 120(8%)
minecraft.used.light_gray_banner: #5, 8(8%)
minecraft.crafted.cyan_terracotta: #6, 4672(7%)
minecraft.crafted.oak_fence: #6, 360(6%)
minecraft.picked_up.iron_nugget: #6, 4222(5%)
minecraft.mined.brown_mushroom_block: #6, 3491(8%)
minecraft.picked_up.yellow_stained_glass_pane: #5, 50(6%)
minecraft.dropped.cobbled_deepslate_stairs: #5, 31(7%)
minecraft.dropped.netherite_shovel: #5, 3(6%)
minecraft.dropped.spyglass: #5, 3(9%)
minecraft.crafted.diamond_boots: #6, 11(7%)
minecraft.used.warped_fence_gate: #5, 26(8%)
minecraft.dropped.coal_ore: #5, 115(3%)
minecraft.crafted.sandstone: #5, 1376(4%)
minecraft.used.prismarine_wall: #5, 46(7%)
minecraft.crafted.lapis_block: #6, 626(7%)
minecraft.picked_up.cherry_sign: #5, 2(12%)
minecraft.dropped.azalea_leaves: #5, 147(4%)
minecraft.used.packed_mud: #6, 985(9%)
minecraft.crafted.cut_copper_slab: #5, 38(5%)
minecraft.crafted.diamond_axe: #6, 10(5%)
minecraft.crafted.mossy_cobblestone_wall: #5, 21(6%)
minecraft.used.fletching_table: #5, 16(7%)
minecraft.picked_up.waxed_exposed_copper: #5, 70(5%)
minecraft.crafted.yellow_wool: #5, 128(5%)
minecraft.picked_up.warped_slab: #5, 163(4%)
minecraft.mined.cyan_shulker_box: #6, 406(6%)
minecraft.used.brown_shulker_box: #6, 253(8%)
minecraft.used.lime_stained_glass_pane: #5, 107(5%)
minecraft.crafted.bamboo_sign: #5, 12(8%)
minecraft.used.small_dripleaf: #5, 6(6%)
minecraft.picked_up.bone_block: #6, 1248(6%)
minecraft.dropped.light_gray_wool: #5, 172(5%)
minecraft.picked_up.gray_concrete: #6, 2361(6%)
minecraft.crafted.brown_banner: #5, 5(8%)
minecraft.picked_up.mangrove_wood: #5, 33(5%)
minecraft.crafted.gray_concrete_powder: #6, 4936(8%)
minecraft.mined.potted_bamboo: #5, 1(12%)
minecraft.used.chain: #6, 661(6%)
minecraft.mined.polished_andesite_stairs: #6, 126(6%)
minecraft.crafted.cherry_door: #5, 3(8%)
minecraft.mined.cyan_wall_banner: #5, 3(9%)
minecraft.mined.spruce_wall_hanging_sign: #5, 1(10%)
minecraft.crafted.eye_armor_trim_smithing_template: #5, 2(10%)
minecraft.dropped.rabbit_hide: #5, 3(4%)
minecraft.crafted.target: #6, 226(8%)
minecraft.mined.smooth_basalt: #6, 1262(6%)
minecraft.dropped.mangrove_trapdoor: #5, 3(6%)
minecraft.mined.slime_block: #5, 367(2%)
minecraft.picked_up.netherite_scrap: #5, 4(7%)
minecraft.used.acacia_pressure_plate: #5, 2(8%)
minecraft.used.green_bed: #5, 32(3%)
minecraft.picked_up.smooth_basalt: #6, 1386(6%)
minecraft.crafted.coast_armor_trim_smithing_template: #5, 2(11%)
minecraft.dropped.weathered_copper: #5, 1(11%)
minecraft.dropped.grass_block: #6, 1641(6%)
minecraft.used.jungle_pressure_plate: #5, 2(9%)
minecraft.mined.potted_azalea_bush: #5, 1(9%)
minecraft.dropped.mangrove_planks: #5, 12(4%)
minecraft.mined.fletching_table: #5, 7(5%)
minecraft.dropped.orange_terracotta: #6, 64(8%)
minecraft.used.stripped_spruce_wood: #5, 95(3%)
minecraft.dropped.deepslate_bricks: #5, 93(3%)
minecraft.mined.oak_button: #5, 4(5%)
minecraft.dropped.pink_shulker_box: #5, 1(10%)
minecraft.dropped.pink_petals: #5, 15(5%)
minecraft.dropped.crimson_planks: #5, 15(4%)
minecraft.mined.pumpkin_stem: #5, 5(4%)
minecraft.mined.orange_stained_glass: #5, 41(3%)
minecraft.picked_up.cyan_banner: #5, 5(5%)
minecraft.mined.lightning_rod: #6, 67(7%)
minecraft.picked_up.purple_bed: #5, 25(3%)
minecraft.dropped.acacia_sapling: #6, 39(8%)
minecraft.used.jungle_planks: #5, 458(3%)
minecraft.picked_up.cut_sandstone: #5, 205(3%)
minecraft.dropped.cobblestone_wall: #5, 29(3%)
minecraft.picked_up.egg: #6, 1510(4%)
minecraft.picked_up.mycelium: #5, 523(3%)
minecraft.used.purple_bed: #5, 24(3%)
minecraft.custom.minecart_one_cm: #6, 3450123(4%)
minecraft.dropped.pink_dye: #5, 13(5%)
minecraft.picked_up.piston: #6, 530(5%)
minecraft.picked_up.music_disc_13: #6, 33(6%)
minecraft.mined.purple_bed: #5, 24(3%)
minecraft.picked_up.nether_brick_stairs: #5, 5(4%)
minecraft.dropped.jungle_log: #5, 73(3%)
minecraft.picked_up.dark_prismarine_stairs: #5, 31(6%)
minecraft.used.blue_concrete_powder: #6, 199(8%)
minecraft.picked_up.cherry_boat: #5, 4(3%)
minecraft.crafted.bookshelf: #6, 1502(6%)
minecraft.crafted.gray_wool: #6, 496(9%)
minecraft.crafted.sandstone_slab: #5, 168(4%)
minecraft.mined.chiseled_bookshelf: #5, 6(5%)
minecraft.mined.granite: #6, 12171(4%)
minecraft.mined.birch_pressure_plate: #5, 3(6%)
minecraft.used.birch_sign: #6, 245(4%)
minecraft.mined.nether_brick_stairs: #5, 5(3%)
minecraft.picked_up.dragon_egg: #5, 146(2%)
minecraft.used.music_disc_chirp: #5, 3(4%)
minecraft.mined.cyan_stained_glass_pane: #5, 4(3%)
minecraft.used.mangrove_boat: #5, 2(4%)
minecraft.used.bamboo_slab: #5, 18(4%)
minecraft.crafted.leather_horse_armor: #5, 3(2%)
minecraft.mined.light_gray_carpet: #5, 70(1%)
minecraft.used.red_mushroom: #5, 118(2%)
minecraft.mined.birch_fence_gate: #6, 15(9%)
minecraft.used.map: #6, 43(6%)
minecraft.used.honey_bottle: #6, 54(7%)
minecraft.mined.oak_wall_hanging_sign: #5, 1(6%)
minecraft.crafted.acacia_planks: #6, 3308(5%)
minecraft.mined.mycelium: #5, 534(2%)
minecraft.picked_up.coarse_dirt: #6, 934(5%)
minecraft.used.warped_roots: #5, 21(2%)
minecraft.picked_up.orange_concrete: #6, 678(6%)
minecraft.dropped.emerald: #5, 1238(1%)
minecraft.mined.birch_trapdoor: #6, 39(7%)
minecraft.used.stripped_crimson_hyphae: #5, 44(3%)
minecraft.used.polished_blackstone: #6, 1753(6%)
minecraft.dropped.dark_oak_slab: #5, 59(2%)
minecraft.used.gray_glazed_terracotta: #5, 82(3%)
minecraft.picked_up.red_sandstone: #5, 27(3%)
minecraft.mined.crimson_fence_gate: #5, 3(3%)
minecraft.crafted.bamboo_button: #5, 1(3%)
minecraft.crafted.campfire: #6, 158(5%)
minecraft.dropped.oak_hanging_sign: #5, 1(5%)
minecraft.killed.horse: #6, 13(6%)
minecraft.picked_up.cracked_nether_bricks: #5, 2(4%)
minecraft.used.lapis_block: #5, 143(2%)
minecraft.mined.warped_trapdoor: #6, 61(7%)
minecraft.crafted.mossy_stone_brick_wall: #5, 6(3%)
minecraft.used.pumpkin_seeds: #5, 62(1%)
minecraft.used.warped_trapdoor: #6, 244(6%)
minecraft.used.yellow_glazed_terracotta: #5, 25(3%)
minecraft.dropped.note_block: #5, 4(2%)
minecraft.mined.sunflower: #6, 24(5%)
minecraft.dropped.dead_bush: #5, 3(3%)
minecraft.dropped.prismarine_crystals: #5, 58(1%)
minecraft.used.target: #6, 139(6%)
minecraft.dropped.yellow_concrete: #5, 4(3%)
minecraft.crafted.glowstone: #6, 1330(5%)
minecraft.used.lime_glazed_terracotta: #5, 10(2%)
minecraft.crafted.deepslate_bricks: #6, 2032(5%)
minecraft.picked_up.light_blue_glazed_terracotta: #5, 1(3%)
minecraft.killed_by.pufferfish: #5, 1(4%)
minecraft.mined.waxed_cut_copper_slab: #5, 6(2%)
minecraft.picked_up.bamboo_slab: #5, 6(2%)
minecraft.picked_up.packed_ice: #6, 11061(4%)
minecraft.used.chiseled_nether_bricks: #5, 2(2%)
minecraft.picked_up.waxed_cut_copper_slab: #5, 6(2%)
minecraft.picked_up.dark_oak_sign: #6, 48(4%)
minecraft.dropped.bell: #5, 1(3%)
minecraft.dropped.oak_wood: #5, 5(2%)
minecraft.crafted.gray_stained_glass_pane: #6, 240(7%)
minecraft.crafted.end_stone_brick_slab: #5, 8(2%)
minecraft.picked_up.acacia_sapling: #6, 462(5%)
minecraft.used.nether_brick_wall: #5, 10(2%)
minecraft.dropped.cornflower: #5, 52(1%)
minecraft.dropped.dark_oak_planks: #6, 162(4%)
minecraft.dropped.yellow_carpet: #5, 2(2%)
minecraft.killed.creeper: #5, 388(0%)
minecraft.picked_up.oxeye_daisy: #5, 66(1%)
minecraft.dropped.stripped_birch_wood: #5, 2(3%)
minecraft.dropped.blue_wool: #5, 17(1%)
minecraft.dropped.lightning_rod: #5, 3(2%)
minecraft.mined.jungle_planks: #5, 57(1%)
minecraft.crafted.exposed_cut_copper_stairs: #5, 1(2%)
minecraft.dropped.andesite_wall: #5, 5(2%)
minecraft.mined.lime_candle: #5, 1(2%)
minecraft.dropped.stripped_crimson_hyphae: #5, 1(2%)
minecraft.picked_up.mangrove_sign: #6, 11(6%)
minecraft.mined.packed_ice: #6, 10634(4%)
minecraft.dropped.red_nether_bricks: #5, 2(2%)
minecraft.dropped.light_gray_concrete: #5, 19(1%)
minecraft.mined.spruce_wall_sign: #6, 25(5%)
minecraft.dropped.oxidized_cut_copper_slab: #5, 2(2%)
minecraft.crafted.blue_ice: #5, 75(1%)
minecraft.crafted.exposed_cut_copper: #5, 4(2%)
minecraft.used.written_book: #6, 1209(3%)
minecraft.used.acacia_planks: #5, 99(1%)
minecraft.dropped.jungle_slab: #5, 3(1%)
minecraft.picked_up.crafting_table: #7, 432(5%)
minecraft.used.cobblestone_slab: #6, 719(4%)
minecraft.crafted.nether_brick_stairs: #5, 13(1%)
minecraft.mined.cobblestone_stairs: #6, 60(5%)
minecraft.dropped.sculk_sensor: #5, 2(1%)
minecraft.dropped.mangrove_wood: #5, 1(1%)
minecraft.killed.polar_bear: #5, 1(1%)
minecraft.mined.waxed_oxidized_cut_copper: #5, 1(1%)
minecraft.mined.waxed_oxidized_copper: #5, 6(1%)
minecraft.dropped.cracked_deepslate_bricks: #5, 8(1%)
minecraft.picked_up.waxed_oxidized_copper: #5, 6(1%)
minecraft.picked_up.waxed_oxidized_cut_copper: #5, 1(1%)
minecraft.used.mud: #6, 2613(4%)
minecraft.dropped.granite: #6, 1033(4%)
minecraft.used.black_candle: #5, 5(1%)
minecraft.used.cracked_nether_bricks: #5, 2(1%)
minecraft.crafted.waxed_weathered_cut_copper_stairs: #5, 4(1%)
minecraft.crafted.smooth_red_sandstone_stairs: #5, 1(1%)
minecraft.custom.damage_resisted: #6, 5704(3%)
minecraft.picked_up.mangrove_log: #6, 1011(4%)
minecraft.dropped.pitcher_pod: #5, 6(0%)
minecraft.dropped.purple_stained_glass: #5, 3(0%)
minecraft.dropped.andesite_stairs: #5, 1(1%)
minecraft.mined.exposed_copper: #6, 108(5%)
minecraft.used.dead_tube_coral_fan: #5, 1(0%)
minecraft.crafted.nether_brick_wall: #5, 1(0%)
minecraft.used.smooth_red_sandstone_slab: #5, 5(0%)
minecraft.used.andesite_stairs: #6, 159(5%)
minecraft.crafted.spruce_planks: #7, 34806(6%)
minecraft.dropped.green_wool: #5, 5(0%)
minecraft.used.dragon_egg: #5, 17(0%)
minecraft.killed.mooshroom: #5, 1(0%)
minecraft.used.pink_glazed_terracotta: #5, 3(0%)
minecraft.used.acacia_trapdoor: #6, 578(6%)
minecraft.used.polished_diorite: #6, 728(5%)
minecraft.mined.anvil: #6, 43(4%)
minecraft.dropped.warped_planks: #6, 56(7%)
minecraft.crafted.diamond_leggings: #6, 10(3%)
minecraft.dropped.barrel: #6, 12(4%)
minecraft.picked_up.redstone_block: #6, 729(3%)
minecraft.mined.oak_planks: #6, 462(3%)
minecraft.mined.orange_concrete: #6, 620(4%)
minecraft.picked_up.flower_pot: #6, 96(3%)
minecraft.picked_up.warped_nylium: #6, 281(4%)
minecraft.crafted.diorite_slab: #6, 66(8%)
minecraft.dropped.white_terracotta: #6, 88(5%)
minecraft.broken.diamond_helmet: #6, 1(12%)
minecraft.picked_up.orange_wool: #6, 159(4%)
minecraft.mined.coarse_dirt: #6, 545(3%)
minecraft.crafted.bucket: #7, 568(6%)
minecraft.mined.soul_soil: #6, 1155(4%)
minecraft.mined.mossy_cobblestone_slab: #6, 11(4%)
minecraft.picked_up.sniffer_egg: #6, 7(5%)
minecraft.used.rooted_dirt: #6, 315(4%)
minecraft.picked_up.gray_dye: #6, 88(7%)
minecraft.mined.rose_bush: #7, 32(7%)
minecraft.crafted.cyan_shulker_box: #6, 13(4%)
minecraft.picked_up.lever: #7, 283(6%)
minecraft.crafted.quartz_slab: #6, 218(5%)
minecraft.crafted.polished_deepslate_slab: #6, 698(4%)
minecraft.crafted.black_shulker_box: #6, 13(4%)
minecraft.crafted.cyan_stained_glass_pane: #6, 64(5%)
minecraft.mined.blue_bed: #6, 19(4%)
minecraft.picked_up.polished_diorite: #6, 164(3%)
minecraft.picked_up.blue_bed: #6, 19(4%)
minecraft.used.pitcher_plant: #6, 12(7%)
minecraft.used.stone_button: #6, 490(3%)
minecraft.used.blue_bed: #6, 20(4%)
minecraft.used.comparator: #7, 758(6%)
minecraft.mined.redstone_block: #6, 428(3%)
minecraft.mined.smithing_table: #6, 11(3%)
minecraft.killed.vex: #6, 15(5%)
minecraft.dropped.lime_terracotta: #6, 56(6%)
minecraft.used.dead_bush: #6, 42(5%)
minecraft.mined.mushroom_stem: #6, 1217(3%)
minecraft.picked_up.pitcher_plant: #6, 14(5%)
minecraft.used.sniffer_egg: #6, 6(4%)
minecraft.picked_up.music_disc_cat: #7, 31(7%)
minecraft.used.light_blue_terracotta: #6, 689(4%)
minecraft.used.magenta_terracotta: #6, 125(5%)
minecraft.crafted.stone_stairs: #6, 328(3%)
minecraft.crafted.black_stained_glass: #6, 4744(3%)
minecraft.used.jungle_wood: #6, 74(5%)
minecraft.used.blue_dye: #6, 3(5%)
minecraft.mined.dark_oak_stairs: #7, 132(6%)
minecraft.crafted.light_gray_terracotta: #6, 368(4%)
minecraft.used.dark_oak_sign: #7, 120(6%)
minecraft.dropped.chorus_fruit: #6, 84(3%)
minecraft.mined.polished_blackstone_wall: #6, 44(5%)
minecraft.dropped.moss_carpet: #6, 367(2%)
minecraft.picked_up.granite: #7, 11908(5%)
minecraft.used.oak_sign: #7, 195(5%)
minecraft.picked_up.warped_fence_gate: #6, 3(7%)
minecraft.dropped.chicken: #6, 661(2%)
minecraft.dropped.milk_bucket: #6, 5(7%)
minecraft.crafted.light_gray_shulker_box: #6, 6(3%)
minecraft.crafted.cobbled_deepslate_stairs: #6, 68(3%)
minecraft.crafted.cobblestone_wall: #7, 462(7%)
minecraft.dropped.orange_shulker_box: #6, 1(9%)
minecraft.mined.mangrove_wall_sign: #6, 5(4%)
minecraft.used.anvil: #7, 184(5%)
minecraft.used.spruce_hanging_sign: #6, 4(7%)
minecraft.used.crimson_stairs: #6, 85(3%)
minecraft.dropped.honey_block: #6, 73(6%)
minecraft.dropped.pointed_dripstone: #6, 52(2%)
minecraft.mined.blackstone_slab: #6, 20(4%)
minecraft.dropped.polished_deepslate_wall: #6, 39(4%)
minecraft.used.acacia_sapling: #6, 294(3%)
minecraft.used.birch_button: #6, 29(3%)
minecraft.crafted.bamboo_slab: #6, 78(5%)
minecraft.mined.cut_copper_slab: #6, 25(4%)
minecraft.used.polished_diorite_slab: #6, 70(5%)
minecraft.crafted.jungle_wood: #6, 99(3%)
minecraft.mined.blue_stained_glass: #6, 14(5%)
minecraft.mined.dark_oak_pressure_plate: #6, 1(8%)
minecraft.used.waxed_weathered_copper: #6, 60(4%)
minecraft.custom.interact_with_stonecutter: #7, 537(5%)
minecraft.used.acacia_fence_gate: #6, 4(6%)
minecraft.mined.basalt: #7, 15752(5%)
minecraft.mined.piston_head: #6, 10(2%)
minecraft.used.orange_wool: #6, 258(2%)
minecraft.dropped.activator_rail: #6, 3(5%)
minecraft.mined.warped_fence_gate: #6, 2(5%)
minecraft.used.chiseled_sandstone: #6, 15(3%)
minecraft.used.dropper: #7, 501(5%)
minecraft.mined.oxidized_cut_copper_stairs: #7, 70(8%)
minecraft.picked_up.lime_dye: #6, 96(3%)
minecraft.picked_up.spruce_hanging_sign: #6, 2(5%)
minecraft.dropped.glowstone: #6, 65(3%)
minecraft.picked_up.spruce_fence: #7, 301(5%)
minecraft.picked_up.light_blue_wool: #6, 140(2%)
minecraft.used.light_gray_carpet: #6, 267(2%)
minecraft.mined.cornflower: #7, 29(6%)
minecraft.crafted.blackstone_stairs: #6, 12(3%)
minecraft.used.polished_blackstone_pressure_plate: #6, 30(3%)
minecraft.mined.diorite_stairs: #6, 3(4%)
minecraft.killed.chicken: #6, 279(1%)
minecraft.used.water_bucket: #7, 3368(4%)
minecraft.used.blue_terracotta: #6, 455(2%)
minecraft.picked_up.magma_block: #7, 2090(5%)
minecraft.crafted.emerald_block: #6, 1573(1%)
minecraft.dropped.polished_basalt: #6, 97(2%)
minecraft.mined.magma_block: #7, 2160(5%)
minecraft.crafted.polished_blackstone_pressure_plate: #6, 26(2%)
minecraft.mined.jungle_wood: #6, 3(3%)
minecraft.used.magenta_concrete_powder: #6, 22(2%)
minecraft.dropped.dark_oak_door: #6, 7(3%)
minecraft.picked_up.iron_ingot: #7, 2348(4%)
minecraft.crafted.green_wool: #6, 64(3%)
minecraft.used.sculk_shrieker: #6, 16(2%)
minecraft.crafted.green_carpet: #6, 120(1%)
minecraft.dropped.crimson_sign: #6, 1(4%)
minecraft.mined.purple_concrete_powder: #6, 3(4%)
minecraft.dropped.bamboo_planks: #6, 5(3%)
minecraft.killed_by.enderman: #7, 2(8%)
minecraft.dropped.stone_brick_stairs: #6, 13(2%)
minecraft.crafted.end_stone_brick_wall: #6, 7(3%)
minecraft.picked_up.bamboo_planks: #6, 6(2%)
minecraft.crafted.coal: #7, 2808(5%)
minecraft.picked_up.light_gray_banner: #6, 2(3%)
minecraft.used.magma_block: #7, 1384(5%)
