stat, rank, value, (percentage) 
minecraft.mined.red_bed: #20, 2(0%)
minecraft.mined.ancient_debris: #20, 9(0%)
minecraft.mined.diamond_block: #20, 3(0%)
minecraft.mined.black_wool: #20, 2(0%)
minecraft.picked_up.gold_ingot: #20, 23(0%)
minecraft.dropped.enchanted_book: #20, 1(0%)
minecraft.picked_up.peony: #20, 7(0%)
minecraft.picked_up.stripped_oak_wood: #20, 1(0%)
minecraft.picked_up.verdant_froglight: #20, 1(0%)
minecraft.used.magenta_shulker_box: #20, 1(0%)
minecraft.picked_up.black_wool: #20, 7(0%)
minecraft.picked_up.prismarine: #20, 2(0%)
minecraft.dropped.gold_nugget: #20, 4(0%)
minecraft.used.tinted_glass: #20, 3(0%)
minecraft.picked_up.red_sand: #20, 1(0%)
minecraft.crafted.oak_door: #21, 3(2%)
minecraft.picked_up.iron_sword: #21, 2(1%)
minecraft.picked_up.amethyst_block: #21, 192(1%)
minecraft.used.white_bed: #21, 20(1%)
minecraft.mined.spruce_door: #21, 2(1%)
minecraft.picked_up.deepslate_redstone_ore: #21, 90(1%)
minecraft.picked_up.calcite: #21, 261(1%)
minecraft.mined.calcite: #21, 242(1%)
minecraft.picked_up.porkchop: #21, 12(0%)
minecraft.picked_up.obsidian: #21, 219(0%)
minecraft.picked_up.flint_and_steel: #21, 5(0%)
minecraft.picked_up.iron_chestplate: #21, 2(0%)
minecraft.custom.interact_with_brewingstand: #21, 30(0%)
minecraft.used.dark_oak_boat: #21, 2(0%)
minecraft.mined.mossy_cobblestone: #21, 19(0%)
minecraft.mined.deepslate_coal_ore: #21, 1(0%)
minecraft.mined.dark_oak_leaves: #21, 106(0%)
minecraft.killed.hoglin: #21, 1(0%)
minecraft.used.glass_bottle: #21, 17(0%)
minecraft.dropped.red_mushroom: #21, 2(0%)
minecraft.mined.white_terracotta: #21, 37(0%)
minecraft.picked_up.tropical_fish: #21, 8(0%)
minecraft.mined.allium: #21, 1(0%)
minecraft.mined.white_wool: #21, 8(0%)
minecraft.dropped.dark_oak_log: #21, 11(0%)
minecraft.picked_up.podzol: #21, 24(0%)
minecraft.picked_up.ancient_debris: #21, 10(0%)
minecraft.used.gray_carpet: #21, 49(0%)
minecraft.mined.pearlescent_froglight: #21, 1(0%)
minecraft.used.hay_block: #21, 1(0%)
minecraft.picked_up.melon_slice: #21, 16(0%)
minecraft.crafted.scaffolding: #21, 60(0%)
minecraft.mined.deepslate_brick_stairs: #21, 2(0%)
minecraft.picked_up.baked_potato: #21, 1(0%)
minecraft.mined.crimson_stem: #21, 9(0%)
minecraft.killed.shulker: #21, 1(0%)
minecraft.used.red_carpet: #21, 5(0%)
minecraft.mined.jungle_leaves: #21, 5(0%)
minecraft.mined.prismarine: #21, 1(0%)
minecraft.crafted.red_wool: #21, 1(0%)
minecraft.used.cracked_stone_bricks: #21, 1(0%)
minecraft.picked_up.stone_axe: #22, 1(1%)
minecraft.picked_up.bone: #22, 413(0%)
minecraft.picked_up.flint: #22, 89(0%)
minecraft.used.snowball: #22, 29(0%)
minecraft.used.diamond_leggings: #22, 1(0%)
minecraft.picked_up.iron_leggings: #22, 2(0%)
minecraft.picked_up.iron_boots: #22, 2(0%)
minecraft.picked_up.dark_oak_boat: #22, 2(0%)
minecraft.mined.stone_bricks: #22, 106(0%)
minecraft.mined.lily_of_the_valley: #22, 1(0%)
minecraft.used.glow_berries: #22, 9(0%)
minecraft.used.obsidian: #22, 64(0%)
minecraft.mined.cocoa: #22, 7(0%)
minecraft.picked_up.amethyst_shard: #22, 133(0%)
minecraft.mined.gold_block: #22, 2(0%)
minecraft.crafted.red_carpet: #22, 6(0%)
minecraft.mined.light_gray_terracotta: #22, 5(0%)
minecraft.used.dripstone_block: #22, 2(0%)
minecraft.picked_up.experience_bottle: #22, 1(0%)
minecraft.crafted.firework_rocket: #22, 192(0%)
minecraft.crafted.bone_block: #22, 21(0%)
minecraft.mined.raw_iron_block: #22, 1(0%)
minecraft.crafted.bread: #22, 1(0%)
minecraft.killed.drowned: #22, 35(0%)
minecraft.picked_up.iron_pickaxe: #23, 2(1%)
minecraft.dropped.iron_pickaxe: #23, 1(1%)
minecraft.custom.boat_one_cm: #23, 1931703(0%)
minecraft.used.brewing_stand: #23, 3(1%)
minecraft.mined.cave_vines: #23, 10(0%)
minecraft.custom.bell_ring: #23, 12(0%)
minecraft.mined.netherrack: #23, 5134(0%)
minecraft.used.cooked_porkchop: #23, 55(0%)
minecraft.mined.amethyst_block: #23, 34(0%)
minecraft.used.cooked_beef: #23, 14(0%)
minecraft.picked_up.deepslate_gold_ore: #23, 8(0%)
minecraft.crafted.iron_block: #23, 121(0%)
minecraft.used.iron_ore: #23, 10(0%)
minecraft.mined.podzol: #23, 24(0%)
minecraft.used.red_bed: #23, 1(0%)
minecraft.mined.sea_lantern: #23, 1(0%)
minecraft.picked_up.sea_lantern: #23, 3(0%)
minecraft.picked_up.allium: #23, 1(0%)
minecraft.crafted.cooked_beef: #23, 1(0%)
minecraft.dropped.carrot: #23, 5(0%)
minecraft.picked_up.crimson_stem: #23, 6(0%)
minecraft.used.deepslate_brick_stairs: #23, 2(0%)
minecraft.picked_up.iron_shovel: #24, 2(1%)
minecraft.used.crossbow: #24, 8(1%)
minecraft.custom.time_since_death: #24, 320613(0%)
minecraft.used.dandelion: #24, 1(0%)
minecraft.used.oak_stairs: #24, 6(0%)
minecraft.picked_up.scaffolding: #24, 396(0%)
minecraft.picked_up.cut_copper_stairs: #24, 1(0%)
minecraft.picked_up.emerald_ore: #24, 1(0%)
minecraft.used.sugar_cane: #24, 13(0%)
minecraft.used.stone_bricks: #24, 138(0%)
minecraft.used.pumpkin_pie: #24, 20(0%)
minecraft.dropped.spruce_log: #24, 7(0%)
minecraft.used.scaffolding: #24, 186(0%)
minecraft.mined.nether_wart_block: #24, 24(0%)
minecraft.mined.mossy_stone_bricks: #24, 1(0%)
minecraft.picked_up.mossy_stone_bricks: #24, 1(0%)
minecraft.picked_up.nether_wart_block: #24, 21(0%)
minecraft.mined.scaffolding: #24, 34(0%)
minecraft.mined.amethyst_cluster: #24, 3(0%)
minecraft.mined.gray_carpet: #24, 1(0%)
minecraft.mined.warped_stem: #24, 2(0%)
minecraft.picked_up.raw_iron_block: #24, 1(0%)
minecraft.used.netherite_pickaxe: #24, 2(0%)
minecraft.dropped.iron_shovel: #25, 1(1%)
minecraft.picked_up.potion: #25, 8(0%)
minecraft.mined.fire: #25, 32(0%)
minecraft.dropped.coal: #25, 7(0%)
minecraft.mined.nether_gold_ore: #25, 8(0%)
minecraft.picked_up.snowball: #25, 162(0%)
minecraft.picked_up.lily_of_the_valley: #25, 1(0%)
minecraft.crafted.snow_block: #25, 15(0%)
minecraft.mined.cobblestone: #26, 158(0%)
minecraft.picked_up.golden_leggings: #26, 1(0%)
minecraft.mined.obsidian: #26, 94(0%)
minecraft.used.poppy: #26, 1(0%)
minecraft.killed.sheep: #26, 1(0%)
minecraft.dropped.flint: #26, 6(0%)
minecraft.picked_up.enchanted_book: #26, 1(0%)
minecraft.crafted.blaze_powder: #26, 5(0%)
minecraft.picked_up.furnace: #27, 16(0%)
minecraft.crafted.furnace: #27, 17(0%)
minecraft.mined.furnace: #27, 11(0%)
minecraft.used.iron_sword: #27, 12(0%)
minecraft.killed.magma_cube: #27, 7(0%)
minecraft.picked_up.light_blue_shulker_box: #27, 8(0%)
minecraft.picked_up.terracotta: #27, 71(0%)
minecraft.mined.terracotta: #27, 9(0%)
minecraft.picked_up.gold_nugget: #27, 5(0%)
minecraft.mined.powder_snow: #28, 12(1%)
minecraft.crafted.iron_axe: #28, 1(0%)
minecraft.picked_up.spruce_boat: #28, 1(0%)
minecraft.mined.emerald_ore: #28, 1(0%)
minecraft.used.light_blue_shulker_box: #28, 8(0%)
minecraft.picked_up.salmon: #28, 1(0%)
minecraft.custom.interact_with_furnace: #29, 147(0%)
minecraft.used.furnace: #29, 14(0%)
minecraft.mined.ladder: #29, 1(0%)
minecraft.picked_up.potato: #29, 3(0%)
minecraft.crafted.air: #29, 0(0%)
minecraft.mined.light_blue_shulker_box: #30, 3(0%)
minecraft.crafted.iron_shovel: #31, 1(0%)
minecraft.used.cobblestone: #31, 134(0%)
minecraft.picked_up.carrot: #31, 5(0%)
minecraft.custom.time_since_rest: #57, 3266(0%)
