stat, rank, value, (percentage) 
minecraft.dropped.polished_blackstone_button: #7, 8(1%)
minecraft.mined.spruce_log: #8, 8173(3%)
minecraft.mined.yellow_concrete_powder: #7, 11(1%)
minecraft.used.weeping_vines: #7, 5(1%)
minecraft.picked_up.wither_rose: #7, 23(0%)
minecraft.mined.lightning_rod: #8, 49(5%)
minecraft.picked_up.orange_concrete_powder: #7, 46(1%)
minecraft.crafted.crimson_fence_gate: #7, 8(1%)
minecraft.used.stripped_mangrove_log: #7, 40(0%)
minecraft.picked_up.gray_terracotta: #7, 71(0%)
minecraft.picked_up.disc_fragment_5: #7, 1(0%)
minecraft.custom.horse_one_cm: #8, 2313207(3%)
minecraft.mined.honeycomb_block: #7, 3(0%)
minecraft.picked_up.green_dye: #7, 109(0%)
minecraft.picked_up.waxed_weathered_cut_copper: #7, 1(0%)
minecraft.used.gilded_blackstone: #7, 1(0%)
minecraft.dropped.pitcher_pod: #7, 1(0%)
minecraft.picked_up.dead_fire_coral_block: #7, 1(0%)
minecraft.picked_up.orange_carpet: #7, 3(0%)
minecraft.crafted.painting: #8, 28(4%)
minecraft.mined.lily_of_the_valley: #8, 15(4%)
minecraft.killed.cow: #8, 229(3%)
minecraft.used.polished_andesite: #8, 1521(4%)
minecraft.dropped.diamond_leggings: #8, 7(3%)
minecraft.mined.flower_pot: #8, 9(4%)
minecraft.crafted.light_gray_wool: #8, 320(5%)
minecraft.used.damaged_anvil: #8, 7(4%)
minecraft.picked_up.acacia_button: #8, 3(5%)
minecraft.picked_up.blue_shulker_box: #8, 204(4%)
minecraft.used.birch_sign: #8, 163(3%)
minecraft.crafted.fishing_rod: #8, 8(4%)
minecraft.used.blue_shulker_box: #8, 203(4%)
minecraft.picked_up.shears: #8, 34(3%)
minecraft.picked_up.azalea_leaves: #8, 2603(3%)
minecraft.used.bamboo_raft: #8, 14(6%)
minecraft.mined.blue_shulker_box: #8, 203(4%)
minecraft.crafted.warped_slab: #8, 642(4%)
minecraft.picked_up.spruce_boat: #8, 28(3%)
minecraft.picked_up.peony: #8, 406(3%)
minecraft.used.stone_sword: #8, 169(4%)
minecraft.dropped.iron_block: #8, 321(4%)
minecraft.picked_up.tripwire_hook: #8, 16(4%)
minecraft.used.polished_deepslate_stairs: #8, 445(4%)
minecraft.dropped.lead: #8, 13(3%)
minecraft.used.warped_sign: #8, 63(4%)
minecraft.mined.loom: #8, 9(4%)
minecraft.picked_up.spore_blossom: #8, 20(3%)
minecraft.crafted.smooth_stone_slab: #8, 438(3%)
minecraft.mined.gray_stained_glass: #8, 33(5%)
minecraft.mined.cut_copper_stairs: #8, 21(4%)
minecraft.mined.kelp_plant: #8, 368(3%)
minecraft.picked_up.acacia_sapling: #8, 273(3%)
minecraft.dropped.iron_helmet: #8, 4(4%)
minecraft.picked_up.pearlescent_froglight: #8, 64(3%)
minecraft.crafted.oak_boat: #8, 10(3%)
minecraft.dropped.bucket: #8, 25(3%)
minecraft.used.diamond_axe: #9, 57665(5%)
minecraft.used.glow_lichen: #8, 1046(3%)
minecraft.used.spruce_boat: #8, 20(2%)
minecraft.picked_up.golden_chestplate: #8, 10(3%)
minecraft.picked_up.glow_lichen: #8, 1014(3%)
minecraft.used.snow: #8, 1744(3%)
minecraft.crafted.crafting_table: #9, 131(4%)
minecraft.mined.stone_brick_stairs: #8, 62(3%)
minecraft.used.gray_wool: #8, 475(3%)
minecraft.used.diorite_wall: #8, 142(4%)
minecraft.dropped.shears: #8, 26(2%)
minecraft.picked_up.exposed_copper: #8, 71(3%)
minecraft.broken.fishing_rod: #8, 2(5%)
minecraft.dropped.cobblestone_slab: #8, 62(3%)
minecraft.picked_up.pitcher_plant: #8, 11(4%)
minecraft.picked_up.charcoal: #8, 168(2%)
minecraft.picked_up.dirt: #9, 46931(4%)
minecraft.used.warped_button: #8, 20(3%)
minecraft.picked_up.cobbled_deepslate_slab: #8, 226(2%)
minecraft.crafted.cut_copper: #8, 52(3%)
minecraft.mined.warped_planks: #8, 202(2%)
minecraft.mined.cobblestone_wall: #8, 34(2%)
minecraft.crafted.stick: #9, 14459(4%)
minecraft.mined.crimson_fungus: #8, 36(2%)
minecraft.picked_up.warped_fungus: #8, 192(2%)
minecraft.dropped.acacia_planks: #8, 15(3%)
minecraft.picked_up.arrow: #9, 3575(4%)
minecraft.used.green_wool: #8, 151(3%)
minecraft.mined.dark_oak_button: #8, 5(3%)
minecraft.used.player_head: #9, 142(4%)
minecraft.crafted.cobblestone_slab: #8, 252(2%)
minecraft.picked_up.red_banner: #8, 9(2%)
minecraft.dropped.smooth_stone_slab: #8, 16(3%)
minecraft.crafted.crimson_slab: #8, 660(2%)
minecraft.used.crimson_slab: #8, 629(2%)
minecraft.dropped.nether_bricks: #8, 35(2%)
minecraft.broken.stone_sword: #8, 1(4%)
minecraft.dropped.deepslate_iron_ore: #8, 9(3%)
minecraft.mined.black_banner: #8, 1(5%)
minecraft.crafted.black_wool: #8, 348(2%)
minecraft.used.purple_stained_glass: #8, 341(2%)
minecraft.dropped.chorus_fruit: #8, 46(2%)
minecraft.used.pitcher_pod: #8, 7(3%)
minecraft.used.crying_obsidian: #8, 240(2%)
minecraft.picked_up.music_disc_relic: #8, 1(4%)
minecraft.used.cyan_dye: #8, 10(2%)
minecraft.dropped.spruce_button: #8, 6(2%)
minecraft.used.red_banner: #8, 20(2%)
minecraft.used.tuff: #9, 2041(4%)
minecraft.picked_up.spruce_log: #9, 10325(4%)
minecraft.picked_up.chest: #9, 908(4%)
minecraft.used.mangrove_log: #8, 196(1%)
minecraft.used.lingering_potion: #8, 1(2%)
minecraft.picked_up.iron_sword: #9, 12(5%)
minecraft.dropped.carrot_on_a_stick: #8, 1(3%)
minecraft.used.orange_stained_glass_pane: #8, 18(1%)
minecraft.picked_up.granite: #9, 9114(4%)
minecraft.mined.torchflower: #8, 5(2%)
minecraft.dropped.packed_mud: #8, 7(2%)
minecraft.dropped.leather_chestplate: #8, 7(1%)
minecraft.picked_up.melon_slice: #8, 165(1%)
minecraft.mined.pumpkin_stem: #8, 2(2%)
minecraft.picked_up.end_rod: #9, 185(4%)
minecraft.used.chiseled_bookshelf: #8, 11(1%)
minecraft.used.purple_bed: #8, 10(1%)
minecraft.mined.jungle_stairs: #8, 4(2%)
minecraft.crafted.jungle_trapdoor: #8, 94(1%)
minecraft.used.gray_stained_glass: #8, 266(1%)
minecraft.used.mangrove_boat: #8, 1(2%)
minecraft.crafted.red_bed: #8, 3(1%)
minecraft.used.acacia_sapling: #8, 91(1%)
minecraft.mined.bamboo_block: #8, 6(1%)
minecraft.mined.spruce_slab: #9, 382(4%)
minecraft.crafted.pink_stained_glass_pane: #8, 16(1%)
minecraft.mined.waxed_cut_copper_stairs: #8, 2(1%)
minecraft.picked_up.honey_bottle: #8, 13(1%)
minecraft.picked_up.iron_bars: #9, 279(4%)
minecraft.used.torchflower_seeds: #8, 3(1%)
minecraft.picked_up.acacia_leaves: #8, 106(1%)
minecraft.used.black_stained_glass: #8, 810(1%)
minecraft.dropped.warped_roots: #8, 39(1%)
minecraft.picked_up.waxed_cut_copper: #8, 3(1%)
minecraft.picked_up.beacon: #9, 32(5%)
minecraft.used.purple_stained_glass_pane: #8, 44(1%)
minecraft.crafted.purple_banner: #8, 1(1%)
minecraft.dropped.bamboo_planks: #8, 2(1%)
minecraft.picked_up.blackstone_wall: #8, 6(1%)
minecraft.used.cracked_polished_blackstone_bricks: #8, 43(1%)
minecraft.picked_up.cornflower: #8, 235(0%)
minecraft.crafted.nether_bricks: #8, 162(1%)
minecraft.crafted.spruce_stairs: #9, 780(4%)
minecraft.mined.wheat: #9, 1162(3%)
minecraft.crafted.honeycomb_block: #8, 61(0%)
minecraft.picked_up.purple_candle: #8, 1(1%)
minecraft.dropped.acacia_slab: #8, 1(1%)
minecraft.picked_up.amethyst_block: #9, 1062(4%)
minecraft.picked_up.green_concrete_powder: #8, 49(0%)
minecraft.crafted.nether_brick_fence: #8, 18(1%)
minecraft.picked_up.spruce_wood: #9, 163(5%)
minecraft.picked_up.raw_iron_block: #8, 25(0%)
minecraft.crafted.dried_kelp_block: #8, 16(0%)
minecraft.mined.deepslate_coal_ore: #9, 16(5%)
minecraft.crafted.diamond_axe: #9, 6(3%)
minecraft.picked_up.green_carpet: #8, 16(0%)
minecraft.custom.damage_blocked_by_shield: #9, 10200(4%)
minecraft.used.brewing_stand: #9, 19(4%)
minecraft.broken.iron_shovel: #9, 11(4%)
minecraft.crafted.lectern: #9, 48(4%)
minecraft.mined.spruce_sapling: #9, 28(4%)
minecraft.picked_up.splash_potion: #9, 27(3%)
minecraft.used.painting: #9, 77(4%)
minecraft.picked_up.painting: #9, 60(4%)
minecraft.crafted.ender_eye: #9, 47(3%)
minecraft.mined.polished_blackstone: #9, 89(4%)
minecraft.mined.azalea_leaves: #9, 2405(3%)
minecraft.dropped.orange_terracotta: #9, 33(4%)
minecraft.used.fishing_rod: #9, 123(4%)
minecraft.used.polished_andesite_stairs: #9, 388(3%)
minecraft.dropped.golden_apple: #9, 14(4%)
minecraft.used.acacia_button: #9, 9(4%)
minecraft.mined.azalea: #9, 105(2%)
minecraft.crafted.book: #9, 90(4%)
minecraft.crafted.acacia_planks: #9, 1924(3%)
minecraft.custom.sneak_time: #11, 5563604(4%)
minecraft.mined.acacia_log: #9, 728(3%)
minecraft.dropped.writable_book: #9, 5(4%)
minecraft.picked_up.warped_nylium: #9, 226(3%)
minecraft.used.bone_meal: #9, 7767(2%)
minecraft.picked_up.deepslate_lapis_ore: #9, 69(3%)
minecraft.mined.peony: #9, 8(3%)
minecraft.custom.animals_bred: #9, 417(3%)
minecraft.crafted.birch_sign: #9, 93(2%)
minecraft.killed_by.cave_spider: #9, 1(6%)
minecraft.used.iron_trapdoor: #9, 167(3%)
minecraft.crafted.deepslate_brick_stairs: #9, 58(3%)
minecraft.mined.flowering_azalea: #9, 56(2%)
minecraft.picked_up.glow_ink_sac: #9, 309(2%)
minecraft.crafted.blue_shulker_box: #9, 3(3%)
minecraft.picked_up.birch_planks: #9, 408(2%)
minecraft.crafted.cooked_beef: #9, 163(3%)
minecraft.crafted.ender_chest: #9, 25(2%)
minecraft.dropped.spruce_sapling: #9, 84(3%)
minecraft.crafted.raw_copper_block: #9, 416(3%)
minecraft.mined.sunflower: #9, 12(2%)
minecraft.picked_up.stone_button: #9, 116(2%)
minecraft.picked_up.orange_wool: #9, 109(3%)
minecraft.mined.stone_brick_wall: #9, 19(3%)
minecraft.mined.glow_lichen: #9, 650(2%)
minecraft.used.warped_slab: #9, 340(3%)
minecraft.picked_up.brown_mushroom_block: #9, 1262(3%)
minecraft.used.spore_blossom: #9, 10(3%)
minecraft.picked_up.lily_pad: #9, 19(3%)
minecraft.used.loom: #9, 22(3%)
minecraft.picked_up.nautilus_shell: #9, 10(3%)
minecraft.picked_up.light_gray_stained_glass: #9, 190(3%)
minecraft.crafted.acacia_trapdoor: #9, 332(3%)
minecraft.crafted.jungle_planks: #9, 2448(2%)
minecraft.picked_up.friend_pottery_sherd: #9, 1(5%)
minecraft.crafted.oxidized_cut_copper: #9, 84(3%)
minecraft.picked_up.cartography_table: #9, 7(3%)
minecraft.dropped.bone_meal: #9, 515(2%)
minecraft.picked_up.verdant_froglight: #9, 63(3%)
minecraft.used.light_gray_wool: #9, 780(2%)
minecraft.mined.spruce_fence_gate: #9, 22(2%)
minecraft.picked_up.acacia_sign: #9, 13(3%)
minecraft.picked_up.sniffer_egg: #9, 4(3%)
minecraft.dropped.rose_bush: #9, 29(3%)
minecraft.picked_up.brown_terracotta: #9, 2025(2%)
minecraft.used.weathered_copper: #9, 27(2%)
minecraft.picked_up.cut_copper: #9, 18(2%)
minecraft.mined.lily_pad: #9, 10(3%)
minecraft.broken.stone_pickaxe: #9, 2(3%)
minecraft.crafted.smooth_quartz_stairs: #9, 96(3%)
minecraft.picked_up.ochre_froglight: #9, 64(2%)
minecraft.dropped.gray_carpet: #9, 29(3%)
minecraft.broken.iron_sword: #9, 1(4%)
minecraft.crafted.spruce_slab: #10, 3468(5%)
minecraft.mined.coal_ore: #10, 5443(4%)
minecraft.picked_up.firework_rocket: #9, 6169(1%)
minecraft.picked_up.milk_bucket: #9, 2(3%)
minecraft.crafted.purple_dye: #9, 552(2%)
minecraft.broken.shield: #9, 1(4%)
minecraft.picked_up.green_candle: #9, 2(3%)
minecraft.used.bee_nest: #9, 13(2%)
minecraft.picked_up.purpur_pillar: #9, 33(2%)
minecraft.crafted.quartz_stairs: #9, 24(2%)
minecraft.mined.warped_stairs: #9, 21(2%)
minecraft.mined.brown_terracotta: #9, 1633(2%)
minecraft.crafted.black_shulker_box: #9, 6(2%)
minecraft.crafted.cauldron: #9, 72(1%)
minecraft.mined.spruce_pressure_plate: #9, 2(2%)
minecraft.used.smooth_basalt: #9, 335(2%)
minecraft.used.diamond_shovel: #10, 157360(4%)
minecraft.crafted.jukebox: #9, 6(1%)
minecraft.picked_up.tropical_fish: #9, 76(1%)
minecraft.picked_up.lever: #10, 207(4%)
minecraft.picked_up.light_blue_wool: #9, 112(1%)
minecraft.crafted.smooth_quartz_slab: #9, 150(2%)
minecraft.dropped.bamboo: #9, 420(1%)
minecraft.used.andesite_wall: #9, 253(2%)
minecraft.mined.acacia_wall_sign: #9, 3(2%)
minecraft.crafted.red_terracotta: #9, 744(1%)
minecraft.mined.red_wall_banner: #9, 5(2%)
minecraft.dropped.crimson_fungus: #9, 4(2%)
minecraft.used.stripped_oak_wood: #9, 37(2%)
minecraft.used.experience_bottle: #9, 418(1%)
minecraft.picked_up.blue_wool: #9, 74(2%)
minecraft.picked_up.gravel: #10, 18620(4%)
minecraft.used.cobweb: #9, 26(2%)
minecraft.dropped.glowstone_dust: #9, 76(1%)
minecraft.mined.lime_stained_glass: #9, 48(2%)
minecraft.used.bell: #9, 6(2%)
minecraft.picked_up.crying_obsidian: #9, 80(1%)
minecraft.dropped.feather: #9, 47(1%)
minecraft.crafted.crimson_hyphae: #9, 81(2%)
minecraft.crafted.white_dye: #10, 4478(4%)
minecraft.dropped.soul_soil: #9, 44(1%)
minecraft.used.chest: #10, 1437(3%)
minecraft.crafted.soul_campfire: #9, 20(2%)
minecraft.crafted.barrel: #10, 325(4%)
minecraft.used.polished_blackstone_slab: #9, 163(1%)
minecraft.dropped.deepslate_gold_ore: #9, 6(2%)
minecraft.picked_up.polished_blackstone_bricks: #9, 500(1%)
minecraft.dropped.white_bed: #9, 2(1%)
minecraft.picked_up.horn_coral: #9, 4(1%)
minecraft.used.warped_hyphae: #9, 97(1%)
minecraft.used.gray_stained_glass_pane: #9, 34(1%)
minecraft.picked_up.hanging_roots: #9, 32(1%)
minecraft.picked_up.torchflower: #9, 5(1%)
minecraft.dropped.deepslate_bricks: #9, 28(1%)
minecraft.used.mud_brick_slab: #9, 45(1%)
minecraft.crafted.andesite: #9, 380(1%)
minecraft.crafted.purple_stained_glass_pane: #9, 48(1%)
minecraft.used.polished_diorite_stairs: #9, 14(1%)
minecraft.mined.stone: #10, 166353(3%)
minecraft.picked_up.leather_horse_armor: #9, 1(1%)
minecraft.crafted.red_banner: #9, 18(1%)
minecraft.mined.diorite_stairs: #9, 1(1%)
minecraft.mined.soul_campfire: #9, 1(1%)
minecraft.picked_up.lime_dye: #9, 26(1%)
minecraft.picked_up.copper_ingot: #9, 232(0%)
minecraft.used.porkchop: #9, 1(1%)
minecraft.used.ancient_debris: #9, 2(1%)
minecraft.mined.red_candle: #9, 1(1%)
minecraft.used.blackstone_wall: #9, 27(1%)
minecraft.picked_up.bamboo_block: #9, 6(1%)
minecraft.picked_up.furnace: #10, 110(3%)
minecraft.crafted.blue_carpet: #9, 12(1%)
minecraft.dropped.white_banner: #9, 28(0%)
minecraft.picked_up.polished_blackstone_brick_stairs: #9, 23(0%)
minecraft.used.granite_wall: #9, 16(1%)
minecraft.mined.grass_block: #10, 27983(3%)
minecraft.used.red_mushroom: #9, 25(0%)
minecraft.used.nether_brick_fence: #9, 18(1%)
minecraft.crafted.melon_seeds: #9, 2(1%)
minecraft.mined.brick_slab: #9, 5(0%)
minecraft.dropped.compass: #10, 112(4%)
minecraft.crafted.light_gray_dye: #10, 1252(4%)
minecraft.used.crimson_fungus: #9, 16(0%)
minecraft.used.chiseled_deepslate: #9, 8(0%)
minecraft.used.bamboo_block: #9, 14(0%)
minecraft.used.tropical_fish: #9, 1(0%)
minecraft.crafted.filled_map: #9, 48(0%)
minecraft.mined.polished_blackstone_brick_slab: #9, 2(0%)
minecraft.picked_up.brown_candle: #9, 1(0%)
minecraft.dropped.end_stone: #9, 3(0%)
minecraft.dropped.deepslate_brick_wall: #9, 3(0%)
minecraft.mined.jungle_planks: #9, 15(0%)
minecraft.dropped.birch_slab: #9, 2(0%)
minecraft.used.gray_terracotta: #9, 68(0%)
minecraft.picked_up.scaffolding: #10, 9029(4%)
minecraft.dropped.cactus: #9, 26(0%)
minecraft.used.cracked_deepslate_bricks: #9, 18(0%)
minecraft.used.green_candle: #9, 1(0%)
minecraft.picked_up.blue_carpet: #9, 2(0%)
minecraft.mined.prismarine_brick_slab: #9, 2(0%)
minecraft.mined.polished_andesite_stairs: #10, 78(4%)
minecraft.picked_up.basalt: #10, 7690(3%)
minecraft.killed.glow_squid: #10, 58(4%)
minecraft.mined.nether_quartz_ore: #10, 2008(3%)
minecraft.used.water_bucket: #10, 2321(3%)
minecraft.picked_up.bone: #10, 2329(3%)
minecraft.custom.talked_to_villager: #10, 2434(3%)
minecraft.used.spruce_planks: #10, 1985(3%)
minecraft.picked_up.red_terracotta: #10, 1400(3%)
minecraft.mined.damaged_anvil: #10, 7(4%)
minecraft.mined.grindstone: #10, 17(3%)
minecraft.picked_up.leather: #10, 582(3%)
minecraft.crafted.oak_hanging_sign: #10, 6(7%)
minecraft.mined.anvil: #10, 35(3%)
minecraft.picked_up.yellow_shulker_box: #10, 153(3%)
minecraft.mined.flowering_azalea_leaves: #10, 831(3%)
minecraft.mined.campfire: #10, 30(3%)
minecraft.picked_up.wooden_pickaxe: #10, 2(4%)
minecraft.mined.yellow_shulker_box: #10, 147(3%)
minecraft.used.soul_lantern: #10, 79(3%)
minecraft.mined.lilac: #10, 16(3%)
minecraft.used.yellow_shulker_box: #10, 145(3%)
minecraft.used.pumpkin_pie: #10, 646(2%)
minecraft.custom.crouch_one_cm: #11, 24415549(3%)
minecraft.picked_up.stripped_crimson_stem: #10, 97(3%)
minecraft.mined.azure_bluet: #10, 21(2%)
minecraft.crafted.iron_trapdoor: #10, 179(3%)
minecraft.picked_up.terracotta: #10, 5412(2%)
minecraft.crafted.gray_shulker_box: #10, 7(3%)
minecraft.dropped.magma_cream: #10, 18(4%)
minecraft.picked_up.warped_sign: #10, 18(3%)
minecraft.crafted.diamond_hoe: #10, 3(3%)
minecraft.mined.basalt: #10, 7175(2%)
minecraft.mined.brewing_stand: #10, 11(3%)
minecraft.dropped.kelp: #10, 276(3%)
minecraft.used.leather_chestplate: #10, 2(4%)
minecraft.crafted.iron_door: #10, 15(2%)
minecraft.picked_up.polished_deepslate_wall: #10, 94(3%)
minecraft.crafted.yellow_shulker_box: #10, 7(3%)
minecraft.dropped.hopper: #10, 30(3%)
minecraft.used.campfire: #10, 70(2%)
minecraft.picked_up.acacia_trapdoor: #10, 56(3%)
minecraft.picked_up.golden_apple: #10, 20(2%)
minecraft.used.crimson_stem: #10, 783(2%)
minecraft.used.birch_fence: #10, 123(2%)
minecraft.used.end_rod: #10, 122(2%)
minecraft.used.red_wool: #10, 232(2%)
minecraft.picked_up.wooden_hoe: #10, 3(4%)
minecraft.killed.cave_spider: #10, 1829(2%)
minecraft.killed_by.ender_dragon: #10, 1(5%)
minecraft.used.firework_rocket: #11, 28840(3%)
minecraft.picked_up.mossy_cobblestone: #10, 185(2%)
minecraft.dropped.stick: #10, 1278(1%)
minecraft.custom.pig_one_cm: #10, 63546(3%)
minecraft.crafted.gray_stained_glass_pane: #10, 96(3%)
minecraft.crafted.red_shulker_box: #10, 11(2%)
minecraft.picked_up.warped_trapdoor: #10, 29(2%)
minecraft.used.cod: #10, 3(4%)
minecraft.used.potion: #10, 114(1%)
minecraft.mined.soul_lantern: #10, 12(2%)
minecraft.picked_up.melon_seeds: #10, 9(2%)
minecraft.picked_up.red_mushroom_block: #10, 952(2%)
minecraft.mined.polished_deepslate_stairs: #10, 40(2%)
minecraft.picked_up.warped_fence: #10, 17(2%)
minecraft.broken.diamond_shovel: #10, 2(3%)
minecraft.picked_up.leather_chestplate: #10, 10(2%)
minecraft.mined.smooth_stone: #10, 111(2%)
minecraft.used.deepslate_brick_slab: #10, 421(2%)
minecraft.picked_up.black_bed: #10, 16(2%)
minecraft.picked_up.white_banner: #10, 74(1%)
minecraft.used.black_bed: #10, 18(2%)
minecraft.crafted.stonecutter: #10, 17(1%)
minecraft.mined.warped_wall_sign: #10, 6(2%)
minecraft.mined.stone_bricks: #10, 538(1%)
minecraft.dropped.red_bed: #10, 1(3%)
minecraft.custom.interact_with_anvil: #11, 459(3%)
minecraft.crafted.orange_dye: #10, 434(1%)
minecraft.mined.black_bed: #10, 14(2%)
minecraft.crafted.brush: #10, 2(2%)
minecraft.mined.chest: #11, 691(4%)
minecraft.picked_up.dandelion: #10, 337(1%)
minecraft.crafted.warped_button: #10, 18(2%)
minecraft.mined.dark_oak_wood: #10, 12(2%)
minecraft.mined.birch_planks: #10, 160(1%)
minecraft.crafted.lime_dye: #10, 455(1%)
minecraft.mined.bamboo_planks: #10, 1(2%)
minecraft.used.blue_wool: #10, 45(2%)
minecraft.crafted.acacia_slab: #10, 36(1%)
minecraft.used.deepslate_copper_ore: #10, 14(1%)
minecraft.mined.diamond_block: #10, 34(1%)
minecraft.dropped.powered_rail: #10, 15(1%)
minecraft.mined.black_stained_glass: #10, 55(1%)
minecraft.picked_up.cactus: #10, 1085(1%)
minecraft.used.dragon_head: #10, 1(2%)
minecraft.crafted.warped_hyphae: #10, 99(1%)
minecraft.dropped.sugar_cane: #10, 92(1%)
minecraft.used.barrel: #11, 356(4%)
minecraft.crafted.blast_furnace: #10, 9(1%)
minecraft.mined.mangrove_door: #10, 1(2%)
minecraft.mined.acacia_sapling: #10, 7(2%)
minecraft.used.warped_nylium: #10, 36(1%)
minecraft.dropped.cooked_mutton: #10, 1(2%)
minecraft.dropped.charcoal: #10, 8(1%)
minecraft.mined.purple_stained_glass_pane: #10, 6(2%)
minecraft.mined.polished_diorite_stairs: #10, 2(2%)
minecraft.dropped.mangrove_planks: #10, 4(1%)
minecraft.picked_up.mangrove_door: #10, 1(1%)
minecraft.picked_up.cobblestone_slab: #10, 87(1%)
minecraft.mined.dirt_path: #11, 272(4%)
minecraft.used.red_candle: #10, 14(1%)
minecraft.used.acacia_slab: #10, 12(1%)
minecraft.used.cut_copper: #10, 34(1%)
minecraft.used.blackstone: #10, 685(1%)
minecraft.mined.acacia_leaves: #10, 213(1%)
minecraft.mined.sandstone: #11, 12161(5%)
minecraft.picked_up.blue_terracotta: #10, 43(1%)
minecraft.mined.polished_diorite: #10, 19(1%)
minecraft.dropped.sticky_piston: #10, 6(1%)
minecraft.picked_up.player_head: #11, 844(3%)
minecraft.mined.fire_coral: #10, 3(1%)
minecraft.mined.prismarine: #10, 36(0%)
minecraft.mined.light_blue_stained_glass_pane: #10, 7(1%)
minecraft.crafted.pumpkin_seeds: #10, 8(1%)
minecraft.mined.acacia_slab: #10, 2(1%)
minecraft.dropped.yellow_wool: #10, 8(1%)
minecraft.crafted.crimson_fence: #10, 12(0%)
minecraft.mined.melon: #10, 17(0%)
minecraft.crafted.compass: #10, 61(0%)
minecraft.mined.polished_blackstone_wall: #10, 4(0%)
minecraft.used.light_blue_terracotta: #10, 58(0%)
minecraft.picked_up.wheat: #11, 1735(3%)
minecraft.picked_up.yellow_concrete_powder: #10, 22(0%)
minecraft.custom.open_shulker_box: #12, 48370(4%)
minecraft.dropped.mangrove_propagule: #10, 1(0%)
minecraft.mined.mangrove_wood: #10, 1(0%)
minecraft.picked_up.shroomlight: #11, 232(4%)
minecraft.mined.gray_stained_glass_pane: #10, 1(0%)
minecraft.crafted.stone_pickaxe: #11, 7(4%)
minecraft.picked_up.cracked_deepslate_tiles: #10, 1(0%)
minecraft.dropped.nether_brick: #10, 3(0%)
minecraft.mined.raw_iron_block: #10, 9(0%)
minecraft.crafted.honey_block: #10, 39(0%)
minecraft.picked_up.dried_kelp: #10, 5(0%)
minecraft.used.crimson_roots: #10, 1(0%)
minecraft.crafted.diamond: #11, 1224(3%)
minecraft.mined.warped_hyphae: #10, 1(0%)
minecraft.dropped.dragon_egg: #10, 1(0%)
minecraft.dropped.melon_slice: #10, 3(0%)
minecraft.crafted.orange_carpet: #10, 3(0%)
minecraft.used.magenta_glazed_terracotta: #10, 1(0%)
minecraft.used.beacon: #11, 31(4%)
minecraft.mined.spruce_stairs: #11, 135(3%)
minecraft.picked_up.andesite: #11, 8379(3%)
minecraft.used.diorite: #11, 691(3%)
minecraft.picked_up.diamond_helmet: #11, 13(3%)
minecraft.custom.bell_ring: #11, 93(3%)
minecraft.used.bucket: #11, 2978(2%)
minecraft.crafted.wooden_pickaxe: #11, 2(3%)
minecraft.crafted.shield: #11, 10(4%)
minecraft.mined.furnace: #11, 77(3%)
minecraft.dropped.ender_pearl: #11, 7798(2%)
minecraft.custom.interact_with_beacon: #11, 33(3%)
minecraft.used.brown_mushroom_block: #11, 212(4%)
minecraft.picked_up.rotten_flesh: #11, 1889(2%)
minecraft.picked_up.egg: #11, 789(2%)
minecraft.picked_up.nether_wart_block: #11, 1407(3%)
minecraft.mined.scaffolding: #11, 2847(3%)
minecraft.picked_up.sunflower: #11, 558(3%)
minecraft.picked_up.magma_cream: #11, 132(3%)
minecraft.picked_up.potion: #11, 80(2%)
minecraft.killed.salmon: #11, 44(3%)
minecraft.used.scaffolding: #11, 6459(3%)
minecraft.custom.sleep_in_bed: #12, 1486(4%)
minecraft.picked_up.brewing_stand: #11, 13(3%)
minecraft.picked_up.spruce_sapling: #11, 557(2%)
minecraft.picked_up.chainmail_boots: #11, 4(3%)
minecraft.custom.traded_with_villager: #11, 16600(3%)
minecraft.crafted.moss_carpet: #11, 261(3%)
minecraft.custom.fall_one_cm: #12, 8024382(3%)
minecraft.used.spruce_sapling: #11, 461(2%)
minecraft.custom.open_barrel: #12, 6032(4%)
minecraft.mined.cactus: #11, 56(2%)
minecraft.crafted.cobbled_deepslate_slab: #11, 258(2%)
minecraft.picked_up.dragon_head: #11, 5(3%)
minecraft.picked_up.red_concrete: #11, 433(2%)
minecraft.crafted.spruce_fence_gate: #11, 61(2%)
minecraft.mined.exposed_copper: #11, 53(2%)
minecraft.custom.aviate_one_cm: #12, 766533262(3%)
minecraft.picked_up.weathered_copper: #11, 75(2%)
minecraft.used.tripwire_hook: #11, 13(2%)
minecraft.picked_up.piston: #11, 173(2%)
minecraft.picked_up.sea_pickle: #11, 162(2%)
minecraft.picked_up.red_dye: #11, 72(2%)
minecraft.dropped.oak_boat: #11, 3(3%)
minecraft.picked_up.golden_helmet: #11, 8(2%)
minecraft.picked_up.campfire: #11, 31(2%)
minecraft.crafted.mangrove_trapdoor: #11, 68(2%)
minecraft.custom.eat_cake_slice: #11, 4(2%)
minecraft.mined.weathered_copper: #11, 58(2%)
minecraft.picked_up.andesite_slab: #11, 25(2%)
minecraft.used.mangrove_trapdoor: #11, 56(2%)
minecraft.crafted.acacia_button: #11, 7(2%)
minecraft.mined.light_blue_shulker_box: #11, 183(1%)
minecraft.used.light_blue_shulker_box: #11, 183(1%)
minecraft.mined.magenta_stained_glass: #11, 9(2%)
minecraft.picked_up.light_blue_shulker_box: #11, 183(1%)
minecraft.used.redstone_ore: #11, 6(2%)
