stat, rank, value, (percentage) 
minecraft.used.blue_concrete_powder: #7, 197(8%)
minecraft.used.jukebox: #7, 46(5%)
minecraft.dropped.mangrove_planks: #6, 8(3%)
minecraft.picked_up.mossy_stone_brick_wall: #6, 6(4%)
minecraft.crafted.orange_stained_glass_pane: #6, 48(3%)
minecraft.used.purple_concrete: #6, 206(3%)
minecraft.mined.suspicious_sand: #6, 5(4%)
minecraft.mined.prismarine_bricks: #6, 110(1%)
minecraft.dropped.sponge: #6, 16(4%)
minecraft.crafted.stone_brick_stairs: #6, 94(2%)
minecraft.mined.stripped_jungle_log: #6, 68(2%)
minecraft.crafted.sandstone_slab: #6, 136(3%)
minecraft.used.crimson_fungus: #6, 101(2%)
minecraft.mined.mangrove_wood: #6, 9(3%)
minecraft.dropped.emerald_ore: #6, 2(3%)
minecraft.used.bamboo_block: #6, 99(2%)
minecraft.crafted.birch_fence_gate: #6, 20(2%)
minecraft.picked_up.cherry_boat: #6, 3(3%)
minecraft.used.brown_mushroom: #6, 80(1%)
minecraft.mined.magenta_concrete: #6, 23(2%)
minecraft.picked_up.anvil: #7, 103(5%)
minecraft.crafted.brown_banner: #6, 2(3%)
minecraft.picked_up.netherite_pickaxe: #7, 38(4%)
minecraft.picked_up.diorite_stairs: #6, 5(2%)
minecraft.used.twisting_vines: #6, 17(2%)
minecraft.picked_up.cobbled_deepslate_stairs: #7, 88(5%)
minecraft.mined.mossy_stone_brick_stairs: #6, 2(2%)
minecraft.mined.end_rod: #7, 116(4%)
minecraft.picked_up.stripped_jungle_log: #6, 68(1%)
minecraft.crafted.acacia_planks: #7, 3152(5%)
minecraft.used.bamboo_trapdoor: #6, 20(2%)
minecraft.picked_up.purpur_stairs: #6, 17(1%)
minecraft.used.red_sandstone_wall: #6, 11(3%)
minecraft.dropped.hay_block: #6, 15(2%)
minecraft.dropped.cherry_planks: #6, 3(3%)
minecraft.used.music_disc_chirp: #6, 2(3%)
minecraft.picked_up.hopper_minecart: #6, 54(1%)
minecraft.mined.dead_bush: #7, 223(5%)
minecraft.mined.cut_copper: #7, 39(6%)
minecraft.picked_up.bamboo_block: #6, 13(2%)
minecraft.picked_up.cut_copper: #7, 47(6%)
minecraft.picked_up.disc_fragment_5: #6, 6(3%)
minecraft.picked_up.polished_diorite_slab: #6, 7(2%)
minecraft.dropped.white_bed: #6, 2(1%)
minecraft.mined.deepslate_emerald_ore: #6, 1(2%)
minecraft.dropped.pink_petals: #6, 6(2%)
minecraft.mined.budding_amethyst: #7, 21(5%)
minecraft.used.stripped_jungle_log: #6, 47(2%)
minecraft.mined.deepslate_copper_ore: #7, 146(5%)
minecraft.picked_up.jukebox: #7, 28(5%)
minecraft.picked_up.magenta_concrete: #6, 19(1%)
minecraft.crafted.red_sandstone_wall: #6, 6(3%)
minecraft.used.cherry_boat: #6, 3(3%)
minecraft.used.birch_trapdoor: #7, 115(6%)
minecraft.picked_up.deepslate_emerald_ore: #6, 1(2%)
minecraft.crafted.bamboo_trapdoor: #6, 14(2%)
minecraft.mined.purple_wool: #6, 10(1%)
minecraft.picked_up.furnace_minecart: #6, 2(2%)
minecraft.dropped.light_blue_stained_glass_pane: #6, 3(2%)
minecraft.used.mangrove_boat: #6, 1(2%)
minecraft.mined.warped_hyphae: #6, 27(1%)
minecraft.crafted.blue_carpet: #6, 21(1%)
minecraft.used.snow_block: #7, 6754(4%)
minecraft.crafted.dark_oak_planks: #7, 13156(4%)
minecraft.used.mangrove_fence_gate: #6, 2(2%)
minecraft.picked_up.brick_wall: #6, 3(2%)
minecraft.mined.brick_wall: #6, 3(2%)
minecraft.crafted.sticky_piston: #7, 636(5%)
minecraft.mined.jukebox: #7, 28(5%)
minecraft.crafted.candle: #6, 293(1%)
minecraft.picked_up.music_disc_ward: #6, 1(2%)
minecraft.used.netherite_helmet: #6, 4(1%)
minecraft.used.dark_prismarine_stairs: #6, 38(1%)
minecraft.crafted.light_blue_wool: #6, 61(1%)
minecraft.crafted.blackstone_slab: #6, 14(1%)
minecraft.mined.stone_button: #7, 37(5%)
minecraft.picked_up.light_blue_bed: #6, 2(2%)
minecraft.picked_up.leather_horse_armor: #6, 1(1%)
minecraft.used.white_dye: #7, 86(5%)
minecraft.mined.jungle_planks: #6, 56(1%)
minecraft.crafted.acacia_door: #6, 3(1%)
minecraft.used.stripped_crimson_hyphae: #6, 19(1%)
minecraft.crafted.jungle_button: #6, 4(1%)
minecraft.crafted.polished_granite_stairs: #6, 4(1%)
minecraft.picked_up.wither_rose: #6, 38(1%)
minecraft.mined.mossy_cobblestone_wall: #6, 1(1%)
minecraft.picked_up.warped_hyphae: #6, 25(1%)
minecraft.dropped.mushroom_stew: #6, 1(1%)
minecraft.dropped.deepslate_lapis_ore: #6, 1(1%)
minecraft.dropped.deepslate_brick_slab: #6, 7(1%)
minecraft.used.smooth_quartz_stairs: #7, 411(4%)
minecraft.used.piston: #7, 659(4%)
minecraft.picked_up.polished_blackstone_brick_slab: #6, 14(1%)
minecraft.mined.crimson_stem: #7, 1201(4%)
minecraft.crafted.magenta_wool: #6, 6(1%)
minecraft.used.golden_hoe: #6, 6(1%)
minecraft.dropped.glowstone_dust: #7, 320(6%)
minecraft.used.cracked_deepslate_bricks: #6, 60(1%)
minecraft.picked_up.ender_pearl: #8, 20393(5%)
minecraft.used.redstone_ore: #7, 19(6%)
minecraft.custom.inspect_dispenser: #7, 1115(3%)
minecraft.used.damaged_anvil: #7, 8(5%)
minecraft.used.golden_shovel: #6, 4(1%)
minecraft.dropped.lightning_rod: #6, 1(1%)
minecraft.killed.magma_cube: #7, 456(4%)
minecraft.crafted.cracked_polished_blackstone_bricks: #6, 13(0%)
minecraft.mined.gold_ore: #7, 260(4%)
minecraft.crafted.tnt: #7, 5821(4%)
minecraft.picked_up.oak_planks: #7, 624(3%)
minecraft.dropped.dark_oak_stairs: #6, 4(0%)
minecraft.dropped.nether_brick_stairs: #6, 1(0%)
minecraft.crafted.smooth_red_sandstone_slab: #6, 2(0%)
minecraft.dropped.granite_slab: #6, 1(0%)
minecraft.crafted.lodestone: #6, 1(0%)
minecraft.mined.dead_tube_coral_fan: #6, 1(0%)
minecraft.crafted.firework_star: #6, 241(0%)
minecraft.used.sculk_catalyst: #6, 17(0%)
minecraft.picked_up.quartz_bricks: #7, 30(4%)
minecraft.used.bamboo: #7, 382(4%)
minecraft.used.baked_potato: #7, 253(4%)
minecraft.crafted.orange_glazed_terracotta: #6, 1(0%)
minecraft.mined.kelp: #7, 236(4%)
minecraft.mined.dead_tube_coral_block: #6, 1(0%)
minecraft.dropped.magenta_glazed_terracotta: #6, 1(0%)
minecraft.mined.dead_horn_coral_block: #6, 1(0%)
minecraft.crafted.magenta_glazed_terracotta: #6, 1(0%)
minecraft.mined.prismarine_brick_slab: #6, 4(0%)
minecraft.crafted.pink_glazed_terracotta: #6, 1(0%)
minecraft.picked_up.dead_fire_coral_block: #6, 1(0%)
minecraft.picked_up.dead_horn_coral_block: #6, 1(0%)
minecraft.crafted.light_gray_glazed_terracotta: #6, 1(0%)
minecraft.crafted.waxed_oxidized_copper: #6, 1(0%)
minecraft.picked_up.soul_sand: #7, 2099(4%)
minecraft.picked_up.snow_block: #7, 3239(3%)
minecraft.custom.raid_win: #6, 1(0%)
minecraft.mined.mangrove_slab: #7, 50(5%)
minecraft.picked_up.white_stained_glass_pane: #7, 94(5%)
minecraft.custom.interact_with_lectern: #7, 256(2%)
minecraft.mined.end_stone_bricks: #7, 109(5%)
minecraft.crafted.gray_shulker_box: #7, 10(4%)
minecraft.mined.soul_sand: #7, 1724(4%)
minecraft.killed.ghast: #7, 50(4%)
minecraft.dropped.iron_ore: #7, 115(4%)
minecraft.picked_up.dead_bush: #7, 193(5%)
minecraft.crafted.lime_shulker_box: #7, 8(5%)
minecraft.picked_up.crossbow: #7, 61(4%)
minecraft.mined.oak_pressure_plate: #7, 2(6%)
minecraft.picked_up.netherite_shovel: #7, 16(5%)
minecraft.mined.white_stained_glass: #7, 330(4%)
minecraft.picked_up.packed_ice: #7, 8380(3%)
minecraft.crafted.coarse_dirt: #7, 1452(3%)
minecraft.mined.birch_fence_gate: #7, 10(6%)
minecraft.mined.oak_leaves: #7, 3738(3%)
minecraft.mined.polished_granite_slab: #7, 73(5%)
minecraft.mined.packed_ice: #7, 8354(3%)
minecraft.used.mangrove_door: #7, 8(7%)
minecraft.crafted.glow_item_frame: #7, 64(4%)
minecraft.crafted.furnace: #8, 218(5%)
minecraft.picked_up.dark_oak_boat: #7, 25(4%)
minecraft.mined.acacia_log: #7, 817(3%)
minecraft.picked_up.birch_planks: #7, 520(2%)
minecraft.used.stone_brick_stairs: #7, 316(3%)
minecraft.crafted.purple_stained_glass: #7, 1272(5%)
minecraft.dropped.end_rod: #7, 32(6%)
minecraft.picked_up.warped_sign: #7, 22(4%)
minecraft.custom.sneak_time: #9, 5700237(4%)
minecraft.mined.sculk_shrieker: #7, 50(4%)
minecraft.crafted.birch_stairs: #7, 108(4%)
minecraft.used.coarse_dirt: #7, 1321(3%)
minecraft.killed.phantom: #7, 28(3%)
minecraft.used.big_dripleaf: #7, 32(4%)
minecraft.mined.brown_mushroom: #7, 135(3%)
minecraft.picked_up.red_stained_glass_pane: #7, 43(5%)
minecraft.used.oak_pressure_plate: #7, 4(5%)
minecraft.picked_up.glass_pane: #7, 95(3%)
minecraft.mined.deepslate_lapis_ore: #8, 322(5%)
minecraft.crafted.note_block: #7, 146(3%)
minecraft.used.green_glazed_terracotta: #7, 24(7%)
minecraft.mined.dark_oak_planks: #8, 465(6%)
minecraft.picked_up.mangrove_door: #7, 4(6%)
minecraft.used.azalea: #7, 139(3%)
minecraft.picked_up.wheat_seeds: #8, 13665(5%)
minecraft.mined.mangrove_roots: #7, 607(3%)
minecraft.mined.mud_brick_slab: #7, 36(4%)
minecraft.mined.cauldron: #7, 12(3%)
minecraft.dropped.netherite_leggings: #7, 2(4%)
minecraft.picked_up.polished_granite_slab: #7, 81(3%)
minecraft.used.magenta_shulker_box: #7, 83(3%)
minecraft.used.note_block: #7, 121(2%)
minecraft.mined.large_amethyst_bud: #7, 48(3%)
minecraft.picked_up.nether_bricks: #7, 595(2%)
minecraft.mined.deepslate_gold_ore: #8, 888(5%)
minecraft.picked_up.milk_bucket: #7, 3(4%)
minecraft.used.suspicious_stew: #7, 6(3%)
minecraft.crafted.purple_shulker_box: #7, 4(3%)
minecraft.mined.cobbled_deepslate_stairs: #7, 24(3%)
minecraft.dropped.gravel: #7, 1406(2%)
minecraft.used.mossy_stone_brick_wall: #7, 32(6%)
minecraft.picked_up.fishing_rod: #7, 4(4%)
minecraft.mined.warped_planks: #7, 251(3%)
minecraft.mined.deepslate_tile_stairs: #7, 55(3%)
minecraft.mined.redstone_block: #7, 366(2%)
minecraft.picked_up.polished_blackstone_wall: #7, 72(4%)
minecraft.picked_up.crimson_stairs: #7, 24(4%)
minecraft.used.oxidized_cut_copper_stairs: #7, 152(3%)
minecraft.crafted.green_shulker_box: #7, 7(2%)
minecraft.crafted.sandstone: #7, 1031(3%)
minecraft.used.polished_blackstone: #7, 764(2%)
minecraft.mined.green_wool: #7, 45(3%)
minecraft.used.slime_block: #7, 532(2%)
minecraft.used.crimson_slab: #7, 819(2%)
minecraft.used.sandstone_slab: #7, 341(5%)
minecraft.dropped.gold_ore: #7, 5(4%)
minecraft.used.carved_pumpkin: #8, 38(5%)
minecraft.killed.enderman: #8, 44558(5%)
minecraft.killed_by.piglin: #7, 1(4%)
minecraft.picked_up.polished_andesite_slab: #7, 130(2%)
minecraft.used.mangrove_trapdoor: #7, 79(2%)
minecraft.crafted.magenta_shulker_box: #7, 2(3%)
minecraft.picked_up.leather: #8, 1070(5%)
minecraft.used.iron_ore: #8, 642(6%)
minecraft.picked_up.orange_stained_glass_pane: #7, 15(4%)
minecraft.crafted.white_dye: #8, 5449(5%)
minecraft.used.orange_dye: #7, 9(3%)
minecraft.picked_up.chest_minecart: #7, 2(4%)
minecraft.used.warped_wart_block: #7, 410(2%)
minecraft.mined.gravel: #8, 21246(4%)
minecraft.used.oxidized_cut_copper: #7, 72(3%)
minecraft.picked_up.rabbit_foot: #7, 2(4%)
minecraft.used.fern: #7, 54(3%)
minecraft.crafted.bamboo_block: #7, 417(2%)
minecraft.mined.soul_fire: #7, 22(3%)
minecraft.used.jungle_fence_gate: #7, 14(4%)
minecraft.crafted.jungle_fence_gate: #7, 15(3%)
minecraft.mined.lime_stained_glass: #7, 85(3%)
minecraft.crafted.light_blue_concrete_powder: #7, 208(3%)
minecraft.mined.slime_block: #7, 282(2%)
minecraft.used.dark_oak_boat: #7, 12(2%)
minecraft.used.cyan_concrete: #7, 329(2%)
minecraft.picked_up.sculk_shrieker: #7, 29(2%)
minecraft.used.anvil: #8, 170(5%)
minecraft.used.brown_terracotta: #7, 423(2%)
minecraft.custom.open_shulker_box: #9, 57210(5%)
minecraft.used.acacia_slab: #7, 35(3%)
minecraft.dropped.stone_bricks: #7, 112(2%)
minecraft.dropped.yellow_shulker_box: #7, 1(4%)
minecraft.dropped.rabbit_hide: #7, 2(3%)
minecraft.dropped.red_sand: #7, 12(3%)
minecraft.mined.nether_sprouts: #7, 72(2%)
minecraft.mined.piston_head: #7, 9(2%)
minecraft.dropped.chicken: #7, 440(2%)
minecraft.picked_up.redstone: #8, 9423(4%)
minecraft.picked_up.cooked_cod: #7, 13(2%)
minecraft.picked_up.mud_bricks: #8, 143(6%)
minecraft.picked_up.golden_horse_armor: #7, 2(4%)
minecraft.used.prismarine: #7, 216(2%)
minecraft.mined.polished_diorite_stairs: #7, 4(4%)
minecraft.used.blackstone_slab: #7, 106(2%)
minecraft.killed.iron_golem: #7, 7(3%)
minecraft.used.warped_fungus: #7, 125(2%)
minecraft.dropped.baked_potato: #7, 7(2%)
minecraft.used.enchanted_golden_apple: #7, 1(4%)
minecraft.used.purple_wool: #7, 123(2%)
minecraft.picked_up.birch_fence_gate: #7, 10(2%)
minecraft.crafted.mossy_stone_brick_slab: #7, 6(3%)
minecraft.broken.flint_and_steel: #7, 4(2%)
minecraft.crafted.iron_block: #8, 6767(5%)
minecraft.crafted.ladder: #8, 510(4%)
minecraft.dropped.spruce_button: #7, 6(2%)
minecraft.crafted.netherite_helmet: #7, 1(3%)
minecraft.dropped.lantern: #7, 34(1%)
minecraft.crafted.green_bed: #7, 1(2%)
minecraft.dropped.sand: #8, 1609(5%)
minecraft.picked_up.totem_of_undying: #8, 87(4%)
minecraft.crafted.polished_blackstone_bricks: #7, 153(2%)
minecraft.dropped.quartz: #7, 129(1%)
minecraft.used.magenta_concrete_powder: #7, 21(2%)
minecraft.dropped.stone_shovel: #7, 2(1%)
minecraft.picked_up.bubble_coral: #7, 6(2%)
minecraft.picked_up.ancient_debris: #7, 109(1%)
minecraft.dropped.iron_leggings: #7, 6(1%)
minecraft.crafted.iron_bars: #8, 1408(5%)
minecraft.crafted.polished_blackstone_pressure_plate: #7, 23(2%)
minecraft.crafted.redstone_block: #8, 2229(4%)
minecraft.picked_up.weeping_vines: #8, 197(5%)
minecraft.dropped.deepslate_gold_ore: #7, 7(2%)
minecraft.picked_up.polished_blackstone_stairs: #7, 41(1%)
minecraft.used.crimson_stem: #8, 1827(5%)
minecraft.mined.soul_campfire: #7, 2(2%)
minecraft.mined.dark_prismarine_slab: #7, 39(1%)
minecraft.picked_up.turtle_egg: #7, 18(2%)
minecraft.killed.pig: #8, 25(4%)
minecraft.used.music_disc_mall: #7, 1(2%)
minecraft.picked_up.netherite_leggings: #8, 22(5%)
minecraft.mined.spruce_stairs: #8, 167(4%)
minecraft.used.soul_soil: #7, 113(1%)
minecraft.dropped.iron_trapdoor: #7, 6(2%)
minecraft.used.light_blue_bed: #7, 3(2%)
minecraft.used.oxeye_daisy: #7, 1(2%)
minecraft.mined.respawn_anchor: #7, 1(2%)
minecraft.used.acacia_button: #8, 14(6%)
minecraft.mined.turtle_egg: #7, 18(1%)
minecraft.picked_up.netherite_boots: #8, 23(5%)
minecraft.crafted.mangrove_fence_gate: #7, 2(2%)
minecraft.used.azalea_leaves: #8, 1799(4%)
minecraft.dropped.birch_button: #7, 2(2%)
minecraft.crafted.polished_granite_slab: #7, 30(1%)
minecraft.used.jungle_slab: #7, 82(1%)
minecraft.picked_up.respawn_anchor: #7, 1(2%)
minecraft.crafted.mud_brick_wall: #7, 7(1%)
minecraft.used.pufferfish_bucket: #7, 1(2%)
minecraft.crafted.mossy_stone_brick_wall: #7, 4(2%)
minecraft.dropped.cobblestone_wall: #7, 10(1%)
minecraft.crafted.pink_stained_glass_pane: #7, 16(1%)
minecraft.dropped.cooked_porkchop: #7, 277(1%)
minecraft.mined.brick_slab: #7, 12(1%)
minecraft.used.mutton: #7, 1(2%)
minecraft.crafted.piston: #8, 1173(4%)
minecraft.picked_up.spider_eye: #8, 2898(4%)
minecraft.dropped.cake: #7, 1(2%)
minecraft.dropped.stone_stairs: #7, 27(1%)
minecraft.picked_up.wither_skeleton_skull: #7, 20(1%)
minecraft.used.beef: #7, 1(2%)
minecraft.killed.blaze: #7, 87(0%)
minecraft.crafted.orange_wool: #7, 27(1%)
minecraft.picked_up.beacon: #8, 32(5%)
minecraft.crafted.cartography_table: #7, 6(1%)
minecraft.used.respawn_anchor: #7, 3(1%)
minecraft.used.polished_blackstone_wall: #7, 80(1%)
minecraft.used.chipped_anvil: #8, 12(5%)
minecraft.mined.cracked_deepslate_tiles: #7, 1(1%)
minecraft.mined.white_banner: #7, 1(1%)
minecraft.used.gray_banner: #7, 2(1%)
minecraft.crafted.jungle_pressure_plate: #7, 1(1%)
minecraft.used.chiseled_polished_blackstone: #7, 20(1%)
minecraft.crafted.gray_banner: #7, 2(1%)
minecraft.used.fire_coral_fan: #7, 3(1%)
minecraft.crafted.light_blue_shulker_box: #7, 5(0%)
minecraft.crafted.polished_blackstone_brick_slab: #7, 12(1%)
minecraft.used.polished_blackstone_pressure_plate: #7, 6(1%)
minecraft.picked_up.red_carpet: #7, 54(0%)
minecraft.used.spruce_stairs: #8, 707(4%)
minecraft.used.polished_blackstone_brick_wall: #7, 33(1%)
minecraft.picked_up.music_disc_stal: #7, 1(1%)
minecraft.used.magenta_concrete: #7, 8(1%)
minecraft.dropped.warped_sign: #7, 1(1%)
minecraft.used.stripped_birch_log: #7, 20(0%)
minecraft.used.acacia_leaves: #7, 4(1%)
minecraft.used.turtle_egg: #7, 7(1%)
minecraft.mined.jungle_trapdoor: #7, 24(0%)
minecraft.picked_up.rail: #8, 2019(4%)
minecraft.used.sculk_shrieker: #7, 3(0%)
minecraft.mined.stripped_acacia_wood: #7, 2(0%)
minecraft.dropped.cobbled_deepslate: #8, 1560(4%)
minecraft.dropped.oak_stairs: #7, 2(1%)
minecraft.crafted.cracked_deepslate_bricks: #7, 25(0%)
minecraft.picked_up.packed_mud: #8, 101(5%)
minecraft.picked_up.mangrove_pressure_plate: #7, 1(1%)
minecraft.used.diorite: #8, 790(3%)
minecraft.used.bubble_coral: #7, 1(0%)
minecraft.used.blue_carpet: #7, 9(0%)
minecraft.picked_up.stripped_acacia_wood: #7, 2(0%)
minecraft.dropped.birch_trapdoor: #7, 1(0%)
minecraft.dropped.mangrove_propagule: #7, 1(0%)
minecraft.used.writable_book: #8, 210(3%)
minecraft.crafted.end_stone_brick_wall: #7, 1(0%)
minecraft.dropped.prismarine_shard: #7, 22(0%)
minecraft.mined.warped_wart_block: #8, 2352(5%)
minecraft.mined.blue_carpet: #7, 1(0%)
minecraft.mined.red_nether_bricks: #7, 1(0%)
minecraft.picked_up.music_disc_13: #8, 24(4%)
minecraft.dropped.diorite_wall: #7, 2(0%)
minecraft.picked_up.dead_tube_coral_fan: #7, 1(0%)
minecraft.picked_up.waxed_oxidized_copper: #7, 2(0%)
minecraft.picked_up.blue_carpet: #7, 4(0%)
minecraft.picked_up.stripped_crimson_hyphae: #7, 2(0%)
minecraft.crafted.end_stone_bricks: #7, 4(0%)
minecraft.used.wooden_shovel: #7, 4(0%)
minecraft.picked_up.dead_tube_coral_block: #7, 1(0%)
minecraft.mined.dead_bubble_coral_block: #7, 1(0%)
minecraft.crafted.white_glazed_terracotta: #7, 1(0%)
minecraft.crafted.brown_glazed_terracotta: #7, 1(0%)
minecraft.used.lime_carpet: #7, 8(0%)
minecraft.killed.pillager: #7, 147(0%)
minecraft.crafted.melon: #7, 3(0%)
minecraft.killed.evoker: #7, 6(0%)
minecraft.picked_up.deepslate_tile_stairs: #8, 161(4%)
minecraft.used.granite: #8, 789(3%)
minecraft.custom.damage_absorbed: #8, 924(4%)
minecraft.used.crossbow: #8, 41(3%)
minecraft.used.armor_stand: #8, 111(3%)
minecraft.dropped.red_mushroom: #8, 46(4%)
minecraft.crafted.golden_helmet: #8, 4(5%)
minecraft.mined.cobblestone_stairs: #8, 51(4%)
minecraft.crafted.yellow_terracotta: #8, 640(5%)
minecraft.mined.sticky_piston: #8, 135(3%)
minecraft.picked_up.red_mushroom: #8, 315(3%)
minecraft.custom.crouch_one_cm: #9, 26845548(4%)
minecraft.used.birch_stairs: #8, 101(5%)
minecraft.used.nether_bricks: #8, 385(4%)
minecraft.mined.note_block: #8, 41(3%)
minecraft.picked_up.egg: #8, 907(3%)
minecraft.crafted.birch_trapdoor: #8, 116(4%)
minecraft.picked_up.netherrack: #8, 25977(3%)
minecraft.picked_up.note_block: #8, 56(3%)
minecraft.dropped.glass_bottle: #8, 220(3%)
minecraft.picked_up.podzol: #8, 649(3%)
minecraft.mined.bamboo_planks: #8, 3(6%)
minecraft.mined.birch_planks: #8, 413(2%)
minecraft.picked_up.end_stone_bricks: #8, 98(4%)
minecraft.picked_up.flint_and_steel: #8, 33(3%)
minecraft.picked_up.iron_axe: #8, 28(3%)
minecraft.crafted.netherite_pickaxe: #8, 2(5%)
minecraft.mined.cave_vines: #8, 58(2%)
minecraft.picked_up.gray_wool: #8, 337(3%)
minecraft.crafted.light_blue_terracotta: #8, 776(4%)
minecraft.picked_up.warped_stairs: #8, 47(4%)
minecraft.picked_up.soul_soil: #8, 811(3%)
minecraft.used.candle: #8, 59(3%)
minecraft.picked_up.white_stained_glass: #8, 379(3%)
minecraft.dropped.oak_button: #8, 3(5%)
minecraft.crafted.iron_helmet: #8, 6(2%)
minecraft.killed_by.enderman: #8, 1(4%)
minecraft.used.dark_oak_fence_gate: #8, 72(3%)
minecraft.dropped.barrel: #8, 8(3%)
minecraft.custom.pig_one_cm: #8, 83873(4%)
minecraft.picked_up.mud_brick_slab: #8, 38(4%)
minecraft.crafted.gray_wool: #8, 220(4%)
minecraft.used.warped_slab: #8, 342(3%)
minecraft.mined.deepslate_tile_wall: #8, 28(3%)
minecraft.picked_up.fern: #8, 343(3%)
minecraft.picked_up.large_amethyst_bud: #8, 40(3%)
minecraft.mined.chorus_flower: #8, 7(4%)
minecraft.mined.nether_brick_fence: #8, 40(4%)
minecraft.dropped.glass: #8, 529(3%)
minecraft.picked_up.cobbled_deepslate_wall: #8, 36(4%)
minecraft.mined.mud_brick_stairs: #8, 23(4%)
minecraft.picked_up.pink_stained_glass: #8, 64(4%)
minecraft.mined.powder_snow: #9, 87(5%)
minecraft.used.yellow_concrete: #8, 348(2%)
minecraft.used.black_stained_glass_pane: #8, 144(3%)
minecraft.used.potion: #8, 131(1%)
minecraft.used.deepslate_diamond_ore: #8, 434(2%)
minecraft.crafted.dark_oak_fence_gate: #8, 60(3%)
minecraft.used.sculk_sensor: #8, 10(2%)
minecraft.used.cobblestone: #9, 4331(4%)
minecraft.mined.medium_amethyst_bud: #8, 49(2%)
minecraft.picked_up.music_disc_strad: #8, 3(3%)
minecraft.dropped.deepslate_redstone_ore: #8, 11(3%)
minecraft.picked_up.seagrass: #8, 82(2%)
minecraft.crafted.stone_pressure_plate: #8, 68(2%)
minecraft.crafted.gray_stained_glass: #8, 824(2%)
minecraft.used.cooked_cod: #8, 20(2%)
minecraft.dropped.mutton: #8, 11(3%)
minecraft.picked_up.yellow_stained_glass: #8, 121(3%)
minecraft.mined.nether_bricks: #8, 408(2%)
minecraft.broken.diamond_shovel: #8, 2(3%)
minecraft.mined.purpur_pillar: #8, 35(2%)
minecraft.picked_up.purple_stained_glass: #8, 69(2%)
minecraft.crafted.polished_andesite_slab: #8, 126(2%)
minecraft.picked_up.blackstone_slab: #8, 19(3%)
minecraft.dropped.wooden_hoe: #8, 2(3%)
minecraft.crafted.cauldron: #8, 75(1%)
minecraft.dropped.dispenser: #8, 33(3%)
minecraft.custom.eat_cake_slice: #8, 4(2%)
minecraft.dropped.slime_block: #8, 70(2%)
minecraft.dropped.spruce_boat: #8, 3(2%)
minecraft.dropped.twisting_vines: #8, 6(3%)
minecraft.used.light_gray_concrete: #8, 416(2%)
minecraft.mined.allium: #8, 11(2%)
minecraft.dropped.oak_pressure_plate: #8, 1(4%)
minecraft.used.cobbled_deepslate: #9, 4615(4%)
minecraft.mined.blue_wool: #8, 27(2%)
minecraft.used.experience_bottle: #8, 541(1%)
minecraft.used.prismarine_wall: #8, 21(3%)
minecraft.picked_up.barrel: #9, 172(4%)
minecraft.mined.warped_button: #8, 2(2%)
minecraft.crafted.jungle_door: #8, 3(3%)
minecraft.used.oxidized_cut_copper_slab: #8, 208(2%)
minecraft.used.lime_concrete: #8, 191(2%)
minecraft.picked_up.lever: #9, 207(4%)
minecraft.used.iron_pickaxe: #9, 3815(4%)
minecraft.picked_up.crying_obsidian: #8, 101(1%)
minecraft.used.oak_button: #8, 7(2%)
minecraft.used.jungle_fence: #8, 31(3%)
minecraft.used.mushroom_stem: #8, 398(1%)
minecraft.picked_up.light_blue_terracotta: #8, 96(2%)
minecraft.picked_up.purple_concrete: #8, 124(2%)
minecraft.custom.sprint_one_cm: #10, 122226645(4%)
minecraft.crafted.netherite_leggings: #8, 1(3%)
minecraft.picked_up.gilded_blackstone: #8, 15(2%)
minecraft.crafted.cobbled_deepslate_stairs: #8, 32(1%)
minecraft.mined.shroomlight: #9, 240(5%)
minecraft.crafted.netherite_boots: #8, 1(2%)
minecraft.picked_up.light_gray_concrete_powder: #8, 240(1%)
minecraft.mined.bubble_coral: #8, 6(1%)
minecraft.crafted.cyan_wool: #8, 60(2%)
minecraft.crafted.cake: #8, 3(2%)
minecraft.mined.ancient_debris: #8, 82(1%)
minecraft.dropped.snowball: #8, 181(1%)
minecraft.picked_up.tube_coral_block: #8, 38(2%)
minecraft.used.splash_potion: #9, 49(4%)
minecraft.used.mossy_cobblestone_wall: #8, 11(2%)
minecraft.mined.lapis_ore: #9, 204(4%)
minecraft.used.oak_leaves: #8, 603(1%)
minecraft.mined.small_amethyst_bud: #8, 71(1%)
minecraft.picked_up.horn_coral: #8, 4(1%)
minecraft.mined.stripped_warped_hyphae: #8, 36(1%)
minecraft.used.lime_wool: #8, 59(1%)
minecraft.mined.purple_stained_glass_pane: #8, 6(2%)
minecraft.used.horn_coral_fan: #8, 3(1%)
minecraft.crafted.spyglass: #8, 1(1%)
minecraft.used.yellow_banner: #8, 4(2%)
minecraft.crafted.birch_pressure_plate: #8, 3(2%)
minecraft.used.brown_wool: #8, 74(1%)
minecraft.picked_up.mangrove_button: #8, 1(2%)
minecraft.dropped.warped_planks: #8, 10(1%)
minecraft.picked_up.mangrove_wood: #8, 9(1%)
minecraft.custom.open_chest: #10, 38398(4%)
minecraft.dropped.elytra: #9, 12(3%)
minecraft.crafted.crossbow: #8, 2(1%)
minecraft.picked_up.music_disc_mall: #8, 1(1%)
minecraft.crafted.light_blue_bed: #8, 1(1%)
minecraft.used.birch_pressure_plate: #8, 2(2%)
minecraft.crafted.experience_bottle: #8, 720(1%)
minecraft.used.music_disc_blocks: #8, 1(1%)
minecraft.dropped.white_stained_glass: #8, 18(1%)
