stat, rank, value, (percentage) 
minecraft.mined.tinted_glass: #8, 115(3%)
minecraft.picked_up.cobblestone_stairs: #8, 62(3%)
minecraft.picked_up.tinted_glass: #8, 203(3%)
minecraft.used.mud_bricks: #8, 323(3%)
minecraft.picked_up.bell: #8, 14(3%)
minecraft.crafted.dark_oak_button: #8, 104(3%)
minecraft.killed_by.cave_spider: #8, 1(6%)
minecraft.picked_up.golden_helmet: #8, 12(3%)
minecraft.used.crimson_planks: #8, 271(3%)
minecraft.crafted.chest_minecart: #8, 4(4%)
minecraft.mined.exposed_copper: #8, 69(3%)
minecraft.picked_up.gunpowder: #8, 2355(2%)
minecraft.crafted.green_dye: #8, 655(3%)
minecraft.used.oxidized_copper: #8, 528(3%)
minecraft.mined.mangrove_door: #8, 3(6%)
minecraft.picked_up.coal_block: #8, 144(3%)
minecraft.picked_up.polished_diorite: #8, 131(3%)
minecraft.picked_up.stone_shovel: #8, 3(3%)
minecraft.picked_up.leather_chestplate: #8, 15(2%)
minecraft.mined.brown_wool: #8, 27(4%)
minecraft.dropped.fishing_rod: #8, 3(4%)
minecraft.used.red_concrete: #8, 563(2%)
minecraft.dropped.netherite_hoe: #8, 1(4%)
minecraft.used.sugar_cane: #8, 244(2%)
minecraft.dropped.diamond_sword: #9, 9(5%)
minecraft.picked_up.mangrove_door: #8, 3(4%)
minecraft.picked_up.oak_button: #8, 5(3%)
minecraft.picked_up.coal_ore: #9, 2567(5%)
minecraft.mined.oak_fence_gate: #8, 5(3%)
minecraft.picked_up.chest_minecart: #8, 2(4%)
minecraft.used.cooked_mutton: #8, 18(2%)
minecraft.used.purpur_pillar: #8, 14(3%)
minecraft.mined.gold_block: #8, 113(2%)
minecraft.picked_up.wet_sponge: #8, 463(3%)
minecraft.picked_up.candle: #8, 20(2%)
minecraft.mined.gravel: #9, 20894(4%)
minecraft.used.mud: #8, 1123(2%)
minecraft.picked_up.mud: #8, 1584(2%)
minecraft.used.green_stained_glass_pane: #8, 64(4%)
minecraft.used.ender_pearl: #9, 337(4%)
minecraft.mined.mushroom_stem: #8, 803(2%)
minecraft.picked_up.mushroom_stem: #8, 881(2%)
minecraft.killed.husk: #8, 5(3%)
minecraft.used.dark_oak_wood: #8, 138(2%)
minecraft.used.pumpkin: #8, 428(2%)
minecraft.picked_up.oak_fence_gate: #8, 5(2%)
minecraft.dropped.oak_trapdoor: #8, 7(3%)
minecraft.crafted.cooked_mutton: #8, 14(2%)
minecraft.mined.poppy: #9, 169(5%)
minecraft.picked_up.orange_stained_glass: #8, 70(2%)
minecraft.mined.chorus_plant: #8, 11(2%)
minecraft.broken.iron_pickaxe: #9, 11(5%)
minecraft.picked_up.wheat_seeds: #9, 10751(4%)
minecraft.used.green_dye: #8, 5(2%)
minecraft.mined.slime_block: #8, 197(1%)
minecraft.dropped.cyan_terracotta: #8, 37(2%)
minecraft.picked_up.diamond_helmet: #9, 19(4%)
minecraft.picked_up.pufferfish: #8, 7(2%)
minecraft.picked_up.beehive: #8, 19(2%)
minecraft.dropped.sugar_cane: #8, 119(1%)
minecraft.dropped.lava_bucket: #8, 2(2%)
minecraft.crafted.red_carpet: #8, 204(1%)
minecraft.crafted.crimson_button: #8, 4(2%)
minecraft.mined.crimson_nylium: #8, 249(1%)
minecraft.crafted.blue_concrete_powder: #8, 256(2%)
minecraft.used.acacia_boat: #8, 3(2%)
minecraft.dropped.music_disc_wait: #8, 1(2%)
minecraft.used.spruce_trapdoor: #9, 1088(4%)
minecraft.used.stripped_spruce_wood: #8, 46(1%)
minecraft.picked_up.sand: #9, 77185(4%)
minecraft.mined.beehive: #8, 15(2%)
minecraft.dropped.flower_pot: #8, 6(2%)
minecraft.used.detector_rail: #8, 9(1%)
minecraft.crafted.granite_stairs: #8, 4(2%)
minecraft.dropped.sand: #9, 1539(5%)
minecraft.crafted.wooden_hoe: #8, 1(2%)
minecraft.used.brown_mushroom: #8, 63(1%)
minecraft.dropped.experience_bottle: #8, 47(2%)
minecraft.picked_up.nether_wart_block: #9, 2286(5%)
minecraft.picked_up.warped_fence_gate: #8, 1(2%)
minecraft.used.dark_oak_button: #8, 27(1%)
minecraft.crafted.dark_oak_pressure_plate: #8, 3(1%)
minecraft.picked_up.water_bucket: #9, 47(3%)
minecraft.used.fletching_table: #8, 4(2%)
minecraft.dropped.stripped_birch_log: #8, 2(2%)
minecraft.dropped.dark_oak_button: #8, 9(1%)
minecraft.crafted.mangrove_fence_gate: #8, 2(2%)
minecraft.dropped.lectern: #8, 1(2%)
minecraft.dropped.black_carpet: #8, 8(1%)
minecraft.picked_up.fletching_table: #8, 2(2%)
minecraft.used.waxed_weathered_copper: #8, 19(1%)
minecraft.picked_up.stripped_mangrove_wood: #8, 8(1%)
minecraft.mined.stripped_mangrove_wood: #8, 8(1%)
minecraft.dropped.glass_pane: #8, 10(1%)
minecraft.used.granite_wall: #8, 22(1%)
minecraft.killed.creeper: #8, 267(0%)
minecraft.used.cooked_beef: #9, 420(4%)
minecraft.dropped.name_tag: #8, 3(0%)
minecraft.crafted.muddy_mangrove_roots: #8, 8(1%)
minecraft.used.crimson_hyphae: #8, 44(1%)
minecraft.mined.orange_glazed_terracotta: #8, 1(1%)
minecraft.dropped.sea_pickle: #8, 8(1%)
minecraft.picked_up.green_banner: #8, 1(1%)
minecraft.crafted.cyan_stained_glass: #8, 64(0%)
minecraft.used.small_amethyst_bud: #8, 19(0%)
minecraft.used.stripped_mangrove_wood: #8, 8(1%)
minecraft.mined.red_glazed_terracotta: #8, 1(1%)
minecraft.dropped.red_candle: #8, 1(0%)
minecraft.used.bamboo_trapdoor: #8, 4(0%)
minecraft.picked_up.rail: #9, 1966(4%)
minecraft.dropped.fern: #8, 1(0%)
minecraft.dropped.nether_wart: #8, 3(0%)
minecraft.crafted.crimson_pressure_plate: #8, 2(0%)
minecraft.used.red_glazed_terracotta: #8, 1(0%)
minecraft.dropped.jungle_trapdoor: #8, 1(0%)
minecraft.dropped.dark_oak_stairs: #8, 2(0%)
minecraft.mined.light_gray_glazed_terracotta: #8, 1(0%)
minecraft.picked_up.light_gray_glazed_terracotta: #8, 1(0%)
minecraft.mined.brown_glazed_terracotta: #8, 1(0%)
minecraft.picked_up.item_frame: #9, 202(3%)
minecraft.used.brown_glazed_terracotta: #8, 1(0%)
minecraft.dropped.green_dye: #8, 8(0%)
minecraft.crafted.lime_carpet: #8, 3(0%)
minecraft.dropped.mangrove_roots: #8, 6(0%)
minecraft.used.light_blue_carpet: #8, 2(0%)
minecraft.used.writable_book: #9, 202(3%)
minecraft.picked_up.honey_block: #9, 154(4%)
minecraft.killed.cow: #9, 228(3%)
minecraft.mined.spruce_leaves: #9, 3574(3%)
minecraft.used.iron_door: #9, 25(4%)
minecraft.crafted.painting: #9, 27(4%)
minecraft.mined.deepslate_tiles: #9, 304(3%)
minecraft.crafted.stone: #9, 513(4%)
minecraft.killed_by.zombie: #9, 4(5%)
minecraft.custom.bell_ring: #9, 98(4%)
minecraft.crafted.glowstone: #9, 953(4%)
minecraft.mined.budding_amethyst: #9, 15(4%)
minecraft.mined.rail: #9, 1321(3%)
minecraft.picked_up.slime_ball: #9, 1229(3%)
minecraft.mined.glass_pane: #9, 38(4%)
minecraft.used.polished_deepslate: #9, 2118(3%)
minecraft.dropped.red_dye: #9, 42(4%)
minecraft.picked_up.loom: #9, 12(4%)
minecraft.mined.campfire: #9, 32(3%)
minecraft.used.oak_slab: #9, 281(3%)
minecraft.picked_up.red_mushroom: #9, 282(3%)
minecraft.picked_up.smooth_stone_slab: #9, 134(3%)
minecraft.mined.lilac: #9, 17(3%)
minecraft.used.lapis_ore: #9, 33(4%)
minecraft.dropped.iron_pickaxe: #9, 3(3%)
minecraft.picked_up.warped_planks: #9, 327(3%)
minecraft.used.dark_oak_trapdoor: #9, 462(2%)
minecraft.crafted.mossy_stone_bricks: #9, 390(4%)
minecraft.dropped.oak_sign: #9, 20(4%)
minecraft.used.lightning_rod: #9, 118(3%)
minecraft.dropped.birch_planks: #9, 62(3%)
minecraft.crafted.golden_helmet: #9, 3(4%)
minecraft.used.campfire: #9, 90(3%)
minecraft.dropped.birch_sapling: #9, 51(3%)
minecraft.mined.honey_block: #9, 46(3%)
minecraft.mined.bamboo: #9, 636(2%)
minecraft.mined.dripstone_block: #9, 320(2%)
minecraft.picked_up.sea_pickle: #9, 210(2%)
minecraft.picked_up.black_banner: #9, 15(4%)
minecraft.picked_up.exposed_copper: #9, 70(3%)
minecraft.crafted.cyan_stained_glass_pane: #9, 48(4%)
minecraft.crafted.writable_book: #9, 31(2%)
minecraft.used.cornflower: #9, 10(3%)
minecraft.dropped.stone_axe: #9, 3(2%)
minecraft.crafted.iron_boots: #9, 6(2%)
minecraft.picked_up.sweet_berries: #10, 1511(5%)
minecraft.crafted.white_bed: #9, 18(2%)
minecraft.crafted.red_stained_glass: #9, 576(3%)
minecraft.mined.acacia_wood: #9, 12(3%)
minecraft.crafted.birch_boat: #9, 3(2%)
minecraft.picked_up.red_mushroom_block: #9, 1049(2%)
minecraft.dropped.dark_oak_leaves: #9, 19(3%)
minecraft.crafted.warped_stairs: #9, 152(2%)
minecraft.crafted.oak_pressure_plate: #9, 3(2%)
minecraft.dropped.yellow_shulker_box: #9, 1(4%)
minecraft.used.golden_apple: #9, 5(2%)
minecraft.picked_up.sculk_catalyst: #9, 22(2%)
minecraft.used.mangrove_planks: #9, 64(2%)
minecraft.crafted.stone_brick_wall: #9, 116(2%)
minecraft.used.soul_campfire: #9, 8(3%)
minecraft.mined.green_wool: #9, 27(2%)
minecraft.crafted.magenta_dye: #9, 341(1%)
minecraft.used.cauldron: #9, 57(1%)
minecraft.dropped.green_terracotta: #9, 35(2%)
minecraft.picked_up.brick_slab: #9, 33(2%)
minecraft.picked_up.spruce_slab: #10, 595(4%)
minecraft.picked_up.tuff: #10, 6730(4%)
minecraft.used.orange_dye: #9, 5(2%)
minecraft.mined.mossy_stone_brick_slab: #9, 2(2%)
minecraft.used.dead_bush: #9, 17(2%)
minecraft.crafted.acacia_fence: #9, 21(2%)
minecraft.mined.waxed_weathered_copper: #9, 33(2%)
minecraft.used.music_disc_5: #9, 1(3%)
minecraft.mined.nether_sprouts: #9, 48(1%)
minecraft.used.spruce_wood: #9, 206(1%)
minecraft.used.red_banner: #9, 16(1%)
minecraft.picked_up.cactus: #9, 1105(1%)
minecraft.dropped.raw_gold: #9, 14(1%)
minecraft.used.dragon_head: #9, 1(2%)
minecraft.crafted.pink_shulker_box: #9, 2(1%)
minecraft.mined.bell: #9, 4(1%)
minecraft.used.purpur_block: #9, 16(1%)
minecraft.picked_up.acacia_boat: #9, 2(1%)
minecraft.picked_up.music_disc_5: #9, 1(2%)
minecraft.crafted.deepslate_tiles: #9, 186(1%)
minecraft.used.carved_pumpkin: #10, 30(4%)
minecraft.picked_up.acacia_wood: #9, 10(1%)
minecraft.mined.acacia_leaves: #9, 321(1%)
minecraft.dropped.azure_bluet: #9, 7(1%)
minecraft.picked_up.melon_slice: #9, 160(1%)
minecraft.dropped.mangrove_planks: #9, 4(1%)
minecraft.used.red_carpet: #9, 183(1%)
minecraft.dropped.lime_terracotta: #9, 14(1%)
minecraft.mined.pink_stained_glass: #9, 5(1%)
minecraft.used.cyan_shulker_box: #10, 327(3%)
minecraft.dropped.crafting_table: #10, 36(4%)
minecraft.crafted.name_tag: #9, 36(1%)
minecraft.used.muddy_mangrove_roots: #9, 15(1%)
minecraft.crafted.mud_brick_wall: #9, 6(1%)
minecraft.picked_up.enchanted_golden_apple: #9, 1(1%)
minecraft.crafted.wooden_shovel: #9, 20(1%)
minecraft.mined.gray_wool: #9, 37(1%)
minecraft.picked_up.pink_wool: #9, 37(1%)
minecraft.mined.dandelion: #10, 174(4%)
minecraft.mined.polished_granite_slab: #9, 8(1%)
minecraft.dropped.crimson_roots: #9, 21(0%)
minecraft.crafted.detector_rail: #9, 6(1%)
minecraft.crafted.diorite_stairs: #9, 7(1%)
minecraft.picked_up.granite_stairs: #9, 1(1%)
minecraft.crafted.mud_brick_stairs: #9, 4(1%)
minecraft.dropped.acacia_sign: #9, 1(1%)
minecraft.crafted.black_banner: #9, 8(1%)
minecraft.used.pink_petals: #9, 26(1%)
minecraft.used.birch_button: #9, 4(0%)
minecraft.mined.amethyst_block: #10, 932(4%)
minecraft.used.warped_fence_gate: #9, 2(1%)
minecraft.picked_up.birch_button: #9, 2(0%)
minecraft.picked_up.echo_shard: #9, 1(1%)
minecraft.mined.green_glazed_terracotta: #9, 1(0%)
minecraft.used.book: #9, 5(0%)
minecraft.used.lime_glazed_terracotta: #9, 2(0%)
minecraft.mined.waxed_cut_copper: #9, 1(0%)
minecraft.dropped.birch_trapdoor: #9, 1(0%)
minecraft.crafted.warped_fence_gate: #9, 1(0%)
minecraft.mined.mangrove_wood: #9, 1(0%)
minecraft.dropped.light_gray_wool: #9, 8(0%)
minecraft.picked_up.amethyst_block: #10, 1031(4%)
minecraft.dropped.yellow_dye: #9, 1(0%)
minecraft.dropped.polished_granite: #9, 2(0%)
minecraft.dropped.cornflower: #9, 6(0%)
minecraft.used.stripped_jungle_log: #9, 4(0%)
minecraft.mined.sculk_catalyst: #9, 12(0%)
minecraft.mined.jungle_trapdoor: #9, 6(0%)
minecraft.crafted.sponge: #9, 6(0%)
minecraft.used.sculk_catalyst: #9, 8(0%)
minecraft.used.light_weighted_pressure_plate: #9, 8(0%)
minecraft.dropped.blue_wool: #9, 1(0%)
minecraft.picked_up.white_glazed_terracotta: #9, 1(0%)
minecraft.mined.light_weighted_pressure_plate: #9, 3(0%)
minecraft.crafted.orange_carpet: #9, 3(0%)
minecraft.picked_up.crimson_hyphae: #9, 1(0%)
minecraft.dropped.emerald_block: #9, 1(0%)
minecraft.crafted.cyan_dye: #10, 1554(4%)
minecraft.mined.mud_bricks: #10, 80(4%)
minecraft.picked_up.beef: #10, 448(3%)
minecraft.mined.furnace: #10, 78(3%)
minecraft.mined.lightning_rod: #10, 37(4%)
minecraft.picked_up.mud_bricks: #10, 82(4%)
minecraft.used.copper_block: #10, 1307(3%)
minecraft.custom.interact_with_furnace: #11, 2427(5%)
minecraft.used.wheat_seeds: #10, 1553(3%)
minecraft.picked_up.grindstone: #10, 32(3%)
minecraft.mined.end_stone_bricks: #10, 82(3%)
minecraft.mined.amethyst_cluster: #10, 613(3%)
minecraft.killed.sheep: #10, 26(3%)
minecraft.picked_up.gray_wool: #10, 323(3%)
minecraft.picked_up.diamond_sword: #11, 61(5%)
minecraft.mined.smooth_stone_slab: #10, 75(3%)
minecraft.crafted.lightning_rod: #10, 98(3%)
minecraft.picked_up.oxidized_copper: #10, 790(2%)
minecraft.picked_up.amethyst_shard: #10, 3614(2%)
minecraft.picked_up.bamboo: #10, 6062(2%)
minecraft.mined.kelp_plant: #10, 318(2%)
minecraft.mined.deepslate_tile_slab: #10, 49(3%)
minecraft.used.smooth_stone_slab: #10, 536(2%)
minecraft.crafted.dark_oak_trapdoor: #10, 376(2%)
minecraft.used.music_disc_otherside: #10, 4(3%)
minecraft.crafted.spruce_fence_gate: #10, 61(2%)
minecraft.picked_up.dark_oak_door: #10, 8(2%)
minecraft.picked_up.deepslate_copper_ore: #10, 37(3%)
minecraft.used.stone_brick_wall: #10, 177(2%)
minecraft.mined.mossy_stone_bricks: #10, 36(2%)
minecraft.picked_up.dirt: #11, 45900(4%)
minecraft.used.deepslate_lapis_ore: #10, 28(2%)
minecraft.picked_up.warped_stairs: #10, 31(2%)
minecraft.picked_up.slime_block: #10, 364(2%)
minecraft.picked_up.carrot: #10, 1368(1%)
minecraft.used.mangrove_stairs: #10, 55(3%)
minecraft.mined.crimson_fungus: #10, 32(2%)
minecraft.mined.deepslate_tile_stairs: #10, 37(2%)
minecraft.used.mangrove_trapdoor: #10, 62(2%)
minecraft.crafted.purple_dye: #10, 524(2%)
minecraft.mined.acacia_trapdoor: #10, 33(2%)
minecraft.picked_up.mossy_stone_bricks: #10, 32(2%)
minecraft.picked_up.polished_andesite_slab: #10, 96(2%)
minecraft.mined.tnt: #10, 50(2%)
minecraft.mined.crimson_planks: #10, 45(2%)
minecraft.used.exposed_copper: #10, 24(2%)
minecraft.crafted.mangrove_sign: #10, 12(3%)
minecraft.used.green_wool: #10, 120(2%)
minecraft.used.warped_stairs: #10, 126(2%)
minecraft.mined.cartography_table: #10, 3(2%)
minecraft.picked_up.glass_pane: #10, 45(2%)
minecraft.used.light_gray_stained_glass_pane: #10, 54(2%)
minecraft.mined.magenta_stained_glass: #10, 9(2%)
minecraft.dropped.phantom_membrane: #10, 5(2%)
minecraft.dropped.end_rod: #10, 13(2%)
minecraft.crafted.chiseled_stone_bricks: #10, 282(2%)
minecraft.killed.snow_golem: #10, 2(2%)
minecraft.dropped.diamond_chestplate: #10, 1(2%)
minecraft.crafted.black_wool: #10, 256(2%)
minecraft.used.experience_bottle: #10, 411(1%)
minecraft.crafted.cauldron: #10, 50(1%)
minecraft.crafted.birch_button: #10, 12(1%)
minecraft.crafted.tinted_glass: #10, 660(1%)
minecraft.dropped.deepslate_diamond_ore: #10, 20(2%)
minecraft.used.cyan_concrete: #10, 171(1%)
minecraft.crafted.light_gray_carpet: #10, 99(1%)
minecraft.picked_up.light_gray_wool: #10, 115(1%)
minecraft.used.light_gray_stained_glass: #10, 514(1%)
minecraft.used.clay: #10, 288(1%)
minecraft.killed_by.ravager: #11, 53(4%)
minecraft.used.cyan_dye: #10, 6(1%)
minecraft.mined.acacia_wall_sign: #10, 2(2%)
minecraft.picked_up.waxed_weathered_copper: #10, 33(1%)
minecraft.dropped.spruce_fence: #10, 6(1%)
minecraft.picked_up.green_wool: #10, 91(1%)
minecraft.crafted.green_stained_glass: #10, 160(1%)
minecraft.crafted.fletching_table: #10, 2(1%)
minecraft.crafted.iron_leggings: #10, 4(1%)
minecraft.crafted.pink_terracotta: #10, 128(1%)
minecraft.picked_up.crimson_nylium: #10, 213(1%)
minecraft.crafted.crimson_hyphae: #10, 60(1%)
minecraft.picked_up.magenta_wool: #10, 47(1%)
minecraft.crafted.cyan_concrete_powder: #10, 432(1%)
minecraft.dropped.red_carpet: #10, 4(1%)
minecraft.crafted.acacia_boat: #10, 1(1%)
minecraft.used.lime_dye: #10, 2(1%)
minecraft.picked_up.mossy_stone_brick_slab: #10, 2(1%)
minecraft.dropped.iron_leggings: #10, 3(1%)
minecraft.mined.oak_button: #10, 1(1%)
minecraft.dropped.music_disc_cat: #10, 1(1%)
minecraft.mined.bamboo_block: #10, 4(1%)
minecraft.picked_up.iron_helmet: #11, 7(4%)
minecraft.picked_up.furnace: #11, 109(3%)
minecraft.used.mangrove_wood: #10, 30(0%)
minecraft.crafted.cartography_table: #10, 4(0%)
minecraft.mined.light_gray_carpet: #10, 16(0%)
minecraft.picked_up.purple_concrete: #10, 32(0%)
minecraft.mined.purple_concrete: #10, 33(0%)
minecraft.used.green_banner: #10, 3(1%)
minecraft.picked_up.bamboo_block: #10, 4(0%)
minecraft.dropped.crimson_stem: #10, 18(0%)
minecraft.dropped.light_blue_shulker_box: #10, 1(0%)
minecraft.used.magenta_terracotta: #10, 10(0%)
minecraft.dropped.cooked_salmon: #10, 1(0%)
minecraft.picked_up.orange_glazed_terracotta: #10, 1(0%)
minecraft.picked_up.pink_stained_glass: #10, 5(0%)
minecraft.picked_up.waxed_cut_copper: #10, 1(0%)
minecraft.used.pink_stained_glass: #10, 31(0%)
minecraft.dropped.birch_fence: #10, 1(0%)
minecraft.used.green_glazed_terracotta: #10, 1(0%)
minecraft.crafted.black_carpet: #10, 82(0%)
minecraft.crafted.stripped_spruce_wood: #10, 3(0%)
minecraft.crafted.bamboo_trapdoor: #10, 2(0%)
minecraft.custom.minecart_one_cm: #11, 2489948(3%)
minecraft.dropped.black_stained_glass: #10, 2(0%)
minecraft.mined.stripped_acacia_wood: #10, 1(0%)
minecraft.used.lime_bed: #10, 1(0%)
minecraft.dropped.shroomlight: #10, 2(0%)
minecraft.mined.waxed_exposed_copper: #10, 2(0%)
minecraft.used.waxed_cut_copper: #10, 1(0%)
minecraft.picked_up.green_glazed_terracotta: #10, 1(0%)
minecraft.mined.light_blue_terracotta: #10, 3(0%)
minecraft.picked_up.light_weighted_pressure_plate: #10, 3(0%)
minecraft.crafted.light_blue_carpet: #10, 3(0%)
minecraft.crafted.jack_o_lantern: #10, 3(0%)
minecraft.mined.nether_quartz_ore: #11, 1992(3%)
minecraft.picked_up.redstone_ore: #11, 29(4%)
minecraft.picked_up.oak_boat: #11, 39(3%)
minecraft.used.oak_boat: #11, 35(3%)
minecraft.crafted.campfire: #11, 103(3%)
minecraft.custom.damage_blocked_by_shield: #11, 8150(4%)
minecraft.used.granite: #11, 650(3%)
minecraft.picked_up.cooked_beef: #11, 172(3%)
minecraft.used.spruce_planks: #11, 1685(2%)
minecraft.mined.glowstone: #11, 249(3%)
minecraft.custom.horse_one_cm: #11, 1677153(2%)
minecraft.picked_up.lightning_rod: #11, 47(3%)
minecraft.mined.oak_slab: #11, 51(3%)
minecraft.picked_up.damaged_anvil: #11, 7(3%)
minecraft.picked_up.diamond_chestplate: #11, 9(3%)
minecraft.used.damaged_anvil: #11, 5(3%)
minecraft.crafted.blue_dye: #11, 1615(2%)
minecraft.used.baked_potato: #11, 152(3%)
minecraft.mined.birch_fence: #11, 35(3%)
minecraft.mined.terracotta: #11, 4588(2%)
minecraft.crafted.mangrove_slab: #11, 108(3%)
minecraft.picked_up.dripstone_block: #11, 346(2%)
minecraft.mined.brown_mushroom_block: #11, 1074(2%)
minecraft.picked_up.birch_fence: #11, 61(2%)
minecraft.used.mangrove_slab: #11, 87(2%)
minecraft.picked_up.hay_block: #11, 127(2%)
minecraft.picked_up.end_stone_bricks: #11, 68(2%)
minecraft.mined.player_wall_head: #11, 13(2%)
minecraft.mined.carrots: #11, 241(2%)
minecraft.mined.tripwire_hook: #11, 4(2%)
minecraft.used.mangrove_sign: #11, 12(3%)
minecraft.picked_up.lilac: #11, 209(2%)
minecraft.broken.stone_axe: #11, 1(3%)
minecraft.crafted.tripwire_hook: #11, 40(2%)
minecraft.crafted.oak_boat: #11, 6(2%)
minecraft.mined.obsidian: #11, 814(1%)
minecraft.used.spruce_fence_gate: #11, 46(2%)
minecraft.mined.black_stained_glass_pane: #11, 12(3%)
minecraft.used.sea_lantern: #11, 129(1%)
minecraft.crafted.birch_fence: #11, 78(2%)
minecraft.picked_up.iron_chestplate: #11, 8(1%)
minecraft.used.oak_fence_gate: #11, 13(2%)
minecraft.picked_up.oak_stairs: #11, 36(1%)
minecraft.used.tinted_glass: #11, 697(1%)
minecraft.picked_up.cartography_table: #11, 4(2%)
minecraft.picked_up.iron_horse_armor: #11, 1(2%)
minecraft.mined.cyan_terracotta: #11, 143(1%)
minecraft.mined.brown_terracotta: #11, 1151(1%)
minecraft.picked_up.brown_terracotta: #11, 1112(1%)
minecraft.picked_up.nether_wart: #11, 413(1%)
minecraft.picked_up.spruce_fence_gate: #11, 15(1%)
minecraft.picked_up.charcoal: #11, 82(1%)
minecraft.picked_up.spruce_pressure_plate: #11, 3(2%)
minecraft.mined.nether_wart: #11, 95(1%)
minecraft.dropped.netherite_ingot: #11, 1(1%)
minecraft.mined.red_wall_banner: #11, 4(1%)
minecraft.crafted.cooked_porkchop: #11, 10(1%)
minecraft.crafted.purple_terracotta: #11, 132(1%)
minecraft.dropped.spider_eye: #11, 976(1%)
minecraft.crafted.oak_fence_gate: #11, 10(1%)
minecraft.used.chicken: #11, 1(1%)
minecraft.dropped.grass: #11, 6(1%)
minecraft.crafted.spruce_trapdoor: #12, 962(4%)
minecraft.used.mushroom_stem: #11, 241(1%)
minecraft.picked_up.cooked_mutton: #11, 7(1%)
minecraft.used.pink_dye: #11, 2(1%)
minecraft.crafted.light_gray_stained_glass: #11, 520(1%)
minecraft.custom.fly_one_cm: #13, 88885600(3%)
minecraft.dropped.acacia_planks: #11, 5(1%)
minecraft.picked_up.stripped_birch_log: #11, 46(1%)
minecraft.used.cut_copper_stairs: #11, 43(1%)
minecraft.crafted.mangrove_fence: #11, 15(1%)
minecraft.used.mangrove_fence: #11, 15(1%)
minecraft.used.acacia_fence: #11, 6(1%)
minecraft.picked_up.lapis_block: #11, 64(1%)
minecraft.mined.mangrove_trapdoor: #11, 12(1%)
minecraft.used.mangrove_button: #11, 1(1%)
minecraft.crafted.leather_horse_armor: #11, 1(1%)
minecraft.crafted.soul_campfire: #11, 10(1%)
minecraft.mined.stripped_birch_log: #11, 46(0%)
minecraft.dropped.light_gray_stained_glass_pane: #11, 2(1%)
minecraft.mined.light_gray_stained_glass: #11, 30(0%)
minecraft.crafted.brick_stairs: #11, 4(1%)
minecraft.used.golden_pickaxe: #11, 4(0%)
minecraft.crafted.pink_stained_glass: #11, 64(0%)
minecraft.used.purple_concrete_powder: #11, 32(0%)
minecraft.picked_up.granite_slab: #11, 6(0%)
minecraft.picked_up.black_terracotta: #11, 38(0%)
minecraft.mined.melon: #11, 16(0%)
minecraft.mined.gilded_blackstone: #11, 2(0%)
minecraft.mined.acacia_slab: #11, 1(0%)
minecraft.used.bamboo_block: #11, 13(0%)
minecraft.used.waxed_exposed_copper: #11, 2(0%)
minecraft.mined.yellow_stained_glass_pane: #11, 1(0%)
minecraft.picked_up.smooth_basalt: #12, 911(4%)
minecraft.crafted.daylight_detector: #11, 2(0%)
minecraft.used.purple_concrete: #11, 12(0%)
minecraft.crafted.filled_map: #11, 28(0%)
minecraft.picked_up.mangrove_wood: #11, 1(0%)
minecraft.picked_up.red_glazed_terracotta: #11, 1(0%)
minecraft.picked_up.gray_terracotta: #11, 26(0%)
minecraft.dropped.peony: #11, 1(0%)
minecraft.mined.purple_terracotta: #11, 1(0%)
minecraft.used.black_carpet: #11, 50(0%)
minecraft.used.jungle_trapdoor: #11, 2(0%)
minecraft.used.stripped_mangrove_log: #11, 1(0%)
minecraft.killed.zombie_villager: #12, 11(3%)
minecraft.picked_up.iron_ore: #12, 818(3%)
minecraft.mined.spruce_sign: #12, 4(4%)
minecraft.picked_up.dispenser: #12, 120(3%)
minecraft.used.dark_oak_door: #12, 12(4%)
minecraft.mined.deepslate_lapis_ore: #12, 154(3%)
minecraft.picked_up.gold_ore: #12, 53(3%)
minecraft.mined.anvil: #12, 33(3%)
minecraft.picked_up.polished_andesite_stairs: #12, 77(3%)
minecraft.used.shield: #12, 143(3%)
minecraft.used.oak_sign: #12, 83(2%)
minecraft.used.sweet_berries: #12, 427(2%)
minecraft.dropped.stone_pickaxe: #12, 3(3%)
minecraft.crafted.dark_oak_fence: #12, 339(2%)
minecraft.crafted.red_dye: #12, 2219(2%)
minecraft.dropped.dandelion: #12, 48(2%)
minecraft.picked_up.glow_ink_sac: #12, 266(2%)
minecraft.picked_up.terracotta: #12, 4386(2%)
minecraft.custom.animals_bred: #12, 337(2%)
minecraft.mined.spruce_sapling: #12, 16(2%)
minecraft.mined.stripped_crimson_stem: #12, 75(2%)
minecraft.picked_up.anvil: #12, 42(2%)
minecraft.dropped.diamond: #12, 134(2%)
minecraft.dropped.red_terracotta: #12, 62(2%)
minecraft.mined.emerald_block: #12, 256(2%)
minecraft.mined.polished_deepslate: #12, 175(2%)
minecraft.dropped.iron_sword: #12, 4(2%)
minecraft.crafted.baked_potato: #12, 128(2%)
minecraft.mined.mud: #12, 1740(2%)
minecraft.used.bamboo: #12, 149(2%)
minecraft.custom.open_barrel: #13, 5304(3%)
minecraft.used.oak_trapdoor: #12, 118(1%)
minecraft.used.red_concrete_powder: #12, 512(2%)
minecraft.crafted.mangrove_stairs: #12, 48(2%)
minecraft.picked_up.brown_mushroom_block: #12, 811(2%)
minecraft.crafted.mud_bricks: #12, 308(2%)
minecraft.crafted.lead: #12, 16(2%)
