stat, rank, value, (percentage) 
minecraft.picked_up.yellow_shulker_box: #16, 67(1%)
minecraft.crafted.white_dye: #16, 1235(1%)
minecraft.mined.yellow_shulker_box: #16, 67(1%)
minecraft.mined.peony: #16, 4(1%)
minecraft.mined.oxeye_daisy: #16, 4(2%)
minecraft.mined.stone_button: #16, 11(1%)
minecraft.picked_up.dispenser: #16, 47(1%)
minecraft.crafted.black_dye: #16, 1339(1%)
minecraft.dropped.bow: #16, 41(1%)
minecraft.mined.ladder: #16, 20(1%)
minecraft.picked_up.gray_concrete: #16, 431(1%)
minecraft.used.iron_chestplate: #16, 1(1%)
minecraft.mined.copper_block: #16, 47(1%)
minecraft.crafted.spruce_boat: #16, 4(1%)
minecraft.mined.gray_concrete: #16, 429(1%)
minecraft.custom.fall_one_cm: #17, 6162649(2%)
minecraft.mined.redstone_wire: #16, 138(1%)
minecraft.killed.squid: #16, 71(1%)
minecraft.mined.glass_pane: #16, 11(1%)
minecraft.picked_up.end_stone_bricks: #16, 32(1%)
minecraft.picked_up.campfire: #16, 16(1%)
minecraft.crafted.hopper: #16, 279(1%)
minecraft.mined.sea_pickle: #16, 11(1%)
minecraft.crafted.lapis_lazuli: #16, 351(1%)
minecraft.used.pumpkin_pie: #16, 183(1%)
minecraft.picked_up.sunflower: #16, 151(1%)
minecraft.mined.brewing_stand: #16, 3(1%)
minecraft.used.soul_lantern: #16, 18(1%)
minecraft.picked_up.diamond_ore: #16, 3(1%)
minecraft.picked_up.deepslate_copper_ore: #16, 12(1%)
minecraft.crafted.birch_boat: #16, 1(1%)
minecraft.mined.coarse_dirt: #16, 99(1%)
minecraft.used.gray_concrete_powder: #16, 372(1%)
minecraft.used.golden_apple: #16, 2(1%)
minecraft.mined.warped_fungus: #16, 10(1%)
minecraft.crafted.cooked_mutton: #16, 5(1%)
minecraft.mined.jukebox: #16, 3(1%)
minecraft.mined.mangrove_roots: #16, 101(1%)
minecraft.crafted.writable_book: #16, 6(0%)
minecraft.dropped.egg: #16, 54(0%)
minecraft.used.dripstone_block: #16, 29(0%)
minecraft.picked_up.crossbow: #16, 7(0%)
minecraft.mined.small_dripleaf: #16, 2(0%)
minecraft.crafted.purple_dye: #16, 138(0%)
minecraft.used.yellow_wool: #16, 54(0%)
minecraft.used.lapis_ore: #16, 4(1%)
minecraft.picked_up.tropical_fish: #16, 19(0%)
minecraft.mined.mangrove_leaves: #16, 205(0%)
minecraft.killed.slime: #16, 65(0%)
minecraft.dropped.furnace: #16, 1(0%)
minecraft.crafted.loom: #16, 6(0%)
minecraft.dropped.mossy_cobblestone: #16, 4(0%)
minecraft.picked_up.cooked_cod: #16, 2(0%)
minecraft.mined.fern: #16, 28(0%)
minecraft.mined.exposed_copper: #16, 6(0%)
minecraft.picked_up.mangrove_roots: #16, 97(0%)
minecraft.used.green_concrete_powder: #16, 107(0%)
minecraft.mined.yellow_bed: #16, 2(0%)
minecraft.picked_up.yellow_bed: #16, 2(0%)
minecraft.picked_up.cobweb: #16, 13(0%)
minecraft.dropped.repeater: #16, 3(0%)
minecraft.crafted.andesite_slab: #16, 20(0%)
minecraft.picked_up.fern: #16, 26(0%)
minecraft.crafted.granite_slab: #16, 6(0%)
minecraft.picked_up.emerald: #16, 183(0%)
minecraft.picked_up.acacia_trapdoor: #16, 4(0%)
minecraft.dropped.spruce_slab: #16, 4(0%)
minecraft.mined.acacia_trapdoor: #16, 3(0%)
minecraft.picked_up.warped_fungus: #16, 14(0%)
minecraft.dropped.iron_boots: #16, 1(0%)
minecraft.used.acacia_trapdoor: #16, 15(0%)
minecraft.mined.black_stained_glass: #16, 6(0%)
minecraft.mined.raw_copper_block: #16, 1(0%)
minecraft.dropped.dark_oak_leaves: #16, 1(0%)
minecraft.mined.acacia_leaves: #16, 37(0%)
minecraft.picked_up.white_stained_glass: #16, 13(0%)
minecraft.mined.twisting_vines: #16, 1(0%)
minecraft.crafted.red_banner: #16, 3(0%)
minecraft.crafted.acacia_trapdoor: #16, 12(0%)
minecraft.picked_up.blue_concrete: #16, 2(0%)
minecraft.used.lime_stained_glass: #16, 13(0%)
minecraft.used.azure_bluet: #16, 1(0%)
minecraft.mined.stripped_spruce_wood: #16, 2(0%)
minecraft.mined.blue_concrete: #16, 2(0%)
minecraft.picked_up.stripped_spruce_wood: #16, 2(0%)
minecraft.used.packed_mud: #16, 7(0%)
minecraft.dropped.glow_lichen: #16, 1(0%)
minecraft.dropped.pumpkin: #16, 5(0%)
minecraft.dropped.potato: #16, 1(0%)
minecraft.used.warped_fungus: #16, 1(0%)
minecraft.crafted.stick: #17, 8576(2%)
minecraft.picked_up.gravel: #17, 10344(2%)
minecraft.mined.coal_ore: #17, 2560(2%)
minecraft.used.firework_rocket: #17, 13039(1%)
minecraft.picked_up.player_head: #17, 433(1%)
minecraft.mined.tuff: #17, 2850(2%)
minecraft.picked_up.diamond_shovel: #17, 14(1%)
minecraft.dropped.shield: #17, 2(2%)
minecraft.picked_up.writable_book: #17, 5(2%)
minecraft.picked_up.grass_block: #17, 9389(1%)
minecraft.crafted.diamond_pickaxe: #17, 5(1%)
minecraft.mined.dirt_path: #17, 89(1%)
minecraft.used.cobbled_deepslate: #17, 1281(1%)
minecraft.crafted.iron_sword: #17, 3(1%)
minecraft.mined.oak_trapdoor: #17, 15(1%)
minecraft.picked_up.damaged_anvil: #17, 3(1%)
minecraft.used.spruce_boat: #17, 9(1%)
minecraft.used.carved_pumpkin: #17, 7(1%)
minecraft.used.dispenser: #17, 68(1%)
minecraft.used.lead: #17, 1(1%)
minecraft.mined.big_dripleaf: #17, 4(1%)
minecraft.mined.big_dripleaf_stem: #17, 4(1%)
minecraft.picked_up.dark_oak_trapdoor: #17, 40(1%)
minecraft.crafted.campfire: #17, 30(1%)
minecraft.crafted.golden_helmet: #17, 1(1%)
minecraft.mined.deepslate_copper_ore: #17, 28(1%)
minecraft.picked_up.spruce_leaves: #17, 574(1%)
minecraft.picked_up.rose_bush: #17, 278(1%)
minecraft.crafted.blue_dye: #17, 507(1%)
minecraft.killed.skeleton: #17, 565(1%)
minecraft.used.gold_ore: #17, 9(1%)
minecraft.used.shroomlight: #17, 26(1%)
minecraft.dropped.oak_log: #17, 92(1%)
minecraft.crafted.dark_oak_trapdoor: #17, 124(1%)
minecraft.picked_up.nether_wart_block: #17, 320(1%)
minecraft.dropped.deepslate: #17, 494(1%)
minecraft.picked_up.chainmail_chestplate: #17, 1(1%)
minecraft.mined.honey_block: #17, 11(1%)
minecraft.crafted.red_concrete_powder: #17, 264(1%)
minecraft.used.hay_block: #17, 7(1%)
minecraft.used.blast_furnace: #17, 6(1%)
minecraft.picked_up.ink_sac: #17, 235(0%)
minecraft.picked_up.bee_nest: #17, 4(1%)
minecraft.used.music_disc_otherside: #17, 1(1%)
minecraft.used.spruce_sapling: #17, 89(0%)
minecraft.picked_up.gray_wool: #17, 57(0%)
minecraft.used.spruce_sign: #17, 10(0%)
minecraft.used.stone_brick_wall: #17, 43(1%)
minecraft.mined.bee_nest: #17, 4(1%)
minecraft.mined.blast_furnace: #17, 2(1%)
minecraft.crafted.iron_nugget: #17, 1359(0%)
minecraft.picked_up.warped_sign: #17, 3(1%)
minecraft.mined.polished_deepslate_wall: #17, 8(0%)
minecraft.picked_up.nether_gold_ore: #17, 20(0%)
minecraft.used.suspicious_stew: #17, 1(1%)
minecraft.dropped.coal: #17, 29(0%)
minecraft.dropped.bone: #17, 127(0%)
minecraft.picked_up.sandstone: #17, 1082(0%)
minecraft.picked_up.red_banner: #17, 2(0%)
minecraft.picked_up.slime_ball: #17, 133(0%)
minecraft.used.spruce_button: #17, 4(0%)
minecraft.crafted.soul_lantern: #17, 19(0%)
minecraft.crafted.blaze_powder: #17, 26(0%)
minecraft.dropped.barrel: #17, 1(0%)
minecraft.dropped.copper_ore: #17, 8(0%)
minecraft.dropped.tropical_fish: #17, 6(0%)
minecraft.mined.crimson_fungus: #17, 5(0%)
minecraft.mined.mangrove_log: #17, 34(0%)
minecraft.used.nether_wart: #17, 29(0%)
minecraft.dropped.ladder: #17, 4(0%)
minecraft.crafted.flower_pot: #17, 14(0%)
minecraft.picked_up.netherite_leggings: #17, 1(0%)
minecraft.picked_up.bowl: #17, 1(0%)
minecraft.picked_up.exposed_copper: #17, 6(0%)
minecraft.picked_up.nether_wart: #17, 81(0%)
minecraft.used.exposed_copper: #17, 3(0%)
minecraft.picked_up.purpur_stairs: #17, 3(0%)
minecraft.mined.target: #17, 1(0%)
minecraft.used.polished_deepslate_wall: #17, 27(0%)
minecraft.used.black_concrete: #17, 163(0%)
minecraft.crafted.cobblestone_stairs: #17, 4(0%)
minecraft.dropped.white_dye: #17, 6(0%)
minecraft.picked_up.weathered_copper: #17, 5(0%)
minecraft.crafted.spruce_pressure_plate: #17, 1(0%)
minecraft.picked_up.mud: #17, 115(0%)
minecraft.mined.weathered_copper: #17, 5(0%)
minecraft.picked_up.warped_roots: #17, 39(0%)
minecraft.picked_up.mangrove_leaves: #17, 93(0%)
minecraft.crafted.red_stained_glass: #17, 32(0%)
minecraft.crafted.target: #17, 4(0%)
minecraft.dropped.name_tag: #17, 1(0%)
minecraft.dropped.quartz: #17, 12(0%)
minecraft.dropped.crimson_nylium: #17, 1(0%)
minecraft.picked_up.name_tag: #17, 2(0%)
minecraft.dropped.snow_block: #17, 16(0%)
minecraft.used.oak_wood: #17, 4(0%)
minecraft.crafted.birch_wood: #17, 3(0%)
minecraft.crafted.jungle_slab: #17, 6(0%)
minecraft.mined.brown_concrete: #17, 2(0%)
minecraft.picked_up.polished_blackstone_stairs: #17, 2(0%)
minecraft.used.stripped_spruce_wood: #17, 2(0%)
minecraft.picked_up.brown_concrete: #17, 2(0%)
minecraft.picked_up.granite_slab: #17, 1(0%)
minecraft.used.light_blue_concrete_powder: #17, 2(0%)
minecraft.dropped.cobblestone_slab: #17, 1(0%)
minecraft.picked_up.raw_copper_block: #17, 1(0%)
minecraft.used.magenta_shulker_box: #17, 1(0%)
minecraft.dropped.chicken: #17, 8(0%)
minecraft.crafted.raw_copper: #17, 36(0%)
minecraft.dropped.clay: #17, 1(0%)
minecraft.dropped.cod: #17, 1(0%)
minecraft.custom.open_shulker_box: #18, 20374(2%)
minecraft.picked_up.diamond_leggings: #18, 15(1%)
minecraft.custom.inspect_hopper: #18, 702(1%)
minecraft.mined.stonecutter: #18, 31(2%)
minecraft.picked_up.water_bucket: #18, 17(1%)
minecraft.picked_up.iron_shovel: #18, 3(2%)
minecraft.used.gravel: #18, 450(1%)
minecraft.custom.interact_with_loom: #18, 12(2%)
minecraft.picked_up.ladder: #18, 90(1%)
minecraft.used.bone_meal: #18, 4081(1%)
minecraft.used.coal_ore: #18, 312(1%)
minecraft.picked_up.brown_mushroom: #18, 136(1%)
minecraft.picked_up.glow_ink_sac: #18, 150(1%)
minecraft.mined.lantern: #18, 12(1%)
minecraft.mined.hopper: #18, 106(1%)
minecraft.picked_up.pumpkin_pie: #18, 137(1%)
minecraft.used.flower_pot: #18, 22(1%)
minecraft.killed.phantom: #18, 9(1%)
minecraft.used.oak_log: #18, 287(1%)
minecraft.custom.pot_flower: #18, 14(1%)
minecraft.used.iron_shovel: #18, 738(1%)
minecraft.dropped.goat_horn: #18, 1(1%)
minecraft.picked_up.redstone_lamp: #18, 15(1%)
minecraft.mined.spruce_log: #18, 1717(1%)
minecraft.crafted.diamond_hoe: #18, 1(1%)
minecraft.crafted.flint_and_steel: #18, 4(1%)
minecraft.dropped.water_bucket: #18, 3(1%)
minecraft.mined.end_stone_bricks: #18, 21(1%)
minecraft.mined.cave_vines: #18, 15(1%)
minecraft.picked_up.stone_button: #18, 34(1%)
minecraft.broken.iron_shovel: #18, 2(1%)
minecraft.dropped.granite: #18, 154(1%)
minecraft.picked_up.iron_boots: #18, 4(1%)
minecraft.picked_up.brewing_stand: #18, 3(1%)
minecraft.crafted.glass: #18, 1607(0%)
minecraft.dropped.iron_block: #18, 55(1%)
minecraft.crafted.red_dye: #18, 514(1%)
minecraft.mined.stone_stairs: #18, 14(1%)
minecraft.picked_up.coarse_dirt: #18, 99(0%)
minecraft.mined.spruce_wall_sign: #18, 3(1%)
minecraft.picked_up.big_dripleaf: #18, 23(0%)
minecraft.mined.soul_soil: #18, 154(0%)
minecraft.mined.sandstone: #18, 1118(0%)
minecraft.used.loom: #18, 4(0%)
minecraft.used.lime_shulker_box: #18, 13(0%)
minecraft.picked_up.blast_furnace: #18, 2(0%)
minecraft.crafted.light_gray_dye: #18, 111(0%)
minecraft.crafted.dispenser: #18, 26(0%)
minecraft.crafted.sticky_piston: #18, 48(0%)
minecraft.crafted.warped_planks: #18, 408(0%)
minecraft.crafted.stone_button: #18, 82(0%)
minecraft.picked_up.flower_pot: #18, 8(0%)
minecraft.used.nether_wart_block: #18, 14(0%)
minecraft.picked_up.lime_shulker_box: #18, 8(0%)
minecraft.used.stripped_spruce_log: #18, 25(0%)
minecraft.used.mossy_cobblestone_slab: #18, 9(0%)
minecraft.dropped.string: #18, 129(0%)
minecraft.picked_up.polished_deepslate_wall: #18, 8(0%)
minecraft.crafted.spruce_button: #18, 4(0%)
minecraft.custom.fill_cauldron: #18, 2(0%)
minecraft.used.brown_mushroom_block: #18, 10(0%)
minecraft.picked_up.prismarine_bricks: #18, 15(0%)
minecraft.mined.cracked_stone_bricks: #18, 5(0%)
minecraft.picked_up.target: #18, 1(0%)
minecraft.picked_up.seagrass: #18, 5(0%)
minecraft.used.granite_slab: #18, 6(0%)
minecraft.dropped.blackstone: #18, 40(0%)
minecraft.dropped.sugar_cane: #18, 10(0%)
minecraft.used.oak_leaves: #18, 67(0%)
minecraft.used.blackstone: #18, 115(0%)
minecraft.picked_up.acacia_wood: #18, 1(0%)
minecraft.picked_up.mangrove_propagule: #18, 8(0%)
minecraft.crafted.lime_stained_glass: #18, 16(0%)
minecraft.picked_up.dead_bush: #18, 3(0%)
minecraft.mined.carved_pumpkin: #18, 9(0%)
minecraft.mined.red_stained_glass: #18, 1(0%)
minecraft.crafted.chiseled_stone_bricks: #18, 10(0%)
minecraft.dropped.nether_wart_block: #18, 4(0%)
minecraft.mined.light_blue_concrete: #18, 2(0%)
minecraft.picked_up.light_blue_concrete: #18, 2(0%)
minecraft.dropped.poppy: #18, 23(0%)
minecraft.mined.light_gray_stained_glass: #18, 1(0%)
minecraft.crafted.slime_block: #18, 4(0%)
minecraft.used.end_stone: #18, 3(0%)
minecraft.used.cyan_shulker_box: #19, 180(2%)
minecraft.mined.oak_log: #19, 1674(2%)
minecraft.used.wooden_pickaxe: #19, 10(2%)
minecraft.picked_up.diamond: #19, 498(1%)
minecraft.used.stone: #19, 12118(1%)
minecraft.custom.drop: #19, 4129(1%)
minecraft.picked_up.cobblestone: #19, 16357(1%)
minecraft.picked_up.diamond_boots: #19, 11(1%)
minecraft.picked_up.stonecutter: #19, 31(1%)
minecraft.used.stonecutter: #19, 33(1%)
minecraft.picked_up.oak_log: #19, 1675(1%)
minecraft.custom.interact_with_lectern: #19, 92(1%)
minecraft.used.shulker_box: #19, 617(1%)
minecraft.picked_up.spruce_sign: #19, 13(1%)
minecraft.mined.shulker_box: #19, 605(1%)
minecraft.picked_up.shulker_box: #19, 609(1%)
minecraft.used.spruce_fence: #19, 189(1%)
minecraft.picked_up.oak_trapdoor: #19, 15(1%)
minecraft.picked_up.hopper: #19, 102(1%)
minecraft.crafted.spruce_fence: #19, 180(1%)
minecraft.picked_up.spruce_log: #19, 1755(1%)
minecraft.mined.spruce_door: #19, 2(1%)
minecraft.mined.loom: #19, 2(1%)
minecraft.custom.talked_to_villager: #19, 457(1%)
minecraft.used.basalt: #19, 472(1%)
minecraft.picked_up.shulker_shell: #19, 141(1%)
minecraft.mined.glass: #19, 109(1%)
minecraft.picked_up.tripwire_hook: #19, 3(1%)
minecraft.mined.blackstone: #19, 844(1%)
minecraft.crafted.shulker_box: #19, 78(1%)
minecraft.used.tripwire_hook: #19, 4(1%)
minecraft.mined.grindstone: #19, 3(1%)
minecraft.dropped.red_terracotta: #19, 19(1%)
minecraft.picked_up.magma_cream: #19, 27(1%)
minecraft.crafted.white_bed: #19, 5(1%)
minecraft.crafted.coal_block: #19, 140(1%)
minecraft.mined.soul_sand: #19, 250(1%)
minecraft.mined.redstone_lamp: #19, 5(1%)
minecraft.mined.mossy_cobblestone: #19, 36(0%)
minecraft.picked_up.polished_andesite_stairs: #19, 13(0%)
minecraft.dropped.oak_sapling: #19, 14(0%)
minecraft.picked_up.salmon: #19, 11(0%)
minecraft.mined.brown_mushroom: #19, 21(1%)
minecraft.crafted.lantern: #19, 52(0%)
minecraft.crafted.yellow_dye: #19, 221(0%)
minecraft.picked_up.black_concrete: #19, 227(0%)
minecraft.picked_up.nether_quartz_ore: #19, 80(0%)
minecraft.picked_up.carrot: #19, 277(0%)
minecraft.dropped.basalt: #19, 94(0%)
minecraft.mined.black_concrete: #19, 227(0%)
minecraft.used.cobblestone_wall: #19, 25(0%)
minecraft.used.stone_button: #19, 49(0%)
minecraft.picked_up.grindstone: #19, 3(0%)
minecraft.mined.lime_shulker_box: #19, 8(0%)
minecraft.used.peony: #19, 1(0%)
minecraft.mined.birch_planks: #19, 34(0%)
minecraft.mined.dead_bush: #19, 11(0%)
minecraft.mined.red_wool: #19, 11(0%)
minecraft.dropped.golden_apple: #19, 1(0%)
minecraft.picked_up.cherry_sapling: #19, 9(0%)
minecraft.picked_up.rooted_dirt: #19, 35(0%)
minecraft.mined.rooted_dirt: #19, 35(0%)
minecraft.used.andesite_stairs: #19, 8(0%)
minecraft.crafted.copper_block: #19, 143(0%)
minecraft.dropped.lever: #19, 1(0%)
minecraft.crafted.smooth_stone_slab: #19, 26(0%)
minecraft.used.string: #19, 49(0%)
minecraft.mined.cherry_log: #19, 19(0%)
minecraft.mined.magenta_stained_glass: #19, 1(0%)
minecraft.used.rooted_dirt: #19, 12(0%)
minecraft.picked_up.bread: #19, 16(0%)
minecraft.used.ice: #19, 47(0%)
minecraft.crafted.fermented_spider_eye: #19, 2(0%)
minecraft.picked_up.black_stained_glass: #19, 6(0%)
minecraft.picked_up.charcoal: #19, 7(0%)
minecraft.mined.mud: #19, 92(0%)
minecraft.dropped.pointed_dripstone: #19, 2(0%)
minecraft.dropped.gunpowder: #19, 33(0%)
minecraft.crafted.mossy_cobblestone_slab: #19, 2(0%)
minecraft.picked_up.copper_ingot: #19, 42(0%)
minecraft.used.chiseled_stone_bricks: #19, 6(0%)
minecraft.crafted.cherry_planks: #19, 4(0%)
minecraft.crafted.packed_mud: #19, 25(0%)
minecraft.mined.stripped_oak_log: #19, 13(0%)
minecraft.picked_up.cracked_stone_bricks: #19, 5(0%)
minecraft.crafted.deepslate_bricks: #19, 28(0%)
minecraft.picked_up.stripped_oak_log: #19, 13(0%)
minecraft.mined.prismarine: #19, 5(0%)
minecraft.used.terracotta: #19, 18(0%)
minecraft.picked_up.acacia_sapling: #19, 5(0%)
minecraft.dropped.sandstone: #19, 5(0%)
minecraft.crafted.hay_block: #19, 9(0%)
minecraft.picked_up.prismarine: #19, 5(0%)
minecraft.used.target: #19, 1(0%)
minecraft.picked_up.prismarine_crystals: #19, 2(0%)
minecraft.crafted.red_wool: #19, 3(0%)
minecraft.picked_up.experience_bottle: #19, 1(0%)
minecraft.crafted.spruce_wood: #19, 6(0%)
minecraft.used.spruce_wood: #19, 4(0%)
minecraft.picked_up.blue_shulker_box: #19, 1(0%)
minecraft.picked_up.light_gray_stained_glass: #19, 1(0%)
minecraft.dropped.ink_sac: #19, 3(0%)
minecraft.dropped.obsidian: #19, 1(0%)
minecraft.crafted.emerald_block: #19, 11(0%)
minecraft.crafted.polished_basalt: #19, 2(0%)
minecraft.custom.deaths: #20, 114(2%)
minecraft.custom.walk_under_water_one_cm: #20, 3454132(1%)
minecraft.broken.iron_pickaxe: #20, 5(2%)
minecraft.crafted.iron_axe: #20, 4(1%)
minecraft.picked_up.iron_ore: #20, 325(1%)
minecraft.picked_up.tuff: #20, 1825(1%)
minecraft.custom.interact_with_grindstone: #20, 16(1%)
minecraft.picked_up.furnace: #20, 29(1%)
minecraft.crafted.spruce_door: #20, 6(1%)
minecraft.mined.spruce_leaves: #20, 844(1%)
minecraft.dropped.diamond_helmet: #20, 1(1%)
minecraft.used.spruce_door: #20, 5(1%)
minecraft.picked_up.end_rod: #20, 33(1%)
minecraft.mined.shroomlight: #20, 40(1%)
minecraft.mined.spruce_slab: #20, 69(1%)
minecraft.picked_up.raw_copper: #20, 1804(1%)
minecraft.picked_up.string: #20, 619(1%)
minecraft.picked_up.shroomlight: #20, 45(1%)
minecraft.picked_up.spruce_boat: #20, 6(1%)
minecraft.used.chipped_anvil: #20, 2(1%)
minecraft.picked_up.spruce_fence: #20, 40(1%)
minecraft.used.hopper: #20, 231(1%)
minecraft.crafted.coarse_dirt: #20, 288(1%)
minecraft.picked_up.basalt: #20, 1223(1%)
minecraft.picked_up.red_wool: #20, 76(1%)
minecraft.crafted.dropper: #20, 58(1%)
minecraft.picked_up.loom: #20, 2(1%)
minecraft.used.golden_carrot: #20, 167(0%)
minecraft.used.coarse_dirt: #20, 217(0%)
minecraft.picked_up.golden_chestplate: #20, 2(1%)
minecraft.mined.chipped_anvil: #20, 2(1%)
minecraft.used.oak_trapdoor: #20, 36(0%)
minecraft.crafted.note_block: #20, 24(0%)
minecraft.dropped.diorite: #20, 95(0%)
minecraft.picked_up.sea_pickle: #20, 37(0%)
minecraft.crafted.oak_trapdoor: #20, 34(0%)
minecraft.picked_up.soul_soil: #20, 119(0%)
minecraft.used.spruce_fence_gate: #20, 12(0%)
minecraft.picked_up.vine: #20, 34(0%)
minecraft.picked_up.music_disc_otherside: #20, 1(0%)
minecraft.mined.polished_andesite_stairs: #20, 7(0%)
minecraft.killed_by.warden: #20, 1(0%)
minecraft.dropped.bowl: #20, 1(0%)
minecraft.picked_up.pumpkin: #20, 83(0%)
minecraft.crafted.spruce_fence_gate: #20, 10(0%)
minecraft.used.obsidian: #20, 127(0%)
minecraft.crafted.tripwire_hook: #20, 8(0%)
minecraft.mined.iron_door: #20, 2(0%)
minecraft.crafted.bone_meal: #20, 7776(0%)
minecraft.picked_up.dark_oak_boat: #20, 2(0%)
minecraft.dropped.birch_sapling: #20, 5(0%)
minecraft.picked_up.honey_block: #20, 10(0%)
minecraft.dropped.golden_chestplate: #20, 1(0%)
minecraft.mined.large_fern: #20, 8(0%)
minecraft.used.orange_shulker_box: #20, 8(0%)
minecraft.crafted.lead: #20, 2(0%)
minecraft.dropped.moss_block: #20, 18(0%)
minecraft.picked_up.cherry_log: #20, 19(0%)
minecraft.crafted.redstone_lamp: #20, 10(0%)
minecraft.used.red_wool: #20, 18(0%)
minecraft.picked_up.orange_shulker_box: #20, 5(0%)
minecraft.mined.orange_shulker_box: #20, 5(0%)
minecraft.mined.acacia_log: #20, 25(0%)
minecraft.crafted.stone_brick_stairs: #20, 7(0%)
minecraft.crafted.scaffolding: #20, 84(0%)
minecraft.custom.traded_with_villager: #20, 546(0%)
minecraft.dropped.spruce_leaves: #20, 3(0%)
minecraft.crafted.oak_wood: #20, 6(0%)
minecraft.dropped.spider_eye: #20, 74(0%)
minecraft.mined.polished_granite: #20, 1(0%)
minecraft.picked_up.ice: #20, 79(0%)
minecraft.mined.end_stone: #20, 24(0%)
minecraft.picked_up.end_stone: #20, 23(0%)
minecraft.picked_up.twisting_vines: #20, 1(0%)
minecraft.picked_up.orange_concrete: #20, 3(0%)
minecraft.used.mossy_stone_bricks: #20, 1(0%)
minecraft.mined.orange_concrete: #20, 3(0%)
minecraft.used.blue_shulker_box: #20, 1(0%)
minecraft.picked_up.polished_granite: #20, 1(0%)
minecraft.picked_up.cornflower: #20, 10(0%)
minecraft.used.warped_stem: #20, 6(0%)
minecraft.mined.polished_deepslate_slab: #20, 1(0%)
minecraft.used.mangrove_leaves: #20, 1(0%)
minecraft.custom.swim_one_cm: #21, 2019343(1%)
minecraft.picked_up.elytra: #21, 22(1%)
minecraft.mined.wall_torch: #21, 139(1%)
minecraft.picked_up.iron_block: #21, 655(1%)
minecraft.mined.grass_block: #21, 10367(1%)
minecraft.mined.chest: #21, 182(1%)
minecraft.mined.furnace: #21, 28(1%)
minecraft.picked_up.spruce_stairs: #21, 51(1%)
minecraft.mined.dandelion: #21, 41(1%)
minecraft.mined.spruce_stairs: #21, 36(1%)
minecraft.mined.spruce_fence: #21, 32(1%)
minecraft.crafted.chest: #21, 532(1%)
minecraft.picked_up.oak_sapling: #21, 309(1%)
minecraft.mined.deepslate_diamond_ore: #21, 224(1%)
minecraft.crafted.iron_shovel: #21, 3(1%)
minecraft.used.spruce_stairs: #21, 130(1%)
minecraft.picked_up.phantom_membrane: #21, 9(1%)
minecraft.picked_up.blue_concrete_powder: #21, 10(1%)
minecraft.used.beacon: #21, 6(1%)
minecraft.crafted.bow: #21, 35(1%)
minecraft.killed_by.ravager: #21, 8(1%)
minecraft.mined.end_rod: #21, 15(1%)
minecraft.picked_up.kelp: #21, 597(1%)
minecraft.used.snowball: #21, 33(0%)
minecraft.picked_up.flint: #21, 94(0%)
minecraft.picked_up.soul_sand: #21, 276(0%)
minecraft.mined.copper_ore: #21, 281(0%)
minecraft.picked_up.spruce_door: #21, 2(0%)
minecraft.used.redstone: #21, 365(0%)
minecraft.mined.carrots: #21, 61(0%)
minecraft.picked_up.note_block: #21, 8(0%)
minecraft.mined.composter: #21, 8(0%)
minecraft.mined.note_block: #21, 5(0%)
minecraft.picked_up.iron_door: #21, 2(0%)
minecraft.picked_up.composter: #21, 8(0%)
minecraft.mined.basalt: #21, 1072(0%)
minecraft.used.diorite: #21, 66(0%)
minecraft.mined.seagrass: #21, 21(0%)
minecraft.mined.amethyst_block: #21, 74(0%)
minecraft.picked_up.blackstone: #21, 504(0%)
minecraft.used.grindstone: #21, 4(0%)
minecraft.used.totem_of_undying: #21, 3(0%)
minecraft.picked_up.diamond_chestplate: #21, 1(0%)
minecraft.used.ender_pearl: #21, 17(0%)
minecraft.picked_up.deepslate_diamond_ore: #21, 58(0%)
minecraft.mined.spruce_sapling: #21, 2(0%)
minecraft.killed.silverfish: #21, 1(0%)
minecraft.mined.spore_blossom: #21, 1(0%)
minecraft.dropped.lapis_lazuli: #21, 10(0%)
minecraft.mined.tall_seagrass: #21, 10(0%)
minecraft.mined.deepslate_bricks: #21, 27(0%)
minecraft.dropped.rail: #21, 11(0%)
minecraft.used.poppy: #21, 1(0%)
minecraft.crafted.cobblestone_slab: #21, 24(0%)
minecraft.used.sticky_piston: #21, 24(0%)
minecraft.mined.cobblestone_stairs: #21, 2(0%)
minecraft.mined.polished_blackstone_bricks: #21, 65(0%)
minecraft.mined.dark_prismarine: #21, 2(0%)
minecraft.dropped.arrow: #21, 162(0%)
minecraft.used.soul_sand: #21, 32(0%)
minecraft.dropped.smooth_basalt: #21, 3(0%)
minecraft.dropped.flint: #21, 10(0%)
minecraft.used.bone_block: #21, 43(0%)
minecraft.mined.lightning_rod: #21, 1(0%)
minecraft.used.birch_planks: #21, 124(0%)
minecraft.used.azalea_leaves: #21, 33(0%)
minecraft.picked_up.lightning_rod: #21, 1(0%)
minecraft.used.copper_ore: #21, 10(0%)
minecraft.used.cauldron: #21, 2(0%)
minecraft.picked_up.dark_prismarine: #21, 2(0%)
minecraft.crafted.cauldron: #21, 2(0%)
minecraft.mined.warped_planks: #21, 4(0%)
minecraft.mined.slime_block: #21, 6(0%)
minecraft.picked_up.peony: #21, 4(0%)
minecraft.picked_up.oxeye_daisy: #21, 4(0%)
minecraft.mined.ice: #21, 80(0%)
minecraft.crafted.raw_copper_block: #21, 5(0%)
minecraft.picked_up.chiseled_stone_bricks: #21, 3(0%)
