stat, rank, value, (percentage) 
minecraft.dropped.warped_stairs: #3, 17(11%)
minecraft.mined.trapped_chest: #3, 1(11%)
minecraft.used.weeping_vines: #4, 89(11%)
minecraft.custom.aviate_one_cm: #4, 1149692618(6%)
minecraft.picked_up.music_disc_stal: #3, 9(11%)
minecraft.used.red_nether_bricks: #3, 579(4%)
minecraft.dropped.stripped_acacia_log: #3, 1(9%)
minecraft.used.diamond_block: #4, 681(7%)
minecraft.mined.diamond_block: #4, 537(7%)
minecraft.used.cracked_nether_bricks: #3, 224(9%)
minecraft.dropped.jungle_fence_gate: #3, 11(9%)
minecraft.picked_up.crimson_button: #3, 4(9%)
minecraft.crafted.stone_button: #4, 4116(7%)
minecraft.picked_up.polished_blackstone_brick_slab: #4, 462(7%)
minecraft.mined.redstone_ore: #4, 6782(6%)
minecraft.mined.tube_coral_fan: #3, 17(4%)
minecraft.picked_up.red_tulip: #4, 763(9%)
minecraft.picked_up.crossbow: #4, 67(7%)
minecraft.crafted.polished_blackstone_button: #4, 169(9%)
minecraft.dropped.milk_bucket: #4, 8(12%)
minecraft.crafted.yellow_concrete_powder: #4, 3056(9%)
minecraft.used.music_disc_ward: #3, 2(7%)
minecraft.mined.potted_oxeye_daisy: #3, 1(12%)
minecraft.used.oak_pressure_plate: #4, 13(8%)
minecraft.used.slime_block: #4, 1143(6%)
minecraft.picked_up.chiseled_red_sandstone: #3, 9(10%)
minecraft.used.light_gray_bed: #3, 24(4%)
minecraft.dropped.white_stained_glass_pane: #3, 157(4%)
minecraft.mined.lime_stained_glass: #4, 275(9%)
minecraft.crafted.compass: #4, 324(7%)
minecraft.dropped.nether_bricks: #4, 310(8%)
minecraft.used.black_concrete: #4, 5630(6%)
minecraft.used.chiseled_quartz_block: #4, 926(8%)
minecraft.dropped.netherite_leggings: #4, 4(12%)
minecraft.picked_up.cracked_nether_bricks: #3, 53(8%)
minecraft.crafted.jungle_sign: #4, 108(9%)
minecraft.killed.bat: #4, 102(6%)
minecraft.dropped.lime_bed: #3, 2(6%)
minecraft.mined.quartz_pillar: #4, 284(7%)
minecraft.picked_up.orange_tulip: #4, 187(11%)
minecraft.picked_up.nether_sprouts: #3, 145(11%)
minecraft.picked_up.loom: #4, 33(8%)
minecraft.picked_up.dark_oak_stairs: #4, 577(6%)
minecraft.picked_up.warped_fence: #4, 30(9%)
minecraft.crafted.purple_banner: #3, 3(10%)
minecraft.picked_up.end_crystal: #3, 6(3%)
minecraft.crafted.stripped_birch_wood: #3, 33(7%)
minecraft.mined.purple_concrete_powder: #4, 12(12%)
minecraft.used.light_gray_terracotta: #4, 2440(7%)
minecraft.mined.gray_wall_banner: #3, 2(10%)
minecraft.mined.pink_wool: #4, 199(10%)
minecraft.crafted.netherite_leggings: #4, 2(11%)
minecraft.picked_up.firework_star: #3, 21(9%)
minecraft.dropped.crimson_fence_gate: #3, 7(9%)
minecraft.crafted.crimson_button: #3, 86(4%)
minecraft.crafted.purpur_block: #3, 388(5%)
minecraft.dropped.light_gray_stained_glass_pane: #4, 795(6%)
minecraft.used.lectern: #4, 428(6%)
minecraft.mined.oak_door: #4, 9(9%)
minecraft.crafted.mossy_stone_brick_wall: #3, 6(11%)
minecraft.picked_up.dark_prismarine: #4, 544(7%)
minecraft.killed.hoglin: #3, 133(1%)
minecraft.picked_up.brown_mushroom: #5, 1252(10%)
minecraft.picked_up.yellow_carpet: #3, 304(2%)
minecraft.picked_up.tripwire_hook: #4, 72(6%)
minecraft.used.repeater: #5, 1859(9%)
minecraft.mined.black_wall_banner: #4, 32(10%)
minecraft.mined.warped_fence: #4, 27(9%)
minecraft.broken.iron_sword: #4, 6(10%)
minecraft.custom.crouch_one_cm: #5, 24409269(7%)
minecraft.used.crimson_button: #3, 76(4%)
minecraft.mined.warped_trapdoor: #4, 55(7%)
minecraft.mined.end_stone: #4, 3855(6%)
minecraft.dropped.gray_banner: #3, 1(7%)
minecraft.used.yellow_concrete: #5, 3214(12%)
minecraft.crafted.purpur_slab: #3, 403(5%)
minecraft.crafted.red_nether_brick_wall: #3, 42(6%)
minecraft.dropped.quartz_slab: #3, 68(2%)
minecraft.picked_up.ender_eye: #3, 24(3%)
minecraft.crafted.end_stone_bricks: #3, 1300(3%)
minecraft.mined.spruce_button: #4, 22(7%)
minecraft.dropped.brown_stained_glass: #3, 4(5%)
minecraft.picked_up.music_disc_11: #3, 2(4%)
minecraft.mined.lectern: #4, 377(5%)
minecraft.picked_up.gray_banner: #3, 2(6%)
minecraft.picked_up.warped_trapdoor: #4, 60(7%)
minecraft.dropped.armor_stand: #4, 16(7%)
minecraft.picked_up.dark_oak_fence: #4, 261(6%)
minecraft.crafted.netherite_pickaxe: #4, 5(9%)
minecraft.crafted.fermented_spider_eye: #3, 124(1%)
minecraft.used.oxeye_daisy: #4, 27(11%)
minecraft.crafted.end_stone_brick_stairs: #3, 16(5%)
minecraft.picked_up.dried_kelp: #3, 1945(2%)
minecraft.used.firework_rocket: #4, 1302(5%)
minecraft.crafted.light_blue_banner: #4, 54(15%)
minecraft.dropped.hay_block: #4, 184(11%)
minecraft.picked_up.mushroom_stem: #4, 1281(6%)
minecraft.dropped.purpur_stairs: #4, 27(8%)
minecraft.mined.birch_fence_gate: #4, 29(8%)
minecraft.picked_up.orange_wool: #4, 991(8%)
minecraft.crafted.mossy_cobblestone_wall: #3, 24(3%)
minecraft.used.nether_wart_block: #4, 887(6%)
minecraft.crafted.polished_andesite_slab: #4, 876(6%)
minecraft.used.rabbit_stew: #3, 1(7%)
minecraft.picked_up.scute: #3, 16(4%)
minecraft.picked_up.campfire: #4, 153(5%)
minecraft.used.black_terracotta: #4, 1878(7%)
minecraft.picked_up.magenta_concrete_powder: #3, 121(2%)
minecraft.used.crimson_trapdoor: #4, 194(8%)
minecraft.dropped.jungle_trapdoor: #3, 21(2%)
minecraft.mined.polished_blackstone_brick_slab: #4, 297(6%)
minecraft.dropped.jungle_sign: #4, 20(9%)
minecraft.broken.leather_chestplate: #4, 3(17%)
minecraft.picked_up.end_stone_brick_slab: #3, 65(3%)
minecraft.dropped.spruce_planks: #5, 480(9%)
minecraft.mined.stripped_acacia_wood: #3, 3(2%)
minecraft.picked_up.rabbit: #3, 25(1%)
minecraft.dropped.red_tulip: #3, 27(2%)
minecraft.picked_up.pumpkin_pie: #4, 188(5%)
minecraft.used.sea_pickle: #4, 227(6%)
minecraft.killed.turtle: #4, 5(11%)
minecraft.used.birch_button: #4, 48(8%)
minecraft.used.end_stone_brick_stairs: #3, 13(3%)
minecraft.picked_up.music_disc_wait: #3, 1(2%)
minecraft.dropped.cyan_concrete: #4, 60(14%)
minecraft.dropped.dragon_breath: #3, 4(2%)
minecraft.dropped.barrel: #4, 26(8%)
minecraft.crafted.blue_terracotta: #4, 1792(11%)
minecraft.used.warped_fence: #4, 127(7%)
minecraft.picked_up.dark_oak_wood: #4, 88(8%)
minecraft.dropped.light_gray_dye: #3, 57(1%)
minecraft.crafted.pink_carpet: #4, 291(7%)
minecraft.mined.end_rod: #4, 657(5%)
minecraft.mined.birch_pressure_plate: #4, 14(9%)
minecraft.picked_up.cobweb: #4, 288(6%)
minecraft.used.acacia_log: #5, 1148(10%)
minecraft.picked_up.snow: #4, 3668(5%)
minecraft.used.fern: #5, 527(12%)
minecraft.mined.orange_bed: #4, 7(10%)
minecraft.picked_up.birch_pressure_plate: #4, 15(9%)
minecraft.crafted.purpur_pillar: #3, 55(2%)
minecraft.picked_up.lingering_potion: #3, 1(1%)
minecraft.dropped.lingering_potion: #3, 1(1%)
minecraft.custom.damage_dealt: #4, 2911010(4%)
minecraft.used.acacia_planks: #4, 147(6%)
minecraft.dropped.light_blue_stained_glass: #4, 64(11%)
minecraft.dropped.jungle_slab: #4, 151(7%)
minecraft.dropped.lime_dye: #4, 153(10%)
minecraft.dropped.turtle_egg: #3, 8(0%)
minecraft.mined.respawn_anchor: #4, 9(13%)
minecraft.killed.witch: #3, 52(0%)
minecraft.mined.lily_of_the_valley: #4, 43(6%)
minecraft.mined.end_stone_brick_stairs: #3, 1(0%)
minecraft.picked_up.end_stone_brick_stairs: #3, 1(0%)
minecraft.crafted.conduit: #4, 2(12%)
minecraft.dropped.activator_rail: #4, 2(11%)
minecraft.broken.leather_boots: #4, 3(14%)
minecraft.used.grass: #4, 882(5%)
minecraft.used.brown_terracotta: #4, 1824(6%)
minecraft.crafted.polished_blackstone_brick_slab: #4, 468(6%)
minecraft.picked_up.stone_button: #5, 441(9%)
minecraft.dropped.cracked_stone_bricks: #4, 33(8%)
minecraft.crafted.polished_granite_slab: #4, 60(8%)
minecraft.custom.interact_with_stonecutter: #5, 701(9%)
minecraft.crafted.golden_boots: #4, 7(6%)
minecraft.mined.dark_oak_wood: #4, 47(7%)
minecraft.picked_up.sunflower: #5, 614(11%)
minecraft.dropped.gray_carpet: #4, 256(8%)
minecraft.picked_up.potion: #5, 287(8%)
minecraft.dropped.damaged_anvil: #4, 2(12%)
minecraft.picked_up.orange_bed: #4, 7(9%)
minecraft.mined.pumpkin_stem: #4, 19(6%)
minecraft.picked_up.soul_lantern: #5, 228(8%)
minecraft.crafted.leather_leggings: #4, 69(5%)
minecraft.custom.swim_one_cm: #5, 8310104(7%)
minecraft.dropped.cobblestone_wall: #4, 156(5%)
minecraft.picked_up.birch_log: #5, 6910(8%)
minecraft.picked_up.red_nether_bricks: #4, 221(8%)
minecraft.used.sand: #5, 29466(8%)
minecraft.used.red_mushroom: #4, 39(5%)
minecraft.picked_up.spruce_pressure_plate: #4, 24(6%)
minecraft.used.spruce_leaves: #4, 2838(5%)
minecraft.dropped.light_weighted_pressure_plate: #4, 26(10%)
minecraft.dropped.name_tag: #5, 53(9%)
minecraft.dropped.nether_wart_block: #4, 378(5%)
minecraft.dropped.spectral_arrow: #4, 181(5%)
minecraft.crafted.glowstone: #5, 3572(9%)
minecraft.picked_up.orange_stained_glass_pane: #4, 132(6%)
minecraft.killed.ghast: #5, 273(8%)
minecraft.picked_up.ender_pearl: #5, 32561(8%)
minecraft.used.brick_slab: #4, 206(8%)
minecraft.used.dark_oak_slab: #5, 3029(9%)
minecraft.mined.red_bed: #4, 21(5%)
minecraft.used.light_blue_banner: #4, 35(12%)
minecraft.mined.hopper: #5, 939(8%)
minecraft.crafted.jungle_trapdoor: #4, 290(5%)
minecraft.killed.zombie: #5, 2585(7%)
minecraft.crafted.blast_furnace: #4, 71(4%)
minecraft.used.composter: #5, 194(8%)
minecraft.picked_up.red_bed: #4, 21(5%)
minecraft.dropped.stripped_oak_log: #4, 12(7%)
minecraft.custom.pot_flower: #5, 136(8%)
minecraft.used.yellow_terracotta: #4, 481(5%)
minecraft.used.black_bed: #4, 64(7%)
minecraft.killed.stray: #4, 8(11%)
minecraft.mined.orange_concrete_powder: #4, 12(8%)
minecraft.mined.slime_block: #5, 640(8%)
minecraft.mined.infested_stone: #4, 57(5%)
minecraft.picked_up.red_stained_glass: #5, 471(9%)
minecraft.mined.grindstone: #4, 42(3%)
minecraft.crafted.painting: #5, 78(8%)
minecraft.used.bubble_coral_fan: #4, 8(6%)
minecraft.crafted.nether_brick_slab: #5, 1008(9%)
minecraft.mined.anvil: #5, 77(8%)
minecraft.used.birch_trapdoor: #4, 259(3%)
minecraft.picked_up.crimson_fence_gate: #4, 7(7%)
minecraft.used.fishing_rod: #4, 691(3%)
minecraft.mined.attached_pumpkin_stem: #4, 4(9%)
minecraft.dropped.crimson_trapdoor: #4, 59(9%)
minecraft.picked_up.stripped_jungle_log: #5, 74(9%)
minecraft.picked_up.pink_dye: #4, 40(6%)
minecraft.mined.polished_andesite_slab: #5, 425(7%)
minecraft.picked_up.smooth_quartz_slab: #5, 1063(8%)
minecraft.used.lead: #4, 4(7%)
minecraft.dropped.brown_terracotta: #4, 247(6%)
minecraft.killed.sheep: #5, 182(8%)
minecraft.used.conduit: #4, 4(9%)
minecraft.dropped.orange_stained_glass: #4, 13(8%)
minecraft.crafted.coal: #5, 8040(7%)
minecraft.used.chest: #5, 2999(7%)
minecraft.mined.nether_wart_block: #5, 4203(7%)
minecraft.dropped.oak_sign: #5, 89(9%)
minecraft.mined.black_concrete: #5, 3378(7%)
minecraft.crafted.blue_banner: #4, 4(9%)
minecraft.crafted.brown_banner: #4, 19(11%)
minecraft.picked_up.brewing_stand: #5, 60(8%)
minecraft.crafted.light_blue_stained_glass: #4, 1472(4%)
minecraft.dropped.ink_sac: #4, 116(3%)
minecraft.picked_up.allium: #4, 101(4%)
minecraft.crafted.gray_banner: #4, 10(7%)
minecraft.mined.attached_melon_stem: #4, 5(8%)
minecraft.used.player_head: #5, 254(7%)
minecraft.picked_up.music_disc_chirp: #4, 3(5%)
minecraft.used.crimson_sign: #4, 19(4%)
minecraft.picked_up.gold_nugget: #4, 14246(3%)
minecraft.dropped.andesite: #5, 3217(7%)
minecraft.mined.red_nether_brick_stairs: #4, 25(7%)
minecraft.mined.potted_cornflower: #4, 1(14%)
minecraft.crafted.end_stone_brick_wall: #4, 6(14%)
minecraft.mined.spruce_wall_sign: #5, 27(7%)
minecraft.crafted.smoker: #4, 40(3%)
minecraft.dropped.sweet_berries: #4, 68(3%)
minecraft.dropped.grass_block: #5, 2060(7%)
minecraft.picked_up.ladder: #5, 492(6%)
minecraft.used.diamond_sword: #5, 25581(6%)
minecraft.used.pink_tulip: #4, 14(5%)
minecraft.used.cobblestone_wall: #5, 675(7%)
minecraft.used.warped_stem: #5, 1650(7%)
minecraft.mined.light_blue_concrete_powder: #4, 16(5%)
minecraft.picked_up.coal: #5, 21870(6%)
minecraft.picked_up.polished_granite: #5, 451(7%)
minecraft.custom.damage_resisted: #5, 20086(6%)
minecraft.killed_by.ravager: #5, 9(8%)
minecraft.mined.coal_ore: #5, 15061(6%)
minecraft.crafted.dark_oak_pressure_plate: #5, 8(11%)
minecraft.crafted.crimson_planks: #5, 3516(7%)
minecraft.crafted.red_concrete_powder: #5, 3400(7%)
minecraft.dropped.snowball: #5, 591(9%)
minecraft.dropped.acacia_slab: #4, 16(6%)
minecraft.crafted.orange_banner: #4, 9(8%)
minecraft.picked_up.tube_coral_fan: #5, 65(8%)
minecraft.dropped.yellow_stained_glass_pane: #4, 12(7%)
minecraft.mined.horn_coral_fan: #4, 15(3%)
minecraft.mined.white_stained_glass_pane: #5, 144(7%)
minecraft.used.red_concrete_powder: #5, 3163(7%)
minecraft.picked_up.obsidian: #5, 1679(6%)
minecraft.crafted.orange_shulker_box: #5, 24(10%)
minecraft.used.nether_bricks: #6, 3754(11%)
minecraft.mined.polished_andesite_stairs: #5, 300(7%)
minecraft.dropped.polished_andesite_stairs: #4, 98(3%)
minecraft.dropped.light_gray_wool: #4, 249(3%)
minecraft.crafted.dark_prismarine_stairs: #4, 48(5%)
minecraft.used.anvil: #5, 228(5%)
minecraft.dropped.pufferfish_bucket: #4, 4(5%)
minecraft.used.gray_carpet: #5, 2496(6%)
minecraft.used.stripped_warped_hyphae: #4, 122(4%)
minecraft.dropped.target: #4, 9(7%)
minecraft.picked_up.trapped_chest: #4, 1(7%)
minecraft.mined.large_fern: #5, 241(8%)
minecraft.crafted.composter: #5, 185(6%)
minecraft.dropped.red_nether_bricks: #4, 148(8%)
minecraft.mined.gray_glazed_terracotta: #4, 7(6%)
minecraft.dropped.red_dye: #4, 57(2%)
minecraft.used.brown_mushroom_block: #5, 973(7%)
minecraft.used.iron_bars: #5, 1697(6%)
minecraft.dropped.end_stone: #5, 197(8%)
minecraft.picked_up.sugar_cane: #5, 19040(6%)
minecraft.picked_up.music_disc_ward: #4, 2(3%)
minecraft.used.prismarine_stairs: #4, 50(4%)
minecraft.dropped.redstone_lamp: #4, 4(6%)
minecraft.used.smooth_quartz: #5, 2312(6%)
minecraft.picked_up.dead_bubble_coral_fan: #4, 3(7%)
minecraft.dropped.acacia_boat: #4, 1(7%)
minecraft.used.allium: #4, 13(6%)
minecraft.picked_up.snowball: #5, 16970(7%)
minecraft.picked_up.gray_glazed_terracotta: #4, 7(4%)
minecraft.used.stone_pressure_plate: #5, 129(6%)
minecraft.dropped.white_banner: #4, 40(2%)
minecraft.picked_up.polished_andesite_slab: #5, 669(6%)
minecraft.mined.tnt: #4, 125(1%)
minecraft.picked_up.prismarine_slab: #4, 49(3%)
minecraft.dropped.music_disc_cat: #4, 1(8%)
minecraft.dropped.gilded_blackstone: #4, 13(4%)
minecraft.dropped.nether_wart: #5, 231(9%)
minecraft.used.white_tulip: #4, 27(3%)
minecraft.crafted.stripped_warped_hyphae: #4, 33(5%)
minecraft.dropped.brown_dye: #4, 27(3%)
minecraft.dropped.cauldron: #4, 6(3%)
minecraft.dropped.green_wool: #4, 70(3%)
minecraft.used.glass: #5, 4397(5%)
minecraft.picked_up.bone: #5, 6018(5%)
minecraft.picked_up.light_gray_dye: #4, 122(1%)
minecraft.picked_up.end_stone: #5, 4085(6%)
minecraft.picked_up.lectern: #5, 380(5%)
minecraft.mined.nether_brick_wall: #5, 113(8%)
minecraft.crafted.cauldron: #5, 112(6%)
minecraft.custom.mob_kills: #5, 105654(5%)
minecraft.crafted.polished_diorite_stairs: #4, 64(3%)
minecraft.used.red_nether_brick_wall: #4, 24(3%)
minecraft.used.dark_oak_log: #5, 1611(6%)
minecraft.dropped.iron_horse_armor: #4, 1(6%)
minecraft.crafted.gray_bed: #4, 7(2%)
minecraft.mined.blue_wool: #5, 63(7%)
minecraft.dropped.diamond_leggings: #5, 7(6%)
minecraft.picked_up.redstone: #5, 21556(5%)
minecraft.picked_up.daylight_detector: #5, 20(6%)
minecraft.mined.smooth_quartz: #5, 443(6%)
minecraft.used.black_banner: #5, 75(9%)
minecraft.used.map: #5, 38(7%)
minecraft.dropped.mossy_cobblestone_slab: #4, 3(5%)
minecraft.dropped.dried_kelp: #4, 114(2%)
minecraft.mined.black_wool: #5, 120(6%)
minecraft.used.end_stone_bricks: #4, 701(1%)
minecraft.dropped.red_wool: #5, 109(10%)
minecraft.used.warped_sign: #5, 28(7%)
minecraft.dropped.gray_concrete_powder: #5, 308(8%)
minecraft.crafted.black_banner: #5, 80(8%)
minecraft.picked_up.netherite_leggings: #5, 23(5%)
minecraft.dropped.golden_carrot: #5, 552(5%)
minecraft.picked_up.dead_brain_coral_fan: #4, 3(2%)
minecraft.dropped.oak_slab: #5, 79(6%)
minecraft.picked_up.rabbit_hide: #4, 35(1%)
minecraft.custom.walk_under_water_one_cm: #6, 15589174(4%)
minecraft.used.orange_carpet: #5, 948(6%)
minecraft.mined.polished_blackstone_bricks: #5, 2370(5%)
minecraft.dropped.lectern: #4, 4(2%)
minecraft.picked_up.stripped_acacia_wood: #4, 3(2%)
minecraft.crafted.red_sandstone_wall: #4, 6(3%)
minecraft.used.fire_coral_fan: #5, 14(9%)
minecraft.crafted.polished_diorite_slab: #4, 36(2%)
minecraft.dropped.purple_dye: #4, 26(2%)
minecraft.picked_up.cobblestone_wall: #5, 247(5%)
minecraft.dropped.cooked_salmon: #4, 4(1%)
minecraft.mined.andesite_wall: #5, 115(7%)
minecraft.crafted.golden_leggings: #5, 8(9%)
minecraft.picked_up.gray_terracotta: #5, 544(9%)
minecraft.used.chiseled_red_sandstone: #4, 9(2%)
minecraft.used.kelp: #5, 1242(5%)
minecraft.dropped.nether_brick_slab: #4, 20(1%)
minecraft.mined.bricks: #5, 553(7%)
minecraft.dropped.green_dye: #4, 295(1%)
minecraft.dropped.rabbit_foot: #4, 1(1%)
minecraft.crafted.red_sandstone_stairs: #4, 4(2%)
minecraft.mined.cyan_glazed_terracotta: #4, 2(2%)
minecraft.picked_up.polished_blackstone_bricks: #5, 2139(5%)
minecraft.picked_up.grass: #5, 1096(5%)
minecraft.mined.smithing_table: #5, 37(5%)
minecraft.used.birch_sapling: #5, 645(6%)
minecraft.dropped.magenta_terracotta: #4, 1(1%)
minecraft.picked_up.mossy_cobblestone_wall: #4, 1(1%)
minecraft.used.smooth_quartz_slab: #5, 2411(5%)
minecraft.picked_up.lime_dye: #5, 162(7%)
minecraft.crafted.soul_torch: #5, 570(6%)
minecraft.dropped.spruce_trapdoor: #5, 337(6%)
minecraft.used.iron_ore: #5, 34(5%)
minecraft.crafted.dark_oak_button: #5, 147(6%)
minecraft.broken.leather_helmet: #5, 3(10%)
minecraft.dropped.polished_blackstone_bricks: #5, 137(8%)
minecraft.crafted.blue_shulker_box: #5, 6(8%)
minecraft.dropped.ender_eye: #4, 2(0%)
minecraft.dropped.stone_pressure_plate: #5, 48(5%)
minecraft.dropped.white_bed: #5, 6(8%)
minecraft.mined.soul_soil: #6, 3506(9%)
minecraft.crafted.dark_oak_slab: #6, 3320(9%)
minecraft.mined.birch_log: #6, 6609(8%)
minecraft.crafted.fire_charge: #4, 6(0%)
minecraft.used.cyan_stained_glass_pane: #5, 166(7%)
minecraft.mined.magenta_stained_glass_pane: #5, 12(9%)
minecraft.crafted.magma_cream: #4, 13(0%)
minecraft.picked_up.shield: #5, 16(5%)
minecraft.picked_up.beehive: #5, 59(6%)
minecraft.picked_up.stone_brick_slab: #5, 1122(4%)
minecraft.used.blue_wool: #5, 117(5%)
minecraft.picked_up.purpur_stairs: #5, 95(5%)
minecraft.used.pufferfish_bucket: #5, 12(7%)
minecraft.broken.leather_leggings: #5, 3(12%)
minecraft.custom.talked_to_villager: #6, 9405(8%)
minecraft.dropped.flint_and_steel: #5, 9(5%)
minecraft.mined.acacia_planks: #5, 85(7%)
minecraft.dropped.cyan_stained_glass_pane: #5, 37(10%)
minecraft.picked_up.lime_stained_glass: #5, 298(5%)
minecraft.dropped.lime_stained_glass: #5, 92(8%)
minecraft.mined.obsidian: #5, 1517(4%)
minecraft.dropped.tnt: #5, 178(5%)
minecraft.crafted.warped_fence: #5, 126(6%)
minecraft.used.tropical_fish_bucket: #5, 20(8%)
minecraft.mined.birch_fence: #5, 72(5%)
minecraft.used.warped_planks: #5, 439(6%)
minecraft.crafted.polished_blackstone_brick_stairs: #5, 148(6%)
minecraft.used.obsidian: #5, 1317(4%)
minecraft.mined.lime_stained_glass_pane: #5, 80(6%)
minecraft.dropped.string: #6, 1577(8%)
minecraft.custom.interact_with_anvil: #6, 808(6%)
minecraft.mined.beacon: #6, 83(8%)
minecraft.mined.red_wall_banner: #5, 4(10%)
minecraft.crafted.clock: #5, 8(5%)
minecraft.used.gravel: #6, 4009(8%)
minecraft.picked_up.respawn_anchor: #5, 9(9%)
minecraft.mined.infested_cracked_stone_bricks: #5, 1(14%)
minecraft.used.spruce_pressure_plate: #5, 29(5%)
minecraft.crafted.spruce_planks: #6, 44777(8%)
minecraft.crafted.acacia_boat: #5, 3(7%)
minecraft.mined.polished_blackstone_stairs: #6, 187(9%)
minecraft.mined.smooth_stone: #5, 1150(4%)
minecraft.used.poisonous_potato: #5, 1(9%)
minecraft.crafted.golden_chestplate: #5, 7(6%)
minecraft.picked_up.comparator: #6, 375(8%)
minecraft.dropped.spruce_door: #5, 12(6%)
minecraft.used.gold_ore: #5, 17(4%)
minecraft.used.chiseled_stone_bricks: #5, 164(4%)
minecraft.used.dark_oak_stairs: #6, 1319(9%)
minecraft.killed.mooshroom: #5, 101(7%)
minecraft.crafted.jungle_boat: #5, 10(5%)
minecraft.used.birch_pressure_plate: #5, 15(6%)
minecraft.crafted.light_blue_carpet: #5, 384(5%)
minecraft.dropped.cyan_terracotta: #5, 294(4%)
minecraft.crafted.slime_ball: #5, 2454(5%)
minecraft.used.lime_stained_glass_pane: #5, 256(4%)
minecraft.picked_up.gray_dye: #5, 162(5%)
minecraft.picked_up.acacia_sign: #5, 42(4%)
minecraft.mined.dark_oak_leaves: #5, 1944(4%)
minecraft.used.green_terracotta: #5, 413(4%)
minecraft.crafted.redstone_block: #6, 3672(7%)
minecraft.crafted.orange_carpet: #5, 771(5%)
minecraft.dropped.iron_block: #5, 401(3%)
minecraft.crafted.yellow_shulker_box: #5, 12(3%)
minecraft.crafted.gray_shulker_box: #5, 9(4%)
minecraft.killed_by.phantom: #5, 1(10%)
minecraft.dropped.white_carpet: #6, 126(8%)
minecraft.dropped.netherite_hoe: #5, 2(8%)
minecraft.used.brown_banner: #5, 12(10%)
minecraft.dropped.cyan_stained_glass: #5, 19(6%)
minecraft.mined.melon: #5, 341(3%)
minecraft.used.mossy_stone_brick_wall: #5, 10(13%)
minecraft.picked_up.oak_sign: #6, 325(7%)
minecraft.mined.quartz_slab: #5, 109(3%)
minecraft.picked_up.cyan_wool: #5, 255(3%)
minecraft.mined.rail: #6, 2146(7%)
minecraft.dropped.coarse_dirt: #5, 216(3%)
minecraft.picked_up.music_disc_mall: #5, 2(6%)
minecraft.crafted.birch_door: #5, 21(5%)
minecraft.custom.traded_with_villager: #6, 85545(7%)
minecraft.custom.open_shulker_box: #6, 54044(6%)
minecraft.used.flower_pot: #6, 163(7%)
minecraft.picked_up.heart_of_the_sea: #5, 7(4%)
minecraft.crafted.andesite_wall: #5, 294(4%)
minecraft.picked_up.written_book: #6, 113(7%)
minecraft.picked_up.chiseled_stone_bricks: #6, 200(8%)
minecraft.used.orange_banner: #5, 8(10%)
minecraft.mined.cracked_stone_bricks: #6, 137(7%)
minecraft.picked_up.golden_leggings: #6, 34(7%)
minecraft.picked_up.tipped_arrow: #5, 70(6%)
minecraft.used.birch_door: #5, 23(5%)
minecraft.picked_up.magenta_stained_glass_pane: #5, 12(6%)
minecraft.picked_up.beacon: #6, 86(7%)
minecraft.dropped.stripped_jungle_log: #5, 4(5%)
minecraft.mined.sand: #6, 134355(7%)
minecraft.picked_up.leather_boots: #6, 31(7%)
minecraft.mined.potted_lily_of_the_valley: #5, 1(8%)
minecraft.mined.potted_dead_bush: #5, 2(7%)
minecraft.picked_up.pufferfish_bucket: #5, 4(6%)
minecraft.mined.gray_stained_glass: #5, 136(3%)
minecraft.picked_up.jungle_trapdoor: #5, 71(3%)
minecraft.mined.acacia_wall_sign: #5, 26(3%)
minecraft.custom.interact_with_beacon: #6, 106(6%)
minecraft.used.stripped_jungle_log: #5, 16(5%)
minecraft.crafted.wooden_sword: #5, 7(3%)
minecraft.used.yellow_carpet: #5, 628(3%)
minecraft.picked_up.music_disc_cat: #5, 7(3%)
minecraft.used.milk_bucket: #6, 11(7%)
minecraft.crafted.cooked_salmon: #5, 18(4%)
minecraft.dropped.magenta_concrete_powder: #5, 2(11%)
minecraft.crafted.anvil: #5, 108(2%)
minecraft.mined.oak_wall_sign: #6, 96(7%)
minecraft.dropped.diamond_ore: #5, 47(5%)
minecraft.crafted.polished_andesite: #6, 6368(6%)
minecraft.used.stone_bricks: #6, 15623(6%)
minecraft.picked_up.iron_bars: #6, 711(7%)
minecraft.crafted.warped_planks: #6, 2892(7%)
minecraft.picked_up.fire_coral_fan: #6, 84(10%)
minecraft.crafted.lead: #6, 76(8%)
minecraft.crafted.dark_oak_stairs: #6, 1008(7%)
minecraft.mined.piston_head: #6, 19(8%)
minecraft.crafted.filled_map: #5, 78(3%)
minecraft.used.netherite_shovel: #6, 187097(8%)
minecraft.dropped.elytra: #6, 13(7%)
minecraft.used.netherite_sword: #5, 14410(2%)
minecraft.picked_up.sand: #6, 137933(6%)
minecraft.picked_up.dead_horn_coral_fan: #5, 4(6%)
minecraft.used.loom: #6, 68(7%)
minecraft.dropped.painting: #5, 11(4%)
minecraft.dropped.chicken: #5, 117(2%)
minecraft.picked_up.blaze_powder: #5, 55(2%)
minecraft.picked_up.tube_coral_block: #5, 65(4%)
minecraft.mined.tube_coral_block: #5, 65(4%)
minecraft.picked_up.lime_concrete_powder: #5, 422(3%)
minecraft.crafted.nether_wart_block: #5, 4(5%)
minecraft.dropped.acacia_sign: #5, 11(3%)
minecraft.dropped.spruce_sign: #5, 34(2%)
minecraft.dropped.stick: #6, 2931(6%)
minecraft.used.gray_bed: #5, 24(3%)
