stat, rank, value, (percentage) 
minecraft.crafted.pink_terracotta: #10, 48(1%)
minecraft.picked_up.pink_dye: #10, 5(1%)
minecraft.crafted.white_terracotta: #10, 74(1%)
minecraft.mined.crimson_wall_sign: #10, 1(1%)
minecraft.used.orange_carpet: #10, 69(0%)
minecraft.used.jungle_wood: #10, 54(1%)
minecraft.picked_up.andesite_stairs: #10, 13(0%)
minecraft.dropped.lime_concrete: #10, 4(1%)
minecraft.crafted.purple_terracotta: #10, 54(1%)
minecraft.dropped.polished_blackstone_brick_stairs: #10, 1(1%)
minecraft.picked_up.gray_bed: #10, 7(0%)
minecraft.picked_up.jungle_wood: #10, 7(0%)
minecraft.mined.jungle_wood: #10, 7(0%)
minecraft.picked_up.red_nether_bricks: #10, 14(0%)
minecraft.mined.ice: #10, 1446(0%)
minecraft.used.pink_concrete: #10, 34(0%)
minecraft.used.red_sand: #10, 113(0%)
minecraft.dropped.melon: #10, 12(0%)
minecraft.custom.deaths: #11, 122(4%)
minecraft.picked_up.golden_helmet: #11, 27(4%)
minecraft.crafted.orange_terracotta: #10, 12(0%)
minecraft.dropped.rose_bush: #10, 15(0%)
minecraft.picked_up.chorus_flower: #10, 14(0%)
minecraft.used.experience_bottle: #10, 14(0%)
minecraft.dropped.stone_shovel: #10, 1(0%)
minecraft.mined.allium: #10, 1(0%)
minecraft.dropped.warped_stem: #10, 2(0%)
minecraft.picked_up.yellow_stained_glass_pane: #10, 4(0%)
minecraft.picked_up.experience_bottle: #10, 2(0%)
minecraft.dropped.dark_oak_trapdoor: #10, 2(0%)
minecraft.used.ancient_debris: #10, 3(0%)
minecraft.dropped.orange_carpet: #10, 1(0%)
minecraft.dropped.jungle_trapdoor: #10, 1(0%)
minecraft.mined.chorus_flower: #10, 3(0%)
minecraft.killed.witch: #10, 16(0%)
minecraft.killed.zombie_villager: #11, 19(4%)
minecraft.custom.sneak_time: #12, 3985519(4%)
minecraft.crafted.diamond_hoe: #11, 4(4%)
minecraft.picked_up.iron_sword: #11, 14(4%)
minecraft.picked_up.diamond_block: #11, 426(4%)
minecraft.used.chipped_anvil: #11, 14(4%)
minecraft.mined.sand: #11, 70670(4%)
minecraft.crafted.iron_ingot: #11, 19117(3%)
minecraft.mined.soul_lantern: #11, 20(4%)
minecraft.used.furnace: #11, 218(3%)
minecraft.crafted.netherite_helmet: #11, 1(7%)
minecraft.dropped.netherite_sword: #11, 3(4%)
minecraft.used.iron_block: #11, 4678(3%)
minecraft.mined.lapis_ore: #11, 536(3%)
minecraft.dropped.stone: #11, 9252(3%)
minecraft.used.oak_pressure_plate: #11, 6(4%)
minecraft.used.stone_pressure_plate: #11, 65(3%)
minecraft.picked_up.beef: #11, 786(3%)
minecraft.crafted.iron_axe: #11, 8(3%)
minecraft.picked_up.bone_meal: #11, 1350(3%)
minecraft.picked_up.nether_bricks: #11, 1163(3%)
minecraft.used.lantern: #11, 358(3%)
minecraft.used.cracked_stone_bricks: #11, 208(3%)
minecraft.dropped.wooden_pickaxe: #11, 1(5%)
minecraft.picked_up.brewing_stand: #11, 23(3%)
minecraft.broken.diamond_pickaxe: #11, 2(3%)
minecraft.mined.cartography_table: #11, 5(3%)
minecraft.mined.observer: #11, 175(3%)
minecraft.mined.redstone_block: #11, 106(3%)
minecraft.crafted.netherite_sword: #11, 1(5%)
minecraft.custom.damage_resisted: #11, 7738(2%)
minecraft.used.repeater: #11, 444(2%)
minecraft.mined.dropper: #11, 62(2%)
minecraft.used.stonecutter: #11, 73(2%)
minecraft.used.spruce_door: #11, 17(3%)
minecraft.used.mossy_stone_bricks: #11, 73(3%)
minecraft.picked_up.oak_sapling: #11, 1349(2%)
minecraft.picked_up.cobblestone_stairs: #11, 47(2%)
minecraft.mined.orange_terracotta: #11, 3091(2%)
minecraft.dropped.glass: #11, 210(2%)
minecraft.mined.stripped_spruce_log: #11, 79(2%)
minecraft.used.redstone_lamp: #11, 111(2%)
minecraft.mined.kelp_plant: #11, 447(2%)
minecraft.dropped.bow: #11, 159(2%)
minecraft.picked_up.brown_shulker_box: #11, 84(2%)
minecraft.mined.brown_shulker_box: #11, 82(2%)
minecraft.dropped.red_terracotta: #11, 44(2%)
minecraft.custom.walk_on_water_one_cm: #12, 5460951(3%)
minecraft.crafted.polished_andesite_slab: #11, 324(2%)
minecraft.dropped.crafting_table: #11, 12(2%)
minecraft.crafted.crimson_door: #11, 3(4%)
minecraft.used.green_shulker_box: #11, 42(2%)
minecraft.mined.sunflower: #11, 3(3%)
minecraft.killed.player: #11, 2(4%)
minecraft.crafted.shield: #11, 6(2%)
minecraft.custom.interact_with_blast_furnace: #11, 37(2%)
minecraft.dropped.purpur_stairs: #11, 9(3%)
minecraft.picked_up.note_block: #11, 49(2%)
minecraft.picked_up.green_concrete: #11, 221(2%)
minecraft.mined.stonecutter: #11, 45(2%)
minecraft.crafted.mossy_stone_bricks: #11, 96(2%)
minecraft.dropped.terracotta: #11, 114(2%)
minecraft.picked_up.spruce_sign: #11, 47(2%)
minecraft.picked_up.stonecutter: #11, 45(2%)
minecraft.used.armor_stand: #11, 76(2%)
minecraft.crafted.jungle_button: #11, 16(2%)
minecraft.used.campfire: #11, 52(2%)
minecraft.crafted.fishing_rod: #11, 5(2%)
minecraft.picked_up.acacia_button: #11, 1(3%)
minecraft.used.vine: #11, 42(2%)
minecraft.picked_up.dark_prismarine: #11, 130(2%)
minecraft.picked_up.nether_brick_slab: #11, 115(1%)
minecraft.killed.pufferfish: #11, 6(2%)
minecraft.crafted.map: #11, 50(1%)
minecraft.dropped.mutton: #11, 12(2%)
minecraft.picked_up.glass_pane: #11, 83(1%)
minecraft.crafted.magenta_dye: #11, 160(1%)
minecraft.used.carved_pumpkin: #11, 8(2%)
minecraft.picked_up.grindstone: #11, 29(1%)
minecraft.dropped.spruce_log: #11, 175(1%)
minecraft.picked_up.golden_horse_armor: #11, 1(2%)
minecraft.mined.birch_fence: #11, 19(1%)
minecraft.crafted.lime_dye: #11, 288(1%)
minecraft.mined.jungle_trapdoor: #11, 13(1%)
minecraft.picked_up.dark_oak_sign: #11, 20(1%)
minecraft.custom.fly_one_cm: #12, 83648324(3%)
minecraft.killed.phantom: #11, 34(1%)
minecraft.crafted.brewing_stand: #11, 14(1%)
minecraft.killed.drowned: #11, 119(1%)
minecraft.dropped.cyan_terracotta: #11, 80(1%)
minecraft.dropped.light_gray_terracotta: #11, 16(1%)
minecraft.crafted.smooth_quartz: #11, 136(1%)
minecraft.dropped.crimson_nylium: #11, 10(1%)
minecraft.used.beehive: #11, 22(1%)
minecraft.crafted.warped_sign: #11, 6(1%)
minecraft.crafted.orange_stained_glass_pane: #11, 48(1%)
minecraft.mined.crimson_fence: #11, 3(1%)
minecraft.used.brain_coral_fan: #11, 3(1%)
minecraft.crafted.pink_dye: #11, 84(1%)
minecraft.used.green_concrete_powder: #11, 402(1%)
minecraft.dropped.glass_bottle: #11, 47(1%)
minecraft.crafted.magenta_carpet: #11, 30(1%)
minecraft.picked_up.acacia_sign: #11, 8(1%)
minecraft.dropped.end_rod: #11, 21(1%)
minecraft.dropped.jungle_leaves: #11, 29(1%)
minecraft.crafted.lime_bed: #11, 1(1%)
minecraft.picked_up.light_blue_carpet: #11, 15(1%)
minecraft.used.lime_stained_glass_pane: #11, 46(1%)
minecraft.picked_up.egg: #11, 123(1%)
minecraft.crafted.grindstone: #11, 26(1%)
minecraft.picked_up.pink_wool: #11, 72(1%)
minecraft.dropped.stone_axe: #11, 2(1%)
minecraft.crafted.birch_pressure_plate: #11, 2(1%)
minecraft.mined.dark_prismarine: #11, 30(1%)
minecraft.picked_up.phantom_membrane: #11, 31(1%)
minecraft.picked_up.crimson_fence: #11, 3(1%)
minecraft.picked_up.red_mushroom_block: #11, 183(1%)
minecraft.picked_up.smooth_sandstone_stairs: #11, 50(0%)
minecraft.mined.jack_o_lantern: #11, 3(1%)
minecraft.crafted.slime_block: #11, 237(0%)
minecraft.used.red_stained_glass: #11, 145(0%)
minecraft.crafted.black_bed: #11, 1(1%)
minecraft.used.prismarine: #11, 165(0%)
minecraft.used.lily_of_the_valley: #11, 1(1%)
minecraft.dropped.pumpkin_seeds: #11, 48(0%)
minecraft.killed.vex: #11, 1(1%)
minecraft.picked_up.jack_o_lantern: #11, 3(0%)
minecraft.crafted.blue_wool: #11, 7(0%)
minecraft.crafted.sponge: #11, 35(1%)
minecraft.picked_up.green_wool: #11, 56(0%)
minecraft.picked_up.stripped_acacia_log: #11, 2(0%)
minecraft.mined.polished_blackstone_pressure_plate: #11, 1(0%)
minecraft.used.podzol: #11, 126(0%)
minecraft.dropped.light_gray_stained_glass: #11, 7(0%)
minecraft.dropped.egg: #11, 45(0%)
minecraft.dropped.red_carpet: #11, 2(0%)
minecraft.picked_up.snow: #11, 167(0%)
minecraft.dropped.snow_block: #11, 7(0%)
minecraft.crafted.orange_stained_glass: #11, 48(0%)
minecraft.mined.acacia_planks: #11, 4(0%)
minecraft.dropped.comparator: #11, 2(0%)
minecraft.picked_up.green_bed: #11, 2(0%)
minecraft.dropped.grindstone: #11, 1(0%)
minecraft.killed.blaze: #11, 76(0%)
minecraft.used.orange_stained_glass: #11, 39(0%)
minecraft.dropped.dark_prismarine: #11, 5(0%)
minecraft.dropped.chicken: #11, 10(0%)
minecraft.dropped.cornflower: #11, 6(0%)
minecraft.used.pink_concrete_powder: #11, 42(0%)
minecraft.dropped.purple_concrete: #11, 1(0%)
minecraft.mined.red_nether_brick_slab: #11, 4(0%)
minecraft.mined.dark_oak_sapling: #11, 1(0%)
minecraft.dropped.flower_pot: #11, 3(0%)
minecraft.picked_up.red_nether_brick_slab: #11, 6(0%)
minecraft.dropped.prismarine_bricks: #11, 1(0%)
minecraft.used.gray_terracotta: #11, 26(0%)
minecraft.crafted.lime_terracotta: #11, 14(0%)
minecraft.picked_up.purple_concrete_powder: #11, 9(0%)
minecraft.dropped.quartz_block: #11, 7(0%)
minecraft.picked_up.pink_concrete_powder: #11, 1(0%)
minecraft.custom.open_enderchest: #12, 3580(3%)
minecraft.picked_up.andesite: #12, 14021(3%)
minecraft.mined.iron_ore: #12, 3558(4%)
minecraft.used.red_shulker_box: #12, 296(3%)
minecraft.picked_up.dirt: #12, 48454(3%)
minecraft.crafted.chest: #12, 2307(3%)
minecraft.killed_by.creeper: #12, 5(3%)
minecraft.mined.red_shulker_box: #12, 246(3%)
minecraft.picked_up.red_shulker_box: #12, 247(3%)
minecraft.crafted.netherite_leggings: #12, 1(5%)
minecraft.custom.interact_with_cartography_table: #12, 16(4%)
minecraft.mined.smooth_stone_slab: #12, 763(3%)
minecraft.used.beacon: #12, 35(3%)
minecraft.picked_up.netherite_shovel: #12, 14(3%)
minecraft.picked_up.sand: #12, 55665(2%)
minecraft.mined.scaffolding: #12, 2248(2%)
minecraft.used.scaffolding: #12, 5495(2%)
minecraft.picked_up.black_concrete: #12, 1064(2%)
minecraft.custom.animals_bred: #12, 696(2%)
minecraft.used.yellow_shulker_box: #12, 124(2%)
minecraft.used.soul_lantern: #12, 83(2%)
minecraft.dropped.brown_mushroom: #12, 66(2%)
minecraft.picked_up.stone_axe: #12, 2(3%)
minecraft.dropped.diamond_shovel: #12, 6(2%)
minecraft.mined.oxeye_daisy: #12, 31(2%)
minecraft.picked_up.yellow_shulker_box: #12, 104(2%)
minecraft.picked_up.polished_blackstone_stairs: #12, 55(2%)
minecraft.crafted.scaffolding: #12, 870(2%)
minecraft.mined.yellow_shulker_box: #12, 104(2%)
minecraft.dropped.leather_boots: #12, 9(2%)
minecraft.picked_up.orange_terracotta: #12, 3011(2%)
minecraft.used.redstone: #12, 1423(2%)
minecraft.picked_up.brown_mushroom: #12, 242(2%)
minecraft.picked_up.dropper: #12, 70(2%)
minecraft.crafted.polished_blackstone: #12, 1832(2%)
minecraft.mined.cobblestone_wall: #12, 39(2%)
minecraft.crafted.warped_door: #12, 3(3%)
minecraft.used.brown_mushroom: #12, 29(2%)
minecraft.killed.bat: #12, 26(2%)
minecraft.mined.cracked_stone_bricks: #12, 30(2%)
minecraft.used.potion: #12, 35(1%)
minecraft.mined.mushroom_stem: #12, 159(1%)
minecraft.mined.white_stained_glass: #12, 151(1%)
minecraft.picked_up.stone_pressure_plate: #12, 21(1%)
minecraft.picked_up.netherite_chestplate: #12, 1(2%)
minecraft.used.birch_sign: #12, 94(1%)
minecraft.picked_up.magenta_shulker_box: #12, 20(2%)
minecraft.picked_up.mossy_stone_bricks: #12, 21(1%)
minecraft.crafted.crimson_planks: #12, 660(1%)
minecraft.mined.wither_rose: #12, 18(2%)
minecraft.mined.lime_stained_glass: #12, 51(2%)
minecraft.dropped.bamboo: #12, 266(2%)
minecraft.crafted.cyan_stained_glass_pane: #12, 64(2%)
minecraft.used.light_gray_stained_glass_pane: #12, 120(1%)
minecraft.crafted.blast_furnace: #12, 23(1%)
minecraft.picked_up.iron_hoe: #12, 1(2%)
minecraft.dropped.iron_chestplate: #12, 2(2%)
minecraft.mined.magenta_shulker_box: #12, 18(1%)
minecraft.mined.jungle_leaves: #12, 1059(1%)
minecraft.picked_up.warped_slab: #12, 18(1%)
minecraft.picked_up.dark_oak_fence: #12, 50(1%)
minecraft.used.jungle_button: #12, 9(1%)
minecraft.killed_by.iron_golem: #12, 1(2%)
minecraft.mined.cyan_carpet: #12, 12(1%)
minecraft.mined.green_carpet: #12, 26(1%)
minecraft.mined.purple_concrete: #12, 49(1%)
minecraft.picked_up.black_wool: #12, 140(1%)
minecraft.used.dark_oak_pressure_plate: #12, 1(2%)
minecraft.dropped.stripped_spruce_log: #12, 2(1%)
minecraft.used.apple: #12, 8(1%)
minecraft.picked_up.cooked_cod: #12, 19(1%)
minecraft.picked_up.potato: #12, 268(1%)
minecraft.used.gilded_blackstone: #12, 6(1%)
minecraft.picked_up.beehive: #12, 10(1%)
minecraft.mined.polished_granite: #12, 26(1%)
minecraft.dropped.dead_bush: #12, 1(1%)
minecraft.picked_up.dark_oak_sapling: #12, 87(1%)
minecraft.used.warped_fence: #12, 18(1%)
minecraft.dropped.stripped_jungle_log: #12, 1(1%)
minecraft.mined.tall_seagrass: #12, 74(1%)
minecraft.picked_up.mushroom_stem: #12, 141(1%)
minecraft.picked_up.crimson_sign: #12, 2(1%)
minecraft.killed.salmon: #12, 6(1%)
minecraft.used.sandstone: #12, 790(1%)
minecraft.used.acacia_log: #12, 69(1%)
minecraft.dropped.poisonous_potato: #12, 1(1%)
minecraft.crafted.blackstone_slab: #12, 78(1%)
minecraft.crafted.smithing_table: #12, 11(1%)
minecraft.picked_up.red_wool: #12, 128(1%)
minecraft.picked_up.cut_sandstone_slab: #12, 12(1%)
minecraft.used.cyan_concrete: #12, 164(1%)
minecraft.dropped.glowstone_dust: #12, 9(1%)
minecraft.crafted.black_terracotta: #12, 208(1%)
minecraft.used.black_terracotta: #12, 149(1%)
minecraft.crafted.red_stained_glass: #12, 176(0%)
minecraft.dropped.end_stone: #12, 12(0%)
minecraft.picked_up.jungle_trapdoor: #12, 10(0%)
minecraft.crafted.pink_bed: #12, 1(1%)
minecraft.dropped.splash_potion: #12, 4(0%)
minecraft.used.light_blue_carpet: #12, 24(0%)
minecraft.dropped.coal_block: #12, 7(0%)
minecraft.mined.lime_stained_glass_pane: #12, 4(0%)
minecraft.mined.green_bed: #12, 2(0%)
minecraft.custom.raid_win: #12, 1(0%)
minecraft.mined.jungle_fence_gate: #12, 1(0%)
minecraft.used.green_bed: #12, 2(0%)
minecraft.crafted.fletching_table: #12, 2(0%)
minecraft.mined.black_terracotta: #12, 16(0%)
minecraft.picked_up.jungle_fence_gate: #12, 1(0%)
minecraft.crafted.gray_terracotta: #12, 49(0%)
minecraft.dropped.sticky_piston: #12, 1(0%)
minecraft.used.sandstone_slab: #12, 52(0%)
minecraft.dropped.cracked_polished_blackstone_bricks: #12, 1(0%)
minecraft.picked_up.map: #12, 1(0%)
minecraft.crafted.blue_stained_glass: #12, 24(0%)
minecraft.crafted.crossbow: #12, 2(0%)
minecraft.picked_up.red_stained_glass_pane: #12, 1(0%)
minecraft.used.pink_carpet: #12, 4(0%)
minecraft.mined.emerald_block: #12, 6(0%)
minecraft.dropped.dark_oak_fence: #12, 2(0%)
minecraft.picked_up.blue_terracotta: #12, 3(0%)
minecraft.crafted.torch: #13, 10459(4%)
minecraft.mined.chipped_anvil: #13, 14(3%)
minecraft.mined.torch: #13, 1698(3%)
minecraft.killed.zombie: #13, 1075(3%)
minecraft.picked_up.iron_ore: #13, 3264(3%)
minecraft.picked_up.beacon: #13, 39(3%)
minecraft.picked_up.redstone_torch: #13, 305(3%)
minecraft.crafted.netherite_boots: #13, 1(5%)
minecraft.picked_up.iron_leggings: #13, 6(3%)
minecraft.mined.iron_block: #13, 1979(3%)
minecraft.picked_up.iron_chestplate: #13, 6(3%)
minecraft.used.polished_andesite_slab: #13, 590(3%)
minecraft.picked_up.netherite_sword: #13, 14(3%)
minecraft.picked_up.stick: #13, 3082(3%)
minecraft.dropped.diamond_axe: #13, 4(3%)
minecraft.picked_up.shears: #13, 25(2%)
minecraft.picked_up.observer: #13, 205(3%)
minecraft.crafted.warped_planks: #13, 1052(3%)
minecraft.crafted.repeater: #13, 366(2%)
minecraft.crafted.bow: #13, 135(2%)
minecraft.picked_up.chainmail_helmet: #13, 3(3%)
minecraft.dropped.netherite_shovel: #13, 2(3%)
minecraft.picked_up.shroomlight: #13, 240(2%)
minecraft.dropped.armor_stand: #13, 6(2%)
minecraft.picked_up.apple: #13, 157(2%)
minecraft.crafted.dispenser: #13, 77(2%)
minecraft.picked_up.porkchop: #13, 38(2%)
minecraft.picked_up.vine: #13, 268(2%)
minecraft.used.dragon_head: #13, 1(3%)
minecraft.crafted.observer: #13, 326(2%)
minecraft.crafted.redstone_lamp: #13, 91(2%)
minecraft.used.sunflower: #13, 3(2%)
minecraft.dropped.bone: #13, 625(1%)
minecraft.used.nether_bricks: #13, 473(1%)
minecraft.picked_up.green_shulker_box: #13, 29(1%)
minecraft.used.trident: #13, 109(2%)
minecraft.mined.green_shulker_box: #13, 28(1%)
minecraft.picked_up.lily_pad: #13, 44(1%)
minecraft.dropped.chainmail_helmet: #13, 2(2%)
minecraft.used.slime_block: #13, 213(1%)
minecraft.crafted.compass: #13, 60(1%)
minecraft.picked_up.charcoal: #13, 12(1%)
minecraft.dropped.minecart: #13, 11(1%)
minecraft.picked_up.purple_concrete: #13, 51(1%)
minecraft.mined.warped_slab: #13, 12(1%)
minecraft.mined.potatoes: #13, 49(1%)
minecraft.dropped.birch_boat: #13, 1(1%)
minecraft.mined.gray_concrete_powder: #13, 74(1%)
minecraft.mined.brown_terracotta: #13, 271(1%)
minecraft.used.honey_block: #13, 129(1%)
minecraft.picked_up.birch_fence: #13, 17(1%)
minecraft.picked_up.cyan_carpet: #13, 18(1%)
minecraft.used.cornflower: #13, 3(1%)
minecraft.mined.cut_sandstone_slab: #13, 10(1%)
minecraft.used.stripped_spruce_log: #13, 16(1%)
minecraft.mined.blackstone_wall: #13, 6(1%)
minecraft.mined.smooth_sandstone_slab: #13, 40(1%)
minecraft.used.warped_wart_block: #13, 92(1%)
minecraft.mined.jungle_planks: #13, 23(1%)
minecraft.mined.red_carpet: #13, 12(1%)
minecraft.dropped.warped_planks: #13, 2(1%)
minecraft.used.cyan_concrete_powder: #13, 245(1%)
minecraft.mined.emerald_ore: #13, 4(1%)
minecraft.mined.blackstone_stairs: #13, 10(1%)
minecraft.picked_up.azure_bluet: #13, 114(0%)
minecraft.mined.warped_fence: #13, 2(1%)
minecraft.crafted.purple_carpet: #13, 30(1%)
minecraft.dropped.tnt: #13, 18(0%)
minecraft.used.polished_blackstone_pressure_plate: #13, 5(1%)
minecraft.used.crimson_stairs: #13, 11(1%)
minecraft.mined.gilded_blackstone: #13, 5(0%)
minecraft.dropped.crossbow: #13, 8(0%)
minecraft.dropped.rotten_flesh: #13, 2091(0%)
minecraft.used.fire_coral_fan: #13, 1(1%)
minecraft.mined.podzol: #13, 262(0%)
minecraft.picked_up.blackstone_stairs: #13, 8(0%)
minecraft.used.polished_blackstone_button: #13, 6(0%)
minecraft.crafted.name_tag: #13, 11(0%)
minecraft.mined.stripped_acacia_log: #13, 2(0%)
minecraft.picked_up.blaze_powder: #13, 9(0%)
minecraft.dropped.spruce_door: #13, 1(0%)
minecraft.used.crimson_sign: #13, 2(0%)
minecraft.picked_up.green_dye: #13, 69(0%)
minecraft.dropped.saddle: #13, 1(0%)
minecraft.picked_up.magenta_carpet: #13, 3(0%)
minecraft.crafted.polished_blackstone_button: #13, 6(0%)
minecraft.used.birch_pressure_plate: #13, 1(0%)
minecraft.crafted.polished_blackstone_pressure_plate: #13, 4(0%)
minecraft.picked_up.podzol: #13, 168(0%)
minecraft.dropped.spruce_sign: #13, 4(0%)
minecraft.dropped.quartz: #13, 19(0%)
minecraft.dropped.porkchop: #13, 10(0%)
minecraft.crafted.brown_terracotta: #13, 88(0%)
minecraft.used.wither_rose: #13, 15(0%)
minecraft.crafted.crimson_trapdoor: #13, 8(0%)
minecraft.crafted.armor_stand: #13, 50(0%)
minecraft.used.jungle_slab: #13, 26(0%)
minecraft.mined.magenta_carpet: #13, 1(0%)
minecraft.crafted.warped_fence_gate: #13, 1(0%)
minecraft.used.dark_oak_sapling: #13, 14(0%)
minecraft.used.sweet_berries: #13, 21(0%)
minecraft.picked_up.honeycomb_block: #13, 3(0%)
minecraft.used.azure_bluet: #13, 1(0%)
minecraft.used.magenta_carpet: #13, 3(0%)
minecraft.used.prismarine_bricks: #13, 31(0%)
minecraft.used.jungle_fence_gate: #13, 3(0%)
minecraft.dropped.seagrass: #13, 1(0%)
minecraft.crafted.jungle_fence_gate: #13, 2(0%)
minecraft.dropped.polished_blackstone_bricks: #13, 1(0%)
minecraft.mined.prismarine: #13, 11(0%)
minecraft.used.torch: #14, 12893(4%)
minecraft.crafted.crafting_table: #14, 90(3%)
minecraft.picked_up.arrow: #14, 3019(3%)
minecraft.picked_up.coal: #14, 10823(3%)
minecraft.picked_up.iron_helmet: #14, 14(3%)
minecraft.picked_up.granite: #14, 9993(3%)
minecraft.used.stone_bricks: #14, 6746(3%)
minecraft.picked_up.bone_block: #14, 351(2%)
minecraft.mined.beacon: #14, 23(2%)
minecraft.picked_up.netherite_leggings: #14, 10(2%)
minecraft.used.redstone_ore: #14, 564(2%)
minecraft.picked_up.scaffolding: #14, 4779(2%)
minecraft.picked_up.wheat: #14, 1545(2%)
minecraft.picked_up.stripped_spruce_log: #14, 78(2%)
minecraft.crafted.redstone_torch: #14, 1426(2%)
minecraft.dropped.leather_chestplate: #14, 8(2%)
minecraft.picked_up.iron_horse_armor: #14, 1(3%)
minecraft.dropped.golden_boots: #14, 9(2%)
minecraft.dropped.iron_leggings: #14, 4(3%)
minecraft.mined.jungle_sign: #14, 2(2%)
minecraft.mined.polished_andesite_slab: #14, 94(2%)
minecraft.crafted.blue_dye: #14, 961(2%)
minecraft.broken.fishing_rod: #14, 1(2%)
minecraft.used.polished_blackstone: #14, 620(1%)
minecraft.dropped.golden_chestplate: #14, 6(2%)
minecraft.picked_up.jungle_sign: #14, 12(1%)
minecraft.picked_up.chain: #14, 115(1%)
minecraft.picked_up.iron_pickaxe: #14, 4(2%)
minecraft.mined.oak_pressure_plate: #14, 1(2%)
minecraft.picked_up.bucket: #14, 26(1%)
minecraft.crafted.birch_sign: #14, 66(1%)
minecraft.mined.cobblestone_slab: #14, 41(1%)
minecraft.mined.red_mushroom_block: #14, 330(1%)
minecraft.picked_up.smooth_sandstone: #14, 325(1%)
minecraft.mined.iron_door: #14, 3(1%)
minecraft.picked_up.pumpkin_seeds: #14, 213(1%)
minecraft.crafted.red_carpet: #14, 156(1%)
minecraft.mined.polished_blackstone_wall: #14, 14(1%)
minecraft.picked_up.chiseled_stone_bricks: #14, 20(1%)
minecraft.picked_up.red_banner: #14, 1(1%)
minecraft.picked_up.clay: #14, 118(1%)
minecraft.mined.cyan_wool: #14, 6(1%)
minecraft.used.cyan_carpet: #14, 71(1%)
minecraft.used.potato: #14, 53(1%)
minecraft.crafted.black_carpet: #14, 462(1%)
minecraft.mined.redstone_lamp: #14, 12(1%)
minecraft.dropped.ender_chest: #14, 2(1%)
minecraft.picked_up.brown_terracotta: #14, 258(1%)
minecraft.crafted.chest_minecart: #14, 2(1%)
minecraft.crafted.spruce_door: #14, 9(1%)
minecraft.crafted.polished_blackstone_brick_stairs: #14, 20(1%)
minecraft.used.written_book: #14, 226(0%)
minecraft.mined.polished_blackstone_bricks: #14, 246(1%)
minecraft.picked_up.cracked_polished_blackstone_bricks: #14, 90(1%)
minecraft.crafted.cyan_concrete_powder: #14, 272(1%)
minecraft.mined.warped_roots: #14, 43(0%)
minecraft.used.packed_ice: #14, 142(0%)
minecraft.used.polished_diorite: #14, 61(0%)
minecraft.picked_up.smooth_sandstone_slab: #14, 34(0%)
minecraft.mined.polished_blackstone_button: #14, 1(1%)
minecraft.dropped.magma_block: #14, 10(0%)
minecraft.used.warped_sign: #14, 2(1%)
minecraft.used.rotten_flesh: #14, 4(0%)
minecraft.picked_up.lime_stained_glass: #14, 26(0%)
minecraft.crafted.jungle_sign: #14, 6(0%)
minecraft.crafted.gold_block: #14, 174(0%)
minecraft.picked_up.polished_granite: #14, 23(0%)
minecraft.mined.tnt: #14, 28(0%)
minecraft.custom.play_noteblock: #14, 34(0%)
minecraft.picked_up.cyan_concrete: #14, 106(0%)
minecraft.mined.jungle_wall_sign: #14, 1(0%)
minecraft.mined.lily_pad: #14, 6(0%)
minecraft.mined.beehive: #14, 3(0%)
minecraft.used.jungle_log: #14, 55(0%)
minecraft.used.pink_bed: #14, 1(0%)
minecraft.mined.orange_carpet: #14, 3(0%)
minecraft.picked_up.polished_blackstone_button: #14, 1(0%)
minecraft.picked_up.blackstone_wall: #14, 6(0%)
minecraft.used.black_carpet: #14, 382(0%)
minecraft.crafted.polished_blackstone_bricks: #14, 64(0%)
minecraft.used.cyan_wool: #14, 10(0%)
minecraft.used.purple_concrete_powder: #14, 37(0%)
minecraft.used.orange_stained_glass_pane: #14, 11(0%)
minecraft.picked_up.polished_blackstone_pressure_plate: #14, 1(0%)
minecraft.dropped.jungle_sapling: #14, 1(0%)
minecraft.mined.nether_wart: #14, 140(0%)
minecraft.crafted.crimson_slab: #14, 12(0%)
minecraft.picked_up.sweet_berries: #14, 95(0%)
minecraft.used.purpur_pillar: #14, 9(0%)
minecraft.killed.hoglin: #14, 12(0%)
minecraft.dropped.polished_blackstone_slab: #14, 1(0%)
minecraft.killed.pillager: #14, 47(0%)
minecraft.dropped.nether_wart_block: #14, 12(0%)
minecraft.used.cyan_stained_glass_pane: #14, 4(0%)
minecraft.dropped.yellow_terracotta: #14, 2(0%)
minecraft.dropped.shroomlight: #14, 2(0%)
minecraft.used.twisting_vines: #14, 2(0%)
minecraft.dropped.azure_bluet: #14, 2(0%)
minecraft.dropped.nether_wart: #14, 3(0%)
minecraft.dropped.blaze_rod: #14, 1(0%)
minecraft.dropped.dark_oak_log: #14, 2(0%)
minecraft.mined.sandstone_slab: #14, 6(0%)
minecraft.picked_up.sandstone_slab: #14, 7(0%)
minecraft.custom.raid_trigger: #14, 1(0%)
minecraft.dropped.spectral_arrow: #14, 2(0%)
minecraft.dropped.sugar: #14, 2(0%)
minecraft.used.light_weighted_pressure_plate: #14, 1(0%)
minecraft.custom.crouch_one_cm: #15, 10322860(3%)
minecraft.picked_up.minecart: #15, 136(3%)
minecraft.picked_up.torch: #15, 4981(3%)
minecraft.picked_up.ladder: #15, 215(3%)
minecraft.custom.interact_with_beacon: #15, 46(3%)
minecraft.used.cooked_beef: #15, 593(3%)
minecraft.picked_up.chipped_anvil: #15, 14(3%)
