stat, rank, value, (percentage) 
minecraft.picked_up.andesite: #14, 12332(3%)
minecraft.picked_up.minecart: #14, 136(3%)
minecraft.used.diamond_axe: #14, 20841(3%)
minecraft.mined.chipped_anvil: #14, 13(3%)
minecraft.picked_up.golden_boots: #14, 14(3%)
minecraft.dropped.writable_book: #14, 6(3%)
minecraft.mined.anvil: #14, 26(3%)
minecraft.picked_up.chainmail_leggings: #14, 3(2%)
minecraft.picked_up.soul_sand: #14, 1415(3%)
minecraft.used.hopper_minecart: #14, 28(3%)
minecraft.mined.lever: #14, 38(2%)
minecraft.crafted.hopper_minecart: #14, 28(2%)
minecraft.picked_up.red_mushroom: #14, 121(2%)
minecraft.used.lantern: #14, 281(2%)
minecraft.picked_up.comparator: #14, 106(2%)
minecraft.mined.redstone_torch: #14, 49(2%)
minecraft.mined.wheat: #14, 1201(2%)
minecraft.picked_up.cobblestone_stairs: #14, 42(2%)
minecraft.mined.repeater: #14, 101(2%)
minecraft.picked_up.polished_blackstone: #14, 147(2%)
minecraft.used.milk_bucket: #14, 3(2%)
minecraft.mined.shroomlight: #14, 155(2%)
minecraft.dropped.oak_planks: #14, 75(2%)
minecraft.used.anvil: #14, 57(1%)
minecraft.crafted.dark_oak_trapdoor: #14, 184(2%)
minecraft.picked_up.warped_planks: #14, 26(2%)
minecraft.crafted.shulker_box: #14, 96(1%)
minecraft.used.player_head: #14, 52(1%)
minecraft.crafted.green_carpet: #14, 192(2%)
minecraft.picked_up.slime_ball: #14, 651(1%)
minecraft.mined.birch_wall_sign: #14, 21(1%)
minecraft.mined.weeping_vines: #14, 12(1%)
minecraft.crafted.cobblestone_stairs: #14, 56(1%)
minecraft.picked_up.clay_ball: #14, 500(1%)
minecraft.crafted.dark_oak_stairs: #14, 184(1%)
minecraft.picked_up.glowstone_dust: #14, 134(1%)
minecraft.custom.play_one_minute: #15, 58912101(3%)
minecraft.picked_up.vine: #14, 183(1%)
minecraft.broken.iron_shovel: #14, 5(1%)
minecraft.mined.cartography_table: #14, 2(1%)
minecraft.killed.pig: #14, 10(1%)
minecraft.used.iron_shovel: #14, 1266(1%)
minecraft.dropped.sand: #14, 648(1%)
minecraft.used.slime_block: #14, 166(1%)
minecraft.crafted.black_dye: #14, 1149(1%)
minecraft.picked_up.polished_blackstone_bricks: #14, 420(1%)
minecraft.dropped.purpur_pillar: #14, 4(1%)
minecraft.crafted.jukebox: #14, 1(1%)
minecraft.dropped.shears: #14, 7(1%)
minecraft.mined.spruce_fence_gate: #14, 4(1%)
minecraft.crafted.dark_oak_pressure_plate: #14, 1(1%)
minecraft.used.stone_pickaxe: #14, 262(1%)
minecraft.dropped.scaffolding: #14, 93(1%)
minecraft.dropped.oak_sign: #14, 9(1%)
minecraft.picked_up.cookie: #14, 15(1%)
minecraft.crafted.cyan_carpet: #14, 81(1%)
minecraft.custom.open_chest: #15, 29166(4%)
minecraft.custom.walk_on_water_one_cm: #15, 4313966(2%)
minecraft.dropped.purpur_stairs: #14, 3(1%)
minecraft.dropped.mycelium: #14, 191(1%)
minecraft.dropped.redstone_torch: #14, 7(1%)
minecraft.mined.smooth_quartz: #14, 45(1%)
minecraft.crafted.stone_hoe: #14, 2(1%)
minecraft.dropped.oak_trapdoor: #14, 4(1%)
minecraft.used.oak_sapling: #14, 214(1%)
minecraft.dropped.hopper: #14, 3(1%)
minecraft.dropped.stripped_spruce_log: #14, 1(1%)
minecraft.crafted.golden_apple: #14, 20(1%)
minecraft.dropped.paper: #14, 109(0%)
minecraft.dropped.leather: #14, 41(0%)
minecraft.used.stripped_oak_log: #14, 14(0%)
minecraft.picked_up.cod: #14, 110(0%)
minecraft.dropped.polished_andesite_slab: #14, 20(0%)
minecraft.picked_up.spruce_fence_gate: #14, 4(0%)
minecraft.picked_up.pink_tulip: #14, 22(0%)
minecraft.dropped.beef: #14, 4(0%)
minecraft.custom.traded_with_villager: #14, 3660(0%)
minecraft.mined.smooth_sandstone: #14, 70(0%)
minecraft.dropped.iron_axe: #14, 1(0%)
minecraft.mined.horn_coral_wall_fan: #14, 4(0%)
minecraft.dropped.rabbit_hide: #14, 1(0%)
minecraft.crafted.orange_shulker_box: #14, 1(0%)
minecraft.mined.yellow_terracotta: #14, 218(0%)
minecraft.mined.tall_seagrass: #14, 30(0%)
minecraft.dropped.end_stone: #14, 8(0%)
minecraft.used.yellow_concrete_powder: #14, 77(0%)
minecraft.used.smooth_sandstone: #14, 188(0%)
minecraft.used.pumpkin_pie: #14, 10(0%)
minecraft.dropped.iron_nugget: #14, 33(0%)
minecraft.mined.snow: #14, 603(0%)
minecraft.crafted.black_terracotta: #14, 64(0%)
minecraft.dropped.polished_andesite: #14, 12(0%)
minecraft.crafted.armor_stand: #14, 42(0%)
minecraft.used.fletching_table: #14, 1(0%)
minecraft.picked_up.chiseled_quartz_block: #14, 2(0%)
minecraft.dropped.spruce_trapdoor: #14, 6(0%)
minecraft.mined.end_stone_bricks: #14, 31(0%)
minecraft.mined.smooth_sandstone_stairs: #14, 8(0%)
minecraft.dropped.black_carpet: #14, 1(0%)
minecraft.used.orange_wool: #14, 6(0%)
minecraft.crafted.cooked_cod: #14, 3(0%)
minecraft.dropped.cod: #14, 17(0%)
minecraft.dropped.smooth_quartz: #14, 1(0%)
minecraft.used.sandstone_stairs: #14, 9(0%)
minecraft.picked_up.orange_wool: #14, 6(0%)
minecraft.used.yellow_terracotta: #14, 3(0%)
minecraft.picked_up.yellow_stained_glass: #14, 1(0%)
minecraft.mined.black_terracotta: #14, 2(0%)
minecraft.dropped.gray_concrete_powder: #14, 1(0%)
minecraft.picked_up.blue_ice: #14, 1(0%)
minecraft.used.yellow_stained_glass: #14, 1(0%)
minecraft.custom.walk_under_water_one_cm: #15, 5009126(1%)
minecraft.killed.zombie_villager: #15, 13(3%)
minecraft.used.barrel: #15, 244(3%)
minecraft.killed.trader_llama: #15, 13(3%)
minecraft.crafted.diamond_leggings: #15, 3(2%)
minecraft.mined.hopper: #15, 275(2%)
minecraft.picked_up.hopper: #15, 302(2%)
minecraft.mined.bell: #15, 6(2%)
minecraft.picked_up.filled_map: #15, 100(2%)
minecraft.picked_up.netherite_leggings: #15, 9(2%)
minecraft.dropped.elytra: #15, 4(2%)
minecraft.custom.interact_with_grindstone: #15, 50(2%)
minecraft.killed.wandering_trader: #15, 5(2%)
minecraft.used.lever: #15, 120(2%)
minecraft.used.netherrack: #15, 4288(2%)
minecraft.picked_up.cooked_beef: #15, 372(2%)
minecraft.mined.note_block: #15, 22(2%)
minecraft.picked_up.repeater: #15, 150(2%)
minecraft.picked_up.wheat: #15, 1195(2%)
minecraft.killed_by.ravager: #15, 2(2%)
minecraft.picked_up.ghast_tear: #15, 30(1%)
minecraft.picked_up.golden_carrot: #15, 547(1%)
minecraft.broken.diamond_pickaxe: #15, 1(2%)
minecraft.picked_up.potion: #15, 44(1%)
minecraft.picked_up.red_concrete: #15, 246(1%)
minecraft.killed.shulker: #15, 131(2%)
minecraft.picked_up.iron_shovel: #15, 4(1%)
minecraft.dropped.string: #15, 234(1%)
minecraft.crafted.stone_brick_slab: #15, 596(1%)
minecraft.used.cyan_shulker_box: #15, 33(1%)
minecraft.mined.nether_wart_block: #15, 677(1%)
minecraft.crafted.furnace: #15, 105(1%)
minecraft.picked_up.music_disc_13: #15, 1(1%)
minecraft.picked_up.cyan_shulker_box: #15, 30(1%)
minecraft.mined.dark_oak_slab: #15, 80(1%)
minecraft.used.granite: #15, 421(1%)
minecraft.mined.cyan_shulker_box: #15, 28(1%)
minecraft.dropped.crafting_table: #15, 6(1%)
minecraft.mined.soul_fire: #15, 14(1%)
minecraft.used.sea_lantern: #15, 586(1%)
minecraft.picked_up.cobweb: #15, 57(1%)
minecraft.mined.red_concrete: #15, 208(1%)
minecraft.picked_up.cracked_stone_bricks: #15, 39(1%)
minecraft.mined.dragon_wall_head: #15, 3(1%)
minecraft.crafted.diamond_boots: #15, 2(1%)
minecraft.dropped.golden_carrot: #15, 89(1%)
minecraft.picked_up.cartography_table: #15, 2(1%)
minecraft.crafted.light_gray_carpet: #15, 351(1%)
minecraft.picked_up.rose_bush: #15, 211(1%)
minecraft.picked_up.quartz_pillar: #15, 44(1%)
minecraft.dropped.chest: #15, 12(1%)
minecraft.crafted.gray_shulker_box: #15, 2(1%)
minecraft.used.green_carpet: #15, 80(1%)
minecraft.picked_up.magenta_shulker_box: #15, 11(1%)
minecraft.mined.magenta_shulker_box: #15, 11(1%)
minecraft.used.magenta_shulker_box: #15, 11(1%)
minecraft.crafted.black_concrete_powder: #15, 1088(1%)
minecraft.mined.spruce_door: #15, 1(1%)
minecraft.picked_up.jungle_boat: #15, 4(1%)
minecraft.picked_up.warped_wart_block: #15, 648(1%)
minecraft.dropped.soul_sand: #15, 50(1%)
minecraft.used.dark_oak_stairs: #15, 102(1%)
minecraft.dropped.gunpowder: #15, 209(1%)
minecraft.crafted.map: #15, 24(1%)
minecraft.used.totem_of_undying: #15, 2(1%)
minecraft.used.gray_shulker_box: #15, 27(1%)
minecraft.mined.spruce_leaves: #15, 793(1%)
minecraft.picked_up.wither_rose: #15, 37(1%)
minecraft.used.white_wool: #15, 182(0%)
minecraft.picked_up.egg: #15, 93(0%)
minecraft.crafted.birch_trapdoor: #15, 40(0%)
minecraft.mined.blue_wool: #15, 5(1%)
minecraft.picked_up.red_carpet: #15, 15(0%)
minecraft.dropped.apple: #15, 6(0%)
minecraft.picked_up.purpur_stairs: #15, 8(0%)
minecraft.mined.purpur_stairs: #15, 8(0%)
minecraft.used.oak_leaves: #15, 736(0%)
minecraft.picked_up.heavy_weighted_pressure_plate: #15, 3(0%)
minecraft.used.blue_concrete: #15, 54(0%)
minecraft.picked_up.activator_rail: #15, 1(0%)
minecraft.picked_up.white_tulip: #15, 8(0%)
minecraft.crafted.sandstone: #15, 61(0%)
minecraft.used.purpur_block: #15, 7(0%)
minecraft.dropped.bucket: #15, 3(0%)
minecraft.used.end_stone: #15, 40(0%)
minecraft.dropped.ink_sac: #15, 10(0%)
minecraft.dropped.crossbow: #15, 5(0%)
minecraft.picked_up.snowball: #15, 643(0%)
minecraft.crafted.cyan_concrete_powder: #15, 128(0%)
minecraft.dropped.smooth_stone: #15, 7(0%)
minecraft.crafted.andesite_wall: #15, 21(0%)
minecraft.custom.play_record: #15, 1(0%)
minecraft.crafted.dried_kelp: #15, 65(0%)
minecraft.dropped.cactus: #15, 18(0%)
minecraft.dropped.white_carpet: #15, 3(0%)
minecraft.dropped.sugar_cane: #15, 66(0%)
minecraft.picked_up.bubble_coral_fan: #15, 2(0%)
minecraft.mined.nether_wart: #15, 98(0%)
minecraft.mined.chiseled_quartz_block: #15, 2(0%)
minecraft.picked_up.gold_nugget: #15, 559(0%)
minecraft.picked_up.dark_prismarine: #15, 9(0%)
minecraft.used.green_concrete_powder: #15, 56(0%)
minecraft.dropped.mossy_cobblestone: #15, 1(0%)
minecraft.mined.sandstone_stairs: #15, 5(0%)
minecraft.mined.bubble_coral_wall_fan: #15, 1(0%)
minecraft.picked_up.end_stone_bricks: #15, 32(0%)
minecraft.used.melon: #15, 2(0%)
minecraft.dropped.powered_rail: #15, 1(0%)
minecraft.picked_up.rabbit: #15, 2(0%)
minecraft.dropped.shroomlight: #15, 1(0%)
minecraft.picked_up.sugar: #15, 2(0%)
minecraft.used.nether_brick_fence: #15, 1(0%)
minecraft.used.beehive: #15, 1(0%)
minecraft.dropped.glowstone: #15, 1(0%)
minecraft.used.pink_wool: #15, 1(0%)
minecraft.used.black_terracotta: #15, 6(0%)
minecraft.mined.quartz_bricks: #15, 1(0%)
minecraft.used.smooth_sandstone_stairs: #15, 10(0%)
minecraft.used.red_sand: #15, 4(0%)
minecraft.used.quartz_bricks: #15, 1(0%)
minecraft.dropped.tropical_fish: #15, 1(0%)
minecraft.custom.open_shulker_box: #16, 25049(3%)
minecraft.picked_up.diorite: #16, 10891(3%)
minecraft.custom.open_enderchest: #16, 2392(2%)
minecraft.picked_up.oak_fence: #16, 168(2%)
minecraft.picked_up.golden_leggings: #16, 12(2%)
minecraft.picked_up.chipped_anvil: #16, 13(2%)
minecraft.killed.zombie: #16, 800(2%)
minecraft.used.cooked_beef: #16, 504(2%)
minecraft.picked_up.leather_chestplate: #16, 11(2%)
minecraft.picked_up.golden_chestplate: #16, 10(2%)
minecraft.picked_up.gold_ore: #16, 575(2%)
minecraft.crafted.stone_bricks: #16, 4811(2%)
minecraft.used.hopper: #16, 723(2%)
minecraft.used.wheat_seeds: #16, 1556(2%)
minecraft.crafted.white_dye: #16, 2714(2%)
minecraft.picked_up.chest: #16, 463(2%)
minecraft.picked_up.wheat_seeds: #16, 5531(2%)
minecraft.crafted.white_bed: #16, 9(2%)
minecraft.used.ender_chest: #16, 249(2%)
minecraft.picked_up.netherite_shovel: #16, 9(2%)
minecraft.crafted.oak_slab: #16, 414(2%)
minecraft.picked_up.chainmail_helmet: #16, 2(2%)
minecraft.used.repeater: #16, 263(1%)
minecraft.custom.inspect_dispenser: #16, 233(1%)
minecraft.picked_up.lever: #16, 68(1%)
minecraft.picked_up.end_rod: #16, 239(1%)
minecraft.used.gravel: #16, 657(1%)
minecraft.picked_up.lantern: #16, 129(1%)
minecraft.picked_up.chainmail_chestplate: #16, 2(1%)
minecraft.picked_up.shroomlight: #16, 149(1%)
minecraft.crafted.painting: #16, 13(1%)
minecraft.picked_up.anvil: #16, 26(1%)
minecraft.mined.polished_blackstone: #16, 83(1%)
minecraft.picked_up.spruce_sign: #16, 35(1%)
minecraft.killed.cow: #16, 118(1%)
minecraft.picked_up.shulker_shell: #16, 257(1%)
minecraft.mined.warped_wart_block: #16, 716(1%)
minecraft.mined.redstone_block: #16, 40(1%)
minecraft.used.andesite: #16, 799(1%)
minecraft.picked_up.nether_wart_block: #16, 635(1%)
minecraft.picked_up.note_block: #16, 23(1%)
minecraft.picked_up.sandstone: #16, 3856(1%)
minecraft.picked_up.stone_slab: #16, 265(1%)
minecraft.used.sand: #16, 2660(1%)
minecraft.used.jungle_boat: #16, 4(1%)
minecraft.mined.dark_oak_stairs: #16, 32(1%)
minecraft.crafted.blast_furnace: #16, 13(1%)
minecraft.picked_up.bucket: #16, 15(1%)
minecraft.picked_up.dark_oak_slab: #16, 84(1%)
minecraft.picked_up.dropper: #16, 24(1%)
minecraft.dropped.nether_bricks: #16, 30(1%)
minecraft.used.spruce_boat: #16, 3(1%)
minecraft.picked_up.brown_bed: #16, 2(1%)
minecraft.mined.hay_block: #16, 10(1%)
minecraft.used.smooth_quartz: #16, 208(1%)
minecraft.picked_up.peony: #16, 23(1%)
minecraft.picked_up.gray_shulker_box: #16, 24(1%)
minecraft.mined.seagrass: #16, 152(1%)
minecraft.crafted.red_carpet: #16, 111(1%)
minecraft.crafted.orange_dye: #16, 81(1%)
minecraft.mined.gray_shulker_box: #16, 24(1%)
minecraft.dropped.oak_fence: #16, 5(1%)
minecraft.killed.husk: #16, 4(1%)
minecraft.used.green_shulker_box: #16, 10(0%)
minecraft.dropped.oak_sapling: #16, 33(0%)
minecraft.picked_up.wet_sponge: #16, 65(0%)
minecraft.mined.sandstone: #16, 2033(0%)
minecraft.used.golden_apple: #16, 1(1%)
minecraft.mined.wet_sponge: #16, 61(0%)
minecraft.crafted.polished_blackstone: #16, 344(0%)
minecraft.picked_up.light_gray_carpet: #16, 46(0%)
minecraft.crafted.brewing_stand: #16, 4(0%)
minecraft.picked_up.spruce_wood: #16, 2(0%)
minecraft.mined.spruce_wood: #16, 2(0%)
minecraft.used.sponge: #16, 35(0%)
minecraft.picked_up.orange_terracotta: #16, 376(0%)
minecraft.dropped.birch_log: #16, 7(0%)
minecraft.killed.tropical_fish: #16, 3(0%)
minecraft.custom.play_noteblock: #16, 25(0%)
minecraft.crafted.polished_blackstone_slab: #16, 60(0%)
minecraft.picked_up.nether_wart: #16, 342(0%)
minecraft.crafted.smithing_table: #16, 4(0%)
minecraft.mined.orange_terracotta: #16, 265(0%)
minecraft.mined.brown_carpet: #16, 3(0%)
minecraft.mined.melon: #16, 20(0%)
minecraft.mined.dark_prismarine: #16, 9(0%)
minecraft.crafted.purple_dye: #16, 40(0%)
minecraft.killed.iron_golem: #16, 1(0%)
minecraft.dropped.oak_slab: #16, 2(0%)
minecraft.picked_up.light_gray_wool: #16, 50(0%)
minecraft.dropped.pumpkin_pie: #16, 2(0%)
minecraft.mined.purple_carpet: #16, 1(0%)
minecraft.picked_up.jack_o_lantern: #16, 1(0%)
minecraft.mined.red_tulip: #16, 1(0%)
minecraft.mined.end_stone: #16, 66(0%)
minecraft.picked_up.end_stone: #16, 61(0%)
minecraft.crafted.green_concrete_powder: #16, 56(0%)
minecraft.crafted.blaze_powder: #16, 48(0%)
minecraft.picked_up.smooth_sandstone_stairs: #16, 8(0%)
minecraft.picked_up.melon: #16, 12(0%)
minecraft.mined.cut_sandstone: #16, 5(0%)
minecraft.dropped.redstone_ore: #16, 1(0%)
minecraft.mined.chiseled_stone_bricks: #16, 1(0%)
minecraft.mined.gray_stained_glass: #16, 2(0%)
minecraft.dropped.sea_lantern: #16, 1(0%)
minecraft.used.light_gray_terracotta: #16, 10(0%)
minecraft.used.light_blue_bed: #16, 1(0%)
minecraft.picked_up.light_blue_bed: #16, 1(0%)
minecraft.dropped.prismarine_crystals: #16, 5(0%)
minecraft.mined.sponge: #16, 1(0%)
minecraft.dropped.iron_bars: #16, 1(0%)
minecraft.mined.black_carpet: #16, 5(0%)
minecraft.crafted.sandstone_slab: #16, 6(0%)
minecraft.used.crimson_planks: #16, 1(0%)
minecraft.custom.interact_with_crafting_table: #17, 2791(3%)
minecraft.mined.oak_fence: #17, 168(3%)
minecraft.custom.sleep_in_bed: #17, 892(2%)
minecraft.used.stone: #17, 21429(2%)
minecraft.used.diamond_sword: #17, 9704(2%)
minecraft.used.writable_book: #17, 94(2%)
minecraft.picked_up.leather_leggings: #17, 10(2%)
minecraft.mined.chest: #17, 400(2%)
minecraft.picked_up.netherite_sword: #17, 10(2%)
minecraft.picked_up.diamond_axe: #17, 10(2%)
minecraft.mined.barrel: #17, 66(2%)
minecraft.custom.mob_kills: #17, 33983(1%)
minecraft.mined.ender_chest: #17, 246(2%)
minecraft.picked_up.netherite_boots: #17, 9(2%)
minecraft.mined.sand: #17, 29851(1%)
minecraft.picked_up.diamond_helmet: #17, 7(1%)
minecraft.picked_up.barrel: #17, 64(1%)
minecraft.picked_up.ladder: #17, 104(1%)
minecraft.mined.furnace: #17, 45(1%)
minecraft.crafted.enchanting_table: #17, 1(1%)
minecraft.picked_up.glass: #17, 921(1%)
minecraft.used.redstone: #17, 834(1%)
minecraft.picked_up.netherite_axe: #17, 6(1%)
minecraft.crafted.oak_boat: #17, 4(1%)
minecraft.dropped.netherite_sword: #17, 1(1%)
minecraft.picked_up.jungle_planks: #17, 73(1%)
minecraft.custom.enchant_item: #17, 39(1%)
minecraft.dropped.iron_shovel: #17, 2(1%)
minecraft.mined.piston_head: #17, 3(1%)
minecraft.crafted.jungle_planks: #17, 3081(1%)
minecraft.picked_up.crossbow: #17, 9(1%)
minecraft.picked_up.tripwire_hook: #17, 11(1%)
minecraft.mined.dead_bush: #17, 56(1%)
minecraft.mined.brewing_stand: #17, 5(1%)
minecraft.used.birch_sign: #17, 64(1%)
minecraft.picked_up.pufferfish: #17, 6(1%)
minecraft.crafted.white_shulker_box: #17, 2(1%)
minecraft.picked_up.brewing_stand: #17, 6(1%)
minecraft.mined.weeping_vines_plant: #17, 10(1%)
minecraft.picked_up.dragon_head: #17, 3(1%)
minecraft.dropped.written_book: #17, 5(1%)
minecraft.picked_up.shield: #17, 2(1%)
minecraft.crafted.compass: #17, 26(1%)
minecraft.used.oak_fence_gate: #17, 12(1%)
minecraft.dropped.flint_and_steel: #17, 1(1%)
minecraft.dropped.redstone: #17, 50(0%)
minecraft.mined.light_gray_carpet: #17, 21(0%)
minecraft.picked_up.warped_stem: #17, 183(0%)
minecraft.crafted.polished_andesite: #17, 388(0%)
minecraft.mined.dark_oak_planks: #17, 40(0%)
minecraft.crafted.glass: #17, 1369(0%)
minecraft.crafted.red_concrete_powder: #17, 192(0%)
minecraft.used.brown_carpet: #17, 25(0%)
minecraft.mined.warped_stem: #17, 138(0%)
minecraft.picked_up.dark_oak_stairs: #17, 32(0%)
minecraft.picked_up.smooth_sandstone: #17, 134(0%)
minecraft.crafted.bread: #17, 100(0%)
minecraft.picked_up.feather: #17, 37(0%)
minecraft.picked_up.smooth_quartz: #17, 44(0%)
minecraft.used.brown_mushroom: #17, 5(0%)
minecraft.dropped.arrow: #17, 250(0%)
minecraft.dropped.water_bucket: #17, 1(0%)
minecraft.picked_up.paper: #17, 283(0%)
minecraft.picked_up.iron_nugget: #17, 42(0%)
minecraft.mined.purpur_pillar: #17, 7(0%)
minecraft.picked_up.purpur_pillar: #17, 7(0%)
minecraft.used.honey_block: #17, 28(0%)
minecraft.used.crimson_stem: #17, 15(0%)
minecraft.used.oak_button: #17, 2(0%)
minecraft.crafted.oak_button: #17, 2(0%)
minecraft.picked_up.spruce_leaves: #17, 185(0%)
minecraft.used.orange_terracotta: #17, 24(0%)
minecraft.mined.birch_sapling: #17, 1(0%)
minecraft.dropped.glass_bottle: #17, 9(0%)
minecraft.used.melon_seeds: #17, 3(0%)
minecraft.used.brown_mushroom_block: #17, 12(0%)
minecraft.crafted.cyan_terracotta: #17, 168(0%)
minecraft.picked_up.ice: #17, 104(0%)
minecraft.mined.jungle_stairs: #17, 1(0%)
minecraft.dropped.end_rod: #17, 2(0%)
minecraft.picked_up.blue_wool: #17, 5(0%)
minecraft.crafted.spruce_wood: #17, 3(0%)
minecraft.mined.large_fern: #17, 1(0%)
minecraft.used.black_carpet: #17, 46(0%)
minecraft.crafted.andesite_slab: #17, 6(0%)
minecraft.used.purpur_pillar: #17, 1(0%)
minecraft.picked_up.black_terracotta: #17, 2(0%)
minecraft.dropped.spruce_slab: #17, 1(0%)
minecraft.picked_up.sponge: #17, 1(0%)
minecraft.picked_up.red_tulip: #17, 1(0%)
minecraft.picked_up.pink_wool: #17, 1(0%)
minecraft.crafted.smooth_quartz: #17, 1(0%)
minecraft.picked_up.granite: #18, 8924(3%)
minecraft.custom.interact_with_anvil: #18, 248(2%)
minecraft.custom.deaths: #18, 66(2%)
minecraft.used.crafting_table: #18, 186(2%)
minecraft.mined.crafting_table: #18, 141(2%)
minecraft.crafted.lever: #18, 94(2%)
minecraft.picked_up.player_head: #18, 246(1%)
minecraft.picked_up.netherite_pickaxe: #18, 17(2%)
minecraft.picked_up.ender_chest: #18, 259(2%)
minecraft.used.sugar_cane: #18, 237(2%)
minecraft.picked_up.elytra: #18, 24(1%)
minecraft.crafted.flint_and_steel: #18, 5(2%)
minecraft.picked_up.water_bucket: #18, 11(1%)
minecraft.picked_up.lapis_lazuli: #18, 2018(1%)
minecraft.used.redstone_torch: #18, 167(1%)
minecraft.mined.oak_slab: #18, 64(1%)
minecraft.dropped.firework_rocket: #18, 368(1%)
minecraft.crafted.diamond_sword: #18, 2(1%)
minecraft.killed_by.zombie: #18, 1(1%)
minecraft.custom.damage_dealt: #18, 750471(1%)
minecraft.used.wooden_pickaxe: #18, 7(1%)
minecraft.picked_up.oak_slab: #18, 69(1%)
minecraft.dropped.player_head: #18, 18(1%)
minecraft.mined.player_head: #18, 12(1%)
minecraft.used.brewing_stand: #18, 6(1%)
minecraft.used.chipped_anvil: #18, 3(1%)
minecraft.picked_up.dispenser: #18, 19(1%)
minecraft.picked_up.diamond_shovel: #18, 7(1%)
minecraft.crafted.stone: #18, 387(1%)
minecraft.picked_up.chainmail_boots: #18, 1(1%)
minecraft.crafted.book: #18, 80(1%)
minecraft.used.jukebox: #18, 1(1%)
minecraft.dropped.diamond_axe: #18, 1(1%)
minecraft.mined.kelp_plant: #18, 135(1%)
minecraft.crafted.oak_fence_gate: #18, 12(1%)
minecraft.picked_up.emerald: #18, 101(1%)
minecraft.killed.sheep: #18, 15(1%)
minecraft.crafted.stone_axe: #18, 2(1%)
minecraft.picked_up.weeping_vines: #18, 28(1%)
minecraft.picked_up.stripped_oak_log: #18, 31(1%)
minecraft.picked_up.stone_pressure_plate: #18, 9(1%)
minecraft.mined.stripped_oak_log: #18, 31(1%)
minecraft.dropped.slime_ball: #18, 36(1%)
minecraft.mined.birch_log: #18, 375(0%)
minecraft.crafted.red_dye: #18, 251(0%)
minecraft.dropped.gold_ingot: #18, 25(0%)
minecraft.mined.birch_sign: #18, 3(1%)
minecraft.dropped.pufferfish: #18, 1(1%)
minecraft.crafted.note_block: #18, 27(1%)
minecraft.picked_up.ink_sac: #18, 192(0%)
minecraft.crafted.birch_sign: #18, 27(0%)
minecraft.picked_up.splash_potion: #18, 4(0%)
minecraft.custom.jump: #19, 221393(2%)
minecraft.picked_up.kelp: #18, 877(0%)
minecraft.picked_up.blue_concrete: #18, 54(0%)
minecraft.used.red_concrete_powder: #18, 193(0%)
minecraft.picked_up.mutton: #18, 20(0%)
minecraft.crafted.smooth_stone: #18, 271(0%)
minecraft.used.glass_bottle: #18, 47(0%)
minecraft.picked_up.lilac: #18, 14(0%)
minecraft.dropped.lead: #18, 2(0%)
minecraft.used.lava_bucket: #18, 70(0%)
minecraft.crafted.shield: #18, 1(0%)
minecraft.used.heavy_weighted_pressure_plate: #18, 2(0%)
minecraft.crafted.quartz_slab: #18, 84(0%)
minecraft.crafted.brown_carpet: #18, 24(0%)
minecraft.crafted.light_blue_dye: #18, 59(0%)
minecraft.picked_up.flower_pot: #18, 7(0%)
minecraft.killed.drowned: #18, 30(0%)
minecraft.picked_up.hay_block: #18, 10(0%)
minecraft.used.cactus: #18, 19(0%)
minecraft.picked_up.melon_slice: #18, 104(0%)
minecraft.broken.shears: #18, 5(0%)
minecraft.dropped.cooked_chicken: #18, 2(0%)
minecraft.crafted.crimson_planks: #18, 96(0%)
minecraft.mined.jungle_planks: #18, 7(0%)
minecraft.mined.light_gray_stained_glass_pane: #18, 3(0%)
minecraft.dropped.spider_eye: #18, 28(0%)
minecraft.picked_up.brown_carpet: #18, 5(0%)
minecraft.picked_up.oak_fence_gate: #18, 2(0%)
minecraft.used.pumpkin_seeds: #18, 3(0%)
minecraft.mined.brown_concrete_powder: #18, 1(0%)
minecraft.mined.gray_wool: #18, 6(0%)
minecraft.dropped.dark_oak_planks: #18, 4(0%)
minecraft.used.packed_ice: #18, 42(0%)
minecraft.used.white_terracotta: #18, 25(0%)
minecraft.killed.silverfish: #18, 1(0%)
minecraft.used.diamond_hoe: #18, 134(0%)
minecraft.picked_up.sandstone_stairs: #18, 5(0%)
minecraft.mined.gilded_blackstone: #18, 1(0%)
minecraft.dropped.oak_leaves: #18, 7(0%)
minecraft.crafted.black_carpet: #18, 39(0%)
minecraft.picked_up.gilded_blackstone: #18, 1(0%)
minecraft.picked_up.cut_sandstone: #18, 5(0%)
minecraft.used.spruce_wood: #18, 4(0%)
minecraft.picked_up.purple_carpet: #18, 1(0%)
minecraft.picked_up.yellow_concrete: #18, 8(0%)
minecraft.dropped.magma_block: #18, 1(0%)
minecraft.mined.red_sand: #18, 63(0%)
minecraft.picked_up.snow: #18, 26(0%)
minecraft.dropped.obsidian: #18, 1(0%)
minecraft.mined.yellow_concrete: #18, 8(0%)
minecraft.used.cracked_polished_blackstone_bricks: #18, 2(0%)
minecraft.picked_up.cooked_mutton: #18, 1(0%)
minecraft.dropped.warped_wart_block: #18, 1(0%)
minecraft.picked_up.black_carpet: #18, 7(0%)
minecraft.dropped.bamboo: #18, 1(0%)
minecraft.picked_up.item_frame: #19, 148(2%)
minecraft.custom.damage_taken: #19, 139459(2%)
minecraft.custom.fall_one_cm: #19, 3781304(2%)
minecraft.mined.gold_ore: #19, 521(2%)
