stat, rank, value, (percentage) 
minecraft.crafted.torch: #17, 7002(3%)
minecraft.used.chest: #17, 1118(2%)
minecraft.picked_up.iron_ore: #17, 2711(3%)
minecraft.mined.diorite: #17, 9056(2%)
minecraft.custom.walk_under_water_one_cm: #17, 4118699(1%)
minecraft.mined.black_shulker_box: #17, 125(2%)
minecraft.picked_up.black_shulker_box: #17, 127(2%)
minecraft.picked_up.arrow: #17, 1939(2%)
minecraft.crafted.flint_and_steel: #17, 7(2%)
minecraft.mined.anvil: #17, 20(2%)
minecraft.picked_up.written_book: #17, 31(2%)
minecraft.picked_up.coal_ore: #17, 1715(2%)
minecraft.picked_up.stick: #17, 2020(2%)
minecraft.picked_up.chest: #17, 450(2%)
minecraft.crafted.iron_hoe: #17, 2(2%)
minecraft.picked_up.sand: #17, 36399(2%)
minecraft.mined.chipped_anvil: #17, 7(2%)
minecraft.used.hopper: #17, 641(2%)
minecraft.picked_up.oak_log: #17, 2835(2%)
minecraft.mined.lever: #17, 24(1%)
minecraft.crafted.stick: #17, 9025(1%)
minecraft.crafted.oak_sign: #17, 90(1%)
minecraft.mined.dispenser: #17, 23(1%)
minecraft.used.repeater: #17, 250(1%)
minecraft.used.bow: #17, 1467(1%)
minecraft.custom.bell_ring: #17, 22(1%)
minecraft.used.wooden_pickaxe: #17, 8(1%)
minecraft.used.milk_bucket: #17, 2(1%)
minecraft.picked_up.lantern: #17, 117(1%)
minecraft.mined.hopper: #17, 141(1%)
minecraft.used.player_head: #17, 41(1%)
minecraft.picked_up.cactus: #17, 262(1%)
minecraft.picked_up.anvil: #17, 22(1%)
minecraft.dropped.granite: #17, 599(1%)
minecraft.mined.campfire: #17, 17(1%)
minecraft.mined.redstone_wall_torch: #17, 18(1%)
minecraft.used.obsidian: #17, 331(1%)
minecraft.used.andesite: #17, 793(1%)
minecraft.picked_up.diamond_shovel: #17, 9(1%)
minecraft.used.tripwire_hook: #17, 7(1%)
minecraft.picked_up.dispenser: #17, 23(1%)
minecraft.used.white_stained_glass_pane: #17, 120(1%)
minecraft.used.granite: #17, 345(1%)
minecraft.custom.leave_game: #18, 1079(2%)
minecraft.crafted.white_stained_glass_pane: #17, 144(1%)
minecraft.used.dark_oak_trapdoor: #17, 105(1%)
minecraft.used.shroomlight: #17, 69(1%)
minecraft.picked_up.soul_soil: #17, 252(1%)
minecraft.used.sand: #17, 2572(1%)
minecraft.mined.warped_trapdoor: #17, 7(1%)
minecraft.crafted.warped_planks: #17, 316(1%)
minecraft.dropped.bone: #17, 281(1%)
minecraft.mined.cobblestone_slab: #17, 27(1%)
minecraft.picked_up.warped_trapdoor: #17, 7(1%)
minecraft.mined.red_mushroom: #17, 6(1%)
minecraft.dropped.oak_boat: #17, 1(1%)
minecraft.crafted.oak_trapdoor: #17, 50(1%)
minecraft.mined.red_mushroom_block: #17, 180(0%)
minecraft.dropped.dandelion: #17, 27(1%)
minecraft.picked_up.orange_concrete: #17, 53(0%)
minecraft.used.mycelium: #17, 157(0%)
minecraft.dropped.shulker_box: #17, 7(0%)
minecraft.picked_up.soul_lantern: #17, 11(0%)
minecraft.picked_up.nautilus_shell: #17, 2(0%)
minecraft.picked_up.sea_pickle: #17, 20(0%)
minecraft.crafted.light_gray_carpet: #17, 180(0%)
minecraft.used.glass_bottle: #17, 51(0%)
minecraft.picked_up.dark_oak_sign: #17, 7(0%)
minecraft.mined.orange_concrete: #17, 64(0%)
minecraft.custom.horse_one_cm: #17, 43182(0%)
minecraft.picked_up.spruce_fence: #17, 35(0%)
minecraft.crafted.quartz_slab: #17, 96(0%)
minecraft.mined.spruce_sapling: #17, 3(0%)
minecraft.dropped.coal_ore: #17, 25(0%)
minecraft.mined.quartz_block: #17, 25(0%)
minecraft.picked_up.birch_fence: #17, 6(0%)
minecraft.crafted.polished_diorite: #17, 64(0%)
minecraft.used.oak_sapling: #17, 116(0%)
minecraft.used.stone_pickaxe: #17, 85(0%)
minecraft.crafted.gold_ingot: #17, 2221(0%)
minecraft.used.smooth_sandstone_slab: #17, 83(0%)
minecraft.picked_up.white_tulip: #17, 7(0%)
minecraft.picked_up.stone_stairs: #17, 19(0%)
minecraft.crafted.leather_boots: #17, 2(0%)
minecraft.dropped.paper: #17, 65(0%)
minecraft.dropped.crimson_roots: #17, 5(0%)
minecraft.used.stone_brick_wall: #17, 24(0%)
minecraft.dropped.stone_pickaxe: #17, 1(0%)
minecraft.mined.andesite_stairs: #17, 1(0%)
minecraft.used.cyan_carpet: #17, 15(0%)
minecraft.picked_up.polished_blackstone_wall: #17, 4(0%)
minecraft.mined.smooth_sandstone_slab: #17, 9(0%)
minecraft.crafted.cyan_carpet: #17, 15(0%)
minecraft.mined.red_concrete_powder: #17, 1(0%)
minecraft.crafted.warped_trapdoor: #17, 6(0%)
minecraft.dropped.cobblestone_slab: #17, 6(0%)
minecraft.crafted.tnt: #17, 118(0%)
minecraft.dropped.acacia_planks: #17, 1(0%)
minecraft.used.soul_soil: #17, 23(0%)
minecraft.dropped.gray_concrete: #17, 7(0%)
minecraft.used.lime_stained_glass_pane: #17, 7(0%)
minecraft.used.quartz_block: #17, 32(0%)
minecraft.picked_up.light_blue_carpet: #17, 2(0%)
minecraft.crafted.bone_block: #17, 137(0%)
minecraft.mined.green_terracotta: #17, 2(0%)
minecraft.picked_up.podzol: #17, 42(0%)
minecraft.mined.chiseled_quartz_block: #17, 1(0%)
minecraft.picked_up.chiseled_quartz_block: #17, 1(0%)
minecraft.dropped.stone_slab: #17, 12(0%)
minecraft.picked_up.andesite_stairs: #17, 1(0%)
minecraft.dropped.nether_wart_block: #17, 2(0%)
minecraft.dropped.spruce_fence: #17, 1(0%)
minecraft.crafted.slime_ball: #17, 9(0%)
minecraft.picked_up.red_concrete_powder: #17, 1(0%)
minecraft.used.torch: #18, 11005(3%)
minecraft.custom.sleep_in_bed: #18, 873(2%)
minecraft.mined.stone: #18, 157267(2%)
minecraft.custom.open_shulker_box: #18, 17921(2%)
minecraft.mined.andesite: #18, 9164(2%)
minecraft.custom.inspect_hopper: #18, 1112(2%)
minecraft.mined.granite: #18, 7984(2%)
minecraft.custom.drop: #18, 4314(2%)
minecraft.picked_up.shulker_box: #18, 1412(2%)
minecraft.custom.interact_with_furnace: #18, 1016(2%)
minecraft.used.dirt: #18, 14897(2%)
minecraft.mined.shulker_box: #18, 1385(2%)
minecraft.used.shulker_box: #18, 1346(2%)
minecraft.picked_up.diamond_pickaxe: #18, 17(1%)
minecraft.dropped.andesite: #18, 624(1%)
minecraft.picked_up.chipped_anvil: #18, 7(1%)
minecraft.broken.diamond_pickaxe: #18, 1(2%)
minecraft.dropped.dirt: #18, 1195(1%)
minecraft.crafted.spruce_planks: #18, 7206(1%)
minecraft.mined.oak_trapdoor: #18, 25(1%)
minecraft.mined.glowstone: #18, 121(1%)
minecraft.custom.inspect_dispenser: #18, 191(1%)
minecraft.used.detector_rail: #18, 6(1%)
minecraft.picked_up.golden_carrot: #18, 382(1%)
minecraft.mined.stone_button: #18, 20(1%)
minecraft.used.stone_brick_slab: #18, 575(1%)
minecraft.mined.chain: #18, 26(1%)
minecraft.picked_up.lapis_ore: #18, 74(1%)
minecraft.picked_up.totem_of_undying: #18, 5(1%)
minecraft.mined.repeater: #18, 44(1%)
minecraft.picked_up.crimson_nylium: #18, 74(1%)
minecraft.mined.spruce_wall_sign: #18, 3(1%)
minecraft.mined.oxeye_daisy: #18, 11(1%)
minecraft.mined.cornflower: #18, 10(1%)
minecraft.crafted.white_shulker_box: #18, 2(1%)
minecraft.picked_up.shears: #18, 7(1%)
minecraft.killed.bat: #18, 11(1%)
minecraft.mined.quartz_slab: #18, 23(1%)
minecraft.mined.spruce_fence: #18, 28(1%)
minecraft.picked_up.detector_rail: #18, 3(1%)
minecraft.picked_up.tripwire_hook: #18, 7(1%)
minecraft.dropped.diamond: #18, 71(1%)
minecraft.used.oak_trapdoor: #18, 43(1%)
minecraft.picked_up.slime_block: #18, 71(1%)
minecraft.used.oak_fence_gate: #18, 12(1%)
minecraft.picked_up.nether_gold_ore: #18, 34(0%)
minecraft.mined.warped_nylium: #18, 41(0%)
minecraft.picked_up.stone_brick_stairs: #18, 39(0%)
minecraft.used.dandelion: #18, 2(1%)
minecraft.dropped.spruce_planks: #18, 22(0%)
minecraft.picked_up.gold_block: #18, 50(0%)
minecraft.mined.lilac: #18, 1(1%)
minecraft.dropped.golden_boots: #18, 2(0%)
minecraft.custom.damage_absorbed: #18, 42(1%)
minecraft.crafted.white_carpet: #18, 138(0%)
minecraft.picked_up.warped_nylium: #18, 33(0%)
minecraft.mined.stone_stairs: #18, 11(0%)
minecraft.picked_up.quartz_slab: #18, 24(0%)
minecraft.dropped.minecart: #18, 3(0%)
minecraft.picked_up.carved_pumpkin: #18, 16(0%)
minecraft.used.red_terracotta: #18, 86(0%)
minecraft.dropped.basalt: #18, 27(0%)
minecraft.crafted.netherite_scrap: #18, 8(0%)
minecraft.crafted.heavy_weighted_pressure_plate: #18, 2(0%)
minecraft.mined.polished_blackstone_wall: #18, 4(0%)
minecraft.picked_up.polished_blackstone_brick_slab: #18, 14(0%)
minecraft.used.white_banner: #18, 2(0%)
minecraft.used.loom: #18, 2(0%)
minecraft.crafted.lime_stained_glass_pane: #18, 16(0%)
minecraft.custom.interact_with_cartography_table: #18, 1(0%)
minecraft.mined.pumpkin: #18, 20(0%)
minecraft.used.stone_stairs: #18, 20(0%)
minecraft.killed.iron_golem: #18, 1(0%)
minecraft.dropped.oak_slab: #18, 2(0%)
minecraft.picked_up.smooth_sandstone_slab: #18, 11(0%)
minecraft.picked_up.black_wool: #18, 22(0%)
minecraft.mined.pink_tulip: #18, 1(0%)
minecraft.dropped.nether_quartz_ore: #18, 2(0%)
minecraft.dropped.polished_andesite_slab: #18, 7(0%)
minecraft.used.orange_terracotta: #18, 20(0%)
minecraft.used.sea_pickle: #18, 5(0%)
minecraft.dropped.wheat: #18, 7(0%)
minecraft.mined.lily_of_the_valley: #18, 1(0%)
minecraft.used.andesite_slab: #18, 26(0%)
minecraft.mined.tube_coral_wall_fan: #18, 1(0%)
minecraft.picked_up.nether_star: #18, 1(0%)
minecraft.mined.podzol: #18, 67(0%)
minecraft.picked_up.red_wool: #18, 20(0%)
minecraft.picked_up.light_gray_wool: #18, 33(0%)
minecraft.used.fishing_rod: #18, 16(0%)
minecraft.dropped.orange_terracotta: #18, 3(0%)
minecraft.picked_up.end_stone: #18, 47(0%)
minecraft.used.quartz_pillar: #18, 17(0%)
minecraft.dropped.smooth_stone: #18, 2(0%)
minecraft.picked_up.green_terracotta: #18, 2(0%)
minecraft.dropped.redstone_block: #18, 1(0%)
minecraft.killed.wither_skeleton: #18, 10(0%)
minecraft.picked_up.lily_of_the_valley: #18, 1(0%)
minecraft.dropped.spruce_trapdoor: #18, 1(0%)
minecraft.used.light_gray_terracotta: #18, 3(0%)
minecraft.used.chiseled_quartz_block: #18, 1(0%)
minecraft.mined.yellow_terracotta: #18, 4(0%)
minecraft.picked_up.diamond_axe: #19, 9(2%)
minecraft.picked_up.oak_sign: #19, 69(1%)
minecraft.picked_up.diamond_sword: #19, 13(1%)
minecraft.custom.aviate_one_cm: #19, 218405072(1%)
minecraft.custom.boat_one_cm: #19, 2947944(1%)
minecraft.mined.grass: #19, 912(1%)
minecraft.used.lever: #19, 71(1%)
minecraft.mined.poppy: #19, 71(1%)
minecraft.picked_up.netherrack: #19, 10998(1%)
minecraft.picked_up.wheat_seeds: #19, 3155(1%)
minecraft.mined.oak_wall_sign: #19, 14(1%)
minecraft.used.dispenser: #19, 35(1%)
minecraft.used.redstone: #19, 596(1%)
minecraft.mined.tripwire: #19, 19(1%)
minecraft.crafted.spruce_stairs: #19, 108(1%)
minecraft.mined.player_head: #19, 11(1%)
minecraft.killed_by.skeleton: #19, 1(1%)
minecraft.picked_up.diamond_chestplate: #19, 2(1%)
minecraft.mined.redstone_wire: #19, 126(1%)
minecraft.mined.crimson_roots: #19, 27(1%)
minecraft.broken.iron_axe: #19, 1(1%)
minecraft.picked_up.name_tag: #19, 7(1%)
minecraft.picked_up.spruce_sign: #19, 19(1%)
minecraft.used.coal_ore: #19, 331(1%)
minecraft.mined.tripwire_hook: #19, 1(1%)
minecraft.used.stonecutter: #19, 18(1%)
minecraft.picked_up.stonecutter: #19, 16(1%)
minecraft.picked_up.nether_quartz_ore: #19, 188(1%)
minecraft.picked_up.stone_slab: #19, 162(0%)
minecraft.crafted.spruce_sign: #19, 12(0%)
minecraft.used.crimson_nylium: #19, 19(1%)
minecraft.used.ender_pearl: #19, 73(0%)
minecraft.used.spruce_slab: #19, 198(0%)
minecraft.picked_up.stone_pressure_plate: #19, 6(0%)
minecraft.mined.sea_pickle: #19, 5(0%)
minecraft.mined.stonecutter: #19, 9(0%)
minecraft.mined.piston_head: #19, 1(0%)
minecraft.picked_up.fishing_rod: #19, 1(0%)
minecraft.mined.mycelium: #19, 717(0%)
minecraft.crafted.map: #19, 12(0%)
minecraft.used.totem_of_undying: #19, 1(0%)
minecraft.crafted.iron_trapdoor: #19, 86(0%)
minecraft.used.heavy_weighted_pressure_plate: #19, 2(0%)
minecraft.crafted.compass: #19, 14(0%)
minecraft.used.spruce_door: #19, 2(0%)
minecraft.used.glowstone: #19, 53(0%)
minecraft.mined.dead_bush: #19, 17(0%)
minecraft.picked_up.light_gray_stained_glass_pane: #19, 41(0%)
minecraft.used.daylight_detector: #19, 3(0%)
minecraft.crafted.tripwire_hook: #19, 8(0%)
minecraft.dropped.sand: #19, 150(0%)
minecraft.mined.azure_bluet: #19, 4(0%)
minecraft.crafted.spruce_door: #19, 3(0%)
minecraft.picked_up.ghast_tear: #19, 4(0%)
minecraft.mined.bamboo: #19, 25(0%)
minecraft.crafted.shears: #19, 25(0%)
minecraft.picked_up.twisting_vines: #19, 5(0%)
minecraft.dropped.brown_mushroom: #19, 3(0%)
minecraft.picked_up.quartz_block: #19, 20(0%)
minecraft.mined.polished_blackstone_brick_slab: #19, 5(0%)
minecraft.dropped.spruce_sapling: #19, 1(0%)
minecraft.mined.red_terracotta: #19, 34(0%)
minecraft.dropped.smooth_stone_slab: #19, 3(0%)
minecraft.crafted.daylight_detector: #19, 1(0%)
minecraft.used.honey_block: #19, 5(0%)
minecraft.mined.black_concrete_powder: #19, 2(0%)
minecraft.used.bone_block: #19, 8(0%)
minecraft.mined.nether_sprouts: #19, 1(0%)
minecraft.dropped.pumpkin_seeds: #19, 2(0%)
minecraft.dropped.warped_wart_block: #19, 1(0%)
minecraft.mined.smooth_sandstone_stairs: #19, 1(0%)
minecraft.picked_up.light_gray_dye: #19, 1(0%)
minecraft.dropped.stone_brick_slab: #19, 1(0%)
minecraft.mined.ice: #19, 47(0%)
minecraft.mined.end_stone: #19, 5(0%)
minecraft.picked_up.ice: #19, 11(0%)
minecraft.dropped.cod: #19, 1(0%)
minecraft.used.red_sand: #19, 1(0%)
minecraft.custom.jump: #20, 181755(2%)
minecraft.custom.interact_with_anvil: #20, 218(2%)
minecraft.used.cooked_beef: #20, 354(2%)
minecraft.picked_up.firework_rocket: #20, 1619(1%)
minecraft.crafted.enchanting_table: #20, 1(1%)
minecraft.used.hopper_minecart: #20, 14(1%)
minecraft.crafted.diamond: #20, 720(1%)
minecraft.crafted.hopper_minecart: #20, 14(1%)
minecraft.custom.time_since_death: #20, 2185893(1%)
minecraft.used.oak_sign: #20, 80(1%)
minecraft.custom.damage_dealt: #20, 713162(1%)
minecraft.mined.wheat: #20, 597(1%)
minecraft.picked_up.hopper: #20, 139(1%)
minecraft.picked_up.quartz: #20, 1640(1%)
minecraft.mined.grass_block: #20, 8899(1%)
minecraft.picked_up.lever: #20, 44(1%)
minecraft.crafted.bucket: #20, 50(1%)
minecraft.picked_up.oak_trapdoor: #20, 25(1%)
minecraft.picked_up.wheat: #20, 606(1%)
minecraft.custom.mob_kills: #20, 13729(1%)
minecraft.mined.brewing_stand: #20, 4(1%)
minecraft.mined.nether_quartz_ore: #20, 743(1%)
minecraft.dropped.diamond_axe: #20, 1(1%)
minecraft.killed_by.creeper: #20, 1(1%)
minecraft.picked_up.iron_shovel: #20, 2(1%)
minecraft.picked_up.repeater: #20, 54(1%)
minecraft.custom.interact_with_loom: #20, 5(1%)
minecraft.picked_up.stone_brick_slab: #20, 130(0%)
minecraft.picked_up.brewing_stand: #20, 4(1%)
minecraft.mined.grindstone: #20, 6(0%)
minecraft.mined.netherrack: #20, 10060(0%)
minecraft.crafted.scaffolding: #20, 192(0%)
minecraft.mined.spruce_slab: #20, 61(0%)
minecraft.used.cookie: #20, 1(0%)
minecraft.used.string: #20, 74(0%)
minecraft.picked_up.bucket: #20, 10(0%)
minecraft.mined.white_carpet: #20, 18(0%)
minecraft.mined.warped_fungus: #20, 9(0%)
minecraft.dropped.diamond_shovel: #20, 1(0%)
minecraft.dropped.grass_block: #20, 104(0%)
minecraft.picked_up.chain: #20, 28(0%)
minecraft.mined.tall_grass: #20, 29(0%)
minecraft.crafted.fishing_rod: #20, 1(0%)
minecraft.killed.pig: #20, 3(0%)
minecraft.mined.red_concrete: #20, 64(0%)
minecraft.mined.scaffolding: #20, 222(0%)
minecraft.crafted.stone_pickaxe: #20, 2(0%)
minecraft.used.bamboo: #20, 30(0%)
minecraft.picked_up.gunpowder: #20, 256(0%)
minecraft.picked_up.jungle_boat: #20, 1(0%)
minecraft.picked_up.red_terracotta: #20, 114(0%)
minecraft.picked_up.cod: #20, 48(0%)
minecraft.crafted.red_concrete_powder: #20, 72(0%)
minecraft.mined.tnt: #20, 12(0%)
minecraft.picked_up.gold_ingot: #20, 18(0%)
minecraft.used.red_concrete_powder: #20, 65(0%)
minecraft.used.written_book: #20, 50(0%)
minecraft.dropped.soul_sand: #20, 9(0%)
minecraft.dropped.scaffolding: #20, 13(0%)
minecraft.crafted.smithing_table: #20, 2(0%)
minecraft.dropped.stone_pressure_plate: #20, 1(0%)
minecraft.picked_up.gray_wool: #20, 27(0%)
minecraft.mined.honey_block: #20, 4(0%)
minecraft.dropped.birch_sign: #20, 1(0%)
minecraft.dropped.light_gray_stained_glass_pane: #20, 8(0%)
minecraft.used.light_blue_concrete: #20, 24(0%)
minecraft.used.cactus: #20, 5(0%)
minecraft.mined.brown_wool: #20, 1(0%)
minecraft.crafted.blast_furnace: #20, 1(0%)
minecraft.dropped.mycelium: #20, 15(0%)
minecraft.dropped.glass: #20, 4(0%)
minecraft.dropped.stone_button: #20, 1(0%)
minecraft.dropped.gunpowder: #20, 11(0%)
minecraft.mined.smooth_sandstone: #20, 5(0%)
minecraft.used.pumpkin_pie: #20, 1(0%)
minecraft.mined.orange_terracotta: #20, 17(0%)
minecraft.mined.smooth_quartz_slab: #20, 1(0%)
minecraft.picked_up.smooth_sandstone_stairs: #20, 1(0%)
minecraft.dropped.potato: #20, 1(0%)
minecraft.picked_up.smooth_quartz_slab: #20, 1(0%)
minecraft.used.smooth_sandstone: #20, 5(0%)
minecraft.used.orange_concrete: #20, 1(0%)
minecraft.picked_up.yellow_terracotta: #20, 4(0%)
minecraft.dropped.bread: #20, 1(0%)
minecraft.used.smooth_quartz_slab: #20, 1(0%)
minecraft.mined.snow: #20, 4(0%)
minecraft.custom.sprint_one_cm: #21, 55362990(2%)
minecraft.custom.climb_one_cm: #21, 2542599(2%)
minecraft.mined.iron_ore: #21, 2042(2%)
minecraft.custom.fall_one_cm: #21, 3091788(1%)
minecraft.picked_up.diamond: #21, 834(1%)
minecraft.picked_up.diamond_boots: #21, 10(1%)
minecraft.used.enchanting_table: #21, 1(1%)
minecraft.mined.dandelion: #21, 40(1%)
minecraft.killed.creeper: #21, 67(1%)
minecraft.crafted.coal: #21, 801(1%)
minecraft.picked_up.leather: #21, 275(1%)
minecraft.custom.animals_bred: #21, 195(1%)
minecraft.crafted.golden_helmet: #21, 1(1%)
minecraft.mined.player_wall_head: #21, 5(1%)
minecraft.crafted.iron_chestplate: #21, 1(1%)
minecraft.picked_up.brown_mushroom: #21, 75(1%)
minecraft.picked_up.stone_button: #21, 31(1%)
minecraft.custom.interact_with_lectern: #21, 51(1%)
minecraft.dropped.netherite_pickaxe: #21, 1(1%)
minecraft.used.spruce_sign: #21, 9(0%)
minecraft.mined.nether_gold_ore: #21, 35(0%)
minecraft.picked_up.red_concrete: #21, 63(0%)
minecraft.used.scaffolding: #21, 742(0%)
minecraft.crafted.spruce_slab: #21, 276(0%)
minecraft.mined.oak_sapling: #21, 2(0%)
minecraft.picked_up.iron_bars: #21, 29(0%)
minecraft.used.slime_block: #21, 46(0%)
minecraft.crafted.yellow_shulker_box: #21, 1(0%)
minecraft.picked_up.spider_eye: #21, 71(0%)
minecraft.dropped.golden_chestplate: #21, 1(0%)
minecraft.broken.iron_shovel: #21, 1(0%)
minecraft.dropped.golden_leggings: #21, 1(0%)
minecraft.mined.crimson_fungus: #21, 2(0%)
minecraft.crafted.quartz_block: #21, 376(0%)
minecraft.mined.blast_furnace: #21, 1(0%)
minecraft.picked_up.polished_andesite_slab: #21, 18(0%)
minecraft.used.blast_furnace: #21, 2(0%)
minecraft.crafted.shulker_box: #21, 9(0%)
minecraft.crafted.polished_andesite: #21, 128(0%)
minecraft.mined.slime_block: #21, 11(0%)
minecraft.picked_up.dandelion: #21, 44(0%)
minecraft.picked_up.splash_potion: #21, 1(0%)
minecraft.crafted.oak_fence_gate: #21, 2(0%)
minecraft.dropped.filled_map: #21, 1(0%)
minecraft.picked_up.stone_sword: #21, 1(0%)
minecraft.dropped.gold_ingot: #21, 4(0%)
minecraft.crafted.gold_block: #21, 34(0%)
minecraft.dropped.stone_sword: #21, 1(0%)
minecraft.picked_up.tnt: #21, 11(0%)
minecraft.used.glass_pane: #21, 4(0%)
minecraft.picked_up.dark_oak_fence: #21, 2(0%)
minecraft.mined.polished_basalt: #21, 3(0%)
minecraft.used.cobblestone_wall: #21, 4(0%)
minecraft.mined.diamond_block: #21, 3(0%)
minecraft.mined.warped_roots: #21, 3(0%)
minecraft.mined.smooth_stone: #21, 8(0%)
minecraft.mined.bone_block: #21, 2(0%)
minecraft.dropped.oak_leaves: #21, 3(0%)
minecraft.dropped.kelp: #21, 5(0%)
minecraft.dropped.rotten_flesh: #21, 119(0%)
minecraft.dropped.sandstone: #21, 3(0%)
minecraft.picked_up.orange_terracotta: #21, 23(0%)
minecraft.picked_up.chorus_fruit: #21, 4(0%)
minecraft.picked_up.smooth_sandstone: #21, 5(0%)
minecraft.used.brown_wool: #21, 1(0%)
minecraft.dropped.spider_eye: #21, 2(0%)
minecraft.used.polished_basalt: #21, 3(0%)
minecraft.crafted.polished_blackstone: #21, 4(0%)
minecraft.used.polished_blackstone_slab: #21, 1(0%)
minecraft.custom.tune_noteblock: #21, 4(0%)
minecraft.killed.zombified_piglin: #21, 2(0%)
minecraft.crafted.air: #21, 0(0%)
minecraft.custom.walk_one_cm: #22, 66248481(2%)
minecraft.custom.sneak_time: #22, 1161471(1%)
minecraft.mined.redstone_ore: #22, 1718(2%)
minecraft.custom.crouch_one_cm: #22, 3423819(1%)
minecraft.custom.damage_taken: #22, 77943(1%)
minecraft.crafted.redstone_block: #22, 518(1%)
minecraft.used.water_bucket: #22, 608(1%)
minecraft.crafted.diamond_block: #22, 101(1%)
minecraft.picked_up.lapis_lazuli: #22, 1261(1%)
minecraft.used.item_frame: #22, 83(1%)
minecraft.picked_up.lead: #22, 31(1%)
minecraft.used.wheat_seeds: #22, 614(1%)
minecraft.used.bucket: #22, 636(1%)
minecraft.picked_up.player_head: #22, 94(1%)
minecraft.picked_up.netherite_pickaxe: #22, 6(1%)
minecraft.crafted.item_frame: #22, 59(1%)
minecraft.picked_up.netherite_boots: #22, 3(1%)
minecraft.used.netherrack: #22, 1271(0%)
minecraft.used.iron_axe: #22, 249(0%)
minecraft.picked_up.item_frame: #22, 34(0%)
minecraft.crafted.iron_boots: #22, 1(0%)
minecraft.custom.damage_resisted: #22, 1414(0%)
minecraft.used.spruce_stairs: #22, 60(0%)
minecraft.picked_up.filled_map: #22, 21(0%)
minecraft.mined.spruce_stairs: #22, 17(0%)
minecraft.custom.open_barrel: #22, 701(0%)
minecraft.mined.fire: #22, 53(0%)
minecraft.crafted.spruce_trapdoor: #22, 128(0%)
minecraft.mined.iron_bars: #22, 18(0%)
minecraft.picked_up.scaffolding: #22, 719(0%)
minecraft.picked_up.bone_block: #22, 41(0%)
minecraft.crafted.iron_shovel: #22, 2(0%)
minecraft.dropped.golden_helmet: #22, 1(0%)
minecraft.picked_up.pufferfish: #22, 2(0%)
minecraft.picked_up.netherite_leggings: #22, 1(0%)
minecraft.mined.polished_andesite_slab: #22, 13(0%)
minecraft.used.iron_shovel: #22, 271(0%)
minecraft.picked_up.netherite_axe: #22, 1(0%)
minecraft.crafted.barrel: #22, 13(0%)
minecraft.used.pumpkin: #22, 12(0%)
minecraft.crafted.netherite_ingot: #22, 2(0%)
minecraft.dropped.name_tag: #22, 1(0%)
minecraft.picked_up.blackstone: #22, 405(0%)
minecraft.mined.blackstone: #22, 397(0%)
minecraft.picked_up.acacia_log: #22, 57(0%)
minecraft.picked_up.blast_furnace: #22, 1(0%)
minecraft.used.diamond_block: #22, 12(0%)
minecraft.dropped.wheat_seeds: #22, 114(0%)
minecraft.used.barrel: #22, 10(0%)
minecraft.mined.ancient_debris: #22, 7(0%)
minecraft.crafted.glass_pane: #22, 16(0%)
minecraft.picked_up.ancient_debris: #22, 7(0%)
minecraft.crafted.stone: #22, 49(0%)
minecraft.picked_up.barrel: #22, 4(0%)
minecraft.mined.white_stained_glass_pane: #22, 2(0%)
minecraft.killed.drowned: #22, 11(0%)
minecraft.mined.barrel: #22, 3(0%)
minecraft.picked_up.honey_block: #22, 5(0%)
minecraft.picked_up.coal_block: #22, 4(0%)
minecraft.used.end_rod: #22, 6(0%)
minecraft.used.cooked_porkchop: #22, 6(0%)
minecraft.used.polished_andesite: #22, 29(0%)
minecraft.picked_up.polished_basalt: #22, 3(0%)
minecraft.picked_up.white_stained_glass_pane: #22, 2(0%)
minecraft.mined.polished_blackstone: #22, 2(0%)
minecraft.used.polished_andesite_slab: #22, 6(0%)
minecraft.used.lava_bucket: #22, 5(0%)
minecraft.mined.polished_blackstone_slab: #22, 1(0%)
minecraft.picked_up.smooth_stone: #22, 7(0%)
minecraft.crafted.polished_basalt: #22, 4(0%)
minecraft.picked_up.polished_blackstone_slab: #22, 1(0%)
minecraft.used.gold_block: #22, 2(0%)
minecraft.killed.hoglin: #22, 1(0%)
minecraft.mined.polished_andesite: #22, 2(0%)
minecraft.crafted.armor_stand: #22, 2(0%)
minecraft.dropped.gold_nugget: #22, 1(0%)
minecraft.used.polished_blackstone: #22, 2(0%)
minecraft.used.smooth_stone: #22, 4(0%)
minecraft.used.sandstone: #22, 4(0%)
minecraft.picked_up.coal: #23, 5851(2%)
minecraft.picked_up.redstone: #23, 6935(2%)
minecraft.mined.coal_ore: #23, 3848(2%)
minecraft.mined.gold_ore: #23, 309(1%)
minecraft.custom.interact_with_smithing_table: #23, 9(1%)
minecraft.killed.zombie_villager: #23, 5(1%)
minecraft.mined.lapis_ore: #23, 174(1%)
minecraft.picked_up.elytra: #23, 10(1%)
minecraft.custom.deaths: #23, 15(0%)
minecraft.killed.zombie: #23, 177(0%)
minecraft.picked_up.iron_leggings: #23, 1(0%)
minecraft.picked_up.iron_chestplate: #23, 1(0%)
minecraft.picked_up.cooked_beef: #23, 85(0%)
minecraft.killed.spider: #23, 13(0%)
minecraft.picked_up.iron_sword: #23, 1(0%)
minecraft.used.spruce_trapdoor: #23, 118(0%)
minecraft.picked_up.sugar_cane: #23, 851(0%)
minecraft.mined.spruce_trapdoor: #23, 33(0%)
minecraft.picked_up.spruce_stairs: #23, 15(0%)
