stat, rank, value, (percentage) 
minecraft.used.jungle_trapdoor: #7, 172(3%)
minecraft.used.gold_ore: #7, 12(3%)
minecraft.broken.iron_shovel: #7, 11(3%)
minecraft.picked_up.red_bed: #7, 15(4%)
minecraft.dropped.iron_bars: #7, 203(4%)
minecraft.picked_up.dark_oak_leaves: #7, 284(4%)
minecraft.picked_up.warped_door: #7, 3(5%)
minecraft.mined.quartz_block: #7, 208(3%)
minecraft.dropped.soul_soil: #7, 103(3%)
minecraft.crafted.nether_brick_wall: #7, 216(4%)
minecraft.used.cooked_mutton: #7, 116(3%)
minecraft.picked_up.brick_slab: #7, 33(5%)
minecraft.dropped.warped_wart_block: #7, 188(3%)
minecraft.crafted.bone_meal: #7, 56893(2%)
minecraft.crafted.polished_granite_slab: #7, 30(4%)
minecraft.used.chest: #8, 2698(6%)
minecraft.crafted.writable_book: #7, 66(2%)
minecraft.used.red_mushroom: #7, 20(3%)
minecraft.mined.brown_carpet: #7, 32(2%)
minecraft.used.brown_bed: #7, 18(3%)
minecraft.dropped.iron_trapdoor: #7, 34(3%)
minecraft.crafted.gold_block: #7, 1015(2%)
minecraft.custom.interact_with_furnace: #8, 3381(6%)
minecraft.crafted.andesite_wall: #7, 204(3%)
minecraft.used.quartz_slab: #7, 491(2%)
minecraft.dropped.weeping_vines: #7, 39(2%)
minecraft.mined.acacia_leaves: #7, 654(2%)
minecraft.crafted.smithing_table: #7, 36(2%)
minecraft.crafted.sandstone_wall: #7, 204(3%)
minecraft.picked_up.light_gray_carpet: #7, 265(2%)
minecraft.used.spruce_fence_gate: #7, 40(2%)
minecraft.dropped.twisting_vines: #7, 13(2%)
minecraft.picked_up.light_blue_wool: #7, 232(2%)
minecraft.picked_up.spruce_pressure_plate: #7, 9(2%)
minecraft.mined.pink_wool: #7, 48(2%)
minecraft.crafted.light_blue_wool: #7, 58(2%)
minecraft.used.sugar_cane: #8, 828(5%)
minecraft.mined.crimson_fence_gate: #7, 3(3%)
minecraft.killed.ravager: #7, 1(3%)
minecraft.custom.sneak_time: #9, 4773443(5%)
minecraft.mined.allium: #7, 11(3%)
minecraft.mined.jungle_fence_gate: #7, 7(2%)
minecraft.dropped.polished_andesite_slab: #7, 75(1%)
minecraft.dropped.white_wool: #7, 120(1%)
minecraft.dropped.detector_rail: #7, 1(3%)
minecraft.used.birch_leaves: #7, 662(1%)
minecraft.used.light_gray_carpet: #7, 643(1%)
minecraft.crafted.jungle_stairs: #7, 80(2%)
minecraft.dropped.gray_stained_glass: #7, 26(2%)
minecraft.picked_up.stone_button: #8, 276(5%)
minecraft.crafted.yellow_shulker_box: #7, 4(1%)
minecraft.mined.conduit: #7, 1(3%)
minecraft.crafted.hopper: #8, 1671(5%)
minecraft.mined.warped_hyphae: #7, 13(3%)
minecraft.custom.inspect_dispenser: #8, 898(5%)
minecraft.mined.dark_oak_wood: #7, 11(2%)
minecraft.killed.wither: #7, 4(1%)
minecraft.mined.yellow_stained_glass: #7, 28(2%)
minecraft.mined.powered_rail: #8, 482(5%)
minecraft.crafted.jungle_planks: #8, 16342(5%)
minecraft.picked_up.iron_leggings: #8, 11(5%)
minecraft.used.smooth_sandstone_stairs: #7, 803(1%)
minecraft.used.coal_ore: #8, 2634(5%)
minecraft.used.purple_concrete_powder: #7, 156(1%)
minecraft.picked_up.black_concrete_powder: #7, 651(1%)
minecraft.picked_up.red_tulip: #7, 92(1%)
minecraft.mined.observer: #8, 340(5%)
minecraft.crafted.clay: #7, 49(1%)
minecraft.picked_up.sweet_berries: #7, 474(1%)
minecraft.dropped.observer: #7, 11(1%)
minecraft.dropped.stone_hoe: #7, 4(1%)
minecraft.dropped.grass_block: #8, 1556(5%)
minecraft.picked_up.warped_hyphae: #7, 11(1%)
minecraft.used.dark_oak_leaves: #7, 50(1%)
minecraft.dropped.allium: #7, 3(2%)
minecraft.crafted.diamond: #8, 2936(5%)
minecraft.mined.brown_mushroom: #8, 110(5%)
minecraft.picked_up.dark_oak_wood: #7, 11(1%)
minecraft.picked_up.warped_fence_gate: #7, 1(2%)
minecraft.picked_up.redstone_block: #8, 538(5%)
minecraft.used.cooked_beef: #8, 1026(5%)
minecraft.dropped.smooth_quartz_stairs: #7, 9(1%)
minecraft.mined.warped_fence_gate: #7, 1(2%)
minecraft.picked_up.shroomlight: #8, 568(5%)
minecraft.dropped.written_book: #8, 39(5%)
minecraft.used.red_sandstone: #7, 3(1%)
minecraft.crafted.nether_wart_block: #7, 1(1%)
minecraft.mined.light_weighted_pressure_plate: #7, 6(1%)
minecraft.dropped.acacia_wood: #7, 1(1%)
minecraft.dropped.prismarine_bricks: #7, 5(1%)
minecraft.picked_up.wheat_seeds: #8, 15317(5%)
minecraft.dropped.porkchop: #7, 21(1%)
minecraft.dropped.pink_tulip: #7, 1(1%)
minecraft.crafted.book: #8, 542(5%)
minecraft.picked_up.brewing_stand: #8, 40(5%)
minecraft.mined.light_blue_bed: #7, 16(1%)
minecraft.picked_up.cobblestone_stairs: #8, 99(5%)
minecraft.used.diamond_pickaxe: #8, 387960(4%)
minecraft.picked_up.light_blue_bed: #7, 12(0%)
minecraft.used.light_blue_bed: #7, 11(0%)
minecraft.crafted.oak_planks: #8, 15920(4%)
minecraft.mined.mossy_cobblestone: #8, 107(5%)
minecraft.dropped.white_stained_glass_pane: #7, 17(0%)
minecraft.dropped.blue_stained_glass: #7, 1(1%)
minecraft.used.acacia_leaves: #7, 14(0%)
minecraft.dropped.smooth_quartz_slab: #7, 8(0%)
minecraft.picked_up.black_bed: #7, 3(0%)
minecraft.broken.iron_pickaxe: #8, 15(4%)
minecraft.picked_up.tipped_arrow: #7, 5(0%)
minecraft.dropped.blue_concrete_powder: #7, 2(0%)
minecraft.picked_up.pink_stained_glass: #7, 2(0%)
minecraft.dropped.cooked_salmon: #7, 1(0%)
minecraft.picked_up.iron_bars: #8, 485(4%)
minecraft.dropped.light_blue_wool: #7, 3(0%)
minecraft.dropped.brown_concrete_powder: #7, 2(0%)
minecraft.dropped.polished_blackstone_button: #7, 1(0%)
minecraft.custom.raid_trigger: #7, 2(0%)
minecraft.dropped.blue_wool: #7, 2(0%)
minecraft.dropped.cobblestone: #8, 9243(4%)
minecraft.used.mushroom_stew: #7, 1(0%)
minecraft.dropped.dried_kelp: #7, 8(0%)
minecraft.used.spruce_log: #8, 1231(4%)
minecraft.killed.evoker: #7, 2(0%)
minecraft.picked_up.cactus: #8, 1027(4%)
minecraft.crafted.air: #7, 0(0%)
minecraft.mined.smooth_quartz_stairs: #8, 220(5%)
minecraft.used.composter: #8, 106(4%)
minecraft.picked_up.diamond: #8, 2682(4%)
minecraft.used.spruce_slab: #8, 2137(4%)
minecraft.custom.mob_kills: #8, 81849(4%)
minecraft.picked_up.melon_seeds: #8, 41(5%)
minecraft.mined.spruce_slab: #8, 562(4%)
minecraft.picked_up.redstone_torch: #8, 399(4%)
minecraft.picked_up.warped_trapdoor: #8, 45(5%)
minecraft.picked_up.stone_brick_stairs: #8, 352(4%)
minecraft.crafted.polished_andesite_slab: #8, 675(5%)
minecraft.picked_up.coal_block: #8, 331(4%)
minecraft.picked_up.iron_door: #8, 24(4%)
minecraft.picked_up.golden_apple: #8, 28(5%)
minecraft.dropped.pumpkin_pie: #8, 70(5%)
minecraft.used.brown_mushroom: #8, 70(5%)
minecraft.used.white_concrete: #8, 11096(4%)
minecraft.dropped.minecart: #8, 38(5%)
minecraft.used.birch_stairs: #8, 282(5%)
minecraft.dropped.name_tag: #8, 25(4%)
minecraft.crafted.spruce_slab: #8, 3430(4%)
minecraft.dropped.diamond: #8, 475(4%)
minecraft.picked_up.oak_button: #8, 15(4%)
minecraft.crafted.iron_bars: #8, 1296(4%)
minecraft.custom.enchant_item: #8, 134(4%)
minecraft.crafted.birch_stairs: #8, 280(5%)
minecraft.used.hopper_minecart: #8, 40(4%)
minecraft.picked_up.lime_concrete: #8, 496(4%)
minecraft.mined.tall_grass: #8, 326(4%)
minecraft.mined.stone_bricks: #8, 2571(3%)
minecraft.crafted.yellow_dye: #8, 821(3%)
minecraft.dropped.stone: #8, 10610(3%)
minecraft.used.black_shulker_box: #8, 179(3%)
minecraft.crafted.orange_dye: #8, 553(4%)
minecraft.used.pumpkin_seeds: #8, 73(4%)
minecraft.dropped.soul_sand: #8, 280(4%)
minecraft.mined.birch_stairs: #8, 60(5%)
minecraft.used.granite: #8, 1271(3%)
minecraft.mined.bricks: #8, 387(5%)
minecraft.crafted.netherite_pickaxe: #8, 3(5%)
minecraft.mined.oak_door: #8, 5(5%)
minecraft.used.crimson_trapdoor: #8, 122(5%)
minecraft.crafted.blue_concrete_powder: #8, 848(4%)
minecraft.mined.stonecutter: #8, 84(3%)
minecraft.dropped.bone_block: #8, 111(5%)
minecraft.used.cartography_table: #8, 11(4%)
minecraft.used.ender_pearl: #8, 481(3%)
minecraft.picked_up.gilded_blackstone: #8, 56(4%)
minecraft.used.vine: #8, 90(3%)
minecraft.picked_up.blast_furnace: #8, 21(3%)
minecraft.picked_up.polished_andesite_slab: #8, 345(3%)
minecraft.crafted.player_head: #8, 407(3%)
minecraft.mined.birch_fence_gate: #8, 16(4%)
minecraft.mined.flower_pot: #8, 10(4%)
minecraft.mined.lime_concrete: #8, 484(3%)
minecraft.picked_up.polished_diorite: #8, 154(3%)
minecraft.picked_up.porkchop: #8, 61(3%)
minecraft.dropped.iron_chestplate: #8, 5(4%)
minecraft.mined.basalt: #8, 5153(3%)
minecraft.picked_up.milk_bucket: #8, 7(3%)
minecraft.crafted.andesite_stairs: #8, 88(4%)
minecraft.crafted.netherite_sword: #8, 1(5%)
minecraft.mined.weeping_vines: #8, 25(3%)
minecraft.picked_up.stripped_jungle_log: #8, 25(3%)
minecraft.crafted.birch_fence_gate: #8, 77(3%)
minecraft.used.warped_stem: #8, 620(3%)
minecraft.used.sponge: #8, 343(3%)
minecraft.crafted.oak_door: #8, 12(3%)
minecraft.picked_up.gray_terracotta: #8, 269(5%)
minecraft.mined.honey_block: #8, 125(3%)
minecraft.crafted.pink_dye: #8, 278(3%)
minecraft.used.nether_brick_wall: #8, 159(4%)
minecraft.picked_up.smooth_sandstone_stairs: #8, 270(3%)
minecraft.dropped.purpur_pillar: #8, 10(3%)
minecraft.used.andesite_slab: #8, 562(2%)
minecraft.picked_up.brown_stained_glass: #8, 20(4%)
minecraft.mined.spruce_leaves: #8, 3236(2%)
minecraft.dropped.phantom_membrane: #8, 10(4%)
minecraft.dropped.red_concrete: #8, 23(4%)
minecraft.crafted.black_wool: #8, 128(3%)
minecraft.crafted.brewing_stand: #8, 31(2%)
minecraft.used.jungle_button: #8, 18(3%)
minecraft.picked_up.white_tulip: #8, 59(2%)
minecraft.used.iron_shovel: #8, 2634(2%)
minecraft.mined.bamboo_sapling: #8, 8(3%)
minecraft.crafted.jungle_slab: #8, 653(2%)
minecraft.crafted.stone_hoe: #8, 8(2%)
minecraft.mined.twisting_vines_plant: #8, 26(2%)
minecraft.crafted.chest: #9, 4210(6%)
minecraft.crafted.golden_apple: #8, 102(3%)
minecraft.crafted.birch_button: #8, 20(3%)
minecraft.used.smoker: #8, 15(3%)
minecraft.mined.dark_oak_door: #8, 7(4%)
minecraft.picked_up.brick_wall: #8, 59(4%)
minecraft.custom.strider_one_cm: #8, 31649(3%)
minecraft.dropped.birch_boat: #8, 2(3%)
minecraft.used.totem_of_undying: #8, 6(2%)
minecraft.picked_up.quartz_slab: #8, 130(2%)
minecraft.picked_up.blue_shulker_box: #8, 39(2%)
minecraft.dropped.crimson_fungus: #8, 18(3%)
minecraft.crafted.quartz_slab: #8, 488(2%)
minecraft.dropped.cookie: #8, 64(2%)
minecraft.used.powered_rail: #9, 1526(5%)
minecraft.mined.red_bed: #8, 9(2%)
minecraft.mined.melon: #8, 178(2%)
minecraft.used.fern: #8, 88(2%)
minecraft.mined.blue_shulker_box: #8, 36(2%)
minecraft.picked_up.scaffolding: #9, 13338(6%)
minecraft.used.bricks: #8, 892(2%)
minecraft.picked_up.hopper: #9, 822(5%)
minecraft.crafted.snow_block: #8, 1131(2%)
minecraft.picked_up.wither_skeleton_skull: #8, 14(2%)
minecraft.mined.brick_stairs: #8, 12(2%)
minecraft.used.prismarine_brick_stairs: #8, 54(3%)
minecraft.dropped.crimson_planks: #8, 23(2%)
minecraft.crafted.brown_shulker_box: #8, 3(2%)
minecraft.used.stripped_birch_wood: #8, 33(2%)
minecraft.used.blackstone_wall: #8, 114(1%)
minecraft.used.sandstone_wall: #8, 193(2%)
minecraft.custom.swim_one_cm: #9, 5488998(5%)
minecraft.dropped.glass_bottle: #8, 82(1%)
minecraft.picked_up.conduit: #8, 1(3%)
minecraft.picked_up.book: #8, 581(1%)
minecraft.dropped.iron_boots: #8, 36(1%)
minecraft.dropped.spruce_pressure_plate: #8, 4(2%)
minecraft.dropped.clay_ball: #8, 12(2%)
minecraft.dropped.nautilus_shell: #8, 2(2%)
minecraft.crafted.brick_stairs: #8, 28(2%)
minecraft.picked_up.yellow_stained_glass: #8, 46(1%)
minecraft.used.scaffolding: #9, 11954(5%)
minecraft.used.blackstone: #8, 1165(1%)
minecraft.picked_up.blue_wool: #8, 116(1%)
minecraft.used.blue_terracotta: #8, 217(2%)
minecraft.dropped.stripped_warped_stem: #8, 1(2%)
minecraft.used.polished_granite_slab: #8, 13(1%)
minecraft.crafted.purple_concrete_powder: #8, 160(1%)
minecraft.crafted.lever: #9, 263(5%)
minecraft.crafted.dark_oak_wood: #8, 87(1%)
minecraft.used.quartz_block: #8, 251(1%)
minecraft.used.brown_stained_glass_pane: #8, 8(2%)
minecraft.used.brick_wall: #8, 34(1%)
minecraft.dropped.jungle_door: #8, 1(2%)
minecraft.dropped.stripped_jungle_log: #8, 1(1%)
minecraft.dropped.chipped_anvil: #8, 1(2%)
minecraft.picked_up.phantom_membrane: #8, 39(1%)
minecraft.killed.vex: #8, 2(1%)
minecraft.dropped.crimson_stem: #8, 36(1%)
minecraft.dropped.andesite: #9, 2284(5%)
minecraft.crafted.baked_potato: #8, 21(1%)
minecraft.picked_up.honeycomb_block: #8, 19(1%)
minecraft.picked_up.packed_ice: #8, 891(1%)
minecraft.crafted.jungle_wood: #8, 96(1%)
minecraft.used.dark_oak_wood: #8, 46(1%)
minecraft.used.soul_sand: #9, 1116(5%)
minecraft.used.light_gray_banner: #8, 2(1%)
minecraft.mined.packed_ice: #8, 753(0%)
minecraft.picked_up.barrel: #9, 215(5%)
minecraft.dropped.lava_bucket: #8, 1(1%)
minecraft.dropped.smooth_sandstone_stairs: #8, 8(1%)
minecraft.crafted.oak_wood: #8, 321(1%)
minecraft.crafted.cooked_chicken: #8, 62(1%)
minecraft.dropped.orange_shulker_box: #8, 1(1%)
minecraft.crafted.lodestone: #8, 1(1%)
minecraft.mined.chiseled_nether_bricks: #8, 4(1%)
minecraft.dropped.warped_stem: #8, 6(1%)
minecraft.used.oak_wood: #8, 221(0%)
minecraft.mined.nether_quartz_ore: #9, 5079(5%)
minecraft.picked_up.rabbit: #8, 10(0%)
minecraft.dropped.white_banner: #8, 6(0%)
minecraft.picked_up.light_blue_banner: #8, 1(1%)
minecraft.crafted.written_book: #8, 10(0%)
minecraft.mined.pink_terracotta: #8, 3(0%)
minecraft.used.honeycomb_block: #8, 35(0%)
minecraft.crafted.arrow: #8, 88(0%)
minecraft.used.yellow_stained_glass: #8, 29(0%)
minecraft.mined.player_head: #9, 64(5%)
minecraft.crafted.purple_bed: #8, 1(0%)
minecraft.dropped.jungle_trapdoor: #8, 4(0%)
minecraft.used.water_bucket: #9, 2893(4%)
minecraft.dropped.quartz_slab: #8, 7(0%)
minecraft.mined.prismarine_brick_stairs: #8, 2(0%)
minecraft.used.player_head: #9, 162(4%)
minecraft.picked_up.prismarine_brick_stairs: #8, 2(0%)
minecraft.dropped.tipped_arrow: #8, 2(0%)
minecraft.dropped.magma_cream: #9, 64(5%)
minecraft.mined.redstone_ore: #9, 4358(4%)
minecraft.dropped.gold_ore: #9, 33(5%)
minecraft.used.chain: #9, 536(4%)
minecraft.picked_up.gold_ore: #9, 1157(4%)
minecraft.used.nether_quartz_ore: #9, 983(4%)
minecraft.used.flower_pot: #9, 93(4%)
minecraft.used.oak_pressure_plate: #9, 8(5%)
minecraft.mined.gold_ore: #9, 1089(4%)
minecraft.picked_up.redstone_ore: #9, 1614(4%)
minecraft.custom.walk_one_cm: #10, 171021551(4%)
minecraft.mined.brown_mushroom_block: #9, 2101(4%)
minecraft.dropped.wheat_seeds: #9, 3989(4%)
minecraft.mined.oak_wall_sign: #9, 55(4%)
minecraft.mined.dandelion: #9, 183(4%)
minecraft.picked_up.vine: #9, 579(4%)
minecraft.mined.piston: #9, 157(3%)
minecraft.picked_up.basalt: #9, 4367(3%)
minecraft.crafted.nether_brick_slab: #9, 456(4%)
minecraft.crafted.hopper_minecart: #9, 40(3%)
minecraft.used.spruce_door: #9, 24(4%)
minecraft.used.jungle_sign: #9, 50(4%)
minecraft.crafted.warped_slab: #9, 262(4%)
minecraft.picked_up.black_shulker_box: #9, 168(3%)
minecraft.mined.black_shulker_box: #9, 158(3%)
minecraft.dropped.oak_boat: #9, 5(4%)
minecraft.mined.daylight_detector: #9, 8(4%)
minecraft.custom.pot_flower: #9, 52(3%)
minecraft.picked_up.oak_pressure_plate: #9, 4(4%)
minecraft.used.iron_ore: #9, 22(3%)
minecraft.broken.flint_and_steel: #9, 3(5%)
minecraft.used.smooth_stone_slab: #9, 5632(3%)
minecraft.dropped.chorus_fruit: #9, 110(4%)
minecraft.killed.pig: #9, 28(3%)
minecraft.used.iron_pickaxe: #9, 4009(3%)
minecraft.used.diamond_ore: #9, 530(3%)
minecraft.mined.smooth_stone: #9, 868(3%)
minecraft.crafted.nether_bricks: #9, 1571(3%)
minecraft.crafted.note_block: #9, 168(3%)
minecraft.used.birch_slab: #9, 323(3%)
minecraft.picked_up.brown_mushroom: #9, 327(3%)
minecraft.mined.iron_trapdoor: #9, 149(3%)
minecraft.crafted.green_carpet: #9, 354(3%)
minecraft.picked_up.jungle_sapling: #9, 157(3%)
minecraft.picked_up.blackstone_slab: #9, 150(3%)
minecraft.used.carved_pumpkin: #9, 16(4%)
minecraft.crafted.mossy_stone_bricks: #9, 128(3%)
minecraft.used.jungle_planks: #9, 318(2%)
minecraft.picked_up.brick: #9, 68(3%)
minecraft.used.lapis_ore: #9, 126(2%)
minecraft.used.coarse_dirt: #9, 1821(2%)
minecraft.picked_up.wet_sponge: #9, 327(2%)
minecraft.mined.blackstone_wall: #9, 21(3%)
minecraft.used.polished_blackstone_brick_stairs: #9, 185(2%)
minecraft.mined.dark_oak_wall_sign: #9, 6(3%)
minecraft.mined.nether_wart_block: #9, 1233(2%)
minecraft.used.sunflower: #9, 4(3%)
minecraft.used.jungle_leaves: #9, 595(2%)
minecraft.mined.wet_sponge: #9, 330(3%)
minecraft.dropped.warped_roots: #9, 70(3%)
minecraft.picked_up.grass: #9, 469(2%)
minecraft.picked_up.diamond_ore: #9, 466(2%)
minecraft.picked_up.honey_block: #9, 141(2%)
minecraft.crafted.stone_brick_wall: #9, 132(2%)
minecraft.used.spruce_pressure_plate: #9, 15(3%)
minecraft.crafted.birch_boat: #9, 4(3%)
minecraft.picked_up.daylight_detector: #9, 7(2%)
minecraft.crafted.polished_diorite: #9, 444(2%)
minecraft.used.birch_button: #9, 18(3%)
minecraft.used.white_stained_glass: #9, 1533(2%)
minecraft.picked_up.jungle_slab: #9, 183(2%)
minecraft.mined.light_gray_carpet: #9, 91(2%)
minecraft.used.blue_concrete_powder: #9, 400(2%)
minecraft.used.apple: #9, 17(3%)
minecraft.used.blue_shulker_box: #9, 38(2%)
minecraft.used.oak_leaves: #9, 3336(2%)
minecraft.mined.large_fern: #9, 62(2%)
minecraft.mined.stone_brick_wall: #9, 51(2%)
minecraft.mined.bee_nest: #9, 9(2%)
minecraft.picked_up.acacia_button: #9, 1(3%)
minecraft.mined.pumpkin: #9, 167(1%)
minecraft.picked_up.polished_blackstone_button: #9, 7(2%)
minecraft.mined.grass_path: #9, 238(1%)
minecraft.used.birch_wood: #9, 42(2%)
minecraft.killed.magma_cube: #9, 398(1%)
minecraft.picked_up.smoker: #9, 8(2%)
minecraft.killed.drowned: #9, 153(1%)
minecraft.picked_up.diamond_horse_armor: #9, 1(2%)
minecraft.crafted.birch_wood: #9, 69(2%)
minecraft.mined.podzol: #9, 908(1%)
minecraft.mined.orange_tulip: #9, 13(2%)
minecraft.picked_up.purple_bed: #9, 6(2%)
minecraft.mined.birch_wood: #9, 3(3%)
minecraft.dropped.sandstone: #9, 171(1%)
minecraft.mined.jungle_slab: #9, 91(1%)
minecraft.picked_up.repeater: #10, 516(5%)
minecraft.used.baked_potato: #9, 37(2%)
minecraft.killed.turtle: #9, 1(2%)
minecraft.picked_up.light_gray_banner: #9, 2(2%)
minecraft.used.birch_door: #9, 8(2%)
minecraft.picked_up.pink_dye: #9, 12(2%)
minecraft.used.birch_fence_gate: #9, 26(1%)
minecraft.custom.inspect_hopper: #10, 2559(4%)
minecraft.crafted.cut_sandstone: #9, 356(1%)
minecraft.picked_up.music_disc_chirp: #9, 1(2%)
minecraft.picked_up.cyan_bed: #9, 15(1%)
minecraft.used.grass: #9, 170(1%)
minecraft.dropped.jungle_slab: #9, 28(1%)
minecraft.picked_up.ice: #9, 1301(1%)
minecraft.dropped.redstone_ore: #9, 14(1%)
minecraft.mined.smoker: #9, 5(1%)
minecraft.picked_up.item_frame: #10, 350(5%)
minecraft.dropped.jungle_boat: #9, 1(2%)
minecraft.mined.crimson_hyphae: #9, 7(2%)
minecraft.picked_up.gold_ingot: #10, 698(5%)
minecraft.crafted.redstone_torch: #10, 3571(5%)
minecraft.picked_up.fletching_table: #9, 6(1%)
minecraft.crafted.cooked_mutton: #9, 30(1%)
minecraft.custom.sleep_in_bed: #10, 1645(4%)
minecraft.picked_up.light_blue_carpet: #9, 17(1%)
minecraft.used.mossy_stone_brick_slab: #9, 4(2%)
minecraft.used.wither_skeleton_skull: #9, 11(1%)
minecraft.dropped.warped_fungus: #9, 6(1%)
minecraft.picked_up.cornflower: #9, 174(1%)
minecraft.used.jungle_pressure_plate: #9, 2(1%)
minecraft.mined.blue_stained_glass: #9, 17(1%)
minecraft.mined.fletching_table: #9, 5(1%)
minecraft.crafted.sugar: #9, 128(1%)
minecraft.dropped.smooth_sandstone: #9, 17(1%)
minecraft.picked_up.nether_star: #9, 5(1%)
minecraft.mined.magenta_carpet: #9, 4(1%)
minecraft.picked_up.blue_stained_glass: #9, 16(1%)
minecraft.dropped.poppy: #9, 612(0%)
minecraft.dropped.anvil: #9, 4(1%)
minecraft.dropped.sea_pickle: #9, 4(1%)
minecraft.picked_up.string: #10, 2458(4%)
minecraft.picked_up.chiseled_nether_bricks: #9, 4(1%)
minecraft.dropped.azure_bluet: #9, 9(1%)
minecraft.killed.wither_skeleton: #9, 159(0%)
minecraft.crafted.dropper: #10, 408(4%)
minecraft.mined.ice: #9, 1786(0%)
minecraft.dropped.granite: #10, 2655(4%)
minecraft.dropped.diorite_wall: #9, 1(1%)
minecraft.used.repeater: #10, 855(4%)
minecraft.mined.torch: #10, 2379(4%)
minecraft.dropped.acacia_sapling: #9, 3(0%)
minecraft.mined.grass_block: #10, 45143(4%)
minecraft.dropped.sticky_piston: #9, 2(0%)
minecraft.used.pink_wool: #9, 11(0%)
minecraft.dropped.painting: #9, 1(0%)
minecraft.killed.zombified_piglin: #9, 1132(0%)
minecraft.killed.pillager: #9, 55(0%)
minecraft.dropped.purple_concrete: #9, 1(0%)
minecraft.dropped.black_stained_glass: #9, 4(0%)
minecraft.mined.scaffolding: #10, 3996(4%)
minecraft.dropped.dirt: #10, 4088(4%)
minecraft.mined.black_bed: #9, 1(0%)
minecraft.dropped.bookshelf: #9, 1(0%)
minecraft.crafted.white_bed: #10, 23(4%)
minecraft.picked_up.iron_block: #10, 4142(4%)
minecraft.picked_up.sticky_piston: #10, 232(4%)
minecraft.mined.iron_block: #10, 2949(4%)
minecraft.picked_up.white_concrete: #10, 4887(4%)
minecraft.picked_up.bone: #10, 4308(3%)
minecraft.picked_up.furnace: #10, 193(4%)
minecraft.custom.open_barrel: #10, 6394(3%)
minecraft.picked_up.bookshelf: #10, 118(4%)
minecraft.mined.chipped_anvil: #10, 16(4%)
minecraft.mined.sticky_piston: #10, 158(4%)
minecraft.mined.repeater: #10, 197(4%)
minecraft.used.redstone: #10, 2638(3%)
minecraft.dropped.cooked_beef: #10, 130(4%)
minecraft.picked_up.nether_bricks: #10, 1380(3%)
minecraft.crafted.coal_block: #10, 1113(3%)
minecraft.picked_up.comparator: #10, 156(3%)
minecraft.custom.damage_absorbed: #10, 347(4%)
minecraft.crafted.green_dye: #10, 597(4%)
minecraft.picked_up.written_book: #10, 49(3%)
minecraft.dropped.diorite: #10, 2073(3%)
minecraft.picked_up.hay_block: #10, 127(3%)
minecraft.crafted.oak_sign: #10, 184(3%)
minecraft.mined.glass_pane: #10, 47(3%)
minecraft.used.nether_bricks: #10, 973(3%)
minecraft.used.white_shulker_box: #10, 152(3%)
minecraft.mined.diamond_ore: #10, 1205(3%)
minecraft.picked_up.mossy_stone_bricks: #10, 47(3%)
minecraft.dropped.oak_fence: #10, 27(3%)
minecraft.crafted.magenta_dye: #10, 346(3%)
minecraft.picked_up.birch_fence_gate: #10, 13(4%)
minecraft.mined.farmland: #10, 82(3%)
minecraft.picked_up.oak_sapling: #10, 1516(2%)
minecraft.used.diorite: #10, 561(2%)
minecraft.killed.bat: #10, 39(2%)
minecraft.used.mossy_stone_bricks: #10, 76(3%)
minecraft.used.nether_brick_slab: #10, 495(2%)
minecraft.mined.redstone_lamp: #10, 44(2%)
minecraft.custom.interact_with_stonecutter: #10, 184(2%)
minecraft.mined.white_wool: #10, 98(2%)
minecraft.custom.walk_on_water_one_cm: #11, 5718900(3%)
minecraft.picked_up.carrot: #10, 2477(2%)
minecraft.picked_up.crossbow: #10, 22(2%)
minecraft.picked_up.salmon: #10, 31(2%)
minecraft.dropped.obsidian: #10, 64(3%)
minecraft.mined.blast_furnace: #10, 13(2%)
minecraft.used.loom: #10, 22(2%)
minecraft.mined.andesite_stairs: #10, 14(3%)
minecraft.mined.snow: #10, 6883(2%)
minecraft.used.white_wool: #10, 741(2%)
minecraft.picked_up.cake: #10, 1(3%)
minecraft.used.basalt: #10, 829(2%)
minecraft.mined.black_wool: #10, 42(2%)
minecraft.picked_up.snowball: #10, 5190(2%)
minecraft.used.dandelion: #10, 8(2%)
minecraft.used.andesite_wall: #10, 253(2%)
minecraft.dropped.terracotta: #10, 117(2%)
minecraft.used.smooth_stone: #10, 2264(2%)
minecraft.dropped.bowl: #10, 2(3%)
minecraft.picked_up.smooth_sandstone: #10, 689(2%)
minecraft.dropped.nether_quartz_ore: #10, 28(2%)
minecraft.picked_up.nether_brick: #10, 192(2%)
minecraft.picked_up.fern: #10, 148(2%)
minecraft.picked_up.dark_oak_door: #10, 11(2%)
minecraft.broken.fishing_rod: #10, 1(2%)
minecraft.picked_up.cooked_salmon: #10, 10(2%)
minecraft.crafted.birch_trapdoor: #10, 136(2%)
minecraft.mined.gilded_blackstone: #10, 20(2%)
minecraft.crafted.blast_furnace: #10, 30(2%)
minecraft.mined.polished_blackstone_slab: #10, 81(2%)
minecraft.used.packed_ice: #10, 482(2%)
minecraft.mined.sea_pickle: #10, 19(2%)
minecraft.mined.polished_blackstone_brick_stairs: #10, 40(1%)
minecraft.crafted.jungle_boat: #10, 4(2%)
minecraft.crafted.white_stained_glass: #10, 1288(1%)
minecraft.crafted.polished_blackstone_bricks: #10, 432(2%)
minecraft.picked_up.splash_potion: #10, 13(1%)
minecraft.crafted.purple_carpet: #10, 96(2%)
