stat, rank, value, (percentage) 
minecraft.mined.bamboo_sapling: #11, 3(1%)
minecraft.mined.birch_button: #11, 1(1%)
minecraft.used.cracked_polished_blackstone_bricks: #11, 46(1%)
minecraft.mined.gray_stained_glass: #11, 38(1%)
minecraft.mined.jukebox: #11, 1(1%)
minecraft.picked_up.music_disc_cat: #11, 2(1%)
minecraft.picked_up.blue_orchid: #11, 40(1%)
minecraft.picked_up.brain_coral_fan: #11, 8(1%)
minecraft.picked_up.spruce_leaves: #11, 760(1%)
minecraft.used.cooked_cod: #11, 11(1%)
minecraft.used.gray_stained_glass: #11, 316(1%)
minecraft.crafted.golden_chestplate: #11, 1(1%)
minecraft.crafted.dried_kelp: #11, 177(1%)
minecraft.picked_up.brown_wool: #11, 82(1%)
minecraft.picked_up.light_blue_wool: #11, 76(1%)
minecraft.picked_up.tube_coral_fan: #11, 5(1%)
minecraft.used.fern: #11, 27(1%)
minecraft.mined.bubble_coral_wall_fan: #11, 6(1%)
minecraft.dropped.spider_eye: #11, 80(0%)
minecraft.custom.play_noteblock: #11, 47(0%)
minecraft.picked_up.blue_terracotta: #11, 36(1%)
minecraft.dropped.wheat: #11, 27(0%)
minecraft.dropped.redstone_ore: #11, 7(1%)
minecraft.killed.bee: #11, 2(1%)
minecraft.dropped.smooth_sandstone: #11, 12(1%)
minecraft.picked_up.brain_coral: #11, 1(1%)
minecraft.picked_up.cyan_stained_glass_pane: #11, 9(0%)
minecraft.picked_up.tube_coral: #11, 1(1%)
minecraft.dropped.porkchop: #11, 14(0%)
minecraft.dropped.iron_boots: #11, 8(0%)
minecraft.dropped.iron_trapdoor: #11, 4(0%)
minecraft.dropped.spruce_trapdoor: #11, 16(0%)
minecraft.dropped.phantom_membrane: #11, 1(0%)
minecraft.mined.chiseled_stone_bricks: #11, 5(0%)
minecraft.mined.purple_wool: #11, 3(0%)
minecraft.dropped.potato: #11, 23(0%)
minecraft.picked_up.crimson_stairs: #11, 3(0%)
minecraft.mined.chiseled_quartz_block: #11, 3(0%)
minecraft.mined.packed_ice: #11, 215(0%)
minecraft.custom.climb_one_cm: #12, 4114202(4%)
minecraft.picked_up.light_gray_dye: #11, 13(0%)
minecraft.mined.brain_coral: #11, 1(0%)
minecraft.picked_up.rabbit_hide: #11, 5(0%)
minecraft.dropped.prismarine_crystals: #11, 23(0%)
minecraft.dropped.spruce_fence: #11, 5(0%)
minecraft.mined.pink_terracotta: #11, 1(0%)
minecraft.dropped.dispenser: #11, 1(0%)
minecraft.dropped.cocoa_beans: #11, 10(0%)
minecraft.crafted.packed_ice: #11, 14(0%)
minecraft.picked_up.arrow: #12, 3221(3%)
minecraft.picked_up.bow: #12, 226(3%)
minecraft.mined.redstone_ore: #12, 3753(4%)
minecraft.mined.crafting_table: #12, 230(3%)
minecraft.picked_up.redstone_torch: #12, 327(3%)
minecraft.picked_up.redstone_ore: #12, 1387(3%)
minecraft.mined.hopper: #12, 390(3%)
minecraft.mined.dirt: #12, 35097(3%)
minecraft.mined.wall_torch: #12, 505(3%)
minecraft.mined.grass_block: #12, 29824(3%)
minecraft.used.coal_ore: #12, 1458(3%)
minecraft.picked_up.cooked_beef: #12, 643(3%)
minecraft.used.bell: #12, 10(3%)
minecraft.dropped.writable_book: #12, 6(3%)
minecraft.mined.piston_head: #12, 8(3%)
minecraft.used.painting: #12, 109(3%)
minecraft.used.dark_oak_log: #12, 794(3%)
minecraft.picked_up.anvil: #12, 55(3%)
minecraft.crafted.oak_planks: #12, 8780(2%)
minecraft.used.oak_trapdoor: #12, 200(3%)
minecraft.used.milk_bucket: #12, 4(3%)
minecraft.picked_up.shulker_shell: #12, 569(3%)
minecraft.dropped.oak_sign: #12, 30(3%)
minecraft.picked_up.end_rod: #12, 425(2%)
minecraft.mined.bell: #12, 7(2%)
minecraft.mined.lime_shulker_box: #12, 65(3%)
minecraft.picked_up.lime_shulker_box: #12, 66(3%)
minecraft.used.ender_chest: #12, 341(2%)
minecraft.mined.dropper: #12, 58(2%)
minecraft.picked_up.tripwire_hook: #12, 28(2%)
minecraft.used.detector_rail: #12, 12(2%)
minecraft.used.lime_shulker_box: #12, 65(3%)
minecraft.crafted.green_dye: #12, 395(2%)
minecraft.used.bread: #12, 96(2%)
minecraft.mined.note_block: #12, 29(3%)
minecraft.picked_up.coal_block: #12, 167(2%)
minecraft.used.kelp: #12, 517(2%)
minecraft.dropped.oak_planks: #12, 83(2%)
minecraft.used.white_concrete: #12, 5245(2%)
minecraft.dropped.flint_and_steel: #12, 4(2%)
minecraft.crafted.diamond_chestplate: #12, 2(2%)
minecraft.mined.comparator: #12, 40(2%)
minecraft.picked_up.spruce_boat: #12, 11(2%)
minecraft.picked_up.birch_leaves: #12, 1547(2%)
minecraft.custom.walk_on_water_one_cm: #13, 5275272(3%)
minecraft.mined.lectern: #12, 114(2%)
minecraft.mined.birch_wall_sign: #12, 27(2%)
minecraft.crafted.light_gray_dye: #12, 534(2%)
minecraft.picked_up.cyan_terracotta: #12, 1023(2%)
minecraft.picked_up.note_block: #12, 44(2%)
minecraft.used.shroomlight: #12, 134(2%)
minecraft.dropped.torch: #12, 328(2%)
minecraft.crafted.yellow_dye: #12, 330(1%)
minecraft.crafted.cyan_dye: #12, 742(1%)
minecraft.dropped.gold_nugget: #12, 268(1%)
minecraft.mined.soul_lantern: #12, 8(1%)
minecraft.mined.black_wool: #12, 30(2%)
minecraft.picked_up.jungle_leaves: #12, 790(1%)
minecraft.used.warped_wart_block: #12, 194(1%)
minecraft.crafted.stone_axe: #12, 4(1%)
minecraft.mined.dragon_wall_head: #12, 4(1%)
minecraft.picked_up.spruce_wood: #12, 9(2%)
minecraft.mined.twisting_vines_plant: #12, 15(1%)
minecraft.mined.brown_carpet: #12, 18(1%)
minecraft.mined.jungle_fence: #12, 7(1%)
minecraft.mined.iron_door: #12, 4(1%)
minecraft.mined.purpur_pillar: #12, 34(1%)
minecraft.crafted.cracked_stone_bricks: #12, 73(2%)
minecraft.crafted.filled_map: #12, 36(1%)
minecraft.dropped.shears: #12, 8(1%)
minecraft.mined.jungle_planks: #12, 37(1%)
minecraft.picked_up.black_stained_glass_pane: #12, 36(1%)
minecraft.custom.fly_one_cm: #13, 81450530(2%)
minecraft.picked_up.cocoa_beans: #12, 481(1%)
minecraft.crafted.jukebox: #12, 1(1%)
minecraft.mined.purpur_stairs: #12, 18(1%)
minecraft.picked_up.purpur_stairs: #12, 17(1%)
minecraft.picked_up.gray_wool: #12, 249(1%)
minecraft.mined.quartz_block: #12, 56(1%)
minecraft.crafted.golden_leggings: #12, 1(1%)
minecraft.crafted.golden_boots: #12, 1(1%)
minecraft.dropped.cooked_chicken: #12, 6(1%)
minecraft.dropped.cobblestone_slab: #12, 28(1%)
minecraft.crafted.yellow_shulker_box: #12, 2(1%)
minecraft.used.sandstone_wall: #12, 83(1%)
minecraft.picked_up.podzol: #12, 390(1%)
minecraft.picked_up.red_dye: #12, 24(1%)
minecraft.picked_up.crimson_slab: #12, 12(1%)
minecraft.picked_up.magenta_stained_glass: #12, 4(1%)
minecraft.used.spruce_wood: #12, 36(1%)
minecraft.used.stripped_oak_log: #12, 18(1%)
minecraft.mined.brain_coral_wall_fan: #12, 6(1%)
minecraft.crafted.brewing_stand: #12, 6(0%)
minecraft.picked_up.bubble_coral_fan: #12, 5(1%)
minecraft.picked_up.melon: #12, 69(0%)
minecraft.mined.nether_wart: #12, 330(0%)
minecraft.dropped.birch_slab: #12, 4(1%)
minecraft.used.chiseled_stone_bricks: #12, 16(0%)
minecraft.mined.end_stone_bricks: #12, 125(0%)
minecraft.used.light_blue_wool: #12, 36(0%)
minecraft.picked_up.acacia_slab: #12, 4(0%)
minecraft.mined.infested_stone: #12, 4(0%)
minecraft.used.purpur_pillar: #12, 13(0%)
minecraft.picked_up.allium: #12, 8(0%)
minecraft.used.wither_rose: #12, 20(0%)
minecraft.mined.stripped_jungle_log: #12, 2(0%)
minecraft.picked_up.stripped_jungle_log: #12, 2(0%)
minecraft.picked_up.stripped_dark_oak_wood: #12, 3(0%)
minecraft.crafted.melon_seeds: #12, 6(0%)
minecraft.crafted.loom: #12, 3(0%)
minecraft.mined.stripped_dark_oak_wood: #12, 3(0%)
minecraft.dropped.snow: #12, 27(0%)
minecraft.used.jungle_wood: #12, 24(0%)
minecraft.crafted.glowstone: #12, 58(0%)
minecraft.dropped.cornflower: #12, 5(0%)
minecraft.crafted.jungle_stairs: #12, 8(0%)
minecraft.picked_up.pink_concrete: #12, 20(0%)
minecraft.crafted.jungle_wood: #12, 18(0%)
minecraft.dropped.glass_pane: #12, 2(0%)
minecraft.dropped.sugar: #12, 5(0%)
minecraft.picked_up.lime_dye: #12, 1(0%)
minecraft.used.baked_potato: #12, 1(0%)
minecraft.picked_up.orange_dye: #12, 1(0%)
minecraft.crafted.written_book: #12, 1(0%)
minecraft.dropped.nether_brick_slab: #12, 1(0%)
minecraft.mined.quartz_bricks: #12, 1(0%)
minecraft.custom.interact_with_anvil: #13, 421(3%)
minecraft.mined.coal_ore: #13, 9238(4%)
minecraft.custom.drop: #13, 8339(3%)
minecraft.custom.open_enderchest: #13, 3442(3%)
minecraft.mined.chest: #13, 666(3%)
minecraft.custom.interact_with_brewingstand: #13, 291(3%)
minecraft.picked_up.andesite: #13, 12512(3%)
minecraft.picked_up.granite: #13, 10971(3%)
minecraft.picked_up.leather: #13, 1295(3%)
minecraft.crafted.flint_and_steel: #13, 10(3%)
minecraft.crafted.diamond_shovel: #13, 11(3%)
minecraft.picked_up.chest: #13, 811(3%)
minecraft.mined.stone: #13, 190444(3%)
minecraft.killed.piglin: #13, 59(3%)
minecraft.picked_up.bone: #13, 3209(3%)
minecraft.mined.red_shulker_box: #13, 229(3%)
minecraft.picked_up.red_shulker_box: #13, 231(3%)
minecraft.used.red_shulker_box: #13, 229(3%)
minecraft.picked_up.chainmail_boots: #13, 4(3%)
minecraft.picked_up.leather_chestplate: #13, 13(3%)
minecraft.used.cobblestone: #13, 5320(3%)
minecraft.used.stone_axe: #13, 162(3%)
minecraft.custom.interact_with_grindstone: #13, 68(3%)
minecraft.picked_up.chainmail_chestplate: #13, 4(3%)
minecraft.picked_up.painting: #13, 94(3%)
minecraft.used.polished_blackstone: #13, 1088(3%)
minecraft.used.redstone_ore: #13, 650(2%)
minecraft.crafted.diamond_leggings: #13, 3(2%)
minecraft.dropped.diamond_pickaxe: #13, 7(2%)
minecraft.crafted.white_bed: #13, 11(2%)
minecraft.picked_up.potion: #13, 70(2%)
minecraft.picked_up.beef: #13, 552(2%)
minecraft.mined.player_head: #13, 28(2%)
minecraft.crafted.iron_bars: #13, 704(2%)
minecraft.picked_up.hay_block: #13, 82(2%)
minecraft.mined.white_stained_glass_pane: #13, 43(2%)
minecraft.mined.andesite_wall: #13, 40(2%)
minecraft.crafted.glass_pane: #13, 288(2%)
minecraft.dropped.white_concrete: #13, 59(2%)
minecraft.used.splash_potion: #13, 26(2%)
minecraft.dropped.kelp: #13, 358(2%)
minecraft.used.end_rod: #13, 225(2%)
minecraft.used.lectern: #13, 112(1%)
minecraft.dropped.diamond_leggings: #13, 2(2%)
minecraft.mined.stone_button: #13, 32(2%)
minecraft.picked_up.jungle_planks: #13, 103(2%)
minecraft.picked_up.campfire: #13, 44(1%)
minecraft.dropped.cooked_beef: #13, 55(2%)
minecraft.used.flower_pot: #13, 33(2%)
minecraft.picked_up.enchanted_book: #13, 30(1%)
minecraft.used.cactus: #13, 118(1%)
minecraft.mined.cobblestone_wall: #13, 30(1%)
minecraft.dropped.grass_block: #13, 400(1%)
minecraft.used.lapis_ore: #13, 72(1%)
minecraft.mined.polished_basalt: #13, 92(1%)
minecraft.used.dropper: #13, 93(1%)
minecraft.dropped.bamboo: #13, 261(1%)
minecraft.mined.ancient_debris: #13, 80(1%)
minecraft.crafted.birch_sign: #13, 66(1%)
minecraft.used.glass_bottle: #13, 134(1%)
minecraft.dropped.slime_ball: #13, 66(1%)
minecraft.picked_up.dark_prismarine: #13, 88(1%)
minecraft.dropped.bone_block: #13, 32(1%)
minecraft.mined.enchanting_table: #13, 1(1%)
minecraft.dropped.jungle_planks: #13, 21(1%)
minecraft.picked_up.purpur_pillar: #13, 28(1%)
minecraft.mined.end_rod: #13, 109(1%)
minecraft.custom.open_chest: #14, 29895(4%)
minecraft.crafted.shears: #13, 126(1%)
minecraft.used.bamboo: #13, 102(1%)
minecraft.dropped.lilac: #13, 1(1%)
minecraft.dropped.lily_of_the_valley: #13, 1(1%)
minecraft.picked_up.nether_wart: #13, 1003(1%)
minecraft.picked_up.poisonous_potato: #13, 2(1%)
minecraft.crafted.andesite_wall: #13, 60(1%)
minecraft.picked_up.black_wool: #13, 94(1%)
minecraft.picked_up.crimson_planks: #13, 24(1%)
minecraft.used.jungle_sign: #13, 8(1%)
minecraft.used.soul_soil: #13, 112(1%)
minecraft.dropped.smooth_stone: #13, 16(1%)
minecraft.dropped.glass_bottle: #13, 34(1%)
minecraft.picked_up.fern: #13, 41(0%)
minecraft.used.purpur_block: #13, 11(1%)
minecraft.crafted.gold_ingot: #13, 3661(0%)
minecraft.crafted.gold_block: #13, 206(0%)
minecraft.picked_up.snowball: #13, 1080(0%)
minecraft.mined.dark_prismarine: #13, 22(0%)
minecraft.crafted.flower_pot: #13, 22(0%)
minecraft.crafted.jungle_sign: #13, 6(0%)
minecraft.used.nether_wart: #13, 328(0%)
minecraft.used.black_stained_glass_pane: #13, 73(0%)
minecraft.used.jungle_planks: #13, 41(0%)
minecraft.dropped.powered_rail: #13, 5(0%)
minecraft.dropped.stone_axe: #13, 1(0%)
minecraft.used.jungle_trapdoor: #13, 17(0%)
minecraft.used.black_carpet: #13, 465(0%)
minecraft.killed.wither: #13, 1(0%)
minecraft.mined.gray_stained_glass_pane: #13, 2(0%)
minecraft.crafted.slime_ball: #13, 144(0%)
minecraft.picked_up.fire_coral_fan: #13, 2(0%)
minecraft.dropped.packed_ice: #13, 7(0%)
minecraft.used.melon_slice: #13, 2(0%)
minecraft.picked_up.dark_oak_leaves: #13, 15(0%)
minecraft.crafted.cake: #13, 1(0%)
minecraft.crafted.chiseled_quartz_block: #13, 6(0%)
minecraft.used.magenta_stained_glass: #13, 2(0%)
minecraft.mined.pink_concrete: #13, 14(0%)
minecraft.used.jungle_stairs: #13, 3(0%)
minecraft.used.emerald_block: #13, 10(0%)
minecraft.dropped.jungle_slab: #13, 2(0%)
minecraft.dropped.blaze_rod: #13, 1(0%)
minecraft.dropped.crimson_planks: #13, 1(0%)
minecraft.dropped.melon: #13, 3(0%)
minecraft.dropped.white_banner: #13, 1(0%)
minecraft.dropped.quartz_block: #13, 4(0%)
minecraft.used.acacia_slab: #13, 2(0%)
minecraft.used.prismarine: #13, 11(0%)
minecraft.picked_up.pink_terracotta: #13, 1(0%)
minecraft.picked_up.quartz_bricks: #13, 1(0%)
minecraft.used.magenta_concrete_powder: #13, 2(0%)
minecraft.crafted.red_nether_bricks: #13, 3(0%)
minecraft.used.quartz_bricks: #13, 1(0%)
minecraft.picked_up.stone: #14, 133796(4%)
minecraft.used.powered_rail: #14, 1093(4%)
minecraft.picked_up.powered_rail: #14, 582(3%)
minecraft.custom.walk_under_water_one_cm: #14, 5839024(2%)
minecraft.mined.iron_ore: #14, 3253(3%)
minecraft.mined.torch: #14, 1639(3%)
minecraft.picked_up.diamond: #14, 1596(2%)
minecraft.dropped.diamond_block: #14, 67(2%)
minecraft.dropped.diamond_sword: #14, 6(2%)
minecraft.picked_up.stone_button: #14, 113(2%)
minecraft.picked_up.damaged_anvil: #14, 6(2%)
minecraft.picked_up.ender_chest: #14, 318(2%)
minecraft.mined.ender_chest: #14, 299(2%)
minecraft.mined.damaged_anvil: #14, 5(2%)
minecraft.crafted.warped_planks: #14, 872(2%)
minecraft.mined.stripped_spruce_log: #14, 70(2%)
minecraft.picked_up.flint: #14, 463(2%)
minecraft.picked_up.iron_boots: #14, 14(2%)
minecraft.mined.nether_quartz_ore: #14, 2021(2%)
minecraft.picked_up.lead: #14, 72(2%)
minecraft.mined.powered_rail: #14, 165(2%)
minecraft.picked_up.lectern: #14, 117(2%)
minecraft.picked_up.diamond_block: #14, 183(2%)
minecraft.picked_up.nether_quartz_ore: #14, 549(2%)
minecraft.used.dark_oak_trapdoor: #14, 195(2%)
minecraft.picked_up.nether_gold_ore: #14, 98(1%)
minecraft.killed.cow: #14, 138(1%)
minecraft.picked_up.birch_sign: #14, 66(1%)
minecraft.picked_up.mutton: #14, 70(1%)
minecraft.picked_up.bell: #14, 10(1%)
minecraft.mined.yellow_shulker_box: #14, 65(1%)
minecraft.picked_up.yellow_shulker_box: #14, 63(1%)
minecraft.picked_up.totem_of_undying: #14, 7(1%)
minecraft.crafted.dropper: #14, 105(1%)
minecraft.used.warped_stairs: #14, 36(1%)
minecraft.used.nether_quartz_ore: #14, 270(1%)
minecraft.picked_up.gunpowder: #14, 1694(1%)
minecraft.dropped.rail: #14, 63(1%)
minecraft.crafted.warped_trapdoor: #14, 54(1%)
minecraft.picked_up.ancient_debris: #14, 80(1%)
minecraft.crafted.firework_rocket: #14, 9727(1%)
minecraft.used.cyan_terracotta: #14, 2247(1%)
minecraft.used.crossbow: #14, 40(1%)
minecraft.picked_up.yellow_concrete: #14, 176(1%)
minecraft.used.warped_trapdoor: #14, 38(1%)
minecraft.mined.warped_planks: #14, 10(1%)
minecraft.killed_by.skeleton: #14, 1(1%)
minecraft.picked_up.enchanting_table: #14, 1(1%)
minecraft.used.cobblestone_wall: #14, 78(1%)
minecraft.crafted.coarse_dirt: #14, 532(1%)
minecraft.mined.twisting_vines: #14, 7(1%)
minecraft.used.andesite_wall: #14, 100(1%)
minecraft.mined.wither_rose: #14, 10(1%)
minecraft.picked_up.cobblestone_wall: #14, 32(1%)
minecraft.mined.stone_brick_wall: #14, 20(1%)
minecraft.killed.slime: #14, 370(1%)
minecraft.picked_up.stone_hoe: #14, 1(1%)
minecraft.mined.magenta_stained_glass: #14, 3(1%)
minecraft.dropped.obsidian: #14, 17(1%)
minecraft.dropped.gold_ore: #14, 4(1%)
minecraft.dropped.potion: #14, 23(1%)
minecraft.mined.red_concrete_powder: #14, 4(1%)
minecraft.mined.chiseled_polished_blackstone: #14, 6(1%)
minecraft.picked_up.chiseled_polished_blackstone: #14, 6(1%)
minecraft.used.egg: #14, 41(0%)
minecraft.mined.jungle_trapdoor: #14, 5(1%)
minecraft.mined.rose_bush: #14, 5(0%)
minecraft.crafted.jungle_button: #14, 4(1%)
minecraft.mined.stripped_dark_oak_log: #14, 32(0%)
minecraft.picked_up.stripped_dark_oak_log: #14, 32(0%)
minecraft.picked_up.light_gray_concrete_powder: #14, 147(0%)
minecraft.crafted.blackstone_wall: #14, 12(1%)
minecraft.crafted.lime_shulker_box: #14, 1(0%)
minecraft.custom.interact_with_smoker: #14, 9(0%)
minecraft.crafted.target: #14, 13(0%)
minecraft.picked_up.red_wool: #14, 70(0%)
minecraft.used.polished_blackstone_wall: #14, 48(0%)
minecraft.used.crimson_stem: #14, 25(0%)
minecraft.picked_up.iron_axe: #14, 1(0%)
minecraft.picked_up.green_dye: #14, 64(0%)
minecraft.crafted.blackstone_stairs: #14, 12(0%)
minecraft.dropped.spruce_slab: #14, 15(0%)
minecraft.picked_up.nether_star: #14, 2(0%)
minecraft.used.warped_planks: #14, 22(0%)
minecraft.custom.play_record: #14, 1(0%)
minecraft.picked_up.ice: #14, 301(0%)
minecraft.picked_up.snow_block: #14, 90(0%)
minecraft.dropped.ghast_tear: #14, 1(0%)
minecraft.used.spruce_leaves: #14, 103(0%)
minecraft.picked_up.cyan_bed: #14, 2(0%)
minecraft.crafted.lime_concrete_powder: #14, 64(0%)
minecraft.picked_up.jack_o_lantern: #14, 1(0%)
minecraft.dropped.chicken: #14, 6(0%)
minecraft.picked_up.soul_torch: #14, 1(0%)
minecraft.picked_up.black_carpet: #14, 113(0%)
minecraft.crafted.snow_block: #14, 69(0%)
minecraft.dropped.lime_concrete: #14, 1(0%)
minecraft.picked_up.prismarine_crystals: #14, 28(0%)
minecraft.mined.fire_coral_wall_fan: #14, 1(0%)
minecraft.dropped.spruce_leaves: #14, 3(0%)
minecraft.custom.tune_noteblock: #14, 459(0%)
minecraft.crafted.chiseled_stone_bricks: #14, 9(0%)
minecraft.dropped.golden_sword: #14, 2(0%)
minecraft.used.pink_concrete: #14, 6(0%)
minecraft.used.pink_concrete_powder: #14, 8(0%)
minecraft.picked_up.cyan_concrete_powder: #14, 7(0%)
minecraft.mined.prismarine: #14, 8(0%)
minecraft.dropped.black_wool: #14, 1(0%)
minecraft.dropped.ice: #14, 1(0%)
minecraft.crafted.cooked_chicken: #14, 2(0%)
minecraft.picked_up.dirt: #15, 44253(3%)
minecraft.crafted.diamond_block: #15, 341(3%)
minecraft.picked_up.iron_ore: #15, 3233(3%)
minecraft.mined.diorite: #15, 11067(3%)
minecraft.mined.andesite: #15, 11472(3%)
minecraft.picked_up.lapis_lazuli: #15, 3872(3%)
minecraft.mined.granite: #15, 9732(3%)
minecraft.picked_up.coal_ore: #15, 2441(3%)
minecraft.picked_up.golden_chestplate: #15, 11(2%)
minecraft.picked_up.golden_helmet: #15, 15(2%)
minecraft.picked_up.golden_leggings: #15, 12(2%)
minecraft.picked_up.shulker_box: #15, 1746(2%)
minecraft.mined.shulker_box: #15, 1710(2%)
minecraft.used.shulker_box: #15, 1547(2%)
minecraft.mined.poppy: #15, 136(2%)
minecraft.mined.iron_bars: #15, 107(2%)
minecraft.picked_up.iron_bars: #15, 216(2%)
minecraft.crafted.iron_chestplate: #15, 3(2%)
minecraft.picked_up.white_concrete: #15, 2128(2%)
minecraft.custom.bell_ring: #15, 29(2%)
minecraft.crafted.blue_dye: #15, 925(1%)
minecraft.used.iron_bars: #15, 433(2%)
minecraft.picked_up.trident: #15, 8(2%)
minecraft.mined.diamond_block: #15, 116(1%)
minecraft.used.damaged_anvil: #15, 3(2%)
minecraft.crafted.iron_boots: #15, 3(1%)
minecraft.crafted.painting: #15, 14(1%)
minecraft.crafted.iron_helmet: #15, 3(1%)
minecraft.picked_up.slime_ball: #15, 648(1%)
minecraft.picked_up.stripped_spruce_log: #15, 51(1%)
minecraft.picked_up.lapis_ore: #15, 108(1%)
minecraft.mined.cornflower: #15, 18(1%)
minecraft.picked_up.piston: #15, 86(1%)
minecraft.crafted.wheat: #15, 315(1%)
minecraft.used.yellow_shulker_box: #15, 62(1%)
minecraft.picked_up.chain: #15, 99(1%)
minecraft.mined.warped_trapdoor: #15, 11(1%)
minecraft.dropped.written_book: #15, 9(1%)
minecraft.mined.brewing_stand: #15, 6(1%)
minecraft.picked_up.jungle_sign: #15, 9(1%)
minecraft.used.birch_sign: #15, 76(1%)
minecraft.picked_up.warped_trapdoor: #15, 11(1%)
minecraft.mined.white_concrete: #15, 2008(1%)
minecraft.used.white_concrete_powder: #15, 2574(1%)
minecraft.custom.pot_flower: #15, 15(1%)
minecraft.picked_up.andesite_wall: #15, 39(1%)
minecraft.crafted.white_concrete_powder: #15, 2640(1%)
minecraft.crafted.redstone_lamp: #15, 47(1%)
minecraft.crafted.glass_bottle: #15, 264(1%)
minecraft.mined.cobblestone_stairs: #15, 13(1%)
minecraft.picked_up.cobblestone_stairs: #15, 17(1%)
minecraft.picked_up.black_stained_glass: #15, 70(1%)
minecraft.used.diamond_ore: #15, 136(1%)
minecraft.picked_up.mossy_stone_bricks: #15, 12(1%)
minecraft.dropped.sand: #15, 441(1%)
minecraft.used.jukebox: #15, 1(1%)
minecraft.mined.glass_pane: #15, 10(1%)
minecraft.picked_up.ink_sac: #15, 255(1%)
minecraft.crafted.black_carpet: #15, 396(1%)
minecraft.crafted.jungle_slab: #15, 180(1%)
minecraft.mined.crying_obsidian: #15, 7(1%)
minecraft.picked_up.white_stained_glass_pane: #15, 34(1%)
minecraft.dropped.birch_sign: #15, 8(1%)
minecraft.picked_up.stone_brick_wall: #15, 18(1%)
minecraft.dropped.arrow: #15, 493(0%)
minecraft.picked_up.blue_concrete: #15, 61(1%)
minecraft.picked_up.dandelion: #15, 155(0%)
minecraft.dropped.iron_leggings: #15, 1(1%)
minecraft.picked_up.flower_pot: #15, 12(0%)
minecraft.used.cookie: #15, 1(0%)
minecraft.mined.warped_slab: #15, 5(1%)
minecraft.crafted.detector_rail: #15, 6(1%)
minecraft.picked_up.heart_of_the_sea: #15, 1(1%)
minecraft.crafted.mossy_stone_bricks: #15, 21(1%)
minecraft.picked_up.gray_stained_glass: #15, 30(1%)
minecraft.dropped.light_gray_stained_glass_pane: #15, 44(0%)
minecraft.picked_up.cooked_chicken: #15, 10(0%)
minecraft.picked_up.warped_slab: #15, 5(0%)
minecraft.dropped.hopper: #15, 2(0%)
minecraft.dropped.paper: #15, 81(0%)
minecraft.picked_up.paper: #15, 340(0%)
minecraft.dropped.oak_slab: #15, 4(0%)
minecraft.crafted.smithing_table: #15, 5(0%)
minecraft.used.sea_pickle: #15, 10(0%)
minecraft.dropped.enchanted_book: #15, 6(0%)
minecraft.mined.jungle_stairs: #15, 3(0%)
minecraft.used.stripped_dark_oak_log: #15, 13(0%)
minecraft.used.quartz_block: #15, 65(0%)
minecraft.used.cooked_mutton: #15, 8(0%)
minecraft.picked_up.black_dye: #15, 3(0%)
minecraft.used.mossy_cobblestone: #15, 5(0%)
minecraft.picked_up.blackstone_wall: #15, 4(0%)
minecraft.killed.iron_golem: #15, 1(0%)
minecraft.killed.hoglin: #15, 11(0%)
minecraft.used.lime_concrete_powder: #15, 64(0%)
minecraft.killed.pillager: #15, 39(0%)
minecraft.picked_up.lily_of_the_valley: #15, 7(0%)
minecraft.crafted.leather_helmet: #15, 1(0%)
minecraft.used.dark_prismarine: #15, 34(0%)
minecraft.used.purple_wool: #15, 2(0%)
minecraft.picked_up.gray_stained_glass_pane: #15, 2(0%)
minecraft.mined.cyan_bed: #15, 1(0%)
minecraft.mined.light_gray_stained_glass: #15, 4(0%)
minecraft.mined.lime_stained_glass_pane: #15, 1(0%)
minecraft.dropped.azure_bluet: #15, 1(0%)
minecraft.picked_up.prismarine: #15, 14(0%)
minecraft.used.jungle_slab: #15, 8(0%)
minecraft.used.gray_stained_glass_pane: #15, 2(0%)
minecraft.dropped.red_dye: #15, 1(0%)
minecraft.picked_up.blue_stained_glass: #15, 1(0%)
minecraft.used.crying_obsidian: #15, 6(0%)
minecraft.crafted.pink_concrete_powder: #15, 8(0%)
minecraft.picked_up.purple_wool: #15, 3(0%)
minecraft.dropped.spectral_arrow: #15, 1(0%)
minecraft.used.chiseled_quartz_block: #15, 3(0%)
minecraft.dropped.carrot: #15, 10(0%)
minecraft.picked_up.yellow_concrete_powder: #15, 2(0%)
minecraft.custom.interact_with_crafting_table: #16, 3164(3%)
minecraft.picked_up.player_head: #16, 450(3%)
minecraft.picked_up.leather_boots: #16, 13(3%)
minecraft.custom.swim_one_cm: #16, 2471720(2%)
minecraft.used.diamond_pickaxe: #16, 194909(2%)
minecraft.picked_up.written_book: #16, 35(2%)
minecraft.mined.grass: #16, 1583(2%)
minecraft.mined.mossy_cobblestone: #16, 44(2%)
minecraft.used.sugar_cane: #16, 263(2%)
minecraft.dropped.dirt: #16, 1587(2%)
minecraft.picked_up.observer: #16, 142(2%)
minecraft.mined.observer: #16, 110(2%)
minecraft.dropped.diorite: #16, 1135(2%)
minecraft.mined.dispenser: #16, 25(1%)
minecraft.picked_up.diamond_helmet: #16, 7(1%)
minecraft.used.glass: #16, 1129(1%)
minecraft.picked_up.wheat: #16, 1050(1%)
minecraft.used.brewing_stand: #16, 10(1%)
minecraft.mined.redstone_wall_torch: #16, 23(1%)
minecraft.picked_up.dispenser: #16, 31(1%)
minecraft.dropped.spruce_planks: #16, 63(1%)
