stat, rank, value, (percentage) 
minecraft.crafted.jungle_sign: #11, 24(2%)
minecraft.mined.carrots: #11, 340(1%)
minecraft.used.brown_carpet: #11, 99(2%)
minecraft.crafted.blue_concrete_powder: #11, 352(2%)
minecraft.picked_up.gilded_blackstone: #11, 24(2%)
minecraft.used.mossy_cobblestone: #11, 43(2%)
minecraft.crafted.purple_dye: #11, 352(1%)
minecraft.used.blue_concrete: #11, 214(1%)
minecraft.picked_up.polished_andesite_stairs: #11, 105(2%)
minecraft.mined.horn_coral_wall_fan: #11, 17(2%)
minecraft.mined.light_gray_stained_glass_pane: #11, 23(1%)
minecraft.picked_up.light_blue_concrete: #11, 261(1%)
minecraft.mined.twisting_vines_plant: #11, 16(1%)
minecraft.mined.blue_concrete: #11, 226(1%)
minecraft.picked_up.horn_coral_fan: #11, 15(2%)
minecraft.custom.open_chest: #12, 32136(4%)
minecraft.dropped.chainmail_chestplate: #11, 2(2%)
minecraft.crafted.gold_ingot: #11, 9812(1%)
minecraft.mined.lime_concrete: #11, 188(1%)
minecraft.used.gray_concrete: #11, 2604(1%)
minecraft.used.purpur_block: #11, 27(1%)
minecraft.picked_up.golden_shovel: #11, 2(1%)
minecraft.mined.light_blue_concrete: #11, 261(1%)
minecraft.dropped.scaffolding: #11, 121(1%)
minecraft.used.blackstone_slab: #11, 174(1%)
minecraft.crafted.pink_shulker_box: #11, 1(1%)
minecraft.used.dead_bush: #11, 14(1%)
minecraft.used.smoker: #11, 7(1%)
minecraft.mined.purple_concrete: #11, 52(1%)
minecraft.crafted.purple_carpet: #11, 60(1%)
minecraft.mined.rose_bush: #11, 10(1%)
minecraft.dropped.shield: #11, 2(1%)
minecraft.mined.orange_tulip: #11, 8(1%)
minecraft.crafted.orange_concrete_powder: #11, 248(1%)
minecraft.used.cyan_stained_glass_pane: #11, 26(1%)
minecraft.dropped.carrot: #11, 521(1%)
minecraft.picked_up.dandelion: #11, 225(1%)
minecraft.mined.crimson_planks: #11, 21(1%)
minecraft.crafted.green_terracotta: #11, 136(1%)
minecraft.crafted.iron_block: #11, 1246(1%)
minecraft.used.gray_stained_glass_pane: #11, 33(1%)
minecraft.used.yellow_concrete_powder: #11, 192(1%)
minecraft.used.brick_stairs: #11, 25(1%)
minecraft.crafted.daylight_detector: #11, 13(1%)
minecraft.dropped.sugar_cane: #11, 199(1%)
minecraft.used.stone_shovel: #11, 243(1%)
minecraft.picked_up.blaze_powder: #11, 13(1%)
minecraft.mined.blackstone_slab: #11, 19(0%)
minecraft.picked_up.lime_stained_glass_pane: #11, 9(1%)
minecraft.used.light_blue_concrete_powder: #11, 211(1%)
minecraft.used.purple_concrete_powder: #11, 66(0%)
minecraft.dropped.jungle_sapling: #11, 2(1%)
minecraft.used.brick_slab: #11, 16(1%)
minecraft.used.birch_wood: #11, 9(1%)
minecraft.dropped.blaze_rod: #11, 4(0%)
minecraft.mined.sweet_berry_bush: #11, 21(0%)
minecraft.used.yellow_stained_glass_pane: #11, 11(0%)
minecraft.used.magenta_carpet: #11, 9(0%)
minecraft.picked_up.iron_ingot: #11, 1570(0%)
minecraft.used.red_stained_glass_pane: #11, 7(0%)
minecraft.used.brick_wall: #11, 8(0%)
minecraft.crafted.pink_concrete_powder: #11, 48(0%)
minecraft.crafted.cartography_table: #11, 2(0%)
minecraft.dropped.red_sand: #11, 5(0%)
minecraft.picked_up.light_blue_dye: #11, 2(0%)
minecraft.crafted.yellow_stained_glass: #11, 24(0%)
minecraft.picked_up.cyan_dye: #11, 11(0%)
minecraft.dropped.crimson_stem: #11, 7(0%)
minecraft.dropped.ancient_debris: #11, 1(0%)
minecraft.crafted.wooden_shovel: #11, 1(0%)
minecraft.used.oak_wood: #11, 78(0%)
minecraft.dropped.acacia_trapdoor: #11, 1(0%)
minecraft.picked_up.red_tulip: #11, 12(0%)
minecraft.crafted.blue_stained_glass: #11, 24(0%)
minecraft.killed.snow_golem: #11, 1(0%)
minecraft.picked_up.lime_dye: #11, 2(0%)
minecraft.used.ancient_debris: #11, 2(0%)
minecraft.crafted.clay: #11, 2(0%)
minecraft.crafted.baked_potato: #11, 1(0%)
minecraft.used.purpur_stairs: #11, 1(0%)
minecraft.dropped.podzol: #11, 1(0%)
minecraft.crafted.dried_kelp_block: #11, 13(0%)
minecraft.killed.creeper: #12, 390(4%)
minecraft.picked_up.oak_boat: #12, 56(4%)
minecraft.picked_up.netherrack: #12, 43663(4%)
minecraft.custom.open_shulker_box: #12, 29609(3%)
minecraft.crafted.jungle_planks: #12, 11232(3%)
minecraft.picked_up.rail: #12, 1456(3%)
minecraft.custom.open_barrel: #12, 5200(3%)
minecraft.mined.redstone_wire: #12, 517(3%)
minecraft.mined.glowstone: #12, 309(3%)
minecraft.killed.trader_llama: #12, 15(3%)
minecraft.used.stone_slab: #12, 1898(3%)
minecraft.picked_up.oak_slab: #12, 205(3%)
minecraft.picked_up.glowstone: #12, 355(3%)
minecraft.mined.cobweb: #12, 206(3%)
minecraft.picked_up.trident: #12, 14(3%)
minecraft.picked_up.name_tag: #12, 26(3%)
minecraft.used.sand: #12, 9074(2%)
minecraft.used.composter: #12, 63(3%)
minecraft.crafted.stick: #12, 15635(2%)
minecraft.used.lantern: #12, 315(2%)
minecraft.crafted.oak_trapdoor: #12, 212(3%)
minecraft.custom.jump: #13, 317383(4%)
minecraft.killed_by.zombie: #12, 2(3%)
minecraft.mined.netherrack: #12, 50244(2%)
minecraft.mined.black_concrete: #12, 1099(2%)
minecraft.mined.chain: #12, 66(2%)
minecraft.picked_up.smooth_stone: #12, 967(2%)
minecraft.picked_up.nether_quartz_ore: #12, 794(2%)
minecraft.picked_up.glass: #12, 1694(2%)
minecraft.used.spruce_door: #12, 16(3%)
minecraft.crafted.lapis_block: #12, 374(2%)
minecraft.custom.leave_game: #13, 1330(3%)
minecraft.crafted.iron_bars: #12, 752(2%)
minecraft.used.andesite: #12, 1712(2%)
minecraft.used.polished_andesite: #12, 1766(2%)
minecraft.picked_up.iron_trapdoor: #12, 142(2%)
minecraft.picked_up.spruce_door: #12, 12(2%)
minecraft.crafted.diamond_helmet: #12, 3(2%)
minecraft.picked_up.acacia_planks: #12, 51(3%)
minecraft.used.granite: #12, 766(2%)
minecraft.dropped.golden_boots: #12, 10(2%)
minecraft.mined.blackstone: #12, 5175(2%)
minecraft.picked_up.andesite_wall: #12, 86(3%)
minecraft.used.smooth_stone_slab: #12, 3669(2%)
minecraft.picked_up.vine: #12, 294(2%)
minecraft.dropped.compass: #12, 18(2%)
minecraft.mined.spruce_trapdoor: #12, 248(2%)
minecraft.crafted.red_shulker_box: #12, 5(2%)
minecraft.dropped.iron_leggings: #12, 4(3%)
minecraft.picked_up.nether_gold_ore: #12, 128(2%)
minecraft.mined.stone_stairs: #12, 59(2%)
minecraft.mined.crimson_stem: #12, 298(2%)
minecraft.used.obsidian: #12, 566(2%)
minecraft.crafted.netherite_ingot: #12, 21(2%)
minecraft.mined.tall_grass: #12, 151(2%)
minecraft.mined.nether_wart_block: #12, 951(2%)
minecraft.picked_up.crossbow: #12, 16(2%)
minecraft.used.red_terracotta: #12, 466(2%)
minecraft.used.iron_trapdoor: #12, 453(2%)
minecraft.used.iron_shovel: #12, 1999(1%)
minecraft.picked_up.lime_concrete: #12, 208(2%)
minecraft.crafted.acacia_fence: #12, 21(3%)
minecraft.crafted.gray_carpet: #12, 618(2%)
minecraft.picked_up.blast_furnace: #12, 10(1%)
minecraft.dropped.birch_planks: #12, 36(1%)
minecraft.picked_up.chain: #12, 121(1%)
minecraft.dropped.ender_pearl: #12, 5371(1%)
minecraft.used.polished_andesite_stairs: #12, 258(2%)
minecraft.mined.blue_orchid: #12, 12(2%)
minecraft.mined.blast_furnace: #12, 8(1%)
minecraft.mined.tripwire_hook: #12, 2(2%)
minecraft.picked_up.stripped_birch_log: #12, 73(1%)
minecraft.picked_up.nether_brick_slab: #12, 105(1%)
minecraft.crafted.brown_carpet: #12, 111(1%)
minecraft.mined.oak_sapling: #12, 9(1%)
minecraft.mined.ancient_debris: #12, 87(1%)
minecraft.picked_up.ancient_debris: #12, 93(1%)
minecraft.picked_up.bricks: #12, 236(2%)
minecraft.mined.mycelium: #12, 2715(1%)
minecraft.mined.redstone_lamp: #12, 22(1%)
minecraft.crafted.iron_trapdoor: #12, 344(1%)
minecraft.used.red_concrete: #12, 397(1%)
minecraft.mined.polished_blackstone_stairs: #12, 26(1%)
minecraft.picked_up.chiseled_stone_bricks: #12, 31(1%)
minecraft.crafted.glass: #12, 4102(1%)
minecraft.picked_up.purple_concrete: #12, 53(1%)
minecraft.mined.cocoa: #12, 90(1%)
minecraft.picked_up.pumpkin_seeds: #12, 312(1%)
minecraft.used.black_concrete_powder: #12, 1583(1%)
minecraft.mined.azure_bluet: #12, 19(1%)
minecraft.mined.mossy_stone_bricks: #12, 16(1%)
minecraft.crafted.black_stained_glass: #12, 992(1%)
minecraft.dropped.sandstone: #12, 141(1%)
minecraft.used.spruce_sapling: #12, 155(1%)
minecraft.picked_up.purpur_pillar: #12, 31(1%)
minecraft.picked_up.quartz_block: #12, 177(1%)
minecraft.crafted.mossy_stone_bricks: #12, 49(1%)
minecraft.used.birch_sapling: #12, 118(1%)
minecraft.mined.yellow_concrete: #12, 210(1%)
minecraft.used.blue_wool: #12, 23(1%)
minecraft.crafted.spruce_door: #12, 12(1%)
minecraft.picked_up.cod: #12, 208(1%)
minecraft.used.golden_shovel: #12, 26(1%)
minecraft.mined.tube_coral_wall_fan: #12, 6(1%)
minecraft.dropped.fern: #12, 5(1%)
minecraft.dropped.twisting_vines: #12, 5(1%)
minecraft.used.purple_concrete: #12, 37(1%)
minecraft.picked_up.iron_axe: #12, 2(1%)
minecraft.used.polished_blackstone_wall: #12, 78(1%)
minecraft.used.brown_concrete_powder: #12, 107(0%)
minecraft.picked_up.beetroot_seeds: #12, 36(0%)
minecraft.picked_up.orange_stained_glass_pane: #12, 15(1%)
minecraft.dropped.coarse_dirt: #12, 32(0%)
minecraft.mined.polished_blackstone_brick_slab: #12, 23(0%)
minecraft.picked_up.tube_coral_fan: #12, 4(1%)
minecraft.mined.birch_sapling: #12, 3(0%)
minecraft.used.cake: #12, 1(1%)
minecraft.crafted.light_blue_concrete_powder: #12, 208(1%)
minecraft.used.black_banner: #12, 5(1%)
minecraft.used.pufferfish_bucket: #12, 1(1%)
minecraft.custom.play_noteblock: #12, 38(0%)
minecraft.used.cyan_bed: #12, 6(0%)
minecraft.broken.stone_pickaxe: #12, 1(0%)
minecraft.crafted.gray_stained_glass_pane: #12, 32(0%)
minecraft.used.birch_planks: #12, 105(0%)
minecraft.crafted.sandstone_wall: #12, 33(0%)
minecraft.picked_up.orange_tulip: #12, 8(0%)
minecraft.crafted.mossy_cobblestone: #12, 20(0%)
minecraft.used.melon_slice: #12, 3(0%)
minecraft.picked_up.gray_stained_glass_pane: #12, 6(0%)
minecraft.picked_up.red_concrete_powder: #12, 53(0%)
minecraft.used.prismarine: #12, 86(0%)
minecraft.used.spruce_leaves: #12, 124(0%)
minecraft.crafted.birch_wood: #12, 9(0%)
minecraft.dropped.stone_pickaxe: #12, 1(0%)
minecraft.mined.brick_wall: #12, 2(0%)
minecraft.dropped.yellow_terracotta: #12, 2(0%)
minecraft.dropped.black_banner: #12, 1(0%)
minecraft.picked_up.brick_wall: #12, 2(0%)
minecraft.dropped.cocoa_beans: #12, 3(0%)
minecraft.killed.witch: #12, 9(0%)
minecraft.custom.interact_with_crafting_table: #13, 3656(4%)
minecraft.used.oak_boat: #13, 54(4%)
minecraft.crafted.coal: #13, 3906(3%)
minecraft.crafted.powered_rail: #13, 630(3%)
minecraft.used.sugar_cane: #13, 460(3%)
minecraft.used.barrel: #13, 259(3%)
minecraft.picked_up.cactus: #13, 616(2%)
minecraft.mined.anvil: #13, 26(3%)
minecraft.crafted.redstone_block: #13, 1224(2%)
minecraft.picked_up.mossy_cobblestone: #13, 81(2%)
minecraft.mined.gray_carpet: #13, 109(2%)
minecraft.mined.spruce_stairs: #13, 90(2%)
minecraft.picked_up.tripwire_hook: #13, 28(2%)
minecraft.crafted.iron_axe: #13, 6(2%)
minecraft.mined.repeater: #13, 116(2%)
minecraft.dropped.netherite_pickaxe: #13, 4(2%)
minecraft.used.repeater: #13, 379(2%)
minecraft.picked_up.polished_andesite: #13, 459(2%)
minecraft.used.gravel: #13, 948(2%)
minecraft.picked_up.cyan_shulker_box: #13, 50(2%)
minecraft.picked_up.blackstone: #13, 5015(2%)
minecraft.mined.cyan_shulker_box: #13, 48(2%)
minecraft.used.cyan_shulker_box: #13, 50(2%)
minecraft.mined.polished_andesite: #13, 344(2%)
minecraft.crafted.iron_helmet: #13, 4(2%)
minecraft.mined.crimson_nylium: #13, 179(2%)
minecraft.picked_up.gray_carpet: #13, 208(2%)
minecraft.mined.dark_oak_planks: #13, 167(2%)
minecraft.mined.stone_slab: #13, 208(2%)
minecraft.dropped.golden_helmet: #13, 6(2%)
minecraft.mined.sticky_piston: #13, 66(2%)
minecraft.picked_up.cooked_porkchop: #13, 193(2%)
minecraft.crafted.dark_oak_trapdoor: #13, 186(2%)
minecraft.used.note_block: #13, 84(2%)
minecraft.picked_up.spruce_trapdoor: #13, 320(2%)
minecraft.picked_up.nether_wart_block: #13, 968(1%)
minecraft.crafted.iron_shovel: #13, 11(1%)
minecraft.broken.shears: #13, 38(1%)
minecraft.used.carrot: #13, 417(1%)
minecraft.dropped.leather_boots: #13, 6(2%)
minecraft.mined.oak_stairs: #13, 25(1%)
minecraft.picked_up.crimson_stem: #13, 305(1%)
minecraft.crafted.stone_stairs: #13, 95(1%)
minecraft.mined.stripped_birch_log: #13, 73(1%)
minecraft.used.oak_stairs: #13, 41(1%)
minecraft.picked_up.sea_pickle: #13, 60(1%)
minecraft.crafted.lectern: #13, 15(1%)
minecraft.used.crossbow: #13, 49(1%)
minecraft.used.birch_boat: #13, 5(1%)
minecraft.picked_up.yellow_concrete: #13, 209(1%)
minecraft.crafted.blast_furnace: #13, 22(1%)
minecraft.mined.dark_oak_wall_sign: #13, 3(1%)
minecraft.crafted.paper: #13, 8321(1%)
minecraft.dropped.chest: #13, 17(1%)
minecraft.picked_up.jungle_boat: #13, 6(1%)
minecraft.picked_up.spruce_button: #13, 13(1%)
minecraft.picked_up.spider_eye: #13, 269(1%)
minecraft.used.cobblestone_wall: #13, 93(1%)
minecraft.used.glowstone: #13, 180(1%)
minecraft.mined.purpur_pillar: #13, 31(1%)
minecraft.picked_up.redstone_lamp: #13, 22(1%)
minecraft.used.cartography_table: #13, 3(1%)
minecraft.crafted.brown_dye: #13, 128(1%)
minecraft.crafted.light_gray_carpet: #13, 375(1%)
minecraft.used.polished_blackstone_brick_stairs: #13, 69(1%)
minecraft.mined.magenta_stained_glass: #13, 4(1%)
minecraft.picked_up.stone_stairs: #13, 59(1%)
minecraft.dropped.crimson_roots: #13, 18(1%)
minecraft.picked_up.white_tulip: #13, 20(1%)
minecraft.mined.honey_block: #13, 36(1%)
minecraft.dropped.chainmail_leggings: #13, 1(1%)
minecraft.dropped.warped_roots: #13, 23(1%)
minecraft.used.totem_of_undying: #13, 2(1%)
minecraft.used.carved_pumpkin: #13, 4(1%)
minecraft.picked_up.tnt: #13, 121(1%)
minecraft.dropped.spruce_sapling: #13, 7(1%)
minecraft.picked_up.gray_concrete_powder: #13, 744(1%)
minecraft.dropped.leather: #13, 63(1%)
minecraft.dropped.oak_stairs: #13, 1(1%)
minecraft.used.chiseled_polished_blackstone: #13, 27(1%)
minecraft.used.nether_gold_ore: #13, 3(1%)
minecraft.mined.quartz_stairs: #13, 42(1%)
minecraft.killed.drowned: #13, 54(0%)
minecraft.picked_up.light_gray_concrete_powder: #13, 167(0%)
minecraft.used.red_mushroom: #13, 4(1%)
minecraft.crafted.lime_carpet: #13, 57(1%)
minecraft.crafted.yellow_concrete_powder: #13, 184(1%)
minecraft.used.twisting_vines: #13, 9(1%)
minecraft.picked_up.black_banner: #13, 7(1%)
minecraft.crafted.dried_kelp: #13, 126(1%)
minecraft.mined.black_wall_banner: #13, 2(1%)
minecraft.used.green_concrete_powder: #13, 200(0%)
minecraft.picked_up.blackstone_slab: #13, 20(0%)
minecraft.crafted.purple_concrete_powder: #13, 64(0%)
minecraft.crafted.green_concrete_powder: #13, 200(0%)
minecraft.crafted.spruce_fence_gate: #13, 9(0%)
minecraft.dropped.light_gray_terracotta: #13, 5(0%)
minecraft.mined.dark_oak_leaves: #13, 149(0%)
minecraft.crafted.brown_concrete_powder: #13, 104(0%)
minecraft.crafted.smoker: #13, 4(0%)
minecraft.mined.chorus_plant: #13, 12(0%)
minecraft.dropped.snowball: #13, 20(0%)
minecraft.dropped.iron_boots: #13, 7(0%)
minecraft.dropped.jungle_leaves: #13, 10(0%)
minecraft.picked_up.target: #13, 3(0%)
minecraft.used.coal_block: #13, 12(0%)
minecraft.picked_up.allium: #13, 7(0%)
minecraft.picked_up.purple_carpet: #13, 4(0%)
minecraft.crafted.lime_concrete_powder: #13, 104(0%)
minecraft.dropped.nether_brick_fence: #13, 1(0%)
minecraft.used.crimson_planks: #13, 21(0%)
minecraft.used.fern: #13, 8(0%)
minecraft.used.nether_brick_wall: #13, 9(0%)
minecraft.crafted.blue_wool: #13, 3(0%)
minecraft.dropped.feather: #13, 11(0%)
minecraft.dropped.redstone_ore: #13, 2(0%)
minecraft.dropped.chain: #13, 6(0%)
minecraft.used.fletching_table: #13, 1(0%)
minecraft.dropped.gray_wool: #13, 2(0%)
minecraft.crafted.nether_brick_wall: #13, 6(0%)
minecraft.mined.orange_stained_glass_pane: #13, 1(0%)
minecraft.mined.blue_stained_glass: #13, 1(0%)
minecraft.dropped.melon_slice: #13, 9(0%)
minecraft.dropped.gray_concrete_powder: #13, 1(0%)
minecraft.dropped.green_dye: #13, 11(0%)
minecraft.killed.vindicator: #13, 1(0%)
minecraft.custom.interact_with_anvil: #14, 420(3%)
minecraft.custom.sleep_in_bed: #14, 1324(3%)
minecraft.picked_up.player_head: #14, 549(3%)
minecraft.picked_up.elytra: #14, 52(3%)
minecraft.used.bucket: #14, 3087(3%)
minecraft.custom.interact_with_brewingstand: #14, 273(3%)
minecraft.custom.inspect_dispenser: #14, 510(3%)
minecraft.picked_up.diamond_boots: #14, 26(3%)
minecraft.picked_up.bow: #14, 142(2%)
minecraft.crafted.diamond_axe: #14, 4(2%)
minecraft.mined.stone_bricks: #14, 1428(2%)
minecraft.picked_up.end_rod: #14, 329(2%)
minecraft.mined.warped_wart_block: #14, 1287(2%)
minecraft.picked_up.potion: #14, 61(2%)
minecraft.picked_up.crimson_nylium: #14, 168(2%)
minecraft.picked_up.repeater: #14, 167(2%)
minecraft.dropped.coal: #14, 105(2%)
minecraft.crafted.minecart: #14, 71(2%)
minecraft.crafted.iron_sword: #14, 6(2%)
minecraft.picked_up.stone_bricks: #14, 1422(2%)
minecraft.picked_up.ender_pearl: #14, 6371(2%)
minecraft.picked_up.lantern: #14, 145(1%)
minecraft.used.spruce_log: #14, 419(1%)
minecraft.dropped.diamond_boots: #14, 3(2%)
minecraft.picked_up.carrot: #14, 1623(1%)
minecraft.crafted.red_dye: #14, 713(1%)
minecraft.picked_up.anvil: #14, 29(1%)
minecraft.picked_up.sticky_piston: #14, 75(1%)
minecraft.picked_up.warped_wart_block: #14, 1370(1%)
minecraft.used.shears: #14, 9677(1%)
minecraft.dropped.spruce_planks: #14, 68(1%)
minecraft.used.sticky_piston: #14, 139(1%)
minecraft.used.spruce_stairs: #14, 185(1%)
minecraft.mined.cauldron: #14, 4(2%)
minecraft.crafted.diamond_boots: #14, 3(1%)
minecraft.mined.spruce_fence: #14, 61(1%)
minecraft.mined.soul_fire: #14, 18(1%)
minecraft.used.black_concrete: #14, 1039(1%)
minecraft.picked_up.stone_brick_slab: #14, 293(1%)
minecraft.picked_up.oak_stairs: #14, 28(1%)
minecraft.dropped.brown_mushroom: #14, 33(1%)
minecraft.crafted.white_shulker_box: #14, 3(1%)
minecraft.picked_up.birch_boat: #14, 5(1%)
minecraft.picked_up.black_dye: #14, 20(1%)
minecraft.mined.cyan_terracotta: #14, 526(1%)
minecraft.used.shroomlight: #14, 93(1%)
minecraft.crafted.gray_dye: #14, 660(1%)
minecraft.crafted.crimson_planks: #14, 572(1%)
minecraft.used.orange_terracotta: #14, 185(1%)
minecraft.mined.cobblestone_wall: #14, 23(1%)
minecraft.mined.brown_mushroom_block: #14, 549(1%)
minecraft.dropped.bow: #14, 78(1%)
minecraft.crafted.composter: #14, 30(1%)
minecraft.picked_up.red_terracotta: #14, 739(1%)
minecraft.picked_up.peony: #14, 42(1%)
minecraft.crafted.sticky_piston: #14, 85(1%)
minecraft.picked_up.polished_blackstone_stairs: #14, 25(1%)
minecraft.crafted.black_concrete_powder: #14, 1528(1%)
minecraft.picked_up.diamond_hoe: #14, 1(1%)
minecraft.mined.red_terracotta: #14, 615(1%)
minecraft.mined.polished_blackstone_brick_stairs: #14, 24(1%)
minecraft.used.glass_bottle: #14, 114(1%)
minecraft.picked_up.mossy_stone_bricks: #14, 14(1%)
minecraft.crafted.cyan_dye: #14, 406(1%)
minecraft.used.diamond_hoe: #14, 1154(1%)
minecraft.used.jungle_boat: #14, 4(1%)
minecraft.used.red_concrete_powder: #14, 338(1%)
minecraft.dropped.jungle_planks: #14, 17(1%)
minecraft.mined.spruce_door: #14, 1(1%)
minecraft.crafted.red_concrete_powder: #14, 344(1%)
minecraft.mined.birch_leaves: #14, 769(1%)
minecraft.picked_up.brown_mushroom_block: #14, 347(1%)
minecraft.killed.cod: #14, 14(1%)
minecraft.picked_up.wither_rose: #14, 38(1%)
minecraft.used.oak_log: #14, 284(0%)
minecraft.used.snow_block: #14, 401(1%)
minecraft.crafted.birch_slab: #14, 162(1%)
minecraft.picked_up.cocoa_beans: #14, 288(1%)
minecraft.picked_up.quartz_stairs: #14, 43(1%)
minecraft.picked_up.crimson_planks: #14, 21(1%)
minecraft.used.stripped_spruce_log: #14, 12(1%)
minecraft.dropped.gray_concrete: #14, 32(1%)
minecraft.used.dandelion: #14, 2(1%)
minecraft.used.birch_log: #14, 82(0%)
minecraft.crafted.brown_shulker_box: #14, 1(1%)
minecraft.dropped.nether_quartz_ore: #14, 7(1%)
minecraft.dropped.warped_nylium: #14, 2(1%)
minecraft.used.spruce_button: #14, 13(0%)
minecraft.picked_up.melon_slice: #14, 200(0%)
minecraft.used.spruce_fence_gate: #14, 9(0%)
minecraft.dropped.crossbow: #14, 7(0%)
minecraft.picked_up.polished_blackstone_brick_slab: #14, 22(0%)
minecraft.used.black_stained_glass: #14, 324(0%)
minecraft.picked_up.seagrass: #14, 39(0%)
minecraft.crafted.gold_nugget: #14, 680(0%)
minecraft.crafted.charcoal: #14, 16(0%)
minecraft.picked_up.dark_oak_fence: #14, 14(0%)
minecraft.picked_up.nether_brick: #14, 34(0%)
minecraft.crafted.tripwire_hook: #14, 10(0%)
minecraft.mined.melon: #14, 28(0%)
minecraft.dropped.spider_eye: #14, 44(0%)
minecraft.used.beehive: #14, 7(0%)
minecraft.dropped.oak_button: #14, 1(0%)
minecraft.dropped.repeater: #14, 3(0%)
minecraft.used.lime_concrete_powder: #14, 105(0%)
minecraft.dropped.furnace: #14, 1(0%)
minecraft.crafted.lime_stained_glass_pane: #14, 16(0%)
minecraft.picked_up.white_concrete_powder: #14, 377(0%)
minecraft.dropped.spruce_button: #14, 1(0%)
minecraft.crafted.black_banner: #14, 2(0%)
minecraft.mined.cyan_bed: #14, 2(0%)
minecraft.crafted.cake: #14, 1(0%)
minecraft.dropped.warped_fungus: #14, 1(0%)
minecraft.crafted.spruce_wood: #14, 12(0%)
minecraft.used.apple: #14, 1(0%)
minecraft.crafted.orange_stained_glass: #14, 24(0%)
minecraft.dropped.polished_blackstone: #14, 1(0%)
minecraft.dropped.white_dye: #14, 7(0%)
minecraft.dropped.crimson_fungus: #14, 1(0%)
minecraft.picked_up.melon: #14, 17(0%)
minecraft.picked_up.stripped_warped_stem: #14, 2(0%)
minecraft.crafted.pumpkin_pie: #14, 16(0%)
minecraft.mined.nether_brick_wall: #14, 1(0%)
minecraft.crafted.light_blue_stained_glass: #14, 24(0%)
minecraft.crafted.polished_andesite_stairs: #14, 4(0%)
minecraft.dropped.spruce_fence: #14, 2(0%)
minecraft.used.target: #14, 1(0%)
minecraft.mined.stripped_warped_stem: #14, 1(0%)
minecraft.mined.cyan_stained_glass: #14, 8(0%)
minecraft.dropped.glowstone: #14, 1(0%)
minecraft.used.light_blue_bed: #14, 1(0%)
minecraft.picked_up.light_blue_bed: #14, 1(0%)
minecraft.used.wither_rose: #14, 2(0%)
minecraft.crafted.oak_wood: #14, 15(0%)
minecraft.crafted.chiseled_quartz_block: #14, 1(0%)
minecraft.used.red_sand: #14, 7(0%)
minecraft.used.orange_stained_glass: #14, 2(0%)
minecraft.crafted.packed_ice: #14, 1(0%)
minecraft.picked_up.redstone: #15, 12524(3%)
minecraft.crafted.ladder: #15, 348(3%)
minecraft.used.water_bucket: #15, 1772(3%)
minecraft.used.chain: #15, 339(3%)
minecraft.dropped.andesite: #15, 1198(2%)
minecraft.mined.wall_torch: #15, 404(2%)
minecraft.picked_up.iron_helmet: #15, 11(2%)
minecraft.crafted.stone_bricks: #15, 6236(2%)
minecraft.picked_up.netherite_pickaxe: #15, 24(2%)
minecraft.used.hopper_minecart: #15, 26(2%)
minecraft.picked_up.written_book: #15, 36(2%)
minecraft.dropped.diamond_sword: #15, 6(2%)
minecraft.crafted.hopper_minecart: #15, 26(2%)
minecraft.mined.spruce_planks: #15, 405(2%)
minecraft.dropped.dirt: #15, 1904(2%)
minecraft.crafted.diamond_hoe: #15, 2(2%)
minecraft.custom.interact_with_lectern: #15, 184(2%)
minecraft.custom.damage_absorbed: #15, 200(2%)
minecraft.used.powered_rail: #15, 486(2%)
minecraft.crafted.diamond_sword: #15, 3(2%)
minecraft.used.piston: #15, 255(2%)
minecraft.crafted.chain: #15, 265(2%)
minecraft.picked_up.netherite_helmet: #15, 8(2%)
minecraft.killed.enderman: #15, 11606(2%)
minecraft.crafted.green_dye: #15, 294(2%)
minecraft.mined.vine: #15, 435(2%)
minecraft.mined.redstone_wall_torch: #15, 27(1%)
minecraft.used.redstone: #15, 1111(1%)
minecraft.picked_up.diamond_block: #15, 169(1%)
minecraft.mined.tripwire: #15, 36(1%)
minecraft.used.firework_rocket: #15, 371(1%)
minecraft.picked_up.stone_button: #15, 78(2%)
minecraft.crafted.bow: #15, 86(1%)
minecraft.dropped.leather_chestplate: #15, 6(2%)
minecraft.used.iron_pickaxe: #15, 2042(1%)
minecraft.dropped.iron_helmet: #15, 4(2%)
minecraft.used.anvil: #15, 46(1%)
minecraft.mined.oxeye_daisy: #15, 18(1%)
minecraft.broken.iron_pickaxe: #15, 4(1%)
minecraft.dropped.netherite_shovel: #15, 1(1%)
minecraft.crafted.oak_boat: #15, 4(1%)
minecraft.picked_up.brewing_stand: #15, 9(1%)
minecraft.crafted.lantern: #15, 165(1%)
minecraft.used.spruce_boat: #15, 5(1%)
minecraft.crafted.oak_stairs: #15, 32(1%)
minecraft.picked_up.iron_pickaxe: #15, 3(1%)
minecraft.picked_up.light_gray_concrete: #15, 516(1%)
minecraft.mined.weeping_vines: #15, 9(1%)
minecraft.picked_up.birch_planks: #15, 144(1%)
minecraft.mined.peony: #15, 3(1%)
minecraft.picked_up.warped_fungus: #15, 79(1%)
minecraft.crafted.shulker_box: #15, 55(1%)
minecraft.crafted.birch_sign: #15, 54(1%)
minecraft.picked_up.stone_slab: #15, 268(1%)
minecraft.crafted.yellow_dye: #15, 191(1%)
minecraft.picked_up.twisting_vines: #15, 29(1%)
