stat, rank, value, (percentage) 
minecraft.picked_up.name_tag: #18, 11(1%)
minecraft.mined.observer: #18, 72(1%)
minecraft.crafted.redstone: #18, 2887(1%)
minecraft.picked_up.repeater: #18, 100(1%)
minecraft.custom.open_barrel: #18, 1679(1%)
minecraft.used.beacon: #18, 13(1%)
minecraft.used.dispenser: #18, 37(1%)
minecraft.crafted.lantern: #18, 151(1%)
minecraft.picked_up.furnace: #18, 45(1%)
minecraft.picked_up.spruce_slab: #18, 179(1%)
minecraft.killed_by.skeleton: #18, 1(1%)
minecraft.picked_up.bell: #18, 6(1%)
minecraft.mined.fire: #18, 101(1%)
minecraft.mined.piston_head: #18, 2(1%)
minecraft.picked_up.smooth_stone: #18, 282(1%)
minecraft.mined.stone_pressure_plate: #18, 4(1%)
minecraft.used.polished_blackstone_bricks: #18, 261(1%)
minecraft.killed_by.creeper: #18, 1(1%)
minecraft.mined.grindstone: #18, 8(1%)
minecraft.crafted.iron_nugget: #18, 1152(1%)
minecraft.mined.cobblestone_wall: #18, 14(1%)
minecraft.picked_up.armor_stand: #18, 24(1%)
minecraft.picked_up.glowstone_dust: #18, 65(1%)
minecraft.picked_up.cobweb: #18, 31(1%)
minecraft.mined.dropper: #18, 13(0%)
minecraft.dropped.rail: #18, 27(0%)
minecraft.dropped.grass_block: #18, 138(0%)
minecraft.crafted.anvil: #18, 20(0%)
minecraft.crafted.compass: #18, 20(0%)
minecraft.crafted.black_shulker_box: #18, 1(0%)
minecraft.mined.brown_mushroom_block: #18, 180(0%)
minecraft.picked_up.jungle_boat: #18, 2(0%)
minecraft.picked_up.soul_lantern: #18, 8(0%)
minecraft.used.redstone_lamp: #18, 15(0%)
minecraft.picked_up.dandelion: #18, 94(0%)
minecraft.used.cobblestone_wall: #18, 28(0%)
minecraft.mined.purpur_slab: #18, 3(0%)
minecraft.killed.husk: #18, 2(0%)
minecraft.broken.iron_shovel: #18, 1(0%)
minecraft.used.oak_leaves: #18, 478(0%)
minecraft.used.brown_mushroom: #18, 4(0%)
minecraft.crafted.light_gray_carpet: #18, 105(0%)
minecraft.dropped.iron_ore: #18, 21(0%)
minecraft.used.light_gray_carpet: #18, 107(0%)
minecraft.used.smooth_quartz: #18, 65(0%)
minecraft.picked_up.twisting_vines: #18, 5(0%)
minecraft.used.cobweb: #18, 4(0%)
minecraft.used.birch_slab: #18, 15(0%)
minecraft.picked_up.stripped_birch_log: #18, 7(0%)
minecraft.picked_up.lapis_block: #18, 5(0%)
minecraft.used.crimson_stem: #18, 10(0%)
minecraft.picked_up.gray_wool: #18, 36(0%)
minecraft.picked_up.red_mushroom_block: #18, 45(0%)
minecraft.mined.polished_andesite_stairs: #18, 5(0%)
minecraft.used.red_mushroom: #18, 1(0%)
minecraft.picked_up.jungle_fence: #18, 1(0%)
minecraft.dropped.spruce_sapling: #18, 1(0%)
minecraft.dropped.paper: #18, 22(0%)
minecraft.used.warped_slab: #18, 5(0%)
minecraft.picked_up.cyan_wool: #18, 6(0%)
minecraft.killed.pillager: #18, 23(0%)
minecraft.picked_up.polished_andesite_stairs: #18, 5(0%)
minecraft.mined.brown_wool: #18, 1(0%)
minecraft.used.melon_seeds: #18, 1(0%)
minecraft.dropped.birch_leaves: #18, 3(0%)
minecraft.mined.end_stone: #18, 28(0%)
minecraft.used.brown_concrete_powder: #18, 9(0%)
minecraft.used.sandstone: #18, 47(0%)
minecraft.crafted.cyan_stained_glass: #18, 24(0%)
minecraft.picked_up.brown_wool: #18, 3(0%)
minecraft.used.green_concrete: #18, 2(0%)
minecraft.used.smooth_quartz_slab: #18, 6(0%)
minecraft.picked_up.melon: #18, 1(0%)
minecraft.dropped.cod: #18, 1(0%)
minecraft.custom.sprint_one_cm: #19, 66817843(2%)
minecraft.custom.open_chest: #19, 18855(2%)
minecraft.mined.iron_ore: #19, 2418(2%)
minecraft.custom.sleep_in_bed: #19, 740(2%)
minecraft.picked_up.netherite_pickaxe: #19, 17(2%)
minecraft.custom.open_shulker_box: #19, 12760(1%)
minecraft.custom.interact_with_furnace: #19, 880(1%)
minecraft.picked_up.diamond_boots: #19, 12(1%)
minecraft.picked_up.netherite_sword: #19, 7(1%)
minecraft.mined.brown_mushroom: #19, 29(1%)
minecraft.killed_by.player: #19, 15(1%)
minecraft.picked_up.mossy_cobblestone: #19, 40(1%)
minecraft.mined.furnace: #19, 36(1%)
minecraft.used.furnace: #19, 70(1%)
minecraft.picked_up.netherite_helmet: #19, 5(1%)
minecraft.picked_up.shroomlight: #19, 119(1%)
minecraft.picked_up.piston: #19, 66(1%)
minecraft.used.player_head: #19, 34(1%)
minecraft.broken.iron_pickaxe: #19, 3(1%)
minecraft.picked_up.anvil: #19, 19(1%)
minecraft.picked_up.brown_mushroom: #19, 111(1%)
minecraft.picked_up.barrel: #19, 40(1%)
minecraft.mined.barrel: #19, 33(1%)
minecraft.picked_up.spruce_door: #19, 5(1%)
minecraft.used.repeater: #19, 152(1%)
minecraft.used.anvil: #19, 30(1%)
minecraft.used.spruce_stairs: #19, 109(1%)
minecraft.mined.oxeye_daisy: #19, 10(1%)
minecraft.used.iron_ore: #19, 5(1%)
minecraft.picked_up.crossbow: #19, 6(1%)
minecraft.picked_up.yellow_shulker_box: #19, 26(0%)
minecraft.dropped.diamond: #19, 64(1%)
minecraft.picked_up.white_wool: #19, 121(0%)
minecraft.mined.yellow_shulker_box: #19, 25(0%)
minecraft.used.yellow_shulker_box: #19, 25(0%)
minecraft.dropped.flint_and_steel: #19, 1(1%)
minecraft.picked_up.bone_block: #19, 64(0%)
minecraft.mined.red_mushroom: #19, 4(0%)
minecraft.mined.daylight_detector: #19, 1(0%)
minecraft.crafted.blue_dye: #19, 220(0%)
minecraft.used.oak_log: #19, 181(0%)
minecraft.mined.warped_nylium: #19, 29(0%)
minecraft.picked_up.cobblestone_wall: #19, 15(0%)
minecraft.used.carrot: #19, 89(0%)
minecraft.mined.quartz_slab: #19, 11(0%)
minecraft.crafted.stone_slab: #19, 186(0%)
minecraft.mined.oak_sapling: #19, 2(0%)
minecraft.picked_up.shield: #19, 1(0%)
minecraft.picked_up.warped_nylium: #19, 25(0%)
minecraft.crafted.polished_andesite: #19, 260(0%)
minecraft.picked_up.daylight_detector: #19, 1(0%)
minecraft.picked_up.red_carpet: #19, 10(0%)
minecraft.used.mycelium: #19, 92(0%)
minecraft.mined.dark_oak_trapdoor: #19, 8(0%)
minecraft.used.grindstone: #19, 10(0%)
minecraft.mined.diamond_block: #19, 18(0%)
minecraft.crafted.cyan_dye: #19, 116(0%)
minecraft.dropped.iron_block: #19, 28(0%)
minecraft.mined.weeping_vines: #19, 2(0%)
minecraft.mined.magenta_stained_glass: #19, 1(0%)
minecraft.picked_up.egg: #19, 40(0%)
minecraft.dropped.coal_ore: #19, 16(0%)
minecraft.used.green_shulker_box: #19, 4(0%)
minecraft.mined.grass_path: #19, 32(0%)
minecraft.picked_up.orange_shulker_box: #19, 9(0%)
minecraft.mined.orange_shulker_box: #19, 8(0%)
minecraft.picked_up.glass_pane: #19, 9(0%)
minecraft.used.orange_shulker_box: #19, 7(0%)
minecraft.picked_up.gray_shulker_box: #19, 5(0%)
minecraft.mined.gray_shulker_box: #19, 5(0%)
minecraft.picked_up.spruce_leaves: #19, 135(0%)
minecraft.mined.fern: #19, 6(0%)
minecraft.picked_up.smooth_sandstone: #19, 38(0%)
minecraft.picked_up.iron_nugget: #19, 17(0%)
minecraft.dropped.slime_ball: #19, 6(0%)
minecraft.used.jungle_log: #19, 18(0%)
minecraft.dropped.diamond_block: #19, 2(0%)
minecraft.picked_up.azure_bluet: #19, 16(0%)
minecraft.picked_up.light_blue_concrete: #19, 13(0%)
minecraft.dropped.spruce_sign: #19, 1(0%)
minecraft.used.nether_brick_slab: #19, 9(0%)
minecraft.used.quartz_block: #19, 15(0%)
minecraft.used.purple_carpet: #19, 2(0%)
minecraft.used.brown_wool: #19, 3(0%)
minecraft.used.white_stained_glass: #19, 28(0%)
minecraft.used.ice: #19, 13(0%)
minecraft.picked_up.end_stone: #19, 21(0%)
minecraft.used.warped_stem: #19, 7(0%)
minecraft.picked_up.light_gray_wool: #19, 10(0%)
minecraft.dropped.rose_bush: #19, 2(0%)
minecraft.picked_up.mushroom_stem: #19, 4(0%)
minecraft.dropped.stone_slab: #19, 4(0%)
minecraft.used.red_wool: #19, 2(0%)
minecraft.crafted.slime_block: #19, 8(0%)
minecraft.crafted.green_concrete_powder: #19, 8(0%)
minecraft.picked_up.snow: #19, 5(0%)
minecraft.used.item_frame: #20, 215(2%)
minecraft.custom.damage_taken: #20, 128797(2%)
minecraft.custom.fall_one_cm: #20, 3490848(1%)
minecraft.custom.deaths: #20, 46(1%)
minecraft.picked_up.netherite_leggings: #20, 5(1%)
minecraft.mined.anvil: #20, 11(1%)
minecraft.picked_up.elytra: #20, 15(1%)
minecraft.crafted.diamond_chestplate: #20, 1(1%)
minecraft.custom.inspect_dispenser: #20, 151(1%)
minecraft.picked_up.netherite_boots: #20, 5(1%)
minecraft.picked_up.observer: #20, 71(1%)
minecraft.custom.interact_with_beacon: #20, 13(1%)
minecraft.crafted.oak_boat: #20, 3(1%)
minecraft.mined.birch_wall_sign: #20, 12(1%)
minecraft.mined.chain: #20, 20(1%)
minecraft.picked_up.spruce_stairs: #20, 44(1%)
minecraft.mined.oak_trapdoor: #20, 13(1%)
minecraft.used.spruce_sign: #20, 13(1%)
minecraft.picked_up.cactus: #20, 138(1%)
minecraft.mined.basalt: #20, 1133(1%)
minecraft.custom.player_kills: #20, 6(1%)
minecraft.dropped.bone_meal: #20, 129(1%)
minecraft.mined.spruce_planks: #20, 95(0%)
minecraft.picked_up.spruce_trapdoor: #20, 104(0%)
minecraft.crafted.iron_boots: #20, 1(0%)
minecraft.mined.oak_stairs: #20, 9(0%)
minecraft.picked_up.dropper: #20, 15(0%)
minecraft.used.hay_block: #20, 7(0%)
minecraft.picked_up.iron_door: #20, 2(0%)
minecraft.dropped.string: #20, 62(0%)
minecraft.picked_up.grindstone: #20, 8(0%)
minecraft.picked_up.rose_bush: #20, 90(0%)
minecraft.used.dropper: #20, 24(0%)
minecraft.picked_up.stone_pressure_plate: #20, 5(0%)
minecraft.crafted.red_dye: #20, 152(0%)
minecraft.crafted.yellow_shulker_box: #20, 1(0%)
minecraft.picked_up.diamond_block: #20, 28(0%)
minecraft.picked_up.black_concrete: #20, 110(0%)
minecraft.picked_up.cracked_stone_bricks: #20, 10(0%)
minecraft.dropped.water_bucket: #20, 1(0%)
minecraft.mined.slime_block: #20, 19(0%)
minecraft.used.diamond_block: #20, 23(0%)
minecraft.used.white_stained_glass_pane: #20, 27(0%)
minecraft.picked_up.melon_seeds: #20, 2(0%)
minecraft.crafted.white_stained_glass_pane: #20, 32(0%)
minecraft.mined.crimson_fungus: #20, 2(0%)
minecraft.picked_up.light_gray_carpet: #20, 29(0%)
minecraft.picked_up.flower_pot: #20, 5(0%)
minecraft.mined.mycelium: #20, 434(0%)
minecraft.mined.carrots: #20, 44(0%)
minecraft.picked_up.carrot: #20, 187(0%)
minecraft.picked_up.end_rod: #20, 29(0%)
minecraft.dropped.lead: #20, 1(0%)
minecraft.picked_up.slime_block: #20, 22(0%)
minecraft.picked_up.quartz_slab: #20, 10(0%)
minecraft.used.stone_pressure_plate: #20, 3(0%)
minecraft.picked_up.spruce_fence: #20, 14(0%)
minecraft.mined.cobblestone_stairs: #20, 2(0%)
minecraft.picked_up.dark_oak_trapdoor: #20, 8(0%)
minecraft.picked_up.oak_leaves: #20, 873(0%)
minecraft.mined.light_gray_stained_glass_pane: #20, 2(0%)
minecraft.mined.brown_shulker_box: #20, 4(0%)
minecraft.picked_up.brown_shulker_box: #20, 4(0%)
minecraft.picked_up.iron_ingot: #20, 540(0%)
minecraft.crafted.birch_slab: #20, 18(0%)
minecraft.crafted.loom: #20, 1(0%)
minecraft.picked_up.potato: #20, 18(0%)
minecraft.used.birch_log: #20, 10(0%)
minecraft.used.stone_button: #20, 29(0%)
minecraft.mined.jungle_planks: #20, 2(0%)
minecraft.mined.smooth_quartz: #20, 3(0%)
minecraft.mined.polished_granite: #20, 1(0%)
minecraft.picked_up.smooth_quartz: #20, 3(0%)
minecraft.picked_up.birch_slab: #20, 1(0%)
minecraft.crafted.pink_dye: #20, 2(0%)
minecraft.crafted.magenta_dye: #20, 2(0%)
minecraft.picked_up.polished_granite: #20, 1(0%)
minecraft.picked_up.spectral_arrow: #20, 1(0%)
minecraft.custom.play_noteblock: #20, 1(0%)
minecraft.used.orange_terracotta: #20, 1(0%)
minecraft.crafted.polished_blackstone: #20, 4(0%)
minecraft.mined.ice: #20, 10(0%)
minecraft.used.green_concrete_powder: #20, 1(0%)
minecraft.custom.jump: #21, 169015(2%)
minecraft.picked_up.item_frame: #21, 92(1%)
minecraft.mined.cobblestone: #21, 827(1%)
minecraft.crafted.oak_planks: #21, 4332(1%)
minecraft.crafted.diamond_sword: #21, 2(1%)
minecraft.used.writable_book: #21, 45(1%)
minecraft.picked_up.diamond_helmet: #21, 5(1%)
minecraft.crafted.stick: #21, 6124(1%)
minecraft.mined.spruce_stairs: #21, 38(1%)
minecraft.dropped.dirt: #21, 667(1%)
minecraft.mined.stone_button: #21, 14(1%)
minecraft.picked_up.lantern: #21, 64(1%)
minecraft.used.barrel: #21, 52(1%)
minecraft.crafted.iron_sword: #21, 2(1%)
minecraft.used.chipped_anvil: #21, 2(1%)
minecraft.picked_up.glowstone: #21, 69(1%)
minecraft.mined.spruce_wall_sign: #21, 2(1%)
minecraft.dropped.elytra: #21, 1(1%)
minecraft.picked_up.shears: #21, 4(0%)
minecraft.dropped.torch: #21, 85(0%)
minecraft.picked_up.birch_sign: #21, 19(0%)
minecraft.mined.crimson_roots: #21, 13(0%)
minecraft.picked_up.oak_stairs: #21, 8(0%)
minecraft.used.granite: #21, 118(0%)
minecraft.mined.spruce_fence: #21, 14(0%)
minecraft.used.chain: #21, 31(0%)
minecraft.mined.polished_andesite_slab: #21, 14(0%)
minecraft.picked_up.chain: #21, 20(0%)
minecraft.mined.weeping_vines_plant: #21, 3(0%)
minecraft.used.birch_sign: #21, 15(0%)
minecraft.custom.play_one_minute: #22, 48472540(2%)
minecraft.mined.oak_leaves: #21, 1494(0%)
minecraft.picked_up.bee_nest: #21, 1(0%)
minecraft.picked_up.crimson_fungus: #21, 8(0%)
minecraft.used.stone_slab: #21, 99(0%)
minecraft.picked_up.mycelium: #21, 301(0%)
minecraft.picked_up.crimson_roots: #21, 29(0%)
minecraft.broken.shears: #21, 3(0%)
minecraft.used.end_rod: #21, 16(0%)
minecraft.used.egg: #21, 11(0%)
minecraft.picked_up.nether_brick_slab: #21, 9(0%)
minecraft.picked_up.honey_block: #21, 7(0%)
minecraft.picked_up.cobblestone_stairs: #21, 2(0%)
minecraft.used.pumpkin_seeds: #21, 2(0%)
minecraft.crafted.white_stained_glass: #21, 88(0%)
minecraft.mined.nether_bricks: #21, 30(0%)
minecraft.mined.white_stained_glass_pane: #21, 2(0%)
minecraft.crafted.cobblestone_slab: #21, 24(0%)
minecraft.mined.stripped_spruce_log: #21, 3(0%)
minecraft.picked_up.stripped_spruce_log: #21, 3(0%)
minecraft.used.brown_shulker_box: #21, 3(0%)
minecraft.picked_up.oxeye_daisy: #21, 13(0%)
minecraft.dropped.brown_mushroom: #21, 2(0%)
minecraft.mined.stone_stairs: #21, 2(0%)
minecraft.mined.polished_andesite: #21, 9(0%)
minecraft.used.stripped_spruce_log: #21, 1(0%)
minecraft.mined.honey_block: #21, 2(0%)
minecraft.crafted.polished_diorite: #21, 8(0%)
minecraft.picked_up.white_stained_glass_pane: #21, 2(0%)
minecraft.dropped.cactus: #21, 3(0%)
minecraft.mined.white_stained_glass: #21, 3(0%)
minecraft.picked_up.stone_stairs: #21, 2(0%)
minecraft.picked_up.blue_concrete: #21, 3(0%)
minecraft.dropped.orange_terracotta: #21, 1(0%)
minecraft.picked_up.lime_concrete: #21, 3(0%)
minecraft.picked_up.white_stained_glass: #21, 3(0%)
minecraft.mined.birch_slab: #21, 1(0%)
minecraft.picked_up.birch_leaves: #21, 11(0%)
minecraft.used.honey_block: #21, 2(0%)
minecraft.mined.melon: #21, 1(0%)
minecraft.used.stone_stairs: #21, 1(0%)
minecraft.used.jungle_planks: #21, 1(0%)
minecraft.mined.lime_concrete: #21, 1(0%)
minecraft.used.lime_concrete: #21, 1(0%)
minecraft.picked_up.ice: #21, 2(0%)
minecraft.picked_up.iron_ore: #22, 2203(2%)
minecraft.custom.interact_with_crafting_table: #22, 1641(2%)
minecraft.mined.glowstone: #22, 82(1%)
minecraft.used.stone_axe: #22, 36(1%)
minecraft.picked_up.stone_button: #22, 27(1%)
minecraft.mined.player_wall_head: #22, 4(0%)
minecraft.used.spruce_log: #22, 139(0%)
minecraft.mined.campfire: #22, 8(0%)
minecraft.mined.chipped_anvil: #22, 2(0%)
minecraft.used.wooden_pickaxe: #22, 3(0%)
minecraft.crafted.iron_helmet: #22, 1(0%)
minecraft.picked_up.basalt: #22, 529(0%)
minecraft.picked_up.chipped_anvil: #22, 2(0%)
minecraft.crafted.rail: #22, 128(0%)
minecraft.crafted.chain: #22, 49(0%)
minecraft.mined.spruce_trapdoor: #22, 40(0%)
minecraft.picked_up.flint_and_steel: #22, 1(0%)
minecraft.crafted.dispenser: #22, 9(0%)
minecraft.picked_up.bone_meal: #22, 91(0%)
minecraft.mined.dispenser: #22, 3(0%)
minecraft.mined.bee_nest: #22, 1(0%)
minecraft.crafted.sticky_piston: #22, 13(0%)
minecraft.used.slime_block: #22, 21(0%)
minecraft.picked_up.mossy_stone_bricks: #22, 2(0%)
minecraft.picked_up.polished_andesite_slab: #22, 13(0%)
minecraft.crafted.acacia_planks: #22, 68(0%)
minecraft.used.dark_oak_sign: #22, 1(0%)
minecraft.dropped.birch_planks: #22, 2(0%)
minecraft.mined.light_gray_carpet: #22, 4(0%)
minecraft.mined.cornflower: #22, 1(0%)
minecraft.picked_up.campfire: #22, 2(0%)
minecraft.used.oak_slab: #22, 10(0%)
minecraft.picked_up.white_banner: #22, 1(0%)
minecraft.mined.hay_block: #22, 1(0%)
minecraft.picked_up.nether_bricks: #22, 22(0%)
minecraft.picked_up.dark_oak_sign: #22, 1(0%)
minecraft.mined.iron_block: #22, 33(0%)
minecraft.dropped.iron_ingot: #22, 12(0%)
minecraft.picked_up.red_concrete: #22, 4(0%)
minecraft.picked_up.jungle_planks: #22, 1(0%)
minecraft.mined.gray_concrete_powder: #22, 1(0%)
minecraft.mined.orange_terracotta: #22, 16(0%)
minecraft.dropped.golden_carrot: #22, 1(0%)
minecraft.picked_up.orange_concrete: #22, 1(0%)
minecraft.dropped.sandstone: #22, 1(0%)
minecraft.used.gray_wool: #22, 2(0%)
minecraft.used.black_wool: #22, 2(0%)
minecraft.picked_up.yellow_concrete: #22, 1(0%)
minecraft.used.terracotta: #22, 1(0%)
minecraft.mined.terracotta: #22, 3(0%)
minecraft.mined.packed_ice: #22, 1(0%)
minecraft.picked_up.packed_ice: #22, 1(0%)
minecraft.custom.tune_noteblock: #22, 3(0%)
minecraft.custom.leave_game: #23, 577(1%)
minecraft.used.diorite: #23, 152(1%)
minecraft.crafted.flint_and_steel: #23, 2(1%)
minecraft.crafted.crafting_table: #23, 12(0%)
minecraft.picked_up.quartz: #23, 803(0%)
minecraft.crafted.redstone_torch: #23, 260(0%)
minecraft.crafted.oak_slab: #23, 60(0%)
minecraft.picked_up.writable_book: #23, 1(0%)
minecraft.used.iron_bars: #23, 39(0%)
minecraft.crafted.iron_bars: #23, 48(0%)
minecraft.crafted.oak_stairs: #23, 4(0%)
minecraft.used.white_banner: #23, 1(0%)
minecraft.mined.iron_bars: #23, 5(0%)
minecraft.crafted.writable_book: #23, 3(0%)
minecraft.used.oak_stairs: #23, 3(0%)
minecraft.picked_up.dispenser: #23, 2(0%)
minecraft.picked_up.spruce_sign: #23, 2(0%)
minecraft.picked_up.iron_block: #23, 63(0%)
minecraft.used.iron_block: #23, 82(0%)
minecraft.crafted.birch_sign: #23, 3(0%)
minecraft.picked_up.iron_bars: #23, 5(0%)
minecraft.picked_up.polished_andesite: #23, 9(0%)
minecraft.mined.stone_slab: #23, 5(0%)
minecraft.picked_up.paper: #23, 38(0%)
minecraft.picked_up.stone_slab: #23, 9(0%)
minecraft.picked_up.oak_slab: #23, 2(0%)
minecraft.crafted.smooth_stone: #23, 19(0%)
minecraft.mined.oak_slab: #23, 1(0%)
minecraft.crafted.stone_button: #23, 12(0%)
minecraft.dropped.oak_log: #23, 1(0%)
minecraft.picked_up.orange_terracotta: #23, 16(0%)
minecraft.mined.dark_oak_planks: #23, 1(0%)
minecraft.picked_up.brown_concrete_powder: #23, 1(0%)
minecraft.crafted.repeater: #23, 1(0%)
minecraft.picked_up.cornflower: #23, 1(0%)
minecraft.mined.cyan_terracotta: #23, 1(0%)
minecraft.picked_up.cyan_terracotta: #23, 1(0%)
minecraft.picked_up.gray_concrete_powder: #23, 1(0%)
minecraft.picked_up.terracotta: #23, 3(0%)
minecraft.used.cyan_terracotta: #23, 1(0%)
minecraft.picked_up.cobblestone: #24, 11691(1%)
minecraft.picked_up.totem_of_undying: #24, 2(0%)
minecraft.used.oak_planks: #24, 22(0%)
minecraft.picked_up.golden_carrot: #24, 27(0%)
minecraft.dropped.cobblestone: #24, 70(0%)
minecraft.crafted.dropper: #24, 2(0%)
minecraft.used.white_wool: #24, 2(0%)
minecraft.used.gray_concrete_powder: #24, 1(0%)
minecraft.used.golden_carrot: #25, 3(0%)
minecraft.custom.fly_one_cm: #29, 37663860(1%)
minecraft.custom.time_since_rest: #47, 3254(0%)
