stat, rank, value, (percentage) 
minecraft.used.stone_shovel: #1, 28130(76%)
minecraft.mined.nether_quartz_ore: #21, 706(1%)
minecraft.custom.damage_resisted: #21, 1544(0%)
minecraft.picked_up.red_mushroom: #21, 24(0%)
minecraft.dropped.netherrack: #21, 1605(0%)
minecraft.killed.ghast: #21, 14(0%)
minecraft.mined.cactus: #21, 9(0%)
minecraft.picked_up.smooth_stone_slab: #21, 88(0%)
minecraft.crafted.white_dye: #21, 447(0%)
minecraft.used.powered_rail: #21, 72(0%)
minecraft.crafted.red_dye: #21, 140(0%)
minecraft.used.bell: #21, 1(0%)
minecraft.used.potion: #21, 6(0%)
minecraft.used.pumpkin: #21, 16(0%)
minecraft.killed.enderman: #21, 1610(0%)
minecraft.crafted.sticky_piston: #21, 18(0%)
minecraft.picked_up.powered_rail: #21, 33(0%)
minecraft.crafted.paper: #21, 1608(0%)
minecraft.picked_up.ender_pearl: #21, 679(0%)
minecraft.picked_up.ghast_tear: #21, 3(0%)
minecraft.picked_up.leather_helmet: #21, 2(0%)
minecraft.crafted.stone_brick_slab: #21, 48(0%)
minecraft.picked_up.polished_blackstone_brick_stairs: #21, 2(0%)
minecraft.dropped.arrow: #21, 68(0%)
minecraft.used.diamond_ore: #21, 12(0%)
minecraft.dropped.chest: #21, 1(0%)
minecraft.picked_up.polished_blackstone_brick_slab: #21, 4(0%)
minecraft.used.lapis_ore: #21, 2(0%)
minecraft.killed.phantom: #21, 1(0%)
minecraft.picked_up.twisting_vines: #21, 1(0%)
minecraft.crafted.sugar: #21, 6(0%)
minecraft.picked_up.carved_pumpkin: #21, 1(0%)
minecraft.used.magma_block: #21, 8(0%)
minecraft.dropped.soul_sand: #21, 1(0%)
minecraft.killed.cave_spider: #21, 2(0%)
minecraft.used.nether_quartz_ore: #21, 1(0%)
minecraft.used.netherite_sword: #21, 10(0%)
minecraft.mined.packed_ice: #21, 1(0%)
minecraft.mined.gold_ore: #22, 391(1%)
minecraft.picked_up.gold_ore: #22, 402(1%)
minecraft.mined.lapis_ore: #22, 223(1%)
minecraft.mined.chest: #22, 243(1%)
minecraft.custom.interact_with_anvil: #22, 120(1%)
minecraft.custom.interact_with_smithing_table: #22, 10(1%)
minecraft.picked_up.chest: #22, 245(1%)
minecraft.used.cooked_beef: #22, 174(1%)
minecraft.crafted.diamond_leggings: #22, 1(1%)
minecraft.picked_up.diamond_axe: #22, 4(1%)
minecraft.crafted.chest: #22, 449(1%)
minecraft.crafted.iron_leggings: #22, 1(1%)
minecraft.picked_up.netherrack: #22, 6307(1%)
minecraft.picked_up.iron_sword: #22, 2(1%)
minecraft.mined.gravel: #22, 4497(1%)
minecraft.mined.oak_planks: #22, 51(0%)
minecraft.mined.stone_button: #22, 10(0%)
minecraft.picked_up.iron_chestplate: #22, 1(0%)
minecraft.used.netherite_pickaxe: #22, 31039(0%)
minecraft.picked_up.oak_boat: #22, 6(0%)
minecraft.crafted.diamond_boots: #22, 1(0%)
minecraft.used.comparator: #22, 38(0%)
minecraft.mined.rail: #22, 125(0%)
minecraft.dropped.torch: #22, 82(0%)
minecraft.picked_up.redstone_ore: #22, 137(0%)
minecraft.picked_up.rotten_flesh: #22, 735(0%)
minecraft.used.sand: #22, 1088(0%)
minecraft.crafted.powered_rail: #22, 42(0%)
minecraft.mined.sea_lantern: #22, 26(0%)
minecraft.killed.skeleton: #22, 268(0%)
minecraft.picked_up.bucket: #22, 4(0%)
minecraft.picked_up.sea_lantern: #22, 33(0%)
minecraft.picked_up.feather: #22, 18(0%)
minecraft.used.sea_lantern: #22, 90(0%)
minecraft.picked_up.lapis_ore: #22, 9(0%)
minecraft.mined.bookshelf: #22, 11(0%)
minecraft.picked_up.birch_planks: #22, 13(0%)
minecraft.mined.pumpkin: #22, 7(0%)
minecraft.crafted.gold_ingot: #22, 512(0%)
minecraft.dropped.gold_ingot: #22, 3(0%)
minecraft.crafted.gold_block: #22, 26(0%)
minecraft.mined.birch_planks: #22, 5(0%)
minecraft.used.nether_bricks: #22, 11(0%)
minecraft.dropped.cooked_beef: #22, 1(0%)
minecraft.crafted.redstone_lamp: #22, 1(0%)
minecraft.crafted.emerald: #22, 101(0%)
minecraft.custom.traded_with_villager: #22, 119(0%)
minecraft.picked_up.brown_concrete_powder: #22, 1(0%)
minecraft.mined.cyan_stained_glass: #22, 1(0%)
minecraft.picked_up.cyan_stained_glass: #22, 1(0%)
minecraft.killed.pillager: #22, 1(0%)
minecraft.used.chest: #23, 426(1%)
minecraft.picked_up.oak_planks: #23, 112(1%)
minecraft.crafted.ladder: #23, 72(1%)
minecraft.custom.damage_dealt: #23, 406717(1%)
minecraft.used.ladder: #23, 63(1%)
minecraft.mined.diamond_ore: #23, 195(0%)
minecraft.picked_up.bone: #23, 457(0%)
minecraft.used.diamond_sword: #23, 1480(0%)
minecraft.picked_up.magma_cream: #23, 19(0%)
minecraft.custom.interact_with_brewingstand: #23, 27(0%)
minecraft.dropped.granite: #23, 166(0%)
minecraft.custom.mob_kills: #23, 4641(0%)
minecraft.mined.netherrack: #23, 4648(0%)
minecraft.crafted.lapis_lazuli: #23, 57(0%)
minecraft.crafted.netherite_ingot: #23, 1(0%)
minecraft.picked_up.soul_lantern: #23, 2(0%)
minecraft.mined.ancient_debris: #23, 5(0%)
minecraft.picked_up.ancient_debris: #23, 5(0%)
minecraft.picked_up.glowstone_dust: #23, 6(0%)
minecraft.crafted.glass_bottle: #23, 15(0%)
minecraft.mined.magma_block: #23, 25(0%)
minecraft.picked_up.diamond_ore: #23, 6(0%)
minecraft.picked_up.magma_block: #23, 21(0%)
minecraft.used.glass_bottle: #23, 1(0%)
minecraft.picked_up.nether_quartz_ore: #23, 1(0%)
minecraft.killed.blaze: #23, 1(0%)
minecraft.crafted.diamond_pickaxe: #24, 4(1%)
minecraft.crafted.diamond_sword: #24, 1(1%)
minecraft.crafted.bucket: #24, 12(0%)
minecraft.crafted.blue_dye: #24, 86(0%)
minecraft.crafted.iron_block: #24, 133(0%)
minecraft.custom.time_since_rest: #41, 8266(0%)
minecraft.custom.time_since_death: #48, 8232(0%)
