stat, rank, value, (percentage) 
minecraft.used.stone_shovel: #1, 28130(76%)
minecraft.picked_up.red_nether_brick_stairs: #4, 30(5%)
minecraft.used.diamond_block: #5, 659(6%)
minecraft.mined.acacia_fence: #4, 11(4%)
minecraft.dropped.yellow_wool: #4, 60(4%)
minecraft.crafted.dark_oak_sign: #5, 93(7%)
minecraft.used.crimson_fungus: #4, 71(2%)
minecraft.dropped.clock: #4, 4(4%)
minecraft.used.stripped_oak_log: #5, 270(8%)
minecraft.used.yellow_banner: #4, 9(7%)
minecraft.picked_up.diorite_stairs: #4, 22(7%)
minecraft.used.green_stained_glass_pane: #4, 36(6%)
minecraft.dropped.glass: #5, 603(7%)
minecraft.used.light_gray_banner: #4, 8(4%)
minecraft.custom.fish_caught: #4, 173(3%)
minecraft.picked_up.spruce_fence_gate: #5, 78(8%)
minecraft.dropped.white_shulker_box: #4, 2(5%)
minecraft.used.prismarine_wall: #4, 91(6%)
minecraft.used.light_blue_glazed_terracotta: #4, 24(5%)
minecraft.dropped.magenta_carpet: #4, 2(7%)
minecraft.mined.spruce_leaves: #5, 9065(6%)
minecraft.picked_up.cyan_bed: #4, 29(2%)
minecraft.dropped.paper: #5, 1827(6%)
minecraft.dropped.oxeye_daisy: #4, 54(2%)
minecraft.used.stone_brick_stairs: #5, 1018(6%)
minecraft.picked_up.netherite_boots: #5, 32(6%)
minecraft.mined.pink_wall_banner: #4, 1(6%)
minecraft.dropped.blue_shulker_box: #4, 1(6%)
minecraft.used.red_sandstone_stairs: #4, 16(5%)
minecraft.picked_up.stripped_oak_log: #5, 316(5%)
minecraft.used.sandstone: #5, 7914(6%)
minecraft.crafted.purple_banner: #4, 2(7%)
minecraft.crafted.light_gray_banner: #4, 8(3%)
minecraft.used.diorite_stairs: #4, 22(5%)
minecraft.used.iron_axe: #5, 2753(5%)
minecraft.used.diorite_slab: #4, 136(3%)
minecraft.mined.stripped_oak_log: #5, 314(5%)
minecraft.used.wooden_axe: #5, 45(10%)
minecraft.mined.warped_button: #4, 1(4%)
minecraft.mined.stone_pressure_plate: #5, 33(6%)
minecraft.used.crimson_stem: #5, 492(6%)
minecraft.crafted.golden_pickaxe: #4, 1(5%)
minecraft.picked_up.dead_bush: #5, 233(7%)
minecraft.picked_up.white_banner: #5, 92(5%)
minecraft.picked_up.magenta_glazed_terracotta: #4, 3(4%)
minecraft.dropped.brown_mushroom_block: #4, 69(2%)
minecraft.dropped.mossy_stone_brick_slab: #4, 1(5%)
minecraft.used.tnt_minecart: #4, 7(3%)
minecraft.crafted.tnt_minecart: #4, 7(3%)
minecraft.dropped.sandstone_wall: #4, 19(3%)
minecraft.dropped.grindstone: #4, 4(1%)
minecraft.dropped.respawn_anchor: #4, 1(3%)
minecraft.picked_up.white_shulker_box: #5, 278(5%)
minecraft.used.white_shulker_box: #5, 275(5%)
minecraft.mined.white_shulker_box: #5, 268(5%)
minecraft.crafted.mossy_stone_brick_stairs: #4, 1(3%)
minecraft.used.wooden_sword: #5, 25(6%)
minecraft.dropped.brick_stairs: #4, 3(2%)
minecraft.used.spruce_sign: #5, 103(5%)
minecraft.dropped.smooth_quartz_slab: #4, 15(1%)
minecraft.used.orange_terracotta: #5, 857(5%)
minecraft.dropped.gray_shulker_box: #4, 1(1%)
minecraft.picked_up.yellow_dye: #5, 102(8%)
minecraft.picked_up.blue_wool: #5, 581(5%)
minecraft.picked_up.smooth_sandstone: #5, 1851(5%)
minecraft.dropped.mushroom_stem: #4, 31(0%)
minecraft.mined.diorite_wall: #5, 70(9%)
minecraft.picked_up.dried_kelp: #4, 271(0%)
minecraft.dropped.blaze_powder: #4, 1(0%)
minecraft.mined.podzol: #5, 3342(5%)
minecraft.used.spruce_sapling: #5, 740(5%)
minecraft.custom.eat_cake_slice: #5, 12(5%)
minecraft.used.blackstone_wall: #5, 393(5%)
minecraft.picked_up.peony: #5, 179(4%)
minecraft.picked_up.cooked_mutton: #5, 190(5%)
minecraft.mined.white_wall_banner: #5, 10(5%)
minecraft.dropped.smooth_quartz: #5, 93(7%)
minecraft.dropped.andesite_wall: #5, 56(6%)
minecraft.mined.dandelion: #6, 408(8%)
minecraft.custom.open_barrel: #6, 13699(7%)
minecraft.dropped.red_shulker_box: #5, 3(7%)
minecraft.crafted.cracked_polished_blackstone_bricks: #5, 76(11%)
minecraft.picked_up.light_gray_concrete: #5, 1989(4%)
minecraft.mined.stone_brick_wall: #5, 118(5%)
minecraft.used.acacia_sign: #5, 55(4%)
minecraft.used.bricks: #5, 2234(5%)
minecraft.crafted.spruce_stairs: #6, 1076(8%)
minecraft.picked_up.magenta_wool: #5, 359(5%)
minecraft.used.smooth_red_sandstone_slab: #5, 47(11%)
minecraft.mined.lime_terracotta: #5, 41(5%)
minecraft.mined.gray_wool: #5, 159(4%)
minecraft.picked_up.dark_oak_fence: #5, 161(4%)
minecraft.picked_up.shroomlight: #6, 893(8%)
minecraft.used.pink_wool: #5, 192(5%)
minecraft.used.dark_oak_pressure_plate: #5, 4(6%)
minecraft.mined.potted_poppy: #5, 1(12%)
minecraft.picked_up.activator_rail: #5, 10(5%)
minecraft.picked_up.sandstone_wall: #5, 150(4%)
minecraft.picked_up.nether_wart_block: #6, 4828(7%)
minecraft.mined.potted_blue_orchid: #5, 2(12%)
minecraft.picked_up.birch_pressure_plate: #5, 10(6%)
minecraft.picked_up.acacia_button: #5, 2(6%)
minecraft.picked_up.green_wool: #5, 601(4%)
minecraft.crafted.dried_kelp: #5, 1051(4%)
minecraft.picked_up.andesite_slab: #5, 441(3%)
minecraft.crafted.clay: #5, 188(5%)
minecraft.used.acacia_door: #5, 16(7%)
minecraft.used.red_nether_brick_slab: #5, 224(5%)
minecraft.picked_up.acacia_fence: #5, 15(5%)
minecraft.mined.birch_pressure_plate: #5, 8(5%)
minecraft.dropped.blue_wool: #5, 63(7%)
minecraft.picked_up.dark_oak_fence_gate: #5, 61(3%)
minecraft.used.jungle_sapling: #5, 121(4%)
minecraft.used.red_banner: #5, 17(4%)
minecraft.picked_up.birch_sapling: #6, 1086(7%)
minecraft.crafted.dark_oak_trapdoor: #6, 826(7%)
minecraft.crafted.acacia_button: #5, 12(5%)
minecraft.crafted.light_gray_glazed_terracotta: #5, 22(6%)
minecraft.mined.brick_wall: #5, 43(4%)
minecraft.crafted.prismarine_brick_stairs: #5, 88(5%)
minecraft.crafted.spruce_wood: #5, 228(3%)
minecraft.crafted.brown_carpet: #6, 579(7%)
minecraft.dropped.dandelion: #5, 121(2%)
minecraft.dropped.netherite_shovel: #6, 6(9%)
minecraft.used.experience_bottle: #5, 195(3%)
minecraft.mined.pink_wool: #5, 66(3%)
minecraft.killed_by.guardian: #5, 1(6%)
minecraft.dropped.netherite_ingot: #5, 4(4%)
minecraft.crafted.oak_trapdoor: #6, 530(7%)
minecraft.used.cyan_concrete: #6, 2114(7%)
minecraft.used.poppy: #6, 32(7%)
minecraft.mined.light_blue_wall_banner: #5, 3(6%)
minecraft.crafted.red_banner: #5, 14(3%)
minecraft.dropped.nether_brick_stairs: #5, 10(5%)
minecraft.picked_up.oak_button: #6, 25(7%)
minecraft.dropped.warped_door: #5, 1(8%)
minecraft.crafted.pink_terracotta: #5, 208(3%)
minecraft.used.dirt: #6, 47128(5%)
minecraft.crafted.acacia_door: #5, 12(4%)
minecraft.mined.purple_wool: #5, 24(2%)
minecraft.crafted.birch_planks: #6, 11756(6%)
minecraft.picked_up.orange_banner: #5, 2(5%)
minecraft.dropped.yellow_shulker_box: #5, 1(4%)
minecraft.used.emerald_ore: #5, 4(4%)
minecraft.picked_up.mossy_stone_brick_slab: #5, 3(4%)
minecraft.mined.jungle_fence_gate: #5, 8(3%)
minecraft.picked_up.crimson_sign: #5, 5(2%)
minecraft.dropped.white_wool: #5, 141(2%)
minecraft.picked_up.paper: #5, 1823(1%)
minecraft.picked_up.dispenser: #6, 142(6%)
minecraft.used.acacia_leaves: #5, 89(3%)
minecraft.dropped.terracotta: #6, 390(7%)
minecraft.mined.brewing_stand: #6, 33(6%)
minecraft.used.dead_bush: #6, 85(8%)
minecraft.crafted.chain: #6, 900(6%)
minecraft.mined.diorite_stairs: #5, 12(4%)
minecraft.used.light_gray_carpet: #5, 651(1%)
minecraft.picked_up.warped_hyphae: #5, 19(2%)
minecraft.used.red_nether_bricks: #5, 282(2%)
minecraft.picked_up.mossy_cobblestone_stairs: #5, 5(2%)
minecraft.dropped.light_blue_stained_glass_pane: #5, 14(3%)
minecraft.dropped.lime_shulker_box: #5, 1(4%)
minecraft.mined.oxeye_daisy: #6, 79(6%)
minecraft.used.pink_concrete: #5, 170(2%)
minecraft.mined.dark_oak_planks: #6, 551(5%)
minecraft.picked_up.netherite_shovel: #6, 29(6%)
minecraft.picked_up.pink_banner: #5, 1(4%)
minecraft.picked_up.dried_kelp_block: #5, 67(2%)
minecraft.crafted.oak_stairs: #6, 172(5%)
minecraft.picked_up.furnace: #6, 261(5%)
minecraft.dropped.lime_bed: #5, 1(3%)
minecraft.dropped.orange_tulip: #5, 6(4%)
minecraft.picked_up.pink_concrete: #5, 191(1%)
minecraft.dropped.cornflower: #5, 37(1%)
minecraft.dropped.wooden_shovel: #5, 4(2%)
minecraft.used.podzol: #5, 455(1%)
minecraft.dropped.sunflower: #5, 5(2%)
minecraft.dropped.quartz_pillar: #5, 8(2%)
minecraft.used.acacia_trapdoor: #6, 596(7%)
minecraft.mined.stone_stairs: #6, 173(5%)
minecraft.used.polished_diorite_slab: #5, 77(2%)
minecraft.mined.jungle_sapling: #5, 9(3%)
minecraft.used.red_tulip: #5, 11(2%)
minecraft.picked_up.warped_button: #5, 1(3%)
minecraft.dropped.oak_slab: #6, 78(6%)
minecraft.mined.red_nether_brick_slab: #5, 19(1%)
minecraft.picked_up.music_disc_11: #5, 1(2%)
minecraft.crafted.coarse_dirt: #6, 3564(5%)
minecraft.mined.emerald_ore: #6, 40(8%)
minecraft.custom.tune_noteblock: #5, 3266(0%)
minecraft.used.green_carpet: #6, 568(5%)
minecraft.used.writable_book: #6, 197(5%)
minecraft.crafted.arrow: #5, 192(1%)
minecraft.dropped.cut_sandstone_slab: #5, 6(1%)
minecraft.dropped.oak_wood: #5, 3(2%)
minecraft.used.mossy_stone_brick_stairs: #5, 3(1%)
minecraft.picked_up.dark_oak_planks: #6, 899(5%)
minecraft.crafted.stripped_birch_wood: #5, 6(1%)
minecraft.mined.cyan_carpet: #6, 62(6%)
minecraft.used.vine: #6, 138(5%)
minecraft.crafted.brown_bed: #5, 3(1%)
minecraft.mined.flower_pot: #6, 16(6%)
minecraft.picked_up.glowstone: #6, 600(4%)
minecraft.used.warped_trapdoor: #6, 205(6%)
minecraft.crafted.stripped_warped_hyphae: #5, 6(1%)
minecraft.dropped.light_blue_wool: #5, 5(0%)
minecraft.picked_up.prismarine_wall: #5, 2(1%)
minecraft.dropped.warped_hyphae: #5, 1(1%)
minecraft.dropped.diorite_slab: #5, 4(1%)
minecraft.mined.white_wool: #6, 196(4%)
minecraft.used.pink_stained_glass_pane: #5, 9(0%)
minecraft.picked_up.pink_concrete_powder: #5, 27(0%)
minecraft.used.andesite_stairs: #6, 122(6%)
minecraft.dropped.brick_wall: #5, 1(0%)
minecraft.dropped.blue_terracotta: #5, 2(0%)
minecraft.killed.evoker: #5, 3(0%)
minecraft.dropped.shroomlight: #6, 96(6%)
minecraft.used.white_bed: #6, 159(4%)
minecraft.dropped.diamond: #6, 551(4%)
minecraft.dropped.hopper: #6, 30(5%)
minecraft.mined.cut_sandstone_slab: #6, 64(7%)
minecraft.dropped.trident: #6, 4(7%)
minecraft.picked_up.magenta_shulker_box: #6, 65(5%)
minecraft.mined.magenta_shulker_box: #6, 64(5%)
minecraft.killed_by.piglin: #6, 3(6%)
minecraft.picked_up.kelp: #6, 8095(4%)
minecraft.used.magenta_shulker_box: #6, 63(5%)
minecraft.crafted.red_carpet: #6, 816(4%)
minecraft.crafted.spruce_sign: #6, 93(4%)
minecraft.used.acacia_fence: #6, 38(6%)
minecraft.crafted.birch_button: #6, 35(5%)
minecraft.picked_up.warped_fence: #6, 16(5%)
minecraft.used.warped_planks: #6, 361(5%)
minecraft.used.spruce_planks: #7, 4792(8%)
minecraft.dropped.netherite_leggings: #6, 2(6%)
minecraft.mined.sunflower: #6, 5(4%)
minecraft.picked_up.brick_wall: #6, 98(6%)
minecraft.used.brown_mushroom_block: #6, 489(4%)
minecraft.mined.acacia_sign: #6, 2(9%)
minecraft.mined.sandstone_wall: #6, 130(4%)
minecraft.picked_up.dark_oak_leaves: #6, 345(5%)
minecraft.picked_up.cyan_carpet: #6, 78(4%)
minecraft.used.dark_oak_trapdoor: #7, 930(8%)
minecraft.crafted.clock: #6, 6(4%)
minecraft.mined.yellow_wool: #6, 78(5%)
minecraft.picked_up.birch_log: #7, 5927(7%)
minecraft.used.jungle_trapdoor: #6, 189(4%)
minecraft.picked_up.scaffolding: #7, 16243(7%)
minecraft.mined.oak_wood: #6, 114(4%)
minecraft.dropped.diamond_hoe: #6, 2(4%)
minecraft.dropped.bowl: #6, 3(4%)
minecraft.used.cut_sandstone_slab: #6, 191(4%)
minecraft.mined.acacia_wood: #6, 38(6%)
minecraft.killed.tropical_fish: #6, 32(3%)
minecraft.crafted.map: #6, 98(3%)
minecraft.crafted.flower_pot: #6, 152(3%)
minecraft.crafted.cyan_bed: #6, 5(5%)
minecraft.broken.stone_axe: #6, 1(5%)
minecraft.dropped.crimson_fungus: #6, 25(4%)
minecraft.used.barrel: #7, 614(7%)
minecraft.picked_up.red_nether_bricks: #6, 117(4%)
minecraft.used.dark_oak_leaves: #6, 159(3%)
minecraft.used.gray_terracotta: #6, 608(4%)
minecraft.crafted.birch_door: #6, 15(3%)
minecraft.killed_by.player: #7, 75(6%)
minecraft.used.oxeye_daisy: #6, 10(4%)
minecraft.picked_up.dark_oak_sign: #6, 39(2%)
minecraft.dropped.coal_block: #6, 59(3%)
minecraft.mined.vine: #7, 1738(6%)
minecraft.picked_up.diamond_block: #7, 695(6%)
minecraft.used.cobweb: #6, 62(2%)
minecraft.used.scaffolding: #7, 14060(6%)
minecraft.crafted.spruce_planks: #7, 34964(6%)
minecraft.used.warped_fungus: #6, 178(2%)
minecraft.picked_up.wooden_axe: #6, 1(7%)
minecraft.custom.climb_one_cm: #7, 5677424(5%)
minecraft.dropped.gray_dye: #6, 32(5%)
minecraft.used.dark_prismarine_stairs: #6, 80(5%)
minecraft.picked_up.orange_bed: #6, 3(4%)
minecraft.dropped.smooth_quartz_stairs: #6, 26(4%)
minecraft.used.brick_slab: #6, 92(3%)
minecraft.mined.acacia_button: #6, 1(4%)
minecraft.picked_up.crimson_stem: #7, 1482(6%)
minecraft.picked_up.polished_blackstone_pressure_plate: #6, 9(3%)
minecraft.mined.acacia_wall_sign: #6, 17(2%)
minecraft.crafted.jungle_stairs: #6, 104(3%)
minecraft.dropped.elytra: #7, 12(6%)
minecraft.mined.polished_blackstone_pressure_plate: #6, 6(3%)
minecraft.picked_up.granite_slab: #6, 5(4%)
minecraft.mined.polished_granite_stairs: #6, 7(4%)
minecraft.used.brick_stairs: #6, 71(2%)
minecraft.mined.piston_head: #7, 17(7%)
minecraft.picked_up.golden_carrot: #7, 2224(5%)
minecraft.used.birch_leaves: #6, 706(1%)
minecraft.used.cyan_banner: #6, 6(3%)
minecraft.mined.cornflower: #7, 77(6%)
minecraft.mined.diamond_block: #7, 443(6%)
minecraft.picked_up.jungle_fence_gate: #6, 8(2%)
minecraft.dropped.stonecutter: #6, 3(4%)
minecraft.dropped.crimson_sign: #6, 2(4%)
minecraft.picked_up.polished_granite_stairs: #6, 6(3%)
minecraft.mined.warped_hyphae: #6, 14(3%)
minecraft.used.jungle_fence_gate: #6, 52(2%)
minecraft.dropped.anvil: #6, 9(2%)
minecraft.used.smooth_sandstone_stairs: #6, 916(1%)
minecraft.picked_up.polished_granite_slab: #6, 11(2%)
minecraft.mined.granite_slab: #6, 3(3%)
minecraft.mined.spruce_planks: #7, 991(5%)
minecraft.mined.granite_wall: #6, 11(2%)
minecraft.mined.pink_concrete: #6, 191(1%)
minecraft.picked_up.granite_wall: #6, 10(2%)
minecraft.crafted.blue_banner: #6, 1(2%)
minecraft.dropped.acacia_log: #7, 78(7%)
minecraft.used.pink_carpet: #6, 34(1%)
minecraft.crafted.gray_bed: #6, 4(1%)
minecraft.mined.brown_shulker_box: #7, 202(5%)
minecraft.picked_up.brown_shulker_box: #7, 204(5%)
minecraft.used.purpur_stairs: #6, 23(1%)
minecraft.dropped.light_gray_concrete_powder: #6, 24(1%)
minecraft.used.blue_stained_glass_pane: #6, 10(1%)
minecraft.used.brown_shulker_box: #7, 201(5%)
minecraft.picked_up.cyan_shulker_box: #7, 126(6%)
minecraft.crafted.jungle_door: #6, 9(1%)
minecraft.mined.prismarine_brick_stairs: #6, 7(1%)
minecraft.mined.blue_stained_glass_pane: #6, 2(1%)
minecraft.picked_up.prismarine_brick_stairs: #6, 7(1%)
minecraft.dropped.granite_slab: #6, 1(1%)
minecraft.mined.blue_wool: #7, 55(6%)
minecraft.picked_up.red_nether_brick_slab: #6, 20(1%)
minecraft.used.warped_pressure_plate: #6, 1(1%)
minecraft.crafted.magenta_glazed_terracotta: #6, 10(1%)
minecraft.dropped.birch_wood: #6, 1(1%)
minecraft.crafted.yellow_glazed_terracotta: #6, 10(1%)
minecraft.dropped.stone_shovel: #6, 2(0%)
minecraft.crafted.warped_pressure_plate: #6, 1(1%)
minecraft.used.yellow_glazed_terracotta: #6, 12(1%)
minecraft.dropped.lime_concrete_powder: #6, 2(1%)
minecraft.used.polished_andesite_slab: #7, 983(5%)
minecraft.mined.cyan_shulker_box: #7, 120(6%)
minecraft.dropped.suspicious_stew: #6, 1(1%)
minecraft.crafted.magenta_wool: #6, 6(1%)
minecraft.dropped.red_tulip: #6, 6(0%)
minecraft.killed.llama: #6, 1(0%)
minecraft.picked_up.cut_sandstone_slab: #7, 105(7%)
minecraft.mined.dark_oak_stairs: #7, 217(5%)
minecraft.dropped.polished_granite_slab: #6, 1(0%)
minecraft.dropped.blackstone_wall: #6, 2(0%)
minecraft.used.compass: #6, 1(0%)
minecraft.used.cyan_shulker_box: #7, 121(5%)
minecraft.custom.fill_cauldron: #7, 11(5%)
minecraft.crafted.mossy_stone_bricks: #7, 242(6%)
minecraft.mined.light_blue_wool: #7, 66(6%)
minecraft.crafted.acacia_trapdoor: #7, 510(6%)
minecraft.mined.kelp_plant: #7, 894(4%)
minecraft.dropped.peony: #7, 8(7%)
minecraft.crafted.green_carpet: #7, 564(5%)
minecraft.mined.crimson_stem: #7, 714(4%)
minecraft.used.jungle_sign: #7, 61(5%)
minecraft.used.brown_mushroom: #7, 71(5%)
minecraft.crafted.iron_axe: #7, 11(4%)
minecraft.used.cartography_table: #7, 14(5%)
minecraft.used.smooth_sandstone: #7, 3814(4%)
minecraft.mined.clay: #7, 930(4%)
minecraft.used.birch_sapling: #7, 539(5%)
minecraft.used.red_carpet: #7, 821(4%)
minecraft.mined.brown_bed: #7, 13(6%)
minecraft.used.orange_bed: #7, 12(7%)
minecraft.mined.nether_sprouts: #7, 214(4%)
minecraft.picked_up.clay: #7, 602(4%)
minecraft.mined.polished_andesite_slab: #7, 208(4%)
minecraft.picked_up.acacia_trapdoor: #7, 106(5%)
minecraft.mined.dark_oak_trapdoor: #7, 118(4%)
minecraft.mined.bricks: #7, 412(5%)
minecraft.used.red_terracotta: #7, 1053(4%)
minecraft.picked_up.orange_carpet: #7, 80(5%)
minecraft.used.warped_stem: #7, 816(3%)
minecraft.crafted.dark_oak_pressure_plate: #7, 4(5%)
minecraft.picked_up.stone_brick_wall: #7, 118(4%)
minecraft.used.warped_stairs: #7, 101(4%)
minecraft.picked_up.apple: #7, 246(3%)
minecraft.used.oak_log: #7, 1701(3%)
minecraft.picked_up.jungle_sapling: #7, 193(3%)
minecraft.mined.dark_oak_sign: #7, 2(5%)
minecraft.crafted.warped_stairs: #7, 96(4%)
minecraft.picked_up.mossy_cobblestone_slab: #7, 14(6%)
minecraft.picked_up.pumpkin_pie: #7, 110(3%)
minecraft.used.lime_stained_glass: #7, 1175(4%)
minecraft.crafted.cauldron: #7, 60(3%)
minecraft.mined.weeping_vines: #7, 27(3%)
minecraft.picked_up.sandstone: #7, 13222(3%)
minecraft.dropped.wooden_pickaxe: #7, 1(5%)
minecraft.used.gray_stained_glass_pane: #7, 172(4%)
minecraft.mined.polished_granite: #7, 98(3%)
minecraft.mined.sea_pickle: #7, 37(3%)
minecraft.mined.light_gray_stained_glass_pane: #7, 51(3%)
minecraft.crafted.shears: #7, 442(3%)
minecraft.mined.birch_log: #8, 5277(7%)
minecraft.picked_up.wooden_hoe: #7, 1(7%)
minecraft.dropped.lily_of_the_valley: #7, 4(4%)
minecraft.used.brown_terracotta: #7, 1087(3%)
minecraft.mined.pink_bed: #7, 3(4%)
minecraft.picked_up.polished_blackstone_wall: #7, 74(3%)
minecraft.used.birch_pressure_plate: #7, 11(4%)
minecraft.used.green_terracotta: #7, 313(3%)
minecraft.used.purple_wool: #7, 62(3%)
minecraft.used.gray_wool: #7, 797(2%)
minecraft.mined.red_stained_glass: #7, 84(3%)
minecraft.picked_up.polished_blackstone_button: #7, 11(3%)
minecraft.picked_up.acacia_door: #7, 7(6%)
minecraft.crafted.smooth_stone: #7, 1649(2%)
minecraft.used.cake: #7, 6(3%)
minecraft.used.cracked_polished_blackstone_bricks: #7, 135(3%)
minecraft.used.pink_bed: #7, 8(3%)
minecraft.picked_up.brown_wool: #7, 332(2%)
minecraft.picked_up.warped_sign: #7, 8(3%)
minecraft.mined.polished_blackstone_button: #7, 5(3%)
minecraft.mined.light_blue_carpet: #7, 23(2%)
minecraft.dropped.purple_wool: #7, 61(5%)
minecraft.crafted.acacia_sign: #7, 39(3%)
minecraft.mined.warped_fence: #7, 9(3%)
minecraft.mined.red_tulip: #7, 19(3%)
minecraft.dropped.lime_stained_glass: #7, 42(4%)
minecraft.mined.dark_oak_leaves: #7, 1066(2%)
minecraft.dropped.white_concrete_powder: #7, 277(3%)
minecraft.crafted.red_bed: #7, 3(3%)
minecraft.picked_up.polished_granite: #7, 121(2%)
minecraft.crafted.warped_door: #7, 3(3%)
minecraft.mined.orange_tulip: #7, 19(3%)
minecraft.crafted.cyan_banner: #7, 7(3%)
minecraft.dropped.barrel: #7, 8(2%)
minecraft.crafted.pink_bed: #7, 5(3%)
minecraft.picked_up.acacia_sign: #7, 19(2%)
minecraft.used.light_blue_wool: #7, 171(2%)
minecraft.mined.snow_block: #7, 615(2%)
minecraft.dropped.yellow_terracotta: #7, 29(2%)
minecraft.used.glowstone: #7, 277(1%)
minecraft.mined.blue_terracotta: #7, 92(3%)
minecraft.crafted.barrel: #8, 421(6%)
minecraft.mined.orange_bed: #7, 2(3%)
minecraft.crafted.green_stained_glass_pane: #7, 48(4%)
minecraft.mined.potted_dead_bush: #7, 1(4%)
minecraft.dropped.heavy_weighted_pressure_plate: #7, 5(3%)
minecraft.used.stone: #8, 43615(5%)
minecraft.picked_up.fern: #8, 511(6%)
minecraft.crafted.golden_leggings: #7, 2(2%)
minecraft.used.quartz_bricks: #7, 218(2%)
minecraft.crafted.white_terracotta: #7, 208(2%)
minecraft.picked_up.honey_bottle: #7, 13(2%)
minecraft.used.quartz_pillar: #7, 275(1%)
minecraft.used.blue_terracotta: #7, 235(2%)
minecraft.used.prismarine_brick_slab: #7, 94(2%)
minecraft.picked_up.lily_of_the_valley: #7, 67(1%)
minecraft.mined.spruce_stairs: #8, 212(5%)
minecraft.crafted.jungle_fence_gate: #7, 48(2%)
minecraft.killed.vex: #7, 3(2%)
minecraft.mined.shroomlight: #8, 466(5%)
minecraft.dropped.dispenser: #7, 13(2%)
minecraft.picked_up.wooden_sword: #7, 2(1%)
minecraft.used.dark_oak_button: #7, 21(1%)
minecraft.picked_up.crying_obsidian: #8, 128(5%)
minecraft.used.cod_bucket: #7, 1(2%)
minecraft.crafted.cartography_table: #7, 9(1%)
minecraft.crafted.wooden_sword: #7, 2(1%)
minecraft.used.prismarine_stairs: #7, 19(1%)
minecraft.dropped.dark_oak_sapling: #7, 7(1%)
minecraft.mined.polished_basalt: #8, 372(5%)
minecraft.dropped.lime_wool: #7, 18(1%)
minecraft.dropped.composter: #7, 2(1%)
minecraft.dropped.birch_door: #7, 1(2%)
minecraft.crafted.ender_pearl: #7, 2(1%)
minecraft.picked_up.cobblestone: #8, 86837(4%)
minecraft.crafted.soul_campfire: #7, 8(1%)
minecraft.used.bucket: #8, 4298(4%)
minecraft.picked_up.blue_stained_glass_pane: #7, 2(1%)
minecraft.crafted.cake: #7, 3(1%)
minecraft.dropped.glass_pane: #7, 16(1%)
minecraft.crafted.beehive: #7, 16(1%)
minecraft.dropped.cobweb: #7, 2(1%)
minecraft.picked_up.stripped_crimson_hyphae: #7, 1(1%)
minecraft.picked_up.spruce_planks: #8, 1240(4%)
minecraft.crafted.pink_stained_glass_pane: #7, 16(1%)
minecraft.crafted.popped_chorus_fruit: #7, 2(1%)
minecraft.picked_up.dark_prismarine_stairs: #7, 2(1%)
minecraft.mined.dark_prismarine_stairs: #7, 2(1%)
minecraft.dropped.dropper: #7, 1(0%)
minecraft.picked_up.honeycomb: #7, 81(0%)
minecraft.used.honey_bottle: #7, 2(0%)
minecraft.used.jungle_fence: #8, 100(6%)
minecraft.dropped.dark_oak_fence_gate: #7, 1(0%)
minecraft.used.purple_stained_glass_pane: #7, 12(0%)
minecraft.custom.interact_with_loom: #8, 42(5%)
minecraft.crafted.experience_bottle: #7, 3(0%)
minecraft.mined.wheat: #8, 2605(4%)
minecraft.picked_up.stick: #8, 4994(4%)
minecraft.used.white_stained_glass_pane: #8, 555(5%)
minecraft.picked_up.quartz_block: #8, 863(4%)
minecraft.picked_up.dirt: #8, 57713(4%)
minecraft.used.spruce_trapdoor: #8, 1790(4%)
minecraft.mined.warped_stem: #8, 1657(4%)
minecraft.mined.dark_oak_fence: #8, 73(5%)
minecraft.mined.fire: #8, 590(4%)
minecraft.picked_up.spruce_door: #8, 24(4%)
minecraft.used.black_stained_glass_pane: #8, 895(5%)
minecraft.mined.pink_tulip: #8, 30(5%)
minecraft.mined.acacia_trapdoor: #8, 84(5%)
minecraft.dropped.light_gray_terracotta: #8, 67(5%)
minecraft.used.cobblestone_stairs: #8, 145(4%)
minecraft.mined.andesite_wall: #8, 85(5%)
minecraft.used.iron_bars: #8, 1002(4%)
minecraft.picked_up.brown_bed: #8, 12(5%)
minecraft.mined.gray_stained_glass_pane: #8, 31(6%)
minecraft.crafted.warped_trapdoor: #8, 178(4%)
minecraft.picked_up.lime_dye: #8, 124(5%)
minecraft.mined.jungle_wall_sign: #8, 12(6%)
minecraft.dropped.diamond_helmet: #8, 5(4%)
minecraft.dropped.golden_carrot: #8, 364(4%)
minecraft.mined.light_gray_concrete: #8, 2017(3%)
minecraft.crafted.jungle_fence: #8, 90(5%)
minecraft.dropped.diamond_shovel: #8, 9(4%)
minecraft.used.campfire: #8, 110(3%)
minecraft.mined.cartography_table: #8, 6(4%)
minecraft.picked_up.golden_shovel: #8, 6(4%)
minecraft.mined.polished_blackstone_wall: #8, 62(3%)
minecraft.picked_up.orange_shulker_box: #8, 184(3%)
minecraft.picked_up.green_concrete: #8, 392(4%)
minecraft.picked_up.brown_mushroom_block: #8, 1813(4%)
minecraft.mined.orange_shulker_box: #8, 175(3%)
minecraft.mined.birch_sign: #8, 19(3%)
minecraft.used.green_concrete: #8, 386(4%)
minecraft.picked_up.sea_pickle: #8, 150(3%)
minecraft.used.birch_log: #8, 563(3%)
minecraft.picked_up.red_banner: #8, 4(5%)
minecraft.mined.birch_leaves: #8, 3566(3%)
